
[00:00:00.000 --> 00:00:03.600]  聖經裏面很多暴力事件都與神扯上關係
[00:08:53.800 --> 00:08:54.800]  OK
[00:08:54.800 --> 00:08:58.400]  所以這裡是在說什麼暴力
[00:08:58.400 --> 00:09:01.200]  有些人
[00:09:01.200 --> 00:09:03.000]  例如說戰爭
[00:09:03.000 --> 00:09:06.600]  究竟最大的暴力
[00:09:06.600 --> 00:09:08.000]  我們現在會面對的
[00:09:08.000 --> 00:09:08.800]  都是戰爭
[00:09:08.800 --> 00:09:10.200]  以前在舊約係
[00:09:10.200 --> 00:09:11.000]  新約係
[00:09:11.000 --> 00:09:12.400]  今天我們都是
[00:09:12.400 --> 00:09:15.800]  在學術界裏面就爭論的
[00:09:15.800 --> 00:09:17.400]  有沒有一些叫做
[00:09:17.400 --> 00:09:19.600]  正義戰爭這件事
[00:09:19.600 --> 00:09:22.200]  就分開兩部分的人出來
[00:09:22.200 --> 00:09:24.200]  有一部分就是那些所謂的
[00:09:24.200 --> 00:09:25.600]  Pacifist
[00:09:25.600 --> 00:09:28.400]  愛好和平者
[00:09:28.400 --> 00:09:30.000]  還是差不多是這樣
[00:09:30.000 --> 00:09:30.800]  另外
[00:09:30.800 --> 00:09:31.800]  那些人就說
[00:09:31.800 --> 00:09:35.000]  什麼戰爭都是邪惡的
[00:09:35.000 --> 00:09:37.200]  另外一部分人就覺得
[00:09:37.200 --> 00:09:40.800]  某些戰爭是適合的
[00:09:40.800 --> 00:09:43.400]  就是戰爭多數都不是好的
[00:09:43.400 --> 00:09:46.200]  但不是什麼戰爭都是邪惡的
[00:09:46.200 --> 00:09:49.600]  實際上我就在另外一邊
[00:09:49.600 --> 00:09:50.600]  為什麼這樣說?
[00:09:50.600 --> 00:09:51.200]  你想一下
[00:09:51.200 --> 00:09:52.400]  好像希特拉那時候
[00:09:52.400 --> 00:09:54.000]  如果沒有人和他爭戰
[00:09:54.000 --> 00:09:57.400]  那希特拉就橫行無道
[00:09:57.400 --> 00:09:59.200]  那一定要有人和他戰爭
[00:09:59.200 --> 00:10:00.400]  就是打敗了他
[00:10:00.400 --> 00:10:03.000]  那世界才會得到和平
[00:10:03.000 --> 00:10:06.600]  在一個不完全的世界裏面
[00:10:06.600 --> 00:10:08.400]  就繼續都會有這些東西
[00:10:08.400 --> 00:10:11.400]  一直到主宰內
[00:10:11.400 --> 00:10:14.800]  當神的角度降臨在這個世界
[00:10:14.800 --> 00:10:17.600]  這些東西就不需要了
[00:10:17.600 --> 00:10:20.000]  所以如果你問我
[00:10:20.000 --> 00:10:21.400]  暴力是否需要
[00:10:21.400 --> 00:10:25.000]  在一個不完全的世界裏
[00:10:25.000 --> 00:10:28.400]  是某種暴力是需要的
[00:10:28.400 --> 00:10:34.200]  施行暴力來停止某個暴力
[00:10:34.200 --> 00:10:36.600]  我日常間這樣看
[00:10:36.600 --> 00:10:39.800]  例如一個人現在去襲擊某個人
[00:10:39.800 --> 00:10:41.800]  即是拿把刀襲擊某個人
[00:10:41.800 --> 00:10:44.600]  你要救他被襲擊的人
[00:10:44.600 --> 00:10:46.000]  那你就施行暴力
[00:10:46.000 --> 00:10:47.600]  要在這裏壓下去
[00:10:47.600 --> 00:10:49.000]  那個都是暴力
[00:10:49.000 --> 00:10:51.200]  因為你是逼他做一些事情
[00:10:51.200 --> 00:10:52.800]  他不想做的
[00:10:52.800 --> 00:10:54.000]  但這種暴力
[00:10:54.000 --> 00:10:56.800]  我看大多數人都會覺得是可以的
[00:10:56.800 --> 00:11:00.200]  都是在日常生活會看到的暴力
[00:11:00.200 --> 00:11:03.400]  我們說這種是自衛
[00:11:03.400 --> 00:11:06.000]  是保護別人生命的暴力
[00:11:06.000 --> 00:11:10.400]  就是可以施行的
[00:11:10.400 --> 00:11:12.200]  平時我們說的那種暴力
[00:11:12.200 --> 00:11:15.000]  就是我們去攻擊別人
[00:11:15.000 --> 00:11:18.000]  甚至尤其是我們攻擊無辜人
[00:11:18.000 --> 00:11:21.200]  就一定每個人都說不行
[00:11:21.200 --> 00:11:23.000]  大多數剛才我說的那些東西
[00:11:23.000 --> 00:11:26.800]  就包括了所有大多數我們會想的暴力
[00:11:27.400 --> 00:11:29.400]  (字幕製作:貝爾)
[00:11:30.000 --> 00:11:32.000]  (字幕製作:貝爾)
[00:11:32.600 --> 00:11:34.600]  (字幕製作:貝爾)
[00:11:34.600 --> 00:11:37.600]  (字幕由 Amara.org 社群提供)

