
[00:00:00.000 --> 00:00:07.560]  今天我們在阿摩斯書的講道系列裏
[00:02:57.640 --> 00:02:59.640]  耶和華對這事改變心意
[00:02:59.640 --> 00:03:03.640]  耶和華說:這災可以免了
[00:03:03.640 --> 00:03:05.640]  第二個異象
[00:03:05.640 --> 00:03:08.640]  主耶和華又指示阿摩斯一件事
[00:03:08.640 --> 00:03:11.640]  看!主耶和華命火施行審判
[00:03:11.640 --> 00:03:15.640]  火就吞滅心冤,消盡產業
[00:03:15.640 --> 00:03:18.640]  阿摩斯說:主耶和華,求你赦免
[00:03:18.640 --> 00:03:22.640]  因為阿國藥少,他怎能暫立得住呢?
[00:03:22.640 --> 00:03:25.640]  耶和華對這事改變心意
[00:03:25.640 --> 00:03:29.640]  主耶和華說:這災也可免了
[00:03:29.640 --> 00:03:31.640]  然後到第三個異象
[00:03:31.640 --> 00:03:34.640]  神又指示阿摩斯一件事
[00:03:34.640 --> 00:03:37.640]  看!主手拿玄瑞扇
[00:03:37.640 --> 00:03:41.640]  暫立在依玄瑞扇建好的牆邊
[00:03:41.640 --> 00:03:43.640]  耶和華對阿摩斯說
[00:03:43.640 --> 00:03:45.640]  阿摩斯,你看見什麼?
[00:03:45.640 --> 00:03:47.640]  我說:玄瑞扇
[00:03:47.640 --> 00:03:52.640]  主說:看!我要在我子民以色列中吊起玄瑞扇
[00:03:52.640 --> 00:03:54.640]  不再寬恕他們
[00:03:54.640 --> 00:03:56.640]  以撒的休壇必荒涼
[00:03:56.640 --> 00:03:59.640]  以色列的聖所必荒廢
[00:03:59.640 --> 00:04:03.640]  我要起來用刀攻擊耶羅波安的家
[00:04:03.640 --> 00:04:07.640]  頂姐妹在今天的訊息第一部分
[00:04:07.640 --> 00:04:09.640]  我們首先去看看
[00:04:09.640 --> 00:04:14.640]  阿摩斯在上帝所領受的這四個異象
[00:04:14.640 --> 00:04:19.640]  和阿摩斯在侍奉中所經歷的逆境
[00:04:19.640 --> 00:04:24.640]  在剛才我讀過的頭三個異象
[00:04:24.640 --> 00:04:27.640]  甚至是第四個異象中
[00:04:27.640 --> 00:04:28.640]  我們會發現
[00:04:28.640 --> 00:04:34.640]  看到這個字或這個意思一直重複
[00:04:34.640 --> 00:04:38.640]  所以在這四個異象中
[00:04:38.640 --> 00:04:42.640]  上帝真的要讓阿摩斯看到
[00:04:42.640 --> 00:04:47.640]  上帝去到這個時候
[00:04:47.640 --> 00:04:51.640]  在以色列的群體、國家中
[00:04:51.640 --> 00:04:54.640]  上帝最後的心意
[00:04:54.640 --> 00:05:00.640]  真的要去審判、懲罰這些以色列人
[00:05:00.640 --> 00:05:04.640]  不過我們可以問的是
[00:05:04.640 --> 00:05:08.640]  在阿摩斯在屬靈的層面
[00:05:08.640 --> 00:05:14.640]  他看到上帝所給他的異象、心意之餘
[00:05:14.640 --> 00:05:18.640]  究竟阿摩斯在現實中
[00:05:18.640 --> 00:05:20.640]  他親眼看到的
[00:05:20.640 --> 00:05:23.640]  或者他親身所經歷的
[00:05:23.640 --> 00:05:26.640]  是甚麼光景呢?
[00:05:26.640 --> 00:05:32.640]  當我們由第一章一直到第六章
[00:05:32.640 --> 00:05:37.640]  回顧阿摩斯侍奉的歷程的時候
[00:05:37.640 --> 00:05:40.640]  我們知道上帝要使用他
[00:05:40.640 --> 00:05:42.640]  要他去到北國
[00:05:42.640 --> 00:05:44.640]  以色列國這個地方
[00:05:44.640 --> 00:05:46.640]  向以色列人傳道
[00:05:46.640 --> 00:05:51.640]  呼籲他們要知罪
[00:05:51.640 --> 00:05:54.640]  要向上帝回轉悔改
[00:05:54.640 --> 00:05:57.640]  不過我們同時又發現
[00:05:57.640 --> 00:06:01.640]  無論阿摩斯他盡上多大的努力
[00:06:01.640 --> 00:06:04.640]  或者用了多少方法都好
[00:06:04.640 --> 00:06:07.640]  包括第一章的時候
[00:06:07.640 --> 00:06:10.640]  我們會回顧阿摩斯他初初
[00:06:10.640 --> 00:06:14.640]  他不是先指出以色列人的黑暗
[00:06:14.640 --> 00:06:17.640]  或者不公義的事情
[00:06:17.640 --> 00:06:24.640]  阿摩斯首先提出其他國家的不公義和黑暗
[00:06:24.640 --> 00:06:28.640]  希望好像轉個彎那樣
[00:06:28.640 --> 00:06:33.640]  那群以色列人可以有一個自我反省的機會
[00:06:33.640 --> 00:06:36.640]  但我們又看到沒有用
[00:06:36.640 --> 00:06:40.640]  另外當第二章一直到第六章的時候
[00:06:40.640 --> 00:06:43.640]  阿摩斯繞個彎去提他們沒有用
[00:06:43.640 --> 00:06:49.640]  阿摩斯亦都試過很直率地指出
[00:06:49.640 --> 00:06:51.640]  這群以色列人
[00:06:51.640 --> 00:06:53.640]  你們在做很多不義的事情
[00:06:53.640 --> 00:06:55.640]  去呼籲他們
[00:06:55.640 --> 00:06:59.640]  如果你們再不知罪悔改的話
[00:06:59.640 --> 00:07:03.640]  上帝的審判就要臨到你們當中
[00:07:03.640 --> 00:07:05.640]  不過我們又看到
[00:07:05.640 --> 00:07:08.640]  阿摩斯他一切所做的
[00:07:08.640 --> 00:07:10.640]  他所說的
[00:07:10.640 --> 00:07:14.640]  那群以色列人都是無動於衷
[00:07:14.640 --> 00:07:18.640]  阿摩斯他用盡多少方法和努力
[00:07:18.640 --> 00:07:24.640]  都得不到我們預期的果效
[00:07:24.640 --> 00:07:27.640]  第二件我們看到的事
[00:07:27.640 --> 00:07:29.640]  阿摩斯在侍奉中
[00:07:29.640 --> 00:07:31.640]  他不單是盡力
[00:07:31.640 --> 00:07:34.640]  他亦都很放上心
[00:07:34.640 --> 00:07:39.640]  去愛護和守望他所服侍的群體
[00:07:39.640 --> 00:07:43.640]  在第一個和第二個的異象中
[00:07:43.640 --> 00:07:47.640]  阿摩斯他看到上帝原先要降下
[00:07:47.640 --> 00:07:52.640]  黃災和大火去毀滅以色列人
[00:07:52.640 --> 00:07:55.640]  不過當阿摩斯他看到
[00:07:55.640 --> 00:08:00.640]  上帝對以色列人的懲罰的時候
[00:08:00.640 --> 00:08:02.640]  阿摩斯的心境是怎樣呢?
[00:08:02.640 --> 00:08:05.640]  他不是真的翹起雙手
[00:08:05.640 --> 00:08:08.640]  或者是一個吃花生的狀態
[00:08:08.640 --> 00:08:10.640]  我都提醒了你們
[00:08:10.640 --> 00:08:12.640]  你們的事與我無關
[00:08:12.640 --> 00:08:15.640]  他不是一個落井下石
[00:08:15.640 --> 00:08:17.640]  或者幸災樂禍的心態
[00:08:17.640 --> 00:08:21.640]  在第二節和第五節的經文中
[00:08:21.640 --> 00:08:24.640]  我們看到阿摩斯這樣向上帝祈禱
[00:08:24.640 --> 00:08:27.640]  主耶和華求你赦免
[00:08:27.640 --> 00:08:29.640]  求你止息
[00:08:29.640 --> 00:08:31.640]  因為雅各若小
[00:08:31.640 --> 00:08:34.640]  他怎能暫立得住呢?
[00:08:34.640 --> 00:08:39.640]  在這兩節的討論中
[00:08:39.640 --> 00:08:41.640]  我即時彈出
[00:08:41.640 --> 00:08:46.640]  好像我小時候看的粵語長片
[00:08:46.640 --> 00:08:50.640]  家中的壞人做錯事
[00:08:50.640 --> 00:08:52.640]  爸爸出手教兒子
[00:08:52.640 --> 00:08:58.640]  媽媽通常都是仁慈一點
[00:08:58.640 --> 00:09:01.640]  幫兒子求情
[00:09:01.640 --> 00:09:03.640]  跟老公說
[00:09:03.640 --> 00:09:06.640]  這個壞人真的做錯事了
[00:09:06.640 --> 00:09:08.640]  是不值得幫忙的
[00:09:08.640 --> 00:09:10.640]  不過不要打得太重手
[00:09:10.640 --> 00:09:12.640]  或者停一停
[00:09:12.640 --> 00:09:15.640]  這個壞人頂不住的
[00:09:15.640 --> 00:09:18.640]  給他多一次機會
[00:09:18.640 --> 00:09:21.640]  似乎阿摩斯在這個禱告中
[00:09:21.640 --> 00:09:23.640]  都好像一個慈母一樣
[00:09:23.640 --> 00:09:26.640]  都很心痛
[00:09:26.640 --> 00:09:29.640]  很愛護這班以色列人
[00:09:29.640 --> 00:09:32.640]  甚至乎他在求情的背後
[00:09:32.640 --> 00:09:34.640]  他都很希望
[00:09:34.640 --> 00:09:39.640]  想延遲一下上帝對以色列人的審判
[00:09:39.640 --> 00:09:43.640]  以致他所愛護的群體
[00:09:43.640 --> 00:09:46.640]  希望他們能夠把握最後的機會
[00:09:46.640 --> 00:09:50.640]  向上帝回轉悔改
[00:09:50.640 --> 00:09:52.640]  不過很可惜的是
[00:09:52.640 --> 00:09:56.640]  當阿摩斯一直不想放棄
[00:09:56.640 --> 00:09:58.640]  這班以色列人的時候
[00:09:58.640 --> 00:10:02.640]  但這班以色列人卻是自己
[00:10:02.640 --> 00:10:08.640]  放棄了向上帝回轉的機會
[00:10:08.640 --> 00:10:12.640]  阿摩斯除了用上很多努力
[00:10:12.640 --> 00:10:15.640]  很多心力在侍奉群體
[00:10:15.640 --> 00:10:19.640]  而沒有任何果效之外
[00:10:19.640 --> 00:10:23.640]  我覺得可能是最傷的一點
[00:10:23.640 --> 00:10:26.640]  他最後所換來的
[00:10:26.640 --> 00:10:29.640]  竟然是這班以色列人
[00:10:29.640 --> 00:10:31.640]  他所服侍的群體
[00:10:31.640 --> 00:10:37.640]  對他侍奉的質疑和否定
[00:10:37.640 --> 00:10:41.640]  在頭兩句的意象中
[00:10:41.640 --> 00:10:45.640]  我們看到阿摩斯向上帝的求情
[00:10:45.640 --> 00:10:47.640]  都是成功的
[00:10:47.640 --> 00:10:52.640]  上帝收回了原先對以色列人的懲罰
[00:10:52.640 --> 00:10:55.640]  不過當去到第三個意象
[00:10:55.640 --> 00:10:58.640]  第七至九節的時候
[00:10:58.640 --> 00:11:00.640]  在當中這段經文
[00:11:00.640 --> 00:11:03.640]  「玄垂善」這個字也挺特別的
[00:11:03.640 --> 00:11:08.640]  因為很多中文聖經版本
[00:11:08.640 --> 00:11:10.640]  就算是以前的和合本
[00:11:10.640 --> 00:11:12.640]  或者今天的和修本
[00:11:12.640 --> 00:11:15.640]  都是譯作「玄垂善」
[00:11:15.640 --> 00:11:19.640]  不過原來在近代的聖經研究
[00:11:19.640 --> 00:11:20.640]  很多學者指出
[00:11:20.640 --> 00:11:22.640]  其實這個字背後
[00:11:22.640 --> 00:11:24.640]  可能有另外一個意思
[00:11:24.640 --> 00:11:27.640]  就是一個很厲害的武器
[00:11:27.640 --> 00:11:29.640]  如果我們將這個意思
[00:11:29.640 --> 00:11:32.640]  放回這段經文
[00:11:32.640 --> 00:11:36.640]  或者套在「玄垂善」這個字的時候
[00:11:36.640 --> 00:11:40.640]  我們就會發現原來這個意象
[00:11:40.640 --> 00:11:42.640]  的意思就是
[00:11:42.640 --> 00:11:45.640]  神被阿摩斯看到
[00:11:45.640 --> 00:11:48.640]  上帝手執著武器
[00:11:48.640 --> 00:11:51.640]  他的懲罰和審判
[00:11:51.640 --> 00:11:53.640]  要臨到在以色列裏面
[00:11:53.640 --> 00:11:57.640]  上帝不再寬恕他們
[00:11:57.640 --> 00:12:02.640]  而當阿摩斯如實地向他的群體
[00:12:02.640 --> 00:12:06.640]  宣告上帝的心意的時候
[00:12:06.640 --> 00:12:08.640]  他在經歷什麼呢?
[00:12:08.640 --> 00:12:12.640]  接下來在第十節和第十一節
[00:12:12.640 --> 00:12:13.640]  就記載到
[00:12:13.640 --> 00:12:18.640]  當時是伯特利的祭司亞瑪姐
[00:12:18.640 --> 00:12:20.640]  這個時候這個人物就出現了
[00:12:20.640 --> 00:12:22.640]  這個是什麼人物呢?
[00:12:22.640 --> 00:12:25.640]  其實他就是以色列當時的
[00:12:25.640 --> 00:12:29.640]  一個國家的官方的祭司
[00:12:29.640 --> 00:12:33.640]  如果用現代的角度去看
[00:12:33.640 --> 00:12:35.640]  可能就是某一個國家
[00:12:35.640 --> 00:12:38.640]  有一個宗教局的局長
[00:12:38.640 --> 00:12:40.640]  或者一個高官
[00:12:40.640 --> 00:12:43.640]  這個亞瑪姐做了什麼事呢?
[00:12:43.640 --> 00:12:48.640]  就是派人向以色列的皇帝耶羅邦
[00:12:48.640 --> 00:12:52.640]  打了一個小報告
[00:12:52.640 --> 00:12:54.640]  其實這個也不是小報告
[00:12:54.640 --> 00:12:56.640]  因為在經文裏說
[00:12:56.640 --> 00:12:57.640]  他這樣報告
[00:12:57.640 --> 00:12:59.640]  他說:阿摩斯在以色列家中
[00:12:59.640 --> 00:13:01.640]  圖謀背叛你
[00:13:01.640 --> 00:13:03.640]  他所說的一切話
[00:13:03.640 --> 00:13:04.640]  這地不能承擔
[00:13:04.640 --> 00:13:06.640]  因為阿摩斯這樣說
[00:13:06.640 --> 00:13:08.640]  耶羅邦必被刀殺
[00:13:08.640 --> 00:13:13.640]  以色列百姓必被擄離開本地
[00:13:13.640 --> 00:13:15.640]  我們看到這個高官
[00:13:15.640 --> 00:13:18.640]  宗教局局長
[00:13:18.640 --> 00:13:20.640]  其實他也是很忠心
[00:13:20.640 --> 00:13:24.640]  他很努力打好他自己的工作
[00:13:24.640 --> 00:13:29.640]  不過他所服侍的對象
[00:13:29.640 --> 00:13:32.640]  並不是上帝
[00:13:32.640 --> 00:13:35.640]  他不單是自己沒有聽從
[00:13:35.640 --> 00:13:40.640]  神透過阿摩斯對他的提醒和教導
[00:13:40.640 --> 00:13:44.640]  他更加是在用叛國罪
[00:13:44.640 --> 00:13:47.640]  去阻止阿摩斯
[00:13:47.640 --> 00:13:51.640]  我們繼續看
[00:13:51.640 --> 00:14:00.640]  阿瑪謝更加和阿摩斯再說了這句話
[00:14:00.640 --> 00:14:02.640]  他說:你者先見
[00:14:02.640 --> 00:14:03.640]  要圖到猶大地
[00:14:03.640 --> 00:14:04.640]  在那裡過活
[00:14:04.640 --> 00:14:06.640]  在那裡說預言
[00:14:06.640 --> 00:14:10.640]  卻不要在伯特利再說預言
[00:14:10.640 --> 00:14:12.640]  在他這段說話裏
[00:14:12.640 --> 00:14:15.640]  要圖到這個字
[00:14:15.640 --> 00:14:19.640]  在原文裏不是一個有禮貌的邀請
[00:14:19.640 --> 00:14:22.640]  不是說請你走
[00:14:22.640 --> 00:14:24.640]  寬送他離開
[00:14:24.640 --> 00:14:26.640]  不是這個意思
[00:14:26.640 --> 00:14:29.640]  原來這個字是一個命令詞
[00:14:29.640 --> 00:14:32.640]  或者一個逐客令的意思
[00:14:32.640 --> 00:14:35.640]  如果用一個近代一點
[00:14:35.640 --> 00:14:37.640]  或者一個粗俗一點的翻譯
[00:14:37.640 --> 00:14:39.640]  你會怎樣翻譯這句
[00:14:39.640 --> 00:14:41.640]  要他圖到猶大地
[00:14:41.640 --> 00:14:43.640]  會怎樣
[00:14:43.640 --> 00:14:47.640]  如果用一個墨仔的粗俗翻譯
[00:14:47.640 --> 00:14:49.640]  就是你滾開吧
[00:14:49.640 --> 00:14:52.640]  滾回去猶大國
[00:14:52.640 --> 00:14:55.640]  其實是一個這樣的意思
[00:14:55.640 --> 00:14:59.640]  另外在那裡過活
[00:14:59.640 --> 00:15:03.640]  過活這個字在原文裏是吃餅
[00:15:03.640 --> 00:15:05.640]  糊口
[00:15:05.640 --> 00:15:08.640]  搵食或者圍身的意思
[00:15:08.640 --> 00:15:12.640]  所以高官亞馬遮言下之意
[00:15:12.640 --> 00:15:14.640]  是認為
[00:15:14.640 --> 00:15:18.640]  亞摩斯他由原本生活的南國猶大國
[00:15:18.640 --> 00:15:21.640]  這麼遠來到北國以色列國傳道
[00:15:21.640 --> 00:15:23.640]  是為了什麼
[00:15:23.640 --> 00:15:25.640]  為了搵食
[00:15:25.640 --> 00:15:27.640]  為了生計
[00:15:27.640 --> 00:15:29.640]  為了糧餐
[00:15:29.640 --> 00:15:34.640]  所以其實如果我們要去翻譯這句說話
[00:15:34.640 --> 00:15:40.640]  亞馬遮就叫亞摩斯搵食走遠一點
[00:15:40.640 --> 00:15:43.640]  滾回去猶大國
[00:15:43.640 --> 00:15:50.640]  有一句說話
[00:15:50.640 --> 00:15:53.640]  當我們有時候投入越大的時候
[00:15:53.640 --> 00:15:56.640]  可能我們所承受的
[00:15:56.640 --> 00:16:00.640]  或者所經歷的那份失望
[00:16:00.640 --> 00:16:03.640]  都可以越大
[00:16:03.640 --> 00:16:06.640]  當我們一起回顧亞馬遮
[00:16:06.640 --> 00:16:10.640]  他在上帝裏面是看見
[00:16:10.640 --> 00:16:13.640]  他領受上帝的心意
[00:16:13.640 --> 00:16:15.640]  而他作為一個先知
[00:16:15.640 --> 00:16:20.640]  他很盡心很盡力地服侍以色列人
[00:16:20.640 --> 00:16:22.640]  向他們傳道
[00:16:22.640 --> 00:16:25.640]  希望他們回轉悔改
[00:16:25.640 --> 00:16:30.640]  但同時他眼前自己所面對的
[00:16:30.640 --> 00:16:37.640]  卻發現他一直以來的服侍侍奉是毫無果效
[00:16:37.640 --> 00:16:45.640]  如果今天我們在座的弟兄姊妹們正在上班
[00:16:45.640 --> 00:16:51.640]  如果我們用一個現代管理學或者一個績效的角度去看
[00:16:51.640 --> 00:16:52.640]  我覺得很有趣的就是
[00:16:52.640 --> 00:16:57.640]  亞馬遮他一輩子應該過不了亞培索
[00:16:57.640 --> 00:17:01.640]  沒有任何的成績
[00:17:01.640 --> 00:17:04.640]  沒有任何的果效
[00:17:04.640 --> 00:17:06.640]  不但如此
[00:17:06.640 --> 00:17:09.640]  他更加被他侍奉的對象
[00:17:09.640 --> 00:17:14.640]  是他面對很大的質疑和否定
[00:17:14.640 --> 00:17:17.640]  「搵食行遠啲啦」
[00:17:17.640 --> 00:17:20.640]  「爛返去你嘅猶大國啦」
[00:17:20.640 --> 00:17:21.640]  確實都很不容易
[00:17:21.640 --> 00:17:23.640]  或者當我們代入去
[00:17:23.640 --> 00:17:25.640]  在他侍奉裏面的時候
[00:17:25.640 --> 00:17:27.640]  如果正在經歷這些的時候
[00:17:27.640 --> 00:17:29.640]  我們都真是很正常
[00:17:29.640 --> 00:17:32.640]  我們人都是會有很多的失望
[00:17:32.640 --> 00:17:33.640]  很多的灰心
[00:17:33.640 --> 00:17:36.640]  很多的氣餒
[00:17:36.640 --> 00:17:39.640]  當我們在教會
[00:17:39.640 --> 00:17:42.640]  在我們侍奉裏面的時候
[00:17:42.640 --> 00:17:45.640]  可能我們有時候
[00:17:45.640 --> 00:17:48.640]  特別在這幾年的裏面
[00:17:48.640 --> 00:17:50.640]  我們可能在不同的崗位
[00:17:50.640 --> 00:17:52.640]  不論我們是組長、領袖
[00:17:52.640 --> 00:17:55.640]  在不同的位置我們去服侍的時候
[00:17:55.640 --> 00:17:58.640]  可能我們有時候都會經歷一份氣餒
[00:17:58.640 --> 00:18:02.640]  就好像我們擺上了很多的努力
[00:18:02.640 --> 00:18:08.640]  但總是面對不了
[00:18:08.640 --> 00:18:10.640]  或者對抗不了
[00:18:10.640 --> 00:18:12.640]  整個的大環境
[00:18:12.640 --> 00:18:16.640]  所帶來在我們群體裏面的動盪
[00:18:16.640 --> 00:18:19.640]  或者那些的影響
[00:18:19.640 --> 00:18:22.640]  或者我們的侍奉
[00:18:22.640 --> 00:18:24.640]  不單止在教會裏面
[00:18:24.640 --> 00:18:26.640]  在我們的工作
[00:18:26.640 --> 00:18:27.640]  在我們的家庭裏面
[00:18:27.640 --> 00:18:30.640]  我們都面對不同的逆境
[00:18:30.640 --> 00:18:32.640]  有時候我都會聽到
[00:18:32.640 --> 00:18:34.640]  鄧英姐妹跟我分享
[00:18:34.640 --> 00:18:37.640]  就是當我們在工作裏面
[00:18:37.640 --> 00:18:42.640]  有時候當身邊的同事
[00:18:42.640 --> 00:18:45.640]  正在做一些不好的事情
[00:18:45.640 --> 00:18:48.640]  鄧英姐妹有時候很想在信仰裏面
[00:18:48.640 --> 00:18:52.640]  去堅持、去保持良善正直
[00:18:52.640 --> 00:18:57.640]  但往往當我們堅持信仰的時候
[00:18:57.640 --> 00:19:01.640]  有時候好心未必一定有好報
[00:19:01.640 --> 00:19:04.640]  有時候我們反過來
[00:19:04.640 --> 00:19:07.640]  會被我們身邊的人質疑我們
[00:19:07.640 --> 00:19:10.640]  懷疑我們的動機
[00:19:10.640 --> 00:19:13.640]  你扮好人是不是博上位
[00:19:13.640 --> 00:19:17.640]  是不是想有什麼利益、有什麼好處
[00:19:17.640 --> 00:19:19.640]  我們會被否定
[00:19:19.640 --> 00:19:22.640]  有時候甚至是冷嘲熱諷
[00:19:22.640 --> 00:19:25.640]  或者被排擠
[00:19:25.640 --> 00:19:29.640]  又或者我們在家庭裏面
[00:19:29.640 --> 00:19:31.640]  有時候我們作為父母
[00:19:31.640 --> 00:19:34.640]  其實我們所付出的
[00:19:34.640 --> 00:19:35.640]  或者有些經歷
[00:19:35.640 --> 00:19:38.640]  其實都有時候挺傷的
[00:19:38.640 --> 00:19:43.640]  就是養兒一百歲
[00:19:43.640 --> 00:19:45.640]  長休九十九歲
[00:19:45.640 --> 00:19:47.640]  但有時候我們做父母
[00:19:47.640 --> 00:19:49.640]  為我們的兒女
[00:19:49.640 --> 00:19:51.640]  在他們不同的階段
[00:19:51.640 --> 00:19:53.640]  我們默默付出了很多
[00:19:53.640 --> 00:19:58.640]  但有時候所得到的回應
[00:19:58.640 --> 00:20:00.640]  可能都真的不是那麼爽
[00:20:00.640 --> 00:20:03.640]  或者有時候我們做兒子、女兒
[00:20:03.640 --> 00:20:06.640]  我們都試過自己心情不好的時候
[00:20:06.640 --> 00:20:08.640]  跟父母說
[00:20:08.640 --> 00:20:10.640]  你不要這麼煩
[00:20:10.640 --> 00:20:13.640]  或者會打壓他
[00:20:13.640 --> 00:20:16.640]  反過來我們做父母的經歷
[00:20:16.640 --> 00:20:19.640]  我們有時候真的扔心口
[00:20:19.640 --> 00:20:23.640]  只能夠回房間扔枕頭
[00:20:23.640 --> 00:20:28.640]  都很多很不容易的經歷
[00:20:28.640 --> 00:20:31.640]  或者可能頂節目我們都很想
[00:20:31.640 --> 00:20:35.640]  有一天我們見到我們所愛惜的家人
[00:20:35.640 --> 00:20:36.640]  他們能夠信主
[00:20:36.640 --> 00:20:40.640]  我們努力向他們傳福音
[00:20:40.640 --> 00:20:42.640]  或者一直為他們祈禱
[00:20:42.640 --> 00:20:45.640]  但好像一天一天過去
[00:20:45.640 --> 00:20:50.640]  我們所期望的景況
[00:20:50.640 --> 00:20:57.640]  或者我們所希望他們信主的結果
[00:20:57.640 --> 00:21:00.640]  好像一直都未發生
[00:21:00.640 --> 00:21:05.640]  確實在我們今天不同的身份
[00:21:05.640 --> 00:21:06.640]  不同的崗位
[00:21:06.640 --> 00:21:08.640]  我們去侍奉上帝的時候
[00:21:08.640 --> 00:21:13.640]  我們都可以面對很多不同的困局
[00:21:13.640 --> 00:21:16.640]  有時候可能真的來自環境
[00:21:16.640 --> 00:21:19.640]  外面環境的影響
[00:21:19.640 --> 00:21:21.640]  可能是來自我們自己
[00:21:21.640 --> 00:21:24.640]  我們人總有不同的限制
[00:21:24.640 --> 00:21:26.640]  或者我們在限制裡
[00:21:26.640 --> 00:21:31.640]  我們盡了自己的努力去擺盤
[00:21:31.640 --> 00:21:34.640]  但好像真的一直都等待不到
[00:21:34.640 --> 00:21:39.640]  或者見不到我們人想期望
[00:21:39.640 --> 00:21:44.640]  預見的結果去發生
[00:21:44.640 --> 00:21:48.640]  有時候可能不單是身邊的人去質疑我們
[00:21:48.640 --> 00:21:53.640]  可能有時候在很多我們不明白的地方
[00:21:53.640 --> 00:21:56.640]  我們有時候自己都會質疑自己
[00:21:56.640 --> 00:21:59.640]  我是不是一個好的丈夫
[00:21:59.640 --> 00:22:00.640]  我是不是一個好的爸爸
[00:22:00.640 --> 00:22:02.640]  稱職的爸爸
[00:22:02.640 --> 00:22:07.640]  可能自己都會質疑自己
[00:22:07.640 --> 00:22:11.640]  所以在今天訊息最後的時候
[00:22:11.640 --> 00:22:14.640]  我們一起去看看
[00:22:14.640 --> 00:22:18.640]  究竟在阿摩斯面對這麼多的逆境艱難裡
[00:22:18.640 --> 00:22:22.640]  其實這位先知、這位傳道人
[00:22:22.640 --> 00:22:25.640]  阿摩斯他是怎樣的
[00:22:25.640 --> 00:22:27.640]  或者憑著什麼
[00:22:27.640 --> 00:22:31.640]  可以支持到他的侍奉呢?
[00:22:31.640 --> 00:22:34.640]  我們回到經文
[00:22:34.640 --> 00:22:40.640]  當阿摩斯面對這麼多的質疑和挑戰的時候
[00:22:40.640 --> 00:22:43.640]  在第十四節和第十五節
