
[00:00:00.000 --> 00:00:02.680]  不知不覺來到年尾
[00:01:35.840 --> 00:01:39.200]  原來收這些禮物也挺興奮的
[00:01:39.200 --> 00:01:41.040]  每天都期待一下
[00:01:41.040 --> 00:01:43.520]  咦?下一份禮物是什麼呢?
[00:01:43.520 --> 00:01:45.880]  下一件又是什麼呢?
[00:01:45.880 --> 00:01:50.800]  這是在心裡準備著很興奮地收禮物
[00:01:50.800 --> 00:01:53.960]  但聖誕裡告訴我們更大的意義
[00:01:53.960 --> 00:01:57.520]  我不知道你有沒有在靈裡面準備
[00:01:57.520 --> 00:02:01.720]  如何迎接主的降生
[00:02:01.720 --> 00:02:04.040]  之前我在牧區也推出過
[00:02:04.040 --> 00:02:07.440]  或者我們小力園堂也有設置過
[00:02:07.440 --> 00:02:10.800]  「張臨期」,還記得嗎?
[00:02:10.800 --> 00:02:14.560]  每天都在預備主的降臨
[00:02:14.560 --> 00:02:19.120]  我不知道今年你有沒有這樣去準備
[00:02:19.120 --> 00:02:23.240]  我們去看一個很熟悉的故事的時候
[00:02:23.240 --> 00:02:26.600]  我選了一段經文去讀
[00:02:26.600 --> 00:02:28.520]  紀念主的降生
[00:02:28.520 --> 00:02:31.760]  我今天選了路加福音
[00:02:31.760 --> 00:02:33.120]  請聽我讀出來
[00:02:33.120 --> 00:02:36.160]  「在不利行的野外有牧羊人」
[00:02:36.160 --> 00:02:39.160]  「夜間值班看守羊群」
[00:02:39.160 --> 00:02:43.120]  「有主的一個使者站在他們旁邊」
[00:02:43.120 --> 00:02:45.720]  「主的榮光四面照著他們」
[00:02:45.720 --> 00:02:47.600]  「牧羊人就很害怕」
[00:02:47.600 --> 00:02:50.640]  「天使對他們說不要懼怕」
[00:02:50.640 --> 00:02:54.360]  「看啊,因為我報給你們大喜的訊息」
[00:02:54.360 --> 00:02:56.360]  「是關乎萬民的」
[00:02:56.360 --> 00:02:58.760]  「因為今天在大衛的城裡」
[00:02:58.760 --> 00:03:03.760]  「為你們生了救主,就是主基督」
[00:03:03.760 --> 00:03:06.960]  「你們要看見一個鷹鞋包著布」
[00:03:06.960 --> 00:03:11.960]  「臥在馬槽裡,那就是給你們的記號」
[00:03:11.960 --> 00:03:17.280]  「忽然有一大隊天兵和那天使讚美神說」
[00:03:17.280 --> 00:03:20.600]  「在至高之處榮耀歸於神」
[00:03:20.600 --> 00:03:24.120]  「在地上平安歸於他所喜悅的人」
[00:03:24.120 --> 00:03:27.840]  「眾天使離開他們,升天去了」
[00:03:27.840 --> 00:03:29.680]  「牧羊人就彼此說」
[00:03:29.680 --> 00:03:33.280]  「我們往不利行去,慷慨所成的事」
[00:03:33.280 --> 00:03:35.760]  「就是主告訴我們的」
[00:03:35.760 --> 00:03:39.480]  「他們急忙去了,找到瑪利亞和藥室」
[00:03:39.480 --> 00:03:42.520]  「還有那鷹鞋臥在馬槽裡」
[00:03:42.520 --> 00:03:46.360]  之後經文再讀
[00:03:47.080 --> 00:03:50.560]  這卷經文,相信如果回教會很久
[00:03:50.560 --> 00:03:52.280]  應該很熟悉
[00:03:52.280 --> 00:03:57.520]  其實我今年選擇用盧家福音
[00:03:57.520 --> 00:04:00.560]  是講述一個平安的訊息
[00:04:00.560 --> 00:04:02.440]  比其他福音書中
[00:04:02.440 --> 00:04:05.840]  強調平安用的字是最多的
[00:04:05.840 --> 00:04:08.720]  並且原來用平安這個字
[00:04:08.720 --> 00:04:12.320]  在其他新約經卷中
[00:04:12.320 --> 00:04:15.840]  用字最多的就是平安
[00:04:15.840 --> 00:04:20.000]  所以盧家福音所講的平安訊息
[00:04:20.000 --> 00:04:24.120]  與舊音有很密切的關係
[00:04:24.120 --> 00:04:29.720]  所以今次我們思考一下平安這個訊息
[00:04:29.720 --> 00:04:35.360]  除了聖誕突然的寒風
[00:04:35.360 --> 00:04:39.120]  讓我們感覺聖誕不太冷
[00:04:39.120 --> 00:04:41.480]  還是不太熱
[00:04:41.480 --> 00:04:43.840]  讓我們有些感覺
[00:04:43.840 --> 00:04:45.680]  除了這些感覺之外
[00:04:45.680 --> 00:04:50.560]  很想一同思考平安這個訊息
[00:04:50.560 --> 00:04:55.160]  我們會否在憂慮中失去平安
[00:04:55.160 --> 00:04:56.880]  我們將它拿回來
[00:04:56.880 --> 00:04:59.920]  會否在等候主的應許中
[00:04:59.920 --> 00:05:02.200]  我們又好像失去平安
[00:05:02.200 --> 00:05:03.480]  我們將它拿回來
[00:05:03.480 --> 00:05:06.040]  更加在患難中
[00:05:06.040 --> 00:05:10.840]  我們不要放走主給我們的平安
[00:05:10.840 --> 00:05:13.160]  所以我們先看第一點
[00:05:13.160 --> 00:05:17.480]  在憂慮中我們如何尋回平安呢?
[00:05:17.480 --> 00:05:20.080]  在我剛才沒有讀的一到七節中
[00:05:20.080 --> 00:05:23.320]  記載了瑪利亞和約瑟
[00:05:23.320 --> 00:05:28.680]  耶穌的父母經歷的一個片段
[00:05:28.680 --> 00:05:31.320]  就是耶穌將要出生的時候
[00:05:31.320 --> 00:05:33.840]  正值那個日子
[00:05:33.840 --> 00:05:38.320]  就是愛撒奧古斯督
[00:05:38.320 --> 00:05:40.800]  這個王下了一個命
[00:05:40.800 --> 00:05:43.560]  要全國登記戶籍
[00:05:43.560 --> 00:05:46.400]  這是第一次登記戶籍
[00:05:46.400 --> 00:05:50.440]  他說國人就回到國城辦理
[00:05:50.440 --> 00:05:56.040]  約瑟也照著從加利利去到猶大地
[00:05:56.040 --> 00:05:58.840]  回到他的家鄉大衛城
[00:05:58.840 --> 00:06:00.600]  即是在伯利恆那邊
[00:06:00.600 --> 00:06:03.360]  因為他是大衛家族的人
[00:06:03.360 --> 00:06:06.560]  他就帶上他所聘的妻子瑪利亞
[00:06:06.560 --> 00:06:08.360]  一同去登記戶籍
[00:06:08.360 --> 00:06:11.720]  那時候瑪利亞已經懷孕
[00:06:11.720 --> 00:06:12.920]  並且在那時候
[00:06:12.920 --> 00:06:14.200]  她產期到了
[00:06:14.200 --> 00:06:16.080]  就生了頭胎的兒子
[00:06:16.080 --> 00:06:19.120]  用布包著放在馬槽裡
[00:06:19.120 --> 00:06:22.960]  因為當時沒有地方
[00:06:22.960 --> 00:06:25.520]  相信我們都很清楚
[00:06:25.520 --> 00:06:26.960]  聽過很多次
[00:06:26.960 --> 00:06:30.440]  當我們去思考的時候
[00:06:30.440 --> 00:06:32.000]  作為一個父母
[00:06:32.000 --> 00:06:35.520]  如果你的孩子在這樣的處境出生
[00:06:35.520 --> 00:06:38.560]  其實都很麻煩
[00:06:38.560 --> 00:06:43.320]  原來在一個不適合的時間
[00:06:43.320 --> 00:06:45.440]  孩子要出生
[00:06:45.440 --> 00:06:48.840]  我以前有個同學叫做盧生
[00:06:48.840 --> 00:06:50.840]  有個叫家生
[00:06:50.840 --> 00:06:53.960]  因為一個在路上就生了
[00:06:53.960 --> 00:06:56.800]  一個在家裡就生了
[00:06:56.800 --> 00:07:00.840]  所以其實不是一個很預備的時間
[00:07:00.840 --> 00:07:03.080]  其實都很麻煩
[00:07:03.080 --> 00:07:08.120]  正正是當時埃及或者敘利亞附近
[00:07:08.120 --> 00:07:12.360]  他們每14年進行一次人口普查
[00:07:12.360 --> 00:07:13.320]  登記戶籍
[00:07:13.320 --> 00:07:16.000]  我們香港人很明白的
[00:07:16.000 --> 00:07:19.160]  我們都會有人口普查
[00:07:19.160 --> 00:07:21.760]  我們知道政府拿了這些資料
[00:07:21.760 --> 00:07:25.440]  就會整理發展方向等等
[00:07:25.440 --> 00:07:28.600]  當時羅馬政府拿了這些資料
[00:07:28.600 --> 00:07:32.760]  就是要收稅或者去當兵
[00:07:32.760 --> 00:07:35.160]  去知道那些藍丁
[00:07:35.160 --> 00:07:37.440]  我們知道猶太人不用當兵
[00:07:37.440 --> 00:07:39.440]  不過是收稅
[00:07:39.440 --> 00:07:44.360]  所以當時約瑟要回到他的家鄉
[00:07:44.360 --> 00:07:46.320]  從此我們可以看到
[00:07:46.320 --> 00:07:49.120]  約瑟其實是一個流動的人口
[00:07:49.120 --> 00:07:50.320]  他去了納什勒
[00:07:50.320 --> 00:07:54.840]  我們在其他經卷知道他在做木匠
[00:07:54.840 --> 00:07:58.200]  他回到他的大衛城
[00:07:58.200 --> 00:08:02.480]  即是在大衛城出生
[00:08:02.480 --> 00:08:06.560]  所以叫做大衛城
[00:08:06.560 --> 00:08:09.280]  原來在一個不合適的時間
[00:08:09.280 --> 00:08:11.600]  他約瑟要出生
[00:08:11.600 --> 00:08:13.560]  在這個時間出生
[00:08:13.560 --> 00:08:17.040]  更加沒有什麼好的條件
[00:08:17.040 --> 00:08:20.600]  所以他剛才的經文說到
[00:08:20.600 --> 00:08:23.320]  是一個沒有客棧
[00:08:23.320 --> 00:08:25.760]  每個人都要回到家鄉
[00:08:25.760 --> 00:08:28.600]  不像現在有這麼多酒店
[00:08:28.600 --> 00:08:31.880]  不像現在可以網上預訂酒店
[00:08:31.880 --> 00:08:33.680]  所以當他們走回去
[00:08:33.680 --> 00:08:35.080]  又帶著肚子
[00:08:35.080 --> 00:08:36.000]  回到家鄉
[00:08:36.000 --> 00:08:38.880]  這麼多人都湧入的時候
[00:08:38.880 --> 00:08:41.600]  其實真的要找地方住都很艱難
[00:08:41.600 --> 00:08:43.480]  他偏偏找不到
[00:08:43.480 --> 00:08:46.320]  在說耶穌出生的時候
[00:08:46.320 --> 00:08:48.840]  就要在一個馬棚
[00:08:48.840 --> 00:08:52.200]  或者一些生畜住的地方
[00:08:52.200 --> 00:08:55.920]  出生之後放在馬槽
[00:08:55.920 --> 00:08:58.040]  原文其實沒有「馬」字
[00:08:58.040 --> 00:09:01.720]  是指一些生畜要飲食的地方
[00:09:01.720 --> 00:09:04.040]  一個木箱
[00:09:04.040 --> 00:09:07.120]  原來就是放在這裡成為床
[00:09:07.120 --> 00:09:08.520]  我們很難想像
[00:09:08.520 --> 00:09:11.120]  一位這麼偉大的君王
[00:09:11.120 --> 00:09:14.280]  或者我們掌管萬物的神
[00:09:14.280 --> 00:09:16.440]  他今月度成肉身
[00:09:16.440 --> 00:09:19.440]  用一個這麼卑微的方式
[00:09:19.440 --> 00:09:22.000]  一個沒有什麼預備
[00:09:22.000 --> 00:09:23.720]  也沒有道理的預備
[00:09:23.720 --> 00:09:26.400]  在這個狀況裡出現
[00:09:26.400 --> 00:09:30.800]  但正正就是耶穌選擇這個
[00:09:30.800 --> 00:09:32.080]  貧窮卑微
[00:09:32.080 --> 00:09:35.320]  甚至被人唾棄的狀況
[00:09:35.320 --> 00:09:39.400]  他都要來拯救我們的生命
[00:09:39.400 --> 00:09:41.120]  所以在我們裡面
[00:09:41.120 --> 00:09:42.400]  我們去思想
[00:09:42.400 --> 00:09:45.720]  如果在這麼不理想的時間裡
[00:09:45.720 --> 00:09:50.120]  我們生命裡很多時候都會遇到這樣的狀況
[00:09:50.120 --> 00:09:53.200]  所以有沒有看過那個報告
[00:09:53.200 --> 00:09:55.840]  不過不用看報告也可能知道
[00:09:55.840 --> 00:09:58.400]  在全世界的人口裡
[00:09:58.400 --> 00:10:01.840]  生育原來早前說是我們最低的
[00:10:01.840 --> 00:10:02.640]  現在更低
[00:10:02.640 --> 00:10:04.040]  以前是0.8
[00:10:04.040 --> 00:10:07.320]  一個婦女生不夠一個小朋友
[00:10:07.320 --> 00:10:09.160]  0.8個小朋友
[00:10:09.160 --> 00:10:11.520]  最近說是0.7
[00:10:11.520 --> 00:10:12.720]  所以我們知道
[00:10:12.720 --> 00:10:14.320]  真的 為什麼
[00:10:14.320 --> 00:10:18.200]  因為就算特首給我們什麼啟示
[00:10:18.200 --> 00:10:22.800]  算過數也算不上
[00:10:22.800 --> 00:10:25.280]  所以是很多憂慮的
[00:10:25.280 --> 00:10:29.040]  我們控制不了處境
[00:10:29.040 --> 00:10:34.320]  或者我們生命裡真的會遇到很多很多
[00:10:34.320 --> 00:10:35.680]  我們意想不到
[00:10:35.680 --> 00:10:40.440]  或者不是可以預備的情況裡
[00:10:40.440 --> 00:10:42.880]  我們真的有很多憂慮
[00:10:42.880 --> 00:10:45.280]  憂慮長出來
[00:10:45.280 --> 00:10:46.520]  怎麼樣
[00:10:46.520 --> 00:10:48.000]  憂慮很多東西
[00:10:48.000 --> 00:10:51.320]  我們的生命可能都會憂慮我們的身體
[00:10:51.320 --> 00:10:54.120]  今年我的身體請病假
[00:10:54.120 --> 00:10:56.320]  或者看醫生最多
[00:10:56.320 --> 00:10:59.240]  之前跛完手又跛腳
[00:10:59.240 --> 00:11:01.600]  然後又照搶又照餵
[00:11:01.600 --> 00:11:05.920]  原來隨著生命裡真的有時候會有
[00:11:05.920 --> 00:11:08.520]  不如預期的事情發生
[00:11:08.520 --> 00:11:10.280]  生命真的會這樣
[00:11:10.280 --> 00:11:12.840]  你看著經濟的時候
[00:11:12.840 --> 00:11:15.600]  仍然是很多不景
[00:11:15.600 --> 00:11:16.840]  你擔不擔心
[00:11:16.840 --> 00:11:18.480]  很自然會擔心
[00:11:18.480 --> 00:11:22.880]  擔心我的工作什麼時候要解僱我
[00:11:22.880 --> 00:11:25.360]  會擔心很多事情
[00:11:25.360 --> 00:11:28.520]  我的房子會不會跌到負資產
[00:11:28.520 --> 00:11:30.960]  我們有很多事情擔心
[00:11:30.960 --> 00:11:32.920]  事實上真的要擔心
[00:11:32.920 --> 00:11:34.800]  真的很多事情都可以擔心
[00:11:34.800 --> 00:11:36.840]  不過擔心又解決不了
[00:11:36.840 --> 00:11:39.800]  我們看到之前幾年的疫情
[00:11:39.800 --> 00:11:45.520]  都已經令到我們很多人出現了情緒病的狀態
[00:11:45.520 --> 00:11:48.480]  所以擔心是解決不了問題
[00:11:48.480 --> 00:11:55.200]  不過上帝說他已經把那份平安賜給我們
[00:11:55.200 --> 00:11:59.240]  耶穌雖然是一個沒有預期的狀況出生
[00:11:59.240 --> 00:12:06.040]  不過正正就是應驗了先知在舊約所說的寓言
[00:12:06.040 --> 00:12:09.000]  他說在伯利恆這麼小的地方
[00:12:09.000 --> 00:12:14.080]  就有一位掌權的出生
[00:12:14.080 --> 00:12:17.720]  是耿古直到永恆的出生
[00:12:17.720 --> 00:12:23.080]  正正就是耶穌基督他們期待的尼塞亞
[00:12:23.080 --> 00:12:24.440]  就要降世
[00:12:24.440 --> 00:12:29.360]  在這麼小的伯利恆裏面
[00:12:29.360 --> 00:12:30.600]  我們看到
[00:12:30.600 --> 00:12:32.840]  這個告訴我們什麼
[00:12:32.840 --> 00:12:36.640]  告訴我們上帝仍然在掌管
[00:12:36.640 --> 00:12:42.280]  雖然我們覺得有很多事情都沒有如我們預期的發生
[00:12:42.280 --> 00:12:45.840]  我們所成就所面對的事情很多不測
[00:12:45.840 --> 00:12:50.160]  不過我們知道上帝仍然在掌權
[00:12:50.160 --> 00:12:52.400]  所以我們那份平安
[00:12:52.400 --> 00:12:54.320]  我們有沒有抓住呢
[00:12:54.320 --> 00:12:58.160]  耶穌在約翰福音14:27這樣說
[00:12:58.160 --> 00:13:00.360]  「我留下平安給你們
[00:13:00.360 --> 00:13:02.840]  我把我的平安賜給你們
[00:13:02.840 --> 00:13:04.400]  我所賜給你們的
[00:13:04.400 --> 00:13:06.920]  不像世人所賜的
[00:13:06.920 --> 00:13:09.360]  你們心裏不要憂愁
[00:13:09.360 --> 00:13:11.520]  也不要膽怯」
[00:13:11.520 --> 00:13:14.160]  耶穌說得很清楚告訴我們
[00:13:14.160 --> 00:13:19.000]  原來祂給我們的平安是勝過世界的
[00:13:19.000 --> 00:13:21.280]  所以我們不需要憂愁
[00:13:21.280 --> 00:13:24.760]  在路加福音8章14節同樣這樣說
[00:13:24.760 --> 00:13:27.800]  樂在說人聽了上帝的道
[00:13:27.800 --> 00:13:29.760]  領受了上帝的道
[00:13:29.760 --> 00:13:31.600]  那份平安之後
[00:13:31.600 --> 00:13:34.000]  是怎樣發生去成長呢
[00:13:34.000 --> 00:13:36.720]  他說有些人就落在荊棘裏面
[00:13:36.720 --> 00:13:38.200]  聽了道之後
[00:13:38.200 --> 00:13:42.880]  走開了之後就被今生的憂慮纏隨
[00:13:42.880 --> 00:13:46.120]  燕落擠住了就結不出果子
[00:13:46.120 --> 00:13:48.640]  我不知道我們的生命究竟
[00:13:48.640 --> 00:13:51.160]  拿了上帝給我們的平安
[00:13:51.160 --> 00:13:53.000]  那份救恩的時候
[00:13:53.000 --> 00:13:56.520]  我們有沒有落在荊棘裏面
[00:13:56.520 --> 00:14:00.240]  把很多的憂慮成為這些荊棘
[00:14:00.240 --> 00:14:02.440]  以致阻礙我們
[00:14:02.440 --> 00:14:06.440]  忘記了上帝給我們的平安呢
[00:14:06.440 --> 00:14:09.360]  所以這個聖誕再一次提醒我們
[00:14:09.360 --> 00:14:11.120]  我們的生命是屬於上帝
[00:14:11.120 --> 00:14:13.520]  上帝給了我們平安
[00:14:13.520 --> 00:14:16.240]  所以我們要在憂慮裏面
[00:14:16.240 --> 00:14:20.440]  重新拿上帝給我們的平安
[00:14:20.440 --> 00:14:22.080]  第二樣東西我們去思考
[00:14:22.080 --> 00:14:24.080]  當我們在等候裏面的時候
[00:14:24.080 --> 00:14:29.000]  我們會不會拿到上帝給我們的平安呢
[00:14:29.000 --> 00:14:30.600]  在這裏他說
[00:14:30.600 --> 00:14:33.720]  當另一個場景讓我們看到
[00:14:33.720 --> 00:14:35.320]  一群牧羊人
[00:14:35.320 --> 00:14:38.760]  他們在過著平常的日子的時候
[00:14:38.760 --> 00:14:41.800]  在看羊是他們要做的功夫
[00:14:41.800 --> 00:14:46.680]  當他們突然間看到有很大的光
[00:14:46.680 --> 00:14:49.600]  這個他在說他們害怕
[00:14:49.600 --> 00:14:52.800]  牧羊人應該有很多的經驗
[00:14:52.800 --> 00:14:55.360]  在夜間甚麼都沒有遇過
[00:14:55.360 --> 00:14:58.200]  甚麼獅子、猛獸都遇過
[00:14:58.200 --> 00:15:02.640]  所以對他們來說應該沒有怕
[00:15:02.640 --> 00:15:06.160]  正正這個光是一個很異常的光
[00:15:06.160 --> 00:15:08.800]  是一個他們從沒有遇過的
[00:15:08.800 --> 00:15:11.080]  所以他們很懼怕
[00:15:11.080 --> 00:15:12.960]  但是原來天使告訴他們
[00:15:12.960 --> 00:15:14.080]  你們不用怕
[00:15:14.080 --> 00:15:16.760]  報給你們是一個大喜的訊息
[00:15:16.760 --> 00:15:19.000]  就是關乎萬民的
[00:15:19.000 --> 00:15:20.120]  就是我們很熟悉的
[00:15:20.120 --> 00:15:22.360]  就是在大衛的城內
[00:15:22.360 --> 00:15:24.080]  為我們生了救主
[00:15:24.080 --> 00:15:25.640]  就是主基督
[00:15:25.640 --> 00:15:28.400]  並且他說是包著布
[00:15:28.400 --> 00:15:29.520]  臥在馬槽
[00:15:29.520 --> 00:15:32.600]  成為我們的記號
[00:15:32.600 --> 00:15:35.080]  我們先看看那群牧羊人
[00:15:35.080 --> 00:15:38.160]  原來那群牧羊人在當時的社會
[00:15:38.160 --> 00:15:41.800]  是一群聲望都很差的人
[00:15:41.800 --> 00:15:44.120]  因為他們的工作性質
[00:15:44.120 --> 00:15:48.160]  可能不能遵守很多的法律例
[00:15:48.160 --> 00:15:49.520]  例而
[00:15:49.520 --> 00:15:53.720]  所以在他們的他立目裡說
[00:15:53.720 --> 00:15:57.280]  解釋舊約的文集
[00:15:57.280 --> 00:16:01.680]  他說他們是不可靠的
[00:16:01.680 --> 00:16:05.480]  不可以在法庭裡成為見證人
[00:16:05.480 --> 00:16:07.560]  因為他們看羊的時候
[00:16:07.560 --> 00:16:09.760]  你知道沒有什麼界線
[00:16:09.760 --> 00:16:11.720]  可能說這隻羊是我的
[00:16:11.720 --> 00:16:14.080]  那個又說這隻羊是我的
[00:16:14.080 --> 00:16:18.320]  所以經常都有不同的爭拗
[00:16:18.320 --> 00:16:21.360]  所以說他們不可信
[00:16:21.360 --> 00:16:24.000]  是被人藐視的一群
[00:16:24.000 --> 00:16:25.280]  但我們看到
[00:16:25.280 --> 00:16:28.040]  原來我們主降生的時候
[00:16:28.040 --> 00:16:33.040]  天使先向他們報喜訊
[00:16:33.040 --> 00:16:35.640]  上帝不是這樣看我們的生命
[00:16:35.640 --> 00:16:39.240]  無論我們覺得自己是什麼階層
[00:16:39.240 --> 00:16:41.680]  不過上帝裡面沒有階層
[00:16:41.680 --> 00:16:44.800]  祂看我們都是祂所愛的
[00:16:44.800 --> 00:16:47.760]  都是祂想拯救的每一個
[00:16:47.760 --> 00:16:50.760]  所以祂先向他們顯現
[00:16:50.760 --> 00:16:54.560]  告訴他們這個大喜的訊息
[00:16:54.560 --> 00:16:56.920]  並且給他們一個記號
[00:16:56.920 --> 00:17:01.920]  為了幫助他們找到這個小朋友
[00:17:01.920 --> 00:17:07.680]  又找到證實天使說的話是真實的
[00:17:07.680 --> 00:17:10.520]  所以他說在《伯利恆》裡
[00:17:10.520 --> 00:17:12.080]  生了一個救主
[00:17:12.080 --> 00:17:13.880]  是臥在馬槽
[00:17:13.880 --> 00:17:15.840]  包著布臥在馬槽
[00:17:15.840 --> 00:17:17.320]  成為一個記號
[00:17:17.320 --> 00:17:18.560]  如果我說
[00:17:18.560 --> 00:17:21.920]  在一間醫院的產房裡
[00:17:21.920 --> 00:17:26.040]  有一個嬰兒包著布臥在床裡
[00:17:26.040 --> 00:17:28.400]  這個可不可以成為記號呢?
[00:17:28.400 --> 00:17:30.200]  不可以啦
[00:17:30.200 --> 00:17:34.400]  每一間醫院的產房都是這樣
[00:17:34.400 --> 00:17:37.480]  正正就是這個很少發生
[00:17:37.480 --> 00:17:39.120]  不是包著布
[00:17:39.120 --> 00:17:40.920]  因為他們包著布
[00:17:40.920 --> 00:17:45.280]  是他們當時要將嬰兒的手伸直
[00:17:45.280 --> 00:17:47.680]  每個嬰兒出生都包著布
[00:17:47.680 --> 00:17:52.360]  不過那個記號就是臥在馬槽裡
[00:17:52.360 --> 00:17:54.600]  這個告訴我們
[00:17:54.600 --> 00:17:57.320]  是沒有發生過這樣的事情
[00:17:57.320 --> 00:18:01.720]  正正我們的主就是選擇一個臥在馬槽
[00:18:01.720 --> 00:18:07.040]  成為這群牧羊人可以找到的記號
[00:18:07.040 --> 00:18:09.560]  當牧羊人聽到的時候
[00:18:09.560 --> 00:18:11.480]  他們有什麼反應呢?
[00:18:11.480 --> 00:18:12.760]  15字說
[00:18:12.760 --> 00:18:14.280]  他們立刻離開了
[00:18:14.320 --> 00:18:18.320]  急忙地出去尋找
[00:18:18.320 --> 00:18:19.920]  很快的
[00:18:19.920 --> 00:18:23.320]  一聽完就立刻去回應
[00:18:23.320 --> 00:18:26.120]  他說找到了瑪利亞和約瑟
[00:18:26.120 --> 00:18:29.440]  另一些版本就是尋見
[00:18:29.440 --> 00:18:30.920]  其實是在說什麼呢?
[00:18:30.920 --> 00:18:34.720]  是需要花一段時間去尋找的
[00:18:34.720 --> 00:18:39.040]  雖然伯利恆是小的城市
[00:18:39.040 --> 00:18:42.840]  但其實也要找每一個住宅
[00:18:42.840 --> 00:18:46.680]  可能每個住宅都有馬棚
[00:18:46.680 --> 00:18:48.120]  每一個地方去尋找
[00:18:48.120 --> 00:18:51.840]  都需要耐心地去尋找
[00:18:51.840 --> 00:18:54.600]  看到這群牧羊人的反應
[00:18:54.600 --> 00:18:59.040]  非常非常正面地回應
[00:18:59.040 --> 00:19:00.920]  他們看到之後
[00:19:00.920 --> 00:19:07.360]  就將小朋友或天使說的救主的故事
[00:19:07.360 --> 00:19:09.280]  或是他們親眼看到的
[00:19:09.280 --> 00:19:11.280]  就傳開了
[00:19:11.280 --> 00:19:13.640]  每個人聽到的時候都很詫異
[00:19:13.640 --> 00:19:15.040]  這群牧羊人
[00:19:15.040 --> 00:19:16.320]  剛才說的
[00:19:16.320 --> 00:19:18.440]  我們記不記得牧羊人
[00:19:18.440 --> 00:19:22.120]  沒有什麼可信的
[00:19:22.120 --> 00:19:24.720]  但上帝是要用他們
[00:19:24.720 --> 00:19:28.080]  人聽到的時候都很詫異
[00:19:28.080 --> 00:19:29.240]  20字說
[00:19:29.240 --> 00:19:32.360]  這群牧羊人說完之後
[00:19:32.360 --> 00:19:36.280]  就回到繼續工作
[00:19:36.280 --> 00:19:39.800]  回到野地繼續看養
[00:19:39.800 --> 00:19:43.200]  但他們的生命回歸平淡
[00:19:43.200 --> 00:19:46.920]  但他們的生命卻起了變化
[00:19:46.920 --> 00:19:51.400]  他說因為所聽見所看見的一切事
[00:19:51.400 --> 00:19:53.120]  就是天使跟他們說的
[00:19:53.120 --> 00:19:54.920]  他們證實了
[00:19:54.920 --> 00:19:58.400]  他們就將榮耀歸神
[00:19:58.400 --> 00:19:59.800]  讚美他
[00:19:59.800 --> 00:20:02.920]  我們看到他們的生命已經不再一樣
[00:20:02.920 --> 00:20:06.840]  雖然工作面對的可能仍然是羊
[00:20:06.840 --> 00:20:10.120]  面對的仍然有很多野獸
[00:20:10.120 --> 00:20:12.920]  但他們的生命就不同了
[00:20:12.920 --> 00:20:15.520]  他們要讚美主的生命
[00:20:15.520 --> 00:20:18.400]  是將榮耀歸給主的生命
[00:20:18.400 --> 00:20:19.960]  我不知道我們的生命
[00:20:19.960 --> 00:20:22.360]  遇上主有多少次
[00:20:22.360 --> 00:20:25.480]  我們聽過聖誕的故事
[00:20:25.480 --> 00:20:27.560]  經歷過很多次
[00:20:27.560 --> 00:20:30.440]  耶穌進入你們的生命的時候
[00:20:30.440 --> 00:20:33.920]  你們可能像牧羊人一樣很興奮
