
[00:00:00.000 --> 00:00:25.000]  大家好,各位現場的頂指每位朋友,亦都在網上的朋友大家好
[00:02:02.000 --> 00:02:06.000]  那時候我就困惑,究竟是不是做回電腦這一行呢?
[00:02:06.000 --> 00:02:11.000]  後來回到香港的時候,結果沒有做電腦的工作
[00:02:11.000 --> 00:02:17.000]  做了一份叫做telemarketing,電話的傳銷工作
[00:02:17.000 --> 00:02:20.000]  我就在想,這份工作是不是適合我呢?
[00:02:20.000 --> 00:02:22.000]  因為我做銷售的工作的時候
[00:02:22.000 --> 00:02:25.000]  所以那時候有很多的選擇,令我都很困惑
[00:02:25.000 --> 00:02:29.000]  究竟哪一個情況才適合我呢?就業上
[00:02:29.000 --> 00:02:31.000]  另一個呢,就到了我上了主之後
[00:02:31.000 --> 00:02:35.000]  我就覺得,神是會加入的,我不要小信了,不如我等吧
[00:02:35.000 --> 00:02:39.000]  結果我回到香港的時候,一封的履歷書都沒有寫
[00:02:39.000 --> 00:02:41.000]  我就想著,神你這麼厲害
[00:02:41.000 --> 00:02:46.000]  你就應該會帶一個人來主動找我,把工作也給我
[00:02:46.000 --> 00:02:49.000]  大家馬上笑我,可能大家都在等
[00:02:49.000 --> 00:02:52.000]  最近大家都沒有放履歷書
[00:02:52.000 --> 00:02:55.000]  結果在一年之內,有沒有神奇呢?
[00:02:55.000 --> 00:03:00.000]  是沒有的,是絲毫,一個人都沒有來找我
[00:03:00.000 --> 00:03:03.000]  那時候我就想,究竟我的信心是不是太少
[00:03:03.000 --> 00:03:06.000]  所以未能夠有人主動去尋找我呢?
[00:03:06.000 --> 00:03:09.000]  在這兩個情況,完全什麼都不做
[00:03:09.000 --> 00:03:11.000]  又或者是亂做的時候
[00:03:11.000 --> 00:03:16.000]  有沒有第三個選擇,能夠更加好面對這種迷惘的選擇呢?
[00:03:16.000 --> 00:03:18.000]  我們看下去
[00:03:18.000 --> 00:03:23.000]  聖經,在之前的時候,我近期有一個研究看到
[00:03:23.000 --> 00:03:27.000]  有一個調查,發現原來當代年輕人,即是大家
[00:03:27.000 --> 00:03:32.000]  現場的時候,或者網上,都是這幾個主題比較能碰到的
[00:03:32.000 --> 00:03:36.000]  第一個就是聲樂選擇,究竟是繼續聲樂
[00:03:36.000 --> 00:03:40.000]  還是認識人比識字好,或者多一點儲經驗
[00:03:40.000 --> 00:03:43.000]  人家看過的履歷書學歷都差不多
[00:03:43.000 --> 00:03:45.000]  誰有實際經驗呢?
[00:03:45.000 --> 00:03:48.000]  是否有接過,或者實際有一些人脈
[00:03:48.000 --> 00:03:49.000]  聲樂還是就業?
[00:03:49.000 --> 00:03:51.000]  好了,到就業了
[00:03:51.000 --> 00:03:54.000]  可能你本身已經在職
[00:03:54.000 --> 00:03:57.000]  會不會是拿錢馬上轉工呢?
[00:03:57.000 --> 00:03:59.000]  還是騎牛搵馬再轉呢?
[00:03:59.000 --> 00:04:01.000]  轉去哪一份工作呢?還是slash呢?
[00:04:01.000 --> 00:04:04.000]  有這麼多種不同工作的形態的時候
[00:04:04.000 --> 00:04:06.000]  第三個就是地點
[00:04:06.000 --> 00:04:09.000]  在這裡,是不是可以賺到錢
[00:04:09.000 --> 00:04:15.000]  還是去其他國家就業的時候,有一個更好的生活呢?
[00:04:15.000 --> 00:04:18.000]  確實有不同的人生處境
[00:04:18.000 --> 00:04:22.000]  你上一次遇到的難題是什麼難題
[00:04:22.000 --> 00:04:24.000]  以致你能夠掙扎
[00:04:24.000 --> 00:04:27.000]  你當時又如何面對呢?
[00:04:27.000 --> 00:04:31.000]  其實不單止現代人有這個處境
[00:04:31.000 --> 00:04:35.000]  其實在2000年前之前,也有這個處境
[00:04:35.000 --> 00:04:36.000]  我們看下去
[00:04:36.000 --> 00:04:38.000]  在人生的約旦河
[00:04:38.000 --> 00:04:40.000]  《約書下記》三章十四至十七節
[00:04:40.000 --> 00:04:43.000]  百姓起行離開帳篷過約旦河的時候
[00:04:43.000 --> 00:04:46.000]  抬躍貴的祭司在百姓前面
[00:04:46.000 --> 00:04:48.000]  那時正是收割的日子
[00:04:48.000 --> 00:04:50.000]  約旦河的水漲滿兩岸
[00:04:50.000 --> 00:04:53.000]  抬躍貴的人到了約旦河
[00:04:53.000 --> 00:04:56.000]  抬躍貴的祭司的腳一入水邊
[00:04:56.000 --> 00:05:00.000]  從上往下流的水就在很遠的地方
[00:05:00.000 --> 00:05:02.000]  在撒拉旦旁邊的亞當城停住
[00:05:02.000 --> 00:05:04.000]  樹立城裡
[00:05:05.000 --> 00:05:08.000]  在往阿拉巴海
[00:05:08.000 --> 00:05:11.000]  就是沿海下流的水傳言中斷
[00:05:11.000 --> 00:05:13.000]  於是百姓在耶利哥對面過河
[00:05:13.000 --> 00:05:18.000]  抬躍貴的祭司在約旦河中的乾地上穩穩站住
[00:05:18.000 --> 00:05:22.000]  以色列眾人全部都在乾地上走過
[00:05:22.000 --> 00:05:25.000]  直至全國都過了約旦河
[00:05:25.000 --> 00:05:29.000]  在當時面對這個處境的時候
[00:05:29.000 --> 00:05:34.000]  約書亞記正是下一代信仰的信徒
[00:05:34.000 --> 00:05:38.000]  當時的一個偉人摩西已經去世
[00:05:38.000 --> 00:05:43.000]  摩西已經在生命記說了他的交棒
[00:05:43.000 --> 00:05:45.000]  信仰繼續持續
[00:05:45.000 --> 00:05:48.000]  而約旦河這段時間正是記載
[00:05:48.000 --> 00:05:52.000]  他之前在第二章的時候派出探子
[00:05:52.000 --> 00:05:54.000]  又是探子的事件
[00:05:54.000 --> 00:05:56.000]  但這次派的探子就是去回報
[00:05:56.000 --> 00:05:59.000]  結果遇上當地的妓女拉合
[00:05:59.000 --> 00:06:02.000]  究竟應不應該去告發呢?
[00:06:02.000 --> 00:06:05.000]  還是讓以色列人進入呢?
[00:06:05.000 --> 00:06:07.000]  之後到第四章的時候
[00:06:07.000 --> 00:06:09.000]  這個上下文的下面
[00:06:09.000 --> 00:06:11.000]  當然是記載他們成功過河
[00:06:11.000 --> 00:06:14.000]  做一些納石和紀念
[00:06:14.000 --> 00:06:16.000]  而在半章我們會看到
[00:06:16.000 --> 00:06:19.000]  究竟我們如何面對困境的時候
[00:06:19.000 --> 00:06:21.000]  有什麼動作我們可以採取
[00:06:21.000 --> 00:06:25.000]  第一個就是確認神的同在
[00:06:25.000 --> 00:06:28.000]  當時有一個象徵性表達
[00:06:28.000 --> 00:06:31.000]  何謂神的同在是很明顯的
[00:06:31.000 --> 00:06:33.000]  就是那個藥櫃
[00:06:33.000 --> 00:06:36.000]  而那個藥櫃不是遠也不是近
[00:06:36.000 --> 00:06:38.000]  在2000米左右的時候
[00:06:38.000 --> 00:06:40.000]  大約對比現在的單位
[00:06:40.000 --> 00:06:41.000]  大約1000米左右
[00:06:41.000 --> 00:06:44.000]  目的就是讓全部的會眾
[00:06:44.000 --> 00:06:45.000]  一個都不能少
[00:06:45.000 --> 00:06:46.000]  都會看到的
[00:06:46.000 --> 00:06:48.000]  但也不可以太近
[00:06:48.000 --> 00:06:50.000]  不可以說user friendly
[00:06:50.000 --> 00:06:51.000]  很親近過來
[00:06:51.000 --> 00:06:52.000]  黑黑的絕對不是
[00:06:52.000 --> 00:06:54.000]  神都是聖潔
[00:06:54.000 --> 00:06:56.000]  都是和人有一定的距離
[00:06:56.000 --> 00:06:58.000]  所以我們要帶著敬畏的心
[00:06:58.000 --> 00:07:00.000]  而在當中也要跟著
[00:07:00.000 --> 00:07:02.000]  一些信徒的群體
[00:07:02.000 --> 00:07:04.000]  一些成熟的群體的時候
[00:07:04.000 --> 00:07:06.000]  不可以走得遠
[00:07:06.000 --> 00:07:08.000]  那裡有句話
[00:07:08.000 --> 00:07:10.000]  你們從來都沒有走過這條路
[00:07:10.000 --> 00:07:13.000]  是代表未來的不確定性
[00:07:13.000 --> 00:07:18.000]  但神的帶領比人的經驗更加可靠
[00:07:18.000 --> 00:07:21.000]  有時我們會被過去的經驗捆綁著
[00:07:21.000 --> 00:07:24.000]  我們沒有這個經驗
[00:07:24.000 --> 00:07:27.000]  其實我們從來沒有經歷過疫情的經驗
[00:07:27.000 --> 00:07:30.000]  所以當我們2020年的時候
[00:07:30.000 --> 00:07:32.000]  第一次疫情來到的時候
[00:07:32.000 --> 00:07:34.000]  我們全球都恐慌
[00:07:34.000 --> 00:07:35.000]  不知道怎樣
[00:07:35.000 --> 00:07:36.000]  還能不能上課呢
[00:07:36.000 --> 00:07:37.000]  還能不能上班呢
[00:07:37.000 --> 00:07:39.000]  晚上六點之後沒有東西吃
[00:07:39.000 --> 00:07:40.000]  能不能生存呢
[00:07:40.000 --> 00:07:41.000]  我們沒有這個經驗
[00:07:41.000 --> 00:07:42.000]  你問上一代
[00:07:42.000 --> 00:07:43.000]  我們的父母
[00:07:43.000 --> 00:07:45.000]  我們的祖父母
[00:07:45.000 --> 00:07:46.000]  親朋戚友
[00:07:46.000 --> 00:07:48.000]  沒有人有這個經驗
[00:07:48.000 --> 00:07:50.000]  因為經驗是有期限制的
[00:07:50.000 --> 00:07:52.000]  但這裡經文說到
[00:07:52.000 --> 00:07:55.000]  神比一切經驗都大
[00:07:55.000 --> 00:07:57.000]  繼續看下去的時候
[00:07:57.000 --> 00:07:59.000]  其實他們這個功課
[00:07:59.000 --> 00:08:01.000]  當時約書亞和加納
[00:08:01.000 --> 00:08:04.000]  他們已經有這個成功經驗
[00:08:04.000 --> 00:08:06.000]  能夠確認神的同在
[00:08:06.000 --> 00:08:08.000]  在文素記這段記載著
[00:08:08.000 --> 00:08:12.000]  當時他們出埃及的時候去探索
[00:08:12.000 --> 00:08:14.000]  進入加南之地的時候
[00:08:14.000 --> 00:08:16.000]  有一個地方他們派出12個探子
[00:08:16.000 --> 00:08:18.000]  結果12個探子
[00:08:18.000 --> 00:08:21.000]  全部的人看見同一件事
[00:08:21.000 --> 00:08:23.000]  都是看見事實
[00:08:23.000 --> 00:08:25.000]  不過不同的解讀
[00:08:25.000 --> 00:08:27.000]  解讀不同
[00:08:27.000 --> 00:08:30.000]  只有兩個人的解讀是帶來正面
[00:08:30.000 --> 00:08:33.000]  其他10個人的都是負面的
[00:08:33.000 --> 00:08:37.000]  那10個人都不覺得神的同在
[00:08:37.000 --> 00:08:39.000]  只是看到環境
[00:08:39.000 --> 00:08:41.000]  結果這次的時候
[00:08:41.000 --> 00:08:43.000]  在當中只有兩個人是成功
[00:08:43.000 --> 00:08:45.000]  就是加納和約書亞
[00:08:45.000 --> 00:08:47.000]  說神與我們同在
[00:08:47.000 --> 00:08:49.000]  我們怕什麼呢?
[00:08:49.000 --> 00:08:51.000]  我們繼續前行
[00:08:51.000 --> 00:08:53.000]  當然這個功課
[00:08:53.000 --> 00:08:55.000]  也帶來失敗的經驗
[00:08:55.000 --> 00:08:59.000]  因為當時在記載著
[00:08:59.000 --> 00:09:01.000]  12個探子
[00:09:01.000 --> 00:09:03.000]  匯報10個失敗的時候
[00:09:03.000 --> 00:09:05.000]  當然摩西就說
[00:09:05.000 --> 00:09:07.000]  如果你不相信
[00:09:07.000 --> 00:09:08.000]  你就不要去
[00:09:08.000 --> 00:09:10.000]  你已經不是神的同在
[00:09:10.000 --> 00:09:12.000]  結果他們以為
[00:09:12.000 --> 00:09:14.000]  是可以操控神的同在
[00:09:14.000 --> 00:09:16.000]  我們只要上去
[00:09:16.000 --> 00:09:18.000]  而摩西已經說不要這樣做
[00:09:18.000 --> 00:09:21.000]  經文顯示約貴沒有前行
[00:09:21.000 --> 00:09:23.000]  也是摩西沒有前行
[00:09:23.000 --> 00:09:25.000]  結果引來大敗
[00:09:25.000 --> 00:09:27.000]  當人遠離了神的時候
[00:09:27.000 --> 00:09:33.000]  其實就要承受自己所承擔的惡果
[00:09:33.000 --> 00:09:35.000]  所以有個小結就是
[00:09:35.000 --> 00:09:39.000]  我們首先要確認神的同在
[00:09:39.000 --> 00:09:41.000]  你是否先祈禱求神的帶領
[00:09:41.000 --> 00:09:43.000]  還是先做了決定
[00:09:43.000 --> 00:09:44.000]  求神祝福我
[00:09:44.000 --> 00:09:46.000]  神啊我已經做了這個選擇
[00:09:46.000 --> 00:09:47.000]  求祢祝福我
[00:09:47.000 --> 00:09:48.000]  還是反過來
[00:09:48.000 --> 00:09:52.000]  神啊求祢讓我去參與祢的祝福之內
[00:09:52.000 --> 00:09:54.000]  無論我的選擇如何
[00:09:54.000 --> 00:09:57.000]  都是在上帝的心意當中
[00:09:57.000 --> 00:09:59.000]  還是我們真正願意馴服神
[00:09:59.000 --> 00:10:02.000]  而不是讓神來配合我們自己的計劃
[00:10:02.000 --> 00:10:05.000]  又或者環境看起來很困難
[00:10:05.000 --> 00:10:08.000]  我們仍然確認神的同在
[00:10:08.000 --> 00:10:09.000]  我記得有一次
[00:10:09.000 --> 00:10:12.000]  當我前往一個創計地區
[00:10:12.000 --> 00:10:14.000]  當時我一個人上路
[00:10:14.000 --> 00:10:16.000]  當地人問我
[00:10:16.000 --> 00:10:18.000]  Jimmy你是否一個人
[00:10:18.000 --> 00:10:20.000]  他看到我身邊都沒有人
[00:10:20.000 --> 00:10:21.000]  我說是的
[00:10:21.000 --> 00:10:22.000]  因為這個時間
[00:10:22.000 --> 00:10:25.000]  家人或其他朋友和同工都未必能去到
[00:10:25.000 --> 00:10:26.000]  所以我一個人前往
[00:10:26.000 --> 00:10:28.000]  誰知旁邊的宣教士回答
[00:10:28.000 --> 00:10:30.000]  不是Jimmy不是一個人
[00:10:30.000 --> 00:10:32.000]  是神與他同在
[00:10:32.000 --> 00:10:34.000]  這個宣教士回答這句話
[00:10:34.000 --> 00:10:37.000]  令我深受感動
[00:10:37.000 --> 00:10:38.000]  神的同在
[00:10:38.000 --> 00:10:41.000]  不只是限於某些形式
[00:10:41.000 --> 00:10:43.000]  在時間或地方上
[00:10:43.000 --> 00:10:44.000]  我去到哪裡的時候
[00:10:44.000 --> 00:10:47.000]  神仍然與我同在
[00:10:47.000 --> 00:10:48.000]  在第二樣動作
[00:10:48.000 --> 00:10:52.000]  我們可以確信神的主權
[00:10:52.000 --> 00:10:53.000]  我們現在看的時候
[00:10:53.000 --> 00:10:55.000]  經文與我們很遠
[00:10:55.000 --> 00:10:56.000]  很淡
[00:10:56.000 --> 00:10:57.000]  沒有味道
[00:10:57.000 --> 00:10:59.000]  其實是正常的
[00:10:59.000 --> 00:11:00.000]  我們有時看聖經的時候
[00:11:00.000 --> 00:11:02.000]  如果我們用了現代人讀
[00:11:02.000 --> 00:11:03.000]  其實是讀不到
[00:11:03.000 --> 00:11:05.000]  因為我們不是當時的人
[00:11:05.000 --> 00:11:07.000]  所以作者都很留心
[00:11:07.000 --> 00:11:10.000]  告訴我們一些細節位
[00:11:10.000 --> 00:11:13.000]  才能代入當時的衝擊位
[00:11:13.000 --> 00:11:15.000]  約旦河
[00:11:15.000 --> 00:11:18.000]  我們現在覺得很難過
[00:11:18.000 --> 00:11:20.000]  好像第一城門河
[00:11:20.000 --> 00:11:21.000]  當然不是
[00:11:21.000 --> 00:11:24.000]  那條河平時一般30米闊
[00:11:24.000 --> 00:11:25.000]  是可以的
[00:11:25.000 --> 00:11:27.000]  但到修葛的時候
[00:11:27.000 --> 00:11:28.000]  是1600米
[00:11:28.000 --> 00:11:31.000]  是過不到河水泛濫
[00:11:31.000 --> 00:11:33.000]  你會說有神蹟就行
[00:11:33.000 --> 00:11:35.000]  有神蹟我們就過到
[00:11:35.000 --> 00:11:37.000]  但大家留心看
[00:11:37.000 --> 00:11:42.000]  約旦河水是何時才會乾
[00:11:42.000 --> 00:11:44.000]  不是先乾
[00:11:44.000 --> 00:11:46.000]  不是過紅海的時候
[00:11:46.000 --> 00:11:48.000]  不是像摩西一身之障
[00:11:48.000 --> 00:11:49.000]  就分紅海
[00:11:49.000 --> 00:11:50.000]  大家可能看電影的時候
[00:11:50.000 --> 00:11:51.000]  馬上中間過
[00:11:51.000 --> 00:11:53.000]  完全不是
[00:11:53.000 --> 00:11:57.000]  當時祭司拿著藥櫃去踏入的時候
[00:11:57.000 --> 00:12:00.000]  仍然都是泛濫水
[00:12:00.000 --> 00:12:02.000]  沒有停
[00:12:02.000 --> 00:12:05.000]  無論祭司拿著藥櫃去行的時候
[00:12:05.000 --> 00:12:08.000]  前面都是水
[00:12:08.000 --> 00:12:10.000]  後面一班會眾看著的時候
[00:12:10.000 --> 00:12:12.000]  全部都是洗
[00:12:12.000 --> 00:12:14.000]  Nothing happened at this moment
[00:12:14.000 --> 00:12:15.000]  Wipe out
[00:12:15.000 --> 00:12:16.000]  是看不到
[00:12:16.000 --> 00:12:19.000]  但奇蹟是開始了
[00:12:19.000 --> 00:12:21.000]  開始了在哪個位置
[00:12:21.000 --> 00:12:23.000]  開始了在遠處
[00:12:23.000 --> 00:12:25.000]  在32公里以外的亞當城
[00:12:25.000 --> 00:12:29.000]  當祭司行到河中間的時候
[00:12:29.000 --> 00:12:31.000]  很遠處
[00:12:31.000 --> 00:12:32.000]  都沒有人看到
[00:12:32.000 --> 00:12:35.000]  那時神蹟已經啟動了
[00:12:35.000 --> 00:12:37.000]  神在遠方動功
[00:12:37.000 --> 00:12:41.000]  即使當下已經看不到結果
[00:12:41.000 --> 00:12:46.000]  這個功課約書亞在40年前已經學了一次
[00:12:46.000 --> 00:12:49.000]  當時他們想著很和平地
[00:12:49.000 --> 00:12:51.000]  去經過一個地方
[00:12:51.000 --> 00:12:53.000]  去穿過希什本王西運的時候
[00:12:53.000 --> 00:12:56.000]  因為不是到處地方都可以打仗
[00:12:56.000 --> 00:12:58.000]  有時聖經的難題就是
[00:12:58.000 --> 00:13:00.000]  好像以色列人經常要挑起動機
[00:13:00.000 --> 00:13:02.000]  去打仗,其實不是
[00:13:02.000 --> 00:13:03.000]  經文顯示
[00:13:03.000 --> 00:13:05.000]  耶和華已經顯示了
[00:13:05.000 --> 00:13:07.000]  有些區域需要進攻
[00:13:07.000 --> 00:13:09.000]  有些區域要擾路而行
[00:13:09.000 --> 00:13:11.000]  有些區域最好不要過
[00:13:11.000 --> 00:13:14.000]  是限制了人去妄稱耶和華的名
[00:13:14.000 --> 00:13:17.000]  要去發動所謂聖戰的說法
[00:13:17.000 --> 00:13:20.000]  結果當時主權彰顯
[00:13:20.000 --> 00:13:23.000]  原來每一個王的心
[00:13:23.000 --> 00:13:25.000]  都是受制於耶和華
[00:13:25.000 --> 00:13:28.000]  結果耶和華就讓一些王的心去乾硬
[00:13:28.000 --> 00:13:30.000]  這件事其實以色列人完全不知道
[00:13:30.000 --> 00:13:31.000]  以色列人就說
[00:13:31.000 --> 00:13:33.000]  好啊,我們就求和平,平安地去過
[00:13:33.000 --> 00:13:38.000]  誰知原來上帝一早就讓那些王心硬
[00:13:38.000 --> 00:13:42.000]  也顯示了耶和華仍然有公認有保護
[00:13:42.000 --> 00:13:46.000]  在當時見到這個英許在望
[00:13:46.000 --> 00:13:48.000]  但很可惜
[00:13:48.000 --> 00:13:51.000]  在現場當時的人
[00:13:51.000 --> 00:13:53.000]  大部分都只是看見環境
[00:13:53.000 --> 00:13:54.000]  是一個循環
[00:13:54.000 --> 00:13:56.000]  他們見到那種艱難的時候
[00:13:56.000 --> 00:13:59.000]  甚至會產生這個循環
[00:13:59.000 --> 00:14:01.000]  第一個就是不相信
[00:14:01.000 --> 00:14:04.000]  神的英許還在不在
[00:14:04.000 --> 00:14:06.000]  我們現在好像也找不到吃
[00:14:06.000 --> 00:14:08.000]  我們的關係,眼前的事情
[00:14:08.000 --> 00:14:12.000]  好像信耶和華還比不信還差
[00:14:12.000 --> 00:14:14.000]  結果不相當之大的抱怨
[00:14:14.000 --> 00:14:15.000]  既然如此
[00:14:15.000 --> 00:14:19.000]  我們為什麼還要去敬拜耶和華呢
[00:14:19.000 --> 00:14:21.000]  之後更加退縮
[00:14:21.000 --> 00:14:24.000]  我寧願留在之前的光景
[00:14:24.000 --> 00:14:25.000]  去服侍其他人
[00:14:25.000 --> 00:14:27.000]  成為其他人的奴隸
[00:14:27.000 --> 00:14:30.000]  也比在這裡等死好
[00:14:30.000 --> 00:14:36.000]  之後引發身邊一串人的恐懼
[00:14:36.000 --> 00:14:38.000]  頂姐妹,我們在這個位置小忌的時候
[00:14:38.000 --> 00:14:39.000]  第二個動作我們可以做的
[00:14:39.000 --> 00:14:42.000]  就是去確信神的主權
[00:14:42.000 --> 00:14:44.000]  你是不是因為看見才相信
[00:14:44.000 --> 00:14:48.000]  還是相信神已經在你看不見的地方動工呢
[00:14:48.000 --> 00:14:50.000]  當時以色列的人
[00:14:50.000 --> 00:14:53.000]  無論祭司,無論以色列的所有會眾
[00:14:53.000 --> 00:14:55.000]  都未見到神蹟
[00:14:55.000 --> 00:15:00.000]  都是在水裡濕了河才見到神蹟
[00:15:00.000 --> 00:15:03.000]  還是你專注於眼前的困難
[00:15:03.000 --> 00:15:04.000]  又或者是選擇神
[00:15:04.000 --> 00:15:07.000]  已經在你看不見的地方
[00:15:07.000 --> 00:15:09.000]  甚至在你未來的地方
[00:15:09.000 --> 00:15:11.000]  已經啟動了神蹟
[00:15:11.000 --> 00:15:13.000]  但你不知道
[00:15:13.000 --> 00:15:19.000]  當時他們面對突然期待的困難的時候
[00:15:19.000 --> 00:15:20.000]  他們可以選擇逃避
[00:15:20.000 --> 00:15:22.000]  我們也不要去防守
[00:15:22.000 --> 00:15:23.000]  就算那個黃不讓我們過
[00:15:23.000 --> 00:15:25.000]  我們也會停下來
[00:15:25.000 --> 00:15:26.000]  還是當中的艱難
[00:15:26.000 --> 00:15:28.000]  他們知道神正在預備
[00:15:28.000 --> 00:15:32.000]  為了未來一些更重要的事情
[00:15:32.000 --> 00:15:36.000]  你是在等待環境的改變才行動
[00:15:36.000 --> 00:15:38.000]  還是願意馴服神的話
[00:15:38.000 --> 00:15:43.000]  先踏出一步,走一步,再看下一步呢
[00:15:43.000 --> 00:15:47.000]  第三個動作就是確立人的責任
[00:15:47.000 --> 00:15:49.000]  當時我們看到從紅海到約旦河
[00:15:49.000 --> 00:15:54.000]  是一個Faithing一個現代進行式
[00:15:54.000 --> 00:15:56.000]  我們很多時候,特別是教會之弟
[00:15:56.000 --> 00:15:58.000]  就會覺得我家人信了
[00:15:58.000 --> 00:16:00.000]  所以我的信仰就應信
[00:16:00.000 --> 00:16:02.000]  但根據我個人的觀察
[00:16:02.000 --> 00:16:04.000]  或者了解或者接觸的時候
[00:16:04.000 --> 00:16:07.000]  大部分教會之弟其實都不知道自己信什麼
[00:16:07.000 --> 00:16:09.000]  他只不過是家族中的神
[00:16:09.000 --> 00:16:13.000]  不代表我和上帝是有親密的個人關係
[00:16:13.000 --> 00:16:14.000]  我沒有經歷過
[00:16:14.000 --> 00:16:16.000]  我也沒有求過耶和命
[00:16:16.000 --> 00:16:18.000]  不是我自己的神
[00:16:18.000 --> 00:16:21.000]  這裡看到耶和華是有信心等候
[00:16:21.000 --> 00:16:23.000]  在上一代全部都死了
[00:16:23.000 --> 00:16:25.000]  只有約書亞和迦勒
[00:16:25.000 --> 00:16:29.000]  帶著新一代繼續前往上帝的應許之地
[00:16:29.000 --> 00:16:30.000]  神很有耐性
[00:16:30.000 --> 00:16:34.000]  因為祂知道人的信心是要慢慢地飆升
[00:16:34.000 --> 00:16:35.000]  不是一步登天
[00:16:35.000 --> 00:16:37.000]  不是說我曾經決志祈禱的時候
[00:16:37.000 --> 00:16:40.000]  我就和神永遠很親密
[00:16:40.000 --> 00:16:43.000]  這是一個錯誤的假設
[00:16:43.000 --> 00:16:45.000]  我們會有高高低低
[00:16:45.000 --> 00:16:47.000]  我們人是很容易會失信
[00:16:47.000 --> 00:16:48.000]  好像剛才說過
[00:16:48.000 --> 00:16:49.000]  我們會軟弱
[00:16:49.000 --> 00:16:50.000]  這是正常的
[00:16:50.000 --> 00:16:52.000]  上帝都知道
[00:16:52.000 --> 00:16:54.000]  這裡我們看到的分別是漸進式
[00:16:54.000 --> 00:16:57.000]  當時人對神不是很認識心的時候
[00:16:57.000 --> 00:16:58.000]  神就露出一手
[00:16:58.000 --> 00:17:00.000]  OK,我展示手,我讓你看看
[00:17:00.000 --> 00:17:03.000]  讓你看見神的作為
[00:17:03.000 --> 00:17:05.000]  先去踏上
[00:17:05.000 --> 00:17:06.000]  正常
[00:17:06.000 --> 00:17:07.000]  我記得我初上的時候
[00:17:07.000 --> 00:17:09.000]  有些的司徒沒有人知道
[00:17:09.000 --> 00:17:11.000]  只有我自己祈禱
[00:17:11.000 --> 00:17:12.000]  我記下了
[00:17:12.000 --> 00:17:16.000]  結果神用意想的不同形式去答應了我這種司徒
[00:17:16.000 --> 00:17:18.000]  我就覺得很靈
[00:17:18.000 --> 00:17:19.000]  因為其他宗教的人
[00:17:19.000 --> 00:17:23.000]  各樣的靈異經驗都沒有這種靈異又正確
[00:17:23.000 --> 00:17:24.000]  但慢慢地我發覺
[00:17:24.000 --> 00:17:26.000]  為什麼越來越多不靈呢
[00:17:26.000 --> 00:17:27.000]  祈禱的時候
[00:17:27.000 --> 00:17:28.000]  不知道大家有沒有覺得
[00:17:28.000 --> 00:17:29.000]  越信越多的時候
[00:17:29.000 --> 00:17:31.000]  好像又不回應
[00:17:31.000 --> 00:17:32.000]  又不是我的方式
[00:17:32.000 --> 00:17:33.000]  又不是我的時間
[00:17:33.000 --> 00:17:35.000]  慢慢地都會變得疑惑
[00:17:35.000 --> 00:17:37.000]  以色列的子民都是
