
[00:00:00.000 --> 00:00:03.000]  多謝敬拜隊給我們好的預備
[00:02:31.000 --> 00:02:35.000]  因為我們那時候見到我們下一代
[00:02:35.000 --> 00:02:37.000]  下一代很有趣
[00:02:37.000 --> 00:02:42.000]  下一代不是用耳朵去聽
[00:02:42.000 --> 00:02:45.000]  你會發覺我們下一代聽不到東西
[00:02:45.000 --> 00:02:48.000]  讀書了沒有
[00:02:48.000 --> 00:02:50.000]  做功課了沒有
[00:02:50.000 --> 00:02:51.000]  還有性格
[00:02:51.000 --> 00:02:55.000]  洗碗了沒有
[00:02:55.000 --> 00:02:56.000]  完結了
[00:02:56.000 --> 00:02:58.000]  你會發覺他們好像完全聽不到東西
[00:02:58.000 --> 00:02:59.000]  但很有趣
[00:02:59.000 --> 00:03:02.000]  他們很喜歡用耳朵聽他說話
[00:03:02.000 --> 00:03:07.000]  當一個人不要和旁邊的阿B女兒
[00:03:07.000 --> 00:03:09.000]  阿B仔,旁邊的弟兄姊妹去比較
[00:03:09.000 --> 00:03:12.000]  不要逼我去哪間學校
[00:03:12.000 --> 00:03:14.000]  最重要是讓我可以選擇
[00:03:14.000 --> 00:03:18.000]  當一個人去關心我,明白我,了解我
[00:03:18.000 --> 00:03:21.000]  這個就是我們新世代很需要的
[00:03:21.000 --> 00:03:22.000]  大家很重要的
[00:03:22.000 --> 00:03:25.000]  請你不要說一套做一套
[00:03:25.000 --> 00:03:29.000]  弟兄姊妹,這句說話不容易
[00:03:29.000 --> 00:03:31.000]  說我們就天下無敵
[00:03:31.000 --> 00:03:34.000]  回家就心無力了
[00:03:34.000 --> 00:03:36.000]  我相信在教會裡
[00:03:36.000 --> 00:03:37.000]  我自己作為牧師
[00:03:37.000 --> 00:03:40.000]  我很少見到弟兄姊妹罵子女
[00:03:40.000 --> 00:03:44.000]  但我作為青少年和兒童
[00:03:44.000 --> 00:03:46.000]  今天我是Havana Hong Kong的主席
[00:03:46.000 --> 00:03:49.000]  我更加明白我們下一代的兒童
[00:03:49.000 --> 00:03:51.000]  基本上經常和我說
[00:03:51.000 --> 00:03:55.000]  牧師,你不明白我父母
[00:03:55.000 --> 00:03:59.000]  他們對著你一個很磁場的樣子
[00:03:59.000 --> 00:04:03.000]  教會也是,一回到家就變臉
[00:04:03.000 --> 00:04:06.000]  不用上北京,天天在家裡看
[00:04:06.000 --> 00:04:08.000]  全都改變了樣子
[00:04:08.000 --> 00:04:11.000]  為什麼?我們經常問他這樣,問他那樣
[00:04:11.000 --> 00:04:12.000]  但我們新世代需要什麼?
[00:04:12.000 --> 00:04:13.000]  三樣東西,弟兄姊妹
[00:04:13.000 --> 00:04:17.000]  第一,請你讓我們下一代有盼望
[00:04:17.000 --> 00:04:20.000]  請你給他們耳朵聽聽他們的需要
[00:04:20.000 --> 00:04:23.000]  請你給他們一個家
[00:04:23.000 --> 00:04:25.000]  讓他們感受到這是他們的家
[00:04:25.000 --> 00:04:28.000]  所以他們願意回來教會
[00:04:28.000 --> 00:04:31.000]  再親近上帝
[00:04:31.000 --> 00:04:34.000]  我們自己在馬塘
[00:04:34.000 --> 00:04:35.000]  我們也是Havana
[00:04:35.000 --> 00:04:37.000]  Selig and 其他人都是Havana
[00:04:37.000 --> 00:04:39.000]  我們有一次有一個活動
[00:04:39.000 --> 00:04:40.000]  看到我們這些大兒子
[00:04:40.000 --> 00:04:43.000]  去到五年級不肯玩Around Circle
[00:04:43.000 --> 00:04:44.000]  不肯跑
[00:04:44.000 --> 00:04:46.000]  我們導師想了一個計謀
[00:04:46.000 --> 00:04:48.000]  就是今期你決定
[00:04:48.000 --> 00:04:50.000]  讓你們決定做什麼
[00:04:50.000 --> 00:04:53.000]  都是要基於導師同意
[00:04:53.000 --> 00:04:54.000]  不會你們想做就做
[00:04:54.000 --> 00:04:57.000]  有一次他們一群人就談
[00:04:57.000 --> 00:04:59.000]  到底今期我們做什麼都好
[00:04:59.000 --> 00:05:00.000]  你猜猜
[00:05:00.000 --> 00:05:05.000]  打機,唱卡拉OK,打球
[00:05:05.000 --> 00:05:07.000]  打手遊什麼都好
[00:05:07.000 --> 00:05:09.000]  我保證你猜不到
[00:05:09.000 --> 00:05:11.000]  他們竟然跟我說
[00:05:11.000 --> 00:05:15.000]  牧師,我們這期不是喝茶
[00:05:15.000 --> 00:05:19.000]  我們這期讀書
[00:05:19.000 --> 00:05:22.000]  回來Havana讀書
[00:05:22.000 --> 00:05:24.000]  背後原機
[00:05:24.000 --> 00:05:27.000]  原來其中有一個隊員
[00:05:27.000 --> 00:05:29.000]  手機就開始報廢
[00:05:29.000 --> 00:05:30.000]  就跟媽媽說
[00:05:30.000 --> 00:05:34.000]  媽媽可不可以iPhone 15, 16, 17那些東西
[00:05:34.000 --> 00:05:35.000]  媽媽當然說
[00:05:35.000 --> 00:05:37.000]  你要iPhone就行
[00:05:37.000 --> 00:05:39.000]  你給我看成績
[00:05:39.000 --> 00:05:42.000]  接著這個年輕人沒得頂
[00:05:42.000 --> 00:05:45.000]  他回去Havana跟一群弟兄姊妹說
[00:05:45.000 --> 00:05:50.000]  弟兄姊妹,你是不是我的好朋友
[00:05:50.000 --> 00:05:52.000]  你會怎樣對我
[00:05:52.000 --> 00:05:57.000]  今次媽媽就說過版就有iPhone
[00:05:57.000 --> 00:05:59.000]  結果那次他們就一起回來讀書
[00:05:59.000 --> 00:06:01.000]  我的導師厲害
[00:06:01.000 --> 00:06:05.000]  從來沒想過自己變成補習天王
[00:06:05.000 --> 00:06:07.000]  每個人都拿了功課出來
[00:06:07.000 --> 00:06:08.000]  不斷問他
[00:06:08.000 --> 00:06:10.000]  那些Havana導師很厲害
[00:06:10.000 --> 00:06:12.000]  中文又厲害,數學又厲害
[00:06:12.000 --> 00:06:13.000]  不斷被人問
[00:06:13.000 --> 00:06:14.000]  又問到尾
[00:06:14.000 --> 00:06:16.000]  結果很成功
[00:06:16.000 --> 00:06:19.000]  這個年輕人過版
[00:06:19.000 --> 00:06:21.000]  弟兄姊妹
[00:06:21.000 --> 00:06:22.000]  一個過了版的孩子
[00:06:22.000 --> 00:06:24.000]  怎會不喜歡回Havana
[00:06:24.000 --> 00:06:25.000]  回教會
[00:06:25.000 --> 00:06:29.000]  因為回教會回Havana有手機
[00:06:29.000 --> 00:06:30.000]  是不是
[00:06:30.000 --> 00:06:31.000]  可以有回報
[00:06:31.000 --> 00:06:32.000]  為什麼他喜歡回來
[00:06:32.000 --> 00:06:34.000]  因為這一班是他兄弟姊妹
[00:06:34.000 --> 00:06:37.000]  這個是他需要的時候
[00:06:37.000 --> 00:06:38.000]  他一拿出來
[00:06:38.000 --> 00:06:40.000]  人家就回應關心他幫助他
[00:06:40.000 --> 00:06:42.000]  今天我們教會
[00:06:42.000 --> 00:06:44.000]  我們今天最少的
[00:06:44.000 --> 00:06:45.000]  走得最多的
[00:06:45.000 --> 00:06:47.000]  就是這一班少年人
[00:06:47.000 --> 00:06:48.000]  年輕人
[00:06:48.000 --> 00:06:50.000]  怎麼約他回來
[00:06:50.000 --> 00:06:52.000]  弟兄姊妹我們不要誤解他們
[00:06:52.000 --> 00:06:53.000]  你看看
[00:06:53.000 --> 00:06:54.000]  在大埔火災
[00:06:54.000 --> 00:06:56.000]  哪一班人第一班人衝出去
[00:06:56.000 --> 00:06:57.000]  不是我
[00:06:57.000 --> 00:06:58.000]  不是你
[00:06:58.000 --> 00:07:00.000]  是他們
[00:07:00.000 --> 00:07:02.000]  拿自己的東西就衝出去
[00:07:02.000 --> 00:07:05.000]  因為他見到這個是需要群體
[00:07:05.000 --> 00:07:06.000]  他聽得到
[00:07:06.000 --> 00:07:08.000]  他想人有盼望
[00:07:08.000 --> 00:07:09.000]  我有盼望
[00:07:09.000 --> 00:07:11.000]  因為這個是我家
[00:07:11.000 --> 00:07:12.000]  所以今天我選了
[00:07:12.000 --> 00:07:13.000]  馬可福音
[00:07:13.000 --> 00:07:14.000]  很簡單的
[00:07:14.000 --> 00:07:17.000]  一章一到八節和大家分享
[00:07:17.000 --> 00:07:18.000]  聖經說的
[00:07:18.000 --> 00:07:19.000]  上帝的兒子耶穌
[00:07:19.000 --> 00:07:20.000]  見到福音起頭
[00:07:20.000 --> 00:07:22.000]  正如先知以徹也所說的
[00:07:22.000 --> 00:07:23.000]  看吧
[00:07:23.000 --> 00:07:25.000]  我要差遣我的使者在你面前
[00:07:25.000 --> 00:07:27.000]  他要為你預備道路
[00:07:27.000 --> 00:07:29.000]  在曠野有人聲喊著說
[00:07:29.000 --> 00:07:30.000]  預備主的道
[00:07:30.000 --> 00:07:31.000]  修正他的路
[00:07:31.000 --> 00:07:32.000]  照這個話
[00:07:32.000 --> 00:07:34.000]  施浸約翰就來到曠野
[00:07:34.000 --> 00:07:35.000]  宣講什麼
[00:07:35.000 --> 00:07:37.000]  悔改的浸禮
[00:07:37.000 --> 00:07:38.000]  使罪得赦
[00:07:38.000 --> 00:07:42.000]  猶太傳遞和傳耶路撒冷的人都出去
[00:07:42.000 --> 00:07:45.000]  去到約翰那裡承認他們的罪
[00:07:45.000 --> 00:07:48.000]  在約旦河裡面受了他的浸
[00:07:48.000 --> 00:07:50.000]  約翰就穿著樂台毛的衣服
[00:07:50.000 --> 00:07:52.000]  腰束皮帶
[00:07:52.000 --> 00:07:54.000]  吃的是蝗蟲和野物
[00:07:54.000 --> 00:07:55.000]  他宣講的
[00:07:55.000 --> 00:07:59.000]  有一個在我以後來的能力比我更大
[00:07:59.000 --> 00:08:02.000]  我就是彎腰被他綁鞋帶到不配
[00:08:02.000 --> 00:08:04.000]  我用水給你們去施浸
[00:08:04.000 --> 00:08:08.000]  他要用聖靈為我們去施浸
[00:08:08.000 --> 00:08:09.000]  我們一起祈禱吧
[00:08:09.000 --> 00:08:11.000]  耶穌這個晚上
[00:08:11.000 --> 00:08:12.000]  我們求一件事
[00:08:12.000 --> 00:08:15.000]  打開我們所有弟兄姊妹的淑靈眼睛
[00:08:15.000 --> 00:08:17.000]  看得見
[00:08:17.000 --> 00:08:20.000]  什麼是上帝要我們的訊息
[00:08:20.000 --> 00:08:21.000]  讓講的
[00:08:21.000 --> 00:08:24.000]  講得簡單清楚明白
[00:08:24.000 --> 00:08:26.000]  一起經歷聖靈的根深
[00:08:26.000 --> 00:08:29.000]  依靠仰望相信奉耶穌明日祈禱
[00:08:29.000 --> 00:08:30.000]  阿們
[00:08:30.000 --> 00:08:32.000]  今天兩個焦點和大家分享
[00:08:32.000 --> 00:08:34.000]  第一個識切的訊息
[00:08:34.000 --> 00:08:37.000]  第二個生命的質素
[00:08:37.000 --> 00:08:38.000]  跟隔壁說一說
[00:08:38.000 --> 00:08:40.000]  識切的訊息
[00:08:40.000 --> 00:08:42.000]  生命的質素
[00:08:42.000 --> 00:08:44.000]  記住說得到才吃飯
[00:08:44.000 --> 00:08:46.000]  說不說就不要了
[00:08:46.000 --> 00:08:48.000]  兩個很簡單的焦點
[00:08:48.000 --> 00:08:50.000]  當我們讀馬寬的書
[00:08:50.000 --> 00:08:53.000]  馬寬是一卷最短的科學書
[00:08:53.000 --> 00:08:55.000]  有人說會不會是第一卷寫
[00:08:55.000 --> 00:08:56.000]  很多研究
[00:08:56.000 --> 00:08:58.000]  不過在短的裡面
[00:08:58.000 --> 00:09:00.000]  他很快就說得很清楚
[00:09:00.000 --> 00:09:04.000]  是上帝兒子耶穌基督的開始
[00:09:04.000 --> 00:09:07.000]  就成為福音的起頭
[00:09:07.000 --> 00:09:08.000]  照這個話說
[00:09:08.000 --> 00:09:10.000]  約翰就走出來
[00:09:10.000 --> 00:09:11.000]  宣告什麼
[00:09:11.000 --> 00:09:13.000]  悔改的朕禮
[00:09:13.000 --> 00:09:16.000]  是洗罪得赦
[00:09:16.000 --> 00:09:20.000]  今天教會最需要的一個訊息
[00:09:20.000 --> 00:09:22.000]  就是讓人悔改
[00:09:22.000 --> 00:09:24.000]  悔改是什麼意思
[00:09:24.000 --> 00:09:25.000]  轉向
[00:09:25.000 --> 00:09:27.000]  轉變思想
[00:09:27.000 --> 00:09:29.000]  不是一時
[00:09:29.000 --> 00:09:30.000]  不是過去
[00:09:30.000 --> 00:09:31.000]  不是歷史
[00:09:31.000 --> 00:09:32.000]  很簡單
[00:09:32.000 --> 00:09:34.000]  大家做一個動作
[00:09:34.000 --> 00:09:37.000]  轉左邊或右邊看隔壁的人
[00:09:37.000 --> 00:09:39.000]  看一看他
[00:09:39.000 --> 00:09:40.000]  你悔改了
[00:09:40.000 --> 00:09:41.000]  看到嗎
[00:09:41.000 --> 00:09:43.000]  你悔改了
[00:09:43.000 --> 00:09:44.000]  真的
[00:09:44.000 --> 00:09:46.000]  當你轉身的時候
[00:09:46.000 --> 00:09:49.000]  你的眼睛就不是看著你眼睛看著的東西
[00:09:49.000 --> 00:09:50.000]  看著權力
[00:09:50.000 --> 00:09:51.000]  看著地位
[00:09:51.000 --> 00:09:52.000]  看著錢
[00:09:52.000 --> 00:09:53.000]  看著你的才能
[00:09:53.000 --> 00:09:55.000]  看著兒子的分數
[00:09:55.000 --> 00:09:56.000]  你看著什麼
[00:09:56.000 --> 00:09:57.000]  是上帝
[00:09:57.000 --> 00:09:58.000]  一轉念的時候
[00:09:58.000 --> 00:10:00.000]  你整個生命就不再一樣
[00:10:00.000 --> 00:10:03.000]  今天教會最需要告訴人
[00:10:03.000 --> 00:10:05.000]  我們不再一樣
[00:10:05.000 --> 00:10:06.000]  不要跟我們下一代說
[00:10:06.000 --> 00:10:07.000]  爸爸以前多厲害
[00:10:07.000 --> 00:10:09.000]  媽媽以前多愛主
[00:10:09.000 --> 00:10:11.000]  爸爸以前一說悔改
[00:10:11.000 --> 00:10:13.000]  三十年前四十年前五十年前舉手
[00:10:13.000 --> 00:10:15.000]  在葛培利大會的時候說耶穌
[00:10:15.000 --> 00:10:16.000]  對不起
[00:10:16.000 --> 00:10:18.000]  過期了
[00:10:18.000 --> 00:10:20.000]  如果你的生命告訴你的孫子告訴你的兒子
[00:10:20.000 --> 00:10:21.000]  告訴你
[00:10:21.000 --> 00:10:22.000]  這個是你的信仰的話
[00:10:22.000 --> 00:10:23.000]  你搞錯了
[00:10:23.000 --> 00:10:25.000]  他一定不會信主
[00:10:25.000 --> 00:10:28.000]  因為全部都無效
[00:10:28.000 --> 00:10:29.000]  除非你今天告訴他
[00:10:29.000 --> 00:10:31.000]  我是這樣信主
[00:10:31.000 --> 00:10:32.000]  我的生命是這樣表達
[00:10:32.000 --> 00:10:34.000]  我的生命是這樣演繹出來
[00:10:34.000 --> 00:10:36.000]  他們看得見
[00:10:36.000 --> 00:10:37.000]  因為什麼
[00:10:37.000 --> 00:10:39.000]  我們另眉一面
[00:10:39.000 --> 00:10:41.000]  做多個動作
[00:10:41.000 --> 00:10:43.000]  另眉一面的時候
[00:10:43.000 --> 00:10:45.000]  加個聲音給旁邊的人
[00:10:45.000 --> 00:10:47.000]  聽著
[00:10:47.000 --> 00:10:48.000]  嘩
[00:10:48.000 --> 00:10:50.000]  你試下
[00:10:50.000 --> 00:10:52.000]  嘩
[00:10:52.000 --> 00:10:54.000]  下一句是什麼
[00:10:54.000 --> 00:10:56.000]  嘩你今天這麼帥
[00:10:56.000 --> 00:10:58.000]  嘩你這麼美
[00:10:58.000 --> 00:11:00.000]  接著下一句是什麼
[00:11:00.000 --> 00:11:02.000]  今天你崇拜沒有睡覺
[00:11:02.000 --> 00:11:04.000]  是不是驚訝
[00:11:04.000 --> 00:11:06.000]  嘩 卓源哥一說到
[00:11:06.000 --> 00:11:08.000]  大家就嘩 主在聖殿中
[00:11:08.000 --> 00:11:10.000]  你竟然醒了
[00:11:10.000 --> 00:11:12.000]  這個
[00:11:12.000 --> 00:11:14.000]  就是不一樣的信仰
[00:11:14.000 --> 00:11:17.000]  如果今天你完了崇拜之後
[00:11:17.000 --> 00:11:19.000]  你回到家裡
[00:11:19.000 --> 00:11:21.000]  或者你去照顧你的小朋友
[00:11:21.000 --> 00:11:22.000]  一見到他
[00:11:22.000 --> 00:11:24.000]  嘩
[00:11:24.000 --> 00:11:26.000]  為什麼你這麼帥
[00:11:26.000 --> 00:11:27.000]  小朋友會怎樣說
[00:11:27.000 --> 00:11:29.000]  媽你不是有事嗎
[00:11:29.000 --> 00:11:31.000]  你回到家裡
[00:11:31.000 --> 00:11:34.000]  見到你家裡沒有教會的子女
[00:11:34.000 --> 00:11:36.000]  一打開門
[00:11:36.000 --> 00:11:37.000]  嘩
[00:11:37.000 --> 00:11:38.000]  你猜他會有什麼反應
[00:11:38.000 --> 00:11:40.000]  媽你不是驚訝嗎
[00:11:40.000 --> 00:11:42.000]  什麼意思
[00:11:42.000 --> 00:11:45.000]  當你一表達一種新的生命
[00:11:45.000 --> 00:11:46.000]  你告訴他
[00:11:46.000 --> 00:11:47.000]  我轉念
[00:11:47.000 --> 00:11:48.000]  我離開罪惡
[00:11:48.000 --> 00:11:50.000]  我聚得赦免
[00:11:50.000 --> 00:11:51.000]  我被寬恕
[00:11:51.000 --> 00:11:52.000]  我來到被主接納
[00:11:52.000 --> 00:11:55.000]  這個就是回教會的原因
[00:11:55.000 --> 00:11:56.000]  你每一次回來教會
[00:11:56.000 --> 00:11:57.000]  應該改變的
[00:11:57.000 --> 00:11:59.000]  應該悔改的
[00:11:59.000 --> 00:12:00.000]  所以
[00:12:00.000 --> 00:12:02.000]  如果你這樣對著你的小朋友說
[00:12:02.000 --> 00:12:03.000]  嘩
[00:12:03.000 --> 00:12:04.000]  下一句
[00:12:04.000 --> 00:12:06.000]  原來我被耶穌改變了
[00:12:06.000 --> 00:12:08.000]  你有沒有
[00:12:08.000 --> 00:12:09.000]  我回到教會之後
[00:12:09.000 --> 00:12:11.000]  這個人真的變美了
[00:12:11.000 --> 00:12:12.000]  你有沒有
[00:12:12.000 --> 00:12:13.000]  真的
[00:12:13.000 --> 00:12:15.000]  最近我的弟兄姐妹跟我說
[00:12:15.000 --> 00:12:17.000]  牧師你的皮膚好了
[00:12:17.000 --> 00:12:19.000]  當然了
[00:12:19.000 --> 00:12:20.000]  我經常祈禱
[00:12:20.000 --> 00:12:24.000]  愛主的生命就不再一樣
[00:12:24.000 --> 00:12:25.000]  是真的
[00:12:25.000 --> 00:12:26.000]  為什麼
[00:12:26.000 --> 00:12:29.000]  原來上帝要給教會的
[00:12:29.000 --> 00:12:30.000]  就是寬恕的道
[00:12:30.000 --> 00:12:32.000]  改變生命的道
[00:12:32.000 --> 00:12:35.000]  在主被愛的一個生命的道
[00:12:35.000 --> 00:12:37.000]  就好像剛才Corny帶我們見過
[00:12:37.000 --> 00:12:39.000]  就算我掉落
[00:12:39.000 --> 00:12:40.000]  樣樣不妥
[00:12:40.000 --> 00:12:41.000]  神仍然愛你
[00:12:41.000 --> 00:12:42.000]  愛到底
[00:12:42.000 --> 00:12:45.000]  這個就是色切的信息
[00:12:45.000 --> 00:12:48.000]  結果猶太傳遞耶路撒冷的人
[00:12:48.000 --> 00:12:50.000]  一起去到約翰那裡
[00:12:50.000 --> 00:12:51.000]  承認他的罪
[00:12:51.000 --> 00:12:54.000]  在約旦河裡面去受他的浸
[00:12:54.000 --> 00:12:55.000]  弟兄姐妹
[00:12:55.000 --> 00:12:58.000]  這個聖經是真還是假的
[00:12:58.000 --> 00:13:00.000]  真還是假的
[00:13:00.000 --> 00:13:01.000]  真
[00:13:01.000 --> 00:13:03.000]  你去過聖地沒有
[00:13:03.000 --> 00:13:04.000]  沒有去過
[00:13:04.000 --> 00:13:05.000]  有些人去過
[00:13:05.000 --> 00:13:06.000]  約旦河
[00:13:06.000 --> 00:13:08.000]  闊不闊
[00:13:08.000 --> 00:13:09.000]  很闊的
[00:13:09.000 --> 00:13:10.000]  有些地方闊的
[00:13:10.000 --> 00:13:12.000]  但有些地方很窄的
[00:13:12.000 --> 00:13:16.000]  可不可以猶太傳遞耶路撒冷的人去呢
[00:13:16.000 --> 00:13:19.000]  河都要塌了
[00:13:19.000 --> 00:13:22.000]  這裡不是說有多少人去
[00:13:22.000 --> 00:13:24.000]  而是有些東西吸引到他們去
[00:13:24.000 --> 00:13:26.000]  看得到的信仰
[00:13:26.000 --> 00:13:27.000]  看得見的生命
[00:13:27.000 --> 00:13:29.000]  所以這班人就走出去
[00:13:29.000 --> 00:13:31.000]  公開告訴別人
[00:13:31.000 --> 00:13:32.000]  我犯罪
[00:13:32.000 --> 00:13:34.000]  我需要赦免
[00:13:34.000 --> 00:13:35.000]  我來到約翰面前
[00:13:35.000 --> 00:13:38.000]  我願意讓你來和我去浸禮
[00:13:38.000 --> 00:13:40.000]  改變我的人生
[00:13:40.000 --> 00:13:42.000]  這個就是很重要
[00:13:42.000 --> 00:13:46.000]  讓我們下一代看得見的信息
[00:13:46.000 --> 00:13:47.000]  今天來呢
[00:13:47.000 --> 00:13:51.000]  你會給我們下一代什麼信息
[00:13:51.000 --> 00:13:52.000]  最近牧師做了一件事
[00:13:52.000 --> 00:13:54.000]  不知道弟兄姐妹知不知道
[00:13:54.000 --> 00:13:57.000]  我跑馬拉松
[00:13:57.000 --> 00:13:59.000]  可以嗎
[00:13:59.000 --> 00:14:01.000]  你以為我跑得到嗎
[00:14:01.000 --> 00:14:03.000]  你這麼有信心
[00:14:03.000 --> 00:14:06.000]  我一說我在馬塘跑馬拉松
[00:14:06.000 --> 00:14:08.000]  接著有個醫生走過來
[00:14:08.000 --> 00:14:12.000]  牧師這張卡片是心臟科的
[00:14:12.000 --> 00:14:14.000]  麻煩你去看心臟科
[00:14:14.000 --> 00:14:15.000]  才考慮跑馬拉松
[00:14:15.000 --> 00:14:16.000]  我真的聽他說
[00:14:16.000 --> 00:14:19.000]  拿了卡片真的去心臟科檢查自己
[00:14:19.000 --> 00:14:20.000]  檢查完醫生就說
[00:14:20.000 --> 00:14:24.000]  牧師跑馬拉松是這麼說的
[00:14:24.000 --> 00:14:25.000]  你可以跑
[00:14:25.000 --> 00:14:27.000]  不過不要拼命
[00:14:27.000 --> 00:14:29.000]  你最多是坐巴士
[00:14:29.000 --> 00:14:31.000]  千萬不要拼命
[00:14:31.000 --> 00:14:33.000]  你就沒事了
[00:14:33.000 --> 00:14:34.000]  我說知道了
[00:14:34.000 --> 00:14:36.000]  大家知道如果我要跑馬拉松
[00:14:36.000 --> 00:14:37.000]  我當然要練
[00:14:37.000 --> 00:14:39.000]  我不是特意去跑
[00:14:39.000 --> 00:14:42.000]  我為了香港亞灣拿去籌款
[00:14:42.000 --> 00:14:43.000]  為了籌款去跑馬拉松
[00:14:43.000 --> 00:14:44.000]  是一個熱跑
[00:14:44.000 --> 00:14:49.000]  總之我越跑就籌錢給有需要的孩子
[00:14:49.000 --> 00:14:52.000]  知道要跑的時候我就去練
[00:14:52.000 --> 00:14:55.000]  在家準備去樓下的海濱場練
[00:14:55.000 --> 00:14:57.000]  下去的時候見到女兒
[00:14:57.000 --> 00:14:58.000]  女兒就說
[00:14:58.000 --> 00:14:59.000]  爸爸你在哪
[00:14:59.000 --> 00:15:01.000]  我跑馬拉松
[00:15:01.000 --> 00:15:02.000]  她馬上看著我
[00:15:02.000 --> 00:15:04.000]  你跑馬拉松
[00:15:04.000 --> 00:15:05.000]  是真的嗎
[00:15:05.000 --> 00:15:06.000]  我說是
[00:15:06.000 --> 00:15:08.000]  我陪你去看看
[00:15:08.000 --> 00:15:09.000]  她跟著跟我一起去
[00:15:09.000 --> 00:15:10.000]  一下去
[00:15:10.000 --> 00:15:11.000]  很開心
[00:15:11.000 --> 00:15:13.000]  女兒陪我跑馬拉松
[00:15:13.000 --> 00:15:15.000]  一跑的時候
[00:15:15.000 --> 00:15:16.000]  我很努力
[00:15:16.000 --> 00:15:18.000]  汗流浹背
[00:15:18.000 --> 00:15:20.000]  臉都青了
[00:15:20.000 --> 00:15:21.000]  跑完之後
[00:15:21.000 --> 00:15:22.000]  女兒跟我說
[00:15:22.000 --> 00:15:23.000]  爸爸
[00:15:23.000 --> 00:15:25.000]  我決定
