
[00:00:00.000 --> 00:00:05.680]  祝福我能夠有一個很有活力的敬拜隊
[00:02:47.400 --> 00:02:50.400]  我是自有永有的
[00:02:50.400 --> 00:02:52.400]  神對摩西說
[00:02:52.400 --> 00:02:54.400]  你要對以色列人這樣說
[00:02:54.400 --> 00:02:56.400]  那自有永有的
[00:02:56.400 --> 00:02:59.400]  差派我到你們這裡來
[00:02:59.400 --> 00:03:01.400]  神對摩西說
[00:03:01.400 --> 00:03:05.400]  你要對以色列人這樣說
[00:03:05.400 --> 00:03:06.400]  也就是說
[00:03:06.400 --> 00:03:08.400]  你們祖宗的神
[00:03:08.400 --> 00:03:09.400]  就是阿伯拉罕的神
[00:03:09.400 --> 00:03:10.400]  以撒的神
[00:03:10.400 --> 00:03:11.400]  亞國的神
[00:03:11.400 --> 00:03:14.400]  差派我到你們這裡來
[00:03:14.400 --> 00:03:17.400]  這是我的名字直到永遠
[00:03:17.400 --> 00:03:19.400]  這是我的稱號直到萬代
[00:03:19.400 --> 00:03:21.400]  萬代就是世代的意思
[00:03:21.400 --> 00:03:25.400]  摩西經歷了人生的巨變
[00:03:25.400 --> 00:03:29.400]  由埃及走到米甸
[00:03:29.400 --> 00:03:31.400]  一個很遠的外邦地方
[00:03:31.400 --> 00:03:33.400]  經歷了很多年
[00:03:33.400 --> 00:03:35.400]  到了80歲的老人家
[00:03:35.400 --> 00:03:38.400]  在做牧羊的生活
[00:03:38.400 --> 00:03:41.400]  有一天到了西乃山放羊
[00:03:41.400 --> 00:03:43.400]  看到一個燒不爛的荊棘
[00:03:43.400 --> 00:03:45.400]  就走去看看
[00:03:45.400 --> 00:03:46.400]  突然有聲音說
[00:03:46.400 --> 00:03:47.400]  摩西摩西
[00:03:47.400 --> 00:03:49.400]  我是你父親的神
[00:03:49.400 --> 00:03:51.400]  也是阿伯拉罕的神
[00:03:51.400 --> 00:03:52.400]  以撒的神
[00:03:52.400 --> 00:03:53.400]  亞國的神
[00:03:53.400 --> 00:03:57.400]  現在我要派你去法老那裡
[00:03:57.400 --> 00:04:00.400]  叫他放了我的子民出來
[00:04:00.400 --> 00:04:01.400]  因為我聽到他們的聲音
[00:04:01.400 --> 00:04:04.400]  我知道以色列人在埃及地遺留
[00:04:04.400 --> 00:04:05.400]  很慘
[00:04:05.400 --> 00:04:06.400]  我聽到聲音
[00:04:06.400 --> 00:04:07.400]  要你救他們出來
[00:04:07.400 --> 00:04:08.400]  摩西就說
[00:04:08.400 --> 00:04:10.400]  我是誰呢
[00:04:10.400 --> 00:04:11.400]  我是什麼人
[00:04:11.400 --> 00:04:13.400]  法老怎麼會聽我的
[00:04:13.400 --> 00:04:15.400]  上帝說不用怕
[00:04:15.400 --> 00:04:17.400]  我會跟你去
[00:04:17.400 --> 00:04:18.400]  摩西就說
[00:04:18.400 --> 00:04:20.400]  如果我去到那裡
[00:04:20.400 --> 00:04:21.400]  跟以色列人說
[00:04:21.400 --> 00:04:23.400]  如果他們問你叫什麼名字
[00:04:23.400 --> 00:04:25.400]  我怎麼回答呢
[00:04:25.400 --> 00:04:27.400]  摩西也很聰明
[00:04:27.400 --> 00:04:29.400]  老闆給了一個這麼爛的任務
[00:04:29.400 --> 00:04:31.400]  我拿回渣拿
[00:04:31.400 --> 00:04:32.400]  有些東西
[00:04:32.400 --> 00:04:35.400]  讓我容易一點去說
[00:04:35.400 --> 00:04:37.400]  不知道是什麼原因
[00:04:37.400 --> 00:04:41.400]  可能以色列人都不知道上帝的名字
[00:04:41.400 --> 00:04:44.400]  也有可能以色列人知道
[00:04:44.400 --> 00:04:46.400]  摩西不知道
[00:04:46.400 --> 00:04:49.400]  又或者會不會大家都知道
[00:04:49.400 --> 00:04:52.400]  包括埃及人都知道上帝的名字
[00:04:52.400 --> 00:04:54.400]  但不知道名字的意思呢
[00:04:54.400 --> 00:04:55.400]  如果只有摩西知道
[00:04:55.400 --> 00:04:58.400]  很明顯摩西是被派的
[00:04:58.400 --> 00:05:00.400]  不管什麼原因
[00:05:00.400 --> 00:05:05.400]  上帝的回答好像滿足了剛才三個可能
[00:05:05.400 --> 00:05:06.400]  上帝說
[00:05:06.400 --> 00:05:10.400]  我是自有永有的
[00:05:10.400 --> 00:05:12.400]  你跟他們說
[00:05:12.400 --> 00:05:14.400]  那個自有永有的
[00:05:14.400 --> 00:05:16.400]  差派我到你們這裡來
[00:05:16.400 --> 00:05:24.400]  好像這個答案滿足了剛才三個可能
[00:05:24.400 --> 00:05:25.400]  可能上帝想了想
[00:05:25.400 --> 00:05:26.400]  多嬌口
[00:05:26.400 --> 00:05:27.400]  自有永有
[00:05:27.400 --> 00:05:29.400]  然後再補充
[00:05:29.400 --> 00:05:31.400]  你這樣跟他們說
[00:05:31.400 --> 00:05:32.400]  耶和華
[00:05:32.400 --> 00:05:33.400]  你們祖宗的神
[00:05:33.400 --> 00:05:34.400]  就是阿伯拉罕的神
[00:05:34.400 --> 00:05:35.400]  以撒的神
[00:05:35.400 --> 00:05:37.400]  差派我到這裡來
[00:05:37.400 --> 00:05:38.400]  這是我的名字
[00:05:38.400 --> 00:05:40.400]  直到永遠
[00:05:40.400 --> 00:05:41.400]  這也是我的稱號
[00:05:41.400 --> 00:05:44.400]  直到萬代
[00:05:44.400 --> 00:05:46.400]  摩西心想
[00:05:46.400 --> 00:05:48.400]  為什麼給了一個有我
[00:05:48.400 --> 00:05:50.400]  我問你什麼名字
[00:05:50.400 --> 00:05:54.400]  你竟然要我確保名字要傳到萬代
[00:05:54.400 --> 00:05:56.400]  摩西這一刻心想
[00:05:56.400 --> 00:05:57.400]  我一定要記住
[00:05:57.400 --> 00:05:59.400]  死都要記住那個名字
[00:05:59.400 --> 00:06:01.400]  有機會就去跟以色列人說
[00:06:01.400 --> 00:06:03.400]  有機會就要告訴下一代
[00:06:03.400 --> 00:06:06.400]  甚至有機會就寫下來
[00:06:06.400 --> 00:06:09.400]  我要確保名字傳到下一代
[00:06:09.400 --> 00:06:13.400]  我記得我剛剛下組的時候
[00:06:13.400 --> 00:06:15.400]  圍圈小組自我介紹
[00:06:15.400 --> 00:06:17.400]  如果我不用任何方法
[00:06:17.400 --> 00:06:19.400]  我應該記住三個
[00:06:19.400 --> 00:06:22.400]  第四五六個名字我忘記了
[00:06:22.400 --> 00:06:24.400]  當然我用很多方法
[00:06:24.400 --> 00:06:26.400]  拿手機什麼都好
[00:06:26.400 --> 00:06:28.400]  大家不用擔心摩西
[00:06:28.400 --> 00:06:30.400]  他畢竟是貴族
[00:06:30.400 --> 00:06:33.400]  以前他是埃及地
[00:06:33.400 --> 00:06:36.400]  他一定可以記住名字
[00:06:36.400 --> 00:06:39.400]  這麼大一粗的傳到萬代
[00:06:39.400 --> 00:06:43.400]  又有無比摩西
[00:06:43.400 --> 00:06:45.400]  但神學冷知識
[00:06:45.400 --> 00:06:49.400]  我們所有中文的譯本都叫耀和華
[00:06:49.400 --> 00:06:54.400]  但是天主教的聖經沒有這個字
[00:06:54.400 --> 00:06:56.400]  它全部用上主
[00:06:56.400 --> 00:06:57.400]  這個名字怎麼來呢
[00:06:57.400 --> 00:06:59.400]  就是譯音來的
[00:06:59.400 --> 00:07:04.400]  所以英文的聖經都不會用這個字
[00:07:04.400 --> 00:07:06.400]  全部用law
[00:07:06.400 --> 00:07:08.400]  大街四個英文字
[00:07:08.400 --> 00:07:13.400]  原來猶太人世代相傳
[00:07:13.400 --> 00:07:15.400]  看到神的名字
[00:07:15.400 --> 00:07:17.400]  先當作是幾何話
[00:07:17.400 --> 00:07:21.400]  他全部都不會讀那個字
[00:07:21.400 --> 00:07:22.400]  讀什麼呢
[00:07:22.400 --> 00:07:24.400]  看到那個字就會讀主的字
[00:07:24.400 --> 00:07:27.400]  主因為怕犯了十戒
[00:07:27.400 --> 00:07:29.400]  不可忘清聖的名字
[00:07:29.400 --> 00:07:34.400]  不讀那個字就不會不小心犯了
[00:07:34.400 --> 00:07:36.400]  為了忌諱
[00:07:36.400 --> 00:07:39.400]  跟Winsy叫我Anton沒有關係
[00:07:39.400 --> 00:07:41.400]  不是忌諱
[00:07:41.400 --> 00:07:43.400]  還有猶太人
[00:07:43.400 --> 00:07:47.400]  雖然世代傳叫他們不要讀那個名字
[00:07:47.400 --> 00:07:49.400]  不小心讀了怎麼辦
[00:07:49.400 --> 00:07:52.400]  還要把神的名字
[00:07:52.400 --> 00:07:55.400]  那個字沒有這樣拿走
[00:07:55.400 --> 00:07:57.400]  在拉丁
[00:07:57.400 --> 00:07:59.400]  這四個英文字
[00:07:59.400 --> 00:08:02.400]  原文上帝的名字
[00:08:02.400 --> 00:08:06.400]  變成拉丁字母YHWH
[00:08:06.400 --> 00:08:09.400]  猶太人就把母音拿走
[00:08:09.400 --> 00:08:12.400]  你看到也不會讀
[00:08:12.400 --> 00:08:17.400]  類似分辨是我是
[00:08:17.400 --> 00:08:19.400]  如果我不懂分辨是我是
[00:08:19.400 --> 00:08:21.400]  我就不知道什麼惡
[00:08:21.400 --> 00:08:23.400]  不知道就不會犯
[00:08:23.400 --> 00:08:26.400]  我不知道怎麼讀就不會犯了十戒
[00:08:26.400 --> 00:08:28.400]  但學者又想知道怎麼讀
[00:08:28.400 --> 00:08:31.400]  猜會不會加兩個母音
[00:08:31.400 --> 00:08:33.400]  就是YHWH
[00:08:33.400 --> 00:08:35.400]  可能有些師傅聽過
[00:08:35.400 --> 00:08:36.400]  不是讀日文的
[00:08:36.400 --> 00:08:38.400]  是讀YHWH
[00:08:38.400 --> 00:08:41.400]  喜伯律文就是這四個字
[00:08:41.400 --> 00:08:43.400]  最右邊的點就是Y
[00:08:43.400 --> 00:08:45.400]  自組讀的
[00:08:45.400 --> 00:08:51.400]  但到了中世紀的教會
[00:08:51.400 --> 00:08:57.400]  不知為何把YHWH和阿道拉的母音
[00:08:57.400 --> 00:08:59.400]  合成了做Johor
[00:08:59.400 --> 00:09:01.400]  直到今天
[00:09:01.400 --> 00:09:04.400]  所以耶和華就是這樣來的
[00:09:04.400 --> 00:09:06.400]  有趣的是在2022年
[00:09:06.400 --> 00:09:10.400]  華國聖經協會就弄了一個公投
[00:09:10.400 --> 00:09:13.400]  究竟神的名字怎麼翻譯呢
[00:09:13.400 --> 00:09:17.400]  究竟翻譯成上主耶和華還是雅威呢
[00:09:17.400 --> 00:09:21.400]  當時社會論壇有一篇文章
[00:09:21.400 --> 00:09:23.400]  是講這件事的
[00:09:23.400 --> 00:09:25.400]  是我們敬愛的蔡博士寫的
[00:09:25.400 --> 00:09:28.400]  有興趣可以自己google一下
[00:09:28.400 --> 00:09:30.400]  我想摩西如果知道
[00:09:30.400 --> 00:09:33.400]  神的名字竟然要投票
[00:09:33.400 --> 00:09:35.400]  不知道他有什麼反應呢
[00:09:35.400 --> 00:09:39.400]  神的名字怎麼讀
[00:09:39.400 --> 00:09:41.400]  就失傳了
[00:09:41.400 --> 00:09:43.400]  當然與摩西無關
[00:09:43.400 --> 00:09:45.400]  他有別人的名字
[00:09:45.400 --> 00:09:51.400]  但起碼摩西都能確保信仰的名字
[00:09:51.400 --> 00:09:56.400]  YHWH就與上一節有關
[00:09:56.400 --> 00:09:58.400]  學者很肯定
[00:09:58.400 --> 00:10:03.400]  原文我是自有永有只有三個希伯來字
[00:10:03.400 --> 00:10:05.400]  三個字就是
[00:10:05.400 --> 00:10:07.400]  阿耶 哈希 阿耶
[00:10:07.400 --> 00:10:10.400]  其實google很多讀音
[00:10:10.400 --> 00:10:13.400]  第一個字與第三個字一樣
[00:10:13.400 --> 00:10:15.400]  簡稱ABA
[00:10:15.400 --> 00:10:18.400]  阿耶與YHWH有關
[00:10:18.400 --> 00:10:22.400]  有些像英文的be
[00:10:22.400 --> 00:10:24.400]  be可以變成is
[00:10:24.400 --> 00:10:26.400]  學者說有關連
[00:10:26.400 --> 00:10:28.400]  有關連的話
[00:10:28.400 --> 00:10:34.400]  我可以從阿耶推測到上帝的名字
[00:10:34.400 --> 00:10:38.400]  這個字的英文譯作是
[00:10:38.400 --> 00:10:40.400]  I am who I am
[00:10:40.400 --> 00:10:42.400]  大家可能都聽過
[00:10:42.400 --> 00:10:44.400]  I will be
[00:10:44.400 --> 00:10:46.400]  I create
[00:10:46.400 --> 00:10:48.400]  我將會是
[00:10:48.400 --> 00:10:50.400]  我要成就
[00:10:50.400 --> 00:10:52.400]  我將會成就
[00:10:52.400 --> 00:10:58.400]  這字可以牽涉很多時間的理念
[00:10:58.400 --> 00:11:02.400]  每個英文字都可以完全翻譯
[00:11:02.400 --> 00:11:06.400]  但我們都可以從這個字牽涉很多時間
[00:11:06.400 --> 00:11:10.400]  或者我是這種理解
[00:11:10.400 --> 00:11:13.400]  中文就用了時間的意思
[00:11:13.400 --> 00:11:15.400]  我是自有永有
[00:11:15.400 --> 00:11:18.400]  以前有 現在有 將來都有
[00:11:18.400 --> 00:11:21.400]  有些日本就說我是行上
[00:11:21.400 --> 00:11:22.400]  我所是的
[00:11:22.400 --> 00:11:24.400]  我是妻我到來
[00:11:24.400 --> 00:11:26.400]  我是創始成中的
[00:11:26.400 --> 00:11:32.400]  我們起碼可以從上帝的名字去領略到
[00:11:32.400 --> 00:11:34.400]  上帝就是不受時間限制
[00:11:34.400 --> 00:11:37.400]  他就是創始成中的
[00:11:37.400 --> 00:11:39.400]  他是所有的源頭
[00:11:39.400 --> 00:11:41.400]  他色在今在
[00:11:41.400 --> 00:11:43.400]  我們可以從名字這個字
[00:11:43.400 --> 00:11:46.400]  推測到上帝的屬性
[00:11:46.400 --> 00:11:52.400]  所以這個名字重要
[00:11:52.400 --> 00:11:54.400]  上帝不只是說耶和華
[00:11:54.400 --> 00:11:56.400]  或者歌的音
[00:11:56.400 --> 00:11:58.400]  他括著耶和華
[00:11:58.400 --> 00:11:59.400]  你們祖宗的神
[00:11:59.400 --> 00:12:01.400]  就是阿伯拉罕的神
[00:12:01.400 --> 00:12:03.400]  以撒的神
[00:12:03.400 --> 00:12:06.400]  猜派我到你們這裡來
[00:12:06.400 --> 00:12:09.400]  括著幾句
[00:12:09.400 --> 00:12:13.400]  上帝的名字要幾句來一起看
[00:12:13.400 --> 00:12:18.400]  對於以色列人來說
[00:12:18.400 --> 00:12:21.400]  是很大的感受
[00:12:21.400 --> 00:12:25.400]  很感受到那個同志的關係
[00:12:25.400 --> 00:12:28.400]  因為就算我們不知道怎麼讀耶和華
[00:12:28.400 --> 00:12:32.400]  但都知道他就是那種自有永有
[00:12:32.400 --> 00:12:37.400]  由創世到今天都是那個神
[00:12:37.400 --> 00:12:39.400]  而阿伯拉罕的神
[00:12:39.400 --> 00:12:41.400]  以撒的神就是那個神
[00:12:41.400 --> 00:12:44.400]  告訴你他一直以來
[00:12:44.400 --> 00:12:48.400]  就是那位和我們的祖先納約
[00:12:48.400 --> 00:12:50.400]  並且守約
[00:12:50.400 --> 00:12:53.400]  並且主動和人結連相交
[00:12:53.400 --> 00:12:56.400]  就是和阿伯拉罕納約
[00:12:56.400 --> 00:12:58.400]  和葛率交
[00:12:58.400 --> 00:13:00.400]  甚至乎說他名字的那個神
[00:13:00.400 --> 00:13:03.400]  不是一個離我們很遠
[00:13:03.400 --> 00:13:09.400]  很不理人的神
[00:13:09.400 --> 00:13:11.400]  甚至乎猜派我到你們這裡來
[00:13:11.400 --> 00:13:13.400]  意思就是他知道
[00:13:13.400 --> 00:13:16.400]  以色列人今天就是當天受苦了
[00:13:16.400 --> 00:13:18.400]  他要私人拯救了
[00:13:18.400 --> 00:13:20.400]  所以上帝的名字背後
[00:13:20.400 --> 00:13:22.400]  對於當時的以色列人來說
[00:13:22.400 --> 00:13:24.400]  就是有這麼豐富的意思
[00:13:24.400 --> 00:13:26.400]  我是自有永有
[00:13:26.400 --> 00:13:28.400]  我就是以前那個神
[00:13:28.400 --> 00:13:29.400]  現在那個神
[00:13:29.400 --> 00:13:31.400]  將來也不會變的神
[00:13:31.400 --> 00:13:32.400]  和你們納約
[00:13:32.400 --> 00:13:34.400]  我會守約
[00:13:34.400 --> 00:13:37.400]  也和你們主動結連相交的神
[00:13:37.400 --> 00:13:39.400]  並且只要你們困苦
[00:13:39.400 --> 00:13:42.400]  我私下請救的神
[00:13:42.400 --> 00:13:46.400]  因此我能夠將這個名字的意思
[00:13:46.400 --> 00:13:50.400]  很原本的傳給他的後代
[00:13:50.400 --> 00:13:55.400]  今天以色列人或者猶太人
[00:13:55.400 --> 00:13:56.400]  他都憑著這個名字
[00:13:56.400 --> 00:14:00.400]  知道上帝的歷史
[00:14:00.400 --> 00:14:02.400]  或者上帝的拯救
[00:14:02.400 --> 00:14:05.400]  對於他們整個民族的意義
[00:14:05.400 --> 00:14:06.400]  他們今天知道上帝
[00:14:06.400 --> 00:14:09.400]  依然是一個上帝
[00:14:09.400 --> 00:14:13.400]  即使他們都
[00:14:13.400 --> 00:14:16.400]  可能曾經離棄過約
[00:14:16.400 --> 00:14:17.400]  他們的民族裡
[00:14:17.400 --> 00:14:19.400]  但是上帝依然守約
[00:14:19.400 --> 00:14:22.400]  即使他們很多時候都在困苦裡
[00:14:22.400 --> 00:14:24.400]  但是今天上帝都依然對他民族
[00:14:24.400 --> 00:14:26.400]  私下請救
[00:14:26.400 --> 00:14:28.400]  這個就是對於猶太人來說
[00:14:28.400 --> 00:14:34.400]  很重要的上帝的名字的意義
[00:14:34.400 --> 00:14:36.400]  最起碼摩西這一刻
[00:14:36.400 --> 00:14:39.400]  他在這個範圍裡
[00:14:39.400 --> 00:14:41.400]  他很盡忠
[00:14:41.400 --> 00:14:43.400]  好了,我想問問大家
[00:14:43.400 --> 00:14:46.400]  對於猶太人就是這樣
[00:14:46.400 --> 00:14:48.400]  對於基督徒呢?
[00:14:48.400 --> 00:14:50.400]  對於我們這班基督徒
[00:14:50.400 --> 00:14:53.400]  你找不找到上帝的名字
[00:14:53.400 --> 00:15:03.400]  和我們有什麼關係?
[00:15:03.400 --> 00:15:05.400]  好了,先出一個包包
[00:15:05.400 --> 00:15:08.400]  對了,上帝的名字
[00:15:08.400 --> 00:15:10.400]  你見不見到這個關係
[00:15:10.400 --> 00:15:13.400]  他是自由永有
[00:15:13.400 --> 00:15:15.400]  納約守約
[00:15:15.400 --> 00:15:18.400]  對於以色列人私下請救
[00:15:18.400 --> 00:15:20.400]  對於我們基督徒來說
[00:15:20.400 --> 00:15:23.400]  上帝就是猜拳耶穌基督來到世上
[00:15:23.400 --> 00:15:25.400]  不單是以色列人
[00:15:25.400 --> 00:15:28.400]  在世上是被所有人
[00:15:28.400 --> 00:15:30.400]  對於我們來說
[00:15:30.400 --> 00:15:32.400]  上帝就是猜拳耶穌基督
[00:15:32.400 --> 00:15:35.400]  用耶穌基督來跟我們納新約
[00:15:35.400 --> 00:15:38.400]  並且他守約
[00:15:38.400 --> 00:15:41.400]  並且我們知道耶穌基督是神
[00:15:41.400 --> 00:15:43.400]  他是色在金在
[00:15:43.400 --> 00:15:49.400]  所以對於我們這班基督徒
[00:15:49.400 --> 00:15:51.400]  我們這班基督徒
[00:15:51.400 --> 00:15:52.400]  我們這班基督徒
[00:15:52.400 --> 00:15:53.400]  我們這班基督徒
[00:15:53.400 --> 00:15:54.400]  我們這班基督徒
[00:15:54.400 --> 00:15:55.400]  我們這班基督徒
[00:15:55.400 --> 00:15:56.400]  我們這班基督徒
[00:15:56.400 --> 00:15:57.400]  我們這班基督徒
[00:15:57.400 --> 00:15:58.400]  我們這班基督徒
[00:15:58.400 --> 00:15:59.400]  我們這班基督徒
[00:15:59.400 --> 00:16:00.400]  我們這班基督徒
[00:16:00.400 --> 00:16:01.400]  我們這班基督徒
[00:16:01.400 --> 00:16:02.400]  我們這班基督徒
[00:16:02.400 --> 00:16:03.400]  我們這班基督徒
[00:16:03.400 --> 00:16:04.400]  我們這班基督徒
[00:16:04.400 --> 00:16:05.400]  我們這班基督徒
[00:16:05.400 --> 00:16:06.400]  我們這班基督徒
[00:16:06.400 --> 00:16:07.400]  我們這班基督徒
[00:16:07.400 --> 00:16:08.400]  我們這班基督徒
[00:16:08.400 --> 00:16:09.400]  我們這班基督徒
[00:16:09.400 --> 00:16:10.400]  我們這班基督徒
[00:16:10.400 --> 00:16:11.400]  我們這班基督徒
[00:16:11.400 --> 00:16:12.400]  我們這班基督徒
[00:16:12.400 --> 00:16:13.400]  我們這班基督徒
[00:16:13.400 --> 00:16:14.400]  我們這班基督徒
[00:16:14.400 --> 00:16:15.400]  我們這班基督徒
[00:16:15.400 --> 00:16:16.400]  我們這班基督徒
[00:16:16.400 --> 00:16:17.400]  我們這班基督徒
[00:16:17.400 --> 00:16:18.400]  我們這班基督徒
[00:16:18.400 --> 00:16:19.400]  我們這班基督徒
[00:16:19.400 --> 00:16:20.400]  我們這班基督徒
[00:16:20.400 --> 00:16:21.400]  我們這班基督徒
[00:16:21.400 --> 00:16:22.400]  我們這班基督徒
[00:16:22.400 --> 00:16:23.400]  我們這班基督徒
[00:16:23.400 --> 00:16:24.400]  我們這班基督徒
[00:16:24.400 --> 00:16:25.400]  我們這班基督徒
[00:16:25.400 --> 00:16:26.400]  我們這班基督徒
[00:16:26.400 --> 00:16:27.400]  我們這班基督徒
[00:16:27.400 --> 00:16:28.400]  我們這班基督徒
[00:16:28.400 --> 00:16:29.400]  我們這班基督徒
[00:16:29.400 --> 00:16:30.400]  我們這班基督徒
[00:16:30.400 --> 00:16:31.400]  我們這班基督徒
[00:16:31.400 --> 00:16:32.400]  我們這班基督徒
[00:16:32.400 --> 00:16:33.400]  我們這班基督徒
[00:16:33.400 --> 00:16:34.400]  我們這班基督徒
[00:16:34.400 --> 00:16:35.400]  我們這班基督徒
[00:16:35.400 --> 00:16:36.400]  我們這班基督徒
[00:16:36.400 --> 00:16:37.400]  我們這班基督徒
[00:16:37.400 --> 00:16:38.400]  我們這班基督徒
[00:16:38.400 --> 00:16:39.400]  我們這班基督徒
[00:16:39.400 --> 00:16:40.400]  我們這班基督徒
[00:16:40.400 --> 00:16:41.400]  我們這班基督徒
[00:16:41.400 --> 00:16:42.400]  我們這班基督徒
[00:16:42.400 --> 00:16:43.400]  我們這班基督徒
[00:16:43.400 --> 00:16:44.400]  我們這班基督徒
[00:16:44.400 --> 00:16:45.400]  我們這班基督徒
[00:16:45.400 --> 00:16:46.400]  我們這班基督徒
[00:16:46.400 --> 00:16:47.400]  我們這班基督徒
[00:16:47.400 --> 00:16:48.400]  我們這班基督徒
[00:16:48.400 --> 00:16:49.400]  我們這班基督徒
[00:16:49.400 --> 00:16:50.400]  我們這班基督徒
[00:16:50.400 --> 00:16:51.400]  我們這班基督徒
[00:16:51.400 --> 00:16:52.400]  我們這班基督徒
[00:16:52.400 --> 00:16:53.400]  我們這班基督徒
[00:16:53.400 --> 00:16:54.400]  我們這班基督徒
[00:16:54.400 --> 00:16:55.400]  我們這班基督徒
[00:16:55.400 --> 00:16:56.400]  我們這班基督徒
[00:16:56.400 --> 00:17:04.400]  並且耶穌是創始成中的傳行者
[00:17:04.400 --> 00:17:06.400]  所以我們今天
[00:17:06.400 --> 00:17:07.400]  所以我們今天
[00:17:07.400 --> 00:17:10.400]  我們多個任務
[00:17:10.400 --> 00:17:11.400]  我們更加要傳頌
[00:17:11.400 --> 00:17:14.400]  耶穌基督的名字的意義
[00:17:14.400 --> 00:17:16.400]  傳給我們的萬代
[00:17:16.400 --> 00:17:22.400]  相信這個要求或者教導
[00:17:22.400 --> 00:17:24.400]  大家應該沒有異議
[00:17:24.400 --> 00:17:28.400]  但我們有沒有什麼可以做得更好呢
[00:17:28.400 --> 00:17:33.400]  我們可以怎樣更好地傳承祂的名字給我們的後代呢
[00:17:33.400 --> 00:17:35.400]  我有兩個分享
