
[00:00:00.000 --> 00:00:05.000]  (麥美娟) 主奈平安
[00:04:36.000 --> 00:04:42.000]  工作、禮節、修身等人生錦囊
[00:04:42.000 --> 00:04:48.000]  其實我看《針研》就覺得好像人生說明書
[00:04:48.000 --> 00:04:54.000]  我們做人有很多電器都有說明書
[00:04:54.000 --> 00:05:01.000]  電器說明書有很多字 像聖經
[00:05:01.000 --> 00:05:07.000]  聖經有很多字 但我懶惰不看
[00:05:07.000 --> 00:05:10.000]  我重任交給丈夫看
[00:05:10.000 --> 00:05:14.000]  看完就告訴我重點 重點是什麼呢
[00:05:14.000 --> 00:05:25.000]  所以可能我們不是整本看 但我相信很多人都看過《針研》
[00:05:25.000 --> 00:05:37.000]  一本聖經是值得看的 但《針研》卻令我的人生得著智慧
[00:05:37.000 --> 00:05:44.000]  我們如何得著智慧呢 在這個世代我們都很需要智慧
[00:05:44.000 --> 00:05:51.000]  因為很多時候很容易被人騙
[00:05:51.000 --> 00:05:54.000]  所以我們真的要有智慧
[00:05:54.000 --> 00:06:00.000]  裡面不單止 特別在今天我們所讀的22章經文中
[00:06:00.000 --> 00:06:05.000]  提及神的主權和我們人有什麼責任
[00:06:05.000 --> 00:06:15.000]  還有關於人的品格、教養、財富和人際關係的實際例子
[00:06:15.000 --> 00:06:22.000]  我們要在這本經文中看看
[00:06:22.000 --> 00:06:28.000]  我們如何建立一個永恆的價值觀呢
[00:06:28.000 --> 00:06:36.000]  我不知道在這個世代我們覺得什麼才是成功
[00:06:36.000 --> 00:06:42.000]  我們可能會覺得什麼才是成功呢
[00:06:42.000 --> 00:06:49.000]  但我在這個價值觀中有三個點題
[00:06:49.000 --> 00:06:52.000]  跟大家一起去看
[00:06:52.000 --> 00:06:58.000]  第一點是超前部署 超前部署的意義是
[00:06:58.000 --> 00:07:06.000]  超強的認援和超脫的自由
[00:07:06.000 --> 00:07:11.000]  我們在經文的第一、第二節所說
[00:07:11.000 --> 00:07:16.000]  美名勝過大財 榮恩強如金銀
[00:07:16.000 --> 00:07:20.000]  有錢人和貧乏人相遇的時候
[00:07:20.000 --> 00:07:29.000]  最終他們都是「耶和華所造」
[00:07:29.000 --> 00:07:34.000]  當我們沒有福的時候
[00:07:34.000 --> 00:07:40.000]  其實神已經預備了我們整個人生
[00:07:40.000 --> 00:07:45.000]  我們很多不同的事情經過
[00:07:45.000 --> 00:07:49.000]  原來神在裡面也是帶領著我們
[00:07:49.000 --> 00:07:53.000]  當我們去一個對比的時候
[00:07:53.000 --> 00:07:58.000]  美名和榮恩的人、有錢和貧乏的人
[00:07:58.000 --> 00:08:02.000]  他們都是「耶和華所造」
[00:08:02.000 --> 00:08:05.000]  有時候我不知道大家會不會去看
[00:08:05.000 --> 00:08:10.000]  看到別人有錢 挺好的
[00:08:10.000 --> 00:08:15.000]  我們可能會看不到別人
[00:08:15.000 --> 00:08:17.000]  看不到自己
[00:08:17.000 --> 00:08:21.000]  但原來我們信了耶穌的人
[00:08:21.000 --> 00:08:25.000]  我們是已經蒙恩的人
[00:08:25.000 --> 00:08:30.000]  所以我們在裡面會不會再去想
[00:08:30.000 --> 00:08:34.000]  究竟神的創造 創造了我
[00:08:34.000 --> 00:08:38.000]  有什麼目的呢
[00:08:38.000 --> 00:08:44.000]  從這兩節的經文我們已經看到
[00:08:44.000 --> 00:08:47.000]  原來這是神的主權
[00:08:47.000 --> 00:08:52.000]  原來在很多狀況裡
[00:08:52.000 --> 00:08:56.000]  我們都看到神有祂的心意
[00:08:56.000 --> 00:09:03.000]  為什麼我不是李嘉誠
[00:09:03.000 --> 00:09:06.000]  有時候會問
[00:09:06.000 --> 00:09:09.000]  為什麼我出生的時候
[00:09:09.000 --> 00:09:13.000]  我也想我爸爸很有錢
[00:09:13.000 --> 00:09:16.000]  一出生我就不用做
[00:09:16.000 --> 00:09:19.000]  會不會有這樣的想法
[00:09:19.000 --> 00:09:22.000]  可能這是我們熟悉的想法
[00:09:22.000 --> 00:09:25.000]  覺得這是好事
[00:09:25.000 --> 00:09:30.000]  我們怎樣有智慧去分辨呢
[00:09:30.000 --> 00:09:33.000]  這是上好的福分
[00:09:33.000 --> 00:09:38.000]  這是神給我們兒女的身份的時候
[00:09:38.000 --> 00:09:42.000]  這個身份我們已經得著最好
[00:09:42.000 --> 00:09:46.000]  原來這些美名 這些有錢財的裡面
[00:09:46.000 --> 00:09:50.000]  都不是我們可以滿足到每一個人
[00:09:50.000 --> 00:09:53.000]  我們心裡的空洞
[00:09:58.000 --> 00:10:03.000]  在第三和第四節裡
[00:10:03.000 --> 00:10:06.000]  他有一個類比
[00:10:06.000 --> 00:10:09.000]  通達的人 圓會的人
[00:10:09.000 --> 00:10:16.000]  敬畏耶和華和走歪路的人
[00:10:16.000 --> 00:10:22.000]  但是敬畏耶和華的人又如何呢
[00:10:22.000 --> 00:10:25.000]  經文是說敬畏耶和華的
[00:10:25.000 --> 00:10:31.000]  是有財富 尊榮 生命的賞賜
[00:10:31.000 --> 00:10:34.000]  神對人的愛和恩典
[00:10:34.000 --> 00:10:37.000]  是說我們生命裡面
[00:10:37.000 --> 00:10:43.000]  這份恩典不是用我們屬世裡
[00:10:43.000 --> 00:10:47.000]  我們得到的東西
[00:10:47.000 --> 00:10:51.000]  來展現出來
[00:10:51.000 --> 00:10:55.000]  我們人要謙卑馴服
[00:10:55.000 --> 00:10:58.000]  因為我們不是神
[00:10:58.000 --> 00:11:01.000]  所以我們要經歷我們的生命
[00:11:01.000 --> 00:11:07.000]  如何學習謙卑馴服在神的裡面
[00:11:07.000 --> 00:11:10.000]  能夠蒙神的喜悅
[00:11:10.000 --> 00:11:14.000]  這個財富是什麼呢
[00:11:14.000 --> 00:11:18.000]  我們的生命能夠得著豐盛
[00:11:18.000 --> 00:11:21.000]  我不知道你們的生命能否豐盛
[00:11:21.000 --> 00:11:23.000]  豐盛是什麼呢
[00:11:23.000 --> 00:11:28.000]  究竟豐盛是不是屬世裡我們所說的
[00:11:28.000 --> 00:11:32.000]  剛才所說的可能是有錢財的人
[00:11:32.000 --> 00:11:37.000]  我們裡面有很多不同的
[00:11:37.000 --> 00:11:39.000]  我們想要的東西
[00:11:39.000 --> 00:11:40.000]  我們都擁有
[00:11:40.000 --> 00:11:44.000]  我們才叫做豐盛
[00:11:44.000 --> 00:11:52.000]  所以在這幾節裡
[00:11:52.000 --> 00:11:55.000]  其實已經有很重要的訊息告訴我們
[00:11:55.000 --> 00:11:59.000]  原來我們如何才能夠在神的裡面
[00:11:59.000 --> 00:12:02.000]  蒙神的喜悅
[00:12:02.000 --> 00:12:06.000]  在22章裡
[00:12:06.000 --> 00:12:08.000]  1到12節裡
[00:12:08.000 --> 00:12:11.000]  有很多不同的類比
[00:12:11.000 --> 00:12:13.000]  很多不同的類比裡
[00:12:13.000 --> 00:12:18.000]  以致我們更加清晰知道
[00:12:18.000 --> 00:12:21.000]  究竟我們要選擇什麼
[00:12:21.000 --> 00:12:28.000]  我們如何去選擇
[00:12:28.000 --> 00:12:31.000]  在菲律賓書3章7到8節裡說
[00:12:31.000 --> 00:12:36.000]  「只是我先前以為對我是有益的
[00:12:36.000 --> 00:12:42.000]  我現在因基督的緣故而當作是有損
[00:12:42.000 --> 00:12:48.000]  不但如此,我已把萬事當作是有損的
[00:12:48.000 --> 00:12:53.000]  因我已認識我主基督耶穌為至寶
[00:12:53.000 --> 00:13:03.000]  我為他已經掉棄萬事,看作糞土,為要贏得基督」
[00:13:03.000 --> 00:13:09.000]  究竟我們今天在信仰的生命裡
[00:13:09.000 --> 00:13:17.000]  我們有沒有把主耶穌基督為我們的至寶
[00:13:17.000 --> 00:13:20.000]  今天我們回來崇拜
[00:13:20.000 --> 00:13:23.000]  我們很準時地回來崇拜
[00:13:23.000 --> 00:13:27.000]  我們開小組
[00:13:27.000 --> 00:13:30.000]  夠不夠?
[00:13:30.000 --> 00:13:35.000]  我們的生命神要如何來用我們呢?
[00:13:35.000 --> 00:13:43.000]  我們有沒有問過神要在我們的生命裡如何來用我們每一個
[00:13:43.000 --> 00:13:46.000]  我們要有智慧來分辨
[00:13:46.000 --> 00:13:50.000]  因為這個世代有很多的紛擾
[00:13:50.000 --> 00:14:02.000]  會令你把你對神的心思偷走
[00:14:02.000 --> 00:14:07.000]  我們真的要有智慧,懂得去分辨
[00:14:07.000 --> 00:14:13.000]  什麼是神喜悅的事
[00:14:13.000 --> 00:14:20.000]  我們已經選上上好的福分
[00:14:20.000 --> 00:14:23.000]  在《針研》九章十節
[00:14:23.000 --> 00:14:28.000]  其實《針研》有很多段落裡都有提到智慧
[00:14:28.000 --> 00:14:33.000]  但《針研》九章十節說
[00:14:33.000 --> 00:14:43.000]  「驚威耶和華是智慧的開端,認識自性者便是聰明」
[00:14:43.000 --> 00:14:50.000]  一個永恆的價值原來就是從我們的智慧開始
[00:14:50.000 --> 00:14:55.000]  我們的智慧就是我們認識神
[00:14:55.000 --> 00:14:58.000]  原來我們已經有了
[00:14:58.000 --> 00:15:01.000]  我們在沒有福的時候,神已經認識了我們
[00:15:01.000 --> 00:15:06.000]  我們今天為什麼能夠信耶穌
[00:15:06.000 --> 00:15:12.000]  我們經歷到神給我們的那份愛
[00:15:12.000 --> 00:15:15.000]  那份能力
[00:15:15.000 --> 00:15:19.000]  令我們繼續持守在我們的信仰裡
[00:15:19.000 --> 00:15:28.000]  我們知道我們這個部署是要全心敬畏神
[00:15:28.000 --> 00:15:31.000]  今天我們有沒有去敬畏神
[00:15:31.000 --> 00:15:34.000]  我們有沒有敬畏神的心呢
[00:15:34.000 --> 00:15:42.000]  可能有時自己問自己有沒有100%真的敬畏神
[00:15:42.000 --> 00:15:44.000]  可能有時也會沒有
[00:15:44.000 --> 00:15:47.000]  可能只要一飄就不見了
[00:15:47.000 --> 00:15:56.000]  第二點,超強的應援
[00:15:56.000 --> 00:16:00.000]  就是因為我們經常都飄一飄
[00:16:00.000 --> 00:16:04.000]  我們很需要這個應援
[00:16:04.000 --> 00:16:10.000]  「教養孩童走當行的道,就是道老他也不偏離」
[00:16:10.000 --> 00:16:14.000]  這個也能背得出來
[00:16:14.000 --> 00:16:17.000]  甚至很多做父母的
[00:16:17.000 --> 00:16:21.000]  無論如何也有傳道人、牧師提醒你們
[00:16:21.000 --> 00:16:24.000]  這段經文,這一節
[00:16:24.000 --> 00:16:29.000]  特別是這一節,尤其是父母
[00:16:29.000 --> 00:16:31.000]  但我今天告訴大家
[00:16:31.000 --> 00:16:35.000]  這一節的經文不只是給父母
[00:16:35.000 --> 00:16:39.000]  是給每一個神的兒女
[00:16:39.000 --> 00:16:43.000]  都要一起走當行的路
[00:16:43.000 --> 00:16:49.000]  怎樣去教養呢
[00:16:49.000 --> 00:16:52.000]  神怎樣去教養我們
[00:16:52.000 --> 00:16:56.000]  正正就是神用他的話語
[00:16:56.000 --> 00:16:59.000]  神就是透過他的耶穌基督
[00:16:59.000 --> 00:17:01.000]  道成肉身
[00:17:01.000 --> 00:17:04.000]  豐豐滿滿地來到我們當中
[00:17:04.000 --> 00:17:07.000]  以致我們去經歷這份愛
[00:17:07.000 --> 00:17:12.000]  這份愛不是這個世界能夠給予我們
[00:17:12.000 --> 00:17:18.000]  可能你媽媽、爸爸很愛你
[00:17:18.000 --> 00:17:21.000]  但其實這個愛夠不夠
[00:17:21.000 --> 00:17:23.000]  還是不夠
[00:17:23.000 --> 00:17:26.000]  就像我剛才所說
[00:17:26.000 --> 00:17:29.000]  為什麼我爸爸不是李嘉誠呢
[00:17:29.000 --> 00:17:37.000]  他想要的東西可能都不是我們能夠給予他
[00:17:37.000 --> 00:17:43.000]  或者我們都不是100%了解我們的孩子
[00:17:43.000 --> 00:17:48.000]  但怎樣去教養呢
[00:17:48.000 --> 00:17:51.000]  我們憑什麼去教養
[00:17:51.000 --> 00:17:53.000]  我們憑我們的經驗
[00:17:53.000 --> 00:17:57.000]  我們憑我們的父母怎樣教我們
[00:17:57.000 --> 00:18:01.000]  我們就是怎樣去教孩子
[00:18:01.000 --> 00:18:05.000]  但我們的天父怎樣去教養我們呢
[00:18:05.000 --> 00:18:09.000]  無法比擬
[00:18:09.000 --> 00:18:12.000]  跟地上的父母無法比擬
[00:18:12.000 --> 00:18:15.000]  當我成為媽媽的時候
[00:18:15.000 --> 00:18:17.000]  我都不懂得教
[00:18:17.000 --> 00:18:21.000]  實在是很困難
[00:18:21.000 --> 00:18:23.000]  媽媽怎樣教我
[00:18:23.000 --> 00:18:25.000]  我就怎樣去教兒子
[00:18:25.000 --> 00:18:27.000]  媽媽怎樣疼我
[00:18:27.000 --> 00:18:29.000]  我就怎樣去疼兒子
[00:18:29.000 --> 00:18:31.000]  我們原來就是這樣
[00:18:31.000 --> 00:18:35.000]  但當我們信了耶穌之後
[00:18:35.000 --> 00:18:37.000]  我們就不是這個「倒模」
[00:18:37.000 --> 00:18:39.000]  我們的倒模是耶穌基督
[00:18:39.000 --> 00:18:46.000]  所以在我們怎樣去教養這個問題裏
[00:18:46.000 --> 00:18:49.000]  我們首先去問一樣
[00:18:49.000 --> 00:18:53.000]  就是我們怎樣是當行的道
[00:18:53.000 --> 00:18:58.000]  我們要明白什麼是當行的道
[00:18:58.000 --> 00:19:02.000]  原來聖經裏面已經一一列出
[00:19:02.000 --> 00:19:05.000]  剛才當我說一到十二節的時候
[00:19:05.000 --> 00:19:07.000]  哪些可以做哪些
[00:19:07.000 --> 00:19:09.000]  它沒有說哪些可以做哪些不可以做
[00:19:09.000 --> 00:19:12.000]  但當一去一個對照的時候
[00:19:12.000 --> 00:19:14.000]  我們就很清晰知道
[00:19:14.000 --> 00:19:17.000]  我們一定要跟從神
[00:19:21.000 --> 00:19:25.000]  什麼才是真正的保護呢
[00:19:25.000 --> 00:19:31.000]  父母都很呵護的
[00:19:31.000 --> 00:19:35.000]  但是不是真的可以24小時看著呢
[00:19:35.000 --> 00:19:39.000]  不可以吧
[00:19:39.000 --> 00:19:43.000]  我試過兒子小時候發燒
[00:19:43.000 --> 00:19:45.000]  我真的抱著他
[00:19:45.000 --> 00:19:47.000]  差不多感覺是24小時
[00:19:47.000 --> 00:19:49.000]  但我都會睡著
[00:19:49.000 --> 00:19:52.000]  但我們的神會不會睡著呢
[00:19:52.000 --> 00:19:54.000]  不打頓
[00:19:54.000 --> 00:20:00.000]  我們的神時刻在我們生命裏面
[00:20:00.000 --> 00:20:05.000]  當你知道生命裏面神跟你同在的時候
[00:20:05.000 --> 00:20:09.000]  你可以隨時去跟祂祈禱
[00:20:09.000 --> 00:20:13.000]  所以這是超強的應援我們
[00:20:13.000 --> 00:20:14.000]  你明不明白
[00:20:14.000 --> 00:20:16.000]  我們的神多厲害
[00:20:16.000 --> 00:20:24.000]  裏面就是這樣讓我們學習怎樣去教養
[00:20:24.000 --> 00:20:31.000]  原來正正我們教養就是將人帶到神面前
[00:20:31.000 --> 00:20:36.000]  讓神跟你一起去教養
[00:20:36.000 --> 00:20:42.000]  所以當我有這麼強的應援的時候
[00:20:42.000 --> 00:20:46.000]  我的肩膀輕鬆了很多
[00:20:46.000 --> 00:20:52.000]  很早之前我不懂怎樣做一個媽媽
[00:20:52.000 --> 00:20:54.000]  我經常說
[00:20:54.000 --> 00:20:56.000]  可能之前港島也有說過
[00:20:56.000 --> 00:20:58.000]  做一個媽媽的時候
[00:20:58.000 --> 00:21:00.000]  有沒有證書呢
[00:21:00.000 --> 00:21:02.000]  一生出來你就是媽媽
[00:21:02.000 --> 00:21:04.000]  你就是爸爸
[00:21:04.000 --> 00:21:06.000]  沒有的
[00:21:06.000 --> 00:21:08.000]  現在可能時代不同了
[00:21:08.000 --> 00:21:12.000]  可能也有課堂上
[00:21:12.000 --> 00:21:15.000]  但實在是很難
[00:21:15.000 --> 00:21:17.000]  因為每一個都不同
[00:21:17.000 --> 00:21:26.000]  你會發覺為何晚上經常哭
[00:21:26.000 --> 00:21:29.000]  這個很快就睡著
[00:21:29.000 --> 00:21:31.000]  每一個都不同
[00:21:31.000 --> 00:21:36.000]  所以你看到神創造我們每一個都很獨特
[00:21:36.000 --> 00:21:38.000]  如果他整天哭
[00:21:38.000 --> 00:21:40.000]  是否不疼他呢
[00:21:40.000 --> 00:21:41.000]  當然不會
[00:21:41.000 --> 00:21:43.000]  做父母當然也會疼
[00:21:43.000 --> 00:21:47.000]  他睡得這麼乖
[00:21:47.000 --> 00:21:49.000]  我疼他多一點
[00:21:49.000 --> 00:21:51.000]  其實不會
[00:21:51.000 --> 00:21:53.000]  如果做父母就知道
[00:21:53.000 --> 00:21:59.000]  所以我們每一個都是孩童
[00:21:59.000 --> 00:22:01.000]  神在教養我們
[00:22:01.000 --> 00:22:03.000]  每一個孩童
[00:22:03.000 --> 00:22:07.000]  我們時刻可能有好一點的時候
[00:22:07.000 --> 00:22:09.000]  靈明高漲
[00:22:09.000 --> 00:22:11.000]  我們就是成人
[00:22:11.000 --> 00:22:14.000]  但我們很多時候都是高高低低
[00:22:14.000 --> 00:22:16.000]  高高低低在信仰生命裏面
[00:22:16.000 --> 00:22:23.000]  所以怎樣才是恆久的保護呢
[00:22:23.000 --> 00:22:27.000]  原來當我認識了主耶穌的時候
[00:22:27.000 --> 00:22:31.000]  我真的當祂是自保
[00:22:31.000 --> 00:22:33.000]  我甚麼都問祂
[00:22:33.000 --> 00:22:35.000]  我不認識
[00:22:35.000 --> 00:22:37.000]  不認識就甚麼都問神就好了
[00:22:37.000 --> 00:22:40.000]  最怕就是我們覺得自己全都認識
[00:22:40.000 --> 00:22:47.000]  真的很害怕
[00:22:47.000 --> 00:22:49.000]  甚麼都認識
[00:22:49.000 --> 00:22:52.000]  甚麼都認識會怎樣呢
[00:22:52.000 --> 00:22:53.000]  其實會怎樣呢
[00:22:53.000 --> 00:22:54.000]  驕傲
[00:22:54.000 --> 00:22:56.000]  我都認識了
[00:22:56.000 --> 00:22:58.000]  我不用找神
[00:22:58.000 --> 00:23:05.000]  原來我們不用這樣
[00:23:05.000 --> 00:23:07.000]  我們真的有這個後盾
[00:23:07.000 --> 00:23:09.000]  非常之強大
[00:23:09.000 --> 00:23:14.000]  是充滿挑戰的
[00:23:14.000 --> 00:23:16.000]  在這個世代裏面
[00:23:16.000 --> 00:23:18.000]  充滿挑戰
[00:23:18.000 --> 00:23:24.000]  每時每刻都有
[00:23:24.000 --> 00:23:29.000]  從幼稚園到現在
[00:23:29.000 --> 00:23:31.000]  其實都一樣有挑戰
[00:23:31.000 --> 00:23:34.000]  到現在他工作沒有挑戰嗎
[00:23:34.000 --> 00:23:36.000]  一樣有
[00:23:36.000 --> 00:23:38.000]  我們都有
[00:23:38.000 --> 00:23:40.000]  何況我們的子女
[00:23:40.000 --> 00:23:45.000]  所以其實神在裏面去教養我們
[00:23:45.000 --> 00:23:47.000]  是持續性的
[00:23:47.000 --> 00:23:51.000]  所以為甚麼我們每星期要回教會
[00:23:51.000 --> 00:23:53.000]  我們要小組
[00:23:53.000 --> 00:23:57.000]  就是持續性幫助我們
[00:23:57.000 --> 00:24:01.000]  行在主耶穌基督帶領我們的正路
[00:24:01.000 --> 00:24:05.000]  到老都不偏離
[00:24:05.000 --> 00:24:08.000]  這就是自保
[00:24:08.000 --> 00:24:16.000]  究竟今天我們面對一些挑戰的時候
[00:24:16.000 --> 00:24:19.000]  我們有沒有馬上去找這個爸爸呢
[00:24:19.000 --> 00:24:27.000]  Mandy 是不是教就聽呢
[00:24:27.000 --> 00:24:33.000]  真的 教不聽的
[00:24:33.000 --> 00:24:40.000]  有些人真的很乖
[00:24:40.000 --> 00:24:42.000]  但有些人你看他
[00:24:42.000 --> 00:24:45.000]  他未必馬上回應你的時候
[00:24:45.000 --> 00:24:47.000]  你就覺得他不乖
[00:24:47.000 --> 00:24:50.000]  但其實他是不是不乖呢
[00:24:50.000 --> 00:24:52.000]  可能不是
[00:24:52.000 --> 00:24:57.000]  所以我們經常見到他
[00:24:57.000 --> 00:24:59.000]  小組的時候
[00:24:59.000 --> 00:25:04.000]  有些頂姐妹會分享家中的事
[00:25:04.000 --> 00:25:07.000]  經常在房間裡
[00:25:07.000 --> 00:25:09.000]  都不知道有沒有溫書
[00:25:09.000 --> 00:25:14.000]  我說他在房間裡就不是溫書嗎
[00:25:14.000 --> 00:25:15.000]  房間是他的
[00:25:15.000 --> 00:25:20.000]  可能他覺得在房間裡溫書比較好
[00:25:20.000 --> 00:25:21.000]  比較安靜
[00:25:21.000 --> 00:25:29.000]  經常聽著音樂才來溫書
[00:25:29.000 --> 00:25:31.000]  怎樣溫
[00:25:31.000 --> 00:25:33.000]  但每個人是不是不同呢
[00:25:33.000 --> 00:25:35.000]  原來回想起
[00:25:35.000 --> 00:25:40.000]  其實小時候都經常聽音樂
[00:25:40.000 --> 00:25:43.000]  然後做功課特別爽
[00:25:43.000 --> 00:25:45.000]  有些人會點頭
[00:25:45.000 --> 00:25:48.000]  所以為什麼到我們去教養孩童的時候
[00:25:48.000 --> 00:25:52.000]  我們沒有耶穌基督的心腸
[00:25:52.000 --> 00:25:55.000]  愛去了哪裡
[00:25:55.000 --> 00:25:58.000]  我們都成為孩童
[00:25:58.000 --> 00:26:02.000]  原來有時候教都是不聽的
[00:26:02.000 --> 00:26:06.000]  所以我們一定要行在神的道裡面
[00:26:06.000 --> 00:26:10.000]  我們才能夠不偏離
[00:26:10.000 --> 00:26:13.000]  不要再靠我們己力
[00:26:13.000 --> 00:26:15.000]  我們靠神
[00:26:15.000 --> 00:26:19.000]  我的肩膀就會輕盈很多
[00:26:19.000 --> 00:26:22.000]  很多時候都有很多不同的挑戰
[00:26:22.000 --> 00:26:26.000]  你不懂得怎樣去面對的時候
[00:26:26.000 --> 00:26:28.000]  原來就是這樣
[00:26:28.000 --> 00:26:31.000]  神幫助我們教導我們
[00:26:31.000 --> 00:26:38.000]  幫助我們怎樣去教養
[00:26:38.000 --> 00:26:42.000]  神給我們每一個基督徒
[00:26:42.000 --> 00:26:44.000]  我們都要接這個棒
[00:26:44.000 --> 00:26:46.000]  每一個都是
[00:26:46.000 --> 00:26:48.000]  因為我們每一個都隨時
[00:26:48.000 --> 00:26:50.000]  變成小孩童
[00:26:50.000 --> 00:26:54.000]  我們又再回來
[00:26:54.000 --> 00:26:57.000]  禱告的力量很重要
[00:26:57.000 --> 00:27:01.000]  我們知道什麼真正是恆久不變
[00:27:01.000 --> 00:27:04.000]  唯有神的愛
[00:27:04.000 --> 00:27:07.000]  神是我一生的依靠
[00:27:07.000 --> 00:27:11.000]  這是不是你信仰裡
[00:27:11.000 --> 00:27:17.000]  你經歷神的同神的宣告呢
[00:27:17.000 --> 00:27:24.000]  神是不是你一生的依靠呢
[00:27:24.000 --> 00:27:29.000]  當我們能夠這樣去依靠神的時候
[00:27:29.000 --> 00:27:34.000]  我們就不會偏離祂的道
[00:27:34.000 --> 00:27:36.000]  因為耶穌說
[00:27:36.000 --> 00:27:38.000]  我就是道路、真理、生命
[00:27:38.000 --> 00:27:42.000]  若不借著我,沒有人能到乎那裡去
[00:27:42.000 --> 00:27:47.000]  所以我們能不能夠離開神呢
[00:27:47.000 --> 00:27:49.000]  不能夠
[00:27:49.000 --> 00:27:52.000]  耶穌教我們怎樣做
[00:27:52.000 --> 00:27:54.000]  我們要盡心盡性盡力
[00:27:54.000 --> 00:27:57.000]  盡義愛主你的神
[00:27:57.000 --> 00:28:01.000]  又要愛倫如己
[00:28:01.000 --> 00:28:06.000]  今天就是這樣來指教我們
[00:28:06.000 --> 00:28:11.000]  我們為什麼要去依靠神
[00:28:11.000 --> 00:28:16.000]  就是耶穌做了一個很好的示範
[00:28:16.000 --> 00:28:19.000]  一個超強的應援
[00:28:19.000 --> 00:28:25.000]  就是我們要全心去依靠神
[00:28:25.000 --> 00:28:29.000]  如枚迷住了孩童的心
[00:28:29.000 --> 00:28:36.000]  我們要用管教的杖可遠遠趕除
[00:28:36.000 --> 00:28:39.000]  一個超脫的自由
[00:28:39.000 --> 00:28:43.000]  原來愚昧代表無智慧
[00:28:43.000 --> 00:28:46.000]  我們的心被什麼吸引呢
[00:28:46.000 --> 00:28:49.000]  經常有很多不同的東西吸引我們
