
[00:00:00.000 --> 00:00:04.320]  新一年會和大家思想一個系列,叫做《門徒韌力》
[00:02:18.560 --> 00:02:21.120]  或者所謂把握那個機遇
[00:02:21.120 --> 00:02:25.600]  其實這些問題所帶出來的,是要下一個問題
[00:02:25.600 --> 00:02:28.560]  而不是我們看不看得準這個時勢
[00:02:28.560 --> 00:02:30.480]  而是究竟有什麼因素
[00:02:30.480 --> 00:02:35.200]  可以造成我們比一般人更加能夠克服困難
[00:02:35.200 --> 00:02:40.720]  這種能力,這幾年都是被廣泛的討論
[00:02:40.720 --> 00:02:41.840]  就是韌力
[00:02:41.840 --> 00:02:44.640]  有些國家翻譯為恢復力
[00:02:44.640 --> 00:02:48.640]  或者低谷的反彈力等等
[00:02:49.600 --> 00:02:56.960]  這個概念慢慢引起聖經學者和神學家的關注
[00:02:56.960 --> 00:02:59.200]  所以他們很早年已經討論
[00:02:59.200 --> 00:03:02.560]  發覺聖經裡面有很多地方都告訴我們
[00:03:02.560 --> 00:03:03.840]  上帝會給一個能力
[00:03:03.840 --> 00:03:08.880]  這個能力比平安更大更powerful
[00:03:08.880 --> 00:03:11.040]  就是這份韌力
[00:03:11.040 --> 00:03:16.640]  因為這份韌力所具有的是適應、恢復和重新反彈的能力
[00:03:16.640 --> 00:03:23.040]  而在聖經裡面,多處的經文我們都會看到這種能力的存在
[00:03:23.040 --> 00:03:27.040]  例如,貼薩羅尼加教會
[00:03:27.040 --> 00:03:29.840]  這間教會是保羅一手創立
[00:03:29.840 --> 00:03:31.840]  教會的弟兄姊妹都是剛剛信主
[00:03:31.840 --> 00:03:36.160]  但是一剛剛信主就面對很大的苦難
[00:03:36.160 --> 00:03:39.120]  但是在貼後的經文裡面
[00:03:39.120 --> 00:03:42.080]  保羅讚賞他們,相當讚賞他們
[00:03:42.080 --> 00:03:47.360]  因為你們所受的一切的壓迫、患難中
[00:03:47.360 --> 00:03:51.840]  仍然是牢守著內心和信心
[00:03:51.840 --> 00:03:58.240]  我也很希望借這句話去對大家一個肯定
[00:03:58.240 --> 00:04:02.880]  因為認識和相處過
[00:04:02.880 --> 00:04:06.640]  我覺得史密利園堂這幾年我們真的困難
[00:04:06.640 --> 00:04:09.680]  但我真的看到大家
[00:04:09.680 --> 00:04:13.040]  組長也好,組員也好,各位侍奉人員也好
[00:04:13.040 --> 00:04:16.960]  甚至是參加教會聚會的弟兄姊妹也好
[00:04:16.960 --> 00:04:21.360]  我看到你們依然是牢守著那份內心和信心
[00:04:21.360 --> 00:04:22.880]  真的給大家一個讚賞
[00:04:22.880 --> 00:04:26.080]  我很想借大家的手指功,不如幫我讚賞一下旁邊那個
[00:04:26.080 --> 00:04:29.360]  跟他說,守得好
[00:04:29.360 --> 00:04:37.360]  貼薩羅尼加教會當時面對的問題
[00:04:37.360 --> 00:04:40.320]  就是他們收到一個消息
[00:04:40.320 --> 00:04:43.120]  就是耶穌已經回來了
[00:04:43.120 --> 00:04:45.520]  不過一聽到這個消息就很害怕
[00:04:45.520 --> 00:04:48.800]  所以保羅就在第二章裏面澄清
[00:04:48.800 --> 00:04:52.000]  主在來的徵兆是怎樣的
[00:04:52.000 --> 00:04:55.200]  但他澄清完之後就立刻為教會感恩
[00:04:55.200 --> 00:04:56.720]  因為上帝已經保守了他們
[00:04:56.720 --> 00:04:59.840]  更加鼓勵他們要站穩在耶穌基督的真理上
[00:04:59.840 --> 00:05:04.720]  來祝福他們,求主安慰他們的心
[00:05:04.720 --> 00:05:09.200]  而這個安慰他們的心也是保羅的一個焦點
[00:05:09.200 --> 00:05:11.760]  一會兒我會跟大家一起思想
[00:05:11.760 --> 00:05:15.280]  不如我們就用這個第二章去看一下
[00:05:15.280 --> 00:05:17.120]  我們可以當中歸納到
[00:05:17.120 --> 00:05:19.840]  使人有韌力的四個屬靈資源
[00:05:19.840 --> 00:05:23.680]  不論在情感的管理和認知的能力上
[00:05:23.680 --> 00:05:28.960]  其實上帝早就給了我們這份韌力的屬靈資源
[00:05:28.960 --> 00:05:31.120]  不如我們試試去思想第一個
[00:05:31.120 --> 00:05:33.920]  就是別讓恐慌控制你
[00:05:33.920 --> 00:05:35.600]  當面對假消息
[00:05:35.600 --> 00:05:37.760]  主耶穌回來了
[00:05:37.760 --> 00:05:40.720]  保羅就勸他們不要輕易動心
[00:05:40.720 --> 00:05:43.920]  也不要那麼容易驚惶
[00:05:43.920 --> 00:05:47.360]  輕易動心在中文的翻譯也比較文雅
[00:05:47.360 --> 00:05:48.960]  但原文其實很直接
[00:05:48.960 --> 00:05:54.560]  可以直譯到你很快就會被動搖
[00:05:54.560 --> 00:05:57.600]  所以連起下半句
[00:05:57.600 --> 00:06:00.240]  不要驚慌
[00:06:00.240 --> 00:06:02.240]  其實整句的意思就是說
[00:06:02.240 --> 00:06:05.840]  當時信徒的情感的狀態是什麼呢
[00:06:05.840 --> 00:06:09.280]  就是很輕易心煩意亂
[00:06:09.280 --> 00:06:13.120]  以至失去了意志的判斷能力
[00:06:13.120 --> 00:06:15.120]  或者理智的判斷能力
[00:06:15.120 --> 00:06:17.120]  而感到驚慌
[00:06:17.120 --> 00:06:21.440]  但已經不論這個狀態曾經何時發生在我們身上
[00:06:21.440 --> 00:06:23.440]  2019?
[00:06:23.440 --> 00:06:26.880]  還是2020?
[00:06:26.880 --> 00:06:29.760]  還是在去年的時間?
[00:06:29.760 --> 00:06:33.600]  當時發生了什麼事令我們陷入這個狀態?
[00:06:33.600 --> 00:06:36.800]  我們有沒有發覺自己陷入這個狀態
[00:06:36.800 --> 00:06:39.520]  第一個反應通常都是否定
[00:06:39.520 --> 00:06:42.560]  我們不肯承認心煩意亂
[00:06:42.560 --> 00:06:44.880]  我們失去理智更加不肯承認
[00:06:44.880 --> 00:06:48.720]  我們在驚慌的焦慮當中
[00:06:48.720 --> 00:06:49.760]  為什麼?
[00:06:49.760 --> 00:06:53.280]  因為如果我們承認了別人會怎麼看我們呢?
[00:06:53.280 --> 00:06:55.600]  又或者我們真的承認了
[00:06:55.600 --> 00:06:56.960]  我們都倒下了
[00:06:56.960 --> 00:06:58.640]  那其他人怎麼辦?
[00:06:58.640 --> 00:07:00.640]  後面一群人等我養
[00:07:00.640 --> 00:07:02.640]  後面一群人等我照顧
[00:07:02.640 --> 00:07:03.760]  如果我也倒下了
[00:07:03.760 --> 00:07:05.760]  他們怎麼辦?
[00:07:05.760 --> 00:07:07.760]  不承認歸不承認
[00:07:07.760 --> 00:07:09.760]  但我們身體是很老實的
[00:07:09.760 --> 00:07:11.760]  有沒有發覺?
[00:07:11.760 --> 00:07:13.760]  它會發出訊號
[00:07:13.760 --> 00:07:16.720]  你告訴自己你不承認
[00:07:16.720 --> 00:07:18.720]  但身體告訴你
[00:07:18.720 --> 00:07:20.720]  它真的撐得住
[00:07:20.720 --> 00:07:23.600]  例如你留意一下自己的呼吸節奏
[00:07:23.600 --> 00:07:26.800]  你放鬆不輕鬆的時候
[00:07:26.800 --> 00:07:35.120]  你的呼吸節奏是比較緩慢的
[00:07:35.120 --> 00:07:39.600]  但當你驚慌亂的時候
[00:07:39.600 --> 00:07:43.440]  你有沒有發覺你的呼吸節奏是有點混亂的?
[00:07:43.440 --> 00:07:47.280]  又或者做某些事你會覺得
[00:07:47.280 --> 00:07:49.280]  有些做得很快手
[00:07:49.280 --> 00:07:51.280]  有些做得很慢
[00:07:51.280 --> 00:07:55.600]  快手就不等於我們沒事
[00:07:55.600 --> 00:07:58.960]  可能是我們想避開某些事
[00:07:58.960 --> 00:08:00.960]  怕了它就趕快做給你
[00:08:00.960 --> 00:08:02.960]  不要煩你
[00:08:02.960 --> 00:08:04.960]  又或者做得特別慢
[00:08:04.960 --> 00:08:06.960]  不知為何太極也提不起動力
[00:08:06.960 --> 00:08:10.960]  總是拖到最後也不肯做
[00:08:10.960 --> 00:08:12.960]  但你也可以說
[00:08:12.960 --> 00:08:16.800]  這些狀況可能是各種因素的
[00:08:16.800 --> 00:08:19.760]  但有一樣東西真的不能騙你
[00:08:19.760 --> 00:08:21.760]  睡眠質素
[00:08:21.920 --> 00:08:25.920]  反應極度也不足
[00:08:25.920 --> 00:08:29.920]  總覺得睡眠質素不足
[00:08:29.920 --> 00:08:31.920]  我們2024年
[00:08:31.920 --> 00:08:35.920]  剛剛進入了兩個星期
[00:08:35.920 --> 00:08:39.920]  大家身體發出了甚麼訊號給自己?
[00:08:39.920 --> 00:08:43.920]  但我想在這裡和大家說
[00:08:43.920 --> 00:08:47.920]  我們可否不要像過去疫情一樣
[00:08:47.920 --> 00:08:49.920]  又驚慌去主導我們的生活
[00:08:49.920 --> 00:08:53.920]  我們不如放下過去吧
[00:08:53.920 --> 00:08:55.920]  捱了四年
[00:08:55.920 --> 00:08:57.920]  還嚇自己
[00:08:57.920 --> 00:08:59.920]  我們展望的是將來
[00:08:59.920 --> 00:09:01.920]  將來是有危的確是
[00:09:01.920 --> 00:09:03.920]  但也有機遇
[00:09:03.920 --> 00:09:07.920]  我們用盼望去主導我們的生活
[00:09:07.920 --> 00:09:13.920]  驚慌和盼望其實都是上帝賜給我們的禮物
[00:09:13.920 --> 00:09:17.920]  兩者都能夠意識到未來的可能性
[00:09:17.920 --> 00:09:19.920]  不是壞事
[00:09:19.920 --> 00:09:21.920]  驚恐
[00:09:21.920 --> 00:09:23.920]  驚慌其實是保護我們
[00:09:23.920 --> 00:09:25.920]  可以看到威脅的來臨
[00:09:25.920 --> 00:09:33.920]  但盼望是能夠識別當中威脅的機遇
[00:09:33.920 --> 00:09:35.920]  我們留意一下
[00:09:35.920 --> 00:09:39.920]  驚慌是好東西
[00:09:39.920 --> 00:09:43.920]  驚慌可以幫我們應對眼前的威脅
[00:09:43.920 --> 00:09:45.920]  但有沒有發覺
[00:09:45.920 --> 00:09:47.920]  眼前的威脅
[00:09:47.920 --> 00:09:51.920]  你看不到更遠更美好的事
[00:09:51.920 --> 00:09:53.920]  但盼望就不同
[00:09:53.920 --> 00:09:57.920]  盼望可以讓我們帶著上帝的光芒
[00:09:57.920 --> 00:10:01.920]  去發現一些合理預期和可行的行動
[00:10:01.920 --> 00:10:03.920]  在當中看到更多的可能性
[00:10:03.920 --> 00:10:05.920]  我要強調
[00:10:05.920 --> 00:10:07.920]  驚慌不是不好的
[00:10:07.920 --> 00:10:11.920]  不是一件壞事
[00:10:11.920 --> 00:10:14.920]  驚慌是上帝賜給我們的保護機制
[00:10:14.920 --> 00:10:18.920]  但我們要好好管理這個驚慌
[00:10:18.920 --> 00:10:20.920]  過了龍
[00:10:20.920 --> 00:10:22.920]  那個就是自己嚇自己
[00:10:22.920 --> 00:10:28.920]  甚至可能變成處理威脅的時候
[00:10:28.920 --> 00:10:32.920]  會過龍,增加風險
[00:10:32.920 --> 00:10:36.920]  我們如何可以好好控制這份驚慌呢
[00:10:36.920 --> 00:10:38.920]  我們用第二個方法
[00:10:38.920 --> 00:10:40.920]  就是懂得安慰你的心
[00:10:40.920 --> 00:10:42.920]  我們看到這段經文
[00:10:42.920 --> 00:10:46.920]  《瑪修瓦帖》後的2章16-17節前後兩次都提到
[00:10:46.920 --> 00:10:50.920]  上帝安慰我們的心
[00:10:50.920 --> 00:10:54.920]  當我們陷入驚慌的時候
[00:10:54.920 --> 00:10:56.920]  我相信不少人給你不同的指引
[00:10:56.920 --> 00:10:58.920]  或者在你的職業中都教你
[00:10:58.920 --> 00:11:00.920]  保持冷靜
[00:11:00.920 --> 00:11:02.920]  保持冷靜
[00:11:02.920 --> 00:11:04.920]  保持冷靜
[00:11:04.920 --> 00:11:06.920]  我們怎樣都好
[00:11:06.920 --> 00:11:08.920]  勉強我們都能保持冷靜
[00:11:08.920 --> 00:11:13.920]  但當你發覺威脅一直都未消失
[00:11:13.920 --> 00:11:15.920]  甚至時間越來越長的時候
[00:11:15.920 --> 00:11:18.920]  你會發覺我們的意志力就開始下降
[00:11:18.920 --> 00:11:22.920]  看起來冷靜不是出路
[00:11:22.920 --> 00:11:26.920]  反而我們祈求的是
[00:11:26.920 --> 00:11:28.920]  上帝怎樣安慰我們的心
[00:11:28.920 --> 00:11:30.920]  上帝怎樣安慰我們的心
[00:11:30.920 --> 00:11:36.920]  在上帝眼中安慰不是只留於言說當中
[00:11:36.920 --> 00:11:40.920]  上帝是用行動去安慰我們
[00:11:40.920 --> 00:11:42.920]  在帖前的三章
[00:11:42.920 --> 00:11:46.920]  保羅維要安慰鞏固信徒
[00:11:46.920 --> 00:11:48.920]  他很想親自去
[00:11:48.920 --> 00:11:51.920]  但他看到環境不許可
[00:11:51.920 --> 00:11:57.920]  所以他就派遣了他最好的拍檔提摩太
[00:11:57.920 --> 00:12:03.920]  去到那裡的地方親自安慰弟兄姊妹
[00:12:03.920 --> 00:12:08.920]  弟兄姊妹,我們有什麼可以安慰我們的心
[00:12:08.920 --> 00:12:10.920]  這個你要問自己
[00:12:10.920 --> 00:12:12.920]  有時你不知道
[00:12:12.920 --> 00:12:19.920]  真的很難說我們經常經歷不到上帝
[00:12:19.920 --> 00:12:22.920]  因為我們都不知道有什麼可以安慰我們的心
[00:12:22.920 --> 00:12:24.920]  因為每個人都不同
[00:12:24.920 --> 00:12:26.920]  總之有人探望他,陪伴他
[00:12:26.920 --> 00:12:28.920]  他就覺得上帝安慰了他
[00:12:28.920 --> 00:12:30.920]  有些人覺得不是
[00:12:30.920 --> 00:12:32.920]  有些人覺得
[00:12:32.920 --> 00:12:34.920]  盼望在哪裡
[00:12:34.920 --> 00:12:38.920]  因為當你面對困難,你見到沒有結果
[00:12:38.920 --> 00:12:41.920]  你還要捱下去,就白捱
[00:12:41.920 --> 00:12:45.920]  所以無論你說什麼,你的心好像都不受安慰
[00:12:45.920 --> 00:12:48.920]  因為你所要見到的不是一句
[00:12:48.920 --> 00:12:51.920]  是媽媽,是女人的說話
[00:12:51.920 --> 00:12:53.920]  我們想見到的是
[00:12:53.920 --> 00:12:57.920]  將來我能不能夠看到上帝的榮光
[00:12:57.920 --> 00:12:59.920]  當你看到的時候,你就覺得
[00:12:59.920 --> 00:13:03.920]  無論多艱難都好,你都覺得值得
[00:13:03.920 --> 00:13:09.920]  兄姊妹,過去去年有什麼時候是你覺得最難捱
[00:13:09.920 --> 00:13:11.920]  最難捱
[00:13:11.920 --> 00:13:18.920]  現在在今天這個時間,回頭看
[00:13:18.920 --> 00:13:21.920]  回頭看
[00:13:21.920 --> 00:13:25.920]  看到為了什麼嗎
[00:13:25.920 --> 00:13:32.920]  其實當我們經常說盼望的時候
[00:13:32.920 --> 00:13:33.920]  盼望是什麼呢
[00:13:33.920 --> 00:13:37.920]  盼望往往是在黑暗和絕望當中的存在
[00:13:37.920 --> 00:13:43.920]  如果你沒有什麼信風信水,就不需要說盼望
[00:13:43.920 --> 00:13:48.920]  盼望往往是在黑暗和絕望當中的存在
[00:13:48.920 --> 00:13:51.920]  沒有它,你捱不到
[00:13:51.920 --> 00:13:54.920]  不過你有沒有發覺
[00:13:54.920 --> 00:13:57.920]  這個好像是遙不可及的東西
[00:13:57.920 --> 00:14:04.920]  我花了很多年去研究盼望
[00:14:04.920 --> 00:14:07.920]  如何讓我們經歷上帝的盼望
[00:14:07.920 --> 00:14:09.920]  翻開一些文獻去理解
[00:14:09.920 --> 00:14:13.920]  當時的猶太人遭遇到亡國,被擄
[00:14:13.920 --> 00:14:19.920]  但他們又一直堅信著能夠回到自己的故地去重建聖殿
[00:14:19.920 --> 00:14:24.920]  究竟他們這段時間如何捱呢
[00:14:24.920 --> 00:14:30.920]  其中一個文獻,我看到他們一些自製的心得
[00:14:30.920 --> 00:14:32.920]  跟大家分享一下
[00:14:32.920 --> 00:14:35.920]  他說不要使你的靈魂陷入憂愁
[00:14:35.920 --> 00:14:39.920]  不可故意讓自己深受苦惱
[00:14:39.920 --> 00:14:43.920]  其實這句話也挺有趣
[00:14:43.920 --> 00:14:47.920]  一個亡國被擄的人說
[00:14:47.920 --> 00:14:50.920]  根本的狀態就是在憂愁當中
[00:14:50.920 --> 00:14:52.920]  如何不可以故意呢
[00:14:52.920 --> 00:14:56.920]  但你想想對我們香港人來說,這句話也很明白
[00:14:56.920 --> 00:15:00.920]  我們很多時候把小事變成大事,大事變成災難
[00:15:00.920 --> 00:15:03.920]  不知為何
[00:15:03.920 --> 00:15:07.920]  在座的弟兄姊妹也有去過外國生活
[00:15:07.920 --> 00:15:09.920]  人家不是這樣
[00:15:09.920 --> 00:15:12.920]  不知為何香港好像結構性
[00:15:12.920 --> 00:15:15.920]  在那邊不會
[00:15:15.920 --> 00:15:19.920]  不知為何回到香港,好像什麼都是災難
[00:15:19.920 --> 00:15:24.920]  不要故意讓自己深受苦惱
[00:15:24.920 --> 00:15:29.920]  他說人的生命應是滿心歡喜
[00:15:29.920 --> 00:15:33.920]  是歡欣的人才可以享高壽
[00:15:33.920 --> 00:15:35.920]  他繼續說
[00:15:35.920 --> 00:15:41.920]  你要自愛己生,安慰自己的心,將憂愁遠遠拋開你
[00:15:41.920 --> 00:15:44.920]  他的心得是如何安慰自己的心呢
[00:15:44.920 --> 00:15:47.920]  具體是將憂愁遠遠拋開
[00:15:47.920 --> 00:15:50.920]  但我們香港人不是這樣想
[00:15:50.920 --> 00:15:53.920]  我們覺得憂愁很強大
[00:15:53.920 --> 00:15:59.920]  我們覺得自己的危機感是超英趕美
[00:15:59.920 --> 00:16:02.920]  是世界第一
[00:16:02.920 --> 00:16:05.920]  所以如果人家沒有危機感
[00:16:05.920 --> 00:16:09.920]  我們就覺得你真的不是吧
[00:16:11.920 --> 00:16:15.920]  但你看看志者的體會是如何
[00:16:15.920 --> 00:16:17.920]  他說憂愁使人滅亡
[00:16:17.920 --> 00:16:20.920]  其實憂愁帶來的沒有益處
[00:16:20.920 --> 00:16:23.920]  他作為一個亡國被擄的人
[00:16:23.920 --> 00:16:27.920]  他從頭到尾都不覺得憂愁帶來很高的危機感
[00:16:27.920 --> 00:16:30.920]  比其他人特別優越
[00:16:30.920 --> 00:16:32.920]  他覺得根本沒有益處
[00:16:32.920 --> 00:16:36.920]  什麼憂愁,他說什麼呢
[00:16:36.920 --> 00:16:42.920]  你看下去,就是疾到老老
[00:16:42.920 --> 00:16:45.920]  疾到老老是會減少瘦瘦
[00:16:45.920 --> 00:16:48.920]  憂慮是使人提早衰老
[00:16:48.920 --> 00:16:53.920]  幾千年前的智慧
[00:16:53.920 --> 00:16:56.920]  我們的憂愁從何而來呢
[00:16:56.920 --> 00:16:58.920]  是否來自比較呢
[00:16:58.920 --> 00:17:01.920]  總是要跟港英移民在英國的狀況
[00:17:01.920 --> 00:17:04.920]  來跟香港比較,不知為何
[00:17:05.920 --> 00:17:11.920]  但這樣的疾到老老只會令我們減少瘦瘦
[00:17:11.920 --> 00:17:13.920]  亦提早衰老
[00:17:13.920 --> 00:17:17.920]  那怎樣才算是安慰自己的心呢
[00:17:17.920 --> 00:17:21.920]  他說心境皆美,暢快領受美味
[00:17:21.920 --> 00:17:25.920]  所吃的食物也與他合宜
[00:17:25.920 --> 00:17:27.920]  領事會不會發覺
[00:17:27.920 --> 00:17:31.920]  心開心時吃什麼都開心
[00:17:31.920 --> 00:17:33.920]  吉泉魚蛋也很棒
[00:17:33.920 --> 00:17:36.920]  不開心時,在你面前
[00:17:36.920 --> 00:17:39.920]  豐富到一輩子都未吃過
[00:17:39.920 --> 00:17:41.920]  你都覺得吃了
[00:17:41.920 --> 00:17:43.920]  什麼味道呢
[00:17:43.920 --> 00:17:46.920]  不記得,不知道,吃了
[00:17:46.920 --> 00:17:51.920]  安慰我們的心
[00:17:51.920 --> 00:17:54.920]  所以2024,我覺得
[00:17:54.920 --> 00:17:57.920]  驚慌一定有,這兩個星期的消息
[00:17:57.920 --> 00:17:59.920]  嚇到人了
[00:17:59.920 --> 00:18:03.920]  不是停留在驚慌
[00:18:03.920 --> 00:18:06.920]  我們積極求主
[00:18:06.920 --> 00:18:09.920]  就是安慰我們的心
[00:18:09.920 --> 00:18:12.920]  安慰我們的心
[00:18:12.920 --> 00:18:16.920]  但有時一個人心煩意亂之下
[00:18:16.920 --> 00:18:19.920]  你會發覺判斷力會低一點
[00:18:19.920 --> 00:18:21.920]  所以我們要看第三個方法
[00:18:21.920 --> 00:18:24.920]  掌握事實查核法
[00:18:24.920 --> 00:18:26.920]  當一個人心煩意亂的時候
[00:18:26.920 --> 00:18:29.920]  他的批判思考能力會下降
[00:18:29.920 --> 00:18:32.920]  連屬靈辨別的能力都會相應
[00:18:32.920 --> 00:18:34.920]  有不同程度的影響
[00:18:34.920 --> 00:18:36.920]  不要以為你越苦難
[00:18:36.920 --> 00:18:38.920]  就覺得與上帝近一點
[00:18:38.920 --> 00:18:40.920]  這是你的感受,但其實你的屬靈辨別力
[00:18:40.920 --> 00:18:42.920]  開始下降
[00:18:42.920 --> 00:18:44.920]  如何能夠提升屬靈辨別力呢
[00:18:44.920 --> 00:18:46.920]  保羅教我們三招
[00:18:46.920 --> 00:18:48.920]  第一招就是
[00:18:48.920 --> 00:18:50.920]  不要上當
[00:18:50.920 --> 00:18:52.920]  保羅警告當時的信徒
[00:18:52.920 --> 00:18:54.920]  不要經常聽到人們說耶穌回來了
[00:18:54.920 --> 00:18:56.920]  不要上當
[00:18:56.920 --> 00:18:58.920]  為什麼呢
[00:18:58.920 --> 00:19:01.920]  因為信徒當要面對一個未知的恐懼的時候
[00:19:01.920 --> 00:19:03.920]  就很容易上當
[00:19:03.920 --> 00:19:10.920]  這幾天教目也收到這些資訊
[00:19:10.920 --> 00:19:14.920]  有團體在馬灣
[00:19:14.920 --> 00:19:19.920]  明天會主辦一個全球華人教目新年聯合特會
[00:19:19.920 --> 00:19:22.920]  廣邀教會的領袖
[00:19:22.920 --> 00:19:26.920]  在網頁是找不到的
[00:19:26.920 --> 00:19:28.920]  AI也找不到
[00:19:28.920 --> 00:19:30.920]  我用了幾個AI也找不到
[00:19:30.920 --> 00:19:32.920]  為什麼呢
[00:19:32.920 --> 00:19:36.920]  因為要有被邀請的人才能收到照片
[00:19:36.920 --> 00:19:38.920]  還有QR code
[00:19:38.920 --> 00:19:42.920]  才能進入大家螢幕上看到的官網
[00:19:42.920 --> 00:19:44.920]  官網裡其實也很吸引
[00:19:44.920 --> 00:19:46.920]  因應著華語的教會
[00:19:46.920 --> 00:19:48.920]  處於信徒流失
[00:19:48.920 --> 00:19:50.920]  教目又斷層
[00:19:50.920 --> 00:19:52.920]  福音又難傳
[00:19:52.920 --> 00:19:54.920]  牧羊又困難
[00:19:54.920 --> 00:19:58.920]  所以這次的特會是以香港為活動的中心
[00:19:58.920 --> 00:20:01.920]  推動內地的教會再復興
[00:20:01.920 --> 00:20:04.920]  教目的靈明再提升
[00:20:04.920 --> 00:20:08.920]  所以出席的特會的人
[00:20:08.920 --> 00:20:12.920]  之後就可以獲邀參加主辦單位所舉辦的
[00:20:12.920 --> 00:20:16.920]  牧傳神學的課程
[00:20:16.920 --> 00:20:20.920]  我們留意一下
[00:20:20.920 --> 00:20:23.920]  看看其他的理念
[00:20:23.920 --> 00:20:28.920]  信心宣言的三個標題
[00:20:28.920 --> 00:20:32.920]  「復興之號」
[00:20:32.920 --> 00:20:34.920]  「造山上之城」
[00:20:34.920 --> 00:20:36.920]  「作光明之子」
[00:20:36.920 --> 00:20:38.920]  題目也很吸引
[00:20:38.920 --> 00:20:40.920]  但每一個題目
[00:20:40.920 --> 00:20:44.920]  你會留意到它附帶了一段說話
[00:20:44.920 --> 00:20:46.920]  留心看的話
[00:20:46.920 --> 00:20:47.920]  好像聖經
[00:20:47.920 --> 00:20:49.920]  上半部分是聖經
[00:20:49.920 --> 00:20:51.920]  下半部分不是
[00:20:51.920 --> 00:20:54.920]  例如「造山上之城」
[00:20:54.920 --> 00:20:56.920]  其實是引用猶大書
[00:20:56.920 --> 00:21:00.920]  在至聖之道
[00:21:00.920 --> 00:21:05.920]  造就自己在聖靈裡禱告
[00:21:05.920 --> 00:21:09.920]  但下半部分不是經文所說的
[00:21:09.920 --> 00:21:11.920]  保守你自己常在上帝的愛中
[00:21:11.920 --> 00:21:13.920]  仰望我們主耶穌基督的憐憫進入永生
[00:21:13.920 --> 00:21:16.920]  不是的,反而是寫了另一句
[00:21:16.920 --> 00:21:18.920]  他自己的體會
[00:21:18.920 --> 00:21:20.920]  將上帝之城建造在真理的盤石之上
[00:21:20.920 --> 00:21:22.920]  毫無隱藏
[00:21:22.920 --> 00:21:26.920]  我們看到這些資訊
[00:21:26.920 --> 00:21:28.920]  這些消息
[00:21:28.920 --> 00:21:29.920]  我們看到這個特會
[00:21:29.920 --> 00:21:31.920]  它是很應對時代
[00:21:31.920 --> 00:21:33.920]  每句都說中了
[00:21:33.920 --> 00:21:34.920]  也有經文
[00:21:34.920 --> 00:21:35.920]  我們是否決定去呢
[00:21:35.920 --> 00:21:37.920]  但我們要先等一等
[00:21:37.920 --> 00:21:38.920]  我們留意一下
[00:21:38.920 --> 00:21:42.920]  這個中華宣教中心
[00:21:42.920 --> 00:21:44.920]  國慶聯合機構
[00:21:44.920 --> 00:21:45.920]  你有沒有聽過
[00:21:45.920 --> 00:21:46.920]  我沒有聽過
[00:21:46.920 --> 00:21:48.920]  我在教會打滾了20年
[00:21:48.920 --> 00:21:50.920]  我真的沒有聽過
[00:21:50.920 --> 00:21:53.920]  還有一個疑問
[00:21:53.920 --> 00:21:56.920]  為何上半部分是聖經
[00:21:56.920 --> 00:22:00.920]  下半部分又是說另一件事
