
[00:00:00.000 --> 00:00:06.500]  好 各位電影節目大家好
[00:02:02.300 --> 00:02:04.800]  但求主幫助我們特別作為信徒
[00:02:04.800 --> 00:02:07.900]  來告訴我們在當中我們要成為一點光
[00:02:07.900 --> 00:02:09.100]  要照亮人前
[00:02:09.100 --> 00:02:11.600]  讓人在世界裏面看到有出路
[00:02:11.600 --> 00:02:13.500]  讓人能夠看到有盼望
[00:02:13.500 --> 00:02:15.300]  求主繼續幫助與我們同在
[00:02:15.300 --> 00:02:17.000]  多謝主我們禱告交託
[00:02:17.000 --> 00:02:19.200]  奉耶穌基督明智祈求
[00:02:19.200 --> 00:02:21.200]  阿門
[00:02:21.200 --> 00:02:23.200]  今天我們面對一個什麼樣的年代
[00:02:23.200 --> 00:02:25.200]  當我們說我們要在黑暗裏面
[00:02:25.200 --> 00:02:27.200]  要作為一點光的時間
[00:02:27.200 --> 00:02:34.200]  首先我們要知道我們今天身處在一個什麼樣的黑暗的年代
[00:02:34.200 --> 00:02:36.200]  今天我們面對很多天災
[00:02:36.200 --> 00:02:37.700]  面對很多人禍
[00:02:37.700 --> 00:02:38.500]  大家都知道
[00:02:38.500 --> 00:02:41.700]  特別是中國裏面重慶的水災
[00:02:41.700 --> 00:02:45.200]  我們很多時候認為這些天災都沒有辦法
[00:02:45.200 --> 00:02:47.200]  但如果你有去深深研究的時候
[00:02:47.200 --> 00:02:49.200]  你會發覺其實今時今日
[00:02:49.200 --> 00:02:52.200]  很多天災都是來自人為
[00:02:52.200 --> 00:02:58.200]  很多時候是人對大自然裏面的一些資源的不斷開採
[00:02:58.200 --> 00:03:00.200]  去到一個地步
[00:03:00.200 --> 00:03:03.200]  是僭越搶掠這些地球的資源
[00:03:03.200 --> 00:03:05.200]  而令到很多天災
[00:03:05.200 --> 00:03:06.200]  無論是水災也好
[00:03:06.200 --> 00:03:07.200]  打風也好
[00:03:07.200 --> 00:03:09.200]  甚至乎火災也好
[00:03:09.200 --> 00:03:13.200]  很多都從這個年代當中發生
[00:03:13.200 --> 00:03:17.200]  是我們拿了一些資源
[00:03:17.200 --> 00:03:20.200]  去令到這個世界發生一些事情
[00:03:20.200 --> 00:03:23.200]  不單止我們所謂的天災
[00:03:23.200 --> 00:03:26.200]  我們面對一些人禍
[00:03:26.200 --> 00:03:29.200]  在一個機構叫做「躺開的門」裏面
[00:03:29.200 --> 00:03:30.200]  它告訴你
[00:03:30.200 --> 00:03:31.200]  過去一年
[00:03:31.200 --> 00:03:35.200]  全世界有百分之一
[00:03:35.200 --> 00:03:39.200]  即是差不多十幾億的人
[00:03:39.200 --> 00:03:41.200]  在當中的基督徒
[00:03:41.200 --> 00:03:45.200]  因為自身的信仰而面對一些的迫害
[00:03:45.200 --> 00:03:47.200]  將近一萬間的教會關閉
[00:03:47.200 --> 00:03:51.200]  或者遭受到襲擊
[00:03:51.200 --> 00:03:53.200]  我想面對全球裏面
[00:03:53.200 --> 00:03:55.200]  很多基督徒因為不同的原因
[00:03:55.200 --> 00:03:56.200]  他們的教堂被拆
[00:03:56.200 --> 00:03:58.200]  你說以前國內也好
[00:03:58.200 --> 00:04:00.200]  或者甚至乎非洲很多的國家
[00:04:00.200 --> 00:04:03.200]  甚至乎一些伊斯蘭的國家裏面
[00:04:03.200 --> 00:04:06.200]  基督徒都受到很多不同程度的迫害
[00:04:06.200 --> 00:04:09.200]  教堂被拆毀
[00:04:09.200 --> 00:04:12.200]  面對一個充滿挑戰
[00:04:12.200 --> 00:04:15.200]  充滿了黑暗的年代
[00:04:15.200 --> 00:04:17.200]  我們作為基督徒
[00:04:17.200 --> 00:04:20.200]  我們要認清我們今天處於一個什麼樣的處境
[00:04:20.200 --> 00:04:21.200]  在這個處境裏面
[00:04:21.200 --> 00:04:25.200]  我們又該如何去面對
[00:04:25.200 --> 00:04:28.200]  在馬達福音第四章第十七節這樣說
[00:04:28.200 --> 00:04:31.200]  他說從那時候耶穌開始宣講說
[00:04:31.200 --> 00:04:33.200]  你們要悔改
[00:04:33.200 --> 00:04:36.200]  因為天國近了
[00:04:36.200 --> 00:04:38.200]  當時的背景是說一班
[00:04:38.200 --> 00:04:40.200]  在耶路撒冷的一班猶太人
[00:04:40.200 --> 00:04:44.200]  他們都面對當時很多的迫害
[00:04:44.200 --> 00:04:47.200]  當耶穌基督要跟他們說登山補佛之先
[00:04:47.200 --> 00:04:48.200]  他說了一句話
[00:04:48.200 --> 00:04:50.200]  他說你們要悔改
[00:04:50.200 --> 00:04:52.200]  因為天國近了
[00:04:52.200 --> 00:04:55.200]  因為天國近了
[00:04:55.200 --> 00:04:59.200]  我們面對一個充滿挑戰的世代
[00:04:59.200 --> 00:05:01.200]  一個末世的世代
[00:05:01.200 --> 00:05:05.200]  首要的我們要去反省我們自己
[00:05:05.200 --> 00:05:09.200]  究竟今天我們有沒有在我們自身的處境裏面
[00:05:09.200 --> 00:05:11.200]  我們都要承認我們有很多的不忠
[00:05:11.200 --> 00:05:13.200]  我們都有很多的缺乏
[00:05:13.200 --> 00:05:15.200]  我們有很多做得不好的地方
[00:05:15.200 --> 00:05:17.200]  甚至我們有去得罪上帝的地方
[00:05:17.200 --> 00:05:19.200]  我們是不是先要回到上帝裏面
[00:05:19.200 --> 00:05:21.200]  我們要去尋求悔改
[00:05:21.200 --> 00:05:23.200]  去尋求寬恕
[00:05:23.200 --> 00:05:25.200]  沒錯我們面對一個世界裏面
[00:05:25.200 --> 00:05:27.200]  充滿了很多的不公平很多的不公義
[00:05:27.200 --> 00:05:31.200]  沒錯我們在當中要去認清這些現況
[00:05:31.200 --> 00:05:34.200]  但同一時間我們都要作出一個很重要的自我的反省
[00:05:34.200 --> 00:05:37.200]  今天當我們面對一個黑暗的年代
[00:05:37.200 --> 00:05:40.200]  我們都成為了黑暗的一部份
[00:05:40.200 --> 00:05:42.200]  還是我們要願意成為光
[00:05:42.200 --> 00:05:45.200]  去照亮這個世代的黑暗呢
[00:05:45.200 --> 00:05:49.200]  為黑暗的世界帶來一點光
[00:05:49.200 --> 00:05:50.200]  我們要做到甚麼
[00:05:50.200 --> 00:05:52.200]  第一你要懂得去明辨是非
[00:05:52.200 --> 00:05:55.200]  第二你要控制你自己的怒氣
[00:05:55.200 --> 00:05:58.200]  第三就是今天的經文裏面更加要提醒我們
[00:05:58.200 --> 00:06:01.200]  我們要去以善成惡
[00:06:03.200 --> 00:06:05.200]  當我們要進入經文的時候
[00:06:05.200 --> 00:06:07.200]  我們要去明辨是非
[00:06:07.200 --> 00:06:11.200]  在羅馬書第十二章第十七節告訴你
[00:06:11.200 --> 00:06:14.200]  對任何人都不要以惡報惡
[00:06:14.200 --> 00:06:19.200]  眾人看為美好的事要留心去思想
[00:06:19.200 --> 00:06:23.200]  保羅在這裏說我們不可以
[00:06:23.200 --> 00:06:27.200]  以惡報惡在當中不是說一些風涼的話
[00:06:27.200 --> 00:06:31.200]  站在一個道德的高地去說一句話
[00:06:31.200 --> 00:06:34.200]  保羅的一生都面對很多的惡
[00:06:34.200 --> 00:06:38.200]  他所面對的惡比我們今天所面對的惡更加大
[00:06:38.200 --> 00:06:40.200]  他當時所面對世代的黑暗
[00:06:40.200 --> 00:06:44.200]  比我們今時今日所面對世代的黑暗更加的黑暗
[00:06:44.200 --> 00:06:46.200]  所以他今天不是說一個風涼的話
[00:06:46.200 --> 00:06:48.200]  他用他自己自身的經歷
[00:06:48.200 --> 00:06:53.200]  他的一生去說明如何才能夠以善成惡
[00:06:53.200 --> 00:06:55.200]  第一件事他要提醒我們
[00:06:55.200 --> 00:06:58.200]  他說我們要懂得去明辨是非
[00:06:58.200 --> 00:07:01.200]  他說不要以惡報惡
[00:07:01.200 --> 00:07:04.200]  眾人看為美好的事
[00:07:04.200 --> 00:07:06.200]  所有人都看似認同
[00:07:06.200 --> 00:07:08.200]  大家都覺得非常之好
[00:07:08.200 --> 00:07:09.200]  是這樣做的
[00:07:09.200 --> 00:07:12.200]  但他說你要留心去思想
[00:07:12.200 --> 00:07:14.200]  你要去想一想
[00:07:14.200 --> 00:07:17.200]  是不是所有人都去做的事
[00:07:17.200 --> 00:07:20.200]  就必然是好事呢
[00:07:20.200 --> 00:07:22.200]  我想告訴大家
[00:07:22.200 --> 00:07:24.200]  在歷史裏告訴你不是
[00:07:24.200 --> 00:07:27.200]  我們不是因為別人覺得要這樣做
[00:07:27.200 --> 00:07:28.200]  我們就要這樣做
[00:07:28.200 --> 00:07:29.200]  我們要去思想
[00:07:29.200 --> 00:07:30.200]  我們要去思考
[00:07:30.200 --> 00:07:33.200]  其中一個最明顯的例子就是
[00:07:33.200 --> 00:07:36.200]  在二次世界大戰裏面納粹德國
[00:07:36.200 --> 00:07:39.200]  當時一些教會
[00:07:39.200 --> 00:07:42.200]  很多文獻告訴你
[00:07:42.200 --> 00:07:45.200]  在二次世界大戰的時間
[00:07:45.200 --> 00:07:46.200]  德國
[00:07:46.200 --> 00:07:51.200]  差不多所有德國的教徒和天主教徒
[00:07:51.200 --> 00:07:57.200]  都非常接納當年納粹的信條
[00:07:57.200 --> 00:08:01.200]  甚至接納他們扭曲了的民族主義
[00:08:01.200 --> 00:08:08.200]  甚至部分他們有參與迫害猶太人的行為
[00:08:08.200 --> 00:08:12.200]  歷史向我們說話
[00:08:12.200 --> 00:08:15.200]  當時所有人都覺得
[00:08:15.200 --> 00:08:17.200]  當時德國很多的基督徒
[00:08:17.200 --> 00:08:18.200]  很多的天主教徒
[00:08:18.200 --> 00:08:20.200]  都覺得這樣做是沒有問題
[00:08:20.200 --> 00:08:23.200]  歷史告訴你
[00:08:23.200 --> 00:08:26.200]  不是對的
[00:08:26.200 --> 00:08:30.200]  究竟當所有人認為美好的事情
[00:08:30.200 --> 00:08:32.200]  我們是不是要去留心
[00:08:32.200 --> 00:08:35.200]  特別身處在一個黑暗的年代
[00:08:35.200 --> 00:08:38.200]  很多人因為不同的原因
[00:08:38.200 --> 00:08:40.200]  一些利益的關係
[00:08:40.200 --> 00:08:42.200]  顛倒是非黑白
[00:08:42.200 --> 00:08:45.200]  將不對的事情說到對的位置
[00:08:45.200 --> 00:08:48.200]  我們是不是都同樣跟著
[00:08:48.200 --> 00:08:51.200]  這個想法而去走
[00:08:51.200 --> 00:08:54.200]  還是今天我們要懂得去明辨
[00:08:54.200 --> 00:08:56.200]  什麼是是非
[00:08:56.200 --> 00:08:58.200]  今天我們要去思考
[00:08:58.200 --> 00:09:01.200]  今天我們要進入聖經裏面
[00:09:01.200 --> 00:09:03.200]  究竟讓我們知道
[00:09:03.200 --> 00:09:05.200]  聖經如何帶領我們
[00:09:05.200 --> 00:09:07.200]  去面對現今的世代裏面
[00:09:07.200 --> 00:09:13.200]  我們如何作出一個最合宜的決定
[00:09:13.200 --> 00:09:16.200]  聖經說清心的人有福
[00:09:16.200 --> 00:09:18.200]  白福句裏面清心的人有福
[00:09:18.200 --> 00:09:21.200]  清心英文翻譯為Pure Heart
[00:09:21.200 --> 00:09:24.200]  一個很純潔的心
[00:09:24.200 --> 00:09:28.200]  清心的人是擁有真信心的人
[00:09:28.200 --> 00:09:33.200]  他所看見的不只是表象是什麼
[00:09:33.200 --> 00:09:38.200]  他在基督裏面看到事情的本相是什麼
[00:09:38.200 --> 00:09:40.200]  他說唯有清心的人
[00:09:40.200 --> 00:09:44.200]  他們才能夠去得見上帝
[00:09:44.200 --> 00:09:48.200]  當你能夠和上帝有一個很緊密的關係的時候
[00:09:48.200 --> 00:09:52.200]  你的眼睛不只是看到事情的本
[00:09:52.200 --> 00:09:53.200]  那個表象
[00:09:53.200 --> 00:09:55.200]  而是你看到一個事情
[00:09:55.200 --> 00:09:58.200]  它的真相是什麼
[00:09:58.200 --> 00:10:01.200]  第二你要控制你自己的怒氣
[00:10:01.200 --> 00:10:02.200]  各位聽眾姐妹們
[00:10:02.200 --> 00:10:03.200]  你不要誤會
[00:10:03.200 --> 00:10:05.200]  這裏不是說你不要生氣
[00:10:05.200 --> 00:10:09.200]  當人面對一些不公平不公義的事情
[00:10:09.200 --> 00:10:11.200]  我們會生氣
[00:10:11.200 --> 00:10:12.200]  但他說不是不要生氣
[00:10:12.200 --> 00:10:14.200]  但請你要去控制
[00:10:14.200 --> 00:10:17.200]  你要去控制你的怒氣
[00:10:17.200 --> 00:10:19.200]  他說親愛的弟兄們
[00:10:19.200 --> 00:10:21.200]  不要自己報復
[00:10:21.200 --> 00:10:25.200]  不要自己報復
[00:10:25.200 --> 00:10:27.200]  Revenge
[00:10:27.200 --> 00:10:29.200]  報復在當中有一個意思
[00:10:29.200 --> 00:10:33.200]  就是你自己好像充當一個審判者的角色
[00:10:33.200 --> 00:10:37.200]  在當中去判斷那件事情
[00:10:37.200 --> 00:10:41.200]  是究竟是對還是不對
[00:10:41.200 --> 00:10:42.200]  他告訴你
[00:10:42.200 --> 00:10:43.200]  寧可
[00:10:43.200 --> 00:10:45.200]  寧可的意思是你可以選擇
[00:10:45.200 --> 00:10:47.200]  讓神的憤怒留地步
[00:10:47.200 --> 00:10:49.200]  留地步就是留一個空間
[00:10:49.200 --> 00:10:52.200]  留一個空間讓神去作供
[00:10:52.200 --> 00:10:59.200]  也留一個空間讓你自己去沉澱下來
[00:10:59.200 --> 00:11:00.200]  我們可以生氣
[00:11:00.200 --> 00:11:02.200]  但不可以失控
[00:11:02.200 --> 00:11:03.200]  失控到一個地步
[00:11:03.200 --> 00:11:06.200]  就是失控會讓人失去理智
[00:11:06.200 --> 00:11:10.200]  你也不能讓上帝的聲音進入你的生命當中
[00:11:10.200 --> 00:11:14.200]  這是一個相當危險的事情
[00:11:14.200 --> 00:11:16.200]  我想當我們面對怒氣的時候
[00:11:16.200 --> 00:11:17.200]  你看很多新聞
[00:11:17.200 --> 00:11:22.200]  人因為怒氣失控而帶來很多悲劇發生
[00:11:22.200 --> 00:11:24.200]  很多家庭的慘劇
[00:11:24.200 --> 00:11:28.200]  都是因為人一時控制不了的怒氣
[00:11:28.200 --> 00:11:32.200]  而帶來一個無可挽回的後果
[00:11:32.200 --> 00:11:34.200]  我想怒氣
[00:11:34.200 --> 00:11:36.200]  一個失控的怒氣
[00:11:36.200 --> 00:11:38.200]  不單止傷人
[00:11:38.200 --> 00:11:40.200]  更加會傷身
[00:11:40.200 --> 00:11:42.200]  美國做了一個調查
[00:11:42.200 --> 00:11:46.200]  究竟怒氣如何影響你身體的健康呢
[00:11:46.200 --> 00:11:47.200]  有三樣東西
[00:11:47.200 --> 00:11:48.200]  第一
[00:11:48.200 --> 00:11:49.200]  它告訴你
[00:11:49.200 --> 00:11:51.200]  因為你失控的怒氣
[00:11:51.200 --> 00:11:54.200]  會讓你患上心血管疾病的風險
[00:11:54.200 --> 00:11:56.200]  會高出五倍
[00:11:56.200 --> 00:11:58.200]  它說你五分鐘的怒氣
[00:11:58.200 --> 00:12:00.200]  能夠影響你的免疫系統
[00:12:00.200 --> 00:12:02.200]  至少五個小時
[00:12:02.200 --> 00:12:05.200]  你的憤怒時
[00:12:05.200 --> 00:12:08.200]  很容易引起心臟病發
[00:12:08.200 --> 00:12:12.200]  我想怒氣
[00:12:12.200 --> 00:12:14.200]  有時我們都明白
[00:12:14.200 --> 00:12:15.200]  面對一些事情
[00:12:15.200 --> 00:12:17.200]  我們很容易生氣
[00:12:17.200 --> 00:12:19.200]  但如果生氣到一個地步
[00:12:19.200 --> 00:12:21.200]  我們不能控制的時候
[00:12:21.200 --> 00:12:22.200]  第一
[00:12:22.200 --> 00:12:24.200]  你會傷害到自己
[00:12:24.200 --> 00:12:25.200]  第二
[00:12:25.200 --> 00:12:26.200]  你同一時間
[00:12:26.200 --> 00:12:29.200]  你也會傷害到身邊的人
[00:12:29.200 --> 00:12:34.200]  所以當我們面對一個充滿挑戰黑暗的年代的時候
[00:12:34.200 --> 00:12:36.200]  我們會生氣
[00:12:36.200 --> 00:12:38.200]  但容讓我們
[00:12:38.200 --> 00:12:41.200]  也有空間讓我們冷靜下來
[00:12:41.200 --> 00:12:44.200]  讓我們作出一些思考
[00:12:44.200 --> 00:12:47.200]  也讓上帝留給空間
[00:12:47.200 --> 00:12:50.200]  讓上帝在這段時間當中作供
[00:12:50.200 --> 00:12:52.200]  我們經常引用
[00:12:52.200 --> 00:12:55.200]  《亞國書》第一章第十九至二十節
[00:12:55.200 --> 00:12:56.200]  它告訴你
[00:12:56.200 --> 00:12:57.200]  我親愛的弟兄們
[00:12:57.200 --> 00:12:59.200]  你們要明白
[00:12:59.200 --> 00:13:02.200]  你們每一個人要快快地聽
[00:13:02.200 --> 00:13:04.200]  慢慢地說
[00:13:04.200 --> 00:13:06.200]  慢慢地動腦
[00:13:06.200 --> 00:13:08.200]  今天我會告訴你
[00:13:08.200 --> 00:13:10.200]  不是說我們不可以動腦
[00:13:10.200 --> 00:13:12.200]  但你要慢慢來
[00:13:12.200 --> 00:13:15.200]  當你能夠放慢你的腳步
[00:13:15.200 --> 00:13:19.200]  去面對一些不公平不公義的事情
[00:13:19.200 --> 00:13:20.200]  很多時候
[00:13:20.200 --> 00:13:24.200]  讓你的衝動來得更加有效
[00:13:24.200 --> 00:13:27.200]  他說因為人的怒氣
[00:13:27.200 --> 00:13:31.200]  並不能夠去實現上帝的義
[00:13:31.200 --> 00:13:33.200]  我想這也成為我們今時今日
[00:13:33.200 --> 00:13:36.200]  一個很重要的提醒和教導
[00:13:36.200 --> 00:13:38.200]  第三件事
[00:13:38.200 --> 00:13:39.200]  他告訴我們
[00:13:39.200 --> 00:13:41.200]  我們要去以善成惡
[00:13:41.200 --> 00:13:44.200]  他說不要被惡所剩
[00:13:44.200 --> 00:13:46.200]  反而要以善成惡
[00:13:46.200 --> 00:13:47.200]  他說了兩件事
[00:13:47.200 --> 00:13:48.200]  他說第一
[00:13:48.200 --> 00:13:51.200]  你首要不要讓罪惡
[00:13:51.200 --> 00:13:53.200]  勝過你自己
[00:13:53.200 --> 00:13:54.200]  沒錯
[00:13:54.200 --> 00:13:57.200]  我們正面對一個充滿罪惡的世界
[00:13:57.200 --> 00:13:59.200]  但我們要留意一件事
[00:13:59.200 --> 00:14:01.200]  不要容讓惡
[00:14:01.200 --> 00:14:04.200]  讓你成為另一種惡
[00:14:04.200 --> 00:14:07.200]  我希望大家都明白和理解
[00:14:07.200 --> 00:14:08.200]  沒錯
[00:14:08.200 --> 00:14:11.200]  我們正面對一個充滿惡的世代
[00:14:11.200 --> 00:14:16.200]  但千萬不要容讓我們現在所面對的惡
[00:14:16.200 --> 00:14:19.200]  讓我們變成另一種惡
[00:14:19.200 --> 00:14:21.200]  否則這個世界
[00:14:21.200 --> 00:14:24.200]  並不會為這個世界帶來光明
[00:14:24.200 --> 00:14:28.200]  反而是為這個世界帶來更多更多的黑暗
[00:14:29.200 --> 00:14:32.200]  因為當人面對惡的時候
[00:14:32.200 --> 00:14:35.200]  我們不能夠被惡所剩
[00:14:35.200 --> 00:14:36.200]  經文提醒我們
[00:14:36.200 --> 00:14:39.200]  反而要以善成惡
[00:14:39.200 --> 00:14:40.200]  在英文翻譯本
[00:14:40.200 --> 00:14:42.200]  叫做《New Living Translation》
[00:14:42.200 --> 00:14:45.200]  他告訴我們什麼叫以善成惡
[00:14:45.200 --> 00:14:48.200]  他說就是你要去做好
[00:14:48.200 --> 00:14:52.200]  他說你要做一些好的事出來
[00:14:52.200 --> 00:14:55.200]  有時我們面對客觀的環境
[00:14:55.200 --> 00:14:58.200]  我們未必能夠即時改變現況
[00:14:58.200 --> 00:15:01.200]  或者我們也不能夠做到什麼
[00:15:01.200 --> 00:15:03.200]  但反過來
[00:15:03.200 --> 00:15:05.200]  有件事可以做的時候
[00:15:05.200 --> 00:15:08.200]  你要為這個世界帶來更多的祝福
[00:15:08.200 --> 00:15:10.200]  你要為這個世界帶來更多的盼望
[00:15:10.200 --> 00:15:12.200]  你要讓人知道
[00:15:12.200 --> 00:15:15.200]  雖然我們身處在一個黑暗的年代
[00:15:15.200 --> 00:15:17.200]  但從我們身上
[00:15:17.200 --> 00:15:19.200]  特別從我們這些基督徒的身上
[00:15:19.200 --> 00:15:22.200]  要讓人看得見盼望
[00:15:22.200 --> 00:15:25.200]  要讓人看得見什麼叫做愛
[00:15:25.200 --> 00:15:28.200]  我相信教會今天在地上
[00:15:28.200 --> 00:15:31.200]  也要去實踐這個使命
[00:15:31.200 --> 00:15:34.200]  讓教會也一同去實踐
[00:15:34.200 --> 00:15:37.200]  什麼叫做以善成惡
[00:15:37.200 --> 00:15:40.200]  過去我們做了一個運動
[00:15:40.200 --> 00:15:42.200]  叫做「與鄰同向」
[00:15:42.200 --> 00:15:45.200]  這個運動也會繼續進行下去
[00:15:45.200 --> 00:15:48.200]  我們過去在當中去收集口罩
[00:15:48.200 --> 00:15:50.200]  將口罩送贈給一些
[00:15:50.200 --> 00:15:52.200]  可能有很多的基層
[00:15:52.200 --> 00:15:54.200]  或者可能有很多需要的人
[00:15:54.200 --> 00:15:58.200]  清潔工或者甚至乎一些露宿者
[00:15:58.200 --> 00:16:00.200]  我們透過送口罩能夠祝福他們
[00:16:00.200 --> 00:16:03.200]  另外我們也都希望去收集更多的糧食
[00:16:03.200 --> 00:16:06.200]  讓特別可能在這個經濟環境裏
[00:16:06.200 --> 00:16:08.200]  很多的家庭有些人要失業
[00:16:08.200 --> 00:16:12.200]  在當中面對經濟的困難
[00:16:12.200 --> 00:16:14.200]  或者一些糧食的缺乏
[00:16:14.200 --> 00:16:16.200]  我們希望透過收集這些糧食
[00:16:16.200 --> 00:16:18.200]  能夠送贈給他們
[00:16:18.200 --> 00:16:20.200]  我們剛剛完成了
[00:16:20.200 --> 00:16:22.200]  這個星期就會完成第二期
[00:16:22.200 --> 00:16:24.200]  我們會進入到第三期當中
[00:16:24.200 --> 00:16:26.200]  亦都鼓勵弟兄姊妹
[00:16:26.200 --> 00:16:28.200]  在當中去參與
[00:16:28.200 --> 00:16:30.200]  盼望讓我們能夠收集的
[00:16:30.200 --> 00:16:32.200]  也能夠為更多人帶來祝福
[00:16:32.200 --> 00:16:36.200]  我想這個是其中一件我們可以做的行動
[00:16:36.200 --> 00:16:40.200]  我們希望在一個充滿黑暗挑戰的世代裏
[00:16:40.200 --> 00:16:42.200]  能夠為更多人帶來祝福
[00:16:42.200 --> 00:16:44.200]  能夠為更多人帶來盼望
[00:16:44.200 --> 00:16:46.200]  另外之前
[00:16:46.200 --> 00:16:50.200]  當那麼堂食
[00:16:50.200 --> 00:16:52.200]  那麼晚上堂食
[00:16:52.200 --> 00:16:56.200]  有兩天全日都堂食的時間
[00:16:56.200 --> 00:16:58.200]  有很多人仍然都要上班
[00:16:58.200 --> 00:17:00.200]  沒有地方吃東西
[00:17:00.200 --> 00:17:02.200]  教會都在我們開放教會的地方
[00:17:02.200 --> 00:17:04.200]  讓有需要的人都能夠上來教會
[00:17:04.200 --> 00:17:06.200]  在當中去用膳的時間
[00:17:06.200 --> 00:17:10.200]  開始是微不足道的
[00:17:10.200 --> 00:17:12.200]  但我相信這件事都是今天
[00:17:12.200 --> 00:17:14.200]  我們應該要做的事情
[00:17:14.200 --> 00:17:16.200]  雖然開了幾天
[00:17:16.200 --> 00:17:18.200]  但後來政府又轉變主意
[00:17:18.200 --> 00:17:22.200]  又開放五時堂食的時候
[00:17:22.200 --> 00:17:26.200]  但我想這些事情裏面
[00:17:26.200 --> 00:17:30.200]  當我們見到世代有很多人有需要
[00:17:30.200 --> 00:17:32.200]  甚至很多人受苦的時間
[00:17:32.200 --> 00:17:34.200]  究竟今天作為基督徒
[00:17:34.200 --> 00:17:36.200]  作為教會
[00:17:36.200 --> 00:17:40.200]  我們是否願意向他們伸出一舉援手
[00:17:40.200 --> 00:17:42.200]  可能只是一些很簡單的事情
[00:17:42.200 --> 00:17:44.200]  但正正這些那麼簡單的事情
[00:17:44.200 --> 00:17:48.200]  卻能夠為世代帶來祝福
[00:17:48.200 --> 00:17:52.200]  當我們面對世代的時間
[00:17:52.200 --> 00:17:56.200]  我們要承認我們身處在一個充滿黑暗的年代
[00:17:56.200 --> 00:17:58.200]  很多的挑戰
[00:17:58.200 --> 00:18:00.200]  很多的困難
[00:18:00.200 --> 00:18:02.200]  很多的惡在當中出現
[00:18:02.200 --> 00:18:07.200]  正如當日保羅他面對羅馬帝國的統治的時候
[00:18:07.200 --> 00:18:10.200]  都是充滿了很多的黑暗和惡
[00:18:10.200 --> 00:18:13.200]  但保羅用他的生命教導我們
[00:18:13.200 --> 00:18:15.200]  他說不要被惡所剩
[00:18:15.200 --> 00:18:17.200]  反而要以善成惡
[00:18:17.200 --> 00:18:24.200]  唯有善才能夠為這個充滿惡的世界帶來改變和出路
[00:18:24.200 --> 00:18:27.200]  馬太福音同樣在這裏告訴我們
[00:18:27.200 --> 00:18:31.200]  末世的日子就是充滿了很多的邪惡
[00:18:31.200 --> 00:18:33.200]  為甚麼?
[00:18:33.200 --> 00:18:36.200]  他說:只因不法的事增多
