
[00:00:00.000 --> 00:00:06.000]  各位電影姐妹 各位朋友 大家好
[00:02:56.000 --> 00:03:00.000]  馬拿有一個特性
[00:03:00.000 --> 00:03:03.000]  當它遇到太陽一出來的時候
[00:03:03.000 --> 00:03:06.000]  它就會融化
[00:03:06.000 --> 00:03:08.000]  如果以色列人說
[00:03:08.000 --> 00:03:10.000]  不如我那天收多點
[00:03:10.000 --> 00:03:12.000]  留到第二天早上吃
[00:03:12.000 --> 00:03:14.000]  可能就不用出去那麼辛苦
[00:03:14.000 --> 00:03:16.000]  這樣又不行
[00:03:16.000 --> 00:03:18.000]  因為馬拿其中一個特性
[00:03:18.000 --> 00:03:20.000]  如果你嘗試把它留過夜的話
[00:03:20.000 --> 00:03:22.000]  它就會變壞
[00:03:22.000 --> 00:03:24.000]  就會發臭
[00:03:24.000 --> 00:03:28.000]  而第七天,在安息日的緣故
[00:03:28.000 --> 00:03:33.000]  那天耶和華不會供應馬拿
[00:03:33.000 --> 00:03:38.000]  所以以色列人必須在第六天的早上
[00:03:38.000 --> 00:03:42.000]  像之前一樣按著他們家人的數量
[00:03:42.000 --> 00:03:45.000]  按著他們的食量
[00:03:45.000 --> 00:03:47.000]  在第六天的時候
[00:03:47.000 --> 00:03:49.000]  就要收取雙份的馬拿
[00:03:49.000 --> 00:03:51.000]  而奇妙的是
[00:03:51.000 --> 00:03:54.000]  唯獨第六天所收取的馬拿
[00:03:54.000 --> 00:03:56.000]  留到第二天早上的時候
[00:03:56.000 --> 00:04:00.000]  就不會變壞,也不會發臭
[00:04:00.000 --> 00:04:04.000]  耶和華就是這樣用了四十年的時間
[00:04:04.000 --> 00:04:08.000]  無間斷、引導、磨練、考驗
[00:04:08.000 --> 00:04:12.000]  以色列民對耶和華的敬畏
[00:04:12.000 --> 00:04:16.000]  按照神對他們的說話
[00:04:16.000 --> 00:04:23.000]  去遵守、仰望、依靠、跟隨和等候
[00:04:23.000 --> 00:04:30.000]  藉此去兼顧他們對神更具韌力的信心
[00:04:30.000 --> 00:04:32.000]  預備耶和華的子民
[00:04:32.000 --> 00:04:35.000]  當他們進入了美地之後
[00:04:35.000 --> 00:04:43.000]  去領取神給他們每七年一次更豐盛的英許
[00:04:43.000 --> 00:04:47.000]  今天我們會從以下三點
[00:04:47.000 --> 00:04:51.000]  一起去看看安息年這個節期
[00:04:51.000 --> 00:04:55.000]  跟我們的敬拜生活有什麼關係
[00:04:55.000 --> 00:04:58.000]  分別是進入真正平安
[00:04:58.000 --> 00:05:01.000]  實踐愛倫如己
[00:05:01.000 --> 00:05:07.000]  重塑恢復的力量
[00:05:07.000 --> 00:05:10.000]  進入真正的平安
[00:05:10.000 --> 00:05:13.000]  安息
[00:05:13.000 --> 00:05:19.000]  安息,Sabbath,也是Shalom,平安的意思
[00:05:19.000 --> 00:05:23.000]  耶和華他吩咐以色列子民
[00:05:23.000 --> 00:05:29.000]  第七年的時候要讓地完全的潔色
[00:05:29.000 --> 00:05:33.000]  去享受耶和華的安息
[00:05:33.000 --> 00:05:38.000]  即是去享受耶和華的平安
[00:05:38.000 --> 00:05:43.000]  地要安息,這裡用了一種二人法
[00:05:43.000 --> 00:05:49.000]  去表達地,包括這片英許之地迦南美地
[00:05:49.000 --> 00:05:52.000]  是享有他生命的主權
[00:05:52.000 --> 00:05:56.000]  耶和華就是他的神
[00:05:56.000 --> 00:05:59.000]  美地是耶和華所定的日子
[00:05:59.000 --> 00:06:03.000]  每七年一次就享有全年的安息年
[00:06:03.000 --> 00:06:06.000]  即是說在這一年裡面
[00:06:06.000 --> 00:06:12.000]  人就要停止在美地上一切恆常的農作活動
[00:06:12.000 --> 00:06:20.000]  包括不可以在美地上耕種、殺種和收成
[00:06:20.000 --> 00:06:28.000]  人在這一年要讓美地自由生長和出產
[00:06:28.000 --> 00:06:31.000]  好了,輪到我們了
[00:06:31.000 --> 00:06:36.000]  我們又如何在日常生活裡過一種敬拜生活
[00:06:36.000 --> 00:06:44.000]  進入活在神真正的安息和平安裡呢?
[00:06:44.000 --> 00:06:48.000]  就是在我們每天的日常生活裡
[00:06:48.000 --> 00:06:55.000]  我們學習以禱告實踐敬拜
[00:06:55.000 --> 00:07:05.000]  因為禱告是保持我們的心對神的愛、讚美和感恩
[00:07:05.000 --> 00:07:08.000]  創造心靈空間和時間
[00:07:08.000 --> 00:07:14.000]  去建立個人親近自由敬拜神的習慣
[00:07:14.000 --> 00:07:20.000]  我們可以用不同的方式去敬拜親近神
[00:07:20.000 --> 00:07:30.000]  例如透過創作、唱詩、讀經、默想或抄寫經文
[00:07:30.000 --> 00:07:37.000]  以聖經的真理為基礎去反思我們自己的生命
[00:07:37.000 --> 00:07:43.000]  聆聽我們自己的內心和聖靈的聲音
[00:07:43.000 --> 00:07:47.000]  當聖靈引導光照我們的時候
[00:07:47.000 --> 00:07:54.000]  我們坦誠向神認罪、回轉、悔改
[00:07:54.000 --> 00:08:03.000]  從而經歷耶穌的赦免、醫治、復原和更新
[00:08:03.000 --> 00:08:09.000]  將我們生命不同的重擔、情緒
[00:08:09.000 --> 00:08:13.000]  不論是我們的憂愁、焦慮
[00:08:13.000 --> 00:08:22.000]  甚或我們發現我們生命中的各種發現
[00:08:22.000 --> 00:08:27.000]  例如我們的傷痛、罪疚
[00:08:27.000 --> 00:08:36.000]  例如我們發現我們對自己或對其他人的過份要求
[00:08:36.000 --> 00:08:40.000]  甚或在我們人生成長的過程中
[00:08:40.000 --> 00:08:44.000]  在不同的時間我們都有不同的目標
[00:08:44.000 --> 00:08:51.000]  這些我們都可以一樣一樣放下交給耶穌
[00:08:51.000 --> 00:08:55.000]  當年我在美國讀大學
[00:08:55.000 --> 00:09:00.000]  當時我是一個由香港過去的國際學生
[00:09:00.000 --> 00:09:03.000]  在我讀書最後一個學期的時候
[00:09:03.000 --> 00:09:06.000]  我差不多要開始想一下
[00:09:06.000 --> 00:09:12.000]  我畢業之後會繼續留在美國或回流香港
[00:09:12.000 --> 00:09:15.000]  與此同時,我自己的感情生活
[00:09:15.000 --> 00:09:21.000]  當時也正正處於一個三角關係中
[00:09:21.000 --> 00:09:27.000]  在當時的處境,對於我無論畢業後的前路和感情方面
[00:09:27.000 --> 00:09:32.000]  我也正正面對著去與留的掙扎
[00:09:32.000 --> 00:09:35.000]  所以我的心情經常反反覆覆
[00:09:35.000 --> 00:09:41.000]  徘徊在憂鬱和迷失的狀況
[00:09:41.000 --> 00:09:44.000]  有一天在學校上完課的時候
[00:09:44.000 --> 00:09:50.000]  我心裡突然想起我中學時認識的耶穌
[00:09:50.000 --> 00:09:55.000]  因為我自己在一間基督教學校讀書
[00:09:55.000 --> 00:09:58.000]  所以對耶穌是有一些認識
[00:09:58.000 --> 00:10:05.000]  但在多年來,我自己也很心硬
[00:10:05.000 --> 00:10:09.000]  我不願意相信接受耶穌
[00:10:09.000 --> 00:10:12.000]  就算在那一刻我想起耶穌
[00:10:12.000 --> 00:10:17.000]  我也不願意直接呼求祂的名字
[00:10:17.000 --> 00:10:21.000]  「耶穌,我很想向祢祈禱」之類的,我也沒有
[00:10:21.000 --> 00:10:24.000]  當時我只是看著天
[00:10:24.000 --> 00:10:30.000]  於是我就開始在那時候發出一個祈求
[00:10:30.000 --> 00:10:37.000]  「如果誰可以伸手拯救我的話,我就相信他」
[00:10:37.000 --> 00:10:40.000]  就這樣過了三個星期之後
[00:10:40.000 --> 00:10:43.000]  有一天在上課分組的時候
[00:10:43.000 --> 00:10:47.000]  有一個女同學主動邀請我
[00:10:47.000 --> 00:10:53.000]  參加那晚她教會在我們學校舉辦的學生報道會
[00:10:53.000 --> 00:10:56.000]  我即時答應了她的邀請
[00:10:56.000 --> 00:11:01.000]  而且我心裡對這個報道會充滿期待
[00:11:01.000 --> 00:11:05.000]  雖然現在說起已經是25年前的事
[00:11:05.000 --> 00:11:09.000]  但現在我仍然很深刻地記得
[00:11:09.000 --> 00:11:12.000]  當晚我有去
[00:11:12.000 --> 00:11:15.000]  站在場地門口
[00:11:15.000 --> 00:11:22.000]  我當時聽到的是那種結他的聲音
[00:11:22.000 --> 00:11:26.000]  那結他的聲音深深地吸引著我
[00:11:26.000 --> 00:11:32.000]  引領我進入一種我嚮往了很久的平安
[00:11:32.000 --> 00:11:38.000]  現在我當然知道這份平安是來自耶穌基督
[00:11:38.000 --> 00:11:40.000]  是聖靈引導我傳人
[00:11:40.000 --> 00:11:43.000]  我的身心靈和我的情感
[00:11:43.000 --> 00:11:47.000]  透過音樂、詩歌進入敬拜
[00:11:47.000 --> 00:11:51.000]  經歷耶穌基督的平安
[00:11:51.000 --> 00:11:56.000]  這種平安無論我出身於什麼家庭
[00:11:56.000 --> 00:11:58.000]  我是什麼種族的人
[00:11:58.000 --> 00:12:04.000]  而這份平安讓我感受到我是被接納、被尊重
[00:12:04.000 --> 00:12:11.000]  正正就好像詩歌《放下》裡的歌詞
[00:12:11.000 --> 00:12:13.000]  在這份平安裡
[00:12:13.000 --> 00:12:17.000]  我渴望我能夠放下困難
[00:12:17.000 --> 00:12:18.000]  放下創傷
[00:12:18.000 --> 00:12:20.000]  放下苦淡
[00:12:20.000 --> 00:12:22.000]  靠近耶穌
[00:12:22.000 --> 00:12:25.000]  得輕散
[00:12:25.000 --> 00:12:26.000]  那晚之後
[00:12:26.000 --> 00:12:29.000]  我一直渴望能夠停留
[00:12:29.000 --> 00:12:35.000]  擁有這份平安和被接納的愛
[00:12:35.000 --> 00:12:36.000]  一個月後
[00:12:36.000 --> 00:12:41.000]  那位邀請我參加報道會的女同學為我決志
[00:12:41.000 --> 00:12:44.000]  我相信接受了耶穌
[00:12:44.000 --> 00:12:47.000]  之後受浸、加入教會
[00:12:47.000 --> 00:12:52.000]  改變了我在基督裡的人生
[00:12:52.000 --> 00:12:53.000]  弟兄姊妹
[00:12:53.000 --> 00:12:56.000]  當我們每天生活
[00:12:56.000 --> 00:12:58.000]  經常與耶穌結連
[00:12:58.000 --> 00:13:00.000]  與耶穌連繫
[00:13:00.000 --> 00:13:07.000]  我們生命的焦點就會越來越對準在耶穌身上
[00:13:07.000 --> 00:13:16.000]  我們也會越願意將我們生命的主權開放交給耶穌
[00:13:16.000 --> 00:13:26.000]  心靈的深處再慢慢培養一種持久的內在寧靜
[00:13:26.000 --> 00:13:30.000]  當我們願意劃分時間
[00:13:30.000 --> 00:13:35.000]  從一切人為的活動中靜止下來的時候
[00:13:35.000 --> 00:13:38.000]  我們就經歷到剛才所說的
[00:13:38.000 --> 00:13:47.000]  心靈的深處就會慢慢培養一種持久的內在寧靜
[00:13:47.000 --> 00:13:54.000]  讓聖靈帶動我們全人身、心、靈
[00:13:54.000 --> 00:13:57.000]  以及我們真實的情感
[00:13:57.000 --> 00:14:02.000]  放在敬拜那裡獻情給神
[00:14:02.000 --> 00:14:10.000]  我們會慢慢越來越進入更多更深對神的馴服
[00:14:10.000 --> 00:14:13.000]  這就是在日常敬拜生活中
[00:14:13.000 --> 00:14:21.000]  經歷進入神的愛、安息和平安
[00:14:21.000 --> 00:14:26.000]  接著我們一起看看實踐愛倫如己
[00:14:26.000 --> 00:14:29.000]  耶和華吩咐他的以色列百姓
[00:14:29.000 --> 00:14:32.000]  在安息年的時候
[00:14:32.000 --> 00:14:39.000]  要洗他的百姓中的貧窮人有吃的食物
[00:14:39.000 --> 00:14:43.000]  社會之所以出現貧富懸殊
[00:14:43.000 --> 00:14:48.000]  是因為財富的收入和資源的分配不平均
[00:14:48.000 --> 00:14:53.000]  所產生而引致的民生現象
[00:14:53.000 --> 00:14:56.000]  然而我們清楚知道
[00:14:56.000 --> 00:15:05.000]  人是在罪的敗壞之下所生出的自私貪婪
[00:15:05.000 --> 00:15:10.000]  地上的貧窮人是永遠都不會斷絕
[00:15:10.000 --> 00:15:13.000]  所以神吩咐以色列民
[00:15:13.000 --> 00:15:21.000]  總要伸手幫助你地上困苦、貧窮的弟兄
[00:15:21.000 --> 00:15:26.000]  而在新約對信徒在基督耶穌裡蒙召的人
[00:15:26.000 --> 00:15:29.000]  即是我們每一個基督徒
[00:15:29.000 --> 00:15:33.000]  讓我們蒙召得自由
[00:15:33.000 --> 00:15:36.000]  得自由是甚麼呢
[00:15:36.000 --> 00:15:45.000]  得自由就是我們彼此總要用愛心互相服侍
[00:15:45.000 --> 00:15:48.000]  愛倫如己
[00:15:48.000 --> 00:15:52.000]  愛倫如己是一種甚麼生活呢
[00:15:52.000 --> 00:15:56.000]  愛倫如己是一種記得神的恩惠
[00:15:56.000 --> 00:16:02.000]  心存感恩的行道回應實踐生活
[00:16:02.000 --> 00:16:11.000]  在我們的團體敬拜中又如何實踐愛倫如己呢
[00:16:11.000 --> 00:16:14.000]  在我們參與崇拜之前
[00:16:14.000 --> 00:16:18.000]  我們一起學習每次預先禱告
[00:16:18.000 --> 00:16:21.000]  求主在我們每次崇拜的時候
[00:16:21.000 --> 00:16:24.000]  向我們眾人弟兄姊妹
[00:16:24.000 --> 00:16:28.000]  我們自己、新朋友、敬拜主席、敬拜隊
[00:16:28.000 --> 00:16:30.000]  正道的牧者
[00:16:30.000 --> 00:16:33.000]  在整個我們參與的崇拜群體中
[00:16:33.000 --> 00:16:36.000]  顯出神的同在
[00:16:36.000 --> 00:16:38.000]  讓我們大家的心靈
[00:16:38.000 --> 00:16:41.000]  我們的身體、我們的情感
[00:16:41.000 --> 00:16:45.000]  能夠從各樣的罪、前類、核制中
[00:16:45.000 --> 00:16:52.000]  被神的靈親自觸及、醫治、釋放、恢復和更新
[00:16:52.000 --> 00:17:00.000]  讓我們每一個人都能夠自由地去敬拜神
[00:17:00.000 --> 00:17:03.000]  當我們有這樣的禱告實踐
[00:17:03.000 --> 00:17:10.000]  我們就會經歷到在團體敬拜中越來越強的相聚意識
[00:17:10.000 --> 00:17:14.000]  我們一起成為一個合一的屬靈群體
[00:17:14.000 --> 00:17:18.000]  有同一的心思、同一的意念
[00:17:18.000 --> 00:17:22.000]  我們會經歷到和遇見到
[00:17:22.000 --> 00:17:25.000]  我們獨自一人不會遇見的事
[00:17:25.000 --> 00:17:30.000]  就是一種屬天的彼此團契
[00:17:30.000 --> 00:17:34.000]  是在聖靈的大能中深度相交
[00:17:34.000 --> 00:17:38.000]  是神所喜悅的合一敬拜
[00:17:38.000 --> 00:17:41.000]  我們一起去感恩、重讚父神
[00:17:41.000 --> 00:17:45.000]  是這位創天造地、掌管萬事萬物
[00:17:45.000 --> 00:17:51.000]  口齒百密給我們享受的主
[00:17:51.000 --> 00:17:54.000]  接著我們一起看看第三點
[00:17:54.000 --> 00:17:57.000]  重塑、恢復的力量
[00:17:57.000 --> 00:18:00.000]  經文說:每七年的最後一年
[00:18:00.000 --> 00:18:03.000]  你要施行豁免
[00:18:03.000 --> 00:18:05.000]  在安息年的時候
[00:18:05.000 --> 00:18:11.000]  耶和華要以色列百姓實行豁免
[00:18:11.000 --> 00:18:13.000]  意思是甚麼呢?
[00:18:13.000 --> 00:18:19.000]  意思是凡債主都不可以再向他的鄰舍和弟兄追討
[00:18:19.000 --> 00:18:25.000]  因為耶和華的豁免已經宣告了
[00:18:25.000 --> 00:18:31.000]  這是一個極大的恩典和憐憫
[00:18:31.000 --> 00:18:36.000]  欠債的人本應要履行他的義
[00:18:36.000 --> 00:18:42.000]  按時還債,直至債務償清
[00:18:42.000 --> 00:18:46.000]  耶穌基督以他的全人生命
[00:18:46.000 --> 00:18:48.000]  身上所流出的寶血
[00:18:48.000 --> 00:18:52.000]  親自背負、擔當我們的罪債
[00:18:52.000 --> 00:18:55.000]  在我們願意相信他、接受他
[00:18:55.000 --> 00:18:59.000]  作為我們的救主、生命的主宰那一刻
[00:18:59.000 --> 00:19:05.000]  我們就因信耶穌基督而被他稱義
[00:19:05.000 --> 00:19:13.000]  我們的生命從此不再受到罪的克制和綑綁
[00:19:13.000 --> 00:19:15.000]  在敬拜中的時候
[00:19:15.000 --> 00:19:20.000]  我們宣告承認我們是靠著神完備的恩典
[00:19:20.000 --> 00:19:26.000]  就是主耶穌基督去到父神的私恩寶座前
[00:19:26.000 --> 00:19:30.000]  以敬拜為祭獻給我們的神
[00:19:30.000 --> 00:19:35.000]  在敬拜中,每當我們被聖靈光照
[00:19:35.000 --> 00:19:40.000]  我們的罪、軟弱、傷痛
[00:19:40.000 --> 00:19:45.000]  在我們的工作、感情、家庭
[00:19:45.000 --> 00:19:54.000]  面對前途時引致的憂愁、壓力、擔心、焦慮
[00:19:54.000 --> 00:19:58.000]  這些通通我們都交給耶穌
[00:19:58.000 --> 00:20:03.000]  讓聖靈帶領我們、引導我們
[00:20:03.000 --> 00:20:10.000]  甚至是觸及我們的身心靈和我們真實的情感
[00:20:10.000 --> 00:20:15.000]  在實踐真實的敬拜中
[00:20:15.000 --> 00:20:20.000]  我們的生命必然經歷悲慘改變
[00:20:20.000 --> 00:20:31.000]  轉化、醫治、更新、重塑、恢復力量
[00:20:31.000 --> 00:20:40.000]  總結,安息年的意義就是要人相信神所說的話
[00:20:40.000 --> 00:20:47.000]  藉著聖經的真理去領受神已經預備好的豐盛應許
[00:20:47.000 --> 00:20:53.000]  讓我們個人延伸到我們所屬及所在的群體
[00:20:53.000 --> 00:20:58.000]  包括在我們的家庭、教會、學校、職場
[00:20:58.000 --> 00:21:08.000]  還有社區,經歷神信實的憐憫、釋放和自由
[00:21:08.000 --> 00:21:13.000]  只要我們從心靈和誠實敬拜神
[00:21:13.000 --> 00:21:16.000]  我們的生命就會經歷改變
[00:21:16.000 --> 00:21:22.000]  從生命不同的合制和綑綁中被釋放
[00:21:22.000 --> 00:21:29.000]  而逐漸進入活在神真正的安息、平安、自由
[00:21:29.000 --> 00:21:36.000]  還有擁有一顆常存感恩的心去愛我們身邊的鄰舍
[00:21:36.000 --> 00:21:41.000]  跟他們分享神的福音、豐盛的生命
[00:21:41.000 --> 00:21:47.000]  經歷被神重塑、恢復力量的生命
[00:21:47.000 --> 00:21:55.000]  我在2019年由唐所兒童侍工蒙召成為傳道童工
[00:21:55.000 --> 00:21:57.000]  當時我問主耶穌
[00:21:57.000 --> 00:22:00.000]  為什麼要在人心這麼不安穩的時候
[00:22:00.000 --> 00:22:02.000]  包括我自己也是
[00:22:02.000 --> 00:22:06.000]  在這個時候呼召我成為你的傳道童工呢?
[00:22:06.000 --> 00:22:09.000]  那你要我做什麼呢?
[00:22:09.000 --> 00:22:12.000]  耶穌兩次分別藉著不同的目者
[00:22:12.000 --> 00:22:15.000]  先後給我同一節的經文
[00:22:15.000 --> 00:22:19.000]  就是來自約翰福音14:27
[00:22:19.000 --> 00:22:21.000]  去回應我
[00:22:21.000 --> 00:22:23.000]  我留下平安給你們
[00:22:23.000 --> 00:22:28.000]  我把我的平安賜給你們
[00:22:28.000 --> 00:22:30.000]  我所賜給你們的
[00:22:30.000 --> 00:22:32.000]  不像世人所賜的
[00:22:32.000 --> 00:22:35.000]  你們心裡不要憂愁
[00:22:35.000 --> 00:22:38.000]  也不要膽怯
[00:22:38.000 --> 00:22:40.000]  這份平安
[00:22:40.000 --> 00:22:42.000]  豈不是25年前那一晚
[00:22:42.000 --> 00:22:44.000]  在報道會的時候
[00:22:44.000 --> 00:22:46.000]  當我遇見耶穌
[00:22:46.000 --> 00:22:53.000]  聖靈引領我進入耶穌應許的那份平安和安息裡嗎?
[00:22:53.000 --> 00:22:55.000]  既然如此
[00:22:55.000 --> 00:22:57.000]  我就不再需要在不同的地方
[00:22:57.000 --> 00:23:01.000]  去尋找平安和安息
[00:23:01.000 --> 00:23:03.000]  在2020年中
[00:23:03.000 --> 00:23:08.000]  我和家人決定繼續留在香港生活
[00:23:08.000 --> 00:23:11.000]  在那年的9月
[00:23:11.000 --> 00:23:15.000]  我就開始接受神學裝備
[00:23:15.000 --> 00:23:17.000]  在第二年的1月
[00:23:17.000 --> 00:23:22.000]  就轉職為全職的傳道童工
[00:23:22.000 --> 00:23:24.000]  我就一邊讀書
[00:23:24.000 --> 00:23:26.000]  一邊學習如何侍奉神
[00:23:26.000 --> 00:23:28.000]  服侍教會
[00:23:28.000 --> 00:23:30.000]  去到去年的6月
[00:23:30.000 --> 00:23:32.000]  我就神學畢業
[00:23:32.000 --> 00:23:35.000]  繼續在教會沙田浸信會裡
[00:23:35.000 --> 00:23:37.000]  全職服侍
[00:23:37.000 --> 00:23:40.000]  如果大家可能有些記憶的話
[00:23:40.000 --> 00:23:44.000]  在一首叫《愛中相遇》的詩歌
[00:23:44.000 --> 00:23:47.000]  粵語版一開始就這樣說
[00:23:47.000 --> 00:23:51.000]  只渴望每天躺於你愛之中
[00:23:51.000 --> 00:23:55.000]  心渴慕將一生交託你手中
[00:23:55.000 --> 00:24:00.000]  唯有你我喜樂我盼望更圓
[00:24:00.000 --> 00:24:05.000]  全奉上跟隨主你愛永活變
[00:24:05.000 --> 00:24:08.000]  耶穌就在我的心裡
[00:24:08.000 --> 00:24:11.000]  在這份神應許的平安裡
[00:24:11.000 --> 00:24:13.000]  每天這樣去生活
[00:24:13.000 --> 00:24:17.000]  神也引領我重新在教會群體裡
[00:24:17.000 --> 00:24:22.000]  重新發現以往我沒有留意和注意到的愛
[00:24:22.000 --> 00:24:28.000]  重新學習在耶穌基督裡去愛和被愛
[00:24:28.000 --> 00:24:31.000]  接納自己和彼此接納
[00:24:31.000 --> 00:24:33.000]  在我們同宮之間
[00:24:33.000 --> 00:24:38.000]  我們經歷彼此禱告的守望和彼此牧養
[00:24:38.000 --> 00:24:41.000]  在2023年如果大家有印象的話
[00:24:41.000 --> 00:24:45.000]  當時堂所有一個叫做「跨代同行」
[00:24:45.000 --> 00:24:50.000]  那次聯合聚會也重新取消了
[00:24:50.000 --> 00:24:52.000]  我們弟兄姊妹之間
[00:24:52.000 --> 00:24:57.000]  好像我這個比你們成熟一點的人
[00:24:57.000 --> 00:25:00.000]  還有你們青少年職青
[00:25:00.000 --> 00:25:05.000]  在我們之間的溝通、結連、禱告、守望、同行
[00:25:05.000 --> 00:25:08.000]  彼此關心、幫助和支持的裡面
[00:25:08.000 --> 00:25:11.000]  我們一起實踐愛倫如己
[00:25:11.000 --> 00:25:15.000]  彼此相愛和繼續為主奔跑
[00:25:15.000 --> 00:25:20.000]  在這些真實的經歷中
[00:25:20.000 --> 00:25:24.000]  我體會到原本我這個破碎的生命
[00:25:24.000 --> 00:25:27.000]  一層又一層被耶穌
[00:25:27.000 --> 00:25:33.000]  和透過在教會的群體中的愛、恩典、接納和肯定
[00:25:33.000 --> 00:25:38.000]  而不斷地一直被醫治、更新、重塑
[00:25:38.000 --> 00:25:41.000]  而逐漸恢復得力
[00:25:41.000 --> 00:25:44.000]  現在在這個過程中
[00:25:44.000 --> 00:25:49.000]  最後原本也想和大家分享一首詩歌
[00:25:49.000 --> 00:25:51.000]  但時間到了
[00:25:51.000 --> 00:25:52.000]  所以不要緊
[00:25:52.000 --> 00:25:55.000]  詩歌我們嘗試也可以唱
[00:25:55.000 --> 00:25:56.000]  我們一起禱告
[00:25:56.000 --> 00:25:59.000]  很想為大家有一個結束的祈禱
[00:25:59.000 --> 00:26:01.000]  親愛的主耶穌
[00:26:01.000 --> 00:26:04.000]  願祢繼續去兼顧我們眾人
[00:26:04.000 --> 00:26:07.000]  我們每一個對祢的信心
[00:26:07.000 --> 00:26:10.000]  在我們相信、接受祢的時候
[00:26:10.000 --> 00:26:13.000]  我們每一個已經在祢這份信實
[00:26:13.000 --> 00:26:17.000]  應許的安息和平安的裡面
[00:26:17.000 --> 00:26:19.000]  求祢保守我們每一個的心靈
[00:26:19.000 --> 00:26:24.000]  我們整全的生命都不再流蕩和漂泊
[00:26:24.000 --> 00:26:28.000]  多謝祢讓我們成為祢保愛的教會
[00:26:28.000 --> 00:26:30.000]  願祢幫助我們彼此
[00:26:30.000 --> 00:26:32.000]  不單止互為肢體
[00:26:32.000 --> 00:26:36.000]  我們更加學習祢教導我們彼此相愛
[00:26:36.000 --> 00:26:38.000]  互相扶持
[00:26:38.000 --> 00:26:42.000]  又願意彼此成為對方的生命同行者
[00:26:42.000 --> 00:26:47.000]  一起去經歷祢所應許的上傳信、忘愛
[00:26:47.000 --> 00:26:49.000]  聖靈願祢親自引導我們
[00:26:49.000 --> 00:26:51.000]  渴望追求真理的心
[00:26:51.000 --> 00:26:54.000]  和轉化成為行動
[00:26:54.000 --> 00:26:57.000]  按著祢的真理行事為人
[00:26:57.000 --> 00:27:00.000]  幫助我們劃分創造心靈的空間
[00:27:00.000 --> 00:27:02.000]  自由敬拜親近祢
[00:27:02.000 --> 00:27:06.000]  幫助我們坦誠面對自己的內心
[00:27:06.000 --> 00:27:09.000]  聆聽自己和聖靈的聲音
[00:27:09.000 --> 00:27:12.000]  將我們每個的感受、情緒
[00:27:12.000 --> 00:27:14.000]  或喜或悲
