
[00:00:00.000 --> 00:00:15.000]  各位靈感姐妹 再一次歡迎大家參加今天晚上的網上崇拜
[00:10:38.000 --> 00:10:40.000]  即是除了敬畏耶和華之外
[00:10:40.000 --> 00:10:43.000]  你並沒有其他的選擇
[00:10:43.000 --> 00:10:45.000]  不能夠兩者兼得
[00:10:45.000 --> 00:10:48.000]  你要敬畏耶和華就要敬畏耶和華到底
[00:10:48.000 --> 00:10:51.000]  你在哪裏能夠看到這些端倪
[00:10:51.000 --> 00:10:56.000]  其實當你有機會重新看回摩西
[00:10:56.000 --> 00:11:00.000]  所領受的十誡第一誡是怎樣
[00:11:00.000 --> 00:11:07.000]  他說「除了我以外,你不可有別的神」
[00:11:07.000 --> 00:11:10.000]  他將敬畏耶和華
[00:11:10.000 --> 00:11:14.000]  這個核心的內容講得相當清楚
[00:11:14.000 --> 00:11:16.000]  除了你要敬畏耶和華之外
[00:11:16.000 --> 00:11:21.000]  你不能夠用其他東西去取代耶和華
[00:11:21.000 --> 00:11:25.000]  在整個以色列民族心目當中的位置
[00:11:25.000 --> 00:11:31.000]  人不能夠,事不能夠,其他的國家不能夠
[00:11:31.000 --> 00:11:35.000]  埃及不能夠,巴比倫不能夠
[00:11:35.000 --> 00:11:39.000]  羅馬的帝國都不能夠去取代耶和華
[00:11:39.000 --> 00:11:43.000]  因為耶和華是整個以色列民族
[00:11:43.000 --> 00:11:48.000]  整個歷史裏面一個最重要的主宰
[00:11:48.000 --> 00:11:51.000]  沒有任何東西能夠取代耶和華
[00:11:51.000 --> 00:11:54.000]  在他們心目當中的位置
[00:11:54.000 --> 00:11:59.000]  這個就是約書亞在當中再次提醒以色列民
[00:11:59.000 --> 00:12:02.000]  究竟今天在你們的生活當中
[00:12:02.000 --> 00:12:09.000]  有沒有一樣東西在取代耶和華在你們心目當中的位置
[00:12:09.000 --> 00:12:12.000]  特別是一班以色列民
[00:12:12.000 --> 00:12:16.000]  接下來所面對的日子相當相當不容易
[00:12:16.000 --> 00:12:20.000]  當一班以色列民要重新踏上這條路的時候
[00:12:20.000 --> 00:12:23.000]  首要的他要學習一樣的功課
[00:12:23.000 --> 00:12:26.000]  他就要持守依火敬畏的心
[00:12:26.000 --> 00:12:30.000]  無論面對任何挑戰任何隱憂
[00:12:30.000 --> 00:12:36.000]  都不能夠動搖依種的敬畏
[00:12:36.000 --> 00:12:41.000]  一個德國神學家我相信很多人都認識
[00:12:41.000 --> 00:12:43.000]  回到我們今天的處境
[00:12:43.000 --> 00:12:46.000]  我們相信接下來的日子我們都會面對很多的挑戰
[00:12:46.000 --> 00:12:48.000]  甚至乎很多的苦難
[00:12:48.000 --> 00:12:49.000]  今天作為基督徒
[00:12:49.000 --> 00:12:51.000]  當我們面對一個大時代的轉變的時候
[00:12:51.000 --> 00:12:53.000]  我們所持守的是什麼
[00:12:53.000 --> 00:12:57.000]  或許我們今天可以聚會繼續照回
[00:12:57.000 --> 00:12:58.000]  道繼續照聽
[00:12:58.000 --> 00:13:00.000]  敬拜繼續可以敬拜
[00:13:00.000 --> 00:13:06.000]  但我們所把持的是一個什麼信仰
[00:13:06.000 --> 00:13:09.000]  潘福華我相信很多人都認識
[00:13:09.000 --> 00:13:11.000]  他特別提出一個很重要的觀念
[00:13:11.000 --> 00:13:13.000]  就是一個廉價恩典和重價恩典的觀念
[00:13:13.000 --> 00:13:15.000]  什麼叫廉價恩典
[00:13:15.000 --> 00:13:19.000]  廉價恩典就是隨手可以拿出來
[00:13:19.000 --> 00:13:21.000]  聚會繼續去
[00:13:21.000 --> 00:13:23.000]  自我感覺良好就可以
[00:13:23.000 --> 00:13:26.000]  但從來都不需要說我們要付什麼代價
[00:13:26.000 --> 00:13:29.000]  特別在接下來充滿挑戰的日子
[00:13:29.000 --> 00:13:32.000]  究竟我們作為信徒
[00:13:32.000 --> 00:13:33.000]  特別是香港的信徒
[00:13:33.000 --> 00:13:36.000]  我們作好一個願意付代價的準備了嗎
[00:13:36.000 --> 00:13:38.000]  什麼叫廉價恩典
[00:13:38.000 --> 00:13:42.000]  廉價恩典就是不需要付任何撞門徒的代價
[00:13:42.000 --> 00:13:43.000]  是沒有十字架的恩典
[00:13:43.000 --> 00:13:47.000]  也沒有道成肉身和永遠活著耶穌基督的恩典
[00:13:47.000 --> 00:13:49.000]  但反過來
[00:13:49.000 --> 00:13:51.000]  我們今天所信
[00:13:51.000 --> 00:13:53.000]  我們所把持的那份恩典是重價
[00:13:53.000 --> 00:13:54.000]  為什麼是重價
[00:13:54.000 --> 00:13:56.000]  是重價就是因為
[00:13:56.000 --> 00:14:00.000]  它會讓人願意付上生命為代價
[00:14:00.000 --> 00:14:03.000]  都願意繼續持守這份信仰
[00:14:03.000 --> 00:14:05.000]  它是恩典
[00:14:05.000 --> 00:14:07.000]  因為它賜給人的
[00:14:07.000 --> 00:14:10.000]  是唯一的真的生命
[00:14:10.000 --> 00:14:15.000]  我相信潘福華所說
[00:14:15.000 --> 00:14:18.000]  和約書亞當天所說的
[00:14:18.000 --> 00:14:22.000]  都是在說繼續面對我們的上帝
[00:14:22.000 --> 00:14:24.000]  面對一個大時代的轉變
[00:14:24.000 --> 00:14:25.000]  面對很多的艱難
[00:14:25.000 --> 00:14:27.000]  很多的挑戰
[00:14:27.000 --> 00:14:29.000]  我們的生命
[00:14:29.000 --> 00:14:31.000]  如何看待我們的信仰
[00:14:31.000 --> 00:14:35.000]  求主幫助我們
[00:14:35.000 --> 00:14:38.000]  讓我們要明白一件事
[00:14:38.000 --> 00:14:42.000]  信仰不只是停留在參加聚會這麼簡單
[00:14:42.000 --> 00:14:48.000]  信仰永遠永遠都是一個取捨的決定
[00:14:48.000 --> 00:14:52.000]  正如在登山補訓裏面說了一個比喻
[00:14:52.000 --> 00:14:56.000]  就是一個閘門和闊門的比喻
[00:14:56.000 --> 00:15:01.000]  今天我們選擇的是要走進一道什麼的門
[00:15:01.000 --> 00:15:03.000]  他說你們要進閘門
[00:15:03.000 --> 00:15:06.000]  因為通往滅亡那道門是闊的
[00:15:06.000 --> 00:15:08.000]  很多人都去
[00:15:08.000 --> 00:15:10.000]  因為不需要說任何的代價
[00:15:10.000 --> 00:15:12.000]  不需要說任何的堅持
[00:15:12.000 --> 00:15:14.000]  舒舒服服
[00:15:14.000 --> 00:15:16.000]  自我感覺良好就可以
[00:15:16.000 --> 00:15:18.000]  路是大的
[00:15:18.000 --> 00:15:19.000]  進去的人都很多
[00:15:19.000 --> 00:15:21.000]  但通往生命的門
[00:15:21.000 --> 00:15:22.000]  相反是自己
[00:15:22.000 --> 00:15:23.000]  不是那麼容易
[00:15:23.000 --> 00:15:25.000]  也不是那麼多人願意去
[00:15:25.000 --> 00:15:28.000]  但這裡是我們要走進的門
[00:15:28.000 --> 00:15:30.000]  因為這裡的門
[00:15:30.000 --> 00:15:33.000]  才能夠通往真正的生命
[00:15:33.000 --> 00:15:36.000]  所以當我們今天說要重新上路的時候
[00:15:36.000 --> 00:15:37.000]  第一件事就是
[00:15:37.000 --> 00:15:38.000]  你的生命當中
[00:15:38.000 --> 00:15:42.000]  你有沒有一顆願意持守敬畏的心
[00:15:42.000 --> 00:15:46.000]  第二就是你是否立自己的擺相
[00:15:46.000 --> 00:15:50.000]  他的擺相不是說一個個人的擺相
[00:15:50.000 --> 00:15:52.000]  有一段很經典的經文
[00:15:52.000 --> 00:15:53.000]  我們經常說
[00:15:53.000 --> 00:15:54.000]  甚至很多家裏
[00:15:54.000 --> 00:15:55.000]  特別新屋入伙
[00:15:55.000 --> 00:15:57.000]  很多人都很喜歡送這段經文
[00:15:57.000 --> 00:15:59.000]  至於我和我家
[00:15:59.000 --> 00:16:03.000]  我們必定是封耶和華
[00:16:03.000 --> 00:16:06.000]  當約書叫一班以色列人
[00:16:06.000 --> 00:16:07.000]  要做一個決定的時候
[00:16:07.000 --> 00:16:11.000]  他首先讓自己成為一個很重要的榜樣
[00:16:11.000 --> 00:16:13.000]  他說至於我
[00:16:13.000 --> 00:16:14.000]  他不是只說我
[00:16:14.000 --> 00:16:18.000]  他說我和我的家
[00:16:18.000 --> 00:16:22.000]  我們必定是封耶和華
[00:16:22.000 --> 00:16:25.000]  猶太人很強調
[00:16:25.000 --> 00:16:28.000]  他們家庭的宗教教育
[00:16:28.000 --> 00:16:33.000]  他們從小就教導他們下一代的小朋友
[00:16:33.000 --> 00:16:37.000]  什麼是聖經的真理
[00:16:37.000 --> 00:16:42.000]  讓他們從小就去認識耶和華
[00:16:42.000 --> 00:16:43.000]  各位兄弟姐妹
[00:16:43.000 --> 00:16:45.000]  特別父母的今天
[00:16:45.000 --> 00:16:47.000]  我們要問一個問題
[00:16:47.000 --> 00:16:52.000]  究竟我們將什麼灌輸給下一代
[00:16:52.000 --> 00:16:56.000]  我們將什麼教導他們學習
[00:16:56.000 --> 00:16:58.000]  可能很多父母
[00:16:58.000 --> 00:17:00.000]  或者我們想對父母很多時候教導我們
[00:17:00.000 --> 00:17:03.000]  例如你要讀書
[00:17:03.000 --> 00:17:06.000]  你有好的學歷的時候
[00:17:06.000 --> 00:17:09.000]  你找到一份好工作
[00:17:09.000 --> 00:17:10.000]  你就可以賺到錢
[00:17:10.000 --> 00:17:11.000]  在當中有戶口
[00:17:11.000 --> 00:17:13.000]  或者你聰明一點
[00:17:13.000 --> 00:17:14.000]  你賺到大錢
[00:17:14.000 --> 00:17:18.000]  在當中你可以過一個安定的生活
[00:17:18.000 --> 00:17:22.000]  但今天我們這一班的信徒
[00:17:22.000 --> 00:17:23.000]  特別我們相信
[00:17:23.000 --> 00:17:28.000]  接下來我們面對整個環境轉變得很厲害
[00:17:28.000 --> 00:17:32.000]  未來的日子如何我們都不知道
[00:17:32.000 --> 00:17:33.000]  面對一個轉變
[00:17:33.000 --> 00:17:39.000]  究竟我們將什麼帶給下一代
[00:17:39.000 --> 00:17:40.000]  有一對父子
[00:17:40.000 --> 00:17:41.000]  我相信很多人都認識
[00:17:41.000 --> 00:17:43.000]  葛培里父子
[00:17:43.000 --> 00:17:46.000]  葛培里是一個很偉大的報道家
[00:17:46.000 --> 00:17:48.000]  他的兒子葛福林
[00:17:48.000 --> 00:17:52.000]  也是一個很出名的報道家
[00:17:52.000 --> 00:17:54.000]  葛福林在一次的訪問中
[00:17:54.000 --> 00:17:56.000]  他這樣說
[00:17:56.000 --> 00:17:59.000]  他說兒子葛福林感謝他的父親
[00:17:59.000 --> 00:18:01.000]  作為一名基督徒
[00:18:01.000 --> 00:18:06.000]  在家庭內外給他樹立榜樣
[00:18:06.000 --> 00:18:07.000]  葛培里作為父親
[00:18:07.000 --> 00:18:10.000]  為兒子樹立了一個很重要的榜樣
[00:18:10.000 --> 00:18:12.000]  並且表示父親葛培里
[00:18:12.000 --> 00:18:16.000]  在家和在外都是一樣
[00:18:16.000 --> 00:18:17.000]  各位弟妹
[00:18:17.000 --> 00:18:19.000]  這件事不是容易的
[00:18:19.000 --> 00:18:21.000]  有時候我們外在對著別人
[00:18:21.000 --> 00:18:23.000]  我們是一個很好的模樣
[00:18:23.000 --> 00:18:25.000]  但有時候面對家庭、家人
[00:18:25.000 --> 00:18:27.000]  是一個最真實的
[00:18:27.000 --> 00:18:29.000]  但葛福林作為兒子
[00:18:29.000 --> 00:18:31.000]  在家或在外
[00:18:31.000 --> 00:18:33.000]  他所認識的父親都是一樣
[00:18:33.000 --> 00:18:35.000]  只有一位葛培里
[00:18:35.000 --> 00:18:37.000]  他說每次需要見到他的時候
[00:18:37.000 --> 00:18:39.000]  他總會抽時間陪他
[00:18:39.000 --> 00:18:42.000]  感謝天上的父親賜給他
[00:18:42.000 --> 00:18:47.000]  這樣一位地上的好爸爸
[00:18:47.000 --> 00:18:51.000]  今天我們將什麼帶給下一代
[00:18:51.000 --> 00:18:53.000]  我們教他如何生存
[00:18:53.000 --> 00:18:55.000]  我們教他如何賺錢
[00:18:55.000 --> 00:18:57.000]  各位大型節目的父母
[00:18:57.000 --> 00:18:59.000]  你們想不想你們的子女
[00:18:59.000 --> 00:19:01.000]  能夠以你們為榮
[00:19:01.000 --> 00:19:06.000]  究竟如何以我們父母為榮
[00:19:06.000 --> 00:19:08.000]  是因為我教導他們
[00:19:08.000 --> 00:19:10.000]  如何賺錢、如何發展
[00:19:10.000 --> 00:19:12.000]  對不起,至少我做不到
[00:19:12.000 --> 00:19:14.000]  因為我自己也做不到
[00:19:14.000 --> 00:19:16.000]  我教不了我的兒子
[00:19:16.000 --> 00:19:18.000]  我最大的期望就是
[00:19:18.000 --> 00:19:20.000]  兒子為何可以
[00:19:20.000 --> 00:19:21.000]  我很希望有一天
[00:19:21.000 --> 00:19:23.000]  有我這個父親為榮
[00:19:23.000 --> 00:19:26.000]  就是因為我能夠引導他
[00:19:26.000 --> 00:19:29.000]  有機會認識上帝
[00:19:29.000 --> 00:19:35.000]  並且以侍奉上帝為喜樂
[00:19:35.000 --> 00:19:38.000]  各位大型節目
[00:19:38.000 --> 00:19:42.000]  今天我們帶給下一代什麼
[00:19:42.000 --> 00:19:47.000]  約書亞在眾以色列民面前
[00:19:47.000 --> 00:19:49.000]  宣告了一件很重要的事
[00:19:49.000 --> 00:19:53.000]  他說至於我和我的家
[00:19:53.000 --> 00:19:56.000]  他說必定侍奉耶和華
[00:19:56.000 --> 00:19:58.000]  他將侍奉耶和華
[00:19:58.000 --> 00:20:01.000]  一個這麼重要的家庭教導
[00:20:01.000 --> 00:20:03.000]  帶給他的下一代
[00:20:03.000 --> 00:20:05.000]  讓他整個家庭裡
[00:20:05.000 --> 00:20:07.000]  無論面對任何轉變
[00:20:07.000 --> 00:20:10.000]  任何挑戰和困難
[00:20:10.000 --> 00:20:14.000]  他仍然以侍奉耶和華
[00:20:14.000 --> 00:20:18.000]  為他生命裡一樣很重要的事
[00:20:18.000 --> 00:20:23.000]  究竟今天我們如何讓自己
[00:20:23.000 --> 00:20:26.000]  讓我們的家庭一同立志的擺上
[00:20:26.000 --> 00:20:28.000]  他說耶穌對他說
[00:20:28.000 --> 00:20:32.000]  你要盡心盡性盡義愛主你的上帝
[00:20:32.000 --> 00:20:34.000]  這是最大的
[00:20:34.000 --> 00:20:35.000]  且是第一條教命
[00:20:35.000 --> 00:20:36.000]  第二條也如此
[00:20:36.000 --> 00:20:37.000]  就是要愛倫如己
[00:20:37.000 --> 00:20:40.000]  這兩條教命是一切律法和先知書的總綱
[00:20:40.000 --> 00:20:42.000]  兩樣的東西
[00:20:42.000 --> 00:20:45.000]  你要成為一個願意愛上帝的人
[00:20:45.000 --> 00:20:47.000]  無論任何的環境
[00:20:47.000 --> 00:20:51.000]  沒有東西能夠動搖你愛上帝的心
[00:20:51.000 --> 00:20:56.000]  第二就是你要去愛關顧你身邊倫社的需要
[00:20:56.000 --> 00:20:57.000]  很多倫社
[00:20:57.000 --> 00:21:00.000]  我們身邊的人可能落在困苦
[00:21:00.000 --> 00:21:02.000]  落在艱難的裡面
[00:21:02.000 --> 00:21:05.000]  你是否願意向他們伸出援手
