
[00:00:00.000 --> 00:00:02.240]  也快晚安了
[00:02:12.400 --> 00:02:16.200]  第一方面,偽面具的反思
[00:02:16.200 --> 00:02:19.280]  《異詩貼記》的故事
[00:02:19.280 --> 00:02:24.400]  是講述一群留在波斯宮殿的猶太人的故事
[00:02:24.400 --> 00:02:26.880]  主角當然是以斯帖
[00:02:26.880 --> 00:02:30.720]  以斯帖很小的時候,他的父母已經離開了他
[00:02:30.720 --> 00:02:34.600]  所以他一直和他的年老堂兄一起
[00:02:34.600 --> 00:02:38.440]  堂兄也願意做他的義父
[00:02:38.440 --> 00:02:40.440]  叫做末底改
[00:02:40.440 --> 00:02:44.760]  末底改和以斯帖從小到大都跟他說
[00:02:44.760 --> 00:02:48.360]  千萬不要告訴別人自己是猶太人
[00:02:48.360 --> 00:02:54.080]  因此以斯帖從來都不會用自己猶太人的名字
[00:02:54.080 --> 00:02:56.960]  叫做哈大沙
[00:02:56.960 --> 00:03:01.320]  而是用波斯的名字,以斯帖
[00:03:01.320 --> 00:03:03.320]  以斯帖很聽末底改的話
[00:03:03.320 --> 00:03:10.160]  末底改叫他入宮參加皇后寶選,他也會去做
[00:03:10.160 --> 00:03:17.080]  聖經沒有交代以斯帖如何看待他義父安排這些事情
[00:03:17.080 --> 00:03:19.080]  但聖經只是告訴我們
[00:03:19.080 --> 00:03:21.760]  以斯帖做得非常好
[00:03:21.760 --> 00:03:24.080]  聖經三次描述
[00:03:24.080 --> 00:03:29.120]  他贏得別人對他的恩待
[00:03:29.120 --> 00:03:30.320]  雖然如此
[00:03:30.320 --> 00:03:34.040]  但在經文裏,我們去閱讀時就發覺
[00:03:34.040 --> 00:03:39.440]  其實以斯帖陷入一個身份危機當中
[00:03:39.440 --> 00:03:44.200]  他的確是按照義父的叫他做法
[00:03:44.200 --> 00:03:45.840]  因為他是一個猶太人
[00:03:45.840 --> 00:03:51.840]  猶太人的品性就是順從他們的家長
[00:03:51.840 --> 00:03:57.200]  但因為這個順從令他否定了他猶太人的身份
[00:03:57.200 --> 00:04:00.960]  去順從外邦人的生活方式
[00:04:00.960 --> 00:04:04.280]  說到這裏,大家又如何看待以斯帖呢?
[00:04:04.280 --> 00:04:07.920]  你會評價他是一個識時務的人
[00:04:07.920 --> 00:04:11.360]  還是一個受人擺佈的人呢?
[00:04:11.360 --> 00:04:14.640]  從人的成長發展來說
[00:04:14.640 --> 00:04:18.320]  在中國神學研究院歐長江
[00:04:18.320 --> 00:04:21.640]  他說其實一個人的上半生
[00:04:21.640 --> 00:04:24.240]  都會發展不同的面具
[00:04:24.240 --> 00:04:29.640]  好讓自己在外面的世界能夠做到面面俱圓
[00:04:29.640 --> 00:04:32.720]  但人到中年,好像我這樣
[00:04:32.720 --> 00:04:35.960]  興趣和性格開始轉向
[00:04:35.960 --> 00:04:38.320]  這個轉向就是很渴望
[00:04:38.320 --> 00:04:41.120]  我可否放下多年來的面具
[00:04:41.120 --> 00:04:42.680]  做回我自己呢?
[00:04:42.680 --> 00:04:50.000]  但可惜的是一直都克服不了現實的問題
[00:04:50.000 --> 00:04:53.960]  馬羅西亞有個很出名的華人節目主持人
[00:04:53.960 --> 00:04:55.760]  他曾經這樣說
[00:04:55.760 --> 00:04:58.840]  他說我很希望所有人都喜歡我
[00:04:58.840 --> 00:05:02.200]  我一直很重視人際關係
[00:05:02.200 --> 00:05:08.720]  能夠在那些能給我機會的電台或電視台高層面前
[00:05:08.720 --> 00:05:10.920]  我會特別小心
[00:05:10.920 --> 00:05:12.920]  因為我很想他們喜歡我
[00:05:12.920 --> 00:05:15.080]  說話的時候我會特別想
[00:05:15.080 --> 00:05:18.120]  有什麼話不會得罪他們
[00:05:18.120 --> 00:05:22.320]  因為我很希望他們能夠給我一個更好的機會
[00:05:22.320 --> 00:05:24.600]  但久而久之
[00:05:24.600 --> 00:05:28.160]  我發覺我其實只是不斷去討好人
[00:05:28.160 --> 00:05:31.040]  我越想要一些東西的時候
[00:05:31.040 --> 00:05:36.320]  我就越發覺自己沒辦法說出我心底的說話
[00:05:36.320 --> 00:05:40.040]  後來他更加坦誠地說
[00:05:40.040 --> 00:05:45.080]  是因為我的工作充滿了未知
[00:05:45.080 --> 00:05:50.200]  我其實只是一個極度沒有安全感的人
[00:05:50.200 --> 00:05:52.600]  頂尖的網絡發覺人越大
[00:05:52.600 --> 00:05:55.880]  你的顧慮就越多
[00:05:55.880 --> 00:06:02.600]  以致我們越來越發現我們沒辦法說出心底的說話
[00:06:02.600 --> 00:06:04.160]  作為基督徒
[00:06:04.160 --> 00:06:09.720]  我們有沒有時候都會遇到類似的情況呢?
[00:06:09.720 --> 00:06:13.600]  有時候我們在人前
[00:06:13.600 --> 00:06:18.000]  不是很想表明我們是基督徒的身份
[00:06:18.000 --> 00:06:22.400]  當這樣的時候我們心裡就會有一個很大的批判自己
[00:06:22.400 --> 00:06:24.720]  是因為我們不夠信心
[00:06:24.720 --> 00:06:31.080]  但這樣是否真的能夠處理到我們的情況呢?
[00:06:31.080 --> 00:06:33.480]  或者真正的原因
[00:06:33.480 --> 00:06:38.640]  會不會是我們本身是一個極度沒有安全感的人
[00:06:38.640 --> 00:06:41.520]  因此當我們在人前
[00:06:41.520 --> 00:06:45.320]  我們總是很想討人喜悅
[00:06:45.320 --> 00:06:49.480]  而覺得我們不太想表達我們自己
[00:06:49.480 --> 00:06:53.240]  因為我們害怕
[00:06:53.240 --> 00:06:58.080]  頂姐妹,聖經沒有評價我們
[00:06:58.080 --> 00:07:00.240]  如果你看《以斯帖記》的時候
[00:07:00.240 --> 00:07:04.600]  聖經也沒有評價以斯帖這個行為是好還是不好
[00:07:04.600 --> 00:07:08.560]  但是當你繼續看下去的時候
[00:07:08.560 --> 00:07:10.120]  你就會留意到
[00:07:10.120 --> 00:07:12.600]  上帝要以斯帖
[00:07:12.600 --> 00:07:15.960]  就是要面對他自己的真愕
[00:07:15.960 --> 00:07:17.920]  因此我們思想第二方面
[00:07:17.920 --> 00:07:21.000]  說反話的傷害
[00:07:21.000 --> 00:07:23.520]  以斯帖很順利成為了皇后
[00:07:23.520 --> 00:07:26.120]  但是另一方面
[00:07:26.120 --> 00:07:32.000]  就展開了滅族的醞釀的發生
[00:07:32.000 --> 00:07:37.600]  哈曼在當時來說是一個權傾朝野的官
[00:07:37.600 --> 00:07:41.000]  文武百官都要俯伏在他面前
[00:07:41.000 --> 00:07:43.960]  跪求他、跪拜他
[00:07:43.960 --> 00:07:46.600]  但為族沒抵買
[00:07:46.600 --> 00:07:49.920]  五年都不拜不跪
[00:07:49.920 --> 00:07:53.560]  因為這個緣故令阿哈很不開心
[00:07:53.560 --> 00:07:57.040]  為什麼沒抵買不肯拜阿哈呢?
[00:07:57.040 --> 00:07:59.720]  因為阿哈是猶太人的世仇
[00:07:59.720 --> 00:08:01.520]  雅甲族人
[00:08:01.520 --> 00:08:04.320]  阿哈很不開心、很生氣
[00:08:04.320 --> 00:08:09.000]  因此他直著趁著國家國富空虛的時候
[00:08:09.000 --> 00:08:11.920]  就說我願意捐出一大筆錢
[00:08:11.920 --> 00:08:16.080]  比你一年稅收的金額多
[00:08:16.080 --> 00:08:22.760]  來要求皇下令將沒抵買抄家滅族
[00:08:22.760 --> 00:08:26.760]  沒抵買聽到之後相當害怕
[00:08:26.760 --> 00:08:31.080]  然後他立即去找以斯帖
[00:08:31.080 --> 00:08:32.480]  叫他去見皇
[00:08:32.480 --> 00:08:40.160]  希望可以解救這次猶太人滅族之禍
[00:08:40.160 --> 00:08:45.960]  但以斯帖根本30天內都沒見過皇
[00:08:45.960 --> 00:08:52.480]  還有他說如果一直得不到皇接見
[00:08:52.480 --> 00:08:55.480]  擅自進皇宮見皇
[00:08:55.480 --> 00:08:59.000]  誰都好都是死罪
[00:08:59.000 --> 00:09:04.400]  以斯帖將他自己的真實困難告訴他義父
[00:09:04.400 --> 00:09:10.920]  打息義父沒有因為這樣而體諒他的女兒
[00:09:10.920 --> 00:09:12.920]  反而聖經形容
[00:09:12.920 --> 00:09:16.920]  他非常生氣
[00:09:16.920 --> 00:09:19.920]  沒抵買非常生氣
[00:09:19.920 --> 00:09:24.920]  然後說你千萬不要以為自己在皇宮
[00:09:24.920 --> 00:09:30.400]  當其他猶太人開始被殘殺的時候
[00:09:30.400 --> 00:09:32.400]  你可以逃脫
[00:09:32.400 --> 00:09:37.400]  如果你因為這樣一直不出聲
[00:09:37.400 --> 00:09:41.800]  猶太人都可以在另一個地方找到拯救和解脫
[00:09:41.800 --> 00:09:44.600]  不過你聽他說這句話當然是反話
[00:09:44.600 --> 00:09:46.200]  根本就沒有
[00:09:46.200 --> 00:09:48.200]  因為他後面那句說
[00:09:48.200 --> 00:09:53.200]  但你和你父家必定會滅亡
[00:09:53.200 --> 00:09:55.800]  其實以斯帖作為一個二女
[00:09:55.800 --> 00:09:59.200]  他純粹只是想告訴他的義父
[00:09:59.200 --> 00:10:02.200]  他現在身處在一個困難的裡面
[00:10:02.200 --> 00:10:04.200]  但可惜他的說話
[00:10:04.200 --> 00:10:09.200]  令義父以為他不肯出手救猶太人
[00:10:09.200 --> 00:10:17.200]  其實以斯帖正在一個內心交戰的裡面
[00:10:17.200 --> 00:10:21.200]  因為他的義父昔日千叮萬囑他
[00:10:21.200 --> 00:10:27.200]  叫他不要告訴別人他猶太人的身份
[00:10:27.200 --> 00:10:33.200]  但今日他的義父竟然語帶威脅
[00:10:33.200 --> 00:10:37.200]  跟他說你的身份會被公開
[00:10:37.200 --> 00:10:40.200]  如果你不幫忙的話
[00:10:40.200 --> 00:10:46.200]  你試想真一下末底改這句話
[00:10:46.200 --> 00:10:53.200]  他說你不要以為你在皇宮就可以避開這件事
[00:10:53.200 --> 00:10:55.200]  但你想深一層
[00:10:55.200 --> 00:11:02.200]  如果不是末底改自己公開以斯帖真正的身份
[00:11:02.200 --> 00:11:09.200]  滅猶太人之禍怎會波及到一直用波斯人的名義的以斯帖呢?
[00:11:09.200 --> 00:11:11.200]  所以對於以斯帖來說
[00:11:11.200 --> 00:11:14.200]  其實他覺得很為難
[00:11:14.200 --> 00:11:17.200]  心情也很矛盾
[00:11:17.200 --> 00:11:21.200]  因為一直叫他隱藏身份的義父
[00:11:21.200 --> 00:11:27.200]  竟然說我要公開你的身份
[00:11:27.200 --> 00:11:29.200]  都是同一個人
[00:11:29.200 --> 00:11:32.200]  如果你是以斯帖你心裡會怎樣想?
[00:11:32.200 --> 00:11:35.200]  會不會很亂?
[00:11:35.200 --> 00:11:39.200]  其實一些重要人的說話只是一句
[00:11:39.200 --> 00:11:42.200]  已經足以左右我們的情緒
[00:11:42.200 --> 00:11:46.200]  不論在感情、工作或家庭裡都會這樣
[00:11:46.200 --> 00:11:51.200]  在座有沒有人試過做一些自己一直不想做的事
[00:11:51.200 --> 00:11:54.200]  勉強去做的經驗?
[00:11:54.200 --> 00:11:57.200]  譬如你老闆
[00:11:57.200 --> 00:11:59.200]  你老闆跟你說
[00:11:59.200 --> 00:12:04.200]  我把這件事交給你是看好你的
[00:12:04.200 --> 00:12:06.200]  你可以不做的也無所謂
[00:12:06.200 --> 00:12:09.200]  我大把找其他同事來處理
[00:12:09.200 --> 00:12:13.200]  這句話聽起來很好聽
[00:12:13.200 --> 00:12:16.200]  但卻給你壓力
[00:12:16.200 --> 00:12:18.200]  或是我們的情侶
[00:12:18.200 --> 00:12:20.200]  有時都會說
[00:12:20.200 --> 00:12:23.200]  如果你一分鐘內不出現的話
[00:12:23.200 --> 00:12:25.200]  我就立即走
[00:12:25.200 --> 00:12:27.200]  看我敢不敢
[00:12:27.200 --> 00:12:28.200]  你聽到之後
[00:12:28.200 --> 00:12:31.200]  看看你能否一分鐘出現
[00:12:31.200 --> 00:12:35.200]  但其實他害怕不是他走或不走
[00:12:35.200 --> 00:12:38.200]  而是很明顯他真的很生氣
[00:12:38.200 --> 00:12:40.200]  或是我們的家人
[00:12:40.200 --> 00:12:42.200]  有時會這樣說嗎?
[00:12:42.200 --> 00:12:44.200]  無所謂的
[00:12:44.200 --> 00:12:46.200]  你可以不回家
[00:12:46.200 --> 00:12:48.200]  但我真的想不到
[00:12:48.200 --> 00:12:51.200]  我家人是這樣愛我的
[00:12:51.200 --> 00:12:53.200]  這些反話
[00:12:53.200 --> 00:12:56.200]  其實是想那些聽到的人
[00:12:56.200 --> 00:13:00.200]  害怕被指責或失去信任
[00:13:00.200 --> 00:13:07.200]  而勉強做一些自己不想做的事
[00:13:07.200 --> 00:13:09.200]  我自己在想
[00:13:09.200 --> 00:13:11.200]  如果他義父沒底改
[00:13:11.200 --> 00:13:13.200]  那些說話和語氣改變
[00:13:13.200 --> 00:13:16.200]  整件事會否好一點呢?
[00:13:16.200 --> 00:13:20.200]  我借用三個性警人物的說話
[00:13:20.200 --> 00:13:23.200]  去重整
[00:13:23.200 --> 00:13:26.200]  如果這樣回應會否好一點呢?
[00:13:26.200 --> 00:13:28.200]  都是用底改的說話
[00:13:28.200 --> 00:13:30.200]  但不用胭脂
[00:13:30.200 --> 00:13:34.200]  只是說你已經得到皇后之位
[00:13:34.200 --> 00:13:38.200]  不是為了今時今日這個機會嗎?
[00:13:38.200 --> 00:13:39.200]  女兒啊
[00:13:39.200 --> 00:13:40.200]  等一會
[00:13:40.200 --> 00:13:44.200]  不如先看看結果再說吧
[00:13:44.200 --> 00:13:45.200]  我兒啊
[00:13:45.200 --> 00:13:47.200]  我女兒
[00:13:47.200 --> 00:13:51.200]  我現在可以為你做些甚麼呢?
[00:13:51.200 --> 00:13:55.200]  這樣說會否舒服很多呢?
[00:13:55.200 --> 00:13:57.200]  會舒服很多的
[00:13:57.200 --> 00:13:59.200]  因為你看到
[00:13:59.200 --> 00:14:01.200]  如果用其他性警人物
[00:14:01.200 --> 00:14:04.200]  去對他們的兒女說話的時候
[00:14:04.200 --> 00:14:05.200]  你會覺得
[00:14:05.200 --> 00:14:07.200]  聽到的人會覺得
[00:14:07.200 --> 00:14:08.200]  是困難的
[00:14:08.200 --> 00:14:09.200]  我知道
[00:14:09.200 --> 00:14:12.200]  但我願意和你一起去面對
[00:14:12.200 --> 00:14:14.200]  我有甚麼可以幫到你
[00:14:14.200 --> 00:14:17.200]  而不是將整件事推在他身上
[00:14:17.200 --> 00:14:18.200]  你不做的話
[00:14:18.200 --> 00:14:20.200]  就這樣這樣這樣
[00:14:20.200 --> 00:14:27.200]  你就不是一個好的女兒了
[00:14:27.200 --> 00:14:29.200]  所以針妍說了一句很好的說話
[00:14:29.200 --> 00:14:32.200]  她說一句俠義的說話
[00:14:32.200 --> 00:14:34.200]  就能夠聽到
[00:14:34.200 --> 00:14:36.200]  聽到的人
[00:14:36.200 --> 00:14:39.200]  心裡順意很多
[00:14:39.200 --> 00:14:42.200]  而接受
[00:14:42.200 --> 00:14:44.200]  這也成為我們的提醒
[00:14:44.200 --> 00:14:50.200]  每天特別是過去半年
[00:14:50.200 --> 00:14:55.200]  真的有很多時間和家人一起
[00:14:55.200 --> 00:14:58.200]  從來都沒有試過
[00:14:58.200 --> 00:15:01.200]  但當中都知道
[00:15:01.200 --> 00:15:04.200]  當有親密的時間是很開心的
[00:15:04.200 --> 00:15:08.200]  我們可能有很多誤會的時候
[00:15:08.200 --> 00:15:10.200]  求主幫助我們
[00:15:10.200 --> 00:15:14.200]  以斯帖面對他義父的要求
[00:15:14.200 --> 00:15:16.200]  他會如何自處呢?
[00:15:16.200 --> 00:15:19.200]  我們看第三方面
[00:15:19.200 --> 00:15:22.200]  「活得真的勇氣」
[00:15:22.200 --> 00:15:28.200]  以斯帖要求他的義父和所有猶太人
[00:15:28.200 --> 00:15:30.200]  為他禁食三日三夜
[00:15:30.200 --> 00:15:31.200]  不吃不喝
[00:15:31.200 --> 00:15:35.200]  這當然是一個誇張的描述
[00:15:35.200 --> 00:15:41.200]  他也說他會和他的宮女一起禁食
[00:15:41.200 --> 00:15:44.200]  禁食在整個《以斯帖記傳書》裡
[00:15:44.200 --> 00:15:47.200]  是唯一一個信仰的表達
[00:15:47.200 --> 00:15:49.200]  因為在整本書裡
[00:15:49.200 --> 00:15:51.200]  連上帝這個名字
[00:15:51.200 --> 00:15:53.200]  你都不會找到
[00:15:53.200 --> 00:15:56.200]  彷彿上帝好像在整本書裡
[00:15:56.200 --> 00:16:00.200]  沉默不語一樣
[00:16:00.200 --> 00:16:03.200]  其實這只是反映
[00:16:03.200 --> 00:16:05.200]  當時被擄後的猶太人
[00:16:05.200 --> 00:16:08.200]  他們面對的信仰衝擊
[00:16:08.200 --> 00:16:10.200]  那個衝擊是什麼呢?
[00:16:10.200 --> 00:16:13.200]  就是上帝一直都沒有出聲
[00:16:13.200 --> 00:16:17.200]  究竟我還是上帝納約的子民嗎?
[00:16:17.200 --> 00:16:20.200]  上帝是否仍然和我一起呢?
[00:16:20.200 --> 00:16:27.200]  還是因為我們的犯罪而招致被擄的審判
[00:16:27.200 --> 00:16:30.200]  上帝早就棄絕了我們呢?
[00:16:30.200 --> 00:16:39.200]  我相信這些問題都是以斯帖的疑問
[00:16:39.200 --> 00:16:42.200]  但是在經文裡你會看到
[00:16:42.200 --> 00:16:46.200]  他回覆他義父的信
[00:16:46.200 --> 00:16:51.200]  他是打算為猶太人犧牲
[00:16:51.200 --> 00:16:54.200]  但是他雖然有這個想法
[00:16:54.200 --> 00:16:56.200]  但他仍然很希望他的同胞
[00:16:56.200 --> 00:17:00.200]  和支持他的人一起禁食
[00:17:00.200 --> 00:17:03.200]  然後他才做這個行動
[00:17:03.200 --> 00:17:07.200]  聖經沒有記述他們如何禁食
[00:17:07.200 --> 00:17:09.200]  但是在經文裡
[00:17:09.200 --> 00:17:14.200]  他帶出禁食之後的力量
[00:17:14.200 --> 00:17:16.200]  禁食了三天之後
[00:17:16.200 --> 00:17:22.200]  以斯帖穿著皇后的朝服
[00:17:22.200 --> 00:17:24.200]  但是他沒有入宮
[00:17:24.200 --> 00:17:28.200]  他只能在皇宮的對面站著
[00:17:28.200 --> 00:17:31.200]  這是一個很聰明的做法
[00:17:31.200 --> 00:17:34.200]  而他站在一個位置
[00:17:34.200 --> 00:17:40.200]  那個位置是皇帝能夠看到他的位置
[00:17:40.200 --> 00:17:46.200]  就是說這個舉動既沒有觸犯禁令
[00:17:46.200 --> 00:17:50.200]  他又能夠被皇帝接見
[00:17:50.200 --> 00:17:53.200]  當皇帝一看到以斯帖
[00:17:53.200 --> 00:17:56.200]  就說無論他提出什麼
[00:17:56.200 --> 00:17:58.200]  皇帝都會答應
[00:17:58.200 --> 00:18:00.200]  但是有趣的地方是
[00:18:00.200 --> 00:18:04.200]  以斯帖沒有把握這個機會
[00:18:04.200 --> 00:18:08.200]  按照沒有抵改的意思
[00:18:08.200 --> 00:18:11.200]  去提出免去滅族的要求
[00:18:11.200 --> 00:18:20.200]  他只是邀請皇帝和一心想滅絕猶太人的阿蝦
[00:18:20.200 --> 00:18:22.200]  一同出現筵席
[00:18:22.200 --> 00:18:28.200]  究竟這個皇帝和皇后是因為太害怕說不出
[00:18:28.200 --> 00:18:31.200]  還是他有另有計劃呢?
[00:18:31.200 --> 00:18:35.200]  容許我在下一個講再跟大家思想
[00:18:35.200 --> 00:18:40.200]  但是我們在這些經文中看到一件事
[00:18:40.200 --> 00:18:46.200]  以斯帖在未見皇帝之前禁食了三天
[00:18:46.200 --> 00:18:48.200]  他至少考慮了兩個問題
[00:18:48.200 --> 00:18:51.200]  第一,是否真的要按照義父的意思
[00:18:51.200 --> 00:18:58.200]  就算本來就要闖入皇宮見皇帝
[00:18:58.200 --> 00:19:01.200]  為猶太人請命呢?
[00:19:01.200 --> 00:19:05.200]  第二個問題,他身為一個皇后
[00:19:05.200 --> 00:19:07.200]  但又是猶太人
[00:19:07.200 --> 00:19:13.200]  他所面對的是一個權傾朝野的阿蝦
[00:19:13.200 --> 00:19:16.200]  這兩個身份之中
[00:19:16.200 --> 00:19:19.200]  可不可以平衡呢?
[00:19:19.200 --> 00:19:21.200]  或者怎樣可以平衡呢?
[00:19:21.200 --> 00:19:24.200]  這些都不是容易回答的問題
[00:19:24.200 --> 00:19:26.200]  因此我們可以看到
[00:19:26.200 --> 00:19:33.200]  禁食是給了以斯帖和猶太人一個好好去沉思的空間
[00:19:33.200 --> 00:19:37.200]  從淑玲的角度去看
[00:19:37.200 --> 00:19:41.200]  以斯帖其實是為他自己和猶太人
[00:19:41.200 --> 00:19:51.200]  畫了一個真誠的空間和神聖的空間
[00:19:51.200 --> 00:19:57.200]  用自己可以坦誠去坦白面對自己和上帝
[00:19:57.200 --> 00:20:01.200]  我在想,他在這三天會想些什麼呢?
[00:20:01.200 --> 00:20:04.200]  是否只想怎樣去見皇帝呢?
[00:20:04.200 --> 00:20:06.200]  我相信不止這樣
[00:20:06.200 --> 00:20:11.200]  他作為一個波斯皇后,又是一個猶太人的身份
[00:20:11.200 --> 00:20:13.200]  他都要問一個問題
[00:20:13.200 --> 00:20:17.200]  這兩個身份,哪一個對我最重要呢?
[00:20:17.200 --> 00:20:24.200]  坦白說,如果不是放棄了猶太人的身份
[00:20:24.200 --> 00:20:27.200]  繼續做皇帝,皇后都沒有問題
[00:20:27.200 --> 00:20:33.200]  但當他要為這班猶太人
[00:20:33.200 --> 00:20:36.200]  要為猶太人請命的時候
[00:20:36.200 --> 00:20:40.200]  他就要得罪權傾朝野的阿哈
[00:20:40.200 --> 00:20:43.200]  一生矮的
[00:20:43.200 --> 00:20:46.200]  這些都是實際要問
[00:20:46.200 --> 00:20:50.200]  究竟這兩個身份,哪一個對我最重要呢?
[00:20:50.200 --> 00:20:56.200]  或者在他之前和他自父對話的裏面
[00:20:56.200 --> 00:20:59.200]  我相信他會想
[00:20:59.200 --> 00:21:06.200]  其實是想我好,還是他根本不顧我安危呢?
[00:21:06.200 --> 00:21:14.200]  最後一個,我想他會問一個問題
[00:21:14.200 --> 00:21:19.200]  上帝不出聲,要不出聲到什麼時候呢?
[00:21:19.200 --> 00:21:24.200]  因為如果上帝不出聲的話,我又貿然去
[00:21:24.200 --> 00:21:26.200]  究竟上帝的心意又是怎樣呢?
[00:21:26.200 --> 00:21:29.200]  我會不會都是死路一條呢?
[00:21:29.200 --> 00:21:35.200]  我相信如果以斯帖他真的想過剛才的疑問
[00:21:35.200 --> 00:21:40.200]  我真的相信只有祈禱他才可以說出這些說話
[00:21:40.200 --> 00:21:42.200]  他可以和誰說呢?
[00:21:42.200 --> 00:21:45.200]  和誰說都死,可以這樣說
[00:21:45.200 --> 00:21:49.200]  反觀我們今天香港
[00:21:49.200 --> 00:21:54.200]  我們今天香港越來越充斥著恐懼
[00:21:54.200 --> 00:22:00.200]  會不會我們的心底話早已經要被沉默呢?
[00:22:00.200 --> 00:22:05.200]  我借用一位神學院老師的說話
[00:22:05.200 --> 00:22:10.200]  或者或許我被沉默了
[00:22:10.200 --> 00:22:14.200]  但是你能消滅我的禱告嗎?
[00:22:14.200 --> 00:22:18.200]  你能阻止我向上帝說什麼嗎?
[00:22:18.200 --> 00:22:22.200]  你知道我們害怕的不是法例
[00:22:22.200 --> 00:22:25.200]  我覺得我們要害怕的是
[00:22:25.200 --> 00:22:33.200]  我們早已經習慣了虛假和對謊言麻木的心態
[00:22:33.200 --> 00:22:36.200]  因此我們要做的是
[00:22:36.200 --> 00:22:38.200]  我們要回到上帝的裡面
[00:22:38.200 --> 00:22:43.200]  去先找回我們的真我在哪裡
[00:22:43.200 --> 00:22:52.200]  最後我用剛才引言的影片故事作為結束
[00:22:52.200 --> 00:22:58.200]  惠利很想脫下他的面具
[00:22:58.200 --> 00:23:00.200]  但無論他用什麼方法都好
[00:23:00.200 --> 00:23:03.200]  他的面具一直都脫不掉
[00:23:03.200 --> 00:23:08.200]  他有一次要出席一個演唱會
[00:23:08.200 --> 00:23:12.200]  在開始之前他回想起他童年的時候
[00:23:12.200 --> 00:23:17.200]  他哥哥打破了魚缸
[00:23:17.200 --> 00:23:22.200]  但魚缸裡養了一條惠利養了很久的金魚
[00:23:22.200 --> 00:23:27.200]  但那條金魚因此而死了
[00:23:27.200 --> 00:23:31.200]  惠利只能對他哥哥這樣表達
[00:23:31.200 --> 00:23:35.200]  「不要緊,金魚可以賣掉」
[00:23:35.200 --> 00:23:40.200]  但其實惠利心裡非常非常傷心
[00:23:40.200 --> 00:23:43.200]  他也不打算再買那條金魚
[00:23:43.200 --> 00:23:46.200]  但他一直都沒有說出來
[00:23:46.200 --> 00:23:49.200]  這條金魚一直在他腦裡
[00:23:49.200 --> 00:23:54.200]  這條金魚在他腦海裡出現
[00:23:54.200 --> 00:23:56.200]  這條金魚不斷鼓勵他
[00:23:56.200 --> 00:24:01.200]  「你脫下你的面具,面對自己」
[00:24:01.200 --> 00:24:06.200]  「你曾經哭過,你還記得嗎?」
[00:24:06.200 --> 00:24:09.200]  當惠利站在舞台上
[00:24:09.200 --> 00:24:13.200]  他一直都沒有開口唱歌
[00:24:13.200 --> 00:24:15.200]  全場都覺得很奇怪
[00:24:15.200 --> 00:24:17.200]  但惠利突然拿著咪高峰
[00:24:17.200 --> 00:24:21.200]  一直在敲他的面具
[00:24:21.200 --> 00:24:24.200]  直至敲破了面具為止
