
[00:00:00.000 --> 00:00:02.600]  好,弟兄姊妹,大家平安
[00:02:07.160 --> 00:02:11.360]  我們首先在今天訊息裡
[00:02:11.360 --> 00:02:13.400]  或者一個新的講道
[00:02:13.400 --> 00:02:15.680]  我們首先一起看看
[00:02:15.680 --> 00:02:19.200]  亞摩斯書的背景
[00:02:19.200 --> 00:02:22.120]  亞摩斯書
[00:02:22.120 --> 00:02:25.880]  其實我們知道是十二先知書裡面
[00:02:25.880 --> 00:02:27.800]  其中一卷
[00:02:27.800 --> 00:02:35.360]  亞摩斯書大約在主前八世紀中葉寫成
[00:02:35.360 --> 00:02:38.000]  也是屬於其中一卷
[00:02:38.000 --> 00:02:41.200]  最早期的先知書
[00:02:41.200 --> 00:02:45.120]  如果我們看以色列的歷史
[00:02:45.120 --> 00:02:49.480]  其實我們比較熟悉的就是大衛王
[00:02:49.480 --> 00:02:52.560]  他的下一任或者他的兒子
[00:02:52.560 --> 00:02:54.560]  就是所羅門王
[00:02:54.560 --> 00:02:56.560]  之後發生什麼事呢
[00:02:56.560 --> 00:02:58.720]  原來以色列的地方
[00:02:58.720 --> 00:03:01.960]  開始由一個聯合王國
[00:03:01.960 --> 00:03:05.160]  分裂成為南北兩國
[00:03:05.160 --> 00:03:07.240]  北國就是以色列國
[00:03:07.240 --> 00:03:09.760]  南國就是猶大國
[00:03:09.760 --> 00:03:11.640]  而剛才我讀出
[00:03:11.640 --> 00:03:14.960]  在一章一節的經文裡面有提到
[00:03:14.960 --> 00:03:21.080]  原來當時以色列的皇帝是耶羅波安二世
[00:03:21.080 --> 00:03:26.520]  也是大地震之前兩年的時間
[00:03:26.520 --> 00:03:30.560]  有歷史學家幫我們推算
[00:03:30.560 --> 00:03:32.560]  原來這個大地震
[00:03:32.560 --> 00:03:38.760]  大概發生在主前760年左右的事情
[00:03:38.760 --> 00:03:40.960]  不過這個年份
[00:03:40.960 --> 00:03:44.560]  因為已經是距離我們現在2700多年
[00:03:44.560 --> 00:03:46.280]  接近3000年的時間
[00:03:46.280 --> 00:03:51.160]  所以年份只能夠給我們一個參考
[00:03:51.160 --> 00:03:53.760]  讓我們有一個概括的印象
[00:03:53.760 --> 00:03:57.360]  並不是可以完全絕對準確
[00:03:57.360 --> 00:04:00.000]  所以阿摩斯的年代
[00:04:00.000 --> 00:04:02.400]  如果在那段歷史裡面
[00:04:02.400 --> 00:04:04.800]  其實是發生在哪個位置呢
[00:04:04.800 --> 00:04:08.680]  其實就是南北國分裂之後
[00:04:08.680 --> 00:04:12.600]  大概160到170年左右的時間
[00:04:12.600 --> 00:04:19.080]  而退後就是距離以色列亡國的時間
[00:04:19.080 --> 00:04:22.640]  大概是40至50年左右的時間
[00:04:22.640 --> 00:04:26.800]  神就在這個歷史片段
[00:04:26.800 --> 00:04:33.800]  他親自呼召了原本在南國生活的阿摩斯
[00:04:33.800 --> 00:04:36.800]  去到北國以色列國
[00:04:36.800 --> 00:04:41.280]  向以色列人呼籲提醒他們
[00:04:41.280 --> 00:04:45.200]  要向上帝回轉去悔改
[00:04:45.200 --> 00:04:49.720]  遠離上帝所不喜悅的事情
[00:04:49.720 --> 00:04:53.280]  今天第一講的講題
[00:04:53.280 --> 00:04:55.880]  剛才提過就是世界這麼爛
[00:04:55.880 --> 00:04:57.800]  與我何干
[00:04:57.800 --> 00:05:03.880]  我們一起去看看阿摩斯所身處的年代時代
[00:05:03.880 --> 00:05:05.880]  究竟有多爛之前
[00:05:05.880 --> 00:05:07.880]  不如我們又看看
[00:05:07.880 --> 00:05:11.560]  究竟在這個世代或這幾年裡
[00:05:11.560 --> 00:05:15.160]  究竟我們又發生什麼事呢
[00:05:15.160 --> 00:05:17.680]  在這幾年裡
[00:05:17.680 --> 00:05:20.880]  我們關注世界不同的地方
[00:05:20.880 --> 00:05:24.080]  有很多戰爭和戰亂
[00:05:24.080 --> 00:05:29.280]  中東那個地方很混亂
[00:05:29.280 --> 00:05:32.160]  很多戰火死傷無數
[00:05:32.160 --> 00:05:35.200]  又或者俄羅斯烏克蘭
[00:05:35.200 --> 00:05:40.080]  他們的戰爭也經歷了三年的時間
[00:05:40.080 --> 00:05:43.880]  而從世界各地的焦點
[00:05:43.880 --> 00:05:46.880]  我們回到香港的時候
[00:05:46.880 --> 00:05:49.680]  其實我們回顧在2019年
[00:05:49.680 --> 00:05:51.680]  自從反修例運動
[00:05:51.680 --> 00:05:53.680]  疫情
[00:05:53.680 --> 00:05:55.680]  移民潮
[00:05:55.680 --> 00:05:58.680]  有人就會看到我們香港這個地方
[00:05:58.680 --> 00:06:02.680]  好像發生越來越不好的事情
[00:06:02.680 --> 00:06:04.680]  好像越來越差
[00:06:04.680 --> 00:06:06.680]  又或者很多香港人
[00:06:06.680 --> 00:06:11.680]  似乎在這裡活得不開心
[00:06:11.680 --> 00:06:13.680]  不過另外一方面
[00:06:13.680 --> 00:06:15.680]  又有人會覺得不是
[00:06:15.680 --> 00:06:18.680]  香港這個地方越來越好
[00:06:18.680 --> 00:06:20.680]  越來越進步
[00:06:20.680 --> 00:06:22.680]  又亂及自由自給輕
[00:06:22.680 --> 00:06:28.680]  當我們香港人看到這個市道經濟越來越差
[00:06:28.680 --> 00:06:31.680]  但又有人站出來跟我們說
[00:06:31.680 --> 00:06:37.680]  新開的公司的數目比倒閉的更多
[00:06:37.680 --> 00:06:41.680]  星期六馬場繼續有馬跑
[00:06:41.680 --> 00:06:44.680]  接下來過農曆新年
[00:06:44.680 --> 00:06:47.680]  維多利亞港又繼續有煙花放
[00:06:47.680 --> 00:06:51.680]  究竟這個地方好還是不好
[00:06:51.680 --> 00:06:57.680]  等於我們自己心裏要有我們的判斷
[00:06:57.680 --> 00:07:01.680]  當我們回到阿摩斯書的時代
[00:07:01.680 --> 00:07:06.680]  原來以色列當時的形勢其實是不錯的
[00:07:06.680 --> 00:07:11.680]  在耶羅邦二世做皇帝之前
[00:07:11.680 --> 00:07:16.680]  其實原來本身圍繞著以色列的鄰國
[00:07:16.680 --> 00:07:20.680]  其實他們的國力是很強大的
[00:07:20.680 --> 00:07:24.680]  所以對以色列造成很大的威脅
[00:07:24.680 --> 00:07:27.680]  搶了以色列人很多地方
[00:07:27.680 --> 00:07:31.680]  不過到了耶羅邦二世上任之後
[00:07:31.680 --> 00:07:36.680]  那些外國的勢力的國力慢慢走下坡
[00:07:36.680 --> 00:07:40.680]  所以以色列當時不單止可以休養生息
[00:07:40.680 --> 00:07:47.680]  更加可以收復原先大部分的失地
[00:07:47.680 --> 00:07:51.680]  而且政治相對穩定
[00:07:51.680 --> 00:07:56.680]  軍力強大,商業活動都非常興旺
[00:07:56.680 --> 00:08:01.680]  不過原來在這些表面的背後
[00:08:01.680 --> 00:08:04.680]  當時的時代或者社會
[00:08:04.680 --> 00:08:09.680]  其實是發生很多很黑暗和不公義的事情
[00:08:09.680 --> 00:08:12.680]  原來聖經告訴我們
[00:08:12.680 --> 00:08:15.680]  繁榮安穩的狀況
[00:08:15.680 --> 00:08:19.680]  其實大部分只是限制在有錢人
[00:08:19.680 --> 00:08:22.680]  有權有勢的圈子裏面
[00:08:22.680 --> 00:08:26.680]  而窮人或者弱勢的社群
[00:08:26.680 --> 00:08:31.680]  卻是面對很多不公平的待遇或者壓迫
[00:08:31.680 --> 00:08:34.680]  而在信仰方面又如何呢
[00:08:34.680 --> 00:08:39.680]  原來以色列人當時其實很重視宗教行為
[00:08:39.680 --> 00:08:45.680]  不過那些宗教行為背後卻是非常虛假
[00:08:45.680 --> 00:08:50.680]  打個比喻,如果我們今天敬拜
[00:08:50.680 --> 00:08:53.680]  敬拜隊可能有很好的音樂
[00:08:53.680 --> 00:08:55.680]  有很悅耳的歌聲
[00:08:55.680 --> 00:08:58.680]  但原來敬拜者是怎樣呢
[00:08:58.680 --> 00:09:02.680]  就是在靈裏面他們不聽上帝的話
[00:09:02.680 --> 00:09:07.680]  這就是他們以色列人屬靈的狀況
[00:09:07.680 --> 00:09:10.680]  另外不單止在以色列國這個地方
[00:09:10.680 --> 00:09:16.680]  原來當時圍繞著以色列的鄰國
[00:09:16.680 --> 00:09:21.680]  其實在國與國之間的戰爭中
[00:09:21.680 --> 00:09:28.680]  原來發生了很多黑暗、暴力、殘忍的行為
[00:09:28.680 --> 00:09:30.680]  我們一起去看一看
[00:09:30.680 --> 00:09:32.680]  在一章三節記載到
[00:09:32.680 --> 00:09:34.680]  阿蘭人是怎樣呢
[00:09:34.680 --> 00:09:39.680]  就是以鐵打曲機,擊打激烈
[00:09:39.680 --> 00:09:46.680]  他們就是用一些殘暴的手段去虐待戰敗了的人
[00:09:46.680 --> 00:09:50.680]  另外在6至11節的12節段落裏
[00:09:50.680 --> 00:09:53.680]  亦提到菲利士人、推羅人、以東人
[00:09:53.680 --> 00:09:57.680]  做了很多擄掠、販賣、俘虜的行為
[00:09:57.680 --> 00:10:01.680]  另外13節提到阿莫人又怎樣呢
[00:10:01.680 --> 00:10:04.680]  否開激烈的孕婦
[00:10:04.680 --> 00:10:09.680]  對一些手無寸鐵的婦人、無辜的人民
[00:10:09.680 --> 00:10:12.680]  做了一個很殘忍的行為
[00:10:12.680 --> 00:10:16.680]  為何要剖開孕婦的肚子呢
[00:10:16.680 --> 00:10:21.680]  是因為目的就是要國家的人民
[00:10:21.680 --> 00:10:25.680]  要他們斷絕他們的後代
[00:10:25.680 --> 00:10:29.680]  另外二章一節又提到摩押人又怎樣呢
[00:10:29.680 --> 00:10:33.680]  就是將以東王的骸骨焚燒成灰
[00:10:33.680 --> 00:10:37.680]  不僅殺了你還要將你的屍骸繼續燒
[00:10:37.680 --> 00:10:39.680]  燒到成灰
[00:10:39.680 --> 00:10:47.680]  原來拿那些灰可以幫助建城堡、建城牆
[00:10:47.680 --> 00:10:52.680]  等於我們很快地看完這些記載裏
[00:10:52.680 --> 00:10:59.680]  記錄很多這些暴行、一些很殘忍的行為的時候
[00:10:59.680 --> 00:11:03.680]  我們知道大家會有什麼想法
[00:11:03.680 --> 00:11:09.680]  在戰爭裏面、在各種的暴行
[00:11:09.680 --> 00:11:10.680]  其實在歷史裏面
[00:11:10.680 --> 00:11:13.680]  我們都知道其實是在整個人類的歷史
[00:11:13.680 --> 00:11:16.680]  都是不斷重複重複地發生
[00:11:16.680 --> 00:11:20.680]  近代一些或者我們比較熟悉的
[00:11:20.680 --> 00:11:24.680]  可能我們會認識的就是日本侵華
[00:11:24.680 --> 00:11:26.680]  就是南京大屠殺
[00:11:26.680 --> 00:11:30.680]  或者我們香港都經歷三年零八個月的日子
[00:11:30.680 --> 00:11:33.680]  我們上一代的他們都告訴我
[00:11:33.680 --> 00:11:37.680]  日本人在當時的戰爭都是很殘忍
[00:11:37.680 --> 00:11:41.680]  另外歐洲的地方我們也都很熟悉的
[00:11:41.680 --> 00:11:44.680]  就是德國的納粹黨
[00:11:44.680 --> 00:11:47.680]  在集中營裏面對猶太人
[00:11:47.680 --> 00:11:51.680]  也都是做出很殘忍很殘忍的行為
[00:11:51.680 --> 00:11:54.680]  我們就要去思想去問
[00:11:54.680 --> 00:11:59.680]  一個人怎麼可以向另外一個人
[00:11:59.680 --> 00:12:03.680]  會做出一些這麼殘忍的行為呢
[00:12:03.680 --> 00:12:07.680]  在人的角度去看
[00:12:07.680 --> 00:12:10.680]  或者在戰場上好像有一個倫理
[00:12:10.680 --> 00:12:14.680]  就是勝者為王敗者為寇
[00:12:14.680 --> 00:12:18.680]  就是當強者在戰場上
[00:12:18.680 --> 00:12:22.680]  透過那些武力去壓倒弱者的時候
[00:12:22.680 --> 00:12:24.680]  你打贏一場仗
[00:12:24.680 --> 00:12:26.680]  你就是王
[00:12:26.680 --> 00:12:31.680]  你就自動擁有了操控對方能不能夠生存
[00:12:31.680 --> 00:12:35.680]  或者怎樣生存的權力
[00:12:35.680 --> 00:12:37.680]  要殺你就殺你
[00:12:37.680 --> 00:12:39.680]  要賣你就賣你
[00:12:39.680 --> 00:12:42.680]  又或者就是要你做什麼說什麼
[00:12:42.680 --> 00:12:44.680]  又或者就是不讓你做什麼
[00:12:44.680 --> 00:12:46.680]  不讓你說什麼
[00:12:46.680 --> 00:12:52.680]  其實弱者很多時候都只能夠照跟
[00:12:52.680 --> 00:12:59.680]  而弱者確實在這些情況裏面
[00:12:59.680 --> 00:13:02.680]  真的處於一個好像都是很被動
[00:13:02.680 --> 00:13:05.680]  和很無奈的狀態裏面
[00:13:05.680 --> 00:13:09.680]  那個無奈就是弱者他真的沒有一些能力
[00:13:09.680 --> 00:13:11.680]  或者沒有一些權力
[00:13:11.680 --> 00:13:13.680]  是可以對整個的大局
[00:13:13.680 --> 00:13:20.680]  或者整個的形勢可以有一些翻天覆地的改變或者扭轉
[00:13:20.680 --> 00:13:23.680]  不過亭之妹當我們去看
[00:13:23.680 --> 00:13:32.680]  我們剛才所聖經裏面記載的那六個列國的經文裏面的時候
[00:13:32.680 --> 00:13:39.680]  其實經文除了幫我們記載了人的殘暴之外
[00:13:39.680 --> 00:13:44.680]  其實經文帶出一個很重要的意思
[00:13:44.680 --> 00:13:47.680]  就是如果我們看回那六段的經文裏面
[00:13:47.680 --> 00:13:51.680]  我們會發現有一些的聖經有一些的字句
[00:13:51.680 --> 00:13:53.680]  原來是不斷重複的
[00:13:53.680 --> 00:13:55.680]  重複的是什麼呢
[00:13:55.680 --> 00:13:57.680]  就是耶和華如此說
[00:13:57.680 --> 00:13:59.680]  我必不撤銷對他的懲罰
[00:13:59.680 --> 00:14:02.680]  我要降火吞滅
[00:14:02.680 --> 00:14:08.680]  這些的字句其實一直在整個第一章或者去到二章頭
[00:14:08.680 --> 00:14:10.680]  都不斷重複的
[00:14:10.680 --> 00:14:20.680]  特別當以色列人聽到降火吞滅這些的字眼或者那個意境的時候
[00:14:20.680 --> 00:14:22.680]  大家猜一下
[00:14:22.680 --> 00:14:28.680]  大家猜一下以色列人他們會聯想起一些什麼的情景
[00:14:28.680 --> 00:14:33.680]  是的沒錯,姐妹說得對
[00:14:33.680 --> 00:14:36.680]  就是他們必然會聯想起
[00:14:36.680 --> 00:14:39.680]  就是在《創世紀》所記載
[00:14:39.680 --> 00:14:43.680]  索多瑪和摩拉的事跡
[00:14:43.680 --> 00:14:46.680]  是不是,有沒有印象,弟兄姊妹
[00:14:46.680 --> 00:14:48.680]  當時聖經就是這樣記載
[00:14:48.680 --> 00:14:50.680]  就是在這兩個地方裏面
[00:14:50.680 --> 00:14:52.680]  那些人罪大惡極
[00:14:52.680 --> 00:14:57.680]  而最終上帝降火毀滅這兩個地方
[00:14:57.680 --> 00:15:05.680]  當人以為自己可以擁有地上的權力
[00:15:05.680 --> 00:15:09.680]  以為高高在上可以控制一切
[00:15:09.680 --> 00:15:11.680]  可以任意妄為的時候
[00:15:11.680 --> 00:15:15.680]  聖經提醒我們一樣東西
[00:15:15.680 --> 00:15:17.680]  就是在人的上面
[00:15:17.680 --> 00:15:21.680]  是有一個更高更大的掌權者
[00:15:21.680 --> 00:15:25.680]  正如中國人有一個說話
[00:15:25.680 --> 00:15:27.680]  我覺得很有意思
[00:15:27.680 --> 00:15:29.680]  就是人在做
[00:15:29.680 --> 00:15:31.680]  下一個是什麼
[00:15:31.680 --> 00:15:32.680]  天在看
[00:15:32.680 --> 00:15:35.680]  不過我覺得在我們信仰裏面
[00:15:35.680 --> 00:15:37.680]  更加正確的是人在做
[00:15:37.680 --> 00:15:39.680]  誰看到
[00:15:39.680 --> 00:15:40.680]  是神
[00:15:40.680 --> 00:15:43.680]  是我們的主,是上帝
[00:15:43.680 --> 00:15:45.680]  不單止我們的神
[00:15:45.680 --> 00:15:47.680]  他看到,他知道
[00:15:47.680 --> 00:15:50.680]  更加會有他的審判
[00:15:50.680 --> 00:15:54.680]  所以在啟示錄20章12至13節
[00:15:54.680 --> 00:15:56.680]  弟兄姊妹我們一起讀出這段經文
[00:15:56.680 --> 00:15:58.680]  預備,1,2,3
[00:15:58.680 --> 00:16:00.680]  我又看見死了的人
[00:16:00.680 --> 00:16:03.680]  無論大小都站在寶座前
[00:16:03.680 --> 00:16:05.680]  案卷展開了
[00:16:05.680 --> 00:16:07.680]  並且另有一卷展開
[00:16:07.680 --> 00:16:09.680]  就是生命冊
[00:16:09.680 --> 00:16:13.680]  死了的人都憑著這些案卷所記載的
[00:16:13.680 --> 00:16:16.680]  照他們所行的受審判
[00:16:16.680 --> 00:16:19.680]  於是海交出其中的死人
[00:16:19.680 --> 00:16:22.680]  死亡和陰間也交出其中的死人
[00:16:22.680 --> 00:16:27.680]  他們都照各人所行的受審判
[00:16:27.680 --> 00:16:32.680]  弟兄姊妹,確實在我們今天所身處的時代
[00:16:32.680 --> 00:16:34.680]  不同的地方,不同的國家
[00:16:34.680 --> 00:16:36.680]  都會有法庭
[00:16:36.680 --> 00:16:39.680]  都會有司法制度
[00:16:39.680 --> 00:16:41.680]  但我想說的是
[00:16:41.680 --> 00:16:44.680]  地上沒有一個法庭
[00:16:44.680 --> 00:16:47.680]  真的能夠完完全全彰顯到
[00:16:47.680 --> 00:16:51.680]  真正的那一份絕對的公義
[00:16:51.680 --> 00:16:55.680]  就算當我們去看西方的國家
[00:16:55.680 --> 00:16:59.680]  美國總統拜登
[00:16:59.680 --> 00:17:01.680]  現在還在當總統
[00:17:01.680 --> 00:17:05.680]  不過在他卸任之前
[00:17:05.680 --> 00:17:07.680]  他做了什麼事?
[00:17:07.680 --> 00:17:11.680]  他就是用了他的權力
[00:17:11.680 --> 00:17:13.680]  在司法制度裏
[00:17:13.680 --> 00:17:20.680]  突卸了他其中一個已經被定罪的兒子
[00:17:20.680 --> 00:17:22.680]  是不是?
[00:17:22.680 --> 00:17:25.680]  這不是一個公義的行為
[00:17:25.680 --> 00:17:27.680]  另外我們也看到
[00:17:27.680 --> 00:17:30.680]  很多世界不同的地方
[00:17:30.680 --> 00:17:32.680]  或者一些極權的地方
[00:17:32.680 --> 00:17:35.680]  甚至會利用法庭或司法制度
[00:17:35.680 --> 00:17:41.680]  去打壓很多弱勢的人民
[00:17:41.680 --> 00:17:45.680]  將司法制度原本希望彰顯公義的
[00:17:45.680 --> 00:17:53.680]  卻成為被利用的一個工具
[00:17:53.680 --> 00:17:56.680]  不過聖經告訴我們
[00:17:56.680 --> 00:17:58.680]  任何一個人
[00:17:58.680 --> 00:18:03.680]  不論你在地上好像高高在上
[00:18:03.680 --> 00:18:08.680]  又或者你是一個弱勢受壓的普通人
[00:18:08.680 --> 00:18:11.680]  每人做過什麼
[00:18:11.680 --> 00:18:13.680]  發生過什麼事
[00:18:13.680 --> 00:18:15.680]  上帝知道
[00:18:15.680 --> 00:18:17.680]  上帝看到
[00:18:17.680 --> 00:18:22.680]  而上帝也必然會在他自己的時間裏
[00:18:22.680 --> 00:18:26.680]  上帝會親自去審判
[00:18:26.680 --> 00:18:32.680]  不論是我或者頂姐妹
[00:18:32.680 --> 00:18:35.680]  我們有一個什麼身份
[00:18:35.680 --> 00:18:36.680]  有一個什麼位置
[00:18:36.680 --> 00:18:37.680]  什麼地位也好
[00:18:37.680 --> 00:18:42.680]  我們沒有一個人能夠逃避得到上帝的審判
[00:18:42.680 --> 00:18:49.680]  或者我們總需要面對上帝他自己的判斷
[00:18:49.680 --> 00:18:54.680]  在今天訊息的第一部分裏
[00:18:54.680 --> 00:18:55.680]  我們首先發現
[00:18:55.680 --> 00:18:57.680]  確實在大環境裏
[00:18:57.680 --> 00:19:02.680]  人似乎都在面對一些很黑暗很不公義的事情
[00:19:02.680 --> 00:19:04.680]  我們一個普通人
[00:19:04.680 --> 00:19:06.680]  似乎真的不能改變到什麼
[00:19:06.680 --> 00:19:07.680]  扭轉到什麼
[00:19:07.680 --> 00:19:13.680]  最終我們真的要對上帝有那份的認信
[00:19:13.680 --> 00:19:16.680]  掌權的是上帝
[00:19:16.680 --> 00:19:20.680]  審判亦都在上帝那裏
[00:19:20.680 --> 00:19:22.680]  不過來到這裏的時候
[00:19:22.680 --> 00:19:24.680]  我們要繼續去問一個問題
[00:19:24.680 --> 00:19:26.680]  下一個問題就是
[00:19:26.680 --> 00:19:30.680]  如果我們所身處的都真是一個很爛的時代
[00:19:30.680 --> 00:19:34.680]  或者我們所身處的都在一個很爛的處境裏
[00:19:34.680 --> 00:19:39.680]  我們除了將這些情況交回給上帝
[00:19:39.680 --> 00:19:40.680]  要由他去審判
[00:19:40.680 --> 00:19:42.680]  要由他去掌權之外
[00:19:42.680 --> 00:19:45.680]  我們還要問的就是
[00:19:45.680 --> 00:19:47.680]  關我和你什麼事呢
[00:19:47.680 --> 00:19:50.680]  我們可以怎樣呢
[00:19:50.680 --> 00:19:54.680]  所以在這段訊息裏
[00:19:54.680 --> 00:19:56.680]  第二樣讓我們看到的就是
[00:19:56.680 --> 00:20:01.680]  原來神在每一個人捍衛很爛的時代
[00:20:01.680 --> 00:20:04.680]  神並沒有放棄人
[00:20:04.680 --> 00:20:08.680]  他沒有放棄任何一個的時代
[00:20:08.680 --> 00:20:14.680]  他依然會呼召人去做上帝的工作
[00:20:14.680 --> 00:20:18.680]  當我們在第一節剛才看過
[00:20:18.680 --> 00:20:23.680]  就是從提哥亞來的木人亞摩斯所見的
[00:20:23.680 --> 00:20:26.680]  我們在這句經文裏面
[00:20:26.680 --> 00:20:29.680]  我們看到一個原本是木人的亞摩斯
[00:20:29.680 --> 00:20:33.680]  被神呼召去做傳道的工作
[00:20:33.680 --> 00:20:38.680]  有不同的學者對亞摩斯這個木人的背景
[00:20:38.680 --> 00:20:41.680]  都有不同的研究和不同的看法
[00:20:41.680 --> 00:20:44.680]  有一批學者他們就指出
[00:20:44.680 --> 00:20:49.680]  亞摩斯是一個身份低微的牧羊人
[00:20:49.680 --> 00:20:54.680]  只是在社會裏面一個很普通的低下階層
[00:20:54.680 --> 00:20:58.680]  但是另外一邊的學者又幫我們看到
[00:20:58.680 --> 00:21:02.680]  原來木人這個字在原文裏面
[00:21:02.680 --> 00:21:08.680]  其實可以指一些做買賣羊的木戶
[00:21:08.680 --> 00:21:16.680]  所以呂鎮忠譯本就直接幫我們翻譯為大戶木人
[00:21:16.680 --> 00:21:20.680]  所以分分鐘亞摩斯在當時
[00:21:20.680 --> 00:21:24.680]  是一個擁有數以十萬計八萬計的羊
[00:21:24.680 --> 00:21:26.680]  在做羊的買賣生意
[00:21:26.680 --> 00:21:29.680]  就好像今天這個時代
[00:21:29.680 --> 00:21:31.680]  一些大型的公司
[00:21:31.680 --> 00:21:36.680]  就好像是Microsoft或者是Tesla
[00:21:36.680 --> 00:21:39.680]  一些大型的科技公司
[00:21:39.680 --> 00:21:43.680]  可能亞摩斯在當時在當代來講
[00:21:43.680 --> 00:21:45.680]  是在做一個大生意
[00:21:45.680 --> 00:21:48.680]  就是大買賣的一個大商人
[00:21:48.680 --> 00:21:53.680]  不過當我看完這些研究的時候
[00:21:53.680 --> 00:21:55.680]  我自己有一個思想
[00:21:55.680 --> 00:22:04.680]  其實我們都未必太過需要著眼於亞摩斯的出身
[00:22:04.680 --> 00:22:06.680]  或者他的背景
[00:22:06.680 --> 00:22:10.680]  因為其實不論是亞摩斯也好
[00:22:10.680 --> 00:22:13.680]  或者不論是我或者你也好
[00:22:13.680 --> 00:22:16.680]  我們今天有不同的背景身份
[00:22:16.680 --> 00:22:20.680]  或者我們有不同的過去或者歷史
[00:22:20.680 --> 00:22:23.680]  但是我們應該相信
[00:22:23.680 --> 00:22:29.680]  上帝都可以使用我們每一個
[00:22:29.680 --> 00:22:32.680]  不論我們的背景身份
[00:22:32.680 --> 00:22:35.680]  如果上帝是要用我們的
[00:22:35.680 --> 00:22:37.680]  或者我們願意給神用的
[00:22:37.680 --> 00:22:40.680]  上帝必然用得著
[00:22:40.680 --> 00:22:44.680]  不過在亞摩斯的呼召裡面
[00:22:44.680 --> 00:22:46.680]  我覺得有一樣東西
[00:22:46.680 --> 00:22:49.680]  是比他原先的身份或者背景
[00:22:49.680 --> 00:22:51.680]  是更加重要的
[00:22:51.680 --> 00:22:56.680]  是在第一節經文裡面
[00:22:56.680 --> 00:23:01.680]  上帝給亞摩斯的所見
[00:23:01.680 --> 00:23:05.680]  原來所見這個字在原文裡面
[00:23:05.680 --> 00:23:10.680]  不是在講用肉眼看東西的意思
[00:23:10.680 --> 00:23:12.680]  原來在原文裡面
[00:23:12.680 --> 00:23:15.680]  這個所見是有一個先見
[00:23:15.680 --> 00:23:16.680]  洞察力
[00:23:16.680 --> 00:23:19.680]  英文就是一個insight
[00:23:19.680 --> 00:23:20.680]  這個意思
[00:23:20.680 --> 00:23:25.680]  原來神在亞摩斯的呼召
[00:23:25.680 --> 00:23:28.680]  是使得亞摩斯看到
[00:23:28.680 --> 00:23:35.680]  神要他看到很多事情背後的那一面
[00:23:35.680 --> 00:23:38.680]  確實在不同的時代也好
