
[00:00:00.000 --> 00:00:03.400]  新一年了,不是,是最後一年
[00:04:13.000 --> 00:04:24.000]  「所有的加南人、西頓人,以及從巴黎、黑門山到哈馬口、朱尼巴嫩山的希美人」
[00:04:24.000 --> 00:04:32.000]  「他們是為了要考驗以色列,好知道他們是否肯聽從耶和華」
[00:04:32.000 --> 00:04:37.000]  「耶和華藉摩西吩咐他們列祖的命令」
[00:04:37.000 --> 00:04:47.000]  「以色列人、住在加南人、赫人、阿摩利人、比利、西人、希美人、耶布斯人中間」
[00:04:47.000 --> 00:04:57.000]  「娶他們的女兒,將自己的女兒嫁給他們的兒子,並侍奉他們的神明」
[00:04:57.000 --> 00:05:07.000]  「第十六節,耶和華興起史詩,史詩就請求他們脫離搶奪他們的手」
[00:05:07.000 --> 00:05:10.000]  「耶和華為什麼要興起史詩呢?」
[00:05:10.000 --> 00:05:14.000]  「以色列人發生什麼事呢?」
[00:05:14.000 --> 00:05:22.000]  「大家都很清楚的,因為從約書亞記看到史詩記,大家都差不多清楚」
[00:05:22.000 --> 00:05:30.000]  「因為約書亞死了,死了之後,為什麼上帝不會繼續有第二個呢?」
[00:05:30.000 --> 00:05:38.000]  「多數都是,你看看聖經,以利沙下面的徒弟是誰?」
[00:05:38.000 --> 00:05:42.000]  「以利亞下面那個是以利沙,調轉了」
[00:05:42.000 --> 00:05:47.000]  「下面那個就是以利沙,以利沙下面那個他又沒有說」
[00:05:47.000 --> 00:05:51.000]  「永遠都是接載下一代,其他的呢?」
[00:05:51.000 --> 00:05:57.000]  「其實不是,他已經說了,因為他的律法他已經寫在那裡」
[00:05:57.000 --> 00:06:04.000]  「在摩西的時候寫了律法,然後約書亞怎樣帶領他們守這個律法的時候」
[00:06:04.000 --> 00:06:10.000]  「接著不需要了,因為你們怎樣去看律法去做人?」
[00:06:10.000 --> 00:06:12.000]  「就不需要別人帶領」
[00:06:12.000 --> 00:06:20.000]  「但不過你看到,後來興起的另一世代不認識耶和華」
[00:06:20.000 --> 00:06:27.000]  「也不知道他為以色列做過什麼事」
[00:06:27.000 --> 00:06:31.000]  「不知道他們做過什麼事,他們就離棄」
[00:06:31.000 --> 00:06:35.000]  「耶和華,很有趣的,在說經歷的問題」
[00:06:35.000 --> 00:06:39.000]  「我經歷得多而已,但你沒經歷過,是不是?」
[00:06:39.000 --> 00:06:42.000]  「以前我會這樣問的」
[00:06:42.000 --> 00:06:46.000]  「不知道大家有沒有看《朕禮》」
[00:06:46.000 --> 00:06:49.000]  「因為看成人《朕禮》我有一個話劇」
[00:06:49.000 --> 00:06:53.000]  「說我做主角的,大家沒看就算了」
[00:06:53.000 --> 00:06:56.000]  「阿彪有看,盧峰有看」
[00:06:56.000 --> 00:07:01.000]  「我當時90年代就跟著我妹妹回教會」
[00:07:01.000 --> 00:07:05.000]  「其實回教會的時候我都決心信耶穌」
[00:07:05.000 --> 00:07:09.000]  「不過在裡面,經常聽牧師講道」
[00:07:09.000 --> 00:07:15.000]  「行不行的?都識切不到今時今日的社會」
[00:07:15.000 --> 00:07:19.000]  「祈禱實質一點好一點」
[00:07:19.000 --> 00:07:22.000]  「真的能幫忙嗎?」
[00:07:22.000 --> 00:07:26.000]  「什麼叫信心?這樣做就叫信心嗎?」
[00:07:26.000 --> 00:07:32.000]  「自己很多疑問,我當時都比較年輕一點」
[00:07:32.000 --> 00:07:36.000]  「但很多疑問,很多質疑,很多問題」
[00:07:36.000 --> 00:07:39.000]  「因為你經歷過,我都沒經歷過」
[00:07:39.000 --> 00:07:42.000]  「你說有上帝,我怎知道你上帝是誰?」
[00:07:42.000 --> 00:07:49.000]  「對不對?經常說得好像很厲害,很多神蹟」
[00:07:49.000 --> 00:08:01.000]  「但有時候看到他們做事又違背了聖經的真理」
[00:08:01.000 --> 00:08:03.000]  「為什麼會這樣?」
[00:08:03.000 --> 00:08:07.000]  「所以在教會裡面有很多疑惑」
[00:08:07.000 --> 00:08:09.000]  「後來我就離開了教會」
[00:08:09.000 --> 00:08:14.000]  「因為當時我買了房子」
[00:08:14.000 --> 00:08:19.000]  「一說買房子,你們就好像很肚餓」
[00:08:19.000 --> 00:08:24.000]  「我自己說,當時那個時代是比較容易的」
[00:08:24.000 --> 00:08:26.000]  「這個時代真的很難的」
[00:08:26.000 --> 00:08:28.000]  「那個時代比較容易一點」
[00:08:28.000 --> 00:08:35.000]  「我買了房子的時候,我記得問了弟兄借了四萬元」
[00:08:35.000 --> 00:08:40.000]  「我就沒有還,後來慢慢離開了教會」
[00:08:40.000 --> 00:08:43.000]  「所以錢的魔力是這麼大」
[00:08:43.000 --> 00:08:46.000]  「所以就慢慢離棄了教會」
[00:08:46.000 --> 00:08:52.000]  「離棄了教會的時候,他們侍奉誰呢?」
[00:08:52.000 --> 00:08:54.000]  「朱巴力和阿斯塔努」
[00:08:54.000 --> 00:09:00.000]  「巴力就是屬於男的」
[00:09:00.000 --> 00:09:03.000]  「阿斯塔努就是女神」
[00:09:03.000 --> 00:09:06.000]  「巴力就是男神」
[00:09:06.000 --> 00:09:08.000]  「不是那些男神」
[00:09:08.000 --> 00:09:13.000]  「朱巴力其實有很多稱呼」
[00:09:13.000 --> 00:09:14.000]  「為什麼呢?」
[00:09:14.000 --> 00:09:17.000]  「他在不同地方都有個巴力」
[00:09:17.000 --> 00:09:19.000]  「有些叫巴力高達」
[00:09:19.000 --> 00:09:21.000]  「不是巴力高達」
[00:09:21.000 --> 00:09:23.000]  「叫巴力哈達」
[00:09:23.000 --> 00:09:25.000]  「巴力夏景」
[00:09:25.000 --> 00:09:27.000]  「巴力比利時」
[00:09:27.000 --> 00:09:29.000]  「巴力哈蒙」
[00:09:29.000 --> 00:09:31.000]  「阿美力巴辣」
[00:09:31.000 --> 00:09:33.000]  「很多巴辣的」
[00:09:33.000 --> 00:09:37.000]  「他們感覺到他可以自己改名字」
[00:09:37.000 --> 00:09:40.000]  「一個神子也可以改名字」
[00:09:40.000 --> 00:09:44.000]  「而阿斯塔努有阿瑟拉」
[00:09:44.000 --> 00:09:46.000]  「阿斯塔陸」
[00:09:46.000 --> 00:09:48.000]  「阿什麼什麼」
[00:09:48.000 --> 00:09:50.000]  「總之有很多名字」
[00:09:50.000 --> 00:09:52.000]  「其實他們是兩夫妻」
[00:09:52.000 --> 00:09:55.000]  「很多神奇的東西」
[00:09:55.000 --> 00:09:56.000]  「就是這個」
[00:09:56.000 --> 00:09:59.000]  「其實他們有什麼」
[00:09:59.000 --> 00:10:01.000]  「兩者關係就是夫婦」
[00:10:01.000 --> 00:10:03.000]  「他們掌管什麼」
[00:10:03.000 --> 00:10:05.000]  「那時候掌管雨水和風暴」
[00:10:05.000 --> 00:10:08.000]  「能管理五谷」
[00:10:08.000 --> 00:10:11.000]  「六畜及人丁的繁靜」
[00:10:11.000 --> 00:10:15.000]  「然後他獻人為祭」
[00:10:15.000 --> 00:10:16.000]  「去獻嬰兒的」
[00:10:16.000 --> 00:10:17.000]  「你聽過嗎」
[00:10:17.000 --> 00:10:19.000]  「他們那時候獻嬰兒為祭」
[00:10:19.000 --> 00:10:22.000]  「還有淫亂的儀式」
[00:10:22.000 --> 00:10:26.000]  「四處都有妙技」
[00:10:26.000 --> 00:10:27.000]  「什麼妙技」
[00:10:27.000 --> 00:10:29.000]  「就是去到那裡」
[00:10:29.000 --> 00:10:31.000]  「性交轉運那些」
[00:10:31.000 --> 00:10:33.000]  「最多就是那些」
[00:10:33.000 --> 00:10:40.000]  「所以他們去到迦南的時候」
[00:10:40.000 --> 00:10:43.000]  「他們沒有趕走那些人」
[00:10:43.000 --> 00:10:44.000]  「他們沒有趕走」
[00:10:44.000 --> 00:10:46.000]  「不是上帝沒有趕走」
[00:10:46.000 --> 00:10:48.000]  「他們留下迦南人在那裡」
[00:10:48.000 --> 00:10:50.000]  「一開始是做什麼的」
[00:10:50.000 --> 00:10:52.000]  「迦南人是害怕了他們」
[00:10:52.000 --> 00:10:54.000]  「一開始約書亞打進去」
[00:10:54.000 --> 00:10:56.000]  「但他們留他們在那裡做什麼」
[00:10:56.000 --> 00:10:58.000]  「做僕人」
[00:10:58.000 --> 00:11:00.000]  「留迦南人在那裡做僕人」
[00:11:00.000 --> 00:11:02.000]  「以為有工人用」
[00:11:02.000 --> 00:11:05.000]  「誰知道迦南人在裡面」
[00:11:05.000 --> 00:11:07.000]  「慢慢發大又影響他們」
[00:11:07.000 --> 00:11:12.000]  「因為他們進去當時的地方」
[00:11:12.000 --> 00:11:14.000]  「他們本來是牧民族」
[00:11:14.000 --> 00:11:16.000]  「他們是以色列人」
[00:11:16.000 --> 00:11:20.000]  「進去之後是奸眾」
[00:11:20.000 --> 00:11:21.000]  「在那裡有英許之地」
[00:11:21.000 --> 00:11:22.000]  「奸眾的時候」
[00:11:22.000 --> 00:11:26.000]  「當地就可能感染他們」
[00:11:26.000 --> 00:11:27.000]  「影響他們」
[00:11:27.000 --> 00:11:31.000]  「如果有想豐收的就拜這個神」
[00:11:31.000 --> 00:11:34.000]  「拜這個就會有豐收」
[00:11:34.000 --> 00:11:37.000]  「去掌管雨水、上管風暴」
[00:11:37.000 --> 00:11:39.000]  「第一代約書亞就」
[00:11:39.000 --> 00:11:43.000]  「應該一定不會被騙到的那一代」
[00:11:43.000 --> 00:11:45.000]  「但下一代還沒認識」
[00:11:45.000 --> 00:11:47.000]  「還沒經歷過上帝」
[00:11:47.000 --> 00:11:52.000]  「不過拜這個就可以有豐條雨信」
[00:11:52.000 --> 00:11:55.000]  「所以就想拜」
[00:11:55.000 --> 00:11:58.000]  「還有他們肉體的享樂」
[00:11:58.000 --> 00:12:00.000]  「你看有妙技」
[00:12:00.000 --> 00:12:04.000]  「表面上說信他們」
[00:12:04.000 --> 00:12:07.000]  「其實都是為了肉體的享樂」
[00:12:07.000 --> 00:12:10.000]  「貪圖富貴」
[00:12:10.000 --> 00:12:14.000]  「拜他們都是想發達、富有」
[00:12:14.000 --> 00:12:18.000]  「甚至淫亂交合都有」
[00:12:18.000 --> 00:12:20.000]  「因為在聖經以後」
[00:12:20.000 --> 00:12:23.000]  「有一些地方都說到他們是這樣的」
[00:12:23.000 --> 00:12:24.000]  「然後」
[00:12:24.000 --> 00:12:26.000]  「為何會」
[00:12:26.000 --> 00:12:29.000]  「現在提摩太前書都會這樣說」
[00:12:29.000 --> 00:12:31.000]  「聖靈明說」
[00:12:31.000 --> 00:12:33.000]  「在末後的時期」
[00:12:33.000 --> 00:12:35.000]  「必有人離棄信仰」
[00:12:35.000 --> 00:12:45.000]  「去聽信那誘惑人的邪靈和鬼魔的教訓」
[00:12:45.000 --> 00:12:48.000]  「這些其實現在都有」
[00:12:48.000 --> 00:12:52.000]  「現在是甚麼偶像」
[00:12:52.000 --> 00:12:57.000]  「以前有巴力的偶像」
[00:12:57.000 --> 00:13:01.000]  「巴力為偶像」
[00:13:01.000 --> 00:13:03.000]  「現在有甚麼偶像」
[00:13:03.000 --> 00:13:07.000]  「想想」
[00:13:07.000 --> 00:13:11.000]  「自己」
[00:13:11.000 --> 00:13:15.000]  「自己為自己的偶像」
[00:13:15.000 --> 00:13:18.000]  「財富」
[00:13:18.000 --> 00:13:21.000]  「財富就是你的偶像」
[00:13:21.000 --> 00:13:23.000]  「你的面容」
[00:13:23.000 --> 00:13:27.000]  「一點點暗瘡又在叫喊」
[00:13:27.000 --> 00:13:29.000]  「你的名望」
[00:13:29.000 --> 00:13:30.000]  「一被人說你兩句」
[00:13:30.000 --> 00:13:33.000]  「馬上氣得臉都紅了」
[00:13:33.000 --> 00:13:34.000]  「扯筋了」
[00:13:34.000 --> 00:13:35.000]  「權力」
[00:13:35.000 --> 00:13:37.000]  「一沒有權力又怎樣」
[00:13:37.000 --> 00:13:40.000]  「每個人都想生權力」
[00:13:40.000 --> 00:13:42.000]  「地位」
[00:13:42.000 --> 00:13:43.000]  「金錢」
[00:13:43.000 --> 00:13:46.000]  「很多很多」
[00:13:46.000 --> 00:13:49.000]  「其實我以前回教會就是這樣」
[00:13:49.000 --> 00:13:50.000]  「借了四萬元之後」
[00:13:50.000 --> 00:13:52.000]  「然後怎樣」
[00:13:52.000 --> 00:13:53.000]  「然後買了一層樓」
[00:13:53.000 --> 00:13:57.000]  「在九七年最高峰的時候」
[00:13:57.000 --> 00:13:59.000]  「就放了它」
[00:13:59.000 --> 00:14:04.000]  「那時候都有半廟以上」
[00:14:04.000 --> 00:14:06.000]  「然後炒了股票」
[00:14:06.000 --> 00:14:09.000]  「那時候股票最旺」
[00:14:09.000 --> 00:14:11.000]  「那時候去到百萬富翁」
[00:14:11.000 --> 00:14:12.000]  「不過現在沒有用」
[00:14:12.000 --> 00:14:14.000]  「百萬富翁都」
[00:14:14.000 --> 00:14:17.000]  「所以那時候去到百萬富翁」
[00:14:17.000 --> 00:14:20.000]  「覺得自己很驕傲」
[00:14:20.000 --> 00:14:22.000]  「所以我不理」
[00:14:22.000 --> 00:14:24.000]  「我不理身邊的人」
[00:14:24.000 --> 00:14:27.000]  「我經常罵弟弟這麼蠢」
[00:14:27.000 --> 00:14:30.000]  「欺負妹妹」
[00:14:30.000 --> 00:14:32.000]  「我那個話劇說了」
[00:14:32.000 --> 00:14:35.000]  「真的罵媽媽」
[00:14:35.000 --> 00:14:39.000]  「罵媽媽很不孝」
[00:14:39.000 --> 00:14:43.000]  「所有事情就是自己的驕傲」
[00:14:43.000 --> 00:14:45.000]  「我的偶像就在我裏面」
[00:14:45.000 --> 00:14:48.000]  「已經開始成為我自己的偶像」
[00:14:48.000 --> 00:14:54.000]  「所以我們變成迎合社會的需求」
[00:14:54.000 --> 00:14:57.000]  「我們迎合了社會」
[00:14:57.000 --> 00:15:02.000]  「沒有親身想過自己要些什麼」
[00:15:02.000 --> 00:15:08.000]  「然後耶和華當然發怒氣」
[00:15:08.000 --> 00:15:09.000]  「因為他們違背了我」
[00:15:09.000 --> 00:15:12.000]  「吩咐他們列祖當首的約」
[00:15:12.000 --> 00:15:15.000]  「我們看回《新命記》28章」
[00:15:15.000 --> 00:15:20.000]  「耶和華有怒氣是很重要的」
[00:15:20.000 --> 00:15:25.000]  「這一切的咒咒必臨到你身上」
[00:15:25.000 --> 00:15:26.000]  「追隨你」
[00:15:26.000 --> 00:15:27.000]  「那些我不寫了」
[00:15:27.000 --> 00:15:29.000]  「一連串很多的」
[00:15:29.000 --> 00:15:30.000]  「出入有咒咒」
[00:15:30.000 --> 00:15:32.000]  「什麼都咒咒」
[00:15:32.000 --> 00:15:33.000]  「我一看完都害怕」
[00:15:33.000 --> 00:15:35.000]  「所以我的手都在顫抖」
[00:15:35.000 --> 00:15:36.000]  「我害怕」
[00:15:36.000 --> 00:15:39.000]  「所以我千萬要做好自己」
[00:15:39.000 --> 00:15:42.000]  「因為耶和華的咒咒是很厲害的」
[00:15:42.000 --> 00:15:45.000]  「但是有時候人家說咒咒你」
[00:15:45.000 --> 00:15:47.000]  「你不用怕他」
[00:15:47.000 --> 00:15:49.000]  「你知道嗎?」
[00:15:49.000 --> 00:15:52.000]  「但是你千萬不要咒咒別人」
[00:15:52.000 --> 00:15:53.000]  「明白嗎?」
[00:15:53.000 --> 00:15:55.000]  「當你咒咒別人的時候」
[00:15:55.000 --> 00:15:57.000]  「被咒咒的人如果做得好的話」
[00:15:57.000 --> 00:15:59.000]  「咒咒是沒有事的」
[00:15:59.000 --> 00:16:05.000]  「但是如果你咒咒別人的人」
[00:16:05.000 --> 00:16:07.000]  「做了一些壞事的時候」
[00:16:07.000 --> 00:16:10.000]  「咒咒反而會回到那裡」
[00:16:10.000 --> 00:16:15.000]  「猶太人的釋經是這樣說的」
[00:16:15.000 --> 00:16:18.000]  「所以我們只要別人咒咒我」
[00:16:18.000 --> 00:16:19.000]  「我不用怕的」
[00:16:19.000 --> 00:16:21.000]  「我做得好你咒咒我」
[00:16:21.000 --> 00:16:22.000]  「你稍後小心一點」
[00:16:22.000 --> 00:16:23.000]  「你咒咒自己而已」
[00:16:23.000 --> 00:16:24.000]  「是嗎?」
[00:16:24.000 --> 00:16:25.000]  「所以不用怕咒咒」
[00:16:25.000 --> 00:16:28.000]  「只要我們緊守遵行一切的律法」
[00:16:28.000 --> 00:16:30.000]  「就不需要怕的」
[00:16:30.000 --> 00:16:34.000]  「然後耶和華興起史詩」
[00:16:34.000 --> 00:16:36.000]  「史詩同在」
[00:16:36.000 --> 00:16:40.000]  「然後在一切的日子拯救他們脫離」
[00:16:40.000 --> 00:16:43.000]  「耶和華因他們受欺壓」
[00:16:43.000 --> 00:16:47.000]  「迫害所發出的哀聲就憐憫他們」
[00:16:47.000 --> 00:16:49.000]  「耶和華真是有慈愛有憐憫」
[00:16:49.000 --> 00:16:51.000]  「因為他們在最痛苦的時候」
[00:16:51.000 --> 00:16:54.000]  「發出哀聲災禍困苦」
[00:16:54.000 --> 00:16:56.000]  「我想大家都會有的經歷」
[00:16:56.000 --> 00:16:59.000]  「最痛苦的時候才祈禱」
[00:16:59.000 --> 00:17:00.000]  「是嗎?」
[00:17:00.000 --> 00:17:03.000]  「有沒有在吃自助餐的時候」
[00:17:03.000 --> 00:17:06.000]  「也有的,祈禱吃飯而已」
[00:17:06.000 --> 00:17:09.000]  「會不會在吃自助餐的時候」
[00:17:09.000 --> 00:17:12.000]  「順帝啊,好好吃啊,好正啊」
[00:17:12.000 --> 00:17:14.000]  「不會的嘛」
[00:17:14.000 --> 00:17:16.000]  「當你有災害的時候就不是了」
[00:17:16.000 --> 00:17:18.000]  「當有痛苦的時候」
[00:17:18.000 --> 00:17:20.000]  「上帝啊,救我吧,死吧」
[00:17:20.000 --> 00:17:22.000]  「我很慘啊,我快要死了」
[00:17:22.000 --> 00:17:24.000]  「是嗎?」
[00:17:24.000 --> 00:17:26.000]  「所以我們一有哀聲」
[00:17:26.000 --> 00:17:28.000]  「上帝聽到的時候」
[00:17:28.000 --> 00:17:30.000]  「耶和華的慈愛就快到了」
[00:17:30.000 --> 00:17:32.000]  「耶和華的慈愛」
[00:17:32.000 --> 00:17:34.000]  「在詩篇也有說過的」
[00:17:34.000 --> 00:17:35.000]  「在103篇那裡」
[00:17:35.000 --> 00:17:38.000]  「耶和華有憐憫有恩典」
[00:17:38.000 --> 00:17:42.000]  「不輕而發怒,且有豐盛的慈愛」
[00:17:42.000 --> 00:17:44.000]  「耶和華是有豐盛的慈愛的」
[00:17:44.000 --> 00:17:46.000]  「不過不輕而發怒」
[00:17:46.000 --> 00:17:47.000]  「在說什麼呢?」
[00:17:47.000 --> 00:17:49.000]  「不輕而而已」
[00:17:49.000 --> 00:17:51.000]  「但你們這麼在患的時候」
[00:17:51.000 --> 00:17:53.000]  「上帝就會出手」
[00:17:53.000 --> 00:17:55.000]  「是嗎?」
[00:17:55.000 --> 00:17:57.000]  「而興起史詩的」
[00:17:57.000 --> 00:18:01.000]  「就在說史詩的三章十節」
[00:18:01.000 --> 00:18:05.000]  「興起史詩,上帝就會和他們同在」
[00:18:05.000 --> 00:18:06.000]  「興起他們的時候」
[00:18:06.000 --> 00:18:09.000]  「聖靈就會降臨在他們裡面」
[00:18:09.000 --> 00:18:11.000]  「讓他們能夠興起他們」
[00:18:11.000 --> 00:18:16.000]  「我們現在相信上帝」
[00:18:16.000 --> 00:18:17.000]  「相信耶穌」
[00:18:17.000 --> 00:18:19.000]  「已經潔淨了我們每一個」
[00:18:19.000 --> 00:18:21.000]  「聖靈已經在你們裡面」
[00:18:21.000 --> 00:18:24.000]  「其實你們每一個都是史詩」
[00:18:24.000 --> 00:18:28.000]  「而是你們願不願意」
[00:18:28.000 --> 00:18:30.000]  「跟從耶和華去行」
[00:18:30.000 --> 00:18:31.000]  「是嗎?」
[00:18:31.000 --> 00:18:33.000]  「當聖靈臨到你們那裡」
[00:18:33.000 --> 00:18:35.000]  「就必得著能力」
[00:18:35.000 --> 00:18:40.000]  「我們願不願意被上帝使用呢?」
[00:18:40.000 --> 00:18:42.000]  「是嗎?」
[00:18:42.000 --> 00:18:46.000]  「在仇敵當中拯救出來」
[00:18:46.000 --> 00:18:50.000]  「我們有時候聖靈來到我們當中」
[00:18:50.000 --> 00:18:51.000]  「為什麼耶穌」
[00:18:51.000 --> 00:18:52.000]  「信了耶穌」
[00:18:52.000 --> 00:18:54.000]  「聖靈在我們這裡做些什麼呢?」
[00:18:54.000 --> 00:18:59.000]  「為了大使命」
[00:18:59.000 --> 00:19:02.000]  「就是要出去傳福音」
[00:19:02.000 --> 00:19:06.000]  「將耶穌介紹給人認識」
[00:19:06.000 --> 00:19:09.000]  「去拯救他們的靈魂」
[00:19:09.000 --> 00:19:11.000]  「因為我們都是史詩」
[00:19:11.000 --> 00:19:13.000]  「是嗎?」
[00:19:13.000 --> 00:19:15.000]  「聖靈降臨在我們身上」
[00:19:15.000 --> 00:19:19.000]  接著最慘的是
[00:19:19.000 --> 00:19:21.000]  那些以色列民族
[00:19:21.000 --> 00:19:22.000]  但是史詩一死
[00:19:22.000 --> 00:19:24.000]  他們就轉惡了
[00:19:24.000 --> 00:19:26.000]  又走回惡運了
[00:19:26.000 --> 00:19:28.000]  你看他們緊守的行為
[00:19:28.000 --> 00:19:32.000]  他們很頑固的行為
[00:19:32.000 --> 00:19:34.000]  耶和華的怒氣發作
[00:19:34.000 --> 00:19:37.000]  所以耶和華不輕而發怒
[00:19:37.000 --> 00:19:39.000]  但是他們很緊
[00:19:39.000 --> 00:19:41.000]  為什麼耶和華呢?
[00:19:41.000 --> 00:19:43.000]  你有沒有聽過《埃及記》
[00:19:43.000 --> 00:19:46.000]  為什麼它說法老
[00:19:46.000 --> 00:19:48.000]  說他剛硬的心
[00:19:48.000 --> 00:19:51.000]  要使他更加剛硬
[00:19:51.000 --> 00:19:57.000]  其實上帝不會用他的能力
[00:19:57.000 --> 00:20:00.000]  改變你心裡想的東西
[00:20:00.000 --> 00:20:02.000]  你有自由意志
[00:20:02.000 --> 00:20:05.000]  是你們自己怎麼去想
[00:20:05.000 --> 00:20:07.000]  因為法老剛硬
[00:20:07.000 --> 00:20:09.000]  上帝就給他剛硬
[00:20:09.000 --> 00:20:11.000]  強調法老更剛硬
[00:20:11.000 --> 00:20:13.000]  這裡說的是什麼?
[00:20:13.000 --> 00:20:14.000]  這裡說的是
[00:20:14.000 --> 00:20:17.000]  耶和華看到你這麼頑固的時候
[00:20:17.000 --> 00:20:21.000]  上帝就這麼頑固
[00:20:21.000 --> 00:20:23.000]  頑固什麼?
[00:20:23.000 --> 00:20:25.000]  他就做了一切
[00:20:25.000 --> 00:20:28.000]  就是將所有的國家
[00:20:28.000 --> 00:20:31.000]  留下來的國家
[00:20:31.000 --> 00:20:34.000]  就是迦南地的國家
[00:20:34.000 --> 00:20:36.000]  讓他們什麼?
[00:20:36.000 --> 00:20:40.000]  留下這些國家
[00:20:40.000 --> 00:20:41.000]  這一堆字
[00:20:41.000 --> 00:20:44.000]  這一堆經文我將它分析了
[00:20:44.000 --> 00:20:46.000]  耶和華留下這些國家
[00:20:46.000 --> 00:20:48.000]  是為了什麼?
[00:20:48.000 --> 00:20:50.000]  考驗
[00:20:50.000 --> 00:20:54.000]  第三就是留下有菲利士人五個領袖
[00:20:54.000 --> 00:20:55.000]  我不寫了
[00:20:55.000 --> 00:20:57.000]  留下這幾族的都是考驗
[00:20:57.000 --> 00:20:59.000]  平衡對式
[00:20:59.000 --> 00:21:02.000]  很強調考驗
[00:21:02.000 --> 00:21:05.000]  留下來的國家就是考驗
[00:21:05.000 --> 00:21:07.000]  今時今日你們留下來的
[00:21:07.000 --> 00:21:10.000]  都是考驗你們很多東西
[00:21:10.000 --> 00:21:13.000]  接著
[00:21:13.000 --> 00:21:18.000]  所有未曾經歷迦南任何戰役的以色列人
[00:21:18.000 --> 00:21:21.000]  尤其那些未曾認識這些事的人
[00:21:21.000 --> 00:21:23.000]  因為剛才都說過了
[00:21:23.000 --> 00:21:26.000]  他們未認識過任何戰爭
[00:21:26.000 --> 00:21:29.000]  或者約瑟亞死了之後
[00:21:29.000 --> 00:21:30.000]  任何的戰爭
