
[00:00:00.000 --> 00:00:14.560]  首先祝福大家,新的一年很希望大家可以在一個穩步、前行、得因得力的狀況裏面
[00:06:04.800 --> 00:06:10.800]  所以在這個角度看的時候,我們每一個都是被神拯救
[00:06:10.800 --> 00:06:16.640]  在洪水毀滅大地之後,世代重新啟動
[00:06:16.640 --> 00:06:22.720]  神的每一句說話和祝福與我們息息相關
[00:06:22.720 --> 00:06:28.080]  首先,剛才沒有讀到《創世紀九章》一至三節這樣說
[00:06:28.080 --> 00:06:30.800]  神賜福給羅亞和他的兒子
[00:06:30.800 --> 00:06:35.760]  當洪水之後,神要賜福給人
[00:06:35.760 --> 00:06:38.240]  對羅亞這一家人,他這樣說
[00:06:38.240 --> 00:06:41.840]  你們要生養眾多,遍滿這地
[00:06:41.840 --> 00:06:45.200]  地上一切的走獸,天空一切的飛鳥
[00:06:45.200 --> 00:06:49.440]  所有爬行在土地上的和海裡一錘的魚
[00:06:49.440 --> 00:06:51.920]  都必怕你們,畏懼你們
[00:06:51.920 --> 00:06:54.320]  他們都要交在你們手裏
[00:06:54.320 --> 00:06:57.200]  凡活的動物都可作你們的食物
[00:06:57.200 --> 00:07:03.360]  這一切我都賜給你們,如同綠色的菜蔬一樣
[00:07:03.360 --> 00:07:08.880]  經文提到神賜福給羅亞和他的兒子,怎樣賜福呢?
[00:07:08.880 --> 00:07:12.640]  大家可能會見到一個很似曾相識的句語
[00:07:12.640 --> 00:07:16.640]  你們要生養眾多,遍滿全地
[00:07:16.640 --> 00:07:20.000]  記不記得這句說話在哪裏說過?
[00:07:20.000 --> 00:07:22.640]  他和阿當和夏娃說過,是嗎?
[00:07:22.640 --> 00:07:27.920]  當神在《創世紀》第一二章和阿當和夏娃說的時候
[00:07:27.920 --> 00:07:31.360]  同樣他都和羅亞和他一家人說
[00:07:31.360 --> 00:07:36.800]  不過,有一樣東西,他沒有和阿當和夏娃這樣說
[00:07:36.800 --> 00:07:41.520]  就是羅亞可以揀選他所吃的食物
[00:07:41.520 --> 00:07:45.040]  對飲食的指示是不同的
[00:07:45.040 --> 00:07:48.960]  羅亞被賦予一個吃什麼的自由
[00:07:48.960 --> 00:07:52.480]  我們見到他可以允許吃動物,是嗎?
[00:07:52.480 --> 00:07:58.400]  在阿當和夏娃是可以吃完伊甸園中所有樹上的果子
[00:07:58.400 --> 00:08:02.640]  除了一棵,他就是吃了那一棵,所以出事了
[00:08:02.640 --> 00:08:07.040]  所以有洪水之前的世界
[00:08:07.040 --> 00:08:13.200]  世代的重啟,神重新去講這個方向
[00:08:13.200 --> 00:08:16.560]  要我們生養眾多,遍滿全地
[00:08:16.560 --> 00:08:19.920]  究竟是什麼生物去生養眾多?
[00:08:19.920 --> 00:08:22.000]  什麼生物去遍滿全地?
[00:08:22.000 --> 00:08:26.400]  如果生養眾多遍滿全地很簡單很膚淺的話
[00:08:26.400 --> 00:08:29.200]  你就不用用洪水滅世了,是嗎?
[00:08:29.200 --> 00:08:32.880]  你要有人在,人們是怎樣所作所為
[00:08:32.880 --> 00:08:36.480]  你不理的話,根本都不需要有洪水
[00:08:36.480 --> 00:08:45.440]  但是神就是要重新啟動這個世界
[00:08:45.440 --> 00:08:50.240]  我們在這個食動物的原則上
[00:08:50.240 --> 00:08:53.360]  我們很難去有很多的理解
[00:08:53.360 --> 00:08:58.080]  為什麼阿當和夏娃是吃素的?
[00:08:58.080 --> 00:09:00.480]  羅亞之後就可以吃肉
[00:09:00.480 --> 00:09:04.160]  有些學者會這樣去揣測
[00:09:04.160 --> 00:09:07.680]  純粹是揣測洪水之後的世代
[00:09:07.680 --> 00:09:10.080]  有這樣的需要,要吃肉的
[00:09:10.080 --> 00:09:12.000]  但這個純粹是揣測
[00:09:12.000 --> 00:09:16.960]  但是在第四至第七節裏
[00:09:16.960 --> 00:09:18.840]  第九章四至七節裏
[00:09:18.840 --> 00:09:22.600]  特別提到不可以吃血
[00:09:22.600 --> 00:09:25.400]  因為血代表了生命
[00:09:25.400 --> 00:09:30.280]  生命的主權是來自神,不是來自人
[00:09:30.280 --> 00:09:32.880]  這方面我們今天都不會多說
[00:09:32.880 --> 00:09:35.160]  大家有興趣可以看生命記
[00:09:35.160 --> 00:09:37.880]  那裏有更加詳細的敘述
[00:09:37.880 --> 00:09:40.680]  對於羅亞的兒子的祝福
[00:09:40.680 --> 00:09:45.080]  反映了最初神和阿當夏娃的祝福
[00:09:45.080 --> 00:09:47.080]  透過這個方式
[00:09:47.080 --> 00:09:51.680]  我們可以看到創世紀洪水滅世
[00:09:51.680 --> 00:09:56.680]  不僅僅是代表消滅和破壞生命
[00:09:56.680 --> 00:10:00.960]  更加是告訴我們這個世界要重新來過
[00:10:00.960 --> 00:10:04.080]  和以前有少許不同
[00:10:04.080 --> 00:10:07.800]  神叫你繼續這個方向
[00:10:07.800 --> 00:10:11.040]  但是給你一個新的安排
[00:10:11.040 --> 00:10:13.000]  有新的創造力
[00:10:13.000 --> 00:10:15.800]  亦都有新的機遇
[00:10:15.800 --> 00:10:17.600]  究竟這個新的創造力
[00:10:17.600 --> 00:10:20.080]  這個重新啟動的新的機遇
[00:10:20.080 --> 00:10:25.360]  對於我們今世的信徒來說有甚麼意義呢?
[00:10:25.360 --> 00:10:27.640]  羅亞一家被拯救
[00:10:27.640 --> 00:10:30.840]  世代重新啟動
[00:10:30.840 --> 00:10:34.880]  這個啟動的訊息和動力
[00:10:34.880 --> 00:10:37.360]  是傳遞給我們每一個人
[00:10:37.360 --> 00:10:41.120]  因為這個訊息
[00:10:41.120 --> 00:10:44.880]  不僅是給羅亞和他一家人
[00:10:44.880 --> 00:10:47.080]  是給他所有的後代
[00:10:47.080 --> 00:10:50.880]  包括我們在內
[00:10:50.880 --> 00:10:53.080]  人可以重新出發
[00:10:53.080 --> 00:10:55.080]  重新來過
[00:10:55.080 --> 00:10:59.080]  不再被以往的事牽扯去羈絆
[00:10:59.080 --> 00:11:01.360]  有新的機遇
[00:11:01.360 --> 00:11:04.360]  我相信這個大家可能都很想
[00:11:04.360 --> 00:11:06.960]  如果我可以重新來過
[00:11:06.960 --> 00:11:08.560]  我的生命會是怎樣呢?
[00:11:08.560 --> 00:11:11.160]  我回到那個時間點
[00:11:11.160 --> 00:11:15.720]  我去做另一個方法去面對我那時生命的困難
[00:11:15.720 --> 00:11:16.480]  又會是怎樣呢?
[00:11:16.480 --> 00:11:19.760]  這個很可能是我們每一個人都想有的
[00:11:19.760 --> 00:11:22.760]  都學會想有
[00:11:22.760 --> 00:11:25.560]  這個是神給我們的祝福
[00:11:25.560 --> 00:11:29.240]  這個是神給我們的恩情
[00:11:29.240 --> 00:11:31.960]  我記得很多時候我和長輩
[00:11:31.960 --> 00:11:35.760]  特別是我那個已經過了一百歲的奶奶
[00:11:35.760 --> 00:11:37.680]  去聊天的時候
[00:11:37.680 --> 00:11:41.160]  她很喜歡和我說她的舊事
[00:11:41.160 --> 00:11:44.560]  特別是三年零八個月的時間
[00:11:44.560 --> 00:11:45.920]  第二次世界大戰
[00:11:45.920 --> 00:11:48.680]  日本侵略香港
[00:11:48.680 --> 00:11:50.680]  那時她在香港居住
[00:11:50.680 --> 00:11:56.560]  很害怕被軍人看到
[00:11:56.560 --> 00:11:59.880]  因為不知道會捉了她做什麼
[00:11:59.880 --> 00:12:02.160]  等等這些經歷
[00:12:02.160 --> 00:12:05.680]  她特別提到一些恩人
[00:12:05.680 --> 00:12:11.560]  一些她曾經在很艱難的情況下幫過她的人
[00:12:11.560 --> 00:12:13.160]  這些幫過她的人
[00:12:13.160 --> 00:12:20.680]  我形容他們是一個中信關係的故事
[00:12:20.680 --> 00:12:24.960]  為什麼她現在都感受到那份恩情呢?
[00:12:24.960 --> 00:12:27.960]  為什麼很簡單
[00:12:27.960 --> 00:12:30.680]  「得人恩果千年記」
[00:12:30.680 --> 00:12:34.560]  所以就這樣回報
[00:12:34.560 --> 00:12:36.360]  原來不是
[00:12:36.360 --> 00:12:38.360]  背後還有一些東西
[00:12:38.360 --> 00:12:42.160]  就是當這個互動的關係有人幫你
[00:12:42.160 --> 00:12:44.560]  有人嘗試在你艱難的時候
[00:12:44.560 --> 00:12:47.160]  可能當時物質都不是那麼豐富
[00:12:47.160 --> 00:12:48.960]  但他願意給你一點
[00:12:48.960 --> 00:12:51.160]  讓你繼續生存
[00:12:51.160 --> 00:12:54.560]  其實背後的意義可能很單純
[00:12:54.560 --> 00:12:58.560]  就是希望你活得更好
[00:12:58.560 --> 00:13:00.560]  希望你有明天
[00:13:00.560 --> 00:13:04.160]  希望你明天會活得更好
[00:13:04.160 --> 00:13:07.760]  這是神一樣
[00:13:07.760 --> 00:13:10.760]  神今天讓我們領受的恩典
[00:13:10.760 --> 00:13:14.160]  是告訴我們希望明天可以活得更好
[00:13:14.160 --> 00:13:17.360]  而你的後代也可以因為這樣
[00:13:17.360 --> 00:13:20.960]  可以活得好
[00:13:20.960 --> 00:13:23.760]  同一份恩情
[00:13:23.760 --> 00:13:27.560]  因為我們藉著主耶穌基督而得救
[00:13:27.560 --> 00:13:32.560]  其實每一次得救都是一個重新開始的機遇
[00:13:32.560 --> 00:13:34.960]  因為我們可以藉著主耶穌基督的愛
[00:13:34.960 --> 00:13:36.360]  去認識這位神
[00:13:36.360 --> 00:13:40.160]  以致讓我們的生命方向有所不同
[00:13:40.160 --> 00:13:44.560]  讓我們走向祂賜給我們的恩典和平安
[00:13:44.560 --> 00:13:52.160]  而不是再浸淫、沉淪在自己所想所求的事情
[00:13:52.160 --> 00:13:54.160]  人的心態是會改變
[00:13:54.160 --> 00:13:56.160]  而這個改變了的生命
[00:13:56.160 --> 00:13:58.960]  是會造福身邊的人
[00:13:58.960 --> 00:14:03.160]  甚至之後的世代的人
[00:14:03.160 --> 00:14:06.360]  神讓世界重啟
[00:14:06.360 --> 00:14:09.160]  因為神想世界裡每一個生物
[00:14:09.160 --> 00:14:12.760]  都歸回到神的心意裡
[00:14:12.760 --> 00:14:16.960]  而這個心意是帶著祝福
[00:14:16.960 --> 00:14:22.760]  我們如何讓新的世代後來者活得更好呢?
[00:14:22.760 --> 00:14:26.760]  神安排了彩虹的永約
[00:14:26.760 --> 00:14:34.160]  這個彩虹永約不單止是五顏六色的自然現象
[00:14:34.160 --> 00:14:39.960]  背後其實是充滿了一個很深的意義
[00:14:39.960 --> 00:14:42.360]  並且拯救的所有物種
[00:14:42.360 --> 00:14:44.960]  包括人和他的後代
[00:14:44.960 --> 00:14:48.560]  都在這個彩虹的永約之內
[00:14:48.560 --> 00:14:51.360]  而且這個約是單向的
[00:14:51.360 --> 00:14:57.960]  神沒有說「你這樣,我就給你這樣的東西」
[00:14:57.960 --> 00:14:59.360]  沒有
[00:14:59.360 --> 00:15:03.760]  神給彩虹的永約是一個單向的約
[00:15:03.760 --> 00:15:05.960]  神要這個世代重啟
[00:15:05.960 --> 00:15:09.760]  和地上的生物納約
[00:15:09.760 --> 00:15:13.560]  至今仍然有效
[00:15:13.560 --> 00:15:15.760]  神在這個時候和人納約
[00:15:15.760 --> 00:15:20.560]  並不代表我之前用洪水滅世
[00:15:20.560 --> 00:15:23.160]  我做錯了,我後悔了
[00:15:23.160 --> 00:15:24.960]  所以給你一些甜頭
[00:15:24.960 --> 00:15:25.760]  不是
[00:15:25.760 --> 00:15:29.160]  我相信很多未信的
[00:15:29.160 --> 00:15:34.160]  都會用這個觀點去看我們的上帝
[00:15:34.160 --> 00:15:36.160]  但我想讓大家知道
[00:15:36.160 --> 00:15:39.760]  當我們用情理兼備去思考
[00:15:39.760 --> 00:15:47.760]  其實我們很難想像在洪水滅世之前的世界
[00:15:47.760 --> 00:15:51.360]  是一個甚麼樣的世界
[00:15:51.360 --> 00:15:55.360]  《創世紀錄》將五節給了這個提示我們
[00:15:55.360 --> 00:15:58.560]  在洪水之前的世界
[00:15:58.560 --> 00:16:02.560]  耶和華說「見人在地上最大惡極」
[00:16:02.560 --> 00:16:07.960]  「終日心裏所想的盡都是惡事」
[00:16:07.960 --> 00:16:10.160]  甚麼意思呢?
[00:16:10.160 --> 00:16:11.760]  人的意識
[00:16:11.760 --> 00:16:14.960]  惡佔據了主導地位
[00:16:14.960 --> 00:16:19.360]  善會被惡毀滅
[00:16:19.360 --> 00:16:23.160]  這是一個我們很難想像的情況
[00:16:23.160 --> 00:16:25.960]  但又未必
[00:16:25.960 --> 00:16:30.560]  如果信徒想在自己生活的環境裏
[00:16:30.560 --> 00:16:34.360]  作善功、做善事
[00:16:34.360 --> 00:16:36.360]  但有人制止你
[00:16:36.360 --> 00:16:38.560]  甚至有人攻擊你
[00:16:38.560 --> 00:16:42.160]  甚至有人不想你這樣做
[00:16:42.160 --> 00:16:46.360]  因為他心懷惡念而你是知道的
[00:16:46.360 --> 00:16:48.960]  你很可能明白
[00:16:48.960 --> 00:16:52.760]  這份惡可以影響多深遠
[00:16:52.760 --> 00:16:57.760]  這份惡會對身邊的人有甚麼影響
[00:16:57.760 --> 00:17:00.960]  因為沒有人再敢做善功
[00:17:00.960 --> 00:17:06.360]  沒有人再想對人好
[00:17:06.360 --> 00:17:08.760]  善被毀滅
[00:17:08.760 --> 00:17:14.760]  人會慢慢失去做善事的意識
[00:17:14.760 --> 00:17:18.360]  這是《六章五節》讓我們看到
[00:17:18.360 --> 00:17:22.360]  洪水之前世界發生的事
[00:17:22.360 --> 00:17:26.760]  所以神主動納若並作出這個應許
[00:17:26.760 --> 00:17:29.360]  就是決意讓洪水之後的世界
[00:17:29.360 --> 00:17:31.960]  不會再有這些事情發生
[00:17:31.960 --> 00:17:34.760]  確保洪水之前的邪惡狀況
[00:17:34.760 --> 00:17:37.560]  不可以再這樣重複
[00:17:37.560 --> 00:17:42.160]  也讓我們看到神所關心的是甚麼
[00:17:42.160 --> 00:17:46.360]  神所關心的是人如何可以
[00:17:46.360 --> 00:17:49.560]  活在美善當中
[00:17:49.560 --> 00:17:53.960]  神想我們每一個都活在美善當中
[00:17:53.960 --> 00:17:57.360]  神在意人在他居住的地方
[00:17:57.360 --> 00:17:59.960]  在他有生命的日子
[00:17:59.960 --> 00:18:02.560]  可以明白甚麼是神的仁慈
[00:18:02.560 --> 00:18:05.360]  甚麼是神的善良
[00:18:05.360 --> 00:18:08.560]  而且對神充滿信心
[00:18:08.560 --> 00:18:09.960]  所以他才納若
[00:18:09.960 --> 00:18:14.160]  這個若不單是在羅亞世代看到
[00:18:14.160 --> 00:18:20.360]  今天我們看到雨後天晴有彩虹
[00:18:20.360 --> 00:18:23.560]  我們都知道神與人納了若
[00:18:23.560 --> 00:18:25.960]  他要定義我們每一個
[00:18:25.960 --> 00:18:31.560]  活在美善當中
[00:18:31.560 --> 00:18:33.960]  我把彩虹放在雲中
[00:18:33.960 --> 00:18:37.560]  這就是我與地納的記號了
[00:18:37.560 --> 00:18:40.160]  這條彩虹是屬於神的
[00:18:40.160 --> 00:18:42.360]  是神的彩虹
[00:18:42.360 --> 00:18:45.560]  是一個永約的記號
[00:18:45.560 --> 00:18:49.160]  雨過天晴之後我們會看到祂
[00:18:49.160 --> 00:18:51.560]  神要藉著這條彩虹宣告
[00:18:51.560 --> 00:18:57.160]  告訴我們祂是信守諾言的神
[00:18:57.160 --> 00:19:01.160]  而且這是一個單向的納若
[00:19:01.160 --> 00:19:08.360]  沒有提出任何回報的條件
[00:19:08.360 --> 00:19:11.760]  而且當神看到這條彩虹的時候
[00:19:11.760 --> 00:19:16.160]  神說祂會記得這個若
[00:19:16.160 --> 00:19:19.760]  彩虹成為了提醒神
[00:19:19.760 --> 00:19:24.560]  亦都是提醒人的一個應許
[00:19:24.560 --> 00:19:29.760]  提醒神亦都是提醒人的一個應許
[00:19:29.760 --> 00:19:34.360]  當我們在舊約當中看到這些記號的時候
[00:19:34.360 --> 00:19:39.560]  很多時候都是神與人的關係的一個表徵
[00:19:39.560 --> 00:19:43.760]  神想人記得這個記號
[00:19:43.760 --> 00:19:47.760]  其實是神很想人被激勵
[00:19:47.760 --> 00:19:50.960]  神很想人生活得有盼望
[00:19:50.960 --> 00:19:55.760]  很想知道上帝是很踏實、實實在在
[00:19:55.760 --> 00:20:00.560]  祂要提醒我們神的應許是不會變的
[00:20:00.560 --> 00:20:03.760]  祂與人納若
[00:20:03.760 --> 00:20:06.360]  與羅亞納若
[00:20:06.360 --> 00:20:10.160]  與羅亞之後的世代納若
[00:20:10.160 --> 00:20:15.160]  直至現在為止都是被確定而且是不會變的
[00:20:15.160 --> 00:20:19.360]  在以賽亞書之後很多世代之後
[00:20:19.360 --> 00:20:25.960]  當時以色列國已經滅亡
[00:20:25.960 --> 00:20:30.760]  祂提醒和告訴猶大國的人知道
[00:20:30.760 --> 00:20:35.160]  「這事於我,這是神愛人並施行拯救的決心」
[00:20:35.160 --> 00:20:38.160]  就好像羅亞的洪水一樣
[00:20:38.160 --> 00:20:42.560]  「我怎樣在那時候起世,不再使羅亞的洪水淹沒全地」
[00:20:42.560 --> 00:20:47.560]  「也照樣起世,不再向你發怒,且不積擇你」
[00:20:47.560 --> 00:20:50.760]  「大山可以挪開,小山可以遷移」
[00:20:50.760 --> 00:20:54.160]  「但我的慈愛必不離開你」
[00:20:54.160 --> 00:21:00.160]  「我平安的約也不遷移,這是憐憫你的耶和華說」
[00:21:00.160 --> 00:21:05.160]  很多世代之後,在以賽亞先知的時代
[00:21:05.160 --> 00:21:08.160]  祂繼續使用這個約
[00:21:08.160 --> 00:21:16.560]  今天我們坐在這裡,我們繼續聽這個約
[00:21:16.560 --> 00:21:20.160]  風雨過後,見到彩虹
[00:21:20.160 --> 00:21:26.360]  彩虹之約,被我們是否帶來盼望
[00:21:26.360 --> 00:21:33.760]  我們會否覺得,常常都見到
[00:21:33.760 --> 00:21:38.760]  今天這個約,和我們究竟有沒有關係
[00:21:38.760 --> 00:21:43.560]  我們會否期待神給我們的祝福
[00:21:43.560 --> 00:21:48.360]  我們對神的承諾,是否依然滿有信心
[00:21:48.360 --> 00:21:52.760]  我們對神的承諾背後,愛我們的心意
[00:21:52.760 --> 00:21:55.560]  是否持續帶著盼望
[00:21:55.560 --> 00:21:59.760]  是否覺得神繼續在祝福我們
[00:21:59.760 --> 00:22:02.760]  羅亞的神,就是我們的神
[00:22:02.760 --> 00:22:07.360]  這個神的本質和本性是一樣
[00:22:07.360 --> 00:22:09.760]  祂不是要用恐懼
[00:22:09.760 --> 00:22:13.760]  不是要用我們在世上面對的謊言
[00:22:13.760 --> 00:22:17.960]  不是要我們在世上面對的被人擊打
[00:22:17.960 --> 00:22:20.760]  去令我們就範
[00:22:20.760 --> 00:22:24.560]  讓我們失去被祝福的視野
[00:22:24.560 --> 00:22:27.560]  神祝福的能力是大到不得了
[00:22:27.560 --> 00:22:30.560]  是讓我們在風暴過後,在風雨過後
[00:22:30.560 --> 00:22:34.760]  我們依然見到這個約,這個彩虹
[00:22:34.760 --> 00:22:39.760]  這個是彩虹永約的其中一面
[00:22:39.760 --> 00:22:44.760]  神是信實的神
[00:22:44.760 --> 00:22:48.760]  同樣地,彩虹的永約,另外一面
[00:22:48.760 --> 00:22:52.760]  是告訴我們神的主權是什麼
[00:22:52.760 --> 00:22:55.760]  我說,當然了,神祢是創天造地
[00:22:55.760 --> 00:22:58.760]  全知全能,全在的上帝
[00:22:58.760 --> 00:23:03.760]  祢主宰一切的,祢說什麼就什麼
[00:23:03.760 --> 00:23:06.760]  大鼎姐妹不是這麼簡單
[00:23:06.760 --> 00:23:08.760]  神的主權究竟是什麼呢?
[00:23:08.760 --> 00:23:13.760]  首先,我不會讀出這兩段經文
[00:23:13.760 --> 00:23:17.760]  但我想指出,這兩段經文分別都告訴我們
[00:23:17.760 --> 00:23:22.760]  彩虹其實是在神的主權裡面
[00:23:22.760 --> 00:23:27.760]  因為彩虹是滿佈在神的座位
[00:23:27.760 --> 00:23:32.760]  神的throne,神祂的座位周圍
[00:23:32.760 --> 00:23:38.760]  神的寶座是祂主權的體現
[00:23:38.760 --> 00:23:42.760]  就是說,祂經常都會記得
[00:23:42.760 --> 00:23:45.760]  祂和人所納的永約
[00:23:45.760 --> 00:23:49.760]  因為在祂坐的地方,就是佈滿彩虹
[00:23:49.760 --> 00:23:51.760]  而且經文裡面形容
[00:23:51.760 --> 00:23:55.760]  彩虹是代表了神的榮耀
[00:23:55.760 --> 00:23:58.760]  有神的榮耀,就有彩虹
[00:23:58.760 --> 00:24:03.760]  而我們是被神納約和祂納約的
[00:24:03.760 --> 00:24:06.760]  這個榮耀是和我們有關係的
[00:24:06.760 --> 00:24:11.760]  神的榮耀是和我們有關係的
[00:24:11.760 --> 00:24:14.760]  全知全能全在的神
[00:24:14.760 --> 00:24:18.760]  祂的主權包含了彩虹
[00:24:18.760 --> 00:24:21.760]  包含了對人的承諾
[00:24:21.760 --> 00:24:27.760]  以前我帶基督少年軍和小隊員去玩遊戲
[00:24:27.760 --> 00:24:29.760]  玩一些神學的遊戲
[00:24:29.760 --> 00:24:36.760]  我會問他們,神是否什麼事都做得到的?
[00:24:36.760 --> 00:24:41.760]  他們有些人說,當然啦,神是很厲害的
[00:24:41.760 --> 00:24:44.760]  我的答案是yes and no
[00:24:44.760 --> 00:24:46.760]  為什麼呢?
[00:24:46.760 --> 00:24:52.760]  在某個意義來說,神是不能違背祂自己的諾言
[00:24:52.760 --> 00:24:58.760]  神承諾了的事,祂不能推翻自己的承諾
[00:24:58.760 --> 00:25:02.760]  但是神和人納約
[00:25:02.760 --> 00:25:07.760]  彩虹之約原來表現了神的主權背後
[00:25:07.760 --> 00:25:11.760]  是祂賦予自己權力去約束自己
[00:25:11.760 --> 00:25:15.760]  限制自己
[00:25:15.760 --> 00:25:17.760]  限制自己的權力
[00:25:17.760 --> 00:25:20.760]  限制自己的能力
[00:25:20.760 --> 00:25:22.760]  這條彩虹是屬於神的
[00:25:22.760 --> 00:25:25.760]  是神製造出來的
[00:25:25.760 --> 00:25:27.760]  祂限制自己
[00:25:27.760 --> 00:25:32.760]  去告訴自己,祂紀念和人的關係
[00:25:32.760 --> 00:25:35.760]  製造和人的承諾
[00:25:35.760 --> 00:25:43.760]  讓人可以安心跟隨祂的心意去生活
[00:25:43.760 --> 00:25:48.760]  聖經裏面有很多描述
[00:25:48.760 --> 00:25:53.760]  信徒去榮耀神的主權
[00:25:53.760 --> 00:25:56.760]  為什麼要榮耀神的主權?
[00:25:56.760 --> 00:26:01.760]  因為神的本性就是守約斯慈愛
[00:26:01.760 --> 00:26:08.760]  榮耀神的主權其實是告訴我們
[00:26:08.760 --> 00:26:12.760]  彩虹之約是再一次得到確定
[00:26:12.760 --> 00:26:17.760]  我們深信神是守約斯慈愛
