
[00:00:00.000 --> 00:00:13.320]  各位網上崇拜的大型姐妹大家好
[00:03:38.520 --> 00:03:41.520]  我想不單止疫情,大家都知道
[00:03:41.520 --> 00:03:45.520]  國安法,無論你今天怎樣看這個法例也好
[00:03:45.520 --> 00:03:49.520]  或者說少對社會都帶來一個很大的衝擊
[00:03:49.520 --> 00:03:51.520]  很大的震盪
[00:03:51.520 --> 00:03:55.520]  未來我相信很多社會的事件都會繼續發生
[00:03:55.520 --> 00:03:59.520]  我們今天就是面對一個充滿挑戰的世代
[00:03:59.520 --> 00:04:01.520]  當我們面對前路的時候
[00:04:01.520 --> 00:04:04.520]  我們不知道怎樣去做,我們不知道怎樣去走
[00:04:04.520 --> 00:04:06.520]  但《聖經》裏面提醒我們
[00:04:06.520 --> 00:04:08.520]  我們只有一件事
[00:04:08.520 --> 00:04:12.520]  忘記背後努力面前的,向著標竿直跑
[00:04:12.520 --> 00:04:16.520]  問題是我們今天如何向著這個標竿直跑呢?
[00:04:16.520 --> 00:04:20.520]  在CPN第29篇經常提醒我們
[00:04:20.520 --> 00:04:25.520]  我們可以失望,我們可以感覺到迷茫
[00:04:25.520 --> 00:04:28.520]  但我們仍然在主裏面有盼望
[00:04:28.520 --> 00:04:30.520]  我們的盼望從何而來?
[00:04:30.520 --> 00:04:32.520]  因為詩人這樣提醒我們
[00:04:32.520 --> 00:04:36.520]  他說:耶和華坐著洪水之上為王,耶和華坐著為王
[00:04:36.520 --> 00:04:38.520]  這個坐著為王是甚麼意思?
[00:04:38.520 --> 00:04:40.520]  是直到永遠
[00:04:40.520 --> 00:04:44.520]  無論昨天如何,今天如何,將來如何
[00:04:44.520 --> 00:04:47.520]  我們仍然都要有一個很重要的盼望
[00:04:47.520 --> 00:04:50.520]  我們要帶著信心一起宣告
[00:04:50.520 --> 00:04:53.520]  無論世界發生甚麼事情
[00:04:53.520 --> 00:04:55.520]  客觀環境如何轉變
[00:04:55.520 --> 00:04:58.520]  耶和華今天仍然都坐著為王
[00:04:58.520 --> 00:05:01.520]  這個坐著為王是直到永遠
[00:05:01.520 --> 00:05:05.520]  今天我們如何能夠大踏步向前走
[00:05:05.520 --> 00:05:08.520]  三天的夜,也是聖經裏面提醒我們的那件事
[00:05:08.520 --> 00:05:12.520]  第一,忘記背後,努力面前
[00:05:12.520 --> 00:05:15.520]  直奔你生命的標竿
[00:05:15.520 --> 00:05:17.520]  我們看看經文,好嗎?
[00:05:17.520 --> 00:05:20.520]  經文第13,第14節這樣說
[00:05:20.520 --> 00:05:24.520]  他在短短兩節經文裏面說了兩次
[00:05:24.520 --> 00:05:27.520]  「我不是說我已經得著了」
[00:05:27.520 --> 00:05:30.520]  在一個英文翻譯部的信息中這樣翻譯
[00:05:30.520 --> 00:05:35.520]  「By no means do I count myself an expert in all of this」
[00:05:35.520 --> 00:05:38.520]  首先,甚麼「我不是說我已經得著了」
[00:05:38.520 --> 00:05:41.520]  你不要以為自己是一個專家
[00:05:41.520 --> 00:05:43.520]  保羅也是這樣說
[00:05:43.520 --> 00:05:45.520]  保羅在聖經裏面也是出了名
[00:05:45.520 --> 00:05:49.520]  一個無論學識、信心、能力都很高的人
[00:05:49.520 --> 00:05:51.520]  但在這裏他也告訴我們
[00:05:51.520 --> 00:05:54.520]  你不要當我是一個專家
[00:05:54.520 --> 00:05:58.520]  言下之意其實,我們每一個人面對世事
[00:05:58.520 --> 00:06:02.520]  我們沒有一個人能夠完全掌握
[00:06:02.520 --> 00:06:04.520]  我們生命裏面也有很多限制
[00:06:04.520 --> 00:06:06.520]  我們有很多不妥
[00:06:06.520 --> 00:06:09.520]  正正是我們要承認自己不妥的時候
[00:06:09.520 --> 00:06:12.520]  我們需要上帝
[00:06:12.520 --> 00:06:14.520]  所以他說有件事你要記住
[00:06:14.520 --> 00:06:16.520]  你要忘記背後
[00:06:16.520 --> 00:06:18.520]  忘記背後的意思就是
[00:06:18.520 --> 00:06:21.520]  無論過去的日子你覺得自己是多厲害也好
[00:06:21.520 --> 00:06:24.520]  你多有能力做到多少事也好
[00:06:24.520 --> 00:06:26.520]  甚或反過來你覺得你過去的日子
[00:06:26.520 --> 00:06:28.520]  你覺得多不妥也好
[00:06:28.520 --> 00:06:29.520]  多糟糕也好
[00:06:29.520 --> 00:06:31.520]  多不濟也好
[00:06:31.520 --> 00:06:34.520]  但這些已經成為過去
[00:06:34.520 --> 00:06:37.520]  過去就是過去
[00:06:37.520 --> 00:06:40.520]  已經發生了的事我們不能重新再來
[00:06:40.520 --> 00:06:42.520]  但經文裏面有個很有趣的
[00:06:42.520 --> 00:06:44.520]  他說忘記的意思
[00:06:44.520 --> 00:06:47.520]  不是要讓這些東西從你腦裏的記憶裏
[00:06:47.520 --> 00:06:49.520]  完全刪除、完全刪除
[00:06:49.520 --> 00:06:52.520]  他說你可以記得這些事情
[00:06:52.520 --> 00:06:55.520]  但不要容讓這些事情
[00:06:55.520 --> 00:06:59.520]  纏繞你不能繼續向前走
[00:06:59.520 --> 00:07:01.520]  關於在過去的日子裏面
[00:07:01.520 --> 00:07:03.520]  無論社會發生的事件也好
[00:07:03.520 --> 00:07:05.520]  或者面對疫情也好
[00:07:05.520 --> 00:07:07.520]  可能在過去的日子裏面
[00:07:07.520 --> 00:07:11.520]  我們有很多不好的經歷、不好的遭遇
[00:07:11.520 --> 00:07:15.520]  甚至這些事情在當中不斷纏繞我們
[00:07:15.520 --> 00:07:19.520]  甚至我們經常說我們面對過去發生的事情
[00:07:19.520 --> 00:07:21.520]  我們感覺到很無力
[00:07:21.520 --> 00:07:27.520]  我想無力是今時今日我們很多人所有的情緒反應
[00:07:27.520 --> 00:07:31.520]  但沒錯,我們可以感覺到無力
[00:07:31.520 --> 00:07:34.520]  但我們仍然要活得有子夢
[00:07:34.520 --> 00:07:37.520]  因為如果我們仍然活在過去
[00:07:37.520 --> 00:07:40.520]  不能看到上帝今天的恩典
[00:07:40.520 --> 00:07:42.520]  將來的大靈的時間
[00:07:42.520 --> 00:07:47.520]  我們更不能大踏步繼續向前走
[00:07:47.520 --> 00:07:50.520]  我很喜歡這三句金句
[00:07:50.520 --> 00:07:52.520]  它說什麼叫做過去
[00:07:52.520 --> 00:07:54.520]  我們每個人都有過去
[00:07:54.520 --> 00:07:55.520]  你有你的過去
[00:07:55.520 --> 00:07:57.520]  我也有我的過去
[00:07:57.520 --> 00:08:00.520]  但什麼叫做過去?
[00:08:00.520 --> 00:08:02.520]  第一,你的過去只是一堂課
[00:08:02.520 --> 00:08:05.520]  不是一句生命的句子
[00:08:05.520 --> 00:08:10.520]  他說你的過去是你生命的一堂課
[00:08:10.520 --> 00:08:12.520]  你的過去所經歷的
[00:08:12.520 --> 00:08:14.520]  有很多地方值得我們去學習
[00:08:14.520 --> 00:08:19.520]  但不是判斷到你的生命就是這樣
[00:08:19.520 --> 00:08:22.520]  你的今天,你的將來在上帝的手中
[00:08:22.520 --> 00:08:26.520]  仍然有很多很多的可能性
[00:08:26.520 --> 00:08:29.520]  第二,你的過去並不定義你
[00:08:29.520 --> 00:08:31.520]  它是為你準備的
[00:08:31.520 --> 00:08:33.520]  他說你的過去不能定義你
[00:08:33.520 --> 00:08:35.520]  無論過去你覺得你有多成功
[00:08:35.520 --> 00:08:37.520]  或者反過來你有多失敗
[00:08:37.520 --> 00:08:40.520]  對你來說已經成為過去式
[00:08:40.520 --> 00:08:43.520]  不能定義今天的你或將來的你
[00:08:43.520 --> 00:08:45.520]  但能夠預備你
[00:08:45.520 --> 00:08:47.520]  這些過去的經歷
[00:08:47.520 --> 00:08:52.520]  是預備你面對一個更加豐盛的明天
[00:08:52.520 --> 00:08:57.520]  第二,不要容讓你的過去
[00:08:57.520 --> 00:08:59.520]  令你失去今天
[00:08:59.520 --> 00:09:02.520]  Don't lose your present to the past
[00:09:02.520 --> 00:09:05.520]  你的過去就是過去
[00:09:05.520 --> 00:09:08.520]  不要因為過去發生什麼事情
[00:09:08.520 --> 00:09:11.520]  成功也好,失敗也好
[00:09:11.520 --> 00:09:14.520]  是讓你看不到今天
[00:09:14.520 --> 00:09:16.520]  我們的過去
[00:09:16.520 --> 00:09:19.520]  有很多地方值得我們去紀念
[00:09:19.520 --> 00:09:21.520]  值得我們去珍惜
[00:09:21.520 --> 00:09:25.520]  但我們亦不能夠因為過去
[00:09:25.520 --> 00:09:27.520]  而不懂得如何面對當下
[00:09:27.520 --> 00:09:30.520]  亦不能懂得去展望明天
[00:09:30.520 --> 00:09:32.520]  所以保羅提醒我們
[00:09:32.520 --> 00:09:33.520]  他說你只有一件事
[00:09:33.520 --> 00:09:35.520]  第一,你要做什麼?
[00:09:35.520 --> 00:09:37.520]  忘記你的過去
[00:09:37.520 --> 00:09:40.520]  忘記不是刪除
[00:09:40.520 --> 00:09:43.520]  是要讓你紀念這些事情
[00:09:43.520 --> 00:09:45.520]  讓你變得更加堅壯
[00:09:45.520 --> 00:09:49.520]  讓你更懂得如何面對明天
[00:09:49.520 --> 00:09:50.520]  有一首詩歌
[00:09:50.520 --> 00:09:51.520]  我自己也很喜歡
[00:09:51.520 --> 00:09:53.520]  其實是朱先生的一首歌
[00:09:53.520 --> 00:09:55.520]  《在我眼裡你是寶貴》
[00:09:55.520 --> 00:09:58.520]  當然是來自詩篇的一段經文
[00:09:58.520 --> 00:10:00.520]  其中一句這樣說
[00:10:00.520 --> 00:10:05.520]  他說無論成功或失腳
[00:10:05.520 --> 00:10:08.520]  你的價值從來都不變
[00:10:08.520 --> 00:10:10.520]  無論過去你覺得你是成功也好
[00:10:10.520 --> 00:10:14.520]  無論你覺得你是失腳或失敗也好
[00:10:14.520 --> 00:10:17.520]  你要認定在上帝的裡面
[00:10:17.520 --> 00:10:20.520]  你是最珍貴的那個
[00:10:20.520 --> 00:10:24.520]  上帝不會因為你過去的成功或失敗
[00:10:24.520 --> 00:10:26.520]  而覺得是否寶貴
[00:10:26.520 --> 00:10:29.520]  無論今天你是一個何等的人
[00:10:29.520 --> 00:10:32.520]  你要認定上帝在無福的當中
[00:10:32.520 --> 00:10:34.520]  早已認識你
[00:10:34.520 --> 00:10:36.520]  你生命的經歷
[00:10:36.520 --> 00:10:38.520]  亦是你生命的功課
[00:10:38.520 --> 00:10:41.520]  是上帝讓你透過這些事件學習的功課
[00:10:41.520 --> 00:10:45.520]  是讓你更有能力去面對當下
[00:10:45.520 --> 00:10:49.520]  亦是讓你更有能力去面對明天
[00:10:49.520 --> 00:10:51.520]  所以他說願你珍惜
[00:10:51.520 --> 00:10:54.520]  珍惜你是何愛
[00:10:54.520 --> 00:10:55.520]  無論在那裡
[00:10:55.520 --> 00:10:58.520]  上帝說你是我的孩子
[00:10:58.520 --> 00:11:00.520]  我所愛
[00:11:00.520 --> 00:11:03.520]  你要認定在上帝的眼裡
[00:11:03.520 --> 00:11:06.520]  你是最珍貴的那個
[00:11:06.520 --> 00:11:10.520]  我們不單要忘記背後
[00:11:10.520 --> 00:11:12.520]  我們更要去老齡面前
[00:11:12.520 --> 00:11:14.520]  在聖經裡這樣說
[00:11:14.520 --> 00:11:16.520]  「而是竭力去追求
[00:11:16.520 --> 00:11:20.520]  或者可以得罪基督耶穌所要我得的」
[00:11:20.520 --> 00:11:24.520]  我只有一件事就是忘記背後老齡面前
[00:11:24.520 --> 00:11:27.520]  在一個翻譯叫做New Living Translation
[00:11:27.520 --> 00:11:29.520]  「Looking forward」
[00:11:29.520 --> 00:11:31.520]  就是老齡面前
[00:11:31.520 --> 00:11:35.520]  就是你向前在當中展望
[00:11:35.520 --> 00:11:39.520]  這裡是說一個心態
[00:11:39.520 --> 00:11:41.520]  當你面對當下
[00:11:41.520 --> 00:11:45.520]  你所望見的不是你望回後面
[00:11:45.520 --> 00:11:48.520]  究竟過去無論你多輝煌或多失敗都好
[00:11:48.520 --> 00:11:51.520]  而是你要有一個心態
[00:11:51.520 --> 00:11:53.520]  你繼續向前走
[00:11:53.520 --> 00:11:55.520]  他原文有一個意思
[00:11:55.520 --> 00:11:57.520]  就好像一個跑步的人
[00:11:57.520 --> 00:12:01.520]  你的頭和手是向前傾的
[00:12:01.520 --> 00:12:03.520]  不是向後拗的
[00:12:03.520 --> 00:12:05.520]  而下肢就是你的目光
[00:12:05.520 --> 00:12:08.520]  你的焦點是前面
[00:12:08.520 --> 00:12:10.520]  不是後面
[00:12:10.520 --> 00:12:13.520]  過去的事情已經過去了
[00:12:13.520 --> 00:12:15.520]  但今天你要看見的
[00:12:15.520 --> 00:12:17.520]  你的心態、你的焦點
[00:12:17.520 --> 00:12:19.520]  要向前
[00:12:19.520 --> 00:12:22.520]  但今天我們說他無力
[00:12:22.520 --> 00:12:25.520]  但我們仍然有一個心態
[00:12:25.520 --> 00:12:28.520]  我們要繼續向前走
[00:12:28.520 --> 00:12:31.520]  我們今天無論面對疫情也好
[00:12:31.520 --> 00:12:33.520]  面對社會事件
[00:12:33.520 --> 00:12:35.520]  或政治氣氛也好
[00:12:35.520 --> 00:12:37.520]  究竟今天你有沒有一個心態
[00:12:37.520 --> 00:12:39.520]  你要繼續向前走
[00:12:39.520 --> 00:12:42.520]  因為當你繼續向前走的時候
[00:12:42.520 --> 00:12:45.520]  你才容讓你的生命在上帝的手中
[00:12:45.520 --> 00:12:48.520]  才會發生無限的可能
[00:12:48.520 --> 00:12:52.520]  有一句很經典的電影對白
[00:12:52.520 --> 00:12:54.520]  我相信大家都會認識
[00:12:54.520 --> 00:12:58.520]  人沒有夢想和鹹魚有什麼分別
[00:12:58.520 --> 00:13:01.520]  大家知道是誰說的吧
[00:13:01.520 --> 00:13:04.520]  周星馳的電影
[00:13:04.520 --> 00:13:09.520]  其實這句話帶來很大的震撼
[00:13:09.520 --> 00:13:12.520]  因為這句話寫了很多書
[00:13:12.520 --> 00:13:15.520]  有很多討論究竟是什麼意思
[00:13:15.520 --> 00:13:19.520]  今天我們說夢想
[00:13:19.520 --> 00:13:23.520]  不是說我小時候的理想職業
[00:13:23.520 --> 00:13:30.520]  做律師、醫生、工程師等等的夢想
[00:13:30.520 --> 00:13:32.520]  當我們說夢想的時候
[00:13:32.520 --> 00:13:36.520]  我自己看到是在說我們的心態
[00:13:36.520 --> 00:13:40.520]  夢想是向前的
[00:13:40.520 --> 00:13:43.520]  夢想不是看後面
[00:13:43.520 --> 00:13:48.520]  是在說當我們面對當下的世代的時候
[00:13:48.520 --> 00:13:50.520]  我們如何向前走
[00:13:50.520 --> 00:13:53.520]  知道這句話裏面有人說
[00:13:53.520 --> 00:13:55.520]  人沒有夢想和鹹魚有什麼分別
[00:13:55.520 --> 00:13:58.520]  他說就算你是一條鹹魚
[00:13:58.520 --> 00:14:01.520]  你也要做一條最鹹的鹹魚
[00:14:01.520 --> 00:14:06.520]  其實有些事情是你很想做的
[00:14:06.520 --> 00:14:08.520]  今天第一節問一問上帝
[00:14:08.520 --> 00:14:11.520]  面對一個這樣的時代
[00:14:11.520 --> 00:14:13.520]  面對疫情的威脅
[00:14:13.520 --> 00:14:16.520]  面對社會的氣氛
[00:14:16.520 --> 00:14:22.520]  究竟上帝如何幫助你繼續向前走
[00:14:22.520 --> 00:14:26.520]  今天我們很多人都自怨自艾
[00:14:26.520 --> 00:14:28.520]  或者有很多埋怨
[00:14:28.520 --> 00:14:34.520]  這些都是面對當下疫情的正常反應
[00:14:34.520 --> 00:14:37.520]  但有時當我們冷靜過後
[00:14:37.520 --> 00:14:39.520]  沉澱過後
[00:14:39.520 --> 00:14:41.520]  當我們回到上帝的面前
[00:14:41.520 --> 00:14:44.520]  我們也要問一個問題
[00:14:44.520 --> 00:14:46.520]  面對一個這樣的處境
[00:14:46.520 --> 00:14:52.520]  上帝你讓我如何繼續努力向前走
[00:14:52.520 --> 00:14:55.520]  我相信這是當我們面對困難時
[00:14:55.520 --> 00:14:58.520]  一個更加積極的態度
[00:14:58.520 --> 00:15:00.520]  在困難和挑戰的裏面
[00:15:00.520 --> 00:15:03.520]  上帝你如何繼續使用我
[00:15:03.520 --> 00:15:08.520]  在這個世代裏繼續為主作美好的見證
[00:15:08.520 --> 00:15:10.520]  《馬德福音》裏經常提醒我們
[00:15:10.520 --> 00:15:13.520]  這句話也經常提醒我自己
[00:15:13.520 --> 00:15:16.520]  當我們面對一個困難的處境時
[00:15:16.520 --> 00:15:19.520]  我們覺得很多事情都不可能
[00:15:19.520 --> 00:15:21.520]  但耶穌看著他們說
[00:15:21.520 --> 00:15:23.520]  在人是不能的
[00:15:23.520 --> 00:15:25.520]  因為人真的有很多限制
[00:15:25.520 --> 00:15:27.520]  人有很多軟弱
[00:15:27.520 --> 00:15:31.520]  或者人受著很多過去的東西纏繞著我們
[00:15:31.520 --> 00:15:34.520]  但沒錯,人是不能的
[00:15:34.520 --> 00:15:35.520]  那又如何?
[00:15:35.520 --> 00:15:38.520]  在上帝卻不然
[00:15:38.520 --> 00:15:39.520]  為甚麼?
[00:15:39.520 --> 00:15:43.520]  因為在上帝凡事都能
[00:15:43.520 --> 00:15:48.520]  這是每一個信主的人必須有的認順
[00:15:48.520 --> 00:15:53.520]  如果我們認定所有事情都不可能的事件
[00:15:53.520 --> 00:15:55.520]  沒錯,單從人的能力真是不可能的
[00:15:55.520 --> 00:15:57.520]  我們無論多努力也好
[00:15:57.520 --> 00:15:59.520]  我們都看不到有甚麼果效
[00:15:59.520 --> 00:16:01.520]  但你要認定一件更重要的事
[00:16:01.520 --> 00:16:04.520]  若然上帝許可的話
[00:16:04.520 --> 00:16:07.520]  沒有東西是不可能的
[00:16:07.520 --> 00:16:09.520]  在歷史歷代有很多事件
[00:16:09.520 --> 00:16:12.520]  在人看來都不可能的
[00:16:12.520 --> 00:16:14.520]  當年馬丁路德可能也沒想過
[00:16:14.520 --> 00:16:17.520]  會帶來一個翻天覆地的宗教改革
[00:16:17.520 --> 00:16:18.520]  另一個馬丁路德
[00:16:18.520 --> 00:16:20.520]  馬丁路德當然沒想過
[00:16:20.520 --> 00:16:23.520]  透過他推動的一些運動
[00:16:23.520 --> 00:16:28.520]  能夠帶來黑人有更多平等的權利
[00:16:28.520 --> 00:16:33.520]  但他們每一個都相信一樣重要的東西
[00:16:33.520 --> 00:16:37.520]  在人不能,但在上帝卻不然
[00:16:37.520 --> 00:16:40.520]  因為在上帝凡事都能
[00:16:40.520 --> 00:16:42.520]  每一個歷史的人物
[00:16:42.520 --> 00:16:45.520]  他們都看到一樣東西
[00:16:45.520 --> 00:16:47.520]  過去可能有些事情真的發生了
[00:16:47.520 --> 00:16:50.520]  但他們看到的是前面
[00:16:50.520 --> 00:16:51.520]  因為在前面的裡面
[00:16:51.520 --> 00:16:53.520]  只要願意依靠上帝
[00:16:53.520 --> 00:16:57.520]  就有無數的可能可以發生和出現
[00:16:57.520 --> 00:16:59.520]  因為今天他們所求的並不是人的能力
[00:16:59.520 --> 00:17:02.520]  是因為在上帝凡事都能
[00:17:02.520 --> 00:17:04.520]  沒錯,我們要忘記背後
[00:17:04.520 --> 00:17:05.520]  我們要努力面前
[00:17:05.520 --> 00:17:07.520]  但我們要有標竿
[00:17:07.520 --> 00:17:10.520]  我們要有上帝凡事都能
[00:17:10.520 --> 00:17:12.520]  沒錯,我們要忘記背後
[00:17:12.520 --> 00:17:13.520]  我們要努力面前
[00:17:13.520 --> 00:17:15.520]  但我們要有標竿
[00:17:15.520 --> 00:17:19.520]  我們要有一個目標
[00:17:19.520 --> 00:17:22.520]  究竟今天這個目標是什麼
[00:17:22.520 --> 00:17:25.520]  這個目標在你、在我
[00:17:25.520 --> 00:17:28.520]  在不同人的生命上都可以不一樣
[00:17:28.520 --> 00:17:29.520]  他說你忘記背後
[00:17:29.520 --> 00:17:31.520]  你會努力面前
[00:17:31.520 --> 00:17:33.520]  但你要有目標
[00:17:33.520 --> 00:17:35.520]  向著這個目標去直跑
[00:17:35.520 --> 00:17:37.520]  為什麼要帶著一個目標
[00:17:37.520 --> 00:17:40.520]  這個目標不是讓你在當中能夠富貴
[00:17:40.520 --> 00:17:42.520]  這個目標不是要讓你更有成功感
[00:17:42.520 --> 00:17:46.520]  這個目標不是讓你得到更多人的稱讚
[00:17:46.520 --> 00:17:48.520]  這個目標很清楚
[00:17:48.520 --> 00:17:51.520]  他說要得上帝在基督耶穌裡面
[00:17:51.520 --> 00:17:53.520]  從上面照我來得掌上
[00:17:53.520 --> 00:17:56.520]  你要得著從上帝而來的掌上
[00:17:56.520 --> 00:18:00.520]  即是你今天的目標是上帝賦予你的目標
[00:18:00.520 --> 00:18:02.520]  不是因為你自己很想去做
[00:18:02.520 --> 00:18:05.520]  不是因為有些東西你很想得到
[00:18:05.520 --> 00:18:09.520]  而是你看到上帝將一個目標放在你的生命當中
[00:18:09.520 --> 00:18:12.520]  我們經常說什麼叫做標竿人生
[00:18:12.520 --> 00:18:14.520]  今天上帝將一個什麼目標
[00:18:14.520 --> 00:18:16.520]  什麼標竿放在你生命裡面
[00:18:16.520 --> 00:18:18.520]  因人而異,放在你的身上
[00:18:18.520 --> 00:18:20.520]  放在我的身上,不一定
[00:18:20.520 --> 00:18:23.520]  以前我從來都沒有想過
[00:18:23.520 --> 00:18:25.520]  在當中要去帶領一間教會
[00:18:25.520 --> 00:18:26.520]  特別要帶領一間教會
[00:18:26.520 --> 00:18:29.520]  在一個更艱難的日子裡繼續前行
[00:18:29.520 --> 00:18:32.520]  他說這個就是上帝今天放在我生命的目標
[00:18:32.520 --> 00:18:34.520]  我不知道你的生命裡面
[00:18:34.520 --> 00:18:36.520]  上帝將一個什麼目標帶給你
[00:18:36.520 --> 00:18:41.520]  但你必須認定上帝對每一個人都有他自己人生的目標
[00:18:41.520 --> 00:18:43.520]  今天你的責任就要找
[00:18:43.520 --> 00:18:44.520]  究竟在上帝裡面
[00:18:44.520 --> 00:18:48.520]  上帝將一個什麼目標放在你生命當中
[00:18:48.520 --> 00:18:51.520]  這個目標每個人都有不同
[00:18:51.520 --> 00:18:54.520]  但最重要的是你要知道上帝將一個什麼目標放在你身上
[00:18:54.520 --> 00:18:58.520]  並且你向著那個目標不斷進發
[00:18:58.520 --> 00:19:00.520]  當然有一本很出名的書
[00:19:00.520 --> 00:19:02.520]  不過這本書已經很多年了
[00:19:02.520 --> 00:19:04.520]  《標竿人生》
[00:19:04.520 --> 00:19:07.520]  《標竿人生》裡面有一句這樣的說話
[00:19:07.520 --> 00:19:09.520]  他說此刻你有生命氣息
[00:19:09.520 --> 00:19:11.520]  並不是命運的注定
[00:19:11.520 --> 00:19:14.520]  也不是時機,也不是僥倖
[00:19:14.520 --> 00:19:16.520]  更加不是偶然
[00:19:16.520 --> 00:19:21.520]  你活著是因為神定義要創造你
[00:19:21.520 --> 00:19:23.520]  他說今天你仍然活著
[00:19:23.520 --> 00:19:26.520]  是因為神定義創造你
[00:19:26.520 --> 00:19:28.520]  創造你
[00:19:28.520 --> 00:19:32.520]  是有一個很特定的目標放在你生命當中
[00:19:32.520 --> 00:19:34.520]  各位聽眾,我希望你生命裡面
[00:19:34.520 --> 00:19:38.520]  你能夠找到上帝將一個什麼目標放在你生命當中
[00:19:38.520 --> 00:19:41.520]  特別是在很多困難逆境的裡面
[00:19:41.520 --> 00:19:44.520]  上帝會使用不同的人
[00:19:44.520 --> 00:19:46.520]  去成就他的工作
[00:19:46.520 --> 00:19:48.520]  成就他的作為
[00:19:48.520 --> 00:19:50.520]  讓我們面對困難的裡面
[00:19:50.520 --> 00:19:55.520]  我們不只是哀聲嘆氣,自怨自艾
[00:19:55.520 --> 00:19:59.520]  我們要問,縱或是多少事情都好
[00:19:59.520 --> 00:20:03.520]  上帝定義在當中創造你去完成
[00:20:03.520 --> 00:20:05.520]  他在你生命的目標和心意
[00:20:05.520 --> 00:20:07.520]  可能今天上帝要使用你
[00:20:07.520 --> 00:20:10.520]  你要成為你家人的祝福
[00:20:10.520 --> 00:20:12.520]  上帝定義使用你
