
[00:00:00.000 --> 00:00:16.000]  今天我會集中講婚姻的部分,因為時間有限,不能講婚姻即場,這兩個大課題,只能講一個
[00:03:04.000 --> 00:03:08.000]  總下載量超過2億2千萬次
[00:03:08.000 --> 00:03:14.000]  你可以看到全球越來越追捧
[00:03:14.000 --> 00:03:17.000]  我不知道香港的情況,因為香港好像沒有這些數據
[00:03:17.000 --> 00:03:23.000]  但我們可以探討一下愛到底是些什麼
[00:03:23.000 --> 00:03:26.000]  為什麼人類會愛上AI情人呢
[00:03:26.000 --> 00:03:29.000]  AI情人究竟有什麼吸引力呢
[00:03:29.000 --> 00:03:34.000]  不外乎AI情人有即時療癒的功能
[00:03:34.000 --> 00:03:38.000]  有時比一般的AI助理有分別
[00:03:38.000 --> 00:03:43.000]  平時在手機上或用AI時,那是AI助理
[00:03:43.000 --> 00:03:47.000]  但這些開發出來的AI情人
[00:03:47.000 --> 00:03:54.000]  他們是大量的戀愛心理的數據輸入
[00:03:54.000 --> 00:03:59.000]  所以他們特別對情感的連結和個人化很著重
[00:03:59.000 --> 00:04:02.000]  過程中是不會有批評的
[00:04:02.000 --> 00:04:07.000]  隨時只要打開手機,隨時可以陪伴你左右
[00:04:07.000 --> 00:04:17.000]  尤其是用家在自己的帳戶內分享
[00:04:17.000 --> 00:04:20.000]  他更加可以坦誠地說自己的情況
[00:04:20.000 --> 00:04:23.000]  如果他在情緒上有困難
[00:04:23.000 --> 00:04:31.000]  他可能會說一些他不會跟心理學家或星人科醫生說的東西
[00:04:31.000 --> 00:04:36.000]  但當然,如果你有留意這些情況
[00:04:36.000 --> 00:04:38.000]  其實都值得討論
[00:04:38.000 --> 00:04:41.000]  當他只願意跟AI說
[00:04:41.000 --> 00:04:50.000]  而不跟一些他本身有情緒需要去見專家
[00:04:50.000 --> 00:04:52.000]  但他不肯跟專家說
[00:04:52.000 --> 00:04:54.000]  那情況是怎樣呢?
[00:04:54.000 --> 00:04:56.000]  不過今天不討論這部分
[00:04:56.000 --> 00:05:03.000]  不單止這樣,現在的應用程式除了給你選擇款式之外
[00:05:03.000 --> 00:05:05.000]  你可以自己設計
[00:05:05.000 --> 00:05:10.000]  無論AI的外形、外貌、特徵、性格
[00:05:10.000 --> 00:05:13.000]  完全可以由你自己決定
[00:05:13.000 --> 00:05:15.000]  用家甚至表示過
[00:05:15.000 --> 00:05:20.000]  當我最痛苦的時候,我就很需要那種關心
[00:05:20.000 --> 00:05:23.000]  AI就可以即時滿足我這個需求
[00:05:23.000 --> 00:05:27.000]  甚至有些人說,如果他單身
[00:05:27.000 --> 00:05:34.000]  AI情人就可以讓我有一種情感的依賴
[00:05:34.000 --> 00:05:36.000]  甚至可以跟他談戀愛
[00:05:36.000 --> 00:05:40.000]  在裡面我們就會引發另一個實際的問題
[00:05:40.000 --> 00:05:42.000]  就是愛是甚麼呢?
[00:05:42.000 --> 00:05:47.000]  今天我們會比較多集中在
[00:05:47.000 --> 00:05:49.000]  以下所說的五章
[00:05:49.000 --> 00:05:52.000]  講到婚姻裡面
[00:05:52.000 --> 00:05:55.000]  集中在這幾節裡面
[00:05:55.000 --> 00:05:56.000]  讀給大家聽
[00:05:56.000 --> 00:05:58.000]  丈夫也應當照樣愛妻子
[00:05:58.000 --> 00:06:00.000]  如同愛自己的身體
[00:06:00.000 --> 00:06:02.000]  愛妻子就是愛自己了
[00:06:02.000 --> 00:06:04.000]  從來沒有人肯護自己的身體
[00:06:04.000 --> 00:06:06.000]  總是保護愛惜
[00:06:06.000 --> 00:06:09.000]  正如基督教會一樣
[00:06:09.000 --> 00:06:12.000]  因我們是他的肢體
[00:06:12.000 --> 00:06:14.000]  這段經文很簡單
[00:06:14.000 --> 00:06:17.000]  強調夫婦之間的彼此相愛
[00:06:17.000 --> 00:06:19.000]  但你留意經文裡面
[00:06:19.000 --> 00:06:22.000]  其實提升了妻子的位置
[00:06:22.000 --> 00:06:25.000]  去到跟丈夫自身的一部分
[00:06:25.000 --> 00:06:27.000]  為甚麼會這樣說呢?
[00:06:27.000 --> 00:06:32.000]  如果我們留意古羅馬的文化和婚姻制度
[00:06:32.000 --> 00:06:34.000]  所有女性
[00:06:34.000 --> 00:06:36.000]  現在不是
[00:06:36.000 --> 00:06:38.000]  當時古羅馬時代是這樣
[00:06:38.000 --> 00:06:42.000]  所有嫁給丈夫的女性
[00:06:42.000 --> 00:06:45.000]  基本上嫁得
[00:06:45.000 --> 00:06:48.000]  在古羅馬的法例
[00:06:48.000 --> 00:06:52.000]  男性12歲就可以結婚
[00:06:52.000 --> 00:06:55.000]  女性14歲就可以結婚
[00:06:55.000 --> 00:06:58.000]  嫁給對方
[00:06:58.000 --> 00:07:01.000]  在法律上是他的產業
[00:07:01.000 --> 00:07:05.000]  女性就是丈夫的產業
[00:07:05.000 --> 00:07:10.000]  以至當保羅說這句話
[00:07:10.000 --> 00:07:13.000]  其實在衝擊當時的婚姻制度
[00:07:13.000 --> 00:07:15.000]  當時的婚姻制度
[00:07:15.000 --> 00:07:19.000]  將妻子視為夫家的財產
[00:07:19.000 --> 00:07:21.000]  將她物化了
[00:07:21.000 --> 00:07:23.000]  以至在當中你會看到
[00:07:23.000 --> 00:07:25.000]  這段經文很強烈
[00:07:25.000 --> 00:07:28.000]  去排斥甚至拒絕
[00:07:28.000 --> 00:07:30.000]  妻子不是被物化的產物
[00:07:30.000 --> 00:07:36.000]  妻子更加可以成為丈夫的身體的其中一部分
[00:07:36.000 --> 00:07:39.000]  因為在丈夫的身體裡
[00:07:39.000 --> 00:07:42.000]  他不會去討厭自己身體的部分
[00:07:42.000 --> 00:07:45.000]  他只會愛惜去好好保養自己
[00:07:45.000 --> 00:07:47.000]  在裡面說愛是什麼呢?
[00:07:47.000 --> 00:07:50.000]  愛不是單單滿足自己的喜好
[00:07:50.000 --> 00:07:55.000]  而是和一個他本身有自主需求的人
[00:07:55.000 --> 00:07:58.000]  一同攜手成長
[00:07:58.000 --> 00:08:02.000]  我們知道今天AI的設計
[00:08:02.000 --> 00:08:05.000]  基本上大致除非你有特別癖好
[00:08:05.000 --> 00:08:07.000]  也有些人有特別癖好
[00:08:07.000 --> 00:08:10.000]  專找AI來反對自己
[00:08:10.000 --> 00:08:12.000]  除非你是這樣的
[00:08:12.000 --> 00:08:16.000]  不然通常的設定都是討好用戶
[00:08:16.000 --> 00:08:19.000]  但當中心理學家發現
[00:08:19.000 --> 00:08:22.000]  在當中會強化自我強化
[00:08:22.000 --> 00:08:25.000]  和一種同溫層的效應
[00:08:25.000 --> 00:08:26.000]  是什麼意思呢?
[00:08:26.000 --> 00:08:27.000]  自我強化
[00:08:27.000 --> 00:08:32.000]  我只想你去迎合我
[00:08:32.000 --> 00:08:35.000]  無論在設計上或設定上
[00:08:35.000 --> 00:08:37.000]  全部都是我自己的喜好
[00:08:37.000 --> 00:08:40.000]  短時間是沒有問題的
[00:08:40.000 --> 00:08:42.000]  因為這些都不會太影響
[00:08:42.000 --> 00:08:45.000]  但長期甚至過度依賴
[00:08:45.000 --> 00:08:47.000]  其實你會開始發覺
[00:08:47.000 --> 00:08:53.000]  越來越難和不同的人相處
[00:08:53.000 --> 00:08:58.000]  另一邊廂就是同溫層的效應
[00:08:58.000 --> 00:09:02.000]  只是喜歡聽一些我喜歡聽的
[00:09:02.000 --> 00:09:07.000]  包括你當時想聽一些意見
[00:09:07.000 --> 00:09:08.000]  或是反對你的意見
[00:09:08.000 --> 00:09:10.000]  你就叫他講一下
[00:09:10.000 --> 00:09:11.000]  只是那一刻
[00:09:11.000 --> 00:09:13.000]  但你心情覺得
[00:09:13.000 --> 00:09:15.000]  不要說一些我不喜歡聽的
[00:09:15.000 --> 00:09:16.000]  你就不要說
[00:09:16.000 --> 00:09:18.000]  他就會完全回應你
[00:09:18.000 --> 00:09:19.000]  還是那句
[00:09:19.000 --> 00:09:22.000]  短時間不是一個大的影響
[00:09:22.000 --> 00:09:25.000]  但你長期過度依賴
[00:09:25.000 --> 00:09:27.000]  其實你的社交能力
[00:09:27.000 --> 00:09:31.000]  尤其是和不同的人相處
[00:09:31.000 --> 00:09:33.000]  或是不喜歡聽的
[00:09:33.000 --> 00:09:36.000]  其實你的反應和敏感度
[00:09:36.000 --> 00:09:38.000]  比以前強大了十倍
[00:09:38.000 --> 00:09:41.000]  以前我聽這句說話是沒有問題的
[00:09:41.000 --> 00:09:45.000]  但因為你長期在同溫層的效應下
[00:09:45.000 --> 00:09:50.000]  你已經發覺你的耐性和敏感度
[00:09:50.000 --> 00:09:51.000]  比以前增強了
[00:09:51.000 --> 00:09:53.000]  以前你聽完之後
[00:09:53.000 --> 00:09:54.000]  只是他講一下
[00:09:54.000 --> 00:09:55.000]  不用理他
[00:09:55.000 --> 00:10:00.000]  但當你長期在同溫層的影響下
[00:10:00.000 --> 00:10:01.000]  你習慣了
[00:10:01.000 --> 00:10:05.000]  以前那句說話對你來說沒有特別
[00:10:05.000 --> 00:10:07.000]  或者你覺得受得了沒問題
[00:10:07.000 --> 00:10:09.000]  但為什麼越來越受不了
[00:10:09.000 --> 00:10:11.000]  有沒有搞錯
[00:10:11.000 --> 00:10:13.000]  又或者那種期望
[00:10:13.000 --> 00:10:16.000]  即時反應
[00:10:16.000 --> 00:10:20.000]  我想都不只是AI
[00:10:20.000 --> 00:10:24.000]  其實當你通訊的情況越來越快的時候
[00:10:24.000 --> 00:10:26.000]  所有東西都要即時
[00:10:26.000 --> 00:10:27.000]  即時回應你
[00:10:27.000 --> 00:10:28.000]  即時給你反應
[00:10:28.000 --> 00:10:33.000]  所以有時和情侶聊天的時候
[00:10:33.000 --> 00:10:35.000]  不是很大件事
[00:10:35.000 --> 00:10:37.000]  我經常聽來聽去都是
[00:10:37.000 --> 00:10:39.000]  你為什麼不回答我
[00:10:39.000 --> 00:10:40.000]  我問你啊
[00:10:40.000 --> 00:10:41.000]  你為什麼不回答我
[00:10:41.000 --> 00:10:43.000]  那個男生說
[00:10:43.000 --> 00:10:44.000]  我趕著上班
[00:10:44.000 --> 00:10:46.000]  或者趕著做項目
[00:10:46.000 --> 00:10:48.000]  即時回答你
[00:10:48.000 --> 00:10:50.000]  你就是不愛我
[00:10:50.000 --> 00:10:53.000]  你就是想離棄我
[00:10:53.000 --> 00:10:55.000]  想很多東西
[00:10:55.000 --> 00:10:58.000]  但我想說那個是男生
[00:10:58.000 --> 00:11:00.000]  不是女生
[00:11:00.000 --> 00:11:01.000]  反過來
[00:11:01.000 --> 00:11:04.000]  都有這樣的情況
[00:11:04.000 --> 00:11:08.000]  所以現在大家的反應
[00:11:08.000 --> 00:11:11.000]  已經很難定是男還是女
[00:11:11.000 --> 00:11:12.000]  女不一定是這樣
[00:11:12.000 --> 00:11:13.000]  男不一定是這樣
[00:11:13.000 --> 00:11:14.000]  女可以很瀟灑
[00:11:14.000 --> 00:11:16.000]  男可能不
[00:11:16.000 --> 00:11:20.000]  但你要知道現在的AI情人
[00:11:20.000 --> 00:11:22.000]  當然他有免費版
[00:11:22.000 --> 00:11:24.000]  但免費版的功能是很有限
[00:11:24.000 --> 00:11:26.000]  如果你想進一步
[00:11:26.000 --> 00:11:29.000]  讓我再窩心一點
[00:11:29.000 --> 00:11:30.000]  再貼心一點
[00:11:30.000 --> 00:11:32.000]  我可以設計到我自己喜好的
[00:11:32.000 --> 00:11:34.000]  全部都要課金
[00:11:34.000 --> 00:11:35.000]  你課金後
[00:11:35.000 --> 00:11:39.000]  自然就期望AI滿足你各人所需
[00:11:39.000 --> 00:11:42.000]  心理學家就指出
[00:11:42.000 --> 00:11:43.000]  這個情況
[00:11:43.000 --> 00:11:50.000]  會引發一種過度理想化人際關係的情況
[00:11:50.000 --> 00:11:53.000]  意思是當我們將所有東西
[00:11:53.000 --> 00:11:55.000]  因為習慣了
[00:11:55.000 --> 00:11:57.000]  什麼都是順我們意
[00:11:57.000 --> 00:11:59.000]  只要我想到
[00:11:59.000 --> 00:12:01.000]  AI又做到
[00:12:01.000 --> 00:12:03.000]  科技又做到
[00:12:03.000 --> 00:12:06.000]  你開始面對一些真實的人
[00:12:06.000 --> 00:12:07.000]  一些人的關係
[00:12:07.000 --> 00:12:08.000]  不一定是情侶
[00:12:08.000 --> 00:12:09.000]  可能是你的家人
[00:12:09.000 --> 00:12:11.000]  可能是你的朋友
[00:12:11.000 --> 00:12:13.000]  可能是你的同事等等
[00:12:13.000 --> 00:12:16.000]  你就開始有一種不切實際的
[00:12:16.000 --> 00:12:18.000]  完美的期待
[00:12:18.000 --> 00:12:20.000]  你覺得他一定要這樣
[00:12:20.000 --> 00:12:22.000]  因為你習慣了
[00:12:22.000 --> 00:12:26.000]  但當我面對一些真實的人
[00:12:26.000 --> 00:12:27.000]  他不是這樣的時候
[00:12:27.000 --> 00:12:30.000]  就會產生很強的失望感
[00:12:30.000 --> 00:12:32.000]  一個這樣的情況
[00:12:32.000 --> 00:12:37.000]  又或者有些是我們叫做「焗住單身」
[00:12:37.000 --> 00:12:39.000]  焗住單身是什麼意思呢
[00:12:39.000 --> 00:12:41.000]  你跟他了解過之後
[00:12:41.000 --> 00:12:45.000]  因為我以前是做色情的時候
[00:12:45.000 --> 00:12:49.000]  我會帶我的弟兄姊妹到處去社交
[00:12:49.000 --> 00:12:52.000]  但發現有一個情況
[00:12:52.000 --> 00:12:54.000]  他們選擇也選不到
[00:12:54.000 --> 00:12:55.000]  或者別人有興趣
[00:12:55.000 --> 00:12:56.000]  他又不理會別人
[00:12:56.000 --> 00:12:59.000]  或者他對別人有興趣
[00:12:59.000 --> 00:13:00.000]  別人又不理會他
[00:13:00.000 --> 00:13:02.000]  了解一下這些情況
[00:13:02.000 --> 00:13:06.000]  他期望對方
[00:13:06.000 --> 00:13:08.000]  不管是男還是女
[00:13:08.000 --> 00:13:12.000]  嘩!你要這樣嗎
[00:13:12.000 --> 00:13:14.000]  很難啊
[00:13:14.000 --> 00:13:16.000]  你覺得他有這樣又沒有那樣
[00:13:16.000 --> 00:13:19.000]  所以連機會都不給他
[00:13:19.000 --> 00:13:21.000]  這樣就更加困難
[00:13:21.000 --> 00:13:23.000]  所以有時也不是
[00:13:23.000 --> 00:13:25.000]  因為AI出現才會有的事
[00:13:25.000 --> 00:13:29.000]  我們都是當尋求伴侶的時候
[00:13:29.000 --> 00:13:31.000]  太過度理想化
[00:13:31.000 --> 00:13:34.000]  其實都會令我們失望感很大
[00:13:34.000 --> 00:13:36.000]  如果,不要聽我講一句
[00:13:36.000 --> 00:13:38.000]  不是去交往的
[00:13:38.000 --> 00:13:39.000]  已經是交往了
[00:13:39.000 --> 00:13:41.000]  嘩!有一天
[00:13:41.000 --> 00:13:45.000]  你跟某人拍拖了一段時間
[00:13:45.000 --> 00:13:47.000]  去到某一個時段
[00:13:47.000 --> 00:13:48.000]  他不是這樣
[00:13:48.000 --> 00:13:49.000]  或者某一個時間
[00:13:49.000 --> 00:13:50.000]  他人生階段不同
[00:13:50.000 --> 00:13:51.000]  他去到那個時間
[00:13:51.000 --> 00:13:52.000]  你會說,你為什麼不是這樣
[00:13:52.000 --> 00:13:53.000]  你以前是這樣的
[00:13:53.000 --> 00:13:54.000]  又吵一頓
[00:13:54.000 --> 00:13:57.000]  因為那種吵一頓是來自失望感
[00:13:57.000 --> 00:13:59.000]  我一直以為你是這樣的
[00:13:59.000 --> 00:14:00.000]  但原來你不是
[00:14:00.000 --> 00:14:01.000]  那種失望感
[00:14:01.000 --> 00:14:02.000]  落差很大
[00:14:02.000 --> 00:14:04.000]  你就會覺得很辛苦
[00:14:04.000 --> 00:14:06.000]  不知如何是好
[00:14:06.000 --> 00:14:08.000]  但聖經告訴我們
[00:14:08.000 --> 00:14:09.000]  搞清楚的事
[00:14:09.000 --> 00:14:12.000]  真實的真愛的關係
[00:14:12.000 --> 00:14:15.000]  不是一個一買一買的交易
[00:14:15.000 --> 00:14:20.000]  愛是涵蓋照顧、責任、尊重和理解
[00:14:20.000 --> 00:14:22.000]  讓彼此依賴
[00:14:22.000 --> 00:14:24.000]  共同成長
[00:14:24.000 --> 00:14:27.000]  去促進生命的成熟
[00:14:27.000 --> 00:14:34.000]  我是一個單親家庭長大的男人
[00:14:34.000 --> 00:14:37.000]  其實我不覺得自己會結婚
[00:14:37.000 --> 00:14:39.000]  因為在我眼中
[00:14:39.000 --> 00:14:42.000]  我覺得我父母的關係
[00:14:42.000 --> 00:14:43.000]  像主僕的關係
[00:14:43.000 --> 00:14:46.000]  我覺得他們不像夫婦
[00:14:46.000 --> 00:14:48.000]  因為這樣
[00:14:48.000 --> 00:14:50.000]  很多第三者等等
[00:14:50.000 --> 00:14:56.000]  令我父母離婚
[00:14:56.000 --> 00:15:03.000]  又有些同父異母的弟妹
[00:15:03.000 --> 00:15:05.000]  所以在我的背景下
[00:15:05.000 --> 00:15:07.000]  我不覺得自己會結婚
[00:15:07.000 --> 00:15:09.000]  拍拖當然會拍拖
[00:15:09.000 --> 00:15:10.000]  但結婚就不會
[00:15:10.000 --> 00:15:13.000]  因為我懷疑這個世界有沒有真愛
[00:15:13.000 --> 00:15:18.000]  這裡說的愛是包括照顧、責任、尊重和理解
[00:15:18.000 --> 00:15:21.000]  而是彼此依賴和成長
[00:15:21.000 --> 00:15:23.000]  令我很懷疑
[00:15:23.000 --> 00:15:27.000]  第二,我完全維持了我父親的脾氣
[00:15:27.000 --> 00:15:29.000]  我的脾氣很大
[00:15:29.000 --> 00:15:31.000]  我做了傳導人
[00:15:31.000 --> 00:15:33.000]  二十多歲到三十歲
[00:15:33.000 --> 00:15:35.000]  脾氣都很大
[00:15:35.000 --> 00:15:40.000]  所以我和我當時的太太
[00:15:40.000 --> 00:15:42.000]  當時的女朋友相處
[00:15:42.000 --> 00:15:45.000]  我發很大脾氣
[00:15:45.000 --> 00:15:47.000]  她很怕我發她脾氣
[00:15:47.000 --> 00:15:49.000]  我發脾氣真的很厲害
[00:15:49.000 --> 00:16:00.000]  我沒有想過自己會在婚姻關係或情侶關係中調教自己
[00:16:00.000 --> 00:16:06.000]  我想有一個原因令我發脾氣最多
[00:16:06.000 --> 00:16:09.000]  就是我當時的女朋友不作聲
[00:16:09.000 --> 00:16:12.000]  一衝突就不作聲
[00:16:12.000 --> 00:16:15.000]  但衝突未必是我和她之間
[00:16:15.000 --> 00:16:17.000]  可能是一些外在壓力
[00:16:17.000 --> 00:16:22.000]  因為她要進修和工作
[00:16:22.000 --> 00:16:24.000]  她有些壓力
[00:16:24.000 --> 00:16:25.000]  但她又不作聲
[00:16:25.000 --> 00:16:27.000]  我心想我很煩躁
[00:16:27.000 --> 00:16:29.000]  你能看到我的脾氣有多差
[00:16:29.000 --> 00:16:31.000]  她又不作聲
[00:16:31.000 --> 00:16:33.000]  我又發脾氣
[00:16:33.000 --> 00:16:38.000]  之後她尋求幫助
[00:16:38.000 --> 00:16:41.000]  因為這樣的關係很難走下去
[00:16:41.000 --> 00:16:47.000]  坦白說,年歲有限
[00:16:47.000 --> 00:16:50.000]  要不結婚,要不不結婚
[00:16:50.000 --> 00:16:52.000]  不要浪費時間
[00:16:52.000 --> 00:16:54.000]  正視一下情況
[00:16:54.000 --> 00:16:57.000]  找人幫忙
[00:16:57.000 --> 00:17:02.000]  發現我太太的特性和性格
[00:17:02.000 --> 00:17:04.000]  當她遇到壓力的時候
[00:17:04.000 --> 00:17:06.000]  她需要有時間沉澱
[00:17:06.000 --> 00:17:09.000]  她要知道自己發生什麼事才會說
[00:17:09.000 --> 00:17:11.000]  但我和她拍拖這麼久
[00:17:11.000 --> 00:17:13.000]  我完全不知道她有這個習慣
[00:17:13.000 --> 00:17:15.000]  這是我的問題
[00:17:15.000 --> 00:17:18.000]  我的習慣不是這樣
[00:17:18.000 --> 00:17:20.000]  我一有事就馬上說出來
[00:17:20.000 --> 00:17:25.000]  你會覺得兩者很不同
[00:17:25.000 --> 00:17:27.000]  但其實是互相吸引
[00:17:27.000 --> 00:17:29.000]  因為我什麼都說出來
[00:17:29.000 --> 00:17:31.000]  她很安靜地聽
[00:17:31.000 --> 00:17:34.000]  所以很自然地起初就吸引
[00:17:34.000 --> 00:17:36.000]  但這個吸引
[00:17:36.000 --> 00:17:38.000]  慢慢當你相處的時候
[00:17:38.000 --> 00:17:39.000]  我不明白她的時候
[00:17:39.000 --> 00:17:41.000]  就形成了衝突
[00:17:41.000 --> 00:17:44.000]  但我發現原來我是真真正正
[00:17:44.000 --> 00:17:47.000]  我的愛的耐性是不夠的
[00:17:47.000 --> 00:17:52.000]  所以認真求助,憐憫,恩待
[00:17:52.000 --> 00:17:56.000]  坦白說不是AI的出現才會這樣
[00:17:56.000 --> 00:17:58.000]  人與人之間的相處
[00:17:58.000 --> 00:18:00.000]  我們和情侶相處
[00:18:00.000 --> 00:18:02.000]  和異性相處的時候
[00:18:02.000 --> 00:18:05.000]  很多時候衝突位不是因為對錯
[00:18:05.000 --> 00:18:09.000]  不是因為正義或邪惡的對錯問題
[00:18:09.000 --> 00:18:13.000]  可能比較多是性格差異
[00:18:13.000 --> 00:18:16.000]  你是這樣,她不是這樣
[00:18:16.000 --> 00:18:20.000]  你期望她這樣,她又期望你這樣
[00:18:20.000 --> 00:18:25.000]  以為這個差異是衝突
[00:18:25.000 --> 00:18:27.000]  但其實起初是吸引點
[00:18:27.000 --> 00:18:32.000]  但是不是以後都是這樣呢
[00:18:32.000 --> 00:18:37.000]  不是的,在性經向度不是這樣想
[00:18:37.000 --> 00:18:40.000]  但當我們留意到AI的設計
[00:18:40.000 --> 00:18:44.000]  越來越像人的時候
[00:18:44.000 --> 00:18:48.000]  其實它能夠提供那種情感的投射空間
[00:18:48.000 --> 00:18:50.000]  是越來越大
[00:18:50.000 --> 00:18:57.000]  我們將我們自己心裡對情人的理想期待
[00:18:57.000 --> 00:19:00.000]  全部投射到AI上
[00:19:00.000 --> 00:19:02.000]  又能實現和體現出來
[00:19:02.000 --> 00:19:05.000]  這樣就會令我們越來越迷茫
[00:19:05.000 --> 00:19:07.000]  在一個虛擬的親密裡
[00:19:07.000 --> 00:19:10.000]  而忽略了人與人之間的互動
[00:19:10.000 --> 00:19:13.000]  情感裡有磨合
[00:19:13.000 --> 00:19:15.000]  但磨合得來
[00:19:15.000 --> 00:19:18.000]  不是一種磨合了就一定會分手
[00:19:18.000 --> 00:19:21.000]  我在我和當時的女朋友
[00:19:21.000 --> 00:19:23.000]  即現在的太太
[00:19:23.000 --> 00:19:25.000]  過程中
[00:19:25.000 --> 00:19:29.000]  她有想過會不會和我分手
[00:19:29.000 --> 00:19:33.000]  我也有想過會不會這樣和她分手
[00:19:33.000 --> 00:19:36.000]  但在經文裡告訴我們
[00:19:36.000 --> 00:19:40.000]  你們每個人都要愛妻子和愛自己一樣
[00:19:40.000 --> 00:19:43.000]  妻子要敬重丈夫
[00:19:43.000 --> 00:19:45.000]  是一個這樣的情況
[00:19:45.000 --> 00:19:50.000]  但如果細心看這段經文是挺有趣的
[00:19:50.000 --> 00:19:55.000]  有趣點不單單是指令或教導
[00:19:55.000 --> 00:19:59.000]  要愛妻子,女方要敬重丈夫
[00:19:59.000 --> 00:20:04.000]  其實你想想這只是以這個為例
[00:20:04.000 --> 00:20:07.000]  我知道現代不是這樣
[00:20:07.000 --> 00:20:09.000]  但大約可以參考一下
[00:20:09.000 --> 00:20:11.000]  這裡很有趣的是
[00:20:11.000 --> 00:20:14.000]  女性和男性要的東西
[00:20:14.000 --> 00:20:16.000]  大家要的東西是有點不同的
[00:20:16.000 --> 00:20:18.000]  女性在這裡說
[00:20:18.000 --> 00:20:20.000]  因為現代不是這樣
[00:20:20.000 --> 00:20:25.000]  女性要男士愛她
[00:20:25.000 --> 00:20:30.000]  某程度是將她放在第一位
[00:20:30.000 --> 00:20:36.000]  而男性要的是一個尊重
[00:20:36.000 --> 00:20:37.000]  不過我還是那句
[00:20:37.000 --> 00:20:40.000]  現代的情侶有時是相反的
[00:20:40.000 --> 00:20:43.000]  女性要尊重,男性要愛
[00:20:43.000 --> 00:20:44.000]  相反的
[00:20:44.000 --> 00:20:46.000]  但至少在這件事上看到
[00:20:46.000 --> 00:20:49.000]  不要說性格有差異
[00:20:49.000 --> 00:20:51.000]  我們對愛的觀念
[00:20:51.000 --> 00:20:55.000]  或者我們能夠得到愛的滿足
[00:20:55.000 --> 00:20:58.000]  大家的東西也不同
[00:20:58.000 --> 00:20:59.000]  正正因為有這種不同的時候
[00:20:59.000 --> 00:21:00.000]  聖經裡說
[00:21:00.000 --> 00:21:04.000]  就是因為我們這樣彼此吸引彼此互惠
[00:21:04.000 --> 00:21:05.000]  因為我們要的東西
[00:21:05.000 --> 00:21:09.000]  其實就是因為不同而彼此滿足
[00:21:09.000 --> 00:21:13.000]  而這種滿足是達至可以共同成長
[00:21:13.000 --> 00:21:15.000]  在真實分歧裡更可以修補
[00:21:15.000 --> 00:21:17.000]  我們可以經歷到
[00:21:17.000 --> 00:21:19.000]  以法所書4章32節所說的
[00:21:19.000 --> 00:21:22.000]  要仁慈相待,全憐憫的心
[00:21:22.000 --> 00:21:27.000]  彼此饒恕,正如上帝在基督裡饒恕你們一樣
[00:21:27.000 --> 00:21:32.000]  我剛才說我自己和太太最後結婚
[00:21:32.000 --> 00:21:36.000]  我其實結婚那天
[00:21:36.000 --> 00:21:43.000]  拿了一二三包的東西回家
[00:21:43.000 --> 00:21:45.000]  那天就被解僱了
[00:21:45.000 --> 00:21:47.000]  怎樣解僱呢
[00:21:47.000 --> 00:21:53.000]  我離開了家
[00:21:53.000 --> 00:21:55.000]  我沒有回家
[00:21:55.000 --> 00:21:59.000]  整晚在樓上唱歌
