
[00:00:00.000 --> 00:00:05.260]  今天跟大家思想題目,等待破曉
[00:03:37.980 --> 00:03:40.980]  去剝奪勞工的權利
[00:03:40.980 --> 00:03:42.980]  上帝要我們禁食
[00:03:42.980 --> 00:03:45.980]  不是僅僅是一個懺悔、認罪
[00:03:45.980 --> 00:03:48.980]  是真誠的
[00:03:48.980 --> 00:03:51.980]  但是卻只是留在一個懺悔
[00:03:51.980 --> 00:03:54.980]  而沒有真正去悔改
[00:03:54.980 --> 00:03:58.980]  上帝要的是一個真真正正的悔改
[00:03:58.980 --> 00:04:03.980]  將人在不義的約束當中釋放出來
[00:04:03.980 --> 00:04:05.980]  去展現上帝的公義
[00:04:05.980 --> 00:04:10.980]  所以禁食不僅僅是餓著肚子
[00:04:10.980 --> 00:04:15.980]  然後在上帝面前誠心的懺悔
[00:04:15.980 --> 00:04:19.980]  上帝要的不只是停留在一種誠心的懺悔
[00:04:19.980 --> 00:04:26.980]  上帝要的是我們行公義、好憐憫、全謙卑的心與祂同行
[00:04:26.980 --> 00:04:29.980]  因此經文告訴我們
[00:04:29.980 --> 00:04:36.980]  上帝教導我們不要隱藏自己去避開自己的骨肉
[00:04:36.980 --> 00:04:39.980]  這句說話的意思很簡單
[00:04:39.980 --> 00:04:44.980]  我們日常生活都會遇到這方面的掙扎
[00:04:44.980 --> 00:04:49.980]  大家回想過去的日子
[00:04:49.980 --> 00:04:52.980]  有沒有試過明明看到一個人很有需要
[00:04:52.980 --> 00:04:55.980]  你觀察了很久應該不是騙人的
[00:04:55.980 --> 00:04:57.980]  是真的有需要的
[00:04:57.980 --> 00:04:59.980]  但心裡就在想
[00:04:59.980 --> 00:05:01.980]  要不要幫他
[00:05:01.980 --> 00:05:03.980]  其實都不用我幫
[00:05:03.980 --> 00:05:05.980]  其他人都會幫的
[00:05:05.980 --> 00:05:08.980]  內心是很想幫那個人
[00:05:08.980 --> 00:05:11.980]  但裡面有很多考量
[00:05:11.980 --> 00:05:14.980]  覺得都是別人幫他就行了
[00:05:14.980 --> 00:05:16.980]  不用我幫
[00:05:16.980 --> 00:05:23.980]  有一位靈修的著名作家
[00:05:23.980 --> 00:05:31.980]  在書中深思過為何他會有這方面的掙扎
[00:05:31.980 --> 00:05:39.980]  他說會否是我們真正渴望的人生中尋求的成就
[00:05:39.980 --> 00:05:41.980]  我們會不斷向前
[00:05:41.980 --> 00:05:43.980]  其實就是想成為第一
[00:05:43.980 --> 00:05:46.980]  同人與眾不同
[00:05:46.980 --> 00:05:51.980]  但這種與眾不同所塑造的身份
[00:05:51.980 --> 00:05:55.980]  其實是想與人保持安全距離
[00:05:55.980 --> 00:05:58.980]  而不是分擔別人的痛苦
[00:05:58.980 --> 00:06:03.980]  相反我們會發展很多不同的方式或技術
[00:06:03.980 --> 00:06:06.980]  就是遠離痛苦
[00:06:06.980 --> 00:06:11.980]  這會否是我們心中的一個狀況
[00:06:11.980 --> 00:06:17.980]  就是我們有時都會不知為何
[00:06:17.980 --> 00:06:20.980]  總是想避開一些痛苦
[00:06:20.980 --> 00:06:26.980]  甚至也不想與別人分擔別人的痛苦
[00:06:26.980 --> 00:06:30.980]  其實將心比己
[00:06:30.980 --> 00:06:33.980]  這是否完全的我們呢?
[00:06:33.980 --> 00:06:34.980]  又不一定
[00:06:34.980 --> 00:06:37.980]  一個人怎會完全不想幫人呢?
[00:06:37.980 --> 00:06:40.980]  相反地說我們需要別人幫忙嗎?
[00:06:40.980 --> 00:06:46.980]  我想在座的教會最低限度都會祈禱
[00:06:46.980 --> 00:06:49.980]  祈禱背後的動機很簡單
[00:06:49.980 --> 00:06:53.980]  我們知道自己是背後的動機
[00:06:53.980 --> 00:06:58.980]  但我們更加知道我們無時無刻不是最高的狀態
[00:06:58.980 --> 00:07:00.980]  我們都有低潮的時候
[00:07:00.980 --> 00:07:03.980]  我們都有尋求上帝憐憫的時候
[00:07:03.980 --> 00:07:06.980]  我們都想被人憐憫的時候
[00:07:06.980 --> 00:07:09.980]  因此我們都會在主面前誠心禱告
[00:07:09.980 --> 00:07:11.980]  其實將心比己
[00:07:11.980 --> 00:07:15.980]  當我們面對別人的痛苦、別人的困難的時候
[00:07:15.980 --> 00:07:17.980]  其實我們都有惻隱之心
[00:07:17.980 --> 00:07:18.980]  我們都很想幫他
[00:07:18.980 --> 00:07:20.980]  這正正不是因為我們比他厲害
[00:07:20.980 --> 00:07:22.980]  我們說我們幫你
[00:07:22.980 --> 00:07:26.980]  而是對方所遭遇的都是我們遭遇的
[00:07:26.980 --> 00:07:29.980]  只不過大家的情況不同
[00:07:29.980 --> 00:07:32.980]  我們的困難未必發生在他的情況
[00:07:32.980 --> 00:07:35.980]  他的困難未必發生在我們身上
[00:07:35.980 --> 00:07:37.980]  但我們見到他的困難
[00:07:37.980 --> 00:07:39.980]  其實我們裏面產生一種共鳴
[00:07:39.980 --> 00:07:44.980]  我們真的明白對方是需要幫助
[00:07:44.980 --> 00:07:46.980]  正正這份將心比己
[00:07:46.980 --> 00:07:52.980]  其實讓我們學習行宮二號憐憫的其中一個重要元素
[00:07:52.980 --> 00:07:57.980]  這份憐憫不是表示我們有什麼能力可以改變現狀
[00:07:57.980 --> 00:08:04.980]  但這份憐憫卻是一股為身處困境的人
[00:08:04.980 --> 00:08:09.980]  帶來溫暖、善意的一種治癒力量
[00:08:09.980 --> 00:08:12.980]  所以我們要做的不是很複雜
[00:08:12.980 --> 00:08:17.980]  不是要將自己的身家拿出來的事
[00:08:17.980 --> 00:08:20.980]  其實只是一個很簡單的善意的接待
[00:08:20.980 --> 00:08:25.980]  就能夠帶來溫暖和善意的治癒能力
[00:08:25.980 --> 00:08:30.980]  一間麵包店開了八年
[00:08:30.980 --> 00:08:40.980]  去年成為了本地和海外真商訪問的一間麵包店
[00:08:40.980 --> 00:08:46.980]  老闆說經營最艱難的時候是頭三年
[00:08:46.980 --> 00:08:50.980]  開始的時候小店是誰人認識的
[00:08:50.980 --> 00:08:53.980]  理想和生活簡直是跌入谷底
[00:08:53.980 --> 00:08:59.980]  那時候還要開始兩個女兒要讀書
[00:08:59.980 --> 00:09:02.980]  真是日日以淚洗面
[00:09:02.980 --> 00:09:04.980]  財政最困難的時候
[00:09:04.980 --> 00:09:10.980]  老闆半夜都會去油站做兼職
[00:09:10.980 --> 00:09:14.980]  這個時候他更加在教會周圍問
[00:09:14.980 --> 00:09:17.980]  弟兄姊妹有沒有兼職時間又合適
[00:09:17.980 --> 00:09:19.980]  我不怕辛苦
[00:09:19.980 --> 00:09:23.980]  沒多久他就接到一封信封
[00:09:23.980 --> 00:09:28.980]  是由一位牧者托他一個好朋友交給他
[00:09:28.980 --> 00:09:30.980]  他打開了信封
[00:09:30.980 --> 00:09:32.980]  裡面有幾千元
[00:09:32.980 --> 00:09:34.980]  幾千元不算多
[00:09:34.980 --> 00:09:39.980]  但足以支付他女兒在幼稚園的書簿費
[00:09:39.980 --> 00:09:45.980]  信封裡面有一張便條寫著錢不用還
[00:09:45.980 --> 00:09:47.980]  只有幾千元
[00:09:47.980 --> 00:09:48.980]  其實是很小的數目
[00:09:48.980 --> 00:09:52.980]  根本不足以幫助老闆交租
[00:09:52.980 --> 00:09:55.980]  或者燈油火蠟等等
[00:09:55.980 --> 00:10:01.980]  但他是經歷到上帝而來的憐憫
[00:10:01.980 --> 00:10:06.980]  這份憐憫讓他感覺到那種溫暖的善意
[00:10:06.980 --> 00:10:11.980]  以致增加他面對困難的信心
[00:10:11.980 --> 00:10:13.980]  所以在訪問中
[00:10:13.980 --> 00:10:17.980]  如果你有留意這個訪問
[00:10:17.980 --> 00:10:19.980]  你知道我說誰
[00:10:19.980 --> 00:10:20.980]  你再看其他訪問
[00:10:20.980 --> 00:10:25.980]  其實他依然堅持那份信心讓他捱過
[00:10:25.980 --> 00:10:27.980]  弟兄姊妹
[00:10:27.980 --> 00:10:33.980]  我相信大家都經歷過從上帝而來的憐憫
[00:10:33.980 --> 00:10:35.980]  現在回想起來
[00:10:35.980 --> 00:10:37.980]  是多久以前的事
[00:10:37.980 --> 00:10:39.980]  或者多久之前的事
[00:10:39.980 --> 00:10:41.980]  當時發生了什麼事
[00:10:41.980 --> 00:10:44.980]  令你覺得很困擾
[00:10:44.980 --> 00:10:46.980]  令你沒辦法
[00:10:46.980 --> 00:10:52.980]  好像連重新起動力都越來越少
[00:10:52.980 --> 00:10:55.980]  但你想想那段時間
[00:10:55.980 --> 00:10:58.980]  上帝又很感恩
[00:10:58.980 --> 00:11:02.980]  上帝又出手幫助我們
[00:11:02.980 --> 00:11:06.980]  但你想想那幫助可能是很微小的事
[00:11:06.980 --> 00:11:07.980]  或者很簡單的事
[00:11:07.980 --> 00:11:09.980]  但現在回想起來
[00:11:09.980 --> 00:11:11.980]  雖然很微小很簡單
[00:11:11.980 --> 00:11:16.980]  但真的足以令我當時跨過艱難的日子
[00:11:16.980 --> 00:11:21.980]  哪怕只是一班姐妹圍著你禱告
[00:11:21.980 --> 00:11:25.980]  或者是一位你很信任的朋友
[00:11:25.980 --> 00:11:27.980]  你的戰友或是你的目者
[00:11:27.980 --> 00:11:30.980]  親自去到你最艱難的環境裡
[00:11:30.980 --> 00:11:32.980]  陪你吃過午飯
[00:11:32.980 --> 00:11:35.980]  特意陪你走一段路
[00:11:35.980 --> 00:11:38.980]  一件事覺得很微小
[00:11:38.980 --> 00:11:40.980]  但現在回想起來
[00:11:40.980 --> 00:11:42.980]  仍然記在心裡
[00:11:42.980 --> 00:11:45.980]  你仍然覺得那段時間很艱難
[00:11:45.980 --> 00:11:49.980]  但都是因為有這些小小的
[00:11:49.980 --> 00:11:51.980]  雖然很微小的幫助
[00:11:51.980 --> 00:11:53.980]  但已經足以令我跨過
[00:11:53.980 --> 00:11:56.980]  或者你不是接受幫助的人
[00:11:56.980 --> 00:11:58.980]  你是幫人的人
[00:11:58.980 --> 00:12:02.980]  即使幫助不是僅僅是你有什麼能力
[00:12:02.980 --> 00:12:04.980]  而是你發覺不知為什麼
[00:12:04.980 --> 00:12:05.980]  有機會去服侍他
[00:12:05.980 --> 00:12:08.980]  其實我的能力根本沒辦法去幫助他
[00:12:08.980 --> 00:12:11.980]  但當我和他一起尋求上帝的時候
[00:12:11.980 --> 00:12:13.980]  奇妙的事就發生
[00:12:13.980 --> 00:12:16.980]  這個體會不僅僅在你身上
[00:12:16.980 --> 00:12:21.980]  是和對方一個你的受助者一起去經歷到
[00:12:21.980 --> 00:12:24.980]  會不會就是這份恩典的憐憫
[00:12:24.980 --> 00:12:27.980]  令我們今天仍然會覺得
[00:12:27.980 --> 00:12:32.980]  不是的,幫人不是一種來自我有多厲害
[00:12:32.980 --> 00:12:33.980]  我有餘才幫
[00:12:33.980 --> 00:12:37.980]  而是我能夠去經歷到上帝這份溫暖
[00:12:37.980 --> 00:12:39.980]  這份療癒的力量
[00:12:39.980 --> 00:12:41.980]  所以繼續去幫人
[00:12:41.980 --> 00:12:45.980]  正正當我們行公義好憐憫的時候
[00:12:45.980 --> 00:12:47.980]  上帝就要應許我們
[00:12:47.980 --> 00:12:49.980]  請大家看到螢光幕請讀
[00:12:49.980 --> 00:12:52.980]  《耳塞書》58章8節
[00:12:52.980 --> 00:12:53.980]  上帝給我們的應許
[00:12:53.980 --> 00:12:54.980]  準備,1,2,3
[00:12:54.980 --> 00:13:13.980]  這節的經文基本上可以用八個字歸納重點
[00:13:13.980 --> 00:13:16.980]  公義在前,榮光在後
[00:13:16.980 --> 00:13:19.980]  這個公義在前,榮光在後用的比喻
[00:13:19.980 --> 00:13:24.980]  就是我們每一天能夠經驗到一個神光破曉
[00:13:24.980 --> 00:13:26.980]  去到日出的時分
[00:13:26.980 --> 00:13:27.980]  但是你留意一下
[00:13:27.980 --> 00:13:30.980]  這個公義在前,榮光在後
[00:13:30.980 --> 00:13:33.980]  中間是夾雜了一個很重要的經文
[00:13:33.980 --> 00:13:38.980]  就是說你也要快快得到醫治
[00:13:38.980 --> 00:13:43.980]  中文聖經未有翻譯到原文一個很重要的字
[00:13:43.980 --> 00:13:44.980]  就是萌芽
[00:13:44.980 --> 00:13:49.980]  指到醫治其實是好像一粒種子
[00:13:49.980 --> 00:13:53.980]  埋在地圖裏面之後發芽成長
[00:13:53.980 --> 00:13:56.980]  一個漸進的展現過程
[00:13:56.980 --> 00:14:02.980]  但是我們用聖經裏面說的神光破曉
[00:14:02.980 --> 00:14:05.980]  作為比喻可能更加有意思
[00:14:05.980 --> 00:14:12.980]  我想在這裏問一問
[00:14:12.980 --> 00:14:15.980]  我相信給大家回憶一下
[00:14:15.980 --> 00:14:17.980]  有多少人看過日出?
[00:14:17.980 --> 00:14:19.980]  隔了多久?
[00:14:19.980 --> 00:14:24.980]  不要緊,看過就行了
[00:14:24.980 --> 00:14:27.980]  我想當你要看日出的時候
[00:14:27.980 --> 00:14:32.980]  總要過一段有點冷的時候
[00:14:32.980 --> 00:14:34.980]  天氣都漆黑
[00:14:34.980 --> 00:14:36.980]  你就在等
[00:14:36.980 --> 00:14:40.980]  但是一邊等一邊陰風陣陣
[00:14:40.980 --> 00:14:44.980]  天氣溫度又低
[00:14:44.980 --> 00:14:47.980]  但是當你慢慢看著手錶
[00:14:47.980 --> 00:14:50.980]  咦,差不多了
[00:14:50.980 --> 00:14:51.980]  應該差不多了
[00:14:51.980 --> 00:14:53.980]  你就開始感覺到
[00:14:53.980 --> 00:14:57.980]  整個天都開始不是像剛才那麼黑
[00:14:57.980 --> 00:14:59.980]  少少變了
[00:14:59.980 --> 00:15:03.980]  周圍的溫度都有少少上升
[00:15:03.980 --> 00:15:07.980]  這個時候是一個破曉的時候
[00:15:07.980 --> 00:15:10.980]  在經文裏面正正代表
[00:15:10.980 --> 00:15:16.980]  當人初見人間有愛和公義的時候
[00:15:16.980 --> 00:15:18.980]  那種氣氛
[00:15:18.980 --> 00:15:22.980]  之後你就想一下
[00:15:22.980 --> 00:15:26.980]  當時不是漆黑
[00:15:26.980 --> 00:15:29.980]  但是還未見到太陽
[00:15:29.980 --> 00:15:32.980]  但是開始有些光滲出來
[00:15:32.980 --> 00:15:34.980]  哇,那種的
[00:15:34.980 --> 00:15:37.980]  你看到曙光一樣
[00:15:37.980 --> 00:15:42.980]  這個可以代表當人經歷到
[00:15:42.980 --> 00:15:46.980]  人家行公義好憐憫這種情況之後
[00:15:46.980 --> 00:15:51.980]  他就感覺到人間有愛和安慰
[00:15:51.980 --> 00:15:53.980]  這個時候上帝就說
[00:15:53.980 --> 00:15:58.980]  要應許在這個時候行公義好憐憫
[00:15:58.980 --> 00:16:00.980]  一個這樣的氛圍之下
[00:16:00.980 --> 00:16:03.980]  上帝就要應許他的神的指紋
[00:16:03.980 --> 00:16:04.980]  就是你要求告
[00:16:04.980 --> 00:16:06.980]  而說必應允
[00:16:06.980 --> 00:16:08.980]  你呼求他必說我在這裡
[00:16:08.980 --> 00:16:13.980]  就好像一個慈父向著自己的孩童說
[00:16:13.980 --> 00:16:17.980]  爸爸在這裡,爸爸在這裡
[00:16:17.980 --> 00:16:21.980]  哇,之後太陽終於出來了
[00:16:21.980 --> 00:16:24.980]  整個環境不同了
[00:16:24.980 --> 00:16:28.980]  一來天都光了
[00:16:28.980 --> 00:16:30.980]  再不是漆黑
[00:16:30.980 --> 00:16:33.980]  每一個環境的地方你都看到
[00:16:33.980 --> 00:16:35.980]  光充滿了
[00:16:35.980 --> 00:16:37.980]  另一邊相你都感覺到
[00:16:37.980 --> 00:16:41.980]  整個氣溫都上升了
[00:16:41.980 --> 00:16:43.980]  完全好溫暖
[00:16:43.980 --> 00:16:48.980]  這個正正代表上帝的榮光充滿大地
[00:16:48.980 --> 00:16:51.980]  充滿朝氣和未來
[00:16:51.980 --> 00:16:53.980]  對猶太人來說
[00:16:53.980 --> 00:16:57.980]  上帝的榮光是代表著
[00:16:57.980 --> 00:17:02.980]  整個猶太家園得以重建
[00:17:02.980 --> 00:17:05.980]  其實上帝正正就是用神光初現
[00:17:05.980 --> 00:17:07.980]  這三個階段
[00:17:07.980 --> 00:17:10.980]  告訴我們上帝的工作就是這樣
[00:17:10.980 --> 00:17:13.980]  這是上帝習慣的工作
[00:17:13.980 --> 00:17:16.980]  上帝習慣的工作不是啪一聲
[00:17:16.980 --> 00:17:18.980]  你才看到上帝的工作
[00:17:18.980 --> 00:17:22.980]  而是逐漸逐漸逐漸
[00:17:22.980 --> 00:17:26.980]  你是感受到而見到
[00:17:26.980 --> 00:17:28.980]  你所見到的所感受到的
[00:17:28.980 --> 00:17:30.980]  不是每一刻都是神蹟
[00:17:30.980 --> 00:17:33.980]  而是上帝在人與人之間
[00:17:33.980 --> 00:17:35.980]  那種行公義好憐憫
[00:17:35.980 --> 00:17:38.980]  慢慢彰顯出來
[00:17:38.980 --> 00:17:41.980]  因此馬拉基書四章二節說得很好
[00:17:41.980 --> 00:17:45.980]  必有公義的太陽出現
[00:17:45.980 --> 00:17:51.980]  其光線有醫治的力量和能力
[00:17:51.980 --> 00:17:54.980]  原來當我們拿著我們的權力
[00:17:54.980 --> 00:17:56.980]  不再欺壓人
[00:17:56.980 --> 00:17:59.980]  反而去輔助有需要的人的時候
[00:17:59.980 --> 00:18:01.980]  我們就好像在漆黑的裡面
[00:18:01.980 --> 00:18:08.980]  看到光明一樣
[00:18:08.980 --> 00:18:10.980]  香港生活指數高
[00:18:10.980 --> 00:18:12.980]  大家都感受到
[00:18:12.980 --> 00:18:15.980]  所以有不少長者
[00:18:15.980 --> 00:18:17.980]  不是真的很喜歡上班
[00:18:17.980 --> 00:18:19.980]  但也沒辦法
[00:18:19.980 --> 00:18:21.980]  在經濟壓力之下
[00:18:21.980 --> 00:18:23.980]  仍然都要上班
[00:18:23.980 --> 00:18:24.980]  但大家都明白
[00:18:24.980 --> 00:18:26.980]  年紀大了
[00:18:26.980 --> 00:18:31.980]  很多工種已經不再適合的時候
[00:18:31.980 --> 00:18:33.980]  他們有什麼工作可以做呢
[00:18:33.980 --> 00:18:35.980]  螢光幕上大家看到
[00:18:35.980 --> 00:18:39.980]  一位叫陸叔的朋友
[00:18:39.980 --> 00:18:42.980]  年輕的時候是做飲食業的
[00:18:42.980 --> 00:18:46.980]  年老之後仍然都要生活
[00:18:46.980 --> 00:18:48.980]  所以就去做一些撿紙皮的工作
[00:18:48.980 --> 00:18:51.980]  其實他的兒子也叫他不要撿了
[00:18:51.980 --> 00:18:54.980]  但陸叔也很坦誠地說
[00:18:54.980 --> 00:18:57.980]  人到幾十歲不找工作是不行的
[00:18:57.980 --> 00:18:59.980]  不做的話
[00:18:59.980 --> 00:19:01.980]  坐在家裡哪有那麼多錢吃
[00:19:01.980 --> 00:19:05.980]  與此同時
[00:19:05.980 --> 00:19:07.980]  有一群基督徒
[00:19:07.980 --> 00:19:09.980]  組織了一個團體叫做十平台
[00:19:09.980 --> 00:19:12.980]  他們開始留意到
[00:19:12.980 --> 00:19:16.980]  關注一下撿紙皮這個議題
[00:19:16.980 --> 00:19:18.980]  負責人去想
[00:19:18.980 --> 00:19:21.980]  去探討這個議題
[00:19:21.980 --> 00:19:22.980]  關心這個議題
[00:19:22.980 --> 00:19:29.980]  究竟是關心長者的生活素質
[00:19:29.980 --> 00:19:34.980]  他們退休後的生活成本是怎樣
[00:19:34.980 --> 00:19:41.980]  還是關心回收勞工的問題
[00:19:41.980 --> 00:19:43.980]  他們認識了陸叔之後
[00:19:43.980 --> 00:19:45.980]  陸叔就說這群基督徒
[00:19:45.980 --> 00:19:48.980]  很客氣的,一來就幫我
[00:19:48.980 --> 00:19:50.980]  很多時候都會提醒我
[00:19:50.980 --> 00:19:53.980]  叫我保持紙皮乾乾淨淨
[00:19:53.980 --> 00:19:57.980]  不要給食環趕
[00:19:57.980 --> 00:19:59.980]  但對那群基督徒來說
[00:19:59.980 --> 00:20:02.980]  他們覺得很真誠
[00:20:02.980 --> 00:20:08.980]  從來都不覺得自己能夠幫陸叔什麼
[00:20:08.980 --> 00:20:10.980]  或者可以拯救他什麼
[00:20:10.980 --> 00:20:12.980]  因為當你真的來到現場的時候
[00:20:12.980 --> 00:20:17.980]  你才發覺到你沒有什麼可以幫到他
[00:20:17.980 --> 00:20:19.980]  反而是他幫助你更多
[00:20:19.980 --> 00:20:24.980]  讓你知道前線回收的工作是怎樣做
[00:20:24.980 --> 00:20:25.980]  在這個故事裏面
[00:20:25.980 --> 00:20:28.980]  你會看到公義和醫治
[00:20:28.980 --> 00:20:31.980]  一種交織的情況出現
[00:20:31.980 --> 00:20:32.980]  我們去幫人
[00:20:32.980 --> 00:20:36.980]  其實背後除了出於憐憫之外
[00:20:36.980 --> 00:20:37.980]  其實都是出於公義
[00:20:37.980 --> 00:20:40.980]  這份公義不是因為我們能夠幫到對方什麼
[00:20:40.980 --> 00:20:41.980]  我們幫不到
[00:20:41.980 --> 00:20:45.980]  你會發現很多事情都不清楚
[00:20:45.980 --> 00:20:48.980]  很多事情都不知道怎樣幫助他
[00:20:48.980 --> 00:20:50.980]  我們能夠做的就是
[00:20:50.980 --> 00:20:53.980]  跟他平等的相處
[00:20:53.980 --> 00:20:55.980]  他有他的困難
[00:20:55.980 --> 00:20:57.980]  我們也有我們的困難
[00:20:57.980 --> 00:20:59.980]  他的困難我們未必經歷到
[00:20:59.980 --> 00:21:01.980]  我們的困難他也未必經歷到
[00:21:01.980 --> 00:21:05.980]  但因為我們雙方彼此間都會遇到困難
[00:21:05.980 --> 00:21:08.980]  都會遇到人生低谷的時候
[00:21:08.980 --> 00:21:10.980]  我們又會有一種共鳴
[00:21:10.980 --> 00:21:12.980]  讓我們可以謙卑自己
[00:21:12.980 --> 00:21:16.980]  去看對方和自己是一個平等的關係
[00:21:16.980 --> 00:21:18.980]  正正這份平等的關係
[00:21:18.980 --> 00:21:21.980]  形成了一個平等的連結
[00:21:21.980 --> 00:21:24.980]  這份連結讓我們去關心對方
[00:21:24.980 --> 00:21:29.980]  我們不僅僅將一個所謂小禮物送給他
[00:21:29.980 --> 00:21:31.980]  然後我們會認識他的名字
[00:21:31.980 --> 00:21:37.980]  我們會了解一下他的生活困難
[00:21:37.980 --> 00:21:41.980]  我們會嘗試陪他走一段路
[00:21:41.980 --> 00:21:43.980]  去認識他的喜好
[00:21:43.980 --> 00:21:44.980]  不喜歡甚麼
[00:21:44.980 --> 00:21:46.980]  究竟他正在遇上甚麼
[00:21:46.980 --> 00:21:48.980]  這些故事讓我們有機會
[00:21:48.980 --> 00:21:54.980]  透過社交平台或朋友圈之間分享的時候
[00:21:54.980 --> 00:21:57.980]  讓這些故事帶給其他人知道
[00:21:57.980 --> 00:22:01.980]  讓這些故事讓其他人都明白到
[00:22:01.980 --> 00:22:05.980]  原來這些前線的人的難處是甚麼
[00:22:05.980 --> 00:22:10.980]  希望有機會有助公義落實
[00:22:10.980 --> 00:22:14.980]  所以上帝要我們行公義好憐憫
[00:22:14.980 --> 00:22:22.980]  其實上帝就是要我們去修復一個已荒廢的地方
[00:22:22.980 --> 00:22:24.980]  在經文裏面告訴我們
[00:22:24.980 --> 00:22:27.980]  上帝必時常引導其中的方向
[00:22:27.980 --> 00:22:31.980]  就是要修造一個已荒廢的地方
[00:22:31.980 --> 00:22:32.980]  我們不是猶太人
[00:22:32.980 --> 00:22:34.980]  我們沒有經歷過亡國
[00:22:34.980 --> 00:22:36.980]  我們沒有經歷過秘魯
[00:22:36.980 --> 00:22:39.980]  我們不能夠即時感受到
[00:22:39.980 --> 00:22:44.980]  當你的家園好像廢墟一樣的情景是怎樣
[00:22:44.980 --> 00:22:47.980]  雖然我們沒有經歷過
[00:22:47.980 --> 00:22:57.980]  但有不少的想像或很少的重複重疊位
[00:22:57.980 --> 00:23:01.980]  我們能夠想像到或明白
[00:23:01.980 --> 00:23:08.980]  如果對你來說有甚麼地方是你生命或其他部份
