
[00:00:00.000 --> 00:00:03.000]  很開心能夠回到小力園堂
[00:02:05.800 --> 00:02:08.800]  如果在監獄裏面,你的祈禱會是怎樣呢?
[00:02:08.800 --> 00:02:11.800]  祈禱是求主釋放我,幫助我脫困
[00:02:11.800 --> 00:02:14.800]  伸張公義,改變社會
[00:02:14.800 --> 00:02:18.800]  很自然有這樣的情景、處境
[00:02:18.800 --> 00:02:22.800]  很自然的心情和禱告都是這樣
[00:02:22.800 --> 00:02:28.800]  但是保羅的生命堅強就和剛才我們所講的一樣
[00:02:28.800 --> 00:02:32.800]  是很柔韌的,不是硬食的
[00:02:32.800 --> 00:02:36.800]  他在這一段經文裏面,其實是一個禱告
[00:02:36.800 --> 00:02:39.800]  三章十四至二十一節
[00:02:39.800 --> 00:02:41.800]  他的祈禱大約是甚麼呢?
[00:02:41.800 --> 00:02:46.800]  求神按他豐盛的榮耀恩訊注在我們心裏
[00:02:46.800 --> 00:02:51.800]  他不是一個硬食,怎樣反抗、怎樣反對、怎樣投訴
[00:02:51.800 --> 00:02:57.800]  而是一個土文,在坐牢裏面寫了這一段土文
[00:02:57.800 --> 00:03:03.800]  這一段土文是帶著柔和謙卑的堅強在裏面
[00:03:03.800 --> 00:03:06.800]  看到保羅不是衝,不是投訴
[00:03:06.800 --> 00:03:10.800]  而是帶著柔和謙卑的堅強、柔韌力在裏面
[00:03:10.800 --> 00:03:12.800]  我讀給大家聽,十四節開始
[00:03:12.800 --> 00:03:17.800]  因此我在父面前屈膝,天上地上各家都是從他得命的
[00:03:17.800 --> 00:03:23.800]  為要他按著他豐盛的榮耀,藉著他的靈,使你內心的力量剛強起來
[00:03:23.800 --> 00:03:28.800]  又要他使基督恩著你們,信注在我們心裏
[00:03:28.800 --> 00:03:32.800]  使你們既在愛中生根立基
[00:03:32.800 --> 00:03:39.800]  能夠和眾星圖一同明白基督的愛,是何等長、闊、高、深
[00:03:39.800 --> 00:03:42.800]  並知道這愛是超過人的知識所能猜度的
[00:03:42.800 --> 00:03:46.800]  為要使你們充滿上帝的一切豐盛
[00:03:46.800 --> 00:03:51.800]  上帝能照著他運行在我們心裏的大能,充充足足的成就一切
[00:03:51.800 --> 00:03:54.800]  超過我們所求所想的
[00:03:54.800 --> 00:04:02.800]  願他在教會中,並在基督耶穌裏得著榮耀,直到世世代代,永永遠遠,阿們
[00:04:02.800 --> 00:04:05.800]  今天會四點和大家講
[00:04:05.800 --> 00:04:07.800]  第一就是堅強的先決
[00:04:07.800 --> 00:04:10.800]  如果大家有認識,就是高天先決、泛民先決
[00:04:10.800 --> 00:04:14.800]  有什麼先決條件才會有堅強呢?
[00:04:14.800 --> 00:04:18.800]  這個很重要,沒有先決條件的時候,說不上堅強
[00:04:18.800 --> 00:04:23.800]  第二,知道先決條件是什麼的時候,什麼東西會加持你的堅強呢?
[00:04:23.800 --> 00:04:28.800]  我有堅強了,有什麼東西可以加持,持續加強堅強呢?
[00:04:28.800 --> 00:04:30.800]  第三,堅強的體會是什麼?
[00:04:30.800 --> 00:04:33.800]  我怎樣體會堅強是什麼呢?
[00:04:33.800 --> 00:04:36.800]  第四,更厲害,堅強的超越
[00:04:36.800 --> 00:04:39.800]  不單止堅強,超越堅強
[00:04:39.800 --> 00:04:43.800]  我們首先講講堅強的先決是什麼
[00:04:43.800 --> 00:04:46.800]  大家知不知道猶太人怎樣祈禱?
[00:04:46.800 --> 00:04:48.800]  通常動作之類的,知道嗎?
[00:04:48.800 --> 00:04:51.800]  沒有人知道,我們怎樣祈禱呢?
[00:04:51.800 --> 00:04:57.800]  閉上眼睛,低頭,雙手,有時坐在這裏
[00:04:57.800 --> 00:05:03.800]  猶太人剛剛和我們一班新教徒相反
[00:05:03.800 --> 00:05:11.800]  他們的祈禱是站在這裏,頭向上,雙手舉,雙手舉向天
[00:05:11.800 --> 00:05:16.800]  他們的祈禱姿勢,很普遍的姿勢會是這樣
[00:05:16.800 --> 00:05:18.800]  但是保羅十四節寫什麼呢?
[00:05:18.800 --> 00:05:21.800]  因此我在父面前屈膝
[00:05:21.800 --> 00:05:25.800]  保羅這段的禱文,一開始就講屈膝
[00:05:25.800 --> 00:05:28.800]  不同一般猶太人的祈禱方法
[00:05:28.800 --> 00:05:30.800]  屈膝裏面包含著什麼呢?
[00:05:30.800 --> 00:05:35.800]  包含著神伏,完全降伏,謙卑在神面前
[00:05:35.800 --> 00:05:39.800]  這是屈膝的禱告,當時不常用
[00:05:39.800 --> 00:05:46.800]  但保羅說堅強的先決就是要謙卑下來
[00:05:46.800 --> 00:05:50.800]  如果你沒有謙卑下來,你不會堅強
[00:05:50.800 --> 00:05:53.800]  永遠覺得自己最聰明,自己最厲害
[00:05:53.800 --> 00:05:57.800]  你們班友個個都不行,回到教育局會,個個都是廢物
[00:05:57.800 --> 00:06:00.800]  沒有用的,這種堅強是沒有用的
[00:06:00.800 --> 00:06:04.800]  首先就是要屈膝下來,在神面前
[00:06:04.800 --> 00:06:08.800]  甚至天上地上,各家都是從他得命的
[00:06:08.800 --> 00:06:11.800]  這個國家都是從他得命,回到家的原文
[00:06:11.800 --> 00:06:15.800]  是否Petra,是由父的字跟Petra的字
[00:06:15.800 --> 00:06:19.800]  得了命,是得了定位的position
[00:06:19.800 --> 00:06:24.800]  我們知道自己的定位,因著父而知道身份
[00:06:24.800 --> 00:06:27.800]  繼而知道我們使命是做什麼
[00:06:27.800 --> 00:06:29.800]  是因著父我們才有家
[00:06:29.800 --> 00:06:33.800]  才知道我們定位,身份,再去做什麼
[00:06:33.800 --> 00:06:36.800]  這是堅強先決的兩件事
[00:06:36.800 --> 00:06:39.800]  謙卑下來,知道自己的身份
[00:06:39.800 --> 00:06:43.800]  知道自己的使命,上帝叫我們做什麼
[00:06:43.800 --> 00:06:46.800]  這是堅強的先決
[00:06:46.800 --> 00:06:49.800]  沒有謙卑,不知道自己的身份的時候
[00:06:49.800 --> 00:06:52.800]  沒有辦法堅強
[00:06:52.800 --> 00:06:56.800]  堅強不是上帝所說的堅強
[00:06:56.800 --> 00:06:59.800]  第二,堅強的加持是什麼呢
[00:06:59.800 --> 00:07:02.800]  經文16次說
[00:07:02.800 --> 00:07:08.800]  「為要他按著他豐盛的榮耀,藉著他的靈,使你們內心的力量剛強起來」
[00:07:08.800 --> 00:07:13.800]  經文用的字是「按著他,藉著他,使到你們」
[00:07:13.800 --> 00:07:17.800]  這是藉著上帝的加持給我們
[00:07:17.800 --> 00:07:19.800]  不是我們有什麼能力
[00:07:19.800 --> 00:07:22.800]  是他的力量去幫助我們
[00:07:22.800 --> 00:07:27.800]  是他給力量去加強我們去堅持
[00:07:27.800 --> 00:07:29.800]  就是因著他的緣故
[00:07:29.800 --> 00:07:32.800]  基督的力量能夠鞏固我們
[00:07:32.800 --> 00:07:34.800]  因著基督能夠鞏固我們
[00:07:34.800 --> 00:07:36.800]  「使你們內心剛強起來」
[00:07:36.800 --> 00:07:39.800]  剛強的相反是什麼呢
[00:07:39.800 --> 00:07:43.800]  軟弱,心情可以很無力感
[00:07:43.800 --> 00:07:45.800]  或者很灰
[00:07:45.800 --> 00:07:51.800]  如果大家心水清,記得去年我講了這兩個題目分享
[00:07:51.800 --> 00:07:55.800]  一個是無力感,一個是灰到核爆
[00:07:55.800 --> 00:07:58.800]  如果大家想聽,上YouTube可以聽得到
[00:07:58.800 --> 00:08:00.800]  無力感核爆是什麼呢
[00:08:00.800 --> 00:08:04.800]  其實就是世界不似預期
[00:08:04.800 --> 00:08:07.800]  反應不似預期
[00:08:07.800 --> 00:08:13.800]  我努力做了很多事,但結果不是我想像的一樣
[00:08:13.800 --> 00:08:16.800]  不是我自己預期的,為什麼會這樣
[00:08:16.800 --> 00:08:21.800]  所以會灰,所以會有無力感
[00:08:21.800 --> 00:08:24.800]  剛強就是相反的時候
[00:08:24.800 --> 00:08:28.800]  提醒我們,不是我們自己去預期
[00:08:28.800 --> 00:08:31.800]  是我們需要回到上帝的心意裡面
[00:08:31.800 --> 00:08:35.800]  不是看我們想怎樣,我們做了什麼
[00:08:35.800 --> 00:08:37.800]  期望我的結果是怎樣
[00:08:37.800 --> 00:08:40.800]  是回到上帝的心意裡
[00:08:40.800 --> 00:08:44.800]  才能找到這種加持的力量
[00:08:44.800 --> 00:08:49.800]  「使你們在愛中生根立基」
[00:08:49.800 --> 00:08:52.800]  在愛中生根立基
[00:08:52.800 --> 00:08:54.800]  我用了這幅圖畫是一個種子
[00:08:54.800 --> 00:08:59.800]  慢慢成長,成為一棵幼芽小植物
[00:08:59.800 --> 00:09:03.800]  等同一些小朋友回到教會
[00:09:03.800 --> 00:09:06.800]  他接受愛的栽種的時候
[00:09:06.800 --> 00:09:08.800]  就能夠成長
[00:09:08.800 --> 00:09:10.800]  我的女兒正在回沙田維也瓦那
[00:09:10.800 --> 00:09:12.800]  很感謝那些導師
[00:09:12.800 --> 00:09:16.800]  每次回到她跟他們背聖經
[00:09:16.800 --> 00:09:20.800]  跟他們講聖經故事,跟他們玩,跟他們聊天
[00:09:20.800 --> 00:09:25.800]  跟他們舉辦獎勵日,去露營,舉辦很多活動
[00:09:25.800 --> 00:09:32.800]  這就是愛中的成長,栽種
[00:09:32.800 --> 00:09:36.800]  在愛中栽種,令他們成長
[00:09:36.800 --> 00:09:39.800]  如果那些小朋友沒有了那些導師的愛
[00:09:39.800 --> 00:09:41.800]  因著基督的愛
[00:09:41.800 --> 00:09:44.800]  他們沒有辦法在愛中成長
[00:09:44.800 --> 00:09:46.800]  你以為很容易嗎?真的不容易
[00:09:46.800 --> 00:09:49.800]  你在家裡對著一兩個小朋友都覺得很煩
[00:09:49.800 --> 00:09:52.800]  你回到家裡,星期六、星期日,遍地都是
[00:09:52.800 --> 00:09:54.800]  怎麼處理?
[00:09:54.800 --> 00:09:57.800]  每個人都在吵鬧,爭論,各樣東西
[00:09:57.800 --> 00:09:58.800]  不是那麼容易處理
[00:09:58.800 --> 00:10:02.800]  就是這班導師,這班同工,這班幫助的人
[00:10:02.800 --> 00:10:07.800]  因著耶穌基督的愛,帶著這份愛去栽種給這班小朋友
[00:10:07.800 --> 00:10:10.800]  你可以反過來說,栽種來幹什麼?
[00:10:10.800 --> 00:10:13.800]  栽種來遲些就要走了,是嗎?
[00:10:13.800 --> 00:10:17.800]  好像是,到了中學反叛期的時候
[00:10:17.800 --> 00:10:20.800]  咦,這班小朋友都不見了,是嗎?
[00:10:20.800 --> 00:10:24.800]  是真事,我目測都有九成走了
[00:10:24.800 --> 00:10:27.800]  那栽種來幹什麼呢?
[00:10:27.800 --> 00:10:30.800]  栽種就是叫他們生根立基
[00:10:30.800 --> 00:10:34.800]  很多小朋友回到家,到了中學反叛期的時候
[00:10:34.800 --> 00:10:38.800]  想到很多理性的事情,覺得這樣不是,這樣不是
[00:10:38.800 --> 00:10:42.800]  但是他有根在的時候,當他再大一點
[00:10:42.800 --> 00:10:44.800]  人生有經歷的時候
[00:10:44.800 --> 00:10:48.800]  他可能有感情的問題,工作上有困難
[00:10:48.800 --> 00:10:53.800]  他會回頭想,咦,以前小時候教會不是這樣說的
[00:10:53.800 --> 00:10:57.800]  我可以祈禱,可以祈求上帝幫助我
[00:10:57.800 --> 00:11:01.800]  我自己經歷上帝,不是再聽回來
[00:11:01.800 --> 00:11:03.800]  不是父母教他,不是導師教他
[00:11:03.800 --> 00:11:05.800]  他們自己能夠經歷
[00:11:05.800 --> 00:11:08.800]  很多時候這些階段的青少年就回到教會
[00:11:08.800 --> 00:11:11.800]  更多的是我見到
[00:11:11.800 --> 00:11:16.800]  有些小朋友長大了,結了婚,有了小朋友
[00:11:16.800 --> 00:11:18.800]  小朋友長大了,結了婚,有了小朋友
[00:11:18.800 --> 00:11:22.800]  他會很願意帶小朋友回到教會
[00:11:22.800 --> 00:11:26.800]  為什麼?因為知道這裡的價值觀是對的
[00:11:26.800 --> 00:11:28.800]  我小時候聽過,應該要這樣做
[00:11:28.800 --> 00:11:32.800]  我同樣想小朋友由愛的教導裡面
[00:11:32.800 --> 00:11:34.800]  有這個價值觀在裡面
[00:11:34.800 --> 00:11:36.800]  我見到很多父母和小朋友
[00:11:36.800 --> 00:11:39.800]  再一次回到沙浸裡面
[00:11:39.800 --> 00:11:43.800]  再去投入,再一起侍奉,帶著小朋友
[00:11:43.800 --> 00:11:47.800]  這個就是愛中生根立基很重要
[00:11:47.800 --> 00:11:51.800]  不要想著小時候教會都不會
[00:11:51.800 --> 00:11:55.800]  不是的,我女兒一個月滿月就回到教會
[00:11:55.800 --> 00:11:58.800]  希望能用基督的愛去幫助她生根立基
[00:11:58.800 --> 00:12:00.800]  我也很期望她不離開教會
[00:12:00.800 --> 00:12:04.800]  但現實的體,很多時候都會離開
[00:12:04.800 --> 00:12:07.800]  唯有繼續去灌溉她
[00:12:07.800 --> 00:12:11.800]  現在她願意回來的時候就去灌溉她
[00:12:11.800 --> 00:12:15.800]  小時候帶她回來,因為她聽你講
[00:12:15.800 --> 00:12:16.800]  還聽你講
[00:12:16.800 --> 00:12:20.800]  就用愛去灌溉她,給她一些聖經知識
[00:12:20.800 --> 00:12:23.800]  讓她在這段時間都能生根立基
[00:12:23.800 --> 00:12:25.800]  之後大覺有經歷上帝的時候
[00:12:25.800 --> 00:12:28.800]  再這份根基,再影響到她更加紮根
[00:12:28.800 --> 00:12:30.800]  所以不要氣餒大家
[00:12:30.800 --> 00:12:35.800]  繼續用愛去囂觀這班小朋友
[00:12:35.800 --> 00:12:37.800]  堅強的體會是什麼呢
[00:12:37.800 --> 00:12:39.800]  十八、十九說
[00:12:39.800 --> 00:12:43.800]  能夠和眾聖徒一同明白基督的愛
[00:12:43.800 --> 00:12:45.800]  自何等長闊高深
[00:12:45.800 --> 00:12:49.800]  這裡說的是一同明白
[00:12:49.800 --> 00:12:50.800]  眾聖徒一同明白
[00:12:50.800 --> 00:12:52.800]  差不多每次講到都講
[00:12:52.800 --> 00:12:55.800]  基督信仰不是個人信仰
[00:12:55.800 --> 00:12:58.800]  基督信仰是一個群體的信仰
[00:12:58.800 --> 00:13:00.800]  所以不可以一個人說自己是基督徒
[00:13:00.800 --> 00:13:01.800]  不回教會
[00:13:01.800 --> 00:13:05.800]  但是自從19年社會運動開始
[00:13:05.800 --> 00:13:07.800]  加轉疫情這三年
[00:13:07.800 --> 00:13:08.800]  產生了一個名字
[00:13:08.800 --> 00:13:10.800]  在基督教界叫Unchurched
[00:13:10.800 --> 00:13:15.800]  這班年青人堅持自己相信上帝
[00:13:15.800 --> 00:13:17.800]  但不回教會
[00:13:17.800 --> 00:13:19.800]  現在我們星期五晚上
[00:13:19.800 --> 00:13:23.800]  19樓就搞了TGIF的崇拜
[00:13:23.800 --> 00:13:27.800]  我們的目標就是這班Unchurched的青少年
[00:13:27.800 --> 00:13:32.800]  我每星期五晚上和他們聊天
[00:13:32.800 --> 00:13:35.800]  吃東西喝東西和他們聊天
[00:13:35.800 --> 00:13:39.800]  很多發現他們對牧者失望
[00:13:39.800 --> 00:13:41.800]  對教會不信任
[00:13:41.800 --> 00:13:44.800]  覺得教會只是有體制架構
[00:13:44.800 --> 00:13:45.800]  很繁複的人事
[00:13:45.800 --> 00:13:47.800]  要做一些事要經過很多架構
[00:13:47.800 --> 00:13:49.800]  很難去很快做得到
[00:13:49.800 --> 00:13:51.800]  他們很不喜歡這些事
[00:13:51.800 --> 00:13:56.800]  這班Unchurched是不是自從2019年才開始有呢
[00:13:56.800 --> 00:13:59.800]  我自己記得不是
[00:13:59.800 --> 00:14:02.800]  我再翻查教會歷史
[00:14:02.800 --> 00:14:06.800]  有一位日本人叫內村鑑三
[00:14:06.800 --> 00:14:08.800]  他生存在這個世代的年份
[00:14:08.800 --> 00:14:11.800]  1861至1930年
[00:14:11.800 --> 00:14:13.800]  是上一世紀的人
[00:14:13.800 --> 00:14:15.800]  這位內村鑑三
[00:14:15.800 --> 00:14:18.800]  他推崇一個無教會主義
[00:14:18.800 --> 00:14:19.800]  他覺得教會複雜
[00:14:19.800 --> 00:14:21.800]  沒有體制很有架構
[00:14:21.800 --> 00:14:22.800]  很多人事的問題
[00:14:22.800 --> 00:14:25.800]  和剛才我們所說的Unchurched是一樣的
[00:14:25.800 --> 00:14:27.800]  不要以為自己很前衛
[00:14:27.800 --> 00:14:28.800]  這幾年才開始有
[00:14:28.800 --> 00:14:32.800]  1861年的人都開始想這件事
[00:14:32.800 --> 00:14:33.800]  可能還早一點
[00:14:33.800 --> 00:14:34.800]  我還未找到
[00:14:34.800 --> 00:14:38.800]  他覺得獨自向上帝負責就可以了
[00:14:38.800 --> 00:14:39.800]  自己向上帝祈禱就可以了
[00:14:39.800 --> 00:14:41.800]  不需要代禱
[00:14:41.800 --> 00:14:42.800]  不用理會其他人
[00:14:42.800 --> 00:14:43.800]  自己處理自己就可以了
[00:14:43.800 --> 00:14:45.800]  他獨自虔誠信仰
[00:14:45.800 --> 00:14:47.800]  生活裏會幫助其他需要的人
[00:14:47.800 --> 00:14:49.800]  他覺得不需要依賴任何機構
[00:14:49.800 --> 00:14:51.800]  教會或神職人員
[00:14:51.800 --> 00:14:56.800]  我自己一個人信耶穌就可以了
[00:14:56.800 --> 00:14:59.800]  好像這班Unchurched和內村鑑三
[00:14:59.800 --> 00:15:02.800]  近乎是一樣
[00:15:02.800 --> 00:15:04.800]  但近乎一樣之餘
[00:15:04.800 --> 00:15:07.800]  他們同樣疏忽了
[00:15:07.800 --> 00:15:11.800]  基督信仰最核心的價值
[00:15:11.800 --> 00:15:13.800]  Unchurched的年青人和內村鑑三
[00:15:13.800 --> 00:15:18.800]  都是忽略了基督信仰最核心的價值是什麼
[00:15:18.800 --> 00:15:21.800]  犧牲的愛
[00:15:21.800 --> 00:15:23.800]  完全沒有了
[00:15:23.800 --> 00:15:28.800]  能夠和眾聖徒一同明白基督的愛
[00:15:28.800 --> 00:15:31.800]  是一同去明白基督的愛
[00:15:31.800 --> 00:15:33.800]  基督的愛就是犧牲的愛
[00:15:33.800 --> 00:15:34.800]  愛是什麼
[00:15:34.800 --> 00:15:35.800]  是會痛的
[00:15:35.800 --> 00:15:37.800]  是要付代價的
[00:15:37.800 --> 00:15:40.800]  耶穌基督一個無罪之身
[00:15:40.800 --> 00:15:43.800]  為我們一班罪人一班世人
[00:15:43.800 --> 00:15:47.800]  釘身在十字架上犧牲自己拯救我們
[00:15:47.800 --> 00:15:50.800]  釘十字架是會痛的
[00:15:50.800 --> 00:15:52.800]  是需要付代價的
[00:15:52.800 --> 00:15:56.800]  我們這班人是不懂的
[00:15:56.800 --> 00:15:58.800]  我們的概念沒有這樣東西
[00:15:58.800 --> 00:16:00.800]  覺得為自己OK的
[00:16:00.800 --> 00:16:03.800]  為什麼要付代價為了別人痛
[00:16:03.800 --> 00:16:06.800]  所以我們這班基督徒就需要一同去學習
[00:16:06.800 --> 00:16:08.800]  一同明白基督的愛
[00:16:08.800 --> 00:16:11.800]  學習如何付出這份愛
[00:16:11.800 --> 00:16:14.800]  學習之後才能夠生命成長
[00:16:14.800 --> 00:16:16.800]  不只是自己顧自己不用理會其他人
[00:16:16.800 --> 00:16:19.800]  我自己虔誠信仰OK不用理會教會
[00:16:19.800 --> 00:16:21.800]  不是
[00:16:21.800 --> 00:16:26.800]  正正就是忽略基督信仰最核心的元素
[00:16:26.800 --> 00:16:29.800]  就是這一份的愛
[00:16:29.800 --> 00:16:31.800]  沒有了這一份的愛
[00:16:31.800 --> 00:16:36.800]  根本不是一個基督徒
[00:16:36.800 --> 00:16:39.800]  明白基督的愛是長闊高深
[00:16:39.800 --> 00:16:43.800]  有些學者解釋長闊高深是甚麼
[00:16:43.800 --> 00:16:46.800]  是歷世歷代的
[00:16:46.800 --> 00:16:50.800]  幾千年甚麼年代都有包含
[00:16:50.800 --> 00:16:52.800]  到現在到將來都是
[00:16:52.800 --> 00:16:54.800]  闊是不分國族國城國鄉國家
[00:16:54.800 --> 00:16:56.800]  個個都包在裏面
[00:16:56.800 --> 00:16:58.800]  高是主耶穌基督升天的十字架
[00:16:58.800 --> 00:17:01.800]  坐在父神的右邊為我們代禱
[00:17:01.800 --> 00:17:03.800]  深是基督經歷十大死亡
[00:17:03.800 --> 00:17:05.800]  落到陰間的深處
[00:17:05.800 --> 00:17:09.800]  這份愛是多麼的長闊高深
[00:17:09.800 --> 00:17:13.800]  包含了所有所有
[00:17:13.800 --> 00:17:19.800]  他說並知道基督接觸者愛是超過人的知識所能察覺
[00:17:19.800 --> 00:17:22.800]  為要使你們充滿上帝一切的豐盛
[00:17:22.800 --> 00:17:27.800]  這份愛就是能夠使你更加豐盛
[00:17:27.800 --> 00:17:30.800]  你可能未信耶穌以前你的生命都很好
[00:17:30.800 --> 00:17:31.800]  但信了耶穌之後
[00:17:31.800 --> 00:17:33.800]  是生命更加豐盛
[00:17:33.800 --> 00:17:38.800]  這份愛令你的生命更加豐盛
[00:17:38.800 --> 00:17:40.800]  這份愛你學習到的時候
[00:17:40.800 --> 00:17:41.800]  懂得去犧牲
[00:17:41.800 --> 00:17:43.800]  懂得去為其他人的時候
[00:17:43.800 --> 00:17:46.800]  就需要這份豐盛是怎樣看呢
[00:17:46.800 --> 00:17:49.800]  他說需要平和地看待其他人
[00:17:49.800 --> 00:17:51.800]  不是有錢人你看待好些
[00:17:51.800 --> 00:17:53.800]  窮人你看待好些
[00:17:53.800 --> 00:17:55.800]  不是平和地看待所有人
[00:17:55.800 --> 00:17:56.800]  不會憎人富貴厭人貧
[00:17:56.800 --> 00:17:57.800]  亦都不會憎那些有錢人
[00:17:57.800 --> 00:17:58.800]  很厲害嗎
[00:17:58.800 --> 00:17:59.800]  有錢人就大哂
[00:17:59.800 --> 00:18:01.800]  那些不是憎人富貴厭人貧
[00:18:01.800 --> 00:18:03.800]  他否定別人來肯定自己
[00:18:03.800 --> 00:18:05.800]  不是他不行就代表你厲害
[00:18:05.800 --> 00:18:09.800]  亦都不用成功建立在別人的失敗之中
[00:18:09.800 --> 00:18:12.800]  亦都不會以施捨來可憐人
[00:18:12.800 --> 00:18:14.800]  你不是高級過他們施捨給他們
[00:18:14.800 --> 00:18:16.800]  你見到這個弟兄姊妹有需要
[00:18:16.800 --> 00:18:18.800]  你去幫助他
[00:18:18.800 --> 00:18:21.800]  這份愛這份平和看待其他人
[00:18:21.800 --> 00:18:26.800]  亦都包括了不同政見的人
[00:18:26.800 --> 00:18:31.800]  不會因為不同政見而有不同對待這班人
[00:18:31.800 --> 00:18:35.800]  所以這份愛是耶穌基督教導我們
[00:18:35.800 --> 00:18:37.800]  我們需要學習需要犧牲
[00:18:37.800 --> 00:18:39.800]  需要付出需要痛
[00:18:39.800 --> 00:18:41.800]  不要常常回到教會
[00:18:41.800 --> 00:18:43.800]  嘻嘻好開心好和諧
[00:18:43.800 --> 00:18:45.800]  不是
[00:18:45.800 --> 00:18:47.800]  你回到教會
[00:18:47.800 --> 00:18:50.800]  就是面對一些你不同的人
[00:18:50.800 --> 00:18:53.800]  你的小組裏沒有人跟你相同
[00:18:53.800 --> 00:18:55.800]  你的小組的人跟你一樣
[00:18:55.800 --> 00:18:58.800]  唯一一樣東西就是信耶穌
[00:18:58.800 --> 00:19:01.800]  所以我們需要學習去包容
[00:19:01.800 --> 00:19:06.800]  去接納去擁抱你不喜歡的弟兄姊妹
[00:19:06.800 --> 00:19:10.800]  甚至你家裏面家人你都有不喜歡
[00:19:10.800 --> 00:19:15.800]  基督的愛就是告訴你需要去擁抱他
[00:19:15.800 --> 00:19:17.800]  你需要付出
[00:19:17.800 --> 00:19:19.800]  你需要痛
[00:19:19.800 --> 00:19:20.800]  你需要學習
[00:19:20.800 --> 00:19:25.800]  才能得到這份豐盛
[00:19:25.800 --> 00:19:30.800]  最後堅強的超越是甚麼呢
[00:19:30.800 --> 00:19:34.800]  20節說上帝能照著運行在我們心裏的大能
[00:19:34.800 --> 00:19:36.800]  充充足足地成就一切
[00:19:36.800 --> 00:19:40.800]  超過我們所求所想
[00:19:40.800 --> 00:19:44.800]  超過我們知識能察覺的上帝計劃
[00:19:44.800 --> 00:19:49.800]  不是我們想的時間會發生甚麼事
[00:19:49.800 --> 00:19:54.800]  是按上帝的時間按他的心意去發生甚麼事
[00:19:54.800 --> 00:19:58.800]  不要想著你做了甚麼就會發生甚麼事
[00:19:58.800 --> 00:20:01.800]  是按照上帝的時間
[00:20:01.800 --> 00:20:07.800]  大家知不知道東西德統一是哪一年
[00:20:07.800 --> 00:20:09.800]  1989年
[00:20:09.800 --> 00:20:14.800]  有人說東西德統一有兩班人是很重要
[00:20:14.800 --> 00:20:17.800]  一班是基督徒
[00:20:17.800 --> 00:20:19.800]  一班是樂隊友
[00:20:19.800 --> 00:20:21.800]  為甚麼呢
[00:20:21.800 --> 00:20:23.800]  我告訴大家
[00:20:23.800 --> 00:20:25.800]  1989年9月
[00:20:25.800 --> 00:20:27.800]  有一個年青人是樂隊友
[00:20:27.800 --> 00:20:31.800]  去萊比錫一間教會找牧師
