
[00:00:00.000 --> 00:00:03.000]  我們常說聖經最有權威性
[00:03:29.000 --> 00:03:40.000]  福音書、士路行傳、保羅書信、約翰一書、彼得前書
[00:03:40.000 --> 00:03:42.000]  那些是最快入的
[00:03:42.000 --> 00:03:45.000]  以前成書是由大公教會會議做最終決定
[00:03:45.000 --> 00:03:47.000]  但現在再沒有這個會議的時候
[00:03:47.000 --> 00:03:49.000]  當有些書卷有爭議性
[00:03:49.000 --> 00:03:52.000]  是不是就不可以再開始成書的討論呢?
[00:03:52.000 --> 00:03:57.000]  基本上就不同的
[00:03:57.000 --> 00:03:58.000]  看你問誰了
[00:03:58.000 --> 00:04:02.000]  剛才你說的那個版本
[00:04:02.000 --> 00:04:07.000]  不少人覺得正典已經是關閉了
[00:04:07.000 --> 00:04:08.000]  關閉了
[00:04:08.000 --> 00:04:09.000]  不應該再開正典
[00:04:09.000 --> 00:04:11.000]  不應該加書
[00:04:11.000 --> 00:04:12.000]  也不應該減
[00:04:12.000 --> 00:04:16.000]  不過有些群體
[00:04:16.000 --> 00:04:22.000]  好像某些女性神學家
[00:04:22.000 --> 00:04:24.000]  就覺得不夠的
[00:04:24.000 --> 00:04:26.000]  應該加某些書
[00:04:26.000 --> 00:04:30.000]  比較多女性角色的
[00:04:30.000 --> 00:04:33.000]  其中一個答案就說不行
[00:04:33.000 --> 00:04:35.000]  因為你不會再招集到
[00:04:35.000 --> 00:04:38.000]  好像當時招集到那麼代表性
[00:04:38.000 --> 00:04:39.000]  如果是這樣說
[00:04:39.000 --> 00:04:41.000]  基本上應該是關閉了
[00:04:41.000 --> 00:04:44.000]  這是從歷史角度來看
[00:04:44.000 --> 00:04:46.000]  不過最重要的不是
[00:04:46.000 --> 00:04:50.000]  如果你問一個大多數福音派的學者
[00:04:50.000 --> 00:04:52.000]  就不是這個原因
[00:04:52.000 --> 00:04:56.000]  應該入正典是因為是神話
[00:04:56.000 --> 00:04:59.000]  即是他未入正典都是神話
[00:04:59.000 --> 00:05:01.000]  不是因為入了正典
[00:05:01.000 --> 00:05:03.000]  所以是神話
[00:05:03.000 --> 00:05:07.000]  所以入正典是因為那些人認識
[00:05:07.000 --> 00:05:12.000]  這些是神話
[00:05:12.000 --> 00:05:14.000]  所以入正典
[00:05:14.000 --> 00:05:17.000]  正典有多少是神決定
[00:05:17.000 --> 00:05:19.000]  不是人的
[00:05:19.000 --> 00:05:21.000]  所以我們今天說入了正典的
[00:05:21.000 --> 00:05:23.000]  就是神決定入正典
[00:05:23.000 --> 00:05:27.000]  他們看到是接受神話
[00:05:27.000 --> 00:05:28.000]  所以入正典
[00:05:28.000 --> 00:05:30.000]  如果是這樣就不應該開
[00:05:30.000 --> 00:05:31.000]  如果成書的過程
[00:05:31.000 --> 00:05:33.000]  涉及那麼多人為因素
[00:05:33.000 --> 00:05:36.000]  為何我們仍然說聖經是無誤呢?
[00:05:36.000 --> 00:05:38.000]  無誤的問題
[00:05:38.000 --> 00:05:40.000]  我們說聖經無誤
[00:05:40.000 --> 00:05:43.000]  是因為它是神話
[00:05:43.000 --> 00:05:46.000]  提摩大後書三章十六節
[00:05:46.000 --> 00:05:48.000]  是神話
[00:05:48.000 --> 00:05:52.000]  聖經是神所默示的
[00:05:52.000 --> 00:05:54.000]  有兩個字走出來
[00:05:54.000 --> 00:05:56.000]  一個是啟示一個是默示
[00:05:56.000 --> 00:05:58.000]  實際上默示的字
[00:05:58.000 --> 00:06:00.000]  字面解釋是神
[00:06:00.000 --> 00:06:02.000]  好像吹一口氣
[00:06:02.000 --> 00:06:05.000]  多數學者將它分開
[00:06:05.000 --> 00:06:08.000]  啟示是神跟我們說話
[00:06:08.000 --> 00:06:10.000]  可以是oral
[00:06:10.000 --> 00:06:12.000]  即是說話出來
[00:06:12.000 --> 00:06:14.000]  神啟示給二賽亞書
[00:06:14.000 --> 00:06:15.000]  二賽亞先知聽
[00:06:15.000 --> 00:06:17.000]  那些就是啟示
[00:06:17.000 --> 00:06:19.000]  神啟示給我們知道
[00:06:19.000 --> 00:06:20.000]  有祂的存在
[00:06:20.000 --> 00:06:21.000]  可以是諸天術士
[00:06:21.000 --> 00:06:22.000]  神的話語
[00:06:22.000 --> 00:06:24.000]  即是榮耀那些
[00:06:24.000 --> 00:06:27.000]  默示是寫下那一刻
[00:06:27.000 --> 00:06:30.000]  因為它是聖經
[00:06:30.000 --> 00:06:34.000]  神的話語那部分就是默示
[00:06:34.000 --> 00:06:36.000]  所以很多人覺得默示
[00:06:36.000 --> 00:06:41.000]  啟示才是保證神的話語
[00:06:41.000 --> 00:06:43.000]  沒有誤的部分
[00:06:43.000 --> 00:06:45.000]  不是寫到
[00:06:45.000 --> 00:06:46.000]  我有時說
[00:06:46.000 --> 00:06:49.000]  聖經變成九音真經
[00:06:49.000 --> 00:06:50.000]  那怎麼辦呢?
[00:06:50.000 --> 00:06:51.000]  才不可以
[00:06:51.000 --> 00:06:52.000]  哪個保證?
[00:06:52.000 --> 00:06:54.000]  保證就是聖靈
[00:06:54.000 --> 00:06:55.000]  聖靈默示
[00:06:55.000 --> 00:06:59.000]  所以保證這個教出來是對的
[00:06:59.000 --> 00:07:02.000]  今天神會不會再默示人
[00:07:02.000 --> 00:07:05.000]  寫新的聖經呢?
[00:07:05.000 --> 00:07:07.000]  我們說基督事件
[00:07:07.000 --> 00:07:10.000]  對我們基督教的神學來說
[00:07:10.000 --> 00:07:12.000]  是最重要的時候
[00:07:12.000 --> 00:07:14.000]  因為希伯來書也說
[00:07:14.000 --> 00:07:17.000]  主耶穌基督來的時候
[00:07:17.000 --> 00:07:20.000]  神的啟示就最圓滿出現
[00:07:20.000 --> 00:07:22.000]  所以之前是舊約
[00:07:22.000 --> 00:07:24.000]  和這個基督事件有關
[00:07:24.000 --> 00:07:25.000]  即是新約
[00:07:25.000 --> 00:07:27.000]  那個就是第二次
[00:07:27.000 --> 00:07:29.000]  如果是第三次
[00:07:29.000 --> 00:07:31.000]  實際上是主座來的
[00:07:31.000 --> 00:07:35.000]  所以主第一次來和主第二次來
[00:07:35.000 --> 00:07:40.000]  中間就不應該再有這些事件
[00:07:40.000 --> 00:07:42.000]  祂不會再降臨這個世界
[00:07:42.000 --> 00:07:44.000]  所以根據這個角度來看
[00:07:44.000 --> 00:07:49.000]  就不會有另外一個正典出現
[00:07:49.000 --> 00:07:51.000]  除了聖經正典之外
[00:07:51.000 --> 00:07:53.000]  還有很多魏經、次經
[00:07:53.000 --> 00:07:56.000]  到底他們有多少參考價值?
[00:07:56.000 --> 00:07:57.000]  又是否神的話語呢?
[00:07:57.000 --> 00:07:59.000]  下集和大家一起探討
[00:07:59.000 --> 00:08:09.000]  (字幕製作/時間軸:秋月AutumnMoon)

