
[00:00:00.000 --> 00:00:05.000]  好,在新的年頭開始
[00:03:48.280 --> 00:03:51.280]  不過當是這樣說的時候
[00:03:51.280 --> 00:03:54.280]  很多時候是雙向的
[00:03:54.280 --> 00:03:56.280]  說的又說得很辛苦
[00:03:56.280 --> 00:03:59.280]  聽的也聽得很隱耳
[00:03:59.280 --> 00:04:02.280]  這是人本來在聖經裡
[00:04:02.280 --> 00:04:05.280]  一直在說人犯罪
[00:04:05.280 --> 00:04:07.280]  墮落之後遠離神的
[00:04:07.280 --> 00:04:10.280]  一個很自然的現象
[00:04:10.280 --> 00:04:12.280]  神就是要藉著先見
[00:04:12.280 --> 00:04:14.280]  就算信了
[00:04:14.280 --> 00:04:16.280]  認識了耶和華也好
[00:04:16.280 --> 00:04:18.280]  仍然人的彼性和軟弱
[00:04:18.280 --> 00:04:21.280]  是需要有一個媒介
[00:04:21.280 --> 00:04:24.280]  讓他們回到神的身邊
[00:04:24.280 --> 00:04:27.280]  這位先知阿摩斯
[00:04:27.280 --> 00:04:31.280]  在背景裡我們之前也有聽過
[00:04:31.280 --> 00:04:32.280]  有提到
[00:04:32.280 --> 00:04:36.280]  他是一個南國的先知
[00:04:36.280 --> 00:04:39.280]  但他現在說這個書卷
[00:04:39.280 --> 00:04:41.280]  他不是跟自己南國的人說
[00:04:41.280 --> 00:04:46.280]  是走到北國以色列的範圍裡
[00:04:46.280 --> 00:04:51.280]  而是在首都向撒瑪利亞的聽眾說
[00:04:51.280 --> 00:04:55.280]  究竟當時他寫下這個阿摩斯書
[00:04:55.280 --> 00:04:57.280]  而且被記錄下來的時候
[00:04:57.280 --> 00:05:00.280]  正正他裡面提到有一幅圖畫
[00:05:00.280 --> 00:05:02.280]  就是一個會大地震的圖畫
[00:05:02.280 --> 00:05:08.280]  人是無法在一個網羅裡
[00:05:08.280 --> 00:05:11.280]  靠自能力走得開的
[00:05:11.280 --> 00:05:15.280]  他講完這個阿摩斯書的時候
[00:05:15.280 --> 00:05:18.280]  他在很多的色經書和歷史研究中
[00:05:18.280 --> 00:05:19.280]  也提到這個語言
[00:05:19.280 --> 00:05:24.280]  確實在他之後的兩年出現
[00:05:24.280 --> 00:05:26.280]  所以今天我們來看看
[00:05:26.280 --> 00:05:28.280]  如果用現代人來說
[00:05:28.280 --> 00:05:29.280]  就像我這樣
[00:05:29.280 --> 00:05:30.280]  我不住在沙田
[00:05:30.280 --> 00:05:32.280]  我不是住在馬鞍山
[00:05:32.280 --> 00:05:34.280]  可能在我住的範圍
[00:05:34.280 --> 00:05:36.280]  我大約知道那裡的街市
[00:05:36.280 --> 00:05:38.280]  哪家豬肉店很好
[00:05:38.280 --> 00:05:40.280]  但我現在告訴你
[00:05:40.280 --> 00:05:42.280]  我特地來到沙田告訴你
[00:05:42.280 --> 00:05:47.280]  你去沙田街市那家豬肉店買的東西
[00:05:47.280 --> 00:05:48.280]  是最正宗的
[00:05:48.280 --> 00:05:49.280]  一定不騙人的
[00:05:49.280 --> 00:05:52.280]  而且來源很好
[00:05:52.280 --> 00:05:53.280]  可能你就說
[00:05:53.280 --> 00:05:55.280]  不是的
[00:05:55.280 --> 00:05:57.280]  我在這裡走幾十年買菜
[00:05:57.280 --> 00:06:00.280]  我就算不敢說我那家是最好的
[00:06:00.280 --> 00:06:02.280]  也不會吃得差
[00:06:02.280 --> 00:06:06.280]  我還沒有有意欲要聽你講
[00:06:06.280 --> 00:06:07.280]  但如果我告訴你
[00:06:07.280 --> 00:06:08.280]  不是的
[00:06:08.280 --> 00:06:10.280]  你聽我講
[00:06:10.280 --> 00:06:12.280]  因為我認識全香港
[00:06:12.280 --> 00:06:15.280]  去拿豬肉的供應商
[00:06:15.280 --> 00:06:18.280]  他告訴我那家真的特別好
[00:06:18.280 --> 00:06:20.280]  或者可能要再大膽一點告訴你
[00:06:20.280 --> 00:06:22.280]  是唯一一家
[00:06:22.280 --> 00:06:25.280]  我不知道你會不會多一個想法
[00:06:25.280 --> 00:06:26.280]  我不是相信你
[00:06:26.280 --> 00:06:28.280]  我是相信更大的
[00:06:28.280 --> 00:06:33.280]  所以今天當先見去講阿摩斯書
[00:06:33.280 --> 00:06:36.280]  他由南國的地方走到北國
[00:06:36.280 --> 00:06:38.280]  其實他沒有資源
[00:06:38.280 --> 00:06:41.280]  因為他在自己的地方住了這麼久
[00:06:41.280 --> 00:06:44.280]  自己人也未必完全掌握
[00:06:44.280 --> 00:06:46.280]  他現在要去別人的地方
[00:06:46.280 --> 00:06:48.280]  但我們要記得一幅圖畫
[00:06:48.280 --> 00:06:51.280]  雖然兩班人分了南國和北國
[00:06:51.280 --> 00:06:53.280]  是分裂了的
[00:06:53.280 --> 00:06:57.280]  但兩班人都是神愛的以色列民
[00:06:57.280 --> 00:07:00.280]  所以今天當聽這個的時候
[00:07:00.280 --> 00:07:03.280]  我們從第二章入手
[00:07:03.280 --> 00:07:06.280]  去看這個預言
[00:07:06.280 --> 00:07:08.280]  預告到猶大
[00:07:08.280 --> 00:07:10.280]  南國會發生一些事
[00:07:10.280 --> 00:07:13.280]  又預告到北國將會被警戒的時候
[00:07:13.280 --> 00:07:17.280]  對我們這一班現代的信徒
[00:07:17.280 --> 00:07:19.280]  是在看舊約
[00:07:19.280 --> 00:07:20.280]  以前的事
[00:07:20.280 --> 00:07:22.280]  還是今天神的話
[00:07:22.280 --> 00:07:24.280]  其實在我們生活裏面
[00:07:24.280 --> 00:07:26.280]  都要我們繼續學
[00:07:26.280 --> 00:07:31.280]  令到這個新年或者2025年更精彩
[00:07:31.280 --> 00:07:34.280]  我們可以一起讀一下經文
[00:07:34.280 --> 00:07:36.280]  如果想你們跟我一起讀
[00:07:36.280 --> 00:07:38.280]  第四節開始
[00:07:38.280 --> 00:07:40.280]  (文字幕製作:賴麗櫻)
[00:07:40.280 --> 00:07:42.280]  (文字幕製作:賴麗櫻)
[00:07:42.280 --> 00:07:44.280]  (文字幕製作:賴麗櫻)
[00:07:44.280 --> 00:07:46.280]  (文字幕製作:賴麗櫻)
[00:07:46.280 --> 00:07:48.280]  (文字幕製作:賴麗櫻)
[00:07:48.280 --> 00:07:50.280]  (文字幕製作:賴麗櫻)
[00:07:50.280 --> 00:07:52.280]  (文字幕製作:賴麗櫻)
[00:07:52.280 --> 00:07:54.280]  (文字幕製作:賴麗櫻)
[00:07:54.280 --> 00:07:56.280]  (文字幕製作:賴麗櫻)
[00:07:56.280 --> 00:07:58.280]  (文字幕製作:賴麗櫻)
[00:07:59.280 --> 00:08:01.280]  (文字幕製作:賴麗櫻)
[00:08:01.280 --> 00:08:03.280]  (文字幕製作:賴麗櫻)
[00:08:04.280 --> 00:08:06.280]  (文字幕製作:賴麗櫻)
[00:08:06.280 --> 00:08:08.280]  (文字幕製作:賴麗櫻)
[00:08:08.280 --> 00:08:10.280]  (文字幕製作:賴麗櫻)
[00:08:10.280 --> 00:08:12.280]  (文字幕製作:賴麗櫻)
[00:08:12.280 --> 00:08:14.280]  (文字幕製作:賴麗櫻)
[00:08:14.280 --> 00:08:16.280]  (文字幕製作:賴麗櫻)
[00:08:16.280 --> 00:08:18.280]  (文字幕製作:賴麗櫻)
[00:08:18.280 --> 00:08:20.280]  (文字幕製作:賴麗櫻)
[00:08:20.280 --> 00:08:22.280]  (文字幕製作:賴麗櫻)
[00:08:23.280 --> 00:08:25.280]  (文字幕製作:賴麗櫻)
[00:08:25.280 --> 00:08:27.280]  (中文字幕製作:賴麗櫻)
[00:08:27.280 --> 00:08:29.280]  (中文字幕製作:賴麗櫻)
[00:08:29.280 --> 00:08:31.280]  (中文字幕製作:賴麗櫻)
[00:08:32.280 --> 00:08:34.280]  (中文字幕製作:賴麗櫻)
[00:08:34.280 --> 00:08:36.280]  (中文字幕製作:賴麗櫻)
[00:08:36.280 --> 00:08:38.280]  (中文字幕製作:賴麗櫻)
[00:08:38.280 --> 00:08:40.280]  (中文字幕製作:賴麗櫻)
[00:08:40.280 --> 00:08:42.280]  (中文字幕製作:賴麗櫻)
[00:08:43.280 --> 00:08:45.280]  (中文字幕製作:賴麗櫻)
[00:08:45.280 --> 00:08:47.280]  (中文字幕製作:賴麗櫻)
[00:08:47.280 --> 00:08:49.280]  (中文字幕製作:賴麗櫻)
[00:08:49.280 --> 00:08:51.280]  (中文字幕製作:賴麗櫻)
[00:08:51.280 --> 00:08:53.280]  (中文字幕製作:賴麗櫻)
[00:08:53.280 --> 00:08:55.280]  (中文字幕製作:賴麗櫻)
[00:08:55.280 --> 00:08:57.280]  (中文字幕製作:賴麗櫻)
[00:08:57.280 --> 00:08:59.280]  (中文字幕製作:賴麗櫻)
[00:08:59.280 --> 00:09:01.280]  (中文字幕製作:賴麗櫻)
[00:09:01.280 --> 00:09:03.280]  (中文字幕製作:賴麗櫻)
[00:09:03.280 --> 00:09:05.280]  (中文字幕製作:賴麗櫻)
[00:09:05.280 --> 00:09:07.280]  (中文字幕製作:賴麗櫻)
[00:09:07.280 --> 00:09:09.280]  (中文字幕製作:賴麗櫻)
[00:09:09.280 --> 00:09:11.280]  (中文字幕製作:賴麗櫻)
[00:09:11.280 --> 00:09:13.280]  (中文字幕製作:賴麗櫻)
[00:09:13.280 --> 00:09:15.280]  (中文字幕製作:賴麗櫻)
[00:09:15.280 --> 00:09:17.280]  (中文字幕製作:賴麗櫻)
[00:09:17.280 --> 00:09:19.280]  (中文字幕製作:賴麗櫻)
[00:09:19.280 --> 00:09:21.280]  (中文字幕製作:賴麗櫻)
[00:09:21.280 --> 00:09:23.280]  (中文字幕製作:賴麗櫻)
[00:09:23.280 --> 00:09:25.280]  (中文字幕製作:賴麗櫻)
[00:09:25.280 --> 00:09:27.280]  (中文字幕製作:賴麗櫻)
[00:09:27.280 --> 00:09:29.280]  (中文字幕製作:賴麗櫻)
[00:09:29.280 --> 00:09:35.280]  (中文字幕製作:賴麗櫻)
[00:09:35.280 --> 00:09:39.280]  當我們一口氣讀完第二章
[00:09:39.280 --> 00:09:41.280]  這一大段的時候
[00:09:41.280 --> 00:09:47.280]  我們可以在經文中有一個很重要的訊息
[00:09:47.280 --> 00:09:55.280]  就是當時對著一群不是自己一起居住的北國以色列民
[00:09:55.280 --> 00:09:57.280]  首先先說了第一章
[00:09:57.280 --> 00:09:59.280]  列國這樣這樣這樣
[00:09:59.280 --> 00:10:01.280]  聽得很舒服
[00:10:01.280 --> 00:10:03.280]  你說列國他們怎樣欺壓人
[00:10:03.280 --> 00:10:05.280]  做很多殘害人的事
[00:10:05.280 --> 00:10:07.280]  是呀,他們不相信的話
[00:10:07.280 --> 00:10:09.280]  的確是做了這些事
[00:10:09.280 --> 00:10:13.280]  之後再罵他們分裂了的另一個猶大
[00:10:13.280 --> 00:10:17.280]  這個國的時候都聽得很舒服
[00:10:17.280 --> 00:10:19.280]  但是四至五節
[00:10:19.280 --> 00:10:21.280]  預告完南國他們的罪之後
[00:10:21.280 --> 00:10:23.280]  一個鏡頭轉
[00:10:23.280 --> 00:10:25.280]  最關鍵的就是在這裡
[00:10:25.280 --> 00:10:31.280]  第二章第六節開始一直說到
[00:10:31.280 --> 00:10:33.280]  亞摩斯書最後
[00:10:33.280 --> 00:10:37.280]  當我們去看這一段的時候
[00:10:37.280 --> 00:10:39.280]  今天我們只停留第二章
[00:10:39.280 --> 00:10:41.280]  去看看究竟怎樣
[00:10:41.280 --> 00:10:43.280]  首尾呼應
[00:10:43.280 --> 00:10:45.280]  其實神不要用那個字
[00:10:45.280 --> 00:10:47.280]  我們不要用罵
[00:10:47.280 --> 00:10:49.280]  神其實那個警號來到
[00:10:49.280 --> 00:10:51.280]  是很想挽回人
[00:10:51.280 --> 00:10:55.280]  挽回南國的人
[00:10:55.280 --> 00:10:57.280]  也挽回北國的人
[00:10:57.280 --> 00:11:01.280]  因為人本來就很容易離開了
[00:11:01.280 --> 00:11:04.280]  神那個很大的草地的牆
[00:11:04.280 --> 00:11:08.280]  所以這裡中間就說了一些例子
[00:11:08.280 --> 00:11:11.280]  讓我們在聽這個的時候
[00:11:11.280 --> 00:11:14.280]  你可以靜靜一邊聽的時候
[00:11:14.280 --> 00:11:16.280]  你都可以想像一下
[00:11:16.280 --> 00:11:18.280]  在我們自己的生活裡面
[00:11:18.280 --> 00:11:21.280]  有些什麼是我們有時都看見的呢?
[00:11:21.280 --> 00:11:23.280]  未必是你做的
[00:11:23.280 --> 00:11:24.280]  你看見的時候
[00:11:24.280 --> 00:11:26.280]  你怎樣回應世代呢?
[00:11:26.280 --> 00:11:29.280]  第一樣要說的就是
[00:11:29.280 --> 00:11:31.280]  說三個裡面的典故
[00:11:31.280 --> 00:11:33.280]  告訴你
[00:11:33.280 --> 00:11:35.280]  你有多難
[00:11:35.280 --> 00:11:38.280]  這個你不是直指我們自己
[00:11:38.280 --> 00:11:40.280]  當時在《先知》裡
[00:11:40.280 --> 00:11:42.280]  好像趙鏡一樣
[00:11:42.280 --> 00:11:44.280]  他就是告訴北國的以色列人
[00:11:44.280 --> 00:11:47.280]  你們的生命就要走向下坡了
[00:11:47.280 --> 00:11:49.280]  如果爛這個字
[00:11:49.280 --> 00:11:51.280]  我們說水果會爛
[00:11:51.280 --> 00:11:53.280]  水果放得久會發霉
[00:11:53.280 --> 00:11:56.280]  麵包焗了又會起霉
[00:11:56.280 --> 00:11:57.280]  不能吃的
[00:11:57.280 --> 00:11:58.280]  人怎會爛呢?
[00:11:58.280 --> 00:11:59.280]  人會用一個字
[00:11:59.280 --> 00:12:01.280]  人會衰格的
[00:12:01.280 --> 00:12:04.280]  但是我們要用這個爛字
[00:12:04.280 --> 00:12:07.280]  就是生命當我們不去理
[00:12:07.280 --> 00:12:09.280]  打理好我們自己那些
[00:12:09.280 --> 00:12:11.280]  有機會發霉的地方
[00:12:11.280 --> 00:12:13.280]  確實是會走下坡的
[00:12:13.280 --> 00:12:16.280]  北國以色列當時的經濟是怎樣
[00:12:16.280 --> 00:12:17.280]  政治是怎樣
[00:12:17.280 --> 00:12:19.280]  社會和宗教是怎樣的呢?
[00:12:19.280 --> 00:12:21.280]  在這幅大圖畫裡
[00:12:21.280 --> 00:12:24.280]  《先知》想說他們的什麼呢?
[00:12:24.280 --> 00:12:25.280]  他說了三個例子
[00:12:25.280 --> 00:12:27.280]  第一個例子就是
[00:12:27.280 --> 00:12:28.280]  為銀子買了二人
[00:12:28.280 --> 00:12:31.280]  為一雙鞋買了窮人
[00:12:31.280 --> 00:12:32.280]  其實在這一句裡
[00:12:32.280 --> 00:12:34.280]  當時的社會機制
[00:12:34.280 --> 00:12:38.280]  大部分人都是窮的
[00:12:38.280 --> 00:12:40.280]  或者大部分人都是
[00:12:40.280 --> 00:12:43.280]  餐穩餐食餐餐清
[00:12:43.280 --> 00:12:45.280]  能夠在上流社會
[00:12:45.280 --> 00:12:47.280]  掌握大權
[00:12:47.280 --> 00:12:49.280]  能夠有一個領導層
[00:12:49.280 --> 00:12:51.280]  永遠都是少數
[00:12:51.280 --> 00:12:53.280]  以前也好現在也好
[00:12:53.280 --> 00:12:55.280]  是這樣的
[00:12:55.280 --> 00:12:57.280]  一大群人裡
[00:12:57.280 --> 00:12:59.280]  大部分都是窮人的時候
[00:12:59.280 --> 00:13:02.280]  當他們生活不夠錢
[00:13:02.280 --> 00:13:04.280]  他要向上流的人借錢
[00:13:04.280 --> 00:13:06.280]  在以色列文裡
[00:13:06.280 --> 00:13:07.280]  他們有這樣的律例
[00:13:07.280 --> 00:13:09.280]  你是將你所得的財富
[00:13:09.280 --> 00:13:11.280]  你不用分給別人
[00:13:11.280 --> 00:13:13.280]  你只是要收債他們
[00:13:13.280 --> 00:13:15.280]  收債他們的時候不計算利息
[00:13:15.280 --> 00:13:18.280]  但是在那個場合裡
[00:13:18.280 --> 00:13:20.280]  如果他連利息都還不起
[00:13:20.280 --> 00:13:21.280]  他們真的不還
[00:13:21.280 --> 00:13:23.280]  是不是所有東西都是借人錢不用搞的
[00:13:23.280 --> 00:13:25.280]  當然不是
[00:13:25.280 --> 00:13:28.280]  我們現在不是說一個很極端的說法
[00:13:28.280 --> 00:13:30.280]  就是我們問人拿了東西
[00:13:30.280 --> 00:13:32.280]  是不用給
[00:13:32.280 --> 00:13:34.280]  不過那個裡面
[00:13:34.280 --> 00:13:36.280]  他教的一件事就是說
[00:13:36.280 --> 00:13:37.280]  好了
[00:13:37.280 --> 00:13:40.280]  如果在這個場合裡
[00:13:40.280 --> 00:13:42.280]  在一個律例裡
[00:13:42.280 --> 00:13:45.280]  你不是可以拿他的利息
[00:13:45.280 --> 00:13:47.280]  不過當他還不起的時候
[00:13:47.280 --> 00:13:50.280]  你可以將他轉賣成為一個奴隸制度
[00:13:50.280 --> 00:13:53.280]  或者你要拿他成為你家裡的傭人的時候
[00:13:53.280 --> 00:13:54.280]  是可以的
[00:13:54.280 --> 00:13:57.280]  但是他下一句要表達的就是
[00:13:57.280 --> 00:13:59.280]  為一雙鞋窮人
[00:13:59.280 --> 00:14:01.280]  其實沒有賣這個字
[00:14:01.280 --> 00:14:03.280]  但是他用了一個平衡
[00:14:03.280 --> 00:14:05.280]  想告訴你相同道理
[00:14:05.280 --> 00:14:08.280]  就是你看到一個窮人
[00:14:08.280 --> 00:14:09.280]  他還不起給你
[00:14:09.280 --> 00:14:12.280]  你將他轉賣成為一個奴僕
[00:14:12.280 --> 00:14:14.280]  在制度上是可以的
[00:14:14.280 --> 00:14:16.280]  但是他只是一雙鞋
[00:14:16.280 --> 00:14:18.280]  雞碎那麼多
[00:14:18.280 --> 00:14:20.280]  你就去到很盡
[00:14:20.280 --> 00:14:22.280]  不放過他
[00:14:22.280 --> 00:14:25.280]  這個就是在這個例子裡說的那種
[00:14:25.280 --> 00:14:27.280]  上帝的公義
[00:14:27.280 --> 00:14:29.280]  在神裡面才找到是真的
[00:14:29.280 --> 00:14:32.280]  在律例裡面都可以彰顯這個公義
[00:14:32.280 --> 00:14:35.280]  但是人裡面真的有沒有那麼多義人
[00:14:35.280 --> 00:14:36.280]  沒有的
[00:14:36.280 --> 00:14:38.280]  這個所謂義同不義
[00:14:38.280 --> 00:14:40.280]  是放在一個法律的場景
[00:14:40.280 --> 00:14:42.280]  兩個人有一個比較對
[00:14:42.280 --> 00:14:44.280]  他就為之叫義
[00:14:44.280 --> 00:14:45.280]  有一個人沒有那麼對
[00:14:45.280 --> 00:14:47.280]  他就是惡人
[00:14:47.280 --> 00:14:49.280]  所以他這裡一直在說
[00:14:49.280 --> 00:14:51.280]  在一個很公平的裡面
[00:14:51.280 --> 00:14:55.280]  確實在當時說不出的
[00:14:55.280 --> 00:14:57.280]  是可以有這些轉賣
[00:14:57.280 --> 00:15:00.280]  卻是你不應該為最少的
[00:15:00.280 --> 00:15:03.280]  你就一次過將他賣出去
[00:15:03.280 --> 00:15:06.280]  第二個例子他繼續說下去就是
[00:15:06.280 --> 00:15:09.280]  貧寒人的頭在塵土被踐踏
[00:15:09.280 --> 00:15:12.280]  你不要想像看電影那樣
[00:15:12.280 --> 00:15:13.280]  肯定是推他下地
[00:15:13.280 --> 00:15:15.280]  然後捉他的頭
[00:15:15.280 --> 00:15:17.280]  他的踐踏
[00:15:17.280 --> 00:15:20.280]  其實一直在用一個字就是捉他
[00:15:20.280 --> 00:15:23.280]  就好像《新約聖經》提到
[00:15:23.280 --> 00:15:27.280]  有人向一個大財主求饒恕
[00:15:27.280 --> 00:15:29.280]  我還不起的時候
[00:15:29.280 --> 00:15:31.280]  大財主饒恕了他
[00:15:31.280 --> 00:15:33.280]  不過他一個轉頭出去
[00:15:33.280 --> 00:15:36.280]  就問一個欠他一點錢的人
[00:15:36.280 --> 00:15:38.280]  就要用這個字
[00:15:38.280 --> 00:15:39.280]  捉他
[00:15:39.280 --> 00:15:44.280]  然後要他在一個制度裡面被核制
[00:15:44.280 --> 00:15:47.280]  所以我們回到這個例子裡
[00:15:47.280 --> 00:15:49.280]  你看見他為什麼說
[00:15:49.280 --> 00:15:52.280]  阻礙困苦人的道路
[00:15:52.280 --> 00:15:55.280]  就是當在
[00:15:55.280 --> 00:15:57.280]  即使一些
[00:15:57.280 --> 00:15:59.280]  你有一個制度裡面
[00:15:59.280 --> 00:16:02.280]  是有一種的框架
[00:16:02.280 --> 00:16:04.280]  不過在這個框架裡面
[00:16:04.280 --> 00:16:09.280]  你有沒有用一個尊重去對待人呢?
[00:16:09.280 --> 00:16:13.280]  而不是一個你認為是這樣的
[00:16:13.280 --> 00:16:15.280]  法律都說我對的時候
[00:16:15.280 --> 00:16:18.280]  我就一定要不放過他
[00:16:18.280 --> 00:16:21.280]  而他下一段繼續說下去就很有趣
[00:16:21.280 --> 00:16:24.280]  父子與同一個女子行淫
[00:16:24.280 --> 00:16:30.280]  這裡過去很多的舊約翻譯的書本
[00:16:30.280 --> 00:16:34.280]  經常都會用這個說法
[00:16:34.280 --> 00:16:37.280]  就是說父子在一個聖殿裡面
[00:16:37.280 --> 00:16:40.280]  可能都是與廟祭在行淫裡面
[00:16:40.280 --> 00:16:42.280]  在說這件事
[00:16:42.280 --> 00:16:44.280]  但是如果我們一直看
[00:16:44.280 --> 00:16:46.280]  《阿摩斯書》這幾個例子
[00:16:46.280 --> 00:16:48.280]  你會找到它有一個核心的精神
[00:16:48.280 --> 00:16:50.280]  都是在說欺壓
[00:16:50.280 --> 00:16:54.280]  所以這個未必是在說廟裡面的廟祭
[00:16:54.280 --> 00:16:57.280]  而且這個字
[00:16:57.280 --> 00:16:58.280]  在譯本裡面
[00:16:58.280 --> 00:17:01.280]  本來只是在說一些婦女
[00:17:01.280 --> 00:17:04.280]  更大可能是在說那些宗教人士
[00:17:04.280 --> 00:17:06.280]  或者領袖層
[00:17:06.280 --> 00:17:08.280]  他們有足夠的資源
[00:17:08.280 --> 00:17:11.280]  會不會家裡有很多不同的傭人
