
[00:00:00.000 --> 00:00:05.640]  大家看到我的樣子吧,應該看到的,直播的應該也看到的
[00:01:44.980 --> 00:01:46.980]  都是神有些事情想和我們說的
[00:01:46.980 --> 00:01:51.980]  而這篇信息的設計者就是Michael,是馬唐的同工
[00:01:51.980 --> 00:01:54.980]  他有一個系列叫做路加教我做門徒
[00:01:54.980 --> 00:01:57.980]  他有一本書,給我們全月看的時候
[00:01:57.980 --> 00:02:02.980]  這本書的特別之處就是會對照道德
[00:02:02.980 --> 00:02:07.980]  他就用了路加福音和士大輪轉去互相比較
[00:02:07.980 --> 00:02:12.980]  去描述一下當時門徒做的事情,原來都是反映耶穌做的事情
[00:02:12.980 --> 00:02:17.980]  所以我們今天做門徒的時候,我們也有很大可能同樣反映出來
[00:02:17.980 --> 00:02:19.980]  所以他的設計就是這個系列
[00:02:19.980 --> 00:02:23.980]  而今天的主題就是重現耶穌門徒
[00:02:23.980 --> 00:02:26.980]  但我心裡面每次預備講張的時候,我都會問自己
[00:02:26.980 --> 00:02:29.980]  為什麼會眾要聽這篇信息呢?
[00:02:29.980 --> 00:02:34.980]  如果單單是教一些知識的時候,其實大家網上都可以有,或者AI都做到
[00:02:34.980 --> 00:02:36.980]  為什麼還要聽到呢?
[00:02:36.980 --> 00:02:39.980]  所以我一直都是每次去研讀的時候,我就要問自己
[00:02:39.980 --> 00:02:41.980]  為什麼會眾要聽這篇信息?
[00:02:41.980 --> 00:02:44.980]  為什麼會有這樣的場景需要面對和處理?
[00:02:44.980 --> 00:02:47.980]  我立刻就出了一個問題,就是問
[00:02:47.980 --> 00:02:51.980]  如何可以吸引人去靠近耶穌呢?
[00:02:51.980 --> 00:02:54.980]  能夠拉近和耶穌的關係
[00:02:54.980 --> 00:03:02.980]  所以今天這篇信息,如果你是身邊仍然有家人、朋友、同事、親戚、街坊
[00:03:02.980 --> 00:03:04.980]  還沒有信主的話,那就恭喜你了,適合你聽
[00:03:04.980 --> 00:03:07.980]  但如果你身邊的六道朋友理論,你全部都信了主
[00:03:07.980 --> 00:03:11.980]  那你就可以平平安安離去,當然說笑,你可以訓練其他人
[00:03:11.980 --> 00:03:16.980]  所以如果你突然聽到我說,身邊還有誰還沒有信耶穌的時候
[00:03:16.980 --> 00:03:22.980]  你可以沉澱一下,那個人突然出現在我腦海的時候
[00:03:22.980 --> 00:03:24.980]  今天這篇信息就可能能夠回答你
[00:03:24.980 --> 00:03:27.980]  如何能夠吸引那個人更加靠近耶穌呢?
[00:03:27.980 --> 00:03:29.980]  我之前的時候會怎麼做呢?
[00:03:29.980 --> 00:03:32.980]  我之前的用法很多時候是用口傳福音
[00:03:32.980 --> 00:03:35.980]  因為小時候跟一些初信百貨的時候
[00:03:35.980 --> 00:03:38.980]  我會說,今天你成為我們主內的兒女了,恭喜你了
[00:03:38.980 --> 00:03:40.980]  日後可以天家再見了
[00:03:40.980 --> 00:03:46.980]  那你就可以將你今天報道會聽到的大好信息,再跟別人分享
[00:03:46.980 --> 00:03:49.980]  就像病毒傳銷一樣,立即複製
[00:03:49.980 --> 00:03:52.980]  那時候我當然很開心,因為我不是教會之弟
[00:03:52.980 --> 00:03:55.980]  我在一張長椅子的時候,信了主
[00:03:55.980 --> 00:03:58.980]  信了主後,沒有什麼情緒激動
[00:03:58.980 --> 00:04:01.980]  經過很多理性的想法的時候
[00:04:01.980 --> 00:04:04.980]  覺得信耶穌比不信耶穌應該是更加合理的
[00:04:04.980 --> 00:04:06.980]  所以我用排除法
[00:04:06.980 --> 00:04:09.980]  那時候在美國信完主的時候就回到香港
[00:04:09.980 --> 00:04:12.980]  跟那時候的女朋友傳福音,跟媽媽傳福音
[00:04:12.980 --> 00:04:14.980]  但結果都是失敗的
[00:04:14.980 --> 00:04:17.980]  當時用的手法都是很奇特,或者辯論的方式
[00:04:17.980 --> 00:04:19.980]  當然我不是說辯論會失敗
[00:04:19.980 --> 00:04:23.980]  只不過我用的手法都好像未能夠吸引到人去靠近耶穌
[00:04:23.980 --> 00:04:27.980]  所以除了口傳福音或者辯論的方式
[00:04:27.980 --> 00:04:31.980]  還有沒有其他方式能夠拉近我們身邊的人
[00:04:31.980 --> 00:04:33.980]  可以跟耶穌更近一步呢?
[00:04:33.980 --> 00:04:34.980]  我們看下去
[00:04:34.980 --> 00:04:38.980]  今天的經文比較長,我會選讀一些片段
[00:04:38.980 --> 00:04:42.980]  我會按照不同的要點逐步跟大家一起導讀
[00:04:42.980 --> 00:04:46.980]  我們先看第一段,在士林傳2章1至13節
[00:04:46.980 --> 00:04:50.980]  五巡節那天到了,他們全部聚集在一起
[00:04:50.980 --> 00:04:54.980]  忽然有響聲從天上下來,好像一陣大風吹過
[00:04:54.980 --> 00:04:57.980]  充滿了他們所坐的整座房子
[00:04:57.980 --> 00:05:00.980]  又有石頭好像火焰一樣向他們顯現
[00:05:00.980 --> 00:05:03.980]  分別散落在每個人身上
[00:05:03.980 --> 00:05:07.980]  他們都被聖靈充滿,就按照聖靈所賜的口才
[00:05:07.980 --> 00:05:10.980]  說起別國的話來
[00:05:10.980 --> 00:05:14.980]  那時有從天下各國來的虔誠猶太人住在耶路撒冷
[00:05:14.980 --> 00:05:17.980]  這個聲響一響,許多人就來聚集
[00:05:17.980 --> 00:05:20.980]  每個人都聽見門徒用他們各自的香談說話
[00:05:20.980 --> 00:05:23.980]  很納悶,很詫異驚奇地說
[00:05:23.980 --> 00:05:26.980]  你看看,那些說話的不是都是加利利人嗎?
[00:05:26.980 --> 00:05:30.980]  我們每個人都聽見他們用我們生來所說的香談
[00:05:30.980 --> 00:05:32.980]  還有其他民族,鄉下的
[00:05:32.980 --> 00:05:35.980]  我們的帕提亞人,馬代人,以蘭人
[00:05:35.980 --> 00:05:39.980]  住在米索不迪亞,猶太,加帕多加,本都,亞細亞
[00:05:39.980 --> 00:05:41.980]  佛雷加,龐菲利亞,埃及的人
[00:05:41.980 --> 00:05:44.980]  並且靠近古里內的尼比亞一帶地方的人
[00:05:44.980 --> 00:05:47.980]  僑居的羅馬人,包括猶太人和伴侶猶太人
[00:05:47.980 --> 00:05:49.980]  還有克里達人和阿拉伯人
[00:05:49.980 --> 00:05:54.980]  都聽見他們用我們的香談去談論上帝的大作為
[00:05:54.980 --> 00:05:56.980]  所以眾人很驚奇地說
[00:05:56.980 --> 00:05:58.980]  喂,是甚麼意思呢?
[00:05:58.980 --> 00:06:00.980]  有些人就在那裡說笑
[00:06:00.980 --> 00:06:02.980]  他們可能是喝醉了
[00:06:02.980 --> 00:06:05.980]  究竟在第一個段落的時候
[00:06:05.980 --> 00:06:09.980]  被聖靈充滿,突然說起其他人的說話的時候
[00:06:09.980 --> 00:06:11.980]  對我們有甚麼提醒
[00:06:11.980 --> 00:06:15.980]  能夠吸引其他人歸向耶穌呢?
[00:06:15.980 --> 00:06:17.980]  當時是士多人尊的時候
[00:06:17.980 --> 00:06:21.980]  很多學者都會去分析和路加福音
[00:06:21.980 --> 00:06:24.980]  發現兩個用詞都很接近,還有對象
[00:06:24.980 --> 00:06:26.980]  特別是第一章第一節的時候
[00:06:26.980 --> 00:06:28.980]  都是寫給提亞非羅
[00:06:28.980 --> 00:06:31.980]  唯一的分別就是在路加福音的時候
[00:06:31.980 --> 00:06:33.980]  寫給提亞非羅大人
[00:06:33.980 --> 00:06:35.980]  當時一些上官的達人
[00:06:35.980 --> 00:06:37.980]  但到了士多人尊的時候
[00:06:37.980 --> 00:06:39.980]  就寫著提亞非羅
[00:06:39.980 --> 00:06:40.980]  所以有些學者推斷
[00:06:40.980 --> 00:06:42.980]  有可能在路加福音的時候
[00:06:42.980 --> 00:06:46.980]  向他傳福音,即是上層的人士,有權力的人士
[00:06:46.980 --> 00:06:47.980]  但到了士多人尊的時候
[00:06:47.980 --> 00:06:49.980]  有可能他已經信了主
[00:06:49.980 --> 00:06:51.980]  所以就不再加一些標籤
[00:06:51.980 --> 00:06:53.980]  所以路加福音和士多人尊
[00:06:53.980 --> 00:06:56.980]  可以合稱為一個門徒訓練的手冊
[00:06:56.980 --> 00:06:57.980]  無論甚麼階層的時候
[00:06:57.980 --> 00:07:01.980]  都會被福音涵蓋,能夠接受訓練
[00:07:01.980 --> 00:07:03.980]  這個我們看到兩本書的時候
[00:07:03.980 --> 00:07:05.980]  都有這樣的特性
[00:07:05.980 --> 00:07:07.980]  還有士多人尊的特性
[00:07:07.980 --> 00:07:08.980]  另外就是有一個護教性
[00:07:08.980 --> 00:07:10.980]  因為當時羅馬政府的時候
[00:07:10.980 --> 00:07:14.980]  都是迫害很多由猶太教換衣做基督教的人
[00:07:14.980 --> 00:07:16.980]  所以他們才用一些語的符號
[00:07:16.980 --> 00:07:18.980]  希臘文字母的時候
[00:07:18.980 --> 00:07:20.980]  現在你可能會看到在車後面
[00:07:20.980 --> 00:07:23.980]  但當時這個符號是基督徒才能夠解的
[00:07:23.980 --> 00:07:25.980]  如果你是自己人的時候
[00:07:25.980 --> 00:07:26.980]  說得出這個密碼的時候
[00:07:26.980 --> 00:07:30.980]  歡迎你在自己的地方有一個團契生活
[00:07:30.980 --> 00:07:31.980]  如果你說不出的時候
[00:07:31.980 --> 00:07:32.980]  有可能你是間諜叛徒
[00:07:32.980 --> 00:07:35.980]  就未必會給你和他們一起團契生活
[00:07:35.980 --> 00:07:38.980]  所以當時在一個受迫害的情況下
[00:07:38.980 --> 00:07:40.980]  基督徒要聚集其實是很困難
[00:07:40.980 --> 00:07:42.980]  可能唱詩歌未必唱得很大聲
[00:07:42.980 --> 00:07:44.980]  可能會被其他人告發
[00:07:44.980 --> 00:07:46.980]  但在這個動盪年代的時候
[00:07:46.980 --> 00:07:48.980]  當時傳道家的醫生的時候
[00:07:48.980 --> 00:07:52.980]  都去力證基督教是一個合法的傳教地方
[00:07:52.980 --> 00:07:54.980]  一些有利的地方
[00:07:54.980 --> 00:07:55.980]  你今天看到
[00:07:55.980 --> 00:07:59.980]  你問我如何能夠讓我們身邊的人能夠靠近耶穌的話
[00:07:59.980 --> 00:08:03.980]  第一個就是滿有聖靈分享福音
[00:08:03.980 --> 00:08:05.980]  當時五旬節的門徒
[00:08:05.980 --> 00:08:07.980]  被聖靈充滿的時候
[00:08:07.980 --> 00:08:10.980]  會用各國的語言去宣講福音
[00:08:10.980 --> 00:08:12.980]  在歷史歷代的時候
[00:08:12.980 --> 00:08:15.980]  有不同的人對聖靈充滿有不同的解讀
[00:08:15.980 --> 00:08:17.980]  你問我其中的解讀就是
[00:08:17.980 --> 00:08:19.980]  當時聖靈充滿的時候
[00:08:19.980 --> 00:08:22.980]  信道是會勇敢或勇猛一點
[00:08:22.980 --> 00:08:24.980]  是會說出上帝大能
[00:08:24.980 --> 00:08:27.980]  因為剛才你會看到那段經文顯示
[00:08:27.980 --> 00:08:29.980]  當他們的聖靈充滿的時候
[00:08:29.980 --> 00:08:32.980]  他們不是說我突然說起日本語
[00:08:32.980 --> 00:08:34.980]  即是本來你沒有學過日本語
[00:08:34.980 --> 00:08:36.980]  你突然說日本語的時候不是說近期日元跌了
[00:08:36.980 --> 00:08:37.980]  不是
[00:08:37.980 --> 00:08:39.980]  他們說到別國語言的時候
[00:08:39.980 --> 00:08:42.980]  不是說各國的風土民情
[00:08:42.980 --> 00:08:45.980]  而是說突然間大響的時候
[00:08:45.980 --> 00:08:47.980]  是說起上帝的作為
[00:08:47.980 --> 00:08:50.980]  每一個國家的語言都說起上帝的作為
[00:08:50.980 --> 00:08:52.980]  所以在被聖靈充滿的時候
[00:08:52.980 --> 00:08:54.980]  我們就會留意到
[00:08:54.980 --> 00:08:56.980]  在被聖靈充滿的時候
[00:08:56.980 --> 00:08:58.980]  是必然會為主作見證
[00:08:58.980 --> 00:08:59.980]  當時彼得的時候
[00:08:59.980 --> 00:09:02.980]  大家都知道彼得本身看起來很勇猛
[00:09:02.980 --> 00:09:05.980]  我三次一定會跟從你的
[00:09:05.980 --> 00:09:08.980]  甚至你去哪裡我都會跟你去死
[00:09:08.980 --> 00:09:10.980]  結果大家都熟悉聖經的時候
[00:09:10.980 --> 00:09:12.980]  彼得當然是很軟弱
[00:09:12.980 --> 00:09:14.980]  在耶穌復活之後
[00:09:14.980 --> 00:09:16.980]  再次三次挽回他
[00:09:16.980 --> 00:09:17.980]  但三次挽回的時候
[00:09:17.980 --> 00:09:19.980]  在士徒行傳第一章的時候
[00:09:19.980 --> 00:09:20.980]  他都升了天
[00:09:20.980 --> 00:09:22.980]  突然間一直跟隨很久的師父
[00:09:22.980 --> 00:09:24.980]  三年來跟他一起起居飲食
[00:09:24.980 --> 00:09:26.980]  見到他行很多神蹟騎士
[00:09:26.980 --> 00:09:29.980]  他可以保護我們的時候
[00:09:29.980 --> 00:09:31.980]  但突然間你所敬愛的人
[00:09:31.980 --> 00:09:32.980]  突然離開了
[00:09:32.980 --> 00:09:34.980]  又不知道他何時回來的時候
[00:09:34.980 --> 00:09:35.980]  難免會徬徨
[00:09:35.980 --> 00:09:37.980]  所以在第一章的時候
[00:09:37.980 --> 00:09:38.980]  耶穌跟他說
[00:09:38.980 --> 00:09:40.980]  升天前你們要等候的時候
[00:09:40.980 --> 00:09:42.980]  等候聖靈降臨的時候
[00:09:42.980 --> 00:09:43.980]  再次被差遣
[00:09:43.980 --> 00:09:45.980]  第二章出現這件事的時候
[00:09:45.980 --> 00:09:47.980]  是一個聖靈充滿
[00:09:47.980 --> 00:09:49.980]  看到五旬節的時候
[00:09:49.980 --> 00:09:51.980]  有什麼分別呢
[00:09:51.980 --> 00:09:52.980]  我們現在可能覺得
[00:09:52.980 --> 00:09:54.980]  五旬節是一個宗派的地方
[00:09:54.980 --> 00:09:56.980]  其實五旬節是一個節期
[00:09:56.980 --> 00:09:58.980]  或者旬是一個十的意思
[00:09:58.980 --> 00:09:59.980]  即是五十
[00:09:59.980 --> 00:10:01.980]  其實五旬節另一個別名叫七七節
[00:10:01.980 --> 00:10:04.980]  就是說剛剛在相隔49天之前
[00:10:04.980 --> 00:10:06.980]  其實過五旬節之前
[00:10:06.980 --> 00:10:08.980]  大節期來的猶太人
[00:10:08.980 --> 00:10:09.980]  就是一個御月節
[00:10:09.980 --> 00:10:11.980]  御月節和五旬節
[00:10:11.980 --> 00:10:13.980]  兩個共通地點都是說
[00:10:13.980 --> 00:10:15.980]  開創一個新的群體
[00:10:15.980 --> 00:10:17.980]  御月節之前
[00:10:17.980 --> 00:10:19.980]  所有的以色列人
[00:10:19.980 --> 00:10:20.980]  或者我叫信徒
[00:10:20.980 --> 00:10:22.980]  都是受迫害的
[00:10:22.980 --> 00:10:23.980]  剛才詩歌說
[00:10:23.980 --> 00:10:25.980]  令他們出埃及地
[00:10:25.980 --> 00:10:26.980]  在埃及的時候
[00:10:26.980 --> 00:10:27.980]  所有的信徒
[00:10:27.980 --> 00:10:28.980]  以色列人
[00:10:28.980 --> 00:10:30.980]  都是被奴役
[00:10:30.980 --> 00:10:31.980]  無論經濟上
[00:10:31.980 --> 00:10:32.980]  政治上
[00:10:32.980 --> 00:10:34.980]  生活上都是被奴役
[00:10:34.980 --> 00:10:35.980]  在御月節的時候
[00:10:35.980 --> 00:10:36.980]  上帝就在
[00:10:36.980 --> 00:10:38.980]  行了一個十大神蹟的時候
[00:10:38.980 --> 00:10:39.980]  就帶領他們
[00:10:39.980 --> 00:10:41.980]  從那邊被奴役的時候
[00:10:41.980 --> 00:10:44.980]  轉成一個成為上帝的義僕
[00:10:44.980 --> 00:10:46.980]  創造一個新的群體
[00:10:46.980 --> 00:10:48.980]  而在五十天之後
[00:10:48.980 --> 00:10:50.980]  去到這個五旬節的時候
[00:10:50.980 --> 00:10:52.980]  上帝同樣降下聖靈的時候
[00:10:52.980 --> 00:10:54.980]  創造一個新群體
[00:10:54.980 --> 00:10:56.980]  所以兩個節期相當的地方都是
[00:10:56.980 --> 00:10:59.980]  上帝創造一個全新的門徒群體
[00:10:59.980 --> 00:11:01.980]  在之前從來沒有出現過
[00:11:01.980 --> 00:11:03.980]  而在杜獨的時候
[00:11:03.980 --> 00:11:04.980]  去到盧家福音的時候
[00:11:04.980 --> 00:11:06.980]  我們看到在四章的時候
[00:11:06.980 --> 00:11:07.980]  都已經記載
[00:11:07.980 --> 00:11:09.980]  耶穌同樣的
[00:11:09.980 --> 00:11:10.980]  是被聖靈充滿
[00:11:10.980 --> 00:11:13.980]  之後就開始他的傳道事工
[00:11:13.980 --> 00:11:14.980]  在傳道事工的時候
[00:11:14.980 --> 00:11:17.980]  他就會去接觸一些弱勢社群
[00:11:17.980 --> 00:11:19.980]  你會見到其實
[00:11:19.980 --> 00:11:21.980]  傳福音和聖靈充滿
[00:11:21.980 --> 00:11:23.980]  是息息相關
[00:11:23.980 --> 00:11:24.980]  我就想起
[00:11:24.980 --> 00:11:25.980]  為什麼有時候
[00:11:25.980 --> 00:11:27.980]  我們傳福音好像
[00:11:27.980 --> 00:11:28.980]  不是很多的果效
[00:11:28.980 --> 00:11:31.980]  是因為我們有可能
[00:11:31.980 --> 00:11:33.980]  有錯誤的傳福音
[00:11:33.980 --> 00:11:35.980]  在約翰和雅各
[00:11:35.980 --> 00:11:36.980]  當時在盧家福音記載
[00:11:36.980 --> 00:11:38.980]  九章52至56的時候
[00:11:38.980 --> 00:11:40.980]  當時他們去到一個村口
[00:11:40.980 --> 00:11:42.980]  撒瑪利人本來就不相往來
[00:11:42.980 --> 00:11:45.980]  不是和猶太人很往來
[00:11:45.980 --> 00:11:48.980]  耶穌都是要刻意走到他們的村莊
[00:11:48.980 --> 00:11:49.980]  去到村莊的時候
[00:11:49.980 --> 00:11:51.980]  結果那些撒瑪利人就說
[00:11:51.980 --> 00:11:54.980]  你和我都不是同民族的時候
[00:11:54.980 --> 00:11:55.980]  大家都不相往來
[00:11:55.980 --> 00:11:56.980]  你過主吧
[00:11:56.980 --> 00:11:57.980]  不接待耶穌
[00:11:57.980 --> 00:11:59.980]  不款待耶穌
[00:11:59.980 --> 00:12:00.980]  有些門徒
[00:12:00.980 --> 00:12:02.980]  雅各和約翰就很生氣
[00:12:02.980 --> 00:12:05.980]  看到自己一起跟隨的大人物的時候
[00:12:05.980 --> 00:12:07.980]  為什麼不受你們歡迎
[00:12:07.980 --> 00:12:09.980]  他們就求耶穌一個大膽的決定
[00:12:09.980 --> 00:12:10.980]  呼之
[00:12:10.980 --> 00:12:12.980]  不如我們求一包火
[00:12:12.980 --> 00:12:14.980]  燒死他們
[00:12:14.980 --> 00:12:16.980]  你今天聽到都見到很恐怖
[00:12:16.980 --> 00:12:17.980]  好像一些死亡筆記
[00:12:17.980 --> 00:12:19.980]  有誰是敵黨我們
[00:12:19.980 --> 00:12:21.980]  不如就寫下他的名字
[00:12:21.980 --> 00:12:22.980]  全部查下去
[00:12:22.980 --> 00:12:23.980]  即時行公義
[00:12:23.980 --> 00:12:25.980]  但耶穌就不是這樣看法
[00:12:25.980 --> 00:12:26.980]  耶穌就說
[00:12:26.980 --> 00:12:28.980]  你們知道你們在想什麼嗎
[00:12:28.980 --> 00:12:29.980]  你們的心
[00:12:29.980 --> 00:12:30.980]  是有一份憐憫
[00:12:30.980 --> 00:12:31.980]  你們的心不知道
[00:12:31.980 --> 00:12:35.980]  在當時他們想著傳方的時候
[00:12:35.980 --> 00:12:37.980]  一定會即時有人信主
[00:12:37.980 --> 00:12:38.980]  如果不信主的時候
[00:12:38.980 --> 00:12:39.980]  就沒有了這份耐性
[00:12:39.980 --> 00:12:41.980]  很明顯就不是聖經
[00:12:41.980 --> 00:12:43.980]  為耶穌的心去想法
[00:12:43.980 --> 00:12:44.980]  不願一人沉淪
[00:12:44.980 --> 00:12:46.980]  乃願眾人得救
[00:12:46.980 --> 00:12:48.980]  為什麼主仍然沒有回來
[00:12:48.980 --> 00:12:51.980]  除了有他自己特定的時間給的時候
[00:12:51.980 --> 00:12:52.980]  另一件事就是說
[00:12:52.980 --> 00:12:55.980]  我們還有很多身邊的人
[00:12:55.980 --> 00:12:58.980]  是未經歷到耶穌那份豐盛
[00:12:58.980 --> 00:13:00.980]  令我們在情緒低谷的時候
[00:13:00.980 --> 00:13:03.980]  為什麼能夠有韌力
[00:13:03.980 --> 00:13:05.980]  為什麼令我們憂傷的時候
[00:13:05.980 --> 00:13:07.980]  不會難過到致死
[00:13:07.980 --> 00:13:09.980]  這份情緒的醫治是來自耶穌
[00:13:09.980 --> 00:13:12.980]  其實還有很多人是未經歷過
[00:13:12.980 --> 00:13:13.980]  另一樣就是
[00:13:13.980 --> 00:13:16.980]  面對恩賜那種錯誤的看法
[00:13:16.980 --> 00:13:19.980]  在《少林寺傳》8章18至23記載著
[00:13:19.980 --> 00:13:22.980]  當時的門徒因為領受了義將
[00:13:22.980 --> 00:13:24.980]  和耶穌給他們的能力
[00:13:24.980 --> 00:13:26.980]  就去各城各鄉的時候
[00:13:26.980 --> 00:13:29.980]  行神蹟、醫治、趕鬼的時候
[00:13:29.980 --> 00:13:30.980]  去到一個地方的時候
[00:13:30.980 --> 00:13:32.980]  有一個人叫西門
[00:13:32.980 --> 00:13:34.980]  他就看到這班人很厲害
[00:13:34.980 --> 00:13:35.980]  信了耶穌之後
[00:13:35.980 --> 00:13:37.980]  和之前的人是不同的
[00:13:37.980 --> 00:13:38.980]  大有能力
[00:13:38.980 --> 00:13:39.980]  我也很想像他們那樣
[00:13:39.980 --> 00:13:41.980]  不過他就用錯的方式
[00:13:41.980 --> 00:13:43.980]  他就想說
[00:13:43.980 --> 00:13:45.980]  不如你出售技能給我吧
[00:13:45.980 --> 00:13:47.980]  好像RPG那樣
[00:13:47.980 --> 00:13:48.980]  你給我買了你的裝備
[00:13:48.980 --> 00:13:49.980]  買了你的技能的時候
[00:13:49.980 --> 00:13:50.980]  就可以解鎖了
[00:13:50.980 --> 00:13:52.980]  結果當然是被人罵
[00:13:52.980 --> 00:13:55.980]  彼得就嚴重的去斥責他
[00:13:55.980 --> 00:13:58.980]  你不用在這件事上有份
[00:13:58.980 --> 00:14:01.980]  因為你妄想你的恩賜可以購買
[00:14:01.980 --> 00:14:04.980]  有時候我們信主之後
[00:14:04.980 --> 00:14:09.980]  我們仍然帶著社會不合聖經
[00:14:09.980 --> 00:14:11.980]  那份價值觀進來教會的時候
[00:14:11.980 --> 00:14:14.980]  其實我們是要首先被聖靈充滿
[00:14:14.980 --> 00:14:15.980]  是要去更新我們
[00:14:15.980 --> 00:14:18.980]  甚至被聖經冒犯我們
[00:14:18.980 --> 00:14:20.980]  當我們想起的時候
[00:14:20.980 --> 00:14:24.980]  我記得在我初期信主的時候
[00:14:24.980 --> 00:14:25.980]  我剛才就和大家說
[00:14:25.980 --> 00:14:27.980]  用一些辯論方式
[00:14:27.980 --> 00:14:30.980]  辯論可能我會贏了他在理性上
[00:14:30.980 --> 00:14:32.980]  但往往當我傳訪一些對象
[00:14:32.980 --> 00:14:33.980]  一句就得過你
[00:14:33.980 --> 00:14:35.980]  Jimmy 我都不覺得你的生命
[00:14:35.980 --> 00:14:38.980]  信了主之後有什麼分別
[00:14:38.980 --> 00:14:39.980]  你不是也是這樣
[00:14:39.980 --> 00:14:41.980]  你也是這樣的個性
[00:14:41.980 --> 00:14:43.980]  甚至你和我面對同一件事的時候
[00:14:43.980 --> 00:14:44.980]  一樣的解讀
[00:14:44.980 --> 00:14:45.980]  一樣的犧牲
[00:14:45.980 --> 00:14:47.980]  又沒有一個逆轉
[00:14:47.980 --> 00:14:49.980]  也沒有一個持久力的時候
[00:14:49.980 --> 00:14:51.980]  為什麼我要信你所描述的耶穌呢
[00:14:51.980 --> 00:14:53.980]  都不覺得大有能力
[00:14:53.980 --> 00:14:55.980]  我聽完這番話的時候
[00:14:55.980 --> 00:14:57.980]  我就知道
[00:14:57.980 --> 00:14:59.980]  我就放下這個爭執
[00:14:59.980 --> 00:15:01.980]  我就剛剛做了一個祈禱
[00:15:01.980 --> 00:15:02.980]  我就說 神啊
[00:15:02.980 --> 00:15:04.980]  既然你真的這麼厲害的時候
[00:15:04.980 --> 00:15:05.980]  既然你真的復活了的時候
[00:15:05.980 --> 00:15:08.980]  不單止只是我想體驗到
[00:15:08.980 --> 00:15:10.980]  我想我身邊的人都體驗到
[00:15:10.980 --> 00:15:11.980]  耶穌真的復活了
[00:15:11.980 --> 00:15:13.980]  那個大能是充滿在我心裡面
[00:15:13.980 --> 00:15:16.980]  讓我的生命可以被改變
[00:15:16.980 --> 00:15:17.980]  那時候就想
[00:15:17.980 --> 00:15:20.980]  怎樣可以讓他們看到聖靈充滿呢
[00:15:20.980 --> 00:15:21.980]  我就想起
[00:15:21.980 --> 00:15:25.980]  聖靈果子正正就是聖靈結出
[00:15:25.980 --> 00:15:27.980]  平時我本身沒有這份節制的話
[00:15:27.980 --> 00:15:28.980]  我單靠意志
[00:15:28.980 --> 00:15:29.980]  我一定要做到
[00:15:29.980 --> 00:15:30.980]  我一定要行善
[00:15:30.980 --> 00:15:32.980]  或者我一定要不要做一些不好的事
[00:15:32.980 --> 00:15:33.980]  不停地催眠自己的時候
[00:15:33.980 --> 00:15:35.980]  很快就固態復民
[00:15:35.980 --> 00:15:37.980]  因為人的罪性
[00:15:37.980 --> 00:15:38.980]  或者是惰性
[00:15:38.980 --> 00:15:40.980]  甚至一些對家人的脾氣
[00:15:40.980 --> 00:15:41.980]  忍耐的時候
[00:15:41.980 --> 00:15:43.980]  為什麼我信主之後
[00:15:43.980 --> 00:15:44.980]  都仍然和他吵架呢
[00:15:44.980 --> 00:15:45.980]  其實沒有分別
[00:15:45.980 --> 00:15:46.980]  家人是看不到的
[00:15:46.980 --> 00:15:48.980]  家人不會無端回教會的
[00:15:48.980 --> 00:15:51.980]  他第一個接觸耶穌的形象的話
