
[00:00:00.000 --> 00:00:03.800]  天使在聖經裏是一個很引人入勝的存在
[00:05:10.800 --> 00:05:13.800]  神的兒子可能只是說皇族
[00:05:13.800 --> 00:05:16.800]  不是說天使
[00:05:16.800 --> 00:05:17.800]  蒼西基提到
[00:05:17.800 --> 00:05:20.800]  那時有偉人在地上
[00:05:20.800 --> 00:05:23.800]  後來神的兒子和人的女兒交合生子
[00:05:23.800 --> 00:05:26.800]  那些就是上古英武有名的人
[00:05:26.800 --> 00:05:31.800]  所以有兩個解釋出來
[00:05:31.800 --> 00:05:32.800]  如果看學術界
[00:05:32.800 --> 00:05:35.800]  有兩個最多人接受
[00:05:35.800 --> 00:05:38.800]  一個就是皇族的人
[00:05:38.800 --> 00:05:40.800]  因為都會這樣說
[00:05:40.800 --> 00:05:42.800]  另外一個就是天使
[00:05:42.800 --> 00:05:45.800]  原因都是剛才說的原因
[00:05:45.800 --> 00:05:47.800]  聖經裏面的巨人
[00:05:47.800 --> 00:05:50.800]  是否就是天使和人的混種呢?
[00:05:50.800 --> 00:05:53.800]  如果你跟從剛才我們說的
[00:05:53.800 --> 00:05:55.800]  蒼世紀第六章
[00:05:55.800 --> 00:05:56.800]  如果你是天使
[00:05:56.800 --> 00:05:57.800]  那就是了
[00:05:57.800 --> 00:05:59.800]  如果你覺得那些是皇族
[00:05:59.800 --> 00:06:00.800]  那就不是了
[00:06:00.800 --> 00:06:03.800]  你一…
[00:06:03.800 --> 00:06:04.800]  怎樣說呢?
[00:06:04.800 --> 00:06:06.800]  你看你那裏怎樣解釋
[00:06:06.800 --> 00:06:09.800]  後來那些就跟著下的
[00:06:09.800 --> 00:06:11.800]  如果那些兒子們是天使
[00:06:11.800 --> 00:06:13.800]  可否說現在有些人
[00:06:13.800 --> 00:06:15.800]  還是流著天使的血呢?
[00:06:15.800 --> 00:06:17.800]  不可以,為甚麼呢?
[00:06:17.800 --> 00:06:20.800]  因為那裏是蒼世紀第六章
[00:06:20.800 --> 00:06:22.800]  跟著就洗到有洪水
[00:06:22.800 --> 00:06:25.800]  就殺了整個世界的人
[00:06:25.800 --> 00:06:27.800]  現在的世界的人是羅亞
[00:06:27.800 --> 00:06:29.800]  和她三個兒子的後裔
[00:06:29.800 --> 00:06:31.800]  那些是應該沒有的
[00:06:31.800 --> 00:06:33.800]  所以不應該有
[00:06:33.800 --> 00:06:34.800]  在這個課題裏面
[00:06:34.800 --> 00:06:37.800]  我們見到很多對天使的觀念
[00:06:37.800 --> 00:06:38.800]  都是錯的
[00:06:38.800 --> 00:06:39.800]  又或者很多事
[00:06:39.800 --> 00:06:41.800]  其實我們未必可以考究到
[00:06:41.800 --> 00:06:43.800]  如果給天使一個定義
[00:06:43.800 --> 00:06:45.800]  Dr. Wong你又會怎樣給呢?
[00:06:45.800 --> 00:06:48.800]  神的使者
[00:06:48.800 --> 00:06:50.800]  其實那個字的意思就是
[00:06:50.800 --> 00:06:51.800]  神的使者
[00:06:51.800 --> 00:06:53.800]  Angel就是神的使者
[00:06:53.800 --> 00:06:59.800]  神的使者日常究竟有甚麼任務?
[00:06:59.800 --> 00:07:02.800]  天使有沒有階級之分?
[00:07:03.800 --> 00:07:05.800]  而魔鬼撒旦
[00:07:05.800 --> 00:07:07.800]  是否就是墮落了的天使?
[00:07:07.800 --> 00:07:11.800]  下一集Dr. Wong再為大家拆解
[00:07:12.800 --> 00:07:14.800]  (字幕製作:貝爾)
[00:07:14.800 --> 00:07:16.800]  (CC字幕製作:貝爾)
[00:07:16.800 --> 00:07:18.800]  (字幕製作:貝爾)

