
[00:00:00.000 --> 00:00:02.880]  各位弟兄姊妹 各位朋友 午安
[00:02:16.480 --> 00:02:19.480]  所以母親要學習放手
[00:02:19.480 --> 00:02:23.280]  於是她這樣說的時候
[00:02:23.280 --> 00:02:29.080]  我就立即在電腦前查有關過度保護
[00:02:29.080 --> 00:02:32.080]  很快地我又看到一篇分享
[00:02:32.080 --> 00:02:33.080]  那裡這樣說
[00:02:33.080 --> 00:02:36.880]  過度保護也是一種傷害
[00:02:36.880 --> 00:02:40.080]  教養斷捨離三心法
[00:02:40.080 --> 00:02:42.880]  讓孩子更強大
[00:02:42.880 --> 00:02:47.280]  那裡解釋過度保護是什麼呢?
[00:02:47.280 --> 00:02:53.080]  過度保護就是不讓孩子遭遇任何困難
[00:02:53.080 --> 00:02:55.080]  幫他們解決問題
[00:02:55.080 --> 00:03:00.080]  沒有給他們獨立解決問題的機會
[00:03:00.080 --> 00:03:05.080]  當孩子遇到意見和自己不一樣的時候
[00:03:05.080 --> 00:03:08.480]  他就會覺得被冒犯
[00:03:08.480 --> 00:03:10.480]  而當他慢慢長大
[00:03:10.480 --> 00:03:12.280]  步入這個社會之後
[00:03:12.280 --> 00:03:15.480]  一旦遇到沒辦法處理的難題的時候
[00:03:15.480 --> 00:03:23.480]  他的取態就是會立即躲在自己的王國裡埋怨和討伐
[00:03:23.480 --> 00:03:29.480]  討伐的意思就是他需要討取他人的安慰和安撫
[00:03:29.480 --> 00:03:32.280]  繼而當他進入職場
[00:03:32.280 --> 00:03:35.480]  甚或是進入一段婚姻關係的時候
[00:03:35.480 --> 00:03:40.080]  因為他沒辦法感受環境和他人的需要
[00:03:40.080 --> 00:03:45.080]  他就變得很容易在關係裡關卡住了
[00:03:45.080 --> 00:03:48.480]  過度受寵的孩子
[00:03:48.480 --> 00:03:52.480]  他會習慣將自己放在首位
[00:03:52.480 --> 00:03:56.080]  缺乏了對他人的關心
[00:03:56.080 --> 00:04:02.080]  相繼也會習慣依賴別人去完成任務或處理困難
[00:04:02.080 --> 00:04:05.080]  當他們遇到困難的時候
[00:04:05.080 --> 00:04:10.080]  他們就會容易放棄缺乏毅力
[00:04:10.080 --> 00:04:16.080]  同時因為孩子缺乏了正確行為的教養和紀律
[00:04:16.080 --> 00:04:20.080]  孩子就會容易變得任性
[00:04:20.080 --> 00:04:22.080]  不懂得尊重他人
[00:04:22.080 --> 00:04:29.080]  當別人不願意順著自己的意思的時候
[00:04:29.080 --> 00:04:33.080]  孩子就會覺得自己被虧待
[00:04:33.080 --> 00:04:36.080]  永遠錯的都是別人
[00:04:36.080 --> 00:04:42.080]  當然他的人際關係也不會很理想
[00:04:42.080 --> 00:04:46.080]  然而現今很多的現代父母
[00:04:46.080 --> 00:04:50.080]  由於太過努力要當父母
[00:04:50.080 --> 00:04:54.080]  往往忽略甚至忘記了當夫妻
[00:04:54.080 --> 00:04:57.080]  更加完全忘記了自己
[00:04:57.080 --> 00:05:05.080]  其實平衡的婚姻關係是需要彼此之間互相尊重
[00:05:05.080 --> 00:05:09.080]  更加需要有健康的界限
[00:05:09.080 --> 00:05:11.080]  獨立的自我
[00:05:11.080 --> 00:05:15.080]  而親子關係也是這樣
[00:05:15.080 --> 00:05:19.080]  放手讓孩子的自立
[00:05:19.080 --> 00:05:27.080]  是給父母機會重新檢視彼此之間的婚姻關係和自我
[00:05:27.080 --> 00:05:29.080]  而當父母學習
[00:05:29.080 --> 00:05:33.080]  也將自己的需求放在孩子面前的時候
[00:05:33.080 --> 00:05:40.080]  其實也讓孩子能夠更加從父母健康自然的關係中
[00:05:40.080 --> 00:05:44.080]  學習正常的關係對待
[00:05:44.080 --> 00:05:50.080]  這樣才能培養出獨立的自我
[00:05:50.080 --> 00:05:55.080]  父母如果太過以孩子為中心的話
[00:05:55.080 --> 00:06:00.080]  就會錯過了孩子的脆弱程度
[00:06:00.080 --> 00:06:02.080]  在過度保護之下
[00:06:02.080 --> 00:06:09.080]  其實父母會剝奪了他們自然生存的本能
[00:06:09.080 --> 00:06:14.080]  我想一生保護你
[00:06:14.080 --> 00:06:18.080]  我們如果想一生保護我們的孩子
[00:06:18.080 --> 00:06:21.080]  就要學習放手
[00:06:21.080 --> 00:06:24.080]  讓孩子學習成長
[00:06:24.080 --> 00:06:28.080]  成為母親不應該盲目
[00:06:28.080 --> 00:06:32.080]  非有意識地犧牲奉獻自我
[00:06:32.080 --> 00:06:36.080]  而是在每個生命的階段中
[00:06:36.080 --> 00:06:38.080]  學習放手
[00:06:38.080 --> 00:06:42.080]  讓孩子學習成長的同時
[00:06:42.080 --> 00:06:47.080]  母親我們一起自我成長
[00:06:47.080 --> 00:06:51.080]  今天我們只進入一點
[00:06:51.080 --> 00:06:54.080]  就是我想一生保護你
[00:06:54.080 --> 00:06:56.080]  我的孩子
[00:06:56.080 --> 00:07:00.080]  我們需要學習一顆無畏的信心
[00:07:00.080 --> 00:07:02.080]  開始之前
[00:07:02.080 --> 00:07:04.080]  很想邀請大家一起讀出
[00:07:04.080 --> 00:07:07.080]  今天的經文出埃及記
[00:07:07.080 --> 00:07:09.080]  二章一至十節
[00:07:09.080 --> 00:07:10.080]  1、2、3
[00:07:10.080 --> 00:07:12.080]  有一個利未家的人
[00:07:12.080 --> 00:07:15.080]  娶了一個利未女子為妻
[00:07:15.080 --> 00:07:19.080]  那女人懷孕生了一個兒子
[00:07:19.080 --> 00:07:23.080]  見他盡美就把他藏了三個月
[00:07:23.080 --> 00:07:25.080]  後來不能再藏
[00:07:25.080 --> 00:07:27.080]  就娶了一個蒲草箱
[00:07:27.080 --> 00:07:30.080]  沒想怕油和樹枝
[00:07:30.080 --> 00:07:32.080]  將孩子放在裡面
[00:07:32.080 --> 00:07:36.080]  把箱子擱在尼羅河邊的蘆葦中
[00:07:36.080 --> 00:07:39.080]  孩子的子子遠遠站著
[00:07:39.080 --> 00:07:42.080]  要知道他究竟會怎樣
[00:07:42.080 --> 00:07:46.080]  發露的女兒來到尼羅河邊洗澡
[00:07:46.080 --> 00:07:49.080]  她的女僕們在河邊行走
[00:07:49.080 --> 00:07:52.080]  她看見在蘆葦中的箱子
[00:07:52.080 --> 00:07:55.080]  就派一個屎女把她拿來
[00:07:55.080 --> 00:07:58.080]  她打開箱子看見那孩子
[00:07:58.080 --> 00:08:01.080]  看啊!男孩在哭
[00:08:01.080 --> 00:08:03.080]  她就可憐她說
[00:08:03.080 --> 00:08:06.080]  這是希伯來人的一個孩子
[00:08:06.080 --> 00:08:09.080]  孩子的子子對發露的女兒說
[00:08:09.080 --> 00:08:13.080]  我去叫一個希伯來婦人來作奶媽
[00:08:13.080 --> 00:08:16.080]  替你養這孩子好嗎?
[00:08:16.080 --> 00:08:18.080]  發露的女兒對她說
[00:08:18.080 --> 00:08:23.080]  去吧!那女孩就去叫了孩子的母親來
[00:08:23.080 --> 00:08:25.080]  發露的女兒對她說
[00:08:25.080 --> 00:08:27.080]  你把這孩子抱去
[00:08:27.080 --> 00:08:29.080]  替我養這孩子
[00:08:29.080 --> 00:08:31.080]  我必給你工錢
[00:08:31.080 --> 00:08:35.080]  那婦人就把孩子接過來養她
[00:08:35.080 --> 00:08:37.080]  孩子長大了
[00:08:37.080 --> 00:08:40.080]  婦人把她帶到發露的女兒那裡
[00:08:40.080 --> 00:08:43.080]  就作了她的兒子
[00:08:43.080 --> 00:08:46.080]  她給孩子起名叫摩西說
[00:08:46.080 --> 00:08:50.080]  因我把她從水裡拉出來
[00:08:50.080 --> 00:08:55.080]  利美是雅各十二個兒子裡排行第三
[00:08:55.080 --> 00:09:00.080]  她也是約瑟其中的一個哥哥
[00:09:00.080 --> 00:09:04.080]  我們知道當到了約瑟和利美那一代
[00:09:04.080 --> 00:09:08.080]  他們十二個兄弟都先後離世之後
[00:09:08.080 --> 00:09:11.080]  整個以色列家
[00:09:11.080 --> 00:09:18.080]  就從一個安穩的時代進入黑暗的時代
[00:09:18.080 --> 00:09:21.080]  埃及新一代的法老
[00:09:21.080 --> 00:09:25.080]  他強迫奴役以色列人做苦工
[00:09:25.080 --> 00:09:29.080]  而且還下令凡是以色列所生下來
[00:09:29.080 --> 00:09:34.080]  如果是男嬰就要滅絕他們
[00:09:34.080 --> 00:09:37.080]  只能夠保留女孩子的性命
[00:09:37.080 --> 00:09:39.080]  讓女孩得以存活
[00:09:39.080 --> 00:09:45.080]  以色列的百姓當時的生活是極其痛苦
[00:09:45.080 --> 00:09:50.080]  縱然在這個黑暗時代裡
[00:09:50.080 --> 00:09:55.080]  以色列的百姓長期在受壓的日子裡生活
[00:09:55.080 --> 00:10:02.080]  但是神的拯救依然一直都在
[00:10:02.080 --> 00:10:06.080]  這裡所提到的利美家庭
[00:10:06.080 --> 00:10:12.080]  就是相信並且看見神生基的拯救
[00:10:12.080 --> 00:10:18.080]  我們都知道這位男嬰是誰
[00:10:18.080 --> 00:10:20.080]  對 就是摩西
[00:10:20.080 --> 00:10:24.080]  而那女人就是摩西的媽媽
[00:10:24.080 --> 00:10:28.080]  她的名字叫做約基別
[00:10:28.080 --> 00:10:32.080]  摩西不單是她的媽媽
[00:10:32.080 --> 00:10:36.080]  其實她的父親同樣是信靠神
[00:10:36.080 --> 00:10:38.080]  經文裡這樣說
[00:10:38.080 --> 00:10:42.080]  因著信摩西生下來
[00:10:42.080 --> 00:10:46.080]  她的父母見她是個盡美的孩子
[00:10:46.080 --> 00:10:49.080]  把她藏了三個月
[00:10:49.080 --> 00:10:54.080]  並不怕王的命令
[00:10:54.080 --> 00:11:01.080]  無毅的信心就是倚靠仰望和等候神的幫助
[00:11:01.080 --> 00:11:04.080]  就是要專心仰賴耶和華
[00:11:04.080 --> 00:11:07.080]  不要倚靠自己的聰明
[00:11:07.080 --> 00:11:10.080]  要在我們一切所走的路上
[00:11:10.080 --> 00:11:14.080]  都要認定我們這位神
[00:11:14.080 --> 00:11:19.080]  專心尋求耶和華的就必尋見
[00:11:19.080 --> 00:11:24.080]  摩西的父母就正正是這樣
[00:11:24.080 --> 00:11:30.080]  因為他們尋見、看見的是從神而來的看見
[00:11:30.080 --> 00:11:32.080]  這裡說什麼
[00:11:32.080 --> 00:11:35.080]  上帝看為盡美
[00:11:35.080 --> 00:11:40.080]  就是說神看摩西為美好
[00:11:40.080 --> 00:11:43.080]  堅心依賴神的
[00:11:43.080 --> 00:11:48.080]  神就必保守她有十分的平安
[00:11:48.080 --> 00:11:52.080]  因為她倚靠神
[00:11:52.080 --> 00:11:57.080]  摩西的父母就是因著堅心依賴耶和華
[00:11:57.080 --> 00:12:00.080]  他們心裡常有神的平安
[00:12:00.080 --> 00:12:04.080]  以至他們不膽怯、不懼怕法老的命令
[00:12:04.080 --> 00:12:11.080]  決定要保存他們的兒子摩西的成名
[00:12:11.080 --> 00:12:16.080]  而堅心依賴耶和華的摩西媽媽約基別
[00:12:16.080 --> 00:12:22.080]  她的心就是常被保守在神自己的平安裡
[00:12:22.080 --> 00:12:24.080]  去引導、幫助她學習
[00:12:24.080 --> 00:12:28.080]  如何靠著神去放手
[00:12:28.080 --> 00:12:34.080]  信實地經歷神是那位不單保護她自己
[00:12:34.080 --> 00:12:38.080]  還是保護她兒子摩西那一位
[00:12:38.080 --> 00:12:44.080]  約基別她第一次放手的時候
[00:12:44.080 --> 00:12:48.080]  摩西只有三個月大
[00:12:48.080 --> 00:12:51.080]  縱然摩西對上
[00:12:51.080 --> 00:12:54.080]  我們知道她有一個姐姐
[00:12:54.080 --> 00:12:56.080]  記不記得叫什麼名字
[00:12:56.080 --> 00:12:58.080]  我提醒大家
[00:12:58.080 --> 00:13:00.080]  就是叫米利岩
[00:13:00.080 --> 00:13:03.080]  她哥哥大家印象比較深刻
[00:13:03.080 --> 00:13:05.080]  她哥哥叫什麼名字
[00:13:05.080 --> 00:13:07.080]  快而準
[00:13:07.080 --> 00:13:10.080]  但聖經對於她兩位
[00:13:10.080 --> 00:13:16.080]  似乎沒有記載她們是如何被撫養長大
[00:13:16.080 --> 00:13:22.080]  但就是唯獨她們家裡最小的兒子摩西
[00:13:22.080 --> 00:13:28.080]  經文說約基別為她預備了一個抱草箱
[00:13:28.080 --> 00:13:33.080]  將三個月大的摩西放在裡面
[00:13:33.080 --> 00:13:36.080]  然後連同抱草箱
[00:13:36.080 --> 00:13:40.080]  放在尼羅河邊的蘆葦中
[00:13:40.080 --> 00:13:43.080]  約基別對神無偽的信心
[00:13:43.080 --> 00:13:46.080]  她沒有倚靠自己的聰明
[00:13:46.080 --> 00:13:49.080]  她在一切所行的路上
[00:13:49.080 --> 00:13:53.080]  她都堅定要倚靠耶和華的拯救
[00:13:53.080 --> 00:13:55.080]  這個信心的行為
[00:13:55.080 --> 00:14:01.080]  我們可以透過她如何為摩西預備抱草箱
[00:14:01.080 --> 00:14:04.080]  作為摩西一個堅固的保護
[00:14:04.080 --> 00:14:07.080]  我們當中可以看到
[00:14:07.080 --> 00:14:12.080]  抱草是合適造船的物料
[00:14:12.080 --> 00:14:16.080]  而箱亦同樣譯作為方舟
[00:14:16.080 --> 00:14:20.080]  兩者都有得救的意思
[00:14:20.080 --> 00:14:26.080]  而柏油和樹枝本身有防水的作用
[00:14:26.080 --> 00:14:30.080]  將抱草箱放在尼羅河邊的蘆葦中
[00:14:30.080 --> 00:14:33.080]  這個淺水的地方
[00:14:33.080 --> 00:14:39.080]  是不讓水流容易將抱草箱沖走
[00:14:39.080 --> 00:14:42.080]  我們現今的人都知道
[00:14:42.080 --> 00:14:48.080]  蘆葦有減輕太陽的熱力
[00:14:48.080 --> 00:14:50.080]  由此可見
[00:14:50.080 --> 00:14:53.080]  不論是抱草箱所選用的材料
[00:14:53.080 --> 00:14:59.080]  甚或當約基別走到最後一步
[00:14:59.080 --> 00:15:04.080]  將她的孩子摩西放下的位置
[00:15:04.080 --> 00:15:08.080]  我們都能夠充分體會到
[00:15:08.080 --> 00:15:14.080]  約基別對她兒子摩西那份的愛
[00:15:14.080 --> 00:15:20.080]  學習放手從來都不是容易的生命功課
[00:15:20.080 --> 00:15:24.080]  但對作為媽媽的約基別來說
[00:15:24.080 --> 00:15:29.080]  她卻心裏很清楚一件事
[00:15:29.080 --> 00:15:32.080]  她不要去倚靠自己的聰明
[00:15:32.080 --> 00:15:35.080]  她選擇在一切所行的路上
[00:15:35.080 --> 00:15:38.080]  都要認定耶和華的拯救
[00:15:38.080 --> 00:15:40.080]  因為她知道只有這樣
[00:15:40.080 --> 00:15:44.080]  才會對她的孩子得到最大的保護
[00:15:44.080 --> 00:15:47.080]  我們再看看
[00:15:47.080 --> 00:15:56.080]  尼羅河原本是法老要來滅絕以色列後裔的地方
[00:15:56.080 --> 00:16:03.080]  但因著約基別對神無偽的信心
[00:16:03.080 --> 00:16:08.080]  參與和配合神給摩西的拯救
[00:16:08.080 --> 00:16:15.080]  尼羅河反倒成為拯救以色列後裔的地方
[00:16:15.080 --> 00:16:20.080]  神的道路高過人的道路
[00:16:20.080 --> 00:16:25.080]  神的意念亦都高過人的意念
[00:16:25.080 --> 00:16:28.080]  以下有一個生命分享
[00:16:28.080 --> 00:16:32.080]  當中和我女兒有關的部分
[00:16:32.080 --> 00:16:36.080]  我已經預先和她溝通好
[00:16:36.080 --> 00:16:39.080]  得到她本人的同意
[00:16:39.080 --> 00:16:42.080]  上星期和她聊天
[00:16:42.080 --> 00:16:46.080]  她分享她中一的時候
[00:16:46.080 --> 00:16:49.080]  她是如何倚靠神的話
[00:16:49.080 --> 00:16:51.080]  經歷到神的同在
[00:16:51.080 --> 00:16:53.080]  和神給予她的信心
[00:16:53.080 --> 00:16:55.080]  幫助她克服
[00:16:55.080 --> 00:17:01.080]  其實她從小到大最害怕和最擔心的一件事
[00:17:01.080 --> 00:17:07.080]  就是別人是否喜歡和她做朋友
[00:17:07.080 --> 00:17:11.080]  她這種擔心和害怕
[00:17:11.080 --> 00:17:16.080]  我稱為條件式的友誼
[00:17:16.080 --> 00:17:23.080]  因為她很害怕和別人的友誼消失
[00:17:23.080 --> 00:17:27.080]  所以她很長時間都要經歷
[00:17:27.080 --> 00:17:30.080]  對方會和她說
[00:17:30.080 --> 00:17:32.080]  如果你這樣做的話
[00:17:32.080 --> 00:17:35.080]  我才會和你做朋友
[00:17:35.080 --> 00:17:39.080]  所以在這種條件式友誼下
[00:17:39.080 --> 00:17:46.080]  她不多不少的心態都受到威脅
[00:17:46.080 --> 00:17:50.080]  所以她容易覺得自己經常做錯
[00:17:50.080 --> 00:17:52.080]  做得不好
[00:17:52.080 --> 00:17:55.080]  但她總是有問題的根源
[00:17:55.080 --> 00:17:57.080]  作為媽媽
[00:17:57.080 --> 00:17:59.080]  知道女兒年紀這麼小
[00:17:59.080 --> 00:18:02.080]  就要遇到這些人際問題
[00:18:02.080 --> 00:18:07.080]  一方面我的心會痛心和難過
[00:18:07.080 --> 00:18:10.080]  因為我覺得她的樣貌
[00:18:10.080 --> 00:18:12.080]  當時我覺得她挺可愛
[00:18:12.080 --> 00:18:16.080]  但別人會嫌棄她
[00:18:16.080 --> 00:18:18.080]  但一方面作為媽媽
[00:18:18.080 --> 00:18:20.080]  我都很竭盡所能
[00:18:20.080 --> 00:18:23.080]  盡我所能去保護她
[00:18:23.080 --> 00:18:27.080]  讓她的心靈不要經常受創
[00:18:27.080 --> 00:18:31.080]  所以從幼稚園至小學期間
[00:18:31.080 --> 00:18:37.080]  我都用了一個比較直接和主動的方法介入
[00:18:37.080 --> 00:18:39.080]  和小朋友相處
[00:18:39.080 --> 00:18:46.080]  一方面我會主動地和她的媽媽溝通
[00:18:46.080 --> 00:18:49.080]  當然過程中我都很有禮貌
[00:18:49.080 --> 00:18:53.080]  去解釋她的用意是怎樣
[00:18:53.080 --> 00:18:56.080]  甚至在學校發生這些事情後
[00:18:56.080 --> 00:18:59.080]  除了和她的班主任
[00:18:59.080 --> 00:19:03.080]  有需要我都會和她的主任、校長等等直接溝通
[00:19:03.080 --> 00:19:05.080]  其實我的心裡
[00:19:05.080 --> 00:19:08.080]  我很想竭盡我所能
[00:19:08.080 --> 00:19:11.080]  用盡我一切的能力去解釋
[00:19:11.080 --> 00:19:13.080]  讓大人明白
[00:19:13.080 --> 00:19:23.080]  其實我女兒只是和朋友、學生不懂得表達意願
[00:19:23.080 --> 00:19:26.080]  她只是想和他們做朋友
[00:19:26.080 --> 00:19:28.080]  有個伴
[00:19:28.080 --> 00:19:31.080]  同時一方面
[00:19:31.080 --> 00:19:34.080]  在她成長的過程中
[00:19:34.080 --> 00:19:37.080]  我很感恩神應允了我的禱告
[00:19:37.080 --> 00:19:42.080]  她從小能夠在一個愛心的群體中成長
[00:19:42.080 --> 00:19:47.080]  因為無論是教會的同伴、學校的同學
[00:19:47.080 --> 00:19:50.080]  他們的家長、老師
[00:19:50.080 --> 00:19:53.080]  甚至是教會裡的導師
[00:19:53.080 --> 00:19:58.080]  他們大部分都很有愛心、同理心和很明白事理
[00:19:58.080 --> 00:20:02.080]  而更加很願意和我們這個家庭同行
[00:20:02.080 --> 00:20:05.080]  但我個人來說
[00:20:05.080 --> 00:20:10.080]  因為我當時太過經常性地過度擔心
[00:20:10.080 --> 00:20:13.080]  和緊張她的人際關係
[00:20:13.080 --> 00:20:17.080]  慢慢地我變得容易精神緊張
[00:20:17.080 --> 00:20:20.080]  很容易很生氣
[00:20:20.080 --> 00:20:22.080]  經常都很不開心
[00:20:22.080 --> 00:20:24.080]  很容易發脾氣
[00:20:24.080 --> 00:20:26.080]  情緒起伏都比較大
[00:20:26.080 --> 00:20:31.080]  因此我先後都幻想了兩次的鴿曠
[00:20:31.080 --> 00:20:33.080]  但很可惜
[00:20:33.080 --> 00:20:35.080]  縱然我都很傾盡全力
[00:20:35.080 --> 00:20:39.080]  但我女兒的人際關係當時來說
[00:20:39.080 --> 00:20:42.080]  是沒有顯著的改善
[00:20:42.080 --> 00:20:46.080]  後來我發現了網上有一個禱告網站
[00:20:46.080 --> 00:20:50.080]  裡面其中一個的祈禱學習
[00:20:50.080 --> 00:20:54.080]  就是如何為孩子禱告三十天
[00:20:54.080 --> 00:20:58.080]  這簡直是我生命的曙光
[00:20:58.080 --> 00:21:00.080]  我有幾年的時間
[00:21:00.080 --> 00:21:02.080]  三十天又三十天
[00:21:02.080 --> 00:21:05.080]  按著每天的禱文內容
[00:21:05.080 --> 00:21:07.080]  為我的女兒祈禱
[00:21:07.080 --> 00:21:10.080]  裡面每一篇的禱文
[00:21:10.080 --> 00:21:12.080]  都是重重複複地提醒我
[00:21:12.080 --> 00:21:14.080]  其實女兒的生命
[00:21:14.080 --> 00:21:18.080]  是有神參與帶領和介入
[00:21:18.080 --> 00:21:20.080]  幫助我學習
[00:21:20.080 --> 00:21:24.080]  依靠神步步帶著她交託給神
[00:21:24.080 --> 00:21:28.080]  和神一起去養育她
[00:21:28.080 --> 00:21:30.080]  說回中一的時候
[00:21:30.080 --> 00:21:35.080]  她同樣遇到同類的人際關係問題
[00:21:35.080 --> 00:21:37.080]  她被同學嫌棄
[00:21:37.080 --> 00:21:38.080]  嫌棄她很煩
[00:21:38.080 --> 00:21:41.080]  太多話又很黏人
[00:21:41.080 --> 00:21:44.080]  於是有幾個同學
[00:21:44.080 --> 00:21:46.080]  他們達成一致的共識
[00:21:46.080 --> 00:21:50.080]  就是沒有和我女兒做朋友
[00:21:50.080 --> 00:21:52.080]  我女兒又鼓起勇氣
[00:21:52.080 --> 00:21:55.080]  在群組裡一次過問他們
[00:21:55.080 --> 00:21:58.080]  其實為什麼你不喜歡同類人
[00:21:58.080 --> 00:22:01.080]  為什麼你不喜歡和我做朋友
[00:22:01.080 --> 00:22:03.080]  你不喜歡我什麼
[00:22:03.080 --> 00:22:05.080]  對方又很特別
[00:22:05.080 --> 00:22:08.080]  他們又很坦誠地告訴她
[00:22:08.080 --> 00:22:10.080]  不喜歡她什麼
[00:22:10.080 --> 00:22:12.080]  真的很奇妙
[00:22:12.080 --> 00:22:17.080]  而聖靈也讓我女兒
[00:22:17.080 --> 00:22:19.080]  想起一節經文
[00:22:19.080 --> 00:22:22.080]  就是臨前的十章十三節
[00:22:22.080 --> 00:22:24.080]  你們所受的考驗
[00:22:24.080 --> 00:22:27.080]  無非是人所承受得了的
[00:22:27.080 --> 00:22:29.080]  甚至信實的
[00:22:29.080 --> 00:22:33.080]  它不會讓你們遭受無法承受的考驗
[00:22:33.080 --> 00:22:35.080]  在受考驗的時候
[00:22:35.080 --> 00:22:38.080]  總會給你們開一條出路
[00:22:38.080 --> 00:22:41.080]  讓你們能忍受得了
[00:22:41.080 --> 00:22:44.080]  這句經文鼓勵了她
[00:22:44.080 --> 00:22:47.080]  專心做好自己的本分
[00:22:47.080 --> 00:22:51.080]  她慢慢在學校的時候
[00:22:51.080 --> 00:22:55.080]  她開始能夠好好專心上課
[00:22:55.080 --> 00:22:58.080]  慢慢她也放下了
[00:22:58.080 --> 00:23:01.080]  別人喜歡還是不喜歡她
[00:23:01.080 --> 00:23:04.080]  或者別人喜不喜歡和她做朋友
[00:23:04.080 --> 00:23:06.080]  不久後
[00:23:06.080 --> 00:23:08.080]  她在我的房間裡
[00:23:08.080 --> 00:23:11.080]  她又發現了一個鑰匙扣
[00:23:11.080 --> 00:23:13.080]  鑰匙扣裡面
[00:23:13.080 --> 00:23:17.080]  有一處約翰福音三章十六節的經文
[00:23:17.080 --> 00:23:18.080]  神愛世人
[00:23:18.080 --> 00:23:21.080]  甚至將他獨一的兒子賜給他們
[00:23:21.080 --> 00:23:23.080]  叫一切信他的人
[00:23:23.080 --> 00:23:26.080]  不致滅亡反得永生
[00:23:26.080 --> 00:23:28.080]  透過這個經文
[00:23:28.080 --> 00:23:30.080]  她知道和肯定了
[00:23:30.080 --> 00:23:32.080]  天父是透過主耶穌
[00:23:32.080 --> 00:23:36.080]  為她寫命救贖這份犧牲的愛
[00:23:36.080 --> 00:23:38.080]  她不再需要戒懷
[00:23:38.080 --> 00:23:42.080]  要從別人的口裡去肯定她的價值
[00:23:42.080 --> 00:23:46.080]  因為神的愛就已經是藉著主耶穌基督
[00:23:46.080 --> 00:23:48.080]  為了世人為了她
[00:23:48.080 --> 00:23:52.080]  已經顯明並且肯定了她的價值
[00:23:52.080 --> 00:23:54.080]  她將這個鑰匙扣
[00:23:54.080 --> 00:23:56.080]  經常帶在身邊
[00:23:56.080 --> 00:24:00.080]  提醒自己天父是她的保護
[00:24:00.080 --> 00:24:03.080]  時刻與她同在
[00:24:03.080 --> 00:24:05.080]  她不怕孤單
[00:24:05.080 --> 00:24:07.080]  她不用怕
[00:24:07.080 --> 00:24:09.080]  就是這樣
[00:24:09.080 --> 00:24:12.080]  漸漸的同學就發現了她的改變
[00:24:12.080 --> 00:24:15.080]  她慢慢也變得獨立了
[00:24:15.080 --> 00:24:16.080]  自信了
[00:24:16.080 --> 00:24:19.080]  慢慢他們對她也改觀
[00:24:19.080 --> 00:24:23.080]  現在他們已經是一班中六的學生
[00:24:23.080 --> 00:24:28.080]  而他們幾位也成為無所不談的好朋友
[00:24:28.080 --> 00:24:32.080]  我問她為何當時沒有將這件事告訴我
[00:24:32.080 --> 00:24:37.080]  她說因為擔心我又去找她的班主任
