
[00:00:00.000 --> 00:00:07.000]  小弟是小力縣唐詩一牧區的傳道Antony
[00:01:52.000 --> 00:01:57.000]  她身處美國,應該很能感受到帝國的意識形態
[00:01:57.000 --> 00:02:02.000]  安息的爭議,她理解是耶穌的輕生阿拉
[00:02:02.000 --> 00:02:04.000]  不需要擔心
[00:02:04.000 --> 00:02:09.000]  還有,猶太人守安息日,他們有自己的方法
[00:02:09.000 --> 00:02:14.000]  但我們今天的印記就是主餐
[00:02:14.000 --> 00:02:19.000]  所以她想說的是,我們有很多潛藏的價值觀
[00:02:19.000 --> 00:02:23.000]  我們不知道,或者我們習慣了
[00:02:23.000 --> 00:02:28.000]  而被奴役了,我們不知道
[00:02:28.000 --> 00:02:33.000]  所以她用《初一及記》第二章說
[00:02:33.000 --> 00:02:39.000]  「我使耶路撒冷說,你的神曾將你從埃及地維奴之家領出來」
[00:02:39.000 --> 00:02:43.000]  究竟以色列人的維奴之家和我們今天
[00:02:43.000 --> 00:02:48.000]  我們沒有被奴役,但我們當他們是家人嗎?
[00:02:48.000 --> 00:02:57.000]  所以安息日的概念就像一支棒
[00:02:57.000 --> 00:03:02.000]  一下子就煞停了一個永不止息的齒輪
[00:03:02.000 --> 00:03:07.000]  這個齒輪就是法老所製造的
[00:03:07.000 --> 00:03:09.000]  今天可能是他說的話
[00:03:09.000 --> 00:03:13.000]  這個齒輪一停了,才能釋放出來
[00:03:13.000 --> 00:03:18.000]  我馬上想起,我在去年9月中了COVID
[00:03:18.000 --> 00:03:21.000]  入獄了十多天
[00:03:21.000 --> 00:03:29.000]  慘了,那個週末我又要從馬當值,又要說亞灣拿,怎麼辦呢?
[00:03:29.000 --> 00:03:34.000]  但發現原來所有事情都可以有人代替
[00:03:34.000 --> 00:03:37.000]  有人幫我頂替牢獄,亞灣拿也有人幫我頂替信息
[00:03:37.000 --> 00:03:40.000]  好像家裡的家務也不用我做
[00:03:40.000 --> 00:03:44.000]  原來一下子煞停了我的齒輪
[00:03:44.000 --> 00:03:48.000]  發現這個世界以為沒有我不行嗎?
[00:03:48.000 --> 00:03:51.000]  不是,沒有誰都可以
[00:03:51.000 --> 00:03:56.000]  所以這個隱藏的齒輪
[00:03:56.000 --> 00:04:00.000]  我們要用守安息來抗爭
[00:04:00.000 --> 00:04:03.000]  說了這麼多抽象的東西
[00:04:03.000 --> 00:04:05.000]  其實他說到抗爭又隱藏
[00:04:05.000 --> 00:04:11.000]  我的作用今天就類似一個紅色的軟件
[00:04:11.000 --> 00:04:15.000]  你願不願意去發現這個東西呢?
[00:04:15.000 --> 00:04:21.000]  因為這個齒輪可能大家首先不察覺
[00:04:21.000 --> 00:04:23.000]  或者不認同
[00:04:23.000 --> 00:04:27.000]  也可能你們受惠於這個系統
[00:04:27.000 --> 00:04:33.000]  所以你願不願意去進入這個題目呢?
[00:04:33.000 --> 00:04:38.000]  既然是一個反轉你的習慣
[00:04:38.000 --> 00:04:39.000]  各有觀念的做法
[00:04:39.000 --> 00:04:41.000]  我做一個實驗給大家
[00:04:41.000 --> 00:04:43.000]  這個實驗是什麼呢?
[00:04:43.000 --> 00:04:48.000]  十解是胡學本中文的字眼
[00:04:48.000 --> 00:04:50.000]  來自英文的譯本
[00:04:50.000 --> 00:04:52.000]  10 commandments
[00:04:52.000 --> 00:04:56.000]  英文的譯本來自希臘文
[00:04:56.000 --> 00:04:57.000]  這個字也是解十解
[00:04:57.000 --> 00:05:01.000]  但其實原文希伯來文
[00:05:01.000 --> 00:05:03.000]  沒有解這個字
[00:05:03.000 --> 00:05:06.000]  是說話
[00:05:06.000 --> 00:05:10.000]  正正就是十解第一句說話
[00:05:10.000 --> 00:05:12.000]  神吩咐一切的「話」
[00:05:12.000 --> 00:05:14.000]  是一模一樣的字
[00:05:14.000 --> 00:05:17.000]  既然要改你的習慣
[00:05:17.000 --> 00:05:19.000]  就試試做一個實驗
[00:05:19.000 --> 00:05:20.000]  十言
[00:05:20.000 --> 00:05:22.000]  今天這篇道理
[00:05:22.000 --> 00:05:23.000]  我就不會用十解這個字
[00:05:23.000 --> 00:05:24.000]  用十言
[00:05:24.000 --> 00:05:25.000]  看你習慣不習慣
[00:05:25.000 --> 00:05:27.000]  不過只是今天這篇道理
[00:05:27.000 --> 00:05:30.000]  我不是要改變大家的以後習慣
[00:05:30.000 --> 00:05:31.000]  這樣才對
[00:05:31.000 --> 00:05:32.000]  不是
[00:05:32.000 --> 00:05:33.000]  我只是今天
[00:05:33.000 --> 00:05:35.000]  之後完了你不用想
[00:05:35.000 --> 00:05:38.000]  好了
[00:05:38.000 --> 00:05:39.000]  Walter 說
[00:05:39.000 --> 00:05:41.000]  守安息日
[00:05:41.000 --> 00:05:43.000]  可以讓以色列人
[00:05:43.000 --> 00:05:46.000]  重拾淪舍的關係
[00:05:46.000 --> 00:05:48.000]  上兩講就說了
[00:05:48.000 --> 00:05:50.000]  安息是神所創造的
[00:05:50.000 --> 00:05:53.000]  安息令我們回到神那裡
[00:05:53.000 --> 00:05:56.000]  他用初一級記
[00:05:56.000 --> 00:05:58.000]  十言之後
[00:05:58.000 --> 00:06:00.000]  第五至第十
[00:06:00.000 --> 00:06:02.000]  當下敬父母
[00:06:02.000 --> 00:06:05.000]  不可貪戀淪舍
[00:06:05.000 --> 00:06:07.000]  他認為安息這個概念
[00:06:07.000 --> 00:06:09.000]  可以幫助以色列人
[00:06:09.000 --> 00:06:11.000]  去守這些說話
[00:06:11.000 --> 00:06:14.000]  也幫助現代人去守
[00:06:14.000 --> 00:06:17.000]  我要先解釋他的理據
[00:06:17.000 --> 00:06:19.000]  有五大理據
[00:06:19.000 --> 00:06:20.000]  五大原因裡
[00:06:20.000 --> 00:06:22.000]  其實頭四個
[00:06:22.000 --> 00:06:23.000]  很輕輕大
[00:06:23.000 --> 00:06:25.000]  最重要的第五個
[00:06:25.000 --> 00:06:26.000]  第一個
[00:06:26.000 --> 00:06:27.000]  他認為以色列人
[00:06:27.000 --> 00:06:30.000]  很期待耶和華的律法
[00:06:30.000 --> 00:06:33.000]  引用了初一級記的經文
[00:06:33.000 --> 00:06:36.000]  以色列人向耶和華說
[00:06:36.000 --> 00:06:37.000]  我一定會遵行
[00:06:37.000 --> 00:06:38.000]  聖啊神啊
[00:06:38.000 --> 00:06:39.000]  我要遵行你的律法
[00:06:39.000 --> 00:06:40.000]  好啊
[00:06:40.000 --> 00:06:42.000]  第二
[00:06:42.000 --> 00:06:46.000]  以色列人很渴求耶和華的管治
[00:06:46.000 --> 00:06:49.000]  因為頭三言
[00:06:49.000 --> 00:06:51.000]  除我以外不可有別的神
[00:06:51.000 --> 00:06:54.000]  不可為我吊黑偶像
[00:06:54.000 --> 00:06:58.000]  還有三個說話
[00:06:58.000 --> 00:07:02.000]  跟法律的模式很相似
[00:07:02.000 --> 00:07:04.000]  法律就是除我以外
[00:07:04.000 --> 00:07:06.000]  不可有別的東西
[00:07:06.000 --> 00:07:08.000]  不可什麼什麼
[00:07:08.000 --> 00:07:09.000]  Walter認為
[00:07:09.000 --> 00:07:13.000]  以色列人一聽到頭三個言
[00:07:13.000 --> 00:07:17.000]  就立刻想起他們在埃及的那種痛苦
[00:07:17.000 --> 00:07:21.000]  無奈無止境的奴役和絕望
[00:07:21.000 --> 00:07:23.000]  而這句說話是上帝說的
[00:07:23.000 --> 00:07:24.000]  上帝不是
[00:07:24.000 --> 00:07:26.000]  上帝是要釋放他們的
[00:07:26.000 --> 00:07:29.000]  所以他們一方面想起他們很慘
[00:07:29.000 --> 00:07:32.000]  但一方面他們很渴求耶和華的管治
[00:07:32.000 --> 00:07:34.000]  是一個解脫
[00:07:34.000 --> 00:07:36.000]  第三
[00:07:36.000 --> 00:07:37.000]  第四言
[00:07:37.000 --> 00:07:41.000]  當守安息日定為聖日
[00:07:41.000 --> 00:07:45.000]  然後說了創造的理論
[00:07:45.000 --> 00:07:48.000]  頭三個說話好像跟法律沒什麼分別
[00:07:48.000 --> 00:07:50.000]  都是為何獨尊的說話
[00:07:50.000 --> 00:07:53.000]  但是第四言之後
[00:07:53.000 --> 00:07:56.000]  當下父母打後
[00:07:56.000 --> 00:07:58.000]  全部都是關於淪舍的
[00:07:58.000 --> 00:08:02.000]  正正就是因為在埃及沒有淪舍的觀念
[00:08:02.000 --> 00:08:05.000]  這是Walter的理論
[00:08:05.000 --> 00:08:06.000]  這個焦慮的系統
[00:08:06.000 --> 00:08:10.000]  令他們彼此之間是一個競爭
[00:08:10.000 --> 00:08:15.000]  是一種欺壓的模式
[00:08:15.000 --> 00:08:17.000]  所以當守安息日
[00:08:17.000 --> 00:08:19.000]  這是一個破格
[00:08:19.000 --> 00:08:21.000]  這個好像我剛才說的一個棍子
[00:08:21.000 --> 00:08:23.000]  一下子停止了次輪
[00:08:23.000 --> 00:08:27.000]  令他們有了平安
[00:08:27.000 --> 00:08:29.000]  打破了焦慮的次輪
[00:08:29.000 --> 00:08:32.000]  有了愛倫四的理由和信心
[00:08:32.000 --> 00:08:34.000]  第四點
[00:08:34.000 --> 00:08:37.000]  說完當守安息日
[00:08:37.000 --> 00:08:38.000]  理據是什麼呢
[00:08:38.000 --> 00:08:40.000]  上帝說當守安息日
[00:08:40.000 --> 00:08:41.000]  所謂聖日
[00:08:41.000 --> 00:08:43.000]  因為我創造的時候
[00:08:43.000 --> 00:08:45.000]  是好的
[00:08:45.000 --> 00:08:47.000]  上帝也告訴我我做得到
[00:08:47.000 --> 00:08:51.000]  這個世界其實不需要不斷的生產內液
[00:08:51.000 --> 00:08:55.000]  我上帝用他創造天地的這個正確
[00:08:55.000 --> 00:08:56.000]  告訴以斯蘭人
[00:08:56.000 --> 00:08:59.000]  真的不需要的
[00:08:59.000 --> 00:09:01.000]  在創世紀
[00:09:01.000 --> 00:09:03.000]  他說空虛運動
[00:09:03.000 --> 00:09:04.000]  創造
[00:09:04.000 --> 00:09:05.000]  其實在原文就是一個
[00:09:05.000 --> 00:09:07.000]  混亂一個失衡的狀態
[00:09:07.000 --> 00:09:09.000]  上帝用秩序
[00:09:09.000 --> 00:09:11.000]  令他們正常
[00:09:11.000 --> 00:09:15.000]  其實在頒佈這十年之前
[00:09:15.000 --> 00:09:17.000]  剛好
[00:09:17.000 --> 00:09:19.000]  以色列人已經試過
[00:09:19.000 --> 00:09:23.000]  上帝就是持馬拿
[00:09:23.000 --> 00:09:25.000]  就是告訴你
[00:09:25.000 --> 00:09:28.000]  第六天你可以拿第七天的馬拿
[00:09:28.000 --> 00:09:29.000]  不需要擔心
[00:09:29.000 --> 00:09:31.000]  不過以色列人就是照樣拿
[00:09:31.000 --> 00:09:33.000]  所以以色列人守安息日
[00:09:33.000 --> 00:09:34.000]  是一個釋放
[00:09:34.000 --> 00:09:35.000]  不是加上來的
[00:09:35.000 --> 00:09:37.000]  第五點最重要
[00:09:37.000 --> 00:09:39.000]  接著下去
[00:09:39.000 --> 00:09:41.000]  既然守安息日
[00:09:41.000 --> 00:09:43.000]  是一個釋放
[00:09:43.000 --> 00:09:44.000]  是一個煞停的機制
[00:09:44.000 --> 00:09:49.000]  他們可以離開這個焦慮的系統
[00:09:49.000 --> 00:09:50.000]  那Walter就說
[00:09:50.000 --> 00:09:52.000]  守安息日
[00:09:52.000 --> 00:09:53.000]  給猶太人
[00:09:53.000 --> 00:09:54.000]  甚至給今天的我們
[00:09:54.000 --> 00:09:55.000]  是一個使命
[00:09:55.000 --> 00:09:56.000]  因為我們有責任
[00:09:56.000 --> 00:09:58.000]  或者我們上帝給一個使命
[00:09:58.000 --> 00:09:59.000]  用這個安息日
[00:09:59.000 --> 00:10:00.000]  這個系統
[00:10:00.000 --> 00:10:02.000]  這個概念的系統
[00:10:02.000 --> 00:10:03.000]  去抗衡
[00:10:03.000 --> 00:10:05.000]  令人焦慮的系統
[00:10:05.000 --> 00:10:07.000]  因為埃及地的以色列人
[00:10:07.000 --> 00:10:08.000]  就是不自覺
[00:10:08.000 --> 00:10:10.000]  或者是很無奈地
[00:10:10.000 --> 00:10:12.000]  要欺壓身邊的同胞
[00:10:12.000 --> 00:10:15.000]  而在聖約裏面的以色列人
[00:10:15.000 --> 00:10:17.000]  就能夠從最終釋放
[00:10:17.000 --> 00:10:19.000]  不需要再去欺壓同胞
[00:10:19.000 --> 00:10:20.000]  不需要再去焦慮
[00:10:20.000 --> 00:10:22.000]  當大家是競爭者
[00:10:22.000 --> 00:10:27.000]  法老的很不滿足的意識形態
[00:10:27.000 --> 00:10:29.000]  能夠被耶穌
[00:10:29.000 --> 00:10:31.000]  上帝那種很豐足的公認
[00:10:31.000 --> 00:10:32.000]  所抗衡
[00:10:32.000 --> 00:10:34.000]  現在我最重要的
[00:10:34.000 --> 00:10:35.000]  用這兩個例子
[00:10:35.000 --> 00:10:37.000]  很重要來解釋
[00:10:37.000 --> 00:10:39.000]  Walter就用一些例子
[00:10:39.000 --> 00:10:42.000]  講解為何以色列人
[00:10:42.000 --> 00:10:44.000]  在十年之前
[00:10:44.000 --> 00:10:46.000]  會犯很多的罪
[00:10:46.000 --> 00:10:48.000]  犯欺壓同胞的罪
[00:10:48.000 --> 00:10:49.000]  他用一些例子
[00:10:49.000 --> 00:10:52.000]  我就用二次創作的方式
[00:10:52.000 --> 00:10:53.000]  去講這個例子
[00:10:53.000 --> 00:10:54.000]  因為比較生動
[00:10:54.000 --> 00:10:57.000]  他們那時候砌磚
[00:10:57.000 --> 00:11:00.000]  想想當時
[00:11:00.000 --> 00:11:03.000]  還在圍爐的時候
[00:11:03.000 --> 00:11:06.000]  有一個以色列的公頭
[00:11:06.000 --> 00:11:07.000]  叫阿蒲
[00:11:07.000 --> 00:11:13.000]  他管住一班幾十人的以色列人
[00:11:13.000 --> 00:11:14.000]  他是公頭
[00:11:14.000 --> 00:11:15.000]  所以他不用做
[00:11:15.000 --> 00:11:18.000]  但他就要負責量度
[00:11:18.000 --> 00:11:20.000]  上面的埃及公頭
[00:11:20.000 --> 00:11:22.000]  要量度要做多少磚
[00:11:22.000 --> 00:11:24.000]  他就要做
[00:11:24.000 --> 00:11:25.000]  很不幸
[00:11:25.000 --> 00:11:27.000]  他的爸爸
[00:11:27.000 --> 00:11:30.000]  也是其中一個顧理之一
[00:11:30.000 --> 00:11:31.000]  弄傷了
[00:11:31.000 --> 00:11:33.000]  殘廢了
[00:11:33.000 --> 00:11:35.000]  埃及的公頭不理
[00:11:35.000 --> 00:11:38.000]  我只要計算人數就要加這麼多
[00:11:38.000 --> 00:11:40.000]  他不於無奈之下
[00:11:40.000 --> 00:11:41.000]  阿蒲就說
[00:11:41.000 --> 00:11:43.000]  爸爸我趕走你
[00:11:43.000 --> 00:11:44.000]  我不認你
[00:11:44.000 --> 00:11:45.000]  你生產不了
[00:11:45.000 --> 00:11:46.000]  我養不了
[00:11:46.000 --> 00:11:49.000]  你弄到我的生產線斷了
[00:11:49.000 --> 00:11:50.000]  不行
[00:11:50.000 --> 00:11:52.000]  雖然他不用下手座
[00:11:52.000 --> 00:11:54.000]  但他的壓力很大
[00:11:54.000 --> 00:11:55.000]  他回到家
[00:11:55.000 --> 00:11:58.000]  老婆就在耳磨神聞
[00:11:58.000 --> 00:11:59.000]  家裡漏水
[00:11:59.000 --> 00:12:01.000]  廁所又不知什麼事
[00:12:01.000 --> 00:12:03.000]  你不理一下羊
[00:12:03.000 --> 00:12:04.000]  你不理一下植物
[00:12:04.000 --> 00:12:09.000]  你看看隔壁公頭阿回忠多好
[00:12:09.000 --> 00:12:12.000]  他又算得很清楚
[00:12:12.000 --> 00:12:14.000]  對我和老婆又溫柔
[00:12:14.000 --> 00:12:16.000]  你看看學人家
[00:12:16.000 --> 00:12:18.000]  累得劇情的阿蒲
[00:12:18.000 --> 00:12:20.000]  火都來了
[00:12:20.000 --> 00:12:21.000]  心想
[00:12:21.000 --> 00:12:23.000]  爛屋的位置
[00:12:23.000 --> 00:12:26.000]  隔壁公頭阿回忠好像較新
[00:12:26.000 --> 00:12:28.000]  不如我令他人間蒸發
[00:12:28.000 --> 00:12:30.000]  套他的屋
[00:12:30.000 --> 00:12:31.000]  他老婆好像也挺漂亮
[00:12:31.000 --> 00:12:33.000]  拿了他老婆
[00:12:33.000 --> 00:12:35.000]  就這個例子
[00:12:35.000 --> 00:12:37.000]  Water你可以走了
[00:12:37.000 --> 00:12:39.000]  看完了
[00:12:39.000 --> 00:12:40.000]  就這個例子
[00:12:40.000 --> 00:12:43.000]  為什麼以色列人會因為
[00:12:43.000 --> 00:12:46.000]  在埃及的系統下犯這些罪
[00:12:46.000 --> 00:12:49.000]  賜人命或賜同胞是無物
[00:12:49.000 --> 00:12:51.000]  希望老婆不要介意
[00:12:51.000 --> 00:12:53.000]  暴生無態不要介意
[00:12:53.000 --> 00:12:55.000]  或者覺得他不會這樣
[00:12:55.000 --> 00:12:57.000]  或者有點牽強
[00:12:57.000 --> 00:12:59.000]  我說現代的例子
[00:12:59.000 --> 00:13:00.000]  現代的例子
[00:13:00.000 --> 00:13:04.000]  如果是一群人在欺壓的系統裏
[00:13:04.000 --> 00:13:09.000]  會作出很多傷害同胞的行為
[00:13:09.000 --> 00:13:11.000]  我立即想到這些劇
[00:13:11.000 --> 00:13:13.000]  就是這些
[00:13:13.000 --> 00:13:16.000]  其實我沒有看過這套劇
[00:13:16.000 --> 00:13:18.000]  不過身邊的人劇透完後
[00:13:18.000 --> 00:13:19.000]  我覺得自己看了
[00:13:19.000 --> 00:13:21.000]  或者這些
[00:13:21.000 --> 00:13:24.000]  有個系統很高壓的控制你們
[00:13:24.000 --> 00:13:27.000]  為什麼你們不去
[00:13:27.000 --> 00:13:31.000]  身邊的人開始都是競爭者
[00:13:31.000 --> 00:13:33.000]  但有時候要利用對方
[00:13:33.000 --> 00:13:35.000]  就是這些
[00:13:35.000 --> 00:13:37.000]  Water就說
[00:13:37.000 --> 00:13:41.000]  焦慮產生人與人之間的競爭者
[00:13:41.000 --> 00:13:43.000]  所以安息這個系統
[00:13:43.000 --> 00:13:44.000]  這個煞停的系統
[00:13:44.000 --> 00:13:47.000]  令我們有回淪捨的觀念
[00:13:47.000 --> 00:13:51.000]  所以法老令到以色列人是競爭者
[00:13:51.000 --> 00:13:54.000]  而耶和華這個安息
[00:13:54.000 --> 00:13:56.000]  令到我們今天的猶太人
[00:13:56.000 --> 00:13:57.000]  就是他們守的
[00:13:57.000 --> 00:13:59.000]  就是逢星期五至六的安息
[00:13:59.000 --> 00:14:03.000]  或者我們今天的基督徒的安息
[00:14:03.000 --> 00:14:05.000]  就是可以令我們有回淪捨的慣性
[00:14:05.000 --> 00:14:12.000]  也可以守到第五至第十年
[00:14:12.000 --> 00:14:17.000]  其實聽起來都不容易理解
[00:14:17.000 --> 00:14:20.000]  我嘗試補充Water的說話
[00:14:20.000 --> 00:14:22.000]  因為她在書裏沒有說
[00:14:22.000 --> 00:14:23.000]  我嘗試看看
[00:14:23.000 --> 00:14:26.000]  究竟以色列人為何會受氣壓
[00:14:26.000 --> 00:14:31.000]  以色列人是否真的視彼此為競爭者
[00:14:31.000 --> 00:14:33.000]  回看經文
[00:14:33.000 --> 00:14:36.000]  初一及記第一章
[00:14:36.000 --> 00:14:38.000]  約瑟和他的弟兄
[00:14:38.000 --> 00:14:40.000]  那一代都死了
[00:14:40.000 --> 00:14:41.000]  二言二
[00:14:41.000 --> 00:14:43.000]  以色列人生養眾多
[00:14:43.000 --> 00:14:45.000]  繁衍昌盛
[00:14:45.000 --> 00:14:47.000]  極其強盛
[00:14:47.000 --> 00:14:49.000]  遍滿了那地
[00:14:49.000 --> 00:14:51.000]  這個中文譯得很精準
[00:14:51.000 --> 00:14:52.000]  極其強盛
[00:14:52.000 --> 00:14:54.000]  是很勁
[00:14:54.000 --> 00:14:55.000]  很多人
[00:14:55.000 --> 00:14:57.000]  英文都是差不多
[00:14:57.000 --> 00:14:58.000]  Fruitful
[00:14:58.000 --> 00:14:59.000]  Mighty
[00:14:59.000 --> 00:15:01.000]  其實就這樣看
[00:15:01.000 --> 00:15:04.000]  以色列人又人多又強盛
[00:15:04.000 --> 00:15:08.000]  絕對有資格改朝換代
[00:15:08.000 --> 00:15:09.000]  接著
[00:15:09.000 --> 00:15:11.000]  有一位不認識約瑟的生活兄弟
[00:15:11.000 --> 00:15:12.000]  統治埃及
[00:15:12.000 --> 00:15:13.000]  對百姓說
[00:15:13.000 --> 00:15:16.000]  看來以色列人的百姓比我們還多
[00:15:16.000 --> 00:15:17.000]  比我們強盛
[00:15:17.000 --> 00:15:20.000]  內拜讓我們機巧地待他們
[00:15:20.000 --> 00:15:22.000]  恐怕他們增多起來
[00:15:22.000 --> 00:15:23.000]  將來若有戰爭
[00:15:23.000 --> 00:15:26.000]  他們就聯合我們的仇敵來攻擊我們
[00:15:26.000 --> 00:15:29.000]  然後離開這地去了
[00:15:29.000 --> 00:15:31.000]  於是埃及人派監工管轄他們
[00:15:31.000 --> 00:15:33.000]  用奴役輔導他們
[00:15:33.000 --> 00:15:36.000]  他們為法老建造住火城
[00:15:36.000 --> 00:15:37.000]  就是比東和
[00:15:37.000 --> 00:15:39.000]  爛菜
[00:15:39.000 --> 00:15:41.000]  大家留意
[00:15:41.000 --> 00:15:43.000]  法老是要留住他們的
[00:15:43.000 --> 00:15:45.000]  法老不是想趕走他們的
[00:15:45.000 --> 00:15:46.000]  又要留住他們
[00:15:46.000 --> 00:15:49.000]  但只是要他們的人口
[00:15:49.000 --> 00:15:51.000]  要他們的生產力
[00:15:51.000 --> 00:15:53.000]  為什麼呢?
[00:15:53.000 --> 00:15:56.000]  其實我們有印象
[00:15:56.000 --> 00:15:59.000]  他們被奴役是因為他們蠢
[00:15:59.000 --> 00:16:01.000]  他們未開發
[00:16:01.000 --> 00:16:06.000]  好像新美洲原住民
[00:16:06.000 --> 00:16:07.000]  其實不是的
[00:16:07.000 --> 00:16:08.000]  你看這個失去
[00:16:08.000 --> 00:16:10.000]  他們是很厲害的
[00:16:10.000 --> 00:16:11.000]  又強盛
[00:16:11.000 --> 00:16:14.000]  不是一群蠢的人民族
[00:16:14.000 --> 00:16:15.000]  法老是要留住他們
[00:16:15.000 --> 00:16:16.000]  要他們生產
[00:16:16.000 --> 00:16:20.000]  究竟為什麼會這樣呢?
[00:16:20.000 --> 00:16:23.000]  我想起我在N多年前
[00:16:23.000 --> 00:16:26.000]  我做Motion Dizer的時候
[00:16:26.000 --> 00:16:28.000]  我公司在國內有廠
[00:16:28.000 --> 00:16:30.000]  我做跟單
[00:16:30.000 --> 00:16:33.000]  廠也有國內同胞的跟單
[00:16:33.000 --> 00:16:35.000]  他們很勤力的
[00:16:35.000 --> 00:16:39.000]  尤其是單身的
[00:16:39.000 --> 00:16:40.000]  只要八萬十元
[00:16:40.000 --> 00:16:41.000]  沒有怨言
[00:16:41.000 --> 00:16:42.000]  對老闆也好
[00:16:42.000 --> 00:16:43.000]  有禮貌
[00:16:43.000 --> 00:16:44.000]  很恭敬
[00:16:44.000 --> 00:16:46.000]  很崇拜他們
[00:16:46.000 --> 00:16:51.000]  也很欣賞香港的同事
[00:16:51.000 --> 00:16:53.000]  我也不敢跟他們說薪金
[00:16:53.000 --> 00:16:55.000]  應該多了十倍
[00:16:55.000 --> 00:16:58.000]  他們真的很忠心
[00:16:58.000 --> 00:17:04.000]  但假如在隔壁街開了一間廠
[00:17:04.000 --> 00:17:05.000]  可能在外資
[00:17:05.000 --> 00:17:08.000]  可能薪金多一百元
[00:17:08.000 --> 00:17:10.000]  下星期就不見了
[00:17:10.000 --> 00:17:11.000]  整個團隊都在
[00:17:11.000 --> 00:17:12.000]  下星期見到
[00:17:12.000 --> 00:17:14.000]  為什麼你在這裡?
[00:17:14.000 --> 00:17:16.000]  整個團隊都在
[00:17:16.000 --> 00:17:17.000]  就是這樣
[00:17:17.000 --> 00:17:19.000]  他們又能幹事又忠心
[00:17:19.000 --> 00:17:21.000]  但也會離開
[00:17:21.000 --> 00:17:28.000]  所以法老很看重他們的生產力
[00:17:28.000 --> 00:17:29.000]  但特別留意
[00:17:29.000 --> 00:17:33.000]  剛才經文匡機巧地
[00:17:33.000 --> 00:17:35.000]  呂鎮忠的本用巧計地
[00:17:35.000 --> 00:17:38.000]  我特別喜歡文言文本
[00:17:38.000 --> 00:17:41.000]  莫若以自謀愚之
[00:17:41.000 --> 00:17:43.000]  馬上有三國志
[00:17:43.000 --> 00:17:45.000]  諸葛亮的味道
[00:17:45.000 --> 00:17:47.000]  我想究竟有什麼計謀
[00:17:47.000 --> 00:17:49.000]  可以令一班不是愚蠢的
[00:17:49.000 --> 00:17:51.000]  聰明又強大的以色列人
[00:17:51.000 --> 00:17:56.000]  能夠屈服純粹做生產力的奴隸
[00:17:56.000 --> 00:17:57.000]  我真的很想知道有什麼計謀
[00:17:57.000 --> 00:17:59.000]  可惜沒有文獻查到
[00:17:59.000 --> 00:18:00.000]  如果有的話
[00:18:00.000 --> 00:18:03.000]  我想我們也不需要搶人才
[00:18:03.000 --> 00:18:05.000]  可能他們也不在乎
[00:18:05.000 --> 00:18:06.000]  我們離開吧
[00:18:06.000 --> 00:18:07.000]  好了
[00:18:07.000 --> 00:18:09.000]  以色列人為什麼會受欺壓?
[00:18:09.000 --> 00:18:11.000]  可視他們越苦待他們
[00:18:11.000 --> 00:18:12.000]  他們就越發憎多
[00:18:12.000 --> 00:18:14.000]  更加繁衍
[00:18:14.000 --> 00:18:17.000]  埃及人就因以色列人受煩
[00:18:17.000 --> 00:18:20.000]  埃及人嚴厲地強迫他們做工
[00:18:20.000 --> 00:18:24.000]  他們因苦工而生活痛苦
[00:18:24.000 --> 00:18:25.000]  做磚頭等等
[00:18:25.000 --> 00:18:26.000]  他們很奇怪
[00:18:26.000 --> 00:18:29.000]  又痛苦又要做
[00:18:29.000 --> 00:18:30.000]  但他們比之前強大
