
[00:00:00.000 --> 00:00:09.000]  各位電影姐妹,各位網上的朋友,平安!
[00:02:33.000 --> 00:02:40.000]  在這個時候就會看看,在舊約的時候,希伯來人會有這樣的年曆表
[00:02:40.000 --> 00:02:48.000]  有一個三大節期,在這個三大節期的時候,第一個就是預節或除教節,是其中一個節期
[00:02:48.000 --> 00:02:55.000]  第二個節期就是七七節,或者叫做五順節,而第三個節期就是鑄盤節
[00:02:55.000 --> 00:03:05.000]  這三大節期在《出拉奇俠記》也有說,凡是成年的希伯來男子都需要去耶路撒冷朝聖
[00:03:05.000 --> 00:03:09.000]  所以這三大節期,每一個成年的希伯來人都會去
[00:03:09.000 --> 00:03:13.000]  在這個三大節期的時候,我們今天就會和大家分享第二節期
[00:03:13.000 --> 00:03:16.000]  先說一下這個七七節的由來
[00:03:16.000 --> 00:03:20.000]  七七節本身是首夏,意思就是weekly
[00:03:20.000 --> 00:03:26.000]  是堆疊上去的時候,七個星期,在舊約叫做七七節
[00:03:26.000 --> 00:03:31.000]  在第五十日就會慶祝,但為什麼會叫做五順節呢?
[00:03:31.000 --> 00:03:34.000]  因為它是有五十日的計算
[00:03:34.000 --> 00:03:41.000]  在希臘文的五十日就是pentecostastic,意思就是五十
[00:03:41.000 --> 00:03:44.000]  後面的五十是什麼呢?通常暗示就是五十日
[00:03:44.000 --> 00:03:49.000]  所以在新約的時候,當時他翻譯的時候,就用了中文秦這個節期
[00:03:49.000 --> 00:03:54.000]  秦的意思是十,所以五秦就是五個五十日的意思
[00:03:54.000 --> 00:03:58.000]  所以我們就會叫做五秦節,又或者叫做七七節
[00:03:58.000 --> 00:04:03.000]  你會看到,在西暦當然就是五月六月那段時間
[00:04:03.000 --> 00:04:07.000]  但如果是用希伯來歷的時候,就在西灣月三月的時候
[00:04:07.000 --> 00:04:10.000]  就有一個七七節,五秦節在這裡進行
[00:04:10.000 --> 00:04:13.000]  在這裡的時候,我們就會看下去
[00:04:13.000 --> 00:04:17.000]  裡面的一些細節,其實大家平時很少接觸的
[00:04:17.000 --> 00:04:19.000]  其實都挺有趣的,我們慢慢看
[00:04:19.000 --> 00:04:21.000]  第一個就是搖製餅
[00:04:21.000 --> 00:04:27.000]  在搖製餅的時候,就要在住處找十分之二的伊法細麵
[00:04:27.000 --> 00:04:31.000]  加烤或加焦,去烤成兩個搖製餅
[00:04:31.000 --> 00:04:37.000]  這裡可能大家會有些熟悉的東西,就是為什麼會加烤呢?
[00:04:37.000 --> 00:04:40.000]  不是無焦餅,是無烤餅
[00:04:40.000 --> 00:04:43.000]  烤不是表示有些不好嗎?就是會污染
[00:04:43.000 --> 00:04:46.000]  其實要看處境或者context而定
[00:04:46.000 --> 00:04:50.000]  在這裡的加烤意思就是說,是一個日常的生活
[00:04:50.000 --> 00:04:54.000]  因為烤,大家都知道,是一個微生物,是一個酵母菌
[00:04:54.000 --> 00:04:57.000]  它吸一糖的時候,能夠呼出二氧化碳
[00:04:57.000 --> 00:05:02.000]  令到麵團能夠鬆軟,更加大和更加香
[00:05:02.000 --> 00:05:04.000]  是日常生活必需要的
[00:05:04.000 --> 00:05:10.000]  所以在這裡的地方就是說,將你日常的生活成果都獻給上帝
[00:05:10.000 --> 00:05:12.000]  所以這個就是加烤的意思
[00:05:12.000 --> 00:05:16.000]  第二就是飯製,飯製可能大家都會接得多一點
[00:05:16.000 --> 00:05:19.000]  就是燃燒盡,不要保留
[00:05:19.000 --> 00:05:22.000]  但是留意這些細節,是無殘疾的羔羊
[00:05:22.000 --> 00:05:25.000]  公牛毒、公綿羊和餅
[00:05:25.000 --> 00:05:28.000]  與剛才的素製和小酒製一同獻為飯製
[00:05:28.000 --> 00:05:33.000]  是輕香的火製,是表示完全奉獻一個敬拜
[00:05:33.000 --> 00:05:39.000]  不是隨便將一些殘障的或者欠缺的,呈獻給上帝
[00:05:39.000 --> 00:05:41.000]  這個就是得罪上帝
[00:05:41.000 --> 00:05:45.000]  如果回想起創世紀的時候,阿伯過世的時候
[00:05:45.000 --> 00:05:49.000]  一個可能是獻上罪,一個可能是沒什麼考慮,隨便獻
[00:05:49.000 --> 00:05:53.000]  第三,贖罪制和平安制,大家可能都比較熟悉
[00:05:53.000 --> 00:05:59.000]  贖罪制是處理罪的阻隔,我們與神恢復合而關係
[00:05:59.000 --> 00:06:02.000]  平安制是求神賜福給我們
[00:06:02.000 --> 00:06:06.000]  而饒制和歸屬制,這些饒完素製的時候
[00:06:06.000 --> 00:06:10.000]  其實歸給祭司享用
[00:06:10.000 --> 00:06:13.000]  意思是主權是屬於上帝
[00:06:13.000 --> 00:06:18.000]  這些祭祀儀式不單止是規範化
[00:06:18.000 --> 00:06:22.000]  而是當中每一個祭物本身有它的意思
[00:06:22.000 --> 00:06:24.000]  當然對於新約來說
[00:06:24.000 --> 00:06:28.000]  因為我們知道耶穌基督已經成為最完美的祭物的時候
[00:06:28.000 --> 00:06:30.000]  是一次性,不需要再獻祭
[00:06:30.000 --> 00:06:34.000]  在舊約的時候,因為祭司本身都是罪人的時候
[00:06:34.000 --> 00:06:36.000]  他自己都要求聖潔
[00:06:36.000 --> 00:06:39.000]  但到了希伯來斯與利美紀對話的時候
[00:06:39.000 --> 00:06:43.000]  耶穌基督已經完成滿足所有的律法要求
[00:06:43.000 --> 00:06:46.000]  所以我們會取締了這些律法的制治
[00:06:46.000 --> 00:06:50.000]  但當中的精神,我們今天會看下去
[00:06:50.000 --> 00:06:56.000]  第一個就是感恩
[00:06:56.000 --> 00:06:58.000]  在這個時候你會覺得
[00:06:58.000 --> 00:07:00.000]  特別對於後現代來說
[00:07:00.000 --> 00:07:03.000]  我先經歷了,我們就感謝神
[00:07:03.000 --> 00:07:05.000]  但很出奇的
[00:07:05.000 --> 00:07:08.000]  這段經文當時記載
[00:07:08.000 --> 00:07:12.000]  是他獻上掃祭一些大麥、小麥
[00:07:12.000 --> 00:07:14.000]  但在曠野的時候
[00:07:14.000 --> 00:07:16.000]  一個這麼乾旱的土地
[00:07:16.000 --> 00:07:18.000]  一個不穩定的天氣
[00:07:18.000 --> 00:07:20.000]  以及經常的遷徙
[00:07:20.000 --> 00:07:22.000]  你哪有東西種呢?
[00:07:22.000 --> 00:07:23.000]  你什麼都沒有
[00:07:23.000 --> 00:07:25.000]  那你怎麼獻上掃祭呢?
[00:07:25.000 --> 00:07:28.000]  而在剛才這個經文前面多幾節的時候
[00:07:28.000 --> 00:07:30.000]  第十節顯示
[00:07:30.000 --> 00:07:34.000]  當你們進入到我賜給你們的地的時候
[00:07:34.000 --> 00:07:36.000]  你們就會獻上
[00:07:36.000 --> 00:07:40.000]  這就是說,這段經文不是你先經歷
[00:07:40.000 --> 00:07:42.000]  而是一個信心預告
[00:07:42.000 --> 00:07:44.000]  現在你們還沒有
[00:07:44.000 --> 00:07:46.000]  但接下來的時候
[00:07:46.000 --> 00:07:50.000]  你們一定會看到那份勞碌的成果
[00:07:50.000 --> 00:07:52.000]  當然,你說宏觀來說
[00:07:52.000 --> 00:07:54.000]  當時他們有沒有經歷過這種感恩呢?
[00:07:54.000 --> 00:07:55.000]  有的
[00:07:55.000 --> 00:07:57.000]  那時候那些人吃什麼呢?
[00:07:57.000 --> 00:07:58.000]  你都沒有農作物
[00:07:58.000 --> 00:08:00.000]  當然有動物會跟著
[00:08:00.000 --> 00:08:02.000]  他們當時是在吃麻辣
[00:08:02.000 --> 00:08:04.000]  在天上降給他們
[00:08:04.000 --> 00:08:06.000]  因為你都沒有農作業的時候
[00:08:06.000 --> 00:08:08.000]  你吃不到東西
[00:08:08.000 --> 00:08:11.000]  所以他們當時不是靠自己的辛勞的成果
[00:08:11.000 --> 00:08:14.000]  而是靠天父的供應
[00:08:14.000 --> 00:08:17.000]  所以有可能學者推斷的時候
[00:08:17.000 --> 00:08:20.000]  縱使這段經文實際的完全應用
[00:08:20.000 --> 00:08:23.000]  不是在利美記當時記載時空
[00:08:23.000 --> 00:08:25.000]  是進入迦南地之後
[00:08:25.000 --> 00:08:27.000]  去到約書亞記的時候
[00:08:27.000 --> 00:08:30.000]  才會記載當時已經不再吃麻辣
[00:08:30.000 --> 00:08:32.000]  他們會開始有自己的田地
[00:08:32.000 --> 00:08:36.000]  享受到工作、勞碌得來的成果和獻祭
[00:08:36.000 --> 00:08:38.000]  所以學者推斷
[00:08:38.000 --> 00:08:40.000]  這是預告式信心預告
[00:08:40.000 --> 00:08:42.000]  和一個預備性的教導
[00:08:42.000 --> 00:08:44.000]  但當時不排除
[00:08:44.000 --> 00:08:46.000]  第一個七七節舉行的時候
[00:08:46.000 --> 00:08:47.000]  都可以簡化
[00:08:47.000 --> 00:08:49.000]  可能會獻上一些麻辣
[00:08:49.000 --> 00:08:52.000]  但其他的祭裡面都可以
[00:08:52.000 --> 00:08:54.000]  要走祭仍然可以用酒
[00:08:54.000 --> 00:08:56.000]  還有一些動物
[00:08:56.000 --> 00:08:58.000]  剛才說的公牛那些
[00:08:58.000 --> 00:08:59.000]  山羊都可以獻上
[00:08:59.000 --> 00:09:02.000]  唯獨在掃祭那裡可能會有些取代
[00:09:02.000 --> 00:09:06.000]  對我們來說是一個挑戰
[00:09:06.000 --> 00:09:07.000]  我們往往都會說
[00:09:07.000 --> 00:09:09.000]  阿神啊我要感恩
[00:09:09.000 --> 00:09:10.000]  因為我先經歷你
[00:09:10.000 --> 00:09:12.000]  但如果我們沒有呢
[00:09:12.000 --> 00:09:15.000]  或者我們近期都未享受到自己勞碌的成果
[00:09:15.000 --> 00:09:19.000]  在學校上一開季已經在炒
[00:09:19.000 --> 00:09:21.000]  課就無法進行
[00:09:21.000 --> 00:09:22.000]  可能工作的時候
[00:09:22.000 --> 00:09:24.000]  我都未有面試的機會
[00:09:24.000 --> 00:09:27.000]  寄了百多封信都還未有
[00:09:27.000 --> 00:09:30.000]  甚至我工作如果要跑數
[00:09:30.000 --> 00:09:32.000]  我能不能夠到月底
[00:09:32.000 --> 00:09:35.000]  我享受到工作的成果呢
[00:09:35.000 --> 00:09:38.000]  我自己昔日都有做過跑數的行業
[00:09:38.000 --> 00:09:40.000]  其實月頭呢
[00:09:40.000 --> 00:09:43.000]  根本不知道月底是否真的收到
[00:09:43.000 --> 00:09:45.000]  可能你跑到那個最低
[00:09:45.000 --> 00:09:47.000]  你就會達到一個合資格
[00:09:47.000 --> 00:09:49.000]  出到基本的量給你
[00:09:49.000 --> 00:09:50.000]  但如果你想多一點的話
[00:09:50.000 --> 00:09:52.000]  可能要跑到足夠的次數
[00:09:52.000 --> 00:09:53.000]  才會這樣
[00:09:53.000 --> 00:09:55.000]  所以對於我來說都很徬徨
[00:09:55.000 --> 00:10:00.000]  每個月頭到月中都未達到最低
[00:10:00.000 --> 00:10:02.000]  所以這段經文都挑戰我們
[00:10:02.000 --> 00:10:03.000]  等於姐妹就是說
[00:10:03.000 --> 00:10:08.000]  我們信上神的供應超出我們所想所求
[00:10:08.000 --> 00:10:10.000]  以致我們知道
[00:10:10.000 --> 00:10:14.000]  當我們享受到那份勞碌得來的成果
[00:10:14.000 --> 00:10:16.000]  我們能夠獻上感恩呢
[00:10:16.000 --> 00:10:22.000]  當說到完成中的分享的時候
[00:10:22.000 --> 00:10:24.000]  就令我想起這節經文
[00:10:24.000 --> 00:10:26.000]  在肥合比書當中說到
[00:10:26.000 --> 00:10:29.000]  我深信在你心裡動了善功的
[00:10:29.000 --> 00:10:31.000]  必成全者功
[00:10:31.000 --> 00:10:33.000]  直到耶穌基督的日子
[00:10:33.000 --> 00:10:36.000]  是繼續的完成
[00:10:36.000 --> 00:10:38.000]  但這個完成不是出於我們
[00:10:38.000 --> 00:10:41.000]  是出於耶穌基督自己的使命
[00:10:41.000 --> 00:10:43.000]  祂是開始了
[00:10:43.000 --> 00:10:44.000]  持續了
[00:10:44.000 --> 00:10:47.000]  和會繼續的完成祂自己那份使命
[00:10:47.000 --> 00:10:49.000]  這份從神而來的恩典的時候
[00:10:49.000 --> 00:10:52.000]  其實不是單單停留在我們身上
[00:10:52.000 --> 00:10:54.000]  因為我們感受到的時候
[00:10:54.000 --> 00:10:55.000]  我們不斷被轉化
[00:10:55.000 --> 00:10:57.000]  能夠催促我們繼續成長
[00:10:57.000 --> 00:10:59.000]  甚至和其他人分享
[00:10:59.000 --> 00:11:03.000]  這裡其中一個小結就是說
[00:11:03.000 --> 00:11:07.000]  感恩的作用是目的令我們回望
[00:11:07.000 --> 00:11:10.000]  因為我們人有時很容易會失憶
[00:11:10.000 --> 00:11:15.000]  甚至可能不會將那些成果歸功於上帝
[00:11:15.000 --> 00:11:17.000]  只會說只是這麼巧合
[00:11:17.000 --> 00:11:19.000]  或者純粹出於我們自己
[00:11:21.000 --> 00:11:24.000]  說起敬拜的元素
[00:11:24.000 --> 00:11:25.000]  看這個節期的時候
[00:11:25.000 --> 00:11:26.000]  我分兩方面
[00:11:26.000 --> 00:11:28.000]  第一個方面就是公共敬拜聚會
[00:11:28.000 --> 00:11:29.000]  就像現在這樣
[00:11:29.000 --> 00:11:32.000]  另一個就是我們生活上層面的敬拜
[00:11:32.000 --> 00:11:34.000]  首先在公共敬拜聚會的時候
[00:11:34.000 --> 00:11:37.000]  我們剛才詩歌有感恩
[00:11:37.000 --> 00:11:40.000]  回憶起上帝帶領我們出埃及
[00:11:40.000 --> 00:11:42.000]  或者我們上星期有些東西完成了
[00:11:42.000 --> 00:11:44.000]  甚至我們會有一些分享
[00:11:44.000 --> 00:11:47.000]  我想起在逢星期五的時候
[00:11:47.000 --> 00:11:48.000]  教會有個同工崇拜
[00:11:48.000 --> 00:11:50.000]  同工崇拜完結後
[00:11:50.000 --> 00:11:53.000]  就會有一個正面心事分享
[00:11:53.000 --> 00:11:56.000]  昨天有一個同事也分享
[00:11:56.000 --> 00:11:59.000]  上帝賜予他一些供應
[00:11:59.000 --> 00:12:02.000]  給他一些不同層面的關係
[00:12:02.000 --> 00:12:04.000]  個人事情或關心
[00:12:04.000 --> 00:12:07.000]  讓我看到我們在公共敬拜的時候
[00:12:07.000 --> 00:12:09.000]  其實上帝閱納我們
[00:12:09.000 --> 00:12:11.000]  去訴說上帝的作為
[00:12:11.000 --> 00:12:13.000]  上帝為我們做了什麼
[00:12:13.000 --> 00:12:16.000]  如果在小組層面的時候
[00:12:16.000 --> 00:12:18.000]  當然每個星期的時候
[00:12:18.000 --> 00:12:19.000]  組長也會問
[00:12:19.000 --> 00:12:22.000]  這個星期有什麼為大家代禱
[00:12:22.000 --> 00:12:23.000]  如果在初中生
[00:12:23.000 --> 00:12:24.000]  當我巡組的時候
[00:12:24.000 --> 00:12:26.000]  初中生通常都會說
[00:12:26.000 --> 00:12:27.000]  我沒有什麼代求
[00:12:27.000 --> 00:12:28.000]  我一切都好
[00:12:28.000 --> 00:12:29.000]  各樣都好
[00:12:29.000 --> 00:12:31.000]  組長就會改第二個問法
[00:12:31.000 --> 00:12:33.000]  就是有什麼感恩
[00:12:33.000 --> 00:12:35.000]  禱告大家都學習了很多年
[00:12:35.000 --> 00:12:37.000]  就是禱告不是值得祈求的
[00:12:37.000 --> 00:12:39.000]  還可以去感謝上帝
[00:12:39.000 --> 00:12:41.000]  所以我們在公共敬拜聚會
[00:12:41.000 --> 00:12:43.000]  或者小組上的時候
[00:12:43.000 --> 00:12:45.000]  我們都可以有這個操練
[00:12:45.000 --> 00:12:47.000]  我們感謝上帝
[00:12:47.000 --> 00:12:49.000]  這個星期有什麼供應給我們
[00:12:49.000 --> 00:12:51.000]  可能是你開學
[00:12:51.000 --> 00:12:54.000]  你進了一個不同的地方
[00:12:54.000 --> 00:12:56.000]  可能你剛剛DSE放榜
[00:12:56.000 --> 00:12:57.000]  大家收到一個成績
[00:12:57.000 --> 00:13:00.000]  去到不同的中轉站
[00:13:00.000 --> 00:13:03.000]  又或者你上次很辛苦
[00:13:03.000 --> 00:13:04.000]  都被你入圍
[00:13:04.000 --> 00:13:08.000]  這些可能很微小的不同際遇機會的時候
[00:13:08.000 --> 00:13:11.000]  我們會不會維持感謝上帝
[00:13:11.000 --> 00:13:13.000]  可能工作上的時候
[00:13:13.000 --> 00:13:15.000]  你都仍然是面試中
[00:13:15.000 --> 00:13:17.000]  甚至面試了第一次
[00:13:17.000 --> 00:13:19.000]  可能去到第二次面試
[00:13:19.000 --> 00:13:21.000]  但至少每一次面試機會的時候
[00:13:21.000 --> 00:13:24.000]  我們都知道是從上帝而來
[00:13:24.000 --> 00:13:25.000]  去促進不同的人
[00:13:25.000 --> 00:13:27.000]  去構成不同的關係
[00:13:27.000 --> 00:13:30.000]  以致凡事萬事都互相效力
[00:13:30.000 --> 00:13:32.000]  另外就是生活敬拜
[00:13:32.000 --> 00:13:33.000]  當然在一些典禮
[00:13:33.000 --> 00:13:35.000]  我們是比較容易經歷到
[00:13:35.000 --> 00:13:37.000]  一個典禮表示那個年度
[00:13:37.000 --> 00:13:40.000]  已經完成了一切的人或事
[00:13:40.000 --> 00:13:41.000]  共同的經歷
[00:13:41.000 --> 00:13:44.000]  無論你是在工作的典禮
[00:13:44.000 --> 00:13:45.000]  或者一年的累固
[00:13:45.000 --> 00:13:47.000]  或者是在學業上
[00:13:47.000 --> 00:13:49.000]  我自己個人有些練習
[00:13:49.000 --> 00:13:51.000]  我就會在手機上
[00:13:51.000 --> 00:13:53.000]  我就會有一個叫日記
[00:13:53.000 --> 00:13:54.000]  Daily Apps
[00:13:54.000 --> 00:13:56.000]  它不單單記錄文字
[00:13:56.000 --> 00:13:58.000]  它可以記錄一些Emoji
[00:13:58.000 --> 00:14:00.000]  或者錄音等等事情
[00:14:00.000 --> 00:14:03.000]  我就會將我那天帶了一些事情
[00:14:03.000 --> 00:14:05.000]  可能感恩或者想起的事情
[00:14:05.000 --> 00:14:07.000]  我就會記錄下來
[00:14:07.000 --> 00:14:08.000]  我翻看的時候
[00:14:08.000 --> 00:14:09.000]  亦都有一些標籤
[00:14:09.000 --> 00:14:11.000]  就表示是Fansgiving
[00:14:11.000 --> 00:14:12.000]  或者是代求
[00:14:12.000 --> 00:14:14.000]  就令我回想
[00:14:14.000 --> 00:14:15.000]  嘩!這樣的事項
[00:14:15.000 --> 00:14:17.000]  原來很多我自己都未必記得
[00:14:17.000 --> 00:14:19.000]  我上星期原來曾經有過這樣的祈禱
[00:14:19.000 --> 00:14:22.000]  或者我上一個月一直在祈求
[00:14:22.000 --> 00:14:24.000]  天父原來在某些情況
[00:14:24.000 --> 00:14:25.000]  已經呈現了出來
[00:14:25.000 --> 00:14:28.000]  已經令我不得不發出感恩之情
[00:14:28.000 --> 00:14:30.000]  所以這個都可以鼓勵弟兄姊妹
[00:14:30.000 --> 00:14:31.000]  有些感恩的操練
[00:14:31.000 --> 00:14:33.000]  以致我們可以回望
[00:14:33.000 --> 00:14:37.000]  上帝的恩典一直與我們同在
[00:14:37.000 --> 00:14:39.000]  第二樣除了感恩的時候
[00:14:39.000 --> 00:14:41.000]  就是感悟
[00:14:41.000 --> 00:14:42.000]  意思就是
[00:14:42.000 --> 00:14:44.000]  豐收不是一個鬆懈
[00:14:44.000 --> 00:14:48.000]  而是更深的衛生將我們傳言歸上
[00:14:48.000 --> 00:14:50.000]  因為在七一節的時候
[00:14:50.000 --> 00:14:52.000]  當時亦都有一種傳統
[00:14:52.000 --> 00:14:54.000]  在希伯來人就認為
[00:14:54.000 --> 00:14:57.000]  是一個頒佈律法的紀念日
[00:14:57.000 --> 00:14:59.000]  他們在這個節日通常都會中讀經文
[00:14:59.000 --> 00:15:01.000]  就好像我們現在中讀
[00:15:01.000 --> 00:15:03.000]  他們都會去中讀路德記
[00:15:03.000 --> 00:15:04.000]  在記載著
[00:15:04.000 --> 00:15:07.000]  如何能夠賜予豐收給當時的人民
[00:15:07.000 --> 00:15:09.000]  要我說的律法傳遞
[00:15:09.000 --> 00:15:11.000]  能夠甦醒人心
[00:15:11.000 --> 00:15:13.000]  因為希伯來人知道
[00:15:13.000 --> 00:15:15.000]  其實倚靠上帝的
[00:15:15.000 --> 00:15:19.000]  不只是單單祂給我們的馬拿
[00:15:19.000 --> 00:15:22.000]  因為當時以色列人都經歷過很慘痛的經歷
[00:15:22.000 --> 00:15:24.000]  他們開頭有很多抱怨
[00:15:24.000 --> 00:15:26.000]  就是在埃及裏面
[00:15:26.000 --> 00:15:28.000]  我做奴隸都可以吃
[00:15:28.000 --> 00:15:29.000]  都可以申奴
[00:15:29.000 --> 00:15:31.000]  但現在去到曠野
[00:15:31.000 --> 00:15:32.000]  什麼都沒有
[00:15:32.000 --> 00:15:34.000]  食西北風
[00:15:34.000 --> 00:15:37.000]  結果抱怨就去到摩西
[00:15:37.000 --> 00:15:38.000]  其實摩西都受不了
[00:15:38.000 --> 00:15:40.000]  帶著幾十萬人
[00:15:40.000 --> 00:15:42.000]  結果摩西亦都跟神說
[00:15:42.000 --> 00:15:44.000]  我受不了我這班人
[00:15:44.000 --> 00:15:46.000]  在曠野又如何
[00:15:46.000 --> 00:15:49.000]  但耶和華豈有難成的事
[00:15:49.000 --> 00:15:53.000]  祂不只是單單所謂靈魂的救贖
[00:15:53.000 --> 00:15:56.000]  祂是土地所有物質的資源
[00:15:56.000 --> 00:15:58.000]  背後的宇宙之王
[00:15:58.000 --> 00:16:01.000]  結果耶和華就跟摩西說
[00:16:01.000 --> 00:16:03.000]  你跟那些子民說
[00:16:03.000 --> 00:16:05.000]  馬拿是足夠他們的
[00:16:05.000 --> 00:16:08.000]  首選要吃肉的時候
[00:16:08.000 --> 00:16:10.000]  那些姐姑飛過來
[00:16:10.000 --> 00:16:12.000]  吃到他們鼻子都噴出來
[00:16:12.000 --> 00:16:14.000]  多到他們不吃
[00:16:14.000 --> 00:16:16.000]  但當時的人民都不信
[00:16:16.000 --> 00:16:18.000]  哪有可能
[00:16:18.000 --> 00:16:19.000]  什麼都沒有
[00:16:19.000 --> 00:16:21.000]  結果那一代全部被擊殺
[00:16:21.000 --> 00:16:24.000]  只剩下約書亞和加了
[00:16:24.000 --> 00:16:27.000]  新一代的人才能夠去到應許之地
[00:16:27.000 --> 00:16:28.000]  不過你看到
[00:16:28.000 --> 00:16:32.000]  上帝不只是供應我們日常生活的東西
[00:16:32.000 --> 00:16:34.000]  我們如果記得有個社會金字塔
[00:16:34.000 --> 00:16:36.000]  一個底層打上去
[00:16:36.000 --> 00:16:37.000]  我們先求生存
[00:16:37.000 --> 00:16:39.000]  有些空氣 有些食物
[00:16:39.000 --> 00:16:42.000]  除了這件事上帝會供應的時候
[00:16:42.000 --> 00:16:44.000]  之後還要有些關係
[00:16:44.000 --> 00:16:45.000]  比如說
[00:16:45.000 --> 00:16:47.000]  再上的時候
[00:16:47.000 --> 00:16:48.000]  一些實現
[00:16:48.000 --> 00:16:50.000]  心理 群體的時候
[00:16:50.000 --> 00:16:52.000]  難道這些事情
[00:16:52.000 --> 00:16:55.000]  上帝不能夠也沒有能力供應我們
[00:16:55.000 --> 00:16:57.000]  當然不會
[00:16:57.000 --> 00:17:00.000]  所以上帝的供應超出我們所想所求
[00:17:00.000 --> 00:17:02.000]  不單單我們基本的需要
[00:17:02.000 --> 00:17:04.000]  甚至我們未祈求已先
[00:17:04.000 --> 00:17:07.000]  對於我們作為一個人類完整的人
[00:17:07.000 --> 00:17:09.000]  我們的身心靈的需要
[00:17:09.000 --> 00:17:10.000]  他都看顧著
[00:17:10.000 --> 00:17:12.000]  都會供應著
[00:17:12.000 --> 00:17:14.000]  《生命記》提醒我們
[00:17:14.000 --> 00:17:16.000]  人活著不是單靠食物
[00:17:16.000 --> 00:17:20.000]  乃是依靠耀華浩宗所說的話
[00:17:20.000 --> 00:17:25.000]  詩篇19章在這幾節的時候有提到
[00:17:25.000 --> 00:17:28.000]  基督徒為什麼經常要去誦讀經文
[00:17:28.000 --> 00:17:30.000]  或者有時背誦經文呢
[00:17:30.000 --> 00:17:32.000]  因為聖經有以下這幾個益處
[00:17:32.000 --> 00:17:33.000]  當然不單止這樣
[00:17:33.000 --> 00:17:34.000]  我稍微提及了
[00:17:34.000 --> 00:17:35.000]  第一個
[00:17:35.000 --> 00:17:38.000]  有能力喚醒疲乏的心靈
[00:17:38.000 --> 00:17:40.000]  這種疲乏不是單單身體上
[00:17:40.000 --> 00:17:41.000]  你睡眠不足
[00:17:41.000 --> 00:17:43.000]  你當然要去睡眠
[00:17:43.000 --> 00:17:45.000]  我上一次在安息日也有說
[00:17:45.000 --> 00:17:47.000]  如果你通頂不睡的時候
[00:17:47.000 --> 00:17:49.000]  怎樣也救不了你
[00:17:49.000 --> 00:17:51.000]  但至少神的位提醒你
[00:17:51.000 --> 00:17:53.000]  你信得過神的供應
[00:17:53.000 --> 00:17:55.000]  在你睡覺的時候
[00:17:55.000 --> 00:17:57.000]  神永不打頓嗎
[00:17:57.000 --> 00:18:00.000]  你信得過神在你睡覺的時候
[00:18:00.000 --> 00:18:03.000]  祂仍然維持著這個世界
[00:18:03.000 --> 00:18:05.000]  祂仍然將你擔心的事情
[00:18:05.000 --> 00:18:06.000]  祂記在心裡
[00:18:06.000 --> 00:18:08.000]  每一一成就
[00:18:08.000 --> 00:18:10.000]  在你睡眠的時候
[00:18:10.000 --> 00:18:11.000]  第二個
[00:18:11.000 --> 00:18:12.000]  啟迪我們的思想
[00:18:12.000 --> 00:18:13.000]  引導我們在複雜的世界
