
[00:00:00.000 --> 00:00:02.000]  新年快樂呀大家
[00:03:23.000 --> 00:03:26.000]  很快地說說這五件事
[00:03:26.000 --> 00:03:30.000]  在2章1至12節說有四位朋友
[00:03:30.000 --> 00:03:33.000]  抬著毯子從屋頂放下
[00:03:33.000 --> 00:03:35.000]  求耶穌醫治他們
[00:03:35.000 --> 00:03:37.000]  耶穌最後赦免他們的罪
[00:03:37.000 --> 00:03:38.000]  他們就起來
[00:03:38.000 --> 00:03:42.000]  當時在場的民事心裡議論
[00:03:42.000 --> 00:03:44.000]  他們不是很大聲
[00:03:44.000 --> 00:03:46.000]  只是心裡說
[00:03:46.000 --> 00:03:49.000]  為什麼他們會有赦罪的權柄
[00:03:49.000 --> 00:03:51.000]  他們是不是褻瀆神
[00:03:51.000 --> 00:03:53.000]  只是心裡說
[00:03:53.000 --> 00:03:55.000]  來到第二件事
[00:03:55.000 --> 00:03:58.000]  2章我們剛才讀的經文13至17節
[00:03:58.000 --> 00:04:01.000]  主夫趙瑞利跟隨他
[00:04:01.000 --> 00:04:06.000]  並且來到耶穌與瑞利一群罪人一起吃飯
[00:04:06.000 --> 00:04:10.000]  法利塞人這次找了一個門徒來問話
[00:04:10.000 --> 00:04:14.000]  問為什麼耶穌會與罪人一起吃飯
[00:04:14.000 --> 00:04:15.000]  只是問門徒
[00:04:15.000 --> 00:04:19.000]  第三件事是2章18至22節
[00:04:19.000 --> 00:04:23.000]  法利塞人看到約翰的門徒和法利塞人都禁食
[00:04:23.000 --> 00:04:25.000]  但耶穌的門徒不斷地吃
[00:04:25.000 --> 00:04:30.000]  於是法利塞人就捉住耶穌問
[00:04:30.000 --> 00:04:34.000]  為什麼門徒不禁食
[00:04:34.000 --> 00:04:38.000]  第四件事是2章23至28節
[00:04:38.000 --> 00:04:41.000]  當耶穌與門徒經過一個蜜田
[00:04:41.000 --> 00:04:43.000]  門徒肚子餓
[00:04:43.000 --> 00:04:47.000]  隨手在蜜田摘了蜜水來吃
[00:04:47.000 --> 00:04:49.000]  但那天是安息日
[00:04:49.000 --> 00:04:51.000]  在猶太律法裡
[00:04:51.000 --> 00:04:55.000]  安息日不可以與任何修葛有關
[00:04:55.000 --> 00:04:58.000]  於是法利塞人就質問耶穌
[00:04:58.000 --> 00:05:03.000]  為什麼門徒在安息日做不合法的事
[00:05:03.000 --> 00:05:05.000]  又升級了
[00:05:05.000 --> 00:05:08.000]  最後3章1至6節
[00:05:08.000 --> 00:05:14.000]  耶穌在安息日中醫治了一個手腕縮了的人
[00:05:14.000 --> 00:05:20.000]  那些法利塞人當然有很大的憤怒
[00:05:20.000 --> 00:05:22.000]  耶穌還說了一句話
[00:05:22.000 --> 00:05:24.000]  在安息日行善行惡
[00:05:24.000 --> 00:05:25.000]  救命害命
[00:05:25.000 --> 00:05:27.000]  哪一樣才是合法呢
[00:05:27.000 --> 00:05:29.000]  耶穌說了這句話後
[00:05:29.000 --> 00:05:30.000]  他們沒有再說話
[00:05:30.000 --> 00:05:32.000]  不過他們就走了出去
[00:05:32.000 --> 00:05:36.000]  法利塞人與希律黨的人相議
[00:05:36.000 --> 00:05:39.000]  如何可以除掉耶穌
[00:05:39.000 --> 00:05:41.000]  大家看到是一級一級的
[00:05:41.000 --> 00:05:43.000]  裡面的爭吵
[00:05:43.000 --> 00:05:48.000]  馬可這本書的作者刻意將這幾件事放在一起
[00:05:48.000 --> 00:05:52.000]  要讓我們知道耶穌在最初傳道的日子
[00:05:52.000 --> 00:05:57.000]  那群聽眾已經不太聽他的說話
[00:05:57.000 --> 00:05:59.000]  耶穌本來想藉著他的工作
[00:05:59.000 --> 00:06:03.000]  帶出他的身份和使命
[00:06:03.000 --> 00:06:06.000]  並且要揭示神國的來臨
[00:06:06.000 --> 00:06:08.000]  不過他們聽不盡
[00:06:08.000 --> 00:06:10.000]  也不想聽
[00:06:10.000 --> 00:06:12.000]  為什麼他們會這樣呢
[00:06:12.000 --> 00:06:14.000]  其實都是兩個原因
[00:06:14.000 --> 00:06:17.000]  第一是因為他們覺得耶穌所傳說的
[00:06:17.000 --> 00:06:19.000]  和他們長久而來所聽的
[00:06:19.000 --> 00:06:23.000]  在舊約裡面對聖經和安息日的認識
[00:06:23.000 --> 00:06:25.000]  距離實在太遠了
[00:06:25.000 --> 00:06:27.000]  安息日明明有很多規矩
[00:06:27.000 --> 00:06:28.000]  很多事情不能做
[00:06:28.000 --> 00:06:30.000]  為什麼耶穌好像每件事都能做
[00:06:30.000 --> 00:06:32.000]  所以耶穌的這些行動
[00:06:32.000 --> 00:06:33.000]  他又治病
[00:06:33.000 --> 00:06:35.000]  又給門徒吃東西
[00:06:35.000 --> 00:06:41.000]  他們覺得是違背了摩西律法的規定
[00:06:41.000 --> 00:06:43.000]  所以他們也擔心
[00:06:43.000 --> 00:06:46.000]  如果繼續被耶穌所做
[00:06:46.000 --> 00:06:47.000]  繼續做下去
[00:06:47.000 --> 00:06:50.000]  會不會帶來猶太整個社會的不安
[00:06:50.000 --> 00:06:54.000]  甚至羅馬政府也忍受不了
[00:06:54.000 --> 00:06:55.000]  為什麼我這樣說呢
[00:06:55.000 --> 00:06:59.000]  其實在《約翰福音》11章47-48節
[00:06:59.000 --> 00:07:01.000]  那裡他們真的開過會
[00:07:01.000 --> 00:07:02.000]  一群宗教領袖
[00:07:02.000 --> 00:07:05.000]  祭司長和化理財人召開會議
[00:07:05.000 --> 00:07:06.000]  他們說
[00:07:06.000 --> 00:07:07.000]  這人就是耶穌
[00:07:07.000 --> 00:07:09.000]  行好些神蹟
[00:07:09.000 --> 00:07:11.000]  我們怎麼辦呢
[00:07:11.000 --> 00:07:12.000]  今天我們看到很多神蹟
[00:07:12.000 --> 00:07:14.000]  我們可能覺得很開心
[00:07:14.000 --> 00:07:15.000]  很棒吧
[00:07:15.000 --> 00:07:17.000]  但他們有很多擔心
[00:07:17.000 --> 00:07:19.000]  若讓他這樣做
[00:07:19.000 --> 00:07:21.000]  人人都要相信他
[00:07:21.000 --> 00:07:24.000]  羅馬人也要來毀滅我們的聖殿
[00:07:24.000 --> 00:07:26.000]  和我們的民族
[00:07:26.000 --> 00:07:29.000]  因為羅馬的皇帝希律王
[00:07:29.000 --> 00:07:30.000]  就是一個神
[00:07:30.000 --> 00:07:32.000]  人人都要拜他
[00:07:32.000 --> 00:07:35.000]  誰知道原來猶太人自己搞一個神出來的時候
[00:07:35.000 --> 00:07:36.000]  搞不定
[00:07:36.000 --> 00:07:39.000]  他們擔心就很危險
[00:07:39.000 --> 00:07:40.000]  事實上
[00:07:40.000 --> 00:07:43.000]  不知道你們在生命中有沒有經歷過
[00:07:43.000 --> 00:07:46.000]  有些時候耶穌的教導
[00:07:46.000 --> 00:07:50.000]  其實都會顛覆我們的價值觀
[00:07:50.000 --> 00:07:55.000]  甚至挑戰我們一些很牢固的想法
[00:07:55.000 --> 00:07:59.000]  當我們面對耶穌的教導的時候
[00:07:59.000 --> 00:08:01.000]  你的想法又是怎樣呢
[00:08:01.000 --> 00:08:04.000]  你會不會像當時這群宗教領袖一樣
[00:08:04.000 --> 00:08:06.000]  都想攀走耶穌
[00:08:06.000 --> 00:08:08.000]  不要被他騷擾呢
[00:08:08.000 --> 00:08:12.000]  還是我們願意選擇開放我們的心
[00:08:12.000 --> 00:08:17.000]  聽聽耶穌的新教導又是怎樣呢
[00:08:17.000 --> 00:08:23.000]  雖然一群宗教領袖拒絕耶穌的教導和工作
[00:08:23.000 --> 00:08:27.000]  但耶穌也不是一面倒地吃了閉門羹
[00:08:27.000 --> 00:08:32.000]  當時也有人願意正面和積極地回應主
[00:08:32.000 --> 00:08:34.000]  就像今天我們經文的主角
[00:08:34.000 --> 00:08:38.000]  我稱他為社會的邊緣人士
[00:08:38.000 --> 00:08:40.000]  利美
[00:08:40.000 --> 00:08:41.000]  其實是一個瑞利
[00:08:41.000 --> 00:08:45.000]  稍後說說為何瑞利是社會的邊緣人士
[00:08:45.000 --> 00:08:47.000]  其實利美
[00:08:47.000 --> 00:08:49.000]  如果你看十二使徒裏
[00:08:49.000 --> 00:08:51.000]  沒有利美這個名字的
[00:08:51.000 --> 00:08:52.000]  為甚麼呢
[00:08:52.000 --> 00:08:55.000]  因為利美後來改了名叫馬太
[00:08:55.000 --> 00:08:58.000]  就是馬太福音的作者
[00:08:58.000 --> 00:09:01.000]  即是耶穌十二個門徒之一
[00:09:01.000 --> 00:09:05.000]  因為他願意積極回應主的呼召
[00:09:05.000 --> 00:09:07.000]  他在《路加福音》告訴我們
[00:09:07.000 --> 00:09:09.000]  平衡的經文說
[00:09:09.000 --> 00:09:11.000]  當耶穌來呼召他的時候
[00:09:11.000 --> 00:09:14.000]  他的反應是撇下所有
[00:09:14.000 --> 00:09:17.000]  來跟從耶穌
[00:09:17.000 --> 00:09:19.000]  在他回應耶穌這個呼召之後
[00:09:19.000 --> 00:09:22.000]  他就回家擺設筵席
[00:09:22.000 --> 00:09:25.000]  而在他所擺設的筵席裏
[00:09:25.000 --> 00:09:26.000]  其實預示了
[00:09:26.000 --> 00:09:30.000]  如果人也要進入主耶穌為世人
[00:09:30.000 --> 00:09:33.000]  預備的另類的救恩筵席
[00:09:33.000 --> 00:09:36.000]  我們需要有兩個行動
[00:09:36.000 --> 00:09:39.000]  第一個行動就是我們不作區分
[00:09:39.000 --> 00:09:42.000]  第二個行動就是我們要承認需要
[00:09:42.000 --> 00:09:43.000]  我們一起看看
[00:09:43.000 --> 00:09:45.000]  經文記述
[00:09:45.000 --> 00:09:47.000]  剛才說二章一節
[00:09:47.000 --> 00:09:50.000]  第一件事就是治好癱子
[00:09:50.000 --> 00:09:52.000]  所以耶穌離開癱子家之後
[00:09:52.000 --> 00:09:56.000]  他就從加伯隆去了加利利湖的海邊
[00:09:56.000 --> 00:09:59.000]  加伯隆其實在《馬可福音》
[00:09:59.000 --> 00:10:03.000]  《馬可福音》是耶穌傳福音的基地
[00:10:03.000 --> 00:10:06.000]  所以耶穌經常在《馬可福音》
[00:10:06.000 --> 00:10:08.000]  在加伯隆做了很多不同的事情
[00:10:08.000 --> 00:10:11.000]  耶穌當時的工作應該引起了一些人的注意
[00:10:11.000 --> 00:10:12.000]  所以他去到哪裡
[00:10:12.000 --> 00:10:14.000]  也有一群人跟著他
[00:10:14.000 --> 00:10:16.000]  所以耶穌去到海邊
[00:10:16.000 --> 00:10:18.000]  也教導他們
[00:10:18.000 --> 00:10:19.000]  然後他就繼續走
[00:10:19.000 --> 00:10:20.000]  走著走著
[00:10:20.000 --> 00:10:23.000]  他就看到一個人坐在水關上
[00:10:23.000 --> 00:10:26.000]  這就是阿肋肥的兒子利美
[00:10:26.000 --> 00:10:28.000]  耶穌就跟他說
[00:10:28.000 --> 00:10:29.000]  來,跟從我
[00:10:29.000 --> 00:10:32.000]  於是他就起來跟從耶穌
[00:10:32.000 --> 00:10:35.000]  這次是《馬可福音》記述的第二次
[00:10:35.000 --> 00:10:38.000]  耶穌呼召門徒的事件
[00:10:38.000 --> 00:10:40.000]  上一次他選了四個漁夫
[00:10:40.000 --> 00:10:43.000]  這次他選了一個公務員瑞利
[00:10:43.000 --> 00:10:45.000]  來跟隨他
[00:10:45.000 --> 00:10:48.000]  利美可能早已聽聞耶穌的事件
[00:10:48.000 --> 00:10:52.000]  所以他一被呼召就立刻起來
[00:10:52.000 --> 00:10:54.000]  我們對他的認識不多
[00:10:54.000 --> 00:10:56.000]  只知道他是阿肋肥的兒子
[00:10:56.000 --> 00:11:02.000]  他負責幫希律王收通行費和關稅的人
[00:11:02.000 --> 00:11:06.000]  其實在耶穌時代的瑞利
[00:11:06.000 --> 00:11:09.000]  是一群很討人厭的人
[00:11:09.000 --> 00:11:12.000]  他們被稱呼為「尤奸」
[00:11:12.000 --> 00:11:14.000]  我們中國人就是漢奸
[00:11:14.000 --> 00:11:16.000]  他們有「尤奸」
[00:11:16.000 --> 00:11:19.000]  即是說他們是出賣自己同胞的人
[00:11:19.000 --> 00:11:20.000]  為什麼這樣說呢?
[00:11:20.000 --> 00:11:23.000]  因為當時的瑞利是猶太人
[00:11:23.000 --> 00:11:26.000]  幫助羅馬人收稅
[00:11:26.000 --> 00:11:29.000]  收稅還要多很多
[00:11:29.000 --> 00:11:32.000]  上繳完項目後
[00:11:32.000 --> 00:11:33.000]  其他的就怎樣呢?
[00:11:33.000 --> 00:11:36.000]  袋袋平安,自己袋好
[00:11:36.000 --> 00:11:40.000]  另外他恃有羅馬政府的權力在背後
[00:11:40.000 --> 00:11:43.000]  所以他們很多時候都欺壓同胞
[00:11:43.000 --> 00:11:45.000]  貪污、殺荒
[00:11:45.000 --> 00:11:48.000]  這些全部都是他們經常做的事
[00:11:48.000 --> 00:11:52.000]  所以他們受到猶太人極度的輕視和痛恨
[00:11:52.000 --> 00:11:53.000]  他們被稱為「罪人」
[00:11:53.000 --> 00:11:55.000]  在猶太人眼中
[00:11:55.000 --> 00:11:57.000]  三種人屬於罪人
[00:11:57.000 --> 00:12:01.000]  瑞利、妓女和小偷
[00:12:01.000 --> 00:12:04.000]  這三類都是罪人
[00:12:04.000 --> 00:12:07.000]  是社會藐視的下等人
[00:12:07.000 --> 00:12:08.000]  我們想想
[00:12:08.000 --> 00:12:11.000]  耶穌在招兵買馬
[00:12:11.000 --> 00:12:13.000]  去找門徒
[00:12:13.000 --> 00:12:15.000]  一般人招兵買馬
[00:12:15.000 --> 00:12:17.000]  會找什麼人呢?
[00:12:17.000 --> 00:12:18.000]  當然是找最fit的
[00:12:18.000 --> 00:12:20.000]  最標青的人
[00:12:20.000 --> 00:12:23.000]  你會不會找一些社會認為是下等人的人
[00:12:23.000 --> 00:12:26.000]  加入自己的團隊呢?
[00:12:26.000 --> 00:12:27.000]  肯定不會吧?
[00:12:27.000 --> 00:12:29.000]  一點都不光彩
[00:12:29.000 --> 00:12:33.000]  不會令到你的團隊好看很多
[00:12:33.000 --> 00:12:35.000]  但為什麼耶穌會這樣做呢?
[00:12:35.000 --> 00:12:39.000]  有一個牧者曾經說過一句話
[00:12:39.000 --> 00:12:43.000]  來詮釋耶穌這次呼召的行動
[00:12:43.000 --> 00:12:44.000]  這句話是這樣的
[00:12:44.000 --> 00:12:49.000]  他說我們的過去不能夠限制我們的現在
[00:12:49.000 --> 00:12:53.000]  更加無法斷定我們的將來
[00:12:53.000 --> 00:12:54.000]  我再說一次
[00:12:54.000 --> 00:12:57.000]  我們的過去不能夠限制我們的現在
[00:12:57.000 --> 00:13:02.000]  更加無法斷定我們的將來
[00:13:02.000 --> 00:13:05.000]  耶穌沒有只看著利美的過去
[00:13:05.000 --> 00:13:08.000]  祂看的是祂生命的本質
[00:13:08.000 --> 00:13:11.000]  所以祂呼召利美來跟從祂
[00:13:11.000 --> 00:13:13.000]  當利美願意回應這個揀選
[00:13:13.000 --> 00:13:15.000]  將生命交給神的時候
[00:13:15.000 --> 00:13:19.000]  祂放在神的手裡被上帝來鬧著的時候
[00:13:19.000 --> 00:13:23.000]  祂的生命就變得不再一樣
[00:13:23.000 --> 00:13:29.000]  所以只有耶穌能夠去斷定每一個人的將來
[00:13:29.000 --> 00:13:32.000]  不知道大家認不認識這個人
[00:13:32.000 --> 00:13:35.000]  男弟兄方文聰
[00:13:35.000 --> 00:13:36.000]  認不認識他?
[00:13:36.000 --> 00:13:37.000]  很陌生
[00:13:37.000 --> 00:13:38.000]  有些人可能認識
[00:13:38.000 --> 00:13:39.000]  有些人可能不認識
[00:13:39.000 --> 00:13:41.000]  不過如果我問問大家
[00:13:41.000 --> 00:13:43.000]  你認不認識這些師哥呢?
[00:13:43.000 --> 00:13:44.000]  耶穌我感謝你
[00:13:44.000 --> 00:13:46.000]  玻璃海
[00:13:46.000 --> 00:13:49.000]  我要一生一世住在你聖殿
[00:13:49.000 --> 00:13:51.000]  神的帳幕在人間
[00:13:51.000 --> 00:13:52.000]  有沒有印象?
[00:13:52.000 --> 00:13:53.000]  這些歌
[00:13:53.000 --> 00:13:54.000]  有吧?
[00:13:54.000 --> 00:13:57.000]  這些歌的作者就是方文聰
[00:13:57.000 --> 00:14:01.000]  你看到他是一個很健康的家庭
[00:14:01.000 --> 00:14:04.000]  他現在大約四十多歲
[00:14:04.000 --> 00:14:10.000]  原來他也有一個很獨特的過去
[00:14:10.000 --> 00:14:13.000]  原來十二歲的時候他就加入了黑社會
[00:14:13.000 --> 00:14:15.000]  後來他就接觸了毒品
[00:14:15.000 --> 00:14:17.000]  沉淪毒害
[00:14:17.000 --> 00:14:19.000]  成為了毒品的賊家
[00:14:19.000 --> 00:14:25.000]  後來十七歲因為販毒就被判入勞教所
[00:14:25.000 --> 00:14:27.000]  三個半月之後就被釋放
[00:14:27.000 --> 00:14:29.000]  開始家裡打算打本給他
[00:14:29.000 --> 00:14:32.000]  回大陸做一些生意
[00:14:32.000 --> 00:14:34.000]  希望他可以洗心革面
[00:14:34.000 --> 00:14:36.000]  誰知道因為一場沙士
[00:14:36.000 --> 00:14:38.000]  然後他的生意就沒有了
[00:14:38.000 --> 00:14:39.000]  回到香港
[00:14:39.000 --> 00:14:44.000]  香港百無聊賴之後又再沉淪毒害
[00:14:44.000 --> 00:14:48.000]  二十一歲他就做了夜總會的經理
[00:14:48.000 --> 00:14:51.000]  過著紙醉金迷的生活
[00:14:51.000 --> 00:14:55.000]  不過在他的內心卻是很不滿足
[00:14:55.000 --> 00:14:58.000]  很不明白人生的意義是不是這樣
[00:14:58.000 --> 00:15:01.000]  怎樣可以過得開心一點呢?
[00:15:01.000 --> 00:15:05.000]  就因為一次與主相遇的經歷
[00:15:05.000 --> 00:15:07.000]  他的生命不再一樣
[00:15:07.000 --> 00:15:11.000]  他信主之後就開始參加教會的聚會
[00:15:11.000 --> 00:15:17.000]  他用了一年的時間成功戒掉所有的毒癮和壞習慣
[00:15:17.000 --> 00:15:22.000]  二十三歲他加入了教會來工作
[00:15:22.000 --> 00:15:24.000]  後來他用了八年的時間
[00:15:24.000 --> 00:15:27.000]  讀了一個神學的學位回來
[00:15:27.000 --> 00:15:29.000]  現在他就是一個傳道人
[00:15:29.000 --> 00:15:32.000]  他辦了玻璃海樂團
[00:15:32.000 --> 00:15:40.000]  四處在教會和學校與不同的人分享生命的故事
[00:15:40.000 --> 00:15:45.000]  也創作了很多不同的詩歌來觸動人的心靈
[00:15:45.000 --> 00:15:47.000]  在文中的生命經歷
[00:15:47.000 --> 00:15:51.000]  我們真的看到一個人無論過去是怎樣
[00:15:51.000 --> 00:15:54.000]  真的不能斷定他的將來
[00:15:54.000 --> 00:15:56.000]  只要你放得準
[00:15:56.000 --> 00:16:00.000]  你的生命是交在耶穌的手裡
[00:16:00.000 --> 00:16:04.000]  你就能夠抱出不一樣的人生
[00:16:04.000 --> 00:16:08.000]  正如經文我們剛才看的瑞利利美一樣
[00:16:08.000 --> 00:16:11.000]  當他願意回應耶穌的呼召
[00:16:11.000 --> 00:16:13.000]  其實他也犧牲了很多
[00:16:13.000 --> 00:16:17.000]  漁夫他放下漁夫的工作
[00:16:17.000 --> 00:16:18.000]  他可以回頭的
[00:16:18.000 --> 00:16:19.000]  耶穌死了之後
[00:16:19.000 --> 00:16:21.000]  你也看到他回頭打魚
[00:16:21.000 --> 00:16:23.000]  但瑞利不能回頭
[00:16:23.000 --> 00:16:25.000]  他有可觀的收入
[00:16:25.000 --> 00:16:28.000]  有穩定的職業的保障
[00:16:28.000 --> 00:16:30.000]  但他卻毫不猶豫
[00:16:30.000 --> 00:16:31.000]  把所有東西都丟下
[00:16:31.000 --> 00:16:32.000]  跟著耶穌
[00:16:32.000 --> 00:16:35.000]  於是他成為主的門徒之後
[00:16:35.000 --> 00:16:38.000]  他的生命不再一樣
[00:16:38.000 --> 00:16:39.000]  剛才我說了
[00:16:39.000 --> 00:16:41.000]  他後來成為馬太
[00:16:41.000 --> 00:16:43.000]  寫了《馬太福音》這本書
[00:16:43.000 --> 00:16:46.000]  為耶穌的生平做了很重要的技術
[00:16:46.000 --> 00:16:51.000]  也為後世的信徒帶來很大的影響和幫助
[00:16:51.000 --> 00:16:53.000]  所以我覺得這篇經文真的很適合
[00:16:53.000 --> 00:16:55.000]  若有人在基督裡
[00:16:55.000 --> 00:16:57.000]  他就是新造的人
[00:16:57.000 --> 00:16:59.000]  舊事已過
[00:16:59.000 --> 00:17:01.000]  都變成新的了
[00:17:01.000 --> 00:17:03.000]  無論一個人在社會上的地位
[00:17:03.000 --> 00:17:05.000]  他的階級是怎樣
[00:17:05.000 --> 00:17:07.000]  就算是明昭章也好
[00:17:07.000 --> 00:17:14.000]  也不能影響他能否接受耶穌的呼召
[00:17:14.000 --> 00:17:15.000]  世界上所有的人
[00:17:15.000 --> 00:17:18.000]  其實都可以來跟隨耶穌
[00:17:18.000 --> 00:17:21.000]  因為耶穌沒有把任何人
[00:17:21.000 --> 00:17:25.000]  區分為聖潔、不聖潔、義人或罪人
[00:17:25.000 --> 00:17:27.000]  祂只想把這個世界上所有的人
[00:17:27.000 --> 00:17:30.000]  都帶到上帝的面前
[00:17:30.000 --> 00:17:33.000]  經歷祂的恩典和慈愛
[00:17:33.000 --> 00:17:34.000]  不過我知道
[00:17:34.000 --> 00:17:36.000]  也很明白
[00:17:36.000 --> 00:17:38.000]  說就是容易
[00:17:38.000 --> 00:17:39.000]  如果要讓姐妹們
[00:17:39.000 --> 00:17:43.000]  跟不同背景、不同身份的人
[00:17:43.000 --> 00:17:45.000]  來傳福音
[00:17:45.000 --> 00:17:47.000]  邀請他們做門徒
[00:17:47.000 --> 00:17:48.000]  我也明白
[00:17:48.000 --> 00:17:49.000]  真的不是很容易
[00:17:49.000 --> 00:17:50.000]  我自己也經歷過
[00:17:50.000 --> 00:17:53.000]  我記得在二十多年前
[00:17:53.000 --> 00:17:55.000]  我還未在山浸做
[00:17:55.000 --> 00:17:56.000]  在另一間教會
[00:17:56.000 --> 00:17:58.000]  其實是做社工
[00:17:58.000 --> 00:18:01.000]  但也會兼任一些教會的工作
[00:18:01.000 --> 00:18:03.000]  當時幫忙帶三福隊
[00:18:03.000 --> 00:18:05.000]  有沒有人聽過三福?
[00:18:05.000 --> 00:18:08.000]  類似四律的朋友
[00:18:08.000 --> 00:18:11.000]  三福要實習
[00:18:11.000 --> 00:18:16.000]  我帶著隊員一起做街頭報道
[00:18:16.000 --> 00:18:20.000]  當時我也在找一個隊員
[00:18:20.000 --> 00:18:21.000]  要分享訊息
[00:18:21.000 --> 00:18:23.000]  但不知道找誰好
[00:18:23.000 --> 00:18:24.000]  所以祈禱
[00:18:24.000 --> 00:18:25.000]  上帝告訴我
[00:18:25.000 --> 00:18:28.000]  跟誰分享福音
[00:18:28.000 --> 00:18:30.000]  突然有個聲音說
[00:18:30.000 --> 00:18:33.000]  叫我去七十一號門口
[00:18:33.000 --> 00:18:35.000]  其實有一個男人
[00:18:35.000 --> 00:18:36.000]  站在那裡很久了
[00:18:36.000 --> 00:18:38.000]  他二、三十歲
[00:18:38.000 --> 00:18:40.000]  他在那裡吸煙
[00:18:40.000 --> 00:18:42.000]  還有他紋身
[00:18:42.000 --> 00:18:45.000]  他自己一個人站在那裡
[00:18:45.000 --> 00:18:46.000]  也有一段時間
[00:18:46.000 --> 00:18:49.000]  我第一次聽到這句話
[00:18:49.000 --> 00:18:52.000]  要我跟這個人分享福音
[00:18:52.000 --> 00:18:54.000]  心裡非常糾結
[00:18:54.000 --> 00:18:56.000]  不知道跟他分享什麼好
[00:18:56.000 --> 00:19:00.000]  然後再三問上帝
[00:19:00.000 --> 00:19:01.000]  真的要去嗎?
[00:19:01.000 --> 00:19:03.000]  最後真的要去
