
[00:00:00.000 --> 00:00:07.000]  很開心有機會再跟大家在都會的青崇有分享
[00:09:01.000 --> 00:09:06.000]  是一直以來保護他們,讓他們不再被奴役的關係
[00:09:06.000 --> 00:09:14.000]  是以色列人所認識,幫助他們離開奴役的世界的關係
[00:09:14.000 --> 00:09:19.000]  是引領他們進入一個神為他們預備的
[00:09:19.000 --> 00:09:22.000]  應許安息之地的關係
[00:09:23.000 --> 00:09:26.000]  我們這個神,很多時候我們會
[00:09:26.000 --> 00:09:29.000]  祢給我十誡,就是要我跟進
[00:09:29.000 --> 00:09:32.000]  有些事要我做,祢在奴役我
[00:09:32.000 --> 00:09:34.000]  祢在給我命令
[00:09:34.000 --> 00:09:37.000]  如果你看第一誡,如果你是這樣看的時候
[00:09:37.000 --> 00:09:42.000]  第一誡已經告訴我們,不是,這個神是一個關係的神
[00:09:42.000 --> 00:09:44.000]  祂甚至要我們進入安息
[00:09:44.000 --> 00:09:50.000]  所以祂不會用這樣的方法,讓我們進入一個真正的安穩裡
[00:09:51.000 --> 00:09:56.000]  神由始至終都期待我們進入和祂共融的關係
[00:09:56.000 --> 00:10:00.000]  並且讓人從中得著安息
[00:10:00.000 --> 00:10:05.000]  我們很多時候,這個團契我們做的事是什麼呢?
[00:10:05.000 --> 00:10:07.000]  我們一起唱詩歌敬拜
[00:10:07.000 --> 00:10:10.000]  敬拜裡的歌詞很多時候都是經文
[00:10:10.000 --> 00:10:14.000]  我們在神的話語,在真理當中
[00:10:14.000 --> 00:10:17.000]  甚至我們一起安靜祈禱
[00:10:18.000 --> 00:10:21.000]  在這樣的群體生活裡,在團契當中
[00:10:21.000 --> 00:10:26.000]  我們建立的關係也容讓我們可以進入安息裡
[00:10:26.000 --> 00:10:29.000]  經文第三節這樣說
[00:10:29.000 --> 00:10:33.000]  除了我以外,你不可有別的神
[00:10:33.000 --> 00:10:42.000]  在中國神學研究院之前的院長李思敬博士
[00:10:43.000 --> 00:10:48.000]  他寫了一本書叫《五經行·托拉中的生活智慧》
[00:10:48.000 --> 00:10:54.000]  其實是很多的省民聚在一起合輯這本書
[00:10:54.000 --> 00:11:00.000]  他在當中重新藉著文本去翻譯第一節
[00:11:00.000 --> 00:11:06.000]  他這樣說:對你而言,再沒有其他的神在我面前
[00:11:06.000 --> 00:11:10.000]  對比起除了我以外,你不可有別的神
[00:11:11.000 --> 00:11:13.000]  這個翻譯是不是很不同
[00:11:13.000 --> 00:11:18.000]  這個翻譯好像爸爸在跟你說話一樣
[00:11:18.000 --> 00:11:23.000]  對你而言,再沒有其他的神在我面前
[00:11:23.000 --> 00:11:27.000]  他想我們認識這個神
[00:11:27.000 --> 00:11:30.000]  這個神不是去奴役你的神
[00:11:30.000 --> 00:11:33.000]  這個神是想跟你建立一個關係
[00:11:33.000 --> 00:11:36.000]  想告訴你我是誰
[00:11:37.000 --> 00:11:41.000]  兒子、女兒,在我前面再沒有其他神
[00:11:41.000 --> 00:11:44.000]  我是唯一的神
[00:11:44.000 --> 00:11:47.000]  如果這樣去看第一屆的時候
[00:11:47.000 --> 00:11:51.000]  對你們來說會不會是一個很新的認識呢
[00:11:51.000 --> 00:11:57.000]  對你而言,再沒有其他的神在我面前
[00:11:57.000 --> 00:12:01.000]  既然神是從關係出發的神
[00:12:01.000 --> 00:12:06.000]  要人跟祂一起進入共融的安息當中
[00:12:06.000 --> 00:12:08.000]  神藉著第一條的誡命
[00:12:08.000 --> 00:12:10.000]  要屬祂的子民知道
[00:12:10.000 --> 00:12:15.000]  我們生命裡面是否忠於我們的上帝
[00:12:15.000 --> 00:12:19.000]  並非取決於我們有沒有主動去選擇
[00:12:19.000 --> 00:12:22.000]  而是神根本就在這裡
[00:12:22.000 --> 00:12:27.000]  而神根本就建基於一個神拯救和釋放的因典關係當中
[00:12:27.000 --> 00:12:32.000]  那份拯救和釋放的因典是神要給我們的
[00:12:32.000 --> 00:12:35.000]  不是我們選擇的那份因典
[00:12:35.000 --> 00:12:38.000]  如果沒有這份因典的時候
[00:12:38.000 --> 00:12:41.000]  我們也沒有選擇,我們只會不斷被奴役
[00:12:41.000 --> 00:12:46.000]  也同時提醒了我們
[00:12:46.000 --> 00:12:50.000]  如果沒有神所提供的釋放和因典
[00:12:50.000 --> 00:12:54.000]  我們根本就不能夠享受到安息
[00:12:54.000 --> 00:13:00.000]  因此,你可以看看
[00:13:01.000 --> 00:13:07.000]  很多時候我們跟人的關係動機
[00:13:07.000 --> 00:13:10.000]  可能很多人都在小組裡
[00:13:10.000 --> 00:13:12.000]  我們也有小組的組員
[00:13:12.000 --> 00:13:14.000]  可能我們已經認識了很久
[00:13:14.000 --> 00:13:16.000]  很認識大家
[00:13:16.000 --> 00:13:18.000]  很值得我們反思的就是
[00:13:18.000 --> 00:13:22.000]  我們是否像被奴役的以色列人一樣
[00:13:22.000 --> 00:13:28.000]  我們都好像跟「腿神」相交建基於
[00:13:29.000 --> 00:13:33.000]  給我一口好吃的,讓我休息一下
[00:13:33.000 --> 00:13:36.000]  給我豐衣足食,讓我有豐足的生活
[00:13:36.000 --> 00:13:38.000]  給我身體健康
[00:13:38.000 --> 00:13:41.000]  是否就這樣我們跟神的關係
[00:13:41.000 --> 00:13:44.000]  就是不斷去支取祝福的關係
[00:13:44.000 --> 00:13:48.000]  這種祝福我們覺得是有需要的
[00:13:48.000 --> 00:13:51.000]  因為如果沒有健康,我們如何繼續工作
[00:13:51.000 --> 00:13:53.000]  如何賺錢,如何糊口
[00:13:53.000 --> 00:13:55.000]  如何繼續生活下去
[00:13:56.000 --> 00:13:58.000]  你吃大塊活,大家樂的時候
[00:13:58.000 --> 00:14:00.000]  我們也要有錢,吃麥當勞
[00:14:00.000 --> 00:14:03.000]  我們跟弟兄姊妹出去吃飯
[00:14:03.000 --> 00:14:06.000]  或者去做一些活動的時候
[00:14:06.000 --> 00:14:08.000]  我們也需要有生活費
[00:14:08.000 --> 00:14:12.000]  我們跟神的關係是否只是建基於
[00:14:12.000 --> 00:14:15.000]  你給我一些東西,讓我可以好好地生活下去
[00:14:15.000 --> 00:14:17.000]  是否就是這樣
[00:14:21.000 --> 00:14:26.000]  還是我們不只是想神
[00:14:26.000 --> 00:14:29.000]  就是保障我們生活得好的神
[00:14:29.000 --> 00:14:31.000]  因為神根本就是供應的神
[00:14:31.000 --> 00:14:35.000]  祂要供應給你其實早已在我們面前
[00:14:35.000 --> 00:14:41.000]  特別如果引伸到我們身邊的弟兄姊妹
[00:14:41.000 --> 00:14:44.000]  我們的親人,我們的同學
[00:14:44.000 --> 00:14:47.000]  我們的同事,我們的朋友
[00:14:47.000 --> 00:14:49.000]  我們會否有意無意
[00:14:50.000 --> 00:14:52.000]  都在跟祂的關係建基
[00:14:52.000 --> 00:14:56.000]  建基於一個你可以保障我的生活
[00:14:56.000 --> 00:14:58.000]  是相信的
[00:14:58.000 --> 00:15:01.000]  剛才很大雨,我開車回來
[00:15:01.000 --> 00:15:06.000]  那些車,特別是那些電單車
[00:15:06.000 --> 00:15:09.000]  因為有些電單車司機
[00:15:09.000 --> 00:15:11.000]  這麼大雨,開電單車其實很危險
[00:15:11.000 --> 00:15:16.000]  他們都需要去找一些地方避雨
[00:15:16.000 --> 00:15:18.000]  突然在我面前滑下來
[00:15:19.000 --> 00:15:21.000]  因為前面有個位置可以避雨
[00:15:21.000 --> 00:15:24.000]  穿件雨衣,繼續行程
[00:15:24.000 --> 00:15:29.000]  我心想,你阻礙我回教會講道
[00:15:29.000 --> 00:15:34.000]  你阻礙我謀生,阻礙我生產
[00:15:34.000 --> 00:15:36.000]  你阻礙我工作
[00:15:36.000 --> 00:15:38.000]  如果我用這樣的角度
[00:15:38.000 --> 00:15:44.000]  其實我就不能夠跟祂建立一個神喜悅的關係
[00:15:44.000 --> 00:15:48.000]  但當我再想清楚,是的,祂要避雨
[00:15:48.000 --> 00:15:49.000]  祂也不想這樣事發
[00:15:49.000 --> 00:15:51.000]  不過真的在那個位置
[00:15:51.000 --> 00:15:53.000]  祂就可以安定下來
[00:15:53.000 --> 00:15:56.000]  穿件雨衣,繼續祂的行程
[00:15:56.000 --> 00:16:00.000]  我急煞車,沒有問題
[00:16:00.000 --> 00:16:04.000]  心裏面,神給了我一個安慰
[00:16:04.000 --> 00:16:09.000]  好啊,祂可以穿件雨衣,繼續祂的行程
[00:16:09.000 --> 00:16:11.000]  其實我不去氣祂
[00:16:11.000 --> 00:16:15.000]  我不去鄙視祂這樣開車
[00:16:16.000 --> 00:16:19.000]  其實我也是在給自己一個安息
[00:16:19.000 --> 00:16:23.000]  我也可以進入一個安息,在這樣的環境裏
[00:16:23.000 --> 00:16:27.000]  這個很視乎我們是否只想
[00:16:27.000 --> 00:16:30.000]  這個神怎樣去保障我的生活
[00:16:30.000 --> 00:16:34.000]  人家呢?我們不需要每個人都在奴役裏
[00:16:34.000 --> 00:16:40.000]  第二點,不再作大量生產偶像的工廠
[00:16:40.000 --> 00:16:42.000]  開始這一點的時候
[00:16:42.000 --> 00:16:45.000]  我想跟大家分享一下我太太的一個經歷
[00:16:45.000 --> 00:16:47.000]  真的是我太太的經歷
[00:16:47.000 --> 00:16:49.000]  因為我應該沒有去過米蘭
[00:16:49.000 --> 00:16:53.000]  她剛剛從米蘭回來
[00:16:53.000 --> 00:16:56.000]  她開了一個醫學會議
[00:16:56.000 --> 00:16:59.000]  那個醫學會議有很多同事都會跟她
[00:16:59.000 --> 00:17:03.000]  當中,這個是一個時裝之都
[00:17:03.000 --> 00:17:06.000]  很多人都會想去那個地方
[00:17:06.000 --> 00:17:09.000]  去買他們喜歡的名牌
[00:17:09.000 --> 00:17:12.000]  特別是女士可能會買手袋
[00:17:13.000 --> 00:17:18.000]  她的同事知道要去米蘭開會之前
[00:17:18.000 --> 00:17:20.000]  他們都是開會的
[00:17:20.000 --> 00:17:22.000]  不過他們會抽比較多時間
[00:17:22.000 --> 00:17:24.000]  出來去名牌店那裏走來走去
[00:17:24.000 --> 00:17:26.000]  他們就要做功課
[00:17:26.000 --> 00:17:29.000]  他們形容為,我去米蘭朝聖
[00:17:29.000 --> 00:17:35.000]  好像有些偶像的意味在裏面
[00:17:35.000 --> 00:17:37.000]  我們去朝聖
[00:17:37.000 --> 00:17:39.000]  去朝聖之前要預備自己
[00:17:40.000 --> 00:17:43.000]  要熟讀經書
[00:17:43.000 --> 00:17:46.000]  首先他們會在網上
[00:17:46.000 --> 00:17:48.000]  看看手袋的行程是怎樣
[00:17:48.000 --> 00:17:50.000]  行程是怎樣
[00:17:50.000 --> 00:17:52.000]  哪些手袋值得買
[00:17:52.000 --> 00:17:54.000]  哪些手袋不值得買
[00:17:54.000 --> 00:17:56.000]  因為香港都有
[00:17:56.000 --> 00:17:58.000]  最好就是碰到限購版
[00:17:58.000 --> 00:18:00.000]  我可以買到
[00:18:00.000 --> 00:18:02.000]  我回來就可以很威風
[00:18:02.000 --> 00:18:04.000]  限購版最值得有手
[00:18:04.000 --> 00:18:06.000]  亦是最珍貴的
[00:18:06.000 --> 00:18:08.000]  之後他們就開小組
[00:18:09.000 --> 00:18:12.000]  一起討論哪個好
[00:18:12.000 --> 00:18:14.000]  今年流行哪個款式
[00:18:14.000 --> 00:18:16.000]  然後還可以問
[00:18:16.000 --> 00:18:18.000]  你是不是想要
[00:18:18.000 --> 00:18:20.000]  好,我幫你買
[00:18:20.000 --> 00:18:22.000]  這個團契生活,這個小組生活多開心
[00:18:22.000 --> 00:18:24.000]  幫你買手袋開小組
[00:18:24.000 --> 00:18:28.000]  然後限購最珍貴的
[00:18:28.000 --> 00:18:31.000]  開小組,哪個最值得入手
[00:18:31.000 --> 00:18:33.000]  幫他去米蘭掃貨
[00:18:33.000 --> 00:18:35.000]  過程是充滿期盼的
[00:18:35.000 --> 00:18:37.000]  很有盼望的
[00:18:38.000 --> 00:18:39.000]  我可以拿個好手袋
[00:18:39.000 --> 00:18:41.000]  因為他會幫我去米蘭買
[00:18:41.000 --> 00:18:43.000]  我沒得去,他幫我
[00:18:43.000 --> 00:18:45.000]  這個小組關係真是一流
[00:18:45.000 --> 00:18:47.000]  然後還去想
[00:18:47.000 --> 00:18:49.000]  如果我拿著這個手袋出街
[00:18:49.000 --> 00:18:52.000]  我多開心,多引人注目
[00:18:52.000 --> 00:18:54.000]  因為這個香港沒得買
[00:18:54.000 --> 00:18:57.000]  只有米蘭才有得買
[00:18:57.000 --> 00:18:59.000]  然後發生什麼事呢
[00:18:59.000 --> 00:19:02.000]  故事的發展
[00:19:02.000 --> 00:19:05.000]  不像預期般滿意
[00:19:05.000 --> 00:19:07.000]  為什麼呢
[00:19:07.000 --> 00:19:10.000]  原來去到這些名店
[00:19:10.000 --> 00:19:14.000]  店員不會隨便拿手袋出來給你買
[00:19:14.000 --> 00:19:18.000]  特別是限購那些
[00:19:18.000 --> 00:19:20.000]  要VIP才可以
[00:19:20.000 --> 00:19:23.000]  即是你買夠很多
[00:19:23.000 --> 00:19:29.000]  然後他就會有一些特別版
[00:19:29.000 --> 00:19:32.000]  可以問你有沒有興趣買這個
[00:19:32.000 --> 00:19:35.000]  這些同事就有點失望
[00:19:36.000 --> 00:19:38.000]  不過既然來到
[00:19:38.000 --> 00:19:41.000]  可能香港也有得買
[00:19:41.000 --> 00:19:43.000]  都會買,有些手信
[00:19:43.000 --> 00:19:46.000]  況且可能在那裡買會便宜一點
[00:19:46.000 --> 00:19:50.000]  我太太的經歷有少少不同
[00:19:50.000 --> 00:19:53.000]  她沒有去這些名店繼續開會
[00:19:53.000 --> 00:19:56.000]  但她有個朋友是VIP
[00:19:56.000 --> 00:19:58.000]  她就去逛這些名店
[00:19:58.000 --> 00:20:00.000]  然後拍照給他
[00:20:00.000 --> 00:20:03.000]  我就可以幫你買這個限購版
[00:20:04.000 --> 00:20:06.000]  有興趣的話就回覆我
[00:20:06.000 --> 00:20:08.000]  我還在那間店裡
[00:20:08.000 --> 00:20:11.000]  我太太很遺憾沒有來
[00:20:11.000 --> 00:20:13.000]  她繼續開會
[00:20:13.000 --> 00:20:15.000]  到她開完會才看到這個訊息
[00:20:15.000 --> 00:20:18.000]  然後就看看價錢
[00:20:18.000 --> 00:20:20.000]  嘩,六位數字
[00:20:20.000 --> 00:20:24.000]  我不需要一個六位數字的手袋走出街
[00:20:24.000 --> 00:20:27.000]  對我來說沒什麼用,沒什麼意思
[00:20:27.000 --> 00:20:29.000]  她就婉拒了說
[00:20:29.000 --> 00:20:31.000]  多謝你,真是不好意思
[00:20:31.000 --> 00:20:33.000]  我剛剛才看到訊息
[00:20:33.000 --> 00:20:36.000]  你應該離開了,我不需要這個手袋
[00:20:36.000 --> 00:20:40.000]  在這個經歷當中
[00:20:40.000 --> 00:20:44.000]  我太太回來跟我分享
[00:20:44.000 --> 00:20:46.000]  她說她最想不明白
[00:20:46.000 --> 00:20:48.000]  最令她費解的地方就是
[00:20:48.000 --> 00:20:51.000]  為什麼我買手袋也要給人面試
[00:20:51.000 --> 00:20:56.000]  面試了,你OK了,你夠資格了
[00:20:56.000 --> 00:20:58.000]  我才給你買這個手袋
[00:20:58.000 --> 00:21:00.000]  而且是六位數字的手袋
[00:21:01.000 --> 00:21:03.000]  她覺得我不想支持這些運作
[00:21:03.000 --> 00:21:06.000]  我不想這個世界是這樣運作
[00:21:06.000 --> 00:21:12.000]  我太太所遇上的經歷
[00:21:12.000 --> 00:21:16.000]  反映了我們現在生活在一個什麼世代
[00:21:16.000 --> 00:21:21.000]  人透過身上持有的產物來肯定自己的價值
[00:21:21.000 --> 00:21:26.000]  手持一個價值不非的手袋來建立自己的身份認同
[00:21:27.000 --> 00:21:31.000]  去到一個地步,其實只是被一家名店牽著走
[00:21:31.000 --> 00:21:36.000]  你要繼續做VIP,你就繼續付錢賣東西
[00:21:36.000 --> 00:21:42.000]  你的工資就繼續在我這家公司提升我的股價
[00:21:42.000 --> 00:21:44.000]  老闆就最開心
[00:21:44.000 --> 00:21:48.000]  我們身處的城市,生活的風氣
[00:21:48.000 --> 00:21:51.000]  充斥著自我滿足的偶像
[00:21:52.000 --> 00:21:57.000]  當你在世界中尋找樂趣的時候
[00:21:57.000 --> 00:22:01.000]  其實你也在被偶像奴役
[00:22:01.000 --> 00:22:05.000]  你很容易跌入一個無止境自我陶醉
[00:22:05.000 --> 00:22:09.000]  生活成為一個大量生產偶像的工廠
[00:22:09.000 --> 00:22:14.000]  因為我們付鈔給他繼續生產更多這些奢侈品
[00:22:14.000 --> 00:22:20.000]  我們會覺得我們必須要擁有這些東西才會開心
[00:22:21.000 --> 00:22:26.000]  對我們的心而言,這些東西很可能比神更重要
[00:22:26.000 --> 00:22:31.000]  我們如此看重自己的生產力
[00:22:31.000 --> 00:22:33.000]  我們有沒有能力去買這些手袋
[00:22:33.000 --> 00:22:36.000]  因為我們先將這些事物的價值
[00:22:36.000 --> 00:22:40.000]  別人的認可,自己的名譽
[00:22:40.000 --> 00:22:42.000]  其在別人之上的權力
[00:22:42.000 --> 00:22:44.000]  你看看我是VIP,你們買不到的
[00:22:44.000 --> 00:22:50.000]  經濟上的利益看得比神的恩典和喜悅更重要
[00:22:50.000 --> 00:22:55.000]  對抗成為大量生產偶像的工廠
[00:22:55.000 --> 00:23:01.000]  Timothy Keller,剛過世的一位很出名的學者
[00:23:01.000 --> 00:23:04.000]  他在《諸神的面具》這本著作中
[00:23:04.000 --> 00:23:08.000]  給了四個自我生命的檢視建議給我們
[00:23:08.000 --> 00:23:13.000]  第一,檢視自己所幻想的事物是甚麼
[00:23:13.000 --> 00:23:18.000]  我們是否也看到這些手袋,我們會很羨慕
[00:23:19.000 --> 00:23:20.000]  我們會否幻想自己也想有
[00:23:20.000 --> 00:23:23.000]  檢視自己的財寶在哪裏
[00:23:23.000 --> 00:23:29.000]  如果我可以用這些錢和一些微信者去吃飯
[00:23:29.000 --> 00:23:32.000]  讓他們更加認識上帝會否更好
[00:23:32.000 --> 00:23:38.000]  這很可能是目者的想法,你們可能有更多的想法
[00:23:38.000 --> 00:23:42.000]  檢視自己如何面對不蒙英文的禱告
[00:23:42.000 --> 00:23:44.000]  神,你難得讓我去米蘭
[00:23:44.000 --> 00:23:47.000]  你也不讓我買到這個手袋,有沒有搞錯
[00:23:48.000 --> 00:23:50.000]  檢視自己的情緒
[00:23:50.000 --> 00:23:54.000]  很多時候我們都因為一些事情而不開心
[00:23:54.000 --> 00:23:56.000]  為甚麼會這樣呢
[00:23:56.000 --> 00:24:01.000]  弟兄姊妹,我們需要在教會的群體當中
[00:24:01.000 --> 00:24:04.000]  彼此提醒彼此勸勉
[00:24:04.000 --> 00:24:08.000]  因為我們坐在這裏的各位
[00:24:08.000 --> 00:24:16.000]  其實我們都提供了一個安慰和安息的窗口給大家
[00:24:16.000 --> 00:24:18.000]  因為我們大家的同在
[00:24:18.000 --> 00:24:24.000]  我們在聖徒當中的交通
[00:24:24.000 --> 00:24:27.000]  就如羅馬書第十二章所說
[00:24:27.000 --> 00:24:31.000]  我們是一個聖徒的身份
