
[00:00:00.000 --> 00:00:01.800]  各位電影姐妹新年快樂
[00:02:28.200 --> 00:02:29.120]  我就想
[00:02:29.120 --> 00:02:30.880]  大吉大利其實是什麼意思呢?
[00:02:30.880 --> 00:02:32.200]  大吉大利原來
[00:02:32.200 --> 00:02:33.640]  中文的意思是大吉
[00:02:33.640 --> 00:02:35.080]  是代表吉祥
[00:02:35.080 --> 00:02:37.480]  希望來年有好運
[00:02:37.480 --> 00:02:38.680]  我想正常的
[00:02:38.680 --> 00:02:40.840]  有誰不想有好運的?
[00:02:40.840 --> 00:02:43.040]  你想不想面對厄運呢?
[00:02:43.040 --> 00:02:44.760]  你不會求厄運的
[00:02:44.760 --> 00:02:45.480]  你都希望好運
[00:02:45.480 --> 00:02:46.760]  很正常的
[00:02:46.760 --> 00:02:48.160]  另外大利
[00:02:48.160 --> 00:02:49.480]  得到一些利益
[00:02:49.480 --> 00:02:51.280]  得到一些好處
[00:02:51.280 --> 00:02:52.800]  所以我們希望
[00:02:52.800 --> 00:02:53.920]  很多人都希望
[00:02:53.920 --> 00:02:56.200]  新的一年裡面有好運
[00:02:56.200 --> 00:02:58.920]  希望還有一些實際的利益和好處
[00:02:58.920 --> 00:03:02.200]  但是人生是不是就是這樣?
[00:03:02.200 --> 00:03:04.160]  人生裡面有好運有利益
[00:03:04.160 --> 00:03:05.840]  就是我們的生命
[00:03:05.840 --> 00:03:07.600]  作為基督徒的我們
[00:03:07.600 --> 00:03:08.800]  我們期望
[00:03:08.800 --> 00:03:09.840]  我們的生命
[00:03:09.840 --> 00:03:11.280]  或者新的一年裡面
[00:03:11.280 --> 00:03:13.360]  我們能夠經歷到什麼呢?
[00:03:13.360 --> 00:03:16.600]  希望透過今天這段經文讓我們學習到
[00:03:16.600 --> 00:03:19.440]  我們如何用生命
[00:03:19.440 --> 00:03:21.600]  繼續在新的一年裡面
[00:03:21.600 --> 00:03:22.800]  在這個世代裡面
[00:03:22.800 --> 00:03:23.960]  我們經常說
[00:03:23.960 --> 00:03:26.760]  這個世代充滿了很多艱難挑戰
[00:03:26.760 --> 00:03:28.880]  接下來還有很多事情等著我們
[00:03:28.880 --> 00:03:30.800]  究竟我們憑著什麼
[00:03:30.800 --> 00:03:33.360]  能夠一步又一步走下去呢?
[00:03:33.360 --> 00:03:36.840]  我們拜年拜很多的
[00:03:36.840 --> 00:03:37.600]  你拜年的時候
[00:03:37.600 --> 00:03:39.360]  來來去去都是說那些的
[00:03:39.360 --> 00:03:40.840]  新年快樂
[00:03:40.840 --> 00:03:42.080]  今年是馬年
[00:03:42.080 --> 00:03:44.080]  馬上什麼就馬上什麼
[00:03:44.080 --> 00:03:46.160]  很多這些祝福語
[00:03:46.160 --> 00:03:47.840]  今天我想邀請大家
[00:03:47.840 --> 00:03:49.160]  你也跟旁邊的拜年
[00:03:49.160 --> 00:03:52.280]  但是我給你幾個樣本
[00:03:52.280 --> 00:03:55.280]  不要只是說新年快樂
[00:03:55.280 --> 00:03:57.360]  可能有長一點的
[00:03:57.360 --> 00:03:59.240]  是教會版的
[00:03:59.240 --> 00:04:00.600]  教會版的新年
[00:04:00.600 --> 00:04:02.680]  可能有不只是四個字
[00:04:02.680 --> 00:04:03.120]  長一點的
[00:04:03.120 --> 00:04:04.360]  我給你幾個樣本
[00:04:04.360 --> 00:04:06.200]  這一間有五個的
[00:04:06.200 --> 00:04:08.400]  你隨便選一個跟旁邊的說
[00:04:08.400 --> 00:04:09.160]  第一個
[00:04:09.160 --> 00:04:11.160]  祝你新的一年
[00:04:11.160 --> 00:04:12.600]  因典多到數不完
[00:04:12.600 --> 00:04:14.600]  試探少到記不起
[00:04:14.600 --> 00:04:18.600]  第二句
[00:04:18.600 --> 00:04:19.720]  祝你新的一年
[00:04:19.720 --> 00:04:20.440]  上班有力
[00:04:20.440 --> 00:04:21.480]  上教會有課
[00:04:21.480 --> 00:04:23.720]  最重要是上天家有把握
[00:04:23.720 --> 00:04:26.080]  還有什麼
[00:04:26.080 --> 00:04:27.080]  祝你新的一年
[00:04:27.080 --> 00:04:28.560]  崇拜午晚睡
[00:04:28.560 --> 00:04:29.960]  查經有亮光
[00:04:29.960 --> 00:04:31.560]  回家有平安
[00:04:31.560 --> 00:04:34.280]  祝你新的一年
[00:04:34.280 --> 00:04:35.480]  少一點玻璃心
[00:04:35.480 --> 00:04:37.880]  多一點以基督的心為心
[00:04:37.880 --> 00:04:40.560]  第五句
[00:04:40.560 --> 00:04:41.400]  祝你新的一年
[00:04:41.400 --> 00:04:42.840]  問題照舊有
[00:04:42.840 --> 00:04:44.400]  因典會更多
[00:04:44.400 --> 00:04:46.240]  你選一句跟旁邊的說一說
[00:04:46.240 --> 00:04:47.760]  祝你新的一年
[00:04:47.760 --> 00:04:48.760]  上班有力
[00:04:48.760 --> 00:04:50.160]  上教會有把握
[00:04:50.160 --> 00:04:52.360]  最重要是上天家有把握
[00:04:52.360 --> 00:04:53.640]  祝你新的一年
[00:04:53.640 --> 00:04:55.040]  崇拜午晚睡
[00:04:55.040 --> 00:04:56.480]  查經有亮光
[00:04:56.480 --> 00:04:57.800]  回家有平安
[00:04:57.800 --> 00:04:59.280]  少一點玻璃心
[00:04:59.280 --> 00:05:01.760]  多一點以基督的心為心為心
[00:05:01.760 --> 00:05:02.880]  祝你新的一年
[00:05:02.880 --> 00:05:04.320]  崇拜午晚睡
[00:05:04.320 --> 00:05:05.720]  查經有亮光
[00:05:05.720 --> 00:05:07.120]  回家有平安
[00:05:07.120 --> 00:05:08.320]  祝你新的一年
[00:05:08.320 --> 00:05:09.760]  上天家有把握
[00:05:09.760 --> 00:05:11.760]  最重要是上天家有把握
[00:05:11.760 --> 00:05:13.760]  最重要是上天家有把握
[00:05:13.760 --> 00:05:15.760]  祝你新的一年
[00:05:15.760 --> 00:05:17.760]  崇拜午晚睡
[00:05:17.760 --> 00:05:19.760]  查經有亮光
[00:05:19.760 --> 00:05:21.760]  回家有平安
[00:05:21.760 --> 00:05:23.760]  少一點玻璃心
[00:05:23.760 --> 00:05:25.760]  多一點以基督的心為心為心
[00:05:25.760 --> 00:05:27.760]  祝你新的一年
[00:05:27.760 --> 00:05:29.760]  崇拜午晚睡
[00:05:29.760 --> 00:05:31.760]  查經有亮光
[00:05:31.760 --> 00:05:33.760]  回家有平安
[00:05:33.760 --> 00:05:35.760]  祝你新的一年
[00:05:35.760 --> 00:05:37.760]  崇拜午晚睡
[00:05:37.760 --> 00:05:39.760]  查經有亮光
[00:05:39.760 --> 00:05:41.760]  回家有平安
[00:05:41.760 --> 00:05:43.760]  這些都是
[00:05:43.760 --> 00:05:45.760]  我們祝福其他人
[00:05:45.760 --> 00:05:47.760]  亦都很真實的
[00:05:47.760 --> 00:05:49.760]  今年教會叫做恩典年
[00:05:49.760 --> 00:05:51.760]  恩典年我們希望
[00:05:51.760 --> 00:05:53.760]  經歷很多上帝給我們的恩典
[00:05:53.760 --> 00:05:55.760]  所以你看到有些都是
[00:05:55.760 --> 00:05:57.760]  都是講恩典
[00:05:57.760 --> 00:05:59.760]  我們每個人都想經歷上帝的恩典
[00:05:59.760 --> 00:06:01.760]  我們新的一年裏面都帶來一些
[00:06:01.760 --> 00:06:03.760]  新的願望
[00:06:03.760 --> 00:06:05.760]  新的願望背後都帶來一些
[00:06:05.760 --> 00:06:07.760]  期望的
[00:06:07.760 --> 00:06:09.760]  例如很簡單
[00:06:09.760 --> 00:06:11.760]  你看到有人經常都很累的時候
[00:06:11.760 --> 00:06:13.760]  你祝福他甚麼
[00:06:13.760 --> 00:06:15.760]  就是身體健康
[00:06:15.760 --> 00:06:17.760]  龍馬精神
[00:06:17.760 --> 00:06:19.760]  我想你每個星期回崇拜
[00:06:19.760 --> 00:06:21.760]  你都會看到我拍一些
[00:06:21.760 --> 00:06:23.760]  蘇木有懷疑的報告片
[00:06:23.760 --> 00:06:25.760]  我聽過很多
[00:06:25.760 --> 00:06:27.760]  很多弟兄姊妹
[00:06:27.760 --> 00:06:29.760]  同工都跟我說你的樣子很殘
[00:06:29.760 --> 00:06:31.760]  我要多謝
[00:06:31.760 --> 00:06:33.760]  我一班應音的同工
[00:06:33.760 --> 00:06:35.760]  他們已經很努力幫我
[00:06:35.760 --> 00:06:37.760]  整理一下樣子
[00:06:37.760 --> 00:06:39.760]  眼袋沒辦法
[00:06:39.760 --> 00:06:41.760]  搞不定
[00:06:41.760 --> 00:06:43.760]  除非去韓國
[00:06:43.760 --> 00:06:45.760]  走一趟
[00:06:45.760 --> 00:06:47.760]  否則都搞不定
[00:06:47.760 --> 00:06:49.760]  他們跟我說
[00:06:49.760 --> 00:06:51.760]  大家都知道我剛剛放完安息年
[00:06:51.760 --> 00:06:53.760]  回來
[00:06:53.760 --> 00:06:55.760]  你放完安息年回來頭兩個星期是最精神
[00:06:55.760 --> 00:06:57.760]  一過了兩個星期
[00:06:57.760 --> 00:06:59.760]  又打回原形
[00:06:59.760 --> 00:07:01.760]  所以我都很需要身體健康
[00:07:01.760 --> 00:07:03.760]  和龍馬精神
[00:07:03.760 --> 00:07:05.760]  另外當我們經歷一些
[00:07:05.760 --> 00:07:07.760]  不開心的事
[00:07:07.760 --> 00:07:09.760]  我們希望期盼新年快樂
[00:07:09.760 --> 00:07:11.760]  我們平安喜樂
[00:07:11.760 --> 00:07:13.760]  如果你過去一年
[00:07:13.760 --> 00:07:15.760]  覺得不開心
[00:07:15.760 --> 00:07:17.760]  我都希望大家平安喜樂
[00:07:17.760 --> 00:07:19.760]  這都是希望
[00:07:19.760 --> 00:07:21.760]  新的一年能夠得到的東西
[00:07:21.760 --> 00:07:23.760]  還有什麼
[00:07:23.760 --> 00:07:25.760]  過去一年
[00:07:25.760 --> 00:07:27.760]  活得很辛苦
[00:07:27.760 --> 00:07:29.760]  工作又辛苦
[00:07:29.760 --> 00:07:31.760]  面對很多事情
[00:07:31.760 --> 00:07:33.760]  當然是大吉大利
[00:07:33.760 --> 00:07:35.760]  希望明年有更多好玩
[00:07:35.760 --> 00:07:37.760]  能夠得到一些好處
[00:07:37.760 --> 00:07:39.760]  或者福星高照
[00:07:39.760 --> 00:07:41.760]  他們所謂的福星高照
[00:07:41.760 --> 00:07:43.760]  希望新年
[00:07:43.760 --> 00:07:45.760]  能夠過得更加好
[00:07:45.760 --> 00:07:47.760]  這都是我們心目當中的期盼
[00:07:47.760 --> 00:07:49.760]  但如果從信仰的角度
[00:07:49.760 --> 00:07:51.760]  你除了祝福他這些
[00:07:51.760 --> 00:07:53.760]  你會不會考慮一下
[00:07:53.760 --> 00:07:55.760]  有以下的祝福呢
[00:07:55.760 --> 00:07:57.760]  大家有沒有聽過亞比斯的禱告
[00:07:57.760 --> 00:07:59.760]  有聽過
[00:07:59.760 --> 00:08:01.760]  亞比斯的禱告
[00:08:01.760 --> 00:08:03.760]  去求上帝什麼
[00:08:03.760 --> 00:08:05.760]  甚願你賜福給我
[00:08:05.760 --> 00:08:07.760]  我們都需要上帝的祝福
[00:08:07.760 --> 00:08:09.760]  但亞比斯的期望
[00:08:09.760 --> 00:08:11.760]  還有什麼
[00:08:11.760 --> 00:08:13.760]  不只是祝福
[00:08:13.760 --> 00:08:15.760]  還要什麼
[00:08:15.760 --> 00:08:17.760]  你自己準備去領受上帝的祝福
[00:08:17.760 --> 00:08:19.760]  求主擴張我的境界
[00:08:19.760 --> 00:08:21.760]  你的手常與我同在
[00:08:21.760 --> 00:08:23.760]  保守我不遭患難
[00:08:23.760 --> 00:08:25.760]  不受艱苦
[00:08:25.760 --> 00:08:27.760]  上帝就應允了祂的祈求
[00:08:27.760 --> 00:08:29.760]  所以我再一次邀請大家
[00:08:29.760 --> 00:08:31.760]  求主擴張你的境界
[00:08:31.760 --> 00:08:33.760]  好嗎
[00:08:33.760 --> 00:08:39.760]  我們常說要上帝祝福我
[00:08:39.760 --> 00:08:41.760]  但你自己準備去領受上帝的祝福
[00:08:41.760 --> 00:08:43.760]  還沒有
[00:08:43.760 --> 00:08:45.760]  你自己都要求上帝擴展你的境界
[00:08:45.760 --> 00:08:47.760]  不只是每年都是這樣
[00:08:47.760 --> 00:08:49.760]  上帝要擴展我們的眼界
[00:08:49.760 --> 00:08:51.760]  也要擴展我們的疆界
[00:08:51.760 --> 00:08:57.760]  今天在座的各位
[00:08:57.760 --> 00:08:59.760]  坐滿了整個座堂
[00:08:59.760 --> 00:09:01.760]  有幾百位弟兄姊妹
[00:09:01.760 --> 00:09:03.760]  能夠坐在一起
[00:09:03.760 --> 00:09:05.760]  我想大家在不同的場合
[00:09:05.760 --> 00:09:07.760]  都有聽我分享過
[00:09:07.760 --> 00:09:09.760]  我們現在座堂都在討論
[00:09:09.760 --> 00:09:11.760]  做一個重建
[00:09:11.760 --> 00:09:13.760]  但重建的工程
[00:09:13.760 --> 00:09:15.760]  未必是一時三刻
[00:09:15.760 --> 00:09:17.760]  能夠進行得到
[00:09:17.760 --> 00:09:19.760]  可能都在說
[00:09:19.760 --> 00:09:21.760]  幾年甚至十年的日子
[00:09:21.760 --> 00:09:23.760]  我盼望有生之年能夠見到座堂重建
[00:09:25.760 --> 00:09:27.760]  我們今天幾百人坐在一起
[00:09:27.760 --> 00:09:29.760]  我希望有一天
[00:09:29.760 --> 00:09:31.760]  我們不單止
[00:09:31.760 --> 00:09:33.760]  我們有個心的想法
[00:09:33.760 --> 00:09:35.760]  我們希望在未來重建的時間
[00:09:35.760 --> 00:09:37.760]  禮堂能夠大到一倍
[00:09:37.760 --> 00:09:41.760]  我們今天可能不知道有多少人
[00:09:41.760 --> 00:09:43.760]  可能五六百人
[00:09:43.760 --> 00:09:45.760]  我們希望在新的禮堂
[00:09:45.760 --> 00:09:47.760]  我們見到的話
[00:09:47.760 --> 00:09:49.760]  我們能夠坐到過千人
[00:09:53.760 --> 00:09:55.760]  求上帝給我們一個眼界
[00:09:55.760 --> 00:09:57.760]  不要只看到我們當下的事
[00:09:57.760 --> 00:10:01.760]  上帝比我們想像的大很多
[00:10:01.760 --> 00:10:05.760]  不只是這麼少
[00:10:05.760 --> 00:10:07.760]  上帝要成就一些事情
[00:10:07.760 --> 00:10:09.760]  是你和我所不能想像的
[00:10:09.760 --> 00:10:13.760]  今天和大家分享的經文
[00:10:13.760 --> 00:10:15.760]  就是葡萄樹和之子的經文
[00:10:15.760 --> 00:10:17.760]  我們很熟悉的
[00:10:17.760 --> 00:10:19.760]  葡萄樹和之子
[00:10:19.760 --> 00:10:21.760]  唱歌都可以唱
[00:10:21.760 --> 00:10:23.760]  但我們不能作甚麽
[00:10:23.760 --> 00:10:25.760]  我和大家讀讀以下的經文
[00:10:25.760 --> 00:10:27.760]  封印第十五章
[00:10:27.760 --> 00:10:29.760]  我就是真葡萄樹
[00:10:29.760 --> 00:10:31.760]  我付是栽種的人
[00:10:31.760 --> 00:10:33.760]  凡屬我不結果之的之子
[00:10:33.760 --> 00:10:35.760]  他就剪掉凡結果之的
[00:10:35.760 --> 00:10:37.760]  他就修剪乾淨
[00:10:37.760 --> 00:10:39.760]  是之子結果之更多
[00:10:39.760 --> 00:10:41.760]  現在你們因我
[00:10:41.760 --> 00:10:43.760]  港級你們的道已經結成了
[00:10:43.760 --> 00:10:45.760]  你們要常在我裏面
[00:10:45.760 --> 00:10:47.760]  我也常在你們裏面
[00:10:47.760 --> 00:10:49.760]  之子若不常在葡萄樹上
[00:10:49.760 --> 00:10:51.760]  自己就不能結果之
[00:10:51.760 --> 00:10:53.760]  你們若不常在我裏面
[00:10:53.760 --> 00:10:55.760]  也是這樣
[00:10:55.760 --> 00:10:57.760]  我就是葡萄樹
[00:10:57.760 --> 00:10:59.760]  你們是之子常在我裏面的
[00:10:59.760 --> 00:11:01.760]  我也常在他裏面
[00:11:01.760 --> 00:11:03.760]  這人就多結果之
[00:11:03.760 --> 00:11:05.760]  因爲來了我
[00:11:05.760 --> 00:11:07.760]  你們就不能做甚麽
[00:11:07.760 --> 00:11:09.760]  人若不常在我裏面
[00:11:09.760 --> 00:11:11.760]  就像之子被雕在外面
[00:11:11.760 --> 00:11:13.760]  枯乾了人
[00:11:13.760 --> 00:11:15.760]  撿起來榮在火裏
[00:11:15.760 --> 00:11:17.760]  你們若常在我裏面
[00:11:17.760 --> 00:11:19.760]  也常在你們裏面
[00:11:19.760 --> 00:11:21.760]  凡你們想要的
[00:11:21.760 --> 00:11:23.760]  祈求就給你們成全
[00:11:23.760 --> 00:11:25.760]  你們多結果之
[00:11:25.760 --> 00:11:27.760]  我父就因此榮耀
[00:11:27.760 --> 00:11:29.760]  你們也就是我的門徒了
[00:11:29.760 --> 00:11:31.760]  當你看一段經文時
[00:11:31.760 --> 00:11:33.760]  你心目當中有沒有一幅圖畫出現
[00:11:33.760 --> 00:11:35.760]  葡萄樹和之子
[00:11:35.760 --> 00:11:37.760]  是一幅甚麽圖畫
[00:11:37.760 --> 00:11:39.760]  會不會是一幅
[00:11:39.760 --> 00:11:41.760]  風光如畫
[00:11:41.760 --> 00:11:43.760]  天朗氣清
[00:11:43.760 --> 00:11:45.760]  一粒粒很大的葡萄
[00:11:45.760 --> 00:11:47.760]  掛在樹上
[00:11:47.760 --> 00:11:49.760]  是不是很漂亮
[00:11:49.760 --> 00:11:51.760]  這些當然是可以吃的
[00:11:51.760 --> 00:11:53.760]  但最重要是我們找到
[00:11:53.760 --> 00:11:55.760]  但今天我想告訴大家
[00:11:55.760 --> 00:11:57.760]  整卷經文的背景
[00:11:57.760 --> 00:11:59.760]  不是一幅很漂亮的圖畫
[00:11:59.760 --> 00:12:01.760]  很多時候是一幅這樣的圖畫
[00:12:01.760 --> 00:12:03.760]  夜漫漫
[00:12:03.760 --> 00:12:05.760]  黑暗暗
[00:12:05.760 --> 00:12:07.760]  只有幾棵
[00:12:07.760 --> 00:12:09.760]  又不是很强壯的樹
[00:12:09.760 --> 00:12:11.760]  在路邊
[00:12:11.760 --> 00:12:13.760]  當耶穌和一班門徒
[00:12:13.760 --> 00:12:15.760]  可能就是一個這樣的場景
[00:12:15.760 --> 00:12:17.760]  為何這樣說呢
[00:12:17.760 --> 00:12:19.760]  因為當耶穌說葡萄樹和
[00:12:19.760 --> 00:12:21.760]  和之子的比喻
[00:12:21.760 --> 00:12:23.760]  場景是甚麼呢
[00:12:23.760 --> 00:12:25.760]  是耶穌將要釘在十字架
[00:12:25.760 --> 00:12:27.760]  完成了最後晚餐
[00:12:27.760 --> 00:12:29.760]  走去西馬利園的途中
[00:12:29.760 --> 00:12:31.760]  看到葡萄樹
[00:12:31.760 --> 00:12:33.760]  就和一班門徒
[00:12:33.760 --> 00:12:35.760]  說一下這個故事
[00:12:35.760 --> 00:12:37.760]  當下的門徒的心情可想而知
[00:12:37.760 --> 00:12:39.760]  也許是因為
[00:12:39.760 --> 00:12:41.760]  他們的心情
[00:12:41.760 --> 00:12:43.760]  可想而知
[00:12:43.760 --> 00:12:45.760]  耶穌的心情也可想而知
[00:12:45.760 --> 00:12:47.760]  耶穌正是要面對
[00:12:47.760 --> 00:12:49.760]  釘十字架
[00:12:49.760 --> 00:12:51.760]  門徒要被迫分散
[00:12:51.760 --> 00:12:53.760]  面對很多挑戰危難的時刻
[00:12:53.760 --> 00:12:55.760]  在一個這樣的場景下
[00:12:55.760 --> 00:12:57.760]  耶穌就要提醒一班門徒
[00:12:57.760 --> 00:12:59.760]  你要常在我的裡面
[00:12:59.760 --> 00:13:01.760]  你要常在我的裡面
[00:13:01.760 --> 00:13:03.760]  你要常在我的裡面
[00:13:03.760 --> 00:13:05.760]  大家知道我們經常說
[00:13:05.760 --> 00:13:07.760]  無論今天的經濟環境
[00:13:07.760 --> 00:13:09.760]  很多客觀的環境
[00:13:09.760 --> 00:13:11.760]  看似不理想
[00:13:11.760 --> 00:13:13.760]  過去的日子我們面對很多艱辛
[00:13:13.760 --> 00:13:15.760]  艱難和挑戰的時刻
[00:13:15.760 --> 00:13:17.760]  最重要的是什麼
[00:13:17.760 --> 00:13:19.760]  最重要除了大吉大利
[00:13:19.760 --> 00:13:21.760]  我們希望接下來過一個
[00:13:21.760 --> 00:13:23.760]  好的一年有更多的好運
[00:13:23.760 --> 00:13:25.760]  有更多的利益
[00:13:25.760 --> 00:13:27.760]  有更多的好處之外
[00:13:27.760 --> 00:13:29.760]  你有沒有想過在困難的日子裡
[00:13:29.760 --> 00:13:31.760]  我們祈求
[00:13:31.760 --> 00:13:33.760]  我們要在主的裡面
[00:13:33.760 --> 00:13:35.760]  你有沒有想過
[00:13:35.760 --> 00:13:37.760]  你的生命是不是在主的裡面
[00:13:37.760 --> 00:13:39.760]  你有沒有想過
[00:13:39.760 --> 00:13:41.760]  你的生命是不是在主的裡面
[00:13:41.760 --> 00:13:43.760]  耶穌提醒門徒
[00:13:43.760 --> 00:13:45.760]  你憑著什麼
[00:13:45.760 --> 00:13:47.760]  面對未來的艱辛和挑戰
[00:13:47.760 --> 00:13:49.760]  不是單求呼求好運那麼簡單
[00:13:49.760 --> 00:13:51.760]  是要有主在我的裡面
[00:13:51.760 --> 00:13:53.760]  是要有主在我的裡面
[00:13:53.760 --> 00:13:55.760]  大家知道今天有沒有主在你生命當中
[00:13:55.760 --> 00:13:57.760]  你有沒有看到你生命的方向和目標
[00:13:57.760 --> 00:13:59.760]  你有沒有看到你生命的方向和目標
[00:13:59.760 --> 00:14:01.760]  還是每個禮拜我們願意回教會
[00:14:01.760 --> 00:14:03.760]  只是因循地
[00:14:03.760 --> 00:14:05.760]  習慣地
[00:14:05.760 --> 00:14:07.760]  習慣了
[00:14:07.760 --> 00:14:09.760]  這樣的信仰生活
[00:14:09.760 --> 00:14:11.760]  宗教的模式
[00:14:11.760 --> 00:14:13.760]  我們再也看不到上帝要讓我們
[00:14:13.760 --> 00:14:15.760]  活在地上
[00:14:15.760 --> 00:14:17.760]  在同一間教會裡領受一個
[00:14:17.760 --> 00:14:19.760]  什麼的使命和方向
[00:14:19.760 --> 00:14:21.760]  今天我們要學習
[00:14:21.760 --> 00:14:23.760]  如何在主的裡面
[00:14:23.760 --> 00:14:27.760]  我們如何成為一個多結果子的肢體
[00:14:27.760 --> 00:14:29.760]  新的一年的裡面
[00:14:29.760 --> 00:14:31.760]  你是否在主裡面加油
[00:14:31.760 --> 00:14:33.760]  你是否願意在主裡面
[00:14:33.760 --> 00:14:35.760]  努力
[00:14:35.760 --> 00:14:37.760]  今天新的一年裡
[00:14:37.760 --> 00:14:39.760]  我們要有新的看見
[00:14:39.760 --> 00:14:41.760]  要做新的事情
[00:14:41.760 --> 00:14:43.760]  第二很簡單很直接
[00:14:43.760 --> 00:14:45.760]  你有沒有努力讀聖經
[00:14:45.760 --> 00:14:47.760]  當智能電話出現的時候
[00:14:47.760 --> 00:14:49.760]  其實我們現在很少讀聖經
[00:14:49.760 --> 00:14:51.760]  因為我們覺得很容易
[00:14:51.760 --> 00:14:53.760]  我們想找的就打幾個字
[00:14:53.760 --> 00:14:55.760]  現在AI出現了
[00:14:55.760 --> 00:14:57.760]  其實變相令到我們
[00:14:57.760 --> 00:14:59.760]  其實對上帝話語的認識
[00:14:59.760 --> 00:15:01.760]  越來越少
[00:15:01.760 --> 00:15:03.760]  不要緊
[00:15:03.760 --> 00:15:05.760]  一會我試試大家熟不熟悉
[00:15:05.760 --> 00:15:07.760]  沒有壓力的
[00:15:07.760 --> 00:15:09.760]  大家試試
[00:15:09.760 --> 00:15:11.760]  你是否願意成為一個
[00:15:11.760 --> 00:15:13.760]  結更多果子的人
[00:15:13.760 --> 00:15:15.760]  結更多果子不只是帶領人
