
[00:00:00.000 --> 00:00:02.000]  你有你的信念
[00:03:36.400 --> 00:03:39.400]  除非價值觀和信仰和我們一樣
[00:03:39.400 --> 00:03:41.400]  所以這兩樣是不同的東西
[00:03:41.400 --> 00:03:45.400]  不認同的想法不是一定要敵對
[00:03:45.400 --> 00:03:47.400]  這是很重要的東西
[00:03:47.400 --> 00:03:49.400]  我們基督教也好
[00:03:49.400 --> 00:03:53.400]  對自己基督教內的人
[00:03:53.400 --> 00:03:55.400]  不同意見的人都是一樣
[00:03:55.400 --> 00:03:57.400]  我不認同你的說法
[00:03:57.400 --> 00:04:01.400]  但我都可以愛那個人,接納那個人
[00:04:01.400 --> 00:04:03.400]  我覺得應該是這樣
[00:04:03.400 --> 00:04:05.400]  這樣才有那個關係
[00:04:05.400 --> 00:04:08.400]  最重要的是那個關係不應該破裂
[00:04:08.400 --> 00:04:10.400]  因為我們有不同的意見
[00:04:10.400 --> 00:04:12.400]  這個我才覺得重要
[00:04:12.400 --> 00:04:16.400]  很多不同的關係都是這樣
[00:04:16.400 --> 00:04:19.400]  如果不是的話,馬上就會破裂
[00:04:19.400 --> 00:04:21.400]  我覺得很可惜
[00:04:21.400 --> 00:04:23.400]  因為神愛世人
[00:04:23.400 --> 00:04:27.400]  神不是要愛和我們同意見的人
[00:04:27.400 --> 00:04:29.400]  神愛的都是和我們不同意見的人
[00:04:29.400 --> 00:04:31.400]  我們都應該愛
[00:04:32.400 --> 00:04:34.400]  (字幕製作:貝爾)
[00:04:34.400 --> 00:04:36.400]  (字幕製作:貝爾)
[00:04:36.400 --> 00:04:38.400]  (字幕製作/時間軸:秋月AutumnMoon)
[00:04:38.400 --> 00:04:40.400]  (字幕製作/時間軸:秋月AutumnMoon)

