
[00:00:00.000 --> 00:00:07.440]  謝謝William和敬拜隊帶我們有一個很好的敬拜時間
[00:02:00.400 --> 00:02:04.240]  就是封閉知識,故作隱晦
[00:02:04.240 --> 00:02:08.640]  簡單來說,愚民政策就是不讓人民知道太多的消息
[00:02:08.640 --> 00:02:11.200]  或者不讓人民知道真相
[00:02:11.200 --> 00:02:13.440]  但是今天卻和以前不同
[00:02:13.440 --> 00:02:17.600]  今天的網上世界太多了
[00:02:17.600 --> 00:02:21.840]  今天人民所得到的資訊不是貴乏
[00:02:21.840 --> 00:02:23.360]  而是過剩
[00:02:23.360 --> 00:02:24.960]  以為自己什麼都看到
[00:02:24.960 --> 00:02:26.640]  能夠翻牆能夠通天
[00:02:26.640 --> 00:02:31.280]  知道的太多,但不知道有什麼不見了
[00:02:31.280 --> 00:02:33.200]  今天的愚民政策就是
[00:02:33.200 --> 00:02:35.600]  知道的太多,以假亂真
[00:02:35.600 --> 00:02:37.840]  以謊言混亂真相
[00:02:37.840 --> 00:02:40.960]  不再是不讓人民知道太多
[00:02:40.960 --> 00:02:43.520]  而是讓人民知道很多
[00:02:43.520 --> 00:02:45.360]  讓人民以為自己聰明
[00:02:45.360 --> 00:02:46.560]  以為知道一切
[00:02:46.560 --> 00:02:48.720]  以為擁有世界的答案
[00:02:48.720 --> 00:02:51.680]  這就是一個愚民的政策
[00:02:51.680 --> 00:02:56.160]  但是真正的聰明其實是知道自己愚蠢
[00:02:56.160 --> 00:02:58.800]  真正的聰明其實是知道自己愚蠢
[00:02:58.800 --> 00:03:00.640]  而愚民卻是
[00:03:00.640 --> 00:03:02.720]  好像這一群人一樣
[00:03:02.720 --> 00:03:04.800]  以為自己很聰明
[00:03:04.800 --> 00:03:06.560]  這就是今天的世界
[00:03:06.560 --> 00:03:09.040]  就是很多愚民的出現
[00:03:09.040 --> 00:03:11.600]  聖經裡面也有很多的愚民
[00:03:11.600 --> 00:03:14.960]  或者很多關於愚蠢的字眼
[00:03:14.960 --> 00:03:19.040]  有愚昧、有愚頑、有愚妄、有愚蒙、有愚絕
[00:03:19.040 --> 00:03:22.160]  在《針研》或者在福音書裡面
[00:03:22.160 --> 00:03:24.480]  也記載了這四類人
[00:03:24.480 --> 00:03:26.880]  其實在原文裡面是有一點分別
[00:03:26.880 --> 00:03:33.680]  但是他們翻譯有時候也會貫通一起用
[00:03:33.680 --> 00:03:35.520]  總括來說
[00:03:35.520 --> 00:03:40.400]  愚蒙人通常是說一些很單純、天真
[00:03:40.400 --> 00:03:42.720]  在《針研》十四章十五節裡面說
[00:03:42.720 --> 00:03:45.600]  他們這群人什麼話他們都相信
[00:03:45.600 --> 00:03:47.120]  不會經過思考
[00:03:47.120 --> 00:03:50.320]  愚妄人就是藐視智慧和分灰
[00:03:50.320 --> 00:03:52.960]  就是犯罪當成兒戲
[00:03:52.960 --> 00:03:55.600]  愚頑人就是一群自以為是
[00:03:55.600 --> 00:03:57.600]  自死不改的一群人
[00:03:57.600 --> 00:04:00.160]  愚絕人就好像童女的故事一樣
[00:04:00.160 --> 00:04:01.360]  無知愚笨
[00:04:01.360 --> 00:04:03.120]  不懂得為自己做準備
[00:04:03.120 --> 00:04:04.960]  通常在《聖經》裡面
[00:04:04.960 --> 00:04:08.960]  會將人分成一些愚蠢和聰明的人
[00:04:08.960 --> 00:04:11.520]  聰明的就是敬畏耶和華的人
[00:04:11.520 --> 00:04:13.760]  就是敬畏耶和華智慧的開端
[00:04:13.760 --> 00:04:16.640]  在《二賽亞書》裡面同樣有一些人物
[00:04:16.640 --> 00:04:17.680]  去做一些比較
[00:04:17.680 --> 00:04:20.320]  我們會看兩個王的比較
[00:04:20.320 --> 00:04:23.200]  分別是阿哈斯王和希西加王
[00:04:23.200 --> 00:04:26.160]  他們面對類似的處境
[00:04:26.160 --> 00:04:29.200]  但是卻有一個截然不同的選擇
[00:04:29.200 --> 00:04:32.160]  在《二賽亞書》七章一節說
[00:04:32.160 --> 00:04:36.400]  烏西亞的孫子若旦的兒子
[00:04:36.400 --> 00:04:38.880]  猶大王阿哈斯在位的時候
[00:04:38.880 --> 00:04:44.080]  亞蘭王尼遜和利瑪利的兒子以色列王
[00:04:44.080 --> 00:04:46.800]  比加上來攻打耶路撒冷
[00:04:46.800 --> 00:04:47.760]  他不能攻取
[00:04:47.760 --> 00:04:49.520]  有人高騷大衛加說
[00:04:49.520 --> 00:04:51.520]  亞蘭和以法連已經結盟
[00:04:51.520 --> 00:04:55.520]  王和百姓的心都震動
[00:04:55.520 --> 00:04:59.360]  好像林中的樹被風吹動一樣
[00:04:59.360 --> 00:05:02.320]  因此耶和華對二賽亞說
[00:05:02.320 --> 00:05:05.520]  你和你的兒子斯亞亞述要出去
[00:05:05.520 --> 00:05:08.160]  去到上池的水溝盡頭
[00:05:08.160 --> 00:05:12.320]  往漂泊地的大路上去迎見阿哈斯王
[00:05:12.320 --> 00:05:14.120]  對他說你要謹慎
[00:05:14.120 --> 00:05:15.120]  要鎮定
[00:05:15.120 --> 00:05:16.080]  不要害怕
[00:05:16.080 --> 00:05:19.520]  不要因尼遜和亞蘭以及利瑪利的兒子
[00:05:19.520 --> 00:05:22.000]  這兩個沒有煙火把的頭
[00:05:22.000 --> 00:05:24.880]  所發的烈露而心裡膽怯
[00:05:24.880 --> 00:05:26.600]  這段經文說什麼呢?
[00:05:26.600 --> 00:05:30.080]  當時猶大國面對一個處境
[00:05:30.080 --> 00:05:34.240]  處境就是亞蘭王和北國以色列結盟
[00:05:34.240 --> 00:05:35.680]  要去攻打猶大
[00:05:35.680 --> 00:05:36.200]  為什麼呢?
[00:05:36.200 --> 00:05:39.640]  因為這兩個國家都受到亞述的威脅
[00:05:39.640 --> 00:05:42.760]  一邊要面對亞述的威脅
[00:05:42.760 --> 00:05:45.760]  但背後有猶大跟他們敵對
[00:05:45.760 --> 00:05:52.440]  所以他們為了清除一些障礙
[00:05:52.440 --> 00:05:54.560]  首先攻擊猶大
[00:05:54.560 --> 00:05:59.920]  而猶大的阿哈斯王面對鄰近國家的入侵
[00:05:59.920 --> 00:06:03.120]  他們顯得心都震動
[00:06:03.120 --> 00:06:06.120]  好像林中的樹被風吹動一樣
[00:06:06.120 --> 00:06:10.320]  好像左搖右擺
[00:06:10.320 --> 00:06:13.200]  睡不安坐不下的狀態
[00:06:13.200 --> 00:06:16.880]  因此上帝差遣先知爾塞亞
[00:06:16.880 --> 00:06:20.600]  叫他們不要害怕
[00:06:20.600 --> 00:06:24.600]  不要因為這兩個王而心裡膽怯
[00:06:24.600 --> 00:06:28.680]  我們看到阿哈斯王的表現就是害怕
[00:06:28.680 --> 00:06:31.760]  而之後的經文
[00:06:31.760 --> 00:06:34.800]  另外有一個君王希西加
[00:06:34.800 --> 00:06:36.240]  遇到同樣的處境
[00:06:36.240 --> 00:06:38.720]  但他的表現卻不一樣
[00:06:38.720 --> 00:06:40.440]  因為經文太長
[00:06:40.440 --> 00:06:42.920]  沒辦法完全跟大家一起看
[00:06:42.920 --> 00:06:46.240]  只能夠一個方向去比較
[00:06:46.240 --> 00:06:48.760]  兩個君王做一些比較
[00:06:48.760 --> 00:06:51.400]  你會發覺兩個自然不同的選擇
[00:06:51.400 --> 00:06:54.000]  他們都面對同樣的處境
[00:06:54.000 --> 00:06:58.080]  阿哈斯面對亞蘭和以色列聯軍的入侵
[00:06:58.080 --> 00:07:01.920]  希西加面對亞述王西拿基納的圍城
[00:07:01.920 --> 00:07:06.720]  他們同樣在一個地方
[00:07:06.720 --> 00:07:08.600]  上池的水溝旁
[00:07:08.600 --> 00:07:13.080]  是一個水的來源
[00:07:13.080 --> 00:07:14.920]  上流的地方
[00:07:14.920 --> 00:07:19.760]  同樣有先知爾塞亞向他們做一些勸告
[00:07:19.760 --> 00:07:22.280]  提醒他們不要害怕
[00:07:22.280 --> 00:07:24.120]  跟阿哈斯說不要害怕
[00:07:24.120 --> 00:07:25.680]  跟希西加說不要懼怕
[00:07:25.680 --> 00:07:29.600]  他們先知都被一個兆頭
[00:07:29.600 --> 00:07:33.680]  王就是將來上帝會做些什麼
[00:07:33.680 --> 00:07:35.480]  他的應許是什麼
[00:07:35.480 --> 00:07:39.120]  而且他們最後都面對一個更大的威脅
[00:07:39.120 --> 00:07:41.800]  好像面前這個威脅已經很大
[00:07:41.800 --> 00:07:44.520]  但原來將來還有一個更大的威脅
[00:07:44.520 --> 00:07:48.360]  阿哈斯面對更大的威脅就是亞述的入侵
[00:07:48.360 --> 00:07:51.040]  而希西加更大的威脅就是巴比倫
[00:07:51.040 --> 00:07:53.640]  但他們不同的地方是什麼呢?
[00:07:53.640 --> 00:07:54.720]  剛剛也提到
[00:07:54.720 --> 00:07:58.960]  就是阿哈斯一見到聯軍的入侵
[00:07:58.960 --> 00:08:00.960]  他就心都震動
[00:08:00.960 --> 00:08:04.600]  但希西加的反應卻是撕裂衣服
[00:08:04.600 --> 00:08:08.760]  通常我們會看聖經裡面撕裂衣服的行為
[00:08:08.760 --> 00:08:11.440]  是代表很憂傷的行為
[00:08:11.440 --> 00:08:15.080]  他憂傷不是因為鄰國的入侵
[00:08:15.080 --> 00:08:19.280]  而是因為敵人對上帝的一些侮辱
[00:08:19.280 --> 00:08:22.280]  原來阿哈斯所關注的
[00:08:22.280 --> 00:08:24.600]  就是自己的福祉和安全
[00:08:24.600 --> 00:08:26.560]  而希西加所關注的
[00:08:26.560 --> 00:08:28.560]  就是敵人對上帝的一些侮辱
[00:08:28.560 --> 00:08:33.720]  阿哈斯第一時間去的地方是哪裡呢?
[00:08:33.720 --> 00:08:35.560]  他是去水源之處
[00:08:35.560 --> 00:08:37.640]  就是上游
[00:08:37.640 --> 00:08:40.480]  去觀察水源是否安全
[00:08:40.480 --> 00:08:42.920]  敵人在那裡有沒有做過什麼手腳
[00:08:42.920 --> 00:08:44.960]  但希西加的反應
[00:08:44.960 --> 00:08:48.560]  他不是關注一些戰略上的地方
[00:08:48.560 --> 00:08:53.000]  他卻是進到耶和華的殿裡面去祈禱
[00:08:53.000 --> 00:08:57.160]  這是一個很特別的舉動
[00:08:57.160 --> 00:09:01.120]  而阿哈斯是被動地聽先知的話
[00:09:01.120 --> 00:09:04.640]  以賽亞主動去找阿哈斯王
[00:09:04.640 --> 00:09:06.520]  去宣告上帝的一些說話
[00:09:06.520 --> 00:09:09.760]  但希西加是主動召見以賽亞
[00:09:09.760 --> 00:09:13.520]  他要去聽上帝透過先知
[00:09:13.520 --> 00:09:15.280]  要跟他說什麼話
[00:09:15.280 --> 00:09:21.280]  阿哈斯王就算先知給他一個笑頭
[00:09:21.280 --> 00:09:23.160]  他卻是不要
[00:09:23.160 --> 00:09:27.160]  他不想聽任何先知說的一些訊息
[00:09:27.160 --> 00:09:29.960]  或者從上帝而來的一些說話
[00:09:29.960 --> 00:09:32.040]  但希西加卻是謙卑
[00:09:32.040 --> 00:09:35.520]  甚至要求上帝給他一個笑頭
[00:09:35.520 --> 00:09:39.400]  在同一個類似的處境
[00:09:39.400 --> 00:09:41.800]  兩個王有不同的表現
[00:09:41.800 --> 00:09:45.800]  我們看到阿哈斯王是倚靠自己
[00:09:45.800 --> 00:09:47.240]  倚靠自己的智慧
[00:09:47.240 --> 00:09:48.680]  倚靠自己的謀略
[00:09:48.680 --> 00:09:51.520]  倚靠一些外邦的國家
[00:09:51.520 --> 00:09:54.920]  希望能夠幫他打贏這場仗
[00:09:54.920 --> 00:09:58.160]  但希西加王卻是順靠上帝
[00:09:58.160 --> 00:10:02.000]  第一時間順靠上帝進到耶和華的殿
[00:10:02.000 --> 00:10:03.640]  我們看到兩個王的比較
[00:10:03.640 --> 00:10:05.800]  就好像代表一個愚蠢
[00:10:05.800 --> 00:10:07.960]  一個聰明的表現
[00:10:07.960 --> 00:10:09.480]  阿哈斯王愚蠢
[00:10:09.480 --> 00:10:11.680]  是因為他自以為自己聰明
[00:10:11.680 --> 00:10:14.360]  他以為靠自己就能夠得勝
[00:10:14.360 --> 00:10:16.920]  以為靠外國的一些勢力
[00:10:16.920 --> 00:10:19.040]  或者外邦的幫助
[00:10:19.040 --> 00:10:21.880]  當時他是倚靠亞述
[00:10:21.880 --> 00:10:24.920]  希望能夠打敗聯軍
[00:10:24.920 --> 00:10:27.360]  希西加王聰明
[00:10:27.360 --> 00:10:29.520]  是因為他知道自己愚蠢
[00:10:29.520 --> 00:10:31.960]  他靠自己不能夠做些甚麼
[00:10:31.960 --> 00:10:35.440]  所以他最終是順靠上帝
[00:10:35.440 --> 00:10:39.560]  今天我們同樣面對一些困難
[00:10:39.560 --> 00:10:43.920]  無論是社會運動還是疫情
[00:10:43.920 --> 00:10:45.640]  每個人都有不同的解讀
[00:10:45.640 --> 00:10:49.440]  但都是一個困難的局面
[00:10:49.440 --> 00:10:50.560]  我們要反省的是
[00:10:50.560 --> 00:10:52.880]  你順靠的對象是誰呢?
[00:10:52.880 --> 00:10:56.120]  是你自己、是一些外邦的國家
[00:10:56.120 --> 00:10:58.400]  還是我們順靠的是上帝?
[00:10:58.400 --> 00:11:00.600]  順靠好像很難明白
[00:11:00.600 --> 00:11:02.120]  究竟怎樣才算是順靠
[00:11:02.120 --> 00:11:04.240]  或者轉一轉字眼
[00:11:04.240 --> 00:11:04.960]  問一個問題
[00:11:04.960 --> 00:11:07.280]  就是你效忠的是誰呢?
[00:11:07.280 --> 00:11:10.560]  你效忠的是一些其他國家
[00:11:10.560 --> 00:11:12.640]  效忠的是一些權力
[00:11:12.640 --> 00:11:14.400]  效忠的是一些政治智慧
[00:11:14.400 --> 00:11:16.760]  還是效忠的是上帝呢?
[00:11:16.760 --> 00:11:19.880]  去年一篇的哈該信息
[00:11:19.880 --> 00:11:21.160]  我都曾經說過
[00:11:21.160 --> 00:11:22.800]  原來在困難的時候
[00:11:22.800 --> 00:11:24.000]  人才發覺
[00:11:24.000 --> 00:11:25.400]  很無情的發覺
[00:11:25.400 --> 00:11:27.440]  原來我們一直所依靠的
[00:11:27.440 --> 00:11:28.320]  不是上帝
[00:11:28.320 --> 00:11:29.880]  我們一直所依靠的
[00:11:29.880 --> 00:11:31.080]  是一些全能的金錢
[00:11:31.080 --> 00:11:32.160]  永在的企業
[00:11:32.160 --> 00:11:32.960]  和平的局勢
[00:11:32.960 --> 00:11:34.680]  和自由的政府
[00:11:34.680 --> 00:11:37.640]  我們享受在這些狀態下
[00:11:37.640 --> 00:11:41.080]  原來我們一直都不是順靠上帝
[00:11:41.080 --> 00:11:44.240]  今天我們面對一些困難
[00:11:44.240 --> 00:11:45.960]  究竟我們第一時間的表現
[00:11:45.960 --> 00:11:47.800]  是心都震動
[00:11:47.800 --> 00:11:50.480]  還是進到耶和華的殿裏面
[00:11:50.480 --> 00:11:51.720]  去撕裂衣服
[00:11:51.720 --> 00:11:54.480]  求告我們的上帝呢?
[00:11:54.480 --> 00:11:56.480]  順靠上帝其實亦是
[00:11:56.480 --> 00:11:59.080]  說一個生命的轉向
[00:11:59.080 --> 00:12:02.280]  從前我們依靠的可能是金錢
[00:12:02.280 --> 00:12:03.880]  是我們的公司
[00:12:03.880 --> 00:12:05.080]  是和平的局勢
[00:12:05.080 --> 00:12:06.480]  是自由的政府
[00:12:06.480 --> 00:12:08.480]  但今天我們要知道
[00:12:08.480 --> 00:12:11.200]  我們順靠的不再是這些東西
[00:12:11.200 --> 00:12:13.040]  我們今天要順靠的就是
[00:12:13.040 --> 00:12:14.080]  我們的上帝
[00:12:14.080 --> 00:12:15.880]  是一個生命的轉向
[00:12:15.880 --> 00:12:18.200]  甚至去到一個地步就是
[00:12:18.200 --> 00:12:21.560]  我們的信心不是建立在結果裏面
[00:12:21.560 --> 00:12:25.040]  若果那個結果就算是不像我們預期一樣
[00:12:25.040 --> 00:12:25.920]  即或不然
[00:12:25.920 --> 00:12:27.480]  我們仍然是相信
[00:12:27.480 --> 00:12:28.840]  仍然是順靠
[00:12:28.840 --> 00:12:32.040]  我們的眼光不是只是放在現在
[00:12:32.040 --> 00:12:34.040]  而是放在永恆當中
[00:12:34.040 --> 00:12:35.320]  今天第一個的問題
[00:12:35.320 --> 00:12:37.480]  我們要提醒我們的就是
[00:12:37.480 --> 00:12:39.720]  究竟我們今天順靠的是誰呢?
[00:12:39.720 --> 00:12:41.200]  我們要成為愚蠢的人
[00:12:41.200 --> 00:12:43.200]  還是聰明的人呢?
[00:12:44.200 --> 00:12:46.800]  第二個問題是愚民
[00:12:46.800 --> 00:12:48.440]  姓愚的民
[00:12:48.440 --> 00:12:51.560]  在《二十誓》十章二十節
[00:12:51.560 --> 00:12:52.560]  他說到那日
[00:12:52.560 --> 00:12:56.120]  以色列所剩下的和亞各家所逃脫的
[00:12:56.120 --> 00:12:58.680]  必不再依靠那擊打他們的
[00:12:58.680 --> 00:13:01.720]  卻要誠心養那耶和華以色列的聖者
[00:13:01.720 --> 00:13:05.120]  所剩下的就是亞各家的愚民
[00:13:05.120 --> 00:13:07.040]  必歸回全能的神
[00:13:07.040 --> 00:13:09.720]  以色列那裏的百姓雖多如海沙
[00:13:09.720 --> 00:13:11.320]  唯有剩下的歸回
[00:13:11.320 --> 00:13:13.440]  滅絕之事已成定局
[00:13:13.440 --> 00:13:15.200]  公義必如水漲入
[00:13:15.200 --> 00:13:18.000]  因為萬軍之主耶和華在全地
[00:13:18.000 --> 00:13:20.920]  必成就所定的滅絕之事
[00:13:20.920 --> 00:13:26.240]  原來因為亞蘭和以色列的聯軍入侵
[00:13:26.240 --> 00:13:27.960]  阿哈斯有一個舉動
[00:13:27.960 --> 00:13:30.600]  他的舉動就是他倚靠外邦
[00:13:30.600 --> 00:13:34.720]  倚靠竟然是亞述去幫助他們
[00:13:34.720 --> 00:13:37.800]  他企圖透過一些軍事的結盟
[00:13:37.800 --> 00:13:39.800]  政治的聯繫
[00:13:39.800 --> 00:13:45.560]  而能夠打敗或解決目前的一些困難
[00:13:45.560 --> 00:13:50.600]  但原來在這個困難解決之後
[00:13:50.600 --> 00:13:54.440]  亞述反過來欺壓猶大
[00:13:54.440 --> 00:13:57.440]  所以經文說他們之後
[00:13:57.440 --> 00:13:59.880]  必不再依靠那擊打他們的
[00:13:59.880 --> 00:14:01.120]  是一個很大的諷刺
[00:14:01.120 --> 00:14:04.000]  原來我們所倚靠的一些外邦
[00:14:04.000 --> 00:14:08.680]  最後反而是擊打或欺壓猶大
[00:14:08.680 --> 00:14:18.640]  原來亞述對猶大的一些入侵或攻擊
[00:14:18.640 --> 00:14:22.000]  其實是來自上帝對子民的管教
[00:14:22.000 --> 00:14:25.680]  這個困境原來是上帝對子民的管教
[00:14:25.680 --> 00:14:28.800]  但這個管教上帝有一個
[00:14:28.800 --> 00:14:31.800]  埋了一條尾巴或一個伏線
[00:14:31.800 --> 00:14:34.880]  會有一班人叫做愚民
[00:14:34.880 --> 00:14:36.720]  是所盛夏的
[00:14:36.720 --> 00:14:41.160]  不論是以色列或亞國家所逃脫的
[00:14:41.160 --> 00:14:44.640]  都會有一班人留下
[00:14:44.640 --> 00:14:49.040]  是上帝在災難上保存他們的性命
[00:14:49.040 --> 00:14:51.040]  不是因為運氣
[00:14:51.040 --> 00:14:53.240]  而是單單因為上帝的拯救
[00:14:53.240 --> 00:14:55.240]  在這個管教裏
[00:14:55.240 --> 00:14:57.960]  上帝留下了一班人
[00:14:57.960 --> 00:15:02.240]  這個愚民的概念其實在《以塞亞書》不斷出現
[00:15:02.240 --> 00:15:06.160]  在不同的經文都有留下這些信息
[00:15:06.160 --> 00:15:07.720]  包括一章九節
[00:15:07.720 --> 00:15:12.840]  「若不是萬軍之要,何急我們留下愚種?
[00:15:12.840 --> 00:15:16.520]  我們今日以象所多馬,鵝,魔,拉的羊,子,鳥
[00:15:16.520 --> 00:15:19.160]  或六章十三節境內所盛夏的人
[00:15:19.160 --> 00:15:21.840]  若還有十分之一也必被吞滅象
[00:15:21.840 --> 00:15:25.160]  綠樹象,樹須被砍伐
[00:15:25.160 --> 00:15:27.360]  樹敦子卻仍存留
[00:15:27.360 --> 00:15:31.680]  這聖潔的種類在國中也時如處」
[00:15:31.680 --> 00:15:35.000]  不斷在不同的經文都提及
[00:15:35.000 --> 00:15:38.120]  在管教或災難之後
[00:15:38.120 --> 00:15:40.120]  上帝留下了一班人
[00:15:40.120 --> 00:15:42.920]  這班人是愚民
[00:15:42.920 --> 00:15:48.160]  並且這班愚民雖然之後有機會被擄到巴比倫
[00:15:48.160 --> 00:15:54.160]  但上帝卻會引領他們歸回應許之地
[00:15:54.160 --> 00:15:57.000]  雖然面對上帝嚴厲的管教
[00:15:57.000 --> 00:15:59.000]  但卻不至於滅絕
[00:15:59.000 --> 00:16:01.000]  這班就是愚民
[00:16:01.000 --> 00:16:04.680]  愚民這個概念在不同的書卷都有出現
[00:16:04.680 --> 00:16:08.640]  在創世紀我們很熟悉的「洪水滅世」故事
[00:16:08.640 --> 00:16:12.440]  其實羅亞和他的一家正正就是那班愚民
[00:16:12.440 --> 00:16:17.440]  在災難之後仍然存活的一班人
[00:16:17.440 --> 00:16:20.360]  在獵王記上同樣也有一班人
[00:16:20.360 --> 00:16:24.360]  以賽亞去對抗一班巴力的先知
[00:16:24.360 --> 00:16:29.840]  然後耶洗別去追殺以利亞
[00:16:29.840 --> 00:16:33.160]  他與上帝有些對話
[00:16:33.160 --> 00:16:37.440]  上帝在第十八節開始說
[00:16:37.440 --> 00:16:42.520]  原來他在以色列不僅留下了以利亞一個人
[00:16:42.520 --> 00:16:44.520]  他還留下了七千人
[00:16:44.520 --> 00:16:46.520]  是未曾向巴力屈膝
[00:16:46.520 --> 00:16:48.520]  未曾親吻巴力
[00:16:48.520 --> 00:16:50.520]  這個「留下」是一個動詞
[00:16:50.520 --> 00:16:52.320]  如果變成名詞
[00:16:52.320 --> 00:16:55.440]  今天的主題就是愚民這個概念
[00:16:55.440 --> 00:16:57.440]  原來那七千人
[00:16:57.440 --> 00:17:01.480]  最近有一個網站很有名的
[00:17:01.480 --> 00:17:02.600]  就是「七千人」
[00:17:02.600 --> 00:17:07.600]  這七千人本應該不向邪惡屈膝
[00:17:07.600 --> 00:17:11.880]  未曾親吻邪惡的一班人
[00:17:11.880 --> 00:17:14.600]  原來愚民這個概念是說
[00:17:14.600 --> 00:17:16.880]  災後仍然存活的一班人
[00:17:16.880 --> 00:17:19.880]  並且他們有一個選擇
[00:17:19.880 --> 00:17:23.800]  他們的選擇就是在災後會聽從上帝
[00:17:23.800 --> 00:17:27.800]  是一個信靠、轉向
[00:17:27.800 --> 00:17:33.800]  讓我們有一些反思或提醒
[00:17:33.800 --> 00:17:35.800]  今天我們都經歷了
[00:17:35.800 --> 00:17:42.480]  不是對我們很切身的生離死別
[00:17:42.480 --> 00:17:48.400]  可能在疫情下我們都只是失去了實體崇拜
[00:17:48.400 --> 00:17:52.880]  但在其他國家中死亡人數很多
[00:17:52.880 --> 00:17:55.240]  對他們來說是一個災難
[00:17:55.240 --> 00:17:57.240]  在這個災難之後
[00:17:57.240 --> 00:17:59.240]  要成為一班甚麼人呢?
[00:17:59.240 --> 00:18:03.240]  是一班愚蠢的人、愚蠢的民還是剩餘的民呢?
[00:18:03.240 --> 00:18:07.720]  有人提到在疫情之下必然經歷一個大洗牌
[00:18:07.720 --> 00:18:12.000]  無論是教會、社會還是經濟都會有一個大洗牌
[00:18:12.000 --> 00:18:15.000]  教會的大洗牌就是很多人
[00:18:15.000 --> 00:18:19.000]  以網上聚會取代實體的教會
[00:18:19.000 --> 00:18:21.800]  或者改為參加其他教會
[00:18:21.800 --> 00:18:24.600]  甚至最後不再回教會
[00:18:24.600 --> 00:18:29.000]  發現原來沒有了習慣性的崇拜
[00:18:29.000 --> 00:18:31.000]  都可以的
[00:18:31.000 --> 00:18:34.200]  面對著經濟的大洗牌
[00:18:34.200 --> 00:18:36.200]  可能很多公司都裁員
[00:18:36.200 --> 00:18:40.600]  面對著教會的流失
[00:18:40.600 --> 00:18:44.800]  我們彷彿在公司或教會留下的
[00:18:44.800 --> 00:18:48.400]  就好像教會或公司裏的餘民
[00:18:48.400 --> 00:18:51.400]  我們要想的是如果疫情之後
[00:18:51.400 --> 00:18:54.000]  我們變回好像以前一樣
[00:18:54.000 --> 00:18:59.800]  繼續信靠一些金錢、信靠企業、信靠政府
[00:18:59.800 --> 00:19:01.400]  其實沒有什麼意義
[00:19:01.400 --> 00:19:04.600]  我們經過疫情之後好像沒有什麼成長過
[00:19:04.600 --> 00:19:07.600]  沒有什麼進步過一樣
[00:19:07.600 --> 00:19:11.000]  是不是回復正常就代表正常呢?
[00:19:11.000 --> 00:19:13.600]  回復正常可能是說
[00:19:13.600 --> 00:19:16.600]  我們以前只是貧富懸殊繼續增加
[00:19:16.600 --> 00:19:19.400]  道德繼續凌亡、人心繼續枯死
[00:19:19.400 --> 00:19:23.800]  今天我們恢復的不單止是好像以前一樣
[00:19:23.800 --> 00:19:26.400]  而是我們要生命的轉向
[00:19:26.400 --> 00:19:28.000]  要信靠上帝
[00:19:28.000 --> 00:19:31.600]  如果我們這班餘民留下在教會
[00:19:31.600 --> 00:19:35.000]  我期望我們是認認真真地留下
[00:19:35.000 --> 00:19:38.800]  不是孖孖呼呼、不是事事淡淡
[00:19:38.800 --> 00:19:43.800]  在這個疫情裏教會有很多的反思
[00:19:43.800 --> 00:19:49.000]  在網上有很多不同的文章給我們的提醒
[00:19:49.000 --> 00:19:55.400]  其中兩個我覺得是需要我們去了解一下
[00:19:55.400 --> 00:19:57.600]  第一個就是自主的信仰
[00:19:57.600 --> 00:20:02.400]  在之前不同的崇拜我都有講過這個話題
[00:20:02.400 --> 00:20:04.600]  在疫情底下我們發覺
