
[00:00:00.000 --> 00:00:03.000]  好,各位弟兄姊妹,晚安!
[00:02:35.000 --> 00:02:42.000]  這幅圖裏面是面對樓房,香港常常說土地問題,住房的問題
[00:02:42.000 --> 00:02:48.000]  雖然這兩年樓價下跌了很多,下跌了兩三成
[00:02:48.000 --> 00:02:54.000]  但樓價仍然是貴的,你想問一些年青人,如何有機會買樓呢?
[00:02:54.000 --> 00:03:00.000]  很少人能夠一次過,年青人二十多三十歲,能夠一次過給百多萬去買樓
[00:03:00.000 --> 00:03:06.000]  所以大部份年青人買樓,知不知道最大的關鍵和原因是甚麼?
[00:03:06.000 --> 00:03:10.000]  就是靠富幹
[00:03:10.000 --> 00:03:15.000]  你爸爸有錢就能買樓,你爸爸沒錢就比較難
[00:03:15.000 --> 00:03:22.000]  住房的問題都成為香港多年來其中一個很大的挑戰
[00:03:22.000 --> 00:03:27.000]  再加上這幾年,特別是疫情,我們常常說疫情要復甦
[00:03:27.000 --> 00:03:30.000]  很可惜,經濟仍然有少少不振
[00:03:30.000 --> 00:03:36.000]  我不知道你有沒有走過一條街,或者甚至有人說現在旺角彌敦道,銅鑼灣
[00:03:36.000 --> 00:03:43.000]  以前晚上就夜夜笙歌,現在好像少了很多人,水靜河飛
[00:03:43.000 --> 00:03:47.000]  很多的吉舖就出現了,知不知道為甚麼?
[00:03:47.000 --> 00:03:54.000]  特別是食肆,因為現在週末,每個週末有幾十萬人,幾十萬人去了哪裏?
[00:03:54.000 --> 00:04:01.000]  回到深圳,你有沒有份?來不及回,有都不是甚麼,就照樣去
[00:04:01.000 --> 00:04:09.000]  但這個現況,香港的經濟受到很多不同程度的壓力
[00:04:09.000 --> 00:04:15.000]  有時不單止外在的環境,人內在的生命都會面臨很多的問題
[00:04:15.000 --> 00:04:21.000]  大家都知道這幾年移民潮很厲害,移民潮所帶來的其中一個影響
[00:04:21.000 --> 00:04:25.000]  就是一個叫做「圍魯」的問題,你有沒有聽過?
[00:04:25.000 --> 00:04:31.000]  當,我不知道是一個多星期前,看到新聞裏面都挺深奧的
[00:04:31.000 --> 00:04:40.000]  他說在將軍澳的一個屋苑裏面,有一個獨居的老婦人在當中,在家裏倒閉了
[00:04:40.000 --> 00:04:44.000]  我沒有特別看究竟是甚麼原因,是否因為心臟病還是甚麼
[00:04:44.000 --> 00:04:50.000]  但更加令人心傷的就是,其實她有親人的,她有一個兒子
[00:04:50.000 --> 00:04:56.000]  但三年前移民了,但這三年裏面從來都沒有聯絡過
[00:04:56.000 --> 00:05:02.000]  移民所帶來的一些,這個圍魯就是其中一個問題
[00:05:02.000 --> 00:05:08.000]  這個甚至乎成為了很多家庭,甚至很多的社福機構都做過一些調查
[00:05:08.000 --> 00:05:15.000]  問很多老人家,其實有不少的老人家是接受不到子女移民的
[00:05:15.000 --> 00:05:19.000]  我今天不是和大家討論究竟移民是否應該的問題
[00:05:19.000 --> 00:05:24.000]  而是很想告訴大家,今時今日我們面對一個甚麼的情況
[00:05:24.000 --> 00:05:29.000]  除了剛才一些客觀的環境,這些很多內在生命的問題都出現
[00:05:29.000 --> 00:05:37.000]  另一個問題不單止長者,年青的朋友,青少年人都面對一些情緒困擾的問題
[00:05:37.000 --> 00:05:44.000]  青少年情緒健康,亦都是今時今日我們必須要去留意,關注的議題
[00:05:44.000 --> 00:05:51.000]  大家都有看新聞,特別是在開學前後有很多學童自殺的情況出現
[00:05:51.000 --> 00:05:55.000]  有些甚至乎可能十一二歲都會選擇輕生
[00:05:55.000 --> 00:06:03.000]  這個救世關係之前,在前一段時間做了一個調查,訪問了二百多個年青人
[00:06:03.000 --> 00:06:08.000]  出來的結果告訴你,有76.5%的年青人
[00:06:08.000 --> 00:06:13.000]  告訴你他們有情緒,有精神健康困擾的情況
[00:06:13.000 --> 00:06:17.000]  甚至乎有很多有抑鬱症的症狀
[00:06:17.000 --> 00:06:24.000]  這個是我們不得不看從關注的一個議題
[00:06:24.000 --> 00:06:30.000]  外在的環境也好,內在生命也好,再講得闊一點
[00:06:30.000 --> 00:06:37.000]  整個世界氣候都是一個問題,大家知不知道現在掛緊一號風球
[00:06:37.000 --> 00:06:41.000]  大家知不知道,我告訴你,現在掛緊一號風球
[00:06:41.000 --> 00:06:47.000]  天文台說明天下午中午初期會掛三號風球
[00:06:47.000 --> 00:06:52.000]  至於會不會再掛緊一點,就看風勢而定
[00:06:52.000 --> 00:06:57.000]  其實你知不知道對上那個風是甚麼時候,那個華加沙
[00:06:57.000 --> 00:07:04.000]  講上個星期的事情,其實剛剛上個星期周末都有風,不過打得不是很正
[00:07:04.000 --> 00:07:12.000]  打風好像成為一個常態,每個星期每一個風球好像不太安樂
[00:07:12.000 --> 00:07:18.000]  今年我都忘記打了多少個風,十幾個風,十號風球都有多少個
[00:07:18.000 --> 00:07:22.000]  都有兩個,你知不知道十號風球一年有兩個是講多少年前
[00:07:22.000 --> 00:07:30.000]  是講四五十年前,有一年打過一次有兩個十號風球
[00:07:30.000 --> 00:07:37.000]  大家幸福了,今年你有機會見到,幾十年前今天又見到
[00:07:37.000 --> 00:07:45.000]  甚至很多專家說每年有兩個十號風球以上的景況可能已經成為常態
[00:07:45.000 --> 00:07:49.000]  即是說你下年都有機會再經歷過
[00:07:49.000 --> 00:07:55.000]  你沒有想過十月仍然都會打這麼多的風球
[00:07:55.000 --> 00:08:03.000]  大家覺得今天下午熱嗎,33度還是34度,幾多月了,十月了
[00:08:03.000 --> 00:08:11.000]  以前十月叫做甚麼,秋天來的,現在十月好像八月的夏天一樣
[00:08:11.000 --> 00:08:17.000]  氣候變暖亦都是全球,我想不單止香港所面對的問題
[00:08:17.000 --> 00:08:21.000]  所以你說我們今天面對的是否一個充滿挑戰困難的世代
[00:08:21.000 --> 00:08:27.000]  客觀環境也好,內在生命也好,甚至全球氣候這些大議題也好
[00:08:27.000 --> 00:08:32.000]  困難我們不能否認,可能我們經常都要面對
[00:08:32.000 --> 00:08:38.000]  但是作為信徒的我們,今天你可以選擇用一個甚麼眼光
[00:08:38.000 --> 00:08:44.000]  甚麼眼界去看當前的困難,你可以選擇,經常說是躺平的
[00:08:44.000 --> 00:08:49.000]  那就隨便他,但你可以選擇以一個更加積極的態度
[00:08:49.000 --> 00:08:56.000]  去回應上帝在歷世歷代人的使命和心意是甚麼
[00:08:56.000 --> 00:09:00.000]  以前的世界沒有困難嗎,以前真的特別好一點,不是
[00:09:00.000 --> 00:09:07.000]  以前有困難,今天也有困難,問題是今天我們以一個甚麼心態去面對
[00:09:07.000 --> 00:09:14.000]  說回今天的經文,今天的經文是說一個人物叫做約書亞,約書亞記第14章第14節這樣說
[00:09:14.000 --> 00:09:18.000]  他說現在你們要敬畏耶和華誠心誠意的侍奉他
[00:09:18.000 --> 00:09:25.000]  除掉你們列祖在大河那邊和在埃及侍奉的神明,侍奉耶和華
[00:09:25.000 --> 00:09:30.000]  若你們認為侍奉耶和華不好,今天就可以選擇所以侍奉的
[00:09:30.000 --> 00:09:38.000]  是你們列祖在大河那邊所侍奉的神明,或是你們所住的亞摩利人的神明
[00:09:38.000 --> 00:09:43.000]  至於我和我家,我們必定侍奉耶和華
[00:09:43.000 --> 00:09:46.000]  我們一起讀下這句,至於我和我家,預備1,2,3
[00:09:46.000 --> 00:09:52.000]  至於我和我家,我們必定侍奉耶和華
[00:09:52.000 --> 00:09:56.000]  你讀了的,不要反悔
[00:09:56.000 --> 00:10:01.000]  百姓回答說,我們絕不離棄耶和華去侍奉別神
[00:10:01.000 --> 00:10:08.000]  因為耶和華,我們的上帝臣領我們和我們的祖宗從埃及地遺路之家出來
[00:10:08.000 --> 00:10:11.000]  在我們眼前行了那些大的神蹟
[00:10:11.000 --> 00:10:17.000]  並在我們所行的一切路上和所經過的各民族中保護了我們
[00:10:17.000 --> 00:10:23.000]  耶和華又把各民族和住此地的亞摩利人都從我們面前趕出去
[00:10:23.000 --> 00:10:30.000]  所以我們也必侍奉耶和華,因為祂是我們的上帝
[00:10:30.000 --> 00:10:36.000]  經文的背景,約書亞的年代,摩西之後的領袖約書亞出現
[00:10:36.000 --> 00:10:43.000]  他要帶著幾十萬的以色列民進入上帝所英許嘉南的美地當中
[00:10:43.000 --> 00:10:49.000]  看似一幅非常美麗,充滿了憧憬的一幅圖畫
[00:10:49.000 --> 00:10:57.000]  但是同一時間,在約書亞的生命中,他也面對著不少的困難
[00:10:57.000 --> 00:11:02.000]  約書亞當日所面對的困難,不比我們今天所面對的困難容易
[00:11:02.000 --> 00:11:07.000]  他面對著什麼呢?第一,摩西去世
[00:11:07.000 --> 00:11:11.000]  他一直跟隨的師父老師離開了
[00:11:11.000 --> 00:11:15.000]  約書亞失去了他的導師,失去了他的領袖
[00:11:15.000 --> 00:11:19.000]  他面對著一個很大的打擊
[00:11:19.000 --> 00:11:27.000]  面對一個領袖的離開,他要帶著幾十萬人進入一個他從來沒有去過的地方
[00:11:27.000 --> 00:11:32.000]  心裡的恐懼,心裡的擔心,可想而知
[00:11:32.000 --> 00:11:36.000]  當我讀到這裡的時候,我很明白當中的感受
[00:11:36.000 --> 00:11:41.000]  因為十年前我也是面對著同一個感受
[00:11:41.000 --> 00:11:48.000]  大家都知道,我從2014年或2015年開始做教會的駐梁牧師
[00:11:48.000 --> 00:11:52.000]  當然當日的梁牧師不是全都去世了,他仍然健在
[00:11:52.000 --> 00:11:57.000]  大家不需要擔心,他健在
[00:11:57.000 --> 00:12:03.000]  但是當一個領袖的離開,影子都不見的時間
[00:12:03.000 --> 00:12:06.000]  你作為接觸者,你說擔不擔心?
[00:12:06.000 --> 00:12:10.000]  當時最多人問我的問題,就好像我第一個問題問大家
[00:12:10.000 --> 00:12:13.000]  你帶著這麼大的教會,你有沒有壓力?
[00:12:13.000 --> 00:12:18.000]  難道我告訴你沒有壓力嗎?當然有壓力的
[00:12:18.000 --> 00:12:22.000]  但我又不能夠告訴你,我很有壓力,我受不了
[00:12:22.000 --> 00:12:26.000]  這樣很難做的,大家明白嗎?
[00:12:26.000 --> 00:12:30.000]  所以當約書亞面對當日的處境的時候
[00:12:30.000 --> 00:12:33.000]  當他前一任的領袖離開的時候
[00:12:33.000 --> 00:12:36.000]  他要接觸這個棒的時候,一點都不容易
[00:12:36.000 --> 00:12:40.000]  不單他過去能夠去依靠的領袖不在
[00:12:40.000 --> 00:12:43.000]  我相信當日他都會面對很多人
[00:12:43.000 --> 00:12:47.000]  將他和摩西做很多的比較
[00:12:47.000 --> 00:12:52.000]  我以前不是這樣的,為什麼是這樣?我聽過很多
[00:12:52.000 --> 00:12:55.000]  為什麼以前可以,現在又不可以?
[00:12:55.000 --> 00:12:58.000]  很多不同的聲音都會出現
[00:12:58.000 --> 00:13:02.000]  可想而知對約書亞來說,他所面對的壓力是多大
[00:13:02.000 --> 00:13:06.000]  第二,大家都知道當他要進入加拿大
[00:13:06.000 --> 00:13:09.000]  第一場面對的戰役就是耶利哥城
[00:13:09.000 --> 00:13:15.000]  他沒有想過一進入加拿大,他馬上要打大佬
[00:13:15.000 --> 00:13:18.000]  你有沒有打過遊戲機?
[00:13:18.000 --> 00:13:21.000]  你的小朋友有沒有打過遊戲機?一定有吧?
[00:13:21.000 --> 00:13:25.000]  你打遊戲機是什麼?通常是打大拳擊,什麼時候打的?
[00:13:25.000 --> 00:13:29.000]  最後才打的,約書亞沒有想過,我一進去就要打嗎?
[00:13:29.000 --> 00:13:35.000]  耶利哥城被稱為在加拿大最堅固的城之一
[00:13:35.000 --> 00:13:40.000]  沒有想過一進入第一場就要打這麼硬的一場
[00:13:40.000 --> 00:13:45.000]  面對的困難相當相當之大
[00:13:45.000 --> 00:13:49.000]  經文如何形容?耶利哥的城門因以色列人的緣故
[00:13:49.000 --> 00:13:53.000]  關得更加嚴謹,無人出入
[00:13:53.000 --> 00:13:58.000]  耶和華對約書亞說,看來我已經把耶利哥城的耶利哥王
[00:13:58.000 --> 00:14:02.000]  以及大亞能的勇士都交在你的手中
[00:14:02.000 --> 00:14:06.000]  沒錯,雖然上帝說把耶利哥城交在約書亞的手中
[00:14:06.000 --> 00:14:12.000]  但是這個都是相當之難的一個城要他攻得入
[00:14:12.000 --> 00:14:18.000]  他一進入加拿大,面對的第一個困難也是相當相當之大
[00:14:18.000 --> 00:14:20.000]  他還面對什麼困難?
[00:14:20.000 --> 00:14:24.000]  他的士兵感到恐懼和不安
[00:14:24.000 --> 00:14:27.000]  其實是有原因的,大家還記得
[00:14:27.000 --> 00:14:30.000]  當他們要進入加拿大之前
[00:14:30.000 --> 00:14:34.000]  他們不是派了12個探子去窺探嗎?
[00:14:34.000 --> 00:14:38.000]  大家還記得回來的結果是什麼嗎?
[00:14:38.000 --> 00:14:42.000]  有10個說覺得不行,人家又高大又威猛
[00:14:42.000 --> 00:14:45.000]  我們這些這麼差怎麼打得贏?
[00:14:45.000 --> 00:14:48.000]  唯獨2個告訴你不是這樣的
[00:14:48.000 --> 00:14:50.000]  大家還記得是哪2個嗎?
[00:14:50.000 --> 00:14:52.000]  約書亞和加拿大
[00:14:52.000 --> 00:14:57.000]  從現代的角度,12個裡面有10個告訴你不行
[00:14:57.000 --> 00:15:00.000]  我們現在常說小數服從多數
[00:15:00.000 --> 00:15:03.000]  12個裡面有10個不行,你知道有多少百分比嗎?
[00:15:03.000 --> 00:15:06.000]  80%多的告訴你不行
[00:15:06.000 --> 00:15:10.000]  小數服從多數應該不去了
[00:15:10.000 --> 00:15:16.000]  所以很想言之,他們當時除了約書亞和加拿大之外
[00:15:16.000 --> 00:15:22.000]  其他人都很擔心,攻進去行不行
[00:15:22.000 --> 00:15:28.000]  所以上帝吩咐約書亞提醒他們
[00:15:28.000 --> 00:15:31.000]  你當剛強壯膽
[00:15:31.000 --> 00:15:34.000]  我們常引用這些金句,你要剛強壯膽
[00:15:34.000 --> 00:15:38.000]  某程度上是要鼓勵一些不太行的士兵
[00:15:38.000 --> 00:15:42.000]  不需要擔心,去吧
[00:15:42.000 --> 00:15:49.000]  背後的意思是當時的士兵所面對的恐懼和不安是大到不得了
[00:15:49.000 --> 00:15:55.000]  另外進入到要和當地的迦南人爭戰
[00:15:55.000 --> 00:16:00.000]  你不要以為打完耶利哥城就能夠一路平安
[00:16:00.000 --> 00:16:03.000]  你看基文怎麼形容
[00:16:03.000 --> 00:16:12.000]  於是五個阿摩利王,就是耶路撒冷王,希伯倫王,耶穆王,拉吉王和伊基倫王聯合上去
[00:16:12.000 --> 00:16:16.000]  一個打五個
[00:16:16.000 --> 00:16:21.000]  一個以色列的軍隊要打五個的王
[00:16:21.000 --> 00:16:24.000]  可想而知困難大到不得了
[00:16:24.000 --> 00:16:28.000]  所以沒錯,迦南地是一個流乃與物之地
[00:16:28.000 --> 00:16:32.000]  是約書亞和以色列要去得著的地方
[00:16:32.000 --> 00:16:37.000]  但不代表他們不需要面對任何困難
[00:16:37.000 --> 00:16:40.000]  不單有外患還有內憂
[00:16:40.000 --> 00:16:45.000]  他們當中的人其實有時都不是太行
[00:16:45.000 --> 00:16:51.000]  在當中面對內部很多挑戰,有更多不願意遵守上帝的命令
[00:16:51.000 --> 00:16:53.000]  在哪裏看得到
[00:16:53.000 --> 00:16:56.000]  大家記不記得他打完耶利哥城,他打另一個城
[00:16:56.000 --> 00:16:58.000]  那個城叫艾城
[00:16:58.000 --> 00:17:01.000]  以為已經十拿九穩了
[00:17:01.000 --> 00:17:04.000]  一個小的城市
[00:17:04.000 --> 00:17:09.000]  但沒想過就在那個城市裏面戰敗
[00:17:09.000 --> 00:17:11.000]  為什麼?
[00:17:11.000 --> 00:17:17.000]  因為有一個人拿了一些當滅之物,這個叫阿干
[00:17:17.000 --> 00:17:22.000]  可想而知他們不單面對外在一場一場的硬仗
[00:17:22.000 --> 00:17:27.000]  在當中更加要面對內部很多的挑戰
[00:17:27.000 --> 00:17:31.000]  所以你說約書亞當時的年代所面對的困難大不大?
[00:17:31.000 --> 00:17:35.000]  同樣都是相當之大
[00:17:35.000 --> 00:17:40.000]  更加重要的,我告訴你,他要走一條什麼路?
[00:17:40.000 --> 00:17:44.000]  使你們知道所當就的路是因為這條路
[00:17:44.000 --> 00:17:48.000]  是你們從來都沒有走過
[00:17:48.000 --> 00:17:55.000]  是一條完全站身連你現在怎樣走下去都不知道的路
[00:17:55.000 --> 00:17:59.000]  如果你站在約書亞的角度,你覺得擔不擔心?
[00:17:59.000 --> 00:18:03.000]  你站在那個角度,你會不會有很多的恐懼?
[00:18:03.000 --> 00:18:05.000]  一定有
[00:18:05.000 --> 00:18:08.000]  他的困難大不大?大得不得了
[00:18:08.000 --> 00:18:12.000]  就正如今天你和我所面對當下的處境,內在的生命
[00:18:12.000 --> 00:18:15.000]  我們都面對很多的挑戰和困難
[00:18:15.000 --> 00:18:20.000]  歷世歷代每一個人都沒有一個不需要面對困難
[00:18:20.000 --> 00:18:25.000]  但最大的分別是我們今天用什麼態度在當中回應?
[00:18:25.000 --> 00:18:29.000]  究竟約書亞正在承擔一個什麼使命?
[00:18:29.000 --> 00:18:31.000]  我們很熟悉的這段經文
[00:18:31.000 --> 00:18:34.000]  你當剛強壯膽,不要懼怕也不要驚慌
[00:18:34.000 --> 00:18:37.000]  因為你無論往哪裡去也無話
[00:18:37.000 --> 00:18:40.000]  你的上帝要與你同在
[00:18:40.000 --> 00:18:43.000]  我們經常都說你要剛強壯膽
[00:18:43.000 --> 00:18:45.000]  成為一個很大的鼓勵
[00:18:45.000 --> 00:18:49.000]  但你有沒有想過這段經文所謂的剛強壯膽
[00:18:49.000 --> 00:18:52.000]  是在面對一個什麼樣的處境?
[00:18:52.000 --> 00:18:56.000]  當你看到經文的時候,你再看一看再之前那一節
[00:18:56.000 --> 00:19:01.000]  他說:這律法書不可離開你的口
[00:19:01.000 --> 00:19:03.000]  然後就說:你要就事思想
[00:19:03.000 --> 00:19:06.000]  遵守這書上所寫的一切的話
[00:19:06.000 --> 00:19:10.000]  如此so that是有一個因果的關係
[00:19:10.000 --> 00:19:13.000]  他說你的道路要亨通,要凡事順利
[00:19:13.000 --> 00:19:16.000]  唯一的關鍵是什麼?
[00:19:16.000 --> 00:19:20.000]  他說你就要遵行律法書所寫的一切
[00:19:20.000 --> 00:19:23.000]  你要遵行上帝你的旨意
[00:19:23.000 --> 00:19:27.000]  結果你所走的道路就可以亨通
[00:19:27.000 --> 00:19:30.000]  所以當下一節經文說你當剛強壯膽
[00:19:30.000 --> 00:19:35.000]  剛強壯膽不是對應你當下的困難
[00:19:35.000 --> 00:19:39.000]  你要懼怕的不是當前的困難
[00:19:39.000 --> 00:19:45.000]  你所懼怕的是你是否願意去跟從上帝的旨意而行
[00:19:45.000 --> 00:19:47.000]  兄弟姐妹你明白嗎?
[00:19:47.000 --> 00:19:49.000]  歷史歷代都面對很多的困難
[00:19:49.000 --> 00:19:53.000]  我們不是因為當前的困難而去懼怕
[00:19:53.000 --> 00:19:56.000]  我們要更加擔心的就是
[00:19:56.000 --> 00:20:02.000]  究竟今天我們有沒有好好跟從上帝的旨意而行
[00:20:02.000 --> 00:20:04.000]  所以你當剛強壯膽
[00:20:04.000 --> 00:20:10.000]  你的剛強壯膽是要讓你能夠走在上帝的心意當中
[00:20:10.000 --> 00:20:15.000]  而不是讓你有能力去戰勝當下的困難
[00:20:15.000 --> 00:20:21.000]  這個就是上帝要給約書亞其中一個很重要的使命
[00:20:21.000 --> 00:20:25.000]  然後約書亞記第24章這樣說
[00:20:25.000 --> 00:20:28.000]  約你們因為侍奉而和華不好
[00:20:28.000 --> 00:20:31.000]  今天你就可以選擇所侍奉的
[00:20:31.000 --> 00:20:34.000]  是你們列祖在大河那邊所侍奉的神明
[00:20:34.000 --> 00:20:37.000]  或是你們所住的地阿摩利人的神明
[00:20:37.000 --> 00:20:41.000]  至於我和我家,我們必定侍奉耶和華
[00:20:41.000 --> 00:20:45.000]  短短一節的經文說了四次侍奉
[00:20:45.000 --> 00:20:47.000]  侍奉是什麼意思?
[00:20:47.000 --> 00:20:49.000]  侍奉serve
[00:20:49.000 --> 00:20:51.000]  侍奉愚民的意思是
[00:20:51.000 --> 00:20:56.000]  你願意選擇服侍耶和華的決心
[00:20:56.000 --> 00:21:03.000]  侍奉是永遠說你去侍奉耶和華的決心
[00:21:03.000 --> 00:21:06.000]  是一個選擇的問題
[00:21:07.000 --> 00:21:11.000]  所以今天當我們面對當前的挑戰和困難
[00:21:11.000 --> 00:21:15.000]  是我們該如何選擇
[00:21:15.000 --> 00:21:21.000]  當日的約書亞面對當時的困難和挑戰
[00:21:21.000 --> 00:21:25.000]  他選擇侍奉耶和華
[00:21:25.000 --> 00:21:29.000]  而同樣我們今天無論面對外在的環境也好
[00:21:29.000 --> 00:21:31.000]  內在生命也好
[00:21:31.000 --> 00:21:33.000]  甚至全球的問題也好
[00:21:33.000 --> 00:21:36.000]  今天你選擇的是什麼?
[00:21:36.000 --> 00:21:40.000]  你願不願意選擇一個充滿紛亂的世代
[00:21:40.000 --> 00:21:42.000]  充滿挑戰的世代
[00:21:42.000 --> 00:21:46.000]  你仍然選擇願意侍奉耶和華
[00:21:46.000 --> 00:21:51.000]  是今天上帝給我們每一個信徒的呼召
[00:21:51.000 --> 00:21:55.000]  今天你的選擇又是什麼?
[00:21:55.000 --> 00:22:00.000]  約書是一個什麼樣的人?
[00:22:00.000 --> 00:22:03.000]  如果你很清楚經文裡面說
[00:22:03.000 --> 00:22:05.000]  在文數記第27章的記載
[00:22:05.000 --> 00:22:08.000]  他說耶和華對摩西雪亂的兒子約書亞
[00:22:08.000 --> 00:22:11.000]  是心中有聖靈的
[00:22:11.000 --> 00:22:14.000]  你們將他拿出來按守在他的身上
[00:22:14.000 --> 00:22:16.000]  什麼叫心中有聖靈?
[00:22:16.000 --> 00:22:19.000]  意思是他能夠在上帝裡面
[00:22:19.000 --> 00:22:23.000]  他明白上帝的心意和智慧
[00:22:23.000 --> 00:22:25.000]  而在當中去行事
[00:22:25.000 --> 00:22:28.000]  因為今時今日的世代
[00:22:28.000 --> 00:22:31.000]  或者今時今日的教會需要什麼人?
[00:22:31.000 --> 00:22:33.000]  我記得之前有一個屬靈的長輩
[00:22:33.000 --> 00:22:34.000]  這樣跟我說過
[00:22:34.000 --> 00:22:37.000]  他說今時今日的教會需要的
[00:22:37.000 --> 00:22:39.000]  不是有能力的人
[00:22:39.000 --> 00:22:42.000]  因為教會已經有很多有能力的人
[00:22:42.000 --> 00:22:46.000]  他說今天的教會需要的
[00:22:46.000 --> 00:22:49.000]  是更多願意與上帝親近
[00:22:49.000 --> 00:22:53.000]  和明白上帝心意的人
[00:22:54.000 --> 00:23:00.000]  今天教會不再需要更多有能力的人
[00:23:00.000 --> 00:23:02.000]  因為已經有很多
[00:23:02.000 --> 00:23:08.000]  教會是需要更多願意與他親近的人
[00:23:08.000 --> 00:23:10.000]  就正如約書亞一樣
[00:23:10.000 --> 00:23:12.000]  沒錯,約書亞是一個有能力的人
[00:23:12.000 --> 00:23:15.000]  如果不是摩西都不會揀選他
[00:23:15.000 --> 00:23:19.000]  但約書亞不單止是一個有能力的人
[00:23:19.000 --> 00:23:23.000]  約書亞是一個心中有性的人
[00:23:23.000 --> 00:23:26.000]  他是一個願意與上帝親近
[00:23:26.000 --> 00:23:29.000]  並且明白上帝心意的人
[00:23:29.000 --> 00:23:32.000]  今天上帝就需要這些人
[00:23:32.000 --> 00:23:34.000]  而我們每一個都要學習
[00:23:34.000 --> 00:23:38.000]  如何與上帝建立這份關係
[00:23:38.000 --> 00:23:40.000]  約書亞不單止是一個心中有性的人
[00:23:40.000 --> 00:23:44.000]  他更加是一個願意與眾不同的人
[00:23:44.000 --> 00:23:46.000]  剛才也說了
[00:23:46.000 --> 00:23:48.000]  當日差派十二個探子
[00:23:48.000 --> 00:23:50.000]  去窺探迦納地的時候
[00:23:50.000 --> 00:23:51.000]  剛才也說了
[00:23:51.000 --> 00:23:53.000]  十個告訴我們
[00:23:53.000 --> 00:23:58.000]  迦納地位是一個很難攻打入的地方
[00:23:58.000 --> 00:24:00.000]  但唯獨有兩個
[00:24:00.000 --> 00:24:02.000]  一個叫約書亞,一個叫迦納
[00:24:02.000 --> 00:24:05.000]  他的眼界與其他人不一樣
[00:24:05.000 --> 00:24:07.000]  第一,他所看到的不是困難
[00:24:07.000 --> 00:24:09.000]  不是否定的困難
[00:24:09.000 --> 00:24:11.000]  我相信約書亞和迦納
[00:24:11.000 --> 00:24:13.000]  也不是天真定覺得
[00:24:13.000 --> 00:24:15.000]  這是很容易搞定
[00:24:15.000 --> 00:24:17.000]  很容易攻打
[00:24:17.000 --> 00:24:19.000]  不費吹灰之力
[00:24:19.000 --> 00:24:21.000]  能夠去得著的地方
[00:24:21.000 --> 00:24:23.000]  我相信他不會天真地這樣去想
[00:24:23.000 --> 00:24:25.000]  但他所看到的
[00:24:25.000 --> 00:24:27.000]  與其他人所看到的不一樣
[00:24:27.000 --> 00:24:30.000]  因為其他人所看到的只有困難
