
[00:00:00.000 --> 00:00:04.480]  各位弟兄姊妹、各位朋友午安
[00:02:33.160 --> 00:02:36.360]  和耶穌一起去面對
[00:02:36.360 --> 00:02:43.400]  耶穌就會將我們原本的生命的阻力
[00:02:43.400 --> 00:02:51.160]  逐一轉化成為我們生命的阻力
[00:02:51.160 --> 00:02:52.760]  去愛神
[00:02:52.760 --> 00:02:54.280]  愛人
[00:02:54.280 --> 00:02:55.960]  侍奉神
[00:02:55.960 --> 00:02:58.120]  服侍人
[00:02:58.120 --> 00:03:03.240]  成為他人生命的同行者
[00:03:03.240 --> 00:03:06.520]  更加從我們個人的侍奉生命
[00:03:06.520 --> 00:03:11.000]  繼續延伸到我們所在的群體和後代
[00:03:11.000 --> 00:03:13.720]  成為祝福
[00:03:13.720 --> 00:03:17.720]  今天我們會透過詩篇的二十二篇
[00:03:17.720 --> 00:03:20.280]  裏面的一些經節
[00:03:20.280 --> 00:03:25.080]  就是一至八節和三十至三十一節的經文
[00:03:25.080 --> 00:03:27.800]  我們會聚焦在三方面
[00:03:27.800 --> 00:03:35.160]  去看門徒的生命如何能夠有韌力地成長和延續
[00:03:35.160 --> 00:03:38.920]  這個時候也想邀請大家一起讀
[00:03:38.920 --> 00:03:40.680]  以下這幾節的經文
[00:03:40.680 --> 00:03:42.040]  1、2、3
[00:03:42.040 --> 00:03:45.720]  我的神,我的神,為什麼離棄我?
[00:03:45.720 --> 00:03:50.040]  為什麼遠離不救我,不聽我的新任?
[00:03:50.040 --> 00:03:54.200]  我的神啊,我白日呼求,你不應運
[00:03:54.200 --> 00:03:57.400]  夜間呼求,也不得安寧
[00:03:57.400 --> 00:04:02.680]  但你是神聖的,用以色列的讚美為寶座
[00:04:02.680 --> 00:04:05.320]  我們的祖宗倚靠你
[00:04:05.320 --> 00:04:09.320]  他們倚靠你,你解救他們
[00:04:09.320 --> 00:04:12.680]  他們哀求你,就蒙解救
[00:04:12.680 --> 00:04:15.960]  他們倚靠你,就不羞愧
[00:04:15.960 --> 00:04:18.600]  但我是蟲,不是人
[00:04:18.600 --> 00:04:22.440]  被眾人羞辱,被百姓藐視
[00:04:22.440 --> 00:04:25.640]  凡看見我的,都恃笑我
[00:04:25.640 --> 00:04:28.120]  他們別咀搖頭
[00:04:28.120 --> 00:04:31.160]  他把自己交託給耶和華
[00:04:31.160 --> 00:04:33.480]  讓耶和華救他吧
[00:04:33.480 --> 00:04:38.440]  耶和華既喜愛他,可以答救他吧
[00:04:38.440 --> 00:04:40.760]  必有後裔侍奉他
[00:04:40.760 --> 00:04:44.200]  主所做的事,必傳給後代
[00:04:44.200 --> 00:04:46.840]  他們必來傳他的公義
[00:04:46.840 --> 00:04:49.560]  給尚未出生的子民
[00:04:49.560 --> 00:04:52.360]  這是他的作為
[00:04:52.360 --> 00:04:54.120]  剛才我們說
[00:04:54.120 --> 00:04:59.560]  門徒的生命如何有韌力地成長和延續
[00:04:59.560 --> 00:05:03.320]  我們會集中在三方面一起看
[00:05:03.320 --> 00:05:06.200]  分別是生命的焦點
[00:05:06.200 --> 00:05:08.200]  患難中的力量
[00:05:08.200 --> 00:05:11.720]  和生命成為祝福
[00:05:11.720 --> 00:05:15.960]  首先我們會看第一點,生命的焦點
[00:05:15.960 --> 00:05:19.240]  大衛祂禱告和呼求
[00:05:19.240 --> 00:05:20.840]  我的神啊我的神
[00:05:20.840 --> 00:05:23.000]  為什麼祢離棄我
[00:05:23.000 --> 00:05:25.400]  為什麼祢遠離不救我
[00:05:25.400 --> 00:05:27.480]  不聽我的新任
[00:05:27.480 --> 00:05:29.800]  我的神啊,我白日呼求
[00:05:29.800 --> 00:05:31.240]  祢不應允
[00:05:31.240 --> 00:05:32.680]  夜間呼求
[00:05:32.680 --> 00:05:35.480]  也得不到安寧
[00:05:35.480 --> 00:05:38.120]  大衛的生命焦點
[00:05:38.120 --> 00:05:41.640]  是曾經偏離了耶和華
[00:05:41.640 --> 00:05:46.840]  他走了耶和華眼中看為惡的事
[00:05:46.840 --> 00:05:50.360]  就是他貪戀了他的忠臣
[00:05:50.360 --> 00:05:53.800]  烏尼亞的妻子拔士巴
[00:05:53.800 --> 00:05:57.000]  還跟她發生了關係
[00:05:57.000 --> 00:06:00.760]  拔士巴因此這樣懷孕了
[00:06:00.760 --> 00:06:04.840]  而大衛為了掩飾自己的罪行
[00:06:04.840 --> 00:06:10.200]  於是他借阿滿人的刀擊殺了烏尼亞
[00:06:10.200 --> 00:06:12.920]  然後娶了拔士巴
[00:06:12.920 --> 00:06:17.240]  名正言順地成為他自己的妻子
[00:06:17.240 --> 00:06:23.640]  我們知道這件事大大得罪了和藐視耶和華
[00:06:23.640 --> 00:06:25.320]  亦因為這樣
[00:06:25.320 --> 00:06:32.120]  大衛要為他的惡行付上沉重的代價
[00:06:32.120 --> 00:06:37.880]  耶和華要洗刀劍永遠不離開大衛
[00:06:37.880 --> 00:06:44.760]  而且還要從大衛的家中興起災禍攻擊他
[00:06:44.760 --> 00:06:51.800]  大衛向耶和華承認自己的錯失
[00:06:51.800 --> 00:06:56.040]  他願意回轉悔改
[00:06:56.040 --> 00:07:01.080]  而耶和華亦原諒赦免了大衛
[00:07:01.080 --> 00:07:07.080]  之後大衛經歷被他第三個兒子亞沙隆背叛
[00:07:07.080 --> 00:07:11.160]  要奪取他的王位和追殺他
[00:07:11.160 --> 00:07:17.240]  於是大衛帶著家人和一群願意跟隨他的百姓逃亡
[00:07:17.240 --> 00:07:25.720]  大衛沒有單單聚焦在他身心疲憊和痛苦的情緒裏
[00:07:25.720 --> 00:07:32.760]  他把自己當下的情緒一一帶到神面前
[00:07:32.760 --> 00:07:35.320]  去禱告和去呼求
[00:07:35.320 --> 00:07:46.600]  換句話說,大衛將他生命的焦點重新對準在耶和華我的神身上
[00:07:46.600 --> 00:07:51.960]  這裏說大衛三次呼求我的神
[00:07:51.960 --> 00:08:02.840]  他將他心裏那份渴想神的同在拯救、聆聽、應運
[00:08:02.840 --> 00:08:07.640]  他很期盼他的身心靈能得到安寧
[00:08:07.640 --> 00:08:15.240]  他將這些每一個祈求都帶到耶和華的庚前
[00:08:15.240 --> 00:08:22.840]  大衛坦誠地走向他內心的內在旅程
[00:08:22.840 --> 00:08:30.280]  當大衛在這裏追想他過去的神是怎樣與他同在
[00:08:30.280 --> 00:08:34.760]  成為他隨時的幫助和倚靠
[00:08:34.760 --> 00:08:40.760]  而每次又怎樣將他從敵人的手裏拯救出來
[00:08:40.760 --> 00:08:46.120]  然後大衛又怎樣靠著耶和華跨城
[00:08:46.120 --> 00:08:49.080]  但當他想到現在
[00:08:49.080 --> 00:08:54.600]  自己好像已經再感覺不到神與他同在
[00:08:54.600 --> 00:08:57.720]  無論他在經文裏所說
[00:08:57.720 --> 00:09:00.920]  他多麼竭心底裏向神呼求
[00:09:00.920 --> 00:09:04.840]  似乎都再得不到神的回應
[00:09:04.840 --> 00:09:08.600]  大衛甚至覺得神是否已經離棄了他
[00:09:08.600 --> 00:09:13.080]  不再聽到他任何的呼求和禱告
[00:09:13.080 --> 00:09:20.600]  大衛這一切的感覺都令他非常痛苦和憂傷
[00:09:20.600 --> 00:09:28.680]  縱然大衛的情緒近乎跌入一個深淵裏面
[00:09:28.680 --> 00:09:35.080]  但大衛他依然沒有放棄禱告
[00:09:35.080 --> 00:09:37.480]  去到第三和第五節
[00:09:37.480 --> 00:09:40.360]  大衛說「但你是神聖
[00:09:40.360 --> 00:09:43.720]  用以色列的讚美為寶座
[00:09:43.720 --> 00:09:46.120]  我們的祖宗倚靠你
[00:09:46.120 --> 00:09:48.600]  因此你解救他們
[00:09:48.600 --> 00:09:51.800]  他們哀求你就蒙解救
[00:09:51.800 --> 00:09:55.800]  倚靠你就不羞愧」
[00:09:55.800 --> 00:09:57.720]  「但你」這兩個字
[00:09:57.720 --> 00:10:02.600]  是表示著一個轉折點的出現
[00:10:02.600 --> 00:10:08.040]  禱告令大衛從他情緒的深淵裏
[00:10:08.040 --> 00:10:13.880]  漸漸勾起了他對神的敬畏和讚美
[00:10:13.880 --> 00:10:18.760]  從而令他記得他和他的以色列百姓
[00:10:18.760 --> 00:10:26.920]  他們的祖宗都是倚靠耶和華的世代
[00:10:26.920 --> 00:10:31.240]  大衛他從稱謝讚美神的過程
[00:10:31.240 --> 00:10:36.280]  讓他對耶和華必定會拯救他的信心
[00:10:36.280 --> 00:10:42.440]  重新被堅固起來
[00:10:42.440 --> 00:10:43.880]  丁姐妹
[00:10:43.880 --> 00:10:48.760]  當我們的生命缺少了空間和時間
[00:10:48.760 --> 00:10:51.080]  與耶穌結連
[00:10:51.080 --> 00:10:55.720]  禱告、讀經、默想經文
[00:10:55.720 --> 00:10:58.040]  反思生命的時候
[00:10:58.040 --> 00:11:04.120]  我們的生命焦點很容易離開了神
[00:11:04.120 --> 00:11:09.000]  繼而我們很容易追求不同的事物
[00:11:09.000 --> 00:11:14.520]  去填補我們心靈的不滿
[00:11:14.520 --> 00:11:18.600]  特別是當我們在很大壓力的時候
[00:11:18.600 --> 00:11:24.440]  很想找一些東西令自己得到即時的快樂
[00:11:24.440 --> 00:11:28.920]  但其實同時我們都在逃避
[00:11:28.920 --> 00:11:33.160]  面對著自己內心真正的需要
[00:11:33.160 --> 00:11:38.200]  我自己也試過很長時間處於這個狀況
[00:11:38.200 --> 00:11:44.680]  因此令自己跌入了一個無底深淡的生命幽谷
[00:11:44.680 --> 00:11:46.680]  到我覺醒的時候
[00:11:46.680 --> 00:11:51.480]  我整個家庭生活都已經受到影響
[00:11:51.480 --> 00:11:55.800]  當我願意回轉悔改之後
[00:11:55.800 --> 00:11:58.280]  過去的幾年時間裡
[00:11:58.280 --> 00:12:06.120]  我的心慢慢對焦在耶穌和聖經的真理上
[00:12:06.120 --> 00:12:15.080]  我也開始懂得幫自己創造一個心靈空間和時間
[00:12:15.080 --> 00:12:20.760]  將我內心的憂慮、恐懼等事情
[00:12:20.760 --> 00:12:25.480]  慢慢梳理和帶到禱告裡
[00:12:25.480 --> 00:12:28.280]  與耶穌傾訴
[00:12:28.280 --> 00:12:31.320]  當中還有一群弟兄姊妹
[00:12:31.320 --> 00:12:34.440]  他們的禱告和同行
[00:12:34.440 --> 00:12:42.360]  讓我整體的生命裡裡外外都被耶穌一層又一層的醫治
[00:12:42.360 --> 00:12:46.920]  在這個醫治復原的過程裡
[00:12:46.920 --> 00:12:56.440]  我和家人都經歷和見證了耶穌的信實、憐憫和恩典
[00:12:56.440 --> 00:13:01.960]  憂傷的靈,他必不輕寒
[00:13:01.960 --> 00:13:06.920]  學習依靠神的應許,走信心的路
[00:13:06.920 --> 00:13:11.720]  我們需要經常與耶穌結連
[00:13:11.720 --> 00:13:18.120]  慢慢我們生命的焦點就會越來越對準在耶穌身上
[00:13:18.120 --> 00:13:22.520]  愛祂、跟隨祂和侍奉祂
[00:13:22.520 --> 00:13:29.240]  我們也會以耶穌為我們生命的滿足
[00:13:29.240 --> 00:13:33.400]  第二點,患難中的力量
[00:13:33.400 --> 00:13:37.480]  大衛繼續禱告、呼求
[00:13:37.480 --> 00:13:40.680]  他說:「但是我是蟲,不是人」
[00:13:40.680 --> 00:13:44.440]  被眾人羞辱,被百姓藐視
[00:13:44.440 --> 00:13:47.080]  凡看見我的都恥笑我
[00:13:47.080 --> 00:13:50.680]  他們撇嘴搖頭
[00:13:50.680 --> 00:13:53.800]  人們笑他,他把自己交給耶和華
[00:13:53.800 --> 00:13:55.720]  讓耶和華救他吧
[00:13:55.720 --> 00:14:00.680]  耶和華多喜愛他,可以答救他吧
[00:14:00.680 --> 00:14:05.720]  當大衛面對被自己的兒子壓殺龍
[00:14:05.720 --> 00:14:08.520]  謀奪王位和追殺
[00:14:08.520 --> 00:14:16.840]  不僅如此,他還要面對被人嘲笑、藐視和咒罵
[00:14:16.840 --> 00:14:23.080]  當時大衛被掃羅的後裔
[00:14:23.080 --> 00:14:27.240]  後裔的名字叫做「侍妹」
[00:14:27.240 --> 00:14:28.840]  侍妹罵大衛
[00:14:28.840 --> 00:14:33.240]  「你是號流人血的無賴,就是你」
[00:14:33.240 --> 00:14:37.320]  「害死掃羅和掃羅全家」
[00:14:37.320 --> 00:14:41.960]  所以耶和華要把罪歸在你身上
[00:14:41.960 --> 00:14:47.480]  還要把以色列國交在你兒子壓殺龍的手中
[00:14:47.480 --> 00:14:52.360]  這一切都是大衛自己咎由自取的
[00:14:52.360 --> 00:14:55.400]  剛才一開始我們也有提到
[00:14:55.400 --> 00:15:00.520]  大衛因為他行了耶和華捍衛惡的事後
[00:15:00.520 --> 00:15:06.440]  耶和華要他從此有刀劍永遠不離開他
[00:15:06.440 --> 00:15:12.840]  而且還要從大衛的家中興起災禍攻擊他
[00:15:12.840 --> 00:15:16.120]  因此大衛深信
[00:15:16.120 --> 00:15:22.680]  一切來自人的嘲笑、藐視和咒罵
[00:15:22.680 --> 00:15:27.240]  全部都是來自耶和華的手
[00:15:27.240 --> 00:15:30.760]  而大衛的選擇是怎樣呢?
[00:15:30.760 --> 00:15:32.600]  大衛的選擇是
[00:15:32.600 --> 00:15:36.120]  他寧願把他所遭受的羞辱
[00:15:36.120 --> 00:15:39.560]  而帶來他心靈的痛楚
[00:15:39.560 --> 00:15:45.720]  全然交在耶和華的手中
[00:15:45.720 --> 00:15:49.320]  當大家在人際關係中
[00:15:49.320 --> 00:15:54.920]  可能也會遇到被人誣衊、被人冤枉
[00:15:54.920 --> 00:15:57.080]  在那時
[00:15:57.080 --> 00:16:01.960]  第一時間你的反應會是怎樣呢?
[00:16:01.960 --> 00:16:05.640]  會否嘗試先讓自己
[00:16:05.640 --> 00:16:11.000]  不要第一時間急於去駁斥
[00:16:11.000 --> 00:16:18.280]  而是先讓自己嘗試回到自己的內心
[00:16:18.280 --> 00:16:20.440]  返回自己的內心
[00:16:20.440 --> 00:16:24.120]  與耶穌談一談
[00:16:24.120 --> 00:16:27.640]  耶穌是明白你的
[00:16:27.640 --> 00:16:30.280]  或許當時你根本不可能明白
[00:16:30.280 --> 00:16:33.720]  為何你要經歷這些委屈
[00:16:33.720 --> 00:16:36.600]  但如果你願意一直
[00:16:36.600 --> 00:16:42.200]  為你的當下情況禱告仰望耶穌的話
[00:16:42.200 --> 00:16:47.000]  耶穌是會讓你明白和知道
[00:16:47.000 --> 00:16:50.440]  當我仍然未成為童工之前
[00:16:50.440 --> 00:16:53.560]  我在我之前舊公司工作時
[00:16:53.560 --> 00:16:56.120]  曾經有一個這樣的經歷
[00:16:56.120 --> 00:16:58.920]  有一年我剛剛升職
[00:16:58.920 --> 00:17:01.240]  在我升職大半年之後
[00:17:01.240 --> 00:17:06.040]  有一天我上司突然間見我
[00:17:06.040 --> 00:17:08.920]  在那個見面會上
[00:17:08.920 --> 00:17:10.040]  他跟我說
[00:17:10.040 --> 00:17:12.360]  「其實我升職後」
[00:17:12.360 --> 00:17:16.920]  「我是期望你有業績的表現」
[00:17:16.920 --> 00:17:20.600]  那時才知道他對我有這樣的期望
[00:17:20.600 --> 00:17:23.000]  他要我有業績
[00:17:23.000 --> 00:17:25.480]  其實是要我跑數
[00:17:25.480 --> 00:17:27.640]  即是要我背數
[00:17:27.640 --> 00:17:29.720]  然後他就接續了
[00:17:29.720 --> 00:17:32.280]  他說「但因為上半年」
[00:17:32.280 --> 00:17:35.080]  「你都沒有任何業績的表現」
[00:17:35.080 --> 00:17:39.240]  「所以我找了人事部經理」
[00:17:39.240 --> 00:17:42.040]  「發了一封警告信給你」
[00:17:42.040 --> 00:17:47.080]  「接下來我會給你一些相對的期限」
[00:17:47.080 --> 00:17:49.960]  「請你在這個期限內」
[00:17:49.960 --> 00:17:54.600]  「盡力達到你的業績」
[00:17:54.600 --> 00:17:57.160]  「否則的話,不好意思」
[00:17:57.160 --> 00:18:00.040]  「就要解僱我」
[00:18:00.040 --> 00:18:03.000]  對於我第一次聽到
[00:18:03.000 --> 00:18:06.840]  從上司而來的一個如此唐突的期望
[00:18:06.840 --> 00:18:08.680]  我當時也估計
[00:18:08.680 --> 00:18:14.600]  我應該很快就要面臨失業
[00:18:14.600 --> 00:18:16.840]  因為我認為這麼短時間
[00:18:16.840 --> 00:18:21.000]  我又有甚麼可以達到他的要求呢?
[00:18:21.000 --> 00:18:25.080]  所以這件事也令我當時覺得很困惑
[00:18:25.080 --> 00:18:26.440]  很迷茫
[00:18:26.440 --> 00:18:31.320]  因為這樣而變得焦慮
[00:18:31.320 --> 00:18:33.640]  無助、擔心
[00:18:33.640 --> 00:18:36.840]  同時我心裡也很難過
[00:18:36.840 --> 00:18:41.320]  因為這位上司一直都是我信任的人
[00:18:41.320 --> 00:18:46.680]  因為他也是由盤古初開提拔我的人
[00:18:46.680 --> 00:18:51.320]  當時我和神有一個禱告
[00:18:51.320 --> 00:18:53.880]  我說「主啊,我真的不太明白」
[00:18:53.880 --> 00:18:56.360]  「發生了甚麼事」
[00:18:56.360 --> 00:18:59.720]  但我心裡仍然有一份相信
[00:18:59.720 --> 00:19:03.640]  我就是相信事出必有因
[00:19:03.640 --> 00:19:05.960]  縱然我現在很迷茫
[00:19:05.960 --> 00:19:11.160]  但我求主祢繼續帶領我和我家人的前路
[00:19:11.160 --> 00:19:14.440]  之後我也嘗試努力
[00:19:14.440 --> 00:19:19.720]  在公司裡找公司的新舊客戶
[00:19:19.720 --> 00:19:23.560]  也很希望在這個期限裡
[00:19:23.560 --> 00:19:26.920]  我能夠達到多少就多少
[00:19:26.920 --> 00:19:28.920]  總之我會盡力
[00:19:28.920 --> 00:19:32.520]  但結果在期限裡
[00:19:32.520 --> 00:19:34.920]  我一張單也簽不到
[00:19:34.920 --> 00:19:39.640]  我就知道我要開始找工作
[00:19:39.640 --> 00:19:44.440]  正當我開始寄文件
[00:19:44.440 --> 00:19:48.760]  到不同的代理公司找新工作時
[00:19:48.760 --> 00:19:49.880]  有一天
[00:19:49.880 --> 00:19:51.720]  應該這樣說
[00:19:51.720 --> 00:19:53.000]  在未發生過一天之前
[00:19:53.000 --> 00:19:56.360]  因為大老闆透過我的人事部經理
[00:19:56.360 --> 00:20:02.040]  知道我上司因為沒有業績
[00:20:02.040 --> 00:20:04.680]  就要解僱我
[00:20:04.680 --> 00:20:07.160]  當大老闆知道之後
[00:20:07.160 --> 00:20:09.800]  他通知人事部經理
[00:20:09.800 --> 00:20:11.320]  跟我說
[00:20:11.320 --> 00:20:14.840]  叫Winnie不用找新工作
[00:20:14.840 --> 00:20:17.160]  叫她直接轉去
[00:20:17.160 --> 00:20:19.880]  大老闆有另一個分公司
[00:20:19.880 --> 00:20:23.560]  轉去那邊繼續幫她
[00:20:23.560 --> 00:20:27.560]  於是為了生活
[00:20:27.560 --> 00:20:29.560]  我當然很開心
[00:20:29.560 --> 00:20:32.760]  我就馬上接受這個提議
[00:20:32.760 --> 00:20:35.320]  轉職後首當其衝
[00:20:35.320 --> 00:20:37.320]  第一我不用跑數
[00:20:37.320 --> 00:20:41.160]  之後新的工作性質
[00:20:41.160 --> 00:20:43.960]  比我之前的崗位更加適合我
[00:20:43.960 --> 00:20:47.080]  也讓我有更多時間
[00:20:47.080 --> 00:20:49.080]  可以照顧我的家庭
[00:20:49.080 --> 00:20:53.480]  這個安排超過我所求所想
[00:20:53.480 --> 00:20:55.480]  所以弟兄姊妹
[00:20:55.480 --> 00:20:57.480]  我們總要相信
[00:20:57.480 --> 00:20:59.880]  事出必有因
[00:20:59.880 --> 00:21:03.080]  神是我們隨時的幫助
[00:21:03.080 --> 00:21:07.960]  是我們患難中引導我們前行的力量
[00:21:07.960 --> 00:21:12.680]  我們來到第三點
[00:21:12.680 --> 00:21:15.240]  就是生命成為祝福
[00:21:15.240 --> 00:21:17.880]  到這裡很想再邀請弟兄姊妹
[00:21:17.880 --> 00:21:21.480]  我們一起讀第30和31節
[00:21:21.480 --> 00:21:22.280]  再讀一次
[00:21:22.280 --> 00:21:23.080]  1 2 3
[00:21:23.080 --> 00:21:25.720]  必有後裔侍奉他
[00:21:25.720 --> 00:21:29.080]  主所做的事必傳給後代
[00:21:29.080 --> 00:21:31.880]  他們必來傳他的公義
[00:21:31.880 --> 00:21:34.520]  給尚未出生的子民
[00:21:34.520 --> 00:21:37.880]  這是他的作為
[00:21:37.880 --> 00:21:41.080]  大衛從他被耶和華揀選
[00:21:41.080 --> 00:21:42.760]  繼而他蒙召
[00:21:42.760 --> 00:21:47.720]  最後他成為耶和華以色列民的君王
[00:21:47.720 --> 00:21:51.000]  大衛一生將自己的生命
[00:21:51.000 --> 00:21:53.400]  交在神的手裡
[00:21:53.400 --> 00:21:56.200]  而且他還甘心願意
[00:21:56.200 --> 00:21:59.960]  不斷被神擴張他的生命
[00:21:59.960 --> 00:22:03.400]  選擇降服神的旨意
[00:22:03.400 --> 00:22:08.120]  大衛從來沒有選擇逃離迴避神
[00:22:08.120 --> 00:22:12.360]  當他犯罪而生命觸礁的時候
[00:22:12.360 --> 00:22:17.560]  他即時向神回轉和悔改
[00:22:17.560 --> 00:22:19.960]  大衛祈求神
[00:22:19.960 --> 00:22:23.160]  按照神自己的慈愛
[00:22:23.160 --> 00:22:24.760]  來恩待他
[00:22:24.760 --> 00:22:27.560]  並且按神豐盛的憐憫
[00:22:27.560 --> 00:22:30.600]  逃去他的過犯
[00:22:30.600 --> 00:22:35.400]  耶和華因此除去大衛的罪
[00:22:35.400 --> 00:22:37.320]  讓大衛的生命
[00:22:37.320 --> 00:22:39.960]  繼續按照神所應許的
[00:22:39.960 --> 00:22:43.960]  成為神的百姓以色列民的祝福
[00:22:43.960 --> 00:22:47.960]  繼續成為全以色列的王
[00:22:47.960 --> 00:22:50.920]  神亦從大衛的兒子裡
[00:22:50.920 --> 00:22:56.120]  揀選了所羅門接續他的王位
[00:22:56.120 --> 00:22:58.200]  我們都知道
[00:22:58.200 --> 00:23:01.960]  所羅門就是大衛和拔士巴
[00:23:01.960 --> 00:23:05.320]  所生的第二個兒子
[00:23:05.320 --> 00:23:10.840]  而所羅門是耶和華所喜愛的
[00:23:10.840 --> 00:23:14.680]  所羅門的名字的意思
[00:23:14.680 --> 00:23:19.400]  就是耶和華所喜愛的意思
[00:23:19.400 --> 00:23:22.840]  神亦從大衛的後裔裡
[00:23:22.840 --> 00:23:25.640]  為他自己國度的子民
[00:23:25.640 --> 00:23:27.640]  興起了一位救主
[00:23:27.640 --> 00:23:28.760]  我們都知道
[00:23:28.760 --> 00:23:32.520]  就是主耶穌基督
[00:23:32.520 --> 00:23:33.640]  教會
[00:23:33.640 --> 00:23:36.120]  即是我們每一個基督徒
[00:23:36.120 --> 00:23:38.360]  就是侍奉世代
[00:23:38.360 --> 00:23:43.000]  一直延續耶穌基督的大使命
[00:23:43.000 --> 00:23:45.240]  建立一代又一代
[00:23:45.240 --> 00:23:49.320]  忠於耶穌基督的門徒
[00:23:49.320 --> 00:23:53.320]  傳揚耶穌基督的福音
[00:23:53.320 --> 00:23:57.560]  當我在幾年前人生憂谷的日子裡
[00:23:57.560 --> 00:24:02.600]  我曾經有想過要放棄自己
[00:24:02.600 --> 00:24:04.360]  因為當時我覺得
[00:24:04.360 --> 00:24:07.240]  我連自己都應付不來
[00:24:07.240 --> 00:24:09.240]  生命都不濟
[00:24:09.240 --> 00:24:14.680]  我又如何能夠教好自己的下一代呢?
[00:24:14.680 --> 00:24:19.400]  當我面臨要崩潰的時候
[00:24:19.400 --> 00:24:20.520]  有一天
[00:24:20.520 --> 00:24:22.760]  我在我的房間裡
[00:24:22.760 --> 00:24:26.440]  我同神也禱告
[00:24:26.440 --> 00:24:29.320]  禱告過程中
[00:24:29.320 --> 00:24:33.320]  我在房間裡看上去的時候
[00:24:33.320 --> 00:24:40.600]  我看到那個位置一直以來擺了一個掌座
[00:24:40.600 --> 00:24:43.080]  而那個掌座對我來說
[00:24:43.080 --> 00:24:47.080]  其實一直都是其中一個擺設
[00:24:47.080 --> 00:24:49.400]  但我真的沒有想過
[00:24:49.400 --> 00:24:51.320]  對我來說並不顯眼
[00:24:51.320 --> 00:24:53.160]  平時都沒有太多注意它
[00:24:53.160 --> 00:24:54.360]  過去幾年
[00:24:54.360 --> 00:25:00.600]  但神卻用它來成為我的安慰和拯救
[00:25:00.600 --> 00:25:04.280]  當時我第一眼看到的是自己的名字
[00:25:04.280 --> 00:25:06.760]  丁慧妮家庭
[00:25:06.760 --> 00:25:10.120]  然後我看到聖經的經文
[00:25:10.120 --> 00:25:13.880]  就是《針研二十二章六節》
[00:25:13.880 --> 00:25:17.480]  教養孩童走當行的路
[00:25:17.480 --> 00:25:19.160]  就是道路
[00:25:19.160 --> 00:25:20.840]  他也不偏離
[00:25:20.840 --> 00:25:23.400]  當時我看到這些之後
[00:25:23.400 --> 00:25:25.240]  我覺得很震撼
[00:25:25.240 --> 00:25:27.640]  我即時爆哭了
[00:25:27.640 --> 00:25:29.880]  因為神用最直接的
[00:25:29.880 --> 00:25:32.760]  就是祂自己的說話來挽回我
