
[00:00:00.000 --> 00:00:06.560]  各位兄弟姐妹,午安,歡迎大家來到少年聯堂的周六崇拜
[00:06:25.600 --> 00:06:30.400]  但是很多人想想辦法在當中去避免這些事情的發生
[00:06:30.400 --> 00:06:34.560]  接下來很快就要過農曆新年了,還有兩三個星期
[00:06:34.560 --> 00:06:40.960]  你知不知道通常在農曆新年之前,有些書本通常都會大賣的
[00:06:40.960 --> 00:06:46.080]  你知道是什麼嗎?運程的書,包括什麼呢?
[00:06:46.080 --> 00:06:49.280]  大家知道接下來是什麼年了嗎?
[00:06:49.280 --> 00:06:55.920]  馬年就有十二新潮的運程,我不是和大家講新潮
[00:06:55.920 --> 00:07:03.520]  不過我嘗試了解一下究竟他們這些書裡面講些什麼
[00:07:03.520 --> 00:07:08.240]  我就引用了其中一段,為何是屬龍者,因為我屬龍
[00:07:08.240 --> 00:07:11.040]  你大概都猜到我什麼年紀了
[00:07:11.040 --> 00:07:17.440]  屬龍者的運勢和開運的秘笈,我找了一段來和大家分享一下
[00:07:17.440 --> 00:07:23.840]  屬龍者來到馬年並沒有衝突,運勢可以步向平穩
[00:07:23.840 --> 00:07:29.680]  凡事必須當作籌劃,並有心理準備迎難而上,都講得很好
[00:07:29.680 --> 00:07:35.360]  屬龍者需要多關心長輩,若果有不適應盡快陪他去看醫生
[00:07:35.360 --> 00:07:43.680]  我覺得講得相當之對,不適是不是要去看醫生?
[00:07:43.680 --> 00:07:49.840]  屬龍者的女性馬年會感到倍感寂寞,幸好我是男性
[00:07:49.840 --> 00:07:54.560]  即使有伴侶在身邊亦都覺得對方不夠了解自己,那怎麼辦?
[00:07:54.560 --> 00:07:58.720]  要多一些溝通和坦誠的雙向
[00:07:58.720 --> 00:08:05.280]  其實我嘗試了解過這些不同的書本
[00:08:05.280 --> 00:08:11.120]  其實來來去去都類似這些說法,不舒服一定去看醫生
[00:08:11.120 --> 00:08:17.920]  難道讓他們嘔嗎?對方不太了解你,那怎麼辦?
[00:08:17.920 --> 00:08:21.680]  那就多一些溝通,這些肯定是對的
[00:08:21.680 --> 00:08:25.440]  那你有沒有想過為什麼去到這些情況
[00:08:25.440 --> 00:08:31.680]  每年這些時候就大買一些書,不同的人爭相去出這些書
[00:08:31.680 --> 00:08:34.080]  亦都是不錯的銷量
[00:08:34.080 --> 00:08:39.600]  為什麼?因為人有個傾向就是想吹吉避凶
[00:08:39.600 --> 00:08:46.640]  很想來年的運勢好一些,不想人生裏面面對這麼多困難和挑戰
[00:08:46.640 --> 00:08:50.240]  但究竟是不是這樣就能夠幫助他們
[00:08:50.240 --> 00:08:56.240]  與其我們覺得讓這些患難困難能夠完全避免的時間
[00:08:56.240 --> 00:08:58.560]  會不會從另一個更加積極的時候
[00:08:58.560 --> 00:09:03.520]  究竟我們如何去面對人生的禍患和困難呢?
[00:09:03.520 --> 00:09:06.880]  在《聖經》裏面羅馬書保羅這樣說
[00:09:06.880 --> 00:09:10.800]  誰能使我們與基督的愛隔絕難度是患難嗎?
[00:09:10.800 --> 00:09:14.640]  是困苦嗎?是迫害嗎?是飢餓嗎?是赤身怒體嗎?
[00:09:14.640 --> 00:09:16.160]  是危險?是刀劍?
[00:09:16.160 --> 00:09:21.760]  你有沒有想過為什麼保羅在當下裏面要講這些種種不同的挑戰
[00:09:21.760 --> 00:09:24.960]  因為他很想告訴我們這個就是人生的現實
[00:09:24.960 --> 00:09:29.280]  你會面對患難,你會面對困苦,你有機會面對迫害
[00:09:29.280 --> 00:09:33.120]  飢餓,赤身怒體,危險和刀劍
[00:09:33.120 --> 00:09:37.600]  這都是人生裏面我們有機會面對的事情
[00:09:37.600 --> 00:09:41.280]  既然這些事情有機會發生的時候
[00:09:41.280 --> 00:09:44.320]  我們與其想著我們不需要面對
[00:09:44.320 --> 00:09:47.760]  還是我們要想一下如何去面對
[00:09:47.760 --> 00:09:52.080]  他說然而靠著愛我們的主愛者一切的事上
[00:09:52.080 --> 00:09:56.240]  哪裏是一切的事上?就是剛才所講種種的事情上
[00:09:56.240 --> 00:09:59.120]  我們已經得勝有餘
[00:09:59.120 --> 00:10:02.880]  保羅沒有說過我們人生不需要面對一些事情
[00:10:02.880 --> 00:10:08.320]  而是他告訴我們該如何面對這些事情
[00:10:08.320 --> 00:10:12.880]  他說靠著愛我們的主在這一切的事上
[00:10:12.880 --> 00:10:16.080]  你就能夠得勝有餘
[00:10:16.080 --> 00:10:19.840]  能夠依靠那個賜下憐憫恩典的主
[00:10:19.840 --> 00:10:23.920]  你就懂得過一個得勝的生命
[00:10:23.920 --> 00:10:28.160]  如何過一個得勝的生活或者生命
[00:10:28.160 --> 00:10:30.160]  你有機會面對平凡
[00:10:30.160 --> 00:10:32.800]  在平凡的當中你如何跟從上帝
[00:10:32.800 --> 00:10:38.400]  在患難的當中你如何去數算上帝在你生命樓下的恩典和足跡
[00:10:38.400 --> 00:10:41.920]  當你有經歷上帝給你的豐盛的時間
[00:10:41.920 --> 00:10:46.160]  你如何能夠去領受祝福並且要成為祝福
[00:10:46.160 --> 00:10:49.120]  我們看看經文,剛才都講了經文的背景
[00:10:49.120 --> 00:10:52.560]  是講摩西帶領一班以色列民進入到
[00:10:52.560 --> 00:10:54.800]  將要進入到迦南的美地
[00:10:54.800 --> 00:10:59.120]  未進入知施四十年曠野的辛難
[00:10:59.120 --> 00:11:04.240]  舊約的世界有一個很重要的道理或者很重要的原則
[00:11:04.240 --> 00:11:07.600]  它說我今天所吩咐你的一切誡命
[00:11:07.600 --> 00:11:10.400]  你都要謹守和遵行
[00:11:10.400 --> 00:11:12.880]  它要教導一班以色列民
[00:11:12.880 --> 00:11:17.040]  你要謹守遵行上帝給你一切的吩咐
[00:11:17.040 --> 00:11:19.680]  當你懂得謹守遵行
[00:11:19.680 --> 00:11:21.920]  你就能夠得罪下面的東西
[00:11:21.920 --> 00:11:25.680]  是一個很簡單很直接的因果的關係
[00:11:25.680 --> 00:11:28.240]  你有做這件事你就能夠得罪這件事
[00:11:28.240 --> 00:11:32.560]  反過來你沒做你就會失去這些東西
[00:11:32.560 --> 00:11:35.360]  好使你能夠存活最簡單
[00:11:35.360 --> 00:11:37.440]  你會得著生命
[00:11:37.440 --> 00:11:41.360]  如果你不謹守遵行你會有機會失掉你的生命
[00:11:41.360 --> 00:11:47.760]  當日一班將要進入迦南地的那一代的以色列民
[00:11:47.760 --> 00:11:51.040]  正正就是在面對一樣東西
[00:11:51.040 --> 00:11:55.200]  進入迦南地的那班不是出埃及的那一代人
[00:11:55.200 --> 00:11:57.280]  是下一代的人
[00:11:57.280 --> 00:12:00.880]  就是因為他們的叛逆結果他們進不了迦南
[00:12:00.880 --> 00:12:02.880]  你能夠人數的增多
[00:12:02.880 --> 00:12:04.880]  舊約的世界裏面
[00:12:04.880 --> 00:12:06.000]  什麼是最寶貴
[00:12:06.000 --> 00:12:08.800]  人多就是最重要的
[00:12:08.800 --> 00:12:11.680]  他就能夠進入英海之地
[00:12:11.680 --> 00:12:15.680]  這個是上帝給他們的祝福
[00:12:15.680 --> 00:12:19.040]  所以當你有機會進入看生命記的時間
[00:12:19.040 --> 00:12:21.760]  你要了解更多關於生命記的背景
[00:12:21.760 --> 00:12:23.760]  生命記的背景剛才都講了
[00:12:23.760 --> 00:12:26.720]  是曠野漂流四十年的日子
[00:12:26.720 --> 00:12:30.320]  舊一代的以色列民已經死得七七八八
[00:12:30.320 --> 00:12:32.960]  因為他們的叛逆他們的不信
[00:12:32.960 --> 00:12:33.920]  剛才都講了
[00:12:33.920 --> 00:12:35.920]  當你遵行耶和華的吩咐
[00:12:35.920 --> 00:12:37.120]  你就能夠存活
[00:12:37.120 --> 00:12:40.640]  就是正正他們很多的叛逆
[00:12:40.640 --> 00:12:45.840]  結果進入迦南的就是新一代的以色列民
[00:12:45.840 --> 00:12:48.960]  在這裏摩西要再一次強調
[00:12:48.960 --> 00:12:52.240]  究竟他們要做些什麼
[00:12:52.240 --> 00:12:55.840]  整卷的生命記是講一個很重要的主題
[00:12:55.840 --> 00:13:01.120]  就是你不可忘記耶和華你的上帝
[00:13:01.120 --> 00:13:04.800]  無論你今天經歷的是什麼日子
[00:13:04.800 --> 00:13:06.320]  是豐盛的日子也好
[00:13:06.320 --> 00:13:08.400]  是艱難患難的日子也好
[00:13:08.400 --> 00:13:14.480]  你一定要記得耶和華你的上帝是誰
[00:13:14.480 --> 00:13:16.720]  當你忘記的時候
[00:13:16.720 --> 00:13:20.880]  你就有機會失去的一切
[00:13:20.880 --> 00:13:21.920]  我不知道你有沒有想過
[00:13:21.920 --> 00:13:25.360]  究竟曠野四十年是一個什麼日子
[00:13:25.360 --> 00:13:28.080]  一定有經歷過很艱難的時間
[00:13:28.080 --> 00:13:30.080]  但我想告訴大家
[00:13:30.080 --> 00:13:33.040]  在曠野四十年裏面對最大的挑戰
[00:13:33.040 --> 00:13:37.200]  不是一些重要重大的事情
[00:13:37.200 --> 00:13:39.520]  最大的挑戰可能是
[00:13:39.520 --> 00:13:45.440]  怎樣去過一個平淡平凡乏味的日子
[00:13:45.440 --> 00:13:47.200]  你想想聖經裏面講
[00:13:47.200 --> 00:13:50.320]  他們每一日都要等馬拿的出現
[00:13:50.320 --> 00:13:52.080]  能夠餵飽他們
[00:13:52.080 --> 00:13:53.360]  每一日都會有
[00:13:53.360 --> 00:13:56.560]  又不會多又不會少又不能夠過夜
[00:13:56.560 --> 00:13:59.440]  每日如是在做相同的動作
[00:13:59.440 --> 00:14:02.320]  去等候上帝的公認
[00:14:02.320 --> 00:14:04.000]  我不知道你曾經有沒有想過
[00:14:04.000 --> 00:14:06.080]  在你的信仰的生命裏面
[00:14:06.080 --> 00:14:09.280]  最大的挑戰有時未必是大的事件
[00:14:09.280 --> 00:14:10.640]  有時最大的挑戰
[00:14:10.640 --> 00:14:13.920]  是你怎樣過一個平淡的生活
[00:14:13.920 --> 00:14:18.240]  我們就是講有時平淡平凡的惡
[00:14:18.240 --> 00:14:21.280]  有時來的衝擊來得更加更加的大
[00:14:21.280 --> 00:14:23.280]  就好像溫水煮鴨一樣
[00:14:23.280 --> 00:14:26.400]  不覺不覺就煮熟了
[00:14:26.400 --> 00:14:28.400]  平凡會帶來甚麼問題
[00:14:28.400 --> 00:14:29.440]  第一
[00:14:29.440 --> 00:14:33.360]  熟齡麻木和沒有了那個感覺
[00:14:33.360 --> 00:14:34.800]  每個星期都習慣了
[00:14:34.800 --> 00:14:37.440]  星期六我是回來坐在相同的位置
[00:14:37.440 --> 00:14:39.120]  在當中做相同的事
[00:14:39.120 --> 00:14:41.360]  一起敬拜一起聽道
[00:14:41.360 --> 00:14:43.120]  聽得好聽的就聽多一點
[00:14:43.120 --> 00:14:48.000]  不好聽的就隨便吧很快就過了
[00:14:48.000 --> 00:14:49.040]  甚麼都聽過了
[00:14:49.040 --> 00:14:50.880]  回來教會這麼多年
[00:14:50.880 --> 00:14:54.640]  牧師講來講去都是那些事
[00:14:54.640 --> 00:14:56.800]  將罪正常化
[00:14:56.800 --> 00:14:58.640]  把一些罪妥協
[00:14:58.640 --> 00:15:00.400]  大家都是這樣的
[00:15:00.400 --> 00:15:02.320]  我有甚麼大不了
[00:15:02.320 --> 00:15:04.320]  隔壁那個比我還差
[00:15:04.320 --> 00:15:05.840]  我做少少錯事
[00:15:05.840 --> 00:15:08.240]  人都是軟弱
[00:15:08.240 --> 00:15:10.880]  人都是罪人
[00:15:10.880 --> 00:15:13.920]  慢慢就習慣了
[00:15:13.920 --> 00:15:16.640]  安於掙扎不追求成長
[00:15:16.640 --> 00:15:18.400]  人生就是充滿掙扎
[00:15:18.400 --> 00:15:20.320]  有軟弱有失敗
[00:15:20.320 --> 00:15:22.080]  你要性割罪要改變世界
[00:15:22.080 --> 00:15:24.400]  很難的
[00:15:24.400 --> 00:15:27.120]  過一些平淡
[00:15:27.120 --> 00:15:30.560]  但舒服的信仰生活就算了
[00:15:30.560 --> 00:15:33.600]  不要但求有甚麼的改變
[00:15:33.600 --> 00:15:37.120]  被世界的平凡同化了
[00:15:37.120 --> 00:15:38.800]  這個世界都是這樣的
[00:15:38.800 --> 00:15:42.080]  只要我星期六日有機會回教會
[00:15:42.080 --> 00:15:44.000]  出到去面對一個新的世界
[00:15:44.000 --> 00:15:45.600]  當然要去鬥爭
[00:15:45.600 --> 00:15:46.960]  當然要舒適
[00:15:46.960 --> 00:15:48.480]  當然要有成功
[00:15:48.480 --> 00:15:50.160]  當然要有娛樂
[00:15:50.160 --> 00:15:54.320]  回到教會就好像穿了一件衣服一樣
[00:15:54.320 --> 00:15:57.360]  其實內心和外面沒有信主
[00:15:57.360 --> 00:15:58.960]  不信主的人
[00:15:58.960 --> 00:16:02.240]  其實沒有兩樣
[00:16:02.240 --> 00:16:04.400]  我不知道這個會不會有時都成為了
[00:16:04.400 --> 00:16:09.600]  我們信了主很多年生命的寫照
[00:16:09.600 --> 00:16:15.520]  回到教會只是履行一個宗教的行為
[00:16:15.520 --> 00:16:16.640]  每日都是這樣
[00:16:16.640 --> 00:16:19.040]  每日都是如是
[00:16:19.040 --> 00:16:20.640]  這個平凡所帶來的
[00:16:20.640 --> 00:16:23.360]  我們是否更加要去警惕
[00:16:23.360 --> 00:16:25.840]  要去謹慎
[00:16:25.840 --> 00:16:29.040]  究竟今天我們作為信徒的時候
[00:16:29.040 --> 00:16:31.920]  我們回到教會是為了甚麼
[00:16:31.920 --> 00:16:36.400]  我們有沒有帶著使命進入這個世界
[00:16:36.400 --> 00:16:39.680]  我們經常說為何要參與教會聚會
[00:16:39.680 --> 00:16:43.840]  甚至我們期望大家能夠有小組的生活
[00:16:43.840 --> 00:16:45.040]  希伯來書這樣說
[00:16:45.040 --> 00:16:49.520]  我們要彼此相顧激發愛心勉勵行事
[00:16:49.520 --> 00:16:51.680]  這裡不是說你有沒有回教會
[00:16:51.680 --> 00:16:52.880]  不可停止聚會的意思
[00:16:52.880 --> 00:16:55.760]  不是說我今天回到教會就好了
[00:16:55.760 --> 00:16:57.280]  下星期沒有回教會就OK
[00:16:57.280 --> 00:16:59.040]  一個月沒有回教會一次就OK
[00:16:59.040 --> 00:17:00.160]  不是說這樣東西
[00:17:00.160 --> 00:17:02.560]  是說一個正常
[00:17:02.560 --> 00:17:05.440]  或者上帝所喜悅的信仰的生活
[00:17:05.440 --> 00:17:07.280]  是要進入一個群體裏面
[00:17:07.280 --> 00:17:08.560]  進入一個群體裏面
[00:17:08.560 --> 00:17:10.000]  不只是風花雪月
[00:17:10.000 --> 00:17:12.880]  不只是吹水過日
[00:17:12.880 --> 00:17:15.200]  我們要彼此相顧
[00:17:15.200 --> 00:17:18.320]  能夠彼此激勵激發你的愛心
[00:17:18.320 --> 00:17:20.720]  並且你要進入這個世界
[00:17:20.720 --> 00:17:24.320]  要成為別人的祝福
[00:17:24.320 --> 00:17:26.000]  我們今天要更加謹慎
[00:17:26.000 --> 00:17:30.320]  我們怎樣過一個我們習慣了的信仰生活
[00:17:30.320 --> 00:17:32.480]  我們可能失去了那份熱情
[00:17:32.480 --> 00:17:34.880]  也失去了對信仰那份激情
[00:17:34.880 --> 00:17:39.280]  也再也看不到上帝今天給我們的使命是甚麼
[00:17:39.280 --> 00:17:42.080]  求上帝幫助我們讓我們在平凡的裏面
[00:17:42.080 --> 00:17:46.240]  更懂得怎樣去跟從上帝
[00:17:46.240 --> 00:17:48.880]  同樣我們都有機會經歷患難
[00:17:48.880 --> 00:17:50.720]  抗野四十年的日子
[00:17:50.720 --> 00:17:52.560]  都是真的一點都不容易
[00:17:52.560 --> 00:17:54.160]  但在這段日子裏面
[00:17:54.160 --> 00:17:56.320]  他說你的上帝在抗野
[00:17:56.320 --> 00:17:59.200]  一直引導你磨練你考驗你
[00:17:59.200 --> 00:18:01.600]  是要讓他們知道
[00:18:01.600 --> 00:18:04.560]  上帝有時真的會透過患難
[00:18:04.560 --> 00:18:07.520]  教導我們一些功課
[00:18:07.520 --> 00:18:10.800]  他說人活著不是要單靠食物
[00:18:10.800 --> 00:18:14.320]  乃是靠耶和華口裏所說的一切
[00:18:14.320 --> 00:18:17.840]  這句說話這段日子是不是很熟悉
[00:18:17.840 --> 00:18:19.520]  你記不記得在新約裏面
[00:18:19.520 --> 00:18:21.520]  誰說過這句說話
[00:18:21.520 --> 00:18:24.080]  耶穌面對甚麼的時候說的
[00:18:24.080 --> 00:18:28.080]  面對魔鬼的試探裏面說的
[00:18:28.080 --> 00:18:31.280]  是要當我們面對生命種種的試探裏面
[00:18:31.280 --> 00:18:35.120]  我們怎樣能夠捉緊上帝的話語
[00:18:35.120 --> 00:18:36.400]  人是會面對試探
[00:18:36.400 --> 00:18:37.600]  人是會面對困難
[00:18:37.600 --> 00:18:39.920]  有機會面對禍患
[00:18:39.920 --> 00:18:42.240]  究竟今天上帝的話語在你生命裏面
[00:18:42.240 --> 00:18:45.760]  產生一個甚麼功能
[00:18:45.760 --> 00:18:48.160]  上帝不會只是撇下我們
[00:18:48.160 --> 00:18:50.960]  面對生命的挑戰和禍患
[00:18:50.960 --> 00:18:53.840]  正如他們在抗野漂流40年都是一樣
[00:18:53.840 --> 00:18:56.560]  上帝從來沒有丟下過他
[00:18:56.560 --> 00:19:00.000]  他說這40年你身上的衣服沒有穿破
[00:19:00.000 --> 00:19:01.680]  你的腳亦都沒有腫
[00:19:01.680 --> 00:19:03.520]  這個是上帝的恩典
[00:19:03.520 --> 00:19:05.120]  沒錯他們要經歷禍患
[00:19:05.120 --> 00:19:06.640]  他們要經歷困難
[00:19:06.640 --> 00:19:09.040]  他們要讓生命成長
[00:19:09.040 --> 00:19:12.560]  但是上帝從來沒有丟下過他們
[00:19:12.560 --> 00:19:13.760]  你心裏要知道
[00:19:13.760 --> 00:19:16.480]  耶和華你的上帝管教你
[00:19:16.480 --> 00:19:18.800]  像人管教而來的一樣
[00:19:18.800 --> 00:19:22.880]  有時患難亦都是來自上帝的管教
[00:19:22.880 --> 00:19:26.000]  你有沒有想過為甚麼上帝要管教你
[00:19:26.000 --> 00:19:27.520]  我記得我以前小時候
[00:19:27.520 --> 00:19:30.320]  我媽媽經常都跟我說一句說話
[00:19:30.320 --> 00:19:32.880]  我不知道你媽媽或你爸爸有沒有跟你說過
[00:19:32.880 --> 00:19:34.640]  他說如果我跟你無啦無能
[00:19:34.640 --> 00:19:37.120]  我都廢鬼事理你
[00:19:37.120 --> 00:19:39.840]  你有沒有聽過
[00:19:39.840 --> 00:19:42.240]  小時候你不太明白他在說甚麼
[00:19:42.240 --> 00:19:44.080]  你最好不要理我
[00:19:44.080 --> 00:19:46.560]  但長大後你會明白
[00:19:46.560 --> 00:19:48.240]  為甚麼上帝要管你
[00:19:48.240 --> 00:19:49.600]  為甚麼上帝要教你
[00:19:49.600 --> 00:19:52.000]  為甚麼上帝要管你
[00:19:52.000 --> 00:19:55.520]  是因為當中有個關係
[00:19:55.520 --> 00:19:58.960]  你是不是不見他管管隔壁李斯拉的兒子
[00:19:58.960 --> 00:20:00.560]  是要管他自己的兒子
[00:20:00.560 --> 00:20:02.560]  為甚麼
[00:20:02.560 --> 00:20:05.680]  因為有個關係
[00:20:05.680 --> 00:20:09.920]  祂期望你生命有成長有突破
[00:20:09.920 --> 00:20:12.240]  有時上帝真的會透過患難
[00:20:12.240 --> 00:20:14.000]  我不敢說一定
[00:20:14.000 --> 00:20:19.120]  但有時是透過患難讓我們體會真正的生命是甚麼
[00:20:19.120 --> 00:20:21.520]  是看見人的渺小
[00:20:21.520 --> 00:20:23.360]  人沒有甚麼可以驕傲
[00:20:23.360 --> 00:20:26.160]  人沒有甚麼在上帝面前能夠自然
[00:20:26.160 --> 00:20:28.560]  是唯獨你能夠依靠上帝的恩典
[00:20:28.560 --> 00:20:32.880]  你才能夠一步又一步走過去
[00:20:32.880 --> 00:20:35.600]  患難有時是讓我們看到更多更多的東西
[00:20:35.600 --> 00:20:38.480]  大家都知道去年年尾雲峰縣大火
[00:20:38.480 --> 00:20:41.760]  我想是每一個香港人都不想見到的景況
[00:20:41.760 --> 00:20:43.360]  但當大火發生的時候
[00:20:43.360 --> 00:20:46.160]  有很多民間的自組的組織
[00:20:46.160 --> 00:20:48.720]  是當籌集很多很多的物資
[00:20:48.720 --> 00:20:51.680]  在很短時間內即刻送到當中
[00:20:51.680 --> 00:20:53.920]  你看到倫理的相助
[00:20:53.920 --> 00:20:57.280]  倫理那份互助守望的時間
[00:20:57.280 --> 00:20:59.760]  你會覺得很感動
[00:20:59.760 --> 00:21:03.760]  我們經常說大火無情但人間有愛
[00:21:03.760 --> 00:21:07.520]  有時在困難的裏面你會看到另一些事情發生
[00:21:07.520 --> 00:21:10.240]  是呀那些事情是不好的
