
[00:00:00.000 --> 00:00:02.000]  這個設定很好
[00:02:43.000 --> 00:02:49.000]  你的群體曾經有過或者你現在正在身處的最風光的時刻
[00:02:49.000 --> 00:02:51.000]  而今天我們看的這段經文
[00:02:51.000 --> 00:02:54.000]  其實就是仕途所建立的初期教會
[00:02:54.000 --> 00:03:00.000]  就是他們正正身處在一個前所未有的風光的時刻
[00:03:00.000 --> 00:03:03.000]  那我就讀今天的經文給大家聽
[00:03:03.000 --> 00:03:05.000]  那時候是怎樣的呢?
[00:03:05.000 --> 00:03:07.000]  許多信徒都一心一意
[00:03:07.000 --> 00:03:11.000]  沒有一人說他的任何東西是自己的
[00:03:11.000 --> 00:03:12.000]  都是大家公用
[00:03:12.000 --> 00:03:15.000]  仕途以大能見證主耶穌復活
[00:03:15.000 --> 00:03:17.000]  眾人也都蒙了大恩
[00:03:17.000 --> 00:03:19.000]  他們當中沒有一個缺乏的
[00:03:19.000 --> 00:03:22.000]  因為凡有田產房屋的都賣了
[00:03:22.000 --> 00:03:24.000]  把所賣的錢拿來
[00:03:24.000 --> 00:03:26.000]  放在仕途腳前
[00:03:26.000 --> 00:03:28.000]  照每人所需要的分給每人
[00:03:28.000 --> 00:03:31.000]  這個很熟悉的,仕途行傳四章,32到35節
[00:03:31.000 --> 00:03:35.000]  經文說的就是當時的耶路撒冷教會
[00:03:35.000 --> 00:03:38.000]  耶穌升了天,在羅教方案最後已經升了天
[00:03:38.000 --> 00:03:42.000]  參拜了聖靈進入到門徒的群體裡面
[00:03:42.000 --> 00:03:45.000]  而在仕途行傳的二章其實就是說
[00:03:45.000 --> 00:03:47.000]  彼得和一班的門徒
[00:03:47.000 --> 00:03:50.000]  他們在五旬節的晚上有聖靈降臨
[00:03:50.000 --> 00:03:52.000]  然後就靠著聖靈的能力
[00:03:52.000 --> 00:03:57.000]  是一夜之間令三千人信耶穌,然後受了針
[00:03:57.000 --> 00:03:59.000]  然後到了第三章
[00:03:59.000 --> 00:04:01.000]  就說彼得和約翰在聖靈門口
[00:04:01.000 --> 00:04:03.000]  說金和銀我都沒有
[00:04:03.000 --> 00:04:05.000]  然後就憑一句話
[00:04:05.000 --> 00:04:08.000]  治好了一個天生跛腳的人
[00:04:08.000 --> 00:04:12.000]  然後在第四章就說到那些猶太人官長和祭司
[00:04:12.000 --> 00:04:14.000]  因為彼得和約翰的神蹟
[00:04:14.000 --> 00:04:16.000]  拘留了他們
[00:04:16.000 --> 00:04:18.000]  但最後還是說,入不了他們的罪
[00:04:18.000 --> 00:04:21.000]  最後還是無奈釋放了他們
[00:04:21.000 --> 00:04:24.000]  就這樣看仕途行傳的頭幾章
[00:04:24.000 --> 00:04:26.000]  可以這麼說,當時的門徒
[00:04:26.000 --> 00:04:29.000]  他們靠著剛剛領受的聖靈的能力
[00:04:29.000 --> 00:04:32.000]  基本上是無人能阻,所向披靡
[00:04:32.000 --> 00:04:36.000]  雖然在物理上耶穌升天了,離開了門徒
[00:04:36.000 --> 00:04:39.000]  但門徒沒有因為耶穌這次的離開
[00:04:39.000 --> 00:04:41.000]  而失去了一個精神領袖
[00:04:41.000 --> 00:04:44.000]  或者他們沒有再像上一次耶穌釘十架那樣
[00:04:44.000 --> 00:04:46.000]  很退縮,很膽怯
[00:04:46.000 --> 00:04:49.000]  更加他們是一次又一次的行神跡,報道
[00:04:49.000 --> 00:04:52.000]  好像是引發了一場史無前例
[00:04:52.000 --> 00:04:57.000]  即是福音在短時間內極速傳開的福音運動
[00:04:57.000 --> 00:05:00.000]  甚至剛剛我們讀的經文
[00:05:00.000 --> 00:05:03.000]  受這股氣氛帶動的
[00:05:03.000 --> 00:05:07.000]  不只是那11位剩下來的門徒
[00:05:07.000 --> 00:05:10.000]  更加包括在新建立的初期教會裡
[00:05:10.000 --> 00:05:12.000]  那些每一個信徒
[00:05:12.000 --> 00:05:15.000]  經文說,在群體裡的每一個人
[00:05:15.000 --> 00:05:18.000]  每一個信徒,他們都一心一意
[00:05:18.000 --> 00:05:20.000]  沒有一個人說任何東西是屬於自己的
[00:05:20.000 --> 00:05:22.000]  他們全部都將自己的家當
[00:05:22.000 --> 00:05:24.000]  拿到群體裡去分享
[00:05:24.000 --> 00:05:26.000]  沒有一個是缺乏的
[00:05:26.000 --> 00:05:30.000]  可以想像,你想想如果有一天
[00:05:30.000 --> 00:05:32.000]  這裡的群體是這樣
[00:05:32.000 --> 00:05:34.000]  如果是這樣的話
[00:05:34.000 --> 00:05:36.000]  那個氣氛是多麼的
[00:05:36.000 --> 00:05:38.000]  全部人多麼的熱心
[00:05:38.000 --> 00:05:41.000]  所有人對這個群體是多麼投入,多麼牽涉
[00:05:41.000 --> 00:05:43.000]  很肯定,所有人裡面的人
[00:05:43.000 --> 00:05:47.000]  都是對前景充滿盼望,充滿期待的
[00:05:48.000 --> 00:05:50.000]  初期教會當時
[00:05:50.000 --> 00:05:53.000]  他們的屬靈氣氛就是這樣勢不可擋
[00:05:53.000 --> 00:05:55.000]  勢不可擋
[00:05:55.000 --> 00:05:57.000]  直到什麼呢?
[00:05:57.000 --> 00:06:00.000]  直到有一個叫做阿娜妮婭的人出現
[00:06:00.000 --> 00:06:03.000]  接著第五章就這樣說
[00:06:03.000 --> 00:06:05.000]  有一個人名叫阿娜妮婭
[00:06:05.000 --> 00:06:08.000]  和他的妻子薩菲拉賣了田產
[00:06:08.000 --> 00:06:10.000]  把錢私自留下一部分
[00:06:10.000 --> 00:06:12.000]  他的妻子也知道
[00:06:12.000 --> 00:06:15.000]  其餘的部分拿來放在使徒腳前
[00:06:15.000 --> 00:06:17.000]  彼得說,阿娜妮婭
[00:06:17.000 --> 00:06:19.000]  為什麼撒旦充滿了你的心
[00:06:19.000 --> 00:06:21.000]  使你欺騙聖靈
[00:06:21.000 --> 00:06:23.000]  把賣田地的錢私自留下一部分呢?
[00:06:23.000 --> 00:06:26.000]  田地還沒有賣不是你自己的嗎?
[00:06:26.000 --> 00:06:28.000]  既賣了錢不是你作主嗎?
[00:06:28.000 --> 00:06:31.000]  你怎麼心裡會想這樣做呢?
[00:06:31.000 --> 00:06:34.000]  你不是欺騙人,是欺騙上帝
[00:06:34.000 --> 00:06:38.000]  阿娜妮婭一聽見這些話就撲倒,斷了氣
[00:06:38.000 --> 00:06:40.000]  所有聽見的人都非常懼怕
[00:06:40.000 --> 00:06:42.000]  有些年輕人起來把她裹好
[00:06:42.000 --> 00:06:44.000]  拾出去埋葬了
[00:06:45.000 --> 00:06:48.000]  過了約三小時,他的妻子進來
[00:06:48.000 --> 00:06:50.000]  還不知道所發生的事
[00:06:50.000 --> 00:06:52.000]  彼得對她說
[00:06:52.000 --> 00:06:54.000]  你告訴我你們賣田地的錢就是這些嗎?
[00:06:54.000 --> 00:06:56.000]  她說就是這些
[00:06:56.000 --> 00:06:58.000]  彼得對她說
[00:06:58.000 --> 00:07:00.000]  你們為什麼同謀來試探著的靈呢?
[00:07:00.000 --> 00:07:03.000]  你看埋葬你丈夫之人的腳已經到門口
[00:07:03.000 --> 00:07:05.000]  他們也要把你抬出去
[00:07:05.000 --> 00:07:08.000]  他立刻撲倒,再彼得腳前,斷了氣
[00:07:08.000 --> 00:07:11.000]  那些年輕人進來見他已經死了就把他抬出去
[00:07:11.000 --> 00:07:14.000]  埋在他丈夫旁邊
[00:07:14.000 --> 00:07:18.000]  全教會和所有聽見這些事的人都非常懼怕
[00:07:18.000 --> 00:07:20.000]  這是五章一至十一節
[00:07:20.000 --> 00:07:24.000]  接下來發生了什麼事呢?
[00:07:24.000 --> 00:07:28.000]  就是大家,彼得對分享的氛圍都很正群
[00:07:28.000 --> 00:07:31.000]  在裡面充滿愛,充滿喜樂,盼望的時候
[00:07:31.000 --> 00:07:34.000]  這個叫阿娜妮婭的人和他老婆
[00:07:34.000 --> 00:07:37.000]  就好像其他人一樣,他賣了自己的物業
[00:07:37.000 --> 00:07:39.000]  但是當他們去到那裡的時候
[00:07:39.000 --> 00:07:43.000]  當他們去到彼得面前,他們要奉獻的時候
[00:07:43.000 --> 00:07:46.000]  他們卻是拿起了一部分的錢
[00:07:46.000 --> 00:07:49.000]  假裝自己把所有的東西都奉獻了
[00:07:49.000 --> 00:07:53.000]  順帶一提,原來昔日的人去奉獻
[00:07:53.000 --> 00:07:55.000]  是要拿他仕途的腳前去奉獻
[00:07:55.000 --> 00:07:57.000]  你想像每一次我們現在的奉獻
[00:07:57.000 --> 00:07:59.000]  你要去到一個傳道人面前
[00:07:59.000 --> 00:08:02.000]  攤大告訴他,我今天奉獻二十一個半
[00:08:02.000 --> 00:08:04.000]  想像不到,是吧?
[00:08:04.000 --> 00:08:06.000]  OK,Anyway,就是
[00:08:06.000 --> 00:08:10.000]  就拿去彼得面前奉獻,收起來了
[00:08:10.000 --> 00:08:13.000]  聖靈讓彼得知道
[00:08:13.000 --> 00:08:16.000]  當時阿娜妮婭的狀況
[00:08:16.000 --> 00:08:19.000]  收起來了,於是聖靈也懲罰了他們
[00:08:19.000 --> 00:08:21.000]  拿了他們的命
[00:08:21.000 --> 00:08:23.000]  經文說,這件事令到全教會
[00:08:23.000 --> 00:08:27.000]  甚至只是聽見這件事的人都非常懼怕
[00:08:27.000 --> 00:08:32.000]  如果你,我相信你不是第一次聽
[00:08:32.000 --> 00:08:35.000]  如果你聽到這件事的話
[00:08:35.000 --> 00:08:37.000]  你會有什麼反應?你會想些什麼?
[00:08:37.000 --> 00:08:39.000]  你會覺得怎樣呢?
[00:08:39.000 --> 00:08:43.000]  可能我們也會問,為什麼?
[00:08:43.000 --> 00:08:45.000]  為什麼?
[00:08:45.000 --> 00:08:49.000]  我們也會問,為什麼不奉獻就要死?
[00:08:49.000 --> 00:08:51.000]  我們第一樣會問的
[00:08:51.000 --> 00:08:53.000]  但更進一步我們可能會問
[00:08:53.000 --> 00:08:59.000]  明明大家都在一個士氣高昂的狀態
[00:08:59.000 --> 00:09:03.000]  為什麼偏偏這兩夫妻要出現去破壞氣氛呢?
[00:09:04.000 --> 00:09:07.000]  既然開始的時候他們都不是想全部奉獻
[00:09:07.000 --> 00:09:11.000]  為什麼又要在使徒面前假裝要全力奉獻呢?
[00:09:11.000 --> 00:09:16.000]  其實本身你知道你沒有能力奉獻
[00:09:16.000 --> 00:09:18.000]  為什麼你不直接說呢?
[00:09:18.000 --> 00:09:23.000]  群體剛剛難得去到一個這麼團結,這麼有方向
[00:09:23.000 --> 00:09:26.000]  這麼有果效,大直路的階段
[00:09:26.000 --> 00:09:29.000]  為什麼偏偏他們兩夫妻要這麼不合群呢?
[00:09:29.000 --> 00:09:33.000]  可能最後我們會問,一個人錯就好了
[00:09:33.000 --> 00:09:35.000]  為什麼兩夫妻一起錯呢?
[00:09:35.000 --> 00:09:39.000]  為什麼呢?
[00:09:39.000 --> 00:09:43.000]  當時身處其中的信徒可能也會問這些問題
[00:09:43.000 --> 00:09:46.000]  難得我們一起擺脫了耶穌離開的陰影
[00:09:46.000 --> 00:09:49.000]  難得我們也有一個新開始,為什麼你要破壞它呢?
[00:09:49.000 --> 00:09:51.000]  我們剛剛上了軌道
[00:09:51.000 --> 00:09:55.000]  你總是要等群體穩定一點
[00:09:55.000 --> 00:09:57.000]  你才去搞其他東西
[00:09:57.000 --> 00:09:59.000]  群體能不能承受?
[00:09:59.000 --> 00:10:02.000]  我們可能也有很多的為什麼
[00:10:03.000 --> 00:10:06.000]  但聖經沒有告訴我們
[00:10:06.000 --> 00:10:08.000]  那兩夫妻到底在想什麼
[00:10:08.000 --> 00:10:12.000]  我們只能代入,只能猜
[00:10:12.000 --> 00:10:16.000]  而我想到什麼呢?
[00:10:16.000 --> 00:10:20.000]  或許,或許
[00:10:20.000 --> 00:10:23.000]  正正就是這個群體的氣氛
[00:10:23.000 --> 00:10:29.000]  正正就是弟兄姊妹之間彼此所流露的同心
[00:10:31.000 --> 00:10:36.000]  彼此分享中所讓人看到的美好
[00:10:36.000 --> 00:10:40.000]  互相認同的合一
[00:10:40.000 --> 00:10:44.000]  甚至是屬靈氣氛的熱切
[00:10:44.000 --> 00:10:49.000]  就是令阿娜尼亞這兩夫婦覺得很吸引
[00:10:49.000 --> 00:10:53.000]  他們很想參與成為其中一份子
[00:10:53.000 --> 00:10:58.000]  而正因為這樣,他們就嘗試用行動去迎合,去配合
[00:10:59.000 --> 00:11:02.000]  用行動去告訴其他人,甚至是自己
[00:11:02.000 --> 00:11:04.000]  「是的,我是屬於這裡,我是一份子」
[00:11:04.000 --> 00:11:10.000]  即使他們的行動,他們的奉獻不是一個傳言法,而是內心的奉獻
[00:11:10.000 --> 00:11:15.000]  你可能會說,你只是猜測而已
[00:11:15.000 --> 00:11:17.000]  會不會是這樣呢?
[00:11:17.000 --> 00:11:20.000]  我想說,真的有可能的
[00:11:20.000 --> 00:11:21.000]  真的有可能的
[00:11:21.000 --> 00:11:25.000]  教會群體裡面的團結,那份真誠
[00:11:26.000 --> 00:11:29.000]  我們一起為了一件我們所相信的事
[00:11:29.000 --> 00:11:34.000]  而去一起努力的那種氣氛,是真的很吸引的
[00:11:34.000 --> 00:11:39.000]  我想邀請你回想剛才一開始的時候
[00:11:39.000 --> 00:11:46.000]  叫你去想,你想到群體最風光一時的時刻
[00:11:46.000 --> 00:11:49.000]  我想不會有一個人的畫面
[00:11:49.000 --> 00:11:53.000]  那個畫面就是只有一個人在教會做甚麼
[00:11:53.000 --> 00:11:55.000]  無論你想像到的畫面是甚麼也好
[00:11:55.000 --> 00:11:59.000]  我相信,是敬拜的畫面也好,是侍奉的畫面也好
[00:11:59.000 --> 00:12:00.000]  甚麼畫面也好
[00:12:00.000 --> 00:12:05.000]  很大機會那個畫面都是一群人在發生一件事
[00:12:05.000 --> 00:12:10.000]  而頂之會,這個一群人
[00:12:10.000 --> 00:12:14.000]  或者所謂的群體的這種吸引力
[00:12:14.000 --> 00:12:18.000]  是真的會讓人想成為其中一份子
[00:12:18.000 --> 00:12:23.000]  無論那個人是一個I人還是一個E人也好
[00:12:24.000 --> 00:12:27.000]  這個就是一個信仰群體的魅力所在
[00:12:27.000 --> 00:12:30.000]  不要說其他人,說回我自己
[00:12:30.000 --> 00:12:35.000]  我回想十多年前在我自己的舞會加入敬拜隊
[00:12:35.000 --> 00:12:41.000]  坦白說,某程度上我也是被台上敬拜隊的氣氛所吸引
[00:12:41.000 --> 00:12:47.000]  而真心,現在回想為了說服人,為了說服自己
[00:12:47.000 --> 00:12:49.000]  我是屬於這一群人
[00:12:49.000 --> 00:12:53.000]  其實我也會想去模仿他們練歌的時候表現會是怎樣
[00:12:53.000 --> 00:12:56.000]  他們的態度會是怎樣,他們的語言會是怎樣
[00:12:56.000 --> 00:13:01.000]  而自問我當時對於侍奉敬拜那種投入
[00:13:01.000 --> 00:13:04.000]  未必完全是因為我跟神有很親密的關係
[00:13:04.000 --> 00:13:08.000]  更加不是我對上帝有很深的經歷或者體會
[00:13:08.000 --> 00:13:16.000]  回到經文回想欺騙使徒的那個阿娜尼亞和他的老婆
[00:13:16.000 --> 00:13:20.000]  聖經沒有告訴我們確實他們兩夫婦在想甚麼
[00:13:21.000 --> 00:13:27.000]  但聖經有告訴他們上帝或彼得是怎樣理解他們的欺騙行為
[00:13:27.000 --> 00:13:35.000]  經文說他們背後為何這樣做,是撒旦
[00:13:35.000 --> 00:13:41.000]  這也是今天的訊息主題
[00:13:41.000 --> 00:13:43.000]  預備受傷的門徒所說
[00:13:43.000 --> 00:13:48.000]  是有門徒成為了門徒,我們就必然面對撒旦的挑戰
[00:13:48.000 --> 00:13:53.000]  而當中有可能因為這樣而受傷,或者令到群體受傷
[00:13:53.000 --> 00:13:57.000]  其實在《路加福音》和《士徒行傳》中
[00:13:57.000 --> 00:13:59.000]  撒旦的攻擊也是一個很重要的主題
[00:13:59.000 --> 00:14:03.000]  《路加福音》特別記述了幾次的攻擊
[00:14:03.000 --> 00:14:08.000]  而很特別地,幾次撒旦的攻擊都是發生在一個很關鍵的時刻
[00:14:08.000 --> 00:14:12.000]  有人想猜猜第一次撒旦出現攻擊
[00:14:12.000 --> 00:14:15.000]  是在《路加福音》發生了甚麼事
[00:14:17.000 --> 00:14:19.000]  有人想猜猜
[00:14:19.000 --> 00:14:23.000]  可能網上有,不知道
[00:14:23.000 --> 00:14:26.000]  路加第一次去記述撒旦
[00:14:26.000 --> 00:14:29.000]  是在《路加福音》第四章,那是甚麼時候呢
[00:14:29.000 --> 00:14:31.000]  那是耶穌三十歲受了針
[00:14:31.000 --> 00:14:34.000]  預備開始他的傳道工作的時候
[00:14:34.000 --> 00:14:37.000]  那這個當然是一個很關鍵的時刻
[00:14:37.000 --> 00:14:40.000]  耶穌在約旦河受完施針約翰的針
[00:14:40.000 --> 00:14:43.000]  之後上帝在天上宣告他是神的愛子
[00:14:43.000 --> 00:14:46.000]  聖靈降臨在耶穌身上,耶穌準備出來傳道
[00:14:46.000 --> 00:14:49.000]  一個新的時代準備要開始
[00:14:49.000 --> 00:14:52.000]  那撒旦當然是在這個時候去攻擊
[00:14:52.000 --> 00:14:55.000]  想去破壞耶穌的計劃和工作
[00:14:55.000 --> 00:14:59.000]  另一次很明確的撒旦攻擊是甚麼時候呢
[00:14:59.000 --> 00:15:04.000]  我相信這個也是撒旦攻擊最標誌性的一次攻擊
[00:15:04.000 --> 00:15:09.000]  不用想,他就是透過猶大將耶穌賣給宗教領袖
[00:15:09.000 --> 00:15:12.000]  然後最後將耶穌送上十字架之上
[00:15:12.000 --> 00:15:14.000]  已經是二十二章了
[00:15:14.000 --> 00:15:16.000]  而在這件事的不久
[00:15:16.000 --> 00:15:20.000]  耶穌差不多要上十架的時候
[00:15:20.000 --> 00:15:23.000]  也是在路加方案裡最後一次
[00:15:23.000 --> 00:15:26.000]  耶穌預告撒旦會進入彼得和信徒的心
[00:15:26.000 --> 00:15:29.000]  甚至他預言彼得會三次不認他
[00:15:29.000 --> 00:15:33.000]  是,都是一些很關鍵的時刻
[00:15:33.000 --> 00:15:38.000]  撒旦就會盡一切的辦法去破壞去阻止上帝的計劃
[00:15:38.000 --> 00:15:41.000]  一開始的時候撒旦嘗試過
[00:15:41.000 --> 00:15:44.000]  耶穌出來傳道,嘗試過直接去兜兜面阻止耶穌
[00:15:44.000 --> 00:15:46.000]  但是很明顯不可行
[00:15:46.000 --> 00:15:49.000]  於是撒旦就從跟隨耶穌的門徒入手
[00:15:49.000 --> 00:15:55.000]  和耶穌關係越近的人,越努力去配合上帝計劃的人的群體
[00:15:55.000 --> 00:15:58.000]  撒旦就越想,越主動就要去攻擊
[00:15:58.000 --> 00:16:02.000]  直到在《仕途行傳》裡,亞拿尼亞的事件也一樣
[00:16:02.000 --> 00:16:06.000]  剛才我說當時的初期教會是否領受了聖靈
[00:16:06.000 --> 00:16:09.000]  群體迅速地增長
[00:16:09.000 --> 00:16:15.000]  根本就是走在耶穌所建立教會要走的方向的時候
[00:16:15.000 --> 00:16:19.000]  而撒旦就在這個時刻發動攻擊
[00:16:19.000 --> 00:16:24.000]  目的就是要破壞群體,破壞上帝的計劃和心意
[00:16:24.000 --> 00:16:28.000]  是還是撒旦總是想破壞上帝的計劃
[00:16:28.000 --> 00:16:32.000]  就好像他本來的名字的意思一樣,就是一個敵對者
[00:16:35.000 --> 00:16:39.000]  而你有沒有發現,很特別很有趣的是
[00:16:39.000 --> 00:16:42.000]  在路加福音或是在《仕道行傳》裡
[00:16:42.000 --> 00:16:46.000]  在剛才我們所提及撒旦所發起的攻擊裡
[00:16:46.000 --> 00:16:52.000]  其實他也不是從一個外在的環境去攻擊信徒或教會
[00:16:52.000 --> 00:16:57.000]  也不是當時羅馬政權什麼外邦的敵人信仰,不是的
[00:16:57.000 --> 00:17:03.000]  而是從耶穌身邊的人在群體之內去發動這些攻擊
[00:17:04.000 --> 00:17:08.000]  所以當我們思考撒旦的工作的時候
[00:17:08.000 --> 00:17:10.000]  我們至少發現了兩個很重要的地方
[00:17:10.000 --> 00:17:18.000]  第一,撒旦會在群體以為自己走上軌道的時候去發動攻擊
[00:17:18.000 --> 00:17:23.000]  第二,撒旦的攻擊未必只是來自群體以外
[00:17:23.000 --> 00:17:27.000]  很多時候是來自群體之內
[00:17:31.000 --> 00:17:36.000]  我們經常說「有危就有機」,特別是過去幾年
[00:17:36.000 --> 00:17:41.000]  我們經常說「有危險不要緊,有危但不要緊,有危就有機」
[00:17:41.000 --> 00:17:48.000]  但突然之間在信徒跟隨耶穌的路上,很可能是相反的
[00:17:48.000 --> 00:17:50.000]  有機就有危
[00:17:50.000 --> 00:17:57.000]  但在時機的時候,群體走得很順的時候
[00:17:57.000 --> 00:18:00.000]  就是危機出現的時候
[00:18:00.000 --> 00:18:05.000]  當群體所謂成功、團結、有果效的時候
[00:18:05.000 --> 00:18:09.000]  亦都是榮耀、面子成為誘惑的時候
[00:18:09.000 --> 00:18:13.000]  每個人都想參與成為成功、團結、榮耀的一份子
[00:18:13.000 --> 00:18:16.000]  無論你是領袖還是侍奉的弟兄姊妹
[00:18:16.000 --> 00:18:21.000]  還是你只是在台下覺得自己甚麼都不是的一個所謂的平順徒
[00:18:21.000 --> 00:18:27.000]  就算你這一刻覺得「我不會為這些東西而吸引,這些東西對我沒有用」
[00:18:27.000 --> 00:18:32.000]  但撒旦也有機會,亦有方法讓這些東西成為你的誘惑
[00:18:32.000 --> 00:18:38.000]  他會讓你看到那些台上敬拜隊很投入地舉手敬拜
[00:18:38.000 --> 00:18:43.000]  撒旦就引導你去模仿他們的動作、舉止、語言
[00:18:43.000 --> 00:18:46.000]  好像我們年輕的時候一樣
[00:18:46.000 --> 00:18:49.000]  撒旦可能會讓你看到某些信徒開口閉口
[00:18:49.000 --> 00:18:54.000]  每個行動都好像很敬虔、很聖靈充滿
[00:18:54.000 --> 00:18:59.000]  他就引誘你去模仿他們的說話,去包裝自己的生命
[00:18:59.000 --> 00:19:03.000]  讓人感覺你也很屬靈
[00:19:03.000 --> 00:19:08.000]  撒旦可能會讓人留意到某些在群體裏面很核心的人
[00:19:08.000 --> 00:19:12.000]  他整個行程都是堆滿侍奉
[00:19:12.000 --> 00:19:17.000]  他又引誘你,也將你的行程堆滿
[00:19:17.000 --> 00:19:23.000]  來表達你自己對教會、對信仰的投入
[00:19:23.000 --> 00:19:28.000]  突然之間會舉手敬拜,你的生命敬虔
[00:19:28.000 --> 00:19:33.000]  熱心侍奉也不是錯的,錯的不是這些行為本身
[00:19:33.000 --> 00:19:38.000]  出問題的地方在於,如果我們的侍奉,如果我們的信仰生活
[00:19:38.000 --> 00:19:43.000]  只是一個模仿那個表面,但是沒有信仰的內涵
[00:19:43.000 --> 00:19:49.000]  沒有和上帝真實的關係,不是因為上帝的工作而有的信仰生活的話
[00:19:49.000 --> 00:19:54.000]  這樣的人不是一個信徒,不是一個基督徒
[00:19:54.000 --> 00:19:59.000]  他只是一個扮演著信徒或基督徒這個角色的人
[00:19:59.000 --> 00:20:03.000]  這樣的人的侍奉,他們的獻祭也不是一個發自內心的獻祭
[00:20:03.000 --> 00:20:08.000]  只不過就像阿娜尼亞兩夫妻他們的獻祭一樣,奉獻一樣
[00:20:08.000 --> 00:20:15.000]  表面上是全部擺上,但背後卻只是一個虛假,為了得到別人認同的手段
[00:20:15.000 --> 00:20:19.000]  頂尖會殺人,很聰明的,他知道這是我們的弱點
[00:20:19.000 --> 00:20:24.000]  他知道無論任何人也好,我們心裡總有一部分是不想被離開
[00:20:24.000 --> 00:20:33.000]  不想剩下我自己一個,我們也會想成為那群人的其中一員,其中一份子
[00:20:33.000 --> 00:20:37.000]  殺人知道我們的弱點是什麼,他就會利用那件事來攻擊我們
[00:20:37.000 --> 00:20:44.000]  他會透過攻擊我們來攻擊我們的教會群體,歷史歷代的教會群體也是這樣
[00:20:44.000 --> 00:20:50.000]  殺人的攻擊不一定是來自群體意外,我們經常說教會面對挑戰
[00:20:50.000 --> 00:20:55.000]  價值觀,政治環境,經濟環境,不夠奉獻
[00:20:55.000 --> 00:21:04.000]  但想想這些來自外面的攻擊,其實很少能夠徹底打倒一間教會
[00:21:04.000 --> 00:21:10.000]  甚至很多時候教會在這些處境中,總是能夠置諸死地而後生
[00:21:10.000 --> 00:21:18.000]  教會總是有辦法因著這些外來挑戰而變得更團結更加剛強
[00:21:18.000 --> 00:21:26.000]  但唯獨當這些挑戰不是來自外面而是由群體裡面而來的時候
[00:21:26.000 --> 00:21:33.000]  教會的歷史,甚至近代的香港或世界各地不同的教會的經歷
[00:21:33.000 --> 00:21:39.000]  就告訴我們,教會是很容易因為這些事而瓦解
[00:21:39.000 --> 00:21:43.000]  人很容易就因為這些事而離開教會離開信仰
[00:21:43.000 --> 00:21:49.000]  美國的教會是這樣,韓國的教會是這樣,台灣的教會是這樣,香港的教會也是這樣
[00:21:49.000 --> 00:21:57.000]  當我們過去都以為我們外在的環境就是群體唯一或最大的敵人的時候
[00:21:57.000 --> 00:22:03.000]  我們都以為我們應付好外面的東西,我們就能夠發展增長
