
[00:00:00.000 --> 00:00:12.000]  各位在家的弟兄姊妹,今天在復活節的週末當中,我們歡迎各位一起來崇拜
[00:03:42.000 --> 00:03:48.000]  你們要常在我裡面,我也常在你們裡面
[00:03:48.000 --> 00:03:54.000]  枝子若不常在葡萄樹上,自己就不能結果子
[00:03:54.000 --> 00:03:58.000]  你們若不常在我裡面,也是這樣
[00:03:58.000 --> 00:04:02.000]  我就是葡萄樹,你們是枝子
[00:04:02.000 --> 00:04:06.000]  常在我裡面的,我也常在他裡面
[00:04:06.000 --> 00:04:13.000]  這人就多結果子,因為來了我,你們就不能做什麼
[00:04:13.000 --> 00:04:19.000]  人若不常在我裡面,就像枝子被雕在外面,枯乾了
[00:04:19.000 --> 00:04:23.000]  人撿起來,冰進火裡燒了
[00:04:23.000 --> 00:04:28.000]  你們若常在我裡面,我也說就常在你們裡面
[00:04:28.000 --> 00:04:33.000]  凡你們想要的祈求,就給你們成全
[00:04:33.000 --> 00:04:37.000]  你們多結果子,我父因此得榮耀
[00:04:37.000 --> 00:04:41.000]  你們也就是我的門徒了
[00:04:41.000 --> 00:04:47.000]  我愛你們,正如父愛我一樣
[00:04:47.000 --> 00:04:54.000]  你們要常在我裡面,你們若遵守我的命令,就常在我的外裡
[00:04:54.000 --> 00:05:00.000]  正如我遵守了我父的命令,常在他的外裡
[00:05:00.000 --> 00:05:03.000]  我們一起低頭祈禱
[00:05:03.000 --> 00:05:07.000]  真心感謝你們的恩典
[00:05:07.000 --> 00:05:11.000]  特別在這個父節的週末當中
[00:05:11.000 --> 00:05:14.000]  我們紀念主你為我們的犧牲
[00:05:14.000 --> 00:05:17.000]  你的愛在當中來顯現
[00:05:17.000 --> 00:05:22.000]  讓我們能夠更加知道主你自己對我們救贖的計劃
[00:05:22.000 --> 00:05:24.000]  也親切地拯救了我們
[00:05:24.000 --> 00:05:26.000]  我們獻上我們的感謝
[00:05:26.000 --> 00:05:29.000]  求主耶穌祈福我們這個新生
[00:05:29.000 --> 00:05:34.000]  能夠在在世的時間,真是為主你而生活
[00:05:34.000 --> 00:05:37.000]  求主耶穌幫助我們,領受主你的說話
[00:05:37.000 --> 00:05:44.000]  我們為今天在疫情當中,全球所受的災害
[00:05:44.000 --> 00:05:46.000]  我們都仰望彼處
[00:05:46.000 --> 00:05:49.000]  求主耶穌保守一些失去生命的
[00:05:49.000 --> 00:05:53.000]  或是得過重病的
[00:05:53.000 --> 00:05:56.000]  或是有各樣的難阻的
[00:05:56.000 --> 00:05:58.000]  求主耶穌都憐憫我們
[00:05:58.000 --> 00:06:01.000]  幫助我們興起教會
[00:06:01.000 --> 00:06:04.000]  在當中做時代的見證
[00:06:04.000 --> 00:06:06.000]  求主耶穌看顧我們
[00:06:06.000 --> 00:06:07.000]  我們感謝你
[00:06:07.000 --> 00:06:09.000]  我們這樣祈禱奉我主耶穌基督的名字
[00:06:09.000 --> 00:06:10.000]  阿門
[00:06:10.000 --> 00:06:17.000]  耶穌在這經文裡面
[00:06:17.000 --> 00:06:19.000]  一開始就說
[00:06:19.000 --> 00:06:26.000]  我是真葡萄樹,我父是栽種的人
[00:06:26.000 --> 00:06:31.000]  這裡耶穌說到他是真葡萄樹
[00:06:31.000 --> 00:06:33.000]  你說有沒有假的
[00:06:33.000 --> 00:06:37.000]  為什麼無端端耶穌會說自己是真葡萄樹呢
[00:06:37.000 --> 00:06:40.000]  其實在以色列人當中
[00:06:40.000 --> 00:06:45.000]  葡萄樹對他們來說就是以色列國
[00:06:45.000 --> 00:06:47.000]  在詩篇裡面
[00:06:47.000 --> 00:06:49.000]  詩人說
[00:06:49.000 --> 00:06:55.000]  上帝從埃及挪出一棵葡萄樹
[00:06:55.000 --> 00:06:59.000]  趕出外邦人把樹栽上
[00:06:59.000 --> 00:07:03.000]  很明顯就是說出埃及記的經驗
[00:07:03.000 --> 00:07:05.000]  另外又說
[00:07:05.000 --> 00:07:10.000]  以色列是茂盛的葡萄樹,結果繁多
[00:07:10.000 --> 00:07:13.000]  而從艾書更加說明
[00:07:13.000 --> 00:07:16.000]  葡萄園就是以色列家
[00:07:16.000 --> 00:07:19.000]  所以對猶太人來說
[00:07:19.000 --> 00:07:21.000]  當我們說到葡萄樹的時候
[00:07:21.000 --> 00:07:26.000]  他想起自己國家的認同
[00:07:26.000 --> 00:07:29.000]  葡萄樹代表以色列國
[00:07:29.000 --> 00:07:33.000]  當時很多人希望在那個時代
[00:07:33.000 --> 00:07:37.000]  亡國已經幾百年了
[00:07:37.000 --> 00:07:43.000]  以色列人希望上帝能夠再次復興這個國家
[00:07:43.000 --> 00:07:48.000]  希望這個民族能夠經歷一個偉大的復興
[00:07:48.000 --> 00:07:52.000]  甚至像特朗普說
[00:07:52.000 --> 00:07:56.000]  美國要Make America Great Again
[00:07:56.000 --> 00:08:00.000]  希望將美國重新變成偉大
[00:08:00.000 --> 00:08:03.000]  當時的猶太人也是一樣
[00:08:03.000 --> 00:08:09.000]  他們很期望自己的國度能夠再次復興起來
[00:08:09.000 --> 00:08:12.000]  很多人心裡都希望這樣
[00:08:12.000 --> 00:08:14.000]  不想再做亡國奴
[00:08:14.000 --> 00:08:17.000]  不想再被外族統治
[00:08:17.000 --> 00:08:20.000]  所以當時耶穌來的時候
[00:08:20.000 --> 00:08:25.000]  他們很希望並且擁拜耶穌做王
[00:08:25.000 --> 00:08:29.000]  為這些人民吹一口氣
[00:08:29.000 --> 00:08:31.000]  甚至門徒自己也是這樣想
[00:08:31.000 --> 00:08:33.000]  我記得有一次記載
[00:08:33.000 --> 00:08:37.000]  有兩個門徒看到傳道的時候
[00:08:37.000 --> 00:08:39.000]  城裡拒絕耶穌的時候
[00:08:39.000 --> 00:08:40.000]  他跟耶穌說
[00:08:40.000 --> 00:08:43.000]  耶穌說你降火燒了他們
[00:08:43.000 --> 00:08:47.000]  他以為他跟著一個超人
[00:08:47.000 --> 00:08:50.000]  可以跟天上降火
[00:08:50.000 --> 00:08:53.000]  甚至當耶穌被釘的時候
[00:08:53.000 --> 00:08:57.000]  被埋葬的時候
[00:08:57.000 --> 00:09:00.000]  當耶穌向兩個門徒顯現在
[00:09:00.000 --> 00:09:02.000]  路加芬第第24章
[00:09:02.000 --> 00:09:06.000]  說到以馬五師的路上
[00:09:06.000 --> 00:09:10.000]  有兩個門徒心裡很憂愁
[00:09:10.000 --> 00:09:13.000]  說起過往所發生的事
[00:09:13.000 --> 00:09:21.000]  他們每個人都期望耶穌帶領國家
[00:09:21.000 --> 00:09:23.000]  覺得他是一個先知
[00:09:23.000 --> 00:09:26.000]  但當耶穌被釘在十字架上的時候
[00:09:26.000 --> 00:09:30.000]  他們非常失望離開耶路撒冷
[00:09:30.000 --> 00:09:32.000]  所以很多門徒
[00:09:32.000 --> 00:09:35.000]  其實他們想的
[00:09:35.000 --> 00:09:40.000]  根本就是希望國家能夠復興起來
[00:09:40.000 --> 00:09:44.000]  這當然不是一個問題
[00:09:44.000 --> 00:09:46.000]  我們作為國家的國民
[00:09:46.000 --> 00:09:50.000]  我們希望國家更加繁盛
[00:09:50.000 --> 00:09:53.000]  但耶穌提醒他們
[00:09:53.000 --> 00:09:58.000]  我才是真正的報道書
[00:09:58.000 --> 00:10:01.000]  你們的人生的根源
[00:10:01.000 --> 00:10:05.000]  你們生命的歸宿
[00:10:05.000 --> 00:10:08.000]  應該在我裡面
[00:10:08.000 --> 00:10:11.000]  不是在其他地方
[00:10:11.000 --> 00:10:15.000]  有時候我們給自己的人生的價值
[00:10:15.000 --> 00:10:19.000]  或者是人生的認同
[00:10:19.000 --> 00:10:20.000]  身分的認同
[00:10:20.000 --> 00:10:23.000]  放在我們自己做的事
[00:10:23.000 --> 00:10:25.000]  我們的工作
[00:10:25.000 --> 00:10:27.000]  我們的事業
[00:10:27.000 --> 00:10:29.000]  有些放在我們家庭
[00:10:29.000 --> 00:10:31.000]  作為人家的妻子
[00:10:31.000 --> 00:10:33.000]  作為母親、父親
[00:10:33.000 --> 00:10:37.000]  有些覺得自己的生活要有品味
[00:10:37.000 --> 00:10:42.000]  要按照自己的享受去生活
[00:10:42.000 --> 00:10:44.000]  自由自在
[00:10:44.000 --> 00:10:52.000]  他們應該在這些事上才覺得自己是無悔一生的生活
[00:10:52.000 --> 00:10:55.000]  現在疫情來到的時候
[00:10:55.000 --> 00:10:58.000]  其實震撼了全世界很多人
[00:10:58.000 --> 00:11:00.000]  過往我們的生活
[00:11:00.000 --> 00:11:03.000]  現在今天的上學、上班
[00:11:03.000 --> 00:11:04.000]  未來的經濟
[00:11:04.000 --> 00:11:06.000]  甚至社會的結構
[00:11:06.000 --> 00:11:08.000]  都可能因為這個疫情的緣故
[00:11:08.000 --> 00:11:12.000]  帶來很大的衝擊和震撼
[00:11:12.000 --> 00:11:17.000]  我們過往以為自己能夠安心立命的
[00:11:17.000 --> 00:11:19.000]  社會中的角色
[00:11:19.000 --> 00:11:21.000]  我們的身分
[00:11:21.000 --> 00:11:24.000]  被完全震撼過來
[00:11:24.000 --> 00:11:27.000]  耶穌提醒我們
[00:11:27.000 --> 00:11:30.000]  我們人生真正的歸宿
[00:11:30.000 --> 00:11:33.000]  在主耶穌的身上
[00:11:33.000 --> 00:11:37.000]  祂說我是真的葡萄樹
[00:11:37.000 --> 00:11:40.000]  你們是枝子
[00:11:40.000 --> 00:11:44.000]  請問你們人生的歸宿在哪裡呢?
[00:11:44.000 --> 00:11:47.000]  會不會在疫情當中
[00:11:47.000 --> 00:11:49.000]  讓我們再想想
[00:11:49.000 --> 00:11:51.000]  我們人生為了什麼呢?
[00:11:51.000 --> 00:11:57.000]  或者我們過往所追求的、所努力的
[00:11:57.000 --> 00:12:00.000]  認為很重要的事
[00:12:00.000 --> 00:12:04.000]  是不是真的有一個永恆的價值呢?
[00:12:04.000 --> 00:12:08.000]  是不是真的是上帝所喜悅的呢?
[00:12:08.000 --> 00:12:10.000]  在經文中
[00:12:10.000 --> 00:12:12.000]  耶穌繼續說
[00:12:12.000 --> 00:12:14.000]  我是葡萄樹
[00:12:14.000 --> 00:12:18.000]  我父是栽培的人
[00:12:18.000 --> 00:12:20.000]  這裡說到
[00:12:20.000 --> 00:12:23.000]  上帝給我們的救贖
[00:12:23.000 --> 00:12:28.000]  不只是在耶穌給我們的贖罪
[00:12:28.000 --> 00:12:31.000]  並且上帝在這個救贖當中
[00:12:31.000 --> 00:12:34.000]  祂自己是一個很重要的角色
[00:12:34.000 --> 00:12:35.000]  第一
[00:12:35.000 --> 00:12:37.000]  拯救我們是上帝的心意
[00:12:37.000 --> 00:12:40.000]  祂差祂的兒子
[00:12:40.000 --> 00:12:43.000]  來到世上為我們犧牲
[00:12:43.000 --> 00:12:45.000]  並且在這裡說
[00:12:45.000 --> 00:12:51.000]  天父是栽培並且會修剪的
[00:12:51.000 --> 00:12:55.000]  上帝在我們人生當中有計劃
[00:12:55.000 --> 00:12:56.000]  這裡說一下
[00:12:56.000 --> 00:12:59.000]  我父是一個栽培的人
[00:12:59.000 --> 00:13:01.000]  凡屬我不結果子的
[00:13:01.000 --> 00:13:02.000]  他就剪掉
[00:13:02.000 --> 00:13:05.000]  結果子他就修剪乾淨
[00:13:05.000 --> 00:13:07.000]  洗脂子
[00:13:07.000 --> 00:13:09.000]  結果子更多
[00:13:09.000 --> 00:13:11.000]  讓上帝有個心意
[00:13:11.000 --> 00:13:14.000]  除了我們被救贖之外
[00:13:14.000 --> 00:13:16.000]  屬於耶穌基督之外
[00:13:16.000 --> 00:13:21.000]  更加希望我們的人生能夠多結果子
[00:13:21.000 --> 00:13:24.000]  更加能夠有豐盛的生命
[00:13:24.000 --> 00:13:26.000]  正如耶穌自己說的一樣
[00:13:26.000 --> 00:13:31.000]  我們需要有一個和耶穌一樣的
[00:13:31.000 --> 00:13:35.000]  眼光角度
[00:13:35.000 --> 00:13:39.000]  去明白上帝叫我們在世上生活
[00:13:39.000 --> 00:13:41.000]  祂自己的旨意是怎樣
[00:13:41.000 --> 00:13:43.000]  這裡說到
[00:13:43.000 --> 00:13:46.000]  凡屬我們不結果子的
[00:13:46.000 --> 00:13:47.000]  祂就剪掉
[00:13:47.000 --> 00:13:49.000]  這是什麼意思呢
[00:13:49.000 --> 00:13:52.000]  當時有很多猶太人
[00:13:52.000 --> 00:13:54.000]  他們是神的選民
[00:13:54.000 --> 00:13:56.000]  在耶穌的身邊
[00:13:56.000 --> 00:13:58.000]  他們見過耶穌
[00:13:58.000 --> 00:14:00.000]  聽過耶穌
[00:14:00.000 --> 00:14:04.000]  亦都見到祂的鼻釘
[00:14:04.000 --> 00:14:06.000]  並且知道
[00:14:06.000 --> 00:14:08.000]  在祂的門徒口中
[00:14:08.000 --> 00:14:10.000]  知道祂是從死裡復活的
[00:14:10.000 --> 00:14:12.000]  但仍然有些人
[00:14:12.000 --> 00:14:14.000]  是不願意跟隨耶穌
[00:14:14.000 --> 00:14:16.000]  不願意相信耶穌
[00:14:16.000 --> 00:14:20.000]  那些人就在上帝為他們所設的救恩底下
[00:14:20.000 --> 00:14:22.000]  好像這裡說
[00:14:22.000 --> 00:14:24.000]  被剪去
[00:14:24.000 --> 00:14:26.000]  因為他們沒有接受到
[00:14:26.000 --> 00:14:29.000]  耶穌的救恩
[00:14:29.000 --> 00:14:32.000]  但上帝是希望我們每一個人
[00:14:32.000 --> 00:14:35.000]  人生當中更豐盛
[00:14:35.000 --> 00:14:39.000]  更為主結更多的果子
[00:14:39.000 --> 00:14:41.000]  我這個題目寫著
[00:14:41.000 --> 00:14:43.000]  靈命的首期
[00:14:43.000 --> 00:14:45.000]  為什麼會說到首期呢
[00:14:45.000 --> 00:14:49.000]  我其實希望用一些方法
[00:14:49.000 --> 00:14:52.000]  讓香港的弟兄姊妹更加明白
[00:14:52.000 --> 00:14:56.000]  我只能說這是一個屬靈的經濟學
[00:14:56.000 --> 00:14:58.000]  為什麼會這樣說這個題目
[00:14:58.000 --> 00:15:00.000]  因為經濟學
[00:15:00.000 --> 00:15:04.000]  是描述到經濟上的一些活動
[00:15:04.000 --> 00:15:08.000]  行為和規律
[00:15:08.000 --> 00:15:10.000]  我相信耶穌在這裡說
[00:15:10.000 --> 00:15:13.000]  祂是葡萄樹
[00:15:13.000 --> 00:15:14.000]  我們是枝子
[00:15:14.000 --> 00:15:16.000]  說到我們跟祂的關係的時候
[00:15:16.000 --> 00:15:19.000]  同樣是跟我們說一些
[00:15:19.000 --> 00:15:24.000]  有關我們靈命上的規律
[00:15:24.000 --> 00:15:28.000]  和一些做法
[00:15:28.000 --> 00:15:31.000]  能夠得到上帝期望我們
[00:15:31.000 --> 00:15:35.000]  這種得贖的生命
[00:15:35.000 --> 00:15:37.000]  這裡說到靈性首期
[00:15:37.000 --> 00:15:38.000]  其實不是
[00:15:38.000 --> 00:15:40.000]  我們香港人都明白
[00:15:40.000 --> 00:15:43.000]  我們買樓的時候
[00:15:43.000 --> 00:15:45.000]  要儲存儲存儲存
[00:15:45.000 --> 00:15:46.000]  拿首期
[00:15:46.000 --> 00:15:48.000]  然後才開始
[00:15:48.000 --> 00:15:50.000]  做了第二步
[00:15:50.000 --> 00:15:52.000]  然後慢慢供樓
[00:15:52.000 --> 00:15:53.000]  為什麼說到靈性的首期呢
[00:15:53.000 --> 00:15:56.000]  因為耶穌說
[00:15:56.000 --> 00:16:00.000]  現在因我告訴你的道
[00:16:00.000 --> 00:16:02.000]  你們已經潔淨
[00:16:02.000 --> 00:16:05.000]  當他們相信耶穌的福音的時候
[00:16:05.000 --> 00:16:10.000]  這些人就能夠被赦罪
[00:16:10.000 --> 00:16:11.000]  被赦免
[00:16:11.000 --> 00:16:13.000]  得蒙救贖
[00:16:13.000 --> 00:16:15.000]  這是一個開始
[00:16:15.000 --> 00:16:19.000]  上帝為我們的緣故
[00:16:19.000 --> 00:16:23.000]  將他的愛子在十字架上犧牲
[00:16:23.000 --> 00:16:25.000]  叫我們得著這個救恩
[00:16:25.000 --> 00:16:30.000]  成為我們天國生命的起點
[00:16:30.000 --> 00:16:33.000]  所以這個首期也不是我講的
[00:16:33.000 --> 00:16:35.000]  你看看聖經裡面
[00:16:35.000 --> 00:16:38.000]  保羅曾經有兩次這樣說
[00:16:38.000 --> 00:16:40.000]  在哥倫多前書第一章22節
[00:16:40.000 --> 00:16:41.000]  他說
[00:16:41.000 --> 00:16:44.000]  他在我們身上過了印
[00:16:44.000 --> 00:16:48.000]  並賜聖靈在我們心裡作憑據
[00:16:48.000 --> 00:16:50.000]  另外在二福所書也有說
[00:16:50.000 --> 00:16:55.000]  聖靈是我們得機業的憑據
[00:16:55.000 --> 00:16:58.000]  這個憑據原文就是訂金
[00:16:58.000 --> 00:17:01.000]  跟我們的首期是沒有分別的
[00:17:01.000 --> 00:17:07.000]  上帝完成了一個工作
[00:17:07.000 --> 00:17:10.000]  首先用聖靈入住我們心裡
[00:17:10.000 --> 00:17:11.000]  成為一個訂金
[00:17:11.000 --> 00:17:12.000]  意思是
[00:17:12.000 --> 00:17:15.000]  上帝已經下了訂
[00:17:15.000 --> 00:17:17.000]  是不會撤回的
[00:17:17.000 --> 00:17:24.000]  上帝已經真正成就了救贖的工作
[00:17:24.000 --> 00:17:27.000]  並且保羅這樣說
[00:17:27.000 --> 00:17:29.000]  在哥倫多前書第六章
[00:17:29.000 --> 00:17:32.000]  他說因為你們是重價買來的
[00:17:32.000 --> 00:17:35.000]  所以要在你們的身體上榮耀神
[00:17:35.000 --> 00:17:41.000]  上帝用他的聖子耶穌
[00:17:41.000 --> 00:17:43.000]  他的生命的犧牲
[00:17:43.000 --> 00:17:44.000]  他流出了寶血
[00:17:44.000 --> 00:17:48.000]  重價去將我們買贖回來
[00:17:48.000 --> 00:17:50.000]  所以我們有一個首期
[00:17:50.000 --> 00:17:55.000]  上帝給了我們一個無法支付的首期
[00:17:55.000 --> 00:17:57.000]  讓我們有一個開始
[00:17:57.000 --> 00:17:58.000]  所以耶穌說
[00:17:58.000 --> 00:18:01.000]  你聽了我的
[00:18:01.000 --> 00:18:03.000]  你信了我所說的道
[00:18:03.000 --> 00:18:07.000]  你們已經潔淨了
[00:18:07.000 --> 00:18:10.000]  已經屬於真葡萄樹了
[00:18:10.000 --> 00:18:13.000]  然後耶穌這樣說
[00:18:13.000 --> 00:18:17.000]  所以你們要常在我裡面
[00:18:17.000 --> 00:18:20.000]  我也常在你們裡面
[00:18:20.000 --> 00:18:23.000]  只要不常在葡萄樹上
[00:18:23.000 --> 00:18:26.000]  自己就不能夠結果子
[00:18:26.000 --> 00:18:31.000]  這裡說到我們開始有首期之後
[00:18:31.000 --> 00:18:32.000]  我們都明白了
[00:18:32.000 --> 00:18:34.000]  開始要定期供款
[00:18:34.000 --> 00:18:36.000]  這是我們的責任
[00:18:36.000 --> 00:18:41.000]  所以耶穌說你們要常在我裡面
[00:18:41.000 --> 00:18:45.000]  既然你們被我的道潔淨了之後
[00:18:45.000 --> 00:18:48.000]  你們要常在我裡面
[00:18:48.000 --> 00:18:50.000]  留意這個常字很重要
[00:18:50.000 --> 00:18:53.000]  不是來不及
[00:18:53.000 --> 00:18:56.000]  不是一年一次
[00:18:56.000 --> 00:18:58.000]  不是隔幾個月一次
[00:18:58.000 --> 00:19:01.000]  我們要常在主的裡面
[00:19:01.000 --> 00:19:04.000]  所以這是一種操練
[00:19:04.000 --> 00:19:06.000]  一種習慣
[00:19:06.000 --> 00:19:08.000]  保羅和提摩太說
[00:19:08.000 --> 00:19:13.000]  你要在虔敬上操練自己
[00:19:13.000 --> 00:19:15.000]  這是在提摩太前書第四章
[00:19:15.000 --> 00:19:18.000]  在帖撒雷加第五章
[00:19:18.000 --> 00:19:19.000]  保羅有說
[00:19:19.000 --> 00:19:24.000]  上上喜樂不住禱告凡事謝恩
[00:19:24.000 --> 00:19:27.000]  因為這是上帝在基督裡面
[00:19:27.000 --> 00:19:30.000]  向我們訂的旨意
[00:19:30.000 --> 00:19:32.000]  不要消滅聖靈的感動
[00:19:32.000 --> 00:19:35.000]  也不要藐視先知的講論
[00:19:35.000 --> 00:19:37.000]  這些所有的一切
[00:19:37.000 --> 00:19:42.000]  我們要常在主的裡面
[00:19:42.000 --> 00:19:45.000]  讓我們常常有一個紀律
[00:19:45.000 --> 00:19:47.000]  有一個習慣
[00:19:47.000 --> 00:19:49.000]  能夠來到神面前
[00:19:49.000 --> 00:19:53.000]  因為耶穌說你們一定要常在我裡面
[00:19:53.000 --> 00:19:55.000]  所以我們可以平時
[00:19:55.000 --> 00:19:59.000]  幫自己做操練
[00:19:59.000 --> 00:20:01.000]  或者紀律
[00:20:01.000 --> 00:20:05.000]  常常有自省的時間
[00:20:05.000 --> 00:20:09.000]  有些認罪的時間
[00:20:09.000 --> 00:20:13.000]  有些默想的時間
[00:20:13.000 --> 00:20:19.000]  讓我們可以操練我們的施捨
[00:20:19.000 --> 00:20:22.000]  我們的恩慈
[00:20:22.000 --> 00:20:26.000]  我們的赦免
[00:20:26.000 --> 00:20:28.000]  我們對人的接納
[00:20:28.000 --> 00:20:31.000]  我們生活的節制
[00:20:31.000 --> 00:20:34.000]  其實這些都是我們可以操練的
[00:20:34.000 --> 00:20:39.000]  讓我們常在主的裡面
[00:20:39.000 --> 00:20:41.000]  大家有沒有這種習慣呢?
[00:20:41.000 --> 00:20:44.000]  或者你知不知道有這個需要呢?
[00:20:44.000 --> 00:20:48.000]  我們說回我們的宮樓
[00:20:48.000 --> 00:20:49.000]  你就明白了
[00:20:49.000 --> 00:20:51.000]  有了守旗之後
[00:20:51.000 --> 00:20:55.000]  你不要中間斷宮
[00:20:55.000 --> 00:20:57.000]  我們應該定期的
[00:20:57.000 --> 00:20:58.000]  好像耶穌所說
[00:20:58.000 --> 00:21:00.000]  常常的在主的裡面
[00:21:00.000 --> 00:21:02.000]  並且他也說
[00:21:02.000 --> 00:21:04.000]  經文說
[00:21:04.000 --> 00:21:06.000]  常在我裡面
[00:21:06.000 --> 00:21:10.000]  我就常在你們的裡面
[00:21:10.000 --> 00:21:15.000]  耶穌說當我們願意常在主的裡面的時候
[00:21:15.000 --> 00:21:18.000]  常常與主親近的時候
[00:21:18.000 --> 00:21:22.000]  主就會在我們的人生當中出現
[00:21:22.000 --> 00:21:28.000]  基督的生命會內住在我們的生命當中
[00:21:28.000 --> 00:21:30.000]  保羅說過
[00:21:30.000 --> 00:21:32.000]  現在活著的不再是我
[00:21:32.000 --> 00:21:37.000]  而是基督在我裡面活著
[00:21:37.000 --> 00:21:43.000]  我們需要讓上帝的生命在我們當中
[00:21:43.000 --> 00:21:45.000]  在我們人生的裡面
[00:21:45.000 --> 00:21:47.000]  我們看一段經文
[00:21:47.000 --> 00:21:51.000]  這段經文是保羅在哥倫多後書說
[00:21:51.000 --> 00:21:55.000]  我們有野寶貝放在這個瓦器裡面
[00:21:55.000 --> 00:21:59.000]  要顯明這莫大的能力是出於神
[00:21:59.000 --> 00:22:01.000]  不是出於我們
[00:22:01.000 --> 00:22:04.000]  我們四面受敵卻不被困住
[00:22:04.000 --> 00:22:07.000]  心裡作難卻不致失望
[00:22:07.000 --> 00:22:10.000]  遭逼迫卻不致凋氣
[00:22:10.000 --> 00:22:11.000]  打倒了卻不致死亡
[00:22:11.000 --> 00:22:15.000]  身上常帶著基督耶穌的死
[00:22:15.000 --> 00:22:19.000]  使耶穌的生也顯明在我們身上
[00:22:19.000 --> 00:22:21.000]  留意這個經文
[00:22:21.000 --> 00:22:23.000]  這個寶貝就是說
[00:22:23.000 --> 00:22:26.000]  當他認識了耶穌基督的時候
[00:22:26.000 --> 00:22:29.000]  耶穌基督住在我這個
[00:22:29.000 --> 00:22:32.000]  好像剛雅一樣的
[00:22:32.000 --> 00:22:34.000]  這麼脆弱的
[00:22:34.000 --> 00:22:37.000]  這麼卑賤的人生當中的時候
[00:22:37.000 --> 00:22:40.000]  他就會發揮一個很大的能力
[00:22:40.000 --> 00:22:42.000]  是出於上帝的能力
[00:22:42.000 --> 00:22:46.000]  是超乎我的能力
[00:22:46.000 --> 00:22:49.000]  留意這個經文說
[00:22:49.000 --> 00:22:51.000]  當我們有主上在我們裡面的時候
[00:22:51.000 --> 00:22:55.000]  不等於我們沒有問題
[00:22:55.000 --> 00:22:58.000]  不等於我們一帆風順萬事如意
[00:22:58.000 --> 00:22:59.000]  不是的
[00:22:59.000 --> 00:23:04.000]  這裡說到我們會有苦難的
[00:23:04.000 --> 00:23:09.000]  我們會有心裡各樣的艱難掙扎的
[00:23:09.000 --> 00:23:11.000]  有迫迫的
[00:23:11.000 --> 00:23:15.000]  但保羅說當我們四面受敵的時候
[00:23:15.000 --> 00:23:17.000]  他說我們不被困住
[00:23:17.000 --> 00:23:20.000]  心裡作難的時候
[00:23:20.000 --> 00:23:23.000]  他說我們不至會失望
[00:23:23.000 --> 00:23:26.000]  他說被迫的時候
[00:23:26.000 --> 00:23:29.000]  我們知道不會被上帝刁棄
[00:23:29.000 --> 00:23:31.000]  打倒了
[00:23:31.000 --> 00:23:34.000]  也不至死亡
[00:23:34.000 --> 00:23:36.000]  這裡提到我們
