
[00:00:00.000 --> 00:00:03.000]  各位好 各位姐妹晚安
[00:02:47.240 --> 00:02:49.240]  神說第一屆是
[00:02:49.240 --> 00:02:51.440]  你不可有別神
[00:02:51.440 --> 00:02:53.840]  麥仔跟我們去看第一屆的時候說了
[00:02:53.840 --> 00:02:54.840]  就是說什麼
[00:02:54.840 --> 00:02:56.640]  選擇了真正的神
[00:02:56.640 --> 00:03:00.040]  不用想其他那些都不是需要的
[00:03:00.040 --> 00:03:01.640]  來到第二屆是說
[00:03:01.640 --> 00:03:03.040]  建基在第一屆
[00:03:03.040 --> 00:03:06.440]  這個你跟神的關係
[00:03:06.440 --> 00:03:10.640]  怎樣可以盡心跟得更加體貼
[00:03:10.640 --> 00:03:12.840]  而且你所敬拜的神
[00:03:12.840 --> 00:03:14.240]  這一位的形象
[00:03:14.240 --> 00:03:16.240]  我們怎樣去經歷它呢
[00:03:16.240 --> 00:03:19.040]  就是要健康
[00:03:19.040 --> 00:03:21.040]  所以我們先一起看看經文
[00:03:21.040 --> 00:03:22.640]  在《春海及記》20章
[00:03:22.640 --> 00:03:23.840]  三節而已
[00:03:23.840 --> 00:03:25.240]  我們一起讀了
[00:03:25.240 --> 00:03:26.640]  好 預備起
[00:03:26.640 --> 00:03:29.440]  不可為自己雕刻偶像
[00:03:29.440 --> 00:03:31.840]  也不可做什麼形象
[00:03:31.840 --> 00:03:36.640]  彷彿上天、下地和地底下水中的白霜
[00:03:36.640 --> 00:03:38.640]  不可跪拜那些像
[00:03:38.640 --> 00:03:40.840]  也不可侍奉他們
[00:03:40.840 --> 00:03:42.440]  因為我耶和華
[00:03:42.440 --> 00:03:45.640]  你的上帝是忌邪的上帝
[00:03:45.640 --> 00:03:46.640]  恨我的
[00:03:46.640 --> 00:03:49.040]  我必懲罰他們的罪
[00:03:49.040 --> 00:03:52.240]  致父及子直到三、四代
[00:03:52.240 --> 00:03:54.640]  愛我守我誡命的
[00:03:54.640 --> 00:03:57.240]  我必向他們示慈愛
[00:03:57.240 --> 00:03:59.240]  直到千代
[00:03:59.240 --> 00:04:01.640]  一段經文裏面
[00:04:01.640 --> 00:04:05.640]  其實三節就帶出了第二屆
[00:04:05.640 --> 00:04:08.840]  不可雕刻偶像
[00:04:08.840 --> 00:04:11.840]  如果看回這個背景
[00:04:11.840 --> 00:04:14.640]  第一屆是人跟神的關係
[00:04:14.640 --> 00:04:16.240]  不需要選擇其他神
[00:04:16.240 --> 00:04:20.640]  第二屆不是要重複談論其他神
[00:04:20.640 --> 00:04:22.640]  而是集中處理
[00:04:22.640 --> 00:04:24.640]  既然我們要跟
[00:04:24.640 --> 00:04:29.240]  如何可以跟得更加合祂的心意呢?
[00:04:29.240 --> 00:04:32.840]  我們要如何敬奉祂、敬拜祂呢?
[00:04:32.840 --> 00:04:36.640]  當我們看回舊約的世界
[00:04:36.640 --> 00:04:40.040]  以色列民以前是遊牧民族
[00:04:40.040 --> 00:04:43.040]  其實不稀罕什麼時候颳風下雨
[00:04:43.040 --> 00:04:46.040]  因為我去那裏放羊
[00:04:46.040 --> 00:04:49.040]  草吃完後就轉地方
[00:04:49.040 --> 00:04:53.040]  但當他們去到巴勒斯坦一帶
[00:04:53.040 --> 00:04:55.040]  看到這麼好的地方
[00:04:55.040 --> 00:04:57.040]  我們可以選擇不同的地段
[00:04:57.040 --> 00:04:59.040]  十二支派有不同的地
[00:04:59.040 --> 00:05:01.040]  讓我們去管理
[00:05:01.040 --> 00:05:03.040]  我可以去畜牧
[00:05:03.040 --> 00:05:06.040]  我可以在那裏紮了帳篷
[00:05:06.040 --> 00:05:08.040]  之後不用經常搬屋
[00:05:08.040 --> 00:05:10.040]  就更加在意
[00:05:10.040 --> 00:05:12.040]  是否風調雨順
[00:05:12.040 --> 00:05:14.040]  如何農耕
[00:05:14.040 --> 00:05:16.040]  如何打魚
[00:05:16.040 --> 00:05:18.040]  讓我們這一代
[00:05:18.040 --> 00:05:21.040]  或下幾代更好的生活
[00:05:21.040 --> 00:05:23.040]  其實這種想法在人的心裏
[00:05:23.040 --> 00:05:25.040]  很簡單
[00:05:25.040 --> 00:05:29.040]  所以當時他們觀摩了很多
[00:05:29.040 --> 00:05:31.040]  由在埃及圍爐
[00:05:31.040 --> 00:05:33.040]  到出埃及到迦南
[00:05:33.040 --> 00:05:37.040]  其實一直都在一個很大同的文化裏
[00:05:37.040 --> 00:05:41.040]  迦南人如何拜假偶像
[00:05:41.040 --> 00:05:45.040]  他們以為當他們甚麼都能拜的時候
[00:05:45.040 --> 00:05:47.040]  就是令到風調雨順
[00:05:47.040 --> 00:05:49.040]  可以生養更多
[00:05:49.040 --> 00:05:52.040]  因此在高山、小山、樹下
[00:05:52.040 --> 00:05:56.040]  都可以有很多廟讓他們去拜
[00:05:56.040 --> 00:05:59.040]  甚至他們廟裏會有聖職人員
[00:05:59.040 --> 00:06:01.040]  是聖祭
[00:06:01.040 --> 00:06:05.040]  透過交合心理的行為
[00:06:05.040 --> 00:06:09.040]  讓好像延年下一代一樣
[00:06:09.040 --> 00:06:11.040]  甚至在巴比倫的時候
[00:06:11.040 --> 00:06:13.040]  每年都像神功戲一樣
[00:06:13.040 --> 00:06:16.040]  有很多戲劇
[00:06:16.040 --> 00:06:21.040]  是透過獻祭和活生生將一些人去獻祭的同時
[00:06:21.040 --> 00:06:27.040]  是要帶來呼喚起神明的祝福
[00:06:27.040 --> 00:06:32.040]  是的,是知道迦南遍地都是這些拜假偶像
[00:06:32.040 --> 00:06:35.040]  不應該進入我們以色列人的世界
[00:06:35.040 --> 00:06:39.040]  不過當以色列人逃離埃及
[00:06:39.040 --> 00:06:42.040]  他們是釋放了肉身
[00:06:42.040 --> 00:06:48.040]  但心靈仍然是有很多這些思想充斥著
[00:06:48.040 --> 00:06:53.040]  我想起最近有一次新年去行山
[00:06:53.040 --> 00:06:55.040]  行山行加頓山
[00:06:55.040 --> 00:07:00.040]  在山腳尾已經有一大棵樹
[00:07:00.040 --> 00:07:05.040]  發現有很多放在樹下不供奉的偶像
[00:07:05.040 --> 00:07:08.040]  我們不是第一次行山見到
[00:07:08.040 --> 00:07:12.040]  通常這些放在樹下是怎樣來的?
[00:07:12.040 --> 00:07:18.040]  就是搬家時有太多的觀音
[00:07:18.040 --> 00:07:20.040]  或者我移民
[00:07:20.040 --> 00:07:23.040]  又或者我要不要它
[00:07:23.040 --> 00:07:26.040]  不要,不要扔掉它
[00:07:26.040 --> 00:07:29.040]  放在樹下比較安心
[00:07:29.040 --> 00:07:31.040]  我行去看的時候
[00:07:31.040 --> 00:07:34.040]  先看看有沒有十字架
[00:07:34.040 --> 00:07:38.040]  看看有沒有C片23片的玻璃
[00:07:38.040 --> 00:07:42.040]  因為在我們信主的時候
[00:07:42.040 --> 00:07:46.040]  其實家裡也不少放這些裝飾
[00:07:46.040 --> 00:07:49.040]  但我想很少做信徒
[00:07:49.040 --> 00:07:55.040]  你會擔心太多C片23片和十字架要扔掉的時候
[00:07:55.040 --> 00:07:58.040]  你應該不會怕扔爛
[00:07:58.040 --> 00:08:01.040]  你不會怕請走了耶和華之後
[00:08:01.040 --> 00:08:05.040]  會帶來和幻
[00:08:05.040 --> 00:08:10.040]  我們在這個場景是理解的
[00:08:10.040 --> 00:08:12.040]  我們沒有這麼極端
[00:08:12.040 --> 00:08:17.040]  好像放一些假偶像在樹下一樣
[00:08:17.040 --> 00:08:20.040]  但不代表我們
[00:08:20.040 --> 00:08:25.040]  不可雕刻偶像在我們生命裡不出現
[00:08:25.040 --> 00:08:30.040]  所以今天在第二屆我們一起過關口
[00:08:30.040 --> 00:08:36.040]  問問自己我們裡面有沒有不可雕刻偶像的想法
[00:08:36.040 --> 00:08:40.040]  就好像以色列人以為自己不會跟加拿人
[00:08:40.040 --> 00:08:46.040]  但其實很多心思意念有時都被蒙蔽
[00:08:46.040 --> 00:08:52.040]  用那些方法以為這樣敬奉神是好的
[00:08:52.040 --> 00:08:57.040]  第一樣第四節說不可雕刻偶像
[00:08:57.040 --> 00:09:01.040]  不要打造偶像化的耶和華
[00:09:01.040 --> 00:09:04.040]  這裡說得很清楚
[00:09:04.040 --> 00:09:07.040]  幾個字不要雕刻
[00:09:07.040 --> 00:09:11.040]  是為誰?不是為神是為自己
[00:09:11.040 --> 00:09:13.040]  神說得很清楚
[00:09:13.040 --> 00:09:17.040]  不可雕刻如果是為自己就不用雕刻了
[00:09:17.040 --> 00:09:21.040]  因為那些是不可靠不真實的偶像
[00:09:21.040 --> 00:09:23.040]  我們看回的時候
[00:09:23.040 --> 00:09:25.040]  他再說得仔細一點
[00:09:25.040 --> 00:09:30.040]  無論是上天的地上的海底裡的
[00:09:30.040 --> 00:09:32.040]  在人的世界裡
[00:09:32.040 --> 00:09:36.040]  所有我們覺得生活在這個世界
[00:09:36.040 --> 00:09:38.040]  很多東西可以將他
[00:09:38.040 --> 00:09:40.040]  上天要坐飛機
[00:09:40.040 --> 00:09:43.040]  要不要拜天空中的神
[00:09:43.040 --> 00:09:45.040]  我在地上生活
[00:09:45.040 --> 00:09:48.040]  要不要多放幾個在門口守門
[00:09:48.040 --> 00:09:50.040]  我去游泳潛水
[00:09:50.040 --> 00:09:54.040]  要不要為潛水裡海底的神做點事
[00:09:54.040 --> 00:09:57.040]  如果我們沒有信主
[00:09:57.040 --> 00:10:05.040]  我們很容易陷入上天地下和海底的世界裡求平安
[00:10:05.040 --> 00:10:09.040]  但在信主裡或第二節裡
[00:10:09.040 --> 00:10:12.040]  他要說的是一番什麼景象
[00:10:12.040 --> 00:10:16.040]  要處理神其實沒有什麼形象
[00:10:16.040 --> 00:10:18.040]  要我們去關注他
[00:10:18.040 --> 00:10:20.040]  要將他打造出來
[00:10:20.040 --> 00:10:22.040]  因為神立場很清楚
[00:10:22.040 --> 00:10:26.040]  不要將我成為偶像一樣去塑造
[00:10:26.040 --> 00:10:28.040]  在塑造的世界
[00:10:28.040 --> 00:10:31.040]  用泥可能做一些泥像
[00:10:31.040 --> 00:10:34.040]  用鑄金術去打一些銅像
[00:10:34.040 --> 00:10:39.040]  無論你怎樣做都是用物料去將他具體化出來
[00:10:39.040 --> 00:10:42.040]  如果當我們一做這些東西
[00:10:42.040 --> 00:10:46.040]  其實我們的認信是很搖動
[00:10:46.040 --> 00:10:52.040]  心裡忘記了神不是用很多不同的方式
[00:10:52.040 --> 00:10:55.040]  將他自己介紹給我們認識嗎
[00:10:55.040 --> 00:10:59.040]  怎樣啟示他自己讓我們認識他呢
[00:10:59.040 --> 00:11:03.040]  我從一個圖上和大家看看
[00:11:03.040 --> 00:11:05.040]  其實我們本聖經打開
[00:11:05.040 --> 00:11:07.040]  神有很多不同的形象
[00:11:07.040 --> 00:11:09.040]  用人間的身份
[00:11:09.040 --> 00:11:10.040]  有君王
[00:11:10.040 --> 00:11:12.040]  可以是審判官
[00:11:12.040 --> 00:11:15.040]  可以是很親近我們的父親
[00:11:15.040 --> 00:11:18.040]  也可以是照料我們的木人
[00:11:18.040 --> 00:11:20.040]  不是只會敲你的
[00:11:20.040 --> 00:11:23.040]  棍子可以勾你回來
[00:11:23.040 --> 00:11:25.040]  也有動物的特性
[00:11:25.040 --> 00:11:27.040]  如鷹展翅
[00:11:27.040 --> 00:11:30.040]  將我們背在背上
[00:11:30.040 --> 00:11:32.040]  有猶大獅子的形象
[00:11:32.040 --> 00:11:35.040]  尊貴的尼塞亞
[00:11:35.040 --> 00:11:37.040]  如甲子一樣
[00:11:37.040 --> 00:11:39.040]  聖靈在人群體裡
[00:11:39.040 --> 00:11:43.040]  彰顯他的聖潔
[00:11:43.040 --> 00:11:46.040]  神也如大自然一樣
[00:11:46.040 --> 00:11:48.040]  有很多巨大的形象
[00:11:48.040 --> 00:11:50.040]  地動山搖
[00:11:50.040 --> 00:11:53.040]  告訴你神的怒氣來了
[00:11:53.040 --> 00:11:56.040]  神的威嚴來了
[00:11:56.040 --> 00:11:57.040]  雲處火處
[00:11:57.040 --> 00:11:58.040]  當我們迷失
[00:11:58.040 --> 00:12:00.040]  不知道該怎麼走的時候
[00:12:00.040 --> 00:12:04.040]  日夜有這些圖像讓我們跟隨
[00:12:04.040 --> 00:12:11.040]  甚至天雄在洪水淹沒大地之後
[00:12:11.040 --> 00:12:13.040]  神說我要立一個約
[00:12:13.040 --> 00:12:15.040]  用彩虹讓我們知道
[00:12:15.040 --> 00:12:18.040]  祂仍然是創造世界的神
[00:12:18.040 --> 00:12:23.040]  仍然賜給人和祂有一份文約
[00:12:23.040 --> 00:12:26.040]  甚至不夠在以色列群體
[00:12:26.040 --> 00:12:30.040]  透過聖物、回眸
[00:12:30.040 --> 00:12:32.040]  東西怎麼擺放
[00:12:32.040 --> 00:12:34.040]  節旗
[00:12:34.040 --> 00:12:36.040]  你不要以為以色列民族
[00:12:36.040 --> 00:12:38.040]  你們落地生根
[00:12:38.040 --> 00:12:39.040]  在迦南
[00:12:39.040 --> 00:12:41.040]  在這麼好的地方靠你
[00:12:41.040 --> 00:12:42.040]  捲起手來努力
[00:12:42.040 --> 00:12:44.040]  就得到豐收
[00:12:44.040 --> 00:12:46.040]  如果你不藉著節旗
[00:12:46.040 --> 00:12:49.040]  去重新分配出來
[00:12:49.040 --> 00:12:54.040]  是我讓你們在豐收裡
[00:12:54.040 --> 00:12:56.040]  感恩還願
[00:12:56.040 --> 00:12:58.040]  這也是禮儀裡
[00:12:58.040 --> 00:13:02.040]  要帶給以色列人的認知
[00:13:02.040 --> 00:13:05.040]  甚至在國禮裡
[00:13:05.040 --> 00:13:07.040]  那一刀
[00:13:07.040 --> 00:13:11.040]  不是純粹做一個簡單的記號
[00:13:11.040 --> 00:13:15.040]  是讓人分別出來跟神
[00:13:15.040 --> 00:13:19.040]  聖經有很多不同的形象
[00:13:19.040 --> 00:13:21.040]  很多不同的描述
[00:13:21.040 --> 00:13:22.040]  讓我們知道
[00:13:22.040 --> 00:13:26.040]  神一直啟示著自己
[00:13:26.040 --> 00:13:28.040]  難怪在近東的歷史
[00:13:28.040 --> 00:13:31.040]  也有一些說法
[00:13:31.040 --> 00:13:34.040]  在以色列後期的雕刻術
[00:13:34.040 --> 00:13:36.040]  比埃及巴比倫
[00:13:36.040 --> 00:13:38.040]  波斯落後很多
[00:13:38.040 --> 00:13:41.040]  我記得在很多年前
[00:13:41.040 --> 00:13:44.040]  香港也有一些博物館
[00:13:44.040 --> 00:13:47.040]  有些文物展覽的時候
[00:13:47.040 --> 00:13:52.040]  是旁枝地介紹到以色列國
[00:13:52.040 --> 00:13:54.040]  但不是直接有很多關於
[00:13:54.040 --> 00:13:57.040]  聖經裡的以色列民族
[00:13:57.040 --> 00:14:00.040]  是透過巴比倫當時的興起
[00:14:00.040 --> 00:14:02.040]  波斯的雕刻
[00:14:02.040 --> 00:14:04.040]  從這裡就知道
[00:14:04.040 --> 00:14:09.040]  那個時期是以色列的什麼時候
[00:14:09.040 --> 00:14:12.040]  上帝說不要為他雕刻
[00:14:12.040 --> 00:14:15.040]  因此以色列民在第二屆裡
[00:14:15.040 --> 00:14:19.040]  這件事是很清楚的
[00:14:19.040 --> 00:14:22.040]  啟示是什麼?
[00:14:22.040 --> 00:14:25.040]  啟示是神同在
[00:14:25.040 --> 00:14:27.040]  如果我們不自覺地
[00:14:27.040 --> 00:14:31.040]  將神關在我們的限制裡
[00:14:31.040 --> 00:14:34.040]  神的能力一樣有本事
[00:14:34.040 --> 00:14:36.040]  可以向我們彰顯
[00:14:36.040 --> 00:14:40.040]  我記得自己在門訓裡有本書
[00:14:40.040 --> 00:14:42.040]  其中很深刻
[00:14:42.040 --> 00:14:45.040]  有一個價值觀已經種在我裡面
[00:14:45.040 --> 00:14:49.040]  裡面提到神是怎樣啟示自己
[00:14:49.040 --> 00:14:53.040]  他說可以藉著教會的人群體
[00:14:53.040 --> 00:14:56.040]  可以藉著祈禱
[00:14:56.040 --> 00:14:58.040]  可以藉著神自己的說話
[00:14:58.040 --> 00:15:04.040]  聖經也可以是環境的際遇
[00:15:04.040 --> 00:15:06.040]  甚至大自然
[00:15:06.040 --> 00:15:09.040]  神可以透過不同的方式
[00:15:09.040 --> 00:15:11.040]  讓我們知道祂存在
[00:15:11.040 --> 00:15:16.040]  而且祂的存在和我們有關係
[00:15:16.040 --> 00:15:20.040]  神有能力透過任何東西向我們啟示
[00:15:20.040 --> 00:15:23.040]  祂從來不會在我們看不到的時候
[00:15:23.040 --> 00:15:25.040]  離開我們
[00:15:25.040 --> 00:15:28.040]  這只是我們人的想法
[00:15:28.040 --> 00:15:31.040]  在剛剛那兩個星期
[00:15:31.040 --> 00:15:33.040]  我有一天在侍奉園
[00:15:33.040 --> 00:15:35.040]  留下了一本
[00:15:35.040 --> 00:15:39.040]  很多人都用電話記錄他的約會
[00:15:39.040 --> 00:15:42.040]  我還是停留在喜歡拿簿子的地方
[00:15:42.040 --> 00:15:43.040]  用手指記錄的
[00:15:43.040 --> 00:15:46.040]  有一天那本簿不見了
[00:15:46.040 --> 00:15:48.040]  應該我都知道
[00:15:48.040 --> 00:15:51.040]  留下了在一個地方
[00:15:51.040 --> 00:15:57.040]  那星期好像不知道
[00:15:57.040 --> 00:15:59.040]  不知道自己什麼時候要約人
[00:15:59.040 --> 00:16:00.040]  不知道什麼時候開會
[00:16:00.040 --> 00:16:01.040]  不知道什麼時候做什麼
[00:16:01.040 --> 00:16:03.040]  不單是工作
[00:16:03.040 --> 00:16:04.040]  家庭生活
[00:16:04.040 --> 00:16:06.040]  兒子的作息
[00:16:06.040 --> 00:16:08.040]  有些事情都不知道
[00:16:08.040 --> 00:16:10.040]  老公上班的時間都不知道
[00:16:10.040 --> 00:16:12.040]  好像對不到
[00:16:12.040 --> 00:16:14.040]  在一個星期裡
[00:16:14.040 --> 00:16:17.040]  忙亂地在焦急中
[00:16:17.040 --> 00:16:18.040]  終於找到
[00:16:18.040 --> 00:16:19.040]  隔了幾天
[00:16:19.040 --> 00:16:21.040]  星期五拿回那本簿
[00:16:21.040 --> 00:16:24.040]  剛好那天是童宮崇拜
[00:16:24.040 --> 00:16:25.040]  有祈禱會
[00:16:25.040 --> 00:16:27.040]  祈禱會有十分鐘的時間
[00:16:27.040 --> 00:16:29.040]  鼓勵我們
[00:16:29.040 --> 00:16:31.040]  不如將這個星期
[00:16:31.040 --> 00:16:33.040]  你有什麼想跟神聊天的時間
[00:16:33.040 --> 00:16:34.040]  十分鐘
[00:16:34.040 --> 00:16:36.040]  當時那十分鐘
[00:16:36.040 --> 00:16:39.040]  我談了一個很簡單的事
[00:16:39.040 --> 00:16:41.040]  我跟神說
[00:16:41.040 --> 00:16:43.040]  原來這個星期這本簿
[00:16:43.040 --> 00:16:44.040]  很大威力
[00:16:44.040 --> 00:16:46.040]  沒有了它在身
[00:16:46.040 --> 00:16:47.040]  不自在
[00:16:47.040 --> 00:16:48.040]  不敢約人
[00:16:48.040 --> 00:16:50.040]  怕約錯時間
[00:16:50.040 --> 00:16:55.040]  心裡很焦慮
[00:16:55.040 --> 00:16:58.040]  我承認當時是焦慮
[00:16:58.040 --> 00:17:00.040]  祈完這個禱
[00:17:00.040 --> 00:17:01.040]  有些人本來想早點約
[00:17:01.040 --> 00:17:02.040]  他又沒有約
[00:17:02.040 --> 00:17:03.040]  就結束了
[00:17:03.040 --> 00:17:05.040]  沒有下文
[00:17:05.040 --> 00:17:08.040]  不過到吃午餐的時候
[00:17:08.040 --> 00:17:09.040]  很奇妙
[00:17:09.040 --> 00:17:14.040]  有一個WhatsApp
[00:17:14.040 --> 00:17:16.040]  有個童宮跟我說
[00:17:16.040 --> 00:17:20.040]  我們那組人想跟你一起吃飯
[00:17:20.040 --> 00:17:22.040]  隔一個期
[00:17:22.040 --> 00:17:23.040]  我心想吐飯應
[00:17:23.040 --> 00:17:25.040]  吃飯也想吐飯應
[00:17:25.040 --> 00:17:28.040]  因為沒有那本簿
[00:17:28.040 --> 00:17:30.040]  牽涉幾個人的約會
[00:17:30.040 --> 00:17:31.040]  有時覺得很心煩
[00:17:31.040 --> 00:17:32.040]  不知道怎樣約
[00:17:32.040 --> 00:17:35.040]  神竟然就是我這樣祈完禱
[00:17:35.040 --> 00:17:39.040]  神就叫那位童宮找我
[00:17:39.040 --> 00:17:41.040]  很開心
[00:17:41.040 --> 00:17:42.040]  不夠
[00:17:42.040 --> 00:17:45.040]  那晚坐下來打開簿
[00:17:45.040 --> 00:17:47.040]  有兩個人我很想約
[00:17:47.040 --> 00:17:50.040]  但我約人有個習慣
[00:17:50.040 --> 00:17:52.040]  譬如我有三個期
[00:17:52.040 --> 00:17:53.040]  五個期
[00:17:53.040 --> 00:17:55.040]  我會給第一個
[00:17:55.040 --> 00:17:57.040]  他選了我再去下一個
[00:17:57.040 --> 00:17:59.040]  因為同時間一起給幾個期
[00:17:59.040 --> 00:18:00.040]  如果別人碰到
[00:18:00.040 --> 00:18:02.040]  一來你很多功夫
[00:18:02.040 --> 00:18:06.040]  二來我覺得都搞到別人那麼努力
[00:18:06.040 --> 00:18:07.040]  想完那個期
[00:18:07.040 --> 00:18:08.040]  然後你說又碰到
[00:18:08.040 --> 00:18:11.040]  所以我本身打開那本簿的時候
[00:18:11.040 --> 00:18:13.040]  一個催促就是先約了第一個
[00:18:13.040 --> 00:18:16.040]  第二個可能很渺茫
[00:18:16.040 --> 00:18:18.040]  又要等第一個回覆完再去
[00:18:18.040 --> 00:18:20.040]  時間就去了
[00:18:20.040 --> 00:18:23.040]  但那一刻說完
[00:18:23.040 --> 00:18:25.040]  電話響起
[00:18:25.040 --> 00:18:27.040]  有人WhatsApp我
[00:18:27.040 --> 00:18:30.040]  跟我說Karen你最近怎樣
[00:18:30.040 --> 00:18:32.040]  我心想為何是你
[00:18:32.040 --> 00:18:36.040]  其實那位姊妹不是經常聯絡的人
[00:18:36.040 --> 00:18:40.040]  正正是我心裏想的第二個人
[00:18:40.040 --> 00:18:42.040]  當她找我的時候
[00:18:42.040 --> 00:18:45.040]  我知道這不是甚麼神蹟
[00:18:45.040 --> 00:18:47.040]  只是一個生活裏神很體貼
[00:18:47.040 --> 00:18:49.040]  當我祈禱
[00:18:49.040 --> 00:18:54.040]  我覺得那星期我被這本簿勞駕著的時候
[00:18:54.040 --> 00:18:57.040]  神就聽了我祈禱
[00:18:57.040 --> 00:19:01.040]  祂用了祂自己覺得適合我的方式
[00:19:01.040 --> 00:19:06.040]  祂讓我繼續做要做的事
[00:19:06.040 --> 00:19:11.040]  其實是一個很小的不是甚麼困難
[00:19:11.040 --> 00:19:14.040]  不過有時我們在這些地方裏
[00:19:14.040 --> 00:19:15.040]  看不到神
[00:19:15.040 --> 00:19:18.040]  或者好像沒有渣拿的時候
[00:19:18.040 --> 00:19:21.040]  我們很容易很想落入一個
[00:19:21.040 --> 00:19:23.040]  將神誇你了
[00:19:23.040 --> 00:19:26.040]  或者神呀你幫我這樣這樣
[00:19:26.040 --> 00:19:29.040]  在這個這麼小的學習裏
[00:19:29.040 --> 00:19:33.040]  讓我反而更加看到
[00:19:33.040 --> 00:19:35.040]  神不是要做勁的大事
[00:19:35.040 --> 00:19:41.040]  這些小到很細微的事
[00:19:41.040 --> 00:19:44.040]  其實神都有本事
[00:19:44.040 --> 00:19:48.040]  第五節
[00:19:48.040 --> 00:19:51.040]  第五節 神一般的敬奉
[00:19:51.040 --> 00:19:53.040]  這裏講得很清楚
[00:19:53.040 --> 00:19:55.040]  不可跪拜 不可侍奉
[00:19:55.040 --> 00:19:57.040]  因為祂忌邪
[00:19:57.040 --> 00:20:02.040]  現在不是說我們不需要敬拜神
[00:20:02.040 --> 00:20:04.040]  不需要侍奉神
[00:20:04.040 --> 00:20:07.040]  這一節的來源是說
[00:20:07.040 --> 00:20:09.040]  他們呀
[00:20:09.040 --> 00:20:11.040]  當人將神好像偶像化一樣
[00:20:11.040 --> 00:20:13.040]  很想有渣拿
[00:20:13.040 --> 00:20:15.040]  很能描述到祂的時候
[00:20:15.040 --> 00:20:17.040]  神說不需要將我這樣框住
[00:20:17.040 --> 00:20:18.040]  當你這樣的時候
[00:20:18.040 --> 00:20:19.040]  你不是在敬奉我
[00:20:19.040 --> 00:20:21.040]  是在敬奉他們
