
[00:00:00.000 --> 00:00:03.040]  大型智慧平安
[00:01:29.240 --> 00:01:32.600]  其中一個不容易的原因對我來說就是
[00:01:32.600 --> 00:01:35.440]  你在PowerPoint裏看到的畫面太花了
[00:01:35.440 --> 00:01:39.400]  有太多穿著類似顏色的公仔在裏面
[00:01:39.400 --> 00:01:45.680]  甚至我們要找一個紅白色間條的衣服的男生
[00:01:45.680 --> 00:01:51.040]  圖畫裏面實在有太多紅白色不同顏色的物件在擾亂
[00:01:51.040 --> 00:01:54.400]  令到我們的眼睛很容易錯過了Wall-E
[00:01:54.400 --> 00:01:57.120]  而更進一步難的就是
[00:01:57.120 --> 00:01:59.280]  玩這個遊戲的時候你永遠不知道
[00:01:59.280 --> 00:02:02.560]  Wall-E會用一個什麼姿勢出現在這裏
[00:02:02.560 --> 00:02:05.120]  有時候在某一張圖它是坐在這裏
[00:02:05.120 --> 00:02:07.120]  在下一幅圖可能它是站在這裏
[00:02:07.120 --> 00:02:10.040]  或者它在那張圖裏面做著不同的事
[00:02:10.040 --> 00:02:11.560]  以致到
[00:02:11.560 --> 00:02:17.960]  有時候我們的眼睛明明已經看到那個Wall-E
[00:02:17.960 --> 00:02:20.960]  但我們卻以為那個不是它
[00:02:20.960 --> 00:02:23.640]  然後我們很快就略過了它
[00:02:24.200 --> 00:02:28.800]  或許這就是發現欣點對我們來說這麼難的原因
[00:02:28.800 --> 00:02:33.120]  因為我們很不熟悉到底欣點是什麼
[00:02:33.120 --> 00:02:35.640]  我們對欣點的理解很片面
[00:02:35.640 --> 00:02:39.040]  以致到我們不知道可以在哪裏找到它
[00:02:39.040 --> 00:02:41.560]  於是我們就只能像玩Where's Wall-E那樣
[00:02:41.560 --> 00:02:44.200]  我們很努力拼命在這裏很努力找那些欣點
[00:02:44.200 --> 00:02:45.760]  但好像怎樣找都找不到
[00:02:45.760 --> 00:02:48.560]  我們越找不到的時候就越灰心
[00:02:48.560 --> 00:02:50.640]  我們越質疑究竟欣點在哪裏
[00:02:50.640 --> 00:02:53.880]  甚至質疑究竟上帝其實是否不在這裏
[00:02:54.720 --> 00:02:59.520]  所以或許我們要認識到底什麼是上帝給我們的欣點
[00:02:59.520 --> 00:03:03.200]  以致到我們可以知道我們在哪裏可以找到它
[00:03:03.200 --> 00:03:05.320]  而這個我相信就是今天
[00:03:05.320 --> 00:03:07.920]  接下來這篇訊息最重要的地方
[00:03:07.920 --> 00:03:10.520]  我們說回Where's Wall-E
[00:03:10.520 --> 00:03:17.360]  我說這個遊戲、這本書、這幅圖畫裏面有太多東西令我們分心
[00:03:17.360 --> 00:03:18.880]  搗亂我們
[00:03:18.880 --> 00:03:20.640]  令我們找不到這個Wall-E
[00:03:21.080 --> 00:03:28.200]  對於今天在座各位一個現代香港的信徒而言
[00:03:28.200 --> 00:03:30.520]  是甚麼最擾亂我們
[00:03:30.520 --> 00:03:34.280]  是甚麼最容易令我們發現不到上帝的恩典呢
[00:03:34.280 --> 00:03:40.040]  或許其中一樣東西
[00:03:40.040 --> 00:03:41.040]  可能想到其他
[00:03:41.040 --> 00:03:44.200]  但或許其中一樣東西可能就是我們的忙碌
[00:03:44.200 --> 00:03:45.800]  或者所謂的勞碌
[00:03:45.800 --> 00:03:48.800]  總是令我們不能夠停在這裏
[00:03:48.800 --> 00:03:53.080]  總是令我們不能夠細看而且去發現那些恩典
[00:03:53.080 --> 00:03:56.320]  而當我提到勞碌這兩個字的時候
[00:03:56.320 --> 00:03:58.160]  頂梓梅、醒目的你
[00:03:58.160 --> 00:04:02.440]  知不知道《聖經》哪一本書裏面這兩個字出現得最多呢
[00:04:02.440 --> 00:04:06.520]  剛才有首詩歌都是圍繞著這本書
[00:04:06.520 --> 00:04:07.920]  是《傳道書》
[00:04:07.920 --> 00:04:09.800]  《傳道書》
[00:04:09.800 --> 00:04:13.000]  《傳道書》的作者為甚麼要寫《傳道書》呢
[00:04:13.000 --> 00:04:14.640]  你有印象
[00:04:14.640 --> 00:04:15.800]  它裏面就是說
[00:04:15.800 --> 00:04:18.400]  甚麼都是虛空、甚麼都是暴風
[00:04:18.400 --> 00:04:21.360]  為甚麼他會覺得那麼虛空、那麼暴風呢
[00:04:21.360 --> 00:04:23.520]  我想很大的程度就是
[00:04:23.520 --> 00:04:27.040]  傳道者的生命就是充滿著很多的勞碌
[00:04:27.040 --> 00:04:31.400]  或許他就是經歷著生命就是無窮盡、不斷循環的勞碌
[00:04:31.400 --> 00:04:32.960]  然後他才去質問
[00:04:32.960 --> 00:04:35.320]  到底其實一切是不是都是虛空來的
[00:04:35.320 --> 00:04:37.040]  是不是都是暴風
[00:04:37.040 --> 00:04:39.840]  暴風是捉住風的意思
[00:04:39.840 --> 00:04:42.120]  其實一切是不是都是虛空來的
[00:04:42.120 --> 00:04:44.640]  其實我就問回頭
[00:04:45.040 --> 00:04:49.840]  這不就是我們今時今日香港人、都市人的狀況
[00:04:49.840 --> 00:04:51.440]  每天重重複複
[00:04:51.440 --> 00:04:53.760]  做著很類似甚至一樣的事
[00:04:53.760 --> 00:04:55.400]  如果你上班的話
[00:04:55.400 --> 00:04:57.800]  可能你每天上班都是做著一樣的事
[00:04:57.800 --> 00:04:59.360]  你在家裏做家務
[00:04:59.360 --> 00:05:00.880]  每天都是那些家務
[00:05:00.880 --> 00:05:02.080]  你照顧那些家人
[00:05:02.080 --> 00:05:03.960]  每天你都是對著那幾個家人
[00:05:03.960 --> 00:05:05.000]  你是在讀書的
[00:05:05.000 --> 00:05:06.440]  你面對著身邊的那些關係
[00:05:06.440 --> 00:05:07.520]  其實每一天
[00:05:07.520 --> 00:05:11.320]  你會發現重重複複都是做著類似很同樣的事
[00:05:11.320 --> 00:05:16.200]  這些事情是佔據著我們生命最大部份的空間和時間
[00:05:16.200 --> 00:05:18.000]  對於不少人來說
[00:05:18.000 --> 00:05:20.160]  現代人除了睡覺
[00:05:20.160 --> 00:05:23.160]  生活其餘的時間可能就是應付著這些事情
[00:05:23.160 --> 00:05:26.120]  而就算你說我作為一個傳道人、一個牧者
[00:05:26.120 --> 00:05:29.040]  有段比較忙的時間我都是這樣的
[00:05:29.040 --> 00:05:30.840]  就是每天一早上班
[00:05:30.840 --> 00:05:31.920]  回到辦公室
[00:05:31.920 --> 00:05:33.960]  然後就應付著那些排著隊
[00:05:33.960 --> 00:05:36.440]  在to-do list要處理的事
[00:05:36.440 --> 00:05:37.520]  很多時候可能吃午飯
[00:05:37.520 --> 00:05:38.880]  剩下二十分鐘、三十分鐘
[00:05:38.880 --> 00:05:40.680]  然後吃完午飯又要繼續寫東西
[00:05:40.680 --> 00:05:41.560]  繼續開會
[00:05:41.560 --> 00:05:44.000]  繼續煉敬拜諸如此類
[00:05:44.000 --> 00:05:46.800]  到完成了辦公室的工作
[00:05:46.800 --> 00:05:47.800]  在教會的工作
[00:05:47.800 --> 00:05:49.120]  然後我要趕回家
[00:05:49.120 --> 00:05:50.680]  回到家可能洗完澡
[00:05:50.680 --> 00:05:52.680]  上床睡覺
[00:05:52.680 --> 00:05:54.480]  就是整天最忙的時候
[00:05:54.480 --> 00:05:57.800]  可能是忙到我要坐著看ig的時間都沒有
[00:05:57.800 --> 00:06:00.840]  可能普遍的香港人都是這樣
[00:06:00.840 --> 00:06:02.920]  就是每天重複著很類似
[00:06:02.920 --> 00:06:06.080]  甚至比剛才所說的更忙碌的生活
[00:06:06.080 --> 00:06:08.760]  而在這樣的生活模式
[00:06:08.760 --> 00:06:10.320]  這樣的生態裏面
[00:06:10.320 --> 00:06:12.520]  其實最終在生活裏面
[00:06:12.520 --> 00:06:14.480]  發現不到因點
[00:06:14.480 --> 00:06:16.480]  可能是一件很合理的事情
[00:06:16.480 --> 00:06:19.680]  並且可能就真的像傳道書的作者
[00:06:19.680 --> 00:06:21.040]  傳道者一樣
[00:06:21.040 --> 00:06:22.920]  都有一種一切都是虛空
[00:06:22.920 --> 00:06:24.920]  一切都是暴風的感覺
[00:06:24.920 --> 00:06:30.160]  傳道者他最後怎樣去梳理
[00:06:30.160 --> 00:06:32.200]  那個關於虛空、勞碌的問題
[00:06:32.200 --> 00:06:34.200]  今天不是在這裡說
[00:06:34.200 --> 00:06:35.840]  但是今天會看的
[00:06:35.840 --> 00:06:38.320]  是傳道者在傳道書裏面其中一段說話
[00:06:38.320 --> 00:06:40.200]  而這段說話、這段經文
[00:06:40.200 --> 00:06:42.400]  我想確實是提供了一個
[00:06:42.400 --> 00:06:45.400]  我們可以在勞碌裏面發現因點的可能性給我們
[00:06:45.400 --> 00:06:47.760]  那麼我就讀給大家聽
[00:06:47.760 --> 00:06:52.280]  經文裏面的「我是一個傳道者」
[00:06:52.280 --> 00:06:56.800]  我認識到人生在世沒有什麼比歡樂、享受更好
[00:06:56.800 --> 00:07:00.480]  人人都該吃喝、享受自己勞苦的成果
[00:07:00.480 --> 00:07:01.840]  這是上帝的恩賜
[00:07:01.840 --> 00:07:03.960]  我知道上帝所做的
[00:07:03.960 --> 00:07:06.640]  都會傳到永遠誰也不能增減
[00:07:06.640 --> 00:07:09.080]  他這樣安排是叫人敬畏他
[00:07:09.080 --> 00:07:11.880]  這是傳道書三章十二到十四節
[00:07:11.880 --> 00:07:13.880]  我今天選擇了這個
[00:07:13.880 --> 00:07:15.800]  是現代中文譯本
[00:07:15.800 --> 00:07:19.640]  我相信大家會比較容易理解到經文是在說什麼
[00:07:19.640 --> 00:07:22.880]  經文是出現在第三章
[00:07:22.880 --> 00:07:25.240]  在前面的一兩章裏面
[00:07:25.240 --> 00:07:29.400]  傳道者經過了一輪的質問、一輪的思考之後
[00:07:29.400 --> 00:07:32.440]  他在這裏說出了他自己的信念
[00:07:32.440 --> 00:07:34.360]  信念就是說
[00:07:34.360 --> 00:07:36.880]  他覺得人在世
[00:07:36.880 --> 00:07:39.600]  是應該要感到喜樂、歡樂
[00:07:39.600 --> 00:07:42.440]  而且是應該要感到能夠享受的
[00:07:42.440 --> 00:07:46.240]  人在世應該要感到歡樂、喜樂
[00:07:46.240 --> 00:07:48.800]  而且是應該能夠享受的
[00:07:48.800 --> 00:07:53.240]  我想傳道者的意思是
[00:07:53.240 --> 00:07:56.720]  無論你這一刻因為什麼原因
[00:07:56.720 --> 00:08:00.400]  你感受不到喜樂、享受也好
[00:08:00.400 --> 00:08:03.680]  但是他相信,我也是這樣相信
[00:08:03.680 --> 00:08:09.000]  生活本來也是應該能夠歡樂、能夠享受的
[00:08:09.000 --> 00:08:13.440]  然後這個傳道者就去說
[00:08:13.440 --> 00:08:17.560]  到底在哪裏人應該要能夠享受到
[00:08:17.560 --> 00:08:20.680]  在牢籠裏面的一些歡樂
[00:08:20.680 --> 00:08:23.360]  就是一些能夠享受的地方
[00:08:23.360 --> 00:08:27.800]  傳道者就說他認為是在每日的吃喝裏面
[00:08:27.800 --> 00:08:32.400]  傳道者說如果你能夠在吃喝裏面享受
[00:08:32.400 --> 00:08:34.120]  或者這樣說,不是如果
[00:08:34.120 --> 00:08:37.200]  人能夠在吃喝裏面享受
[00:08:37.200 --> 00:08:40.040]  這個就是上帝的恩典所在
[00:08:40.040 --> 00:08:44.680]  那我就問弟兄姊妹一個問題
[00:08:44.680 --> 00:08:49.040]  試問上一次你在吃喝裏面
[00:08:49.040 --> 00:08:53.320]  你感受到很滿足、很喜悅、很喜樂
[00:08:53.320 --> 00:08:54.720]  是何時呢?
[00:08:54.720 --> 00:08:56.640]  對上一次你在吃喝裏面
[00:08:56.640 --> 00:08:59.800]  你感受到很滿足、很喜悅、很喜樂
[00:08:59.800 --> 00:09:01.600]  是何時呢?
[00:09:03.400 --> 00:09:06.240]  上個星期吃放題,吃火鍋,不知道
[00:09:06.240 --> 00:09:09.480]  自助餐,生蠔柯到七彩,不是
[00:09:09.480 --> 00:09:11.520]  奧瑪卡錫,不知道
[00:09:11.520 --> 00:09:16.320]  即是你回想起,你感覺到很滿足、很喜樂
[00:09:16.320 --> 00:09:20.160]  的吃喝是在何時出現的呢?
[00:09:20.160 --> 00:09:28.040]  而當這些享受、這些喜樂出現的時候
[00:09:28.040 --> 00:09:32.880]  在那次吃喝的經驗裏面,有甚麼出現了
[00:09:32.880 --> 00:09:37.240]  有甚麼原因令你會覺得很滿足、很喜樂呢?
[00:09:37.240 --> 00:09:42.640]  又或者問你會否經常在吃喝裏面
[00:09:42.640 --> 00:09:44.640]  你覺得很滿足、很喜樂呢?
[00:09:44.640 --> 00:09:48.560]  對上一次在吃喝裏面
[00:09:48.560 --> 00:09:50.680]  你感受到很滿足、很喜悅、很喜樂
[00:09:50.680 --> 00:09:51.920]  是何時呢?
[00:09:58.120 --> 00:10:00.160]  坦白說,你應該不會反對
[00:10:00.160 --> 00:10:02.400]  在今時今日,2026年
[00:10:02.400 --> 00:10:07.000]  一個現代社會,除了那些第三世界國家
[00:10:07.000 --> 00:10:10.400]  我相信飲食、吃喝肯定已經不是
[00:10:10.400 --> 00:10:13.440]  一件人需要為它而擔憂的事情,是嗎?
[00:10:13.440 --> 00:10:16.200]  即是你想像在香港
[00:10:16.200 --> 00:10:20.760]  即使在香港有些家庭真的很窮困
[00:10:20.760 --> 00:10:25.360]  但只要他們肯去求助的話
[00:10:25.360 --> 00:10:29.520]  其實社會裏面總是有不同的公私營的援助
[00:10:29.520 --> 00:10:33.840]  是能夠幫到他們拿到最基本能夠吃得飽肚的食物
[00:10:33.840 --> 00:10:35.280]  即是食物銀行也好
[00:10:35.280 --> 00:10:38.480]  即是不同餐廳、機構會派免費飯也好
[00:10:38.480 --> 00:10:43.480]  甚至在座,我相信只要你有少許的經濟能力
[00:10:43.480 --> 00:10:45.800]  你不需要很高薪金、賺很多錢
[00:10:45.800 --> 00:10:48.000]  你有少許的經濟能力
[00:10:48.000 --> 00:10:49.760]  你要吃到所謂好的食物
[00:10:49.760 --> 00:10:51.280]  基本上已經是沒有難度了
[00:10:51.280 --> 00:10:53.080]  即是剛才說的那些
[00:10:53.080 --> 00:10:56.920]  坦白說,今時今日說的那些放題吃火鍋、自助餐
[00:10:56.920 --> 00:10:58.960]  是會比較貴
[00:10:58.960 --> 00:11:00.360]  但對於在座來說
[00:11:00.360 --> 00:11:03.800]  是否天價,是否完全負擔不住呢?不是
[00:11:03.800 --> 00:11:07.800]  甚至可能你一個月吃一兩次輕鬆,是嗎?
[00:11:07.800 --> 00:11:09.880]  可能是部份人的日常
[00:11:09.880 --> 00:11:14.160]  但同時另一個事實是
[00:11:14.160 --> 00:11:17.760]  這些在飲食上的進步、這些方便
[00:11:17.760 --> 00:11:21.280]  其實沒有怎樣幫助我們更加能夠在飲食裏面
[00:11:21.280 --> 00:11:22.560]  經歷上來的恩典
[00:11:24.040 --> 00:11:27.680]  相反,這些飲食文化、飲食的方式
[00:11:27.680 --> 00:11:30.280]  很快成為了我們現代人的一個習慣
[00:11:30.280 --> 00:11:33.080]  習以為常到對很多人來說
[00:11:33.080 --> 00:11:34.480]  一般的飲食
[00:11:34.480 --> 00:11:36.800]  即是平時如果不是吃很好的東西
[00:11:36.800 --> 00:11:38.400]  那些一般的飲食
[00:11:38.400 --> 00:11:41.040]  對那些人來說可能根本不是享受
[00:11:41.040 --> 00:11:45.120]  只是其中一個幫我們填飽肚子的工具
[00:11:48.960 --> 00:11:53.760]  上個月,馬塘青線梨木區我們去了退休
[00:11:53.760 --> 00:11:57.760]  我們去了一個本地的農莊,有些體驗
[00:11:57.760 --> 00:12:05.360]  其中有個領隊,是一個/傳道人的負責帶隊
[00:12:05.360 --> 00:12:08.440]  他帶我們透過了解香港的農耕
[00:12:08.440 --> 00:12:12.440]  土地相關的課題,去做一些信仰反思
[00:12:12.440 --> 00:12:15.560]  其中這個傳道人或這個領隊
[00:12:15.560 --> 00:12:20.920]  就為我們介紹了菜心,有沒有人沒吃過菜心呢?
[00:12:20.920 --> 00:12:24.320]  他也吃過,是吧?
[00:12:24.320 --> 00:12:29.440]  不說你不知道,原來菜心和大部份其他的葉菜
[00:12:29.440 --> 00:12:31.520]  大家知道甚麼是葉菜吧?
[00:12:31.520 --> 00:12:35.400]  不是瓜瓜,就是菜菜,就是菜菜,就是葉菜
[00:12:35.400 --> 00:12:38.240]  即是很多葉的,我們主要吃它的葉
[00:12:38.240 --> 00:12:40.280]  一般的葉菜
[00:12:40.280 --> 00:12:46.480]  本來其實都是冬天或冷的天氣下的農作物
[00:12:46.480 --> 00:12:50.080]  那麼在一般自然的情況下
[00:12:50.080 --> 00:12:52.840]  由零種到種到一棵菜心
[00:12:52.840 --> 00:12:54.840]  出來你可以收割
[00:12:54.840 --> 00:12:59.160]  大家猜一下要花多少時間
[00:12:59.160 --> 00:13:02.680]  覺得十天就可以收割的舉手
[00:13:02.680 --> 00:13:06.480]  覺得二十天可以收割的舉手
[00:13:06.480 --> 00:13:09.280]  三十天
[00:13:09.280 --> 00:13:11.000]  四十天
[00:13:11.000 --> 00:13:15.760]  那麼其他的是甚麼?種一年,種一棵菜心
[00:13:15.760 --> 00:13:19.000]  OK,在自然的情況下
[00:13:19.000 --> 00:13:21.600]  由零種到一棵菜心可以收割
[00:13:21.600 --> 00:13:27.960]  如果我記憶沒有錯,是需要四十二天,六個星期的時間
[00:13:27.960 --> 00:13:31.400]  那麼大家有去過街市,去過超市,有沒有發現
[00:13:31.400 --> 00:13:34.280]  基本上現在一年四季,不論任何季節
[00:13:34.280 --> 00:13:37.320]  你總是能夠在街市或超市找到
[00:13:37.320 --> 00:13:42.640]  根本買都買不完的菜心
[00:13:42.640 --> 00:13:46.160]  那麼這個背後是甚麼原因呢?
[00:13:46.160 --> 00:13:51.240]  很簡單,就是因為內地或其他地方的商家
[00:13:51.240 --> 00:13:54.360]  或者所謂的農夫已經能夠透過科技
[00:13:54.360 --> 00:13:58.320]  總之在一年四季裡,你都能夠無論如何風吹雨打
[00:13:58.320 --> 00:14:00.600]  你都可以種到大量的菜心
[00:14:00.600 --> 00:14:03.800]  甚至誇張到甚麼呢?
[00:14:03.800 --> 00:14:07.960]  可以做到十四天,就可以收到一棵菜心
[00:14:07.960 --> 00:14:11.240]  比起我剛才所說的自然最原始的方法
[00:14:11.240 --> 00:14:14.800]  足足短了二十八天
[00:14:14.800 --> 00:14:17.040]  不過那個領隊這樣補充
[00:14:17.040 --> 00:14:21.080]  他說雖然透過科技或化學的東西
[00:14:21.080 --> 00:14:23.600]  甚麼工具都好
[00:14:23.600 --> 00:14:28.600]  縱然那些商家可以在很短的時間裡種到很大量的菜心
[00:14:28.600 --> 00:14:32.280]  但是這些量產,我姑且叫做量產的菜心
[00:14:32.280 --> 00:14:36.120]  吃起來的味道,就是那種菜心的甜
[00:14:36.120 --> 00:14:39.920]  是遠遠比不上用那些所謂原始的方式
[00:14:39.920 --> 00:14:43.680]  最天然在農田裡實實在在種四十二天
[00:14:43.680 --> 00:14:45.120]  那些所謂的有機菜心的
[00:14:45.120 --> 00:14:47.360]  那為甚麼呢?
[00:14:47.360 --> 00:14:51.440]  就是因為那些種四十二天的所謂的本地菜
[00:14:51.440 --> 00:14:55.720]  是真是實實在在在一個冷的天氣裡
[00:14:55.720 --> 00:15:00.240]  在泥土裡逗留足了四十二天
[00:15:00.240 --> 00:15:04.160]  而就是因為這些寒冷的天氣加上足夠長的時間
[00:15:04.160 --> 00:15:07.680]  才能夠令那些菜心產生到甜度
[00:15:07.680 --> 00:15:11.000]  然後它累積到那些甜度在那棵菜裡
[00:15:11.000 --> 00:15:14.840]  而這種的甜,就是那個菜心的甜
[00:15:14.840 --> 00:15:19.960]  是那些量產的商業化的菜心根本是不能比的
[00:15:19.960 --> 00:15:23.840]  所以中國人的說話這樣說,不時不食
[00:15:23.840 --> 00:15:25.960]  是唯有按照大自然
[00:15:25.960 --> 00:15:31.360]  或者這樣說,按照上帝的規律而去出產那些食物
[00:15:31.360 --> 00:15:35.240]  才是大自然或者上帝最想我們去感受
[00:15:35.240 --> 00:15:37.400]  最想我們去體會的
[00:15:37.400 --> 00:15:41.600]  上帝原本創造的原意其實是怎樣的?
[00:15:41.600 --> 00:15:44.280]  就是按照大自然的規律
[00:15:44.280 --> 00:15:46.240]  到了甚麼時候
[00:15:46.240 --> 00:15:49.560]  然後大地就出產甚麼給人
[00:15:49.560 --> 00:15:51.880]  當時候人種到甚麼
[00:15:51.880 --> 00:15:53.560]  人就去享受甚麼
[00:15:53.560 --> 00:15:59.840]  人是透過大地去領受,去享受神的恩典
[00:15:59.840 --> 00:16:02.720]  反觀今天現代社會
[00:16:02.720 --> 00:16:04.040]  我們的生態是怎樣的?
[00:16:04.040 --> 00:16:08.000]  就是我想吃甚麼甚麼
[00:16:08.000 --> 00:16:11.720]  然後我就用科技,用不同的方法
[00:16:11.720 --> 00:16:14.200]  我就逼那個土地生產出甚麼出來
[00:16:14.200 --> 00:16:15.520]  我想吃菜心
[00:16:15.520 --> 00:16:17.640]  然後那塊地就一年四季都要出菜心
[00:16:17.640 --> 00:16:18.880]  我想吃粟米
[00:16:18.880 --> 00:16:21.760]  然後那塊地就一年四季都要出粟米,是不是?
[00:16:21.760 --> 00:16:23.640]  某程度上是人操控了大自然
[00:16:23.640 --> 00:16:25.320]  操控了世界,要大自然
[00:16:25.320 --> 00:16:28.200]  要這個世界按照我們的節奏,按照我們的喜好
[00:16:28.200 --> 00:16:32.480]  來運作,來配合我們的追求,我們的效率
[00:16:32.480 --> 00:16:37.440]  但Ling姐妹,你不要以為這只是農夫、商家的問題
[00:16:37.440 --> 00:16:39.440]  作為一般的消費者
[00:16:39.440 --> 00:16:41.000]  我肯定在在有的
[00:16:41.000 --> 00:16:44.080]  在夏天,我要吃火鍋,是不是?
[00:16:44.080 --> 00:16:48.200]  在亞洲地區,我要吃歐洲國家出的水果
[00:16:48.200 --> 00:16:51.640]  在香港,我要吃美國牛
[00:16:51.640 --> 00:16:55.080]  其實全部都是自我們的慾望、我們的效率
[00:16:55.080 --> 00:16:58.480]  我們想要的東西為所有東西的優先
[00:16:58.480 --> 00:17:05.760]  但的確,有部份人真的可能身處另一種極端
[00:17:05.760 --> 00:17:07.320]  剛才也提過
[00:17:07.320 --> 00:17:11.920]  有一班人真的完全不理會他買甚麼食物入口
[00:17:11.920 --> 00:17:13.680]  所謂的垃圾口
[00:17:13.680 --> 00:17:16.000]  完全不知不理自己在吃甚麼
[00:17:16.000 --> 00:17:18.200]  對這些人來說
[00:17:18.200 --> 00:17:21.880]  吃削減根本沒有享受這個向度在內
[00:17:21.880 --> 00:17:25.360]  吃削減基本上只是填肚的例行公事
[00:17:25.360 --> 00:17:29.240]  我不吃東西會死,所以我要吃東西,是不是?
[00:17:29.240 --> 00:17:34.480]  這班人一心想著要吸取我需要的營養
[00:17:34.480 --> 00:17:36.040]  我需要的營養,我不死了
[00:17:36.040 --> 00:17:38.600]  或者我做健身,我足夠的蛋白質了
[00:17:38.600 --> 00:17:40.280]  完成了吃削減
[00:17:40.280 --> 00:17:43.600]  然後我就要完成我想去完成的事
[00:17:43.600 --> 00:17:45.760]  但Ling姐妹,其實這樣說起來
[00:17:45.760 --> 00:17:49.520]  我們都是為了自己的追求而忽略了吃削減
[00:17:49.520 --> 00:17:52.800]  無論以上哪一種狀況也好,哪一種情況也好
[00:17:52.800 --> 00:17:57.600]  或許我們都是想透過我們去掌控我們的吃削減
[00:17:57.600 --> 00:18:00.040]  取代了上帝掌管天地的位置
[00:18:00.040 --> 00:18:04.200]  以致我們其實失去了經歷上帝恩典的可能
[00:18:04.200 --> 00:18:12.720]  回到經文,剛才說傳道者認為恩典在哪裡
[00:18:14.560 --> 00:18:18.480]  傳道者認為恩典正正就在每一天
[00:18:18.480 --> 00:18:22.360]  我們都必定經歷的吃削減裡面
[00:18:22.360 --> 00:18:26.040]  很明顯對於傳道者來說,肯定的
[00:18:26.040 --> 00:18:28.680]  吃削減不只是為了填肚
[00:18:28.680 --> 00:18:31.400]  不是你開車去入油,不是你電話充電
[00:18:31.400 --> 00:18:34.040]  不是補充燃料,例行公事
[00:18:34.040 --> 00:18:37.800]  熟悉一點去說,每次的吃削減
[00:18:37.800 --> 00:18:41.040]  都是我們來到上帝的飯桌面前
[00:18:41.040 --> 00:18:45.360]  去領受上帝為我們預備
[00:18:45.360 --> 00:18:48.920]  並且對於傳道者來說,其實每次的吃削減
[00:18:48.920 --> 00:18:53.960]  都是人來享受自己勞碌所得的成果
[00:18:53.960 --> 00:18:58.200]  不論桌上的是不是很昂貴、很珍貴
[00:18:58.200 --> 00:19:02.200]  特別由哪個廚師煮出來的食物
[00:19:02.200 --> 00:19:04.800]  無論是否這樣,他們都是上帝
[00:19:04.800 --> 00:19:10.360]  使我們透過勞碌而換取回來的
[00:19:10.360 --> 00:19:15.920]  而傳道者這樣說,我們如果能夠這樣享受所得的時候
[00:19:15.920 --> 00:19:17.920]  就是上帝的恩典
[00:19:17.920 --> 00:19:26.360]  所以今天不是說,從此以後不要吃你想吃的東西
[00:19:26.360 --> 00:19:31.640]  也不是說,今天開始你去務農、耕田
[00:19:31.640 --> 00:19:36.120]  也不是說,從此以後只吃種了42天的菜心
[00:19:36.120 --> 00:19:40.080]  事實上你找也找不到,想找也不容易
[00:19:40.080 --> 00:19:42.080]  但我是這樣相信的
[00:19:42.080 --> 00:19:47.560]  無論如何,今天在我們眼前
[00:19:47.560 --> 00:19:52.680]  出現在我們面前,我們能夠得到的每一種食物
[00:19:52.680 --> 00:19:55.680]  它們都仍然是上帝所創造的
[00:19:55.680 --> 00:20:01.880]  無論它是否有機種植也好,是否經歷過基因改造也好
[00:20:01.880 --> 00:20:04.880]  而基於這件事,我的想法是
