
[00:00:00.000 --> 00:00:07.600]  我們今天繼續要在神的話語裏面一起去看一件事
[00:04:34.640 --> 00:04:36.640]  這個這麼豪大的工程
[00:04:36.640 --> 00:04:39.760]  於是最後政府願意額外的
[00:04:39.760 --> 00:04:42.240]  再繼續的去支援
[00:04:42.240 --> 00:04:45.440]  令到在1964年的時候
[00:04:45.440 --> 00:04:48.640]  這條新幹線就興起了
[00:04:48.640 --> 00:04:51.920]  為很多人帶來重新一個
[00:04:51.920 --> 00:04:53.920]  即是進入新時代
[00:04:53.920 --> 00:04:59.520]  我想說我們今天要看重的是經物
[00:04:59.520 --> 00:05:02.880]  任何地上的人物
[00:05:02.880 --> 00:05:04.880]  都會過去
[00:05:04.880 --> 00:05:08.880]  但是在一個不同的年代
[00:05:08.880 --> 00:05:10.880]  有不同感動的人
[00:05:10.880 --> 00:05:14.320]  他都會尚且在他的崗位裏面
[00:05:14.320 --> 00:05:17.200]  去找相同志向的人走在一起
[00:05:17.200 --> 00:05:20.960]  然後去做他認為應該做的事
[00:05:20.960 --> 00:05:23.440]  今天我想坐在這裏
[00:05:23.440 --> 00:05:25.440]  每一個弟兄姊妹
[00:05:25.440 --> 00:05:27.440]  我們都有一些相同的特質
[00:05:27.440 --> 00:05:29.440]  屬神的人
[00:05:29.440 --> 00:05:33.440]  渴望在這個世界裏面
[00:05:33.440 --> 00:05:35.440]  或者在這個時代裏面
[00:05:35.440 --> 00:05:38.400]  找到你自己應該要做的那一份
[00:05:38.400 --> 00:05:41.840]  讓我們都藉著今天的經文
[00:05:41.840 --> 00:05:45.760]  帶我們要超越不單止是這個十何信義
[00:05:45.760 --> 00:05:47.760]  能夠做的更多
[00:05:47.760 --> 00:05:51.280]  特別我想這幾年無論疫情之後
[00:05:51.280 --> 00:05:53.280]  所有事情都復常
[00:05:53.280 --> 00:05:57.520]  年好快,打風也好,這個大暴雨也好
[00:05:57.520 --> 00:05:59.520]  復常是可以很快
[00:05:59.520 --> 00:06:02.560]  不過心裏面你要組建
[00:06:02.560 --> 00:06:04.560]  是很難的
[00:06:04.560 --> 00:06:08.320]  很需要有不一樣的眼光
[00:06:08.320 --> 00:06:11.120]  才能夠令到你持之以恆
[00:06:11.120 --> 00:06:13.680]  我們今天都很盼望一起看
[00:06:13.680 --> 00:06:16.880]  所以先跟大家讀以色列記第六章
[00:06:16.880 --> 00:06:21.360]  由我嘗試一下用講故事的形式
[00:06:21.360 --> 00:06:22.880]  去告訴大家
[00:06:22.880 --> 00:06:25.840]  神的話語在哪些字眼裏面
[00:06:25.840 --> 00:06:27.440]  和你擦身而過
[00:06:27.440 --> 00:06:28.720]  讓你有感動
[00:06:28.720 --> 00:06:30.720]  你嘗試問神
[00:06:30.720 --> 00:06:33.920]  神這幾個字是不是你今天要送給我
[00:06:33.920 --> 00:06:36.480]  鼓勵我,挑戰我,激勵我的東西
[00:06:36.480 --> 00:06:38.480]  我們由十三節開始
[00:06:38.480 --> 00:06:42.960]  於是河西的總督達賴和士他波斯賴
[00:06:42.960 --> 00:06:44.560]  以及他的同僚
[00:06:44.560 --> 00:06:48.240]  就急速遵行大劉氏王頒下的命令
[00:06:48.240 --> 00:06:50.960]  猶太人的長老就因為哈蓋先知
[00:06:50.960 --> 00:06:54.240]  和易多的孫子撒加利亞所講的預言
[00:06:54.240 --> 00:06:57.040]  就建造這個殿凡事順利
[00:06:57.040 --> 00:06:59.600]  他們遵照以色列神的命令
[00:06:59.600 --> 00:07:05.360]  和波斯王居魯士、大劉氏、阿達舍西三個王的預旨
[00:07:05.360 --> 00:07:07.120]  就建造完畢
[00:07:07.120 --> 00:07:09.280]  大約在大劉氏王的第六年
[00:07:09.280 --> 00:07:12.640]  即是阿達月初三這個殿完工
[00:07:12.640 --> 00:07:16.000]  以色列人、祭司、利美人
[00:07:16.000 --> 00:07:18.000]  以及那些秘魯歸回的人
[00:07:18.000 --> 00:07:21.760]  都歡歡喜喜為神這個殿行了一個奉獻禮
[00:07:21.760 --> 00:07:26.720]  他們為這個奉獻禮獻上的有一百頭公牛
[00:07:26.720 --> 00:07:29.280]  還有二百隻公綿羊
[00:07:29.280 --> 00:07:30.800]  四百隻小綿羊
[00:07:30.800 --> 00:07:32.720]  又照著以色列支派
[00:07:32.720 --> 00:07:34.560]  十二個支派
[00:07:34.560 --> 00:07:37.120]  就獻了十二隻公山羊
[00:07:37.120 --> 00:07:40.160]  作為以色列眾人的贖罪祭
[00:07:40.160 --> 00:07:42.160]  他們還派了祭司
[00:07:42.160 --> 00:07:43.440]  按著班次
[00:07:43.440 --> 00:07:45.280]  利美人又按著班次
[00:07:45.280 --> 00:07:48.080]  回到耶路撒冷那裡去侍奉神
[00:07:48.080 --> 00:07:54.160]  正如用的就是當年摩西律法書寫的那些規條
[00:07:54.160 --> 00:07:56.400]  去到正月十四日
[00:07:56.400 --> 00:07:59.760]  秘魯歸回的人都一起守這個逾越節
[00:07:59.760 --> 00:08:02.800]  祭司和利美人首先一同自劫
[00:08:02.800 --> 00:08:05.040]  也都帶動全部人結正了
[00:08:05.040 --> 00:08:07.920]  利美人就為秘魯歸回的眾人
[00:08:07.920 --> 00:08:10.800]  並且他們的眾兄弟祭司
[00:08:10.800 --> 00:08:15.280]  和自己都宰了逾越節的羔羊
[00:08:15.280 --> 00:08:17.840]  從秘魯歸回的所有以色列人
[00:08:17.840 --> 00:08:20.080]  和歸附他們的那些愛邦人
[00:08:20.080 --> 00:08:21.680]  都除掉了烏衛
[00:08:21.680 --> 00:08:24.080]  尋求耶和華以色列神的人
[00:08:24.080 --> 00:08:27.040]  都一起去吃那些羔羊
[00:08:27.040 --> 00:08:31.440]  他們很歡喜的守了除孝節七日
[00:08:31.440 --> 00:08:34.400]  因為是耶和華使得他們都歡喜的
[00:08:34.400 --> 00:08:37.920]  耶和華又使得亞述王的心轉向他們
[00:08:37.920 --> 00:08:40.320]  兼顧他們的手去做神
[00:08:40.320 --> 00:08:42.880]  以色列神殿的工作
[00:08:42.880 --> 00:08:45.520]  其實在這一段的經文裏面
[00:08:45.520 --> 00:08:47.520]  我們首先要看
[00:08:47.520 --> 00:08:51.440]  猶太人在第二聖殿的時候
[00:08:51.440 --> 00:08:53.760]  他們要重建這個第二聖殿
[00:08:53.760 --> 00:08:57.120]  其實聖經都有幾卷書有提到
[00:08:57.120 --> 00:08:59.920]  哈蓋書、撒加利亞書
[00:08:59.920 --> 00:09:02.400]  我們今天看的以斯拉記
[00:09:02.400 --> 00:09:04.320]  還有尼希米記
[00:09:04.320 --> 00:09:07.040]  其實四卷都在不同的角度
[00:09:07.040 --> 00:09:09.040]  去說相同的一件事
[00:09:09.040 --> 00:09:12.640]  就正如你昨天在新聞裏面一樣
[00:09:12.640 --> 00:09:17.360]  在這個暴雨、黑雨的時候
[00:09:17.360 --> 00:09:22.240]  不同的影射在旺角看也好
[00:09:22.240 --> 00:09:23.600]  在柴灣看也好
[00:09:23.600 --> 00:09:24.800]  在新界看也好
[00:09:24.800 --> 00:09:27.760]  不同的角度去立體的看
[00:09:27.760 --> 00:09:30.240]  究竟這場暴雨對整個香港
[00:09:30.240 --> 00:09:34.560]  甚至華南沿岸帶來什麼影響
[00:09:34.560 --> 00:09:37.120]  而當時以斯拉文士
[00:09:37.120 --> 00:09:39.440]  他就站在他的角度
[00:09:39.440 --> 00:09:42.080]  去說當年的背景
[00:09:42.080 --> 00:09:44.560]  是從感動開始的
[00:09:44.560 --> 00:09:46.880]  我們知道聖經裏面說
[00:09:46.880 --> 00:09:48.400]  在主前六百年
[00:09:48.400 --> 00:09:51.680]  上帝似乎在懲罰以色列人
[00:09:51.680 --> 00:09:55.360]  將他們交到外邦人的手裏
[00:09:55.360 --> 00:09:58.400]  叫他們全部秘魯去巴比倫
[00:09:58.400 --> 00:10:00.640]  但其實神一直都同在
[00:10:00.640 --> 00:10:02.240]  因為在七十年之後
[00:10:02.240 --> 00:10:05.920]  他感動了當時的外邦王
[00:10:05.920 --> 00:10:08.240]  就是波斯的古列王
[00:10:08.240 --> 00:10:10.720]  批准他們回到老鄉
[00:10:10.720 --> 00:10:14.000]  去建這個爛熔融的聖殿
[00:10:14.000 --> 00:10:16.960]  而當時回去的一群猶太人
[00:10:16.960 --> 00:10:19.120]  他們不單只是建這個殼
[00:10:19.120 --> 00:10:20.480]  更加重要的是
[00:10:20.480 --> 00:10:23.600]  找回自己是以色列人的血脈
[00:10:23.600 --> 00:10:27.200]  他們秘魯了一段很長的時間
[00:10:27.200 --> 00:10:31.520]  當有機會下了一個預旨
[00:10:31.520 --> 00:10:35.440]  可以重新將自己國家爛熔融的聖殿
[00:10:35.440 --> 00:10:36.400]  重新建的時候
[00:10:36.400 --> 00:10:40.000]  有一批人說我肯出來
[00:10:40.000 --> 00:10:41.520]  我肯出來
[00:10:41.520 --> 00:10:44.320]  承認自己是以色列人的身份
[00:10:44.320 --> 00:10:47.520]  不再寄居在巴比倫的地方
[00:10:47.520 --> 00:10:48.800]  我回去
[00:10:48.800 --> 00:10:53.440]  我回去為我自己的老鄉做一些事情
[00:10:53.440 --> 00:10:57.680]  今天我們就在這裡繼續看
[00:10:57.680 --> 00:11:01.200]  究竟過去說了一段時間
[00:11:01.200 --> 00:11:03.120]  由以色列的第一章
[00:11:03.120 --> 00:11:05.520]  說到對上第五章也好
[00:11:05.520 --> 00:11:07.280]  其實他們的熱情
[00:11:07.280 --> 00:11:09.440]  不是一個人想去做事
[00:11:09.440 --> 00:11:10.960]  感動了一群人
[00:11:10.960 --> 00:11:13.520]  他們是一起有相同的目標
[00:11:13.520 --> 00:11:16.880]  不過在回去的三十年間
[00:11:16.880 --> 00:11:19.600]  他們在這個第二聖殿
[00:11:19.600 --> 00:11:21.760]  是拖拖拉拉
[00:11:21.760 --> 00:11:23.120]  為什麼?
[00:11:23.120 --> 00:11:24.320]  第四章就說
[00:11:24.320 --> 00:11:26.320]  因為人為
[00:11:26.320 --> 00:11:31.120]  人最怕聽到一些嘰哩咕嚕的聲音
[00:11:31.120 --> 00:11:33.120]  當時在第四章
[00:11:33.120 --> 00:11:34.480]  回到耶路撒冷
[00:11:34.480 --> 00:11:35.680]  有些外邦人說
[00:11:35.680 --> 00:11:38.400]  我們有來幫忙建聖殿
[00:11:38.400 --> 00:11:39.840]  但是以色列人說
[00:11:39.840 --> 00:11:41.520]  我們自己專注做
[00:11:41.520 --> 00:11:42.720]  建耶和華的聖殿
[00:11:42.720 --> 00:11:44.080]  我們做得了
[00:11:44.080 --> 00:11:45.760]  我想當時沒有猜測
[00:11:45.760 --> 00:11:49.520]  他們是敵人還是盟約的朋友
[00:11:49.520 --> 00:11:50.800]  只是知道不用了
[00:11:50.800 --> 00:11:52.480]  我們自己做的時候
[00:11:52.480 --> 00:11:53.840]  第四章十二節
[00:11:53.840 --> 00:11:55.360]  說了一句
[00:11:55.360 --> 00:11:58.480]  很令人看回的時候
[00:11:58.480 --> 00:12:02.400]  就知道原來那幫說要幫忙在耶路撒冷
[00:12:02.400 --> 00:12:04.960]  不如建聖殿的外邦人
[00:12:04.960 --> 00:12:08.000]  原來他們都是敵人
[00:12:08.000 --> 00:12:10.480]  因為當時他們有轉過頭
[00:12:10.480 --> 00:12:12.800]  就走去跟博士王說
[00:12:12.800 --> 00:12:15.680]  你因著他們建好聖殿的時候
[00:12:15.680 --> 00:12:20.160]  背叛你不交稅
[00:12:20.160 --> 00:12:22.160]  因此人的聲音
[00:12:22.160 --> 00:12:24.160]  有時你以為開了綠燈
[00:12:24.160 --> 00:12:27.280]  我們都是慶賀回去服侍
[00:12:27.280 --> 00:12:29.520]  但原來有不同的聲音
[00:12:29.520 --> 00:12:31.520]  是會搞動我們裏面
[00:12:31.520 --> 00:12:33.840]  去到第五章
[00:12:33.840 --> 00:12:37.840]  內患其實是自己和自己的鬥爭
[00:12:37.840 --> 00:12:42.160]  有少少拖拖拉拉了二十多年
[00:12:42.160 --> 00:12:44.720]  應該要做的事又不是沒有做到
[00:12:44.720 --> 00:12:47.760]  不過聖殿建完之後要怎樣做
[00:12:47.760 --> 00:12:50.320]  似乎他們一直都未拍板
[00:12:50.320 --> 00:12:54.320]  神就叫哈蓋
[00:12:54.320 --> 00:12:57.760]  神就叫撒加利亞出來說話
[00:12:57.760 --> 00:12:59.760]  神的說話一說
[00:12:59.760 --> 00:13:06.160]  那裏面有很多的以色列人願意重申
[00:13:06.160 --> 00:13:10.560]  我就將立此之未完成的聖殿
[00:13:10.560 --> 00:13:14.000]  我們在四年裏面就建好了
[00:13:14.000 --> 00:13:17.920]  這個就是過去我們一起看以色列
[00:13:17.920 --> 00:13:20.480]  或者放回現代人裏面
[00:13:20.480 --> 00:13:24.640]  給你有很多似曾相識的感覺
[00:13:24.640 --> 00:13:28.160]  是很多熱情的事拖拖拉拉
[00:13:28.160 --> 00:13:31.520]  走到那一步明知應該要做下去
[00:13:31.520 --> 00:13:34.560]  但就是差一點的力量
[00:13:34.560 --> 00:13:36.560]  今天我們要走出來
[00:13:36.560 --> 00:13:40.080]  因為我們不應該停留在四至五章
[00:13:40.080 --> 00:13:43.760]  那裏只不過是一個小段的核心
[00:13:43.760 --> 00:13:45.360]  我們要看的就是
[00:13:45.360 --> 00:13:47.360]  《道尼禄章》十三節開始
[00:13:47.360 --> 00:13:49.920]  峰迴路轉在一個描述裏面
[00:13:49.920 --> 00:13:53.600]  要帶人看神在啟動
[00:13:53.600 --> 00:13:55.600]  人也需要去配合
[00:13:55.600 --> 00:13:57.600]  大家是互動的
[00:13:57.600 --> 00:14:01.600]  我們先看神究竟啟動了什麼
[00:14:01.600 --> 00:14:04.240]  神一直都在他們當中
[00:14:04.240 --> 00:14:07.200]  尤其是我們在十三至十五節
[00:14:07.200 --> 00:14:09.200]  我們去讀的時候
[00:14:09.200 --> 00:14:13.040]  你發現那段其實是一個歷史的回顧
[00:14:13.040 --> 00:14:15.920]  除了第十四節說耶和華神之外
[00:14:15.920 --> 00:14:19.600]  有三個好像很重要的王記錄在這裏
[00:14:19.600 --> 00:14:21.600]  波斯王居魯士
[00:14:21.600 --> 00:14:23.600]  大流士王
[00:14:23.600 --> 00:14:26.160]  即是舊日本的大利烏王
[00:14:26.160 --> 00:14:29.040]  還有一個叫阿達薩西王
[00:14:29.040 --> 00:14:32.400]  難道他們三個就是當時的年代
[00:14:32.400 --> 00:14:35.440]  波西唯一掌權的人
[00:14:35.440 --> 00:14:39.680]  他們都不是效忠耶和華的
[00:14:39.920 --> 00:14:44.080]  只不過當時波斯他們很習慣
[00:14:44.080 --> 00:14:46.080]  用一種懷柔的政策
[00:14:46.080 --> 00:14:50.000]  他們說我會批錢、批人力、物力
[00:14:50.000 --> 00:14:52.800]  讓你們自己人管理自己人
[00:14:52.800 --> 00:14:56.720]  當時那三個王其實都很厲害
[00:14:56.720 --> 00:15:00.960]  他們不僅僅是要猶太這些地方
[00:15:00.960 --> 00:15:04.960]  甚至他們想把版圖擴展到希臘
[00:15:04.960 --> 00:15:07.520]  他們想的是更遠的事
[00:15:07.520 --> 00:15:11.120]  所以我們先在這一段裏面要看
[00:15:11.120 --> 00:15:14.640]  不是這三個王因為效忠了耶和華
[00:15:14.640 --> 00:15:20.080]  而是聖經的作者刻意將這三位強大的王
[00:15:20.080 --> 00:15:23.920]  放在一起就是要說內容
[00:15:23.920 --> 00:15:26.880]  不是要說歷史的次序
[00:15:26.880 --> 00:15:29.760]  只有這三個的王帝
[00:15:29.760 --> 00:15:35.360]  我們會看到聖經的作者很想說
[00:15:35.360 --> 00:15:39.280]  有一位更權能的就是耶和華的神
[00:15:39.280 --> 00:15:42.800]  在啟動推動整個歷史
[00:15:42.800 --> 00:15:45.600]  特別我們用一個表去看一下
[00:15:45.600 --> 00:15:48.000]  有兩組的
[00:15:48.000 --> 00:15:51.520]  一組就是在位的國王
[00:15:51.520 --> 00:15:53.760]  然後下面有官員
[00:15:53.760 --> 00:15:57.360]  另一組就是神的僕人那些先知
[00:15:57.360 --> 00:16:00.400]  然後能夠推動的就是領袖
[00:16:00.400 --> 00:16:02.800]  我們稍後會繼續看
[00:16:03.360 --> 00:16:04.880]  我們會在這裏看
[00:16:04.880 --> 00:16:07.280]  上帝在裏面在做什麼
[00:16:07.280 --> 00:16:10.080]  神是能夠叫地上那些
[00:16:10.080 --> 00:16:13.200]  拿著權勢的人要放手
[00:16:13.200 --> 00:16:18.000]  同時也要叫天上只有神能夠感動人的恩賢
[00:16:18.000 --> 00:16:20.640]  下放下來讓人聽得明白
[00:16:20.640 --> 00:16:23.280]  神的心想我們走到哪裏
[00:16:23.280 --> 00:16:25.280]  有什麼要留意
[00:16:25.280 --> 00:16:27.040]  在這裏面
[00:16:27.040 --> 00:16:30.000]  首先我想看一些關鍵的字
[00:16:30.000 --> 00:16:33.040]  十三節急速進行
[00:16:33.040 --> 00:16:35.360]  其實看這四個字的時候
[00:16:35.360 --> 00:16:38.160]  你想一下我們剛才讀的經文
[00:16:38.160 --> 00:16:40.160]  在這個描述裏面
[00:16:40.160 --> 00:16:43.920]  說那幾個的總督也好
[00:16:43.920 --> 00:16:45.200]  有名字也好
[00:16:45.200 --> 00:16:48.080]  沒有名字的那些同僚也好
[00:16:48.080 --> 00:16:53.200]  其實他們收到命令的時候就急速進行
[00:16:53.200 --> 00:16:55.200]  你以為這麼容易嗎
[00:16:56.160 --> 00:17:01.040]  永遠在工作的世界裏面
[00:17:01.040 --> 00:17:03.520]  上面可能說了算的人
[00:17:03.520 --> 00:17:05.040]  他有一個想法
[00:17:05.040 --> 00:17:07.040]  下來下面的人
[00:17:07.040 --> 00:17:10.640]  他是不是願意花氣力去跟從
[00:17:10.640 --> 00:17:13.760]  第一要看上面那位拿著權的
[00:17:13.760 --> 00:17:15.760]  是不是很有能力要忌他
[00:17:15.760 --> 00:17:17.760]  或者要很服從他
[00:17:17.760 --> 00:17:19.760]  但是我們會看到
[00:17:19.760 --> 00:17:22.000]  讀到那些名字那些總督
[00:17:22.000 --> 00:17:24.960]  原來在對上一章仍然是
[00:17:24.960 --> 00:17:26.960]  你們這些人在建聖殿
[00:17:26.960 --> 00:17:29.600]  我也在想你們有沒有命令的
[00:17:29.600 --> 00:17:31.600]  你們是誰批准的
[00:17:31.600 --> 00:17:33.600]  但是來到這裏
[00:17:33.600 --> 00:17:37.600]  就說原來因為神的推動
[00:17:37.600 --> 00:17:42.560]  讓波斯的皇帝也願意去下這個預旨
[00:17:42.560 --> 00:17:45.440]  人就要快快的跟著工作
[00:17:45.440 --> 00:17:48.960]  背後你想一下
[00:17:48.960 --> 00:17:52.480]  恢復這些被老歸回的人
[00:17:52.480 --> 00:17:54.480]  他們的民族意識
[00:17:54.480 --> 00:17:57.520]  其實可以是很危險的一件事
[00:17:57.520 --> 00:18:00.240]  但是神就在那個年代
[00:18:00.240 --> 00:18:04.480]  要藉著波斯走這些懷柔政策
[00:18:04.480 --> 00:18:07.760]  讓以色列人能夠恢復的
[00:18:07.760 --> 00:18:10.160]  不單止是敬拜的地方
[00:18:10.160 --> 00:18:12.160]  是屬神子民
[00:18:12.160 --> 00:18:15.120]  敬拜神的那個身份
[00:18:15.120 --> 00:18:18.720]  而且在十四節又說到
[00:18:18.720 --> 00:18:21.680]  神的恩賢要下來的時候
[00:18:21.680 --> 00:18:25.440]  不是那一代人從來都沒有人比他們大
[00:18:25.440 --> 00:18:29.760]  一代一代其實以色列人都有他的領袖
[00:18:29.760 --> 00:18:31.760]  但是走到那一代
[00:18:31.760 --> 00:18:34.960]  就用了哈該、撒加利亞
[00:18:34.960 --> 00:18:36.960]  要領受到神的話
[00:18:36.960 --> 00:18:40.640]  然後人是因為聽到神的話
[00:18:40.640 --> 00:18:42.640]  而不是領袖的話
[00:18:42.640 --> 00:18:48.080]  他們就起來去建造拖延了二十多年的工程
[00:18:50.400 --> 00:18:53.680]  當先知要說這些話
[00:18:53.680 --> 00:18:55.680]  其實難不難啊?
[00:18:55.680 --> 00:18:59.360]  如果那個是一位大先知
[00:18:59.360 --> 00:19:01.360]  可能容易一點
[00:19:01.360 --> 00:19:03.360]  哈該、撒加利亞
[00:19:03.360 --> 00:19:05.360]  我想在那個群體裏面
[00:19:05.360 --> 00:19:08.160]  他們所寫的說話
[00:19:08.160 --> 00:19:10.400]  領受了要說下來的
[00:19:10.400 --> 00:19:13.920]  其實都有他們要面對困難的
[00:19:13.920 --> 00:19:17.840]  因為那班人已經拖拖拉拉了
[00:19:17.840 --> 00:19:22.000]  回去之後其實回復一個自己的節奏
[00:19:22.000 --> 00:19:26.400]  不是再看這件事是最重要
[00:19:26.400 --> 00:19:29.760]  要將人的優先次序
[00:19:29.760 --> 00:19:32.560]  你要明明白白指出來
[00:19:32.560 --> 00:19:34.560]  其實我們對著子女
[00:19:34.560 --> 00:19:36.560]  或者你在小組裏面
[00:19:36.560 --> 00:19:38.800]  對著你自己的弟妹
[00:19:38.800 --> 00:19:40.640]  都難啊
[00:19:40.640 --> 00:19:42.640]  先知還要不是說一個半個
[00:19:42.640 --> 00:19:44.640]  是整個民族啊
[00:19:45.280 --> 00:19:47.680]  不過神就是在歷史裏面
[00:19:47.680 --> 00:19:50.960]  透過這一段好像是描述的經文
[00:19:50.960 --> 00:19:53.440]  就要說他們願意
[00:19:53.440 --> 00:19:55.760]  他們願意遵照的時候
[00:19:55.760 --> 00:19:57.760]  就凡事順利
[00:19:57.760 --> 00:19:59.760]  凡事順利
[00:19:59.760 --> 00:20:01.760]  我們會說凡事順利
[00:20:01.760 --> 00:20:03.760]  是不是不會遇到困難啊
