
[00:00:00.000 --> 00:00:05.400]  各位小叻園堂的弟兄姊妹平安
[00:01:41.400 --> 00:01:47.400]  我也稱它為一個講道系列
[00:01:47.400 --> 00:01:52.400]  其實這個意念是來自這兩本靈修神學的著作
[00:01:52.400 --> 00:01:55.400]  其中一本是「21世紀天國悼論」
[00:01:55.400 --> 00:02:01.400]  原書名是「神聖的約定」
[00:02:01.400 --> 00:02:06.400]  是一位靈修神學的目者的著作
[00:02:06.400 --> 00:02:12.400]  另一本是靈修神學的另一本著作
[00:02:12.400 --> 00:02:17.400]  這兩本書一直看和備課
[00:02:17.400 --> 00:02:19.400]  都覺得很有意思
[00:02:19.400 --> 00:02:23.400]  這也是讓我在主統文中重新思考的
[00:02:23.400 --> 00:02:32.400]  主統文與我們一個群體的屬靈生命的關係
[00:02:32.400 --> 00:02:36.400]  這個主題「禱告相愛的群體」
[00:02:36.400 --> 00:02:38.400]  這個名字也很漂亮
[00:02:38.400 --> 00:02:41.400]  這個名字其實不是我自己改的
[00:02:41.400 --> 00:02:45.400]  這個名字其實是來自「21世紀天國悼論」這本書
[00:02:45.400 --> 00:02:48.400]  其中一課的主題
[00:02:48.400 --> 00:02:53.400]  這個主題其實是很深刻地吸引了我
[00:02:53.400 --> 00:02:54.400]  為什麼呢?
[00:02:54.400 --> 00:02:57.400]  因為我們很多時候都會說「彼此相愛」
[00:02:57.400 --> 00:02:59.400]  「彼此相愛的群體」
[00:02:59.400 --> 00:03:02.400]  當我們說「彼此相愛」的時候
[00:03:02.400 --> 00:03:04.400]  是很溫暖的
[00:03:04.400 --> 00:03:09.400]  不過好像停留在一個很封閉的關係裡
[00:03:09.400 --> 00:03:13.400]  又或者我們也會說我們是一個「禱告的群體」
[00:03:13.400 --> 00:03:16.400]  但是好像是屬靈一點的
[00:03:16.400 --> 00:03:19.400]  不過好像有些抽離
[00:03:19.400 --> 00:03:23.400]  所以當這個名稱在眼前出現的時候
[00:03:23.400 --> 00:03:26.400]  「禱告相愛的群體」
[00:03:26.400 --> 00:03:28.400]  我就覺得很棒
[00:03:28.400 --> 00:03:30.400]  一個很漂亮的圖畫
[00:03:30.400 --> 00:03:32.400]  一個更加立體
[00:03:32.400 --> 00:03:38.400]  一個更加像一個很圓滿的景象
[00:03:38.400 --> 00:03:45.400]  就是我們這個屬靈群體的氛圍
[00:03:45.400 --> 00:03:51.400]  這個屬靈氛圍是一個很成熟的景象
[00:03:51.400 --> 00:03:53.400]  神的臨在
[00:03:53.400 --> 00:03:54.400]  在我們當中
[00:03:54.400 --> 00:03:56.400]  神和人之間
[00:03:56.400 --> 00:03:58.400]  人和人之間的互動
[00:03:58.400 --> 00:04:01.400]  一直被神塑造
[00:04:01.400 --> 00:04:05.400]  活出天國生命的圖畫
[00:04:05.400 --> 00:04:09.400]  所以在這個系列
[00:04:09.400 --> 00:04:11.400]  或者這兩篇信息裡
[00:04:11.400 --> 00:04:14.400]  很想一起來看《主禱文》
[00:04:14.400 --> 00:04:18.400]  《主禱文》就是耶穌教導一個群體
[00:04:18.400 --> 00:04:21.400]  禱告一個禱文
[00:04:21.400 --> 00:04:23.400]  平時我們去聽道的時候
[00:04:23.400 --> 00:04:25.400]  可能我們多一點都會
[00:04:25.400 --> 00:04:26.400]  聽完編道
[00:04:26.400 --> 00:04:28.400]  我們應該怎麼做
[00:04:28.400 --> 00:04:30.400]  或者怎麼實踐那個信息
[00:04:30.400 --> 00:04:32.400]  今天我也很想我們
[00:04:32.400 --> 00:04:35.400]  繼續延續今天主席帶領我們
[00:04:35.400 --> 00:04:37.400]  多一點去聆聽
[00:04:37.400 --> 00:04:40.400]  給我們多一點空間去聆聽
[00:04:40.400 --> 00:04:43.400]  從我們關心我們
[00:04:43.400 --> 00:04:44.400]  怎麼去禱告
[00:04:44.400 --> 00:04:46.400]  怎麼去相愛
[00:04:46.400 --> 00:04:48.400]  或許在信息裡
[00:04:48.400 --> 00:04:51.400]  未必直接告訴你如何去做
[00:04:51.400 --> 00:04:54.400]  但我們很想一同去聆聽
[00:04:54.400 --> 00:05:00.400]  我們要被塑造成為一個怎樣的群體
[00:05:00.400 --> 00:05:04.400]  所以在我們一同去敬拜
[00:05:04.400 --> 00:05:06.400]  一同去聽神說話的過程裡
[00:05:06.400 --> 00:05:10.400]  我也很想視為一個靈敏操練的過程
[00:05:10.400 --> 00:05:11.400]  在這個過程裡
[00:05:11.400 --> 00:05:13.400]  我們去開放我們的心靈
[00:05:13.400 --> 00:05:15.400]  我們專心去聆聽
[00:05:15.400 --> 00:05:17.400]  神透過祂的說話
[00:05:17.400 --> 00:05:19.400]  給我們的教會
[00:05:19.400 --> 00:05:20.400]  給我們的生命
[00:05:20.400 --> 00:05:22.400]  有什麼邀請
[00:05:22.400 --> 00:05:26.400]  聽道也可以是一個禱告的過程
[00:05:26.400 --> 00:05:28.400]  一個我們和神建立關係
[00:05:28.400 --> 00:05:29.400]  被神引導
[00:05:29.400 --> 00:05:32.400]  被神塑造我們的過程
[00:05:32.400 --> 00:05:33.400]  向著這個圖畫
[00:05:33.400 --> 00:05:37.400]  我們去活出禱告相愛的群體
[00:05:37.400 --> 00:05:41.400]  這個圖畫來去聆聽
[00:05:41.400 --> 00:05:42.400]  去領受
[00:05:42.400 --> 00:05:44.400]  今天是上集
[00:05:44.400 --> 00:05:48.400]  上集是生命重塑
[00:05:48.400 --> 00:05:51.400]  我們會看主禱文的上半部分
[00:05:51.400 --> 00:05:55.400]  《馬太福音》六章九至第十節
[00:05:55.400 --> 00:06:00.400]  如果大家熟悉新約聖經或福音書
[00:06:00.400 --> 00:06:03.400]  其實主禱文有兩個記載
[00:06:03.400 --> 00:06:07.400]  分別在《馬太福音》有一個記載
[00:06:07.400 --> 00:06:10.400]  《路加福音》也有一個記載
[00:06:10.400 --> 00:06:13.400]  當我們去看主禱文
[00:06:13.400 --> 00:06:16.400]  原來祂在一個怎樣的場景出現
[00:06:16.400 --> 00:06:18.400]  耶穌在什麼背景下
[00:06:18.400 --> 00:06:23.400]  來分享或教導門徒的禱告
[00:06:23.400 --> 00:06:25.400]  其實那個敘事背景
[00:06:25.400 --> 00:06:29.400]  也幫助我們更深
[00:06:29.400 --> 00:06:34.400]  或更全面地在禱告上學習
[00:06:34.400 --> 00:06:37.400]  兩個禱文《馬太福音》和《路加福音》
[00:06:37.400 --> 00:06:39.400]  其實內容是相約的
[00:06:39.400 --> 00:06:43.400]  所以今天我們不是去比較
[00:06:43.400 --> 00:06:45.400]  兩個有什麼不同
[00:06:45.400 --> 00:06:47.400]  而是在這個場景
[00:06:47.400 --> 00:06:51.400]  耶穌在一個場景中
[00:06:51.400 --> 00:06:54.400]  幫助我們學習主禱文的時候
[00:06:54.400 --> 00:06:58.400]  如何預備我們的心
[00:06:58.400 --> 00:07:00.400]  在《馬太福音》記載
[00:07:00.400 --> 00:07:03.400]  耶穌教導主禱文之前
[00:07:03.400 --> 00:07:05.400]  有一段經文
[00:07:05.400 --> 00:07:09.400]  經文指出有兩種人
[00:07:09.400 --> 00:07:11.400]  耶穌指出有兩種人
[00:07:11.400 --> 00:07:14.400]  他們在禱告上有些偏差
[00:07:14.400 --> 00:07:16.400]  有些偏離
[00:07:16.400 --> 00:07:19.400]  當然耶穌不是為了定人的罪
[00:07:19.400 --> 00:07:21.400]  或是來指責
[00:07:21.400 --> 00:07:24.400]  我覺得是邀請我們
[00:07:24.400 --> 00:07:30.400]  一同進入一個審查的空間
[00:07:30.400 --> 00:07:34.400]  當我們學習禱告的時候
[00:07:34.400 --> 00:07:37.400]  我們也要預備我們的心
[00:07:37.400 --> 00:07:38.400]  耶穌這樣說
[00:07:38.400 --> 00:07:40.400]  你們禱告的時候
[00:07:40.400 --> 00:07:43.400]  不可以像那些假冒為善的人
[00:07:43.400 --> 00:07:45.400]  他們喜歡站在會堂裡
[00:07:45.400 --> 00:07:47.400]  十字路口禱告
[00:07:47.400 --> 00:07:50.400]  故意讓人看見
[00:07:50.400 --> 00:07:53.400]  假冒為善的人
[00:07:53.400 --> 00:07:56.400]  他們的禱告是怎樣的呢?
[00:07:56.400 --> 00:08:00.400]  其實他們的禱告是很有意識的
[00:08:00.400 --> 00:08:02.400]  故意的
[00:08:02.400 --> 00:08:07.400]  故意去扮演某些角色
[00:08:07.400 --> 00:08:11.400]  其實目的就是想令人印象深刻
[00:08:11.400 --> 00:08:16.400]  令人留下一個深刻的印象
[00:08:16.400 --> 00:08:21.400]  「假冒為善的人」這個詞匯名詞
[00:08:21.400 --> 00:08:23.400]  其實在原文希臘文
[00:08:23.400 --> 00:08:27.400]  在馬太福音用得最多的地方在哪裡呢?
[00:08:27.400 --> 00:08:29.400]  用得最多的地方
[00:08:29.400 --> 00:08:34.400]  就是在那些和耶穌爭論的人
[00:08:34.400 --> 00:08:37.400]  所以這個「假冒為善的假」
[00:08:37.400 --> 00:08:43.400]  其實重點不是說他們要去騙你
[00:08:43.400 --> 00:08:45.400]  或者詐騙你
[00:08:45.400 --> 00:08:47.400]  而是這個「假」
[00:08:47.400 --> 00:08:54.400]  這些人其實沒有用到耶穌的價值觀
[00:08:54.400 --> 00:08:59.400]  或者耶穌的觀點來禱告
[00:08:59.400 --> 00:09:01.400]  或者來做人
[00:09:01.400 --> 00:09:03.400]  他們的禱告是甚麼呢?
[00:09:03.400 --> 00:09:04.400]  他們的禱告
[00:09:04.400 --> 00:09:08.400]  耶穌說他們已經得到他們的賞賜
[00:09:08.400 --> 00:09:10.400]  他們的賞賜是甚麼呢?
[00:09:10.400 --> 00:09:15.400]  就是讓人看見他們做了
[00:09:15.400 --> 00:09:19.400]  正正就是他們禱告的目的
[00:09:19.400 --> 00:09:21.400]  那個動機
[00:09:21.400 --> 00:09:23.400]  就是要為了去印象深刻
[00:09:23.400 --> 00:09:24.400]  讓人看見
[00:09:24.400 --> 00:09:26.400]  所以他們已經得到了
[00:09:26.400 --> 00:09:28.400]  他們得到的就是他們想得到的
[00:09:28.400 --> 00:09:30.400]  我做了的了
[00:09:30.400 --> 00:09:32.400]  已經有做的了
[00:09:32.400 --> 00:09:34.400]  有祈禱的了
[00:09:34.400 --> 00:09:38.400]  做了就不代表你的人
[00:09:38.400 --> 00:09:41.400]  你的生命是有改變的
[00:09:41.400 --> 00:09:43.400]  所以這個禱告
[00:09:43.400 --> 00:09:45.400]  在禱告的過程裏面
[00:09:45.400 --> 00:09:49.400]  我們真實、真誠和神相交
[00:09:49.400 --> 00:09:54.400]  而我們的性情被神改變
[00:09:54.400 --> 00:09:56.400]  所以這個給我們一個提示
[00:09:56.400 --> 00:09:57.400]  耶穌給我們一個提醒
[00:09:57.400 --> 00:09:58.400]  一個準備
[00:09:58.400 --> 00:10:01.400]  當我們說我們去禱告的時候
[00:10:01.400 --> 00:10:04.400]  不是只是說一些很外在的活動
[00:10:04.400 --> 00:10:06.400]  回家祈禱會
[00:10:06.400 --> 00:10:08.400]  或者去做甚麼事
[00:10:08.400 --> 00:10:09.400]  侍宮侍奉
[00:10:09.400 --> 00:10:14.400]  而是轉向我們內在裏面的動機
[00:10:14.400 --> 00:10:16.400]  耶穌說我們禱告的時候
[00:10:16.400 --> 00:10:19.400]  要進入內室關上門
[00:10:19.400 --> 00:10:22.400]  禱告在我們暗中的附身
[00:10:22.400 --> 00:10:26.400]  從一個外在我們做的活動
[00:10:26.400 --> 00:10:28.400]  完成了一些東西
[00:10:28.400 --> 00:10:31.400]  以致到我們的內心進入
[00:10:31.400 --> 00:10:33.400]  我們的內心去審查
[00:10:33.400 --> 00:10:38.400]  我們內在的生命
[00:10:38.400 --> 00:10:40.400]  耶穌繼續這樣說
[00:10:40.400 --> 00:10:43.400]  你們禱告不可以像外邦人一樣
[00:10:43.400 --> 00:10:45.400]  不可以像減暴為善的人
[00:10:45.400 --> 00:10:48.400]  也不可以像外邦人
[00:10:48.400 --> 00:10:50.400]  外邦人在這裏指
[00:10:50.400 --> 00:10:52.400]  不是指一些非猶太人
[00:10:52.400 --> 00:10:56.400]  而是指信仰上的局外人
[00:10:56.400 --> 00:10:58.400]  信仰上的局外人
[00:10:58.400 --> 00:11:01.400]  意思就是他們不認識神
[00:11:01.400 --> 00:11:04.400]  不明白上帝的人
[00:11:04.400 --> 00:11:07.400]  正正是因為這群人不認識神
[00:11:07.400 --> 00:11:09.400]  他們不知道上帝的性情是怎樣
[00:11:09.400 --> 00:11:14.400]  他們以為上帝是不願意幫助人的神
[00:11:14.400 --> 00:11:18.400]  所以他們的禱告會有很多花神
[00:11:18.400 --> 00:11:22.400]  重重複複地打擾神
[00:11:22.400 --> 00:11:26.400]  可能堆砌很多言詞
[00:11:26.400 --> 00:11:28.400]  很多不同的花招
[00:11:28.400 --> 00:11:34.400]  希望可以操控神
[00:11:34.400 --> 00:11:39.400]  達到他們想達到的期望
[00:11:39.400 --> 00:11:42.400]  以為多一點、好一點
[00:11:42.400 --> 00:11:45.400]  或者找某些人來禱告
[00:11:45.400 --> 00:11:51.400]  某些形式可以達到自己的期望
[00:11:51.400 --> 00:11:54.400]  但耶穌告訴我們
[00:11:54.400 --> 00:11:56.400]  我們不要效法他們
[00:11:56.400 --> 00:11:59.400]  我們的神是怎樣的神呢
[00:11:59.400 --> 00:12:01.400]  我們未祈求已先
[00:12:01.400 --> 00:12:02.400]  我們所需要的
[00:12:02.400 --> 00:12:08.400]  我們這位天上的父已經知道了
[00:12:08.400 --> 00:12:10.400]  有時耶穌的說法
[00:12:10.400 --> 00:12:15.400]  好像很合理地帶我們去一個狀況
[00:12:15.400 --> 00:12:18.400]  我們就不用祈禱了
[00:12:18.400 --> 00:12:21.400]  神已經知道了
[00:12:21.400 --> 00:12:23.400]  祂又這麼好
[00:12:23.400 --> 00:12:29.400]  又會將我們所需要的給我們
[00:12:29.400 --> 00:12:32.400]  在理性上、邏輯上
[00:12:32.400 --> 00:12:34.400]  好像是很合理的
[00:12:34.400 --> 00:12:39.400]  但在我們靈性成長的歷程中
[00:12:39.400 --> 00:12:44.400]  我覺得一個更合理的
[00:12:44.400 --> 00:12:47.400]  更自然的回應就是
[00:12:47.400 --> 00:12:53.400]  我們去渴慕、更深的認識這位神
[00:12:53.400 --> 00:12:57.400]  我們更願意來禱告
[00:12:57.400 --> 00:13:04.400]  去與這位神建立一個更深的關係
[00:13:04.400 --> 00:13:06.400]  加加爾文有一段說話
[00:13:06.400 --> 00:13:13.400]  他說信徒禱告不是要將上帝所不知道的事情告訴他
[00:13:13.400 --> 00:13:16.400]  也不是激動他去履行他的責任
[00:13:16.400 --> 00:13:22.400]  更不是哀求一位似乎要拒絕人的上帝
[00:13:22.400 --> 00:13:24.400]  相反,我們禱告是甚麼呢
[00:13:24.400 --> 00:13:28.400]  禱告其實是為了喚醒我們自己
[00:13:28.400 --> 00:13:32.400]  喚醒我們自己去尋求上帝
[00:13:32.400 --> 00:13:35.400]  在禱告中,我們去默想他的應許
[00:13:35.400 --> 00:13:40.400]  在過程中,我們在操練我們的信心
[00:13:40.400 --> 00:13:44.400]  簡單來說,禱告是一個宣認
[00:13:44.400 --> 00:13:48.400]  這個宣認就是無論我們為自己或為他人的禱告
[00:13:48.400 --> 00:13:53.400]  我們相信一切美善的事,唯獨從神而來
[00:13:53.400 --> 00:14:00.400]  我們唯獨向他盼望,唯獨向他期待
[00:14:00.400 --> 00:14:09.400]  所以禱告不是我們很想改變上帝
[00:14:09.400 --> 00:14:13.400]  而是禱告的人去到上帝面前
[00:14:13.400 --> 00:14:17.400]  讓上帝來改變我們
[00:14:17.400 --> 00:14:20.400]  這是一個塑造的過程
[00:14:20.400 --> 00:14:24.400]  而這個塑造不單是給我們個人
[00:14:24.400 --> 00:14:28.400]  而是給我們整個跟隨耶穌
[00:14:28.400 --> 00:14:33.400]  我們很想學習他的群體的事情
[00:14:33.400 --> 00:14:38.400]  這就是在路加福音主禱文的記載告訴我們
[00:14:38.400 --> 00:14:41.400]  那個場景是耶穌自己去禱告
[00:14:41.400 --> 00:14:44.400]  禱告完之後,有門徒來問耶穌
[00:14:44.400 --> 00:14:47.400]  主啊,求你教導我們禱告
[00:14:47.400 --> 00:14:51.400]  好像約翰教導他的門徒一樣
[00:14:51.400 --> 00:15:00.400]  門徒很渴望有一篇屬於他們自己群體的禱告
[00:15:00.400 --> 00:15:05.400]  好像約翰和他們的門徒一樣
[00:15:05.400 --> 00:15:08.400]  其實在當時猶太人的傳統當中
[00:15:08.400 --> 00:15:13.400]  一個群體共同來奉念一篇禱文
[00:15:13.400 --> 00:15:19.400]  其實是很普遍的
[00:15:19.400 --> 00:15:21.400]  是他們的屬靈操練
[00:15:21.400 --> 00:15:23.400]  不單是他們的屬靈操練
[00:15:23.400 --> 00:15:27.400]  也是整個群體的凝聚力
[00:15:27.400 --> 00:15:29.400]  那個認同感
[00:15:29.400 --> 00:15:36.400]  那個身份和生命方向的標記
[00:15:36.400 --> 00:15:40.400]  其實有一點像我們有年度的主題曲
[00:15:40.400 --> 00:15:42.400]  我們有教會的使命宣言
[00:15:42.400 --> 00:15:45.400]  今年我們一同進入了一個因典年
[00:15:45.400 --> 00:15:47.400]  給我們一個凝聚力
[00:15:47.400 --> 00:15:49.400]  一個認同感
[00:15:49.400 --> 00:15:52.400]  一個方向的標記
[00:15:52.400 --> 00:15:58.400]  所以主禱文作為一篇群體的禱告
[00:15:58.400 --> 00:16:01.400]  不單是一篇禱文
[00:16:01.400 --> 00:16:07.400]  而是耶穌將一個能夠塑造群體生命的禱告
[00:16:07.400 --> 00:16:09.400]  交給他們的門徒
[00:16:09.400 --> 00:16:11.400]  所以主禱文所關心的
[00:16:11.400 --> 00:16:16.400]  不單是我們自己的私人敬虔
[00:16:16.400 --> 00:16:19.400]  或者為了我們自己的需要
[00:16:19.400 --> 00:16:21.400]  而是整個群體
[00:16:21.400 --> 00:16:29.400]  我們是被引導進入和上帝建立一個怎樣的關係
[00:16:29.400 --> 00:16:36.400]  我們這個群體要被塑造成為一個怎樣的群體
[00:16:36.400 --> 00:16:38.400]  所以耶穌說你們要這樣禱告
[00:16:38.400 --> 00:16:40.400]  我們在天上的父
[00:16:40.400 --> 00:16:43.400]  願人都尊你的名為聖
[00:16:43.400 --> 00:16:45.400]  願你的國降臨
[00:16:45.400 --> 00:16:48.400]  願你的子兒行在地上
[00:16:48.400 --> 00:16:51.400]  如同行在天上
[00:16:51.400 --> 00:16:54.400]  主禱文的上半段
[00:16:54.400 --> 00:16:59.400]  我覺得給我們三個生命重塑的邀請
[00:16:59.400 --> 00:17:03.400]  第一個邀請是重新歸屬的邀請
[00:17:03.400 --> 00:17:05.400]  禱告一開始
[00:17:05.400 --> 00:17:07.400]  耶穌教我們
[00:17:07.400 --> 00:17:09.400]  祂說我們在天上的父
[00:17:09.400 --> 00:17:11.400]  我們禱告的時候
[00:17:11.400 --> 00:17:13.400]  我們要開始的時候
[00:17:13.400 --> 00:17:15.400]  就說我們在天上的父
[00:17:15.400 --> 00:17:17.400]  耶穌在教我們
[00:17:17.400 --> 00:17:19.400]  我們要去稱呼神
[00:17:19.400 --> 00:17:21.400]  我們要去稱呼神
[00:17:21.400 --> 00:17:23.400]  這個不是一個形式
[00:17:23.400 --> 00:17:25.400]  不是一個開場白
[00:17:25.400 --> 00:17:31.400]  而是一個重新歸屬一個關係的邀請
[00:17:31.400 --> 00:17:34.400]  所以當我們去禱告的時候
[00:17:34.400 --> 00:17:39.400]  我們不是向一個模糊的力量去說話
[00:17:39.400 --> 00:17:44.400]  也不是只向我們自己的內心說話
[00:17:44.400 --> 00:17:46.400]  不是有些東西我們說了出來
[00:17:46.400 --> 00:17:48.400]  就會令我們自己舒服一點
[00:17:48.400 --> 00:17:51.400]  或者感覺良好
[00:17:51.400 --> 00:17:56.400]  禱告是向一位有位格的神
[00:17:56.400 --> 00:17:59.400]  一位跟我們建立關係的神
[00:17:59.400 --> 00:18:01.400]  來說話
[00:18:01.400 --> 00:18:04.400]  稱呼這個舉動
[00:18:04.400 --> 00:18:08.400]  本身就是凸顯了一種關係
[00:18:08.400 --> 00:18:10.400]  他就是在告訴我們
[00:18:10.400 --> 00:18:12.400]  在整個對話過程裡
[00:18:12.400 --> 00:18:18.400]  就是在一個親密而又真實的關係當中進行
[00:18:18.400 --> 00:18:20.400]  我自己會聯想到
[00:18:20.400 --> 00:18:23.400]  有很多的夫婦
[00:18:23.400 --> 00:18:25.400]  我不知道你們的家庭是不是這樣
[00:18:25.400 --> 00:18:27.400]  很多的夫婦
[00:18:27.400 --> 00:18:29.400]  其實他們生了小朋友之後
[00:18:29.400 --> 00:18:36.400]  就會用爸爸媽媽來彼此相稱
[00:18:36.400 --> 00:18:40.400]  即是先生會叫太太做媽媽
[00:18:40.400 --> 00:18:42.400]  很奇怪的
[00:18:42.400 --> 00:18:44.400]  叫自己的太太做媽媽
[00:18:44.400 --> 00:18:49.400]  然後太太就會叫自己的先生做爸爸
[00:18:49.400 --> 00:18:51.400]  我們也是這樣的
[00:18:51.400 --> 00:18:55.400]  很特別的情況就是
[00:18:55.400 --> 00:19:00.400]  當這位丈夫叫太太做媽媽的時候
[00:19:00.400 --> 00:19:02.400]  其實凸顯了什麼呢?
[00:19:02.400 --> 00:19:08.400]  就是凸顯了孩子跟媽媽母子的關係
[00:19:08.400 --> 00:19:10.400]  在這樣的情況下
[00:19:10.400 --> 00:19:15.400]  其實夫婦關係就好像退場了
[00:19:15.400 --> 00:19:17.400]  所以難怪很多時候
[00:19:17.400 --> 00:19:19.400]  我們經歷空巢期
[00:19:19.400 --> 00:19:23.400]  好像夫婦關係重新要學習
[00:19:23.400 --> 00:19:25.400]  如何彼此相對
[00:19:25.400 --> 00:19:28.400]  彼此重新連結
[00:19:28.400 --> 00:19:30.400]  在這裡我不是要說夫婦關係
[00:19:30.400 --> 00:19:33.400]  因為那是另一個很複雜的課題
[00:19:33.400 --> 00:19:35.400]  其實是在說稱呼
[00:19:35.400 --> 00:19:37.400]  在說稱呼
[00:19:37.400 --> 00:19:40.400]  當我們稱呼天上的父的時候
[00:19:40.400 --> 00:19:42.400]  不單只是告訴我們
[00:19:42.400 --> 00:19:47.400]  神很有他的權柄和能力
[00:19:47.400 --> 00:19:49.400]  同時更重要的是
[00:19:49.400 --> 00:19:53.400]  邀請我們進入一個很神聖、很堅韌
[00:19:53.400 --> 00:19:59.400]  彼此相熟、彼此回應的關係
[00:19:59.400 --> 00:20:01.400]  我們不是被抽離的
[00:20:01.400 --> 00:20:06.400]  而是被邀請去營進這個關係當中的群體
[00:20:06.400 --> 00:20:08.400]  《楊峰第一章》說
[00:20:08.400 --> 00:20:11.400]  凡接納他的,凡接納耶穌的
[00:20:11.400 --> 00:20:12.400]  就是信他名的人
[00:20:12.400 --> 00:20:16.400]  他就賜他們權並作上帝的兒女
[00:20:16.400 --> 00:20:19.400]  我們這些人不是從血生的
[00:20:19.400 --> 00:20:21.400]  不是從情慾生的
[00:20:21.400 --> 00:20:23.400]  也不是從上帝的意願生的
[00:20:23.400 --> 00:20:27.400]  而是從上帝而生的
[00:20:27.400 --> 00:20:29.400]  接待主
[00:20:29.400 --> 00:20:33.400]  我們的生命、我們的教會
[00:20:33.400 --> 00:20:38.400]  我們有多少空間來接待主耶穌呢?
[00:20:38.400 --> 00:20:42.400]  或者我們值得反思一下我們的禱告
[00:20:42.400 --> 00:20:47.400]  有多反映我們和這位天上的父
[00:20:47.400 --> 00:20:53.400]  這位充滿權能、天上的父、慈愛的父的關係
[00:20:53.400 --> 00:20:56.400]  還是我們仍然停留在一個
[00:20:56.400 --> 00:21:02.400]  好像很有功能性的關係當中呢?
[00:21:02.400 --> 00:21:07.400]  當我們去禱告我們是「我們」的時候
[00:21:07.400 --> 00:21:10.400]  我們是否也看到
[00:21:10.400 --> 00:21:16.400]  其實我們之間不只是站在「我」和「你」之間
[00:21:16.400 --> 00:21:20.400]  從來也沒有只是「我」和「你」之間的關係
[00:21:20.400 --> 00:21:23.400]  是神在我們當中
[00:21:23.400 --> 00:21:25.400]  當我們說「我們」的時候
[00:21:25.400 --> 00:21:27.400]  我們其實是一同的
[00:21:27.400 --> 00:21:31.400]  來到被帶進一個活在神的國度
[00:21:31.400 --> 00:21:36.400]  一個大家庭當中
[00:21:36.400 --> 00:21:43.400]  第二個邀請是重新定向的邀請
[00:21:43.400 --> 00:21:47.400]  願人都尊你的名為聖
[00:21:47.400 --> 00:21:53.400]  這個邀請是邀請我們來去省察、去辨別
[00:21:53.400 --> 00:21:58.400]  我們是否圍繞著錯誤的中心
[00:21:58.400 --> 00:22:03.400]  在這裡轉而不是朝向神自己呢?
[00:22:03.400 --> 00:22:06.400]  願人都尊神的名為聖
[00:22:06.400 --> 00:22:10.400]  願人都尊我們這位天上的父的名為聖
[00:22:10.400 --> 00:22:15.400]  我們最要關心的是甚麼呢?
[00:22:15.400 --> 00:22:18.400]  就是這位天上的父親
[00:22:18.400 --> 00:22:21.400]  在我們群體當中、在全地上
[00:22:21.400 --> 00:22:24.400]  他的名字、地位
[00:22:24.400 --> 00:22:28.400]  我想我們生活有很多東西值得我們去關心
[00:22:28.400 --> 00:22:30.400]  要取我們的注意
[00:22:30.400 --> 00:22:32.400]  在教會裡我們也有很多東西要去關心
[00:22:32.400 --> 00:22:34.400]  不過這個禱告告訴我們
[00:22:34.400 --> 00:22:36.400]  我們最要關心的是
[00:22:36.400 --> 00:22:38.400]  神的名字有沒有被珍惜
[00:22:38.400 --> 00:22:40.400]  神的名字有沒有被愛戴
[00:22:40.400 --> 00:22:45.400]  神的名字有沒有勝於任何的名字
[00:22:45.400 --> 00:22:50.400]  這是一個很決定性的因素
[00:22:50.400 --> 00:22:52.400]  《21世紀天國道論》這本書
[00:22:52.400 --> 00:22:54.400]  魏諾德當中有這段說話
