
[00:00:00.000 --> 00:00:06.000]  在近年尾的時候,我們跟大家思想一下
[00:02:47.000 --> 00:02:55.000]  但如果再這樣下去,不只是他們,我們發覺很多人都不想生
[00:02:55.000 --> 00:03:02.000]  年齡的高齡化已經慢慢成為一個人口結構
[00:03:02.000 --> 00:03:08.000]  這是全球的問題,不只是某個國家才會這樣
[00:03:08.000 --> 00:03:15.000]  最後一個就是無法預期的驚喜
[00:03:15.000 --> 00:03:26.000]  今年如果你留意科技新聞,你會發覺以前在科幻電影看過的橋段
[00:03:26.000 --> 00:03:29.000]  原來現在現實生活已經出現了
[00:03:29.000 --> 00:03:36.000]  我經常和我媽說,接下來幾年可能接待你的人是機械人,不是真人
[00:03:36.000 --> 00:03:44.000]  這些情況已經不是想像,已經是一步一步地發生
[00:03:44.000 --> 00:03:49.000]  這是一個可能性
[00:03:49.000 --> 00:03:56.000]  當然也有一個令我們感覺,如果沒有這個可能性是最好的
[00:03:56.000 --> 00:04:02.000]  就是會不會有另一種全球大行的風險會增加呢?
[00:04:02.000 --> 00:04:11.000]  我相信香港人會相對關注這幾項預測
[00:04:11.000 --> 00:04:14.000]  你又覺得會不會發生呢?
[00:04:14.000 --> 00:04:19.000]  其實我們都不知道每一項的發生情況
[00:04:19.000 --> 00:04:22.000]  甚至它真的發生了,對我們的影響
[00:04:22.000 --> 00:04:26.000]  因為這個影響不同人有不同程度
[00:04:26.000 --> 00:04:32.000]  無論如何,至少有一件事,在2025年
[00:04:32.000 --> 00:04:40.000]  我相信我們都會預測到,我們都會有一個階段或某一個時期
[00:04:40.000 --> 00:04:43.000]  我們都處於一個低谷
[00:04:43.000 --> 00:04:48.000]  在低谷裏我們要準備些什麼呢?
[00:04:48.000 --> 00:04:52.000]  如何可以有好的準備而令我們反彈呢?
[00:04:52.000 --> 00:04:58.000]  在《肥立比書2章》提醒我們,最好的預備是什麼呢?
[00:04:58.000 --> 00:05:03.000]  就是在教會裏建立一個鞏固的友誼
[00:05:03.000 --> 00:05:12.000]  不論在基督裏有什麼的全面、愛心、安慰、聖靈的團契、慈悲的憐憫
[00:05:12.000 --> 00:05:18.000]  我們在教會的弟兄姊妹,都是意志相同、愛心相同
[00:05:18.000 --> 00:05:20.000]  一致的心思、一致的想法
[00:05:20.000 --> 00:05:27.000]  《肥立比書》正正是提出當人去面對低谷的時候
[00:05:27.000 --> 00:05:34.000]  保羅就帶出一個最重要的應對方式
[00:05:34.000 --> 00:05:39.000]  就是好好兼顧我們在教會裏的友誼
[00:05:39.000 --> 00:05:41.000]  但這個友誼其實都會被衝擊
[00:05:41.000 --> 00:05:44.000]  所以在保羅的2章3至4節就說
[00:05:44.000 --> 00:05:48.000]  凡事不可自私、自利、不可貪圖、虛浮、榮耀、只要存心謙卑
[00:05:48.000 --> 00:05:54.000]  各人看別人比自己強,各人不要單顧自己的事,也要顧別人的事
[00:05:54.000 --> 00:05:58.000]  什麼意思呢?就是剛才我們看到友誼的合一
[00:05:58.000 --> 00:06:04.000]  有什麼會影響它,甚至令它變得扭曲呢?
[00:06:04.000 --> 00:06:06.000]  保羅說就是自私
[00:06:06.000 --> 00:06:09.000]  所以他在這裏特別提到,不要自私
[00:06:09.000 --> 00:06:11.000]  不要只顧自己的事,也要顧別人的事
[00:06:11.000 --> 00:06:14.000]  看別人比自己強
[00:06:14.000 --> 00:06:19.000]  這正正就是告訴我們當我們面對低谷的時候
[00:06:19.000 --> 00:06:24.000]  我們要鞏固、預備這份友誼
[00:06:24.000 --> 00:06:28.000]  但這份友誼我們也需要有些東西去防範
[00:06:28.000 --> 00:06:34.000]  會影響這份友誼,令這份友誼能夠幫助我們
[00:06:34.000 --> 00:06:37.000]  所以在保羅裏面,他繼續說的時候
[00:06:37.000 --> 00:06:40.000]  他提到耶穌基督作為一個榜樣的例子
[00:06:40.000 --> 00:06:42.000]  他的信服的示範
[00:06:42.000 --> 00:06:47.000]  不單止這樣,他更加帶出兩位人物
[00:06:47.000 --> 00:06:50.000]  就是提摩泰和爾巴弗提
[00:06:50.000 --> 00:06:54.000]  這兩個人物正正是保羅告訴我們
[00:06:54.000 --> 00:06:59.000]  如何在低谷裏面,因為這兩份友誼
[00:06:59.000 --> 00:07:02.000]  令到在低谷裏面得以反彈
[00:07:02.000 --> 00:07:06.000]  我們一起看看第一個人物提摩泰
[00:07:06.000 --> 00:07:12.000]  提摩泰是保羅當提起提摩泰的時候
[00:07:12.000 --> 00:07:17.000]  他沒有提到關於有什麼要關注提摩泰
[00:07:17.000 --> 00:07:19.000]  在侍奉上的需要
[00:07:19.000 --> 00:07:22.000]  反而他帶出的,他見到教會的
[00:07:22.000 --> 00:07:25.000]  是他在菲律賓教會裏面
[00:07:25.000 --> 00:07:28.000]  他見到菲律賓教會很喜歡宣講耶穌
[00:07:28.000 --> 00:07:30.000]  很喜歡傳講耶穌
[00:07:30.000 --> 00:07:34.000]  但不是每一個人的動機都是良善的
[00:07:34.000 --> 00:07:38.000]  當然有些人是宣講基督
[00:07:38.000 --> 00:07:40.000]  是本於好意的
[00:07:40.000 --> 00:07:45.000]  但有些人只是本於嫉妒和紛爭
[00:07:45.000 --> 00:07:49.000]  所以為什麼保羅會提出
[00:07:49.000 --> 00:07:53.000]  不要自私自利去提醒
[00:07:53.000 --> 00:07:56.000]  菲律賓教會也提醒我們
[00:07:56.000 --> 00:08:02.000]  正正因為這樣,當保羅自己陷入艱難裏面
[00:08:02.000 --> 00:08:04.000]  當時因為宗教迫害的緣故
[00:08:04.000 --> 00:08:08.000]  他坐在監牢裏面等候審訊
[00:08:08.000 --> 00:08:11.000]  他心裏最記掛著的是弟兄姊妹
[00:08:11.000 --> 00:08:14.000]  但他一想起菲律賓教會有哪一個人和他同心
[00:08:14.000 --> 00:08:15.000]  他說沒有
[00:08:15.000 --> 00:08:17.000]  他找不到一個和他同心的人
[00:08:17.000 --> 00:08:19.000]  同心是指什麼呢
[00:08:19.000 --> 00:08:25.000]  就是一個真真正正去關心每一個弟兄姊妹的事的人
[00:08:25.000 --> 00:08:29.000]  一個真正關心每一個弟兄姊妹的人
[00:08:29.000 --> 00:08:31.000]  他說他找不到這些人
[00:08:31.000 --> 00:08:37.000]  他只見到菲律賓教會的人只是求自己的事而不求耶穌基督的事
[00:08:37.000 --> 00:08:43.000]  沒有一個像保羅這樣去真正關心弟兄姊妹的事情
[00:08:43.000 --> 00:08:44.000]  他說他找不到
[00:08:44.000 --> 00:08:47.000]  所以他就想起提摩太
[00:08:47.000 --> 00:08:49.000]  但你想想提摩太
[00:08:49.000 --> 00:08:52.000]  提摩太真的和保羅很相似嗎
[00:08:52.000 --> 00:08:57.000]  不論是性格經驗恩賜和輩分一點都不相似
[00:08:57.000 --> 00:09:00.000]  究竟保羅所說的要和他同心
[00:09:00.000 --> 00:09:03.000]  他寄望的人選是怎樣呢
[00:09:03.000 --> 00:09:06.000]  我們不如看看保羅自己怎樣說
[00:09:06.000 --> 00:09:08.000]  請大家讀二章22到24節
[00:09:08.000 --> 00:09:10.000]  準備1 2 3
[00:09:10.000 --> 00:09:33.000]  (廣東話)
[00:09:33.000 --> 00:09:37.000]  保羅所見到的他只想起提摩太
[00:09:37.000 --> 00:09:44.000]  並不是因為他和提摩太的關係很像父子的關係
[00:09:44.000 --> 00:09:47.000]  彼此的信任就像父子的關係
[00:09:47.000 --> 00:09:48.000]  不是這樣
[00:09:48.000 --> 00:09:51.000]  在經文中流露了
[00:09:51.000 --> 00:09:53.000]  為什麼他只想起提摩太
[00:09:53.000 --> 00:09:55.000]  而不是想起提多或其他人呢
[00:09:55.000 --> 00:10:00.000]  因為他一想起23節
[00:10:00.000 --> 00:10:04.000]  他一想起如何結束他現在的困境
[00:10:04.000 --> 00:10:05.000]  他就想起提摩太
[00:10:05.000 --> 00:10:09.000]  因為提摩太是經得起考驗的人
[00:10:09.000 --> 00:10:12.000]  你要留意這裡說經得起考驗
[00:10:12.000 --> 00:10:14.000]  不是提摩太很有辦法的人
[00:10:14.000 --> 00:10:18.000]  如果我們對比提多書和提摩太前後書
[00:10:18.000 --> 00:10:20.000]  很明顯你會見到
[00:10:20.000 --> 00:10:24.000]  雖然他兩本書所提的東西有些是差不多
[00:10:24.000 --> 00:10:26.000]  因為特別說到執事那些
[00:10:26.000 --> 00:10:30.000]  但你留意一下提多是一個很有辦法的人
[00:10:30.000 --> 00:10:34.000]  但提摩太不是一個很有辦法的人
[00:10:34.000 --> 00:10:38.000]  甚至寫了幾次信給保羅
[00:10:38.000 --> 00:10:39.000]  叫他努力一點
[00:10:39.000 --> 00:10:41.000]  不要小看自己
[00:10:41.000 --> 00:10:45.000]  不過最後提摩太的書也跟他說
[00:10:45.000 --> 00:10:47.000]  你還是留一件衣服給我吧
[00:10:47.000 --> 00:10:48.000]  知道你辛苦了
[00:10:48.000 --> 00:10:50.000]  以弗所教會也很難受
[00:10:50.000 --> 00:10:53.000]  但他看中了
[00:10:53.000 --> 00:10:58.000]  當他想起如何結束他眼前的困境的時候
[00:10:58.000 --> 00:10:59.000]  他想起提摩太是什麼
[00:10:59.000 --> 00:11:02.000]  這個年輕人是可以熬的
[00:11:02.000 --> 00:11:04.000]  熬得就不等於有辦法
[00:11:04.000 --> 00:11:06.000]  但有辦法你不能熬
[00:11:06.000 --> 00:11:08.000]  有辦法也沒用
[00:11:08.000 --> 00:11:12.000]  但他看重提摩太是一個熬得的年輕人
[00:11:12.000 --> 00:11:14.000]  不單止這樣
[00:11:14.000 --> 00:11:16.000]  在二章的二十四節
[00:11:16.000 --> 00:11:18.000]  他一想起提摩太是什麼
[00:11:18.000 --> 00:11:20.000]  他一想起提摩太之後就說
[00:11:20.000 --> 00:11:23.000]  但我靠著主自信我不久也會去你那裡
[00:11:23.000 --> 00:11:26.000]  剛才我說了
[00:11:26.000 --> 00:11:30.000]  保羅那時候在做什麼
[00:11:30.000 --> 00:11:32.000]  他在等待審訊
[00:11:32.000 --> 00:11:34.000]  他真的這麼有把握
[00:11:34.000 --> 00:11:36.000]  他過了審訊還沒審完
[00:11:36.000 --> 00:11:39.000]  但他一想起提摩太
[00:11:39.000 --> 00:11:42.000]  他就覺得自己有盼望
[00:11:42.000 --> 00:11:44.000]  他可以走下去
[00:11:44.000 --> 00:11:45.000]  頂姐妹
[00:11:45.000 --> 00:11:49.000]  無論2015年是怎樣也好
[00:11:49.000 --> 00:11:52.000]  其實上帝早已安排了提摩太給我們
[00:11:52.000 --> 00:11:54.000]  正如2014年
[00:11:54.000 --> 00:11:57.000]  上帝也安排了一位提摩太給我們
[00:11:57.000 --> 00:12:00.000]  他未必是跟我們同輩
[00:12:00.000 --> 00:12:02.000]  甚至他未必是很有能力的人
[00:12:02.000 --> 00:12:04.000]  但只要他在你身邊
[00:12:04.000 --> 00:12:06.000]  你覺得無論如何艱難
[00:12:06.000 --> 00:12:08.000]  你都能夠走下去
[00:12:08.000 --> 00:12:10.000]  你都能夠走下去
[00:12:10.000 --> 00:12:17.000]  另一邊廂提摩太給保羅是另一個特質
[00:12:17.000 --> 00:12:20.000]  他說我靠著耶穌
[00:12:20.000 --> 00:12:23.000]  希望我快點猜提摩太見你
[00:12:23.000 --> 00:12:25.000]  讓我知道你們的事
[00:12:25.000 --> 00:12:26.000]  我就心得安慰
[00:12:26.000 --> 00:12:29.000]  其實提摩太要做的事很簡單
[00:12:29.000 --> 00:12:34.000]  就是千里迢迢去到菲律賓的地方
[00:12:34.000 --> 00:12:36.000]  探望裡面的人
[00:12:36.000 --> 00:12:39.000]  將那些人的事告訴保羅
[00:12:39.000 --> 00:12:41.000]  但保羅覺得一個這麼小的事
[00:12:41.000 --> 00:12:42.000]  其實很小事
[00:12:42.000 --> 00:12:44.000]  不是很難的事
[00:12:44.000 --> 00:12:46.000]  對比他坐牢
[00:12:46.000 --> 00:12:48.000]  但他覺得
[00:12:48.000 --> 00:12:52.000]  我恨不得快點提摩太去到你那裡
[00:12:52.000 --> 00:12:53.000]  我知道你們的事
[00:12:53.000 --> 00:12:55.000]  我就心得安慰
[00:12:55.000 --> 00:12:59.000]  提摩太只是幫他做一點點的事
[00:12:59.000 --> 00:13:02.000]  他心裡就會得到安慰
[00:13:02.000 --> 00:13:06.000]  在我們2024年的時候
[00:13:06.000 --> 00:13:08.000]  有沒有一個人
[00:13:08.000 --> 00:13:11.000]  他未必是一個很有能力的人
[00:13:11.000 --> 00:13:13.000]  甚至可能只是你的後輩
[00:13:13.000 --> 00:13:15.000]  但只要他在你身邊
[00:13:15.000 --> 00:13:18.000]  你心裡就得到安慰
[00:13:18.000 --> 00:13:19.000]  如果是這樣說的話
[00:13:19.000 --> 00:13:21.000]  保羅所說的同心
[00:13:21.000 --> 00:13:24.000]  我會覺得廣東話的用語
[00:13:24.000 --> 00:13:26.000]  可能更加貼切
[00:13:26.000 --> 00:13:29.000]  他所說的同心的意思
[00:13:29.000 --> 00:13:31.000]  就是同步
[00:13:31.000 --> 00:13:33.000]  同步是什麼意思
[00:13:33.000 --> 00:13:38.000]  同步不是一個一模一樣身高的人
[00:13:38.000 --> 00:13:41.000]  雙腳一模一樣長的人才會同步
[00:13:41.000 --> 00:13:42.000]  我舉個例子
[00:13:42.000 --> 00:13:45.000]  我感謝我媽媽把我生到這麼高大
[00:13:45.000 --> 00:13:46.000]  相對而已
[00:13:46.000 --> 00:13:47.000]  因為我比我媽媽高一個頭
[00:13:47.000 --> 00:13:49.000]  我還不是高大
[00:13:49.000 --> 00:13:53.000]  但每個星期我都會特意約她出來
[00:13:53.000 --> 00:13:55.000]  喝咖啡聽她說心事
[00:13:55.000 --> 00:13:58.000]  她又聽聽我的心事
[00:13:58.000 --> 00:14:01.000]  因為我們一起走的時候
[00:14:01.000 --> 00:14:03.000]  因為同一個方向走
[00:14:03.000 --> 00:14:06.000]  我都會有意無意靠近她一點點
[00:14:06.000 --> 00:14:08.000]  當靠近她一點點之後
[00:14:08.000 --> 00:14:10.000]  有身體的接觸之後
[00:14:10.000 --> 00:14:15.000]  你慢慢發覺我和我媽媽的步速和步幅
[00:14:15.000 --> 00:14:17.000]  都會像照片裡那麼一致
[00:14:17.000 --> 00:14:19.000]  但要強調
[00:14:19.000 --> 00:14:21.000]  我比我媽媽高一個頭
[00:14:21.000 --> 00:14:23.000]  我是男她是女
[00:14:23.000 --> 00:14:26.000]  其實很難一致
[00:14:26.000 --> 00:14:28.000]  二人三足都沒有那麼齊
[00:14:28.000 --> 00:14:29.000]  但很有趣的就是這樣
[00:14:29.000 --> 00:14:32.000]  當我和她同一個方向走的時候
[00:14:32.000 --> 00:14:37.000]  我們的步幅和步速都會變得一致
[00:14:37.000 --> 00:14:39.000]  頂姐妹
[00:14:39.000 --> 00:14:41.000]  無論在2024
[00:14:41.000 --> 00:14:45.000]  甚至過了幾天的2025
[00:14:45.000 --> 00:14:50.000]  在現實裡我們難免會想失望
[00:14:50.000 --> 00:14:52.000]  不如意的事
[00:14:52.000 --> 00:14:58.000]  但上帝早已經安排了一位和我們同步的人
[00:14:58.000 --> 00:14:59.000]  記住
[00:14:59.000 --> 00:15:01.000]  他就像提摩太一樣
[00:15:01.000 --> 00:15:04.000]  不一定是和我們同一個輩分
[00:15:04.000 --> 00:15:07.000]  不一定能力和我們一樣
[00:15:07.000 --> 00:15:10.000]  但他的在只要他在
[00:15:10.000 --> 00:15:13.000]  他就很樂意和我們同步
[00:15:13.000 --> 00:15:15.000]  不論我們遇到什麼困難的時候
[00:15:15.000 --> 00:15:17.000]  只要他在
[00:15:17.000 --> 00:15:20.000]  我們就會覺得我們能夠繼續走下去
[00:15:20.000 --> 00:15:22.000]  只要他在
[00:15:22.000 --> 00:15:25.000]  我們心裡就感到安慰
[00:15:25.000 --> 00:15:28.000]  我還沒來沙鎮之前
[00:15:28.000 --> 00:15:32.000]  我也是為了驅牧在大眼教會侍奉
[00:15:32.000 --> 00:15:34.000]  我記得有個姐妹跟我說
[00:15:34.000 --> 00:15:35.000]  阿天佑
[00:15:35.000 --> 00:15:39.000]  我知道每個人都要經歷青少年期
[00:15:39.000 --> 00:15:40.000]  青少年期是什麼呢
[00:15:40.000 --> 00:15:41.000]  就是風暴期
[00:15:41.000 --> 00:15:44.000]  但我女兒一出生就是風暴期
[00:15:44.000 --> 00:15:46.000]  可能第一個想法
[00:15:46.000 --> 00:15:51.000]  可能是閣下的性格比較獨特
[00:15:51.000 --> 00:15:53.000]  所以女兒一出生那麼可愛的時候
[00:15:53.000 --> 00:15:55.000]  你就覺得她風暴
[00:15:55.000 --> 00:15:56.000]  但不是的
[00:15:56.000 --> 00:16:01.000]  我這個姐妹是一個很資深的老師
[00:16:01.000 --> 00:16:02.000]  她最有名的是什麼呢
[00:16:02.000 --> 00:16:03.000]  耐性夠
[00:16:03.000 --> 00:16:05.000]  她真的很夠耐性
[00:16:05.000 --> 00:16:08.000]  不過回家後對著女兒就沒有耐性
[00:16:09.000 --> 00:16:11.000]  她就跟我說
[00:16:11.000 --> 00:16:13.000]  這十幾二十年
[00:16:13.000 --> 00:16:15.000]  我在國安教會九年了
[00:16:15.000 --> 00:16:17.000]  她年年都跟我說這些
[00:16:17.000 --> 00:16:20.000]  真的很難受
[00:16:20.000 --> 00:16:22.000]  但她說完之後就說
[00:16:22.000 --> 00:16:23.000]  很感謝主
[00:16:23.000 --> 00:16:27.000]  我有個兒子
[00:16:27.000 --> 00:16:28.000]  這是真的
[00:16:28.000 --> 00:16:31.000]  我從小看到她長大
[00:16:31.000 --> 00:16:33.000]  她兒子有個獨實的能力
[00:16:33.000 --> 00:16:36.000]  只有他才能教得到他姐姐
[00:16:36.000 --> 00:16:39.000]  她父母和我們導師都教不到她姐姐
[00:16:39.000 --> 00:16:42.000]  只有她一個才能教得到她姐姐
[00:16:42.000 --> 00:16:45.000]  所以對這個姐妹來說
[00:16:45.000 --> 00:16:50.000]  她覺得兒子給她很大的安慰
[00:16:50.000 --> 00:16:52.000]  怎樣看得出呢
[00:16:52.000 --> 00:16:54.000]  就像我剛才說的
[00:16:54.000 --> 00:16:56.000]  我從小看到她長大
[00:16:56.000 --> 00:17:00.000]  她小時候就很樂意被媽媽抱
[00:17:00.000 --> 00:17:03.000]  媽媽一抱她就
[00:17:03.000 --> 00:17:06.000]  青少年又怎樣
[00:17:06.000 --> 00:17:08.000]  肯不肯抱
[00:17:08.000 --> 00:17:10.000]  肯的就這樣
[00:17:10.000 --> 00:17:13.000]  都肯被人抱
[00:17:13.000 --> 00:17:15.000]  不過樣子就這樣
[00:17:15.000 --> 00:17:17.000]  但我看到她媽媽
[00:17:17.000 --> 00:17:22.000]  由小到她兒子長大
[00:17:22.000 --> 00:17:25.000]  她媽媽的樣子都很甜
[00:17:25.000 --> 00:17:26.000]  沒怎麼變
[00:17:26.000 --> 00:17:27.000]  都是很窩心
[00:17:27.000 --> 00:17:29.000]  抱著兒子很幸福
[00:17:29.000 --> 00:17:30.000]  為甚麼呢
[00:17:30.000 --> 00:17:33.000]  因為她一對著她女兒
[00:17:33.000 --> 00:17:36.000]  她都搞不定
[00:17:36.000 --> 00:17:42.000]  但她覺得兒子給她很大的安慰
[00:17:42.000 --> 00:17:44.000]  領展會2025
[00:17:44.000 --> 00:17:50.000]  我想我們會想很多投資的方式
[00:17:50.000 --> 00:17:52.000]  可能轉個策略
[00:17:52.000 --> 00:17:55.000]  或者我們近來聽到很多消息
[00:17:55.000 --> 00:17:56.000]  我們有些新的部署
[00:17:56.000 --> 00:17:58.000]  或者在我們的職業裡
[00:17:58.000 --> 00:18:00.000]  都有一些安排
[00:18:00.000 --> 00:18:03.000]  或者安排家人的情況
[00:18:03.000 --> 00:18:05.000]  很多事情要搞
[00:18:05.000 --> 00:18:07.000]  但我覺得我們最需要的
[00:18:07.000 --> 00:18:09.000]  不要漏了一樣
[00:18:09.000 --> 00:18:12.000]  就是讓我們看到上帝
[00:18:12.000 --> 00:18:14.000]  在我們生命裡有同步的人
[00:18:14.000 --> 00:18:15.000]  還是那句
[00:18:15.000 --> 00:18:17.000]  他未必和我們完全一模一樣
[00:18:17.000 --> 00:18:20.000]  但這份同步的力量
[00:18:20.000 --> 00:18:23.000]  是會幫助加力量給我們
[00:18:23.000 --> 00:18:25.000]  讓我們遇到甚麼
[00:18:25.000 --> 00:18:28.000]  我們都知道我們能夠繼續走下去
[00:18:28.000 --> 00:18:30.000]  無論我們遇到甚麼
[00:18:30.000 --> 00:18:32.000]  只要祂在我們身邊
[00:18:32.000 --> 00:18:34.000]  我們心裡就得到安慰
[00:18:34.000 --> 00:18:38.000]  這是上帝在我們生命裡
[00:18:38.000 --> 00:18:44.000]  每個人生命裡都會安排了一位提摩太太給我們
[00:18:44.000 --> 00:18:47.000]  我們的提摩太太又是哪一位呢
[00:18:47.000 --> 00:18:50.000]  第二位是爾巴弗提
[00:18:50.000 --> 00:18:52.000]  保羅怎樣介紹爾巴弗提呢
[00:18:52.000 --> 00:18:56.000]  爾巴弗提是一個為了做基督的工作
[00:18:56.000 --> 00:18:58.000]  不顧生命的,幾乎致死的
[00:18:58.000 --> 00:19:00.000]  為了補足你們供應我不夠的地方
[00:19:00.000 --> 00:19:02.000]  這裡是說甚麼呢
[00:19:02.000 --> 00:19:06.000]  其實保羅和在座的每位弟兄姐妹都差不多
[00:19:06.000 --> 00:19:08.000]  他一至五都要上班
[00:19:08.000 --> 00:19:11.000]  他六天才能夠全職去侍奉
[00:19:11.000 --> 00:19:12.000]  為甚麼呢
[00:19:12.000 --> 00:19:15.000]  其實肥立比教會的確很想保羅
[00:19:15.000 --> 00:19:17.000]  好像我們區域一樣
[00:19:17.000 --> 00:19:22.000]  全職全時間不用憂慮金錢的問題
[00:19:22.000 --> 00:19:24.000]  可以全時間侍奉
[00:19:24.000 --> 00:19:26.000]  但是不夠
[00:19:26.000 --> 00:19:28.000]  肥立比教會很窮
[00:19:28.000 --> 00:19:30.000]  很窮
[00:19:30.000 --> 00:19:33.000]  所以保羅也要上班
[00:19:33.000 --> 00:19:37.000]  但他坐牢也要用錢
[00:19:37.000 --> 00:19:41.000]  但由頭到尾他說甚麼呢
[00:19:41.000 --> 00:19:45.000]  要這個爾巴弗提不斷想盡辦法
[00:19:45.000 --> 00:19:47.000]  保到他夠為止
[00:19:47.000 --> 00:19:50.000]  當然最後事實是不夠的
[00:19:50.000 --> 00:19:53.000]  因為真的很困難
[00:19:53.000 --> 00:19:55.000]  困難是甚麼呢
[00:19:55.000 --> 00:19:59.000]  因為爾巴弗提是用甚麼狀態去幫助保羅
[00:19:59.000 --> 00:20:01.000]  保到他夠為止呢
[00:20:01.000 --> 00:20:07.000]  就是他病了,幾乎要死
[00:20:07.000 --> 00:20:11.000]  一個病到幾乎要死的人
[00:20:11.000 --> 00:20:13.000]  即是床也不能下
[00:20:13.000 --> 00:20:15.000]  他還在想著別人
[00:20:15.000 --> 00:20:19.000]  我們先停一停
[00:20:19.000 --> 00:20:21.000]  想前一點
[00:20:21.000 --> 00:20:23.000]  你病到連床也不能下
[00:20:23.000 --> 00:20:25.000]  你還在想著別人
[00:20:25.000 --> 00:20:27.000]  你自己還未顧好自己
[00:20:27.000 --> 00:20:29.000]  還在想著別人
[00:20:29.000 --> 00:20:31.000]  究竟行不行呢
[00:20:31.000 --> 00:20:33.000]  這個我們就要問一個問題
[00:20:33.000 --> 00:20:36.000]  究竟為自己的意志力強一點
[00:20:36.000 --> 00:20:38.000]  還是為別人的意志力強一點
[00:20:38.000 --> 00:20:40.000]  有這樣的實驗做過
[00:20:40.000 --> 00:20:45.000]  有些德國的科學家找一些小朋友
[00:20:45.000 --> 00:20:47.000]  每兩人一組
[00:20:47.000 --> 00:20:50.000]  每一組的小朋友就進房間
[00:20:50.000 --> 00:20:52.000]  小朋友跟你玩個遊戲
[00:20:52.000 --> 00:20:54.000]  現在面前有兩塊餅
[00:20:54.000 --> 00:20:56.000]  你們一人一塊
[00:20:56.000 --> 00:20:58.000]  但我們在限時的裏面
[00:20:58.000 --> 00:21:00.000]  只要你不吃這塊餅
[00:21:00.000 --> 00:21:02.000]  這個限時過了之後
[00:21:02.000 --> 00:21:05.000]  我就要給你多幾塊好不好
[00:21:05.000 --> 00:21:07.000]  小朋友當然很開心
[00:21:07.000 --> 00:21:10.000]  但繼續說遊戲規則
[00:21:10.000 --> 00:21:12.000]  如果在限時裏面
[00:21:12.000 --> 00:21:16.000]  你們其中一個小朋友忍不住吃了
[00:21:16.000 --> 00:21:19.000]  你旁邊的小朋友也不可以吃
[00:21:19.000 --> 00:21:22.000]  總之他們明白規矩之後就開始
[00:21:22.000 --> 00:21:25.000]  大家在螢光幕看到這個圖是參考圖
[00:21:25.000 --> 00:21:30.000]  因為我手上的德國研究只是文字的記錄
[00:21:30.000 --> 00:21:32.000]  但我上網就發覺
[00:21:32.000 --> 00:21:35.000]  有些人喜歡做這樣的實驗
[00:21:35.000 --> 00:21:37.000]  總之給大家參考
[00:21:37.000 --> 00:21:39.000]  我相信這個圖也值得參考
[00:21:39.000 --> 00:21:41.000]  因為每一個小朋友對著這樣的餅
[00:21:41.000 --> 00:21:43.000]  你也會留意到男生
[00:21:43.000 --> 00:21:46.000]  真的可以不吃
[00:21:46.000 --> 00:21:48.000]  真的很好吃
[00:21:48.000 --> 00:21:50.000]  他叫我吃他
[00:21:50.000 --> 00:21:52.000]  真是
[00:21:52.000 --> 00:21:55.000]  然後這個德國的研究發現
[00:21:55.000 --> 00:21:59.000]  為什麼小朋友最後成功可以不吃
[00:21:59.000 --> 00:22:03.000]  就是小朋友當看到自己的餅
[00:22:03.000 --> 00:22:04.000]  很想吃的時候
[00:22:04.000 --> 00:22:06.000]  他就看一看旁邊的小朋友
