
[00:00:00.000 --> 00:00:04.400]  大家好,似乎我的拋開還有些問題
[00:04:11.200 --> 00:04:14.200]  不知道在座各位覺得
[00:04:14.200 --> 00:04:16.200]  你是I還是E呢?
[00:04:16.200 --> 00:04:19.200]  我覺得大家的樣子很I
[00:04:19.200 --> 00:04:22.200]  是否全部都是偏I?
[00:04:22.200 --> 00:04:30.200]  第二就是N型直覺型和S感知型
[00:04:30.200 --> 00:04:34.200]  N型收到命令要做任務的時候
[00:04:34.200 --> 00:04:36.200]  首先會想
[00:04:36.200 --> 00:04:39.200]  這個命令這個任務有什麼意義?
[00:04:39.200 --> 00:04:44.200]  對整件事的走向有沒有用?
[00:04:44.200 --> 00:04:46.200]  但S型的人
[00:04:46.200 --> 00:04:48.200]  首先會關注這個命令
[00:04:48.200 --> 00:04:50.200]  還有沒有更多資訊給我?
[00:04:50.200 --> 00:04:52.200]  我需要更多資料
[00:04:52.200 --> 00:04:54.200]  關於這個任務
[00:04:54.200 --> 00:04:56.200]  我才可以再想多一點
[00:04:56.200 --> 00:04:59.200]  資料越細節越好
[00:04:59.200 --> 00:05:01.200]  不知你又是哪一種
[00:05:01.200 --> 00:05:07.200]  第三個就是T思考型和F情感型
[00:05:07.200 --> 00:05:11.200]  T思考型首先聽到吩咐命令的時候
[00:05:11.200 --> 00:05:15.200]  會先在腦中作出各種理性的分析
[00:05:15.200 --> 00:05:17.200]  只要對事件有幫助
[00:05:17.200 --> 00:05:19.200]  他就會去做
[00:05:19.200 --> 00:05:21.200]  其他個人感情的事
[00:05:21.200 --> 00:05:23.200]  可以先放在一旁
[00:05:23.200 --> 00:05:25.200]  不用想太多
[00:05:25.200 --> 00:05:27.200]  但F型的人
[00:05:27.200 --> 00:05:29.200]  會想起
[00:05:29.200 --> 00:05:31.200]  會先想
[00:05:31.200 --> 00:05:33.200]  實行這個命令的時候
[00:05:33.200 --> 00:05:35.200]  會不會傷害到其他人?
[00:05:35.200 --> 00:05:39.200]  會不會對其他人的影響很大?
[00:05:39.200 --> 00:05:42.200]  不知你又是哪一種
[00:05:42.200 --> 00:05:47.200]  最後就是J判斷型和P知覺型
[00:05:47.200 --> 00:05:50.200]  J首先聽到命令的時候
[00:05:50.200 --> 00:05:52.200]  第一個時間會問
[00:05:52.200 --> 00:05:54.200]  Deadline是什麼時候?
[00:05:54.200 --> 00:05:56.200]  什麼時候要交貨?
[00:05:56.200 --> 00:05:58.200]  Deadline要先知道
[00:05:58.200 --> 00:06:01.200]  才知道有多少時間去工作
[00:06:01.200 --> 00:06:03.200]  但P人要想
[00:06:03.200 --> 00:06:07.200]  有什麼創新的方法去執行這個任務?
[00:06:07.200 --> 00:06:09.200]  Deadline這個東西
[00:06:09.200 --> 00:06:11.200]  放在一旁
[00:06:11.200 --> 00:06:13.200]  不用太在意
[00:06:13.200 --> 00:06:15.200]  不知你是哪一種
[00:06:15.200 --> 00:06:17.200]  是J還是P?
[00:06:17.200 --> 00:06:20.200]  不知大家聽完之後
[00:06:20.200 --> 00:06:22.200]  有沒有找到一些
[00:06:22.200 --> 00:06:24.200]  我究竟大約像哪一種
[00:06:24.200 --> 00:06:26.200]  的命令和吩咐?
[00:06:26.200 --> 00:06:28.200]  我又說說我自己
[00:06:28.200 --> 00:06:31.200]  我自己偏向聽完一個吩咐
[00:06:31.200 --> 00:06:33.200]  命令要接任務的時候
[00:06:33.200 --> 00:06:35.200]  我會先需要一些時間
[00:06:35.200 --> 00:06:37.200]  去消化一下
[00:06:37.200 --> 00:06:39.200]  思考一下
[00:06:39.200 --> 00:06:41.200]  還有我很關心
[00:06:41.200 --> 00:06:43.200]  我需要做的任務
[00:06:43.200 --> 00:06:45.200]  有沒有多些資訊給我?
[00:06:45.200 --> 00:06:47.200]  我想再多些
[00:06:47.200 --> 00:06:49.200]  以及最重要的就是Deadline是什麼時候?
[00:06:49.200 --> 00:06:51.200]  我要知道什麼時候要交貨
[00:06:51.200 --> 00:06:53.200]  至於會不會影響到
[00:06:53.200 --> 00:06:55.200]  其他人的感情
[00:06:55.200 --> 00:06:57.200]  我還沒做教務之前
[00:06:57.200 --> 00:06:59.200]  就沒有那麼在意
[00:06:59.200 --> 00:07:01.200]  事鬼蛋,最重要是做好
[00:07:01.200 --> 00:07:03.200]  但我自從入行
[00:07:03.200 --> 00:07:05.200]  成為教務之後
[00:07:05.200 --> 00:07:07.200]  就變得越來越在意
[00:07:07.200 --> 00:07:09.200]  說起命令
[00:07:09.200 --> 00:07:11.200]  任務指令的時候
[00:07:11.200 --> 00:07:13.200]  為什麼會提到?
[00:07:13.200 --> 00:07:15.200]  因為今天的經文
[00:07:15.200 --> 00:07:17.200]  耶穌都有吩咐
[00:07:17.200 --> 00:07:19.200]  任務給門徒去做
[00:07:19.200 --> 00:07:21.200]  是什麼呢?
[00:07:21.200 --> 00:07:23.200]  我們一起看一看
[00:07:23.200 --> 00:07:25.200]  今天的經文是使徒行轉
[00:07:25.200 --> 00:07:27.200]  一章八節
[00:07:27.200 --> 00:07:29.200]  下一章
[00:07:29.200 --> 00:07:31.200]  可使聖靈降臨在你們身上
[00:07:31.200 --> 00:07:33.200]  你們就必領受能力
[00:07:33.200 --> 00:07:35.200]  並且要在耶路撒冷
[00:07:35.200 --> 00:07:37.200]  猶太傳遞撒瑪利亞
[00:07:37.200 --> 00:07:39.200]  直到地極
[00:07:39.200 --> 00:07:41.200]  作我的見證人
[00:07:41.200 --> 00:07:43.200]  這個命令這個吩咐
[00:07:43.200 --> 00:07:45.200]  又是什麼時候發出的呢?
[00:07:45.200 --> 00:07:47.200]  我們又看看經文第一章九節
[00:07:47.200 --> 00:07:49.200]  下一章
[00:07:49.200 --> 00:07:51.200]  說了者說
[00:07:51.200 --> 00:07:53.200]  他們正看的時候
[00:07:53.200 --> 00:07:55.200]  他就被取上星
[00:07:55.200 --> 00:07:57.200]  有一朵雲彩把他接去
[00:07:57.200 --> 00:07:59.200]  便看不見他了
[00:07:59.200 --> 00:08:01.200]  所以在經文所說
[00:08:01.200 --> 00:08:03.200]  就是耶穌升天之前
[00:08:03.200 --> 00:08:05.200]  就向門徒交代了
[00:08:05.200 --> 00:08:07.200]  這個吩咐
[00:08:07.200 --> 00:08:09.200]  這個任務給門徒
[00:08:09.200 --> 00:08:11.200]  之後
[00:08:11.200 --> 00:08:13.200]  他就升天離開了
[00:08:13.200 --> 00:08:15.200]  耶穌所下的命令
[00:08:15.200 --> 00:08:17.200]  除了給門徒之外
[00:08:17.200 --> 00:08:19.200]  其實也同時跟我們說
[00:08:19.200 --> 00:08:21.200]  所以我們要做些什麼呢?
[00:08:21.200 --> 00:08:23.200]  這個命令
[00:08:23.200 --> 00:08:25.200]  其實主要有兩件事
[00:08:25.200 --> 00:08:27.200]  我們要做
[00:08:27.200 --> 00:08:29.200]  第一件事
[00:08:29.200 --> 00:08:31.200]  下一章
[00:08:31.200 --> 00:08:33.200]  就是要作主的見證人
[00:08:33.200 --> 00:08:35.200]  見證人
[00:08:35.200 --> 00:08:37.200]  即是要做些什麼呢?
[00:08:37.200 --> 00:08:39.200]  話說
[00:08:39.200 --> 00:08:41.200]  我以前要申請某份
[00:08:41.200 --> 00:08:43.200]  不記得是證件還是文件
[00:08:43.200 --> 00:08:45.200]  我需要去拍一輯證件相
[00:08:45.200 --> 00:08:47.200]  下一張
[00:08:47.200 --> 00:08:51.200]  拍一張相
[00:08:51.200 --> 00:08:53.200]  大家都知道
[00:08:53.200 --> 00:08:55.200]  應該是學生相
[00:08:55.200 --> 00:08:57.200]  但不是拍完一輯相
[00:08:57.200 --> 00:08:59.200]  我交出去那麼簡單
[00:08:59.200 --> 00:09:01.200]  而是我需要找一個見證人
[00:09:01.200 --> 00:09:03.200]  見證人做什麼呢?
[00:09:03.200 --> 00:09:05.200]  是要證明那張相中的小姐
[00:09:05.200 --> 00:09:07.200]  就是我
[00:09:07.200 --> 00:09:09.200]  她要做這件事
[00:09:09.200 --> 00:09:11.200]  我就覺得
[00:09:11.200 --> 00:09:13.200]  很匪夷所思
[00:09:13.200 --> 00:09:15.200]  我怎樣看呢?
[00:09:15.200 --> 00:09:17.200]  相中的小姐也是我
[00:09:17.200 --> 00:09:19.200]  雖然大家不知道
[00:09:19.200 --> 00:09:21.200]  有沒有拍過證件相
[00:09:21.200 --> 00:09:23.200]  你知道證件相中的你
[00:09:23.200 --> 00:09:25.200]  永遠都比較醜
[00:09:25.200 --> 00:09:27.200]  她將你所有缺點
[00:09:27.200 --> 00:09:29.200]  怎樣遮都遮不到
[00:09:29.200 --> 00:09:31.200]  就展示出來
[00:09:31.200 --> 00:09:33.200]  很噁心
[00:09:33.200 --> 00:09:35.200]  我知道我的真人一定比相中的小姐漂亮
[00:09:35.200 --> 00:09:37.200]  但怎樣看呢?
[00:09:37.200 --> 00:09:39.200]  那個也是我
[00:09:39.200 --> 00:09:41.200]  難道我拿一張超美女的女明星相
[00:09:41.200 --> 00:09:43.200]  給見證人簽名
[00:09:43.200 --> 00:09:45.200]  說那是我
[00:09:45.200 --> 00:09:47.200]  那就可以過關了
[00:09:47.200 --> 00:09:49.200]  那真是我嗎?
[00:09:49.200 --> 00:09:51.200]  當然不可以
[00:09:51.200 --> 00:09:53.200]  因為見證人是基於法律的要求
[00:09:53.200 --> 00:09:55.200]  他要證明
[00:09:55.200 --> 00:09:57.200]  那張相中的小姐
[00:09:57.200 --> 00:09:59.200]  是我才可以簽
[00:09:59.200 --> 00:10:01.200]  所以見證人
[00:10:01.200 --> 00:10:03.200]  就是要為某件事的真實
[00:10:03.200 --> 00:10:05.200]  作見證
[00:10:05.200 --> 00:10:07.200]  耶穌叫他的門徒
[00:10:07.200 --> 00:10:09.200]  作他的見證人
[00:10:09.200 --> 00:10:11.200]  就是要門徒將他所看到
[00:10:11.200 --> 00:10:13.200]  所聽到
[00:10:13.200 --> 00:10:15.200]  所知道關於耶穌的事情
[00:10:15.200 --> 00:10:17.200]  作見證
[00:10:17.200 --> 00:10:19.200]  證明關於耶穌的所有事跡
[00:10:19.200 --> 00:10:21.200]  都是真的
[00:10:21.200 --> 00:10:23.200]  尤其是關於耶穌的生
[00:10:23.200 --> 00:10:25.200]  死和復活
[00:10:25.200 --> 00:10:27.200]  我們也一樣
[00:10:27.200 --> 00:10:29.200]  要將耶穌的事跡
[00:10:29.200 --> 00:10:31.200]  真實地傳講出去
[00:10:31.200 --> 00:10:33.200]  那我怎樣知道是真實的?
[00:10:33.200 --> 00:10:35.200]  就是
[00:10:35.200 --> 00:10:37.200]  聖經說了
[00:10:37.200 --> 00:10:39.200]  關於耶穌的事跡
[00:10:39.200 --> 00:10:41.200]  就不可以加加減減
[00:10:41.200 --> 00:10:43.200]  只要我們真實地
[00:10:43.200 --> 00:10:45.200]  講出去就可以了
[00:10:45.200 --> 00:10:47.200]  除了這樣之外
[00:10:47.200 --> 00:10:49.200]  另一種見證人的方式
[00:10:49.200 --> 00:10:51.200]  你又
[00:10:51.200 --> 00:10:53.200]  有另一種
[00:10:53.200 --> 00:10:55.200]  就是你可不可以
[00:10:55.200 --> 00:10:57.200]  在你的生活當中
[00:10:57.200 --> 00:10:59.200]  真實地
[00:10:59.200 --> 00:11:01.200]  反映基督的信仰呢?
[00:11:01.200 --> 00:11:03.200]  下一張
[00:11:03.200 --> 00:11:05.200]  下一張
[00:11:05.200 --> 00:11:07.200]  你在星期一
[00:11:07.200 --> 00:11:09.200]  至星期五
[00:11:09.200 --> 00:11:11.200]  在你的職場
[00:11:11.200 --> 00:11:13.200]  你的工作態度
[00:11:13.200 --> 00:11:15.200]  或者你在學校
[00:11:15.200 --> 00:11:17.200]  你的待人接物
[00:11:17.200 --> 00:11:19.200]  能否做到
[00:11:19.200 --> 00:11:21.200]  耶穌的見證人呢?
[00:11:21.200 --> 00:11:25.200]  還是你根本隱藏了
[00:11:25.200 --> 00:11:27.200]  自己基督徒的身份呢?
[00:11:27.200 --> 00:11:29.200]  沒有人知道的
[00:11:29.200 --> 00:11:31.200]  如果真的一群人吃飯
[00:11:31.200 --> 00:11:33.200]  我連最簡單的
[00:11:33.200 --> 00:11:35.200]  吃飯前祈禱都不會做的
[00:11:35.200 --> 00:11:37.200]  又會不會這樣呢?
[00:11:37.200 --> 00:11:43.200]  耶穌在這個命令當中
[00:11:43.200 --> 00:11:45.200]  有第二件事
[00:11:45.200 --> 00:11:47.200]  要我們做的
[00:11:47.200 --> 00:11:49.200]  下一張
[00:11:49.200 --> 00:11:51.200]  就是門徒要作
[00:11:51.200 --> 00:11:53.200]  耶穌見證人的地方
[00:11:53.200 --> 00:11:55.200]  就是要在耶路撒冷
[00:11:55.200 --> 00:11:57.200]  猶太傳地
[00:11:57.200 --> 00:11:59.200]  撒瑪利亞直到地極
[00:11:59.200 --> 00:12:01.200]  作我的見證人
[00:12:01.200 --> 00:12:03.200]  所以門徒作見證的地方
[00:12:03.200 --> 00:12:05.200]  並不只限於耶路撒冷
[00:12:05.200 --> 00:12:07.200]  而是一步一步擴大
[00:12:07.200 --> 00:12:09.200]  去到猶太傳地
[00:12:09.200 --> 00:12:11.200]  甚至去到地極
[00:12:11.200 --> 00:12:13.200]  地極的意思就是
[00:12:13.200 --> 00:12:15.200]  地的盡頭
[00:12:15.200 --> 00:12:17.200]  可能對我們來說
[00:12:17.200 --> 00:12:19.200]  我都不在耶路撒冷
[00:12:19.200 --> 00:12:21.200]  是不是這件事
[00:12:21.200 --> 00:12:23.200]  與我們無關呢?
[00:12:23.200 --> 00:12:25.200]  我們的確
[00:12:25.200 --> 00:12:27.200]  不在耶路撒冷
[00:12:27.200 --> 00:12:29.200]  但可以將耶路撒冷
[00:12:29.200 --> 00:12:31.200]  看成
[00:12:31.200 --> 00:12:33.200]  你現在身處的地方
[00:12:33.200 --> 00:12:35.200]  你的家
[00:12:35.200 --> 00:12:37.200]  你的朋友
[00:12:37.200 --> 00:12:39.200]  你的朋友圈
[00:12:39.200 --> 00:12:41.200]  現在住的社區
[00:12:41.200 --> 00:12:43.200]  你的職場
[00:12:43.200 --> 00:12:45.200]  你上學的地方
[00:12:45.200 --> 00:12:47.200]  那些地方就是你的耶路撒冷
[00:12:47.200 --> 00:12:49.200]  所以並不只是
[00:12:49.200 --> 00:12:51.200]  作耶穌的見證人
[00:12:51.200 --> 00:12:53.200]  是星期六日在教會
[00:12:53.200 --> 00:12:55.200]  而是星期一至星期日
[00:12:55.200 --> 00:12:57.200]  在你所在的場所
[00:12:57.200 --> 00:12:59.200]  你都是耶路撒冷的見證人
[00:12:59.200 --> 00:13:01.200]  你都是耶路撒冷的見證人
[00:13:01.200 --> 00:13:03.200]  你都是耶路撒冷的見證人
[00:13:03.200 --> 00:13:05.200]  現在耶路撒冷這一句說話
[00:13:05.200 --> 00:13:07.200]  這一句命令
[00:13:07.200 --> 00:13:09.200]  除了一個吩咐
[00:13:09.200 --> 00:13:11.200]  要給門徒一個任務
[00:13:11.200 --> 00:13:13.200]  要給門徒一個任務
[00:13:13.200 --> 00:13:15.200]  其實也要帶出
[00:13:15.200 --> 00:13:17.200]  接受這個任務
[00:13:17.200 --> 00:13:19.200]  被耶路撒冷猜獻出門徒
[00:13:19.200 --> 00:13:21.200]  所需要有的態度
[00:13:21.200 --> 00:13:23.200]  也是對一個門徒的思想
[00:13:23.200 --> 00:13:25.200]  糾正
[00:13:25.200 --> 00:13:27.200]  因為在耶路撒冷說這句說話之前
[00:13:27.200 --> 00:13:29.200]  在一章六節
[00:13:29.200 --> 00:13:31.200]  門徒向耶路撒冷問了一個問題
[00:13:31.200 --> 00:13:33.200]  下一頁
[00:13:33.200 --> 00:13:35.200]  他們聚集的時候
[00:13:35.200 --> 00:13:37.200]  問耶路撒冷說
[00:13:37.200 --> 00:13:39.200]  主啊,你要在這時候使以色列服國嗎?
[00:13:39.200 --> 00:13:41.200]  這個問題
[00:13:41.200 --> 00:13:43.200]  為什麼是一個問題呢?
[00:13:43.200 --> 00:13:45.200]  就是它顯示出
[00:13:45.200 --> 00:13:47.200]  門徒有一個誤解
[00:13:47.200 --> 00:13:49.200]  他誤解了
[00:13:49.200 --> 00:13:51.200]  神的國是一個
[00:13:51.200 --> 00:13:53.200]  國家
[00:13:53.200 --> 00:13:55.200]  好像國家一樣的存在
[00:13:55.200 --> 00:13:57.200]  所以他們期待著
[00:13:57.200 --> 00:13:59.200]  耶穌會重新
[00:13:59.200 --> 00:14:01.200]  復興以色列國
[00:14:01.200 --> 00:14:03.200]  而他們也帶著這個期待
[00:14:03.200 --> 00:14:05.200]  去聽耶穌基督的吩咐猜獻
[00:14:05.200 --> 00:14:07.200]  但是耶穌怎麼回答呢?
[00:14:07.200 --> 00:14:09.200]  下一章,麻煩你
[00:14:09.200 --> 00:14:11.200]  耶穌就回答
[00:14:11.200 --> 00:14:13.200]  父方在自己權內
[00:14:13.200 --> 00:14:15.200]  所定的時候或時期
[00:14:15.200 --> 00:14:17.200]  並不在
[00:14:17.200 --> 00:14:19.200]  自己的權內
[00:14:19.200 --> 00:14:21.200]  或時期
[00:14:21.200 --> 00:14:23.200]  並不在你們知道的
[00:14:23.200 --> 00:14:25.200]  上一章,麻煩你
[00:14:25.200 --> 00:14:29.200]  耶穌的回答
[00:14:29.200 --> 00:14:31.200]  就完全扭轉了
[00:14:31.200 --> 00:14:33.200]  門徒的期望
[00:14:33.200 --> 00:14:35.200]  其實我們某程度
[00:14:35.200 --> 00:14:37.200]  和門徒也很相似
[00:14:37.200 --> 00:14:39.200]  有時候我們表面很信服
[00:14:39.200 --> 00:14:41.200]  耶穌啊,你吩咐我什麼
[00:14:41.200 --> 00:14:43.200]  我求你,你給我看
[00:14:43.200 --> 00:14:45.200]  我就照做,我就照去
[00:14:45.200 --> 00:14:47.200]  但其實你心裡的祈禱
[00:14:47.200 --> 00:14:49.200]  未必是這樣想的
[00:14:49.200 --> 00:14:51.200]  你會想,耶穌啊
[00:14:51.200 --> 00:14:53.200]  最好是向著我想的方向
[00:14:53.200 --> 00:14:55.200]  去
[00:14:55.200 --> 00:14:57.200]  你跟著我的方向去吧
[00:14:57.200 --> 00:14:59.200]  你不要給我其他東西
[00:14:59.200 --> 00:15:01.200]  我接受不了
[00:15:01.200 --> 00:15:03.200]  我真的要這個A餐
[00:15:03.200 --> 00:15:05.200]  就算A餐裡的蛋
[00:15:05.200 --> 00:15:07.200]  我都要是荷包蛋
[00:15:07.200 --> 00:15:09.200]  你給我炒蛋,我也不接受
[00:15:09.200 --> 00:15:13.200]  所以你一定要照著我想的方向去吧
[00:15:13.200 --> 00:15:15.200]  或者你會說
[00:15:15.200 --> 00:15:17.200]  為了我這個目標
[00:15:17.200 --> 00:15:19.200]  達成我做了這麼久的努力
[00:15:19.200 --> 00:15:21.200]  所以你一定要給我
[00:15:21.200 --> 00:15:23.200]  我想,所想所要的東西
[00:15:23.200 --> 00:15:27.200]  但是接受耶穌的吩咐
[00:15:27.200 --> 00:15:29.200]  奉差遣的門徒
[00:15:29.200 --> 00:15:31.200]  要有的態度
[00:15:31.200 --> 00:15:33.200]  其實就是要跟從耶穌的意思
[00:15:33.200 --> 00:15:35.200]  而不是跟從自己的想法
[00:15:35.200 --> 00:15:37.200]  我認識一些朋友
[00:15:37.200 --> 00:15:39.200]  在職場上
[00:15:39.200 --> 00:15:41.200]  工作就不是很願意
[00:15:41.200 --> 00:15:43.200]  下一張,麻煩你
[00:15:43.200 --> 00:15:45.200]  他就希望
[00:15:45.200 --> 00:15:47.200]  找到一份新的工作
[00:15:47.200 --> 00:15:49.200]  我們就一起
[00:15:49.200 --> 00:15:51.200]  為他這件事去代討
[00:15:51.200 --> 00:15:53.200]  他就順利
[00:15:53.200 --> 00:15:55.200]  找到一份新工作
[00:15:55.200 --> 00:15:57.200]  但是就這樣工作了
[00:15:57.200 --> 00:15:59.200]  一段時間之後
[00:15:59.200 --> 00:16:01.200]  他又再次工作得不開心
[00:16:01.200 --> 00:16:03.200]  於是又再找過
[00:16:03.200 --> 00:16:05.200]  於是我們又再
[00:16:05.200 --> 00:16:07.200]  為他去代討
[00:16:07.200 --> 00:16:09.200]  希望找到一份新工作
[00:16:09.200 --> 00:16:11.200]  好一點的工作
[00:16:11.200 --> 00:16:13.200]  而御使者的情況
[00:16:13.200 --> 00:16:15.200]  重複了好幾次
[00:16:15.200 --> 00:16:17.200]  而他的代討內容
[00:16:17.200 --> 00:16:19.200]  其實都是說希望求神
[00:16:19.200 --> 00:16:21.200]  改變工作的環境
[00:16:21.200 --> 00:16:23.200]  但似乎
[00:16:23.200 --> 00:16:25.200]  每次神都沒有
[00:16:25.200 --> 00:16:27.200]  答應過他
[00:16:27.200 --> 00:16:29.200]  於是他就一直轉工
[00:16:29.200 --> 00:16:31.200]  職場不如意
[00:16:31.200 --> 00:16:33.200]  想轉換工作環境
[00:16:33.200 --> 00:16:35.200]  是很正常的
[00:16:35.200 --> 00:16:37.200]  而求神改變
[00:16:37.200 --> 00:16:39.200]  職場的環境
[00:16:39.200 --> 00:16:41.200]  例如你求過
[00:16:41.200 --> 00:16:43.200]  希望我旁邊的同事神
[00:16:43.200 --> 00:16:45.200]  幫我改變
[00:16:45.200 --> 00:16:47.200]  或者神
[00:16:47.200 --> 00:16:49.200]  怎樣也好
[00:16:49.200 --> 00:16:51.200]  他辭職不做也好
[00:16:51.200 --> 00:16:53.200]  帶他走
[00:16:53.200 --> 00:16:55.200]  或者你也求過
[00:16:55.200 --> 00:16:57.200]  那位刁難我的上司
[00:16:57.200 --> 00:16:59.200]  神啊,我不會這麼黑心
[00:16:59.200 --> 00:17:01.200]  我不會叫他
[00:17:01.200 --> 00:17:03.200]  第二天出車禍死
[00:17:03.200 --> 00:17:05.200]  我不會這麼黑心
[00:17:05.200 --> 00:17:07.200]  我求你叫他找另一間公司
[00:17:07.200 --> 00:17:09.200]  把他趕走
[00:17:09.200 --> 00:17:11.200]  要他跳槽
[00:17:11.200 --> 00:17:13.200]  辭職,轉跳槽
[00:17:13.200 --> 00:17:15.200]  多好啊,我為他著想
[00:17:15.200 --> 00:17:17.200]  為他這樣祈禱
[00:17:17.200 --> 00:17:19.200]  這樣祈禱
[00:17:19.200 --> 00:17:21.200]  想想多合理啊
[00:17:21.200 --> 00:17:23.200]  我沒有黑心啊
[00:17:23.200 --> 00:17:25.200]  但是呢
[00:17:25.200 --> 00:17:27.200]  如果神
