
[00:00:00.000 --> 00:00:04.160]  歡迎各位回來述拜
[00:01:55.480 --> 00:01:57.480]  就是做一個實驗
[00:01:57.480 --> 00:01:59.480]  現在好像我們一個班房裏面
[00:01:59.480 --> 00:02:02.480]  我就說會派一粒糖果給大家
[00:02:02.480 --> 00:02:06.480]  如果大家即時要吃的話
[00:02:06.480 --> 00:02:08.480]  就只有一粒而已
[00:02:08.480 --> 00:02:10.480]  但如果完熟之後才拿
[00:02:10.480 --> 00:02:12.480]  就會有兩粒的
[00:02:12.480 --> 00:02:14.480]  研究是一個追蹤的實驗
[00:02:14.480 --> 00:02:18.480]  通常就是即時拿的那些
[00:02:18.480 --> 00:02:21.480]  長大之後就平庸無奇
[00:02:21.480 --> 00:02:24.480]  有良心、有成就、沒甚麼特別
[00:02:24.480 --> 00:02:27.480]  但通常就是能夠延遲滿足
[00:02:27.480 --> 00:02:31.480]  完了才享受那兩粒糖果
[00:02:31.480 --> 00:02:33.480]  通常是比較不會有成就的
[00:02:33.480 --> 00:02:37.480]  當然這個研究是很多年前
[00:02:37.480 --> 00:02:40.480]  亦都會有人批評、有人推翻
[00:02:40.480 --> 00:02:43.480]  有些人會覺得和社會背景有關
[00:02:43.480 --> 00:02:45.480]  平時已經有那麼多糖果
[00:02:45.480 --> 00:02:48.480]  那一粒兩粒都沒有關係
[00:02:48.480 --> 00:02:51.480]  當然有它的缺點
[00:02:51.480 --> 00:02:52.480]  簡單來說
[00:02:52.480 --> 00:02:55.480]  飲久其實就是延遲到滿足
[00:02:55.480 --> 00:02:57.480]  亦都是用時間來說
[00:02:57.480 --> 00:02:59.480]  就是短期受損
[00:02:59.480 --> 00:03:01.480]  但長期是特異的
[00:03:01.480 --> 00:03:05.480]  個人層面我不知道大家有沒有認識
[00:03:05.480 --> 00:03:09.480]  自己是否一類衝動型性格的人
[00:03:09.480 --> 00:03:12.480]  這些都是上網看回來
[00:03:12.480 --> 00:03:16.480]  他們形容是衝動型性格的人都有優點
[00:03:16.480 --> 00:03:21.480]  優點就是充滿活力、熱情投入、果斷
[00:03:21.480 --> 00:03:23.480]  果斷不代表一對
[00:03:23.480 --> 00:03:25.480]  只是很快做決定
[00:03:25.480 --> 00:03:29.480]  果斷、行動迅速和敢於挑戰
[00:03:29.480 --> 00:03:32.480]  不知道你們有沒有想起某些兄弟姐妹
[00:03:32.480 --> 00:03:35.480]  他們都是頗衝動型性格的
[00:03:35.480 --> 00:03:37.480]  但缺點都不少
[00:03:37.480 --> 00:03:40.480]  通常是未計劃好就行動
[00:03:40.480 --> 00:03:42.480]  想得到的通心就要立即得到
[00:03:42.480 --> 00:03:43.480]  不喜歡安靜
[00:03:43.480 --> 00:03:46.480]  可能我們以前的拘謀就是這樣
[00:03:46.480 --> 00:03:48.480]  還感覺輕實況
[00:03:48.480 --> 00:03:51.480]  爭第一出風頭他又不會
[00:03:51.480 --> 00:03:52.480]  又是情感起伏不定
[00:03:52.480 --> 00:03:54.480]  喜愛新鮮等等
[00:03:54.480 --> 00:04:00.480]  你覺得你自己會不會都有少少這類型的性格呢
[00:04:00.480 --> 00:04:02.480]  在社會的層面
[00:04:02.480 --> 00:04:09.480]  我們這個社會都是一個快、講求效率的社會
[00:04:09.480 --> 00:04:11.480]  促成文化
[00:04:11.480 --> 00:04:15.480]  我最近聽一個頗特別的說話
[00:04:15.480 --> 00:04:20.480]  原來杯麵要三分鐘才有營救
[00:04:20.480 --> 00:04:23.480]  其實杯麵一分鐘就已經成功
[00:04:23.480 --> 00:04:26.480]  但他說要三分鐘
[00:04:26.480 --> 00:04:33.480]  因為三分鐘是令人的飢餓感和期待去到高峰
[00:04:33.480 --> 00:04:35.480]  所以杯麵要定在三分鐘
[00:04:35.480 --> 00:04:37.480]  但過了五分鐘
[00:04:37.480 --> 00:04:40.480]  你已經太餓或失去期待
[00:04:40.480 --> 00:04:44.480]  所以無論一分鐘還是五分鐘都是不對的
[00:04:44.480 --> 00:04:46.480]  杯麵是要三分鐘才成功
[00:04:46.480 --> 00:04:48.480]  我覺得這很特別
[00:04:48.480 --> 00:04:49.480]  但無論如何
[00:04:49.480 --> 00:04:52.480]  在社會層面其實我們很追求快
[00:04:52.480 --> 00:04:54.480]  所有事都要即時
[00:04:54.480 --> 00:04:57.480]  效率也成為我們最大的價值
[00:04:57.480 --> 00:05:03.480]  很多時候都要快多於做對的事
[00:05:03.480 --> 00:05:07.480]  你看我們香港的工程都是這樣
[00:05:07.480 --> 00:05:09.480]  要快、要在限期裏完成
[00:05:09.480 --> 00:05:11.480]  做得對就不理會
[00:05:11.480 --> 00:05:14.480]  這個就是效率成為最大的價值
[00:05:14.480 --> 00:05:17.480]  或者我們會以效率定義我們的價值
[00:05:17.480 --> 00:05:19.480]  所有事都要即時的效果
[00:05:19.480 --> 00:05:21.480]  光劍影、染頭髮
[00:05:21.480 --> 00:05:24.480]  一定要搞定
[00:05:24.480 --> 00:05:27.480]  甚至我們生活上都會見到一些狀況
[00:05:27.480 --> 00:05:29.480]  例如我們搭電梯
[00:05:29.480 --> 00:05:31.480]  這裏我只能說
[00:05:31.480 --> 00:05:36.480]  你按多次按鈕當然會快
[00:05:36.480 --> 00:05:40.480]  不知為何要按多幾下才會快
[00:05:40.480 --> 00:05:43.480]  一秒就已經過得慢
[00:05:43.480 --> 00:05:47.480]  例如我們上網載一個專頁
[00:05:47.480 --> 00:05:50.480]  一秒要等就已經過得慢
[00:05:50.480 --> 00:05:54.480]  但我們在保年代是56K
[00:05:54.480 --> 00:05:58.480]  十秒載到一個專頁就算快
[00:05:58.480 --> 00:06:00.480]  但現在一秒都過得慢
[00:06:00.480 --> 00:06:04.480]  或者我們聽到、看影片都要兩倍速
[00:06:04.480 --> 00:06:07.480]  我現在已經最快到三倍速
[00:06:07.480 --> 00:06:10.480]  三倍速都已經覺得有時都有點慢
[00:06:10.480 --> 00:06:15.480]  最近IG也有些文章分享
[00:06:15.480 --> 00:06:17.480]  他們也有改變
[00:06:17.480 --> 00:06:20.480]  影片只能夠在45秒內
[00:06:20.480 --> 00:06:25.480]  變成好像TikTok
[00:06:25.480 --> 00:06:28.480]  只能夠在45秒內直到
[00:06:28.480 --> 00:06:31.480]  將文化再推快一點
[00:06:31.480 --> 00:06:34.480]  不會再有長片在IG出現
[00:06:34.480 --> 00:06:39.480]  這種文化影響到我們
[00:06:39.480 --> 00:06:42.480]  會將一些複雜的事情或問題
[00:06:42.480 --> 00:06:44.480]  簡單化
[00:06:44.480 --> 00:06:46.480]  簡單化了簡單
[00:06:46.480 --> 00:06:48.480]  甚至簡陋
[00:06:48.480 --> 00:06:50.480]  很多時我們面對問題
[00:06:50.480 --> 00:06:52.480]  只會用二元的思考、二元的對答
[00:06:52.480 --> 00:06:54.480]  因為簡單、快
[00:06:54.480 --> 00:06:56.480]  好人和壞人黑和白
[00:06:56.480 --> 00:06:59.480]  或者用一套方程式去解釋所有事情
[00:06:59.480 --> 00:07:04.480]  可能是說髒話就是壞人等等
[00:07:04.480 --> 00:07:06.480]  很快就等同了
[00:07:06.480 --> 00:07:10.480]  而我們的口頭禪是不用急最重要是快
[00:07:10.480 --> 00:07:15.480]  變成耐性是我們這一代人最缺乏的一種美德
[00:07:15.480 --> 00:07:18.480]  因此今天就分享一個這樣的題目
[00:07:18.480 --> 00:07:20.480]  從衝動到忍耐
[00:07:20.480 --> 00:07:22.480]  經文是來自雅各書五章
[00:07:22.480 --> 00:07:25.480]  究竟雅各時他們面對什麼處境
[00:07:25.480 --> 00:07:27.480]  為什麼他們會這樣去講呢
[00:07:27.480 --> 00:07:29.480]  經文開始這樣說
[00:07:29.480 --> 00:07:31.480]  所以弟兄們你們要忍耐直到主來
[00:07:31.480 --> 00:07:34.480]  漢娜龍夫等候著地裡寶貴的出產
[00:07:34.480 --> 00:07:38.480]  耐心地等到她得到秋林春雨
[00:07:38.480 --> 00:07:40.480]  你們也要忍耐堅固你們的心
[00:07:40.480 --> 00:07:42.480]  因為主來的日子更了
[00:07:42.480 --> 00:07:46.480]  弟兄們你們不要彼此埋怨而得受審判
[00:07:46.480 --> 00:07:48.480]  漢娜審判的主就在不了
[00:07:48.480 --> 00:07:51.480]  弟兄們你們要把那先前奉主名
[00:07:51.480 --> 00:07:56.480]  說話的眾仙之作能受苦能忍耐的榜樣
[00:07:56.480 --> 00:07:57.480]  漢娜那先忍耐的人
[00:07:57.480 --> 00:07:59.480]  我們稱他們是忍福的
[00:07:59.480 --> 00:08:02.480]  你們聽見過若白的忍耐
[00:08:02.480 --> 00:08:04.480]  也看見主給他的潔穀
[00:08:04.480 --> 00:08:07.480]  知道主是充滿憐憫和慈悲的
[00:08:07.480 --> 00:08:10.480]  我們弟兄們最重要的是不可起誓
[00:08:10.480 --> 00:08:11.480]  也不可以指出天起誓
[00:08:11.480 --> 00:08:13.480]  也不可以指出地起誓
[00:08:13.480 --> 00:08:15.480]  任何誓都不可起
[00:08:15.480 --> 00:08:16.480]  你們說話是就說是
[00:08:16.480 --> 00:08:18.480]  不是就說不是
[00:08:18.480 --> 00:08:20.480]  免得你們落在審判之下
[00:08:20.480 --> 00:08:23.480]  一段不長不短的經文
[00:08:23.480 --> 00:08:27.480]  裏面其實你一聽都看見有很多重覆的字眼
[00:08:27.480 --> 00:08:31.480]  這些重覆的字眼通常都幫助我們去處理經文
[00:08:31.480 --> 00:08:35.480]  第一個重覆的很明顯就是弟兄們和漢娜
[00:08:35.480 --> 00:08:39.480]  好像成為了一段的開頭
[00:08:39.480 --> 00:08:42.480]  這個也是整段雅各書
[00:08:42.480 --> 00:08:46.480]  一個很特別的重點
[00:08:46.480 --> 00:08:48.480]  很多時候他會說一個point
[00:08:48.480 --> 00:08:52.480]  但在這個時刻他也會把弟兄們作為一個開始
[00:08:52.480 --> 00:08:56.480]  另外一個主題當然也和今天的主題有關
[00:08:56.480 --> 00:08:57.480]  就是忍耐
[00:08:57.480 --> 00:08:59.480]  忍耐這個字也重覆出現
[00:08:59.480 --> 00:09:02.480]  因此幫助我們了解整段經文裏面
[00:09:02.480 --> 00:09:03.480]  忍耐出現過六次
[00:09:03.480 --> 00:09:05.480]  弟兄們出現過四次
[00:09:05.480 --> 00:09:08.480]  讓我們分成有三個例子
[00:09:08.480 --> 00:09:09.480]  兩個的教導
[00:09:09.480 --> 00:09:11.480]  他先講一個例子然後加一個教導
[00:09:11.480 --> 00:09:14.480]  然後再講兩個例子一個教導
[00:09:14.480 --> 00:09:15.480]  那三個例子是甚麼呢
[00:09:15.480 --> 00:09:20.480]  他就以龍夫、先知和若伯的故事作為例子
[00:09:20.480 --> 00:09:23.480]  講三個極需要忍耐的處境
[00:09:23.480 --> 00:09:28.480]  第一個他為甚麼會講忍耐呢
[00:09:28.480 --> 00:09:29.480]  在雅各書
[00:09:29.480 --> 00:09:33.480]  其實他一開頭在第一章已經講了
[00:09:33.480 --> 00:09:36.480]  這班人收信的人
[00:09:36.480 --> 00:09:38.480]  雅各寫給那班人那班信徒
[00:09:38.480 --> 00:09:40.480]  正面對一個甚麼狀況呢
[00:09:40.480 --> 00:09:42.480]  很可能就是很多的試煉
[00:09:42.480 --> 00:09:45.480]  很多的考驗甚至是受苦
[00:09:45.480 --> 00:09:47.480]  因此無論在經文的頭
[00:09:47.480 --> 00:09:50.480]  書卷的頭都跟他們講
[00:09:50.480 --> 00:09:53.480]  我的弟兄們你們遭受各樣的試煉的時候
[00:09:53.480 --> 00:09:55.480]  都要認為是大喜樂
[00:09:55.480 --> 00:09:57.480]  因為知道你們的信心經過考驗
[00:09:57.480 --> 00:09:58.480]  就深忍耐
[00:09:58.480 --> 00:10:02.480]  但要讓忍耐發揮完全的功用
[00:10:02.480 --> 00:10:06.480]  使你們能又完全又完整一無所缺
[00:10:06.480 --> 00:10:08.480]  正正可能就是收信的那班信徒
[00:10:08.480 --> 00:10:12.480]  正正是處於一個受苦、試煉的狀況
[00:10:12.480 --> 00:10:15.480]  因此雅各無論是前還是後
[00:10:15.480 --> 00:10:20.480]  首而尾都在呼應他們需要忍耐
[00:10:20.480 --> 00:10:23.480]  以致能夠成為又完全又完整
[00:10:23.480 --> 00:10:27.480]  在幾年前我們已經看過雅各書
[00:10:27.480 --> 00:10:30.480]  這個完全完整其實是一致的意思
[00:10:30.480 --> 00:10:33.480]  一致是指你的信行一致
[00:10:33.480 --> 00:10:35.480]  有信心也要有行為
[00:10:35.480 --> 00:10:38.480]  也跟上帝是一致的
[00:10:38.480 --> 00:10:41.480]  上帝如何我們作為信徒應該是怎樣的
[00:10:41.480 --> 00:10:43.480]  經文第一個例子
[00:10:43.480 --> 00:10:45.480]  他講到一個農夫的比喻
[00:10:45.480 --> 00:10:48.480]  他說農夫等候著地裡的寶貴出產
[00:10:48.480 --> 00:10:52.480]  耐心地等到他秋林春雨
[00:10:52.480 --> 00:10:54.480]  這是第一個例子
[00:10:54.480 --> 00:10:57.480]  他在講農夫的工作裏
[00:10:57.480 --> 00:10:59.480]  很多時候都需要忍耐
[00:10:59.480 --> 00:11:00.480]  為什麼呢
[00:11:00.480 --> 00:11:02.480]  因為你想像得到農夫面對的
[00:11:02.480 --> 00:11:05.480]  可能是天氣的影響
[00:11:05.480 --> 00:11:07.480]  下雨不下雨
[00:11:07.480 --> 00:11:08.480]  下多大雨
[00:11:08.480 --> 00:11:10.480]  會影響他的收成
[00:11:10.480 --> 00:11:11.480]  害蟲
[00:11:11.480 --> 00:11:13.480]  就算有收成
[00:11:13.480 --> 00:11:20.480]  就是豐收還是乾旱或者災害等等
[00:11:20.480 --> 00:11:22.480]  或者去到市場
[00:11:22.480 --> 00:11:23.480]  就算是豐收
[00:11:23.480 --> 00:11:27.480]  究竟市場是否接收了
[00:11:27.480 --> 00:11:29.480]  或者買不買得出等等
[00:11:29.480 --> 00:11:33.480]  很多元素是無法控制的
[00:11:33.480 --> 00:11:35.480]  很多因素無法控制
[00:11:35.480 --> 00:11:37.480]  所以第一個例子可以說是
[00:11:37.480 --> 00:11:40.480]  在環境無法控制的時候
[00:11:40.480 --> 00:11:42.480]  我們就需要忍耐
[00:11:42.480 --> 00:11:47.480]  第二個例子他用先知作為一個例子
[00:11:47.480 --> 00:11:49.480]  先知好像一個圓形
[00:11:49.480 --> 00:11:50.480]  什麼意思呢
[00:11:50.480 --> 00:11:52.480]  當我們想起私人
[00:11:52.480 --> 00:11:54.480]  我們通常會想起大衛
[00:11:54.480 --> 00:11:56.480]  當我們想起智慧
[00:11:56.480 --> 00:11:57.480]  我們通常會想起誰
[00:11:57.480 --> 00:11:59.480]  所羅門
[00:11:59.480 --> 00:12:02.480]  當我們想起柔和謙卑
[00:12:02.480 --> 00:12:04.480]  我們就會想起摩西
[00:12:04.480 --> 00:12:06.480]  同樣想起受苦
[00:12:06.480 --> 00:12:07.480]  我們應該想起誰呢
[00:12:07.480 --> 00:12:09.480]  就是想起一種先知
[00:12:09.480 --> 00:12:14.480]  一種先知就好像能夠受苦和忍耐的一個榜樣
[00:12:14.480 --> 00:12:15.480]  一個圓形一樣
[00:12:15.480 --> 00:12:17.480]  不過眾所周知
[00:12:17.480 --> 00:12:20.480]  我們認識聖經裏面的先知
[00:12:20.480 --> 00:12:22.480]  十個又十一個
[00:12:22.480 --> 00:12:24.480]  其實都不能夠改變形式
[00:12:24.480 --> 00:12:26.480]  他們好像說了很多東西
[00:12:26.480 --> 00:12:28.480]  但是說完
[00:12:28.480 --> 00:12:30.480]  其實意識形態從來沒有改變過
[00:12:30.480 --> 00:12:32.480]  因此才會滅亡
[00:12:32.480 --> 00:12:36.480]  我記得以前在中國讀中史
[00:12:36.480 --> 00:12:40.480]  有個老師告訴我們
[00:12:40.480 --> 00:12:43.480]  我們經常覺得萬里長城很偉大
[00:12:43.480 --> 00:12:47.480]  但是有哪次外族入侵萬里長城是有功能的
[00:12:47.480 --> 00:12:48.480]  是沒有的
[00:12:48.480 --> 00:12:49.480]  我想差不多
[00:12:49.480 --> 00:12:51.480]  和先知的功能都是一樣
[00:12:51.480 --> 00:12:53.480]  十個先知又十一個
[00:12:53.480 --> 00:12:55.480]  其實都沒有辦法改變意識形態
[00:12:55.480 --> 00:12:58.480]  他們的狀況就是說了幾十年都沒有人會聽
[00:12:58.480 --> 00:13:02.480]  不像大家會坐著聽我說話
[00:13:02.480 --> 00:13:06.480]  甚至他們說的時候都不會有人坐著聽
[00:13:06.480 --> 00:13:09.480]  面對的結局通常都是被追殺
[00:13:09.480 --> 00:13:12.480]  就是被收在監獄裏面
[00:13:12.480 --> 00:13:13.480]  被嘲笑
[00:13:13.480 --> 00:13:14.480]  不受歡迎
[00:13:14.480 --> 00:13:15.480]  無處容身
[00:13:15.480 --> 00:13:17.480]  甚至是沒有人明白
[00:13:17.480 --> 00:13:18.480]  很孤單
[00:13:18.480 --> 00:13:20.480]  這個忍耐
[00:13:20.480 --> 00:13:24.480]  第二個狀況就好像人心沒有辦法改變的時候
[00:13:24.480 --> 00:13:26.480]  我們就需要忍耐
[00:13:26.480 --> 00:13:29.480]  第三個故事就是若白的故事
[00:13:29.480 --> 00:13:32.480]  若白的故事我相信回舊來的你們都很熟悉
[00:13:32.480 --> 00:13:34.480]  就是原本是很有錢
[00:13:34.480 --> 00:13:38.480]  很幸福的家庭
[00:13:38.480 --> 00:13:40.480]  但是一下子什麼都沒有了
[00:13:40.480 --> 00:13:43.480]  無論是子女還是財產等等
[00:13:43.480 --> 00:13:45.480]  一下子都沒有了
[00:13:45.480 --> 00:13:46.480]  一個完全正直的人
[00:13:46.480 --> 00:13:48.480]  他要受苦
[00:13:48.480 --> 00:13:53.480]  在這個時間他很需要一個回復
[00:13:53.480 --> 00:13:54.480]  上帝的回復
[00:13:54.480 --> 00:13:55.480]  或者一個答案
[00:13:55.480 --> 00:13:57.480]  因此整本書其實都在說
[00:13:57.480 --> 00:13:59.480]  為什麼若白會受苦
[00:13:59.480 --> 00:14:00.480]  在辯論中
[00:14:00.480 --> 00:14:02.480]  無論是他的三個朋友還是其他人
[00:14:02.480 --> 00:14:04.480]  都在辯論為什麼他會受苦
[00:14:04.480 --> 00:14:05.480]  很需要一個回復
[00:14:05.480 --> 00:14:06.480]  一個答案
[00:14:06.480 --> 00:14:09.480]  第三個狀況形容好像是
[00:14:09.480 --> 00:14:11.480]  際遇沒有辦法解釋的時候
[00:14:11.480 --> 00:14:14.480]  我們就需要忍耐
[00:14:14.480 --> 00:14:18.480]  有人形容衝動就好像剛剛所說
[00:14:18.480 --> 00:14:24.480]  是要有一個控制時間、人和環境的慾望
[00:14:24.480 --> 00:14:27.480]  如果用時間去形容衝動
[00:14:27.480 --> 00:14:30.480]  其實就是我們很想提早
[00:14:30.480 --> 00:14:33.480]  享受一些應該屬於未來的一處
[00:14:33.480 --> 00:14:36.480]  譬如用錢來做例子
[00:14:36.480 --> 00:14:39.480]  譬如信用卡很多人都會說
[00:14:39.480 --> 00:14:40.480]  先洗未來錢
[00:14:40.480 --> 00:14:43.480]  當我們很衝動地買東西
[00:14:43.480 --> 00:14:45.480]  裝通買衣服的時候
[00:14:45.480 --> 00:14:50.480]  就是希望你能夠保持有忍耐
[00:14:50.480 --> 00:14:53.480]  當我們很衝動地買東西的時候
[00:14:53.480 --> 00:14:58.480]  其實就是希望提早享受一些屬於未來的一處
[00:14:58.480 --> 00:15:02.480]  在男女朋友的關係裡
[00:15:02.480 --> 00:15:04.480]  性的關係
[00:15:04.480 --> 00:15:06.480]  為什麼有這麼多婚前性行為
[00:15:06.480 --> 00:15:08.480]  其實都是提早享受
[00:15:08.480 --> 00:15:11.480]  應該屬於婚姻裡的一處
[00:15:11.480 --> 00:15:13.480]  其實就好像剛剛所說
[00:15:13.480 --> 00:15:17.480]  把速度和正確做一個對比
[00:15:17.480 --> 00:15:20.480]  有速度你能夠快
[00:15:20.480 --> 00:15:23.480]  但卻不是做一些對的事
[00:15:23.480 --> 00:15:27.480]  對的很多時候都是比較慢
[00:15:27.480 --> 00:15:28.480]  需要忍耐
[00:15:28.480 --> 00:15:30.480]  因此環境沒辦法控制
[00:15:30.480 --> 00:15:32.480]  人生沒辦法改變
[00:15:32.480 --> 00:15:34.480]  際遇沒辦法解釋
[00:15:34.480 --> 00:15:36.480]  其實就是這樣
[00:15:36.480 --> 00:15:38.480]  好像這個世界不像我預期
[00:15:38.480 --> 00:15:40.480]  不在我掌控下
[00:15:40.480 --> 00:15:42.480]  在這個時刻就需要忍耐
[00:15:42.480 --> 00:15:45.480]  讓我分享一個經驗
[00:15:45.480 --> 00:15:47.480]  我覺得自己都頗有忍耐
[00:15:47.480 --> 00:15:50.480]  有一次我和我太太
[00:15:50.480 --> 00:15:52.480]  那時候還未結婚
[00:15:52.480 --> 00:15:54.480]  約了我現在的岳母
[00:15:54.480 --> 00:15:56.480]  即是她媽媽去旅行
[00:15:56.480 --> 00:15:58.480]  那時候也不是現在
[00:15:58.480 --> 00:16:00.480]  坐飛機那麼便宜
[00:16:00.480 --> 00:16:01.480]  那麼簡單
[00:16:01.480 --> 00:16:03.480]  我們就用一個最便宜的方法
[00:16:03.480 --> 00:16:06.480]  就是回大陸再轉內陸機
[00:16:06.480 --> 00:16:09.480]  去大陸一些地方
[00:16:09.480 --> 00:16:12.480]  我選擇下班就坐飛機
[00:16:12.480 --> 00:16:15.480]  下班通常都收拾東西
[00:16:15.480 --> 00:16:18.480]  下班開著行李箱去深圳
[00:16:18.480 --> 00:16:21.480]  再坐車去華強機場
[00:16:21.480 --> 00:16:23.480]  剛好也遇上人家下班的時間
[00:16:23.480 --> 00:16:26.480]  也遇上那天非常大雨
[00:16:26.480 --> 00:16:28.480]  坐的士很多人
[00:16:28.480 --> 00:16:32.480]  坐的士的時候又塞車
[00:16:32.480 --> 00:16:34.480]  當時我是一個很喜歡
[00:16:34.480 --> 00:16:36.480]  很有安全感
[00:16:36.480 --> 00:16:38.480]  要穩陣的人
[00:16:38.480 --> 00:16:41.480]  我看到時間一直流逝
[00:16:41.480 --> 00:16:43.480]  去到起飛的時間
[00:16:43.480 --> 00:16:45.480]  我還在坐的士
[00:16:45.480 --> 00:16:47.480]  我當然心急
[00:16:47.480 --> 00:16:49.480]  想盡方法
[00:16:49.480 --> 00:16:51.480]  打去航空公司
[00:16:51.480 --> 00:16:54.480]  轉下班機
[00:16:54.480 --> 00:16:57.480]  想很多方法
[00:16:57.480 --> 00:16:59.480]  但我身邊那個
[00:16:59.480 --> 00:17:01.480]  我不知道
[00:17:01.480 --> 00:17:03.480]  可能我小信
[00:17:03.480 --> 00:17:04.480]  他一念休閒
[00:17:04.480 --> 00:17:07.480]  還在看我們去到會吃什麼
[00:17:07.480 --> 00:17:10.480]  行程是怎樣
[00:17:10.480 --> 00:17:13.480]  那時候是一個很大的對比
[00:17:13.480 --> 00:17:15.480]  但怎知去到機場
[00:17:15.480 --> 00:17:17.480]  正正是因為太大雨
[00:17:17.480 --> 00:17:20.480]  所以航班延遲到
[00:17:20.480 --> 00:17:21.480]  我們去到機場
[00:17:21.480 --> 00:17:23.480]  就剛剛好可以請宴
[00:17:23.480 --> 00:17:26.480]  你真是沒辦法
[00:17:26.480 --> 00:17:28.480]  說不出話
[00:17:28.480 --> 00:17:31.480]  沒辦法和我太太說服她
[00:17:31.480 --> 00:17:33.480]  下次要穩陣一點
[00:17:33.480 --> 00:17:35.480]  我自己是一個
[00:17:35.480 --> 00:17:37.480]  當失去控制
[00:17:37.480 --> 00:17:39.480]  就會爪狂的人
[00:17:39.480 --> 00:17:41.480]  當然不是一個衝動
[00:17:41.480 --> 00:17:43.480]  是失去控制
[00:17:43.480 --> 00:17:47.480]  沒有安全感的感覺
[00:17:47.480 --> 00:17:50.480]  衝動是說
[00:17:50.480 --> 00:17:53.480]  要控制時間、人和環境
[00:17:53.480 --> 00:17:55.480]  忍耐就變相是將
[00:17:55.480 --> 00:17:57.480]  這個控制權
[00:17:57.480 --> 00:17:59.480]  將時間、人和環境的控制權
[00:17:59.480 --> 00:18:01.480]  還給上帝
[00:18:01.480 --> 00:18:03.480]  忍耐就是將時間
[00:18:03.480 --> 00:18:05.480]  人和環境的控制權
[00:18:05.480 --> 00:18:07.480]  還給上帝
[00:18:07.480 --> 00:18:09.480]  在不能夠避免的情況下
[00:18:09.480 --> 00:18:11.480]  為了將來的益處
[00:18:11.480 --> 00:18:13.480]  而停留在困難的處境裏
[00:18:13.480 --> 00:18:16.480]  這個忍耐不是單單等
[00:18:16.480 --> 00:18:19.480]  為什麼不是說等候
[00:18:19.480 --> 00:18:20.480]  而是忍耐
[00:18:20.480 --> 00:18:23.480]  是因為我們知道將來會有一個好處
[00:18:23.480 --> 00:18:25.480]  是有一個盼望在
[00:18:25.480 --> 00:18:27.480]  因此我們必須要建立一種
[00:18:27.480 --> 00:18:29.480]  大腦的煞車系統
[00:18:29.480 --> 00:18:33.480]  是教授的方法
[00:18:33.480 --> 00:18:36.480]  提醒我們要停下來
[00:18:36.480 --> 00:18:38.480]  慢慢去觀察
[00:18:38.480 --> 00:18:39.480]  慢慢去聽
[00:18:39.480 --> 00:18:42.480]  以致我們有一個煞車系統
[00:18:42.480 --> 00:18:44.480]  不會做一些衝動的事
[00:18:44.480 --> 00:18:47.480]  因此你看回亞國書裏面
[00:18:47.480 --> 00:18:49.480]  其實都有類似的東西
