
[00:00:00.000 --> 00:00:06.000]  各位網友,平安!歡迎大家來到少年堂的周六崇拜
[00:05:25.000 --> 00:05:27.000]  他出生到差不多十歲
[00:05:27.000 --> 00:05:31.000]  那張皮,爛到不能再爛了
[00:05:31.000 --> 00:05:36.000]  現在線口位都破了,爛了
[00:05:36.000 --> 00:05:41.000]  都要千方百計找人再縫,都要繼續抱著那張皮
[00:05:41.000 --> 00:05:44.000]  知道為什麼小朋友要抱著那張皮睡覺嗎?
[00:05:44.000 --> 00:05:48.000]  外面有多少新的皮,又漂亮又新又乾爽
[00:05:48.000 --> 00:05:52.000]  他都要抱著舊的那張皮,知道為什麼嗎?
[00:05:52.000 --> 00:05:57.000]  因為有一種味道,有一種什麼味道?
[00:05:57.000 --> 00:06:01.000]  我要澄清,那張皮是有勢的
[00:06:01.000 --> 00:06:06.000]  有一種對他來說家的味道
[00:06:06.000 --> 00:06:12.000]  從小到大,可能反映他這麼多年的成長
[00:06:12.000 --> 00:06:16.000]  想起那張皮就想起自己的家,甚至想起父母
[00:06:16.000 --> 00:06:19.000]  家有時就是這樣
[00:06:19.000 --> 00:06:24.000]  有一種不能形容,不知為什麼的感覺
[00:06:24.000 --> 00:06:27.000]  我就是喜歡這個地方
[00:06:27.000 --> 00:06:32.000]  除了吃飯和睡覺,還是一起分享快樂的地方
[00:06:32.000 --> 00:06:37.000]  我記得幾個星期前,有機會和兒子去看電視
[00:06:37.000 --> 00:06:40.000]  星期六晚,完了教會,要回家看電視
[00:06:40.000 --> 00:06:42.000]  有時電視會做卡通片
[00:06:42.000 --> 00:06:44.000]  那晚的卡通片,做一套戲
[00:06:44.000 --> 00:06:48.000]  我簡單形容,你大概知道那套是什麼戲
[00:06:48.000 --> 00:06:51.000]  那套戲就像一幅圖
[00:06:51.000 --> 00:06:54.000]  有很多一隻一隻黃色的東西
[00:06:54.000 --> 00:06:58.000]  走來走去,叫喊一大輪
[00:06:58.000 --> 00:07:01.000]  那套戲就差不多做完了
[00:07:01.000 --> 00:07:03.000]  知道那套戲是什麼嗎?
[00:07:03.000 --> 00:07:07.000]  那套英文叫做Million,或者叫做壞蛋掌門人
[00:07:07.000 --> 00:07:10.000]  很多一隻一隻黃色的
[00:07:10.000 --> 00:07:14.000]  你作為大人看這套戲,會覺得很無聊
[00:07:14.000 --> 00:07:19.000]  為什麼?走來走去,他又不是說一些正常的東西
[00:07:19.000 --> 00:07:24.000]  但你看到小朋友看得很開心,嘻哈大笑
[00:07:24.000 --> 00:07:27.000]  你自然而然,作為大人,你又會坐在他旁邊
[00:07:27.000 --> 00:07:30.000]  又會看了一個多小時
[00:07:30.000 --> 00:07:33.000]  為什麼你會坐下來看一套戲
[00:07:33.000 --> 00:07:37.000]  如果你覺得這麼無聊,為什麼你又會坐了一個多小時
[00:07:37.000 --> 00:07:41.000]  因為你看到旁邊的小朋友開心
[00:07:41.000 --> 00:07:44.000]  你就自然而然會開心
[00:07:44.000 --> 00:07:50.000]  有時候家裡不一定要說國家大事,或是很偉大的事
[00:07:50.000 --> 00:07:53.000]  有時候是做很多無聊的事
[00:07:53.000 --> 00:07:57.000]  但做無聊的事,是最開心的時間,你有沒有發覺
[00:07:57.000 --> 00:08:00.000]  有時候家裡就是這麼簡單,家裡就是一個
[00:08:00.000 --> 00:08:05.000]  不知為何,很難做一些無聊的事,但能夠分享快樂的地方
[00:08:05.000 --> 00:08:08.000]  除了吃飯,除了睡覺,除了快樂
[00:08:08.000 --> 00:08:11.000]  是讓我們學懂歡愉和接納的地方
[00:08:11.000 --> 00:08:15.000]  在座當中,我們每一個都曾經做過年輕人,年輕女孩
[00:08:15.000 --> 00:08:18.000]  年少總有輕狂的時間
[00:08:18.000 --> 00:08:22.000]  很想做一些自己想做的事,但未必你父母喜歡
[00:08:22.000 --> 00:08:25.000]  你有沒有令你父母傷心難過過
[00:08:25.000 --> 00:08:28.000]  你有沒有不聽你父母的話
[00:08:28.000 --> 00:08:30.000]  可能你和我都試過
[00:08:30.000 --> 00:08:35.000]  但家裡是一個什麼樣的地方,或者很多父母都這樣說
[00:08:35.000 --> 00:08:40.000]  可能有一天你會離開家裡,做一些你自己很想做的事
[00:08:40.000 --> 00:08:44.000]  但你要記住,當你有一天想起家裡
[00:08:44.000 --> 00:08:51.000]  你要回來的時候,這個家裡的大門仍然願意為你打開
[00:08:51.000 --> 00:08:55.000]  或許家裡就是一個這樣的地方
[00:08:55.000 --> 00:08:59.000]  我不知道家裡對你來說有什麼感覺
[00:08:59.000 --> 00:09:03.000]  當然我們說的是地上的家,一個熟齡的家
[00:09:03.000 --> 00:09:07.000]  當我們今年說回家,回家的意思不只是回到教會這麼簡單
[00:09:07.000 --> 00:09:12.000]  回家是要讓我們回到上帝懷抱的裡面
[00:09:12.000 --> 00:09:17.000]  你有沒有想過這一刻,我們再次思考是否要回家的時間
[00:09:17.000 --> 00:09:20.000]  聖經裡面說得很清楚,以蔡學書這樣說
[00:09:20.000 --> 00:09:22.000]  我們都如羊走米,各人偏行幾路
[00:09:22.000 --> 00:09:26.000]  也或使眾人的罪孽都要歸在他的身上
[00:09:26.000 --> 00:09:31.000]  我們總有偏行幾路,走我們自己很想做的事
[00:09:31.000 --> 00:09:36.000]  但這些事未必是上帝的心意,但你偏要這樣做
[00:09:36.000 --> 00:09:42.000]  但當你有一天,你要回到家裡
[00:09:42.000 --> 00:09:46.000]  你要記住一件事,耶穌基督來到世間是要做什麼
[00:09:46.000 --> 00:09:51.000]  人子來是要尋找和拯救那些失散的人
[00:09:51.000 --> 00:09:55.000]  我們都有迷失,我們都有不知道走到哪裡的時間
[00:09:55.000 --> 00:09:58.000]  但他願意尋找我們做什麼
[00:09:58.000 --> 00:10:01.000]  尋找我們就是要回家
[00:10:01.000 --> 00:10:05.000]  今天這個回家的呼聲響起了
[00:10:05.000 --> 00:10:09.000]  今天你和我,無論你是什麼年紀
[00:10:09.000 --> 00:10:11.000]  你信了主多久,回到教會多久
[00:10:11.000 --> 00:10:14.000]  你都要想究竟今天我們是否要回家
[00:10:14.000 --> 00:10:17.000]  回到上帝懷抱的身邊
[00:10:17.000 --> 00:10:22.000]  今天你和我如何能夠踏上這條回家的路
[00:10:22.000 --> 00:10:26.000]  第一,我們都要檢視一下今天的光景是怎樣
[00:10:26.000 --> 00:10:29.000]  你覺得今天你很行,你覺得今天你很好
[00:10:29.000 --> 00:10:32.000]  你不會想回家,但很多時候都很真實
[00:10:32.000 --> 00:10:35.000]  當你覺得你真的不行了,我這樣下去不是辦法了
[00:10:35.000 --> 00:10:40.000]  好像小兒子一樣,不到最壞的環境他不會想回家
[00:10:40.000 --> 00:10:44.000]  有時候我們都是一樣,究竟今天的光景是怎樣
[00:10:44.000 --> 00:10:47.000]  第二,你有沒有想好你要回轉的心智
[00:10:47.000 --> 00:10:50.000]  你有沒有立定這個志向,你要有一個決心
[00:10:50.000 --> 00:10:52.000]  你才願意回家
[00:10:52.000 --> 00:10:55.000]  第三,你要認定回家是好事
[00:10:55.000 --> 00:10:59.000]  你回家能夠領受那一剎那的福分
[00:10:59.000 --> 00:11:03.000]  說回小兒子,剛才都說了
[00:11:03.000 --> 00:11:05.000]  一個爸爸有兩個兒子,一個小兒子
[00:11:05.000 --> 00:11:10.000]  就跟爸爸說,爸爸把我應得的家業分給我
[00:11:10.000 --> 00:11:14.000]  我應得的,雖然我爸爸還沒死
[00:11:14.000 --> 00:11:17.000]  但拜託先給我,反正你遲早都要給我
[00:11:17.000 --> 00:11:19.000]  不如先給我吧
[00:11:19.000 --> 00:11:23.000]  完全沒有想過爸爸的心情是怎樣
[00:11:23.000 --> 00:11:26.000]  完全出於一個叛逆的心態
[00:11:26.000 --> 00:11:30.000]  當然不單是叛逆,因為他所想的就是想到他自己
[00:11:30.000 --> 00:11:34.000]  爸爸有多傷心,有多難過,我不在乎
[00:11:34.000 --> 00:11:38.000]  他就很想快點拿錢,遠走高飛
[00:11:38.000 --> 00:11:40.000]  做他自己想做的事
[00:11:40.000 --> 00:11:42.000]  所以他把一切所有的都收拾了
[00:11:42.000 --> 00:11:46.000]  收拾細軟,拿錢,往遠方去了
[00:11:46.000 --> 00:11:50.000]  有那麼遠就去到那麼遠,最好找不到他
[00:11:50.000 --> 00:11:54.000]  當然,當他有了錢的時候,就怎樣呢
[00:11:54.000 --> 00:11:57.000]  任意的放蕩浪費的錢財
[00:11:57.000 --> 00:12:00.000]  我們的父母經常提醒我們
[00:12:00.000 --> 00:12:03.000]  小心一件事,人有錢就是甚麼
[00:12:03.000 --> 00:12:07.000]  就是心癢,錢好像咬你一樣
[00:12:07.000 --> 00:12:09.000]  不用就不行,小兒子都是一樣
[00:12:09.000 --> 00:12:12.000]  有錢就心癢,要洗掉的
[00:12:12.000 --> 00:12:14.000]  請人喝酒,請人吃東西
[00:12:14.000 --> 00:12:17.000]  有錢有酒肉的朋友,當然是多朋友
[00:12:17.000 --> 00:12:20.000]  你看看,錢都花光了
[00:12:20.000 --> 00:12:25.000]  當你不行的時候,有多少人願意救濟你
[00:12:25.000 --> 00:12:29.000]  當然,故事的發展真是這樣
[00:12:29.000 --> 00:12:33.000]  錢又花光了,又欺負那些地方有大饑荒
[00:12:33.000 --> 00:12:37.000]  不行了,窮困起來了,沒東西吃了,那怎麼辦
[00:12:37.000 --> 00:12:42.000]  都要為生存的,結果他就投靠當地的一個居民
[00:12:42.000 --> 00:12:45.000]  打發他去放豬
[00:12:45.000 --> 00:12:48.000]  你想想這個邏輯有多大
[00:12:48.000 --> 00:12:51.000]  本來他是一個有錢的二世祖,富二代
[00:12:51.000 --> 00:12:56.000]  拿了這些錢,錢又花光了,到了這一刻怎麼辦
[00:12:56.000 --> 00:12:59.000]  難聽點說,叫做折墮
[00:12:59.000 --> 00:13:03.000]  結果要去幫一個人放豬
[00:13:03.000 --> 00:13:06.000]  不單止這樣,還有甚麼
[00:13:06.000 --> 00:13:10.000]  他說恨不得拿豬所吃的豆腐腐衝擊
[00:13:10.000 --> 00:13:13.000]  連豬所吃的東西都要跟他搶
[00:13:13.000 --> 00:13:19.000]  但壞處就在於連這些東西都沒有人給他吃
[00:13:19.000 --> 00:13:24.000]  你想想這個情況有多差,有多惡劣
[00:13:24.000 --> 00:13:29.000]  今天這個小兒子就去到一個最絕望的境地
[00:13:29.000 --> 00:13:32.000]  不過人都是好壞
[00:13:32.000 --> 00:13:35.000]  人要去到一個這樣的情況
[00:13:35.000 --> 00:13:38.000]  才會想想我當下的光景是怎樣
[00:13:38.000 --> 00:13:42.000]  或許我需要有些改變
[00:13:42.000 --> 00:13:47.000]  簡單來說,我不是說你壞得這麼差
[00:13:47.000 --> 00:13:52.000]  但今天你和我都想想我自己的淑寧光景是怎樣
[00:13:52.000 --> 00:13:55.000]  我看過一篇文章,它說檢視你的淑寧光景
[00:13:55.000 --> 00:13:58.000]  九個不冷不熱基督徒的特徵
[00:13:58.000 --> 00:14:03.000]  事先聲明一件事,當你看完這九樣東西的時候
[00:14:03.000 --> 00:14:07.000]  你不要拿著這九樣東西去稱讚你旁邊的人
[00:14:07.000 --> 00:14:10.000]  你不行,你不冷不熱
[00:14:10.000 --> 00:14:13.000]  不要這樣做,去稱讚你自己
[00:14:13.000 --> 00:14:17.000]  今天你淑寧生命的狀態是怎樣
[00:14:17.000 --> 00:14:24.000]  第一,你只會在快撐不住的時候才會去叫上帝
[00:14:24.000 --> 00:14:28.000]  平時好好的信風信水的時候,你不會想上帝
[00:14:28.000 --> 00:14:34.000]  當你快撐不住的時候,你才會叫上帝的名字
[00:14:34.000 --> 00:14:36.000]  你很少和人分享信仰
[00:14:36.000 --> 00:14:39.000]  因為這樣做會令你感覺很難為
[00:14:39.000 --> 00:14:42.000]  如果今天要你出來說我信什麼
[00:14:42.000 --> 00:14:44.000]  你可能會覺得我都不知道要說什麼
[00:14:44.000 --> 00:14:47.000]  因為我都不知道我信什麼
[00:14:47.000 --> 00:14:52.000]  人給你的認可比上帝給你的認可更重要
[00:14:52.000 --> 00:14:55.000]  今天最重要是多些人讚你
[00:14:55.000 --> 00:14:59.000]  上帝讚不讚你不要緊,最重要是別人讚就行了
[00:14:59.000 --> 00:15:04.000]  你只要在教會裏面扮演一個基督徒
[00:15:04.000 --> 00:15:07.000]  星期六日回到教會,我就是一個基督徒
[00:15:07.000 --> 00:15:09.000]  我每天出去工作的時候,仍然是你和我
[00:15:09.000 --> 00:15:12.000]  很多的貪心和貪婪和其他人
[00:15:12.000 --> 00:15:18.000]  世界上的人沒有太大的分別
[00:15:18.000 --> 00:15:20.000]  如果有朋友發現你是基督徒的時候
[00:15:20.000 --> 00:15:22.000]  他會感到很驚訝
[00:15:22.000 --> 00:15:24.000]  他一向都不知道你是基督徒
[00:15:24.000 --> 00:15:27.000]  但一知道你是基督徒,你知道他說什麼嗎
[00:15:27.000 --> 00:15:30.000]  什麼你都是基督徒
[00:15:30.000 --> 00:15:34.000]  他現在知道,我對基督徒應該有崇高的印象
[00:15:34.000 --> 00:15:38.000]  但你不像有這些東西
[00:15:38.000 --> 00:15:43.000]  你花在社交網絡的時間比在聖經裏面超出太多
[00:15:43.000 --> 00:15:45.000]  不是多一點
[00:15:45.000 --> 00:15:49.000]  你嘗試想一想,你每天花相對的時間是多少
[00:15:49.000 --> 00:15:52.000]  你看聖經或信仰裏面,你學習的時間
[00:15:52.000 --> 00:15:58.000]  和你每天按著手機的時間是否有很大的分別
[00:15:58.000 --> 00:16:00.000]  你很少在公共場合裏面祈禱
[00:16:00.000 --> 00:16:03.000]  因為怕被人看見
[00:16:03.000 --> 00:16:05.000]  祈禱,小聲低頭
[00:16:05.000 --> 00:16:08.000]  你看不到我,你看不到我就最好了
[00:16:08.000 --> 00:16:12.000]  信主對你來說沒有為你帶來任何的改變
[00:16:12.000 --> 00:16:14.000]  無論你的生命,你的行為
[00:16:14.000 --> 00:16:18.000]  信主前後仍然都是一模一樣
[00:16:18.000 --> 00:16:22.000]  最後,你從來都不願意分享信仰
[00:16:22.000 --> 00:16:24.000]  因為當你一分享的時候
[00:16:24.000 --> 00:16:27.000]  你很怕被人拒絕,甚至激怒其他人
[00:16:27.000 --> 00:16:30.000]  怕別人跟你說,你不要跟我說耶穌
[00:16:30.000 --> 00:16:36.000]  當然這九件事只是一個參考,不是絕對
[00:16:36.000 --> 00:16:40.000]  但也值得我們一起思考
[00:16:40.000 --> 00:16:45.000]  究竟我們今天有沒有落在這樣的境地裏
[00:16:45.000 --> 00:16:49.000]  聖經怎樣說,那些叫不冷不熱的基督徒
[00:16:49.000 --> 00:16:51.000]  是啟示老弟三宗這樣說
[00:16:51.000 --> 00:16:54.000]  我知道你的行為,你也不冷也不熱
[00:16:54.000 --> 00:16:56.000]  我包不得你冷或熱
[00:16:56.000 --> 00:16:59.000]  既然你如溫水,也不冷也不熱
[00:16:59.000 --> 00:17:02.000]  我從我的口中將你吐出來
[00:17:02.000 --> 00:17:07.000]  他說要氣絕,多留一會也受不了
[00:17:07.000 --> 00:17:10.000]  要將你吐出來
[00:17:10.000 --> 00:17:15.000]  等於今天我們屬靈的光景是怎樣
[00:17:15.000 --> 00:17:17.000]  無論今天你信了主多少年
[00:17:17.000 --> 00:17:20.000]  一年兩年也好,十年二十年三十年也好
[00:17:20.000 --> 00:17:25.000]  我們都有機會落在這樣的境地裏
[00:17:25.000 --> 00:17:28.000]  當你覺得你的境地真的不太行
[00:17:28.000 --> 00:17:30.000]  你會不會想一下
[00:17:30.000 --> 00:17:33.000]  或許今天我們也需要一些改變
[00:17:33.000 --> 00:17:37.000]  正如小兒子一樣,不到最壞
[00:17:37.000 --> 00:17:40.000]  也不會想要去改變
[00:17:40.000 --> 00:17:44.000]  當我們去到一個這樣的絕望的境地
[00:17:44.000 --> 00:17:46.000]  他開始有一個念頭
[00:17:46.000 --> 00:17:50.000]  他說我爸爸有這麼多的工人,糧食有餘
[00:17:50.000 --> 00:17:55.000]  我比在這裏和豬搶食物好,或者在這裏餓死
[00:17:55.000 --> 00:17:59.000]  這個理性的分別是重要的
[00:17:59.000 --> 00:18:03.000]  你請一請,我在這裏餓死
[00:18:03.000 --> 00:18:07.000]  和我去到爸爸那裏,最多也是做工人
[00:18:07.000 --> 00:18:13.000]  但總比現在的情況更加差
[00:18:13.000 --> 00:18:16.000]  當他覺得需要一個改變的時間
[00:18:16.000 --> 00:18:20.000]  他就開始想起要回家
[00:18:20.000 --> 00:18:26.000]  一個理性的認知是回家的第一步
[00:18:26.000 --> 00:18:30.000]  當然一個理性的認知不足夠
[00:18:30.000 --> 00:18:33.000]  還有他來自真誠的悔改
[00:18:33.000 --> 00:18:36.000]  他說我得罪了天,也得罪了你
[00:18:36.000 --> 00:18:39.000]  我得罪了爸爸,也得罪了上帝
[00:18:39.000 --> 00:18:41.000]  他也算是有一點良心
[00:18:41.000 --> 00:18:44.000]  他不是厚顏無恥地回去做兒子
[00:18:44.000 --> 00:18:46.000]  他說我最多做一個工人
[00:18:46.000 --> 00:18:49.000]  我真的做錯了,爸爸
[00:18:49.000 --> 00:18:53.000]  來自心底裏最真誠的悔改
[00:18:53.000 --> 00:18:56.000]  理性也想過了
[00:18:56.000 --> 00:18:59.000]  來自真心的悔改也有了
[00:18:59.000 --> 00:19:01.000]  還差什麼?
[00:19:01.000 --> 00:19:05.000]  還差的當然是要去行動
[00:19:05.000 --> 00:19:07.000]  只是想不通
[00:19:07.000 --> 00:19:11.000]  於是他起來往他父親那裏去
[00:19:11.000 --> 00:19:16.000]  結果這個兒子就踏上他回家的旅程
[00:19:16.000 --> 00:19:22.000]  各位觀眾,我不知道回家,回到父上的懷抱裏面
[00:19:22.000 --> 00:19:26.000]  對你們來說是一件什麼事情
[00:19:26.000 --> 00:19:30.000]  在17世紀有一幅名畫叫做浪子回頭
[00:19:30.000 --> 00:19:34.000]  這幅畫的畫家叫做林布蘭
[00:19:34.000 --> 00:19:36.000]  一個荷蘭的畫家
[00:19:36.000 --> 00:19:40.000]  這位畫家一出道的時候,風頭一時無量
[00:19:40.000 --> 00:19:44.000]  很多人認識他,很多人賞識他,很多人要買他的畫
[00:19:44.000 --> 00:19:48.000]  結果財源就滾滾落,但好景不常
[00:19:48.000 --> 00:19:52.000]  慢慢人們不太欣賞他
[00:19:52.000 --> 00:19:54.000]  當然也不會買他的畫
[00:19:54.000 --> 00:19:58.000]  結果經濟出現困難,好景不常
[00:19:58.000 --> 00:20:02.000]  他的妻兒先後因病離世
[00:20:02.000 --> 00:20:08.000]  由當初很意氣風發,到一個很悲慘的境地
[00:20:08.000 --> 00:20:14.000]  當她有一天有機會接觸到這段經文浪子回頭
[00:20:14.000 --> 00:20:18.000]  好像在說她自己的人生的一樣
[00:20:18.000 --> 00:20:22.000]  結果她用她的畫筆畫了這幅畫
[00:20:22.000 --> 00:20:26.000]  有人嘗試去解釋,去詮釋這幅畫
[00:20:26.000 --> 00:20:32.000]  他說這幅畫很多人的視線都落在象徵父親擁抱浪子的雙手
[00:20:32.000 --> 00:20:36.000]  也很真實,這幅畫比較光的地方就是雙手
[00:20:36.000 --> 00:20:40.000]  當人的視線落在雙手的時候
[00:20:40.000 --> 00:20:44.000]  他說這雙手彷彿濃縮了人生很多歷練
[00:20:44.000 --> 00:20:48.000]  人生高低的起跌,今天歸回平淡
[00:20:48.000 --> 00:20:51.000]  但他是叫人動容
[00:20:51.000 --> 00:20:55.000]  這雙手不再說任何道德的判斷和眼光
[00:20:55.000 --> 00:20:59.000]  在這一刻不說對或錯的問題
[00:20:59.000 --> 00:21:02.000]  只是表達一個最簡單最直接的訊息
[00:21:02.000 --> 00:21:06.000]  就是一個父親,我們的上帝
[00:21:06.000 --> 00:21:10.000]  對一個願意回轉的孩子的寬容
[00:21:10.000 --> 00:21:15.000]  包容、憐憫和接納
[00:21:15.000 --> 00:21:20.000]  就是對一個願意回轉的孩子的寬恕
[00:21:20.000 --> 00:21:24.000]  包容、憐憫和接納
[00:21:24.000 --> 00:21:28.000]  這就是回家的路
[00:21:28.000 --> 00:21:32.000]  正如歷代之下這段經文裡說
[00:21:32.000 --> 00:21:36.000]  這稱為我名下的子民,若是謙卑禱告尋求我紀念
[00:21:36.000 --> 00:21:39.000]  轉離他的惡行,我必從天上垂聽
[00:21:39.000 --> 00:21:41.000]  赦免他們的罪,醫治他們的地
[00:21:41.000 --> 00:21:46.000]  人要做的四樣事,謙卑禱告尋求轉離
[00:21:46.000 --> 00:21:51.000]  而上帝的回應就是,垂聽、赦免、醫治
[00:21:51.000 --> 00:21:57.000]  禱告被垂聽,罪被赦免,生命被醫治
[00:21:57.000 --> 00:22:03.000]  這就是當人願意回轉歸向所能經歷的事情
