
[00:00:00.000 --> 00:00:06.000]  各位在螢光幕前的弟兄姊妹,平安
[00:07:07.000 --> 00:07:13.000]  神就用泥土造了野地各樣的走獸,天空的飛鳥
[00:07:13.000 --> 00:07:20.000]  並帶到他人面前,看他叫這些生物叫什麼
[00:07:20.000 --> 00:07:25.000]  那人怎樣叫各樣的動物,那就是他的名字
[00:07:25.000 --> 00:07:34.000]  那人就吸一切的生畜,天空的飛鳥,和野地各樣的走獸都起了名
[00:07:34.000 --> 00:07:38.000]  只是阿當沒有找到配偶去幫助他
[00:07:38.000 --> 00:07:47.000]  耶和華神使他沉睡,他睡著了,就取下他一斤的肋骨
[00:07:47.000 --> 00:07:57.000]  把原處的肉合起來,耶和華神就用那人身上所取的肋骨做了一個女人
[00:07:57.000 --> 00:08:06.000]  帶她到那人面前,那人說,這是我骨中的骨,肉中的肉
[00:08:06.000 --> 00:08:13.000]  可以稱她為女人,因為她是從男人身上取出來的
[00:08:13.000 --> 00:08:20.000]  因此人要離開父母,與妻子結合,二人成為一體
[00:08:20.000 --> 00:08:27.000]  當時夫妻二人赤身露體,並不覺得羞恥
[00:08:27.000 --> 00:08:35.000]  神創造人在《創世紀》一章和二章都有說到
[00:08:35.000 --> 00:08:41.000]  是按著他的形象和他的樣式去做男和做女
[00:08:41.000 --> 00:08:46.000]  什麼意思呢?是人的外貌是像神
[00:08:46.000 --> 00:08:53.000]  不單這樣,人是有神的靈性,可以與神溝通
[00:08:53.000 --> 00:08:58.000]  可以與神有團契的生活
[00:08:58.000 --> 00:09:07.000]  就是擁有神的外貌和靈性的人,與其他生物是很不同的
[00:09:07.000 --> 00:09:12.000]  因為只有人是像神,可以與神溝通
[00:09:12.000 --> 00:09:20.000]  亦能夠明白神的屬性,他的美善,公義,人愛的屬性
[00:09:20.000 --> 00:09:26.000]  不單這樣,在他的美善、公義、人愛當中
[00:09:26.000 --> 00:09:34.000]  人是可以學習神的,知道、明白並學習,呈現在他的生命中
[00:09:36.000 --> 00:09:41.000]  我們在經文中看到神很愛惜人
[00:09:41.000 --> 00:09:48.000]  他將人安置在伊甸園,他做了什麼呢?
[00:09:48.000 --> 00:09:51.000]  他對人的愛是什麼呢?
[00:09:51.000 --> 00:09:56.000]  神為人去預備工作,我們看到在第十五節說到
[00:09:56.000 --> 00:10:01.000]  讓人去耕耘看管,為人去預備食物
[00:10:01.000 --> 00:10:06.000]  園中食物隨意吃,除了那棵樹
[00:10:06.000 --> 00:10:13.000]  預備安書的地方給他住,伊甸園
[00:10:13.000 --> 00:10:19.000]  安排他生活上和心靈上可以互相支持的伴侶
[00:10:19.000 --> 00:10:23.000]  第二十節,做一個配偶幫助他
[00:10:23.000 --> 00:10:34.000]  神對人的設置和安排顯示神對人極度珍重和愛護有加
[00:10:34.000 --> 00:10:38.000]  我們稱之為神人之愛
[00:10:38.000 --> 00:10:48.000]  在這樣的環境,神與人互相照顧和愛人的環境中
[00:10:48.000 --> 00:10:53.000]  神創造了另一位女人
[00:10:53.000 --> 00:10:56.000]  這個創造是很獨特的
[00:10:56.000 --> 00:11:01.000]  我們可以在第二十二節和二十三節的經文看到
[00:11:01.000 --> 00:11:08.000]  神用男人的身體組織去創造這個女人
[00:11:08.000 --> 00:11:14.000]  表達了兩性原來是很親密的
[00:11:14.000 --> 00:11:22.000]  在創造女人的過程中,神展現了男人與女人之間的親密關係
[00:11:22.000 --> 00:11:28.000]  兩人,一男一女,身體結構不同
[00:11:28.000 --> 00:11:33.000]  但是你中有我,我中有你
[00:11:33.000 --> 00:11:37.000]  這是一個密不可分的親密關係
[00:11:37.000 --> 00:11:40.000]  第二十四節更加形容
[00:11:40.000 --> 00:11:46.000]  這個配偶的關係是人要脫離各自的原生家庭
[00:11:46.000 --> 00:11:50.000]  建造他們屬於自己的新家庭
[00:11:50.000 --> 00:11:54.000]  繁衍他們的後代生兒育女
[00:11:54.000 --> 00:11:57.000]  這個我們稱為再創造
[00:11:57.000 --> 00:12:04.000]  神創造人,人可以再創造,讓生命繼續繁衍
[00:12:04.000 --> 00:12:08.000]  這個再創造不單只是物質的東西
[00:12:08.000 --> 00:12:10.000]  是一個人,一個生命
[00:12:10.000 --> 00:12:13.000]  亦是一些非物質的文化
[00:12:13.000 --> 00:12:17.000]  例如我們會有自己的家庭文化
[00:12:17.000 --> 00:12:20.000]  有自己家庭的計劃
[00:12:20.000 --> 00:12:23.000]  這些家庭文化很可能像我這樣
[00:12:23.000 --> 00:12:27.000]  從小媽媽爸爸會帶我回教會
[00:12:27.000 --> 00:12:31.000]  學習如何做一個敬虔的後代
[00:12:31.000 --> 00:12:36.000]  又或者他們會跟你去某些地方
[00:12:36.000 --> 00:12:40.000]  又不會跟你去某些地方
[00:12:40.000 --> 00:12:46.000]  這些安排是這個家庭獨特之處
[00:12:46.000 --> 00:12:48.000]  在這樣的安排裏
[00:12:48.000 --> 00:12:55.000]  我們香港社會稱為婚姻關係和家庭關係
[00:12:55.000 --> 00:12:59.000]  一個婚姻,創建一個新的家庭
[00:12:59.000 --> 00:13:02.000]  這是神的心意
[00:13:02.000 --> 00:13:06.000]  而性愛就在神對人充滿愛的安排下
[00:13:06.000 --> 00:13:12.000]  為人設想,所設置男和女成為配偶
[00:13:12.000 --> 00:13:16.000]  一同去建立屬於雙方的家庭
[00:13:16.000 --> 00:13:19.000]  性愛在家庭生活當中
[00:13:19.000 --> 00:13:26.000]  是雙方都能夠享受珍惜的親密關係
[00:13:26.000 --> 00:13:30.000]  因此性愛關係是不羞恥的
[00:13:30.000 --> 00:13:32.000]  當二人成為一體
[00:13:32.000 --> 00:13:35.000]  你中有我,我中有你的時候
[00:13:35.000 --> 00:13:38.000]  雙方其實有共識
[00:13:38.000 --> 00:13:42.000]  雙方都認定了對方是生命中的唯一
[00:13:42.000 --> 00:13:48.000]  這是一個生命很深刻的互信關係
[00:13:48.000 --> 00:13:50.000]  相信甚麼呢?
[00:13:50.000 --> 00:13:54.000]  相信性愛關係只有你和我兩個
[00:13:54.000 --> 00:13:56.000]  不會有第三者
[00:13:56.000 --> 00:14:01.000]  這個互信是建基於無論我們身處甚麼環境
[00:14:01.000 --> 00:14:05.000]  我們有變遷是怎樣都好
[00:14:05.000 --> 00:14:08.000]  我們都可以在一起
[00:14:08.000 --> 00:14:15.000]  因此假若關係被終止了
[00:14:15.000 --> 00:14:18.000]  不論是因為離婚,婚姻關係完結
[00:14:18.000 --> 00:14:24.000]  又或者是情侶在婚前性行為之後分手
[00:14:24.000 --> 00:14:31.000]  你那個關係的決裂會令你覺得很痛苦
[00:14:31.000 --> 00:14:34.000]  這種痛苦是從何而來呢?
[00:14:34.000 --> 00:14:39.000]  這種痛苦就是這個關係基礎已經消失了
[00:14:39.000 --> 00:14:44.000]  就像被欺騙了一樣
[00:14:44.000 --> 00:14:50.000]  不能夠接受到一個關係之後背負背後的互信
[00:14:50.000 --> 00:14:53.000]  原來只不過是一個幻象
[00:14:53.000 --> 00:14:56.000]  我們常常稱之為情傷
[00:14:56.000 --> 00:15:02.000]  特別當有性愛的歡愉真實之後
[00:15:02.000 --> 00:15:06.000]  而關係是完結了的話
[00:15:06.000 --> 00:15:12.000]  你會發現這個曾經身體所表達的愛語
[00:15:12.000 --> 00:15:16.000]  一個語言其實是一個方言
[00:15:16.000 --> 00:15:20.000]  性交是一個身體語言
[00:15:20.000 --> 00:15:24.000]  是配偶之間使用的身體語言
[00:15:24.000 --> 00:15:26.000]  語言是帶著訊息
[00:15:26.000 --> 00:15:28.000]  訊息是什麼呢?
[00:15:28.000 --> 00:15:34.000]  就是你是我的唯一,我愛你
[00:15:34.000 --> 00:15:37.000]  但當關係決裂的時候
[00:15:37.000 --> 00:15:45.000]  這種訊息就變成一個方言
[00:15:45.000 --> 00:15:47.000]  在不羞恥的性愛關係當中
[00:15:47.000 --> 00:15:50.000]  第25節這樣說
[00:15:50.000 --> 00:15:56.000]  當時夫婦二人赤身露體並不覺得羞恥
[00:15:56.000 --> 00:16:00.000]  性愛不羞恥,因為雙方有互信
[00:16:00.000 --> 00:16:05.000]  可以坦誠地見到對方的果露身體的時候
[00:16:05.000 --> 00:16:07.000]  都不需要遮遮掩掩
[00:16:07.000 --> 00:16:08.000]  因為什麼呢?
[00:16:08.000 --> 00:16:11.000]  因為你中有我,我中有你
[00:16:11.000 --> 00:16:16.000]  對方的身體每一部分都可以接納和包容
[00:16:16.000 --> 00:16:20.000]  這是顯示了一個全心全意的愛
[00:16:20.000 --> 00:16:23.000]  這種愛是沒有壓力的
[00:16:23.000 --> 00:16:25.000]  不會感覺到窒息
[00:16:25.000 --> 00:16:30.000]  使人很輕鬆、很自由、很釋放
[00:16:30.000 --> 00:16:35.000]  而性愛的寬裕就在這樣的情況下
[00:16:35.000 --> 00:16:38.000]  在互信和坦誠之中
[00:16:38.000 --> 00:16:41.000]  使雙方都可以同樣感受到
[00:16:41.000 --> 00:16:45.000]  並且這種感受可以不斷提升
[00:16:45.000 --> 00:16:48.000]  而且持續到老
[00:16:48.000 --> 00:16:51.000]  在《針研》5章15至19節這樣說
[00:16:51.000 --> 00:16:54.000]  你要喝自己池中的水
[00:16:54.000 --> 00:16:56.000]  喝自己井裡的活水
[00:16:56.000 --> 00:16:59.000]  你的泉源豈可日流在外
[00:16:59.000 --> 00:17:00.000]  讓其他人喝呢?
[00:17:00.000 --> 00:17:03.000]  你的河水豈可流到街上呢?
[00:17:03.000 --> 00:17:06.000]  讓他們唯獨歸你
[00:17:06.000 --> 00:17:08.000]  你們的性愛只有你們兩個
[00:17:08.000 --> 00:17:11.000]  不可與陌生人同享
[00:17:11.000 --> 00:17:13.000]  要使你的泉源蒙福
[00:17:13.000 --> 00:17:16.000]  要喜愛你年輕時的妻子
[00:17:16.000 --> 00:17:18.000]  她如可愛的母鹿
[00:17:18.000 --> 00:17:20.000]  如優美的母羊
[00:17:20.000 --> 00:17:23.000]  願她的胸懷使你時時滿足
[00:17:23.000 --> 00:17:27.000]  願你常常迷戀她的愛情
[00:17:27.000 --> 00:17:32.000]  在街上我們看到一些年長的夫婦
[00:17:32.000 --> 00:17:34.000]  他們牽著手逛街
[00:17:34.000 --> 00:17:37.000]  我們覺得很珍惜、很恩愛
[00:17:37.000 --> 00:17:42.000]  甚至我們看到一些患病的年老
[00:17:42.000 --> 00:17:44.000]  長者
[00:17:44.000 --> 00:17:48.000]  他們夫婦彼此照顧
[00:17:48.000 --> 00:17:52.000]  我們覺得很窩心
[00:17:52.000 --> 00:17:54.000]  在寒冬之中
[00:17:54.000 --> 00:17:56.000]  手很冷
[00:17:56.000 --> 00:17:59.000]  用溫暖的體溫
[00:17:59.000 --> 00:18:03.000]  讓他的體溫成為你的溫暖
[00:18:03.000 --> 00:18:05.000]  這些身體接觸
[00:18:05.000 --> 00:18:08.000]  可能在年老的時候
[00:18:08.000 --> 00:18:10.000]  身體已經不能夠參與
[00:18:10.000 --> 00:18:12.000]  在很多性愛的活動中
[00:18:12.000 --> 00:18:16.000]  但雙方依然可以感受到
[00:18:16.000 --> 00:18:18.000]  那份珍貴
[00:18:18.000 --> 00:18:20.000]  那份溫暖
[00:18:20.000 --> 00:18:22.000]  那份互信
[00:18:22.000 --> 00:18:23.000]  那份互愛
[00:18:23.000 --> 00:18:25.000]  那份甜蜜
[00:18:25.000 --> 00:18:28.000]  今天
[00:18:28.000 --> 00:18:31.000]  性愛讓你感到羞恥嗎?
[00:18:31.000 --> 00:18:34.000]  聖經說如何預備你
[00:18:34.000 --> 00:18:38.000]  正向看待性愛的關係
[00:18:38.000 --> 00:18:42.000]  你會期待性愛所帶來的坦誠
[00:18:42.000 --> 00:18:45.000]  互信、親密的歡愉嗎?
[00:18:45.000 --> 00:18:48.000]  神愛人
[00:18:48.000 --> 00:18:50.000]  愛得真
[00:18:50.000 --> 00:18:53.000]  對性愛關係也很認真
[00:18:53.000 --> 00:18:57.000]  舊約有荷西亞書
[00:18:57.000 --> 00:18:59.000]  大家可能都熟悉
[00:18:59.000 --> 00:19:03.000]  荷西亞先知用了一個很令人難忘的方式
[00:19:03.000 --> 00:19:06.000]  帶出以色列人背棄神
[00:19:06.000 --> 00:19:08.000]  親近偶像的訊息
[00:19:08.000 --> 00:19:11.000]  他信服了神的命令
[00:19:11.000 --> 00:19:15.000]  跟一個有不忠貞本質的女人
[00:19:15.000 --> 00:19:17.000]  叫做戈滅
[00:19:17.000 --> 00:19:20.000]  娶了她為妻
[00:19:20.000 --> 00:19:25.000]  藉此控訴以色列人在信仰上的淫行
[00:19:25.000 --> 00:19:28.000]  當他們結婚生子
[00:19:28.000 --> 00:19:30.000]  生了三個子女的時候
[00:19:30.000 --> 00:19:33.000]  他們的子女的名字暗示了
[00:19:33.000 --> 00:19:37.000]  以色列人拜偶像會遭受審判
[00:19:37.000 --> 00:19:41.000]  戈滅這位女子不安於室
[00:19:41.000 --> 00:19:43.000]  移情別戀
[00:19:43.000 --> 00:19:47.000]  跟另外的其他人有性關係
[00:19:47.000 --> 00:19:50.000]  荷西亞先知相同
[00:19:50.000 --> 00:19:52.000]  沒有人同情
[00:19:52.000 --> 00:19:54.000]  只有神同情她
[00:19:54.000 --> 00:19:55.000]  為什麼?
[00:19:55.000 --> 00:19:57.000]  因為這種感受、這種遭遇
[00:19:57.000 --> 00:20:00.000]  正正就是神和以色列人的關係
[00:20:00.000 --> 00:20:04.000]  神對著淫亂的以色列產生的傷痛
[00:20:04.000 --> 00:20:07.000]  荷西亞先知大聲高呼
[00:20:07.000 --> 00:20:10.000]  去斥責百姓犯這樣的罪
[00:20:10.000 --> 00:20:12.000]  但斥責過後
[00:20:12.000 --> 00:20:14.000]  先知聽到神的命令
[00:20:14.000 --> 00:20:18.000]  要他花錢贖回淫亂的妻子
[00:20:18.000 --> 00:20:21.000]  去重新對她的愛
[00:20:21.000 --> 00:20:25.000]  神對他的子民有責罰
[00:20:25.000 --> 00:20:27.000]  也有愛
[00:20:27.000 --> 00:20:30.000]  無條件的接納和饒恕
[00:20:30.000 --> 00:20:34.000]  神所接納的性愛
[00:20:34.000 --> 00:20:36.000]  是美善的賜予
[00:20:36.000 --> 00:20:37.000]  是祝福
[00:20:37.000 --> 00:20:39.000]  是恩典
[00:20:39.000 --> 00:20:42.000]  但當神的心意被扭曲
[00:20:42.000 --> 00:20:44.000]  人的自私和自以為是
[00:20:44.000 --> 00:20:46.000]  凌駕了這份祝福的時候
[00:20:46.000 --> 00:20:49.000]  性愛就會變質成為個人的慾望
[00:20:49.000 --> 00:20:53.000]  甚至是獵奇者的刺激
[00:20:54.000 --> 00:20:57.000]  在今年二月份的時候
[00:20:57.000 --> 00:21:00.000]  有個機構做了一個調查
[00:21:00.000 --> 00:21:02.000]  是二千後
[00:21:02.000 --> 00:21:04.000]  即是Z世代的青少年
[00:21:04.000 --> 00:21:09.000]  他們對發生性的關係的一個調查
[00:21:09.000 --> 00:21:14.000]  當中有30%是未滿16歲的
[00:21:14.000 --> 00:21:17.000]  而其中有20%
[00:21:17.000 --> 00:21:22.000]  他們的性伴侶不是他們的男女朋友
[00:21:22.000 --> 00:21:25.000]  簡單來說就是一個casual sex
[00:21:25.000 --> 00:21:29.000]  我們可以在這個調查當中看到
[00:21:29.000 --> 00:21:33.000]  神創造的性愛關係
[00:21:33.000 --> 00:21:38.000]  現代今世的人看得很不認真
[00:21:38.000 --> 00:21:40.000]  很輕視
[00:21:40.000 --> 00:21:44.000]  甚至將性愛扭曲到一個地步
[00:21:44.000 --> 00:21:48.000]  只是去滿足個人的慾望
[00:21:48.000 --> 00:21:51.000]  在《創世紀三章六至七節》
[00:21:51.000 --> 00:21:55.000]  那裡是說最進入世界
[00:21:55.000 --> 00:21:59.000]  當女人看到那棵樹好作食物
[00:21:59.000 --> 00:22:00.000]  又越人眼目
[00:22:00.000 --> 00:22:02.000]  令人喜愛
[00:22:02.000 --> 00:22:04.000]  能使人有智慧
[00:22:04.000 --> 00:22:06.000]  就摘下果子來吃
[00:22:06.000 --> 00:22:11.000]  又將果子給她跟他一起的丈夫
[00:22:11.000 --> 00:22:13.000]  他也吃了
[00:22:13.000 --> 00:22:17.000]  他們二人的眼睛就開了
[00:22:17.000 --> 00:22:20.000]  知道自己赤身露體
[00:22:20.000 --> 00:22:25.000]  然後就編織葉子成為裙子去穿
[00:22:25.000 --> 00:22:27.000]  這裡告訴我們
[00:22:27.000 --> 00:22:33.000]  男人和女人同時都忘記了神的吩咐
[00:22:33.000 --> 00:22:36.000]  聚焦在自己的禱福需要
[00:22:36.000 --> 00:22:38.000]  個人的慾望
[00:22:38.000 --> 00:22:41.000]  聚焦在自己眼目的情慾
[00:22:41.000 --> 00:22:43.000]  只是管好漢
[00:22:43.000 --> 00:22:45.000]  但不管對不對
[00:22:45.000 --> 00:22:49.000]  聚焦在自己的感受和感覺
[00:22:49.000 --> 00:22:52.000]  隨從自己的喜好去做事
[00:22:52.000 --> 00:22:54.000]  他們失去了戒心
[00:22:54.000 --> 00:22:56.000]  也暴露了自己
[00:22:56.000 --> 00:22:59.000]  在一個被試探的境況當中
[00:22:59.000 --> 00:23:02.000]  當聚進入世界
[00:23:02.000 --> 00:23:06.000]  個人的慾望一發不可收拾
[00:23:06.000 --> 00:23:10.000]  犯下了吃禁果的命令
[00:23:10.000 --> 00:23:12.000]  神吩咐不可以吃這個果子
[00:23:12.000 --> 00:23:14.000]  他們吃了
[00:23:14.000 --> 00:23:16.000]  作為丈夫的男人
[00:23:16.000 --> 00:23:19.000]  又如何回應呢
[00:23:19.000 --> 00:23:21.000]  在十二節裡這樣說
[00:23:21.000 --> 00:23:23.000]  那人說
[00:23:23.000 --> 00:23:27.000]  你賜給我和我一起的那個女人
[00:23:27.000 --> 00:23:30.000]  是她把樹上所給我的
[00:23:30.000 --> 00:23:34.000]  給我吃了
[00:23:34.000 --> 00:23:37.000]  這個男人在做什麼呢
[00:23:37.000 --> 00:23:39.000]  他將焦點轉移
[00:23:39.000 --> 00:23:44.000]  他嘗試將問題歸咎於他的伴侶
[00:23:44.000 --> 00:23:45.000]  他的配偶
[00:23:45.000 --> 00:23:49.000]  同時也將問題歸咎於神
[00:23:49.000 --> 00:23:51.000]  是你給我的伴侶
[00:23:51.000 --> 00:23:56.000]  是她令我吃了
[00:23:56.000 --> 00:24:00.000]  他不但不願意承擔責任
[00:24:00.000 --> 00:24:02.000]  逃避責任
[00:24:02.000 --> 00:24:04.000]  推卸責任
[00:24:04.000 --> 00:24:10.000]  最大的問題是他沒有理會神的感受
[00:24:10.000 --> 00:24:16.000]  也沒有理會到他的配偶的感受
[00:24:16.000 --> 00:24:21.000]  關係的缺裂
[00:24:21.000 --> 00:24:24.000]  在興士神所設立的性愛
[00:24:24.000 --> 00:24:28.000]  我們很容易就會墮入一個網絡
[00:24:28.000 --> 00:24:30.000]  會有很多的淫念
[00:24:30.000 --> 00:24:34.000]  這些淫念是獵奇者的刺激
[00:24:34.000 --> 00:24:38.000]  當人和人之間的關係變質
[00:24:38.000 --> 00:24:41.000]  不能再有真誠的互信
[00:24:41.000 --> 00:24:43.000]  開始推卸責任
[00:24:43.000 --> 00:24:45.000]  欺騙自己
[00:24:45.000 --> 00:24:47.000]  欺騙身邊的友人
[00:24:47.000 --> 00:24:51.000]  作為一些手段去滿足個人慾望的時候
[00:24:51.000 --> 00:24:54.000]  性愛就變得很自私
[00:24:54.000 --> 00:24:59.000]  只想單方面去追求情慾的滿足
[00:24:59.000 --> 00:25:01.000]  甚至去到一個地步
[00:25:01.000 --> 00:25:03.000]  用一個獵奇的心態
[00:25:03.000 --> 00:25:06.000]  去偷窺別人的性愛的歡愉
[00:25:06.000 --> 00:25:10.000]  幻想自己在其中成為第三者
[00:25:10.000 --> 00:25:13.000]  徹底破壞了神創造
[00:25:13.000 --> 00:25:15.000]  性愛坦誠互信
[00:25:15.000 --> 00:25:20.000]  和一男一女的定義
[00:25:20.000 --> 00:25:24.000]  這些事情我相信都很流行
[00:25:24.000 --> 00:25:28.000]  很常發生在我們身邊
[00:25:28.000 --> 00:25:31.000]  但假如我們不希望被人欺騙
[00:25:31.000 --> 00:25:35.000]  我們也不喜歡自己欺騙自己
[00:25:35.000 --> 00:25:38.000]  為什麼我們要追捧這些扭曲了的價值觀
[00:25:38.000 --> 00:25:41.000]  還要沉迷下去呢?
[00:25:41.000 --> 00:25:43.000]  反而還要覺得
[00:25:43.000 --> 00:25:47.000]  一些創造主設計那一套已經過時
[00:25:47.000 --> 00:25:48.000]  已經老套
[00:25:48.000 --> 00:25:51.000]  已經不合用
[00:25:51.000 --> 00:25:58.000]  甚至放棄追隨真理給我們的祝福
[00:25:58.000 --> 00:26:02.000]  在哥林多前書六章那裡說
[00:26:02.000 --> 00:26:06.000]  身體不是為淫亂而是為主
[00:26:06.000 --> 00:26:08.000]  主也是為身體
[00:26:08.000 --> 00:26:11.000]  神已經使主復活
[00:26:11.000 --> 00:26:15.000]  也要用祂自己的能力使我們復活
[00:26:15.000 --> 00:26:20.000]  身體是為主是什麼意思呢?
[00:26:20.000 --> 00:26:23.000]  意思是讓身體真誠地愛人
[00:26:23.000 --> 00:26:24.000]  愛人如己
[00:26:24.000 --> 00:26:26.000]  這是神的誡命
[00:26:26.000 --> 00:26:28.000]  活出一個聖潔的生命
[00:26:28.000 --> 00:26:32.000]  讓性愛的關係不是只求自己的益處
[00:26:32.000 --> 00:26:35.000]  不作害羞的事
[00:26:35.000 --> 00:26:39.000]  主也是為身體是什麼意思呢?
[00:26:39.000 --> 00:26:43.000]  是神藉主主耶穌基督釘在十字架
[00:26:43.000 --> 00:26:49.000]  將赦罪的恩典貫徹在我們信徒的生命裡
[00:26:49.000 --> 00:26:51.000]  教會得以建立
[00:26:51.000 --> 00:26:56.000]  我們每一個人都是教會的一部分
[00:26:56.000 --> 00:27:01.000]  在一個充滿性方面的試探的年代
[00:27:01.000 --> 00:27:04.000]  我們要抓緊主耶穌
[00:27:04.000 --> 00:27:09.000]  我們要求智慧如何去面對
[00:27:09.000 --> 00:27:15.000]  你有沒有輕視神所設立性愛的意識和想法呢?
[00:27:15.000 --> 00:27:21.000]  會不會都覺得分文中性愛是舊式和老套呢?
[00:27:21.000 --> 00:27:22.000]  又會不會覺得
[00:27:22.000 --> 00:27:24.000]  通街也是一樣
