
[00:00:00.000 --> 00:00:08.440]  感謝主啊 今天的UFES又是來逼大家聽我廢話的時間
[00:13:48.200 --> 00:13:51.200]  耶穌說只有聖靈賜給人有生命
[00:13:51.200 --> 00:13:52.200]  肉體是做不到的
[00:13:52.200 --> 00:13:55.200]  只有天父所恩賜的人才能夠去到耶穌那裡
[00:13:55.200 --> 00:13:57.200]  好,在這裡
[00:13:57.200 --> 00:14:00.200]  我們其實都不明白耶穌說什麼
[00:14:00.200 --> 00:14:06.200]  如果耶穌真的不想這些人為了食物而找上門的話
[00:14:06.200 --> 00:14:08.200]  那就不要別五餅而神正就行了
[00:14:08.200 --> 00:14:10.200]  為什麼要大費周章
[00:14:10.200 --> 00:14:12.200]  做了一大堆事情之後
[00:14:12.200 --> 00:14:13.200]  又跟他們說
[00:14:13.200 --> 00:14:16.200]  你不要期望我再變餅給你們
[00:14:16.200 --> 00:14:21.200]  其實耶穌在這裡說的話
[00:14:21.200 --> 00:14:22.200]  最刺激
[00:14:22.200 --> 00:14:25.200]  最刺激以色列人的神經
[00:14:25.200 --> 00:14:27.200]  對他們來說最難聽的說話
[00:14:27.200 --> 00:14:31.200]  是那些領受馬拿的那一代人
[00:14:31.200 --> 00:14:33.200]  整代人
[00:14:33.200 --> 00:14:35.200]  就是一個世代的人
[00:14:35.200 --> 00:14:36.200]  除了約書人和迦納
[00:14:36.200 --> 00:14:39.200]  連一個都進不了迦南地
[00:14:39.200 --> 00:14:41.200]  耶穌說
[00:14:41.200 --> 00:14:43.200]  真正賜生命給你們的
[00:14:43.200 --> 00:14:45.200]  不是你們的超人摩西
[00:14:45.200 --> 00:14:47.200]  也不是那些馬拿
[00:14:47.200 --> 00:14:49.200]  而是那個在如節用恩典
[00:14:49.200 --> 00:14:52.200]  令你們出埃及的搖畫
[00:14:52.200 --> 00:14:54.200]  耶穌說
[00:14:54.200 --> 00:14:58.200]  你們不要為了五個餅和兩條魚這麼興奮
[00:14:58.200 --> 00:15:01.200]  你們想要有真正的生命
[00:15:01.200 --> 00:15:02.200]  就要吃我的肉
[00:15:02.200 --> 00:15:03.200]  喝我的血
[00:15:03.200 --> 00:15:05.200]  這個景象
[00:15:05.200 --> 00:15:06.200]  大家看了很恐怖
[00:15:06.200 --> 00:15:07.200]  但其實
[00:15:07.200 --> 00:15:08.200]  吃我的肉
[00:15:08.200 --> 00:15:09.200]  喝我的血
[00:15:09.200 --> 00:15:11.200]  就是如節晚餐的羔羊
[00:15:11.200 --> 00:15:15.200]  原來
[00:15:15.200 --> 00:15:17.200]  耶穌本人
[00:15:17.200 --> 00:15:21.200]  就是神在如節要行的新事
[00:15:21.200 --> 00:15:22.200]  但這個新事
[00:15:22.200 --> 00:15:27.200]  卻不再是用以色列人過去一直認定的成功經歷
[00:15:27.200 --> 00:15:29.200]  或者復興的經歷去實踐
