
[00:00:00.000 --> 00:00:05.000]  大家好,在網上的朋友
[00:07:05.000 --> 00:07:09.000]  看看有什麼覺得是爸爸的特質
[00:07:09.000 --> 00:07:11.000]  有責任感
[00:07:11.000 --> 00:07:15.000]  是不是都有
[00:07:15.000 --> 00:07:17.000]  第二
[00:07:17.000 --> 00:07:21.000]  具有同理心
[00:07:21.000 --> 00:07:26.000]  明白孩子的想法嗎
[00:07:26.000 --> 00:07:29.000]  有沒有從他的角度去看
[00:07:29.000 --> 00:07:32.000]  樂觀的思考
[00:07:32.000 --> 00:07:36.000]  這些爸爸樂不樂觀呢
[00:07:36.000 --> 00:07:41.000]  以身作則
[00:07:41.000 --> 00:07:44.000]  懂得玩的陪玩
[00:07:44.000 --> 00:07:47.000]  除了玩就是陪伴
[00:07:47.000 --> 00:07:49.000]  也很重要
[00:07:49.000 --> 00:07:52.000]  尊重母親
[00:07:52.000 --> 00:07:55.000]  尊重媽媽
[00:07:55.000 --> 00:07:59.000]  正面的溝通
[00:07:59.000 --> 00:08:03.000]  勇於認錯
[00:08:03.000 --> 00:08:07.000]  做事勤勞
[00:08:07.000 --> 00:08:09.000]  在這些特質中
[00:08:09.000 --> 00:08:13.000]  似乎我們很期望
[00:08:13.000 --> 00:08:18.000]  我們心目中的爸爸有這些特質
[00:08:18.000 --> 00:08:21.000]  但在這些特質中
[00:08:21.000 --> 00:08:24.000]  可能爸爸都很努力做
[00:08:24.000 --> 00:08:29.000]  或者我們都看到爸爸很努力做
[00:08:29.000 --> 00:08:32.000]  其實容易嗎
[00:08:32.000 --> 00:08:36.000]  在不同年代中
[00:08:36.000 --> 00:08:38.000]  做一個爸爸
[00:08:38.000 --> 00:08:40.000]  不只是爸爸
[00:08:40.000 --> 00:08:44.000]  可能媽媽都很不容易
[00:08:44.000 --> 00:08:47.000]  但在這些特質中
[00:08:47.000 --> 00:08:50.000]  我們發覺有一個共通點
[00:08:50.000 --> 00:08:52.000]  共通點是
[00:08:52.000 --> 00:08:57.000]  我們很想爸爸花時間陪伴我們
[00:08:57.000 --> 00:09:00.000]  我們也很想
[00:09:00.000 --> 00:09:03.000]  為什麼我們想爸爸尊重媽媽
[00:09:03.000 --> 00:09:07.000]  其實我們也想家庭和諧
[00:09:07.000 --> 00:09:09.000]  開開心心
[00:09:09.000 --> 00:09:12.000]  以身作則
[00:09:12.000 --> 00:09:15.000]  我們作為父親
[00:09:15.000 --> 00:09:19.000]  我們如何做一個好榜樣給孩子看
[00:09:19.000 --> 00:09:22.000]  其實一直看下去
[00:09:22.000 --> 00:09:26.000]  其實跟我小時候
[00:09:26.000 --> 00:09:32.000]  我想的爸爸的特質都是這些
[00:09:32.000 --> 00:09:37.000]  我不知道你們是否也想爸爸是這樣
[00:09:37.000 --> 00:09:40.000]  不如我們認識一下
[00:09:40.000 --> 00:09:43.000]  我心目中這位絕世好爸是怎樣
[00:09:43.000 --> 00:09:48.000]  我看到是天父的看顧
[00:09:48.000 --> 00:09:51.000]  天父的安慰
[00:09:51.000 --> 00:09:53.000]  天父的人靈
[00:09:53.000 --> 00:10:00.000]  在短短兩節經文中
[00:10:00.000 --> 00:10:04.000]  他說兩隻麻雀不是賣一銅錢嗎
[00:10:04.000 --> 00:10:06.000]  你們的父約不許
[00:10:06.000 --> 00:10:08.000]  一隻也不會掉在地上
[00:10:08.000 --> 00:10:11.000]  就是你們的頭髮也數過
[00:10:11.000 --> 00:10:18.000]  我想問有沒有人真的數過自己的頭髮
[00:10:18.000 --> 00:10:21.000]  有沒有人知道自己頭髮有多少條
[00:10:21.000 --> 00:10:25.000]  暫時數不數到
[00:10:25.000 --> 00:10:28.000]  三千梵老師通常都是這樣形容
[00:10:28.000 --> 00:10:30.000]  但實際是三千呢
[00:10:30.000 --> 00:10:31.000]  真的不知道
[00:10:31.000 --> 00:10:33.000]  有多有少
[00:10:33.000 --> 00:10:36.000]  除了剛開始就真的數到
[00:10:36.000 --> 00:10:41.000]  但在這段經文中
[00:10:41.000 --> 00:10:43.000]  我們也看到
[00:10:43.000 --> 00:10:47.000]  耶穌很清晰地告訴我們
[00:10:47.000 --> 00:10:51.000]  原來我們的天父對我們是無微不至
[00:10:51.000 --> 00:10:55.000]  在裡面連我們自己也不知道的東西
[00:10:55.000 --> 00:10:59.000]  我們的天父是數過的
[00:10:59.000 --> 00:11:02.000]  真的知道我們有多少頭髮
[00:11:02.000 --> 00:11:07.000]  耶穌特別提到
[00:11:07.000 --> 00:11:11.000]  麻雀一說就馬上說
[00:11:11.000 --> 00:11:13.000]  都是賣一銅錢
[00:11:13.000 --> 00:11:15.000]  意思是怎樣
[00:11:15.000 --> 00:11:18.000]  其實是很便宜的
[00:11:18.000 --> 00:11:19.000]  不值錢的
[00:11:19.000 --> 00:11:22.000]  但原來你看到
[00:11:22.000 --> 00:11:26.000]  他講天父那份保護
[00:11:26.000 --> 00:11:28.000]  他很有權柄地說
[00:11:28.000 --> 00:11:33.000]  若我的腹不許可的時候
[00:11:33.000 --> 00:11:35.000]  一隻都不可以吊在地上
[00:11:35.000 --> 00:11:39.000]  其實當中耶穌說到
[00:11:39.000 --> 00:11:41.000]  神的主權
[00:11:41.000 --> 00:11:44.000]  即是神是掌管的神
[00:11:44.000 --> 00:11:47.000]  裡面就算是多麼微小
[00:11:47.000 --> 00:11:49.000]  就算是怎樣
[00:11:49.000 --> 00:11:52.000]  我們可能人的肉眼也看不到的時候
[00:11:52.000 --> 00:11:54.000]  神也是看顧
[00:11:54.000 --> 00:11:56.000]  並且可能我們在母胎的時候
[00:11:56.000 --> 00:11:58.000]  我們還未成形的時候
[00:11:58.000 --> 00:12:03.000]  神已經在當中認定我們每一個
[00:12:03.000 --> 00:12:06.000]  因為神就是創造
[00:12:06.000 --> 00:12:08.000]  剛才我也問大家
[00:12:08.000 --> 00:12:11.000]  有沒有數過自己的頭髮
[00:12:11.000 --> 00:12:17.000]  但耶穌在裡面不是誇張地表白
[00:12:17.000 --> 00:12:20.000]  而是很想人明白
[00:12:20.000 --> 00:12:26.000]  形容我們和天父的關係是多麼密切
[00:12:26.000 --> 00:12:29.000]  當我們BB一出生的時候
[00:12:29.000 --> 00:12:30.000]  很可愛
[00:12:30.000 --> 00:12:32.000]  摸摸他的毛髮
[00:12:32.000 --> 00:12:33.000]  出了一條頭髮
[00:12:33.000 --> 00:12:36.000]  我們可能都會這麼細緻
[00:12:36.000 --> 00:12:37.000]  我們都會去看
[00:12:37.000 --> 00:12:41.000]  原來正正是我們這位天父
[00:12:41.000 --> 00:12:44.000]  就是這麼愛我們
[00:12:44.000 --> 00:12:46.000]  其實一個字說完
[00:12:46.000 --> 00:12:48.000]  剛才我們一直數
[00:12:48.000 --> 00:12:51.000]  我們很想好爸爸的特質
[00:12:51.000 --> 00:12:54.000]  一出生的十點的時候
[00:12:54.000 --> 00:12:57.000]  其實最重要的是我們會看到
[00:12:57.000 --> 00:13:00.000]  如果當我們的爸爸也像天父
[00:13:00.000 --> 00:13:02.000]  這樣去看顧我們
[00:13:02.000 --> 00:13:05.000]  你說多好呢
[00:13:05.000 --> 00:13:06.000]  我們認識了
[00:13:06.000 --> 00:13:10.000]  我們就知道這個天父是多麼愛我們
[00:13:10.000 --> 00:13:13.000]  縱然我們很微小
[00:13:13.000 --> 00:13:15.000]  但我們是微小得來
[00:13:15.000 --> 00:13:19.000]  我們感受到被保護
[00:13:19.000 --> 00:13:21.000]  我們可能有時看自己
[00:13:21.000 --> 00:13:24.000]  我們都未必覺得自己很OK
[00:13:24.000 --> 00:13:25.000]  很行
[00:13:25.000 --> 00:13:28.000]  但神看我們是甚麼
[00:13:28.000 --> 00:13:31.000]  我們是很寶貴
[00:13:31.000 --> 00:13:33.000]  是無價寶
[00:13:33.000 --> 00:13:35.000]  因為我們每一個都是獨特
[00:13:35.000 --> 00:13:40.000]  在神裡面的創造
[00:13:40.000 --> 00:13:43.000]  我們在這麼微小
[00:13:43.000 --> 00:13:47.000]  但神好像都在裡面留意我們
[00:13:47.000 --> 00:13:50.000]  留意我們很多細節
[00:13:50.000 --> 00:13:55.000]  甚至是我們的頭髮
[00:13:55.000 --> 00:14:01.000]  當我們看到耶穌這樣去形容天父的時候
[00:14:01.000 --> 00:14:08.000]  我們感受到那份被愛
[00:14:08.000 --> 00:14:11.000]  可能在我們生命裡
[00:14:11.000 --> 00:14:17.000]  我們未必每次都感受到
[00:14:17.000 --> 00:14:21.000]  但當我們一直去經歷
[00:14:21.000 --> 00:14:26.000]  經驗這個我們又看不到又摸不到的神的時候
[00:14:26.000 --> 00:14:32.000]  我們慢慢去認識祂多一點
[00:14:32.000 --> 00:14:34.000]  耶穌繼續說
[00:14:34.000 --> 00:14:37.000]  所以不要懼怕
[00:14:37.000 --> 00:14:44.000]  你們比許多麻雀還貴重
[00:14:44.000 --> 00:14:51.000]  我們每一個比麻雀更加貴重
[00:14:51.000 --> 00:14:55.000]  如果當我們告訴我們的小朋友
[00:14:55.000 --> 00:14:59.000]  你很珍貴
[00:14:59.000 --> 00:15:02.000]  就算你做得多麼不好
[00:15:02.000 --> 00:15:05.000]  但我仍然覺得你很珍貴
[00:15:05.000 --> 00:15:07.000]  當我做得不好的時候
[00:15:07.000 --> 00:15:11.000]  我會很怕爸爸會不愛我
[00:15:11.000 --> 00:15:17.000]  我會很怕爸爸會罵我
[00:15:17.000 --> 00:15:19.000]  但耶穌說我們不用怕
[00:15:19.000 --> 00:15:25.000]  因為我們比麻雀更加貴重
[00:15:25.000 --> 00:15:26.000]  這份貴重
[00:15:26.000 --> 00:15:28.000]  我們有時會覺得
[00:15:28.000 --> 00:15:34.000]  是否我們都值得這麼貴重呢
[00:15:34.000 --> 00:15:41.000]  但這正正是天父給予我們這份肯定
[00:15:41.000 --> 00:15:44.000]  透過耶穌我們能得到這份安慰
[00:15:44.000 --> 00:15:49.000]  縱然我們人可能不會做得很完美
[00:15:49.000 --> 00:15:52.000]  但天父就是這樣告訴我們
[00:15:52.000 --> 00:15:54.000]  我們不用怕
[00:15:54.000 --> 00:15:55.000]  只要我們去相信
[00:15:55.000 --> 00:16:00.000]  我們去承認這個愛我們的天父
[00:16:00.000 --> 00:16:06.000]  在我們的母福裡已經是愛我們的那位
[00:16:06.000 --> 00:16:08.000]  我們不會覺得孤單
[00:16:08.000 --> 00:16:13.000]  因為這個愛我們的天父是怎樣呢
[00:16:13.000 --> 00:16:16.000]  24小時我們隨時在接電話
[00:16:16.000 --> 00:16:17.000]  當我們有需要
[00:16:17.000 --> 00:16:19.000]  我們有困難的時候
[00:16:19.000 --> 00:16:21.000]  我們開心的時候
[00:16:21.000 --> 00:16:23.000]  我們都可以透過禱告
[00:16:23.000 --> 00:16:29.000]  我們來跟他有溝通
[00:16:29.000 --> 00:16:32.000]  我們又看到自己的價值
[00:16:32.000 --> 00:16:38.000]  我們的價值是無價寶
[00:16:38.000 --> 00:16:40.000]  天父有去安慰我們
[00:16:40.000 --> 00:16:42.000]  叫我們不用怕
[00:16:42.000 --> 00:16:43.000]  是不是
[00:16:43.000 --> 00:16:44.000]  不用怕
[00:16:44.000 --> 00:16:46.000]  有時我們真的會很害怕
[00:16:46.000 --> 00:16:48.000]  可能在很多不同的風浪裡
[00:16:48.000 --> 00:16:51.000]  我們都好像迷失了
[00:16:51.000 --> 00:16:54.000]  我們好像覺得不知道怎樣算
[00:16:54.000 --> 00:16:59.000]  但正正就是神用一個很特別的方法
[00:16:59.000 --> 00:17:02.000]  來肯定我們兒女的身份
[00:17:02.000 --> 00:17:04.000]  就是透過主耶穌基督
[00:17:04.000 --> 00:17:06.000]  他釘在十字架上
[00:17:06.000 --> 00:17:09.000]  流出的寶血洗淨我們
[00:17:09.000 --> 00:17:12.000]  每一個我們的罪
[00:17:12.000 --> 00:17:15.000]  以致我們能夠跟神和好
[00:17:15.000 --> 00:17:20.000]  這個正正就是愛我們的天父那份安慰
[00:17:20.000 --> 00:17:23.000]  我們不是沒有希望
[00:17:23.000 --> 00:17:30.000]  我們在裡面好像不被愛
[00:17:30.000 --> 00:17:34.000]  當裡面再去講的時候
[00:17:34.000 --> 00:17:37.000]  在約翰一書四章十八字這樣說
[00:17:37.000 --> 00:17:39.000]  在愛裡面沒有懼怕
[00:17:39.000 --> 00:17:43.000]  是圓滿的愛把懼怕驅逐出去
[00:17:43.000 --> 00:17:46.000]  因為懼怕裡面含著刑罰
[00:17:46.000 --> 00:17:52.000]  懼怕的人在愛裡尚未得到圓滿
[00:17:52.000 --> 00:17:59.000]  原來當神藉著耶穌基督的寶血去赦免我們的罪
[00:17:59.000 --> 00:18:01.000]  以致我們能夠跟神和好
[00:18:01.000 --> 00:18:07.000]  這個已經是脫去我們很多的恐懼
[00:18:07.000 --> 00:18:14.000]  我們的愛得到圓滿
[00:18:14.000 --> 00:18:16.000]  三十三節裡面這樣說
[00:18:16.000 --> 00:18:19.000]  凡在人面前不認我的
[00:18:19.000 --> 00:18:23.000]  我在我天上的父面前也不認他
[00:18:23.000 --> 00:18:28.000]  我們的渠道只能夠相信耶穌
[00:18:28.000 --> 00:18:34.000]  以致耶穌帶領我們去扶認這個天父
[00:18:34.000 --> 00:18:37.000]  愛我們的天父
[00:18:37.000 --> 00:18:39.000]  在父親節的日子
[00:18:39.000 --> 00:18:45.000]  不知道我們會不會去感受一下
[00:18:45.000 --> 00:18:52.000]  這個天父我們也要去到他面前認識他多一點
[00:18:52.000 --> 00:18:55.000]  或者我們真的不認識的時候
[00:18:55.000 --> 00:19:00.000]  我們會不會帶人去認識這個天父
[00:19:00.000 --> 00:19:02.000]  因為耶穌說過
[00:19:02.000 --> 00:19:05.000]  祂說「我就是道路、真理和生命」
[00:19:05.000 --> 00:19:09.000]  「若不藉著我,沒有人能到父那裡去」
[00:19:09.000 --> 00:19:12.000]  我們能夠成為天父的兒女
[00:19:12.000 --> 00:19:18.000]  我們能夠認識這個絕世的好爸爸
[00:19:18.000 --> 00:19:28.000]  我們能夠學習依靠這位這麼完美的爸爸
[00:19:28.000 --> 00:19:33.000]  其實不是我們裡面去愛神
[00:19:33.000 --> 00:19:36.000]  我們要去認清神就是愛
[00:19:36.000 --> 00:19:39.000]  神就是愛的源頭
[00:19:39.000 --> 00:19:47.000]  以致祂帶領我們怎樣去走我們人生每一步
[00:19:47.000 --> 00:19:57.000]  復和我們人與神之間的關係
[00:19:57.000 --> 00:20:00.000]  神就是愛
[00:20:00.000 --> 00:20:03.000]  今天我們相不相信
[00:20:03.000 --> 00:20:05.000]  就是這麼簡單
[00:20:05.000 --> 00:20:08.000]  當我們願意相信耶穌的時候
[00:20:08.000 --> 00:20:11.000]  我們的生命就得著改變
[00:20:11.000 --> 00:20:15.000]  我們就得著更新
[00:20:15.000 --> 00:20:23.000]  我們很想我們的家庭很圓滿
[00:20:23.000 --> 00:20:27.000]  在我生命裡面有三個男人
[00:20:27.000 --> 00:20:31.000]  讓我看到一些爸爸的特質
[00:20:31.000 --> 00:20:35.000]  一個真是我地上的爸爸
[00:20:35.000 --> 00:20:39.000]  但他已經回到天家了
[00:20:39.000 --> 00:20:43.000]  剛才一直說數那些特質的時候
[00:20:43.000 --> 00:20:45.000]  有時候我都會在想
[00:20:45.000 --> 00:20:51.000]  我小時候對我爸爸的印象是很模糊的
[00:20:51.000 --> 00:20:54.000]  因為我爸爸是一個很勤奮
[00:20:54.000 --> 00:21:00.000]  其實剛才那個特質裡面他是中了的
[00:21:00.000 --> 00:21:02.000]  他很勤奮到一個地步
[00:21:02.000 --> 00:21:04.000]  一年365天
[00:21:04.000 --> 00:21:06.000]  他只有一天放假
[00:21:06.000 --> 00:21:08.000]  就是年初三
[00:21:08.000 --> 00:21:10.000]  在年初三的時候
[00:21:10.000 --> 00:21:12.000]  我這個爸爸
[00:21:12.000 --> 00:21:15.000]  一年才一天假期
[00:21:15.000 --> 00:21:18.000]  很陌生的
[00:21:18.000 --> 00:21:21.000]  有一次我很印象深刻
[00:21:21.000 --> 00:21:24.000]  他帶我去看電影
[00:21:24.000 --> 00:21:26.000]  帶我一個人
[00:21:26.000 --> 00:21:28.000]  我有兩個姐姐
[00:21:28.000 --> 00:21:31.000]  他帶我去看電影
[00:21:31.000 --> 00:21:35.000]  我很記得他的手很大
[00:21:35.000 --> 00:21:37.000]  牽著我
[00:21:37.000 --> 00:21:40.000]  但那一刻我是害怕的
[00:21:40.000 --> 00:21:43.000]  我是害怕的
[00:21:43.000 --> 00:21:47.000]  其實這個感覺就正正好像我們跟天父的關係
[00:21:47.000 --> 00:21:51.000]  我們覺得天父跟我們的距離很遠
[00:21:51.000 --> 00:21:54.000]  但正正天父就是在等我們
[00:21:54.000 --> 00:21:56.000]  等我們牽著他的手
[00:21:56.000 --> 00:21:58.000]  原來一牽著之後
[00:21:58.000 --> 00:22:01.000]  就覺得很穩固
[00:22:01.000 --> 00:22:07.000]  以前覺得爸爸好像缺席了
[00:22:07.000 --> 00:22:08.000]  不見了
[00:22:08.000 --> 00:22:10.000]  因為經常上班
[00:22:10.000 --> 00:22:13.000]  可能在現在這個社會裡
[00:22:13.000 --> 00:22:15.000]  可能大家都是很忙
[00:22:15.000 --> 00:22:18.000]  專注在工作裡
[00:22:18.000 --> 00:22:22.000]  但原來天父告訴我們
[00:22:22.000 --> 00:22:25.000]  我們都要花時間
[00:22:25.000 --> 00:22:29.000]  跟我們的家人和朋友
[00:22:29.000 --> 00:22:32.000]  去復和這些關係
[00:22:32.000 --> 00:22:40.000]  這是我丈夫和兒子
[00:22:40.000 --> 00:22:43.000]  當然我兒子還不是爸爸
[00:22:43.000 --> 00:22:45.000]  但為什麼會有這個特質呢
[00:22:45.000 --> 00:22:47.000]  因為我相信
[00:22:47.000 --> 00:22:50.000]  當如果
[00:22:50.000 --> 00:22:54.000]  我的丈夫能夠成為一個好爸爸的時候
[00:22:54.000 --> 00:23:00.000]  能夠繼續去實踐上帝天父在裡面的教導的時候
[00:23:00.000 --> 00:23:03.000]  不斷去學習
[00:23:03.000 --> 00:23:05.000]  不斷來到去
[00:23:05.000 --> 00:23:08.000]  能夠可以代代相傳
[00:23:08.000 --> 00:23:11.000]  今天我們每一個都能夠成為
[00:23:11.000 --> 00:23:15.000]  祝福身邊的爸爸
[00:23:15.000 --> 00:23:18.000]  祝福我們家裡的爸爸
[00:23:18.000 --> 00:23:21.000]  可能我們的爸爸都未必真的那麼完美
[00:23:21.000 --> 00:23:24.000]  又或者我們爸爸在裡面
[00:23:24.000 --> 00:23:27.000]  很多令我們受傷都可能
[00:23:27.000 --> 00:23:31.000]  我們不知道神的心意在哪裡
[00:23:31.000 --> 00:23:34.000]  但我們知道我們能夠去找回
[00:23:34.000 --> 00:23:37.000]  這位愛我們的源頭的
[00:23:37.000 --> 00:23:39.000]  天上的這個爸爸
[00:23:39.000 --> 00:23:41.000]  是很重要的
[00:23:41.000 --> 00:23:44.000]  以致我們能夠經歷那份愛的時候
[00:23:44.000 --> 00:23:49.000]  我們才能夠跟人去恢復那份關係
[00:23:49.000 --> 00:23:52.000]  當有一次
[00:23:52.000 --> 00:23:55.000]  我丈夫Andy
[00:23:55.000 --> 00:23:58.000]  去跟我的兒子
[00:23:58.000 --> 00:24:01.000]  去道歉的時候
[00:24:01.000 --> 00:24:05.000]  這句對不起很震撼
[00:24:05.000 --> 00:24:09.000]  我相信一個爸爸可能
[00:24:09.000 --> 00:24:13.000]  都會有做得不好
[00:24:13.000 --> 00:24:16.000]  但他也會有做得好
[00:24:16.000 --> 00:24:19.000]  但他也會有做得不好
[00:24:19.000 --> 00:24:23.000]  又或者可能都不是
[00:24:23.000 --> 00:24:27.000]  可能有時候說話衝口而出
[00:24:27.000 --> 00:24:29.000]  但正正就是
[00:24:29.000 --> 00:24:32.000]  我們都要學校天賦在裡面
[00:24:32.000 --> 00:24:38.000]  要我們跟人的關係復和的時候
[00:24:38.000 --> 00:24:42.000]  這句對不起就很容易來到去說
[00:24:42.000 --> 00:24:44.000]  因著愛
[00:24:44.000 --> 00:24:49.000]  以致大家的關係很密切
[00:24:49.000 --> 00:24:51.000]  原來我看到
[00:24:51.000 --> 00:24:54.000]  神在我們人的生命裡面
[00:24:54.000 --> 00:25:01.000]  不斷做很多不同的改變、更新
[00:25:01.000 --> 00:25:03.000]  我們今天可能覺得自己
[00:25:03.000 --> 00:25:05.000]  做得不足夠的時候
[00:25:05.000 --> 00:25:09.000]  原來我們可以來到天賦的身邊
[00:25:09.000 --> 00:25:11.000]  我們可以去跟祂祈求
[00:25:11.000 --> 00:25:13.000]  我們有很多軟弱
[00:25:13.000 --> 00:25:15.000]  我們可以去跟祂祈求
[00:25:15.000 --> 00:25:19.000]  原來這個爸爸天賦是多麼厲害
[00:25:19.000 --> 00:25:22.000]  我們多麼能夠在裡面
[00:25:22.000 --> 00:25:24.000]  去支取那份力量
[00:25:24.000 --> 00:25:26.000]  如果今天我們每一個
[00:25:26.000 --> 00:25:31.000]  我們能夠去經歷上帝這份愛的同時
[00:25:31.000 --> 00:25:34.000]  我們又能夠去祝福我們身邊的人的時候
[00:25:34.000 --> 00:25:37.000]  這個就是莫大
[00:25:37.000 --> 00:25:40.000]  在家庭裡面很大的祝福
[00:25:40.000 --> 00:25:44.000]  有時候我們都會看到很多的難處
[00:25:44.000 --> 00:25:49.000]  但原來這些難處都成為我們在裡面去經歷
[00:25:49.000 --> 00:25:52.000]  神怎樣去幫助我們的生命
[00:25:52.000 --> 00:25:54.000]  能夠去塗鑿我們
[00:25:54.000 --> 00:25:57.000]  每一個更像祂
[00:25:57.000 --> 00:25:59.000]  我們好像小朋友一樣
[00:25:59.000 --> 00:26:02.000]  我們能夠好像小朋友一樣
[00:26:02.000 --> 00:26:08.000]  這樣來去頂一下這個天賦
[00:26:08.000 --> 00:26:12.000]  好像剛才敬拜的裡面
[00:26:12.000 --> 00:26:17.000]  我們就好像一個神
[00:26:17.000 --> 00:26:18.000]  就是那個塗鑿
[00:26:18.000 --> 00:26:21.000]  在裡面去模造我們每一個
[00:26:21.000 --> 00:26:24.000]  讓我們的生命更像祂
[00:26:24.000 --> 00:26:26.000]  今天在父親節裡面
[00:26:26.000 --> 00:26:30.000]  都很想讓我們每一個
[00:26:30.000 --> 00:26:35.000]  在這裡經歷過神這份恩典的同時
[00:26:35.000 --> 00:26:38.000]  我們都能夠去祝福我們身邊每一個人
[00:26:38.000 --> 00:26:42.000]  能夠讓他們成為一個更好的爸爸
[00:26:42.000 --> 00:26:45.000]  又讓這個更好的爸爸
[00:26:45.000 --> 00:26:48.000]  能夠去延續他的下一代
[00:26:48.000 --> 00:26:50.000]  能夠去代代相傳
[00:26:50.000 --> 00:26:56.000]  將神美好的真善美來去展現
[00:26:56.000 --> 00:27:02.000]  由你同心禱告
[00:27:02.000 --> 00:27:05.000]  親愛的主耶穌我們感謝祢
[00:27:05.000 --> 00:27:07.000]  感謝祢就是愛
[00:27:07.000 --> 00:27:11.000]  祢就是愛的源頭
[00:27:11.000 --> 00:27:14.000]  天賦我們知道
[00:27:14.000 --> 00:27:19.000]  祢就是我們天上的父
[00:27:19.000 --> 00:27:22.000]  我們要來到祢的面前
[00:27:22.000 --> 00:27:25.000]  是因為天賦祢那份的看顧
[00:27:25.000 --> 00:27:28.000]  那份無條件的接納
[00:27:28.000 --> 00:27:32.000]  我們去感受愛
[00:27:32.000 --> 00:27:35.000]  天賦祢那份的安慰
[00:27:35.000 --> 00:27:37.000]  時刻的陪伴
[00:27:37.000 --> 00:27:40.000]  給我們有足夠的肯定
[00:27:40.000 --> 00:27:42.000]  以致我們軟弱的時候
[00:27:42.000 --> 00:27:47.000]  我們能夠在祢裡面顯為剛強
[00:27:47.000 --> 00:27:50.000]  天賦我們又多謝祢
[00:27:50.000 --> 00:27:51.000]  祢的引領
[00:27:51.000 --> 00:27:54.000]  幫助我們能夠去持續
[00:27:54.000 --> 00:27:58.000]  去和祢建立一個好的關係
[00:27:58.000 --> 00:28:02.000]  以致我們能夠和人都建立一個好的關係
[00:28:02.000 --> 00:28:08.000]  神求祢就這樣去幫助帶領我們每一位爸爸
[00:28:08.000 --> 00:28:12.000]  讓我們每一位的爸爸都經歷
[00:28:12.000 --> 00:28:14.000]  天賦祢這份的愛
[00:28:14.000 --> 00:28:18.000]  這份的祝福和保守
[00:28:18.000 --> 00:28:20.000]  感謝祢預立我們的禱告
