
[00:00:00.000 --> 00:00:04.640]  在這個大才席的年三十晚裏面
[00:02:07.640 --> 00:02:10.640]  一起看上帝給我們的應許
[00:02:10.640 --> 00:02:12.640]  我們一起讀
[00:02:12.640 --> 00:02:13.640]  預備起
[00:02:13.640 --> 00:02:15.640]  所以我這樣說
[00:02:15.640 --> 00:02:18.640]  且在主裡鄭重地說
[00:02:18.640 --> 00:02:20.640]  你們行事為人
[00:02:20.640 --> 00:02:22.640]  不要仗愛幫人
[00:02:22.640 --> 00:02:25.640]  存虛妄的心而活
[00:02:25.640 --> 00:02:27.640]  他們心地昏昧
[00:02:27.640 --> 00:02:29.640]  因自己無知
[00:02:29.640 --> 00:02:31.640]  心裡剛硬
[00:02:31.640 --> 00:02:35.640]  而與上帝所賜的生命隔絕了
[00:02:35.640 --> 00:02:38.640]  既然他們已經麻木
[00:02:38.640 --> 00:02:40.640]  就放縱情慾
[00:02:40.640 --> 00:02:45.640]  貪妄地行種種污穢的事
[00:02:45.640 --> 00:02:51.640]  但你們從基督學的不是這樣
[00:02:51.640 --> 00:02:54.640]  如果你們聽過他的道
[00:02:54.640 --> 00:02:56.640]  領了他的教
[00:02:56.640 --> 00:03:00.640]  因為真理就在耶穌裡
[00:03:00.640 --> 00:03:03.640]  你們要脫去從前的行為
[00:03:03.640 --> 00:03:05.640]  脫去救我
[00:03:05.640 --> 00:03:08.640]  這救我是因私欲的迷惑
[00:03:08.640 --> 00:03:11.640]  而漸漸敗壞的
[00:03:11.640 --> 00:03:14.640]  你們要把自己的心智更新
[00:03:14.640 --> 00:03:17.640]  並且穿上新我
[00:03:17.640 --> 00:03:22.640]  這新我是照著上帝的形象做的
[00:03:22.640 --> 00:03:26.640]  有真理的公義和聖潔
[00:03:26.640 --> 00:03:29.640]  我們看這幅所書的時候
[00:03:29.640 --> 00:03:31.640]  先看一點背景
[00:03:31.640 --> 00:03:35.640]  這幅所書基本上分了兩部分
[00:03:35.640 --> 00:03:41.640]  頭三章是說基督教的信仰
[00:03:41.640 --> 00:03:43.640]  究竟什麼是重要
[00:03:43.640 --> 00:03:47.640]  永恆的真理是如何重要
[00:03:47.640 --> 00:03:51.640]  並且提醒我們作為教會
[00:03:51.640 --> 00:03:53.640]  原來在上帝的真理裡
[00:03:53.640 --> 00:03:57.640]  在計劃裡是參與其中
[00:03:57.640 --> 00:03:59.640]  所以來到第四章的時候
[00:03:59.640 --> 00:04:04.640]  他就說既然我們教會要擔起上帝的計劃
[00:04:04.640 --> 00:04:08.640]  那麼我們的生命又要怎樣呢?
[00:04:08.640 --> 00:04:12.640]  整個傳書的中心思想
[00:04:12.640 --> 00:04:16.640]  其實是在說耶穌在這個分裂的世界裡
[00:04:16.640 --> 00:04:21.640]  祂很盼望整個世界能夠合而為一
[00:04:21.640 --> 00:04:23.640]  走向耶穌基督的道路
[00:04:23.640 --> 00:04:26.640]  耶穌基督就是那條道路
[00:04:26.640 --> 00:04:30.640]  所以信祂的人就走上這條道路裡
[00:04:30.640 --> 00:04:35.640]  所以我們原來就是要傳揚耶穌基督這條道路
[00:04:35.640 --> 00:04:39.640]  教會有一個很重要的使命
[00:04:39.640 --> 00:04:42.640]  相信我們沙圳人就很認識
[00:04:42.640 --> 00:04:46.640]  我們要實踐上帝的大使命
[00:04:46.640 --> 00:04:49.640]  但在我們實踐的時候
[00:04:49.640 --> 00:04:54.640]  他說基督徒必須有好的品格
[00:04:54.640 --> 00:04:58.640]  才能夠擔起這麼重要的任務
[00:04:58.640 --> 00:05:02.640]  我們作為人與神之間
[00:05:02.640 --> 00:05:04.640]  是一個很重要的橋樑
[00:05:04.640 --> 00:05:07.640]  是上帝很重要的使用工具
[00:05:07.640 --> 00:05:09.640]  所以今天我們要思考的
[00:05:09.640 --> 00:05:16.640]  就是我們怎樣能夠活出上帝要我們有的樣式呢?
[00:05:16.640 --> 00:05:18.640]  我們看《耳福所書》的時候
[00:05:18.640 --> 00:05:24.640]  你會發現有很多從前如今的對比
[00:05:24.640 --> 00:05:26.640]  寫作的手法
[00:05:26.640 --> 00:05:30.640]  這些對比正正就是人悔改
[00:05:30.640 --> 00:05:34.640]  信主和信主之後的改變
[00:05:34.640 --> 00:05:36.640]  其實如果你細讀的時候
[00:05:36.640 --> 00:05:39.640]  有很多很精彩的描述
[00:05:39.640 --> 00:05:43.640]  這些寫給我們的目的
[00:05:43.640 --> 00:05:44.640]  就是要告訴我們
[00:05:44.640 --> 00:05:48.640]  我們不要像一群外邦人一樣
[00:05:48.640 --> 00:05:51.640]  仍然是我們未信主的時候
[00:05:51.640 --> 00:05:54.640]  這樣的生活形態
[00:05:54.640 --> 00:05:57.640]  我們與主已經有關係的時候
[00:05:57.640 --> 00:06:03.640]  我們的生命應該可以跟主的關係活現出來
[00:06:03.640 --> 00:06:05.640]  來到第四章
[00:06:05.640 --> 00:06:07.640]  他再一次的解釋
[00:06:07.640 --> 00:06:10.640]  從前如今應該是怎樣
[00:06:10.640 --> 00:06:14.640]  這一節我們剛剛讀的一段經文
[00:06:14.640 --> 00:06:17.640]  就說從前我們是怎樣
[00:06:17.640 --> 00:06:19.640]  人的罪性是怎樣
[00:06:19.640 --> 00:06:22.640]  如今我們信了主之後
[00:06:22.640 --> 00:06:26.640]  應該有更新的生命
[00:06:26.640 --> 00:06:28.640]  這裡描述得很精彩
[00:06:28.640 --> 00:06:31.640]  讓我們再一次思考的時候
[00:06:31.640 --> 00:06:34.640]  我們究竟有沒有期待
[00:06:34.640 --> 00:06:37.640]  進入一個兔子年
[00:06:37.640 --> 00:06:38.640]  我們叫兔年
[00:06:38.640 --> 00:06:42.640]  或者上帝給我們新一個季節的時候
[00:06:42.640 --> 00:06:46.640]  我們生命應該怎樣去活現呢?
[00:06:46.640 --> 00:06:49.640]  今天從三方面去思考
[00:06:49.640 --> 00:06:52.640]  第一方面就是心意更新
[00:06:52.640 --> 00:06:55.640]  測驗神的旨意
[00:06:55.640 --> 00:06:58.640]  我們看到經文第十七節
[00:06:58.640 --> 00:07:04.640]  他說「所以我這樣說,且在主裡鄭重地說
[00:07:04.640 --> 00:07:07.640]  你們行事為人,不要再像外邦人
[00:07:07.640 --> 00:07:11.640]  或者未信之前般虛妄地心而活」
[00:07:11.640 --> 00:07:16.640]  這個鄭重其實在他們當時文法寫的語氣
[00:07:16.640 --> 00:07:18.640]  是一個勸誡
[00:07:18.640 --> 00:07:20.640]  是一個很重要
[00:07:20.640 --> 00:07:24.640]  越來越強的勸導
[00:07:24.640 --> 00:07:27.640]  他說的是一個很重要的勸導
[00:07:27.640 --> 00:07:30.640]  原來我們生命如果在道德上
[00:07:30.640 --> 00:07:33.640]  不做一個要決定的話
[00:07:33.640 --> 00:07:36.640]  其實我們與上帝的關係
[00:07:36.640 --> 00:07:38.640]  是不能再進展的
[00:07:38.640 --> 00:07:40.640]  我們就是停留
[00:07:40.640 --> 00:07:45.640]  所以保羅他要求當時信了主的外邦人
[00:07:45.640 --> 00:07:48.640]  生命要與以前不同
[00:07:48.640 --> 00:07:52.640]  道德上應該與以前不同
[00:07:52.640 --> 00:07:55.640]  所以他就說了其中外邦人
[00:07:55.640 --> 00:08:01.640]  他們以前所謂的救我的生命是怎樣的呢?
[00:08:01.640 --> 00:08:03.640]  是剛強的
[00:08:03.640 --> 00:08:06.640]  是放縱情慾的
[00:08:06.640 --> 00:08:10.640]  是貪妄地走種種的污穢的路線
[00:08:10.640 --> 00:08:13.640]  原來那個剛硬
[00:08:13.640 --> 00:08:15.640]  剛硬是指甚麼呢?
[00:08:15.640 --> 00:08:20.640]  字眼上原來是指像魂石般硬的石
[00:08:20.640 --> 00:08:27.640]  如果用當時醫學病理學上的字
[00:08:27.640 --> 00:08:32.640]  其實是指生在骨節之間的痛風石
[00:08:32.640 --> 00:08:35.640]  不知道你們有沒有經歷過痛風
[00:08:35.640 --> 00:08:37.640]  那些很淒慘的
[00:08:37.640 --> 00:08:42.640]  原來那些痛風石長在那裡是很堅硬的
[00:08:42.640 --> 00:08:49.640]  當骨節斷了之後再生那些假骨
[00:08:49.640 --> 00:08:51.640]  其實是很硬的
[00:08:51.640 --> 00:08:57.640]  並且能夠吃掉其他關節的功效
[00:08:57.640 --> 00:08:59.640]  所以他用這個字眼
[00:08:59.640 --> 00:09:07.640]  其實是指原來當時外邦人或未信主的人
[00:09:07.640 --> 00:09:08.640]  心是怎樣呢?
[00:09:08.640 --> 00:09:10.640]  是對上帝很剛硬的
[00:09:10.640 --> 00:09:12.640]  對罪也是很剛硬的
[00:09:12.640 --> 00:09:17.640]  原來當他們在一個很剛硬的心
[00:09:17.640 --> 00:09:21.640]  感受不到自己犯罪的心
[00:09:21.640 --> 00:09:24.640]  其實就慢慢麻木了
[00:09:24.640 --> 00:09:27.640]  其實說真的
[00:09:27.640 --> 00:09:32.640]  犯罪上帝也給了我們良心
[00:09:32.640 --> 00:09:33.640]  就算未信主
[00:09:33.640 --> 00:09:35.640]  當我們做錯事
[00:09:35.640 --> 00:09:43.640]  其實我們也會感受到那份不正確
[00:09:43.640 --> 00:09:45.640]  好像有些責備
[00:09:45.640 --> 00:09:47.640]  正常是會這樣的
[00:09:47.640 --> 00:09:50.640]  但當你一次不理會他
[00:09:50.640 --> 00:09:52.640]  又繼續犯罪
[00:09:52.640 --> 00:09:54.640]  繼續犯罪的話
[00:09:54.640 --> 00:09:55.640]  原來你會發現
[00:09:55.640 --> 00:09:59.640]  你慢慢地心就會變硬了
[00:09:59.640 --> 00:10:02.640]  你會覺得也不是什麼事
[00:10:02.640 --> 00:10:07.640]  原來保羅是用這個形容詞去形容
[00:10:07.640 --> 00:10:13.640]  當時的人對罪和上帝其實是硬了心
[00:10:13.640 --> 00:10:15.640]  感受不到
[00:10:15.640 --> 00:10:17.640]  於是他們會怎樣呢?
[00:10:17.640 --> 00:10:22.640]  會將自己主動地進入放縱情慾裏
[00:10:22.640 --> 00:10:25.640]  任由他放縱情慾
[00:10:25.640 --> 00:10:28.640]  這是一個不合理的願望
[00:10:28.640 --> 00:10:31.640]  就是很想得到別人的東西
[00:10:31.640 --> 00:10:34.640]  其實是不合理的慾望
[00:10:34.640 --> 00:10:37.640]  他就是這樣放縱自己
[00:10:37.640 --> 00:10:40.640]  要別人的東西也要賣
[00:10:40.640 --> 00:10:46.640]  所以他會貪妄地行種種污穢的事
[00:10:46.640 --> 00:10:48.640]  有些神學家說
[00:10:48.640 --> 00:10:52.640]  種種污穢的事是很無恥的事
[00:10:52.640 --> 00:10:56.640]  有些人說隨時準備去享受各種娛樂
[00:10:56.640 --> 00:10:57.640]  滿足自己
[00:10:57.640 --> 00:10:59.640]  自己想怎樣就怎樣
[00:10:59.640 --> 00:11:05.640]  甚至在靈魂不能承受紀律的痛苦
[00:11:05.640 --> 00:11:07.640]  總之我不願意克制自己
[00:11:07.640 --> 00:11:10.640]  我不容許
[00:11:10.640 --> 00:11:13.640]  我只是放縱自己
[00:11:13.640 --> 00:11:16.640]  原來剛硬的心
[00:11:16.640 --> 00:11:19.640]  進入了一個很自我
[00:11:19.640 --> 00:11:22.640]  任由自己做什麼就做什麼
[00:11:22.640 --> 00:11:25.640]  甚至剝削別人的權益
[00:11:25.640 --> 00:11:27.640]  搶奪別人的東西
[00:11:27.640 --> 00:11:30.640]  也不會去想了
[00:11:30.640 --> 00:11:32.640]  正正就是這些狀態
[00:11:32.640 --> 00:11:33.640]  保羅說
[00:11:33.640 --> 00:11:35.640]  我們信了主的人
[00:11:35.640 --> 00:11:37.640]  不應該是這樣
[00:11:37.640 --> 00:11:40.640]  我們應該不同一點
[00:11:40.640 --> 00:11:44.640]  但究竟我們的生命又是怎樣呢?
[00:11:44.640 --> 00:11:47.640]  我家養了兩隻貓
[00:11:47.640 --> 00:11:50.640]  2019年開始養的
[00:11:50.640 --> 00:11:52.640]  當然不是我選擇的
[00:11:52.640 --> 00:11:55.640]  是小朋友喜歡的
[00:11:55.640 --> 00:12:00.640]  看到養的時候是否很開心
[00:12:00.640 --> 00:12:03.640]  但長大後
[00:12:03.640 --> 00:12:05.640]  當時有傭人姐姐
[00:12:05.640 --> 00:12:09.640]  貓是很乾淨的
[00:12:09.640 --> 00:12:13.640]  有一點不乾淨
[00:12:13.640 --> 00:12:16.640]  就會叫你去清理
[00:12:16.640 --> 00:12:21.640]  以前當然是傭人姐姐聽到就去清理
[00:12:21.640 --> 00:12:23.640]  現在沒有傭人姐姐
[00:12:23.640 --> 00:12:25.640]  誰去清理呢?
[00:12:25.640 --> 00:12:28.640]  我作為家長應該也知道
[00:12:28.640 --> 00:12:32.640]  當然是我要成為產史官
[00:12:32.640 --> 00:12:34.640]  有時候我真的不明白
[00:12:34.640 --> 00:12:36.640]  他們說很愛貓
[00:12:36.640 --> 00:12:38.640]  很想養
[00:12:38.640 --> 00:12:41.640]  但最後聽不到他們叫嗎?
[00:12:41.640 --> 00:12:42.640]  他們在叫你
[00:12:42.640 --> 00:12:43.640]  聽不到
[00:12:43.640 --> 00:12:45.640]  看不到很骯髒嗎?
[00:12:45.640 --> 00:12:47.640]  看不到
[00:12:47.640 --> 00:12:49.640]  聞不到很臭的話?
[00:12:49.640 --> 00:12:51.640]  聞不到
[00:12:51.640 --> 00:12:53.640]  原來就是這樣
[00:12:53.640 --> 00:12:57.640]  有時候我們說愛上帝
[00:12:57.640 --> 00:13:03.640]  究竟我們又聽不到上帝叫我們嗎?
[00:13:03.640 --> 00:13:05.640]  這樣做不對
[00:13:05.640 --> 00:13:08.640]  聖經提醒了我們
[00:13:08.640 --> 00:13:10.640]  不應該這樣
[00:13:10.640 --> 00:13:12.640]  你做這些
[00:13:12.640 --> 00:13:17.640]  甚至規決了別人
[00:13:17.640 --> 00:13:22.640]  我不知道我們的生命究竟是怎樣
[00:13:22.640 --> 00:13:24.640]  你願不願意來到上帝面前
[00:13:24.640 --> 00:13:27.640]  第一個立志
[00:13:27.640 --> 00:13:31.640]  就是不要效法這個世界
[00:13:31.640 --> 00:13:34.640]  只要心意更新而變化
[00:13:34.640 --> 00:13:36.640]  叫你們可以測驗
[00:13:36.640 --> 00:13:38.640]  上帝究竟要些什麼呢?
[00:13:38.640 --> 00:13:44.640]  測驗上帝良善、純全、可喜業的旨意
[00:13:44.640 --> 00:13:46.640]  我們到處祝福人身體健康
[00:13:46.640 --> 00:13:48.640]  可能你也想要身體健康
[00:13:48.640 --> 00:13:50.640]  讓我們心靈裏
[00:13:50.640 --> 00:13:54.640]  有沒有讓它們同樣健康地成長
[00:13:54.640 --> 00:13:57.640]  有沒有讓聖靈居住
[00:13:57.640 --> 00:14:00.640]  讓你的生命裏很聖潔地居住
[00:14:00.640 --> 00:14:03.640]  以致能夠成為一個合用的器皿
[00:14:03.640 --> 00:14:07.640]  但願這是我們第一個立志
[00:14:07.640 --> 00:14:09.640]  第二我們要看的
[00:14:09.640 --> 00:14:12.640]  就是我們的心智也要更新
[00:14:12.640 --> 00:14:15.640]  好像主的形象
[00:14:15.640 --> 00:14:17.640]  這裡說
[00:14:17.640 --> 00:14:22.640]  你們在基督裏不是這樣的
[00:14:22.640 --> 00:14:25.640]  因為你們聽過祂的道
[00:14:25.640 --> 00:14:28.640]  又領受了祂的教訓
[00:14:28.640 --> 00:14:31.640]  你知道真的就在耶穌裏
[00:14:31.640 --> 00:14:35.640]  所以我們的行為應該有些不同
[00:14:35.640 --> 00:14:42.640]  我們應該可以活現上帝給我們的創造形象
[00:14:42.640 --> 00:14:45.640]  但當時你看那些人
[00:14:45.640 --> 00:14:48.640]  他們既然已經有這個樣式
[00:14:48.640 --> 00:14:51.640]  有這個學問
[00:14:51.640 --> 00:14:52.640]  有這個知道
[00:14:52.640 --> 00:14:56.640]  但他們沒有生命的改變
[00:14:56.640 --> 00:14:59.640]  保羅在這裏沒有說很細節的
[00:14:59.640 --> 00:15:03.640]  他們有什麼生命的罪的問題
[00:15:03.640 --> 00:15:06.640]  不過你看到他在說的一件事
[00:15:06.640 --> 00:15:10.640]  就是他們的心智裏
[00:15:10.640 --> 00:15:13.640]  應該知道上帝
[00:15:13.640 --> 00:15:15.640]  應該知道上帝什麼喜悅
[00:15:15.640 --> 00:15:16.640]  什麼不喜悅
[00:15:16.640 --> 00:15:19.640]  但他們沒有走出來
[00:15:19.640 --> 00:15:24.640]  出現了可能是心眼扭曲了對上帝的認識
[00:15:24.640 --> 00:15:28.640]  所以在另一個經文裏
[00:15:28.640 --> 00:15:32.640]  在哥羅西書三章五到十節的時候
[00:15:32.640 --> 00:15:36.640]  你看到保羅說的話很相同
[00:15:36.640 --> 00:15:42.640]  他更加把那些罪逐樣說出來
[00:15:42.640 --> 00:15:51.640]  有淫亂、有污衊、有邪情、有惡慾、有貪妄等等
[00:15:51.640 --> 00:15:57.640]  所以他叫我們除去一切上帝不合心意的東西
[00:15:57.640 --> 00:16:03.640]  除去一切能夠將舊人的行為都脫去
[00:16:03.640 --> 00:16:09.640]  這裏說的是我們新人要照著上帝給我們的形象
[00:16:09.640 --> 00:16:13.640]  在知識上不斷地更新
[00:16:13.640 --> 00:16:15.640]  這裏提醒我們
[00:16:15.640 --> 00:16:19.640]  保羅似乎在說我們對上帝不認識
[00:16:19.640 --> 00:16:23.640]  所以我們的行為沒有成長
[00:16:23.640 --> 00:16:25.640]  我們不可以因為信了耶穌
[00:16:25.640 --> 00:16:28.640]  我們的生命就可以回到耶穌那裏
[00:16:28.640 --> 00:16:30.640]  像耶穌的樣式
[00:16:30.640 --> 00:16:36.640]  所以生命的更新在知識上是很需要的
[00:16:36.640 --> 00:16:41.640]  他說一個新人照著上帝的形象
[00:16:41.640 --> 00:16:46.640]  應該在知識上不斷地更新
[00:16:46.640 --> 00:16:49.640]  所以他在說我們對主
[00:16:49.640 --> 00:16:51.640]  如果越認識的話
[00:16:51.640 --> 00:16:53.640]  你的生命就會更新
[00:16:53.640 --> 00:16:55.640]  當你更新的時候
[00:16:55.640 --> 00:16:58.640]  你就知道你應該怎樣愛主
[00:16:58.640 --> 00:16:59.640]  應該要怎樣走
[00:16:59.640 --> 00:17:03.640]  當你懂得怎樣去走上帝心意的東西
[00:17:03.640 --> 00:17:05.640]  你就有主的形象
[00:17:05.640 --> 00:17:08.640]  原來當你不斷地認識
[00:17:08.640 --> 00:17:10.640]  不斷地更新
[00:17:10.640 --> 00:17:12.640]  不斷地學習愛主
[00:17:12.640 --> 00:17:17.640]  就不斷地彰顯上帝的形象
[00:17:17.640 --> 00:17:21.640]  就是起初上帝做我們的形象
[00:17:21.640 --> 00:17:24.640]  記不記得創世記告訴我們
[00:17:24.640 --> 00:17:28.640]  我們是照著他的形象而做的
[00:17:28.640 --> 00:17:31.640]  我們有上帝的那份美善
[00:17:31.640 --> 00:17:33.640]  我們要活出來
[00:17:33.640 --> 00:17:35.640]  正正這個罪
[00:17:35.640 --> 00:17:40.640]  能夠將我們上帝的形象失去光彩
[00:17:40.640 --> 00:17:44.640]  當耶穌基督拯救了我們之後
[00:17:44.640 --> 00:17:47.640]  我們的生命越認識的時候
[00:17:47.640 --> 00:17:53.640]  應該就可以恢復上帝給我們的美善
[00:17:53.640 --> 00:17:57.640]  今天是說一個成性的歷程
[00:17:57.640 --> 00:18:02.640]  究竟我們的生命是怎樣去成性的呢?
[00:18:02.640 --> 00:18:05.640]  除了在知識上認識上帝之外
[00:18:05.640 --> 00:18:09.640]  我們在經驗上又是怎樣去認識
[00:18:09.640 --> 00:18:11.640]  那位那麼愛上帝
[00:18:11.640 --> 00:18:13.640]  是那麼真實的
[00:18:13.640 --> 00:18:16.640]  在你生命裏活著呢?
[00:18:16.640 --> 00:18:21.640]  我相信在座的或者網上的弟兄姊妹
[00:18:21.640 --> 00:18:26.640]  都看過李承林牧師的見證
[00:18:26.640 --> 00:18:31.640]  他講述了對著他的兒子的事件
[00:18:31.640 --> 00:18:34.640]  裏面的心路歷程
[00:18:34.640 --> 00:18:37.640]  信了主五十多年
[00:18:37.640 --> 00:18:42.640]  經歷過牧養教會或者做過神學院的院長
[00:18:42.640 --> 00:18:44.640]  其實都四十多年、三十年
[00:18:44.640 --> 00:18:46.640]  生命的歷程
[00:18:46.640 --> 00:18:48.640]  他教導的東西很多
[00:18:48.640 --> 00:18:50.640]  不過他說透過這件事
[00:18:50.640 --> 00:18:53.640]  他的生命對上帝很緊密
[00:18:53.640 --> 00:18:54.640]  他就是他的牧者
[00:18:54.640 --> 00:18:59.640]  他知道一定會供應他和整個家庭
[00:18:59.640 --> 00:19:01.640]  和阿Mo他一切的需要
[00:19:01.640 --> 00:19:05.640]  當他再去默想《詩篇》二十七篇的時候
[00:19:05.640 --> 00:19:07.640]  他有很大的經歷
[00:19:07.640 --> 00:19:10.640]  他說我深信在活人之地
[00:19:10.640 --> 00:19:14.640]  必可以見到上帝的恩惠
[00:19:14.640 --> 00:19:19.640]  他抓住上帝讓他知道
[00:19:19.640 --> 00:19:25.640]  我所信的上帝不是一個理性停留在理性裏面
[00:19:25.640 --> 00:19:27.640]  是可以經歷的
[00:19:27.640 --> 00:19:31.640]  是在世界不同的苦難面對的挑戰裏面
[00:19:31.640 --> 00:19:34.640]  都同樣很真實
[00:19:34.640 --> 00:19:37.640]  上帝的恩惠是與我們同在
[00:19:37.640 --> 00:19:41.640]  正正他就是抓緊上帝的英雄
[00:19:41.640 --> 00:19:45.640]  對上帝重新有一個更新
[00:19:45.640 --> 00:19:47.640]  重新的去經歷
[00:19:47.640 --> 00:19:49.640]  我相信未來的歷程
[00:19:49.640 --> 00:19:51.640]  他仍然有很多的經歷
[00:19:51.640 --> 00:19:53.640]  在我們的生命裏面
[00:19:53.640 --> 00:19:58.640]  我們都可能面對過不少大大小小的挑戰
[00:19:58.640 --> 00:20:00.640]  究竟我們有沒有經歷
[00:20:00.640 --> 00:20:06.640]  上帝不是停留在我起初信的階段
[00:20:06.640 --> 00:20:08.640]  上帝慈愛公義
[00:20:08.640 --> 00:20:11.640]  我有沒有真實的經歷到
[00:20:11.640 --> 00:20:15.640]  上帝就是這麼真實的護體在生命裏面
[00:20:15.640 --> 00:20:17.640]  我們有沒有成長
[00:20:17.640 --> 00:20:20.640]  當我們不斷更新的時候
[00:20:20.640 --> 00:20:24.640]  我們就能夠活現上帝的形象
[00:20:24.640 --> 00:20:26.640]  上帝的香氣
[00:20:26.640 --> 00:20:29.640]  但願上帝繼續祝福我們的生命
[00:20:29.640 --> 00:20:31.640]  同樣是這樣經歷
[00:20:31.640 --> 00:20:34.640]  第三我們要看的就是心智
[00:20:34.640 --> 00:20:36.640]  我們都要更新
[00:20:36.640 --> 00:20:38.640]  你想不想活出更好
[00:20:38.640 --> 00:20:41.640]  必須要做一個選擇
[00:20:41.640 --> 00:20:50.640]  在22到24節他用了一個很生動的比喻去形容
[00:20:50.640 --> 00:20:53.640]  他說我們信耶穌的人
[00:20:53.640 --> 00:20:57.640]  應該脫掉舊的衣服
[00:20:57.640 --> 00:21:00.640]  骯髒的舊我
[00:21:00.640 --> 00:21:02.640]  這個舊的衣服
[00:21:02.640 --> 00:21:03.640]  脫掉它
[00:21:03.640 --> 00:21:08.640]  當你有一件很漂亮很性別的衣服的時候
[00:21:08.640 --> 00:21:11.640]  你應該穿上
[00:21:11.640 --> 00:21:15.640]  耶穌基督已經為我們的生命成就了
[00:21:15.640 --> 00:21:18.640]  給了我們一件很漂亮的衣服
[00:21:18.640 --> 00:21:21.640]  我們願不願意穿上呢?
[00:21:21.640 --> 00:21:28.640]  保羅在這裏用了過去不定時式的動詞
[00:21:28.640 --> 00:21:33.640]  這個行動其實不是完成了
[00:21:33.640 --> 00:21:35.640]  仍然在發生
[00:21:35.640 --> 00:21:40.640]  過去已經開始直到我們生命不斷更新
[00:21:40.640 --> 00:21:43.640]  或者直到主再來的時候
[00:21:43.640 --> 00:21:47.640]  原來這個生命是持續地變化
[00:21:47.640 --> 00:21:49.640]  持續地更新
[00:21:49.640 --> 00:21:53.640]  脫去舊我的污穢邪情
[00:21:53.640 --> 00:21:56.640]  我們不喜歡的東西
[00:21:56.640 --> 00:21:58.640]  他說要不斷地敗壞
[00:21:58.640 --> 00:22:00.640]  不斷地縮小
[00:22:00.640 --> 00:22:02.640]  於是我們的新的我
[00:22:02.640 --> 00:22:04.640]  上帝的喜悅
[00:22:04.640 --> 00:22:06.640]  或者上帝的形象
[00:22:06.640 --> 00:22:11.640]  那份美善要不斷地在我們生命裏長大
[00:22:11.640 --> 00:22:13.640]  這個是不斷地更新
[00:22:13.640 --> 00:22:16.640]  上帝期待我們的生命就是這樣
[00:22:16.640 --> 00:22:18.640]  今天我們沒有那個立字
[00:22:18.640 --> 00:22:20.640]  我們就是要
[00:22:20.640 --> 00:22:22.640]  生命就是這樣
[00:22:22.640 --> 00:22:25.640]  抓住上帝給我們的應許
[00:22:25.640 --> 00:22:30.640]  我們要上帝的生命在我們的生命裏長大
[00:22:30.640 --> 00:22:32.640]  脫去舊我的污穢邪情
[00:22:32.640 --> 00:22:34.640]  穿上新我的污穢邪情
