
[00:00:00.000 --> 00:00:10.160]  今天我們會進入一個新的講道系列
[00:02:47.360 --> 00:02:54.280]  通常以弗所教會與上帝有一段所謂的熱戀期
[00:02:54.280 --> 00:02:55.840]  熱戀期的時候
[00:02:55.840 --> 00:02:58.800]  保羅與以弗所的門徒
[00:02:58.800 --> 00:03:00.720]  與上帝有一段經歷
[00:03:00.720 --> 00:03:03.600]  在《司徒雲傳》19章1至10節
[00:03:03.600 --> 00:03:06.320]  我會講內容給大家聽
[00:03:06.320 --> 00:03:09.240]  免得大家不看那麼多經文
[00:03:09.240 --> 00:03:12.720]  首先內容是怎樣的呢
[00:03:12.720 --> 00:03:16.720]  當時保羅為了與上帝宣教
[00:03:16.720 --> 00:03:18.400]  他去了一個地方
[00:03:18.400 --> 00:03:19.480]  以弗所
[00:03:19.480 --> 00:03:22.160]  他遇見了一些門徒
[00:03:22.160 --> 00:03:24.200]  那些門徒原來是
[00:03:24.200 --> 00:03:27.120]  施洗約翰受浸的門徒
[00:03:27.120 --> 00:03:28.720]  大家知不知道能不能分辨
[00:03:28.720 --> 00:03:30.720]  施洗約翰 你們應該分辨得到
[00:03:30.720 --> 00:03:33.440]  我專門問Junius
[00:03:33.440 --> 00:03:37.200]  施洗約翰就是幫耶穌施洗的那個
[00:03:37.200 --> 00:03:39.360]  原來很早很早之前
[00:03:39.360 --> 00:03:42.240]  已經有一群這樣的門徒在這裡聚集
[00:03:42.240 --> 00:03:44.200]  一直留在這裡留了很久
[00:03:44.200 --> 00:03:47.200]  留到耶穌有了十二門徒
[00:03:47.200 --> 00:03:49.200]  留到耶穌釘完十字架
[00:03:49.200 --> 00:03:51.800]  然後留到《司徒行傳》一堆事情
[00:03:51.800 --> 00:03:53.280]  然後去到保羅
[00:03:53.280 --> 00:03:57.200]  然後又再遇到這些施洗約翰的門徒
[00:03:57.200 --> 00:03:58.720]  他們就有一段對話
[00:03:58.720 --> 00:03:59.920]  保羅就問他們
[00:03:59.920 --> 00:04:02.000]  你們有沒有受聖靈
[00:04:02.000 --> 00:04:03.200]  有沒有領受過聖靈
[00:04:03.200 --> 00:04:04.600]  他們說 沒有
[00:04:04.600 --> 00:04:06.000]  什麼是聖靈
[00:04:06.000 --> 00:04:07.840]  聽都沒有聽過
[00:04:07.840 --> 00:04:09.720]  所以保羅為了讓他們經歷
[00:04:09.720 --> 00:04:11.240]  就直接按手
[00:04:11.240 --> 00:04:13.880]  讓聖靈降臨在他們身上
[00:04:13.880 --> 00:04:15.720]  所以以弗所的門徒
[00:04:15.720 --> 00:04:18.680]  他們就開始經歷被聖靈充滿
[00:04:18.680 --> 00:04:21.880]  他們就開始講方言 說諭言
[00:04:21.880 --> 00:04:23.200]  然後傳道
[00:04:23.200 --> 00:04:27.160]  這個就是以弗所教會復興興起的發生
[00:04:27.160 --> 00:04:28.880]  就是所謂的熱戀期
[00:04:28.880 --> 00:04:32.120]  我們通常會見到一些事蹟 神蹟
[00:04:32.120 --> 00:04:34.080]  見到這些很興奮的事情
[00:04:34.080 --> 00:04:35.680]  就覺得 哇 是啊
[00:04:35.680 --> 00:04:37.000]  經歷上帝就應該是這樣
[00:04:37.000 --> 00:04:38.680]  應該是這麼復興
[00:04:38.680 --> 00:04:40.440]  應該是這麼火熱
[00:04:40.440 --> 00:04:43.000]  就是一段熱戀的開始
[00:04:43.000 --> 00:04:44.400]  但我就在想
[00:04:44.400 --> 00:04:48.400]  關係是不是只在這些時候呢
[00:04:48.400 --> 00:04:49.800]  我經常覺得好像
[00:04:49.800 --> 00:04:51.880]  信我們的信仰
[00:04:51.880 --> 00:04:53.200]  很多時候
[00:04:53.200 --> 00:04:55.680]  以前我就是會追尋
[00:04:55.680 --> 00:04:57.360]  我是那些追尋熱烈的
[00:04:57.360 --> 00:05:00.120]  轟轟烈烈的關係的人
[00:05:00.120 --> 00:05:02.640]  所以我們會去那些教會的營
[00:05:02.640 --> 00:05:03.680]  然後很火熱
[00:05:03.680 --> 00:05:05.760]  可能會去那些房孫
[00:05:05.760 --> 00:05:07.200]  可能敬拜隊侍奉
[00:05:07.200 --> 00:05:08.800]  所以我經常帶著那些敬拜
[00:05:08.800 --> 00:05:11.040]  我也很想跟大家轟轟烈烈的
[00:05:11.040 --> 00:05:13.040]  每個星期都要這樣燒自己
[00:05:13.040 --> 00:05:15.600]  其實很吵的 吵到自己
[00:05:15.600 --> 00:05:18.400]  每個星期就要一些很火熱的侍奉
[00:05:18.400 --> 00:05:20.760]  然後經歷上帝 祈禱這樣
[00:05:20.760 --> 00:05:21.680]  但是
[00:05:21.680 --> 00:05:24.080]  是不是這樣就完呢
[00:05:24.080 --> 00:05:25.680]  經歷完了
[00:05:25.680 --> 00:05:26.720]  經歷完之後
[00:05:26.720 --> 00:05:29.320]  我們還可以怎樣再經歷上帝
[00:05:29.320 --> 00:05:30.440]  好像
[00:05:30.440 --> 00:05:32.160]  我不知道大家有沒有一個這樣的感覺
[00:05:32.160 --> 00:05:34.320]  或者我見到一些弟兄姊妹
[00:05:34.320 --> 00:05:36.440]  或者有些人的信仰歷程都是這樣
[00:05:36.440 --> 00:05:37.440]  好像呢
[00:05:37.440 --> 00:05:39.320]  我們信耶穌那一下
[00:05:39.320 --> 00:05:41.000]  信了 很確信了
[00:05:41.000 --> 00:05:43.400]  之後就好像又要再等
[00:05:43.400 --> 00:05:44.720]  上帝再出現
[00:05:44.720 --> 00:05:46.560]  又或者可能我們受浸那一下
[00:05:46.560 --> 00:05:47.560]  有一個進程了
[00:05:47.560 --> 00:05:48.880]  我知道要去受浸了
[00:05:48.880 --> 00:05:50.400]  浸完之後
[00:05:50.400 --> 00:05:52.080]  咦 接著
[00:05:52.080 --> 00:05:54.160]  又怎樣繼續下去呢 跟上帝的關係
[00:05:54.160 --> 00:05:54.880]  接著
[00:05:54.880 --> 00:05:57.360]  好像每一次就是要等
[00:05:57.360 --> 00:05:58.440]  上帝你
[00:05:58.440 --> 00:05:59.600]  下次再感動我吧
[00:05:59.600 --> 00:06:01.560]  你可不可以再來感動我一次
[00:06:01.560 --> 00:06:03.040]  每次都等這樣
[00:06:03.040 --> 00:06:05.560]  我是那些不甘心的人
[00:06:05.560 --> 00:06:06.400]  每次都
[00:06:06.400 --> 00:06:08.240]  為什麼要等到上
[00:06:08.240 --> 00:06:10.240]  每次都只有這些
[00:06:10.240 --> 00:06:14.000]  很膨脹 很高漲的情緒
[00:06:14.000 --> 00:06:16.880]  才叫做感受到上帝呢
[00:06:16.880 --> 00:06:19.600]  究竟怎樣才可以維繫關係
[00:06:19.600 --> 00:06:21.360]  究竟關係怎樣才可以建立
[00:06:21.360 --> 00:06:22.480]  怎樣延續呢
[00:06:22.480 --> 00:06:25.320]  今天就很想跟大家解答這個問題
[00:06:25.320 --> 00:06:25.800]  這樣
[00:06:25.800 --> 00:06:26.920]  一個而已
[00:06:26.920 --> 00:06:27.360]  好
[00:06:27.360 --> 00:06:30.760]  接下來會有讀經的時間
[00:06:30.760 --> 00:06:31.960]  我們一起努力
[00:06:31.960 --> 00:06:33.200]  有三版
[00:06:33.200 --> 00:06:34.280]  《June Nymphes》也讀到
[00:06:34.280 --> 00:06:35.400]  我們也讀到
[00:06:35.400 --> 00:06:36.000]  是啊
[00:06:36.000 --> 00:06:36.800]  我努力
[00:06:36.800 --> 00:06:37.680]  一起努力
[00:06:37.680 --> 00:06:39.680]  預備 1 2 3
[00:06:39.920 --> 00:06:44.920]  願頌讚皈給我們主耶穌基督的父神
[00:06:44.920 --> 00:06:46.600]  他在基督裡
[00:06:46.600 --> 00:06:51.160]  曾把天上各樣屬靈的福氣賜給我們
[00:06:51.160 --> 00:06:53.880]  因為他從創世以前
[00:06:53.880 --> 00:06:56.680]  在基督裡揀選了我們
[00:06:56.680 --> 00:07:00.200]  使我們在他面前成為聖潔
[00:07:00.200 --> 00:07:01.720]  沒有瑕疵
[00:07:01.720 --> 00:07:03.280]  沒有愛心
[00:07:03.280 --> 00:07:06.800]  他按著自己旨意所喜悅的
[00:07:06.800 --> 00:07:11.480]  預定我們藉著耶穌基督得而止的名分
[00:07:11.480 --> 00:07:15.120]  使他榮耀的恩典得到稱讚
[00:07:15.120 --> 00:07:19.600]  這恩典是他在愛子女伯伯賜給我們的
[00:07:19.600 --> 00:07:20.600]  好 第二版
[00:07:20.600 --> 00:07:25.480]  我們藉著這愛子的血得蒙救贖
[00:07:25.480 --> 00:07:27.600]  過犯得以赦免
[00:07:27.600 --> 00:07:30.400]  這是照他豐富的恩典
[00:07:30.400 --> 00:07:33.520]  充充足足地賜給我們的
[00:07:33.520 --> 00:07:36.440]  他以諸般的智慧聰明
[00:07:36.440 --> 00:07:40.440]  照自己在基督裡所立定的美意
[00:07:40.440 --> 00:07:44.040]  使我們知道他旨意的奧秘
[00:07:44.040 --> 00:07:46.400]  要照著安排的
[00:07:46.400 --> 00:07:49.040]  在時機成熟的時候
[00:07:49.040 --> 00:07:52.840]  使天上 地上 一切所有的
[00:07:52.840 --> 00:07:55.960]  都在基督裡同歸於一
[00:07:55.960 --> 00:07:57.440]  好 還有一版 撐著
[00:07:57.440 --> 00:08:01.840]  我們也在他裡得了基業
[00:08:01.840 --> 00:08:05.760]  這原是那位隨己而行萬事的神
[00:08:05.760 --> 00:08:09.040]  照著自己的旨意所預定的
[00:08:09.040 --> 00:08:11.440]  為要使我們這些
[00:08:11.440 --> 00:08:15.120]  首先把希望寄託在基督裡的人
[00:08:15.120 --> 00:08:17.160]  重讚他的榮耀
[00:08:17.160 --> 00:08:20.760]  在基督裡你們聽見真理的道
[00:08:20.760 --> 00:08:23.920]  就是那使你們得救的福音
[00:08:23.920 --> 00:08:25.800]  你們也信了他
[00:08:25.800 --> 00:08:29.240]  就受了所應許的聖靈為印記
[00:08:29.240 --> 00:08:32.640]  這聖靈是我們得基業的憑據
[00:08:32.640 --> 00:08:36.080]  值等到神的子民的救贖
[00:08:36.080 --> 00:08:39.360]  使他的榮耀得到稱讚
[00:08:39.360 --> 00:08:41.440]  給大家一點掌聲
[00:08:41.440 --> 00:08:43.600]  厲害 大家
[00:08:43.600 --> 00:08:46.600]  我今早是
[00:08:46.600 --> 00:08:47.760]  我不知道大家能否感受到
[00:08:47.760 --> 00:08:50.720]  剛才我是腎上腺飆升的
[00:08:50.720 --> 00:08:52.720]  我是帶著一個期望
[00:08:52.720 --> 00:08:55.480]  希望這次讀經盡量少一點掉漏
[00:08:55.480 --> 00:08:57.040]  剛才錯了一個字
[00:08:57.040 --> 00:08:59.280]  還有掉了一兩下
[00:08:59.280 --> 00:09:01.960]  也算是有成長 讀了三次
[00:09:01.960 --> 00:09:04.800]  英祖見多讀三次
[00:09:04.800 --> 00:09:08.920]  讓大家感受一下大約的經文內容
[00:09:08.920 --> 00:09:12.600]  大家讀完後 剛才知不知道自己在讀什麼
[00:09:12.600 --> 00:09:16.440]  讓大家感受一下大約的內容
[00:09:16.440 --> 00:09:22.240]  剛才說到上帝復興二佛所教會
[00:09:22.240 --> 00:09:25.640]  今天的經文 剛才那段內容
[00:09:25.640 --> 00:09:27.360]  就是過了幾年後
[00:09:27.360 --> 00:09:29.920]  寶來寫信給二佛所教會
[00:09:29.920 --> 00:09:32.920]  以前沒有電話 沒有網絡
[00:09:32.920 --> 00:09:34.960]  聯絡只能靠寫信
[00:09:34.960 --> 00:09:39.680]  二佛所書是一封寶來特別寫給二佛所教會的
[00:09:39.680 --> 00:09:41.560]  一封公開中讀的書信
[00:09:41.560 --> 00:09:42.640]  就像剛才那樣
[00:09:42.640 --> 00:09:45.480]  公開跟大家讀這封書信出來
[00:09:45.480 --> 00:09:49.320]  所以想讓大家感受一下書信的內容
[00:09:49.320 --> 00:09:51.720]  所以可能對二佛所教會來說
[00:09:51.720 --> 00:09:55.160]  這封書信就像寶來的YouTube直播一樣
[00:09:55.160 --> 00:09:57.160]  有學者認為
[00:09:57.160 --> 00:10:00.800]  這封書信是一位經文的讚美師
[00:10:00.800 --> 00:10:05.000]  你見到他剛才有些重讚上帝的動勢
[00:10:05.000 --> 00:10:06.800]  如果你留意到 分析一下
[00:10:06.800 --> 00:10:09.040]  他不是讚基督 不是讚聖靈
[00:10:09.040 --> 00:10:13.600]  他的讚的焦點是在讚上帝
[00:10:13.600 --> 00:10:15.920]  就是一封讚美詩
[00:10:15.920 --> 00:10:18.840]  當二佛所的信徒一讀那句
[00:10:18.840 --> 00:10:22.400]  願重讚歸給我們主耶穌基督的父神
[00:10:22.400 --> 00:10:23.920]  他在基督的城堡
[00:10:23.920 --> 00:10:26.360]  天上各樣的屬靈福氣賜給我們
[00:10:26.360 --> 00:10:28.840]  可能他們就會回憶起
[00:10:28.840 --> 00:10:31.040]  以前過往與保羅的經歷
[00:10:31.040 --> 00:10:35.680]  就是剛才那段被聖靈充滿的回憶
[00:10:35.680 --> 00:10:39.520]  所以這封書信
[00:10:39.520 --> 00:10:42.280]  以前的教會可能是用一封書信
[00:10:42.280 --> 00:10:45.400]  一起敬拜 一起學道
[00:10:45.400 --> 00:10:48.640]  一起崇拜上帝
[00:10:48.640 --> 00:10:50.440]  而今天讀的那段經文
[00:10:50.440 --> 00:10:52.960]  你聽到內容是很豐富的
[00:10:52.960 --> 00:10:56.080]  讀完之後有些概念 邏輯
[00:10:56.080 --> 00:10:58.600]  是有點不知如何理解的
[00:10:58.600 --> 00:11:00.160]  裏面的內容
[00:11:00.160 --> 00:11:03.120]  保羅寫了一些很革新的神學
[00:11:03.120 --> 00:11:04.800]  以及一些默想的空間
[00:11:04.800 --> 00:11:07.480]  讓人思考上帝是一個怎樣的上帝
[00:11:07.480 --> 00:11:11.280]  光是說三一已經是一個很複雜的概念
[00:11:11.280 --> 00:11:12.880]  就是聖父 聖子 聖靈
[00:11:12.880 --> 00:11:15.440]  裏面有這樣的內容
[00:11:15.440 --> 00:11:17.480]  然後讓他們思考
[00:11:17.480 --> 00:11:19.280]  究竟上帝是一個怎樣的上帝
[00:11:19.280 --> 00:11:22.360]  而我們在這個當下
[00:11:22.360 --> 00:11:24.080]  如何與上帝連繫
[00:11:24.080 --> 00:11:28.160]  就在剛才的讚美詩裏呈現了出來
[00:11:28.160 --> 00:11:30.360]  今天我無法說這麼多
[00:11:30.360 --> 00:11:32.400]  所以今天我只帶著核心問題
[00:11:32.400 --> 00:11:34.520]  就是我們如何與上帝相處
[00:11:34.520 --> 00:11:38.280]  這個問題去理解這段經文
[00:11:38.280 --> 00:11:39.920]  那麼
[00:11:39.920 --> 00:11:41.800]  讓大家看看
[00:11:41.800 --> 00:11:45.040]  我不是分析得很完善
[00:11:45.040 --> 00:11:48.200]  大家有興趣的話
[00:11:48.200 --> 00:11:50.160]  我覺得自己可以玩
[00:11:50.160 --> 00:11:51.080]  那麼
[00:11:51.080 --> 00:11:53.840]  你們看這些顏色就可以了
[00:11:53.840 --> 00:11:55.280]  我還沒有分析得很完善
[00:11:55.280 --> 00:11:57.960]  這段高光我也還沒有做得最足
[00:11:57.960 --> 00:11:59.480]  不過我發現
[00:11:59.480 --> 00:12:02.480]  在整個經文這首讚美詩裏面
[00:12:02.480 --> 00:12:05.600]  保羅不斷重複了一個概念
[00:12:05.600 --> 00:12:07.480]  他的重讚有一個結構
[00:12:07.480 --> 00:12:10.560]  淺藍色的部分是上帝的作為
[00:12:10.560 --> 00:12:13.240]  即是父神 上帝 他做的事情
[00:12:13.240 --> 00:12:16.040]  另外綠色就是耶穌基督
[00:12:16.040 --> 00:12:18.360]  最後一些我覺得我高光漏了
[00:12:18.360 --> 00:12:20.040]  有些是耶穌基督
[00:12:20.040 --> 00:12:22.840]  紫色就是人得著的祝福
[00:12:22.840 --> 00:12:24.920]  上帝賜了什麼祝福給人
[00:12:24.920 --> 00:12:27.040]  即著耶穌基督
[00:12:27.040 --> 00:12:30.200]  在耶穌基督裏面得著祝福
[00:12:30.200 --> 00:12:33.320]  其實可以自己開聖經也可以
[00:12:33.320 --> 00:12:34.720]  或者你們有興趣的話
[00:12:34.720 --> 00:12:36.400]  待會我會告訴大家步驟
[00:12:36.400 --> 00:12:38.320]  你們可以用來分析這段經文
[00:12:38.320 --> 00:12:39.600]  很好玩
[00:12:39.600 --> 00:12:43.760]  橙色就是唯一人可以與神互動的事情
[00:12:43.760 --> 00:12:47.600]  前三個步驟是上帝做的事情
[00:12:47.600 --> 00:12:50.400]  綜合保羅的讚頌
[00:12:50.400 --> 00:12:55.880]  他在顯示人與神之間的關係的互動模式
[00:12:55.880 --> 00:12:57.040]  他如何互動呢?
[00:12:57.040 --> 00:12:58.800]  他有四個步驟
[00:12:58.800 --> 00:13:00.400]  第一個步驟
[00:13:00.400 --> 00:13:04.440]  就是藉著上帝的揀選
[00:13:04.440 --> 00:13:06.360]  安排或者預定
[00:13:06.360 --> 00:13:09.120]  所以這個PowerPoint
[00:13:09.120 --> 00:13:12.240]  你可以試試用這個概念
[00:13:12.240 --> 00:13:15.400]  然後用來高光漏這段經文
[00:13:15.400 --> 00:13:19.080]  你就可以用來分析和研究
[00:13:19.080 --> 00:13:22.160]  第一個就是藉著上帝做的事情
[00:13:22.160 --> 00:13:23.680]  揀選安排預定
[00:13:23.680 --> 00:13:26.120]  第二就是要在耶穌基督裏
[00:13:26.120 --> 00:13:29.360]  在基督裏賜予了一些東西給我們
[00:13:29.360 --> 00:13:30.560]  得著一些名分
[00:13:30.560 --> 00:13:31.240]  得著救贖
[00:13:31.240 --> 00:13:32.240]  得著智慧
[00:13:32.240 --> 00:13:37.040]  第三就是當我們人感受到一些東西
[00:13:37.040 --> 00:13:38.600]  我們得著了賜福
[00:13:38.600 --> 00:13:39.880]  我們得著了恩典
[00:13:39.880 --> 00:13:41.360]  我們得著了盼望
[00:13:41.360 --> 00:13:44.000]  最後一個橙色的部分就是
[00:13:44.000 --> 00:13:45.800]  使他榮耀
[00:13:45.800 --> 00:13:47.800]  重讚他的榮耀
[00:13:47.800 --> 00:13:50.560]  概念就是一個這樣的概念
[00:13:50.560 --> 00:13:52.720]  而這個重讚的結構
[00:13:52.720 --> 00:13:54.680]  不斷重複了很多次
[00:13:54.680 --> 00:13:57.600]  在這一節的讚美詩裏面
[00:13:57.600 --> 00:13:59.920]  我覺得是
[00:13:59.920 --> 00:14:01.800]  類似是這樣
[00:14:01.800 --> 00:14:03.880]  所以
[00:14:03.880 --> 00:14:05.480]  所以
[00:14:05.480 --> 00:14:09.720]  其實重點只有第四個部分
[00:14:09.720 --> 00:14:11.680]  就是因為上面的部分
[00:14:11.680 --> 00:14:14.280]  全部都是上帝所做的事情
[00:14:14.280 --> 00:14:16.080]  然後第四個部分就是
[00:14:16.080 --> 00:14:19.680]  我們人原來唯一可以主動去回應神的方法
[00:14:19.680 --> 00:14:20.920]  就是在第四個步驟
[00:14:20.920 --> 00:14:23.040]  就是使上帝得榮耀
[00:14:23.040 --> 00:14:26.320]  又或者重讚主的榮耀
[00:14:26.320 --> 00:14:27.960]  所以
[00:14:27.960 --> 00:14:29.120]  在這段經文裏面
[00:14:29.120 --> 00:14:30.760]  藉著保羅的重讚
[00:14:30.760 --> 00:14:32.080]  我們得了一個結論
[00:14:32.080 --> 00:14:34.680]  我們和上帝維繫關係的方式
[00:14:34.680 --> 00:14:36.080]  互動方式
[00:14:36.080 --> 00:14:37.520]  唯一可以主動的就是
[00:14:37.520 --> 00:14:39.720]  歸榮耀給上帝
[00:14:39.720 --> 00:14:41.120]  感恩讚美上帝
[00:14:41.120 --> 00:14:42.960]  歸榮耀給上帝
[00:14:42.960 --> 00:14:44.080]  所以
[00:14:44.080 --> 00:14:47.440]  這是唯一我們可以和上帝互動的方式
[00:14:47.440 --> 00:14:48.920]  不是一個難明的東西
[00:14:48.920 --> 00:14:52.200]  就好像有一個朋友買了一份禮物給你
[00:14:52.200 --> 00:14:54.120]  你很感謝他
[00:14:54.120 --> 00:14:58.320]  然後我們要訓練一種洞察力
[00:14:58.320 --> 00:14:59.120]  就是
[00:14:59.120 --> 00:15:01.920]  我們開心的不是單單收到那份禮物
[00:15:01.920 --> 00:15:04.480]  而是要享受那份
[00:15:04.480 --> 00:15:07.880]  一起享受那份詩與獸之間的關係
[00:15:07.880 --> 00:15:09.920]  並且在那個關係上
[00:15:09.920 --> 00:15:11.200]  我收到那份禮物
[00:15:11.200 --> 00:15:12.000]  很開心
[00:15:12.000 --> 00:15:12.880]  我們因為這件事
[00:15:12.880 --> 00:15:14.520]  所以關係升溫
[00:15:14.520 --> 00:15:15.640]  我們因著這件事
[00:15:15.640 --> 00:15:17.960]  一起喜樂歡樂
[00:15:17.960 --> 00:15:19.680]  不過可能有時候
[00:15:19.680 --> 00:15:20.960]  現實的狀況就是
[00:15:20.960 --> 00:15:22.640]  當朋友買禮物給你的時候
[00:15:22.640 --> 00:15:24.000]  就是會
[00:15:24.000 --> 00:15:25.640]  喂 你買不合我的心意
[00:15:25.640 --> 00:15:26.800]  我不知道會不會這樣
[00:15:26.800 --> 00:15:27.520]  對了
[00:15:27.520 --> 00:15:29.440]  又或者可能是收了那份禮物
[00:15:29.440 --> 00:15:30.120]  覺得
[00:15:30.120 --> 00:15:32.360]  那份禮物是應該的
[00:15:32.360 --> 00:15:33.640]  我不知道你們會不會覺得
[00:15:33.640 --> 00:15:35.840]  有時候會變成這樣
[00:15:35.840 --> 00:15:37.400]  所以呢
[00:15:37.400 --> 00:15:39.600]  我覺得其實有兩個部分
[00:15:39.600 --> 00:15:41.080]  可以留意的
[00:15:41.080 --> 00:15:42.840]  第一個就是
[00:15:42.840 --> 00:15:44.760]  我們有沒有那份屬靈的洞察力
[00:15:44.760 --> 00:15:47.320]  看到上帝所作的事
[00:15:47.320 --> 00:15:48.440]  就是
[00:15:48.440 --> 00:15:49.760]  保羅分得很清楚
[00:15:49.760 --> 00:15:51.040]  上帝做了什麼
[00:15:51.040 --> 00:15:52.280]  基督做了什麼
[00:15:52.280 --> 00:15:53.760]  聖靈做了什麼
[00:15:53.760 --> 00:15:55.200]  我們有沒有那份洞察力
[00:15:55.200 --> 00:15:56.280]  發現到
[00:15:56.280 --> 00:15:59.480]  上帝在我們生命的工作做了什麼
[00:15:59.480 --> 00:16:01.480]  然後第二樣就是我們
[00:16:01.480 --> 00:16:04.960]  有沒有從心而發去認定這份恩典
[00:16:04.960 --> 00:16:07.760]  上帝有沒有賜予這份恩典給我們
[00:16:07.760 --> 00:16:10.680]  我們是不是從心地感恩祂呢
[00:16:10.680 --> 00:16:12.280]  所以
[00:16:12.280 --> 00:16:15.200]  為什麼我們每個星期都要回來教會
[00:16:15.200 --> 00:16:18.120]  為什麼我們要敬拜讚美
[00:16:18.120 --> 00:16:20.200]  我覺得剛才那個敬拜
[00:16:20.200 --> 00:16:21.400]  那首詩歌
[00:16:21.400 --> 00:16:23.480]  其實是直接
[00:16:23.480 --> 00:16:26.120]  其實那個敬拜的流程
[00:16:26.120 --> 00:16:28.080]  是完全中了我的信息內容
[00:16:28.080 --> 00:16:30.200]  就是用感恩讚美
[00:16:30.200 --> 00:16:31.920]  然後在最後我們也得到
[00:16:31.920 --> 00:16:34.760]  上帝的平安在我們當中
[00:16:34.760 --> 00:16:37.320]  我們有沒有那個洞察力看到上帝
[00:16:37.320 --> 00:16:41.520]  然後我們從心而發去數算呢
[00:16:41.520 --> 00:16:43.960]  所以
[00:16:43.960 --> 00:16:44.640]  是呀
[00:16:44.640 --> 00:16:46.360]  還有另一樣就是
[00:16:46.360 --> 00:16:48.280]  當我們得著那份
[00:16:48.280 --> 00:16:53.120]  當我們懂得從心而發去感恩讚美神的時候
