
[00:00:00.000 --> 00:00:02.000]  跟著是正道的時間
[00:05:53.900 --> 00:05:55.900]  有些事我們不用祈禱
[00:05:55.900 --> 00:05:56.900]  為什麼呢?
[00:05:56.900 --> 00:05:57.900]  因為已經說了
[00:05:57.900 --> 00:05:59.900]  這個是我們要負責任的
[00:05:59.900 --> 00:06:01.900]  有一天我們被審判
[00:06:01.900 --> 00:06:03.900]  實在都是這樣
[00:06:03.900 --> 00:06:10.900]  第三樣就是神對我們個人的旨意
[00:06:10.900 --> 00:06:12.900]  實在多數人說神的旨意就是這樣
[00:06:12.900 --> 00:06:16.900]  我們想知道今天神對我的生命
[00:06:16.900 --> 00:06:19.900]  如果我要做一件事
[00:06:19.900 --> 00:06:21.900]  是不是神帶領的
[00:06:21.900 --> 00:06:24.900]  大家有沒有想過
[00:06:24.900 --> 00:06:25.900]  在聖經裏面
[00:06:25.900 --> 00:06:27.900]  有哪裏是說過這些東西的呢?
[00:06:27.900 --> 00:06:31.900]  多數人想先知
[00:06:31.900 --> 00:06:33.900]  神父召耶利米先知
[00:06:33.900 --> 00:06:35.900]  還有什麼呢?
[00:06:35.900 --> 00:06:37.900]  神父召阿伯拉罕
[00:06:37.900 --> 00:06:39.900]  是對的
[00:06:39.900 --> 00:06:41.900]  這些經文是有的
[00:06:41.900 --> 00:06:42.900]  但不要忘記
[00:06:42.900 --> 00:06:47.900]  這些都不是一般的東西
[00:06:47.900 --> 00:06:51.900]  神不是呼召很多阿伯拉罕
[00:06:51.900 --> 00:06:53.900]  神召了一個阿伯拉罕
[00:06:53.900 --> 00:06:55.900]  神不是呼召了很多耶利米
[00:06:55.900 --> 00:06:57.900]  實在是神召了一個耶利米
[00:06:57.900 --> 00:06:59.900]  在聖經裏面
[00:06:59.900 --> 00:07:01.900]  這件事都是罕見的
[00:07:01.900 --> 00:07:03.900]  不是那麼普遍的東西
[00:07:03.900 --> 00:07:05.900]  為什麼今天我們將它普遍化
[00:07:05.900 --> 00:07:07.900]  變成每個人都是這樣呢?
[00:07:07.900 --> 00:07:08.900]  如果我們這樣做
[00:07:08.900 --> 00:07:10.900]  實在根本就不是跟聖經
[00:07:10.900 --> 00:07:11.900]  因為聖經不是這樣說的
[00:07:11.900 --> 00:07:13.900]  不過這裏有一點
[00:07:13.900 --> 00:07:15.900]  詩篇139篇16節
[00:07:15.900 --> 00:07:16.900]  我們值得思考
[00:07:16.900 --> 00:07:17.900]  因為這裏說
[00:07:17.900 --> 00:07:21.900]  我們未有一天的時候
[00:07:21.900 --> 00:07:24.900]  神都知道在冊子上
[00:07:24.900 --> 00:07:27.900]  寫了我們幾多歲
[00:07:27.900 --> 00:07:30.900]  大家誰保持健康
[00:07:30.900 --> 00:07:31.900]  不好意思
[00:07:31.900 --> 00:07:33.900]  想跟你說一件事
[00:07:33.900 --> 00:07:34.900]  多健康也好
[00:07:34.900 --> 00:07:37.900]  原來我們的生命是神決定了
[00:07:37.900 --> 00:07:38.900]  如果是這樣
[00:07:38.900 --> 00:07:40.900]  原來有些東西是神決定了
[00:07:40.900 --> 00:07:42.900]  是嗎?
[00:07:42.900 --> 00:07:45.900]  不過不是什麼
[00:07:45.900 --> 00:07:46.900]  既然不是
[00:07:46.900 --> 00:07:48.900]  那麼兩個極端之中
[00:07:48.900 --> 00:07:50.900]  究竟是去到哪裡呢?
[00:07:50.900 --> 00:07:52.900]  即是從什麼都是給我們選擇
[00:07:52.900 --> 00:07:54.900]  去到什麼都是選擇給我們
[00:07:54.900 --> 00:07:56.900]  中間原來有一個極端
[00:07:56.900 --> 00:07:57.900]  最低限度知道
[00:07:57.900 --> 00:08:01.900]  生與死是神決定了的
[00:08:01.900 --> 00:08:05.900]  但是有很多東西不是
[00:08:05.900 --> 00:08:08.900]  今天我們下午吃哪一餐飯
[00:08:08.900 --> 00:08:10.900]  不像是在說這件事
[00:08:10.900 --> 00:08:12.900]  是嗎?
[00:08:12.900 --> 00:08:15.900]  那麼這兩個極端之中究竟是多少呢?
[00:08:15.900 --> 00:08:18.900]  這件事反而我們是不知道的
[00:08:18.900 --> 00:08:21.900]  多數人就是說
[00:08:21.900 --> 00:08:26.900]  嚴重一點或者重要一點的決定
[00:08:26.900 --> 00:08:27.900]  當然是祈禱
[00:08:27.900 --> 00:08:29.900]  所謂尋求神的心意
[00:08:29.900 --> 00:08:32.900]  很多時候不是那麼重要的
[00:08:32.900 --> 00:08:34.900]  可能我們就不是那麼理會
[00:08:34.900 --> 00:08:37.900]  結婚、拍拖當然要祈禱
[00:08:37.900 --> 00:08:40.900]  剛才說的如果是移民的
[00:08:40.900 --> 00:08:42.900]  當然更加是要
[00:08:42.900 --> 00:08:46.900]  但是記得聖經是說了這裡
[00:08:46.900 --> 00:08:49.900]  不過是說我們生與死
[00:08:49.900 --> 00:08:51.900]  中間有多少呢?
[00:08:51.900 --> 00:08:52.900]  實際上我們不是那麼知道
[00:08:52.900 --> 00:08:54.900]  在舊約
[00:08:54.900 --> 00:08:57.900]  神是有差派他的使者
[00:08:57.900 --> 00:08:59.900]  即是天使跟人說的
[00:08:59.900 --> 00:09:03.900]  還有先知
[00:09:03.900 --> 00:09:06.900]  今天就沒有那麼多
[00:09:06.900 --> 00:09:08.900]  實在在舊約裏面也不是多的
[00:09:08.900 --> 00:09:10.900]  大多數時期的人
[00:09:10.900 --> 00:09:13.900]  實在不是無端端做個夢
[00:09:13.900 --> 00:09:15.900]  然後神說一些東西給他們聽
[00:09:15.900 --> 00:09:16.900]  或者有個意象
[00:09:16.900 --> 00:09:18.900]  或者有個天使出現
[00:09:18.900 --> 00:09:20.900]  在聖經裏面也不是這樣
[00:09:20.900 --> 00:09:23.900]  所以我們也沒有想今天也是這樣
[00:09:23.900 --> 00:09:25.900]  這個也是
[00:09:25.900 --> 00:09:29.900]  在聖經裏面也不是那麼常見的事
[00:09:29.900 --> 00:09:32.900]  我們就沒有以為現在是很常見的事
[00:09:32.900 --> 00:09:35.900]  那麼神的旨意不是什麼呢?
[00:09:35.900 --> 00:09:37.900]  不是什麼就是課程大綱
[00:09:37.900 --> 00:09:39.900]  如果你讀過書的你會知道
[00:09:39.900 --> 00:09:40.900]  課程大綱
[00:09:40.900 --> 00:09:42.900]  我現在正是開學了
[00:09:42.900 --> 00:09:44.900]  給你們一個課程大綱
[00:09:44.900 --> 00:09:46.900]  樣樣東西說
[00:09:46.900 --> 00:09:47.900]  現在有十四個星期
[00:09:47.900 --> 00:09:48.900]  十五個星期
[00:09:48.900 --> 00:09:50.900]  最後那個就是考試
[00:09:50.900 --> 00:09:51.900]  那十四個星期
[00:09:51.900 --> 00:09:54.900]  每個星期我們究竟會做什麼
[00:09:54.900 --> 00:09:57.900]  甚至有時如果要讀書
[00:09:57.900 --> 00:09:58.900]  就是要讀哪本書
[00:09:58.900 --> 00:09:59.900]  哪個章節
[00:09:59.900 --> 00:10:00.900]  什麼的
[00:10:00.900 --> 00:10:01.900]  即是說好了
[00:10:01.900 --> 00:10:03.900]  現在我們有個大綱在
[00:10:03.900 --> 00:10:04.900]  是根治的大綱
[00:10:04.900 --> 00:10:05.900]  一直這樣做
[00:10:05.900 --> 00:10:07.900]  去到最後考試
[00:10:07.900 --> 00:10:09.900]  如果考得好就好了
[00:10:09.900 --> 00:10:11.900]  就是這樣
[00:10:11.900 --> 00:10:14.900]  神的旨意不是課程大綱
[00:10:14.900 --> 00:10:16.900]  是一步步地帶領我們的
[00:10:16.900 --> 00:10:19.900]  你看阿伯拉罕
[00:10:19.900 --> 00:10:21.900]  阿伯拉罕神呼召的時候
[00:10:21.900 --> 00:10:22.900]  神比嚴格還要重
[00:10:22.900 --> 00:10:24.900]  因為神沒有跟我們說去哪裡
[00:10:24.900 --> 00:10:26.900]  沒有說課程大綱
[00:10:26.900 --> 00:10:27.900]  如果是課程大綱
[00:10:27.900 --> 00:10:28.900]  那個大綱就是說
[00:10:28.900 --> 00:10:30.900]  我們今天讀舊約蓋倫
[00:10:30.900 --> 00:10:32.900]  然後下面是blank的
[00:10:32.900 --> 00:10:34.900]  那是什麼
[00:10:34.900 --> 00:10:37.900]  什麼叫舊約蓋倫
[00:10:37.900 --> 00:10:39.900]  原來沒有寫
[00:10:39.900 --> 00:10:41.900]  但是他都跟從
[00:10:41.900 --> 00:10:42.900]  然後去到嘉南之後
[00:10:42.900 --> 00:10:44.900]  如果大家可以看一下
[00:10:44.900 --> 00:10:46.900]  他在周圍漂流
[00:10:46.900 --> 00:10:49.900]  他都不是很知道
[00:10:49.900 --> 00:10:51.900]  究竟現在settle down去哪裡
[00:10:51.900 --> 00:10:52.900]  住在哪裡
[00:10:52.900 --> 00:10:53.900]  他是不知道的
[00:10:53.900 --> 00:10:55.900]  都是跟從神的邏輯
[00:10:55.900 --> 00:10:56.900]  甚至他做錯事
[00:10:56.900 --> 00:10:57.900]  去了埃及
[00:10:57.900 --> 00:10:59.900]  差點連太太都沒有了
[00:10:59.900 --> 00:11:01.900]  然後回來
[00:11:01.900 --> 00:11:02.900]  然後再漂流一段時間
[00:11:02.900 --> 00:11:04.900]  最後在希伯倫那裡
[00:11:04.900 --> 00:11:07.900]  原來在那裡住下來
[00:11:07.900 --> 00:11:10.900]  這個是神呼召阿伯拉罕
[00:11:10.900 --> 00:11:11.900]  阿伯拉罕是很明顯的
[00:11:11.900 --> 00:11:13.900]  神呼召他
[00:11:13.900 --> 00:11:14.900]  要帶領他
[00:11:14.900 --> 00:11:16.900]  都不是一個課程大綱
[00:11:16.900 --> 00:11:19.900]  還有保羅
[00:11:19.900 --> 00:11:22.900]  保羅就是神呼召他
[00:11:22.900 --> 00:11:24.900]  應該拯救了他之後
[00:11:24.900 --> 00:11:25.900]  就呼召他
[00:11:25.900 --> 00:11:27.900]  但是很多時候
[00:11:27.900 --> 00:11:33.900]  我們看電影的時候
[00:11:33.900 --> 00:11:34.900]  有時候有些人錯覺
[00:11:34.900 --> 00:11:36.900]  覺得他好像很知道
[00:11:36.900 --> 00:11:37.900]  你看清楚一點
[00:11:37.900 --> 00:11:39.900]  他很多時候去一個地方
[00:11:39.900 --> 00:11:41.900]  他被迫去另一個地方
[00:11:41.900 --> 00:11:42.900]  為什麼那些猶太人
[00:11:42.900 --> 00:11:43.900]  生氣他想殺他
[00:11:43.900 --> 00:11:47.900]  被迫他就去了另一個地方
[00:11:47.900 --> 00:11:48.900]  這個不是他計劃的
[00:11:48.900 --> 00:11:51.900]  不是計劃好我要怎樣
[00:11:51.900 --> 00:11:55.900]  還有有時候聖靈阻止他去一個地方
[00:11:55.900 --> 00:11:59.900]  或者開路給他去另一個地方
[00:11:59.900 --> 00:12:01.900]  馬其頓呼召
[00:12:01.900 --> 00:12:02.900]  當你這樣看的時候
[00:12:02.900 --> 00:12:07.900]  你會發覺原來他一直跟從神裡面
[00:12:07.900 --> 00:12:09.900]  他是有計劃的
[00:12:09.900 --> 00:12:11.900]  他一直慢慢在這裡那裡
[00:12:11.900 --> 00:12:14.900]  但是神一直改變他要做的事情
[00:12:14.900 --> 00:12:17.900]  如果是跟課程大綱
[00:12:17.900 --> 00:12:19.900]  就是文字經常在改變
[00:12:19.900 --> 00:12:22.900]  你讀一讀會發覺原來多一份是Simon的
[00:12:22.900 --> 00:12:24.900]  然後再下去兩個星期之後要考試
[00:12:24.900 --> 00:12:27.900]  最後原來還有一個文件
[00:12:27.900 --> 00:12:32.900]  不過神的帶領不是課程大綱
[00:12:32.900 --> 00:12:34.900]  很多時候我們是一步一步跟從神
[00:12:34.900 --> 00:12:36.900]  這是其中一個
[00:12:36.900 --> 00:12:40.900]  還有就是比較難或者痛苦的
[00:12:40.900 --> 00:12:44.900]  就是神的帶領這件事
[00:12:44.900 --> 00:12:46.900]  不少人是這樣想的
[00:12:46.900 --> 00:12:47.900]  我不知道為什麼
[00:12:47.900 --> 00:12:49.900]  可能是因為好像耶利米先知
[00:12:49.900 --> 00:12:51.900]  二十章第七節
[00:12:51.900 --> 00:12:55.900]  那個字差不多是神欺騙他
[00:12:55.900 --> 00:12:57.900]  哇!這麼慘
[00:12:57.900 --> 00:12:58.900]  神呼召了他之後
[00:12:58.900 --> 00:13:00.900]  做先知原來是這麼慘的
[00:13:00.900 --> 00:13:01.900]  我們想想
[00:13:01.900 --> 00:13:03.900]  不是的,好像是這樣
[00:13:03.900 --> 00:13:05.900]  撒慕爾
[00:13:05.900 --> 00:13:07.900]  很多人開始想
[00:13:07.900 --> 00:13:13.900]  就是想他們可能是痛苦的決定才是真的
[00:13:13.900 --> 00:13:15.900]  幾年前
[00:13:15.900 --> 00:13:17.900]  在我們神學院那裡
[00:13:17.900 --> 00:13:21.900]  有一個叫做神學生生活體驗營
[00:13:21.900 --> 00:13:24.900]  每年我們都有一個神學生生活體驗營
[00:13:24.900 --> 00:13:27.900]  叫一些想做神學生的人進來
[00:13:27.900 --> 00:13:30.900]  試試在浸神裡面做神學生是怎樣的
[00:13:30.900 --> 00:13:32.900]  上下課
[00:13:32.900 --> 00:13:33.900]  跟老師聊天
[00:13:33.900 --> 00:13:35.900]  跟學生聊天
[00:13:35.900 --> 00:13:37.900]  還會聽到的
[00:13:37.900 --> 00:13:39.900]  那次是我講到的
[00:13:39.900 --> 00:13:41.900]  我跟他們說
[00:13:41.900 --> 00:13:43.900]  大家不要進來
[00:13:43.900 --> 00:13:45.900]  不要以為神呼召你
[00:13:45.900 --> 00:13:47.900]  因為你不想做全道
[00:13:47.900 --> 00:13:50.900]  所以你以為神呼召你
[00:13:50.900 --> 00:13:52.900]  真的有人這樣
[00:13:52.900 --> 00:13:54.900]  真的有人在掙扎的時候
[00:13:54.900 --> 00:13:56.900]  他不想做
[00:13:56.900 --> 00:13:57.900]  所以就覺得
[00:13:57.900 --> 00:13:59.900]  就因為這樣所以神呼召他
[00:13:59.900 --> 00:14:01.900]  那我想想
[00:14:01.900 --> 00:14:03.900]  這種是什麼神學呢?
[00:14:03.900 --> 00:14:05.900]  即是神專登要呼召你
[00:14:05.900 --> 00:14:07.900]  就因為你不想做全道
[00:14:07.900 --> 00:14:11.900]  究竟是從哪裡想出來的呢?
[00:14:11.900 --> 00:14:14.900]  背後一個怎樣的神呢?
[00:14:14.900 --> 00:14:19.900]  會是專登找一些我們不喜歡做的東西來逼我們去做的
[00:14:19.900 --> 00:14:22.900]  所以今天如果大家有得選擇
[00:14:22.900 --> 00:14:25.900]  在你面前有不同的路向
[00:14:25.900 --> 00:14:28.900]  你有沒有想過你最不想走的那條路就是神
[00:14:28.900 --> 00:14:30.900]  想你走的路
[00:14:30.900 --> 00:14:31.900]  不是
[00:14:31.900 --> 00:14:32.900]  當然我們想走
[00:14:32.900 --> 00:14:36.900]  也不一定是神帶領
[00:14:36.900 --> 00:14:39.900]  所以我跟那班營友都是這樣說
[00:14:39.900 --> 00:14:41.900]  反過來也是
[00:14:41.900 --> 00:14:42.900]  不是說你想做神學
[00:14:42.900 --> 00:14:44.900]  你很想讀神學
[00:14:44.900 --> 00:14:46.900]  你很想做全道人
[00:14:46.900 --> 00:14:48.900]  就一定是神呼召你
[00:14:48.900 --> 00:14:49.900]  這個也不是
[00:14:49.900 --> 00:14:50.900]  實際上你應不應該做呢?
[00:14:50.900 --> 00:14:53.900]  有時問問你的牧師可能就知道
[00:14:53.900 --> 00:14:55.900]  所以兩方面都是
[00:14:55.900 --> 00:14:58.900]  我們不要想這個很痛苦
[00:14:58.900 --> 00:15:00.900]  不想做
[00:15:00.900 --> 00:15:04.900]  所以這個就一定是神的呼召
[00:15:04.900 --> 00:15:08.900]  可能有時我們想若拿
[00:15:08.900 --> 00:15:11.900]  嚴格來說應該這樣說
[00:15:11.900 --> 00:15:15.900]  神不會因為我們不喜歡做一件事
[00:15:15.900 --> 00:15:18.900]  所以不會呼召我們去做那件事
[00:15:18.900 --> 00:15:19.900]  這個就正確一點
[00:15:19.900 --> 00:15:22.900]  神不是因為我們不想做
[00:15:22.900 --> 00:15:24.900]  所以逼我們去做
[00:15:24.900 --> 00:15:27.900]  而是神要我們服從
[00:15:27.900 --> 00:15:28.900]  因為祂有一個旨意
[00:15:28.900 --> 00:15:30.900]  例如若拿的案件
[00:15:30.900 --> 00:15:32.900]  祂想拯救你們未成
[00:15:32.900 --> 00:15:34.900]  那祂就要差派若拿去
[00:15:34.900 --> 00:15:36.900]  若拿是先知
[00:15:36.900 --> 00:15:37.900]  他應該聽神的話
[00:15:37.900 --> 00:15:40.900]  那神就不會理會他想不想
[00:15:40.900 --> 00:15:45.900]  因為若拿的心中有很多憤恨
[00:15:45.900 --> 00:15:50.900]  或者不想去告訴那些人
[00:15:50.900 --> 00:15:51.900]  但是這件事
[00:15:51.900 --> 00:15:53.900]  神就不會理會
[00:15:53.900 --> 00:15:57.900]  這個不是因為神不想去做
[00:15:57.900 --> 00:15:59.900]  而是神因為愛這班人
[00:15:59.900 --> 00:16:01.900]  不過現在先知不肯
[00:16:01.900 --> 00:16:03.900]  所以你可以說是逼先知去做
[00:16:03.900 --> 00:16:07.900]  所以這個是值得我們去想的
[00:16:07.900 --> 00:16:09.900]  還有反過來也有
[00:16:09.900 --> 00:16:12.900]  不是說開心的事是神的決定
[00:16:12.900 --> 00:16:14.900]  這個就是怎樣來的呢?
[00:16:14.900 --> 00:16:17.900]  請問大家想想
[00:16:17.900 --> 00:16:20.900]  為何你要尋求神的心意?
[00:16:20.900 --> 00:16:23.900]  我們說我們要尋求神的心意
[00:16:23.900 --> 00:16:25.900]  為甚麼?
[00:16:25.900 --> 00:16:27.900]  當我和很多人傾
[00:16:27.900 --> 00:16:28.900]  我問他們的時候
[00:16:28.900 --> 00:16:29.900]  如果很坦白
[00:16:29.900 --> 00:16:31.900]  其中一個原因就是
[00:16:31.900 --> 00:16:32.900]  因為如果我覺得
[00:16:32.900 --> 00:16:35.900]  我是在行神的旨意
[00:16:35.900 --> 00:16:38.900]  我應該是成功的
[00:16:38.900 --> 00:16:41.900]  我不應該會失敗
[00:16:41.900 --> 00:16:43.900]  神應該祝福我
[00:16:43.900 --> 00:16:46.900]  所以最後我會開心
[00:16:46.900 --> 00:16:48.900]  這個決定會使我開心
[00:16:48.900 --> 00:16:52.900]  使我成功
[00:16:52.900 --> 00:16:55.900]  很多人說我要尋求神的心意
[00:16:55.900 --> 00:16:57.900]  背後的意思就是
[00:16:57.900 --> 00:16:58.900]  我不想失敗
[00:16:58.900 --> 00:17:01.900]  如果我真的去了那裡
[00:17:01.900 --> 00:17:02.900]  去了哪裡也好
[00:17:02.900 --> 00:17:04.900]  找不到工作又怎樣?
[00:17:04.900 --> 00:17:06.900]  沒有錢又怎樣?
[00:17:06.900 --> 00:17:08.900]  害怕的
[00:17:08.900 --> 00:17:10.900]  所以因為我們的決定
[00:17:10.900 --> 00:17:12.900]  最後是要快樂的
[00:17:12.900 --> 00:17:14.900]  我們要成功的
[00:17:14.900 --> 00:17:16.900]  所以尋求神的心意
[00:17:16.900 --> 00:17:18.900]  也不是一定不是的
[00:17:18.900 --> 00:17:20.900]  但我想和大家說
[00:17:20.900 --> 00:17:23.900]  拿剛才阿伯拉罕的例子
[00:17:23.900 --> 00:17:24.900]  神夫照阿伯拉罕
[00:17:24.900 --> 00:17:26.900]  大家有沒有看清楚一點
[00:17:26.900 --> 00:17:29.900]  阿伯拉罕去到迦南地時
[00:17:29.900 --> 00:17:31.900]  甚麼事發生?
[00:17:31.900 --> 00:17:33.900]  他去到迦南地時
[00:17:33.900 --> 00:17:34.900]  他一直漂流
