
[00:00:00.000 --> 00:00:04.000]  上一集我們學到天使其實就是神的使者
[00:04:33.000 --> 00:04:36.000]  站在神那邊
[00:04:36.000 --> 00:04:38.000]  如果邪靈是墮落了的天使
[00:04:38.000 --> 00:04:40.000]  污鬼又是什麼呢?
[00:04:40.000 --> 00:04:44.000]  傳統來說
[00:04:44.000 --> 00:04:47.000]  剛才我們說的啟示62章
[00:04:47.000 --> 00:04:49.000]  那裡有兩班
[00:04:49.000 --> 00:04:53.000]  龍就是代表撒旦
[00:04:53.000 --> 00:04:58.000]  他的使者就是其他天使墮落了
[00:04:58.000 --> 00:05:00.000]  猶大書也有說過
[00:05:00.000 --> 00:05:06.000]  那些天使沒有站立在自己的位置
[00:05:06.000 --> 00:05:08.000]  離開自己的位置
[00:05:08.000 --> 00:05:10.000]  所以就受審判
[00:05:10.000 --> 00:05:14.000]  所以我們知道有一班東西
[00:05:14.000 --> 00:05:17.000]  都是靈界東西
[00:05:17.000 --> 00:05:20.000]  和撒旦或者天使有關係
[00:05:20.000 --> 00:05:24.000]  我們是否說那些是邪靈呢?
[00:05:24.000 --> 00:05:26.000]  多數傳統來說是
[00:05:26.000 --> 00:05:28.000]  這個就是邪靈
[00:05:28.000 --> 00:05:31.000]  其實我們可否向天使祈禱呢?
[00:05:31.000 --> 00:05:33.000]  聖經裡面是沒有
[00:05:33.000 --> 00:05:35.000]  除了神之外
[00:05:35.000 --> 00:05:37.000]  我們不應該向其他人禱告
[00:05:37.000 --> 00:05:40.000]  禱告是祈求神
[00:05:40.000 --> 00:05:44.000]  人不可以,天使也不可以
[00:05:44.000 --> 00:05:47.000]  你也有提過神的使者可以是人
[00:05:47.000 --> 00:05:50.000]  有些人向所謂的聖人祈禱
[00:05:50.000 --> 00:05:53.000]  或者使這些聖人為他們和神的忠報
[00:05:53.000 --> 00:05:54.000]  你又怎麼看呢?
[00:05:54.000 --> 00:05:56.000]  也不應該
[00:05:56.000 --> 00:06:02.000]  我們是透過聖靈去到神面前
[00:06:02.000 --> 00:06:06.000]  在黃書說我們現在可以無懼地去到神面前祈禱
[00:06:06.000 --> 00:06:09.000]  所以我們也不需要天使
[00:06:09.000 --> 00:06:11.000]  你說人也好,靈界的東西也好
[00:06:11.000 --> 00:06:13.000]  我們是不需要什麼宗教
[00:06:13.000 --> 00:06:14.000]  其他的宗教
[00:06:14.000 --> 00:06:18.000]  我們是直接去到神面前向祂祈禱
[00:06:18.000 --> 00:06:20.000]  這個應該是聖經的教導
[00:06:21.000 --> 00:06:26.000]  其實很多人都像我這樣對這些靈界的事物很有興趣
[00:06:26.000 --> 00:06:28.000]  如果請你給一句忠告或者提醒大家
[00:06:28.000 --> 00:06:30.000]  你會怎麼給呢?
[00:06:30.000 --> 00:06:32.000]  如果我給一個忠告
[00:06:32.000 --> 00:06:35.000]  就是你跟聖經說的話
[00:06:35.000 --> 00:06:37.000]  那些我們一定知道
[00:06:37.000 --> 00:06:42.000]  聖經之外的那些就沒有那麼確定
[00:06:42.000 --> 00:06:46.000]  因為說不知道比知道錯好
[00:06:46.000 --> 00:06:49.000]  我們以為很清楚,以為是怎樣呢?
[00:06:49.000 --> 00:06:51.000]  原來不是這樣的
[00:06:51.000 --> 00:06:54.000]  如果你問我,我會中了那一筆
[00:06:54.000 --> 00:06:56.000]  謝謝
[00:06:56.000 --> 00:06:58.000]  (字幕製作:貝爾)
[00:06:58.000 --> 00:07:00.000]  (CC字幕製作:貝爾)
[00:07:00.000 --> 00:07:02.000]  (字幕製作/時間軸:秋月AutumnMoon)

