
[00:00:00.000 --> 00:00:12.000]  好,各位收看直播的大型節目,大家好
[00:02:45.000 --> 00:02:50.000]  但透過網上我們仍然有一同敬拜的機會獻上感恩
[00:02:50.000 --> 00:02:54.000]  求主藉著今天的經文,讓我們一同學習和提醒
[00:02:54.000 --> 00:02:59.000]  沒錯,今天我們正面對一個充滿挑戰和很多苦困患難的世代
[00:02:59.000 --> 00:03:01.000]  求主讓我們,幫助我們
[00:03:01.000 --> 00:03:04.000]  雖然我們會感到悲傷,我們會感到難過
[00:03:04.000 --> 00:03:09.000]  但求主幫助我們,讓我們在一個充滿苦困的世代裏,懂得如何去回應
[00:03:09.000 --> 00:03:12.000]  如何能夠將悲傷化為力量
[00:03:12.000 --> 00:03:15.000]  能夠成為更多人的祝福,能夠成為更多人的幫助
[00:03:15.000 --> 00:03:19.000]  多謝主我們的禱告交託,是奉耶穌基督明治祈求
[00:03:19.000 --> 00:03:20.000]  阿們
[00:03:21.000 --> 00:03:24.000]  各位朋友,各位電影姊妹,我想問問大家的問題
[00:03:24.000 --> 00:03:30.000]  究竟你曾經為了什麼事情而感到悲傷呢?
[00:03:30.000 --> 00:03:34.000]  可能是,會不會是因為疾病呢?
[00:03:34.000 --> 00:03:38.000]  一說到疾病,我們難免會提到當下的疫情
[00:03:38.000 --> 00:03:42.000]  如果你有看新聞,你都會知道短短兩個星期,由七月頭到今天
[00:03:42.000 --> 00:03:48.000]  短短兩個星期已經有幾百宗確診的個案
[00:03:48.000 --> 00:03:54.000]  而且大部分都是本地的感染,還有很多源頭不明的個案
[00:03:54.000 --> 00:03:58.000]  當你每天四點半,坐在電視上,對著電視的時候
[00:03:58.000 --> 00:04:01.000]  你看衛生署的發佈會的時候
[00:04:01.000 --> 00:04:07.000]  你心裏面都很緊張,很想知道今天會不會有更多的確診數字
[00:04:07.000 --> 00:04:11.000]  當你每一次看的時候,當你看到數字不斷飆升的時候
[00:04:11.000 --> 00:04:17.000]  你心裏面都很難過,難過的不單止是受病患的人難過
[00:04:17.000 --> 00:04:21.000]  可能是為了整個香港而難過,可能是為了你身邊的人而難過
[00:04:21.000 --> 00:04:25.000]  究竟今天這個疫情何時會過去?
[00:04:25.000 --> 00:04:30.000]  由年初到現在,我們不斷地都要面對一個疫情的威脅
[00:04:30.000 --> 00:04:34.000]  心裏面難免悲傷,心裏面難免難過
[00:04:34.000 --> 00:04:39.000]  我想有時不單止疾病,有時我們都有機會面對死亡
[00:04:39.000 --> 00:04:44.000]  其實過去大半年裏面,突然有時收到一些消息
[00:04:44.000 --> 00:04:49.000]  有一個弟兄,四、五十歲,都是正值壯年的時間
[00:04:49.000 --> 00:04:56.000]  突然在睡夢中去世,也有不快一言,突然去世
[00:04:56.000 --> 00:05:01.000]  死亡對我們來說好像離得很近
[00:05:01.000 --> 00:05:05.000]  可能這些事情隨時在你生命當中發生
[00:05:05.000 --> 00:05:08.000]  有時不單止是你自己經歷,有時可能你看到你身邊的人
[00:05:08.000 --> 00:05:14.000]  當有親人離世,當你看到人在面對死亡的時候
[00:05:14.000 --> 00:05:19.000]  你心裏面有時都難免憂傷,有時難免難過
[00:05:19.000 --> 00:05:23.000]  或者其他不同的遭遇
[00:05:23.000 --> 00:05:28.000]  可能特別是疫情裏面,因為疫情的來臨令到經濟下滑的時間
[00:05:28.000 --> 00:05:34.000]  可能很多人面對失業,可能不用失業的都要面對減薪
[00:05:34.000 --> 00:05:41.000]  或者要放無薪假期的時候,可能當中你的財務都會出現一些問題
[00:05:41.000 --> 00:05:47.000]  可能不單止財務上出現問題,可能有時你會面對婚姻上的問題
[00:05:47.000 --> 00:05:52.000]  或者你教導子女,可能你都會面對很多不同問題的時候
[00:05:52.000 --> 00:05:57.000]  因為你過去所面對的遭遇而感到悲傷
[00:05:57.000 --> 00:06:02.000]  又或者你當下所面對的處境
[00:06:02.000 --> 00:06:05.000]  即是一日國安法在當中去實施的時間
[00:06:05.000 --> 00:06:08.000]  無論你今天贊成也好,你反對也好
[00:06:08.000 --> 00:06:14.000]  都相信將來的社會裏面都會帶來很多很多的衝擊
[00:06:14.000 --> 00:06:18.000]  接下來究竟整個香港會發生甚麼事情我們不知道
[00:06:18.000 --> 00:06:22.000]  我們很擔心,我們很憂慮,我們很難過
[00:06:22.000 --> 00:06:25.000]  無論你今天面對疾病也好,你面對死亡的威脅也好
[00:06:25.000 --> 00:06:30.000]  你面對你不同的際遇也好,又或者面對當下的處境也好
[00:06:30.000 --> 00:06:32.000]  我們會有憂傷的心
[00:06:32.000 --> 00:06:35.000]  但今日第一節我想跟大家說的時候
[00:06:35.000 --> 00:06:39.000]  其實聖經裏面有一個很重要的英文去告訴你
[00:06:39.000 --> 00:06:41.000]  在詩篇上這樣說
[00:06:41.000 --> 00:06:45.000]  他說上帝所要的祭就是憂傷的靈
[00:06:45.000 --> 00:06:50.000]  上帝也說憂傷痛悔的心,你必不輕看
[00:06:50.000 --> 00:06:56.000]  各位觀眾無論今天你生命所面對的境遇令你有多憂傷也好
[00:06:56.000 --> 00:07:00.000]  讓我們再次回到上帝的裏面
[00:07:00.000 --> 00:07:05.000]  上帝說憂傷痛悔的心,他必不輕看
[00:07:05.000 --> 00:07:10.000]  唯有當我們願意走進上帝的懷抱裏面
[00:07:10.000 --> 00:07:14.000]  我們去經歷從上帝而來的安慰的時間
[00:07:14.000 --> 00:07:17.000]  我們才能夠再一次重新得到一份力量
[00:07:17.000 --> 00:07:21.000]  得到這份力量不是否定我們的憂傷
[00:07:21.000 --> 00:07:24.000]  我們每個人都會有憂傷
[00:07:24.000 --> 00:07:27.000]  這都是我們生命裏面的經歷
[00:07:27.000 --> 00:07:29.000]  靜靜走走的經歷過
[00:07:29.000 --> 00:07:34.000]  我們才更懂得如何去安慰那些同樣面對憂傷和受苦的人
[00:07:34.000 --> 00:07:37.000]  今日我們如何能夠將悲傷化為力量
[00:07:37.000 --> 00:07:39.000]  我們需要做三樣東西
[00:07:39.000 --> 00:07:44.000]  第一樣東西,我們要承認我們都是一個罪人
[00:07:44.000 --> 00:07:47.000]  我們都有犯罪得罪上帝的地方
[00:07:47.000 --> 00:07:51.000]  今日我們所面對不同的挑戰和患
[00:07:51.000 --> 00:07:54.000]  其實我們是否願意回到上帝裏面
[00:07:54.000 --> 00:07:57.000]  我們尋求上帝的寬恕,尋求上帝的憐憫
[00:07:57.000 --> 00:08:02.000]  第二就是你要投靠那位賜給我們有力量的神
[00:08:02.000 --> 00:08:05.000]  今日當我們面對生命裏面的禍患的時候
[00:08:05.000 --> 00:08:07.000]  我們發覺人真的很渺小
[00:08:07.000 --> 00:08:10.000]  面對新老病逝,我們很多東西都掌握不到
[00:08:10.000 --> 00:08:15.000]  我們面對這些事情,我們有甚麼可以何誇
[00:08:15.000 --> 00:08:17.000]  你可以做的是甚麼
[00:08:17.000 --> 00:08:20.000]  你可以做的就是回到上帝裏面
[00:08:20.000 --> 00:08:22.000]  讓祂的安慰淋到你生命當中
[00:08:22.000 --> 00:08:24.000]  賜給你有力量
[00:08:24.000 --> 00:08:27.000]  讓你經歷這份安慰,讓你帶著力量
[00:08:27.000 --> 00:08:32.000]  在當中繼續面對一個我們無法預計得到的明天
[00:08:32.000 --> 00:08:35.000]  另外更加重要的是
[00:08:35.000 --> 00:08:37.000]  今日我們如何能夠將悲傷化為力量
[00:08:37.000 --> 00:08:40.000]  其實取決於今日我們的回應是甚麼
[00:08:40.000 --> 00:08:43.000]  沒錯,我們可以經歷從上帝而來的安慰
[00:08:43.000 --> 00:08:47.000]  但同一時間,當你經歷這些安慰的時候
[00:08:47.000 --> 00:08:49.000]  不是只為了自己的好處
[00:08:49.000 --> 00:08:57.000]  而是讓你能夠安慰那些同樣面對禍患、患難和正在受苦的人
[00:08:57.000 --> 00:09:00.000]  是讓你要帶著祝福,去祝福他們
[00:09:00.000 --> 00:09:05.000]  讓他們同樣能夠經歷到一份從上帝而來的安慰和愛
[00:09:05.000 --> 00:09:07.000]  讓我們看看經文
[00:09:07.000 --> 00:09:10.000]  第二張白幅,我們很熟悉的
[00:09:10.000 --> 00:09:13.000]  經文裏面這樣形容,它說:哀動的人有福了
[00:09:13.000 --> 00:09:16.000]  因為他們必得安慰
[00:09:17.000 --> 00:09:20.000]  究竟甚麼是哀動?
[00:09:20.000 --> 00:09:22.000]  在原文裏面有兩個意思
[00:09:22.000 --> 00:09:26.000]  哀動是為了你自己的罪而哀動
[00:09:26.000 --> 00:09:30.000]  另一樣是為了世界的罪而哀動
[00:09:30.000 --> 00:09:33.000]  這份哀動不單是說你的際遇
[00:09:33.000 --> 00:09:35.000]  你所面對的事情,可能是不好的
[00:09:35.000 --> 00:09:37.000]  令你很傷心、很難過
[00:09:37.000 --> 00:09:40.000]  是為了我們今天生命的罪
[00:09:40.000 --> 00:09:43.000]  為了我們生命裏面得罪上帝的地方
[00:09:43.000 --> 00:09:46.000]  甚至這個世界得罪上帝的地方而哀動
[00:09:47.000 --> 00:09:50.000]  今天我們經常說天災人禍
[00:09:50.000 --> 00:09:56.000]  究竟很多時間,有些事情是天災還是人禍?
[00:09:56.000 --> 00:10:01.000]  是否有些地方我們都要去承擔一些責任?
[00:10:01.000 --> 00:10:04.000]  當我們說到疫情的時間
[00:10:04.000 --> 00:10:08.000]  有很多專家形容是因為人在當中去吃野味
[00:10:08.000 --> 00:10:12.000]  可能就帶來一個病毒的入侵
[00:10:13.000 --> 00:10:16.000]  究竟是天災還是人禍?
[00:10:16.000 --> 00:10:23.000]  當我們看到很多的颱風、下雨、水災的時候
[00:10:23.000 --> 00:10:25.000]  我們覺得這些是天災
[00:10:25.000 --> 00:10:31.000]  但我們有沒有想過很多時候都是人對地球之餘的那份掠奪?
[00:10:31.000 --> 00:10:36.000]  另外我們更加明顯看到人禍的時候
[00:10:36.000 --> 00:10:38.000]  很多種族的歧視
[00:10:38.000 --> 00:10:42.000]  你看美國的種族歧視的情況
[00:10:42.000 --> 00:10:44.000]  又或者你看很多不同的國家
[00:10:44.000 --> 00:10:47.000]  很多宗教的迫害的情況
[00:10:47.000 --> 00:10:53.000]  我們看到我們真的需要為著人的罪而哀動
[00:10:53.000 --> 00:10:57.000]  但這份哀動不單止看到別人的罪
[00:10:57.000 --> 00:10:59.000]  有沒有看到自己
[00:10:59.000 --> 00:11:02.000]  其實你自己的生命裡都是一個罪人
[00:11:02.000 --> 00:11:06.000]  你都是一個得罪上帝的人
[00:11:07.000 --> 00:11:11.000]  你有沒有為了你生命所犯的罪
[00:11:11.000 --> 00:11:15.000]  得罪上帝的地方而感到憂傷難過
[00:11:15.000 --> 00:11:19.000]  去回到上帝的裡面尋求上帝的寬恕
[00:11:19.000 --> 00:11:23.000]  所以在登山補訓當講到百福之先
[00:11:23.000 --> 00:11:26.000]  有一個更加重要的提醒就是
[00:11:26.000 --> 00:11:29.000]  從那時候耶穌開始宣講
[00:11:29.000 --> 00:11:32.000]  祂說你們要悔改
[00:11:32.000 --> 00:11:35.000]  因為天國近了
[00:11:36.000 --> 00:11:38.000]  因為天國近了
[00:11:38.000 --> 00:11:40.000]  所以我們要悔改
[00:11:40.000 --> 00:11:44.000]  悔改是成為了一個最重要的關鍵
[00:11:44.000 --> 00:11:48.000]  當我們面對很多生命的挑戰、壓迫、患難的時候
[00:11:48.000 --> 00:11:50.000]  我們不是要去指責
[00:11:50.000 --> 00:11:53.000]  我們不是要去說人的不是
[00:11:53.000 --> 00:11:55.000]  而是當我們要回到上帝的裡面
[00:11:55.000 --> 00:11:58.000]  尋求上帝的寬恕和憐憫
[00:11:58.000 --> 00:12:02.000]  是承認我們都是得罪上帝的一群人
[00:12:02.000 --> 00:12:06.000]  願上帝的寬恕和憐憫要臨到這個世代當中
[00:12:06.000 --> 00:12:10.000]  所以歷代治下第七章講得很好
[00:12:10.000 --> 00:12:12.000]  它說:這稱為我名下的指紋
[00:12:12.000 --> 00:12:15.000]  若是謙卑自己禱告尋求我的面
[00:12:15.000 --> 00:12:18.000]  轉彌他們的惡行
[00:12:18.000 --> 00:12:22.000]  是要轉彌我們所犯的惡行
[00:12:22.000 --> 00:12:26.000]  讓我們真的要歸回到上帝的當中
[00:12:26.000 --> 00:12:31.000]  它說:我必從天上垂釘赦免他們的罪
[00:12:31.000 --> 00:12:34.000]  醫治他們的地
[00:12:34.000 --> 00:12:40.000]  首先,我們面對一個充滿罪惡的世代
[00:12:40.000 --> 00:12:44.000]  我們為了自己的罪、為了世界的罪而哀悼的時候
[00:12:44.000 --> 00:12:47.000]  我們是否願意回到上帝的當中
[00:12:47.000 --> 00:12:51.000]  尋求上帝的寬恕、尋求上帝的憐憫
[00:12:51.000 --> 00:12:54.000]  當我們願意這樣做的時候
[00:12:54.000 --> 00:12:56.000]  我們才能夠踏出第一步
[00:12:56.000 --> 00:12:59.000]  在悲傷的裡面,能夠從上帝的當中
[00:12:59.000 --> 00:13:02.000]  能夠重燃那份力量
[00:13:02.000 --> 00:13:05.000]  去面對一個充滿挑戰的世代
[00:13:05.000 --> 00:13:10.000]  第二,我們要去投靠那位賜給我們力量的神
[00:13:10.000 --> 00:13:13.000]  哀悼的人有福
[00:13:13.000 --> 00:13:16.000]  因為他們必得安慰
[00:13:16.000 --> 00:13:19.000]  有個英文翻譯版,用message翻譯
[00:13:19.000 --> 00:13:22.000]  You are blessed when you feel you are lost
[00:13:22.000 --> 00:13:24.000]  What is most dear to you
[00:13:24.000 --> 00:13:26.000]  它說:你感覺到難過
[00:13:26.000 --> 00:13:29.000]  因為你失去了一些你覺得很重要的東西
[00:13:29.000 --> 00:13:33.000]  但同一時間,你應該要感覺到被祝福
[00:13:33.000 --> 00:13:39.000]  為什麼?Only then can you be embraced by the one most dear to you
[00:13:39.000 --> 00:13:44.000]  它說,正正你為著你所失去的意義而難過的時間
[00:13:44.000 --> 00:13:46.000]  同一時間你就感受到
[00:13:46.000 --> 00:13:48.000]  一樣更加重要
[00:13:48.000 --> 00:13:53.000]  你心裡面最寶貴的耶穌基督
[00:13:53.000 --> 00:13:57.000]  就成為你生命的安慰
[00:13:57.000 --> 00:14:00.000]  就像擁抱著你的一樣
[00:14:00.000 --> 00:14:02.000]  沒錯,我們面對處境
[00:14:02.000 --> 00:14:05.000]  我們面對人生命的罪,我們會感到難過
[00:14:05.000 --> 00:14:08.000]  我們覺得我們失去了很多很多的東西
[00:14:08.000 --> 00:14:13.000]  但同一時間,當你願意回到耶穌基督的懷抱裡
[00:14:13.000 --> 00:14:15.000]  你所感受到的安慰
[00:14:15.000 --> 00:14:18.000]  你所感受到的力量
[00:14:18.000 --> 00:14:21.000]  是你從來都沒有感受過
[00:14:21.000 --> 00:14:24.000]  祂能夠帶給你真正的安慰力量
[00:14:24.000 --> 00:14:27.000]  讓你去面對明天
[00:14:27.000 --> 00:14:31.000]  有一個作者叫楊肥
[00:14:31.000 --> 00:14:34.000]  是一個很暢銷寫書的作者
[00:14:34.000 --> 00:14:36.000]  Philip Yancey
[00:14:36.000 --> 00:14:38.000]  他說了一句很重要的話
[00:14:38.000 --> 00:14:42.000]  他說,耶穌來並非為苦難去辯解
[00:14:42.000 --> 00:14:45.000]  或者除去苦難
[00:14:45.000 --> 00:14:48.000]  有時當我們面對一個苦難的世代
[00:14:48.000 --> 00:14:50.000]  面對很多不同的處境的時候
[00:14:50.000 --> 00:14:53.000]  我們很容易問的一個問題就是
[00:14:53.000 --> 00:14:56.000]  為什麼要我去面對一個苦難?
[00:14:56.000 --> 00:14:59.000]  為什麼要讓我去面對當下的處境?
[00:14:59.000 --> 00:15:03.000]  或者你可不可以幫我去拯救這些苦難?
[00:15:03.000 --> 00:15:06.000]  我想這些感覺
[00:15:06.000 --> 00:15:10.000]  這些期望是人之常情
[00:15:10.000 --> 00:15:14.000]  或者有時我們根本找不到一個答案
[00:15:14.000 --> 00:15:19.000]  但當我們真正回到耶穌基督裡面的時候
[00:15:19.000 --> 00:15:23.000]  你所經歷的不是要找到一個苦難的答案
[00:15:23.000 --> 00:15:28.000]  而是要去經歷耶穌基督的同在
[00:15:28.000 --> 00:15:33.000]  所以他說,耶穌來並非為苦難辯解
[00:15:33.000 --> 00:15:35.000]  或者除去你的苦難
[00:15:35.000 --> 00:15:39.000]  祂來的是要以自己的臨在著滿去苦難
[00:15:39.000 --> 00:15:44.000]  祂來的是要與你同在
[00:15:44.000 --> 00:15:48.000]  與你去同走生命的困境
[00:15:48.000 --> 00:15:50.000]  有時我們苦難的時候
[00:15:50.000 --> 00:15:53.000]  我們經常問上帝你在哪裡?
[00:15:53.000 --> 00:15:55.000]  今天就要告訴他
[00:15:55.000 --> 00:15:57.000]  我就在當中
[00:15:57.000 --> 00:15:59.000]  當你願意的時候
[00:15:59.000 --> 00:16:04.000]  你就能夠經歷到一份我與你同在的安慰和平安
[00:16:04.000 --> 00:16:07.000]  各位兄弟姐妹,今天你願意嗎?
[00:16:07.000 --> 00:16:12.000]  在《鐵達羅尼加》後書第二章提醒我們
[00:16:12.000 --> 00:16:17.000]  他說,願我們的主耶穌基督自己和冷愛我們
[00:16:17.000 --> 00:16:24.000]  去印象一些永遠的安慰和美好的盼望賜給我們的父上
[00:16:24.000 --> 00:16:26.000]  安慰你們的心
[00:16:26.000 --> 00:16:30.000]  並且在一切善行和善言上要兼顧你們
[00:16:30.000 --> 00:16:33.000]  有三件很重要的事我們要留意
[00:16:33.000 --> 00:16:35.000]  耶穌基督很願意將那份安慰
[00:16:35.000 --> 00:16:39.000]  作為一份永遠的安慰和盼望
[00:16:39.000 --> 00:16:41.000]  擺在我們心中
[00:16:41.000 --> 00:16:44.000]  今天我們可以悲傷,我們可以難過
[00:16:44.000 --> 00:16:47.000]  但我們不能夠失去那份盼望
[00:16:47.000 --> 00:16:50.000]  我們如何能夠得到一份力量
[00:16:50.000 --> 00:16:52.000]  如何能夠得到盼望
[00:16:52.000 --> 00:16:54.000]  我們要在基督的裡面
[00:16:54.000 --> 00:16:57.000]  我們要經歷一份從他們而來的安慰
[00:16:57.000 --> 00:16:58.000]  另外更重要的是
[00:16:58.000 --> 00:17:01.000]  祂不是讓你經歷這份安慰
[00:17:01.000 --> 00:17:05.000]  他說,並且在一切善行、善言的裡面
[00:17:05.000 --> 00:17:06.000]  祂就要兼顧你
[00:17:06.000 --> 00:17:11.000]  言下之就是,當你經歷一份從上帝而來的安慰和盼望的時候
[00:17:11.000 --> 00:17:14.000]  是要用你的生命、用你的行為
[00:17:14.000 --> 00:17:17.000]  去祝福更多的人
[00:17:17.000 --> 00:17:20.000]  今天我們如何能夠將悲傷化為力量
[00:17:20.000 --> 00:17:23.000]  取決於今天的回應是甚麼
[00:17:23.000 --> 00:17:27.000]  當你能夠經歷一份從上帝而來的安慰的時候
[00:17:27.000 --> 00:17:31.000]  你就能夠得到一份力量來做甚麼
[00:17:31.000 --> 00:17:36.000]  祂就要讓你去安慰那些正在受苦的人
[00:17:38.000 --> 00:17:44.000]  弟子們,在這個世代裡面我們見到很多正在受苦的人
[00:17:44.000 --> 00:17:47.000]  無論有多少實際的需要
[00:17:47.000 --> 00:17:49.000]  或者心靈的需要
[00:17:49.000 --> 00:17:55.000]  今天我們如何看待這些同樣正在受苦的人
[00:17:55.000 --> 00:17:59.000]  所以引用了另一段經文,就是《約翰福音》第十一章
[00:17:59.000 --> 00:18:03.000]  就是拉撒路服務的一段經文
[00:18:03.000 --> 00:18:10.000]  當耶穌趕去想見馬尼亞和拉撒路的一家
[00:18:10.000 --> 00:18:14.000]  可能因為這些事情,他來晚了幾天
[00:18:14.000 --> 00:18:18.000]  來到的時候,拉撒路死了
[00:18:18.000 --> 00:18:22.000]  兩位的姐姐很憂傷、很難過
[00:18:22.000 --> 00:18:29.000]  在經文裡形容不單止拉撒路的奸人很難過
[00:18:29.000 --> 00:18:33.000]  在經文裡形容他是耶穌哭了
[00:18:33.000 --> 00:18:37.000]  我不知道如何理解耶穌哭了
[00:18:37.000 --> 00:18:41.000]  其實耶穌應該很清楚知道在稍後的時間
[00:18:41.000 --> 00:18:45.000]  祂就能夠將拉撒路起死回生
[00:18:45.000 --> 00:18:49.000]  祂明知道一定會這樣發生
[00:18:49.000 --> 00:18:52.000]  為甚麼祂仍然要哭了
[00:18:52.000 --> 00:18:56.000]  因為當下耶穌所看見的
[00:18:56.000 --> 00:19:00.000]  不只是看到接下來會發生甚麼事情
[00:19:00.000 --> 00:19:06.000]  祂是嘗試進入受苦的人的心情裡
[00:19:06.000 --> 00:19:13.000]  祂願意與同樣受苦、面對患難的人同哭
[00:19:13.000 --> 00:19:19.000]  耶穌基督的行動對你來說帶來甚麼啟迪
[00:19:19.000 --> 00:19:24.000]  今天當我們面對一個充滿患難的世代
[00:19:24.000 --> 00:19:27.000]  當耶穌說哀動的人有福
[00:19:27.000 --> 00:19:32.000]  我們為了自己的罪、為了世界的罪難過的時候
[00:19:32.000 --> 00:19:35.000]  我們願意悔改上帝的安慰就要臨到
[00:19:35.000 --> 00:19:40.000]  當你能夠經歷這份安慰,我們要做甚麼?
[00:19:40.000 --> 00:19:43.000]  當你帶著這份安慰的時候
[00:19:43.000 --> 00:19:49.000]  你就要同樣祝福這個世代同樣面對受苦的一群人
[00:19:49.000 --> 00:19:58.000]  我相信BNO讓人有機會去到英國
[00:19:58.000 --> 00:20:02.000]  或者有些渠道可以拿到公民的身分
[00:20:02.000 --> 00:20:05.000]  我相信不是甚麼新鮮的事情
[00:20:05.000 --> 00:20:08.000]  我相信很多朋友、大英姐妹都知道
[00:20:08.000 --> 00:20:14.000]  我相信身邊有很多人都已經在談論移民上的問題
[00:20:14.000 --> 00:20:18.000]  甚至有很多人說移民潮是97之後
[00:20:18.000 --> 00:20:21.000]  是第二個很大的移民潮
[00:20:21.000 --> 00:20:25.000]  很多人都會選擇在當中離開
[00:20:25.000 --> 00:20:31.000]  移民成為了今天我們經常談論的一個話題
[00:20:31.000 --> 00:20:36.000]  可能你自己都會去想,究竟你選擇留下
[00:20:36.000 --> 00:20:39.000]  還是你要選擇離開
[00:20:39.000 --> 00:20:41.000]  我們可以有很多不同的理解
[00:20:41.000 --> 00:20:43.000]  我們可能有不同的意見
[00:20:43.000 --> 00:20:48.000]  但無論你選擇留下還是離開
[00:20:48.000 --> 00:20:52.000]  這從來都不是一個對錯的問題
[00:20:52.000 --> 00:20:55.000]  我再說一次
[00:20:55.000 --> 00:20:58.000]  你選擇留下還是離開
[00:20:58.000 --> 00:21:02.000]  這從來都不是一個對錯的問題
[00:21:02.000 --> 00:21:08.000]  每個人都有選擇過更好生活的自由
[00:21:08.000 --> 00:21:12.000]  有一個免於恐懼的自由
[00:21:12.000 --> 00:21:17.000]  這份自由是每個人都應該去尊重
[00:21:17.000 --> 00:21:20.000]  我不知道你有沒有嘗試代入一些
[00:21:20.000 --> 00:21:25.000]  想移民的人或家庭的心境去看
[00:21:25.000 --> 00:21:28.000]  有時當我要選擇這件事的時候
[00:21:28.000 --> 00:21:31.000]  他們有時都感覺到很無奈
[00:21:31.000 --> 00:21:36.000]  可能他們對於未來的香港覺得沒甚麼信心
[00:21:36.000 --> 00:21:39.000]  無論今天選擇留下也好
[00:21:39.000 --> 00:21:41.000]  選擇移民也好
[00:21:41.000 --> 00:21:45.000]  或者我們都是帶著一個無奈的心情
[00:21:45.000 --> 00:21:48.000]  一個悲傷的心情
[00:21:48.000 --> 00:21:50.000]  當我們漢建達的姐妹
[00:21:50.000 --> 00:21:52.000]  最終選擇要離開的時候
[00:21:52.000 --> 00:21:59.000]  今天我們沒有權或資格去評論
[00:21:59.000 --> 00:22:02.000]  究竟這個選擇是對還是錯
[00:22:02.000 --> 00:22:04.000]  我們可以做的時候
[00:22:04.000 --> 00:22:06.000]  我們嘗試代入他們的處境
[00:22:06.000 --> 00:22:08.000]  代入他們的心情
[00:22:08.000 --> 00:22:11.000]  無論他做了甚麼選擇
[00:22:11.000 --> 00:22:15.000]  讓我們都帶著一個祝福的心
[00:22:15.000 --> 00:22:19.000]  今天我們的批評實在太多
[00:22:19.000 --> 00:22:24.000]  但與其在當中有這麼多批評的時候
[00:22:24.000 --> 00:22:28.000]  我們是否願意去選擇去祝福
[00:22:28.000 --> 00:22:31.000]  去祝福一些同樣都面對和話
[00:22:31.000 --> 00:22:34.000]  面對困難、面對處境的人
[00:22:34.000 --> 00:22:37.000]  就好像耶穌基督一樣
[00:22:37.000 --> 00:22:40.000]  他願意與哀哭的人同屋
[00:22:40.000 --> 00:22:41.000]  代入他們的處境
