
[00:00:00.000 --> 00:00:05.520]  在子林的分享中,我看到今天的題目是《亂世中的門徒群體》
[00:08:05.280 --> 00:08:06.480]  效法他們的信心
[00:08:06.480 --> 00:08:08.480]  回顧他為人的結果
[00:08:08.480 --> 00:08:10.080]  他就是告訴你
[00:08:10.080 --> 00:08:14.280]  為什麼耶穌基督是昨日今日一直到永遠都是一樣
[00:08:14.280 --> 00:08:16.480]  因為你的前人
[00:08:16.480 --> 00:08:18.680]  所經歷的年代
[00:08:18.680 --> 00:08:20.280]  所經歷的環境
[00:08:20.280 --> 00:08:22.480]  同樣都是充滿了挑戰
[00:08:22.480 --> 00:08:23.280]  困難
[00:08:23.280 --> 00:08:25.480]  甚至乎充滿了很多的和患
[00:08:25.480 --> 00:08:28.080]  在他們同樣艱難的日子
[00:08:28.080 --> 00:08:30.680]  他將這個道交給你的時候
[00:08:31.880 --> 00:08:35.480]  他都能夠憑著信心的一一去面對
[00:08:35.480 --> 00:08:41.280]  今天同樣你面對當下的困難和挑戰的時間
[00:08:41.280 --> 00:08:46.080]  你都同樣在當中依靠這一顆最單純的信心
[00:08:46.080 --> 00:08:47.480]  真的能夠去面對
[00:08:47.480 --> 00:08:50.680]  我們經常都說我們今天身處亂世
[00:08:50.680 --> 00:08:52.080]  但是很想告訴大家
[00:08:52.080 --> 00:08:54.280]  其實你覺得今天亂
[00:08:54.280 --> 00:08:58.280]  以前的人都同樣覺得他們那段的年代都是亂
[00:08:58.280 --> 00:08:58.680]  是不是
[00:08:58.680 --> 00:09:01.480]  不要說二次世界大戰那些了
[00:09:02.280 --> 00:09:05.880]  之前九七金融海嘯金融風暴
[00:09:05.880 --> 00:09:08.880]  沙士的年代
[00:09:08.880 --> 00:09:12.880]  同樣都是充滿了很多挑戰混亂的時間
[00:09:12.880 --> 00:09:14.880]  以前的人
[00:09:14.880 --> 00:09:17.680]  今日的人都是同樣面對著這個亂世
[00:09:17.680 --> 00:09:19.280]  或者再遠一些舊弱的人
[00:09:19.280 --> 00:09:20.080]  新弱的人
[00:09:20.080 --> 00:09:21.280]  在他的環境裏面
[00:09:21.280 --> 00:09:23.480]  他都同樣面對著這個亂世的情況
[00:09:23.480 --> 00:09:27.280]  但是今天我們怎樣能夠藉著他過去的經驗
[00:09:27.280 --> 00:09:28.480]  他的經歷
[00:09:28.880 --> 00:09:31.480]  我們處身我們今天的年代裏面
[00:09:31.480 --> 00:09:33.680]  我們憑著什麼
[00:09:33.680 --> 00:09:35.680]  能夠一一去面對得到
[00:09:35.680 --> 00:09:40.680]  今天很想透過三個人物讓我們看一看
[00:09:40.680 --> 00:09:43.080]  究竟在他們的亂世裏面
[00:09:43.080 --> 00:09:46.680]  究竟怎樣去活出一個門徒群體
[00:09:46.680 --> 00:09:48.480]  應該有的使命感
[00:09:48.480 --> 00:09:51.080]  第一個很想和大家說一說
[00:09:51.080 --> 00:09:52.480]  知不知道這個人物是誰
[00:09:52.480 --> 00:09:57.080]  聖經問答比賽
[00:09:58.080 --> 00:10:01.080]  羅騰樹下的那個位
[00:10:01.080 --> 00:10:03.080]  以利亞沒錯
[00:10:03.080 --> 00:10:04.080]  以利亞是誰
[00:10:04.080 --> 00:10:07.080]  以利亞曾經都很威風過
[00:10:07.080 --> 00:10:11.080]  他在加密山上大戰幾百個巴力的先知
[00:10:11.080 --> 00:10:13.080]  然後呼求耶和華
[00:10:13.080 --> 00:10:16.080]  因為他們每人都搭了一個壇
[00:10:16.080 --> 00:10:17.080]  呼求上帝
[00:10:17.080 --> 00:10:21.080]  誰能夠將火從天上燒掉那個壇的時間
[00:10:21.080 --> 00:10:24.080]  他就能夠成為得勝的那個位
[00:10:25.080 --> 00:10:27.080]  以利亞慌死自己
[00:10:27.080 --> 00:10:30.080]  神不夠勁還要淋水在那個祭壇上
[00:10:30.080 --> 00:10:33.080]  結果火從天降燒到那個祭壇裏面
[00:10:33.080 --> 00:10:34.080]  一燒就著散
[00:10:34.080 --> 00:10:36.080]  那些巴力的先知又割自己
[00:10:36.080 --> 00:10:38.080]  又做一些千奇百怪的事
[00:10:38.080 --> 00:10:40.080]  都沒有任何的環境
[00:10:40.080 --> 00:10:43.080]  有任何的跡象在當中出現
[00:10:43.080 --> 00:10:46.080]  結果當然是以利亞大禍全盛
[00:10:46.080 --> 00:10:48.080]  甚至擊殺那幾百個巴力先知
[00:10:48.080 --> 00:10:50.080]  在以色列的歷史裏面
[00:10:50.080 --> 00:10:53.080]  一個非常顯赫的時刻
[00:10:54.080 --> 00:10:58.080]  但是同樣他都有面對生命艱難的時間
[00:10:58.080 --> 00:11:02.080]  因為這個消息去到皇后耶洗別的時候
[00:11:02.080 --> 00:11:05.080]  耶洗別就派人要去追殺他
[00:11:05.080 --> 00:11:11.080]  結果他就面對人生裏面最困局的時間
[00:11:11.080 --> 00:11:13.080]  第一節我不知道你有沒有
[00:11:13.080 --> 00:11:14.080]  有時都想想你自己的生命
[00:11:14.080 --> 00:11:16.080]  或者今時在在當中
[00:11:16.080 --> 00:11:17.080]  每個第一節都相信
[00:11:17.080 --> 00:11:19.080]  都很可能會有一個很一段的日子
[00:11:19.080 --> 00:11:21.080]  你怎樣去看你今天的狀態
[00:11:21.080 --> 00:11:24.080]  這裏說累了就休息
[00:11:24.080 --> 00:11:26.080]  你累不累呀
[00:11:26.080 --> 00:11:28.080]  你覺不覺得疲倦呀
[00:11:28.080 --> 00:11:30.080]  疲倦不是你現在很累
[00:11:30.080 --> 00:11:34.080]  你有沒有想想可能你初信著那一刻
[00:11:34.080 --> 00:11:36.080]  可能我心裏面很火熱
[00:11:36.080 --> 00:11:37.080]  要為上帝做某些事
[00:11:37.080 --> 00:11:39.080]  和大家姐妹一齊出來的侍奉
[00:11:39.080 --> 00:11:41.080]  嘩 多麼的雀躍
[00:11:41.080 --> 00:11:42.080]  今天呢
[00:11:42.080 --> 00:11:46.080]  會不會這個心已經冷淡了
[00:11:46.080 --> 00:11:48.080]  或者甚至說不要搞那麼多事
[00:11:48.080 --> 00:11:51.080]  我肯回來陪靈會已經是這樣了
[00:11:51.080 --> 00:11:53.080]  你還想我怎樣
[00:11:53.080 --> 00:11:55.080]  我不需要你舉手
[00:11:55.080 --> 00:11:58.080]  告訴我你今天覺得身心靈不是很累
[00:11:58.080 --> 00:12:00.080]  不過你很簡單告訴我
[00:12:00.080 --> 00:12:02.080]  你今晚累不累
[00:12:02.080 --> 00:12:10.080]  這個累可能是外在的環境帶給大家
[00:12:10.080 --> 00:12:12.080]  很多時候告訴你
[00:12:12.080 --> 00:12:14.080]  經歷了幾年的疫情裏面
[00:12:14.080 --> 00:12:15.080]  之前社會事件
[00:12:15.080 --> 00:12:17.080]  現在移民潮的衝擊裏面
[00:12:17.080 --> 00:12:20.080]  影響我們怎樣看信仰
[00:12:20.080 --> 00:12:22.080]  以前曾經很火熱過的
[00:12:22.080 --> 00:12:24.080]  今時今日好像冷淡了
[00:12:24.080 --> 00:12:26.080]  就正如以利亞記一樣
[00:12:26.080 --> 00:12:28.080]  嘩 多麼的風光
[00:12:28.080 --> 00:12:32.080]  一人大戰幾百個巴力的先知
[00:12:32.080 --> 00:12:33.080]  還要贏
[00:12:33.080 --> 00:12:38.080]  在他侍奉的人生裏面最高峰的時間
[00:12:38.080 --> 00:12:41.080]  但今天呢
[00:12:41.080 --> 00:12:44.080]  去到一個要被追殺
[00:12:44.080 --> 00:12:46.080]  走投無路的時間
[00:12:47.080 --> 00:12:49.080]  當他去到走投無路的時候
[00:12:49.080 --> 00:12:50.080]  那怎麼辦
[00:12:50.080 --> 00:12:53.080]  他就去到一顆羅藤樹下
[00:12:53.080 --> 00:12:55.080]  想著尋死
[00:12:55.080 --> 00:12:58.080]  想著躺平
[00:12:58.080 --> 00:13:03.080]  但上帝沒有逼他
[00:13:03.080 --> 00:13:06.080]  上帝不是稱他身為
[00:13:06.080 --> 00:13:08.080]  這麼沒用的起身
[00:13:08.080 --> 00:13:10.080]  他沒有
[00:13:10.080 --> 00:13:12.080]  上帝讓他睡覺
[00:13:12.080 --> 00:13:14.080]  讓他休息
[00:13:15.080 --> 00:13:16.080]  讓他休息
[00:13:16.080 --> 00:13:19.080]  當我們面對人生裏面
[00:13:19.080 --> 00:13:21.080]  很多很多不同的經歷的時間
[00:13:21.080 --> 00:13:23.080]  無論這個世界
[00:13:23.080 --> 00:13:25.080]  害在客觀的環境
[00:13:25.080 --> 00:13:28.080]  或者你自己個人生命的遭遇
[00:13:28.080 --> 00:13:31.080]  或許有時候我們都要去
[00:13:31.080 --> 00:13:32.080]  停一停
[00:13:32.080 --> 00:13:33.080]  還有
[00:13:33.080 --> 00:13:34.080]  投一投
[00:13:34.080 --> 00:13:37.080]  這個停這個投不是躺平
[00:13:37.080 --> 00:13:39.080]  不是放棄自己
[00:13:39.080 --> 00:13:42.080]  累了要休息
[00:13:43.080 --> 00:13:46.080]  是為了要走近遠的路
[00:13:46.080 --> 00:13:50.080]  讓我們有時候能夠安靜
[00:13:50.080 --> 00:13:52.080]  休息在上帝的裏面
[00:13:52.080 --> 00:13:56.080]  因為要走近遠的路
[00:13:56.080 --> 00:13:59.080]  你看以利亞的生命都是一樣
[00:13:59.080 --> 00:14:02.080]  他就是正正能夠有這幾天的休息
[00:14:02.080 --> 00:14:05.080]  結果他就透過這幾天的休息
[00:14:05.080 --> 00:14:08.080]  還要走四十周夜
[00:14:08.080 --> 00:14:12.080]  大家有時候不要太過高估自己
[00:14:13.080 --> 00:14:15.080]  不要覺得自己是一個超人
[00:14:15.080 --> 00:14:18.080]  或者要去休息是一個懦弱的表現
[00:14:18.080 --> 00:14:23.080]  人生命有時候都要進入一個休息的時間
[00:14:23.080 --> 00:14:26.080]  讓我們能夠重新思考
[00:14:26.080 --> 00:14:30.080]  究竟今天我們要走的是一條什麼路
[00:14:30.080 --> 00:14:38.080]  有一個症狀叫做資訊疲勞綜合症
[00:14:38.080 --> 00:14:40.080]  這個症狀是什麼呢
[00:14:40.080 --> 00:14:43.080]  就是因為我們現在太過方便
[00:14:43.080 --> 00:14:46.080]  你所有的資訊都是來自你的手機
[00:14:46.080 --> 00:14:48.080]  但有時候當你能夠
[00:14:48.080 --> 00:14:51.080]  這些大量的海量的訊息的時候
[00:14:51.080 --> 00:14:54.080]  是會令到人精神很疲乏
[00:14:54.080 --> 00:14:56.080]  很困厥
[00:14:56.080 --> 00:14:58.080]  我都知道今時今日的手機
[00:14:58.080 --> 00:15:00.080]  有時候比你的錢包還重要
[00:15:00.080 --> 00:15:03.080]  你不帶手機出門的時候
[00:15:03.080 --> 00:15:05.080]  你會不會覺得很不自在
[00:15:05.080 --> 00:15:07.080]  你可能會覺得很不自在
[00:15:07.080 --> 00:15:09.080]  因為我們太過依賴手機
[00:15:09.080 --> 00:15:11.080]  但我鼓勵你
[00:15:11.080 --> 00:15:13.080]  如果你有一個這樣的機會
[00:15:13.080 --> 00:15:15.080]  或者你試試用半天的時間
[00:15:15.080 --> 00:15:17.080]  你試試關掉你的手機
[00:15:17.080 --> 00:15:21.080]  讓你真正去享受一個休息
[00:15:21.080 --> 00:15:23.080]  或者安靜的時間
[00:15:23.080 --> 00:15:25.080]  可能在你的生命裏面
[00:15:25.080 --> 00:15:28.080]  會帶來一個不一樣的體會
[00:15:28.080 --> 00:15:33.080]  有時候這些訊息是不斷地轟炸著你自己
[00:15:33.080 --> 00:15:37.080]  無論是一些你覺得是工作上的東西也好
[00:15:37.080 --> 00:15:41.080]  甚至乎是你自己要調整一下手機的東西也好
[00:15:41.080 --> 00:15:45.080]  但當你有機會能夠放下
[00:15:45.080 --> 00:15:48.080]  甚至乎你能夠去退休去安靜
[00:15:48.080 --> 00:15:50.080]  走進大自然的環境當中
[00:15:50.080 --> 00:15:54.080]  是要讓你的生命重新有一個refresh的機會
[00:15:54.080 --> 00:15:58.080]  或者這些是過去我們很少做的事
[00:15:58.080 --> 00:16:01.080]  特別當你今天真的感覺到
[00:16:01.080 --> 00:16:04.080]  身心靈都很疲乏很困厥的時間
[00:16:04.080 --> 00:16:07.080]  我們也要進入一個這樣的場景裏
[00:16:07.080 --> 00:16:11.080]  去安靜在上帝的裏面
[00:16:11.080 --> 00:16:15.080]  去聽一聽上帝在你生命當中的聲音
[00:16:15.080 --> 00:16:21.080]  你看到整個以利亞在羅騰樹下的經歷很有趣
[00:16:21.080 --> 00:16:25.080]  整個的文樂的鋪排
[00:16:25.080 --> 00:16:30.080]  是當他休息重新得力再上路的時間
[00:16:30.080 --> 00:16:35.080]  去讓自己在一個很嘈雜的環境裏
[00:16:35.080 --> 00:16:41.080]  他仍然能聽得見上帝的聲音
[00:16:41.080 --> 00:16:45.080]  我不知道你怎樣看這一刻的人生
[00:16:45.080 --> 00:16:47.080]  無論外在亂世的環境
[00:16:47.080 --> 00:16:51.080]  或者你自己內在生命裏很嘈雜的聲音
[00:16:51.080 --> 00:16:54.080]  當你願意能夠安靜在上帝面前
[00:16:54.080 --> 00:16:58.080]  你會聽到那微笑的聲音
[00:16:58.080 --> 00:17:00.080]  聲音裏面覺得很清楚
[00:17:00.080 --> 00:17:02.080]  有輕微細小的聲音
[00:17:02.080 --> 00:17:05.080]  以利亞聽得見
[00:17:05.080 --> 00:17:07.080]  你看到有一個很大的對比
[00:17:07.080 --> 00:17:13.080]  又說有大風又有火又山崩石裂又地震
[00:17:13.080 --> 00:17:15.080]  你想像下一個甚麼樣的環境
[00:17:15.080 --> 00:17:17.080]  嘈到不得了的環境
[00:17:17.080 --> 00:17:20.080]  有時就好像我們現在所面對的環境裏
[00:17:20.080 --> 00:17:22.080]  混亂到不堪
[00:17:24.080 --> 00:17:28.080]  但你能夠去享受內在的安靜
[00:17:28.080 --> 00:17:30.080]  因為這些外在的環境
[00:17:30.080 --> 00:17:34.080]  不再能夠去動搖你
[00:17:34.080 --> 00:17:36.080]  就正如以利亞一樣
[00:17:36.080 --> 00:17:38.080]  那微小的聲音
[00:17:38.080 --> 00:17:40.080]  他聽得見
[00:17:40.080 --> 00:17:44.080]  頂姐妹你在這個混亂的環境裏
[00:17:44.080 --> 00:17:48.080]  你聽得見上帝在你生命裏的聲音嗎
[00:17:48.080 --> 00:17:52.080]  當他能夠聽見上帝的聲音
[00:17:52.080 --> 00:17:56.080]  他就能看見原來上帝在他的生命裏
[00:17:56.080 --> 00:18:00.080]  原來早已預備了很多很多的東西
[00:18:00.080 --> 00:18:04.080]  以利亞覺得很沮喪的其中一個原因
[00:18:04.080 --> 00:18:06.080]  就是因為他覺得孤單
[00:18:06.080 --> 00:18:08.080]  他覺得自己單獨一人
[00:18:08.080 --> 00:18:10.080]  自己一個人去作戰
[00:18:10.080 --> 00:18:13.080]  但原來上帝為他預備了甚麼
[00:18:13.080 --> 00:18:17.080]  他為他預備了以利沙
