
[00:00:00.000 --> 00:00:06.400]  (敲打)
[00:01:40.600 --> 00:01:43.200]  可能曾經都有啲忙碌到爆嘅日子
[00:01:43.200 --> 00:01:47.200]  今日嘅禱文都會繼續去對我哋更生我哋嘅說話
[00:01:47.200 --> 00:01:57.200]  我今日會分享大約三個上帝用主禱文親自對我的說話 更生
[00:01:57.200 --> 00:01:58.600]  都同大家分享
[00:01:58.600 --> 00:02:02.800]  我經文係《馬太福音》6章9至15節
[00:02:02.800 --> 00:02:05.400]  上兩個星期前 如果你有印象
[00:02:05.400 --> 00:02:09.200]  Jimmy 好似已經講過呢篇訊息
[00:02:09.200 --> 00:02:12.800]  即係佢係講主禱文嘅上半部分
[00:02:12.800 --> 00:02:17.000]  今日我都會再同大家重溫一下 同埋補充返少少
[00:02:17.000 --> 00:02:20.200]  幫我哋去理解主禱文
[00:02:20.200 --> 00:02:28.200]  首先《馬太福音》嘅主題引導我哋圍繞住一個方向去讀
[00:02:28.200 --> 00:02:34.600]  引導我哋去圍繞住君王降臨
[00:02:34.600 --> 00:02:38.200]  然後實現天國嘅一個主題
[00:02:38.200 --> 00:02:42.000]  呢個係成個《馬太福音》個concept
[00:02:42.000 --> 00:02:46.000]  今日要睇嗰個部分 俾大家睇
[00:02:46.000 --> 00:02:51.200]  有個經文結構 呢個就係成個《馬太福音》經卷嘅結構
[00:02:51.200 --> 00:02:54.600]  而我哋今日睇嗰個位就係我頭先呢度有啲蒙
[00:02:54.600 --> 00:02:58.600]  就係呢一個登山部分 然之後天國嘅生活模式
[00:02:58.600 --> 00:03:04.800]  成個部分 如果你得閒打開聖經睇就會見到
[00:03:04.800 --> 00:03:07.400]  佢係由第五章去到第七章
[00:03:07.400 --> 00:03:12.600]  就係講緊耶穌喺山上面教導一班門徒嘅位置
[00:03:12.600 --> 00:03:16.000]  成個第五章到第七章都係耶穌嘅教導
[00:03:16.000 --> 00:03:18.400]  內容就係呢度講咗
[00:03:18.400 --> 00:03:23.800]  教緊我哋人喺天國生活嘅模式
[00:03:23.800 --> 00:03:27.600]  好玩嘅地方就係呢個主討文
[00:03:27.600 --> 00:03:33.200]  佢成個五至到七節嘅教導入面
[00:03:33.200 --> 00:03:37.400]  佢唯一一個係一個主動嘅經文
[00:03:37.400 --> 00:03:42.800]  成個五至七章 耶穌都係講啲你唔可以做啲乜嘢
[00:03:42.800 --> 00:03:47.000]  但係唯獨主討文佢係好清晰咁講我哋點樣祈禱
[00:03:47.000 --> 00:03:50.000]  並且係一字一句咁樣去教導
[00:03:50.000 --> 00:03:51.800]  好仔細咁教導我哋祈禱
[00:03:51.800 --> 00:03:57.800]  所以我就覺得主討文原來好似一首回應詩
[00:03:57.800 --> 00:04:03.800]  好似我哋聽完耶穌一大堆嘅教導
[00:04:03.800 --> 00:04:07.600]  然後呢個回應詩就俾我哋去默想嗰啲嘅教導
[00:04:07.600 --> 00:04:11.800]  成個主討文佢就係成個登山補訓嘅回應詩
[00:04:11.800 --> 00:04:17.800]  我哋就藉住個討文帶我哋返返去天國嘅生活模式
[00:04:17.800 --> 00:04:20.200]  所以一陣間我哋都會調返轉
[00:04:20.200 --> 00:04:22.800]  我哋去解釋經文閱讀主討文嘅時候
[00:04:22.800 --> 00:04:28.000]  我哋都會用五至七節嘅呢一段嘅經文去解釋
[00:04:28.000 --> 00:04:31.000]  呢個就係第一樣我哋要捉到嘅背景
[00:04:31.000 --> 00:04:34.400]  第二樣捉到嘅背景就係嗰個我哋縮窄返個範圍
[00:04:34.400 --> 00:04:37.000]  就係馬太福音嘅開始
[00:04:37.000 --> 00:04:40.600]  馬太福音佢個開始就講咗三
[00:04:40.600 --> 00:04:45.800]  即係佢個五章嘅開始就係圍繞住猶太人有三個宗教嘅行為
[00:04:45.800 --> 00:04:48.600]  一個就係施捨一個禱告一個禁食
[00:04:48.600 --> 00:04:50.400]  禱告就係我哋今日睇呢個
[00:04:50.400 --> 00:04:55.200]  而耶穌佢強調呢三個行為入面都有一個重點嘅同一個重點
[00:04:55.200 --> 00:04:59.400]  就係唔應該喺人哋面前去做呢一樣嘢
[00:04:59.400 --> 00:05:06.400]  而應該係一個喺一個隱密嘅狀態下面去同上帝去進行嘅呢樣嘢
[00:05:06.400 --> 00:05:08.800]  所以佢三個經文都會講
[00:05:08.800 --> 00:05:12.600]  富在隱秘中去察看必賞然理
[00:05:12.600 --> 00:05:15.200]  即係三個行為都係咁樣嘅教導
[00:05:15.200 --> 00:05:20.200]  所以呢個都係令到我哋知道我哋閱讀嗰個主討文嘅concept
[00:05:20.200 --> 00:05:24.400]  係一個好個人嘅一個狀態嚟嘅
[00:05:24.400 --> 00:05:27.400]  即係我哋去用主討文去祈禱
[00:05:27.400 --> 00:05:32.000]  係一個我哋個人同埋上帝靈性之間嘅一個交流嘅時間
[00:05:32.000 --> 00:05:36.000]  然之後喺呢個好隱密嘅時間空間入面
[00:05:36.000 --> 00:05:38.200]  我哋專注返上帝
[00:05:38.200 --> 00:05:41.000]  咁就係嗰個祈禱嘅重點
[00:05:41.000 --> 00:05:43.400]  即係開始嘅重點
[00:05:43.400 --> 00:05:48.200]  咁我哋就根據住呢兩個背景我哋去睇下邊個經文
[00:05:48.200 --> 00:05:51.400]  第一個就係虛己倚靠
[00:05:51.400 --> 00:05:54.200]  咁我覺得呢段經文我咁樣分咗段嘅
[00:05:54.200 --> 00:05:57.200]  第一part就係呢一個
[00:05:57.200 --> 00:06:00.800]  我們在天上的父願人都尊你的名為聖
[00:06:00.800 --> 00:06:04.400]  咁呢一段經文呢我就有一個上帝對我嘅提醒
[00:06:04.400 --> 00:06:09.200]  就係虔誠嘅人呢冇辦法榮耀到上帝
[00:06:09.200 --> 00:06:12.800]  反而虛己嘅人先至可以
[00:06:12.800 --> 00:06:16.800]  咁首先我哋解咗天上嘅父點解先啦
[00:06:16.800 --> 00:06:20.200]  耶穌第一句教導我哋呼求嘅對象我哋天上嘅父
[00:06:20.200 --> 00:06:22.800]  係一個唔知大家覺得點啦
[00:06:22.800 --> 00:06:27.000]  係一個好似實際上呢係有啲距離嘅天上的父
[00:06:27.000 --> 00:06:29.800]  咁但係呢喺個關係上我哋又會叫父
[00:06:29.800 --> 00:06:32.600]  所以係又好似一個好親密嘅距離
[00:06:32.600 --> 00:06:34.200]  咁所以呢呢個
[00:06:34.200 --> 00:06:38.200]  淨係呢一句說話已經好值得我哋去帶動我哋去默想
[00:06:38.200 --> 00:06:39.600]  咁而呢個稱呼呢
[00:06:39.600 --> 00:06:42.000]  佢係有唔同嘅解釋嘅
[00:06:42.000 --> 00:06:44.800]  呢一堆呢都係我搵返嚟嘅
[00:06:44.800 --> 00:06:46.400]  即係佢可能可以理解做
[00:06:46.400 --> 00:06:49.400]  我哋在天上的父可以理解做萬有嘅父
[00:06:49.400 --> 00:06:52.200]  萬有創造嘅創造者
[00:06:52.200 --> 00:06:54.000]  被揀選之民嘅父
[00:06:54.000 --> 00:06:56.600]  我哋歷代信徒嘅父
[00:06:56.600 --> 00:06:59.000]  亦都係耶穌基督嘅父
[00:06:59.000 --> 00:07:03.000]  我哋呼求呢個對象我哋在天上嘅父嘅時候
[00:07:03.000 --> 00:07:04.600]  好似好有距離
[00:07:04.600 --> 00:07:08.000]  但係又好似身邊充滿住佢嘅足跡
[00:07:08.000 --> 00:07:10.000]  即係佢嘅創造入面
[00:07:10.000 --> 00:07:13.200]  即使我哋唔熟識我哋嘅天父
[00:07:13.200 --> 00:07:16.800]  但係佢都好似好理解好了解我哋咁
[00:07:16.800 --> 00:07:18.400]  而呢個稱呼呢
[00:07:18.400 --> 00:07:20.200]  係想畀大家去參考
[00:07:20.200 --> 00:07:23.000]  我哋究竟會點樣去認知我哋嘅天父呢
[00:07:23.000 --> 00:07:26.800]  可能呢樣嘢反映緊我哋嘅信仰嘅狀態
[00:07:26.800 --> 00:07:28.400]  或者我哋會覺得點
[00:07:28.400 --> 00:07:31.200]  當我哋如果察覺到上帝係越偉大
[00:07:31.200 --> 00:07:33.200]  越高高在上嘅話
[00:07:33.200 --> 00:07:36.000]  可能我哋就會更加對上帝敬畏
[00:07:36.000 --> 00:07:38.800]  而我哋對信仰嗰個追求
[00:07:38.800 --> 00:07:40.800]  我哋就會更加嚴謹
[00:07:40.800 --> 00:07:42.600]  或者調返轉
[00:07:42.600 --> 00:07:46.200]  如果我哋覺得上帝好親近好親切嘅話
[00:07:46.200 --> 00:07:49.200]  咁我哋就會越體會到天父對我哋嘅愛
[00:07:49.200 --> 00:07:51.200]  好多嘢我哋會感恩
[00:07:51.200 --> 00:07:55.400]  然後我哋嘅信仰可能都會更加著重彼此相愛
[00:07:55.400 --> 00:07:59.400]  或者係點樣同上帝同人之間嘅愛
[00:07:59.400 --> 00:08:01.400]  咁呢個就係畀我哋一句
[00:08:01.400 --> 00:08:04.200]  天上的父已經可以解咁多嘢出嚟
[00:08:04.200 --> 00:08:06.200]  咁我哋繼續落啦
[00:08:06.200 --> 00:08:14.600]  好 第二句 尊你名為性
[00:08:14.600 --> 00:08:17.200]  咁我發現尊你名為性入面
[00:08:17.200 --> 00:08:19.000]  我哋有一個可能嘅誤解
[00:08:19.000 --> 00:08:21.000]  中文上面會有啲偏差
[00:08:21.000 --> 00:08:23.000]  呢句說話就好似變咗做
[00:08:23.000 --> 00:08:26.000]  我哋人人都可以尊崇我哋嘅上帝
[00:08:26.000 --> 00:08:27.600]  但係如果我哋咁樣解經
[00:08:27.600 --> 00:08:31.000]  我就會當咗呢個經文好似係一個我哋行動嘅目標
[00:08:31.000 --> 00:08:32.400]  我哋要做一啲嘢
[00:08:32.400 --> 00:08:35.200]  然後去推崇上帝嘅性命
[00:08:35.200 --> 00:08:39.000]  但係原文上面講嘅尊名為性嘅意思
[00:08:39.000 --> 00:08:42.600]  其實係講緊上帝本身就係一個性結
[00:08:42.600 --> 00:08:45.000]  本身就係值得被尊敬
[00:08:45.000 --> 00:08:49.000]  而我哋回應上帝尊崇嘅方向
[00:08:49.000 --> 00:08:53.000]  就係我哋個人上面去效忠侍奉上帝
[00:08:53.000 --> 00:08:56.800]  而唔係我哋要去推崇 推上帝出嚟
[00:08:56.800 --> 00:08:58.600]  唔似係追偶像咁樣
[00:08:58.600 --> 00:09:01.000]  我推的孩子咁樣 推一個偶像出嚟
[00:09:01.000 --> 00:09:02.600]  就唔係咁樣啦
[00:09:02.600 --> 00:09:05.000]  咁我哋以為我哋要做啲乜嘢
[00:09:05.000 --> 00:09:07.000]  先至可以推崇上帝
[00:09:07.000 --> 00:09:08.200]  咁我哋就要認清
[00:09:08.200 --> 00:09:12.200]  其實上帝佢嘅性結係佢自己嘅本質
[00:09:12.200 --> 00:09:14.600]  而唔需要我哋去推做啲乜嘢
[00:09:14.600 --> 00:09:16.000]  咁樣去榮耀上帝
[00:09:16.000 --> 00:09:20.400]  即係上帝嘅神聖榮耀唔係人推出嚟嘅
[00:09:20.400 --> 00:09:24.600]  而係來自我哋嘅創造主本身
[00:09:24.600 --> 00:09:27.400]  然後當我哋見到佢敬畏佢嘅時候
[00:09:27.400 --> 00:09:30.400]  自自然然佢就吸引我哋去敬拜佢
[00:09:30.400 --> 00:09:32.400]  如果有啲嘢係需要人推出嚟嘅呢
[00:09:32.400 --> 00:09:33.600]  嗰啲係偶像
[00:09:33.600 --> 00:09:35.400]  咁想敬拜上帝嘅話
[00:09:35.400 --> 00:09:38.400]  我哋就應該要注視返我哋自己對上帝嘅敬畏
[00:09:38.400 --> 00:09:42.000]  唔好以為自己要去做啲乜嘢去推佢上帝
[00:09:42.000 --> 00:09:43.600]  呢個係我對我哋嘅提醒
[00:09:43.600 --> 00:09:45.600]  對我自己嘅提醒嚟嘅
[00:09:45.600 --> 00:09:49.400]  我體會到原來可能謙卑敬拜
[00:09:49.400 --> 00:09:51.200]  即係到我而家呢個階段
[00:09:51.200 --> 00:09:53.600]  大家見我敬拜咗好多時間
[00:09:53.600 --> 00:09:58.200]  我估謙卑敬拜係一個進程嚟嘅
[00:09:58.200 --> 00:10:00.200]  要慢慢繼續謙卑落去
[00:10:00.200 --> 00:10:01.800]  唔係一時一刻
[00:10:01.800 --> 00:10:03.000]  作為一個敬拜者
[00:10:03.000 --> 00:10:07.000]  我理性上面當然清楚謙卑敬拜嘅重要性
[00:10:07.000 --> 00:10:09.000]  但係不過又要坦誠同大家講
[00:10:09.000 --> 00:10:11.000]  我嘅生命又唔係咁經歷
[00:10:11.000 --> 00:10:15.600]  敬拜同埋音樂其實係我自己生命上面成日嘅掙扎嚟嘅
[00:10:15.600 --> 00:10:19.600]  有段時間我覺得音樂嘅演繹好重要
[00:10:19.600 --> 00:10:21.600]  反映緊我點樣敬拜
[00:10:21.600 --> 00:10:24.600]  然後俾弟兄姊妹感受到上帝
[00:10:24.600 --> 00:10:27.600]  我著重花咗好多時間喺音樂嘅演繹上面
[00:10:27.600 --> 00:10:29.600]  好希望弟兄姊妹投入到
[00:10:29.600 --> 00:10:31.600]  但係去到有一次
[00:10:31.600 --> 00:10:33.600]  好深刻嗰個敬拜
[00:10:33.600 --> 00:10:35.600]  大家好投入
[00:10:35.600 --> 00:10:37.200]  直到呢個敬拜結束
[00:10:37.200 --> 00:10:38.400]  甚至有人都讚我
[00:10:38.400 --> 00:10:40.400]  你彈得幾好呀
[00:10:40.400 --> 00:10:41.400]  但係呢
[00:10:41.400 --> 00:10:44.400]  我就係覺得內心入面好自責
[00:10:44.400 --> 00:10:47.400]  我意識到我自己大嘅敬拜
[00:10:47.400 --> 00:10:48.400]  大家好敬拜
[00:10:48.400 --> 00:10:52.400]  但係我嘅內心對上帝嘅敬拜嘅心係唔一致
[00:10:52.400 --> 00:10:55.400]  即使大家
[00:10:55.400 --> 00:10:59.400]  即係我覺得感謝主嘅上帝都需要使用嗰一次嘅崇拜
[00:10:59.400 --> 00:11:00.400]  嗰一次嘅敬拜
[00:11:00.400 --> 00:11:02.400]  但係我發現自己原來呢
[00:11:02.400 --> 00:11:04.400]  顧住啲音樂
[00:11:04.400 --> 00:11:07.400]  而冇去好好咁樣敬拜上帝
[00:11:07.400 --> 00:11:11.400]  原來敬拜入面係可以只係得榮耀
[00:11:11.400 --> 00:11:13.400]  但係冇上帝
[00:11:13.400 --> 00:11:15.400]  呢個就係震撼咗我啦
[00:11:15.400 --> 00:11:16.400]  我醒覺到
[00:11:16.400 --> 00:11:17.400]  我成日口講
[00:11:17.400 --> 00:11:20.400]  頭先講聖哉聖哉聖哉
[00:11:20.400 --> 00:11:22.400]  我哋講嘅聖哉聖哉嘅時候
[00:11:22.400 --> 00:11:25.400]  係咪敬拜緊上帝呢
[00:11:25.400 --> 00:11:28.400]  但係當然上帝仍然用我啦
[00:11:28.400 --> 00:11:30.400]  所以當我嗰一刻係反省
[00:11:30.400 --> 00:11:33.400]  當我去承認自己軟弱嘅時候
[00:11:33.400 --> 00:11:38.400]  我發現嗰一刻先至係真正敬拜緊我哋嘅上帝
[00:11:38.400 --> 00:11:42.400]  所以第一段畀大家去get嘅嘢
[00:11:42.400 --> 00:11:46.400]  即係畀大家一齊參考下學習嘅嘢就係呢
[00:11:46.400 --> 00:11:50.400]  我哋要調整返自己同上帝之間嘅身份關係
[00:11:50.400 --> 00:11:53.400]  究竟上帝係你身邊係軟定近呢
[00:11:53.400 --> 00:11:56.400]  究竟佢係高定低呢
[00:11:56.400 --> 00:11:58.400]  咁依靠上帝呢
[00:11:58.400 --> 00:12:04.400]  依靠上帝未必係軟弱嘅時候先依靠上帝
[00:12:04.400 --> 00:12:06.400]  有時反而你越覺得自己有能力
[00:12:06.400 --> 00:12:07.400]  我做到好多嘢
[00:12:07.400 --> 00:12:10.400]  我生活上好多嘢靠自己做到嘅時候
[00:12:10.400 --> 00:12:12.400]  我哋更加要敬畏上帝
[00:12:12.400 --> 00:12:16.400]  我哋更加要虛己同埋依靠返上帝
[00:12:16.400 --> 00:12:17.400]  人嘅位置呢
[00:12:17.400 --> 00:12:20.400]  我哋會知道返究竟我哋人嘅位置
[00:12:20.400 --> 00:12:22.400]  其實係配合緊上帝做嘢
[00:12:22.400 --> 00:12:24.400]  而唔係我哋成就上帝嘅工作
[00:12:24.400 --> 00:12:29.400]  成就工作成就事情嗰個係上帝
[00:12:29.400 --> 00:12:32.400]  唔好因為自己有能力而添加過多嘅
[00:12:32.400 --> 00:12:34.400]  無論係能力定係心思都係
[00:12:34.400 --> 00:12:38.400]  所以呢度係畀我哋有一個更新
[00:12:38.400 --> 00:12:42.400]  原來經前嘅人冇辦法榮耀到上帝
[00:12:42.400 --> 00:12:46.400]  唯有虛己嘅人先可以敬拜上帝
[00:12:46.400 --> 00:12:47.400]  第二個point
[00:12:47.400 --> 00:12:49.400]  呢個係個圖
[00:12:49.400 --> 00:12:52.400]  第二個point就係信服相信
[00:12:52.400 --> 00:12:54.400]  第二段嘅經文
[00:12:54.400 --> 00:12:56.400]  我有一個重點
[00:12:56.400 --> 00:12:58.400]  個重點就係
[00:12:58.400 --> 00:13:01.400]  有時擁有唔係必然
[00:13:01.400 --> 00:13:03.400]  但係缺乏呢
[00:13:03.400 --> 00:13:06.400]  即係天國都可以臨到
[00:13:06.400 --> 00:13:08.400]  呢個就係我要解嘅呢一段
[00:13:08.400 --> 00:13:11.400]  咁我第二段嘅經文就係會有呢一度
[00:13:11.400 --> 00:13:13.400]  願你嘅國降臨
[00:13:13.400 --> 00:13:16.400]  願你嘅旨意行在地上如同行在天上
[00:13:16.400 --> 00:13:19.400]  我們日用的飲食今日伺給我們
[00:13:19.400 --> 00:13:21.400]  解咗我哋願你嘅國降臨先
[00:13:21.400 --> 00:13:23.400]  願你嘅國降臨
[00:13:23.400 --> 00:13:26.400]  係第二個主土文對我自己嘅更新
[00:13:26.400 --> 00:13:29.400]  天國降臨彷彿係一個好美好嘅形象
[00:13:29.400 --> 00:13:32.400]  好鍾意唱嗰首歌願你國度降臨
[00:13:32.400 --> 00:13:35.400]  即係我哋會好歡迎上帝
[00:13:35.400 --> 00:13:38.400]  好似當上帝嘅國降臨
[00:13:38.400 --> 00:13:40.400]  一切嘅事都會變得美好
[00:13:40.400 --> 00:13:43.400]  好似我嘅理想就會實現
[00:13:43.400 --> 00:13:46.400]  但係原來咁樣去歡呼嘅時候
[00:13:46.400 --> 00:13:50.400]  呢一切可能只係我一廂情願嘅諗法
[00:13:50.400 --> 00:13:53.400]  我哋以為天國降臨就係改變個環境
[00:13:53.400 --> 00:13:57.400]  但係天國降臨要改變嘅應該係我哋自己
[00:13:57.400 --> 00:13:59.400]  應該要改變我哋自己
[00:13:59.400 --> 00:14:03.400]  面對天國降臨我哋唔係注意緊一啲美好嘅形象
[00:14:03.400 --> 00:14:04.400]  美好嘅降臨
[00:14:04.400 --> 00:14:06.400]  而係專心悔改
[00:14:06.400 --> 00:14:09.400]  呢個先至係真正嘅解釋
[00:14:09.400 --> 00:14:12.400]  成個主土文嘅重點由頭到尾
[00:14:12.400 --> 00:14:15.400]  都唔係講緊我哋人點樣面對環境
[00:14:15.400 --> 00:14:18.400]  而係我哋人點樣由個個人嘅角度出發
[00:14:18.400 --> 00:14:20.400]  同上帝去相處
[00:14:20.400 --> 00:14:23.400]  馬太福音首次出現天國嘅字眼
[00:14:23.400 --> 00:14:25.400]  就係嗰個三章二節
[00:14:25.400 --> 00:14:27.400]  佢第一句就係講
[00:14:27.400 --> 00:14:29.400]  你哋要悔改因為天國近了
[00:14:29.400 --> 00:14:32.400]  咁呢句經文係出現咗兩次嘅
[00:14:32.400 --> 00:14:33.400]  喺前文上面
[00:14:33.400 --> 00:14:35.400]  咁當我哋去睇返主土文
[00:14:35.400 --> 00:14:39.400]  用登山補訓嘅角度去理解嘅時候
[00:14:39.400 --> 00:14:41.400]  登山補訓個八福又講啲乜嘢呢
[00:14:41.400 --> 00:14:42.400]  佢講話
[00:14:42.400 --> 00:14:46.400]  心靈貧乏的人有福了因為天國是他們的
[00:14:46.400 --> 00:14:50.400]  然後為而受迫害的人都有福了
[00:14:50.400 --> 00:14:52.400]  因為天國是他們的
[00:14:52.400 --> 00:14:54.400]  天國係畀心靈貧乏嘅人
[00:14:54.400 --> 00:14:58.400]  天國係畀為而受迫害嘅人
[00:14:58.400 --> 00:15:02.400]  上帝嘅天國原來係畀心靈貧乏
[00:15:02.400 --> 00:15:04.400]  同埋為而受迫害嘅人
[00:15:04.400 --> 00:15:06.400]  而主土文佢要去處理嘅
[00:15:06.400 --> 00:15:09.400]  唔係個環境發生緊咩事
[00:15:09.400 --> 00:15:14.400]  而係想單單關心心靈貧乏嘅我哋
[00:15:14.400 --> 00:15:17.400]  上帝想照顧嗰啲為上帝好努力
[00:15:17.400 --> 00:15:20.400]  但係受咗好多委屈嘅人
[00:15:20.400 --> 00:15:24.400]  上帝嘅國降臨唔係轉變個環境
[00:15:24.400 --> 00:15:26.400]  而係轉變我哋嘅內心
[00:15:26.400 --> 00:15:29.400]  係關心我哋take care我哋
[00:15:29.400 --> 00:15:31.400]  願你嘅國降臨
[00:15:31.400 --> 00:15:33.400]  願你嘅旨意行在地上
[00:15:33.400 --> 00:15:35.400]  如同行在天上
[00:15:35.400 --> 00:15:37.400]  我哋日用的飲食今日賜給我哋
[00:15:37.400 --> 00:15:39.400]  上帝嘅旨意係乜嘢呢
[00:15:39.400 --> 00:15:41.400]  當我哋去承認
[00:15:41.400 --> 00:15:43.400]  可能我哋去面對一個狀況
[00:15:43.400 --> 00:15:44.400]  我哋好累
[00:15:44.400 --> 00:15:46.400]  我哋苦苦支撐咗好耐
[00:15:46.400 --> 00:15:48.400]  我為上帝大發熱心
[00:15:48.400 --> 00:15:52.400]  點解耶穌你仲要走向十字架
[00:15:52.400 --> 00:15:54.400]  嗰下我想問
[00:15:54.400 --> 00:15:57.400]  上帝呀你嘅旨意究竟係乜嘢呢
[00:15:57.400 --> 00:15:59.400]  我哋繼續用主土文去祈禱
[00:15:59.400 --> 00:16:00.400]  願你嘅國
[00:16:00.400 --> 00:16:02.400]  願你嘅旨意行在地上
[00:16:02.400 --> 00:16:04.400]  如同行在天上
[00:16:04.400 --> 00:16:07.400]  意思其實係解緊
[00:16:07.400 --> 00:16:12.400]  我哋當下要依靠神家添嘅能力同埋公認
[00:16:12.400 --> 00:16:15.400]  並且藉住我哋嘅主動馴服
[00:16:15.400 --> 00:16:17.400]  實現上帝嘅旨意
[00:16:17.400 --> 00:16:19.400]  上帝嘅旨意呢
[00:16:19.400 --> 00:16:21.400]  佢有個tense嘅係一個未完成式
[00:16:21.400 --> 00:16:23.400]  即係發生緊
[00:16:23.400 --> 00:16:25.400]  但係成就緊
[00:16:25.400 --> 00:16:27.400]  亦都未去到成就哂
[00:16:27.400 --> 00:16:28.400]  我哋唔知呢
[00:16:28.400 --> 00:16:29.400]  上帝嘅未來呢
[00:16:29.400 --> 00:16:31.400]  想去點樣成就嗰個旨意
[00:16:31.400 --> 00:16:33.400]  但係我哋有啲嘢係知道嘅
[00:16:33.400 --> 00:16:36.400]  我哋知道上帝福音嘅大能呢
[00:16:36.400 --> 00:16:38.400]  可以不斷喺我哋生命上面
[00:16:38.400 --> 00:16:41.400]  不斷咁根深去改變我哋
[00:16:41.400 --> 00:16:44.400]  我想去重建
[00:16:44.400 --> 00:16:46.400]  即係我哋要去集中個重點呢
[00:16:46.400 --> 00:16:50.400]  係我哋要重新建立返對上帝旨意嘅信靠
[00:16:50.400 --> 00:16:53.400]  我想對上帝嘅公認呢馴服
[00:16:53.400 --> 00:16:55.400]  上帝畀咗啲乜嘢我哋就係嗰啲嘢啦
[00:16:55.400 --> 00:16:58.400]  點解我哋冇見到嘅呢
[00:16:58.400 --> 00:17:00.400]  或者係一個第三者嘅視覺
[00:17:00.400 --> 00:17:01.400]  我哋可以意識到呢
[00:17:01.400 --> 00:17:04.400]  我哋自己呢其實擁有得啲資源㗎喎
[00:17:04.400 --> 00:17:06.400]  我哋擁有啲能力㗎喎
[00:17:06.400 --> 00:17:08.400]  全部都係上帝所賜㗎喎
[00:17:08.400 --> 00:17:10.400]  當我哋擁有呢個感恩嘅心嘅時候
[00:17:10.400 --> 00:17:12.400]  反而面對缺乏嘅時候
[00:17:12.400 --> 00:17:15.400]  我哋就要接受並且相信上帝會補足
[00:17:15.400 --> 00:17:17.400]  咁樣
[00:17:17.400 --> 00:17:19.400]  睇到呢段經文嘅時候呢
[00:17:19.400 --> 00:17:25.400]  我有時真係覺得好掛住Orgy同埋阿Po
[00:17:25.400 --> 00:17:30.400]  不過呢我又喺度諗上帝其實應該有新嘅心意
[00:17:30.400 --> 00:17:33.400]  喺呢個牧區要發生帶領緊我哋
[00:17:33.400 --> 00:17:36.400]  總之相信同埋馴服
[00:17:36.400 --> 00:17:39.400]  就係和應緊百福嘅經文
[00:17:39.400 --> 00:17:41.400]  喺心靈貧乏狀態嘅時候
[00:17:41.400 --> 00:17:43.400]  上帝補足我哋一切需要
[00:17:43.400 --> 00:17:46.400]  為易受迫害嘅情況下邊
[00:17:46.400 --> 00:17:49.400]  上帝會成為我哋嘅安慰
[00:17:49.400 --> 00:17:51.400]  咁樣同大家分享個例子啦
[00:17:51.400 --> 00:17:53.400]  就喺我讀神學有一年呢
[00:17:53.400 --> 00:17:55.400]  要去實習要入醫院實習嘅
[00:17:55.400 --> 00:17:57.400]  咁嗰時探訪緊一個病人
[00:17:57.400 --> 00:18:00.400]  好多唔同嘅病人有唔同嘅故事
[00:18:00.400 --> 00:18:04.400]  佢哋每一個故事都係真真實實咁樣去經歷嘅
[00:18:04.400 --> 00:18:05.400]  面對緊好大嘅衝擊
[00:18:05.400 --> 00:18:08.400]  對生命都好多反思咁樣
