
[00:00:00.000 --> 00:00:10.400]  好 多謝欣宇和頂姐妹同工帶領我們的敬拜
[00:03:23.800 --> 00:03:29.800]  認識耶和華的知識 主的榮耀要遍地充滿 好像水充滿海洋一樣
[00:03:29.800 --> 00:03:32.800]  水充滿海洋究竟是怎樣呢
[00:03:32.800 --> 00:03:37.800]  當水湧過來的時候 這個水是全面的
[00:03:37.800 --> 00:03:40.800]  水充滿海洋 不會充滿一塊又不充滿一塊
[00:03:40.800 --> 00:03:45.800]  全面地覆蓋 並且一覆蓋的時候
[00:03:45.800 --> 00:03:49.800]  你會看到這個水是有個深度
[00:03:49.800 --> 00:03:52.800]  海有多深你知道嗎
[00:03:52.800 --> 00:03:56.800]  當然你想去電腦查一下 你會查到一些的
[00:03:56.800 --> 00:04:02.800]  但是對我們來說 那個數字你能夠體會到是什麼呢
[00:04:02.800 --> 00:04:09.800]  認識耶和華的知識 好像水充滿海洋一樣 又闊又深
[00:04:09.800 --> 00:04:14.800]  如果是這樣的時候 你羨慕這個國度嗎
[00:04:14.800 --> 00:04:19.800]  聖經裡 以賽亞書十一章裡 為什麼會說一個這麼榮耀的地方呢
[00:04:19.800 --> 00:04:24.800]  原來整個以賽亞書 由第七章開始 說一件很重要的事情
[00:04:24.800 --> 00:04:27.800]  這個事情是什麼呢 以賽亞書第七章說
[00:04:27.800 --> 00:04:31.800]  漢納必有同女懷孕生子 要給他起名叫以瑪來尼
[00:04:31.800 --> 00:04:36.800]  說的是有一個嬰兒要出生 這個嬰兒要給他起名叫以瑪來尼
[00:04:36.800 --> 00:04:39.800]  然後第九章說給我們聽的是
[00:04:39.800 --> 00:04:45.800]  因有一英孩為我們而生 有一子要賜給我們 政權必擔在他的肩頭上
[00:04:45.800 --> 00:04:50.800]  他的名字要稱為奇妙策士 全能的上帝 永在的父和平的君
[00:04:50.800 --> 00:04:53.800]  一直在說的 到十一章
[00:04:53.800 --> 00:04:59.800]  從耶西的殘幹必長出嫩枝 他的根所抽的枝子必結果實
[00:04:59.800 --> 00:05:02.800]  耶西的殘幹是什麼呢
[00:05:02.800 --> 00:05:09.800]  以色列人最尊敬的君王叫做大衛 大衛的父親的名字叫做耶西
[00:05:09.800 --> 00:05:13.800]  為什麼是耶西的殘幹 原來第十章裡面說
[00:05:13.800 --> 00:05:19.800]  當主的審判來的時候 所有高大的樹都被人砍下來
[00:05:19.800 --> 00:05:25.800]  包括以色列自己的國度 都要經歷上帝的審判
[00:05:25.800 --> 00:05:27.800]  好像一棵樹被人砍了出去
[00:05:27.800 --> 00:05:32.800]  殘幹是什麼呢 殘幹就是一棵樹被人砍了之後 剩下地上有一個凳子
[00:05:32.800 --> 00:05:38.800]  那個叫殘幹 當一切的國度經歷上帝的審判之後
[00:05:38.800 --> 00:05:44.800]  在以色列地被砍的那棵樹裡面 那個殘幹裡面
[00:05:44.800 --> 00:05:48.800]  耶西的殘幹 大衛的後裔裡面要長出一個嫩枝
[00:05:48.800 --> 00:05:53.800]  大衛的後裔裡面有一個出來 它出來的時候是什麼呢
[00:05:53.800 --> 00:05:58.800]  就是我們剛才所讀的經文 看到一個榮耀的國度
[00:05:58.800 --> 00:06:02.800]  這個榮耀的國度是怎樣呢 其實說的一個英許的軍來
[00:06:02.800 --> 00:06:09.800]  那個英許的國度是怎樣呢 第一 有才德兼備的領袖
[00:06:09.800 --> 00:06:16.800]  耶和華的靈要在他身上 他說他有很好的智慧
[00:06:16.800 --> 00:06:22.800]  有很好的知識和體見 所以才德兼備的領袖
[00:06:22.800 --> 00:06:27.800]  並且聖經裡面說他有謀略 也有能力
[00:06:27.800 --> 00:06:34.800]  有智慧和能力的管治 那個謀略是說英文是說plan
[00:06:34.800 --> 00:06:40.800]  他有策劃的能力 他不是亂來的 他做事經過大腦
[00:06:40.800 --> 00:06:43.800]  不單是經過大腦 是有上帝給他的智慧
[00:06:43.800 --> 00:06:48.800]  並且不單有智慧 聖經繼續說有能力
[00:06:48.800 --> 00:06:53.800]  計劃完之後有能力讓他所計劃的事情去執行出來
[00:06:53.800 --> 00:06:58.800]  並且有公平公正的司法 因為聖經裡面說
[00:06:58.800 --> 00:07:04.800]  他行的審判不藤眼見 人間的事情有時我們覺得
[00:07:04.800 --> 00:07:12.800]  很難去找到真相 但對他來說 真相一早就在他掌握的裡面
[00:07:12.800 --> 00:07:17.800]  無論世上的人怎樣說也好 上帝知道一切事情的真相
[00:07:17.800 --> 00:07:24.800]  更加聖經說 他聽到困苦人的聲音 讓困苦人的聲音被聽見
[00:07:24.800 --> 00:07:29.800]  所以他會用公平公正去審判地上的困苦人
[00:07:29.800 --> 00:07:34.800]  並且治安良好 因為他要用他嘴裡所出的氣
[00:07:34.800 --> 00:07:38.800]  去殺戮一切的惡人 所以治安良好
[00:07:38.800 --> 00:07:41.800]  更加美好就是有完美的生態環境
[00:07:41.800 --> 00:07:44.800]  好像我們剛才所讀的經文一樣
[00:07:44.800 --> 00:07:50.800]  你看到所有凶殘的動物和最純良的動物居然可以住在一起
[00:07:50.800 --> 00:07:54.800]  然後聖經裡面說 在我聖山的地方裡面
[00:07:54.800 --> 00:07:58.800]  一切的地方都不會傷害任何人
[00:07:58.800 --> 00:08:03.800]  所以我就和我的家人說 將來上天堂
[00:08:03.800 --> 00:08:08.800]  我覺得在天堂裡面 不單單每一天我們都穿著施班袍
[00:08:08.800 --> 00:08:11.800]  然後Hallelujah 我覺得不只是這樣的
[00:08:11.800 --> 00:08:15.800]  在天堂裡面 我相信上帝的國很大
[00:08:15.800 --> 00:08:18.800]  不只是光長長 只有歌聲
[00:08:18.800 --> 00:08:22.800]  我相信我們只看到一個很美麗的地方
[00:08:22.800 --> 00:08:31.800]  如果將來在上帝的國裡面 一切都不會傷害人 不會害物的時候
[00:08:31.800 --> 00:08:35.800]  我第一樣很想做的 當然就是到處去
[00:08:35.800 --> 00:08:40.800]  因為在地上的日子 我不敢自己一個人去行山
[00:08:40.800 --> 00:08:43.800]  一怕狗 二怕賊 這個就是我了
[00:08:43.800 --> 00:08:47.800]  將來如果上去的時候 一切都不傷人 不害物
[00:08:47.800 --> 00:08:51.800]  第一樣東西 當然是很想到處去
[00:08:51.800 --> 00:08:54.800]  這個角度 你羨慕嗎?
[00:08:54.800 --> 00:08:57.800]  不過這個角度 為什麼有這麼美好的角度呢?
[00:08:57.800 --> 00:09:00.800]  當然是因為有一個英許的君王
[00:09:00.800 --> 00:09:04.800]  但是這個君王所治之下 為什麼這個角度這麼美好呢?
[00:09:04.800 --> 00:09:07.800]  這個角度最好的是什麼呢?
[00:09:07.800 --> 00:09:10.800]  是有優良的國民的水準
[00:09:10.800 --> 00:09:12.800]  為什麼這麼說呢? 因為聖經說
[00:09:12.800 --> 00:09:16.800]  因為認識耶和華的知識 要遍滿全地
[00:09:16.800 --> 00:09:19.800]  好像水 充滿海洋一樣
[00:09:19.800 --> 00:09:24.800]  所以這個地方 不是你投資多少錢
[00:09:24.800 --> 00:09:28.800]  或者拿什麼護照就可以進去
[00:09:28.800 --> 00:09:33.800]  這個地方 你需要一樣東西 那樣東西是什麼呢?
[00:09:33.800 --> 00:09:37.800]  認識耶和華的知識 要在你和我的生命裏面
[00:09:37.800 --> 00:09:41.800]  為什麼斯主老夫和豺狼不會傷害人?
[00:09:41.800 --> 00:09:44.800]  原來聖經說 當將來耶穌再來的時候
[00:09:44.800 --> 00:09:47.800]  在這個角度裏面 連這些生畜的動物
[00:09:47.800 --> 00:09:51.800]  他們裏面都要有認識耶和華的知識
[00:09:51.800 --> 00:09:54.800]  所以 因為這個緣故
[00:09:54.800 --> 00:09:57.800]  所有這些東西 都要得著醫治
[00:09:57.800 --> 00:10:00.800]  整個大自然的生態都要得著醫治
[00:10:00.800 --> 00:10:03.800]  所以 所有這些人 在這個角度裏面
[00:10:03.800 --> 00:10:06.800]  他們裏面都要有認識耶和華的知識
[00:10:06.800 --> 00:10:09.800]  這個知識的廣闊度
[00:10:09.800 --> 00:10:11.800]  是所有人 像水充滿全地一樣
[00:10:11.800 --> 00:10:13.800]  所有人都要認識
[00:10:13.800 --> 00:10:16.800]  並且有著深度 不是你只會背兩句金句
[00:10:16.800 --> 00:10:18.800]  是進入深度的認識裏面
[00:10:18.800 --> 00:10:21.800]  好像水充滿海洋一樣
[00:10:21.800 --> 00:10:26.800]  我們就問 怎樣人會得著這個知識呢?
[00:10:26.800 --> 00:10:28.800]  這段經文裏面 我在看
[00:10:28.800 --> 00:10:31.800]  當然我覺得 整本聖經裏面
[00:10:31.800 --> 00:10:35.800]  說了很多關於我們認識耶和華的知識
[00:10:35.800 --> 00:10:38.800]  半個小時裏面 怎能夠說得完呢?
[00:10:38.800 --> 00:10:41.800]  不過 就這段聖經裏面 有幾樣東西
[00:10:41.800 --> 00:10:43.800]  我想跟大家分享
[00:10:43.800 --> 00:10:46.800]  人在什麼情況裏面 會認識耶和華的知識
[00:10:46.800 --> 00:10:49.800]  第一 見到耶和華的審判的時候
[00:10:49.800 --> 00:10:51.800]  在主的審判裏面 他會認識耶和華
[00:10:51.800 --> 00:10:53.800]  第二 是什麼呢?
[00:10:53.800 --> 00:10:55.800]  當人能夠以一個敬畏的心的時候
[00:10:55.800 --> 00:10:56.800]  他能夠認識耶和華
[00:10:56.800 --> 00:10:58.800]  第三 是什麼呢?
[00:10:58.800 --> 00:11:01.800]  靠著耶和華的靈 靠著聖靈 我們會認識耶和華
[00:11:01.800 --> 00:11:05.800]  第一 為什麼在審判裏面認識耶和華呢?
[00:11:05.800 --> 00:11:06.800]  聖經裏面這樣說
[00:11:06.800 --> 00:11:08.800]  這位英許的君王是甚麼呢?
[00:11:08.800 --> 00:11:10.800]  他必以敬畏耶和華為樂
[00:11:10.800 --> 00:11:14.800]  他行審判不憑眼見 斷是非也不憑耳聞
[00:11:14.800 --> 00:11:16.800]  卻要以公義審判貧寒人
[00:11:16.800 --> 00:11:19.800]  以正直判斷地上一切的困苦人
[00:11:19.800 --> 00:11:21.800]  以口中的棍擊打全地
[00:11:21.800 --> 00:11:23.800]  以嘴裏的氣去殺戮惡人
[00:11:23.800 --> 00:11:25.800]  以公義必當他的腰帶
[00:11:25.800 --> 00:11:27.800]  信實必作他脅迫的大旨
[00:11:27.800 --> 00:11:33.800]  這位君王不只是懂得用持長的笑容對著你
[00:11:33.800 --> 00:11:40.800]  原來這位君王是一位會用公義去審判的君王
[00:11:40.800 --> 00:11:45.800]  所以並且我們在這裏認識天國的君王
[00:11:45.800 --> 00:11:47.800]  耶穌是怎樣呢?
[00:11:47.800 --> 00:11:49.800]  他是那位憑公義去審判的君王
[00:11:49.800 --> 00:11:52.800]  事實上當我們查考聖經的時候
[00:11:52.800 --> 00:11:56.800]  我們發現原來認識耶和華榮耀的知識
[00:11:56.800 --> 00:11:58.800]  要像水一樣充滿全地
[00:11:58.800 --> 00:12:02.800]  原來全本聖經裏面這段經文出現過兩次
[00:12:02.800 --> 00:12:04.800]  這幅圖畫
[00:12:04.800 --> 00:12:06.800]  以賽亞書是第一次
[00:12:06.800 --> 00:12:07.800]  第二次是甚麼呢?
[00:12:07.800 --> 00:12:10.800]  就是哈伯曲書的第二章裏面這樣說的
[00:12:10.800 --> 00:12:15.800]  「禍災乃以鮮血建城 以罪孽造陣的人」
[00:12:15.800 --> 00:12:19.800]  「看那!這不都是出於萬軍之耶和華嗎?」
[00:12:19.800 --> 00:12:22.800]  「萬民勞碌得來的被火焚燒」
[00:12:22.800 --> 00:12:25.800]  「萬族辛苦建造的 貴於去紅」
[00:12:25.800 --> 00:12:28.800]  「全地都必認識耶和華的榮耀」
[00:12:28.800 --> 00:12:30.800]  「好像水充滿海洋一樣」
[00:12:30.800 --> 00:12:34.800]  這是和修本的翻譯
[00:12:34.800 --> 00:12:36.800]  和合本是這樣的
[00:12:36.800 --> 00:12:40.800]  「認識耶和華榮耀的知識要充滿遍地」
[00:12:40.800 --> 00:12:44.800]  「好像水充滿洋海一樣」
[00:12:44.800 --> 00:12:48.800]  基本上你發覺他的字眼除了少少不同之外
[00:12:48.800 --> 00:12:52.800]  基本上和以賽亞十一章的那句差不多完全一樣
[00:12:52.800 --> 00:12:54.800]  是同一幅圖畫
[00:12:54.800 --> 00:12:57.800]  究竟哈伯曲他認識不認識以賽亞?
[00:12:57.800 --> 00:13:00.800]  他知不知道以賽亞說過這個預言?
[00:13:00.800 --> 00:13:02.800]  我也不清楚
[00:13:02.800 --> 00:13:04.800]  不過哈伯曲是以賽亞的後人
[00:13:04.800 --> 00:13:07.800]  如果以賽亞是一個那麼出名的先知來說
[00:13:07.800 --> 00:13:11.800]  他認識以賽亞也一點也不奇怪
[00:13:11.800 --> 00:13:14.800]  不過兩個先知同樣都在說這幅榮耀的圖畫
[00:13:14.800 --> 00:13:17.800]  就是「認識耶和華的知識要遍滿全地」
[00:13:17.800 --> 00:13:20.800]  不過兩個說的圖像是很不同的
[00:13:20.800 --> 00:13:22.800]  以賽亞說的是一個榮耀的國度
[00:13:22.800 --> 00:13:24.800]  哈伯曲說的是什麼呢?
[00:13:24.800 --> 00:13:26.800]  哈伯曲上幾個星期
[00:13:26.800 --> 00:13:29.800]  我太太在這裡和大家分享過
[00:13:29.800 --> 00:13:31.800]  說的是什麼呢?
[00:13:31.800 --> 00:13:34.800]  就是哈伯曲問的問題
[00:13:34.800 --> 00:13:37.800]  我國裡面那些不義的事情
[00:13:37.800 --> 00:13:39.800]  為什麼上帝你不理呢?
[00:13:39.800 --> 00:13:41.800]  然後上帝的回應是說什麼呢?
[00:13:41.800 --> 00:13:44.800]  他要用迦勒底人來審判上帝自己的國度
[00:13:44.800 --> 00:13:46.800]  然後哈伯曲又不明白
[00:13:46.800 --> 00:13:48.800]  於是他又去問上帝
[00:13:48.800 --> 00:13:51.800]  這一句就是上帝對他的回答
[00:13:51.800 --> 00:13:53.800]  迦勒底人以鮮血建城
[00:13:53.800 --> 00:13:55.800]  以罪孽造真
[00:13:55.800 --> 00:13:56.800]  為什麼呢?
[00:13:56.800 --> 00:14:01.800]  因為他經過他所征服的地方
[00:14:01.800 --> 00:14:03.800]  他強迫那些人
[00:14:03.800 --> 00:14:05.800]  將他一切去擄去
[00:14:05.800 --> 00:14:07.800]  死傷無數
[00:14:07.800 --> 00:14:11.800]  然後用這些人去打造他自己國裡面的城
[00:14:11.800 --> 00:14:14.800]  所以以鮮血建城以罪孽造真
[00:14:14.800 --> 00:14:18.800]  但上帝就說
[00:14:18.800 --> 00:14:20.800]  有一天
[00:14:20.800 --> 00:14:23.800]  當巴比倫這個城淪陷的時候
[00:14:23.800 --> 00:14:25.800]  所有這些你強迫別人
[00:14:25.800 --> 00:14:27.800]  用盡萬民勞碌得回來
[00:14:27.800 --> 00:14:29.800]  你榨取回來的東西
[00:14:29.800 --> 00:14:31.800]  有一天都要被火焚燒
[00:14:31.800 --> 00:14:32.800]  這種萬族
[00:14:32.800 --> 00:14:35.800]  所有東西辛苦建造出來的東西
[00:14:35.800 --> 00:14:37.800]  你覺得很榮耀嗎?
[00:14:37.800 --> 00:14:40.800]  所有這些東西都要歸於去控
[00:14:40.800 --> 00:14:42.800]  在那一天
[00:14:42.800 --> 00:14:44.800]  所有人都會見到
[00:14:44.800 --> 00:14:46.800]  認識耶和華的榮耀知識
[00:14:46.800 --> 00:14:48.800]  就要充滿遍地
[00:14:48.800 --> 00:14:50.800]  好像水充滿海洋一樣
[00:14:50.800 --> 00:14:52.800]  這個圖畫就是在說
[00:14:52.800 --> 00:14:55.800]  有一天當你看到這個邪惡的國度
[00:14:55.800 --> 00:14:57.800]  他受到審判的時候
[00:14:57.800 --> 00:14:59.800]  大家都會說一句
[00:14:59.800 --> 00:15:04.800]  哇!這個地上真的有神
[00:15:04.800 --> 00:15:06.800]  就好像中國人
[00:15:06.800 --> 00:15:08.800]  雖然我們不認識
[00:15:08.800 --> 00:15:10.800]  誰是上帝
[00:15:10.800 --> 00:15:11.800]  我們都會說
[00:15:11.800 --> 00:15:13.800]  哇!真的有報應
[00:15:13.800 --> 00:15:15.800]  你不要張開眼睛做惡事
[00:15:15.800 --> 00:15:17.800]  真的有報應
[00:15:17.800 --> 00:15:21.800]  但聖經裏面的準確知識是甚麼呢?
[00:15:21.800 --> 00:15:23.800]  就是當你看到
[00:15:23.800 --> 00:15:25.800]  邪惡的國度
[00:15:25.800 --> 00:15:27.800]  做壞事的人
[00:15:27.800 --> 00:15:30.800]  他經歷這個審判的時候
[00:15:30.800 --> 00:15:31.800]  聖經就說
[00:15:31.800 --> 00:15:33.800]  認識耶和華榮耀的知識
[00:15:33.800 --> 00:15:35.800]  要充滿遍地
[00:15:35.800 --> 00:15:37.800]  所以你不要那麼緊張
[00:15:37.800 --> 00:15:39.800]  究竟那個人遭到甚麼事
[00:15:39.800 --> 00:15:41.800]  聖經說你更加要著眼的地方是甚麼呢?
[00:15:41.800 --> 00:15:43.800]  你要見到主的榮耀
[00:15:43.800 --> 00:15:45.800]  你要見到主的榮耀
[00:15:45.800 --> 00:15:48.800]  好像水充滿海洋一樣
[00:15:48.800 --> 00:15:50.800]  聖經以賽亞書亦都這樣說
[00:15:50.800 --> 00:15:54.800]  耶和華說我們在你行審判的路上等候你
[00:15:54.800 --> 00:15:57.800]  我心裏所渴望的就是你的名和你的稱號
[00:15:57.800 --> 00:15:59.800]  現在我心渴想你
[00:15:59.800 --> 00:16:01.800]  我裏面的靈切切尋求你
[00:16:01.800 --> 00:16:04.800]  因為你在地上行審判的時候
[00:16:04.800 --> 00:16:07.800]  世上的居民就學習公義
[00:16:07.800 --> 00:16:09.800]  所以一方面
[00:16:09.800 --> 00:16:11.800]  當主做審判的時候
[00:16:11.800 --> 00:16:13.800]  我們認識他的公義
[00:16:13.800 --> 00:16:15.800]  但是不是你天天都很希望
[00:16:15.800 --> 00:16:16.800]  你生氣的人
[00:16:16.800 --> 00:16:18.800]  看你甚麼時候有報應
[00:16:18.800 --> 00:16:20.800]  那你就變得很黑心
[00:16:20.800 --> 00:16:22.800]  其實亦都不是
[00:16:22.800 --> 00:16:24.800]  其實今天
[00:16:24.800 --> 00:16:26.800]  當我們說
[00:16:26.800 --> 00:16:29.800]  人在地上經歷上帝的審判的時候
[00:16:29.800 --> 00:16:32.800]  我們要知道其實聖經說
[00:16:32.800 --> 00:16:34.800]  沒有二人
[00:16:34.800 --> 00:16:35.800]  連一個人都沒有
[00:16:35.800 --> 00:16:38.800]  因為世人都犯了罪
[00:16:38.800 --> 00:16:40.800]  所以
[00:16:40.800 --> 00:16:41.800]  若我們有一天
[00:16:41.800 --> 00:16:43.800]  我們見到全地都敗落
[00:16:43.800 --> 00:16:46.800]  你見到你所做的
[00:16:46.800 --> 00:16:50.800]  你渴望的人手的榮耀敗落的時候
[00:16:50.800 --> 00:16:52.800]  你要去思想
[00:16:52.800 --> 00:16:54.800]  縱使你覺得可能
[00:16:54.800 --> 00:16:56.800]  不是我真的做過甚麼壞事
[00:16:56.800 --> 00:16:59.800]  不過見到我們今天所處的這個世代
[00:16:59.800 --> 00:17:01.800]  在敗落的時候
[00:17:01.800 --> 00:17:03.800]  你不要只是拍手
[00:17:03.800 --> 00:17:04.800]  說有沒有報應
[00:17:04.800 --> 00:17:06.800]  更加要思想
[00:17:06.800 --> 00:17:08.800]  原來我們都不過是人
[00:17:08.800 --> 00:17:10.800]  一個易經理
[00:17:10.800 --> 00:17:12.800]  原來科技最先進的國度
[00:17:12.800 --> 00:17:14.800]  都沒有辦法擋得住
[00:17:14.800 --> 00:17:20.800]  所以不單單是看著惡人怎樣遭報
[00:17:20.800 --> 00:17:22.800]  亦都是求主在這個日子裏
[00:17:22.800 --> 00:17:24.800]  給我們有個謙卑的心
[00:17:24.800 --> 00:17:27.800]  原來我們都不過是人
[00:17:27.800 --> 00:17:30.800]  以致我們能夠認識耶和華的榮耀
[00:17:30.800 --> 00:17:32.800]  我們說
[00:17:32.800 --> 00:17:34.800]  是否每次都要等到有事情發生
[00:17:34.800 --> 00:17:36.800]  我們才認識耶和華呢
[00:17:36.800 --> 00:17:38.800]  你可以主動做一件事
[00:17:38.800 --> 00:17:43.800]  就是心裏面傳一個叫敬畏耶和華的心
[00:17:43.800 --> 00:17:44.800]  聖經說
[00:17:44.800 --> 00:17:46.800]  這位天國的君王
[00:17:46.800 --> 00:17:48.800]  耶和華的靈要住在他身上
[00:17:48.800 --> 00:17:49.800]  就是智慧和聰明的靈
[00:17:49.800 --> 00:17:51.800]  謀略和能力的靈
[00:17:51.800 --> 00:17:53.800]  知識和敬畏耶和華的靈
[00:17:53.800 --> 00:17:55.800]  他必以敬畏耶和華為樂
[00:17:55.800 --> 00:17:57.800]  一直說
[00:17:57.800 --> 00:18:00.800]  這個君王裏面最核心的東西
[00:18:00.800 --> 00:18:01.800]  叫敬畏耶和華
[00:18:01.800 --> 00:18:03.800]  如果君王裏面最核心的東西
[00:18:03.800 --> 00:18:04.800]  就是敬畏耶和華
[00:18:04.800 --> 00:18:06.800]  天上的國度最核心的東西
[00:18:06.800 --> 00:18:08.800]  核心的價值
[00:18:08.800 --> 00:18:10.800]  就是敬畏耶和華
[00:18:10.800 --> 00:18:12.800]  所以
[00:18:12.800 --> 00:18:14.800]  你要認識耶和華
[00:18:14.800 --> 00:18:16.800]  我們裏面必須要傳揚一個敬畏的心
[00:18:16.800 --> 00:18:19.800]  因為聖經說敬畏耶和華就是甚麼
[00:18:19.800 --> 00:18:21.800]  就是智慧的開端
[00:18:21.800 --> 00:18:23.800]  認識至聖且便是聰明
[00:18:23.800 --> 00:18:26.800]  Bernard Rame
[00:18:26.800 --> 00:18:28.800]  是很多年前
[00:18:28.800 --> 00:18:30.800]  我們讀神學的時候
[00:18:30.800 --> 00:18:31.800]  必定要看他的書
[00:18:31.800 --> 00:18:32.800]  因為他寫的那本
[00:18:32.800 --> 00:18:33.800]  《釋經學》的書
[00:18:33.800 --> 00:18:36.800]  是一本經典的作品
[00:18:36.800 --> 00:18:39.800]  不知道現在的學生還會不會去看
[00:18:39.800 --> 00:18:41.800]  他是這樣說的
[00:18:41.800 --> 00:18:42.800]  他解釋一切
[00:18:42.800 --> 00:18:43.800]  《釋經法》之前
[00:18:43.800 --> 00:18:44.800]  他說了一番話
[00:18:44.800 --> 00:18:46.800]  他說解釋聖經的人
[00:18:46.800 --> 00:18:49.800]  必須深深的敬畏神
[00:18:49.800 --> 00:18:51.800]  柔和謙卑和忍耐
[00:18:51.800 --> 00:18:53.800]  乃是了解聖經所
[00:18:53.800 --> 00:18:56.800]  必須具有的一些基本的美德
[00:18:56.800 --> 00:18:58.800]  是呀,今天我們知識增長的時候
[00:18:58.800 --> 00:18:59.800]  我們識原文
[00:18:59.800 --> 00:19:02.800]  識很多不同的解釋聖經的方法
[00:19:02.800 --> 00:19:04.800]  但不知道
[00:19:04.800 --> 00:19:05.800]  這一種
[00:19:05.800 --> 00:19:09.800]  在主面前傳了一個敬畏神的心
[00:19:09.800 --> 00:19:10.800]  去追求主
[00:19:10.800 --> 00:19:12.800]  是否在我們裏面呢
[00:19:12.800 --> 00:19:14.800]  如果這東西不在我們裏面的時候
[00:19:14.800 --> 00:19:16.800]  哪怕我們掌握最尖端的知識
[00:19:16.800 --> 00:19:19.800]  我們都是獲得更多關於聖經的知識
[00:19:19.800 --> 00:19:22.800]  我們沒有認識神
[00:19:22.800 --> 00:19:24.800]  所以敬畏是甚麼
[00:19:24.800 --> 00:19:25.800]  英文是fear
[00:19:25.800 --> 00:19:28.800]  敬畏是否害怕敬而遠之呢
[00:19:28.800 --> 00:19:29.800]  原來不是
[00:19:29.800 --> 00:19:32.800]  敬畏代表一份尊敬和敬愛
[00:19:32.800 --> 00:19:34.800]  所以負面方面
[00:19:34.800 --> 00:19:36.800]  我們既是知道上帝是可畏的
[00:19:36.800 --> 00:19:40.800]  我們不會隨便去行惡去得罪他
[00:19:40.800 --> 00:19:42.800]  但正面更加是甚麼呢
[00:19:42.800 --> 00:19:44.800]  因著敬愛我們的天父
[00:19:44.800 --> 00:19:46.800]  我們樂意聽他的話叫他喜悅
[00:19:46.800 --> 00:19:50.800]  所以天國的君王教我們這樣祈禱
[00:19:50.800 --> 00:19:52.800]  我們在天上的父
[00:19:52.800 --> 00:19:54.800]  願人都尊你的名為聖
[00:19:54.800 --> 00:19:55.800]  願你的國降臨
[00:19:55.800 --> 00:19:57.800]  願你的子兒行在地上
[00:19:57.800 --> 00:19:58.800]  如同行在天上
[00:19:58.800 --> 00:20:00.800]  這個禱告本身
[00:20:00.800 --> 00:20:03.800]  一開始其實就是用一個敬畏的心
[00:20:03.800 --> 00:20:04.800]  開始去親近天父
[00:20:04.800 --> 00:20:06.800]  最後聖經裏面告訴我們
[00:20:06.800 --> 00:20:07.800]  我們敬畏耶和華
