
[00:00:00.000 --> 00:00:09.600]  感謝主讓我再次回到大家當中,分享訊息,探討神的話語
[00:05:54.600 --> 00:05:57.600]  詞文提議就到這裏
[00:05:57.600 --> 00:06:07.600]  這個故事我們聽到爛了,但我們都未必明白,到底這個所謂人類始祖的故事,關今天的我們什麼事呢
[00:06:07.600 --> 00:06:15.600]  試問一下你旁邊那個,他知不知道亞當夏娃的故事關他什麼事
[00:06:15.600 --> 00:06:20.600]  其實不會很清楚,因為這個很奇怪
[00:06:20.600 --> 00:06:29.600]  今天我們說黑歷史,我們很自然會想起自己的事,我們會想起雨夜,落夜
[00:06:29.600 --> 00:06:34.600]  當然那些雨夜落夜是我們的親身經歷,是切身經歷
[00:06:34.600 --> 00:06:41.600]  不過我也知道有些人一說起黑歷史的時候,其實不只是想起個人的事
[00:06:41.600 --> 00:06:48.600]  會想起一些家庭,關於家庭或群體的事,社群的事,甚至是關於你的種族的黑歷史
[00:06:48.600 --> 00:06:57.600]  一個家庭的黑歷史,例如有什麼呢,可能有爸爸媽媽離婚,可能他們在外面有外遇對象
[00:06:57.600 --> 00:07:01.600]  或者他們成為了外遇對象,可能有家人的暴力
[00:07:01.600 --> 00:07:09.600]  到社群,社群的黑歷史可能有什麼呢,可能有歧視,有霸凌,有制度上的罪惡諸如此類
[00:07:09.600 --> 00:07:17.600]  到民族,國家民族的黑歷史更加可以帶有種族的屠殺,戰爭等等大型的罪行
[00:07:17.600 --> 00:07:28.600]  當然我們也可以說這些事與我們無關,但有些社群性的黑歷史會塑造我們作為一個人的元素
[00:07:28.600 --> 00:07:35.600]  我們就算多麼獨立,多麼自我,這些元素都會在我們生命中影響我們
[00:07:35.600 --> 00:07:45.600]  影響我們性格,言行,社交,三觀,人生觀,價值觀和世界觀
[00:07:45.600 --> 00:07:53.600]  今天我們讀的這段經文所記載的故事,有些人會認為是全人類的黑歷史
[00:07:53.600 --> 00:07:59.600]  全人類的始祖的黑歷史,也有些人會認為這只是一個神話
[00:07:59.600 --> 00:08:06.600]  是屬於基督徒和那些相信舊約聖經的人所擁抱的故事或黑歷史
[00:08:06.600 --> 00:08:17.600]  但無可否認的是,這故事將人類最原始的反叛性情和所引出來的後果都放在我們面前表露無遺
[00:08:17.600 --> 00:08:26.600]  回到故事中,神為的那個人,我們知道那個人的名字是阿當
[00:08:26.600 --> 00:08:31.600]  創造了這個伴侶之後,有一個奸國出現了
[00:08:31.600 --> 00:08:37.600]  所有人都要有一個奸國,這個奸國就是蛇
[00:08:37.600 --> 00:08:47.600]  很有趣的無獨有偶,原來在不同的地區都有關於蛇和生命的傳說或神話
[00:08:47.600 --> 00:08:57.600]  比起以色列或聖經的古老地區,例如蘇美爾神話中的女神提亞瑪特
[00:08:57.600 --> 00:09:02.600]  是創造天地的女神,她的化身大家看到嗎?
[00:09:02.600 --> 00:09:11.600]  在左邊的圖有條像海蛇的形狀,那就是女神提亞瑪特的化身
[00:09:11.600 --> 00:09:17.600]  到埃及,近以色列一點,就是他們的醫療和生命之神是一隻綠色的神明
[00:09:17.600 --> 00:09:26.600]  叫做歐西里斯,她頭上的冠冕是一條網蛇,不是什麼不雅物體
[00:09:26.600 --> 00:09:35.600]  這是她的象徵,至於中國的創造之神女和她的老公福希
[00:09:35.600 --> 00:09:45.600]  中國神話中的華夏神話,他們甚至是人頭蛇身的怪物
[00:09:45.600 --> 00:09:52.600]  我們今天看的這個來自加南,一個叫做希伯來的民族
[00:09:52.600 --> 00:10:01.600]  他們說的故事,他們說的人類的起源故事,拒絕了和這一切古代的傳說被同化
[00:10:01.600 --> 00:10:08.600]  他們說不,他們和神的相遇,他們告訴人們,我們的生命是來自一個叫做瑤環的上帝
[00:10:08.600 --> 00:10:14.600]  那個獨一的上帝,他們用了另一個方式去敘述他們和神相遇的故事
[00:10:14.600 --> 00:10:24.600]  我想麻煩大家讀一下初世紀三章一至五節,因為有兩版,大家幫我讀一讀,預備,起
[00:10:24.600 --> 00:10:40.600]  真的說過你們都不好吃嗎?
[00:10:40.600 --> 00:11:09.600]  好,謝謝大家!
[00:11:09.600 --> 00:11:21.600]  這個譯本和你們一直看的和俠本和和修本有一點不一樣,因為這個譯本是一個叫做呂鎮忠的譯本
[00:11:21.600 --> 00:11:32.600]  我最喜歡他的譯法,是他將我們原本讀的那句,你不一定死,變成你一定不會死
[00:11:32.600 --> 00:11:47.600]  這個故事是講到蛇是神所做的一切,最狡猾的,就問了女人一個問題
[00:11:47.600 --> 00:11:52.600]  神真的禁止你們吃花園裡所有的果實嗎?
[00:11:52.600 --> 00:12:03.600]  這個問題最有趣的地方是他同時讓女人質疑神的說話,也在問神的本身
[00:12:03.600 --> 00:12:10.600]  他問神將他們放在這裡,又不讓他們吃所有的東西,他是不是在耍花樣?
[00:12:10.600 --> 00:12:18.600]  這個質疑固然是一個很嚴重的指控,但是女人的回應也很有趣
[00:12:18.600 --> 00:12:24.600]  她的回應是用自己的經歷,作為對神的命令的理解
[00:12:24.600 --> 00:12:35.600]  她回應蛇,所有的果實我們都可以有,唯獨是中間那一棵,神明明禁止我們吃和摸,是不可以的
[00:12:35.600 --> 00:12:47.600]  因為如果做了就會死,我之所以說女人的回答有趣是因為我們很多時候都會以為女人曲解了神的話
[00:12:47.600 --> 00:12:52.600]  因為神在前面的經文,如果你有聖經就拿出來看看
[00:12:52.600 --> 00:13:01.600]  在2章其實神是這樣說的,你吃的日子你必定死,沒有說過摸了會死
[00:13:01.600 --> 00:13:11.600]  但是女人未必是想要曲解神的話語,可能只是將神的話用自己的經歷和理解去詮釋了一次
[00:13:11.600 --> 00:13:18.600]  因為她真的沒有碰過,全部果子我碰過很多都拿來吃,那棵不可以吃就不摸了
[00:13:18.600 --> 00:13:29.600]  這個是關鍵的點,蛇對女人的理解,對於女人怎樣詮釋神的話語進行了一個否定
[00:13:29.600 --> 00:13:36.600]  這個否定有趣的地方就是,因為她在抗衡上帝說你一定死,但她說一定不死
[00:13:36.600 --> 00:13:46.600]  神騙你的,神不想你們吃的原因是因為你們吃了之後眼睛就會開朗,你們的眼睛會開朗,會發光
[00:13:46.600 --> 00:13:55.600]  你們會像神一樣得到善惡的知識,所以我才不譯作分別,我直接叫知識善惡樹
[00:13:55.600 --> 00:14:01.600]  後面的東西我們知道,我們知道女人覺得這個果子又好看又好吃
[00:14:01.600 --> 00:14:09.600]  如果你是吃貨你就明白了,吃了之後又可以像神一樣有知識,自己吃了一個,然後給老公吃
[00:14:09.600 --> 00:14:11.600]  故事最諷刺的地方是什麼呢?
[00:14:11.600 --> 00:14:17.600]  最諷刺的地方是後面記載著,所有的東西就好像蛇說的一樣發生了
[00:14:17.600 --> 00:14:27.600]  就是他們沒有死,他們的眼睛明亮了,像神一樣知道自己赤身露體,也知道了羞恥,知道了善和惡的分歧
[00:14:27.600 --> 00:14:31.600]  所有的東西都好像蛇說的一樣實現了
[00:14:31.600 --> 00:14:36.600]  但故事並沒有停在始祖兩個人發現他們赤身露體後就完結
[00:14:36.600 --> 00:14:41.600]  請大家幫我讀一下後面的經文,這次讀三章八至十三節
[00:14:41.600 --> 00:14:42.600]  好,預備起!
[00:14:42.600 --> 00:14:44.600]  天馬了
[00:14:44.600 --> 00:15:02.600]  (音樂)
[00:15:02.600 --> 00:15:22.600]  他說
[00:15:22.600 --> 00:15:33.600]  那人說
[00:15:33.600 --> 00:15:42.600]  永恆主神對女人說
[00:15:42.600 --> 00:15:45.600]  好,謝謝大家
[00:15:45.600 --> 00:15:54.600]  在始祖兩人吃了惡魔果實之後,他們當然沒有獲得神的力量,例如變成橡膠人或是懂得用自己的手出來
[00:15:54.600 --> 00:16:01.600]  但就巧合地他們召喚了上帝下來,上帝就失驚無神地在花園裏巡視業務
[00:16:01.600 --> 00:16:07.600]  人一害怕就很自然地就躲在樹林裏
[00:16:07.600 --> 00:16:21.600]  由神開始問他們在哪裏之後,忽然間男人和女人就開始了一場不停射球的遊戲
[00:16:21.600 --> 00:16:28.600]  男人就說是女人,最重要不是只射給女人,是你做給我的女人,即是他射給上帝
[00:16:28.600 --> 00:16:36.600]  他說你做給我的女人給了我果實,然後女人又射球了,是一條蛇出口術,令我吃了
[00:16:36.600 --> 00:16:47.600]  我們很多時候都會問一些奇怪的問題,就是為什麼上帝要在樹林裏弄他們呢?
[00:16:47.600 --> 00:16:54.600]  如果他不想他們吃那些果實就不要放在那裏,如果神不想他們犯罪就不要讓他們選擇就行了
[00:16:54.600 --> 00:17:10.600]  這些如果什麼的說法,就好像一條很出名的問題,如果上帝是全能的,那他又可不可以做一顆他舉不起的石頭出來呢?
[00:17:10.600 --> 00:17:18.600]  其實這種問題,如果什麼的就行了,這些是對於聖經,對於神的不理解
[00:17:18.600 --> 00:17:26.600]  當然我們可以問這些問題,但最簡單的說法就是作為一個數說人類起源的故事
[00:17:26.600 --> 00:17:38.600]  其實他不是在說為什麼神會陰,他在說到底罪羞恥是怎樣來的,起源是什麼
[00:17:38.600 --> 00:17:45.600]  他還說人和人,人和神,還有人和萬物之間的冤仇的起源
[00:17:45.600 --> 00:17:52.600]  這個故事作為黑歷史最黑的部分,不是人不聽話,做了神不讓他做事這麼簡單
[00:17:52.600 --> 00:18:00.600]  也不是說生命和知識的對立,而是說人類嘗試為自己掌控善和惡
[00:18:00.600 --> 00:18:08.600]  從此之後將對神的愛轉變為自我中心,你看當射球給上帝你就知道
[00:18:08.600 --> 00:18:16.600]  當人選擇不再愛神,不再聽他的聲音,而是聽自己的聲音,最後得著的只有死亡
[00:18:16.600 --> 00:18:22.600]  羞恥是什麼呢?羞恥是源於我們知道我們做了這件事是錯的
[00:18:22.600 --> 00:18:29.600]  罪疚又是什麼呢?罪疚就是因為我們看到我們已經越過了我們不應該越過的界限
[00:18:29.600 --> 00:18:40.600]  人選擇了自我中心,越過上帝的帶領,之後這份羞恥令到始祖躲避創造他的神
[00:18:40.600 --> 00:18:46.600]  令到男人將責任推給神和女人,本來神對人的命令是什麼呢?
[00:18:46.600 --> 00:18:51.600]  神對人的命令是說,第一章有說,生養眾多,遍滿地面,治理者地
[00:18:51.600 --> 00:18:57.600]  也要管理海裡的魚,空中的鳥和地上各樣行動的活物
[00:18:57.600 --> 00:19:05.600]  但最後人反而被蛇誘惑,被蛇管轄,他們的選擇為世界帶來了死亡結局,完全失職
[00:19:05.600 --> 00:19:13.600]  在我小學的時候,有一個片段影響了我很多年,這個片段很有趣
[00:19:13.600 --> 00:19:20.600]  我之前有說過,我是一個信義的,我跟爸爸媽媽上教會,在媽媽的肚子裡已經跟爸爸媽媽上過教會
[00:19:20.600 --> 00:19:25.600]  小學的時候,我真的不太介意到處跟人說我信耶穌
[00:19:25.600 --> 00:19:32.600]  我上了教會,但我從小到大,都有一個缺點,就是我是一個很情緒化的人
[00:19:32.600 --> 00:19:36.600]  我很容易發脾氣,很容易爆哭,很容易生氣,很容易激動
[00:19:36.600 --> 00:19:41.600]  換句話說,我是一個跟從自己情緒走的人
[00:19:41.600 --> 00:19:45.600]  到底事情是怎麼發生的呢?其實我已經不太記得了
[00:19:45.600 --> 00:19:49.600]  總之大約有一個同學,跟同一個同學有關
[00:19:49.600 --> 00:19:54.600]  事情的結局就是,那個影響我很深的片段,是那個同學說
[00:19:54.600 --> 00:19:58.600]  喂,你這個樣子,你都好意思說自己是基督徒?
[00:19:58.600 --> 00:20:01.600]  就只有那句,遲了後果,我不記得,很啪
[00:20:01.600 --> 00:20:05.600]  但那個感受我記得很清楚,就是當時我覺得很羞恥
[00:20:05.600 --> 00:20:09.600]  我覺得原來背著耶穌的墮下是一件很沉重的事
[00:20:09.600 --> 00:20:16.600]  原來我不跟耶穌走,我就會跟著自己的情緒,跟著我的自我去走
[00:20:16.600 --> 00:20:19.600]  他就會帶走我
[00:20:19.600 --> 00:20:25.600]  在這個故事裡面,我們看不到亞當夏娃約出罪咎和羞恥
[00:20:25.600 --> 00:20:29.600]  反而他們一頭掉進羞恥裡面
[00:20:29.600 --> 00:20:34.600]  亞當夏娃在聽從神和聽從自己兩者之間選了後者
[00:20:34.600 --> 00:20:40.600]  從此,聖經由這一道直到啟示錄完結的篇幅
[00:20:40.600 --> 00:20:45.600]  都是在解決這個始祖所開始的黑歷史
[00:20:45.600 --> 00:20:50.600]  這個故事是開始於亞當在伊甸園的反叛
[00:20:50.600 --> 00:20:54.600]  他逆轉在耶穌在喀西馬利園的信服
[00:20:54.600 --> 00:21:00.600]  他終結在啟示錄裡面,新耶路撒冷裡面,神和人終極的和解
[00:21:00.600 --> 00:21:06.600]  全部都連繫於到底我們是聽神去選生命樹
[00:21:06.600 --> 00:21:10.600]  還是放棄對神的聽從,聽了自己的聲音
[00:21:10.600 --> 00:21:14.600]  我們去選對自己好和不好的善惡樹
[00:21:14.600 --> 00:21:18.600]  我想和大家唱這首歌,麻煩後面的助理編導
[00:21:18.600 --> 00:21:22.600]  這首歌我希望大家都熟悉
[00:21:23.600 --> 00:21:25.600]  咁難摸咁你唔係Stand
[00:21:25.600 --> 00:21:49.600]  Hello,係,好,我地一齊起身先啦不如
[00:21:49.600 --> 00:22:03.600]  咁,我首歌叫求你轉念,助理編導可唔可以幫我按powerpoint
[00:22:03.600 --> 00:22:08.600]  有架啦,好,咁我地一齊祈禱先啦
[00:22:16.600 --> 00:22:21.600]  有我地一齊來祈禱,神阿遠你來帶領我地
[00:22:21.600 --> 00:22:34.600]  讓我地知道我地可以在你同在裡面去選生命,選擇,聽從你
[00:22:34.600 --> 00:22:40.600]  在這個世界裡面有好多東西會帶領我地,帶走我地
[00:22:40.600 --> 00:22:43.600]  叫我地離開聽從你的旨意
[00:22:43.600 --> 00:22:51.600]  神阿遠你來幫助我地,讓我地知道我地所相信的故事
[00:22:51.600 --> 00:23:01.600]  我地所相信,我地說我地始早選擇了自己,不選聽從你的時候
[00:23:01.600 --> 00:23:04.600]  我地今日,我地卻願意來跟從耶穌
[00:23:04.600 --> 00:23:10.600]  我地跟從願意來聽從上帝說話的那位基督
[00:23:10.600 --> 00:23:15.600]  願你來到去帶領我地,多謝你,願你來到去幫助我地
[00:23:15.600 --> 00:23:29.600]  我的肺腑請你擦掩
[00:23:29.600 --> 00:23:36.600]  教導我行事順處
[00:23:36.600 --> 00:23:44.600]  我的眼睛不要閉口
[00:23:44.600 --> 00:23:50.600]  若望這榮美的主
[00:23:50.600 --> 00:23:52.600]  我的肺腑
[00:23:52.600 --> 00:24:02.600]  我的肺腑請你擦掩
[00:24:02.600 --> 00:24:08.600]  教導我行事順處
[00:24:08.600 --> 00:24:16.600]  我的眼睛不要閉口
[00:24:16.600 --> 00:24:22.600]  若望這榮美的主
[00:24:22.600 --> 00:24:30.600]  除你以外,在天上我還可有誰
[00:24:30.600 --> 00:24:37.600]  除你以外,地上哪有所愛慕
[00:24:37.600 --> 00:24:41.600]  求你尊念我願讓
[00:24:41.600 --> 00:24:45.600]  向天禱告
[00:24:45.600 --> 00:24:50.600]  投靠你的不是受愧
[00:24:54.600 --> 00:25:03.600]  每聲嘆息,每聲嘆息,每聲眼淚
[00:25:03.600 --> 00:25:09.600]  你在意也別枯萎
[00:25:09.600 --> 00:25:17.600]  真可想,我真看望
[00:25:17.600 --> 00:25:23.600]  往下往下紮根往上伸張
[00:25:23.600 --> 00:25:32.600]  每聲嘆息,每聲嘆息,每聲眼淚
[00:25:32.600 --> 00:25:38.600]  你在意也別枯萎
[00:25:38.600 --> 00:25:46.600]  真可想,我真看望
[00:25:46.600 --> 00:25:52.600]  往下往下紮根往上伸張
[00:25:52.600 --> 00:25:59.600]  除你以外,在天上我還可有誰
[00:25:59.600 --> 00:26:06.600]  除你以外,地上哪有所愛慕
[00:26:06.600 --> 00:26:11.600]  求你尊念我願讓
[00:26:11.600 --> 00:26:14.600]  向天禱告
[00:26:14.600 --> 00:26:19.600]  投靠你的不是受愧
[00:26:19.600 --> 00:26:28.600]  離了你,離了你,我算甚麼
[00:26:28.600 --> 00:26:35.600]  只知掉落在樹旁
[00:26:35.600 --> 00:26:42.600]  離了你,夜黑不見光
[00:26:42.600 --> 00:26:48.600]  在你翅膀任他躲藏
[00:26:48.600 --> 00:26:55.600]  離了你,我算甚麼
[00:26:55.600 --> 00:27:02.600]  只知掉落在樹旁
[00:27:02.600 --> 00:27:10.600]  離了你,夜黑不見光
[00:27:10.600 --> 00:27:16.600]  在你吟下才可見床
[00:27:16.600 --> 00:27:23.600]  除你以外,在天上我還可有誰
[00:27:23.600 --> 00:27:30.600]  除你以外,地上哪有所愛慕
[00:27:30.600 --> 00:27:34.600]  求你尊念我願讓
[00:27:34.600 --> 00:27:38.600]  向天禱告
[00:27:38.600 --> 00:27:43.600]  投靠你的不是受愧
[00:27:43.600 --> 00:27:51.600]  投靠你的不是受愧
[00:27:51.600 --> 00:28:01.600]  投靠你的不是受愧
[00:28:01.600 --> 00:28:04.600]  主願你來到去帶領我們
[00:28:04.600 --> 00:28:07.600]  讓我們知道在我們的生命裏
[00:28:07.600 --> 00:28:11.600]  不只是羞恥,不只是罪疚
[00:28:11.600 --> 00:28:17.600]  讓我們知道當我們越界
[00:28:17.600 --> 00:28:22.600]  當我們知道自己在罪惡裏
[00:28:22.600 --> 00:28:24.600]  我們可以投靠你
[00:28:24.600 --> 00:28:27.600]  我們可以回到你的裏
[00:28:27.600 --> 00:28:34.600]  我們可以選擇你而不是自己
[00:28:34.600 --> 00:28:37.600]  主多謝你願意來到去越立我們
[00:28:37.600 --> 00:28:40.600]  帶領我們為我們祈禱奉獻得聖的名字
[00:28:40.600 --> 00:28:43.600]  祈求阿們,不愧是祖

