
[00:00:00.000 --> 00:00:03.000]  在我們研讀今天的經文之前
[00:03:00.000 --> 00:03:03.000]  這段很大的段落裏
[00:03:03.000 --> 00:03:05.000]  好像是兩個括號一樣
[00:03:05.000 --> 00:03:07.000]  第四章是一個開人號
[00:03:07.000 --> 00:03:11.000]  第九章就好像一個概括號一樣
[00:03:11.000 --> 00:03:14.000]  而中間是說出了
[00:03:14.000 --> 00:03:17.000]  耶穌基督在地上
[00:03:17.000 --> 00:03:19.000]  祂的使命是什麼呢?
[00:03:19.000 --> 00:03:20.000]  所以經文說
[00:03:20.000 --> 00:03:23.000]  耶穌基督是走遍各城各鄉
[00:03:23.000 --> 00:03:26.000]  在會堂裏面去教導人
[00:03:26.000 --> 00:03:30.000]  第二樣就是宣講天國的福音
[00:03:30.000 --> 00:03:32.000]  第三樣祂的使命就是
[00:03:32.000 --> 00:03:34.000]  醫治百姓各樣疾病
[00:03:34.000 --> 00:03:36.000]  其實耶穌基督
[00:03:36.000 --> 00:03:38.000]  不單止在會堂裏面教導人
[00:03:38.000 --> 00:03:40.000]  更加是走出會堂
[00:03:40.000 --> 00:03:42.000]  進入人群裏面
[00:03:42.000 --> 00:03:44.000]  宣講天國的福音
[00:03:44.000 --> 00:03:46.000]  而什麼是天國的福音呢?
[00:03:46.000 --> 00:03:49.000]  所以經文第四章之後
[00:03:49.000 --> 00:03:51.000]  第五章至第七章
[00:03:51.000 --> 00:03:53.000]  其實就是記載了
[00:03:53.000 --> 00:03:56.000]  耶穌一段很重要的登山部分
[00:03:56.000 --> 00:03:58.000]  在山上宣講了
[00:03:58.000 --> 00:04:02.000]  根據舊約十誡的重新演繹
[00:04:02.000 --> 00:04:04.000]  裏面說出了上帝
[00:04:04.000 --> 00:04:07.000]  去天國福音的真理
[00:04:07.000 --> 00:04:10.000]  原來這個福音的真理很重要
[00:04:10.000 --> 00:04:12.000]  在這段經文裏面
[00:04:12.000 --> 00:04:14.000]  第五章至第七章裏面
[00:04:14.000 --> 00:04:16.000]  這些經文包括
[00:04:16.000 --> 00:04:18.000]  耶穌講及到
[00:04:18.000 --> 00:04:20.000]  法路的問題
[00:04:20.000 --> 00:04:22.000]  報仇的問題
[00:04:22.000 --> 00:04:23.000]  要愛仇敵
[00:04:23.000 --> 00:04:25.000]  不要去論斷人
[00:04:25.000 --> 00:04:26.000]  講到奸淫的問題
[00:04:26.000 --> 00:04:27.000]  講到丘妻
[00:04:27.000 --> 00:04:28.000]  起誓
[00:04:28.000 --> 00:04:29.000]  禱告禁食
[00:04:29.000 --> 00:04:30.000]  天上的財寶
[00:04:30.000 --> 00:04:32.000]  施捨等等
[00:04:32.000 --> 00:04:34.000]  其實耶穌基督所講的
[00:04:34.000 --> 00:04:35.000]  這些天國的價值
[00:04:35.000 --> 00:04:37.000]  其實不單止是一些
[00:04:37.000 --> 00:04:39.000]  道德行為的準則
[00:04:39.000 --> 00:04:42.000]  更加其實天國的福音
[00:04:42.000 --> 00:04:45.000]  就是如果這個世界上的人
[00:04:45.000 --> 00:04:48.000]  願意信服在上主的主權之下
[00:04:48.000 --> 00:04:52.000]  去進行天國價值的教導的時候
[00:04:52.000 --> 00:04:55.000]  其實是對整個世界
[00:04:55.000 --> 00:04:57.000]  對整個社會
[00:04:57.000 --> 00:04:58.000]  對整個結構
[00:04:58.000 --> 00:05:01.000]  都是帶來了可以改變和更新
[00:05:01.000 --> 00:05:04.000]  所以耶穌基督所傳的
[00:05:04.000 --> 00:05:06.000]  是一個整全的福音
[00:05:06.000 --> 00:05:09.000]  所以第八章第九章裏面
[00:05:09.000 --> 00:05:10.000]  馬達福音的記載
[00:05:10.000 --> 00:05:12.000]  接著就是記載到耶穌基督
[00:05:12.000 --> 00:05:15.000]  他行了很多醫治的神蹟
[00:05:15.000 --> 00:05:17.000]  去醫治很多的病人
[00:05:17.000 --> 00:05:19.000]  包括了有大麻瘋的人
[00:05:19.000 --> 00:05:21.000]  有被鬼附的人
[00:05:21.000 --> 00:05:23.000]  有癱瘓的病人
[00:05:23.000 --> 00:05:24.000]  甚至乎那些血漏
[00:05:24.000 --> 00:05:26.000]  或者那些外邦人的人
[00:05:26.000 --> 00:05:27.000]  都來到他的面前
[00:05:27.000 --> 00:05:29.000]  求醫治的時候
[00:05:29.000 --> 00:05:31.000]  耶穌基督都能夠醫治他們
[00:05:31.000 --> 00:05:33.000]  所以耶穌基督
[00:05:33.000 --> 00:05:35.000]  他的福音是一個整全的福音
[00:05:35.000 --> 00:05:38.000]  不單止是靈魂得救的福音
[00:05:38.000 --> 00:05:40.000]  更加是關顧到
[00:05:40.000 --> 00:05:42.000]  每個人身心靈的需要
[00:05:42.000 --> 00:05:44.000]  甚至乎天國的福音
[00:05:44.000 --> 00:05:46.000]  在今天這個世界
[00:05:46.000 --> 00:05:49.000]  要改變今天這個世界的一個福音
[00:05:49.000 --> 00:05:51.000]  要讓上帝的價值觀
[00:05:51.000 --> 00:05:53.000]  上帝的旨意
[00:05:53.000 --> 00:05:56.000]  能夠在今天這個地上成就
[00:05:56.000 --> 00:05:58.000]  讓上帝來掌管一切
[00:05:58.000 --> 00:06:01.000]  其實這一段經文
[00:06:01.000 --> 00:06:04.000]  如果當我們深思去看的時候
[00:06:04.000 --> 00:06:07.000]  其實是很值得我們去反思
[00:06:07.000 --> 00:06:09.000]  去反省
[00:06:09.000 --> 00:06:10.000]  各位靈姐妹
[00:06:10.000 --> 00:06:12.000]  剛才當我們讀到這一段經文
[00:06:12.000 --> 00:06:14.000]  第四章和第九章這段經文
[00:06:14.000 --> 00:06:16.000]  其實這兩段經文
[00:06:16.000 --> 00:06:18.000]  是小瀑在2014年
[00:06:18.000 --> 00:06:20.000]  被安納為牧師的時候
[00:06:20.000 --> 00:06:23.000]  我自己所選用的述字經文
[00:06:23.000 --> 00:06:25.000]  因為為什麼呢?
[00:06:25.000 --> 00:06:27.000]  這段經文當我去研讀的時候
[00:06:27.000 --> 00:06:30.000]  我心裏面深受感動
[00:06:30.000 --> 00:06:34.000]  我們每一個被呼召跟從主的人
[00:06:34.000 --> 00:06:36.000]  要成為耶穌基督的門徒
[00:06:36.000 --> 00:06:38.000]  當我們知道耶穌基督
[00:06:38.000 --> 00:06:41.000]  在地上要成就的使命的時候
[00:06:41.000 --> 00:06:43.000]  他呼召他的門徒
[00:06:43.000 --> 00:06:45.000]  都要跟隨他去做的時候
[00:06:45.000 --> 00:06:47.000]  但這段經文裏面
[00:06:47.000 --> 00:06:50.000]  有三樣東西是很值得我們去學習
[00:06:50.000 --> 00:06:52.000]  去效法耶穌基督
[00:06:52.000 --> 00:06:54.000]  如何來實踐這個使命
[00:06:54.000 --> 00:06:57.000]  第一樣就是經文說到
[00:06:57.000 --> 00:07:00.000]  是耶穌基督去走遍各城各鄉
[00:07:00.000 --> 00:07:02.000]  耶穌基督不是坐在會堂裏面
[00:07:02.000 --> 00:07:04.000]  等人來敬拜他
[00:07:04.000 --> 00:07:06.000]  來聽他講解聖經
[00:07:06.000 --> 00:07:08.000]  他是走遍的
[00:07:08.000 --> 00:07:11.000]  他是真的親自進入到人群裏面
[00:07:11.000 --> 00:07:13.000]  當然我們更加知道耶穌基督
[00:07:13.000 --> 00:07:15.000]  他不是高高坐在天上裏
[00:07:15.000 --> 00:07:16.000]  寶座上
[00:07:16.000 --> 00:07:19.000]  他甚至願意道成肉身轉人的中間
[00:07:19.000 --> 00:07:23.000]  而且他去到每一個人群裏面
[00:07:23.000 --> 00:07:25.000]  去與他們一起生活
[00:07:25.000 --> 00:07:29.000]  然後跟他們一起去教導他們
[00:07:29.000 --> 00:07:31.000]  幫助他們
[00:07:31.000 --> 00:07:33.000]  這也成為我們今天
[00:07:33.000 --> 00:07:34.000]  成為一個牧者
[00:07:34.000 --> 00:07:37.000]  我覺得是我自己一個很重要的學習
[00:07:37.000 --> 00:07:40.000]  就是能夠主動走入人群當中
[00:07:40.000 --> 00:07:43.000]  我自己的教會是在九龍城區
[00:07:43.000 --> 00:07:45.000]  雖然我們很感恩
[00:07:45.000 --> 00:07:48.000]  有一座建築物成為我們的座堂
[00:07:48.000 --> 00:07:50.000]  但是我很深信
[00:07:50.000 --> 00:07:53.000]  也很認同英國的著名報道家
[00:07:53.000 --> 00:07:55.000]  約翰·韋斯利所說
[00:07:55.000 --> 00:07:57.000]  他說全世界都是我的牧區
[00:07:57.000 --> 00:08:00.000]  當然我不敢說全世界都是我的牧區
[00:08:00.000 --> 00:08:02.000]  不過當我們自己在教會裏面
[00:08:02.000 --> 00:08:04.000]  侍奉傳道人的時候
[00:08:04.000 --> 00:08:08.000]  我知道我希望能夠將我們教堂
[00:08:08.000 --> 00:08:11.000]  開放給我們這個社區去使用的時候
[00:08:11.000 --> 00:08:14.000]  我希望我們能夠成為這個社區裏面
[00:08:14.000 --> 00:08:15.000]  我們的街坊
[00:08:15.000 --> 00:08:16.000]  他們的明燈
[00:08:16.000 --> 00:08:18.000]  成為他們的幫助
[00:08:18.000 --> 00:08:23.000]  所以我們要主動走入社群當中
[00:08:23.000 --> 00:08:24.000]  第二方面
[00:08:24.000 --> 00:08:27.000]  耶穌基督這段經文說到
[00:08:27.000 --> 00:08:31.000]  祂是去看到一大群人就憐憫他們
[00:08:31.000 --> 00:08:33.000]  耶穌基督看到
[00:08:33.000 --> 00:08:35.000]  看到一大群人
[00:08:35.000 --> 00:08:38.000]  好像羊沒有牧羊人一樣
[00:08:38.000 --> 00:08:40.000]  其實如果我們知道經文背景
[00:08:40.000 --> 00:08:41.000]  在耶穌的年代
[00:08:41.000 --> 00:08:44.000]  那些宗教領袖或者貴族
[00:08:44.000 --> 00:08:48.000]  其實就好像羊的牧羊人一樣
[00:08:48.000 --> 00:08:51.000]  他們是負責應該要去照顧
[00:08:51.000 --> 00:08:53.000]  去看顧他們的需要
[00:08:53.000 --> 00:08:55.000]  但是耶穌基督是責備他們
[00:08:55.000 --> 00:08:58.000]  說他們只是顧著自己的利益
[00:08:58.000 --> 00:09:02.000]  沒有真的去牧養那些人的需要
[00:09:02.000 --> 00:09:05.000]  其實那些貴族
[00:09:05.000 --> 00:09:07.000]  那些宗教領袖
[00:09:07.000 --> 00:09:10.000]  他看不到那些百姓的辛苦
[00:09:10.000 --> 00:09:12.000]  或者他們的艱難
[00:09:12.000 --> 00:09:14.000]  我相信他們看到的
[00:09:14.000 --> 00:09:15.000]  不過有時候
[00:09:15.000 --> 00:09:17.000]  就好像看不到一樣
[00:09:17.000 --> 00:09:20.000]  因為他們看到的可能就只是自己的利益
[00:09:20.000 --> 00:09:23.000]  同樣地提醒我們頂尖姐妹
[00:09:23.000 --> 00:09:26.000]  其實今天在我們身邊
[00:09:26.000 --> 00:09:28.000]  或者我們社群當中
[00:09:28.000 --> 00:09:30.000]  我們周遭很多的需要
[00:09:30.000 --> 00:09:33.000]  其實你看不看到呢?
[00:09:33.000 --> 00:09:36.000]  我記得曾經有一個畫展
[00:09:36.000 --> 00:09:39.000]  名字叫漢見漢不見
[00:09:39.000 --> 00:09:41.000]  它是講一個攝影師
[00:09:41.000 --> 00:09:43.000]  他在中環上班
[00:09:43.000 --> 00:09:45.000]  他在中環工作了很多年
[00:09:45.000 --> 00:09:46.000]  但他原來沒有留意到
[00:09:46.000 --> 00:09:47.000]  在中環裏面
[00:09:47.000 --> 00:09:49.000]  都有很多人在那裏撿紙皮
[00:09:49.000 --> 00:09:53.000]  很多人連吃兩餐飯都不夠
[00:09:53.000 --> 00:09:55.000]  於是有一段日子
[00:09:55.000 --> 00:09:56.000]  他下班之後
[00:09:56.000 --> 00:09:57.000]  他就拿著相機
[00:09:57.000 --> 00:09:59.000]  又走向中環
[00:09:59.000 --> 00:10:04.000]  這個大家覺得是很富有的地區
[00:10:04.000 --> 00:10:09.000]  他就看到原來那裏有很多貧窮的人的需要
[00:10:09.000 --> 00:10:11.000]  所以但願求主幫助我們
[00:10:11.000 --> 00:10:12.000]  各位頂尖姐妹
[00:10:12.000 --> 00:10:15.000]  求聖靈開我們的眼
[00:10:15.000 --> 00:10:19.000]  讓我們都能夠看到今天這個世界的需要
[00:10:19.000 --> 00:10:22.000]  其實今天在這個世界裏面
[00:10:22.000 --> 00:10:23.000]  有很多人好像羊
[00:10:23.000 --> 00:10:25.000]  沒有牧羊人一樣
[00:10:25.000 --> 00:10:30.000]  有很多人在面對著很多工作的壓力
[00:10:30.000 --> 00:10:33.000]  很多掙扎的裏面
[00:10:33.000 --> 00:10:35.000]  有很多年青人
[00:10:35.000 --> 00:10:39.000]  他們面對著今天這個社會的道德
[00:10:39.000 --> 00:10:44.000]  很自由的開放的文化裏面
[00:10:44.000 --> 00:10:46.000]  其實很多人在他們成長裏面
[00:10:46.000 --> 00:10:50.000]  他們好像不知道應該怎樣走一條正確的道路
[00:10:50.000 --> 00:10:52.000]  亦都有很多的家庭
[00:10:52.000 --> 00:10:54.000]  其實在婚姻裏面
[00:10:54.000 --> 00:10:55.000]  其實在分裂裏面
[00:10:55.000 --> 00:10:57.000]  破碎的裏面
[00:10:57.000 --> 00:10:59.000]  所以求主幫助我們
[00:10:59.000 --> 00:11:02.000]  當我們看到他們的需要的時候
[00:11:02.000 --> 00:11:04.000]  第三樣很重要的
[00:11:04.000 --> 00:11:05.000]  就是我們要憐憫
[00:11:05.000 --> 00:11:06.000]  耶穌基督說
[00:11:06.000 --> 00:11:08.000]  祂就憐憫他們
[00:11:08.000 --> 00:11:10.000]  憐憫其實不是同情
[00:11:10.000 --> 00:11:12.000]  亦都不是可憐
[00:11:12.000 --> 00:11:15.000]  其實耶穌那種憐憫的心腸
[00:11:15.000 --> 00:11:17.000]  是一種感同身受的
[00:11:17.000 --> 00:11:18.000]  有一種同理心
[00:11:18.000 --> 00:11:21.000]  耶穌基督不是可憐那些人
[00:11:21.000 --> 00:11:23.000]  祂真的感受到他們那種苦
[00:11:23.000 --> 00:11:26.000]  那種痛的時候
[00:11:26.000 --> 00:11:29.000]  祂願意與他們同行
[00:11:29.000 --> 00:11:34.000]  甚至上帝耶穌基督看到世人的痛的時候
[00:11:34.000 --> 00:11:36.000]  在活在罪裏面的痛的時候
[00:11:36.000 --> 00:11:38.000]  那種難的時候
[00:11:38.000 --> 00:11:41.000]  祂甚至願意自己釘在十字架上
[00:11:41.000 --> 00:11:43.000]  來拯救我們
[00:11:43.000 --> 00:11:45.000]  所以求父上帝幫助我們
[00:11:45.000 --> 00:11:48.000]  讓我們能夠有一種
[00:11:48.000 --> 00:11:52.000]  走出我們自己的安書區的動力
[00:11:52.000 --> 00:11:55.000]  進入到社群當中
[00:11:55.000 --> 00:11:57.000]  求父上帝開我們的眼睛
[00:11:57.000 --> 00:12:00.000]  讓我們看到祂要我們看到的東西
[00:12:00.000 --> 00:12:03.000]  各人不只是看到自己的需要
[00:12:03.000 --> 00:12:04.000]  而是看到今天
[00:12:04.000 --> 00:12:07.000]  整個社群裏面有很多需要的時候
[00:12:07.000 --> 00:12:09.000]  求主也幫助我們
[00:12:09.000 --> 00:12:12.000]  學習耶穌基督有一種憐憫的心腸
[00:12:12.000 --> 00:12:14.000]  求聖靈幫助我們
[00:12:14.000 --> 00:12:16.000]  以至這種憐憫的心腸
[00:12:16.000 --> 00:12:20.000]  也都成為我們可以走出社區
[00:12:20.000 --> 00:12:22.000]  服侍人的動力
[00:12:22.000 --> 00:12:25.000]  而這幾種心智
[00:12:25.000 --> 00:12:28.000]  也是我自己一直在學習的
[00:12:28.000 --> 00:12:30.000]  求主幫助我們每一位
[00:12:30.000 --> 00:12:32.000]  也都願主施恩賜福
[00:12:32.000 --> 00:12:35.000]  讓我們同心祈禱
[00:12:35.000 --> 00:12:37.000]  至愛天父
[00:12:37.000 --> 00:12:39.000]  我們今天看到
[00:12:39.000 --> 00:12:43.000]  香港雖然是一個很繁盛繁榮的城市
[00:12:43.000 --> 00:12:46.000]  但是我們留心察看的時候
[00:12:46.000 --> 00:12:49.000]  在我們周邊的鄰舍裏面
[00:12:49.000 --> 00:12:53.000]  其實有很多人可能有很多的需要
[00:12:53.000 --> 00:12:55.000]  今天也都看到很多的人
[00:12:55.000 --> 00:12:59.000]  他們可能擁有金錢
[00:12:59.000 --> 00:13:02.000]  但他們的心靈卻是貧乏的
[00:13:02.000 --> 00:13:03.000]  有很多的家庭
[00:13:03.000 --> 00:13:05.000]  很多的婚姻
[00:13:05.000 --> 00:13:07.000]  夫婦之間的關係破碎
[00:13:07.000 --> 00:13:12.000]  帶來下一代很多的傷害
[00:13:12.000 --> 00:13:14.000]  我們看到年輕的一代
[00:13:14.000 --> 00:13:18.000]  他們在讀書的壓力之下
[00:13:18.000 --> 00:13:21.000]  他們生活是很沒有目標
[00:13:21.000 --> 00:13:22.000]  很沒有盼望
[00:13:22.000 --> 00:13:24.000]  很沒有出路的時候
[00:13:24.000 --> 00:13:28.000]  主啊,他們真的好像羊無目羊一樣
[00:13:28.000 --> 00:13:31.000]  求父上帝你激勵我們每個人的心
[00:13:31.000 --> 00:13:33.000]  求父上帝你幫助我們
[00:13:33.000 --> 00:13:35.000]  主耶穌基督你說
[00:13:35.000 --> 00:13:38.000]  收的莊稼很多
[00:13:38.000 --> 00:13:40.000]  作供的人少
[00:13:40.000 --> 00:13:42.000]  你要求莊稼的主
[00:13:42.000 --> 00:13:44.000]  差遣更多的人出去
[00:13:44.000 --> 00:13:47.000]  這個人是不是就是你或者就是我呢?
[00:13:47.000 --> 00:13:50.000]  求父上帝你差遣我們
[00:13:50.000 --> 00:13:53.000]  主啊,我在這裡,請差遣我
[00:13:53.000 --> 00:13:56.000]  我們的禱告,靠耶穌基督,得聖名祈求

