
[00:00:00.000 --> 00:00:03.000]  七海天父願您帶領我們以後的時代
[00:05:14.000 --> 00:05:17.000]  但訓誨其實是一種教導
[00:05:17.000 --> 00:05:19.000]  給我們方向性
[00:05:19.000 --> 00:05:21.000]  所以神的話語很重要
[00:05:21.000 --> 00:05:22.000]  它是完全的
[00:05:22.000 --> 00:05:24.000]  它令我們有正直的生活
[00:05:24.000 --> 00:05:26.000]  有純潔的生活
[00:05:26.000 --> 00:05:30.000]  它是真實, 可靠, 公平, 公正
[00:05:30.000 --> 00:05:32.000]  所以當你讀完之後
[00:05:32.000 --> 00:05:34.000]  他說我們是可以根深蒂固的
[00:05:34.000 --> 00:05:36.000]  是可以如人
[00:05:36.000 --> 00:05:38.000]  如人不是指那些蠢人, 那些沒有經驗的人
[00:05:38.000 --> 00:05:40.000]  是能夠有智慧的
[00:05:40.000 --> 00:05:43.000]  人心暢快的, 眼目明亮的
[00:05:43.000 --> 00:05:46.000]  令我們有公平, 公正的生活
[00:05:46.000 --> 00:05:49.000]  你可不可慕這個方式的生活
[00:05:49.000 --> 00:05:52.000]  他說給極多的精金可羡慕
[00:05:52.000 --> 00:05:54.000]  給黃金可羡慕
[00:05:54.000 --> 00:05:56.000]  給物金甜
[00:05:56.000 --> 00:05:59.000]  而且守住這些就有大賞的了
[00:05:59.000 --> 00:06:01.000]  所以神的話語
[00:06:01.000 --> 00:06:03.000]  當在天地裏面我們體會有神
[00:06:03.000 --> 00:06:05.000]  再用神的話語給我們知道
[00:06:05.000 --> 00:06:07.000]  這位就是耶和華神
[00:06:07.000 --> 00:06:09.000]  就是主耶穌基督
[00:06:09.000 --> 00:06:11.000]  所以當詩篇第三節
[00:06:11.000 --> 00:06:14.000]  當是十四到十五節的時候
[00:06:14.000 --> 00:06:16.000]  更加給我們體會
[00:06:16.000 --> 00:06:18.000]  其實神的話語
[00:06:18.000 --> 00:06:20.000]  當我們讀完之後
[00:06:20.000 --> 00:06:22.000]  我們來到神面前
[00:06:22.000 --> 00:06:24.000]  要有默想的
[00:06:24.000 --> 00:06:26.000]  所以第十三節說
[00:06:26.000 --> 00:06:29.000]  自己的錯失, 誰會察覺呢?
[00:06:29.000 --> 00:06:32.000]  求祢赦免我隱藏的過犯
[00:06:32.000 --> 00:06:33.000]  第十四節
[00:06:33.000 --> 00:06:35.000]  求祢更在我妄為的罪上
[00:06:35.000 --> 00:06:37.000]  阻止祢的僕人
[00:06:37.000 --> 00:06:40.000]  不要不讓他們合制我
[00:06:40.000 --> 00:06:44.000]  我就完全不會犯嚴重的罪險
[00:06:44.000 --> 00:06:46.000]  所以第十五節說
[00:06:46.000 --> 00:06:48.000]  願我口中的言語, 心理的意念
[00:06:48.000 --> 00:06:50.000]  在祢面前蒙越
[00:06:50.000 --> 00:06:54.000]  上主, 我的盆石, 我的救贖主
[00:06:54.000 --> 00:06:57.000]  所以這首詩篇三個部份
[00:06:57.000 --> 00:06:59.000]  當合成的時候
[00:06:59.000 --> 00:07:01.000]  其實更加有意思
[00:07:01.000 --> 00:07:03.000]  因為聖經給我們明白
[00:07:03.000 --> 00:07:04.000]  有一位神
[00:07:04.000 --> 00:07:06.000]  聖經讓我們知道
[00:07:06.000 --> 00:07:07.000]  這位是道德的真神
[00:07:07.000 --> 00:07:08.000]  就是耶和華神
[00:07:08.000 --> 00:07:09.000]  就是主耶穌基督
[00:07:09.000 --> 00:07:11.000]  而當我們讀完聖經之後
[00:07:11.000 --> 00:07:14.000]  其實我們生命是會有反省的
[00:07:14.000 --> 00:07:16.000]  我們要知道
[00:07:16.000 --> 00:07:18.000]  哪裡得罪神的地方
[00:07:18.000 --> 00:07:20.000]  我們要認罪悔改的
[00:07:20.000 --> 00:07:23.000]  而我們要得神的喜悅
[00:07:23.000 --> 00:07:24.000]  因為這位神
[00:07:24.000 --> 00:07:26.000]  這首詩篇的開始和結束
[00:07:26.000 --> 00:07:27.000]  提醒我們
[00:07:27.000 --> 00:07:29.000]  祂不單只是一個創造主
[00:07:29.000 --> 00:07:31.000]  祂也是一位救贖主
[00:07:31.000 --> 00:07:33.000]  是要救贖我們
[00:07:33.000 --> 00:07:35.000]  而我們要得神喜悅
[00:07:35.000 --> 00:07:37.000]  蒙神救贖
[00:07:37.000 --> 00:07:39.000]  我們讀完神的話
[00:07:39.000 --> 00:07:42.000]  就是我們的生命是要反省的
[00:07:42.000 --> 00:07:44.000]  不只是一些頭腦的知識
[00:07:44.000 --> 00:07:47.000]  是要進入生命當中
[00:07:47.000 --> 00:07:49.000]  成為生命的靈
[00:07:49.000 --> 00:07:52.000]  讓我們能夠活得有方向
[00:07:52.000 --> 00:07:55.000]  一個合不實身的方向
[00:07:55.000 --> 00:07:57.000]  這首詩篇給我自己
[00:07:57.000 --> 00:08:00.000]  一些什麼體會和成長
[00:08:00.000 --> 00:08:03.000]  我和弟兄姊妹去郊外
[00:08:03.000 --> 00:08:05.000]  戶外活動或旅行的時候
[00:08:05.000 --> 00:08:08.000]  無論晚上或是白天
[00:08:08.000 --> 00:08:09.000]  我們一起走的時候
[00:08:09.000 --> 00:08:12.000]  我很喜歡重讀這首詩篇
[00:08:12.000 --> 00:08:14.000]  知天實色神的榮耀
[00:08:14.000 --> 00:08:17.000]  窮莊全陽他的手段作為
[00:08:17.000 --> 00:08:18.000]  令我們在天地裡
[00:08:18.000 --> 00:08:21.000]  讓我們一起去感受神
[00:08:21.000 --> 00:08:25.000]  所以天地是我自己安靜
[00:08:25.000 --> 00:08:27.000]  默想一個好的地方
[00:08:27.000 --> 00:08:30.000]  我喜歡去到海邊
[00:08:30.000 --> 00:08:32.000]  或是安靜的地方
[00:08:32.000 --> 00:08:35.000]  來到天地裡去默想神
[00:08:35.000 --> 00:08:39.000]  有時候覺得自己好像很偉大
[00:08:39.000 --> 00:08:41.000]  很了不起
[00:08:41.000 --> 00:08:43.000]  但當我在天地中間
[00:08:43.000 --> 00:08:45.000]  看到自己的渺小的時候
[00:08:45.000 --> 00:08:49.000]  神令我有種謙卑的學習
[00:08:49.000 --> 00:08:52.000]  又或者當我很灰心的時候
[00:08:52.000 --> 00:08:55.000]  我來到天地中間去禱告神
[00:08:55.000 --> 00:08:58.000]  我又想起這是一個天賦世界
[00:08:58.000 --> 00:09:00.000]  即使多困難
[00:09:00.000 --> 00:09:03.000]  多麼的罪惡囂張
[00:09:03.000 --> 00:09:06.000]  但天賦仍然長存
[00:09:06.000 --> 00:09:09.000]  所以默想神的話語
[00:09:09.000 --> 00:09:11.000]  在天地當中
[00:09:11.000 --> 00:09:15.000]  是一個給我幫助和退休的時間
[00:09:15.000 --> 00:09:18.000]  神的話語也令我更加明白
[00:09:18.000 --> 00:09:20.000]  整個人在生命裡
[00:09:20.000 --> 00:09:22.000]  能夠得修成
[00:09:22.000 --> 00:09:24.000]  明白方向
[00:09:24.000 --> 00:09:28.000]  所以我覺得能夠透過神的話語
[00:09:28.000 --> 00:09:31.000]  讓我能夠有一個認罪悔改
[00:09:31.000 --> 00:09:33.000]  被提醒的生命
[00:09:33.000 --> 00:09:34.000]  很重要
[00:09:34.000 --> 00:09:37.000]  特別當我還沒有夢照之前
[00:09:37.000 --> 00:09:39.000]  在社會工作
[00:09:39.000 --> 00:09:44.000]  很多時候會和人有衝突
[00:09:44.000 --> 00:09:46.000]  但聖經提醒我們
[00:09:46.000 --> 00:09:48.000]  若是能行
[00:09:48.000 --> 00:09:51.000]  總要盡量忠仁惡毒
[00:09:51.000 --> 00:09:53.000]  當我和人有衝突的時候
[00:09:53.000 --> 00:09:55.000]  神的話語又提醒我
[00:09:55.000 --> 00:09:58.000]  令我生命裡被提醒
[00:09:58.000 --> 00:10:00.000]  要見證神
[00:10:00.000 --> 00:10:02.000]  去倚靠神
[00:10:02.000 --> 00:10:05.000]  不是以自我為中心的生活
[00:10:05.000 --> 00:10:08.000]  所以這首詩篇給我有很多幫助
[00:10:08.000 --> 00:10:12.000]  特別最後提到要認罪悔改
[00:10:12.000 --> 00:10:16.000]  所以讀聖經是光照心靈
[00:10:16.000 --> 00:10:21.000]  讓我們有一個悔改的生命
[00:10:21.000 --> 00:10:23.000]  我自己的經歷覺得
[00:10:23.000 --> 00:10:26.000]  我們每個人都會軟弱跌倒犯罪
[00:10:26.000 --> 00:10:28.000]  犯罪是可惜的
[00:10:28.000 --> 00:10:31.000]  但如果犯罪不悔改
[00:10:31.000 --> 00:10:33.000]  我覺得是更加可惜
[00:10:33.000 --> 00:10:35.000]  所以聖經讓我們讀
[00:10:35.000 --> 00:10:38.000]  是讓我們生命被主光照
[00:10:38.000 --> 00:10:41.000]  來得悔改
[00:10:41.000 --> 00:10:44.000]  所以我現在在神學院
[00:10:44.000 --> 00:10:46.000]  做一個神學教育的工作者
[00:10:46.000 --> 00:10:49.000]  很多時候都提醒我們的學生
[00:10:49.000 --> 00:10:52.000]  讀神的話就算明白多少
[00:10:52.000 --> 00:10:55.000]  不是用來高舉自己
[00:10:55.000 --> 00:11:00.000]  反而是讓我們生命被對付
[00:11:00.000 --> 00:11:02.000]  被修剪
[00:11:02.000 --> 00:11:05.000]  所以很多時候在一些早會、午會
[00:11:05.000 --> 00:11:08.000]  聽到我的學生讀神的話語
[00:11:08.000 --> 00:11:11.000]  看到自己的情況
[00:11:11.000 --> 00:11:14.000]  看到自己的罪,譬如驕傲等等
[00:11:14.000 --> 00:11:16.000]  在神面前悔改
[00:11:16.000 --> 00:11:18.000]  我心裏就很得安慰
[00:11:18.000 --> 00:11:21.000]  所以弟兄姊妹,我都鼓勵大家
[00:11:21.000 --> 00:11:23.000]  其實我們每天讀聖經
[00:11:23.000 --> 00:11:26.000]  目的意義是甚麼呢?
[00:11:26.000 --> 00:11:30.000]  是讓我們能夠和神有更緊密的關係
[00:11:30.000 --> 00:11:33.000]  這個關係就是當我們讀完神的話語
[00:11:33.000 --> 00:11:35.000]  我們明白神的心意
[00:11:35.000 --> 00:11:37.000]  行在神的心意
[00:11:37.000 --> 00:11:40.000]  但如果我們有得罪主的地方
[00:11:40.000 --> 00:11:42.000]  我們要求主赦免
[00:11:42.000 --> 00:11:44.000]  讓我們能夠體會
[00:11:44.000 --> 00:11:47.000]  我們的生命是蒙主喜悅的
[00:11:47.000 --> 00:11:50.000]  拍黃底兄姊妹,我們也同樣追求
[00:11:50.000 --> 00:11:55.000]  讀聖經是要讓我們更加明白神
[00:11:55.000 --> 00:11:58.000]  將主,生命得主的喜悅
[00:11:58.000 --> 00:12:00.000]  我們一起去祈禱吧
[00:12:00.000 --> 00:12:03.000]  秋天是天父願你幫助我們
[00:12:03.000 --> 00:12:06.000]  我們不單止願意讀聖經
[00:12:06.000 --> 00:12:10.000]  我們更加生命能夠被主的話語收斂
[00:12:10.000 --> 00:12:14.000]  那個主你喜悅的生命,生活
[00:12:14.000 --> 00:12:17.000]  有一個合神心意的東西
[00:12:17.000 --> 00:12:20.000]  主呀,當我們真的犯罪得罪你的時候
[00:12:20.000 --> 00:12:22.000]  求主你赦免我們
[00:12:22.000 --> 00:12:27.000]  我們願意有一個求主赦免的心
[00:12:27.000 --> 00:12:31.000]  讓我們更加和神有一個緊密的關係
[00:12:31.000 --> 00:12:33.000]  求主幫助我們
[00:12:33.000 --> 00:12:36.000]  唯獨聖經能夠讓我們回到神的身邊
[00:12:36.000 --> 00:12:38.000]  唯獨聖經讓我們的生命
[00:12:38.000 --> 00:12:43.000]  能夠被主你修剪塗造赦免
[00:12:43.000 --> 00:12:45.000]  能夠讓我們更加像主
[00:12:45.000 --> 00:12:48.000]  更加和神有緊密的關係
[00:12:48.000 --> 00:12:50.000]  求主先幫助弟兄姊妹
[00:12:50.000 --> 00:12:52.000]  有這樣的贖命追求
[00:12:52.000 --> 00:12:54.000]  我們獻上祈禱
[00:12:54.000 --> 00:12:56.000]  奉救主耶穌基督的名
[00:12:56.000 --> 00:12:58.000]  阿門
[00:12:58.000 --> 00:13:00.000]  阿門
[00:13:00.000 --> 00:13:02.000]  阿門
[00:13:02.000 --> 00:13:04.000]  阿門
[00:13:05.000 --> 00:13:07.000]  阿門
[00:13:07.000 --> 00:13:09.000]  阿門
[00:13:09.000 --> 00:13:12.000]  (字幕由Amara.org社区提供)

