
[00:00:00.000 --> 00:00:04.000]  大家好 現場及線上的弟兄姊妹平安
[00:04:09.000 --> 00:04:13.000]  一到七章 裡面當然有講到遷徙流離
[00:04:13.000 --> 00:04:17.000]  有奴役 有呼召 特別是呼召摩西
[00:04:17.000 --> 00:04:21.000]  掙扎 順從 整個序幕的部份
[00:04:21.000 --> 00:04:23.000]  我們試試探討一個主題
[00:04:23.000 --> 00:04:25.000]  這個主題是什麼呢?
[00:04:25.000 --> 00:04:27.000]  一會兒你就會知道我想探討什麼主題
[00:04:27.000 --> 00:04:31.000]  這個主題相當不容易拿捏
[00:04:31.000 --> 00:04:35.000]  不過我覺得很明顯在《春埃及記》的序幕
[00:04:35.000 --> 00:04:39.000]  講得很清楚 應該是清楚這個主題
[00:04:39.000 --> 00:04:41.000]  我大概講第一章第二章
[00:04:41.000 --> 00:04:45.000]  這個主題大家就會知道
[00:04:45.000 --> 00:04:49.000]  我們先看一看 《春埃及記》是難讀的
[00:04:49.000 --> 00:04:54.000]  因為有時是敘事和律法間隔地出現
[00:04:54.000 --> 00:04:56.000]  這樣也比起《創世記》好
[00:04:56.000 --> 00:05:00.000]  《創世記》有時是敘事 之後有些家譜
[00:05:00.000 --> 00:05:02.000]  有敘事 有家譜
[00:05:02.000 --> 00:05:05.000]  我們也不明白為什麼會這樣寫作
[00:05:05.000 --> 00:05:07.000]  如果全部是敘事 我們會很簡單
[00:05:07.000 --> 00:05:09.000]  很容易跟進
[00:05:09.000 --> 00:05:11.000]  但突然間有家譜
[00:05:11.000 --> 00:05:13.000]  有12個家譜出來
[00:05:13.000 --> 00:05:15.000]  你就會覺得這個很麻煩
[00:05:15.000 --> 00:05:18.000]  李仕健博士也詳細解釋過
[00:05:18.000 --> 00:05:20.000]  為什麼有家譜在中間
[00:05:20.000 --> 00:05:22.000]  其實是好的
[00:05:22.000 --> 00:05:24.000]  當你讀到家譜的時候 你會停下來
[00:05:24.000 --> 00:05:27.000]  你會想 為什麼會有家譜
[00:05:27.000 --> 00:05:31.000]  敘事 如果神跟子民一起走的時候
[00:05:31.000 --> 00:05:33.000]  突然間來到家譜
[00:05:33.000 --> 00:05:37.000]  當子民有懷疑 當子民有很多疑惑的時候
[00:05:37.000 --> 00:05:41.000]  有個家譜就表示 整個英許一定會成就
[00:05:41.000 --> 00:05:43.000]  當每個家譜出現
[00:05:43.000 --> 00:05:48.000]  你知道神的家族 民族的延續性
[00:05:48.000 --> 00:05:50.000]  一定會延續下去
[00:05:50.000 --> 00:05:52.000]  所以有家譜不是不好
[00:05:52.000 --> 00:05:56.000]  是表示神在子民當中跟他們同行
[00:05:56.000 --> 00:05:58.000]  也有英許
[00:05:58.000 --> 00:06:00.000]  所以民訴是一樣的
[00:06:00.000 --> 00:06:02.000]  走著走著又有律法
[00:06:02.000 --> 00:06:06.000]  律法通常是對應當時的處境
[00:06:06.000 --> 00:06:08.000]  有新的律法出來
[00:06:08.000 --> 00:06:11.000]  有律法出來對應處境說話
[00:06:11.000 --> 00:06:13.000]  所以其實是好的
[00:06:13.000 --> 00:06:15.000]  我們人生中走著走著
[00:06:15.000 --> 00:06:18.000]  有神的話語提醒我們
[00:06:18.000 --> 00:06:20.000]  肯定神的英許
[00:06:20.000 --> 00:06:23.000]  我覺得這種敘事的手法相當精彩
[00:06:23.000 --> 00:06:27.000]  但不是現代人慣用的手法
[00:06:27.000 --> 00:06:32.000]  所以我覺得用敘事律法去看五經
[00:06:32.000 --> 00:06:35.000]  間隔出現比較好
[00:06:35.000 --> 00:06:37.000]  我簡單說說
[00:06:37.000 --> 00:06:42.000]  我看過《春埃及記》的結構大概是這樣
[00:06:42.000 --> 00:06:44.000]  一到一章到十五章
[00:06:44.000 --> 00:06:48.000]  其實真正說春埃及是這裡
[00:06:48.000 --> 00:06:50.000]  因為之後出了埃及
[00:06:50.000 --> 00:06:52.000]  但他說會幕的建造
[00:06:52.000 --> 00:06:54.000]  或是律法的頒布
[00:06:54.000 --> 00:06:55.000]  或是約定立
[00:06:55.000 --> 00:06:58.000]  全部都不是出埃及的故事
[00:06:58.000 --> 00:07:00.000]  是之後的故事
[00:07:00.000 --> 00:07:02.000]  所以出埃及的敘事
[00:07:02.000 --> 00:07:04.000]  是一個很宏大的敘事
[00:07:04.000 --> 00:07:05.000]  大家不需要我多說
[00:07:05.000 --> 00:07:06.000]  有序幕
[00:07:06.000 --> 00:07:10.000]  序幕之後真的對話跟法老
[00:07:10.000 --> 00:07:12.000]  然後就神跡
[00:07:12.000 --> 00:07:15.000]  然後出過紅海
[00:07:15.000 --> 00:07:17.000]  大家都知道這是很厲害
[00:07:17.000 --> 00:07:20.000]  摩西之歌差不多就停下來
[00:07:20.000 --> 00:07:23.000]  十五章二十二到十八章二十七
[00:07:23.000 --> 00:07:25.000]  就是在曠野中的試煉
[00:07:25.000 --> 00:07:26.000]  都是敘事
[00:07:26.000 --> 00:07:28.000]  馬拉的苦水變甜
[00:07:28.000 --> 00:07:30.000]  以林的水泉
[00:07:30.000 --> 00:07:31.000]  順的曠野
[00:07:31.000 --> 00:07:33.000]  有馬拿
[00:07:33.000 --> 00:07:36.000]  利菲定的試探
[00:07:36.000 --> 00:07:37.000]  爭鬧
[00:07:37.000 --> 00:07:38.000]  大家都很熟悉
[00:07:38.000 --> 00:07:40.000]  利菲定有一場戰爭
[00:07:40.000 --> 00:07:42.000]  就是打敗了亞馬利亞
[00:07:42.000 --> 00:07:44.000]  然後摩西的家團聚
[00:07:44.000 --> 00:07:46.000]  大家都知道
[00:07:46.000 --> 00:07:48.000]  然後我看下去
[00:07:48.000 --> 00:07:50.000]  就是敘事和律法
[00:07:50.000 --> 00:07:52.000]  敘事、律法、敘事、律法
[00:07:52.000 --> 00:07:54.000]  間隔的出現了
[00:07:54.000 --> 00:07:56.000]  如果大家留意到
[00:07:56.000 --> 00:07:58.000]  就是這樣出現的
[00:07:58.000 --> 00:08:00.000]  所以十九章一到二十五節
[00:08:00.000 --> 00:08:02.000]  我們看到
[00:08:02.000 --> 00:08:05.000]  準備十誡的頒布
[00:08:05.000 --> 00:08:08.000]  約定立
[00:08:08.000 --> 00:08:10.000]  然後在二十章到二十一章
[00:08:10.000 --> 00:08:15.000]  準備敘事
[00:08:15.000 --> 00:08:17.000]  約書的出現
[00:08:17.000 --> 00:08:20.000]  所以約書的內容就是二十章到二十三章
[00:08:20.000 --> 00:08:22.000]  二十四章到一到十八節
[00:08:22.000 --> 00:08:24.000]  納約摩西上山
[00:08:24.000 --> 00:08:26.000]  這個也是敘事
[00:08:26.000 --> 00:08:28.000]  你看到亞倫和亞倫的兒子
[00:08:28.000 --> 00:08:32.000]  全部都出現在這個敘事裡面
[00:08:32.000 --> 00:08:35.000]  然後特別大家留意一下
[00:08:35.000 --> 00:08:37.000]  安息日的吩咐
[00:08:37.000 --> 00:08:40.000]  剛剛把兩大段
[00:08:40.000 --> 00:08:44.000]  一大段就是牛津牛毒事件夾在中間
[00:08:44.000 --> 00:08:46.000]  那是一個分段
[00:08:46.000 --> 00:08:48.000]  是一個很清楚的分段
[00:08:48.000 --> 00:08:50.000]  還有七段的
[00:08:50.000 --> 00:08:52.000]  二十五章到三十章
[00:08:52.000 --> 00:08:54.000]  三十章、三十章、三十章
[00:08:54.000 --> 00:08:57.000]  因為七段的都是用
[00:08:57.000 --> 00:09:00.000]  上主對摩西說
[00:09:00.000 --> 00:09:02.000]  這個方程式
[00:09:02.000 --> 00:09:04.000]  去將它劃分
[00:09:04.000 --> 00:09:06.000]  你看美記一樣
[00:09:06.000 --> 00:09:08.000]  聖潔法典
[00:09:08.000 --> 00:09:10.000]  在最後的十七到二十六章
[00:09:10.000 --> 00:09:12.000]  聖潔法典裡面
[00:09:12.000 --> 00:09:14.000]  起碼有十章
[00:09:14.000 --> 00:09:16.000]  每一章
[00:09:16.000 --> 00:09:18.000]  有十章都是用上主對摩西說的
[00:09:18.000 --> 00:09:20.000]  這個方程式去分了段
[00:09:20.000 --> 00:09:22.000]  分了章
[00:09:22.000 --> 00:09:24.000]  是很清楚的
[00:09:24.000 --> 00:09:26.000]  這個我不詳細說了
[00:09:26.000 --> 00:09:28.000]  因為今天沒辦法詳細說這麼多
[00:09:28.000 --> 00:09:30.000]  最後我們看到金牛毒事件之後
[00:09:30.000 --> 00:09:32.000]  安息日的吩咐之後
[00:09:32.000 --> 00:09:34.000]  又有神的吩咐和敘事
[00:09:34.000 --> 00:09:36.000]  就是吩咐奉獻
[00:09:36.000 --> 00:09:38.000]  建造會幕
[00:09:38.000 --> 00:09:40.000]  立起會幕
[00:09:40.000 --> 00:09:42.000]  神榮耀同行
[00:09:42.000 --> 00:09:44.000]  開展了整個下面的篇幅
[00:09:44.000 --> 00:09:46.000]  無論是利美記
[00:09:46.000 --> 00:09:48.000]  文書記、生命記
[00:09:48.000 --> 00:09:50.000]  這個簡單的敘事
[00:09:50.000 --> 00:09:52.000]  我想大家可以留意
[00:09:52.000 --> 00:09:54.000]  寫法
[00:09:54.000 --> 00:09:56.000]  今天進入我要說的
[00:09:56.000 --> 00:09:58.000]  一到七章
[00:09:58.000 --> 00:10:02.000]  所有背景的資料
[00:10:02.000 --> 00:10:04.000]  我都不詳細說
[00:10:04.000 --> 00:10:06.000]  其實我們的《釋經》書
[00:10:06.000 --> 00:10:08.000]  就是釋經義勇的系列
[00:10:08.000 --> 00:10:10.000]  是鼓勵大家買的
[00:10:10.000 --> 00:10:12.000]  你不買中文
[00:10:12.000 --> 00:10:14.000]  不買我們就不要緊
[00:10:14.000 --> 00:10:16.000]  買英文
[00:10:16.000 --> 00:10:18.000]  因為有學者跟我說
[00:10:18.000 --> 00:10:20.000]  我出差的時候
[00:10:20.000 --> 00:10:22.000]  學者跟我說
[00:10:22.000 --> 00:10:24.000]  你們的《春海及記》是相當好的
[00:10:24.000 --> 00:10:26.000]  差不多在
[00:10:26.000 --> 00:10:28.000]  他這樣說的
[00:10:28.000 --> 00:10:30.000]  在《春海及記》的《釋經》裡面
[00:10:30.000 --> 00:10:32.000]  寫得差不多
[00:10:32.000 --> 00:10:34.000]  是最高等級的
[00:10:34.000 --> 00:10:36.000]  很高的等級的作者寫
[00:10:36.000 --> 00:10:38.000]  所以大家留意這一本
[00:10:38.000 --> 00:10:40.000]  我覺得需要留意
[00:10:40.000 --> 00:10:42.000]  《春海及記》的《釋經義勇》系列
[00:10:42.000 --> 00:10:44.000]  無論中文還是英文都不要緊
[00:10:44.000 --> 00:10:46.000]  我想看看
[00:10:46.000 --> 00:10:48.000]  《春海及記》的開頭
[00:10:48.000 --> 00:10:50.000]  是怎樣的
[00:10:50.000 --> 00:10:52.000]  《春海及記》究竟希伯來人叫它做什麼
[00:10:52.000 --> 00:10:54.000]  大家都知道的
[00:10:54.000 --> 00:10:56.000]  叫它做眾名字
[00:10:56.000 --> 00:10:58.000]  如果希伯來話就叫
[00:10:58.000 --> 00:11:00.000]  Shemot
[00:11:00.000 --> 00:11:02.000]  如果我們用神學語言就叫Shemot
[00:11:02.000 --> 00:11:04.000]  名字
[00:11:04.000 --> 00:11:06.000]  眾名字
[00:11:06.000 --> 00:11:08.000]  這些眾名字
[00:11:08.000 --> 00:11:10.000]  這個就是原本希伯來文
[00:11:10.000 --> 00:11:12.000]  《聖經》裡面
[00:11:12.000 --> 00:11:14.000]  講《春海及記》的名字
[00:11:14.000 --> 00:11:16.000]  就是名字
[00:11:16.000 --> 00:11:20.000]  當然後面沒有說什麼以色列眾子
[00:11:20.000 --> 00:11:22.000]  他不需要
[00:11:22.000 --> 00:11:24.000]  因為希伯來文就是兩個
[00:11:24.000 --> 00:11:26.000]  這個
[00:11:26.000 --> 00:11:28.000]  Shemot
[00:11:28.000 --> 00:11:30.000]  就是他的名字
[00:11:30.000 --> 00:11:32.000]  我們看看究竟他怎樣開始
[00:11:32.000 --> 00:11:34.000]  接著就是以色列眾子的名字
[00:11:34.000 --> 00:11:36.000]  他們各自帶著家眷
[00:11:36.000 --> 00:11:38.000]  我們很快看
[00:11:38.000 --> 00:11:40.000]  不能詳細看
[00:11:40.000 --> 00:11:42.000]  和瓦國一起來到了埃及
[00:11:42.000 --> 00:11:44.000]  所以來到埃及
[00:11:44.000 --> 00:11:46.000]  然後他列出這些先祖的名字
[00:11:46.000 --> 00:11:48.000]  第五節
[00:11:48.000 --> 00:11:50.000]  我想大家多讀第五節
[00:11:50.000 --> 00:11:52.000]  瓦國所有的親骨肉
[00:11:52.000 --> 00:11:54.000]  共計七十人
[00:11:54.000 --> 00:11:56.000]  那時約瑟已在埃及
[00:11:56.000 --> 00:11:58.000]  到這裡
[00:11:58.000 --> 00:12:00.000]  即是說整個家族
[00:12:00.000 --> 00:12:02.000]  下來是七十人
[00:12:02.000 --> 00:12:04.000]  如果大家記得
[00:12:04.000 --> 00:12:06.000]  是創世紀的
[00:12:06.000 --> 00:12:08.000]  最後的篇幅
[00:12:08.000 --> 00:12:10.000]  就是講到瓦國和眾子
[00:12:10.000 --> 00:12:12.000]  來到埃及
[00:12:12.000 --> 00:12:14.000]  接續這個故事
[00:12:14.000 --> 00:12:16.000]  約瑟死了
[00:12:16.000 --> 00:12:18.000]  他們所有兄弟和他那一代的人都死了
[00:12:18.000 --> 00:12:20.000]  以色列人多生多育繁衍起來
[00:12:20.000 --> 00:12:22.000]  極其強盛
[00:12:22.000 --> 00:12:24.000]  但要貪污那些人
[00:12:24.000 --> 00:12:26.000]  這個用新漢語譯本的
[00:12:26.000 --> 00:12:28.000]  我用新漢語譯本的五經
[00:12:28.000 --> 00:12:30.000]  用出埃及記來跟大家講
[00:12:30.000 --> 00:12:32.000]  比較方便
[00:12:32.000 --> 00:12:34.000]  也不是說和學本或其他譯本譯得不好
[00:12:34.000 --> 00:12:36.000]  方便我先講
[00:12:36.000 --> 00:12:38.000]  我想大家留意一件事
[00:12:38.000 --> 00:12:40.000]  我不再詳細講
[00:12:40.000 --> 00:12:42.000]  七十人
[00:12:42.000 --> 00:12:44.000]  為何一開始出埃及記
[00:12:44.000 --> 00:12:46.000]  就用這個名單開始
[00:12:46.000 --> 00:12:48.000]  有沒有問過這個問題
[00:12:48.000 --> 00:12:50.000]  好好的
[00:12:50.000 --> 00:12:52.000]  就隨時講故事
[00:12:52.000 --> 00:12:54.000]  名單開始
[00:12:54.000 --> 00:12:56.000]  就像一個家族的名單
[00:12:56.000 --> 00:12:58.000]  特別強調
[00:12:58.000 --> 00:13:00.000]  七十個
[00:13:00.000 --> 00:13:02.000]  而世代慢慢轉變
[00:13:02.000 --> 00:13:04.000]  來到開展
[00:13:04.000 --> 00:13:06.000]  開頭的序幕
[00:13:06.000 --> 00:13:08.000]  已經開始另一個世代
[00:13:08.000 --> 00:13:10.000]  不是約瑟的世代
[00:13:10.000 --> 00:13:12.000]  也不是瓦國的世代
[00:13:12.000 --> 00:13:14.000]  已經有很多很多年代過去
[00:13:14.000 --> 00:13:16.000]  但是
[00:13:16.000 --> 00:13:18.000]  以色列人仍然是非常強盛
[00:13:18.000 --> 00:13:20.000]  非常強盛
[00:13:20.000 --> 00:13:22.000]  家眷這個字
[00:13:22.000 --> 00:13:24.000]  一章二十一節會再出現
[00:13:24.000 --> 00:13:26.000]  所以一章二十一節
[00:13:26.000 --> 00:13:28.000]  和這裡首尾呼應
[00:13:28.000 --> 00:13:30.000]  成為一個完整的段落
[00:13:30.000 --> 00:13:32.000]  在哪裡出現呢
[00:13:32.000 --> 00:13:34.000]  在這裡
[00:13:34.000 --> 00:13:36.000]  就是二十一節
[00:13:36.000 --> 00:13:38.000]  神為他們建立了家室
[00:13:38.000 --> 00:13:40.000]  家室這個字就是
[00:13:40.000 --> 00:13:42.000]  剛才我們說的
[00:13:42.000 --> 00:13:44.000]  家眷的字
[00:13:44.000 --> 00:13:46.000]  兩個字其實就是首尾呼應
[00:13:46.000 --> 00:13:48.000]  好
[00:13:48.000 --> 00:13:50.000]  問一問大家
[00:13:50.000 --> 00:13:52.000]  剛才我問的問題
[00:13:52.000 --> 00:13:54.000]  為什麼開始是名單
[00:13:54.000 --> 00:13:56.000]  而是名單之後
[00:13:56.000 --> 00:13:58.000]  先是序事
[00:13:58.000 --> 00:14:00.000]  看到嗎
[00:14:00.000 --> 00:14:02.000]  名單先後才是序事
[00:14:02.000 --> 00:14:04.000]  所以
[00:14:04.000 --> 00:14:06.000]  大家不需要我多說這個故事
[00:14:06.000 --> 00:14:08.000]  我可以很快點出來
[00:14:08.000 --> 00:14:10.000]  當他們說新的王
[00:14:10.000 --> 00:14:12.000]  統治埃及的時候
[00:14:12.000 --> 00:14:14.000]  他們不認識約瑟
[00:14:14.000 --> 00:14:16.000]  以色列人的百姓比我們還多
[00:14:16.000 --> 00:14:18.000]  比我們還強盛
[00:14:18.000 --> 00:14:20.000]  我想大家讀讀第十節
[00:14:20.000 --> 00:14:22.000]  來
[00:14:22.000 --> 00:14:24.000]  讓我們用智謀對付他們
[00:14:24.000 --> 00:14:26.000]  免得他們多起來
[00:14:26.000 --> 00:14:28.000]  如果遇上戰爭
[00:14:28.000 --> 00:14:30.000]  他們和我們的仇敵
[00:14:30.000 --> 00:14:32.000]  聯合
[00:14:32.000 --> 00:14:34.000]  跟我們打起仗來
[00:14:34.000 --> 00:14:36.000]  他們就要離開這地了
[00:14:36.000 --> 00:14:38.000]  特別留意一下
[00:14:38.000 --> 00:14:40.000]  這個十字的說法
[00:14:40.000 --> 00:14:42.000]  來
[00:14:42.000 --> 00:14:44.000]  對付這些以色列人
[00:14:44.000 --> 00:14:46.000]  因為他們越來越多
[00:14:46.000 --> 00:14:48.000]  如果打起戰爭
[00:14:48.000 --> 00:14:50.000]  他們和其他敵人聯合
[00:14:50.000 --> 00:14:52.000]  我們這個埃及地就不穩
[00:14:52.000 --> 00:14:54.000]  甚至會帶同敵人一起走
[00:14:54.000 --> 00:14:56.000]  一起走其實是很大件事
[00:14:56.000 --> 00:14:58.000]  因為他們是一個勞動的人
[00:14:58.000 --> 00:15:00.000]  相當重要
[00:15:00.000 --> 00:15:02.000]  於是他們就想辦法
[00:15:02.000 --> 00:15:04.000]  大家知道
[00:15:04.000 --> 00:15:06.000]  先是建這個處禍城
[00:15:06.000 --> 00:15:08.000]  在北東和南塞
[00:15:08.000 --> 00:15:10.000]  所以大量的南丁
[00:15:10.000 --> 00:15:12.000]  如果在哥山地的話
[00:15:12.000 --> 00:15:14.000]  大量的南丁要來到
[00:15:14.000 --> 00:15:16.000]  北東和南塞
[00:15:16.000 --> 00:15:18.000]  所以基本上他們沒有機會
[00:15:18.000 --> 00:15:20.000]  去生育
[00:15:20.000 --> 00:15:22.000]  南丁離開了
[00:15:22.000 --> 00:15:24.000]  沒有機會生育
[00:15:24.000 --> 00:15:26.000]  所以人口出生一定會少
[00:15:26.000 --> 00:15:28.000]  如果再加上南丁在北東和南塞
[00:15:28.000 --> 00:15:30.000]  裡面
[00:15:30.000 --> 00:15:32.000]  很勞苦的
[00:15:32.000 --> 00:15:34.000]  死的死病的病
[00:15:34.000 --> 00:15:36.000]  就更加人口減少
[00:15:36.000 --> 00:15:38.000]  但很奇怪
[00:15:38.000 --> 00:15:40.000]  越壓迫他們就越多
[00:15:40.000 --> 00:15:42.000]  越擴散起來
[00:15:42.000 --> 00:15:44.000]  所以我想大家留意一下
[00:15:44.000 --> 00:15:46.000]  利用自謀地附他們
[00:15:46.000 --> 00:15:48.000]  再留意建造一個城
[00:15:48.000 --> 00:15:50.000]  或者一個處禍城
[00:15:50.000 --> 00:15:52.000]  或者兩個處禍城
[00:15:52.000 --> 00:15:54.000]  然後壓迫他們
[00:15:54.000 --> 00:15:56.000]  越來越擴散開去
[00:15:56.000 --> 00:15:58.000]  或者擴散開去
[00:15:58.000 --> 00:16:00.000]  我再看下去
[00:16:00.000 --> 00:16:02.000]  於是埃及人
[00:16:02.000 --> 00:16:04.000]  就叫這些
[00:16:04.000 --> 00:16:06.000]  督工叫這些以色列人
[00:16:06.000 --> 00:16:08.000]  因為他們的奴役越來越重
[00:16:08.000 --> 00:16:10.000]  於是他們就會受苦
[00:16:10.000 --> 00:16:12.000]  他們和來造尊
[00:16:12.000 --> 00:16:14.000]  這裡特別說得很清楚
[00:16:14.000 --> 00:16:16.000]  造尊
[00:16:16.000 --> 00:16:18.000]  做田間一切的奴役
[00:16:18.000 --> 00:16:20.000]  嚴酷地讓他們去生奴
[00:16:20.000 --> 00:16:22.000]  這個方法不行
[00:16:22.000 --> 00:16:24.000]  於是第二個方法
[00:16:24.000 --> 00:16:26.000]  大家都知道第二個方法
[00:16:26.000 --> 00:16:28.000]  就是要接生符
[00:16:28.000 --> 00:16:30.000]  一接生的時候
[00:16:30.000 --> 00:16:32.000]  將那些南丁
[00:16:32.000 --> 00:16:34.000]  弄死
[00:16:34.000 --> 00:16:36.000]  然後女的就留下來
[00:16:36.000 --> 00:16:38.000]  所以可以看到
[00:16:38.000 --> 00:16:40.000]  這個接生符叫斯弗拉
[00:16:40.000 --> 00:16:42.000]  這個名字其實是一個好的名字
[00:16:42.000 --> 00:16:44.000]  不過中文的譯文
[00:16:44.000 --> 00:16:46.000]  會比較麻煩
[00:16:46.000 --> 00:16:48.000]  是一個很好的名字
[00:16:48.000 --> 00:16:50.000]  普亞也是一個很好的名字
[00:16:50.000 --> 00:16:52.000]  他們為了這個希伯來人
[00:16:52.000 --> 00:16:54.000]  接生看著他們臨盤
[00:16:54.000 --> 00:16:56.000]  如果有男孩就殺了他們
[00:16:56.000 --> 00:16:58.000]  這個大家都知道
[00:16:58.000 --> 00:17:00.000]  不需要我多說
[00:17:00.000 --> 00:17:02.000]  不過大家留意一下
[00:17:02.000 --> 00:17:04.000]  接生符是有名的
[00:17:04.000 --> 00:17:08.000]  奇怪吧
[00:17:08.000 --> 00:17:10.000]  接生符應該有兩個名字
[00:17:10.000 --> 00:17:12.000]  接生符敬畏神
[00:17:12.000 --> 00:17:14.000]  他被男孩活下來
[00:17:14.000 --> 00:17:16.000]  埃及王就問
[00:17:16.000 --> 00:17:18.000]  接生符為什麼要做這些事
[00:17:18.000 --> 00:17:20.000]  讓男孩能夠存活
[00:17:20.000 --> 00:17:22.000]  接生符就回答
[00:17:22.000 --> 00:17:24.000]  希伯來人的生命力很強
[00:17:24.000 --> 00:17:26.000]  埃及人的生命力
[00:17:26.000 --> 00:17:28.000]  意思是生命力不強
[00:17:28.000 --> 00:17:30.000]  他們出生的時候
[00:17:30.000 --> 00:17:32.000]  可能他們的婦人會搖動得很厲害
[00:17:32.000 --> 00:17:34.000]  用力去讓他們出生
[00:17:34.000 --> 00:17:36.000]  接生符還沒到
[00:17:36.000 --> 00:17:38.000]  他們已經生了
[00:17:38.000 --> 00:17:40.000]  所以沒有辦法
[00:17:40.000 --> 00:17:42.000]  埃及的婦人可能生命力不強
[00:17:42.000 --> 00:17:44.000]  生的時候會長一點時間
[00:17:44.000 --> 00:17:46.000]  有這樣的暗示
[00:17:46.000 --> 00:17:48.000]  所以沒有辦法
[00:17:48.000 --> 00:17:50.000]  如果真的是這樣的話
[00:17:50.000 --> 00:17:52.000]  不知道為什麼
