
[00:00:00.000 --> 00:00:03.000]  現場及線上的弟兄姊妹平安
[00:03:05.000 --> 00:03:07.000]  新約 符 詩篇
[00:03:07.000 --> 00:03:09.000]  很早就有了
[00:03:09.000 --> 00:03:11.000]  後來很特別
[00:03:11.000 --> 00:03:15.000]  新約 符 詩篇 《針研》
[00:03:15.000 --> 00:03:20.000]  你就見到《針研》的地位
[00:03:20.000 --> 00:03:25.000]  今天我們的時間很充分
[00:03:25.000 --> 00:03:29.000]  我們會集中
[00:03:29.000 --> 00:03:36.000]  來思想《針研》的頭兩章
[00:03:36.000 --> 00:03:38.000]  我應該用不完九十分鐘
[00:03:38.000 --> 00:03:41.000]  我希望不會太長氣
[00:03:41.000 --> 00:03:44.000]  不過如果要的話
[00:03:44.000 --> 00:03:46.000]  可能也要多用一點時間
[00:03:46.000 --> 00:03:47.000]  但我希望準時
[00:03:47.000 --> 00:03:49.000]  特別我還想有機會
[00:03:49.000 --> 00:03:51.000]  如果大家有問題
[00:03:51.000 --> 00:03:53.000]  提出討論
[00:03:53.000 --> 00:03:55.000]  或者完的時候
[00:03:55.000 --> 00:03:57.000]  你有回應的意見
[00:03:57.000 --> 00:04:00.000]  你可以提出
[00:04:00.000 --> 00:04:02.000]  我們討論一下
[00:04:02.000 --> 00:04:06.000]  我們看看時間怎樣去
[00:04:06.000 --> 00:04:18.000]  《針研》提出智慧這個名詞
[00:04:18.000 --> 00:04:27.000]  其實是回應當時猶太人
[00:04:27.000 --> 00:04:35.000]  面對帝國的挑戰
[00:04:35.000 --> 00:04:37.000]  在說什麼呢?
[00:04:37.000 --> 00:04:45.000]  在說一個公元前的世紀
[00:04:45.000 --> 00:04:47.000]  如果我們在聖經研究上
[00:04:47.000 --> 00:04:50.000]  我們會叫這段時間
[00:04:50.000 --> 00:04:53.000]  不是兩約之間
[00:04:53.000 --> 00:04:55.000]  教會是這樣叫
[00:04:55.000 --> 00:04:57.000]  不過聖經研究叫這段時間
[00:04:57.000 --> 00:05:02.000]  叫第二聖殿時期
[00:05:02.000 --> 00:05:06.000]  第二就是有第一
[00:05:06.000 --> 00:05:08.000]  聖殿有兩個
[00:05:08.000 --> 00:05:10.000]  第一個我們很熟悉的
[00:05:10.000 --> 00:05:12.000]  第一個聖殿是
[00:05:12.000 --> 00:05:17.000]  大衛索羅門聯合王國
[00:05:17.000 --> 00:05:22.000]  在耶路撒冷建造的聖殿
[00:05:22.000 --> 00:05:24.000]  大衛不准他建聖殿
[00:05:24.000 --> 00:05:26.000]  這個留待十二月
[00:05:26.000 --> 00:05:30.000]  薩姆爾記下的講座再討論
[00:05:30.000 --> 00:05:34.000]  索羅門的聖殿在歷史上
[00:05:34.000 --> 00:05:40.000]  你可以說屹立了四百多年
[00:05:40.000 --> 00:05:44.000]  由公元前的十世紀
[00:05:44.000 --> 00:05:46.000]  第九世紀
[00:05:46.000 --> 00:05:50.000]  我們沒有絕對準確的年份
[00:05:50.000 --> 00:05:56.000]  但我們知道它何時被巴比利的軍隊拆毀
[00:05:56.000 --> 00:06:00.000]  公元前586年
[00:06:00.000 --> 00:06:02.000]  這是第一聖殿的歷史
[00:06:02.000 --> 00:06:07.000]  涵蓋整個大衛王朝
[00:06:07.000 --> 00:06:10.000]  聖經沒有王朝這個字眼
[00:06:10.000 --> 00:06:14.000]  所以聖經的講法叫大衛家
[00:06:14.000 --> 00:06:15.000]  我們經常都讀錯了
[00:06:15.000 --> 00:06:17.000]  我們以為是講他家的
[00:06:17.000 --> 00:06:18.000]  其實不是
[00:06:18.000 --> 00:06:24.000]  其實是在講大衛四百年國造的王朝
[00:06:24.000 --> 00:06:26.000]  四百年很長了
[00:06:26.000 --> 00:06:31.000]  你讀中國歷史唐宋元明清
[00:06:31.000 --> 00:06:33.000]  早期的都不記得了
[00:06:33.000 --> 00:06:37.000]  但最近的五個王朝
[00:06:37.000 --> 00:06:41.000]  沒有一個有四百年歷史
[00:06:41.000 --> 00:06:42.000]  我怎知道呢?
[00:06:42.000 --> 00:06:43.000]  Google一下吧
[00:06:43.000 --> 00:06:45.000]  現在不要做節了
[00:06:45.000 --> 00:06:50.000]  有四百年的是漢朝
[00:06:50.000 --> 00:06:55.000]  但中間還要給黃網散漢
[00:06:55.000 --> 00:06:57.000]  黃網是什麼時候的人物?
[00:06:57.000 --> 00:07:00.000]  就是耶穌出世的時候
[00:07:00.000 --> 00:07:03.000]  公元開始的時候
[00:07:03.000 --> 00:07:08.000]  所以西漢東漢都隔開了
[00:07:08.000 --> 00:07:11.000]  加起來有四百年
[00:07:11.000 --> 00:07:13.000]  你今天說我不是想聽中國歷史
[00:07:13.000 --> 00:07:18.000]  我想讓你知道的是聖經裡面的歷史
[00:07:18.000 --> 00:07:23.000]  第二聖殿就是秘魯回歸
[00:07:23.000 --> 00:07:26.000]  什麼時候回歸我們很清楚
[00:07:26.000 --> 00:07:29.000]  古列元年
[00:07:29.000 --> 00:07:34.000]  波斯帝國古列夏召
[00:07:34.000 --> 00:07:43.000]  容許猶大百姓回耶路撒冷重建聖殿
[00:07:43.000 --> 00:07:46.000]  這是公元前第六世紀
[00:07:46.000 --> 00:07:49.000]  538年
[00:07:49.000 --> 00:07:56.000]  聖殿終於在大理烏王第六年重建完成
[00:07:56.000 --> 00:07:59.000]  公元前515年
[00:07:59.000 --> 00:08:04.000]  一直到公元七十年
[00:08:04.000 --> 00:08:09.000]  羅馬的軍隊進入耶路撒冷
[00:08:09.000 --> 00:08:13.000]  就剷平了第二聖殿
[00:08:13.000 --> 00:08:16.000]  如果心算好
[00:08:16.000 --> 00:08:23.000]  第二聖殿比第一聖殿的歷史還要長久
[00:08:23.000 --> 00:08:25.000]  不簡單的
[00:08:25.000 --> 00:08:27.000]  雖然亡國被擄
[00:08:27.000 --> 00:08:29.000]  雖然回歸
[00:08:29.000 --> 00:08:32.000]  但是沒有復國
[00:08:32.000 --> 00:08:35.000]  猶大耶路撒冷
[00:08:35.000 --> 00:08:39.000]  一直活在馬代波斯
[00:08:39.000 --> 00:08:41.000]  希臘
[00:08:41.000 --> 00:08:47.000]  羅馬三個帝國的統治之下
[00:08:47.000 --> 00:08:51.000]  新約時期就是羅馬帝國的時候
[00:08:51.000 --> 00:08:53.000]  記得
[00:08:53.000 --> 00:08:56.000]  所以第二聖殿時期
[00:08:56.000 --> 00:09:05.000]  我們說的挑戰是希臘文明的挑戰
[00:09:05.000 --> 00:09:07.000]  澄清一個中文的讀音
[00:09:07.000 --> 00:09:09.000]  不是讀希臘
[00:09:09.000 --> 00:09:11.000]  打獵和打臘差很遠
[00:09:11.000 --> 00:09:15.000]  打獵要在家裡
[00:09:15.000 --> 00:09:18.000]  獵狗和立腸有兩回事
[00:09:18.000 --> 00:09:19.000]  有立腸狗
[00:09:19.000 --> 00:09:21.000]  懂不懂分辨
[00:09:21.000 --> 00:09:23.000]  一個是狗爪邊
[00:09:23.000 --> 00:09:25.000]  一個是肉字邊
[00:09:25.000 --> 00:09:27.000]  希臘希臘
[00:09:27.000 --> 00:09:30.000]  用普通話來發音
[00:09:30.000 --> 00:09:31.000]  Hella
[00:09:31.000 --> 00:09:33.000]  Hellenistic
[00:09:33.000 --> 00:09:35.000]  英文也有這種
[00:09:35.000 --> 00:09:37.000]  當然摩登一點的說法是Greek
[00:09:37.000 --> 00:09:40.000]  希臘的文明
[00:09:40.000 --> 00:09:45.000]  亞歷山大大帝南征北伐
[00:09:45.000 --> 00:09:47.000]  他的
[00:09:47.000 --> 00:09:48.000]  怎麼說呢
[00:09:48.000 --> 00:09:50.000]  不是國界
[00:09:50.000 --> 00:09:54.000]  他的軍隊一直打到印度
[00:09:54.000 --> 00:09:57.000]  從愛琴海
[00:09:57.000 --> 00:09:59.000]  有沒有去遊船河
[00:09:59.000 --> 00:10:01.000]  希臘真的很漂亮
[00:10:01.000 --> 00:10:04.000]  一直打到印度
[00:10:04.000 --> 00:10:07.000]  四大文明古國
[00:10:07.000 --> 00:10:12.000]  被他差不多取得三個
[00:10:12.000 --> 00:10:14.000]  其實波斯帝國也一樣
[00:10:14.000 --> 00:10:17.000]  你讀以斯帖記第一章
[00:10:17.000 --> 00:10:20.000]  阿哈徐老王登基
[00:10:20.000 --> 00:10:24.000]  從印度到古實
[00:10:24.000 --> 00:10:26.000]  這幾個字懂不懂
[00:10:26.000 --> 00:10:28.000]  印度大家懂
[00:10:28.000 --> 00:10:29.000]  古實
[00:10:29.000 --> 00:10:30.000]  非洲
[00:10:30.000 --> 00:10:31.000]  愛琴
[00:10:31.000 --> 00:10:32.000]  文明古國
[00:10:32.000 --> 00:10:36.000]  所以其實當年的帝國版圖
[00:10:36.000 --> 00:10:40.000]  橫跨三大洲
[00:10:40.000 --> 00:10:41.000]  亞洲
[00:10:41.000 --> 00:10:42.000]  非洲
[00:10:42.000 --> 00:10:43.000]  歐洲
[00:10:43.000 --> 00:10:49.000]  所以波斯帝國就是今天的伊朗
[00:10:49.000 --> 00:10:50.000]  巴比倫
[00:10:50.000 --> 00:10:53.000]  亞述就是今天的伊拉克
[00:10:53.000 --> 00:10:55.000]  今天不算好
[00:10:55.000 --> 00:11:00.000]  但是伊朗絕對有理由看不起美國
[00:11:00.000 --> 00:11:04.000]  因為美國還是如無飲血
[00:11:04.000 --> 00:11:07.000]  現在叫紅番就好像歧視
[00:11:07.000 --> 00:11:10.000]  原住民在那裡打獵
[00:11:10.000 --> 00:11:11.000]  不是打立
[00:11:11.000 --> 00:11:14.000]  打獵的時候
[00:11:14.000 --> 00:11:17.000]  伊朗已經是一個
[00:11:17.000 --> 00:11:20.000]  雄霸天下的帝國
[00:11:20.000 --> 00:11:23.000]  二百年的歷史不長
[00:11:23.000 --> 00:11:29.000]  不過跟著就被亞歷山大的軍隊打贏了
[00:11:29.000 --> 00:11:31.000]  講多一點冷知識
[00:11:31.000 --> 00:11:34.000]  亞歷山大贏的原因
[00:11:34.000 --> 00:11:38.000]  是因為他的步兵長矛
[00:11:38.000 --> 00:11:45.000]  比起當時其他軍隊用的長矛長了
[00:11:45.000 --> 00:11:47.000]  就是這麼簡單
[00:11:47.000 --> 00:11:49.000]  其實很多歷史上
[00:11:49.000 --> 00:11:52.000]  如果你有興趣去發掘去了解
[00:11:52.000 --> 00:11:53.000]  就是這麼簡單
[00:11:53.000 --> 00:11:58.000]  兵器長在戰場上有優勢
[00:11:58.000 --> 00:11:59.000]  不是單打獨鬥
[00:11:59.000 --> 00:12:01.000]  是整個方陣
[00:12:01.000 --> 00:12:03.000]  正如你了解
[00:12:03.000 --> 00:12:09.000]  為什麼歐洲的文明會追過中國
[00:12:09.000 --> 00:12:12.000]  中國其實在中世紀
[00:12:12.000 --> 00:12:14.000]  很富庶的
[00:12:14.000 --> 00:12:17.000]  明朝的海軍
[00:12:17.000 --> 00:12:19.000]  鄭和下西洋
[00:12:19.000 --> 00:12:20.000]  你大家都聽過
[00:12:20.000 --> 00:12:24.000]  為什麼突然之間會變成八國聯軍
[00:12:24.000 --> 00:12:27.000]  變成東亞病夫
[00:12:27.000 --> 00:12:29.000]  發生什麼事
[00:12:29.000 --> 00:12:31.000]  你知道原因嗎
[00:12:31.000 --> 00:12:32.000]  兩個字
[00:12:32.000 --> 00:12:34.000]  馬鈴薯
[00:12:34.000 --> 00:12:37.000]  看你們的樣子都不知道
[00:12:37.000 --> 00:12:41.000]  歐洲找到一個最容易種植
[00:12:41.000 --> 00:12:44.000]  又最有營養的食物
[00:12:44.000 --> 00:12:45.000]  不是種田
[00:12:45.000 --> 00:12:47.000]  不是種稻米
[00:12:47.000 --> 00:12:48.000]  不是種大麥小麥
[00:12:48.000 --> 00:12:50.000]  是種馬鈴薯
[00:12:50.000 --> 00:12:53.000]  你看這些歷史很有趣很有意思
[00:12:53.000 --> 00:12:54.000]  但你掌握得好
[00:12:54.000 --> 00:12:55.000]  你就明白
[00:12:55.000 --> 00:13:00.000]  亞歷山大是西方的帝國
[00:13:00.000 --> 00:13:07.000]  與之前巴比倫亞述或者馬代波斯
[00:13:07.000 --> 00:13:10.000]  東方的帝國有什麼不同
[00:13:10.000 --> 00:13:12.000]  都是帝國
[00:13:12.000 --> 00:13:13.000]  都是侵略
[00:13:13.000 --> 00:13:15.000]  都是軍隊
[00:13:15.000 --> 00:13:17.000]  但有一個很大的不同
[00:13:17.000 --> 00:13:19.000]  東方的帝國
[00:13:19.000 --> 00:13:23.000]  不管你的生活方式
[00:13:23.000 --> 00:13:25.000]  任由你
[00:13:25.000 --> 00:13:26.000]  你不造反
[00:13:26.000 --> 00:13:27.000]  你納稅
[00:13:27.000 --> 00:13:29.000]  就什麼事都沒有
[00:13:29.000 --> 00:13:31.000]  西方亞歷山大
[00:13:31.000 --> 00:13:36.000]  認為除了希臘的文明
[00:13:36.000 --> 00:13:42.000]  其他都是野蠻人
[00:13:42.000 --> 00:13:44.000]  Barbarian
[00:13:44.000 --> 00:13:46.000]  聖經的翻譯
[00:13:46.000 --> 00:13:47.000]  化外人
[00:13:47.000 --> 00:13:48.000]  有沒有印象
[00:13:48.000 --> 00:13:51.000]  未開化的人
[00:13:51.000 --> 00:13:54.000]  這句說話真的很驕傲
[00:13:54.000 --> 00:13:56.000]  中國一樣
[00:13:56.000 --> 00:13:59.000]  我們中原的文明
[00:13:59.000 --> 00:14:01.000]  怎樣看東南西北
[00:14:01.000 --> 00:14:03.000]  這一代不懂
[00:14:03.000 --> 00:14:06.000]  只聽過東邪西毒南帝北丐
[00:14:06.000 --> 00:14:09.000]  神鵰俠侶
[00:14:09.000 --> 00:14:15.000]  東夷南蠻西戎北敵
[00:14:15.000 --> 00:14:16.000]  你查一下
[00:14:16.000 --> 00:14:18.000]  其實全部都是歧視
[00:14:18.000 --> 00:14:20.000]  沒有文化
[00:14:20.000 --> 00:14:22.000]  所以我們這一代是南蠻
[00:14:22.000 --> 00:14:24.000]  我們是野蠻人
[00:14:24.000 --> 00:14:27.000]  亞歷山大有這樣的見解
[00:14:27.000 --> 00:14:30.000]  所以他打完仗之後
[00:14:30.000 --> 00:14:33.000]  設立了18個城市
[00:14:33.000 --> 00:14:35.000]  都叫亞歷山大
[00:14:35.000 --> 00:14:37.000]  不過可惜歲月無情
[00:14:37.000 --> 00:14:39.000]  今天只剩下一個
[00:14:39.000 --> 00:14:40.000]  在哪裡
[00:14:40.000 --> 00:14:42.000]  埃及
[00:14:42.000 --> 00:14:43.000]  你去埃及
[00:14:43.000 --> 00:14:45.000]  有一個城叫亞歷山大
[00:14:45.000 --> 00:14:46.000]  有什麼重要?
[00:14:46.000 --> 00:14:48.000]  和聖經很有關係
[00:14:48.000 --> 00:14:52.000]  因為舊約的希臘文七十事譯本
[00:14:52.000 --> 00:14:55.000]  是在亞歷山大翻譯的
[00:14:55.000 --> 00:14:57.000]  見微知著
[00:14:57.000 --> 00:14:59.000]  為什麼他們會翻譯聖經?
[00:14:59.000 --> 00:15:03.000]  因為那裡是一個文明的城市
[00:15:03.000 --> 00:15:08.000]  一個保存文化的城市
[00:15:08.000 --> 00:15:12.000]  所以這是亞歷山大的抱負
[00:15:12.000 --> 00:15:18.000]  他要將希臘的文明傳遞出去
[00:15:18.000 --> 00:15:25.000]  希臘人的文明最關鍵的是什麼?
[00:15:25.000 --> 00:15:27.000]  這個字你懂的
[00:15:27.000 --> 00:15:28.000]  Philosophy
[00:15:28.000 --> 00:15:29.000]  這個字你懂嗎?
[00:15:29.000 --> 00:15:32.000]  中文翻譯叫哲學
[00:15:32.000 --> 00:15:33.000]  翻譯得好
[00:15:33.000 --> 00:15:38.000]  不過沒有了原本希臘文的意思
[00:15:38.000 --> 00:15:40.000]  Philol
[00:15:40.000 --> 00:15:41.000]  讀大學的時候
[00:15:41.000 --> 00:15:42.000]  讀什麼?
[00:15:42.000 --> 00:15:43.000]  讀Philol
[00:15:43.000 --> 00:15:45.000]  這是一個動詞
[00:15:45.000 --> 00:15:46.000]  Phileo
[00:15:46.000 --> 00:15:47.000]  愛
[00:15:47.000 --> 00:15:50.000]  Philosophy
[00:15:50.000 --> 00:15:53.000]  最後一半是Sophia
[00:15:53.000 --> 00:15:56.000]  今天也有女性改自己的名字
[00:15:56.000 --> 00:15:57.000]  叫Sophia
[00:15:57.000 --> 00:15:58.000]  就是這個字
[00:15:58.000 --> 00:15:59.000]  這個字是什麼意思?
[00:15:59.000 --> 00:16:02.000]  智慧
[00:16:02.000 --> 00:16:05.000]  所以什麼是哲學?
[00:16:05.000 --> 00:16:08.000]  蘇格拉底、柏拉圖、亞歷史多德
[00:16:08.000 --> 00:16:12.000]  這班希臘文明的代表人物
[00:16:12.000 --> 00:16:17.000]  說起他們就像說起中國的孔子、孟子、信子
[00:16:17.000 --> 00:16:22.000]  他們是愛智慧的人
[00:16:22.000 --> 00:16:24.000]  懂得解釋
[00:16:24.000 --> 00:16:29.000]  所以希臘人來到不是殺你
[00:16:29.000 --> 00:16:34.000]  不是殘暴地對待你
[00:16:34.000 --> 00:16:36.000]  他是教你
[00:16:36.000 --> 00:16:38.000]  他是跟你聊天
[00:16:38.000 --> 00:16:42.000]  因為智慧改變你的人生
[00:16:42.000 --> 00:16:45.000]  改變你的信仰
[00:16:45.000 --> 00:16:48.000]  改變你的價值觀念
[00:16:48.000 --> 00:16:52.000]  改變你的行事為人
[00:16:52.000 --> 00:16:56.000]  那你就是一個文明的希臘人
[00:16:56.000 --> 00:17:01.000]  你就不是一個化外野蠻人
[00:17:01.000 --> 00:17:04.000]  這是當時在第二聖殿時期
[00:17:04.000 --> 00:17:09.000]  公元前第四世紀的六十年代
[00:17:09.000 --> 00:17:13.000]  333年亞歷山大的軍隊
[00:17:13.000 --> 00:17:16.000]  打到巴勒斯坦耶路撒冷
[00:17:16.000 --> 00:17:20.000]  一直到羅馬帝國興起
[00:17:20.000 --> 00:17:25.000]  取代了四分五裂的希臘帝國
[00:17:25.000 --> 00:17:29.000]  但希臘的文明直到今天
[00:17:29.000 --> 00:17:34.000]  仍然成為西方文明的基礎
[00:17:34.000 --> 00:17:38.000]  所以你今天出去讀博士學位
[00:17:38.000 --> 00:17:40.000]  博士是中文的翻譯
[00:17:40.000 --> 00:17:42.000]  英文怎麼叫?
[00:17:42.000 --> 00:17:46.000]  Doctor of Philosophy
[00:17:46.000 --> 00:17:48.000]  我也被人不停地說
[00:17:48.000 --> 00:17:49.000]  你讀哲學?
[00:17:49.000 --> 00:17:50.000]  不是,我讀舊約
[00:17:50.000 --> 00:17:51.000]  那你的學位呢?
[00:17:51.000 --> 00:17:53.000]  我的學位是叫Doctor of Philosophy
[00:17:53.000 --> 00:17:54.000]  明白嗎?
[00:17:54.000 --> 00:17:55.000]  不明白?
[00:17:55.000 --> 00:18:04.000]  你讀舊約,應該是Doctor of Old Testament
[00:18:04.000 --> 00:18:07.000]  沒有這回事
[00:18:07.000 --> 00:18:09.000]  港輝是騙你的
[00:18:09.000 --> 00:18:10.000]  買回來的
[00:18:10.000 --> 00:18:14.000]  你真的去讀西方的大學教育
[00:18:14.000 --> 00:18:17.000]  最高的研究學位
[00:18:17.000 --> 00:18:19.000]  一定是Philosophy
[00:18:19.000 --> 00:18:21.000]  意思不是哲學
[00:18:21.000 --> 00:18:24.000]  是愛智慧
[00:18:24.000 --> 00:18:25.000]  我解釋了這麼久
[00:18:25.000 --> 00:18:27.000]  解釋什麼是智慧
[00:18:27.000 --> 00:18:29.000]  我們不懂的
[00:18:29.000 --> 00:18:31.000]  我們以為年紀大就有智慧
[00:18:31.000 --> 00:18:33.000]  他從來都不說話的
[00:18:33.000 --> 00:18:34.000]  很有智慧
[00:18:34.000 --> 00:18:35.000]  完全不是這回事
[00:18:35.000 --> 00:18:37.000]  你看蘇格拉底多囉嗦
[00:18:37.000 --> 00:18:39.000]  柏拉圖說很多話
[00:18:39.000 --> 00:18:41.000]  亞里士多德寫很多書
[00:18:41.000 --> 00:18:44.000]  他們問問題
[00:18:44.000 --> 00:18:52.000]  智慧就是他們文明最重要的基礎
[00:18:52.000 --> 00:18:57.000]  猶太人面對帝國的挑戰
[00:18:57.000 --> 00:18:59.000]  如何回應
[00:18:59.000 --> 00:19:01.000]  今天我們不長氣了
[00:19:01.000 --> 00:19:04.000]  《針研》是一個回應
[00:19:04.000 --> 00:19:08.000]  《約伯記》是另一個回應
[00:19:08.000 --> 00:19:12.000]  《傳道書》又一個回應
[00:19:12.000 --> 00:19:14.000]  這叫智慧書卷
[00:19:14.000 --> 00:19:17.000]  我們沒有時間了
[00:19:17.000 --> 00:19:19.000]  過半小時就說完三卷
[00:19:19.000 --> 00:19:22.000]  清庭點水就叫水過鴨背
[00:19:22.000 --> 00:19:24.000]  今天我們特別來問
[00:19:24.000 --> 00:19:27.000]  《針研》到底教什麼
[00:19:27.000 --> 00:19:30.000]  我們說《針研》一開始
[00:19:30.000 --> 00:19:35.000]  它為書卷裡面的經文
[00:19:35.000 --> 00:19:37.000]  九百三十項
[00:19:37.000 --> 00:19:43.000]  揭示了雙重的方向
[00:19:43.000 --> 00:19:44.000]  兩個方向
[00:19:44.000 --> 00:19:46.000]  不是一個方向
[00:19:46.000 --> 00:19:51.000]  我們今天要解釋清楚
[00:19:51.000 --> 00:19:53.000]  雙重的方向
[00:19:53.000 --> 00:19:57.000]  並且在第二章
[00:19:57.000 --> 00:20:01.000]  《針研》用了一首猶太人讀聖經
[00:20:01.000 --> 00:20:05.000]  很熟悉的文學技巧
[00:20:05.000 --> 00:20:08.000]  叫做字母詩
[00:20:08.000 --> 00:20:10.000]  稍後我們會解釋一下
[00:20:10.000 --> 00:20:12.000]  中文沒有這個東西
[00:20:12.000 --> 00:20:15.000]  因為中文的文字沒有字母
[00:20:15.000 --> 00:20:17.000]  我們是方塊字
[00:20:17.000 --> 00:20:19.000]  所以如果我們寫詩
[00:20:19.000 --> 00:20:22.000]  我們會有些叫做藏頭詩
[00:20:22.000 --> 00:20:24.000]  不是藏床的床
[00:20:24.000 --> 00:20:26.000]  是隱藏的床
[00:20:26.000 --> 00:20:28.000]  寫了七句出來之後
[00:20:28.000 --> 00:20:29.000]  你只讀頭一個字
[00:20:29.000 --> 00:20:31.000]  原來是反革命的
[00:20:31.000 --> 00:20:32.000]  這樣就足夠了
[00:20:32.000 --> 00:20:33.000]  你明白我的意思嗎?
[00:20:33.000 --> 00:20:35.000]  這些是不同的文字
[00:20:35.000 --> 00:20:38.000]  會有不同的文學技巧
[00:20:38.000 --> 00:20:41.000]  希伯來文有字母詩
[00:20:41.000 --> 00:20:44.000]  《針研》第二章
[00:20:44.000 --> 00:20:48.000]  是一首模仿的字母詩
[00:20:48.000 --> 00:20:51.000]  幫助讀者去練習
[00:20:51.000 --> 00:20:54.000]  拆解頭一章
[00:20:54.000 --> 00:20:58.000]  這個智慧人的謎語
[00:20:58.000 --> 00:21:00.000]  因此
[00:21:00.000 --> 00:21:02.000]  我們想看清楚的就是
[00:21:02.000 --> 00:21:07.000]  其實經文不是道德層次
[00:21:07.000 --> 00:21:11.000]  很老土的一些格言
[00:21:11.000 --> 00:21:13.000]  停在那裡
[00:21:13.000 --> 00:21:21.000]  它是上帝秦秦善有的叮嚀
[00:21:21.000 --> 00:21:23.000]  為什麼我會這樣說呢?
[00:21:23.000 --> 00:21:24.000]  三點半的時候
[00:21:24.000 --> 00:21:28.000]  希望我們就來總結
[00:21:28.000 --> 00:21:32.000]  我先簡單介紹一下
[00:21:32.000 --> 00:21:36.000]  因為不知道弟兄姊妹當中
[00:21:36.000 --> 00:21:38.000]  可能臥虎藏龍
[00:21:38.000 --> 00:21:39.000]  我經常都說
[00:21:39.000 --> 00:21:43.000]  你可能已經是教《針研》的老師了
[00:21:43.000 --> 00:21:44.000]  和你分享一下
[00:21:44.000 --> 00:21:47.000]  我讀《針研》的心路歷程
[00:21:47.000 --> 00:21:48.000]  很簡單
[00:21:48.000 --> 00:21:49.000]  今天不是上課
[00:21:49.000 --> 00:21:53.000]  第一本書是在英文著作當中
[00:21:53.000 --> 00:21:55.000]  如果你叫我選一本
[00:21:55.000 --> 00:21:58.000]  來推薦給華人教會
