
[00:00:00.000 --> 00:00:03.480]  在看經文之前,讓我們先一同祈禱
[00:06:18.640 --> 00:06:20.960]  幸好天無絕人之路
[00:06:20.960 --> 00:06:23.760]  當這個人不停向下跌的時候
[00:06:23.760 --> 00:06:27.840]  他發現井竟然掛著一條繩
[00:06:27.840 --> 00:06:29.600]  在電光火石之間
[00:06:29.600 --> 00:06:30.640]  他一抓
[00:06:30.640 --> 00:06:34.240]  這個人就抓緊了井裡邊的繩
[00:06:34.240 --> 00:06:37.440]  不至於繼續往下跌
[00:06:37.440 --> 00:06:40.880]  不過當他向下望的時候
[00:06:40.880 --> 00:06:43.280]  他發現漆黑一片
[00:06:43.280 --> 00:06:47.520]  都不知道下面到底還有多深
[00:06:47.520 --> 00:06:49.440]  這個掉進井裡的人
[00:06:49.440 --> 00:06:51.200]  他不斷去敷舊
[00:06:51.200 --> 00:06:54.480]  但是卻到處無人經過
[00:06:54.480 --> 00:06:56.640]  時間一分一秒的過去
[00:06:56.640 --> 00:07:01.280]  這個人開始無法再忍耐下去
[00:07:01.280 --> 00:07:03.680]  他發現他的手開始無力
[00:07:03.680 --> 00:07:06.000]  他的手指開始發麻
[00:07:06.000 --> 00:07:07.440]  在絕望的當中
[00:07:07.440 --> 00:07:10.240]  他嘗試去呼求上帝
[00:07:10.240 --> 00:07:11.760]  他對上帝說
[00:07:11.760 --> 00:07:14.160]  上帝啊,我這次一定跌死
[00:07:14.160 --> 00:07:17.200]  求祢救我
[00:07:17.200 --> 00:07:20.000]  奇妙的事竟然發生
[00:07:20.000 --> 00:07:20.960]  在這個時候
[00:07:20.960 --> 00:07:24.480]  這個人他聽到上帝的聲音
[00:07:24.480 --> 00:07:26.000]  他聽到上帝說
[00:07:26.000 --> 00:07:29.120]  你放手吧
[00:07:29.120 --> 00:07:31.120]  這個人心想,放手?
[00:07:31.120 --> 00:07:34.560]  他望一望下面仍然是漆黑一片
[00:07:34.560 --> 00:07:37.200]  他望一望下面更加令他的心怯一怯
[00:07:37.200 --> 00:07:38.480]  手又鬆一鬆
[00:07:38.480 --> 00:07:41.680]  接著又滑了幾寸
[00:07:41.680 --> 00:07:44.080]  大驚之下他又再求上帝
[00:07:44.080 --> 00:07:46.960]  他說,上帝啊,求祢救我
[00:07:46.960 --> 00:07:50.720]  在這一刻他又再聽到上帝的聲音
[00:07:50.720 --> 00:07:54.160]  上帝說,你放手吧
[00:07:54.160 --> 00:07:55.920]  這個人心裡又再想
[00:07:55.920 --> 00:07:56.880]  放手?
[00:07:56.880 --> 00:07:58.560]  他又再望一望下面
[00:07:58.560 --> 00:08:00.320]  仍然是漆黑一片
[00:08:00.320 --> 00:08:01.840]  他的心又再怯一怯
[00:08:01.840 --> 00:08:03.120]  手又鬆一鬆
[00:08:03.120 --> 00:08:05.760]  又再滑了幾寸
[00:08:05.760 --> 00:08:08.560]  他心想,這次死定了
[00:08:08.560 --> 00:08:10.960]  他唯有再次求上帝
[00:08:10.960 --> 00:08:12.800]  他對上帝說,上帝啊
[00:08:12.800 --> 00:08:16.400]  我真的求祢要救我
[00:08:16.400 --> 00:08:19.600]  這一刻他聽到上帝的聲音
[00:08:19.600 --> 00:08:21.600]  不用我說,大家都猜到了
[00:08:21.600 --> 00:08:24.800]  沒錯,在故事當中是他再次聽到上帝叫他
[00:08:24.800 --> 00:08:27.040]  你放手吧
[00:08:27.040 --> 00:08:28.640]  這個人心想,放手?
[00:08:28.640 --> 00:08:30.080]  真的不行?
[00:08:30.080 --> 00:08:31.760]  不過他口裡說不行
[00:08:31.760 --> 00:08:33.600]  但手真的無力了
[00:08:33.600 --> 00:08:35.120]  他掙扎了幾下
[00:08:35.120 --> 00:08:37.360]  沒辦法再抓緊繩子
[00:08:37.360 --> 00:08:39.600]  一放手
[00:08:39.600 --> 00:08:44.480]  誰不知他已經站在井底當中
[00:08:44.480 --> 00:08:46.160]  舒服了
[00:08:46.160 --> 00:08:50.480]  過了不久,就有人救了他出來
[00:08:50.480 --> 00:08:53.520]  原來這個人一直很擔心很緊張
[00:08:53.520 --> 00:08:55.760]  其實原來他一放手
[00:08:55.760 --> 00:08:59.760]  就可以站在井底當中
[00:08:59.760 --> 00:09:01.760]  彼得前書五章第七節說
[00:09:01.760 --> 00:09:03.680]  你們要將一切的憂慮
[00:09:03.680 --> 00:09:05.280]  卸給上帝
[00:09:05.280 --> 00:09:06.640]  親愛的兄弟姐妹
[00:09:06.640 --> 00:09:08.720]  當然剛才是一個故事
[00:09:08.720 --> 00:09:11.680]  但當我們願意放手
[00:09:11.680 --> 00:09:14.080]  將憂慮交給上帝的話
[00:09:14.080 --> 00:09:16.880]  其實我們就能夠
[00:09:16.880 --> 00:09:19.680]  站在堅固的盤石當中
[00:09:19.680 --> 00:09:21.840]  因為我們就能夠依靠著
[00:09:21.840 --> 00:09:23.680]  全能的上帝
[00:09:23.680 --> 00:09:26.320]  今天你的憂慮是什麼呢?
[00:09:26.320 --> 00:09:27.920]  我們要放手
[00:09:27.920 --> 00:09:29.200]  交給上帝
[00:09:29.200 --> 00:09:31.520]  讓我們在他的生命當中
[00:09:31.520 --> 00:09:36.640]  能夠得著他賜給我們的安穩
[00:09:36.640 --> 00:09:39.600]  曾經有一個電視廣告
[00:09:39.600 --> 00:09:42.160]  說到有一個爸爸送女兒上學
[00:09:42.160 --> 00:09:43.440]  去到學校門口
[00:09:43.440 --> 00:09:46.240]  女兒和爸爸揮手
[00:09:46.240 --> 00:09:49.200]  鏡頭拍攝著一個幼稚園的女孩
[00:09:49.200 --> 00:09:52.720]  然後鏡頭不停拍攝著女孩
[00:09:52.720 --> 00:09:54.640]  轉身揮手
[00:09:54.640 --> 00:09:56.640]  當這個女孩再轉身的時候
[00:09:56.640 --> 00:10:00.560]  在廣告當中她就變成了小學生
[00:10:00.560 --> 00:10:02.400]  她再轉身的時候
[00:10:02.400 --> 00:10:03.920]  就變成了一個中學生
[00:10:03.920 --> 00:10:04.960]  再轉身的時候
[00:10:04.960 --> 00:10:06.560]  她就已經去結婚了
[00:10:06.560 --> 00:10:07.920]  再轉身的時候
[00:10:07.920 --> 00:10:09.120]  廣告當中的她
[00:10:09.120 --> 00:10:11.280]  還變成了一個媽媽
[00:10:11.280 --> 00:10:13.440]  這個廣告挺觸動我的
[00:10:13.440 --> 00:10:15.680]  因為我也有一個女兒
[00:10:15.680 --> 00:10:17.280]  而最感動的是
[00:10:17.280 --> 00:10:19.840]  廣告一邊拍攝著這個小女孩
[00:10:19.840 --> 00:10:21.520]  一邊長大
[00:10:21.520 --> 00:10:24.240]  一邊播著一首歌
[00:10:24.240 --> 00:10:26.080]  歌詞裡面提到
[00:10:26.080 --> 00:10:27.360]  陪著你走
[00:10:27.360 --> 00:10:29.520]  一生一世也不分
[00:10:29.520 --> 00:10:32.080]  天天編出兩雙足印
[00:10:32.080 --> 00:10:35.360]  過千山過千海
[00:10:35.360 --> 00:10:38.000]  我想我們未必每一位
[00:10:38.000 --> 00:10:40.160]  都有一位的小朋友
[00:10:40.160 --> 00:10:42.160]  不過我們可以想像一下
[00:10:42.160 --> 00:10:45.040]  我們自己就是剛才我所說
[00:10:45.040 --> 00:10:47.920]  廣告裡面的小孩子
[00:10:47.920 --> 00:10:50.080]  在我們人生當中不同的時刻
[00:10:50.080 --> 00:10:52.000]  在不同關鍵的時候
[00:10:52.000 --> 00:10:54.880]  在我們面對成功面對失敗
[00:10:54.880 --> 00:10:57.040]  在我們人生的喜慶大事
[00:10:57.040 --> 00:10:59.600]  或者在我們人生最艱苦
[00:10:59.600 --> 00:11:01.680]  最低落的時候
[00:11:01.680 --> 00:11:02.960]  當我們留心
[00:11:02.960 --> 00:11:07.120]  其實天父他也在看顧著我們
[00:11:07.120 --> 00:11:08.960]  陪伴著我們
[00:11:08.960 --> 00:11:12.720]  無論是在高山
[00:11:12.720 --> 00:11:14.400]  在低谷
[00:11:14.400 --> 00:11:17.840]  天父他仍然是陪著我們走的
[00:11:17.840 --> 00:11:20.560]  因為他關心我們
[00:11:20.560 --> 00:11:26.480]  他願意我們將憂慮交給他
[00:11:26.480 --> 00:11:27.840]  因此各位朋友
[00:11:27.840 --> 00:11:32.320]  今天無論你認為你正經歷的憂慮有多大
[00:11:32.320 --> 00:11:34.720]  或者有多微不足
[00:11:34.720 --> 00:11:36.880]  願你都相信一件事情
[00:11:36.880 --> 00:11:39.840]  有一句話我經常提醒自己
[00:11:39.840 --> 00:11:42.160]  就是沒有一件事情
[00:11:42.160 --> 00:11:45.200]  是大到上帝沒有辦法應付
[00:11:45.200 --> 00:11:47.040]  也沒有一件事情
[00:11:47.040 --> 00:11:51.200]  是小到上帝不會關注
[00:11:51.200 --> 00:11:53.200]  讓我重複多一次
[00:11:53.200 --> 00:11:54.560]  沒有一件事情
[00:11:54.560 --> 00:11:57.760]  是大到上帝他沒有辦法應付
[00:11:57.760 --> 00:11:59.760]  也沒有一件事情
[00:11:59.760 --> 00:12:03.760]  是小到上帝他不會關注
[00:12:03.760 --> 00:12:06.400]  而當我們什麼時候開始感到憂慮
[00:12:06.400 --> 00:12:09.440]  我們就應該什麼時候停下來
[00:12:09.440 --> 00:12:10.400]  做什麼呢?
[00:12:10.400 --> 00:12:13.920]  禱告去全心的交託
[00:12:13.920 --> 00:12:15.520]  因為我們的天父
[00:12:15.520 --> 00:12:19.360]  他是願意我們將憂慮交給他
[00:12:19.360 --> 00:12:26.240]  因為他是那位關心、關注、在乎我們的天父
[00:12:26.240 --> 00:12:28.000]  最後讓我帶領大家
[00:12:28.000 --> 00:12:30.080]  我們有一個結束的祈禱
[00:12:30.080 --> 00:12:31.600]  至愛的天父上帝
[00:12:31.600 --> 00:12:33.680]  實在我們在生命當中
[00:12:33.680 --> 00:12:38.320]  都會經驗不同的憂慮時刻
[00:12:38.320 --> 00:12:40.080]  願聖靈幫助我們
[00:12:40.080 --> 00:12:42.480]  知道沒有一件事情
[00:12:42.480 --> 00:12:45.440]  是大到上帝你沒有辦法應付
[00:12:45.440 --> 00:12:47.200]  也沒有一件事情
[00:12:47.200 --> 00:12:50.560]  是小到上帝你不會關注我們
[00:12:50.560 --> 00:12:54.000]  就如我們在一切的憂慮當中
[00:12:54.000 --> 00:12:56.400]  我們都學習藉著禱告
[00:12:56.400 --> 00:12:59.280]  去將這些憂慮交給上帝你
[00:12:59.280 --> 00:13:02.800]  因為我們都是上帝你所關心
[00:13:02.800 --> 00:13:04.800]  你所在乎的兒女
[00:13:04.800 --> 00:13:06.240]  我們這樣祈禱交託
[00:13:06.240 --> 00:13:08.480]  奉耶穌基督的名而求

