
[00:00:00.000 --> 00:00:02.720]  國際性的華人聖經事供機構
[00:04:15.800 --> 00:04:18.800]  會串通上文下理
[00:04:18.800 --> 00:04:22.800]  讓讀者更能夠掌握英文的意思
[00:04:22.800 --> 00:04:24.800]  更能夠明白英文的意思
[00:04:24.800 --> 00:04:26.800]  忠於譯文的譯本
[00:04:26.800 --> 00:04:28.800]  貼近生活的文字
[00:04:28.800 --> 00:04:33.800]  用漢語和廣東話翻譯成新漢語
[00:04:33.800 --> 00:04:37.800]  並用廣東話翻譯成廣東話
[00:04:37.800 --> 00:04:40.800]  以使用語言的語言
[00:04:40.800 --> 00:04:44.800]  讓讀者更能夠理解新漢語的意思
[00:04:44.800 --> 00:04:47.800]  並用廣東話翻譯成廣東話
[00:04:47.800 --> 00:04:50.800]  以使用語言的語言
[00:04:50.800 --> 00:04:54.800]  讓讀者更能夠理解新漢語的意思
[00:04:54.800 --> 00:04:57.800]  更能夠理解新漢語的意思
[00:04:57.800 --> 00:05:00.800]  更能夠理解新漢語的意思
[00:05:00.800 --> 00:05:03.800]  更能夠理解新漢語的意思
[00:05:03.800 --> 00:05:06.800]  更能夠理解新漢語的意思
[00:05:06.800 --> 00:05:09.800]  更能夠理解新漢語的意思
[00:05:09.800 --> 00:05:12.800]  更能夠理解新漢語的意思
[00:05:12.800 --> 00:05:15.800]  更能夠理解新漢語的意思
[00:05:15.800 --> 00:05:18.800]  更能夠理解新漢語的意思
[00:05:18.800 --> 00:05:21.800]  更能夠理解新漢語的意思
[00:05:21.800 --> 00:05:24.800]  更能夠理解新漢語的意思
[00:05:24.800 --> 00:05:27.800]  更能夠理解新漢語的意思
[00:05:27.800 --> 00:05:30.800]  更能夠理解新漢語的意思
[00:05:30.800 --> 00:05:33.800]  更能夠理解新漢語的意思
[00:05:33.800 --> 00:05:36.800]  更能夠理解新漢語的意思
[00:05:36.800 --> 00:05:39.800]  更能夠理解新漢語的意思
[00:05:39.800 --> 00:05:42.800]  更能夠理解新漢語的意思
[00:05:42.800 --> 00:05:45.800]  更能夠理解新漢語的意思
[00:05:45.800 --> 00:05:48.800]  更能夠理解新漢語的意思
[00:05:48.800 --> 00:05:51.800]  更能夠理解新漢語的意思
[00:05:51.800 --> 00:05:54.800]  更能夠理解新漢語的意思
[00:05:54.800 --> 00:05:57.800]  更能夠理解新漢語的意思
[00:05:57.800 --> 00:06:00.800]  更能夠理解新漢語的意思
[00:06:00.800 --> 00:06:03.800]  更能夠理解新漢語的意思
[00:06:03.800 --> 00:06:06.800]  更能夠理解新漢語的意思
[00:06:06.800 --> 00:06:09.800]  更能夠理解新漢語的意思
[00:06:09.800 --> 00:06:12.800]  更能夠理解新漢語的意思
[00:06:12.800 --> 00:06:15.800]  更能夠理解新漢語的意思
[00:06:15.800 --> 00:06:18.800]  更能夠理解新漢語的意思
[00:06:18.800 --> 00:06:21.800]  更能夠理解新漢語的意思
[00:06:21.800 --> 00:06:24.800]  更能夠理解新漢語的意思
[00:06:24.800 --> 00:06:27.800]  更能夠理解新漢語的意思
[00:06:27.800 --> 00:06:30.800]  更能夠理解新漢語的意思
[00:06:30.800 --> 00:06:33.800]  更能夠理解新漢語的意思
[00:06:33.800 --> 00:06:36.800]  更能夠理解新漢語的意思
[00:06:36.800 --> 00:06:39.800]  更能夠理解新漢語的意思
[00:06:39.800 --> 00:06:42.800]  更能夠理解新漢語的意思
[00:06:42.800 --> 00:06:44.800]  更能夠理解新漢語的意思
[00:06:44.800 --> 00:06:47.800]  更能夠理解新漢語的意思
[00:06:47.800 --> 00:06:50.800]  更能夠理解新漢語的意思
[00:06:50.800 --> 00:06:53.800]  更能夠理解新漢語的意思
[00:06:53.800 --> 00:06:56.800]  更能夠理解新漢語的意思
[00:06:56.800 --> 00:06:59.800]  更能夠理解新漢語的意思
[00:06:59.800 --> 00:07:02.800]  更能夠理解新漢語的意思
[00:07:02.800 --> 00:07:05.800]  更能夠理解新漢語的意思
[00:07:05.800 --> 00:07:08.800]  更能夠理解新漢語的意思
[00:07:08.800 --> 00:07:11.800]  更能夠理解新漢語的意思
[00:07:11.800 --> 00:07:14.800]  更能夠理解新漢語的意思
[00:07:14.800 --> 00:07:17.800]  更能夠理解新漢語的意思
[00:07:17.800 --> 00:07:20.800]  更能夠理解新漢語的意思
[00:07:20.800 --> 00:07:23.800]  更能夠理解新漢語的意思
[00:07:23.800 --> 00:07:26.800]  更能夠理解新漢語的意思
[00:07:26.800 --> 00:07:29.800]  更能夠理解新漢語的意思
[00:07:29.800 --> 00:07:32.800]  更能夠理解新漢語的意思
[00:07:32.800 --> 00:07:35.800]  更能夠理解新漢語的意思
[00:07:35.800 --> 00:07:38.800]  更能夠理解新漢語的意思
[00:07:38.800 --> 00:07:41.800]  更能夠理解新漢語的意思
[00:07:41.800 --> 00:07:44.800]  更能夠理解新漢語的意思
[00:07:44.800 --> 00:07:47.800]  更能夠理解新漢語的意思
[00:07:47.800 --> 00:07:50.800]  更能夠理解新漢語的意思
[00:07:50.800 --> 00:07:53.800]  更能夠理解新漢語的意思
[00:07:53.800 --> 00:07:56.800]  更能夠理解新漢語的意思
[00:07:56.800 --> 00:07:59.800]  更能夠理解新漢語的意思
[00:07:59.800 --> 00:08:02.800]  更能夠理解新漢語的意思
[00:08:02.800 --> 00:08:05.800]  更能夠理解新漢語的意思
[00:08:05.800 --> 00:08:08.800]  更能夠理解新漢語的意思
[00:08:08.800 --> 00:08:11.800]  更能夠理解新漢語的意思
[00:08:11.800 --> 00:08:14.800]  更能夠理解新漢語的意思
[00:08:14.800 --> 00:08:17.800]  更能夠理解新漢語的意思
[00:08:17.800 --> 00:08:20.800]  更能夠理解新漢語的意思
[00:08:20.800 --> 00:08:23.800]  更能夠理解新漢語的意思
[00:08:23.800 --> 00:08:26.800]  更能夠理解新漢語的意思
[00:08:26.800 --> 00:08:29.800]  更能夠理解新漢語的意思
[00:08:29.800 --> 00:08:32.800]  更能夠理解新漢語的意思
[00:08:33.800 --> 00:08:36.800]  更能夠理解新漢語的意思
[00:08:36.800 --> 00:08:39.800]  更能夠理解新漢語的意思
[00:08:39.800 --> 00:08:42.800]  更能夠理解新漢語的意思
[00:08:42.800 --> 00:08:45.800]  更能夠理解新漢語的意思
[00:08:45.800 --> 00:08:48.800]  更能夠理解新漢語的意思
[00:08:48.800 --> 00:08:51.800]  更能夠理解新漢語的意思
[00:08:51.800 --> 00:08:54.800]  更能夠理解新漢語的意思
[00:08:54.800 --> 00:08:57.800]  更能夠理解新漢語的意思
[00:08:57.800 --> 00:09:00.800]  更能夠理解新漢語的意思
[00:09:00.800 --> 00:09:03.800]  更能夠理解新漢語的意思
[00:09:03.800 --> 00:09:06.800]  更能夠理解新漢語的意思
[00:09:06.800 --> 00:09:09.800]  更能夠理解新漢語的意思
[00:09:09.800 --> 00:09:12.800]  更能夠理解新漢語的意思
[00:09:12.800 --> 00:09:15.800]  更能夠理解新漢語的意思
[00:09:15.800 --> 00:09:18.800]  更能夠理解新漢語的意思
[00:09:18.800 --> 00:09:21.800]  更能夠理解新漢語的意思
[00:09:21.800 --> 00:09:24.800]  更能夠理解新漢語的意思
[00:09:24.800 --> 00:09:27.800]  更能夠理解新漢語的意思
[00:09:27.800 --> 00:09:30.800]  更能夠理解新漢語的意思
[00:09:30.800 --> 00:09:33.800]  更能夠理解新漢語的意思
[00:09:33.800 --> 00:09:36.800]  更能夠理解新漢語的意思
[00:09:36.800 --> 00:09:39.800]  更能夠理解新漢語的意思
[00:09:39.800 --> 00:09:42.800]  更能夠理解新漢語的意思
[00:09:42.800 --> 00:09:45.800]  更能夠理解新漢語的意思
[00:09:45.800 --> 00:09:48.800]  更能夠理解新漢語的意思
[00:09:48.800 --> 00:09:51.800]  更能夠理解新漢語的意思
[00:09:51.800 --> 00:09:54.800]  更能夠理解新漢語的意思
[00:09:54.800 --> 00:09:57.800]  更能夠理解新漢語的意思
[00:09:57.800 --> 00:10:00.800]  更能夠理解新漢語的意思
[00:10:00.800 --> 00:10:03.800]  更能夠理解新漢語的意思
[00:10:03.800 --> 00:10:06.800]  更能夠理解新漢語的意思
[00:10:06.800 --> 00:10:09.800]  更能夠理解新漢語的意思
[00:10:09.800 --> 00:10:12.800]  更能夠理解新漢語的意思
[00:10:12.800 --> 00:10:15.800]  更能夠理解新漢語的意思
[00:10:15.800 --> 00:10:18.800]  更能夠理解新漢語的意思
[00:10:18.800 --> 00:10:21.800]  更能夠理解新漢語的意思
[00:10:21.800 --> 00:10:24.800]  更能夠理解新漢語的意思
[00:10:24.800 --> 00:10:27.800]  更能夠理解新漢語的意思
[00:10:27.800 --> 00:10:30.800]  更能夠理解新漢語的意思
[00:10:30.800 --> 00:10:33.800]  更能夠理解新漢語的意思
[00:10:33.800 --> 00:10:36.800]  更能夠理解新漢語的意思
[00:10:36.800 --> 00:10:39.800]  更能夠理解新漢語的意思
[00:10:39.800 --> 00:10:42.800]  更能夠理解新漢語的意思
[00:10:42.800 --> 00:10:45.800]  更能夠理解新漢語的意思
[00:10:45.800 --> 00:10:48.800]  更能夠理解新漢語的意思
[00:10:48.800 --> 00:10:50.800]  更能夠理解新漢語的意思
[00:10:50.800 --> 00:10:53.800]  更能夠理解新漢語的意思
[00:10:53.800 --> 00:10:58.800]  歡迎大家來參加由漢語聖經協會主辦
[00:10:58.800 --> 00:11:01.800]  中國基督教播道會廣福堂合辦的
[00:11:01.800 --> 00:11:03.800]  《聖經主線大追蹤》
[00:11:03.800 --> 00:11:06.800]  全年讀經計劃的夏季讀經講座
[00:11:06.800 --> 00:11:09.800]  很歡迎各位
[00:11:09.800 --> 00:11:11.800]  不單是現場的弟兄姊妹
[00:11:11.800 --> 00:11:14.800]  也歡迎在網上收看的弟兄姊妹
[00:11:14.800 --> 00:11:19.800]  歡迎你們一同到神教學習
[00:11:19.800 --> 00:11:21.800]  在開始之前
[00:11:21.800 --> 00:11:25.800]  請把手機調至靜音
[00:11:25.800 --> 00:11:31.800]  避免有聲響影響講座
[00:11:31.800 --> 00:11:37.800]  這個講座是漢語聖經協會每季舉辦的
[00:11:37.800 --> 00:11:43.800]  配合了2016年出版的《讀經日記》
[00:11:43.800 --> 00:11:49.800]  不知道在座有沒有人在看
[00:11:49.800 --> 00:11:55.800]  如果大家還未用過
[00:11:55.800 --> 00:11:56.800]  可以看看
[00:11:56.800 --> 00:11:58.800]  每天我們會看三段經文
[00:11:58.800 --> 00:12:01.800]  如果大家跟著《讀經日記》看
[00:12:01.800 --> 00:12:03.800]  一年就會看過整本聖經一次
[00:12:03.800 --> 00:12:08.800]  每天我們會提供那段經文的撮要
[00:12:08.800 --> 00:12:11.800]  每段經文有兩條問題
[00:12:11.800 --> 00:12:15.800]  第一條是關於那段經文的問題
[00:12:15.800 --> 00:12:17.800]  第二條是反思應用的問題
[00:12:17.800 --> 00:12:21.800]  幫助弟兄姊妹了解那段經文的主要訊息
[00:12:21.800 --> 00:12:25.800]  整個《讀經日記》其實是幫助弟兄姊妹
[00:12:25.800 --> 00:12:28.800]  明白整卷聖經的主要訊息
[00:12:28.800 --> 00:12:31.800]  配合《讀經日記》
[00:12:31.800 --> 00:12:33.800]  我們也有一個講座
[00:12:33.800 --> 00:12:37.800]  幫弟兄姊妹了解每卷書的訊息
[00:12:37.800 --> 00:12:44.800]  讓弟兄姊妹對整卷聖經的主線有認識
[00:12:44.800 --> 00:12:48.800]  今天我們會看羅馬書
[00:12:48.800 --> 00:12:49.800]  在開始之前
[00:12:49.800 --> 00:12:52.800]  我們請中國基督教播道會
[00:12:52.800 --> 00:12:56.800]  廣福堂的楊梓華牧師帶領我們祈禱
[00:12:56.800 --> 00:13:03.800]  各位弟兄姊妹
[00:13:03.800 --> 00:13:05.800]  讓我們同心低頭祈禱
[00:13:05.800 --> 00:13:10.800]  天父祢的大能
[00:13:10.800 --> 00:13:13.800]  天父祢留下祢的話語
[00:13:13.800 --> 00:13:16.800]  慰養每一位您兒女的生命
[00:13:16.800 --> 00:13:20.800]  所以我們今天有羅馬書的研讀
[00:13:20.800 --> 00:13:23.800]  無論弟兄姊妹實體參加
[00:13:23.800 --> 00:13:26.800]  或者在網上
[00:13:26.800 --> 00:13:29.800]  又或者因為工作等等的緣故
[00:13:29.800 --> 00:13:31.800]  去修漢重溫
[00:13:31.800 --> 00:13:34.800]  求主祢與我們同在
[00:13:34.800 --> 00:13:39.800]  帶領我們整個講座每一個環節
[00:13:39.800 --> 00:13:42.800]  上帝為有祢的靈在我們心中
[00:13:42.800 --> 00:13:46.800]  我們就能夠有渴慕的心
[00:13:46.800 --> 00:13:50.800]  並且得著祢所賜的悟性
[00:13:50.800 --> 00:13:53.800]  所以我們就等候
[00:13:53.800 --> 00:13:58.800]  並且帶著一份敬拜尊崇的心去聆聽
[00:13:58.800 --> 00:14:01.800]  我們特別慰著黃浩義博士
[00:14:01.800 --> 00:14:05.800]  他分解上帝祢自己的說話
[00:14:05.800 --> 00:14:09.800]  他帶領我們所看的角度
[00:14:09.800 --> 00:14:12.800]  還有生命的反思
[00:14:12.800 --> 00:14:15.800]  以至是時代的回應
[00:14:15.800 --> 00:14:18.800]  願上帝大大地去使用
[00:14:18.800 --> 00:14:22.800]  我們也將到漢語聖經協會的工作
[00:14:22.800 --> 00:14:24.800]  有望上帝的恩手
[00:14:24.800 --> 00:14:28.800]  求主繼續使用這個機構
[00:14:28.800 --> 00:14:31.800]  去推動幫助
[00:14:31.800 --> 00:14:34.800]  以及願意讀經
[00:14:34.800 --> 00:14:38.800]  願意學習認識上帝華語的弟兄姊妹
[00:14:38.800 --> 00:14:40.800]  無論在香港
[00:14:40.800 --> 00:14:43.800]  無論在世界各地的人
[00:14:43.800 --> 00:14:45.800]  都是去同在
[00:14:45.800 --> 00:14:48.800]  大家彼此去勉勵
[00:14:48.800 --> 00:14:50.800]  我們同心獻上祈禱
[00:14:50.800 --> 00:14:52.800]  奉耶穌基督保衛的名字
[00:14:52.800 --> 00:14:54.800]  阿們
[00:14:54.800 --> 00:15:04.800]  其實很難得可以有實體聚會
[00:15:04.800 --> 00:15:09.800]  疫情開始有少許轉變
[00:15:09.800 --> 00:15:10.800]  開始多了一點
[00:15:10.800 --> 00:15:12.800]  在過去的兩三年
[00:15:12.800 --> 00:15:18.800]  有些弟兄姊妹會感覺到無奈
[00:15:18.800 --> 00:15:20.800]  或者有很多轉變
[00:15:20.800 --> 00:15:22.800]  究竟我們如何去面對
[00:15:22.800 --> 00:15:24.800]  值得我們反省
[00:15:24.800 --> 00:15:28.800]  這個信仰對我們的意義是什麼
[00:15:28.800 --> 00:15:30.800]  值得我們思想一下
[00:15:30.800 --> 00:15:32.800]  神的救恩是什麼
[00:15:32.800 --> 00:15:34.800]  今天的講題
[00:15:34.800 --> 00:15:36.800]  王浩業博士會帶我們思想
[00:15:36.800 --> 00:15:39.800]  再思舊熟的奧秘
[00:15:39.800 --> 00:15:42.800]  在羅馬書裡給我們的訊息是什麼
[00:15:42.800 --> 00:15:46.800]  王浩業博士是中國神學研究院
[00:15:46.800 --> 00:15:48.800]  聖經科的退休教授
[00:15:48.800 --> 00:15:50.800]  不耽誤大家的時間
[00:15:50.800 --> 00:15:52.800]  我把時間交給王浩業博士
[00:15:52.800 --> 00:16:05.800]  各位早晨
[00:16:05.800 --> 00:16:07.800]  因為時間關係
[00:16:07.800 --> 00:16:09.800]  就不說那麼多客氣話
[00:16:09.800 --> 00:16:13.800]  我待會不會留15分鐘
[00:16:13.800 --> 00:16:16.800]  在最後給各位問問題
[00:16:16.800 --> 00:16:19.800]  所以如果在聽的過程裡
[00:16:19.800 --> 00:16:21.800]  如果你有問題就舉手
[00:16:21.800 --> 00:16:23.800]  把問題說出來
[00:16:23.800 --> 00:16:26.800]  大家可以先看
[00:16:26.800 --> 00:16:29.800]  如果在家的弟兄姊妹
[00:16:29.800 --> 00:16:34.800]  同事都會看你的問題
[00:16:34.800 --> 00:16:35.800]  然後告訴我
[00:16:35.800 --> 00:16:37.800]  所以不用客氣
[00:16:37.800 --> 00:16:39.800]  有問題可以隨便問
[00:16:39.800 --> 00:16:41.800]  我待會說的話
[00:16:41.800 --> 00:16:44.800]  我知道會有爭論性
[00:16:44.800 --> 00:16:46.800]  大家會覺得有點奇怪
[00:16:46.800 --> 00:16:48.800]  所以在我的筆記裡
[00:16:48.800 --> 00:16:51.800]  在最後有我的電郵
[00:16:51.800 --> 00:16:53.800]  所以如果你回家了
[00:16:53.800 --> 00:16:55.800]  有疑問
[00:16:55.800 --> 00:16:58.800]  可以隨時用電郵聯絡我
[00:16:58.800 --> 00:17:01.800]  你問的問題我未必回答得到
[00:17:01.800 --> 00:17:04.800]  但起碼可以有交流
[00:17:04.800 --> 00:17:07.800]  今天我們會看羅馬書
[00:17:07.800 --> 00:17:12.800]  主要集中看救贖的問題
[00:17:12.800 --> 00:17:26.800]  我們先來看羅馬書的大綱
[00:17:26.800 --> 00:17:32.800]  筆記上會看到
[00:17:32.800 --> 00:17:34.800]  羅馬書的大綱
[00:17:34.800 --> 00:17:36.800]  一開始是一個前言
[00:17:36.800 --> 00:17:39.800]  相對於結尾是一個結論
[00:17:39.800 --> 00:17:43.800]  那裡是書信應該有的格式
[00:17:43.800 --> 00:17:45.800]  然後你會看到
[00:17:45.800 --> 00:17:48.800]  在第一章至第八章
[00:17:48.800 --> 00:17:51.800]  我這裡給他的題目
[00:17:51.800 --> 00:17:53.800]  是「恩信稱義的道理」
[00:17:53.800 --> 00:17:56.800]  在那段經文裡
[00:17:56.800 --> 00:17:59.800]  是討論恩信稱義
[00:17:59.800 --> 00:18:02.800]  一開始是一個引言
[00:18:02.800 --> 00:18:07.800]  然後會說到不義的人是怎樣
[00:18:07.800 --> 00:18:09.800]  然後就說恩信稱義
[00:18:09.800 --> 00:18:12.800]  就是第三章至第四章
[00:18:12.800 --> 00:18:14.800]  然後你會看到
[00:18:14.800 --> 00:18:16.800]  我還有一個課題
[00:18:16.800 --> 00:18:19.800]  叫做「恩信稱義的結果」
[00:18:19.800 --> 00:18:23.800]  這裡我會再回來這裡說
[00:18:23.800 --> 00:18:26.800]  然後你會看到第九章至第十一章
[00:18:26.800 --> 00:18:30.800]  討論猶太人得救的問題
[00:18:30.800 --> 00:18:33.800]  然後到了第十二章至第十五章
[00:18:33.800 --> 00:18:35.800]  就是信徒生活
[00:18:35.800 --> 00:18:37.800]  你要留心
[00:18:37.800 --> 00:18:40.800]  信徒生活和恩信稱義的結果
[00:18:40.800 --> 00:18:42.800]  是兩個不同的東西
[00:18:42.800 --> 00:18:45.800]  恩信稱義的結果
[00:18:45.800 --> 00:18:47.800]  就是說一個人
[00:18:47.800 --> 00:18:49.800]  當他成為基督徒之後
[00:18:49.800 --> 00:18:52.800]  這個人會有什麼改變
[00:18:52.800 --> 00:18:57.800]  當然這個改變會影響到他的生活
[00:18:57.800 --> 00:19:00.800]  但這裡不是說基督徒生活
[00:19:00.800 --> 00:19:02.800]  不是說我成為基督徒之後
[00:19:02.800 --> 00:19:04.800]  我要怎樣過我的生活
[00:19:04.800 --> 00:19:06.800]  而是說成為基督徒之後
[00:19:06.800 --> 00:19:08.800]  這個人有什麼改變
[00:19:08.800 --> 00:19:10.800]  在羅馬書裡第五章至第八章
[00:19:10.800 --> 00:19:12.800]  是說這件事
[00:19:12.800 --> 00:19:14.800]  簡單來說
[00:19:14.800 --> 00:19:16.800]  信了耶穌之後
[00:19:16.800 --> 00:19:20.800]  第一個改變就是與神相和
[00:19:20.800 --> 00:19:24.800]  第二個改變就是脫離罪惡的綑綁
[00:19:24.800 --> 00:19:27.800]  第三個改變就是有盼望
[00:19:27.800 --> 00:19:29.800]  這裡是羅馬書所說的
[00:19:29.800 --> 00:19:31.800]  而第十二章是說
[00:19:31.800 --> 00:19:33.800]  真正行動上的基督徒生活
[00:19:33.800 --> 00:19:35.800]  我想大家都知道
[00:19:35.800 --> 00:19:38.800]  就是我們要獻上當作活祭
[00:19:38.800 --> 00:19:40.800]  怎樣與人一起相處
[00:19:40.800 --> 00:19:45.800]  然後第十五章是說保羅的計劃
[00:19:45.800 --> 00:19:47.800]  然後他的結語
[00:19:47.800 --> 00:19:52.800]  接著我們要看一看
[00:19:52.800 --> 00:19:55.800]  既然有了這樣的大綱
[00:19:55.800 --> 00:19:59.800]  我們就問究竟保羅為什麼要寫羅馬書
[00:19:59.800 --> 00:20:03.800]  如果你看我的講義
[00:20:03.800 --> 00:20:05.800]  你會看到分成兩個部分
[00:20:05.800 --> 00:20:07.800]  第一個是表面目的
[00:20:07.800 --> 00:20:09.800]  保羅在羅馬書裡
[00:20:09.800 --> 00:20:12.800]  他有說到自己為什麼要寫羅馬書
[00:20:12.800 --> 00:20:16.800]  第一個就是通知教會短期內到訪
[00:20:16.800 --> 00:20:18.800]  分享到西班牙的計劃
[00:20:18.800 --> 00:20:21.800]  和請求教會的待討
[00:20:21.800 --> 00:20:23.800]  不過有個問題出現
[00:20:23.800 --> 00:20:25.800]  如果你寫一封信給別人
[00:20:25.800 --> 00:20:27.800]  要說這三樣東西
[00:20:27.800 --> 00:20:29.800]  你不需要寫得像羅馬書
[00:20:29.800 --> 00:20:32.800]  這樣的內容和篇幅
[00:20:32.800 --> 00:20:34.800]  所以我們會相信
