
[00:00:00.000 --> 00:00:03.160]  之前在第七章一開始也提到
[00:03:29.760 --> 00:03:31.280]  教會發展
[00:03:31.280 --> 00:03:33.400]  報道席堂
[00:03:33.400 --> 00:03:34.720]  建堂
[00:03:34.720 --> 00:03:37.000]  還是賣樓
[00:03:37.000 --> 00:03:38.760]  移民還是怎樣
[00:03:38.760 --> 00:03:41.120]  這些大事我們覺得很重要
[00:03:41.120 --> 00:03:42.720]  回到教會
[00:03:42.720 --> 00:03:45.640]  在教會裡我們會開會
[00:03:45.640 --> 00:03:46.800]  我們會談這些
[00:03:46.800 --> 00:03:48.000]  怎樣面對外面的事情
[00:03:48.000 --> 00:03:51.480]  或者怎樣搞跨區的事工
[00:03:51.480 --> 00:03:53.000]  宣教策略
[00:03:53.000 --> 00:03:55.520]  地區報道會等等
[00:03:55.520 --> 00:03:58.360]  這些全部都很重要
[00:03:58.360 --> 00:04:00.880]  但有時候我們就是忙於處理這些事情
[00:04:00.880 --> 00:04:05.000]  我們沒有留意自己內在生命裡
[00:04:05.000 --> 00:04:08.400]  一些其實你不處理沒有人覺得的事情
[00:04:08.400 --> 00:04:12.200]  不過51節的聖經夾在中間
[00:04:12.200 --> 00:04:13.760]  就是要我們關心這些
[00:04:13.760 --> 00:04:16.560]  大衛內在的生命比一切都重要
[00:04:16.560 --> 00:04:17.760]  大衛內在的生命
[00:04:17.760 --> 00:04:20.080]  可以影響整個以色列
[00:04:20.080 --> 00:04:22.240]  影響外在環境
[00:04:22.240 --> 00:04:25.360]  真正的戰場從來不是在外面
[00:04:25.360 --> 00:04:27.040]  而是在人的內心
[00:04:27.040 --> 00:04:29.760]  第二到第六節
[00:04:29.760 --> 00:04:33.280]  黃昏的時候大衛從床上起來
[00:04:33.280 --> 00:04:36.080]  在皇宮的平頂上散步
[00:04:36.080 --> 00:04:39.200]  他從平頂上看見一個婦人沐浴
[00:04:39.200 --> 00:04:41.800]  這婦人容貌非常美麗
[00:04:41.800 --> 00:04:44.480]  大衛派人打聽那婦人是誰
[00:04:44.480 --> 00:04:47.120]  有人說她不是以年的女兒
[00:04:47.120 --> 00:04:49.520]  黑人烏尼亞的妻子
[00:04:49.520 --> 00:04:51.000]  不是爸媽
[00:04:51.000 --> 00:04:53.920]  大衛派使者去把婦人接來
[00:04:53.920 --> 00:04:55.920]  她來到大衛那裡
[00:04:55.920 --> 00:04:58.320]  那時她的乳經剛結症
[00:04:58.320 --> 00:05:00.120]  大衛與她同枕
[00:05:00.120 --> 00:05:02.120]  她就回家去了
[00:05:02.120 --> 00:05:03.800]  那婦人懷了孕
[00:05:03.800 --> 00:05:06.000]  派人去告訴大衛說
[00:05:06.000 --> 00:05:08.200]  我懷孕了
[00:05:08.200 --> 00:05:10.520]  大衛派人告訴約亞
[00:05:10.520 --> 00:05:13.920]  你派黑人烏尼亞到我這裡來
[00:05:13.920 --> 00:05:17.120]  約亞就派烏尼亞到大衛那裡
[00:05:17.120 --> 00:05:21.920]  上回是說到
[00:05:21.920 --> 00:05:24.320]  大衛想為耶和華興建聖殿
[00:05:24.320 --> 00:05:28.680]  雖然他沒有將他心中的計劃
[00:05:28.680 --> 00:05:30.680]  宣諸於口
[00:05:30.680 --> 00:05:33.800]  但是耶和華卻監察人心
[00:05:33.800 --> 00:05:37.800]  知道大衛心裡的計劃
[00:05:37.800 --> 00:05:41.400]  以及他計劃背後可能有的動機
[00:05:41.400 --> 00:05:45.800]  耶和華不單止篤爆了大衛建殿的計劃
[00:05:45.800 --> 00:05:49.000]  更挑戰大衛內心隱而未見
[00:05:49.000 --> 00:05:51.000]  發展未成熟的東西
[00:05:51.000 --> 00:05:55.000]  他為耶和華要建殿、建宮、建屋
[00:05:55.000 --> 00:05:57.800]  意圖管控耶和華
[00:05:57.800 --> 00:05:59.200]  管理這個神
[00:05:59.200 --> 00:06:00.600]  讓自己做主人
[00:06:00.600 --> 00:06:02.600]  耶和華做僕人
[00:06:02.600 --> 00:06:04.800]  耶和華就說
[00:06:04.800 --> 00:06:06.600]  不是這樣的
[00:06:06.600 --> 00:06:12.600]  應該是我為你大衛建立你的家
[00:06:12.600 --> 00:06:15.600]  你的家室、你的王朝
[00:06:15.600 --> 00:06:18.600]  是我去管理你
[00:06:18.600 --> 00:06:21.600]  大衛在第七章被提醒
[00:06:21.600 --> 00:06:24.200]  要認清這份主僕關係
[00:06:24.200 --> 00:06:28.800]  即使大衛被耶和華立做王
[00:06:28.800 --> 00:06:31.600]  其實這個所謂以色列的王的角色
[00:06:31.600 --> 00:06:33.200]  都不是真正的終極的王
[00:06:33.200 --> 00:06:35.600]  終極的王仍然是耶和華神
[00:06:35.600 --> 00:06:38.600]  大衛的角色只是領袖
[00:06:38.600 --> 00:06:42.600]  領袖仍然是耶和華的僕人
[00:06:42.600 --> 00:06:45.600]  這個權力配置
[00:06:45.600 --> 00:06:48.600]  大衛應該很清楚
[00:06:48.600 --> 00:06:50.200]  大衛是耶和華的僕人
[00:06:50.200 --> 00:06:52.400]  又同時是以色列人的領袖
[00:06:52.400 --> 00:06:55.200]  大衛掌握很多權力
[00:06:55.200 --> 00:06:56.600]  他的權力很大
[00:06:56.600 --> 00:06:59.200]  但仍然在神的權力之下
[00:06:59.200 --> 00:07:04.400]  其實這個世界都在玩權力遊戲
[00:07:04.400 --> 00:07:07.200]  上下不同層次的人
[00:07:07.200 --> 00:07:09.400]  其實都有權力在手
[00:07:09.400 --> 00:07:13.400]  不一定要是特首才有權
[00:07:13.400 --> 00:07:15.400]  在家裡是一家之主
[00:07:15.400 --> 00:07:17.400]  隨時都有權
[00:07:17.400 --> 00:07:20.400]  在機構的總幹事有權
[00:07:20.400 --> 00:07:24.000]  在教會的小組領袖有權
[00:07:24.000 --> 00:07:26.000]  在學校做老師有權
[00:07:26.000 --> 00:07:27.000]  班長有權
[00:07:27.000 --> 00:07:29.000]  行長有權
[00:07:29.000 --> 00:07:31.000]  現在什麼都有個長
[00:07:31.000 --> 00:07:35.400]  這種世界的權力遊戲
[00:07:35.400 --> 00:07:37.400]  各有不同的玩法
[00:07:37.400 --> 00:07:43.000]  我們常常覺得玩這個遊戲很不容易
[00:07:43.000 --> 00:07:46.000]  我們常常想有權就用盡
[00:07:46.000 --> 00:07:49.000]  但權責往往不對等
[00:07:49.000 --> 00:07:52.000]  有權用盡但有責就盡量射
[00:07:52.000 --> 00:07:54.000]  大家都應該聽過
[00:07:54.000 --> 00:07:57.000]  即場射博考決
[00:07:57.000 --> 00:07:58.000]  有沒有聽過
[00:07:58.000 --> 00:08:01.000]  在這麼複雜的權力架構下
[00:08:01.000 --> 00:08:04.000]  每人都要懂得玩自己的權
[00:08:04.000 --> 00:08:07.000]  怎樣玩法呢
[00:08:07.000 --> 00:08:10.000]  外面有個笑話
[00:08:10.000 --> 00:08:14.000]  低層員工中層員工高層員工
[00:08:14.000 --> 00:08:17.000]  各自有不同的權力分配
[00:08:17.000 --> 00:08:20.000]  生存就要很小心
[00:08:20.000 --> 00:08:23.000]  低層員工會怎樣說
[00:08:23.000 --> 00:08:26.000]  老闆我都是照你的意思做
[00:08:26.000 --> 00:08:29.000]  我都是照你的意思做
[00:08:29.000 --> 00:08:32.000]  彷彿不需要想道德判斷
[00:08:32.000 --> 00:08:35.000]  老闆說怎樣就怎樣
[00:08:35.000 --> 00:08:37.000]  上一手同事都是這樣說
[00:08:37.000 --> 00:08:39.000]  上一哥這樣做我這樣做
[00:08:39.000 --> 00:08:42.000]  我真的不覺得我錯
[00:08:42.000 --> 00:08:46.000]  這些就是所謂某個層次的員工
[00:08:46.000 --> 00:08:48.000]  他們用的生存口訣
[00:08:48.000 --> 00:08:51.000]  到中層的員工會怎樣說
[00:08:51.000 --> 00:08:53.000]  這件事不是我跟開
[00:08:53.000 --> 00:08:56.000]  我們有時都會用這句
[00:08:56.000 --> 00:08:58.000]  這件事不是我跟開
[00:08:58.000 --> 00:09:02.000]  我不用背負這個責任
[00:09:02.000 --> 00:09:04.000]  你這樣做很難
[00:09:04.000 --> 00:09:08.000]  好像說自己身不由己
[00:09:08.000 --> 00:09:12.000]  我不想被人說我越權
[00:09:12.000 --> 00:09:16.000]  立即為自己的權限設下一個界線
[00:09:16.000 --> 00:09:21.000]  其實是為自己的責任設了界線
[00:09:21.000 --> 00:09:24.000]  高層員工的三個口訣
[00:09:24.000 --> 00:09:26.000]  往往會是
[00:09:26.000 --> 00:09:29.000]  這次我真是愛莫能助
[00:09:29.000 --> 00:09:31.000]  我都幫不到你
[00:09:31.000 --> 00:09:33.000]  好像大衛
[00:09:33.000 --> 00:09:36.000]  下戰場有傷亡
[00:09:36.000 --> 00:09:38.000]  愛莫能助
[00:09:38.000 --> 00:09:40.000]  不關我的事
[00:09:40.000 --> 00:09:42.000]  或者另一個口訣是
[00:09:42.000 --> 00:09:45.000]  我沒有印象我這樣說過
[00:09:45.000 --> 00:09:47.000]  或者最辣的是
[00:09:47.000 --> 00:09:50.000]  你想想你適不適合這份工作
[00:09:50.000 --> 00:09:52.000]  跟下面那個說
[00:09:52.000 --> 00:09:56.000]  外面這個世界玩的職場遊戲
[00:09:56.000 --> 00:09:58.000]  權力遊戲
[00:09:58.000 --> 00:10:01.000]  往往是不斷想想怎樣用自己的權
[00:10:01.000 --> 00:10:04.000]  但同時間免去自己的責
[00:10:04.000 --> 00:10:07.000]  用的權也不是為了公眾利益
[00:10:07.000 --> 00:10:09.000]  或者為了上司利益
[00:10:09.000 --> 00:10:11.000]  用的權是為了自己
[00:10:11.000 --> 00:10:14.000]  責任就設下一條界線
[00:10:14.000 --> 00:10:16.000]  到第十一章
[00:10:16.000 --> 00:10:22.000]  大衛這個領袖又如何去用他的權呢
[00:10:22.000 --> 00:10:26.000]  他又怎樣繼續堅持
[00:10:26.000 --> 00:10:30.000]  還是放棄做野活話的僕人呢
[00:10:30.000 --> 00:10:32.000]  短短的幾節經文
[00:10:32.000 --> 00:10:35.000]  他就已經亂來
[00:10:35.000 --> 00:10:39.000]  整個第十一章經文裏面
[00:10:39.000 --> 00:10:41.000]  多次出現一個動詞
[00:10:41.000 --> 00:10:43.000]  大家都會看到的
[00:10:43.000 --> 00:10:45.000]  就是分派的派
[00:10:45.000 --> 00:10:47.000]  其實有些譯本可能是
[00:10:47.000 --> 00:10:51.000]  差派 差遣 打發
[00:10:51.000 --> 00:10:52.000]  這些字
[00:10:52.000 --> 00:10:55.000]  譬如好像這裏
[00:10:55.000 --> 00:10:57.000]  第三節
[00:10:57.000 --> 00:10:59.000]  大衛派人打聽那婦人是誰
[00:10:59.000 --> 00:11:00.000]  這個動作
[00:11:00.000 --> 00:11:01.000]  第四節
[00:11:01.000 --> 00:11:03.000]  大衛派使者去把婦人接來
[00:11:03.000 --> 00:11:04.000]  這個派
[00:11:04.000 --> 00:11:06.000]  兩個都是派的動作
[00:11:06.000 --> 00:11:12.000]  這些派派派 差派 差遣 打發 差送
[00:11:12.000 --> 00:11:14.000]  這個動作
[00:11:14.000 --> 00:11:15.000]  這個動詞
[00:11:15.000 --> 00:11:17.000]  在整整十一章裏面
[00:11:17.000 --> 00:11:21.000]  出現了很多次
[00:11:21.000 --> 00:11:23.000]  在第一節裏面
[00:11:23.000 --> 00:11:25.000]  大衛打仗作為領袖
[00:11:25.000 --> 00:11:26.000]  他有權可以用
[00:11:26.000 --> 00:11:28.000]  他亦都應該用這個權
[00:11:28.000 --> 00:11:32.000]  用權其實最簡單方法
[00:11:32.000 --> 00:11:34.000]  就是差派人去做
[00:11:34.000 --> 00:11:39.000]  差派給你以下的權柄的人去做
[00:11:39.000 --> 00:11:41.000]  差遣你的下屬去做
[00:11:41.000 --> 00:11:43.000]  這個是正確的管理
[00:11:43.000 --> 00:11:45.000]  正確運用權力
[00:11:45.000 --> 00:11:47.000]  權力的展現
[00:11:47.000 --> 00:11:50.000]  往往就是大的差派小的
[00:11:50.000 --> 00:11:52.000]  即是主人差派僕人
[00:11:52.000 --> 00:11:55.000]  作領袖的必然有權
[00:11:55.000 --> 00:11:57.000]  但是怎樣用這個權
[00:11:57.000 --> 00:12:01.000]  怎樣才合神心意地用你的權
[00:12:01.000 --> 00:12:04.000]  就是一個學問
[00:12:04.000 --> 00:12:06.000]  到第三節
[00:12:06.000 --> 00:12:08.000]  另一個派出現
[00:12:08.000 --> 00:12:11.000]  大衛派人去打聽那婦人是誰的時候
[00:12:11.000 --> 00:12:14.000]  就發現大衛忽然間
[00:12:14.000 --> 00:12:16.000]  誤用他的權力
[00:12:16.000 --> 00:12:18.000]  因為打聽那個婦人是誰
[00:12:18.000 --> 00:12:21.000]  不是大衛被賦予的工作
[00:12:21.000 --> 00:12:23.000]  不關打仗事
[00:12:23.000 --> 00:12:25.000]  甚至乎你知道
[00:12:25.000 --> 00:12:28.000]  他只不過因為見到那個婦人洗澡
[00:12:28.000 --> 00:12:31.000]  派人打聽那個婦人是誰
[00:12:31.000 --> 00:12:33.000]  誤用他的權力
[00:12:33.000 --> 00:12:35.000]  開始出現問題
[00:12:35.000 --> 00:12:39.000]  這個僕人開始偏離他的主
[00:12:39.000 --> 00:12:41.000]  自己作主
[00:12:41.000 --> 00:12:43.000]  自以為自己是主
[00:12:43.000 --> 00:12:47.000]  就差派他自己下面的僕人
[00:12:47.000 --> 00:12:51.000]  去履行自己的心意
[00:12:51.000 --> 00:12:53.000]  為什麼大衛要這樣做呢
[00:12:53.000 --> 00:12:54.000]  因為第二節
[00:12:54.000 --> 00:12:56.000]  就在黃昏的時候
[00:12:56.000 --> 00:12:58.000]  大衛從床上起來
[00:12:58.000 --> 00:13:00.000]  在皇宮的平頂上散步
[00:13:00.000 --> 00:13:03.000]  就在平頂上看見一個婦人在沐浴
[00:13:03.000 --> 00:13:05.000]  這個婦人很漂亮
[00:13:05.000 --> 00:13:08.000]  外貌非常美麗
[00:13:08.000 --> 00:13:12.000]  睡得晚是不是罪過呢
[00:13:12.000 --> 00:13:15.000]  我想問問大家今早幾點起床
[00:13:15.000 --> 00:13:18.000]  不一定是錯的
[00:13:18.000 --> 00:13:20.000]  不過睡到這麼晚就誇張了一點
[00:13:20.000 --> 00:13:21.000]  可能睡午覺
[00:13:21.000 --> 00:13:22.000]  可能睡午覺
[00:13:22.000 --> 00:13:25.000]  即是晚上才起床
[00:13:25.000 --> 00:13:27.000]  黃昏才起床
[00:13:27.000 --> 00:13:29.000]  但無論怎樣
[00:13:29.000 --> 00:13:31.000]  這個反映了什麼呢
[00:13:31.000 --> 00:13:33.000]  是一個非常安逸的狀態
[00:13:33.000 --> 00:13:35.000]  因為大家都在前線打仗
[00:13:35.000 --> 00:13:37.000]  拼生拼死的時候
[00:13:37.000 --> 00:13:39.000]  其實是一個安逸的狀態
[00:13:39.000 --> 00:13:41.000]  是不是一定錯呢
[00:13:41.000 --> 00:13:42.000]  不一定
[00:13:42.000 --> 00:13:45.000]  但這個安逸帶來了一個試探
[00:13:45.000 --> 00:13:47.000]  起床起得這麼晚
[00:13:47.000 --> 00:13:49.000]  或許因為太安逸
[00:13:49.000 --> 00:13:53.000]  然後眼睛看到一些不應該看到的東西
[00:13:53.000 --> 00:13:54.000]  試探就來了
[00:13:54.000 --> 00:13:55.000]  眼目的情慾
[00:13:55.000 --> 00:13:56.000]  大家很明白
[00:13:56.000 --> 00:13:58.000]  男人最明白
[00:13:58.000 --> 00:14:00.000]  我不知道女人有多明白
[00:14:00.000 --> 00:14:04.000]  經文裡面特別提到皇宮的平頂
[00:14:04.000 --> 00:14:08.000]  即是說皇宮的房子就在高處
[00:14:08.000 --> 00:14:10.000]  還在頂上
[00:14:10.000 --> 00:14:11.000]  從高處
[00:14:11.000 --> 00:14:14.000]  他在人間權力的最高點
[00:14:14.000 --> 00:14:18.000]  其他所有人的房子都居住在下面
[00:14:18.000 --> 00:14:19.000]  他的之下
[00:14:19.000 --> 00:14:21.000]  他可以這樣看下去
[00:14:21.000 --> 00:14:23.000]  想起上次第七章
[00:14:23.000 --> 00:14:25.000]  他真的為神建了房子
[00:14:25.000 --> 00:14:28.000]  很可能神的房子都在山坡下面
[00:14:28.000 --> 00:14:32.000]  可能都在低於他的水平線
[00:14:32.000 --> 00:14:34.000]  都可以給他管治
[00:14:34.000 --> 00:14:35.000]  給他監視
[00:14:35.000 --> 00:14:37.000]  給他規見很多東西
[00:14:37.000 --> 00:14:39.000]  第四節
[00:14:39.000 --> 00:14:40.000]  再來一個派
[00:14:40.000 --> 00:14:43.000]  大為派使者去把婦人接來
[00:14:43.000 --> 00:14:46.000]  再次誤用權力
[00:14:46.000 --> 00:14:49.000]  大為派使者將婦人接來
[00:14:49.000 --> 00:14:52.000]  這個派與權謀私
[00:14:52.000 --> 00:14:53.000]  我們留意一下
[00:14:53.000 --> 00:14:55.000]  接來這個接字
[00:14:55.000 --> 00:14:57.000]  我們可能覺得很溫和
[00:14:57.000 --> 00:15:00.000]  派人去機場接機
[00:15:00.000 --> 00:15:02.000]  迎接
[00:15:02.000 --> 00:15:04.000]  很有禮貌地迎接
[00:15:04.000 --> 00:15:05.000]  等候你上車
[00:15:05.000 --> 00:15:08.000]  我接你機
[00:15:08.000 --> 00:15:10.000]  但其實原文這處
[00:15:10.000 --> 00:15:13.000]  並不是這個迎接的意思
[00:15:13.000 --> 00:15:15.000]  原文這個接字
[00:15:15.000 --> 00:15:18.000]  其實就是拿取的意思
[00:15:18.000 --> 00:15:20.000]  拿取的意思
[00:15:20.000 --> 00:15:21.000]  什麼意思呢
[00:15:21.000 --> 00:15:23.000]  有沒有人這樣說的呢
[00:15:23.000 --> 00:15:25.000]  我在機場拿取你
[00:15:25.000 --> 00:15:26.000]  不會吧
[00:15:26.000 --> 00:15:28.000]  我只是在機場接你機
[00:15:28.000 --> 00:15:32.000]  拿取你是有少少武力成份
[00:15:32.000 --> 00:15:34.000]  就算不是武力成份
[00:15:34.000 --> 00:15:36.000]  都是權力成份
[00:15:36.000 --> 00:15:38.000]  即是說迫到你
[00:15:38.000 --> 00:15:40.000]  你可不可以說不來
[00:15:40.000 --> 00:15:41.000]  不可以
[00:15:41.000 --> 00:15:42.000]  因為我拿你
[00:15:42.000 --> 00:15:44.000]  不過我拿得很輕鬆
[00:15:44.000 --> 00:15:46.000]  拿起支筆
[00:15:46.000 --> 00:15:47.000]  拿起電話
[00:15:47.000 --> 00:15:48.000]  用什麼呢
[00:15:48.000 --> 00:15:50.000]  根本我隨手可得
[00:15:50.000 --> 00:15:52.000]  我都不需要用什麼暴力
[00:15:52.000 --> 00:15:53.000]  不過我的權柄
[00:15:53.000 --> 00:15:55.000]  足以讓我這樣拿
[00:15:55.000 --> 00:15:56.000]  一個拿走
[00:15:56.000 --> 00:15:58.000]  就可以拿到
[00:15:58.000 --> 00:16:00.000]  我們又會發現
[00:16:00.000 --> 00:16:02.000]  拿這個動作
[00:16:02.000 --> 00:16:05.000]  不是大衛自己親手做的
[00:16:05.000 --> 00:16:07.000]  是大衛派使者
[00:16:07.000 --> 00:16:11.000]  去把這個婦人拿取過來
[00:16:11.000 --> 00:16:13.000]  他不用自己做的
[00:16:13.000 --> 00:16:15.000]  他找人幫他拿
[00:16:15.000 --> 00:16:17.000]  或者我用另一個字
[00:16:17.000 --> 00:16:18.000]  我不用拿
[00:16:18.000 --> 00:16:20.000]  可以用另一個字夾她過來
[00:16:20.000 --> 00:16:21.000]  夾她
[00:16:21.000 --> 00:16:22.000]  這樣更加明白
[00:16:22.000 --> 00:16:24.000]  大衛用他的權力
[00:16:24.000 --> 00:16:27.000]  派人去把婦人拿回來
[00:16:27.000 --> 00:16:30.000]  幫自己把婦人拿過來
[00:16:30.000 --> 00:16:31.000]  然後
[00:16:31.000 --> 00:16:33.000]  一聲第四字
[00:16:33.000 --> 00:16:34.000]  就性關係了
[00:16:34.000 --> 00:16:36.000]  多快進程
[00:16:36.000 --> 00:16:38.000]  不用慢慢煲
[00:16:38.000 --> 00:16:40.000]  馬上就性關係了
[00:16:40.000 --> 00:16:42.000]  而且這個性關係
[00:16:42.000 --> 00:16:44.000]  更加揭示了
[00:16:44.000 --> 00:16:45.000]  這個婦人之前
[00:16:45.000 --> 00:16:47.000]  已經與京江結證
[00:16:47.000 --> 00:16:49.000]  所以後來她懷孕
[00:16:49.000 --> 00:16:52.000]  肯定是大衛的嬰兒
[00:16:52.000 --> 00:16:57.000]  這樣就性關係了
[00:16:57.000 --> 00:16:59.000]  我想孟孟沒有想過
[00:16:59.000 --> 00:17:02.000]  至少大衛沒有想過這麼容易
[00:17:02.000 --> 00:17:04.000]  忽然第五節就殺到你了
[00:17:04.000 --> 00:17:05.000]  第五節就是
[00:17:05.000 --> 00:17:06.000]  那婦人懷孕了
[00:17:06.000 --> 00:17:08.000]  派人去告訴大衛說我懷孕了
[00:17:08.000 --> 00:17:11.000]  這次又有一個戲劇性的調轉
[00:17:11.000 --> 00:17:12.000]  就是
[00:17:12.000 --> 00:17:15.000]  之前大衛一直派人出去
[00:17:15.000 --> 00:17:17.000]  現在調轉
[00:17:17.000 --> 00:17:19.000]  是婦人派人過來
[00:17:19.000 --> 00:17:21.000]  是婦人反過來
[00:17:21.000 --> 00:17:23.000]  差遣她的人
[00:17:23.000 --> 00:17:25.000]  派人去告訴大衛
[00:17:25.000 --> 00:17:27.000]  這個噩耗還是喜訊
[00:17:27.000 --> 00:17:28.000]  恭喜還是怎樣
[00:17:28.000 --> 00:17:29.000]  我懷孕了
[00:17:29.000 --> 00:17:31.000]  四個中文字
[00:17:31.000 --> 00:17:34.000]  開心事還是驚嚇的事
[00:17:34.000 --> 00:17:37.000]  就視乎聽那個人怎樣想
[00:17:37.000 --> 00:17:39.000]  這個對大衛來說
[00:17:39.000 --> 00:17:40.000]  是始料不及
[00:17:40.000 --> 00:17:42.000]  是一個極大的震撼
[00:17:42.000 --> 00:17:44.000]  本來眼下所有人
[00:17:44.000 --> 00:17:47.000]  都在她的權力下
[00:17:47.000 --> 00:17:49.000]  都是被她差遣的僕人
[00:17:49.000 --> 00:17:51.000]  被她派來派去
[00:17:51.000 --> 00:17:55.000]  忽然間這個婦人反僕為主
[00:17:55.000 --> 00:17:56.000]  行使一個權力
[00:17:56.000 --> 00:17:58.000]  差派一個人來報信
[00:17:58.000 --> 00:18:01.000]  好像扔了一個計時炸彈過來給大衛
[00:18:01.000 --> 00:18:03.000]  不知道什麼時候爆就爆
[00:18:03.000 --> 00:18:05.000]  現在還沒爆
[00:18:05.000 --> 00:18:07.000]  這個消息肚子還沒凸
[00:18:07.000 --> 00:18:09.000]  不過我懷孕了
[00:18:09.000 --> 00:18:12.000]  但與其說
[00:18:12.000 --> 00:18:15.000]  這次是那個婦人去派
