
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹平安 新年無福
[00:01:42.000 --> 00:01:44.000]  有很多講座
[00:01:44.000 --> 00:01:47.000]  有很多關於聖經宣講的訊息
[00:01:47.000 --> 00:01:48.000]  我們感謝主
[00:01:48.000 --> 00:01:52.000]  也給很多學者牧師當中幫助我們
[00:01:52.000 --> 00:01:55.000]  讓我們更加了解你自己的心懷
[00:01:55.000 --> 00:01:56.000]  你自己的訊息
[00:01:56.000 --> 00:01:59.000]  特別是將今天以賽書的宣講
[00:01:59.000 --> 00:02:01.000]  何潔牧師的宣講訊息
[00:02:01.000 --> 00:02:03.000]  我們對以賽書很不認識
[00:02:03.000 --> 00:02:04.000]  一個很長的書卷
[00:02:04.000 --> 00:02:06.000]  很深的書卷
[00:02:06.000 --> 00:02:09.000]  求主你自己讓我們在今天
[00:02:09.000 --> 00:02:11.000]  能夠將你的書卷打開
[00:02:11.000 --> 00:02:12.000]  讓我們能夠明白
[00:02:12.000 --> 00:02:15.000]  也能夠了解你自己的情懷
[00:02:15.000 --> 00:02:16.000]  我們感謝主
[00:02:16.000 --> 00:02:18.000]  求聖靈在當中引領我們
[00:02:18.000 --> 00:02:21.000]  願將一切榮耀重贊歸給你
[00:02:21.000 --> 00:02:23.000]  奉耶穌基督的名字祈禱
[00:02:23.000 --> 00:02:24.000]  阿們
[00:02:24.000 --> 00:02:25.000]  好,將時間交給阿浩
[00:02:25.000 --> 00:02:26.000]  將時間交給阿浩
[00:02:26.000 --> 00:02:33.000]  病人姐妹早安
[00:02:33.000 --> 00:02:37.000]  今天很開心和大家來看《以賽亞書》
[00:02:37.000 --> 00:02:40.000]  其實對我來說也是一個挑戰
[00:02:40.000 --> 00:02:42.000]  教了十幾次
[00:02:42.000 --> 00:02:44.000]  這次又再教的時候
[00:02:44.000 --> 00:02:46.000]  重新整理資料
[00:02:46.000 --> 00:02:48.000]  也有新的發現
[00:02:48.000 --> 00:02:51.000]  聖經是很寶藏、很寶貴
[00:02:51.000 --> 00:02:55.000]  我發覺在我們的筆記裡
[00:02:55.000 --> 00:02:58.000]  大部分的經文我們都沒有列出來
[00:02:58.000 --> 00:03:00.000]  只是列出一些經文的出處
[00:03:00.000 --> 00:03:02.000]  我也希望你的手機
[00:03:02.000 --> 00:03:04.000]  你等下預備
[00:03:04.000 --> 00:03:06.000]  譬如《以賽亞書》第六章
[00:03:06.000 --> 00:03:07.000]  或者第七章
[00:03:07.000 --> 00:03:10.000]  第十二章、三十五章
[00:03:10.000 --> 00:03:12.000]  我們看的時候
[00:03:12.000 --> 00:03:16.000]  我們都可以打開經文來讀
[00:03:16.000 --> 00:03:19.000]  因為就這樣聽也不夠
[00:03:19.000 --> 00:03:22.000]  我們開始的時候
[00:03:22.000 --> 00:03:25.000]  要對《以賽亞書》有個了解
[00:03:25.000 --> 00:03:27.000]  其實我們現在進入了一個
[00:03:27.000 --> 00:03:30.000]  先知書系列的講座
[00:03:30.000 --> 00:03:32.000]  我想講一下先知書
[00:03:32.000 --> 00:03:35.000]  其實它有兩個很重要的aspect
[00:03:35.000 --> 00:03:38.000]  有兩個很重要的向導
[00:03:38.000 --> 00:03:41.000]  一個就是它是先知的宣講
[00:03:41.000 --> 00:03:45.000]  而先知的宣講
[00:03:45.000 --> 00:03:47.000]  先知不過是代言人
[00:03:47.000 --> 00:03:51.000]  當然它的宣講有它自己的個性
[00:03:51.000 --> 00:03:54.000]  有它自己的時代背景
[00:03:54.000 --> 00:03:57.000]  有它自己的表達方式
[00:03:57.000 --> 00:03:59.000]  所以我們不熟悉的時候
[00:03:59.000 --> 00:04:02.000]  看《以賽亞書》、《耶利米蘇》、《以西傑書》
[00:04:02.000 --> 00:04:07.000]  我們總覺得好像看不到一些個別的先知
[00:04:07.000 --> 00:04:09.000]  它自己的個性
[00:04:09.000 --> 00:04:13.000]  它自己的表達方式、風格
[00:04:13.000 --> 00:04:16.000]  但其實它們截然不同
[00:04:16.000 --> 00:04:18.000]  這是第一點
[00:04:18.000 --> 00:04:20.000]  先知作為一個代言人
[00:04:20.000 --> 00:04:25.000]  其實AI不是機械人
[00:04:25.000 --> 00:04:28.000]  每一樣它在神裡面的領袖
[00:04:28.000 --> 00:04:31.000]  其實都通過它自己生命的體驗
[00:04:31.000 --> 00:04:34.000]  通過它自己的性格
[00:04:34.000 --> 00:04:37.000]  通過它當時的處境來表達
[00:04:37.000 --> 00:04:41.000]  所以我們要讀到《以賽亞書》的《以賽亞》
[00:04:41.000 --> 00:04:43.000]  這個就是你的功力
[00:04:43.000 --> 00:04:45.000]  讀到《耶利米蘇》的《耶利米蘇》
[00:04:45.000 --> 00:04:47.000]  這個就是你的功力
[00:04:47.000 --> 00:04:49.000]  當然《耶利米蘇》我們剛才說過
[00:04:49.000 --> 00:04:52.000]  都是一個代言人、一個傳話人
[00:04:52.000 --> 00:04:55.000]  《耶利米蘇》說的不是自己的說話
[00:04:55.000 --> 00:04:58.000]  但它說的時候不是機械式複製
[00:04:58.000 --> 00:05:03.000]  萬君之主耶和華如此說
[00:05:03.000 --> 00:05:05.000]  它就quote and unquote
[00:05:05.000 --> 00:05:10.000]  在句式裡面只是這樣來表達
[00:05:10.000 --> 00:05:12.000]  同樣的《耶和華如此說》
[00:05:12.000 --> 00:05:15.000]  《以賽亞書》和《耶利米蘇》的風格
[00:05:15.000 --> 00:05:18.000]  個人風格都是不同的
[00:05:18.000 --> 00:05:21.000]  這個是關於宣講的部分
[00:05:21.000 --> 00:05:27.000]  第二就是其實所有的先知書都是歷史書
[00:05:27.000 --> 00:05:33.000]  我們會不明白先知為什麼會這樣說話
[00:05:33.000 --> 00:05:35.000]  除非我們了解
[00:05:35.000 --> 00:05:40.000]  這番話是針對當時某一種社會的情境
[00:05:40.000 --> 00:05:46.000]  當時國家、政治等等的困擾
[00:05:46.000 --> 00:05:48.000]  先知就要起來說話
[00:05:48.000 --> 00:05:54.000]  所以這裡可以說是互相牽連的
[00:05:54.000 --> 00:06:01.000]  大概關於以色列猶大的歷史
[00:06:01.000 --> 00:06:05.000]  《列王記》、《歷代志》都有來記載
[00:06:05.000 --> 00:06:07.000]  相對先知書
[00:06:07.000 --> 00:06:12.000]  其實交代過一個確實的歷史時空
[00:06:12.000 --> 00:06:13.000]  是具體很多的
[00:06:13.000 --> 00:06:17.000]  在我剛才提及的歷史書卷裡面
[00:06:17.000 --> 00:06:20.000]  變成我們要多讀這些書卷
[00:06:20.000 --> 00:06:23.000]  了解裡面所說的
[00:06:23.000 --> 00:06:28.000]  我們才明白先知為什麼會在當時發出這樣的訊息
[00:06:28.000 --> 00:06:29.000]  但反過來
[00:06:29.000 --> 00:06:31.000]  先知所發出的訊息
[00:06:31.000 --> 00:06:36.000]  一點都不比這些歷史書簡單
[00:06:36.000 --> 00:06:38.000]  我們要反過來推論
[00:06:38.000 --> 00:06:40.000]  他這樣說的時候
[00:06:40.000 --> 00:06:43.000]  其實當時是一個什麼樣的情境
[00:06:43.000 --> 00:06:44.000]  你明白嗎?
[00:06:44.000 --> 00:06:46.000]  是一個反轉的推論
[00:06:46.000 --> 00:06:53.000]  而這個情境未必在《三武二記》、《列王記》、《歷代志》交代到
[00:06:53.000 --> 00:06:55.000]  反而我們要讀先知書
[00:06:55.000 --> 00:06:58.000]  我們可以這樣來作一個推論
[00:06:58.000 --> 00:07:01.000]  其實我們今天所說的所謂學術
[00:07:01.000 --> 00:07:05.000]  全部都是我們叫做有學養的推論
[00:07:05.000 --> 00:07:09.000]  即它不是隨便的推論
[00:07:09.000 --> 00:07:12.000]  所謂有學養就是做過學問的
[00:07:12.000 --> 00:07:16.000]  有不少參考的理據
[00:07:16.000 --> 00:07:20.000]  但其實都沒有一個我們叫做
[00:07:20.000 --> 00:07:28.000]  我們拿實了就永遠不變的歷史事實
[00:07:28.000 --> 00:07:31.000]  每一次當我們譬如在考古學
[00:07:31.000 --> 00:07:33.000]  在聖經研究
[00:07:33.000 --> 00:07:39.000]  或者對同代的文學的研究
[00:07:39.000 --> 00:07:42.000]  我們多了一些發現、多了一些了解的時候
[00:07:42.000 --> 00:07:51.000]  我們又會更新整個理解的模式
[00:07:51.000 --> 00:07:56.000]  我們又不是憑空推論
[00:07:56.000 --> 00:07:59.000]  但其實說到實牙實齒
[00:07:59.000 --> 00:08:01.000]  其實都是推論
[00:08:01.000 --> 00:08:05.000]  希望大家不要因為這樣就覺得
[00:08:05.000 --> 00:08:10.000]  神的話語好像打了折扣
[00:08:10.000 --> 00:08:13.000]  其實憑一句話
[00:08:13.000 --> 00:08:16.000]  譬如憑《明報》一句話
[00:08:16.000 --> 00:08:18.000]  《蘋果日報》一句話
[00:08:18.000 --> 00:08:20.000]  其實我們很難知道
[00:08:20.000 --> 00:08:23.000]  當日香港社會發生什麼事
[00:08:23.000 --> 00:08:25.000]  就算你是現場記者
[00:08:25.000 --> 00:08:27.000]  有很多的記者
[00:08:27.000 --> 00:08:29.000]  每一個的報導都是從他的角度
[00:08:29.000 --> 00:08:32.000]  他的出發點、觀點來報導
[00:08:32.000 --> 00:08:36.000]  我們都很難掌握到真正的全面的社會事實
[00:08:36.000 --> 00:08:39.000]  雖然你就是這樣經歷走過來
[00:08:39.000 --> 00:08:41.000]  你明不明白
[00:08:41.000 --> 00:08:45.000]  所以我們要說對於真理的認識
[00:08:45.000 --> 00:08:49.000]  對於歷史、一些時代背景的認識
[00:08:49.000 --> 00:08:51.000]  我們真的要很謙卑
[00:08:51.000 --> 00:08:54.000]  我們經常都當自己知道了
[00:08:54.000 --> 00:08:56.000]  還可以再知道多一點
[00:08:56.000 --> 00:08:57.000]  以為是這樣
[00:08:57.000 --> 00:09:01.000]  其實是可以重新拆解、重新整合的
[00:09:01.000 --> 00:09:02.000]  可以嗎
[00:09:02.000 --> 00:09:04.000]  以賽亞書也是這樣的
[00:09:04.000 --> 00:09:08.000]  以賽亞本來就是一個八世紀的先知
[00:09:08.000 --> 00:09:17.000]  他有他自己的歷史時空
[00:09:17.000 --> 00:09:19.000]  而這個八世紀的先知
[00:09:19.000 --> 00:09:22.000]  主要是一個猶大國的先知
[00:09:22.000 --> 00:09:26.000]  我們如果簡單對以色列的歷史
[00:09:26.000 --> 00:09:27.000]  他的觀念就是
[00:09:27.000 --> 00:09:29.000]  我們知道他曾經是一個
[00:09:29.000 --> 00:09:33.000]  在大衛、索羅、索羅門年代
[00:09:33.000 --> 00:09:37.000]  他是一個整合的地圖國家
[00:09:37.000 --> 00:09:39.000]  但索羅門之後他就分裂了
[00:09:39.000 --> 00:09:41.000]  做南北兩國
[00:09:41.000 --> 00:09:44.000]  所以有多好
[00:09:44.000 --> 00:09:46.000]  在以賽亞書說北角
[00:09:46.000 --> 00:09:49.000]  很多時候他用以法連來代表北角
[00:09:49.000 --> 00:09:50.000]  他就不再用以色列
[00:09:50.000 --> 00:09:54.000]  因為以色列其實是有些語帶相關
[00:09:54.000 --> 00:09:57.000]  他又可以說整個完整的南北兩國
[00:09:57.000 --> 00:09:58.000]  都是以色列
[00:09:58.000 --> 00:09:59.000]  你明不明白
[00:09:59.000 --> 00:10:02.000]  但北角最重要的支派
[00:10:02.000 --> 00:10:04.000]  掌權的支派
[00:10:04.000 --> 00:10:07.000]  或者是他們的首都
[00:10:07.000 --> 00:10:09.000]  都是以法連馬來西亞
[00:10:09.000 --> 00:10:11.000]  而南角最重要的支派
[00:10:11.000 --> 00:10:12.000]  大衛家的支派
[00:10:12.000 --> 00:10:16.000]  就是猶大支派
[00:10:16.000 --> 00:10:17.000]  其實猶大支派
[00:10:17.000 --> 00:10:21.000]  也會包括西面支派在南面
[00:10:21.000 --> 00:10:27.000]  所以我們對這個有一個簡單的認識
[00:10:27.000 --> 00:10:32.000]  當我們說先知的說話
[00:10:32.000 --> 00:10:35.000]  其實都是一個在歷史時空裏面的說話
[00:10:35.000 --> 00:10:36.000]  我們就知道
[00:10:36.000 --> 00:10:39.000]  我們不是在讀虛無縹緲的說話
[00:10:39.000 --> 00:10:42.000]  即是突然之間你走去找個文米婆
[00:10:42.000 --> 00:10:44.000]  她說了一堆東西
[00:10:44.000 --> 00:10:46.000]  她說的東西完全跟社會
[00:10:46.000 --> 00:10:49.000]  跟歷史時空可能完全脫節
[00:10:49.000 --> 00:10:51.000]  她只是說你時辰八字
[00:10:51.000 --> 00:10:54.000]  你這次做幫客幫生意
[00:10:54.000 --> 00:10:55.000]  你行不行
[00:10:55.000 --> 00:10:58.000]  你只是從她的所謂Oracle
[00:10:58.000 --> 00:11:03.000]  發出來的這種語言式的宣告
[00:11:03.000 --> 00:11:06.000]  其實你是不能夠從她的宣告
[00:11:06.000 --> 00:11:09.000]  去了解歷史情況
[00:11:09.000 --> 00:11:11.000]  那些是在空中飄的東西
[00:11:11.000 --> 00:11:13.000]  但當我們讀先知書
[00:11:13.000 --> 00:11:15.000]  其實每一個段落每一句
[00:11:15.000 --> 00:11:18.000]  都有它的歷史時空的根據
[00:11:18.000 --> 00:11:23.000]  都有在地圖裏面長出來的說話
[00:11:23.000 --> 00:11:26.000]  這件事我們剛才說過
[00:11:26.000 --> 00:11:28.000]  第二就是關於它的預言性
[00:11:28.000 --> 00:11:30.000]  預言性就是
[00:11:30.000 --> 00:11:34.000]  一方面它是一個先知的宣告
[00:11:34.000 --> 00:11:38.000]  宣告就是神的心意要顯明出來
[00:11:38.000 --> 00:11:40.000]  第二它不只是宣告
[00:11:40.000 --> 00:11:42.000]  它也是預言
[00:11:42.000 --> 00:11:46.000]  預言就是譬如說是三十年五十年
[00:11:46.000 --> 00:11:50.000]  或一百年或二百年之後會發生的事情
[00:11:50.000 --> 00:11:54.000]  不少先知書就因為有這樣的情況
[00:11:54.000 --> 00:11:57.000]  就會令到讀者有一種困擾
[00:11:57.000 --> 00:12:00.000]  第一我們知道這些所謂預言性
[00:12:00.000 --> 00:12:02.000]  能夠被保存下來
[00:12:02.000 --> 00:12:06.000]  一定是對當時歷史時空的人物
[00:12:06.000 --> 00:12:08.000]  他們聽得明白的
[00:12:08.000 --> 00:12:14.000]  即是你說尼塞亞或者說到以馬來尼
[00:12:14.000 --> 00:12:17.000]  是說七八年之後耶穌的出世
[00:12:17.000 --> 00:12:19.000]  當時是沒有人明白的
[00:12:19.000 --> 00:12:21.000]  那些不明白的話語
[00:12:21.000 --> 00:12:24.000]  是很難有生存的機會
[00:12:24.000 --> 00:12:26.000]  被人這樣保存下來的
[00:12:26.000 --> 00:12:27.000]  你明不明白
[00:12:27.000 --> 00:12:31.000]  所以當先知以塞亞說這個以馬來尼的時候
[00:12:31.000 --> 00:12:33.000]  最低限度在他們的年代
[00:12:33.000 --> 00:12:36.000]  他們會有一個對以馬來尼的理解
[00:12:36.000 --> 00:12:39.000]  所以這個關於以塞亞第七章
[00:12:39.000 --> 00:12:42.000]  第八章第九章十章十一章的經文
[00:12:42.000 --> 00:12:44.000]  是會保留下來的
[00:12:44.000 --> 00:12:47.000]  即是說連理解都有一個
[00:12:47.000 --> 00:12:49.000]  我們反過來看
[00:12:49.000 --> 00:12:51.000]  從新約看舊約
[00:12:51.000 --> 00:12:53.000]  我們就叫多重應驗
[00:12:53.000 --> 00:12:55.000]  因為我們大部分
[00:12:55.000 --> 00:12:58.000]  我們中間應該沒有猶太人
[00:12:58.000 --> 00:13:01.000]  讀聖經都應該由新約開始的
[00:13:01.000 --> 00:13:03.000]  你何時會對舊約有興趣呢
[00:13:03.000 --> 00:13:07.000]  就是當你讀新約的書捲讀到
[00:13:07.000 --> 00:13:12.000]  先知XX的書上起筆
[00:13:12.000 --> 00:13:14.000]  這樣說嗎
[00:13:14.000 --> 00:13:18.000]  或者是這樣的情景就應驗了
[00:13:18.000 --> 00:13:21.000]  先知以塞亞或耶利米的說話
[00:13:21.000 --> 00:13:25.000]  所以我們對以塞亞書基本上的理解
[00:13:25.000 --> 00:13:28.000]  都是從一個新約的角度來入手
[00:13:28.000 --> 00:13:30.000]  你是讀在馬太福音
[00:13:30.000 --> 00:13:31.000]  讀在保羅
[00:13:31.000 --> 00:13:34.000]  你才會對以塞亞書有興趣
[00:13:34.000 --> 00:13:38.000]  但一個猶太人的成長就是從舊約開始的
[00:13:38.000 --> 00:13:42.000]  對於他們來說
[00:13:42.000 --> 00:13:44.000]  那些應驗了的或將要應驗的
[00:13:44.000 --> 00:13:46.000]  在他們的歷史過程裏面
[00:13:46.000 --> 00:13:47.000]  是發生著的
[00:13:47.000 --> 00:13:49.000]  不是在說遙遠的將來
[00:13:49.000 --> 00:13:53.000]  對於我們基督徒
[00:13:53.000 --> 00:13:55.000]  其實我們讀聖經是反過來讀的
[00:13:55.000 --> 00:13:57.000]  我們是由尾讀上頭的
[00:13:57.000 --> 00:13:59.000]  先理解了新約
[00:13:59.000 --> 00:14:05.000]  新約有那麼多對舊約的引用和注釋
[00:14:05.000 --> 00:14:07.000]  我們才會去看舊約
[00:14:07.000 --> 00:14:09.000]  而只是看那一句那一部分
[00:14:09.000 --> 00:14:12.000]  譬如說二馬內理
[00:14:12.000 --> 00:14:14.000]  我們不會因為這樣的緣故
[00:14:14.000 --> 00:14:17.000]  對整個以塞亞書有一個深入的研究
[00:14:17.000 --> 00:14:22.000]  所以我們都會犯了一個容易斷章取義的
[00:14:22.000 --> 00:14:25.000]  一個這樣的讀經的毛病
[00:14:25.000 --> 00:14:30.000]  我們要一方面從歷史處境去了解
[00:14:30.000 --> 00:14:32.000]  另一方面都要由
[00:14:32.000 --> 00:14:36.000]  以塞亞書經文的上下文來理解
[00:14:36.000 --> 00:14:39.000]  不只是從一個新約的角度來理解
[00:14:39.000 --> 00:14:43.000]  正因為對當時的百姓
[00:14:43.000 --> 00:14:47.000]  以塞亞說的話是有意義的
[00:14:47.000 --> 00:14:50.000]  所以這些說話會被書寫下來
[00:14:50.000 --> 00:14:52.000]  保留保存下來
[00:14:52.000 --> 00:14:55.000]  經過不同的年代不斷的更新
[00:14:55.000 --> 00:14:58.000]  直至到耶穌的年代
[00:14:58.000 --> 00:15:00.000]  我們看到保樂原來都很熟悉
[00:15:00.000 --> 00:15:02.000]  以塞亞書的
[00:15:02.000 --> 00:15:07.000]  他隨時提到一些新約的恩順清義
[00:15:07.000 --> 00:15:09.000]  等等的道理的時候
[00:15:09.000 --> 00:15:14.000]  他可以引用舊約的生命記、詩篇、以塞亞書
[00:15:14.000 --> 00:15:18.000]  那個是他自己在思想世界裡的圖書館
[00:15:18.000 --> 00:15:19.000]  他已經很熟悉了
[00:15:19.000 --> 00:15:22.000]  馬太寫馬太課都是這樣
[00:15:22.000 --> 00:15:25.000]  所以當他看到神的話語
[00:15:25.000 --> 00:15:27.000]  現在在應驗的時候
[00:15:27.000 --> 00:15:30.000]  其實是一個新約的應驗
[00:15:30.000 --> 00:15:33.000]  不排除這些經文在舊約的過程裡
[00:15:33.000 --> 00:15:36.000]  已經在不同的處境
[00:15:36.000 --> 00:15:39.000]  曾經應驗過或者發生過
[00:15:39.000 --> 00:15:42.000]  或者最低限度在當時的理解
[00:15:42.000 --> 00:15:44.000]  是被接納了
[00:15:44.000 --> 00:15:47.000]  所以最近我們知道
[00:15:47.000 --> 00:15:49.000]  在聖經研究的方向叫做
[00:15:49.000 --> 00:15:52.000]  一個叫Reception History
[00:15:52.000 --> 00:15:57.000]  就是這個書卷在歷史裡
[00:15:57.000 --> 00:15:59.000]  是怎樣被不同的年代
[00:15:59.000 --> 00:16:04.000]  包括新約之後的早期的教會、中古教會
[00:16:04.000 --> 00:16:09.000]  他是怎樣被接納的
[00:16:09.000 --> 00:16:11.000]  那些題外話
[00:16:11.000 --> 00:16:13.000]  我們回過頭來
[00:16:13.000 --> 00:16:15.000]  就是說那個預言
[00:16:15.000 --> 00:16:17.000]  從新約來說
[00:16:17.000 --> 00:16:19.000]  他是多重應驗
[00:16:19.000 --> 00:16:22.000]  具體在耶穌來到的時候就完全明白了
[00:16:22.000 --> 00:16:26.000]  但是在先知自己講論的年代
[00:16:26.000 --> 00:16:29.000]  還是在講一些將要發生
[00:16:29.000 --> 00:16:30.000]  或者很快要發生
[00:16:30.000 --> 00:16:33.000]  或者是在幾十年裡面會發生
[00:16:33.000 --> 00:16:36.000]  我們今天會看二創下書第七章
[00:16:36.000 --> 00:16:38.000]  特別花時間在那裡
[00:16:38.000 --> 00:16:41.000]  你會看到歷史處境怎樣幫我們
[00:16:41.000 --> 00:16:45.000]  去了解這一段所謂的二馬來的經文
[00:16:45.000 --> 00:16:47.000]  好嗎
[00:16:47.000 --> 00:16:49.000]  好,但是呢
[00:16:49.000 --> 00:16:52.000]  我們回到下面那頁
[00:16:52.000 --> 00:16:56.000]  他第一個的歷史時空是一個八世紀的歷史時空
[00:16:56.000 --> 00:17:02.000]  在先知書的Super Script上標題
[00:17:02.000 --> 00:17:05.000]  二創下書一章一節就說了
[00:17:05.000 --> 00:17:07.000]  烏西亞約旦亞哈斯
[00:17:07.000 --> 00:17:09.000]  氣勢加作猶大王的時候
[00:17:09.000 --> 00:17:11.000]  阿摩斯的兒子以賽亞德默時
[00:17:11.000 --> 00:17:13.000]  論到猶大和耶路撒冷
[00:17:13.000 --> 00:17:15.000]  其實他不是在說整個以色列
[00:17:15.000 --> 00:17:18.000]  是在說猶大和耶路撒冷
[00:17:18.000 --> 00:17:21.000]  主要是在說京城裡面所發生
[00:17:21.000 --> 00:17:23.000]  因為以賽亞本身就是一個
[00:17:23.000 --> 00:17:24.000]  在耶路撒冷成長
[00:17:24.000 --> 00:17:26.000]  在耶路撒冷服侍
[00:17:26.000 --> 00:17:28.000]  在耶路撒冷做祭司
[00:17:28.000 --> 00:17:30.000]  做先知的一個人
[00:17:30.000 --> 00:17:33.000]  去到第六章我們不是讀到
[00:17:33.000 --> 00:17:34.000]  以賽亞進入聖殿
[00:17:34.000 --> 00:17:36.000]  在那裡和神相遇
[00:17:36.000 --> 00:17:39.000]  如果不是祭司你進不去
[00:17:39.000 --> 00:17:43.000]  所以我們知道以賽亞有一個祭司的身份
[00:17:43.000 --> 00:17:47.000]  而且甚至是大祭司的身份
[00:17:47.000 --> 00:17:51.000]  一般祭司都進不去至聖所裡面
[00:17:51.000 --> 00:17:54.000]  第六章說的話很多人都沒有見過
[00:17:54.000 --> 00:17:58.000]  包括當時的利美人
[00:17:58.000 --> 00:18:01.000]  或者其他比較低層級的祭司
[00:18:01.000 --> 00:18:03.000]  可能他們都沒有見過
[00:18:03.000 --> 00:18:05.000]  這個至聖所裡面的情景
[00:18:05.000 --> 00:18:13.000]  以賽亞書我們說它是一個三分的格局
[00:18:13.000 --> 00:18:15.000]  第一部分就是以賽亞自己
[00:18:15.000 --> 00:18:18.000]  在世之年的八世紀
[00:18:18.000 --> 00:18:21.000]  八世紀已經風起雲湧
[00:18:21.000 --> 00:18:24.000]  猶大的歷史已經凹凹亂亂
[00:18:24.000 --> 00:18:31.000]  第二個時空就是巴比倫
[00:18:31.000 --> 00:18:35.000]  猶大或者之前的以色列
[00:18:35.000 --> 00:18:37.000]  被擄到這個流放之地
[00:18:37.000 --> 00:18:39.000]  這個巴比倫的地方
[00:18:39.000 --> 00:18:41.000]  說的是六世紀
[00:18:41.000 --> 00:18:43.000]  二百年之後
[00:18:43.000 --> 00:18:51.000]  無論你對以賽亞書有多少作者的看法
[00:18:51.000 --> 00:18:54.000]  我覺得這個不是一個最重要的觀念
[00:18:54.000 --> 00:18:56.000]  曾經在聖經研究裡面
[00:18:56.000 --> 00:18:59.000]  這個是反反覆覆不斷地討論
[00:18:59.000 --> 00:19:02.000]  最重要的是無論你什麼作者
[00:19:02.000 --> 00:19:04.000]  多少個作者的觀念都好
[00:19:04.000 --> 00:19:08.000]  總之它就是開始是一個八世紀的場景
[00:19:08.000 --> 00:19:12.000]  接著第四十章之後是一個六世紀的場景
[00:19:12.000 --> 00:19:14.000]  裡面所描述的巴比倫
[00:19:14.000 --> 00:19:19.000]  以色列猶太人在當地流放的生活
[00:19:19.000 --> 00:19:23.000]  神怎樣呼籲他們不要拜巴比倫的偶像
[00:19:23.000 --> 00:19:26.000]  要準備自己很快的離開巴比倫城
[00:19:26.000 --> 00:19:28.000]  要回歸耶路撒冷
[00:19:28.000 --> 00:19:31.000]  這些全部都是巴比倫的處境
[00:19:31.000 --> 00:19:36.000]  究竟是誰跟巴比倫處境的猶太人說話呢
[00:19:36.000 --> 00:19:38.000]  舊的學者有人會說
[00:19:38.000 --> 00:19:42.000]  是一個叫做第二以賽亞
[00:19:42.000 --> 00:19:45.000]  是當時寫出來的東西
[00:19:45.000 --> 00:19:47.000]  但其實我們不排除
[00:19:47.000 --> 00:19:50.000]  就算有這樣的觀念
[00:19:50.000 --> 00:19:54.000]  它其實都是承接著第一世紀以賽亞
[00:19:54.000 --> 00:19:57.000]  這個具體確實的歷史人物
[00:19:57.000 --> 00:20:00.000]  他的宣講那裡衍生出來的東西
[00:20:00.000 --> 00:20:02.000]  至於去到第三部分
[00:20:02.000 --> 00:20:04.000]  已經去到波斯年代了
[00:20:04.000 --> 00:20:07.000]  就是他們回歸
[00:20:07.000 --> 00:20:09.000]  因為很明顯的
[00:20:09.000 --> 00:20:11.000]  在中間四十至五十五章
[00:20:11.000 --> 00:20:14.000]  隻字不提聖殿
[00:20:14.000 --> 00:20:17.000]  因為巴比倫的年代
[00:20:17.000 --> 00:20:21.000]  耶路撒冷聖殿已經是完全被毀
